Malayalam,English
ഡ്രിഫ്റ്റിംഗ് പ്രതീകം,Drifting character
ഡ്രോപ്പ്-ചത്ത നിർത്തുക,Drop-dead halt
ഉപേക്ഷിക്കുക,Drop in
ഇടയ്ക്ക് വച്ച് നിർത്തുക,Drop out
ഡ്രോപ്പ് റിപ്പീറ്റർ,Drop repeater
വയർ ഉപേക്ഷിക്കുക,Drop wire
ഡ്രം ഡ്രൈവ്,Drum drive
ഡ്രം പ്ലോട്ടർ,Drum plotter
ഡ്രം പ്രിന്റർ,Drum printer
ഡ്രം പ്രിന്റിംഗ്,Drum printing
ഡ്രം സ്കാനിംഗ്,Drum scanning
ഡ്രം അടുക്കുക,Drum sort
ഡ്രം സംഭരണം,Drum storage
ഡ്രം യൂണിറ്റ്,Drum unit
ഉണങ്ങിയ ഓട്ടം,Dry running
ഇരട്ട സാന്ദ്രത,Dual density
ഇരട്ട തീവ്രത,Dual intensity
ദ്വൈതത,Duality
ദ്വൈത സിദ്ധാന്തം,Duality theorem
ഇരട്ട പ്രവർത്തനം,Dual operation
ഡ്യുവൽ പോർട്ട് മെമ്മറി,Dual port memory
"ഇരട്ട പ്രോസസർ
 ഏര്പ്പാട്","Dual processor
 System"
"ഇരട്ട സിംപ്ലക്സ്
 സന്വദായം","Dual simplex
 Method"
ഇരട്ട സംവിധാനം,Dual system
"ഡക്കോൾ-പഞ്ച് ചെയ്തു
 ചീട്ട്","Ducol-punched
 Card"
ഭീമമായ ടെർമിനൽ,Dumb terminal
ഡമ്മി വിലാസം,Dummy address
ഡമ്മി വാദം,Dummy argument
ഡമ്മി പരിശോധിക്കുക,Dummy check
"ഡമ്മി നിയന്ത്രണം
 വിഭാഗം","Dummy control
 Section"
ഡമ്മി ഡാറ്റ സെറ്റ്,Dummy data set
ഡമ്മി നിർദ്ദേശം,Dummy instruction
ഡമ്മി വിഭാഗം,Dummy section
ഡമ്മി വേരിയബിൾ,Dummy variable
ഉപേക്ഷിക്കുക,Dump
"ഉപേക്ഷിക്കുക, പുനരാരംഭിക്കുക",Dump and restart
ഡംപ് ചെക്ക്,Dump check
ഡംപ് പോയിന്റ്,Dump point
പതിവ് ഉപേക്ഷിക്കുക,Dump routine
ഡുവോഡിസിമൽ,Duodecimal
ഇരട്ട ചാനൽ,Duplex channel
ഡ്യുപ്ലെക്സ് സർക്യൂട്ട്,Duplex circuit
"ഡ്യുപ്ലെക്സ്
 വാര്ത്താവിനിമയം","Duplex
 Communication"
ഡ്യുപ്ലെക്സ് കൺസോൾ,Duplex console
ഡ്യുമ്പുവേഷൻ സിസ്റ്റം,Duplexed system
ഇരട്ട,Duplexing
ഡ്യുപ്ലെക്സ് പ്രവർത്തനം,Duplex operation
"ഡ്യുപ്ലെക്സ്
 പകർച്ച","Duplex
 Transmission"
തനിപ്പകർപ്പ് കീ,Duplicate key
തനിപ്പകർപ്പ് വോളിയം,Duplicate volume
തനിപ്പകർപ്പ് പരിശോധന,Duplication check
തനിപ്പകർപ്പ് ഘടകം,Duplication factor
"ന്റെ തനിപ്പകർപ്പ്
 സൌകര്യങ്ങൾ","Duplication of
 Facilities"
ഡ്യൂനിക്കേറ്റർ,Duplicator
"ഡയാഡിക് ബൂലിയൻ
 ശസ്തകിയ","Dyadic boolean
 Operation"
ഡയാഡിക് പ്രവർത്തനം,Dyadic operation
ഡയാഡിക് ഓപ്പറേറ്റർ,Dyadic operator
ചലനാത്മക കൃത്യത,Dynamic accuracy
"ഡൈനാമിക് വിലാസം
 വിവർത്തനം","Dynamic address
 Translation"
ഡൈനാമിക് അലോക്കേഷൻ,Dynamic allocation
"ഡൈനാമിക് ബഫർ
 പങ്കുവയ്ക്കല്","Dynamic buffer
 Allocation"
ഡൈനാമിക് ബഫറിംഗ്,Dynamic buffering
"ചലനാത്മക നിയന്ത്രണം
 പവര്ത്തിക്കുക","Dynamic control
 Function"
ചലനാത്മക ഡീബഗ്,Dynamic debug
"ചലനാത്മക ഉപകരണം
 വീണ്ടും ബന്ധിപ്പിക്കുക","Dynamic device
 Reconfiguration"
"ചലനാത്മക പ്രദർശനം
 പതിഛായ","Dynamic display
 Image"
ഡൈനാമിക് ഡംപ്,Dynamic dump
"ചലനാത്മക മാലിന്യങ്ങൾ
 സമാഹാരം","Dynamic garbage
 Collection"
"ചലനാത്മക
 നിര്ദ്ദേശം","Dynamic
 Instruction"
ചലനാത്മക ലോഡിംഗ്,Dynamic loading
ഡൈനാമിക് മെമ്മറി,Dynamic memory
"ഡൈനാമിക് മെമ്മറി
 പങ്കുവയ്ക്കല്","Dynamic memory
 Allocation"
"ചലനാത്മക
 പാരാമീറ്റർ","Dynamic
 Parameter"
ഡൈനാമിക് പ്രിന്റൗട്ട്,Dynamic printout
"ചലനാത്മക
 പ്രോഗ്രാമിംഗ്","Dynamic
 Programming"
ഡൈനാമിക് റേഞ്ച്,Dynamic range
"ചലനാത്മക
 സ്ഥലംമായ്ക്കല്","Dynamic
 Relocation"
ചലനാത്മക പ്രതികരണം,Dynamic response
"ചലനാത്മക
 പട്ടിക","Dynamic
 Scheduling"
ഡൈനാമിക് സ്റ്റോപ്പ്,Dynamic stop
ചലനാത്മക സംഭരണം,Dynamic storage
"ചലനാത്മക സംഭരണം
 പങ്കുവയ്ക്കല്","Dynamic storage
 Allocation"
"ചലനാത്മക
 ഉറക്കുഴൂട്ട","Dynamic
 Subroutine"
"ചലനാത്മക പിന്തുണ
 ഏര്പ്പാട്","Dynamic support
 System"
"ഡൈനാമിക് സിസ്റ്റം
 മാതൃക","Dynamic system
 Model"
"ചലനാത്മക വെർച്വൽ
 മെമ്മറി സംവിധാനം","Dynamic virtual
 Memory system"
എക്കോ പരിശോധന,Echo check
എക്കോ അടിച്ചമർ,Echo suppressor
"സാമ്പത്തികസ്ഥരം
 അപേക്ഷ","Econometric
 Application"
"സാമ്പത്തികസ്ഥരം
 മാതൃക","Econometric
 Model"
"സാന്വത്തികമായ
 അപേക്ഷ","Economic
 Application"
"സാമ്പത്തിക ശാസ്ത്രം
 കമ്പ്യൂട്ടിംഗ്","Economics
 Computing"
"സാമ്പത്തിക ശാസ്ത്രം
 കമ്പ്യൂട്ടിംഗ്
 നെറ്റ്വർക്ക്","Economics
 Computing
 Network"
അറ്റം,Edge
എഡ്ജ് നോക്കിലെ കാർഡ്,Edge notched card
എഡ്ജ് പഞ്ച് കാർഡ്,Edge punched card
തിരുത്തുക,Edit
"തിരുത്തുക സംവിധാനം
 പകർച്ച","Edit directed
 Transmission"
എഡിറ്റുചെയ്ത പകർപ്പ്,Edited copy
എഡിറ്റിംഗ് പ്രതീകം,Editing character
ഡാറ്റ എഡിറ്റുചെയ്യുന്നു,Editing data
"എഡിറ്റിംഗ്
 വിവരം","Editing
 Information"
എഡിറ്റിംഗ് സെഷൻ,Editing session
എഡിറ്റിംഗ് സ്റ്റേറ്റ്മെന്റ്,Editing statement
എഡിറ്റിംഗ് ചിഹ്നം,Editing symbol
പതിപ്പ് നമ്പർ,Edition number
മോഡ് എഡിറ്റുചെയ്യുക,Edit mode
എഡിറ്റർ,Editor
എഡിറ്റർ സവിശേഷത,Editor feature
"എഡിറ്റർ മൈക്രോ
 കന്വൂട്ടര്","Editor micro
 Computer"
എഡിറ്റർ പ്രോഗ്രാം,Editor program
ഘട്ടം എഡിറ്റുചെയ്യുക,Edit phase
"വിദ്യാഭ്യാസപത്രം
സാങ്കേതികവിദ","Educational 
Technology"
എഡൽ കോരേറ്റ്,Edulcorate
ഫലപ്രദമായ ബൈറ്റ്,Effective byte
"ഫലപ്രദമായ ഡാറ്റ
 കൈമാറ്റ നിരക്ക്","Effective data
 Transfer rate"
"ഫലപ്രദമായ ഇരട്ട
 വാക്ക്","Effective double
 Word"
ഫലപ്രദമായ അർദ്ധ-വാക്ക്,Effective half-word
"സഫലമായ
 നിര്ദ്ദേശം","Effective
 Instruction"
"ഫലപ്രദമായ പ്രവർത്തനം
 അഭിസംബോധന ചെയ്യുക","Effective operand
 Address"
"സഫലമായ
 ഗതി","Effective 
 Procedure"
ഫലപ്രദമായ വേഗത,Effective speed
"സഫലമായ
 പകർച്ച
 വേഗത","Effective
 Transmission
 Speed"
ഫലപ്രദമായ വാക്ക്,Effective word
"ഫലപ്രദമായ വാക്ക്
 സ്ഥാപിക്കല്","Effective word
 Location"
എട്ട് ബിറ്റ് ബൈറ്റ്,Eight-bit byte
"ഒരു രീതിയിലും
 വാര്ത്താവിനിമയം","Either-way
 Communication"
"ഒരു രീതിയിലും
 ശസ്തകിയ","Either-way
 Operation"
പുറത്തുകടക്കുക,Eject key
ഇലാസ്റ്റിക് ബഫർ,Elastic buffer
"വൈദ്യുത
 അക്കൌണ്ടിംഗ്
 യന്തം","Electrical
 Accounting
 Machine"
"ഇലക്ട്രിക്കൽ സർക്യൂട്ട്
 വിശകലന പരിപാടി","Electrical circuit
 Analysis program"
"വൈദ്യുതപരമായി
 മാറ്റം വരുത്തുന്നതിന് മെമ്മറി","Electrically
 Alterable memory"
"വൈദ്യുതകാഗ്നെറ്റിക്
 അനുയോജ്യത","Electromagnetic
 Compatibility"
"വൈദ്യുതകാഗ്നെറ്റിക്
 കാലതാമസം","Electromagnetic
 Delay time"
"വൈദ്യുതകാഗ്നെറ്റിക്
 റിലേ ചെയ്യുക","Electromagnetic
 Relay"
"ഇലക്ട്രോമെചാനിക്കൽ
 ഇംപാക്റ്റ് പ്രിന്റിംഗ്","Electromechanical
 Impact printing"
"ഇലക്ട്രോമെചാനിക്കൽ
 പ്ലെറ്റർ","Electromechanical
 Plotter"
"ഇലക്ട്രോമെചാനിക്കൽ
 സ്കാൻ ചെയ്യുന്നു","Electromechanical
 Scanning"
"ഇലക്ട്രോമെചാനിക്കൽ
 സംവിധാനം സ്വിച്ചുചെയ്യുന്നു","Electromechanical
 switching system"
ഇലക്ട്രോമെചാനിക്കൽ കളിപ്പാട്ടം,Electromechanical toy
"ഇലക്ട്രോൺ-ബീം
 റെക്കാര്ഡുചെയ്യല്","Electron-beam
 Recording"
"ഇലക്ട്രോണിക്
 അക്കൌണ്ടിംഗ്
 യന്തം","Electronic
 Accounting
 Machine"
"ഇലക്ട്രോണിക്
 ഓട്ടോമാറ്റിക്
 കൈമാറുക","Electronic
 Automatic
 Exchange"
"ഇലക്ട്രോണിക്
 കണക്കുകൂട്ടല് യന്തം","Electronic
 Calculator"
"ഇലക്ട്രോണിക് കാർഡ്
 പട്ടികയുണ്ടാക്കുക","Electronic cash
 Register"
"ഇലക്ട്രോണിക് ചാർട്ട്
 വായനക്കാരൻ","Electronic chart
 Reader"
"ഇലക്ട്രോണിക് ഡാറ്റ
നടപടി","Electronic data 
Processing"
"ഇലക്ട്രോണിക് ഡാറ്റ
 നടപടി
 യന്തം","Electronic data 
 Processing
 Machine"
"ഇലക്ട്രോണിക് ഡാറ്റ
 നടപടി
 ഏര്പ്പാട്","Electronic data
 Processing
 System"
ഇലക്ട്രോണിക് പൂരിപ്പിക്കൽ,Electronic filling
"ഇലക്ട്രോണിക് ഫണ്ടുകൾ
 കൈമാറ്റം സിസ്റ്റം","Electronic funds
 Transfer system"
ഇലക്ട്രോണിക് മെയിലിംഗ്,Electronic mailing
"ഇലക്ട്രോണിക് സന്ദേശം
 സേവനം","Electronic message
 Service"
"ഇലക്ട്രോണിക് സന്ദേശം
 ഏര്പ്പാട്","Electronic message
 system"
ഇലക്ട്രോണിക് പ്രിന്റർ,Electronic printer
ഇലക്ട്രോണിക് സ്കെയിലുകൾ,Electronic scales
"ഇലക്ട്രോണിക്
 സ്ഥിതിവിവരമശാല
 യന്തം","Electronic
 Statistical
 Machine"
ഇലക്ട്രോണിക് സ്വിച്ച്,Electronic switch
"ഇലക്ട്രോണിക്
 സംവിധാനം സ്വിച്ചുചെയ്യുന്നു","Electronic
 Switching system"
"ഇലക്ട്രോണിക്
 വിവര്ത്തകന്","Electronic
 Translator"
ഇലക്ട്രോണിക് ട്യൂട്ടർ,Electronic tutor
"ഇലക്ട്രോസ്റ്റാറ്റിക്
 വ്യതിചലനം","Electrostatic
 Deflection"
"ഇലക്ട്രോസ്റ്റാറ്റിക്
 പ്രിന്റർ","Electrostatic
 Printer"
"ഇലക്ട്രോസ്റ്റാറ്റിക്
 അച്ചടി","Electrostatic
 Printing"
"ഇലക്ട്രോസ്റ്റാറ്റിക്
 ശേഖരണം","Electrostatic
 Storage"
മൂലകം,Element
പ്രാഥമിക ഇനം,Elementary item
"മൂലകം
 പ്രീറെസെയിവർ
 വിശകലന","Elementary
 Prereceiver and 
 Analyzer"
"മൂലകം
 മുഖഭാവം","Element
 Expression"
മൂലകം സ്ട്രിംഗ്,Element string
"മൂലകം വേരിയബിൾ
എലിമിനേഷൻ ഘടകം","Element variable
Elimination factor"
അല്ലെങ്കിൽ ക്ലോസ്,ELSE clause
അല്ലെങ്കിൽ ക്ലോസ് വകുപ്പ്,ELSE clause rule
ഉക്കോളജിക്കൽ,Emboldening
അടിയന്തര പരിപാലനം,Emergency maintenance
"അടിയന്തരാവസ്ഥ
 പരിപാലനം
 കാലം","Emergency
 Maintenance
 Time"
"പുറപ്പെടുവിച്ചു
 തര്ക്കശാസ്തം","Emitter coupled
 Logic"
ശൂന്യമായ മാധ്യമം,Empty medium
ശൂന്യമായ സ്ട്രിംഗ്,Empty string
അനുകലിക്കുക,Emulate
അനുകലനം,Emulation
"എമുലേറ്റർ
 തലമുറ","Emulator
 Generation"
കഴിവുണ്ടാക്കുക,Enable
പ്രവർത്തനക്ഷമമുള്ള,Enabled
പ്രവർത്തനക്ഷമമാക്കിയ മൊഡ്യൂൾ,Enabled module
പ്രാപ്തമാക്കി പേജ് തെറ്റ്,Enabled page fault
പൾസ് പ്രവർത്തനക്ഷമമാക്കുക,Enable pulse
സിഗ്നൽ പ്രവർത്തനക്ഷമമാക്കുന്നു,Enabling signal
എസിഷർ,Encipher
എമിസെറഡ് ഡാറ്റ,Enciphered data
എൻകോഡ്,Encode
എൻകോഡുചെയ്ത പോയിന്റ്,Encoded point
എൻകോഡുചെയ്ത ചോദ്യം,Encoded question
എൻകോഡർ,Encoder
എൻക്രിപ്ഷൻ,Encryption
"ചുറ്റും അവസാനിക്കുക
 കടംവാങ്ങുക","End around
 Borrow"
ചുറ്റും അവസാനിക്കുക,End around carry
ഷിഫ്റ്റിന് ചുറ്റും അവസാനിക്കുക,End around shift
അവസാന ഡാറ്റ ചിഹ്നം,End data symbol
അവസാനിപ്പിക്കൽ അവസാനിപ്പിക്കുക,End distortion
അവസാന ഉപകരണം,End instrument
അവസാനം അടയാളപ്പെടുത്തുക,End mark
വിലാസത്തിന്റെ അവസാനം,End of address
ബ്ലോക്കിന്റെ അവസാനം,End of block
"ഡാറ്റയുടെ അവസാനം
 സൂചകം","End of data
 Indicator"
അന്തിമ ഓഫീസ്,End office
ഫയൽ ലേബലിന്റെ അവസാനം,End of file label
ഫയൽ മാർക്കിന്റെ അവസാനം,End of file mark
ഫാമിന്റെ അവസാനം,End of farm
"മീഡിയം അവസാനിക്കുക
 കഥാപാതം","End of medium
 Character"
"സന്ദേശത്തിന്റെ അവസാനം
 കോഡ്","End of message
 Code"
"റെക്കോർഡിന്റെ അവസാനം
 വാക്ക്","End of record
 Word"
വാചകത്തിന്റെ അവസാനം,End of text
"എഞ്ചിനീയറിംഗ്
 ഗ്രാഫിക്സ്","Engineering
 Graphics"
"മെച്ചപ്പെടുത്താവുന്ന
 ഭാഷ","Enhanceable
 Language"
പവേശിക്കുക,Enter
"നൽകുക / അന്വേഷിക്കുക
 മാതിരി","Enter/enquiry
 Mode"
കീ നൽകുക,Enter key
എന്റർപ്രൈസ് നമ്പർ,Enterprise number
എന്റിറ്റി ആശയം,Entity concept
എൻട്രി ബ്ലോക്ക്,Entry block
പ്രവേശന അവസ്ഥ,Entry condition
പ്രവേശന സ്ഥിരത,Entry constant
എൻട്രി എക്സ്പ്രഷൻ,Entry expression
പ്രവേശന നിർദ്ദേശം,Entry instruction
എൻട്രി പേര്,Entry name
എൻട്രി പോയിന്റ്,Entry point
പ്രവേശന ഭാഗം,Entry portion
എൻട്രി സോർട്ടിംഗ്,Entry sorting
പ്രവേശന ചിഹ്നം,Entry symbol
പ്രവേശന സമയം,Entry time
പ്രവേശന മൂല്യം,Entry value
പ്രവേശന വേരിയബിൾ,Entry variable
"എൻവലപ്പ് കാലതാമസം
 വളച്ചൊടിക്കൽ","Envelope delay
 Distortion"
പരിസ്ഥിതി,Environment
"പരിസ്ഥിതി
 വിവരണം
 പ്രസ്താവന","Environment
 Description
 Statement"
"പരിസ്ഥിതി
 ഡിവിഷൻ","Environment
 Division"
"പരിസ്ഥിതി
 പോയിന്തം","Environment
 Pointer"
എപിലോഗ്,Epilog
"എപ്രോം
(വസ്ത്രധാരണം ചെയ്യാവുന്ന
 പ്രോഗ്രാം ചെയ്യാവുന്ന
 വായിക്കാൻ മാത്രം
 മെമ്മറി)","EPROM
(Erasable
 Programmable
 Read only
 Memory)"
"തുല്യ നേട്ടം
 സകാരമുറി","Equal gain
 Chamber"
സമവാക്രം,Equalizer
സജ്ജീകരണം,Equipment
ഉപകരണ ചാർജ്,Equipment charge
ഉപകരണ ക്ലോക്ക്,Equipment clock
"സജ്ജീകരണം
 അനുയോജ്യത","Equipment
 Compatibility"
ഉപകരണ പരാജയം,Equipment failure
ഉപകരണങ്ങൾ,Equipment side
തുലവിവരണം,Equivalence
"തുലവിവരണം
 ശസ്തകിയ","Equivalence
 Operation"
"തുല്യ ബൈനറി
 അക്ക ഘടകം","Equivalent binary
 Digit factor"
"തുല്യമായ നാല്
 വയർ സിസ്റ്റം","Equivalent four
 Wire system"
രക്വിവോക്കേഷൻ,Equivocation
"വസാമാക്കാനാവാത്ത
 പ്രോഗ്രാം ചെയ്യാവുന്ന
 വായിക്കാൻ മാത്രം
 സ്മരണം","Erasable
 Programmable
 Read only
 Memory"
മായ്ക്കാവുന്ന സംഭരണം,Erasable storage
തുടച്ചുമാറ്റുക,Erase
പ്രതീകം മായ്ക്കുക,Erase character
മധുരം മായ്ക്കുക,Erase head
എർലാംഗ്,Erlang
പിശക് വിശകലനം,Error analysis
പിശക് പരിശോധന,Error checking
"പിശക് ശരിയാക്കുന്നു
 കോഡ്","Error correcting
 Code"
തെറ്റ് തിരുത്തൽ,Error correction
പിശക് കണ്ടെത്തൽ,Error detection
പിശക് ഡയഗ്നോസ്റ്റിക്സ്,Error diagnostics
പിശക് വീണ്ടും ശ്രമിക്കുക,Error retry
പിശക് സിഗ്നൽ,Error signal
പിശക് സ്പാൻ,Error span
പിശക് ടേപ്പ്,Error tape
ഒഴിവാക്കുക പ്രതീകം,Escape character
രക്ഷപ്പെടുക,Escape code
"ഇ-സമയം (വധശിക്ഷ
 സമയം)","E-time (execution
 Time)"
യൂലെറിയൻ പാത,Eulerian path
ഇലൂറിന്റെ രീതി,Euler's method
പാരിറ്റി പരിശോധന പോലും,Even parity check
ഇവന്റ് ശൃംഖല,Event chain
ഇവന്റ് പൂർത്തിയാക്കൽ,Event completion
"ഇവന്റ് നിയന്ത്രണം
 ഉപരോധിക്കുക","Event control
 Block"
ഇവന്റ് പോസ്റ്റിംഗ്,Event posting
ഇവന്റ് ആരംഭിക്കുന്നു,Event start
ഇവന്റ് വേരിയബിൾ,Event variable
ശേഷി കവിയുക,Exceed capacity
"ഗേറ്റ് ഒഴികെ
 (= എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ
 ഗേറ്റ്)","Except gate
 (=Exclusive OR
 Gate)"
ഒഴിവാക്കല്,Exception
ഒഴിവാക്കൽ പിശക്,Exception error
ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ,Exception handling
ഒഴിവാക്കൽ സന്ദേശം,Exception message
"ഒഴിവാക്കല്
 റിപ്പോർട്ടുചെയ്യുക","Exception
 Reporting"
"പ്രവർത്തനം ഒഴികെ
 (= എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ
 പ്രവർത്തനം)","Except operation
 (= Exclusive OR
 Operation)"
"അധിക 64 ബൈനറി
 നൃത്തം","Excess 64 binary
 Notation"
അധിക അമ്പത്,Excess fifty
അധിക നൊട്ടേഷൻ,Excess notation
അധിക മൂന്ന് കോഡ്,Excess three code
"കൈമാറ്റം ചെയ്യാവുന്ന ഡിസ്ക്
 ശേഖരണം","Exchangeable disk
 Storage"
കൈമാറ്റം,Exchange area
"കൈമാറ്റം
 സൗകര്യം","Exchange area
 Facility"
എക്സ്ചേഞ്ച് ബഫറിംഗ്,Exchange buffering
എക്സ്ചേഞ്ച് ക്ലാസ്,Exchange class
"കൈമാറുക
 നിര്ദ്ദേശം","Exchange 
 Instruction"
മെമ്മറി എക്സ്ചേഞ്ച്,Exchange memory
എക്സ്ചേഞ്ച് സേവനം,Exchange service
തുറക്കുക,Exchange sort
കൈമാറ്റം,Exchange sorting
"എക്സ്ചേഞ്ച്-ടെസ്റ്റ്
 സ്ട്രിംഗ്","Exchange-test
 String"
ഒഴിവാക്കല്,Exclusion
ഒഴിവാക്കല്,Exclusion NOR
എക്സ്ക്ലൂസീവ്-അല്ലെങ്കിൽ,Exclusive-OR
"എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ
 മൂലകം","Exclusive OR
 Element"
എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ ഗേറ്റ്,Exclusive OR gate
പ്രത്യേക റഫറൻസ്,Exclusive reference
എക്സ്ക്ലൂസീവ് സെഗ്മെന്റ്,Exclusive segment
"നടപ്പിലാക്കാൻ
 കാരപരിപാടി","Executable
 Program"
"നടപ്പിലാക്കാൻ
 പ്രസ്താവന","Executable
 Statement"
കൊല്ലുക,Execute
കീ എക്സിക്യൂട്ട് ചെയ്യുക,Execute key
ഘട്ടം നടപ്പിലാക്കുക,Execute phase
പ്രസ്താവന നടപ്പിലാക്കുക,Execute statement
നടപ്പാക്കല്,Execution
വധശിക്ഷ,Execution cycle
"നിർവ്വഹണ പിശക്
 കണ്ടുപിടിക്കല്","Execution error
 Detection"
നിർവ്വഹണ പാത,Execution path
വധശിക്ഷ സമയം,Execution time
എക്സിക്യൂട്ടീവ് പ്രോഗ്രാം,Executive program
എക്സിക്യൂട്ടീവ് പതിവ്,Executive routine
"എക്സിക്യൂട്ടീവ്
 പരിശോധകന്","Executive
 Supervisor"
എക്സിക്യൂട്ടീവ് സിസ്റ്റം,Executive system
വിപുലീകരിച്ച ബാച്ച്,Expanded batch
വിദഗ്ദ്ധ സംവിധാനം,Expert system
"എക്സ്പോണൻഷ്യൽ
 വിതരണ","Exponential
 Distribution"
"എക്സ്പോണൻഷ്യൽ പരാജയം
 നിയമം","Exponential failure
 Law"
എക്സ്പോണന്റ് ഭാഗം,Exponent part
"വിപുലീകൃത കോർ
 ശേഖരണം","Extended core
 Storage"
"വിപുലീകൃത എൻട്രി
 തീരുമാന പട്ടിക","Extended entry
 Decision table"
"സമയം നീട്ടി
 സ്കെയിൽ","Extended time
 Scale"
"വിപുലീകരിക്കാവുന്ന
 ഭാഷ","Extensible
 Language"
വിപുലീകരിക്കാവുന്ന സംവിധാനം,Extensible system
മറുഫോണ്,Extension
"മറുഫോണ്
 കഥാപാതം","Extension
 Character"
വിപുലീകരണ മെമ്മറി,Extension memory
വിപുലീകരണ സ്റ്റേഷൻ,Extension station
ബാഹ്യ ലേബൽ,Exterior label
ബാഹ്യ ലേബൽ,External label
ബാഹ്യ കോൾ,External call
ബാഹ്യ കാലതാമസം,External delay
"ബാഹ്യ ഉപകരണം
 അഭിസംബോധന ചെയ്യുക","External device
 Address"
ബാഹ്യ പിശക്,External error
ബാഹ്യ പ്രവർത്തനം,External function
"ബാഹ്യ തടസ്സം
 തടയുക","External interrupt
 Inhibit"
"പുറമേയുള്ള
 തടസ്സം","External
 Interruption"
"ബാഹ്യ തടസ്സം
 നില വാക്ക്","External interrupt
 Status word"
ബാഹ്യരേഖ,External line
"ബാഹഘകം
 നിർദ്ദിഷ്ട സൂചിക","Externally
 Specified index"
"ബാഹ്യമായി സംഭരിച്ചിരിക്കുന്നു
 കാരപരിപാടി","Externally stored
 Program"
ബാഹ്യ മെമ്മറി,External memory
ബാഹ്യ ലയനം,External merge
ബാഹ്യ മോഡൽ,External model
ബാഹ്യ മോഡം,External modem
ബാഹ്യ പേര്,External name
ബാഹ്യ നമ്പർ,External number
ബാഹ്യ നമ്പറിംഗ് പ്ലാൻ,External numbering plan
"ബാഹ്യ നമ്പർ
 ആവര്ത്തനം","External number
 Repetition"
"ബാഹ്യ പേജ്
 അഭിസംബോധന ചെയ്യുക","External-page
 Address"
ബാഹ്യ നടപടിക്രമം,External procedure
"ബാഹ്യ പ്രോഗ്രാം
 പാരാമീറ്റർ","External program
 Parameter"
ബാഹ്യ റഫറൻസ്,External reference
ബാഹ്യ സ്കീമ,External schema
ബാഹ്യ തരം,External sort
ബാഹ്യ തരംതിരിക്കൽ,External sorting
ബാഹ്യ പ്രസ്താവന,External statement
ബാഹ്യ സംഭരണം,External storage
ബാഹ്യ ചിഹ്നം,External symbol
"ബാഹ്യ ചിഹ്നം
 നിഘണ്ടു","External symbol
 Dictionary"
"ബാഹ്യ യൂണിറ്റ്
 തിരിച്ചറിയല്","External-unit
 Identifier"
എക്സ്ട്രാക്ട് ചെയ്യുക,Extract
നിർദ്ദേശം എക്സ്ട്രാക്റ്റുചെയ്യുക,Extract instruction
വേർതിരിച്ചെടുക്കൽ,Extraction
എക്സ്ട്രാക്ടർ,Extractor
പുറമെയുള്ള മഷി,Extraneous ink
തീവ്ര ദിനചര്യ,Extremity routine
"മുഖാമുഖം
 പ്രിന്റർ","Face-character
 Printer"
"സൌകര്യങ്ങൾ
 നിര്വഹണം","Facilities
 Management"
ഫെസിലിറ്റി റിപ്പോർട്ട്,Facility report
ഫെസിലിറ്റി വർക്ക് ഓർഡർ,Facility work order
ഫേസിമൈലി,Facsimile
സെക്സിമയ കൺവെർട്ടർ,Facsimile converter
"Festsile i / o
 ഉപായം","Facsimile I/O
 Device"
ഫെയ്സ്സിമൈൽ റിസീവർ,Facsimile receiver
ഫെയ്സ്സിമൈൽ റെക്കോർഡർ,Facsimile recorder
"ഫെയ്സ്സിമൈൽ സിഗ്നൽ
 സമനില","Facsimile signal
 Level"
ഫെയ്സ്സിമൈൽ സിസ്റ്റം,Facsimile system
"ഫേസിമൈലി
 ടെലിഗ്രാഫി","Facsimile
 Telegraphy"
"ഫേസിമൈലി
 സംരംഭ","Facsimile
 Transmitter"
വാസ്തവം പരസ്പര ബന്ധം,Fact correlation
ഫാക്ടർ വിശകലനം,Factor analysis
ഘടകം ആകെ,Factor total
പരാജയം,Fail safe
"മൃദുവായ (പരാജയം)
 സുരക്ഷിതം)","Fail soft (= fail
 Safe)"
പരാജയം വിശകലനം,Failure analysis
പരാജയം ലോഗിംഗ്,Failure logging
പരാജയതോത്,Failure rate
പരാജയപ്പെടൽ വീണ്ടെടുക്കൽ,Failure recovery
പരാജയം പരിശോധന,Failure testing
പിന്നോക്കം പോകുക,Fall back
തെറ്റായ ആഡ്,False add
തെറ്റായ കോഡ്,False code
"തെറ്റായ ഡ്രോപ്പ് (= തെറ്റ്
 വീണ്ടെടുക്കല്)","False drop (= false
 Retrieval)"
തെറ്റായ പിശക്,False error
ഫാൻ -ഫ്റ്റ് പേപ്പർ,Fan-fold paper
ആരാധകൻ,Fan-in
ഫാൻ .ട്ട്,Fan out
വേഗത്തിലുള്ള ആക്സസ് സംഭരണം,Fast access storage
വേഗത്തിൽ തിരക്കിലാണ്,Fast busy
"വേഗതയുള്ള നാലിൻ
 രക്ഷിക്കുക","Fast Fourier
 Transform"
വേഗത്തിൽ തിരഞ്ഞെടുക്കുക,Fast select
വേഗത്തിലുള്ള സമയ സ്കെയിൽ,Fast time scale
