Assamese,Odiya
বায়&#39;টাৰ লেন্স,ବାୟୋଟାର୍ ଲେନ୍ସ |
"বায়&#39;টেলিমেট্ৰি, জৈৱিক দূৰসংযোগ","ବାୟୋଟେଲମେଟ୍ରି, ଜ Bi ବିକ ଟେଲି ଯୋଗାଯୋଗ |"
দ্বিফেজিক কাৰেণ্ট,ଦ୍ୱିପାକ୍ଷିକ କରେଣ୍ଟ |
বাইপ্লেন,ଦ୍ୱିପାକ୍ଷିକ
ডাবল প্লেক,ଡବଲ୍ ପ୍ଲେକ୍ |
ডাইপোল,ଡିପୋଲ୍ |
বাইপোলাৰ এম্প্লিফায়াৰ,ଦ୍ୱିପାକ୍ଷିକ ଏମ୍ପ୍ଲିଫାୟର୍ |
বাইপোলাৰ বৰ্তনী,ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |
ডাইপোল বিকৃতি,ଡିପୋଲ୍ ବିକୃତି |
ডাইপোল চুম্বকীয় ক্ষেত্ৰ,ଡିପୋଲ ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର |
বাইপোলাৰ ট্ৰেঞ্জিষ্টৰ,ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |
ডাইপোল,ଡିପୋଲ୍
"বাইপোলাৰ মেচিন, বাইপোলাৰ মেচিন","ଦ୍ୱିପାକ୍ଷିକ ଯନ୍ତ୍ର, ଦ୍ୱିପାକ୍ଷିକ ଯନ୍ତ୍ର |"
ডাইপোল কেথ&#39;ড,ଡିପୋଲ୍ କ୍ୟାଥୋଡ୍ |
"বাইপ্ৰিজম, বাইপ্ৰিজম",ଦ୍ୱିପାକ୍ଷିକ
বাইপ্ৰপেলেন্ট,ଦ୍ୱିପାକ୍ଷିକ
"বাইকোৱাৰ্টছ, বাইকোৱাৰ্ট","biquartz, biquartz"
কোজিকা,କୋଜିକା
চৰাইৰ হাড় বিন্ধা,ପକ୍ଷୀ ଅସ୍ଥି ବିଦ୍ଧ କରିବା |
ব্ৰীজ ৰেক্টিফায়াৰ,ବ୍ରିଜ୍ ରେକ୍ଟିଫାୟର୍ |
দলং লাইন,ବ୍ରିଜ୍ ଲାଇନ
বাৰ্ডছ আই মাল্টিপ্লেট ফ্ৰীজ,ପକ୍ଷୀ ଆଖି ମଲ୍ଟିପ୍ଲେଟ୍ ରେଫ୍ରିଜରେଟର |
ডাবল ৰিফ্ৰেকচন,ଦୁଇଥର ପ୍ରତିଫଳନ |
ডাবল ৰিফ্ৰেক্টৰী প্লেক,birefringent ଫଳକ |
ভিউফাইণ্ডাৰ পৰিষ্কাৰ কৰক,କ୍ଲିନ୍ ଭ୍ୟୁଫାଇଣ୍ଡର୍ |
দ্বিপৰ্যায়ৰ আখৰ,ଦ୍ୱିପାକ୍ଷିକ ଚରିତ୍ର |
দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ,ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |
বাইফেজ চুইচিং চাৰ্কিট,ବିଫେଜ୍ ସୁଇଚ୍ ସର୍କିଟ୍ |
দুটা পৰ্যায়ৰ একক,ଦୁଇ ପର୍ଯ୍ୟାୟ ଏକକ |
দ্বিমুখী ৰাডাৰ,ଦ୍ୱି-ଦିଗୀୟ ରାଡାର |
"ড্ৱায়াংক* (বাইনাৰী সংখ্যা), অনি, বাৰ্মিজ, টুক","ଡୱେଙ୍କ୍ * (ବାଇନାରୀ ସଂଖ୍ୟା), ଅନି, ବର୍ମା, ନିଆଯାଇଛି |"
"কৃষ্ণ, কৃষ্ণ, কৃষ্ণাংগ জাতি","କଳା, କୃଷ୍ଣ, କଳା ଜାତି"
বগা পিঠি কৃষ্ণ,ଧଳା ପଛ କୃଷ୍ଣ
ক&#39;লা শৰীৰ,କଳା ଶରୀର
কৃষ্ণক কোটৰ,କୃଷ୍ଣକ କୋଟୋର |
ক&#39;লা শৰীৰৰ বিকিৰণ,କଳା ଶରୀରର ବିକିରଣ |
ক&#39;লা শৰীৰৰ উষ্ণতা,କଳା ଶରୀରର ତାପମାତ୍ରା |
ক&#39;লা বাকচ,କଳା ବାକ୍ସ
"ব্লেকবাল্ব থাৰ্মোমিটাৰ, ব্লেক বাল্ব থাৰ্মোমিটাৰ","ବ୍ଲାକ୍ବୁଲ୍ ଥର୍ମୋମିଟର, ବ୍ଲାକ୍ ବଲ୍ବ ଥର୍ମୋମିଟର |"
কৃষ্ণ সংকোচন,କୃଷ୍ଣ ସଙ୍କୋଚନ |
"ডাৰ্ক হোল, কৃষ্ণগহ্বৰ","ଅନ୍ଧାର ଗର୍ତ୍ତ, କଳା ଗର୍ତ୍ତ |"
চকুত পটি মেকানিক্স,ଦୃଷ୍ଟିହୀନ ମେକାନିକ୍ସ |
অদৃশ্য পোহৰ,ଅଦୃଶ୍ୟ ଆଲୋକ |
ক&#39;লা ঋণ,କଳା loan ଣ
কৃষ্ণ নিউক্লিয়াছ,କୃଷ୍ଣ ନ୍ୟୁକ୍ଲିୟସ୍ |
"তিমিৰায়ন, ৰেডিঅ’ তিমিৰায়ন","ତିମିରାୟାନ୍, ରେଡିଓ ତିମିରାୟାନ୍ |"
টিমিৰিয়ান ইফেক্ট,ସମୟର ପ୍ରଭାବ
টিমিৰিয়ন স্তৰ,ଟାଇମିରିଅନ୍ ସ୍ତର |
ইজেকচন পালছ,ଇଜେକସନ ପଲ୍ସ |
end bias,ଶେଷ ପକ୍ଷପାତ |
কৃষ্ণ ধন,କୃଷ୍ଣ ଧନ
ক&#39;লা বিকিৰণ,କଳା ବିକିରଣ |
কৃষ্ণ সংকেত,କୃଷ୍ଣ ସଙ୍କେତ
হস্তক্ষেপ বিপৰীত,ଓଲଟା ବାଧା
"কৃষ্ণ চাবিকাৰ, কৃষ্ণ চাবিকাৰ","କଳା ଛଭିକର, କୃଷ୍ଣ ଚାଭିକର |"
কৃষ্ণ বগা চিনেমা,କୃଷ୍ଣ ଧଳା ଚଳଚ୍ଚିତ୍ର |
ব্লেকবাৰ্নৰ পেণ্ডুলাম,ବ୍ଲାକ୍ବର୍ନର ପେଣ୍ଡୁଲମ୍ |
ডাৰ্ক ৰিচিভাৰ,ଗା dark ରସିଭର୍ |
নন ব্লেক সংকেত,ଅଣ କଳା ସଙ୍କେତ |
নন ব্লেক জ&#39;ন,ଅଣ କଳା ଜୋନ୍ |
ফেন আকৃতিৰ এন্টেনা,ପ୍ରଶଂସକ ଆକୃତିର ଆଣ୍ଟେନା |
ভেন গতি অনুপাত,ଭେନ ସ୍ପିଡ୍ ଅନୁପାତ |
"খালী, অসম্পূৰ্ণ, খালী","ଖାଲି, ଅସମ୍ପୂର୍ଣ୍ଣ, ଖାଲି |"
খালী ঠিকনা,ଖାଲି ଠିକଣା
খালী ঠাই,ଖାଲି କ୍ଷେତ୍ର |
খালী স্তম্ভ চিনাক্তকৰণ,ଖାଲି ସ୍ତମ୍ଭ ଚିହ୍ନିବା |
চৰম হতাশা,ଅତ୍ୟଧିକ ଉଦାସୀନତା |
"খালী পৰীক্ষা, খালী পৰীক্ষা","ଖାଲି ପରୀକ୍ଷଣ, ଖାଲି ପରୀକ୍ଷଣ |"
খালী পদ,ଖାଲି
blank test খালী পৰীক্ষা,ଖାଲି ପରୀକ୍ଷା ଖାଲି ପରୀକ୍ଷା |
কভাৰ ভৰোৱা,କଭର୍ ଫିଲ୍
আৱৰণ,ଆବରଣ |
কেছকেডিং ইফেক্ট,କ୍ୟାସକେଡିଂ ପ୍ରଭାବ |
"খালী স্লট, অমডুলেটেড স্লট","ଖାଲି ସ୍ଲଟ୍, ଅଣମୋଡ୍ୟୁଟେଡ୍ ସ୍ଲଟ୍ |"
বাতিল কৰা,ବାତିଲ
এলিমিনেচন লেভেল,ବିଲୋପ ସ୍ତର
বাদ দিয়া চিহ্নিতকাৰী,ଛାଡ ମାର୍କର
ইজেকচন পালছ,ଇଜେକସନ ପଲ୍ସ |
"বিস্ফোৰণ, ধুমুহা, বিস্ফোৰণ, বিস্ফোৰণ (ৰোগ)","ବିସ୍ଫୋରଣ, ଗୁଷ୍ଟ, ବିସ୍ଫୋରଣ, ବିସ୍ଫୋରଣ (ରୋଗ)"
বিস্ফোৰণ তৰংগ,ବିସ୍ଫୋରଣ ତରଙ୍ଗ
blatner ফোন,ବ୍ଲାଟର୍ ଫୋନ୍ |
"এম্প্লিফাইং প্লেন, এক্সিলেটৰ (সম্পা.), এম্প্লিফাইং (v.)","ବିମାନ ବୃଦ୍ଧି, ତ୍ୱରାନ୍ୱିତକାରୀ (ଏଡି।), ବୃଦ୍ଧି (v।)"
"নিঃসৰণকাৰী, ৰক্তক্ষৰণকাৰী, নিঃসৰণকাৰী","ଗୁପ୍ତ, ରକ୍ତଦାନକାରୀ, ଗୁପ୍ତଚର |"
নিঃসৰণকাৰী প্ৰবাহ,ଗୁପ୍ତ ସ୍ରୋତ
নিঃসৰণ প্ৰতিৰোধ ক্ষমতা,ଗୁପ୍ତ ପ୍ରତିରୋଧ
নিঃসৰণ প্ৰতিৰোধক,ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |
"ব্লিডাৰ-টাৰ্বাইন, নিঃসৰণকাৰী টাৰ্বাইন","ବ୍ଲେଡର୍-ଟର୍ବାଇନ୍, ଗୁପ୍ତ ଟର୍ବାଇନ୍ |"
নিঃসৰণকাৰী বগা,ଗୁପ୍ତ ଧଳା
কলাছ,କାଲାଶ |
শব্দ নিবাৰণ কেমেৰা,ସାଉଣ୍ଡ ପ୍ରୁଫ୍ କ୍ୟାମେରା |
"ছদ্মবেশত, অন্ধ","ଛଦ୍ମବେଶୀ, ଅନ୍ଧ"
অন্ধ সঁজুলি ৰশ্মি ব্যৱস্থা,ଅନ୍ଧ ସାଧନ ବିମ୍ ଯନ୍ତ୍ରକ .ଶଳ |
অন্ধ অংশ,ଅନ୍ଧ ଅଞ୍ଚଳ |
অন্ধ বোমা বিস্ফোৰণ ব্যৱস্থা,ଅନ୍ଧ ବିସ୍ଫୋରଣ ବ୍ୟବସ୍ଥା |
অন্ধ বিমান পৰিবহণ,ଅନ୍ଧ ବିମାନ
ব্লাইণ্ডিং,ଅନ୍ଧ
অন্ধ নেভিগেচন,ଅନ୍ଧ ନାଭିଗେସନ୍ |
অন্ধ বেগ,ଅନ୍ଧ ବେଗ
"কনফ’কেল মাইক্ৰস্কোপ, ব্লিংক মাইক্ৰস্কোপ","କନଫୋକାଲ୍ ମାଇକ୍ରୋସ୍କୋପ୍, ink ଲକ ମାଇକ୍ରୋସ୍କୋପ୍ |"
টিপটিপিয়া পোহৰ,ଜଳୁଥିବା ଆଲୋକ
shimmer,ଶିମର୍
blip,ବ୍ଲିପ୍
ব্লিজাৰ্ড টপ,ଘୂର୍ଣ୍ଣିବଳୟ
ক্লাষ্টাৰ গণনা,କ୍ଲଷ୍ଟର ଗଣନା
ব্লক বেণ্ড,ବ୍ଲକ ବ୍ୟାଣ୍ଡ
ব্লচ সমীকৰণ,ବ୍ଲଚ୍ ସମୀକରଣ |
ব্লক ফাংচন,ବ୍ଲକ୍ ଫଙ୍କସନ୍
ব্লকৰ উপপাদ্য,ବ୍ଲୋଚ୍ ର ଥିଓରେମ୍ |
ব্লক মিউৰেল,ମୂରାଲକୁ ଅବରୋଧ କରନ୍ତୁ |
ব্লক ৱালৰ গতি,କାନ୍ଥ ଗତି ଅବରୋଧ କରନ୍ତୁ |
সমুদায়,ସମ୍ପ୍ରଦାୟ
কমিউনিটি এন্টেনা,ସମ୍ପ୍ରଦାୟ ଆଣ୍ଟେନା |
ব্লক ক&#39;ড,ବ୍ଲକ କୋଡ୍
ব্লক কেপাচিটৰ,ବ୍ଲକ୍ କ୍ୟାପେସିଟର୍ |
ব্লক ডায়াগ্ৰাম,ବ୍ଲକ ଚିତ୍ର
বিভাজন,ବିଭାଗ
ব্লক কৰা ইম্পিডেন্স,ପ୍ରତିବନ୍ଧକକୁ ଅବରୋଧ କରିବା |
ব্লক কৰা গ্ৰীড কী কৰা,ଅବରୋଧିତ ଗ୍ରୀଡ୍ କିଙ୍ଗ୍ |
"ব্লক, ব্লক, ব্লক","ବ୍ଲକ, ବ୍ଲକ, ବ୍ଲକ"
ব্লক কৰা কাৰ্য্য,କାର୍ଯ୍ୟକୁ ଅବରୋଧ କରିବା |
ৰেজিষ্টৰ কেপাচিটৰ,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
ৰেজিষ্টৰ কেপাচিটৰ,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
বাধাৰ স্তৰ,ପ୍ରତିବନ୍ଧକ ସ୍ତର |
বাধা স্তৰ কোষ,ପ୍ରତିବନ୍ଧକ ସ୍ତର କକ୍ଷ |
ব্লক কৰা দোলক,ପ୍ରତିରୋଧକ ଓସିଲେଟର |
ব্লক সময়,ସମୟ ଅବରୋଧ କରନ୍ତୁ |
পেৰাফিন ব্লক কৰা বিন্দু,ପାରାଫିନ୍ ବ୍ଲକିଂ ପଏଣ୍ଟ |
ইন্টাৰচেপ্ট অনুপাত,ବାଧା ଅନୁପାତ
"ভল্টেজ ৰেটিং অনুৰোধ কৰক, অনুমোদিত শীৰ্ষ ওলোটা ভল্টেজ","ଭୋଲଟେଜ୍ ମୂଲ୍ୟାୟନ, ଅନୁମତିପ୍ରାପ୍ତ ଶିଖର ଓଲଟା ଭୋଲଟେଜ୍ ଅନୁରୋଧ |"
bloop,ଫୁଲ
ব্লুপ দোষ,ବ୍ଲପ୍ ଦୋଷ |
"blow, blow, আঘাত কৰা","blow ଟକା, blow ଟକା"
বিস্ফোৰণ পৃথকীকৰণ,ବିସ୍ଫୋରଣ ବିଚ୍ଛିନ୍ନତା |
ডুব যোৱা,ସବସିଡେନ୍ସ
ডুব যোৱা ভালভ,ସବସିଡେନ୍ ଭଲଭ୍ |
ডুব যোৱা বতাহৰ সুৰংগ,ସବସିଡେନ୍ ପବନ ଟନେଲ୍ |
নিৰাপত্তা বৰ্ড,ସୁରକ୍ଷା ବୋର୍ଡ
শান্তকাৰী চুম্বক,sedative ଚୁମ୍ବକ
ফিউজ ব্ল&#39; সূচক,ଫ୍ୟୁଜ୍ blow ଟକା ସୂଚକ |
নীলা ৰঙৰ ফোন লাইন,ନୀଳ ଫୋନ୍ ଲାଇନ୍ |
নীলা প্ৰিন্ট,ନୀଳ ପ୍ରିଣ୍ଟ୍ |
বাল্ক ভৰ,ବହୁଳ ଜନତା |
অস্পষ্টতা বৃত্ত,ଅସ୍ପଷ୍ଟତା ବୃତ୍ତ |
অস্পষ্ট ছবি,ଅସ୍ପଷ୍ଟ ପ୍ରତିଛବି |
slurred বাক্য,ଅସ୍ପଷ୍ଟ ବକ୍ତବ୍ୟ |
অস্পষ্টতা,ଅସ୍ପଷ୍ଟତା |
তৰংগ,ଅସ୍ପଷ୍ଟ
Aroonion ৰেজিষ্টেন্স নিৰ্ণয়,ଆରୋନିଅନ୍ ପ୍ରତିରୋଧ ନିର୍ଣ୍ଣୟ |
"বোৰ্ড, বোৰ্ড","ବୋର୍ଡ, ବୋର୍ଡ"
বেল্ট ডিভাইচ,ବେଲ୍ଟ ଉପକରଣ |
ব&#39;ৰ্ড অৱ ট্ৰেড ইউনিট,ବାଣିଜ୍ୟ ୟୁନିଟ୍ ବୋର୍ଡ |
ইয়ট বিষুৱীয়,ୟାଟ୍ ସମୀକରଣ
"ঘূৰণীয়া, গোলক, লকেট","ଗୋଲାକାର, ଗୋଲାକାର, ପେଣ୍ଡାଲ୍ |"
ডোলান,ଡୋଲାନ୍
"দেহ, বস্তু, দেহ","ଶରୀର, ବସ୍ତୁ, ଶରୀର"
পিন্দাক্ষ,pindaksha
শৰীৰৰ চকু,ଶରୀର ଆଖି
শৰীৰৰ আয়তন,ଶରୀର ପରିମାଣ
শাৰীৰিক ক্ষমতা,ଶାରୀରିକ କ୍ଷମତା |
কেন্দ্ৰীভূত,କେନ୍ଦ୍ରିତ |
"কেন্দ্ৰীয় ঘনক গঠন, আন্তঃকেন্দ্ৰীয় ঘনক গঠন","କନ୍ସେଣ୍ଟ୍ରିକ୍ କ୍ୟୁବ୍ ଗଠନ, ଇଣ୍ଟ୍ରାସେଣ୍ଟର୍ କ୍ୟୁବ୍ ଗଠନ |"
"শৰীৰ-কেন্দ্ৰীয়, শৰীৰ-ঘূৰ্ণন-কেন্দ্ৰীয়","ଶରୀର-ସେଣ୍ଟ୍ରୋଡ୍, ଶରୀର-ଘୂର୍ଣ୍ଣନ-ସେଣ୍ଟ୍ରଏଡ୍ |"
"শৰীৰৰ ৰং, শৰীৰৰ ৰং","ଶରୀର ରଙ୍ଗ, ଶରୀର ରଙ୍ଗ |"
"শৰীৰ-তিৰ্যক, ইন-তিৰ্যক","ଶରୀର-ଡାଇଗୋନାଲ୍, ଇନ୍-ଡାଇଗୋନାଲ୍ |"
ভৰ অক্ষ,ମାସ ଅକ୍ଷ
ভৰ বল,ଜନ ଶକ୍ତି |
শৰীৰৰ বলৰ ভেক্টৰ,ବଡି ଫୋର୍ସ ଭେକ୍ଟର୍ |
"শৰীৰ-কেন্দ্ৰীয়, শৰীৰৰ ঘূৰণ, কেন্দ্ৰ-পথ","ଶରୀର-ସେଣ୍ଟ୍ରଏଡ୍, ଶରୀର ଘୂର୍ଣ୍ଣନ, କେନ୍ଦ୍ର-ପଥ |"
মাউন্ট কৰা জাইৰস্কোপ,ଗାଇରୋସ୍କୋପ୍ ସ୍ଥାପିତ |
মৌপা দেহ,ମ up ପା ଶରୀର |
কি ঢৌ,କେଉଁ ତରଙ୍ଗ
"বগী, অজ্ঞাত ডিটেক্টৰ (ৰাডাৰ)","ବଗି, ଅଜ୍ଞାତ ଡିଟେକ୍ଟର (ରାଡାର)"
ব&#39;ৰ ইফেক্ট,ପ୍ରଭାବ
ব&#39;ৰ কম্পাঙ্ক নিষেধাজ্ঞা,ବାରମ୍ବାର ପ୍ରତିବନ୍ଧକ ବହନ କରେ |
ব&#39;ৰ চুম্বকীয়,ଚୁମ୍ବକୀୟ
বোৰ ব্যাসাৰ্ধ,ରେଡିଓ
ব&#39;ৰ তত্ত্ব,ବୋହରଙ୍କ ନୀତି |
bore wheeler নীতি,ବୋର୍ ଚକିଆ ନୀତି |
বহৰ-ছমাৰফেল্ড পৰমাণু,ବୋର-ସୋମର୍ଫେଲ୍ଡ ପରମାଣୁ |
ব&#39;ৰ মূল কোৱাণ্টাম পইণ্ট,ମୂଖ୍ୟ କ୍ୱାଣ୍ଟମ୍ ପଏଣ୍ଟଗୁଡିକ |
"বয়লাৰ, বয়লাৰ","ବଏଲର, ବଏଲର"
কুৱেঞ্চাৰ দক্ষতা,quencher ଦକ୍ଷତା |
মৃৎশিল্প,କୁମ୍ଭାର
"উতলা, উতলা","ଫୁଟିବା, ଫୁଟିବା |"
উতলাংক,ଫୁଟିବା ବିନ୍ଦୁ |
উতলাংকৰ যন্ত্ৰ,ଫୁଟିବା ପଏଣ୍ଟ ଉପକରଣ |
উতলাংক উচ্চতা,ଫୁଟିବା ବିନ୍ଦୁ ଉଚ୍ଚତା |
উতলা পানীৰ ৰিয়েক্টৰ,ଫୁଟୁଥିବା ପାଣି ରିଆକ୍ଟର |
"বলোমিটাৰ, বলোমিটাৰ","ବୋଲୋମିଟର, ବୋଲୋମିଟର |"
গেলভানোমিটাৰ,ଗାଲଭାନୋମିଟର
বোল্টছমেনৰ সূত্ৰ,ବୋଲ୍ଟମ୍ୟାନ୍ ଫର୍ମୁଲା |
বল্টছমেনৰ উপপাদ্য,ବୋଲ୍ଟସମ୍ୟାନ୍ଙ୍କ ତତ୍ତ୍। |
বোল্টছমেন ভ্লাছভ সমীকৰণ,ବୋଲ୍ଟସମାନ ଭ୍ଲାସୋଭ ସମୀକରଣ |
বল্টছমেন-কেন্দ্ৰীকৰণ নিয়ম,ବୋଲ୍ଟସମ୍ୟାନ୍-ଏକାଗ୍ରତା ନିୟମ |
বোল্টমেন সমীকৰণ,ବୋଲ୍ଟମ୍ୟାନ୍ ସମୀକରଣ |
boltsmann বহুগুণক,ବୋଲ୍ଟସମ୍ୟାନ୍ ଗୁଣକ
বোল্টছমেনৰ পৰিসংখ্যা,ବୋଲ୍ଟସମାନ୍ ପରିସଂଖ୍ୟାନ |
বোল্টছমেনৰ প্ৰৱেশ সমীকৰণ,ବୋଲ୍ଟସମ୍ୟାନ୍ ଆକ୍ସେସ୍ ସମୀକରଣ |
বল্টছমেন-ষ্টিফেন সমীকৰণ,ବୋଲ୍ଟସମ୍ୟାନ୍-ଷ୍ଟିଫେନ୍ ସମୀକରଣ |
বোল্টছমেন ধ্ৰুৱক,ବୋଲ୍ଟସମାନ୍ ସ୍ଥିର |
বল্টছমেন এণ্ট্ৰপি অনুমান,ବୋଲ୍ଟସମ୍ୟାନ୍ ଏଣ୍ଟ୍ରପି ହାଇପୋଟେସିସ୍ |
"বোমা কেলৰিমিটাৰ, বোমা কেলৰিমিটাৰ","ବୋମା କ୍ୟାଲୋରିମିଟର, ବୋମା କ୍ୟାଲୋରିମିଟର |"
বোমাৰু ইলেক্ট্ৰন,ବିସ୍ଫୋରଣକାରୀ ଇଲେକ୍ଟ୍ରନ୍ |
"আঘাতজনিত শক্তি, বোমাবৰ্ষণ শক্তি","ଆଘାତଜନିତ ଶକ୍ତି, ବୋମା ବିସ୍ଫୋରଣ ଶକ୍ତି |"
বোমাবৰ্ষণ তত্ত্ব,ବୋମା ବିସ୍ଫୋରଣ ସିଦ୍ଧାନ୍ତ |
বোমাৰু বিমান,ବିସ୍ଫୋରଣକାରୀ ବିମାନ |
বন্ধকী কোণ,ବନ୍ଧକ କୋଣ
বন্ধন সংকৰকৰণ,ବଣ୍ଡ ହାଇବ୍ରିଡାଇଜେସନ୍ |
বণ্ড নম্বৰ,ବଣ୍ଡ ନମ୍ବର
"বণ্ড অৰ্ডাৰ, বণ্ড অৰ্ডাৰ","ବଣ୍ଡ ଅର୍ଡର, ବଣ୍ଡ କ୍ରମ |"
বন্ধন ছিঙি যোৱা,ବନ୍ଧନ ଛିଣ୍ଡିବା |
বণ্ডিং,ବନ୍ଧନ
বণ্ডেড ষ্টীল,ବନ୍ଧିତ ଇସ୍ପାତ |
বণ্ডিং,ବନ୍ଧନ
বণ্ডিং বিভৱ,ବନ୍ଧନ ସମ୍ଭାବନା |
"বণ্ডিং ইলেক্ট্ৰন, বণ্ডিং ইলেক্ট্ৰন","ବଣ୍ଡିଂ ଇଲେକ୍ଟ୍ରନ୍, ବଣ୍ଡିଂ ଇଲେକ୍ଟ୍ରନ୍ |"
বন্ধনযুক্ত ইলেক্ট্ৰন যোৰ,ବନ୍ଧିତ ଇଲେକ୍ଟ୍ରନ୍ ଯୋଡି |
বন্ধন শক্তি,ବନ୍ଧ ଶକ୍ତି
বন্ধকীৰ সম্পত্তি,ବନ୍ଧକ ସମ୍ପତ୍ତି
বন্ধন শক্তি,ବନ୍ଧନ ଶକ୍ତି |
হাড় ভাঙি যোৱা,ଅସ୍ଥି ଭଙ୍ଗା |
অষ্টিঅ&#39;ব্লাষ্টিক,ଅଷ୍ଟିଓବ୍ଲାଷ୍ଟିକ୍ |
অষ্টিঅ&#39;ব্লাষ্টিক উপাদান,ଅଷ୍ଟିଓବ୍ଲାଷ୍ଟିକ୍ ଉପାଦାନ |
হাড় সহনশীলতা,ଅସ୍ଥି ସହନଶୀଳତା |
বুলিয়ান বীজগণিত*,ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା *
বুম মাইক্ৰ&#39;ফ&#39;ইল,ବୁମ୍ ମାଇକ୍ରୋଫାଇଲ୍ |
"বুষ্ট, বুষ্ট","ବୃଦ୍ଧି, ବୃଦ୍ଧି"
এনহান্সাৰ,ଉନ୍ନତିକାରୀ
"এম্প্লিফিকেশন এম্প্লিফায়াৰ, বুষ্টাৰ এম্প্লিফায়াৰ","ଆମ୍ପ୍ଲାଇଫେସନ୍ ଏମ୍ପ୍ଲିଫାୟର୍, ବୁଷ୍ଟର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |"
এম্প্লিফাইং ডাইঅ&#39;ড,ବର୍ଦ୍ଧିତ ଡାୟୋଡ୍ |
ব্ৰডকাষ্টাৰ বৃদ্ধি কৰক,ବ୍ରଡକାଷ୍ଟର ବୃଦ୍ଧି କର |
"বুষ্টাৰ প্ৰদীপ, বুষ্টাৰ প্ৰদীপ","ବୁଷ୍ଟର୍ ପ୍ରଦୀପ, ବୁଷ୍ଟର୍ ପ୍ରଦୀପ |"
"বুষ্টাৰ পাম্প, এডিটিভ পাম্প","ବୁଷ୍ଟର୍ ପମ୍ପ, ଯୋଗୀ ପମ୍ପ |"
বুষ্টাৰ ৰকেট,ବୁଷ୍ଟର୍ ରକେଟ୍ |
বুষ্টাৰ বাহন,ବୁଷ୍ଟର୍ ଗାଡି |
বৃদ্ধি কৰা,ବୃଦ୍ଧି
"ঢাল, বুট","ield ାଲ, ବୁଟ |"
বুটষ্ট্ৰেপিং,ବୁଟଷ୍ଟାପ୍
বুটষ্ট্ৰেপ বৰ্তনী,ବୁଟ୍ ଷ୍ଟ୍ରାପ୍ ସର୍କିଟ୍ |
বুটষ্ট্ৰেপ প্ৰযুক্তি,ବୁଟ୍ ଷ୍ଟ୍ରାପ୍ ଟେକ୍ନୋଲୋଜି |
বৰাজোন,ବୋରାଜୋନ |
"বোৰ, ছিদ্ৰ, ভিতৰৰ ব্যাস, বোৰ, জোৱাৰ-ভাটাৰ বেৰ","ବୋର, ଛିଦ୍ର, ଭିତରର ବ୍ୟାସ, ବୋର, ଜୁଆର କାନ୍ଥ |"
অপটিকেল এলাইনমেন্ট,ଅପ୍ଟିକାଲ୍ ଆଲାଇନମେଣ୍ଟ୍
অপটিকেল এলাইনমেণ্ট স্তম্ভ,ଅପ୍ଟିକାଲ୍ ଆଲାଇନମେଣ୍ଟ୍ ସ୍ତମ୍ଭ
বোৰ্ণ আনুমানিককৰণ,ବୋର୍ନ ଆନୁମାନିକତା |
জন্ম হাবেৰ চক্ৰ,ଜନ୍ମ ହବର୍ ଚକ୍ର |
বাৰ্ন-মেয়াৰ তত্ত্ব,ବାର୍-ମେୟର ସିଦ୍ଧାନ୍ତ |
জন্ম অপেনহাইমাৰ আনুমানিক,ଓପେନହାଇମର ଆନୁମାନିକ ଜନ୍ମ |
জন্ম ফ&#39;ন কাৰ্মেন তত্ত্ব,ଜନ୍ମିତ ଫାଉନ୍ କାର୍ମାନ୍ ସିଦ୍ଧାନ୍ତ |
ব’ৰন কোষ,ବୋରନ୍ ସେଲ୍ |
bauermann প্ৰভাৱ,bauermann ପ୍ରଭାବ
বস আইনষ্টাইন ঘনীভূতকৰণ,ବୋଷ ଆଇନଷ୍ଟାଇନ କଣ୍ଡେନ୍ସେସନ |
বস-কণা,ବୋଷ-କଣିକା |
bose আইনষ্টাইন গেছ,ବସ୍ ଆଇନ୍ଷ୍ଟାଇନ୍ ଗ୍ୟାସ୍ |
বস-আইনষ্টাইন পৰিসংখ্যা,ବୋଷ-ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |
ব&#39;চন,ବୋସନ
উপপৃষ্ঠৰ ফুটাৰ অৱভেদ্য নিপিড,ସବସର୍ଫେସ୍ ଗର୍ତ୍ତ ଭିନ୍ନକ୍ଷମ ନିପିଡ୍ |
"তালিৱায়ু মিক্সাৰ, তালিৱাটক","ତାଲିଭାଇ ମିକ୍ସର୍, ତାଲିୱାଟକ୍ |"
পৃষ্ঠৰ তলত শুকুৱাই লোৱা,ଉପସାଗର ଶୁଖିବା |
সমতল অনুনাদ,ପ୍ଲାନାର୍ ରିଜୋନାନ୍ସ |
