Malayalam,English
പരീക്ഷയ് (ഫെർട്ടിലിറ്റി),exhaustion (fertility)
ചൂഷണം,exploitation
1. പര്യവേക്ഷണം 2. പര്യവേക്ഷണം,exploration
1. എക്സ്ട്രൂഷൻ 2. എമിഷൻ,extrusion
കണ്ണ്,eye (sugarcane/potato)
1. ഘടകം 2. ഘടകം 3. ഘടകം 4. റിസോഴ്സ്,factor
ഘടകം ഉത്പാദനക്ഷമത,factor productivity
വ്യാപാരിയുടെ കിഴിവ്,factorage
ഫാക്‌ടോറിയൽ ബ്ലോക്ക് ഡിസൈൻ,factorial block design
ബദൽ,facultative
1. പട്ടി 2. പലിഹാർ,fallow
മൊത്തത്തിലുള്ള,family
ഫീൽഡ് മൂല്യനിർണ്ണയം,farm appraisal
കാർഷിക ബജറ്റിംഗ്,farm budgeting
കാർഷിക ബിസിനസ്സ്,farm business
ഫീൽഡ് ആസൂത്രണം,farm planning
1. കർഷകൻ 2. കർഷകൻ,farmer
1. കൃഷി 2. കൃഷി,farming
കൂട്ടിയിടി,fasciation
ഒന്നിലധികം പ്രജനനം,fecundation
അഴുകൽ,fermentation
ഫെർട്ടിലിറ്റി,fertility
വളം,fertilizer
വളം ഉപയോഗം കാര്യക്ഷമത,fertilizer use efficiency
നാരുകളുള്ള,fibrous
1. ഫാം 2. ഏരിയ 3. സ്ഥലം,field
മണ്ണ് വെള്ളം പിടിക്കൽ,field capacity
ഫീൽഡ് പ്രദർശനം,field demonstration
1. ഇമ്മൊബിലൈസേഷൻ 2. ഫിക്സേഷൻ 3. ഫിക്സേഷൻ,fixation
1. വെള്ളപ്പൊക്കം 2. ഇംപ്രെഗ്നേഷൻ,flooding
ഒഴുക്ക് ഡയഗ്രം,flow diagram
ഭക്ഷണ മൂല്യം,food value
കാലിത്തീറ്റ,forage (fodder)
പ്രവചനം,forecasting
വനം,forest
വനവൽക്കരണം,forestation
1. ടാഡ്പാർൺ 2. ഫോം,frond
മഞ്ഞ് പ്രതിരോധം,frost resistant
1. പാലാ 2. ബ്ലൈറ്റ്,frost
1. മരവിച്ച 2. മരവിച്ച,frozen (fruit & vegetable)
പ്രവർത്തനം,fructification
1. ഫ്രൂട്ട് ഫാൾ 2. ഫ്രൂട്ട് ഫാൾ,fruit drop
ഫലമായിത്തീരുന്നു,fruit -set (fruit setting)
1. ഫ്യൂമിഗേഷൻ 2. ഫ്യൂമിഗേഷൻ,fumigation
കുമിൾനാശിനി,fungicide
ആന്റിഫംഗൽ,fungistatic
കുമിൾ,fungus
1. ഖുദ് 2. സീത,furow
1. ഫ്യൂഷൻ 2. ഫ്യൂഷൻ,fusion
പഞ്ഞി,fuzz
രോമമുള്ള,fuzzy
1. ട്രീ അൾസർ 2. പിടിക,gall (Hort)
1. ഗേമറ്റുകൾ 2. ഗെയിമറ്റുകൾ,gamete
1. പൂന്തോട്ടം 2. പൂന്തോട്ടം,garden
1. പൻസാൽ 2. ഹൈഡ്രോമീറ്റർ,gauge (water)
ജീൻ ശേഖരണം,gene bank
ജീൻ ടാഗൺ,gene tagging
വംശാവലി,geneology
ജീൻ മാപ്പ്,genetic map
ജനിതകശാസ്ത്രം,genetics
1. ജീനോം 2. സംഗീൻ,genome
സഞ്ജിനി ശേഖരം,genomic library
ജനിതകശാസ്ത്രം,genomics
ജനിതകരൂപം,genotype
1. ജീൻ ഘടന 2. ജീൻ തരം,genotype
വംശാവലി,genus
1. ജനുസ്സ് 2. വംശം,genus
1. ബീജം 2. ബീജം,germ
അണുനാശിനി,germicide
മുളപ്പിക്കൽ,germination
1. ജെർംപ്ലാസ്ം 2. ജെർംപ്ലാസം,germplasm
ഗിബ്ബെറലിക് ആസിഡ്,gibberellic acid
പെറുക്കുക,ginning
തുഷ്,glume
1. ഗ്ലൂറ്റൻ 2. ഗ്ലൂട്ടണി,glutinous
ഗ്ലൈക്കോളിസിസ്,glycolysis
കൊള്ളാം,gneiss
സുവർണ്ണ വിപ്ലവം,golden revolution
1. വർഗ്ഗീകരണം 2. വർഗ്ഗീകരണം 3. വർഗ്ഗീകരണം,grading
1. ഒട്ടിച്ച ചെടി 2. പെൻബ്രൽ ചെടി,grafted plant
പേന പൊരുത്തമില്ലാത്ത,graft-incompatible
ഗ്രാന,granna
ഗ്രാനുലേഷൻ,granulation
പച്ചിലവളം,green manure
ഹരിത വിപ്ലവം,green revolution
വളർച്ചയും വികസനവും,growth and development
1. മോണരോഗം,gummosis
ഭിന്നലിംഗക്കാരൻ,gynodioecious
1. പ്രകൃതി 2. പ്രകൃതി 3. രൂപഗുണ 4. ഭാവം,habit
1. ഓല 2. കർക്കപ്പട്ട് 3. കർക്ക,hail
റോമിൽ വാച്ച്,hairyvetch
സലൈൻ സിസ്റ്റ്,halophyte
ഹാരോ,harrow
1. വിളവെടുപ്പ് സൂചിക 2. വിളവെടുപ്പ് സൂചിക,harvest index
1. വിളവെടുപ്പ് 2. വിളവെടുത്ത വിള 3. പൂർത്തിയായ വിള 4. വിളവ്,harvest
1. പറിക്കൽ 2. വിളവെടുപ്പ് 3. പറിക്കൽ,harvesting
1. മുട്ടയിടൽ 2. മുട്ട ശക്തി,hatch
ഉണങ്ങിയ പുല്ല്,hay
ഉണങ്ങിയ തീറ്റ,haylage
ഗഞ്ചി,haystock
മൂടൽമഞ്ഞ്,haze
മൂടൽമഞ്ഞ്,hazy
1. ബാലി 2. സിത്ത 3. മുണ്ടക് 4. ടോപ്പ് 5. തല 6. സിറ,head (Agro)
തോടിന്റെ അവസാനം,head (of channel)
മുകളിൽ അരിവാൾകൊണ്ടു,heading back
വേലി,hedge
കസ്റ്റഡി,hedging
കുണ്ഡലിനി,helix
ഹെമറ്റൈറ്റ്,hematite
1. സസ്യം 2. സസ്യം,herb
1.ബൊട്ടാണിക്കൽ ശേഖരം 2.ബൊട്ടാണിക്കൽ മ്യൂസിയം,herbarium
കളനാശിനി,herbicide
പാരമ്പര്യം,heredity
പാരമ്പര്യം,heretability
ബൈസെക്ഷ്വൽ,hermaphrodite
ഹെറ്ററോക്രോമാറ്റിക്,heterochromatic
heterofertilization,heterofertilization
1. ഹൈബ്രിഡോസ് 2. ഹെറ്ററോസിസ്,heterosis
സെക്സ്ക്രോമസോമുകൾ,heterosome
വളർത്തി,heterotroph
ഹെക്സാഡെസിമൽ,hexaploid
തണുത്ത സുഷുപ്തി,hibernate
ഉയർന്ന സാന്ദ്രത നടീൽ,high density planting
1. പിൻഡ്ലക്ക് 2. കുന്ന് (നെല്ല്),hill (rice)
ഹിസ്റ്റോഗ്രാം,histogram
ഹൈടെക് ഹോർട്ടികൾച്ചർ,hitech horticulture
1.തൈര് 2. കൂട്,hive
1. കളനിയന്ത്രണം 2. കളനിയന്ത്രണം,hoeing
പിടിക്കുന്നു,holding
സ്വകാര്യ ഫാം,home farm
ഹോമിയോസ്റ്റാസിസ്,homeostasis
മാതൃഭൂമി,homestead
ഏകതാനത,homogeneity
1. ഏകതാനമായ 2. ഏകതാനമായ,homogenous
സഹതാപം,homologus
ഹോമോസൈഗസ്,homozygote
1. ഖുറിക്ക 2. ഭക്ഷണ പാത്രം 3. ഹാപ്പർ,hopper
1. പാളി 2. ചക്രവാളം,horizon
ഹോർട്ടികൾച്ചറൽ വിളകൾ,horticultural crops
1. ഹോർട്ടികൾച്ചർ 2. ഹോർട്ടികൾച്ചർ 3. ഹോർട്ടികൾച്ചർ 4. ഹോർട്ടികൾച്ചർ,horticulture
