Hindi,Gujarati
द्विगुणक,ડબલ્સ
व्यवरोध काल,વિક્ષેપ સમય
निर्गम इलेक्ट्रोड,આઉટપુટ ઇલેક્ટ્રોડ
निर्गम इलेक्ट्रोड अनुगामी,પાછળનું આઉટપુટ ઇલેક્ટ્રોડ
डी रैम,ડી રેમ
डी रैम,ડી રેમ
अपवाह कोष्ट,વહેણ કોષ
अपवाह धारा,વહેતો પ્રવાહ
अपवाह वेग,વહેણ વેગ
वेध टेप,છિદ્રિત ટેપ
परिचालक बस,ઓપરેટર બસ
परिचालक चरण,ઓપરેટિંગ સ્ટેજ
आनति,અન્યાય
शुष्क सेल,શુષ્ક કોષ
शुष्क निक्षारण,શુષ્ક કોતરણી
शुष्क फिल्म,સૂકી ફિલ્મ
शुष्क स्विचन,ડ્રાય સ્વિચિંગ
ड्राइस्टस कला विस्थापक,ડ્રાયસ્ટાસ આર્ટ ડિસ્પ્લેસર
डी.टी.ई.,તા
डी.टी.एल. (डायोड ट्रांजिस्टर तर्क),dtl (ડાયોડ ટ્રાન્ઝિસ્ટર તર્ક)
"द्विगेट फेट, द्विगेट एफ. ई.टी.","દ્વિગેટ ફેટ, ડ્વાઇગેટ એફ. ઇ.ટી."
द्वैत सुमेलन,ડ્યુઅલ મેચિંગ
युगल संचरण,દંપતી ટ્રાન્સમિશન
द्विपठित संयोजक,ડબલ રીડ કોઓર્ડિનેટર
"द्विप्रवणता अनुरूप, अंकीय परिवर्तक","ડ્યુઅલ-ડિફરન્સ એનાલોગ, ડિજિટલ કન્વર્ટર"
द्विप्रवण परिवर्तन,દ્વિધ્રુવ પરિવર્તન
द्वि अनुवर्तन वोल्टता नियंत्रक,ડબલ ફોલો વોલ્ટેજ કંટ્રોલર
द्वयात्मकता,દ્વૈત
द्विपंकितबद्ध,ડબલ પંક્તિવાળી
मूक ऐन्टेना,મૌન એન્ટેના
द्वैध संचरण,ડુપ્લેક્સ ટ્રાન્સમિશન
उपयोगिता अनुपात,ઉપયોગિતા ગુણોત્તર
उपयोगिता अनुपात मॉडुलन,ઉપયોગિતા ગુણોત્તર મોડ્યુલેશન
dB-25 संयोजक,dB-25 કનેક્ટર
वास काल,રહેઠાણ
गतिक अभिलक्षण,ગતિશીલ લાક્ષણિકતાઓ
गतिक अभिलक्षण,ગતિશીલ લાક્ષણિકતાઓ
गतिक धारा,ગતિશીલ પ્રવાહ
गतिक प्रतिबाधा,ગતિશીલ અવબાધ
"गतिक लोड रेखा, लोड रेखा","ડાયનેમિક લોડ લાઇન, લોડ લાઇન"
गतिक स्मृति,ગતિશીલ મેમરી
परिवर्ती स्मृति सेल कोशिका,ચલ મેમરી સેલ
गतिक स्मृति पुनश्चर्या,ડાયનેમિક મેમરી રિફ્રેશર
गतिक मूस प्रतिलोमी,ગતિશીલ માઉસ વ્યુત્ક્રમ
"गतिक रैम, गतिक RAM",ડાયનેમિક રેમ ડાયનેમિક રેમ
गतिक परास,ગતિશીલ શ્રેણી
गतिक प्रतिरोध,ગતિશીલ પ્રતિકાર
गतिक विस्थापन रजिस्टर,ડાયનેમિક ડિસ્પ્લેસમેન્ટ રજિસ્ટર
गतिक परीक्षण,ગતિશીલ પરીક્ષણ
गतिक विडियो यादृच्छिक अभिगम स्मृति (डी.वी.रैम),ડાયનેમિક વિડિયો રેન્ડમ એક્સેસ મેમરી (DVRAM)
डायनेमो,ડાયનેમો
डायनेमोमीटर,ડાયનેમોમીટર
डायनेट्रॉन दोलक,ડિનિટ્રોન ઓસિલેટર
"अर्ली प्रभाव, पूर्व प्रभाव","પ્રારંભિક અસર, પ્રારંભિક અસર"
ई ए रोम,e એક રોમ
भू-संपर्क,પૃથ્વી જોડાણ
भू-स्टेशन,ગ્રાઉન્ડ સ્ટેશન
एबर्स-मौल-समीकरण,એબર્સ-મૌલ-સમીકરણ
एबर्स-मौल-मॉडल,એબર્સ-મૌલ-મોડલ
प्रतिध्वनि,પડઘો
प्रतिध्वनि निरोधक,વિરોધી પડઘો
भंवर धारा,એડી વર્તમાન
किनारा संबंधक,સ્ટ્રાન્ડ કનેક્ટર
कोर संसूचक,કોર ડિટેક્ટર
कोर ट्रिगर फ्लिप फ्लॉप,કોર ટ્રિગર ફ્લિપ ફ્લોપ
कोर ट्रिगर लैच,કોર ટ્રિગર લેચ
ऐडीसन प्रभाव,એડિસન અસર
संपादक,સંપાદક
प्रभावी क्षेत्र,અસરકારક વિસ્તાર
प्रभावी धारा,અસરકારક પ્રવાહ
प्रभावी भू-त्रिज्या,અસરકારક જમીન ત્રિજ્યા
प्रभावी ऊँचाई,અસરકારક ઊંચાઈ
प्रभावी लंबाई,અસરકારક લંબાઈ
प्रभावी द्रव्यमान,અસરકારક સમૂહ
प्रभावी विकीर्ण शक्ति,અસરકારક વિકિરણ શક્તિ
प्रभावी वोल्टता,અસરકારક વોલ્ટેજ
दक्षता,કાર્યક્ષમતા
ई.ई.पी. रॉम,E.E.P. રોમ
आयकोनल समीकरण,આઇકોનલ સમીકરણ
व्युत्क्रम धारिता,વ્યસ્ત ક્ષમતા
ई-परत,ઇ-લેયર
विद्युत धारा,વીજ પ્રવાહ
विद्युत क्षेत्र,ઇલેક્ટ્રિક ક્ષેત્ર
विद्युत क्षेत्र तीव्रता,ઇલેક્ટ્રિક ક્ષેત્રની તીવ્રતા
विद्युत अभिवाह रेखाएँ,ઇલેક્ટ્રિક વર્તમાન રેખાઓ
विद्युत-विभव,ઇલેક્ટ્રિક સંભવિત
विद्युत-आघात,વીજળી
विद्युत-सोल्डर,ઇલેક્ટ્રો-સોલ્ડર
विद्युत तरंग,ઇલેક્ટ્રિક તરંગ
वैद्युत लंबाई,વિદ્યુત લંબાઈ
विद्युत शक्ति,વિદ્યુત શક્તિ
विद्युत,વીજળી
इ.सी.जी.,ઇસીજી
विद्युत डायनेमो मीटर,ઇલેક્ટ્રિક ડાયનેમો મીટર
इलेक्ट्रोड,ઇલેક્ટ્રોડ
इलेक्ट्रोड धारा,ઇલેક્ટ્રોડ વર્તમાન
विद्युत संदीप्ति,ઇલેક્ટ્રોલ્યુમિનેસેન્સ
वैद्युत संदीप्तिशील प्रदर्श,ઇલેક્ટ્રોલ્યુમિનેસન્ટ ડિસ્પ્લે
विद्युत-अपघटन,ગેલ્વેનિક અલગતા
विद्युत अपघट्य,ઇલેક્ટ્રોલાઇટ
विद्युत् अपघटनी संधारित्र,ઇલેક્ટ્રોલિટીક કેપેસિટર
विद्युत-अपघटनी संधारित्र,ઇલેક્ટ્રોલિટીક કેપેસિટર
विद्युत चुंबक,ઇલેક્ટ્રોમેગ્નેટ
विद्युत चुंबकीय ऊर्जा,ઇલેક્ટ્રોમેગ્નેટિક ઊર્જા
विद्युत चुंबकीय प्रेरण,ઇલેક્ટ્રોમેગ્નેટિક ઇન્ડક્શન
"विद्युत चुंबकीय व्यतिकरण, ई.एम.आई.","ઇલેક્ટ્રોમેગ્નેટિક હસ્તક્ષેપ, EMI"
विद्युत चुंबकीय स्पेक्ट्रम,ઇલેક્ટ્રોમેગ્નેટિક સ્પેક્ટ્રમ
विद्युत चुंबकीय तरंग,ઇલેક્ટ્રોમેગ્નેટિક તરંગ
विद्युत-चुंबकत्व,ઇલેક્ટ્રોમેગ્નેટિઝમ
विद्युत यांत्रिक फिल्टर,ઇલેક્ટ્રો મિકેનિકલ ફિલ્ટર
विद्युतमापी,ઇલેક્ટ્રોમીટર
विद्युत वाहक बल,ઇલેક્ટ્રોમોટિવ બળ
इलेक्ट्रॉन,ઇલેક્ટ્રોન
इलेक्ट्रॉन किरणपुंज,ઇલેક્ટ્રોન બીમ
इलेक्ट्रॉन आवेश,ઇલેક્ટ્રોન ચાર્જ
इलेक्ट्रॉन उत्सर्जन,ઇલેક્ટ્રોન ઉત્સર્જન
इलेक्ट्रॉन प्रवाह,ઇલેક્ટ્રોન પ્રવાહ
इलेक्ट्रॉन गैस,ઇલેક્ટ્રોન ગેસ
इलेकट्रॉन युक्ति,ઇલેક્ટ્રોન ઉપકરણ
इलेक्ट्रॉन होल युगम,ઇલેક્ટ્રોન છિદ્ર જોડી
इलेक्ट्रॉन सूक्षमदर्शी,ઇલેક્ટ્રોન માઇક્રોસ્કોપ
इलेक्ट्रॉन कक्ष,ઇલેક્ટ્રોન ભ્રમણકક્ષા
इलेक्ट्रॉन कोश,ઇલેક્ટ્રોન શેલ
इलेक्ट्रॉन वोल्ट,ઇલેક્ટ્રોન વોલ્ટ
इलेक्ट्रॉन तरंग नलिका,ઇલેક્ટ્રોન વેવ ટ્યુબ
इलेक्ट्रॉनिक आवेश,ઇલેક્ટ્રોનિક ચાર્જ
इलेक्ट्रॉनिक डाटा प्रतिबल,ઇલેક્ટ્રોનિક ડેટા તણાવ
इलेक्ट्रॉनिक डाटा संसाधन,ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ
इलेक्ट्रॉनिक कुंजी,ઇલેક્ટ્રોનિક કી
इलेक्ट्रॉनिक मेल (ई-मेल),ઈલેક્ટ્રોનિક મેઈલ (ઈ-મેલ)
इलेक्ट्रॉनिक द्रव्यमान,ઇલેક્ટ્રોનિક માસ
इलेक्ट्रॉनिक संख्यात्मक,ઇલેક્ટ્રોનિક આંકડાકીય
इलेक्ट्रॉनिक स्विचन,ઇલેક્ટ્રોનિક સ્વિચિંગ
इलेक्ट्रॉनिक वोल्टमापी,ઇલેક્ટ્રોનિક વોલ્ટમીટર
इलेक्ट्रॉनिकीय समस्वरित अभिग्राही,ઇલેક્ટ્રોનિક રીતે ટ્યુન કરેલ રીસીવર
इलेक्ट्रॉनिकी उद्योग संघ,ઇલેક્ટ્રોનિક્સ ઉદ્યોગ સંગઠન
विद्युत लेपन,ઇલેક્ટ્રોપ્લેટિંગ
विद्युतदर्शी,ઇલેક્ટ્રોસ્કોપ
वैद्युतिकी विक्षेप,ઇલેક્ટ્રોમેગ્નેટિઝમ
स्थिर वैद्युत फ्लक्स,ઇલેક્ટ્રોસ્ટેટિક પ્રવાહ
स्थिर वैद्युत परिरक्षक,ઇલેક્ટ્રોસ્ટેટિક પ્રિઝર્વેટિવ
तत्व,તત્વ
उन्नयन,અપગ્રેડ
उन्नति कोण,ઉન્નતિ કોણ
दीर्घवृत्तीय परावर्तक,લંબગોળ પરાવર્તક
दीर्घवृत्ताकार फिल्टर,લંબગોળ ફિલ્ટર
दीर्घवृत्ताकार धुवण,લંબગોળ ધ્રુવ
अंत: स्थापित तंत्र,એમ્બેડેડ સિસ્ટમ
एबसिडिक कूट,એબ્સિડિક કોડ
उत्सर्जक,ઉત્સર્જક
उत्सर्जक अभिनति विन्यास,ઉત્સર્જક ઓરિએન્ટેશન રૂપરેખાંકન
उत्सर्जक उपमार्ग संधारित्र,ઉત્સર્જક બાયપાસ કેપેસિટર
उत्सर्जक अभिलक्षण,ઉત્સર્જક લાક્ષણિકતાઓ
उत्सर्जक युग्मित प्रवर्धक,ઉત્સર્જક જોડી એમ્પ્લીફાયર
उत्सर्जक विसरण,ઉત્સર્જક પ્રસરણ
उत्सर्जक अनुगामी,ઉત્સર્જક પાછળનું
उत्सर्जक प्रतिरोधक,ઉત્સર્જક રેઝિસ્ટર
उत्सर्जक स्थायीकृत अभिनति विन्यास,ઉત્સર્જક સ્થિર ઓરિએન્ટેશન રૂપરેખાંકન
उत्सर्जक आधार संधि,ઉત્સર્જક આધાર જંકશન
"उत्सर्जक युग्मित तर्क, ई.सी.एल.","એમિટર કપલ્ડ લોજિક, ECL"
यंत्रानुकरणकारी,યાંત્રિક
इनेब्ल,સક્ષમ કરો
संपुटीकरण,એન્કેપ્સ્યુલેશન
कोडीत्र,કોડીત્રા
एनक्रिप्शन,એન્ક્રિપ્શન
परिचक्रीय हासिल,પરિપત્ર લાભ
रूपांतरणांत,રૂપાંતર
संचिकांत,પ્રણાલીગત
परिचक्रीयय विस्थापन,ગોળાકાર વિસ્થાપન
अनुदैर्ध्य ऐन्टेना,રેખાંશ એન્ટેના
अनुदैर्ध्य व्यूह,રેખાંશ એરે
ऊर्जा,ઊર્જા
ऊर्जा पट्टी,ઊર્જા પટ્ટી
ऊर्जा अंतराल,બેન્ડ ગેપ
ऊर्जा स्तर,ઊર્જા સ્તર
ऊर्जा स्तर आरेख,ઊર્જા સ્તર ડાયાગ્રામ
संवृद्धिधत प्रसरित संहति विनिर्देश,ઉન્નત વિસ્તૃત માસ સ્પષ્ટીકરણ
संवृद्धिधत आलेख उपायोजक,વધારો લેખ રજીસ્ટ્રાર
संवृद्धि,વૃદ્ધિ
संवृद्धि प्ररूप,વૃદ્ધિ પેટર્ન
संवृद्धीय मॉसफेट,ઉન્નત Mosfet
एन्ट्रॉपी,એન્ટ્રોપી
अन्वालोप विमाडुलक,પરબિડીયું ડિમોડ્યુલેટર
पर्यावरण,પર્યાવરણ
"एपीटैक्सीय वृद्धि, अधिरोही वृद्धि","એપિટાક્સી વૃદ્ધિ, ચડતી વૃદ્ધિ"
"एपीट्रैक्सीय परत, अधिरोही परत","epitracheal સ્તર, ચડતા સ્તર"
"एपीटैक्सी, अधिरोही","એપિટાક્સી, ઓવરરાઇડિંગ"
एपाक्सी-फाइबर ग्लास स्तर,ઇપોક્સી-ફાઇબર ગ્લાસ સ્તર
ईपी-रोम,EP-ROM
इप्साइलन,એપ્સીલોન
समकारीकरण,સમાનતા
समकारी परिपथ,સમાનતા સર્કિટ
समानता,સમાનતા
समकरण,સમીકરણ
समकारक फिल्टर,બરાબરી ફિલ્ટર
समीकरण,સમીકરણ
विषुवतीय समतल,વિષુવવૃત્તીય વિમાન
समविभव रेखा,આઇસોપોટેન્શિયલ લાઇન
समविभवी पृष्ठ,ઇક્વિપોટેન્શિયલ પાનું
समतुल्य परिपथ,સમકક્ષ સર્કિટ
समतुल्य निवेश रव जनित्र,સમાન ઇનપુટ અવાજ જનરેટર
समतुल्य निवेश रव प्रतिरोध,સમાન ઇનપુટ અવાજ પ્રતિકાર
तुल्य समदैशिक विकीर्ण शक्ति,સમકક્ષ આઇસોટોપિક વિકિરણ શક્તિ
मिटाना,કાઢી નાખો
ऊर्जापथी प्रक्रम,ઊર્જા પ્રક્રિયા
त्रुटि नियंत्रण कोडन,ભૂલ નિયંત્રણ કોડિંગ
त्रुटि संशोधन कूट,ભૂલ સુધારણા કોડ
त्रुटि संसूचन कूट,ભૂલ શોધ કોડ
त्रुटि हस्तन,ભૂલ હેન્ડલિંગ
त्रुटि दर,ભૂલ દર
त्रुटिवोल्टता,ભૂલ વોલ્ટેજ
त्रुटि प्रवर्धक,ભૂલ એમ્પ્લીફાયર
एसाकी डायोड,ઇસાકી ડાયોડ
निक्षारण,કોતરણી
इथरनेट,ઈથરનેટ
ऑयलर-प्रमेय,યુલરનું પ્રમેય
आयाम ह्रासी विधा,પરિમાણ ઘટાડવું મોડ
वाष्पीकरण प्रक्रम,બાષ્પીભવન પ્રક્રિયા
ई-सदिश,ઇ-વેક્ટર
सम-समता,સમાનતા
अपवाद हस्तन,અપવાદ હેન્ડલિંગ
अतिरिक्त रव अनुपात,વધારાનો અવાજ ગુણોત્તર
त्रैधिक कूट,ટ્રિપલ કોડ
उत्तेजन टेबल,ઉત્તેજના કોષ્ટક
प्रतिध्वनि XOR गेट,ઇકો XOR ગેટ
निष्पादन सॉफ्टवेयर,એક્ઝેક્યુશન સોફ્ટવેર
निष्पादन चाल,અમલની ચાલ
निष्पादन काल,અમલ સમય
एक्सक्लुसिव नॉर गेट,વિશિષ્ટ નોર ગેટ
प्रसारित्र,પ્રસારણકર્તા
चरघातांकी क्षय,ઘાતાંકીય સડો
चरघातांकी डायोड,ઘાતાંકીય ડાયોડ
चरघातांकी फूरीय श्रेणी,ઘાતાંકીય ફોરિયર શ્રેણી
चरघातांकी फलन,ઘાતાંકીય કાર્ય
बाह्य आवृत्ति प्रतिकार,બાહ્ય આવર્તન પ્રતિકાર
अति उच्च आवृत्ति,ખૂબ ઊંચી આવર્તન
अत्यधिक विभव,ઉચ્ચ સંભાવના
अतिलघु आवृत्ति,ખૂબ જ ટૂંકી આવર્તન
अपद्रव्यी अर्द्धचालक,અભેદ્ય સેમિકન્ડક્ટર
संचिका खोलना,ફાઇલ ખોલો
अर्द्धचालक संविरचन,સેમિકન્ડક્ટર ફેબ્રિકેશન
फैब्री पेरो अनुनादक,ફેબ્રી પેરો રેઝોનેટર
फलक,પેનલ
गुणक,ગુણક
क्रमगुणित,ફેક્ટોરિયલ
अवतीव्रण,ખામી
क्षीणन,એટેન્યુએશન
क्षीणन,એટેન્યુએશન
फाही एकमुखी पारगम्यता मापी,ફાહી એકપક્ષીય અભેદ્યતા માપક
विफलता,નિષ્ફળતા
विफल विधा,નિષ્ફળ મોડ
विफलता दर,નિષ્ફળતા દર
फेयर चाइल्ड अर्द्धचालक,ફેર ચાઇલ્ડ સેમિકન્ડક્ટર
पतन काल,પાનખર સમયગાળો
पाती कालद कोर,પાટી કેલાડ કોર
पाती कोर,પેટ કોર
अवपात,પતન
असत्य,ખોટું
वलित कागज,ફોલ્ડ કાગળ
निवेशांक,ઇનપુટ
निर्गमांक,મુદ્દા નંબર
फैराड,ફરાડ
फैराडे प्रभाव,ફેરાડે અસર
फैराडे घूर्णन,ફેરાડે પરિભ્રમણ
फैराडे स्क्रीन,ફેરાડે સ્ક્રીન
फैराडे स्थिरांक,ફેરાડે સતત
फैराडे का नियम,ફેરાડેનો કાયદો
प्रतिकृति,પ્રતિકૃતિ
प्रतिकृति अभिग्राही,પ્રતિકૃતિ રીસીવર
प्रतिकृति संचारी/प्रेषित्र,પ્રતિકૃતિ કોમ્યુનિકેટર
प्रतिकृति,પ્રતિકૃતિ
प्रतिकृति सिग्नल,પ્રતિકૃતિ સંકેત
तीव्र कोर,તીક્ષ્ણ કોર
द्रूत फूरिये रूपांतर,ઝડપી ફોરિયર ટ્રાન્સફોર્મ
क्षिप्र प्राप्ति दिण्कारी,વહાણની રસીદ દિનકારી
संचिका नियतन सारिणी,ફાઈલ ફાળવણી શેડ્યૂલ
घातक त्रुटि,જીવલેણ ભૂલ
जनक संचिका,પિતૃ ફાઇલ
निवेशांक,ઇનપુટ
"दोष, भ्रंश","દોષ, દોષ"
दोष विश्लेषण,ખામી વિશ્લેષણ
दोष कोटि-निर्धारण,ફોલ્ટ રેટિંગ
भ्रंश स्थानीकरण,ફોલ્ટ સ્થાનિકીકરણ
दोष स्थानगत सेतु,ફોલ્ટ અવકાશી પુલ
दोष निस्पंद टॉगल,ફોલ્ટ ફિલ્ટર ટૉગલ
भ्रंस सह्यता,પતન સહનશીલતા
फैनो कलन-विधि,ફેનોનું અલ્ગોરિધમ
निर्गमांक,મુદ્દા નંબર
निर्गमांक तरू,અંક નંબર વૃક્ષ
फैक्स,ફેક્સ
संचिका संयोजन,ફાઇલ સંયોજન
एफ संबंधक,એફ કનેક્ટર
आवृत्ति प्रभाग बहुसंकेतक,ફ્રીક્વન્સી ડિવિઝન મલ્ટિપ્લેક્સર
एफ.ई.सी. कोड,FEC કોડ
संघीय संचार आयोग,ફેડરલ કોમ્યુનિકેશન્સ કમિશન
पुनर्निवेश पाश लब्धि,પુનઃરોકાણ લૂપ ગેઇન
क्षीणित चुंबकीय द्रव्य,ક્ષીણ ચુંબકીય પદાર્થ
निवेशांक,ઇનપુટ
पुनर्निवेश लब्धि,પુનઃરોકાણ ઉપજ
पारभरण ह्रास,નિર્વાહ નુકશાન
पुनिर्निवेश,પુનઃરોકાણ
पुनर्निवेश प्रवर्धक,પુનઃરોકાણ એમ્પ્લીફાયર
पुनर्निविष्ट विरूपण,પુનઃ પરિચય વિકૃતિ
पुनर्निवेश खंडक आरेख,પુનઃરોકાણ બ્લોક ડાયાગ્રામ
पुनर्निवेश धारा आरेख,પુનઃરોકાણ સ્ટ્રીમ ડાયાગ્રામ
पुनर्निवेश पाश,પુનઃસ્થાપન લૂપ
पुनर्निवेश दोलित्र,પુનઃરોકાણ ઓસિલેટર
पुनर्निवेश दौड़,પુનઃરોકાણ સ્પર્ધા
पुनर्निवेश विस्थापन रजिस्टर,રિઇન્વેસ્ટમેન્ટ ડિસ્પ્લેસમેન્ટ રજિસ્ટર
पुनर्निवेश सिद्धांत आरेख,પુનઃરોકાણ સિદ્ધાંત ડાયાગ્રામ
पुनर्निवेश वोल्टता आरेख,રીઇન્ટ્રોડક્શન વોલ્ટેજ ડાયાગ્રામ
फर्मीस्तर,ફર્મી સ્તર
फेरिक प्रेरक,ફેરિક ઇન્ડક્ટર
फेराइट,ફેરાઇટ
फेराइट ऐन्टेना,ફેરાઇટ એન્ટેના
फेराइट वीड,ફેરાઇટ નીંદણ
फेराइट परिचक्रक,ફેરાઇટ સ્પિનર
फेराइट पृथक्कारी,ફેરાઇટ વિભાજક
फेराइट रेखा विस्तार,ફેરાઇટ લાઇન એક્સ્ટેંશન
फैराइट-कोर ट्रांसफॉर्मर,ફેરાઇટ-કોર ટ્રાન્સફોર્મર
फेरो क्रोम टेप,ફેરો ક્રોમ ટેપ
लौह-चुंबकत्व,ફેરોમેગ્નેટિઝમ
फेट,ભાગ્ય
क्षेत्र प्रभाव ट्रांजिस्टर (फेट),ફિલ્ડ ઇફેક્ટ ટ્રાન્ઝિસ્ટર (FET)
फेट प्रर्वधक,ફેટ બૂસ્ટર
फेट पूरक सममिति,fret પૂરક સમપ્રમાણતા
फेट अवक्षय विधा,ચરબી અવક્ષય મોડ
"फेट द्वैत द्वार, द्वैत गेट","ભાગ્ય દ્વૈત દ્વાર, દ્વૈત દ્વાર"
फेट संवृद्धि विधा,ચરબી વૃદ્ધિ મોડ
फेट आवृत्ति अनुक्रिया,fret આવર્તન પ્રતિભાવ
फेट आलेखी विश्लेषण,ચરબી ગ્રાફિક વિશ્લેષણ
फेट निवेश सुरक्षा,ભાવિ રોકાણ સલામતી
फेट प्रतिलोमी,ચરબી ઊલટું
फेट संधि,ભાગ્ય કરાર
फेट मॉसफेट,ચરબી મોસ્ફેટ
फेट अंतराचालकता,ચરબી વાહકતા
अनयन समय,ઊંઘવાનો સમય
संचिका आयात,ફાઇલ આયાત
तंतु,ફાઇબર
तंतु अनुयोजक,ફાઇબર કનેક્ટર
फाइबर वितरित आँकड़ा अंतरापृष्ठ,ફાઇબર વિતરિત ડેટા ઇન્ટરફેસ
फाइबर ग्लास,ફાઇબર ગ્લાસ
तंतु प्रकाशीय लिंक,ફાઈબર ઓપ્ટિક લિંક
तंतु प्रकाशिकी संचरण विंडो,ફાઈબર ઓપ્ટિક્સ ટ્રાન્સમિશન વિન્ડો
तंतु प्रकाश संसूचक,ફાઇબર લાઇટ ડિટેક્ટર
तंतु समबंधन,ફાઇબર બંધન
फिबोनाशी संख्या,ફિબોનાકી નંબરો
कल्पित रव जनित्र,વર્ચ્યુઅલ અવાજ જનરેટર
अभिग्राही की तदरूपता,પ્રાપ્તકર્તાની વફાદારી
तद्रूपण,બનાવટી
क्षेत्र ससहाय,વિસ્તાર સહાયિત
क्षेत्र प्रभाव युक्ति,ક્ષેત્ર અસર ઉપકરણ
क्षेत्र प्रभाव स्विच,ક્ષેત્ર અસર સ્વીચ
क्षेत्र प्रभावी ट्रांजिस्टर,ક્ષેત્ર અસરકારક ટ્રાન્ઝિસ્ટર
क्षेत्र-उत्सर्जन,ક્ષેત્ર ઉત્સર્જન
अग्रभरण निकाय,લીડ બોડી
क्षेत्र आवृत्ति,ક્ષેત્ર આવર્તન
क्षेत्र तीव्रता,ક્ષેત્રની તીવ્રતા
क्षेत्र क्रमादेश तर्क व्यूह,ફીલ્ડ પ્રોગ્રામ લોજિક એરે
क्षेत्र परिक्षण,ક્ષેત્ર પરીક્ષણ
क्षेत्र निरसन,ક્ષેત્ર રદબાતલ
एफ आई एफ ओ स्मृति,FIFO મેમરી
दक्षतांक,કાર્યક્ષમતા સૂચકાંક
संचिका,ફાઇલ
संचिका पूर्तीकर,ફાઇલ ફિલર
संचिका समादेश,ફાઇલ આદેશ
संचिका सरवर,ફાઇલ સર્વર
परत संधारित्र,સ્તર કેપેસિટર
परतरूपी प्रतिरोधक,સ્તર રેઝિસ્ટર
फिल्टर,ફિલ્ટર
फिल्टर अभिलक्षणिक,ફિલ્ટર લાક્ષણિકતાઓ
फिल्टर परिपथ,ફિલ્ટર સર્કિટ
संच,સંગ્રહ
फिल्टर अभिकल्पना,ફિલ્ટર ડિઝાઇન
संचार आँकड़ा,સંચાર ડેટા
फिल्टर विधि,ફિલ્ટર પદ્ધતિ
फिल्टर पुनर्निर्माण,ફિલ્ટર પુનઃનિર્માણ
अंतिम कोडंतरण,અંતિમ એસેમ્બલીંગ
फिंगर प्रिंट (अंगुली छाप),ફિંગર પ્રિન્ટ
परिमित आवेगी प्रतिवेदन फिल्टर,મર્યાદિત આવેગજન્ય રિપોર્ટિંગ ફિલ્ટર
परिमित प्राचल,મર્યાદિત પરિમાણ
परिमित अवस्था मशीन,મર્યાદિત રાજ્ય મશીન
फायरन कोण,ફાયરિંગ એંગલ
फमवेयर,ફર્મવેર
प्रथम आँकड़ा शब्द,પ્રથમ આકૃતિ શબ્દ
प्रथम क्रम प्राश,પ્રથમ ઓર્ડર પ્રેશ
फिशर पाश परीक्षण,ફિશર લૂપ ટેસ્ટ
नियत,સતત
नियत क्षीणकारी,સ્થિર એટેન્યુએટર
नियत अभिनति,નિશ્ચિત અભિગમ
नियत गणित्र,નિશ્ચિત કેલ્ક્યુલેટર
नियत क्षेत्र,નિશ્ચિત વિસ્તાર
नियत निदेंश मशीन,સોંપણી મશીન
नियत समय नियंत्रक,નિશ્ચિત સમય નિયંત્રક
फ्लैग,ધ્વજ
फ्लैंज,ફ્લેંજ
फ्लैप क्षीणकारी,ફ્લૅપ એટેન્યુએટર
दमक,ચમક
दमक परिवर्तक,તેજ કન્વર્ટર
दमक,ચમક
सपाट तल क्रमवीक्षण,ફ્લેટ ફ્લોર સ્કેનિંગ
समतल कुंडली,સપાટ કોઇલ
सपाट फाइल,ફ્લેટ ફાઇલ
सपाट फिल्टर,ફ્લેટ ફિલ્ટર
फ्लैट पैक,ફ્લેટ પેક
समतल रिबन केबल,ફ્લેટ રિબન કેબલ
सपाट शीर्ष प्रतिचयन,ફ્લેટ ટોપ સેમ્પલિંગ
F-परत,F-સ્તર
F-परत आयनमंडल,F-સ્તર આયનોસ્ફિયર
फ्लेमिंग,ફ્લેમિંગ
फ्लेमिंग एव क्लिंटन दिक्परिवर्तन विधि,ફ્લેમિંગ અને ક્લિન્ટન ડાયવર્જન્સ પદ્ધતિ
स्फुरण,ફફડાટ
स्फुरण रव,ફફડાટનો અવાજ
स्फुरण प्रकाशमापी,ફ્લટર ફોટોમીટર
फ्लिप फ्लॉप,ફલીપ ફલોપ
फ्लिप फ्लॉप अतुल्यकाली निवेश,ફ્લિપ ફ્લોપ અસુમેળ રોકાણ
फ्लिप फ्लॉप लक्षण,ફ્લિપ ફ્લોપ લાક્ષણિકતાઓ
फ्लिप फ्लॉप कालद सिगनल,ફ્લિપ ફ્લોપ કોલ સિગ્નલ
फ्लिप फ्लॉप कालबद्ध,ફ્લિપ ફ્લોપ સમયરેખા
फ्लिप फ्लॉप कोर-ट्रिगर,ફ્લિપ ફ્લોપ કોર-ટ્રિગર
फ्लिप फ्लॉप j-K ट्रिगर,ફ્લિપ ફ્લોપ જેકે ટ્રિગર
फ्लिप फ्लॉप लैच,ફ્લિપ ફ્લોપ લેચ
फ्लिप फ्लॉप मास्टर-स्लेव,ફ્લિપ ફ્લોપ માસ્ટર-સ્લેવ
फ्लिप फ्लॉप R-S,ફ્લિપ ફ્લોપ RS
फ्लिप फ्लॉप आरंभन पुन: आरंभन सेट रिसेट (SR),ફ્લિપ ફ્લોપ સ્ટાર્ટઅપ રીસ્ટાર્ટ સેટ રીસેટ (SR)
