English,Marathi
Ecotype,इकोटाइप
ECP gradient,ईसीपी ग्रेडियंट
Ectocarpus,Ectocarpus
Ectoderm,Ectoderm
Ectomycorrhizae,इक्टोमीकोराझिझा
Ectoparasite,Ectoparasite
Ectopic pregnancy,स्थानभ्रष्ट गर्भधारणा
Ectotherm,Ectotherm
Ectothermic,Ectothermic
Edge effect,धार प्रभाव
Edge species,धार प्रजाती
Effective stroke,प्रभावी स्ट्रोक
Effector,इंफेक्टर
Effector,इंफेक्टर
Efferent,प्रभाव
Efferent arteriole,प्रभावी धमनी
Efficiency index,कार्यक्षमता निर्देशांक
Effluent,FULUENT
Effluent treatment plant (ETP),प्रचलित उपचार प्रकल्प (ईटीपी)
Efflux,प्रवाह
Egested,Ested
Egg,अंडे
Egg apparatus,अंडी उपकरण
Ego centrism,अहंकार सेंट्रिझम
Eicchornia crassipes,आयकॉर्निया क्रॅसिप्स
Ejaculatory duct,स्खलन नलिका
El nino effect,एल निनो प्रभाव
Elaioplast,Elaioplast
Elasmobranch,Elasmobranch
Elastic fibre,लवचिक फायबर
Elastic force,लवचिक शक्ती
Elasticity,लवचिकता
Elastin,ELASTIN
Elater,इलेटर
Electric field,विद्युत क्षेत्र
Electric illuminator,इलेक्ट्रिक इल्युमिनेटर
Electric organ,इलेक्ट्रिक ऑर्गन
Electrical discharge,विद्युत स्त्राव
Electrical potential difference,विद्युत संभाव्य फरक
Electrical synapse,इलेक्ट्रिकल सिनॅप्स
Electrocardiogram (ECG),इलेक्ट्रोकार्डिओग्राम (ईसीजी)
Electrocardiograph,इलेक्ट्रोकार्डियोग्राफ
Electrocardiography,इलेक्ट्रोकार्डियोग्राफी
Electrochemical proton gradiant,इलेक्ट्रोकेमिकल प्रोटॉन ग्रेडियंट
Electroencephalogram,इलेक्ट्रोएन्सेफॅलोग्राम
Electroencephalography,इलेक्ट्रोएन्सेफॅलोग्राफी
Electrogenic,इलेक्ट्रोजेनिक
Electromagnetic lense,इलेक्ट्रोमॅग्नेटिक लेन्स
Electromagnetic radiation,इलेक्ट्रोमॅग्नेटिक रेडिएशन
Electromagnetic theory,इलेक्ट्रोमॅग्नेटिक सिद्धांत
Electron acceptor,इलेक्ट्रॉन स्वीकारणारा
Electron bombardment,इलेक्ट्रॉन बॉम्बस्फोट
Electron deficient,इलेक्ट्रॉनची कमतरता
Electron donor,इलेक्ट्रॉन दाता
Electron microscope,इलेक्ट्रॉन मायक्रोस्कोप
Electron transparency,इलेक्ट्रॉन पारदर्शकता
Electron transport chain,इलेक्ट्रॉन ट्रान्सपोर्ट साखळी
Electron transport system,इलेक्ट्रॉन ट्रान्सपोर्ट सिस्टम
Electronegative,इलेक्ट्रोनॅगेटिव्ह
Electronegative atom,इलेक्ट्रोनॅगेटिव्ह अणू
Electronic waste,इलेक्ट्रॉनिक कचरा
Electrophoresis,इलेक्ट्रोफोरेसीस
Electroporation,इलेक्ट्रोपोरेशन
Electrostatic precipitator,इलेक्ट्रोस्टेटिक प्रीपिटेटर
Element,घटक
Element,घटक
Elephas,अलेफास
Ellipsoid strip,लंबवर्तुळ पट्टी
Ellipsoidal joint,लंबवर्तुळाकार संयुक्त
Elongated heart,वाढविलेले हृदय
Elongation factor,वाढीचा घटक
Elphidium,एल्फिडियम
Elution,निर्लज्ज
Emarginate,Emarginate
Emasculation,Emasculation
Embryo culture,गर्भ संस्कृती
Embryo development,गर्भ विकास
Embryo rescue,गर्भ बचाव
Embryo,गर्भ
Embryo sac,गर्भ सॅक
Embryological research,भ्रूण संशोधन
Embryology,गर्भशास्त्र
Embryonic blastopore,भ्रूण ब्लास्टोपोर
Embryonic development,भ्रूण विकास
Embryonic mortality,भ्रूण मृत्यू
Emergent hydrophyte,उदयोन्मुख हायड्रोफाइट
Emigration,इमिग्रेशन
Emilia sonchifolia,इमिलिया सोनचिफोलिया
Emotional turbulence,भावनिक अशांतता
Empetraceae,Empetraceae
Emphysema,एम्फिसीमा
Empirical formula,अनुभवजन्य सूत्र
Emu,इमू
Emulsifying,इमल्सिफाइंग
Enaima,Enaima
Enamel,मुलामा चढवणे
Encoded enzyme,एन्कोड एंजाइम
Encystation,एन्किस्टेशन
End wall,शेवटची भिंत
Endangered,चिंताजनक
Endemic,स्थानिक
Endemism,एन्डेमिझम
Endergonic reaction,एन्डर्गोनिक प्रतिक्रिया
Endocarp,एंडोकार्प
Endocrine system,अंतःस्रावी प्रणाली
Endocytosis,एंडोसाइटोसिस
Endoderm,एंडोडर्म
Endolymph,एंडोलिम्फ
Endometrium,एंडोमेट्रियम
Endomycorrhizae,एंडोमायकोरिझा
Endonuclease recognition site,एंडोन्यूक्लीझ रिकग्निशन साइट
Endoplasmic reticulum,ईंडोप्लास्मिक रेटिक्युलम
Endoscope,एंडोस्कोप
Endoscopy,एंडोस्कोपी
Endoskeleton,एंडोस्केलेटन
Endosome,एंडोसोम
Endosperm,एंडोस्पर्म
Endospermic,एंडोस्पर्मिक
Endothelial lining,एंडोथेलियल अस्तर
Endothelium,एंडोथेलियम
Endotherm (eomoiotherm),एंडोथर्म (ईओमोईथर्म)
Endothermic,एंडोथर्मिक
Endothermic,एंडोथर्मिक
Endotoxin,एंडोटॉक्सिन
End sac,शेवटची थैली
Endoplasmic,एंडोप्लाज्मिक
Endrocrine system,एंड्रोक्राइन सिस्टम
Energy assimilated,उर्जा आत्मसात केली
Energy flow model,उर्जा प्रवाह मॉडेल
Energy plantation,उर्जा वृक्षारोपण
Energy plantation,उर्जा वृक्षारोपण
Energy source,ऊर्जा स्रोत
Engineering,अभियांत्रिकी
Entamoeba histolytica,एंटामोबा हिस्टोलिटिका
Enterobius,एंटरोबियस
Enterocyte,एन्टरोसाइट
Enteron,एंटरॉन
Enthalpy,एन्थॅल्पी
Entomophilous,एंटोमोफिलस
Entomophily,एंटोमोफिली
Entropy,एन्ट्रोपी
Environment,वातावरण
Environmental condition,पर्यावरणीय स्थिती
Environmental ethics,पर्यावरणीय नीतिशास्त्र
Environmental factor,पर्यावरणीय घटक
Environmental influence,पर्यावरणीय प्रभाव
Environmental management,पर्यावरण व्यवस्थापनासाठी
Environmental planning and coordination,पर्यावरणीय नियोजन आणि समन्वय
Environmental resistance,पर्यावरणीय प्रतिकार
Enzymatic content,एंजाइमॅटिक सामग्री
Enzyme,सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य
Enzyme system,सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य प्रणाली
Enzyme-linked,एंजाइम-लिंक्ड
Eocene,इओसिन
Eosinophil,इओसिनोफिल
Ephedra,एफेड्रा
Ephemeral annual herb,इफेमेरल वार्षिक औषधी वनस्पती
Ephemeral,इफेमेरल
Epicalyx,इपिकलीक्स
Epicarp,एपिकार्प
Epidermal cell,एपिडर्मल सेल
Epidermis,एपिडर्मिस
Epidermophyton,एपिडर्मोफिटन
Epididymis,एपिडिडिमिस
Epigynae,एपिगीने
Epigynous,एपिगिनस
Epilepsy,अपस्मार
Epilimnion,एपिलीमनीन
Epimorphosis,एपिमॉर्फोसिस
Epinephrine,एपिनेफ्रिन
Epineurium,एपिन्यूरियम
Epipetalous,एपिपेटलस
Epiphysis,एपिफिसिस
Epiphyte,एपिफाइट
Episodic depression,एपिसोडिक औदासिन्य
Epistasis,एपिस्टेसिस
Epistasis,एपिस्टेसिस
Epithelial tissue,उपकला ऊतक
Epoch,युग
Epulopscium fishesoni,एपुलोप्सियम फिशसोनी
Equatorial plate,विषुववृत्त प्लेट
Equilibrium,समतोल
Equilibrium sedimentation,समतोल गाळ
Equisetum,इक्विसेटम
Equus,इक्वस
Era,युग
Ergosterol,एर्गोस्टेरॉल
Ericales,एरीकल्स
Erosion,इरोशन
Erucic acid,इर्यूसीक acid सिड
Erythrina,एरिथ्रिना
Erythrocyte (RBC),एरिथ्रोसाइट (आरबीसी)
Erythrocytic,एरिथ्रोसाइटिक
Erythropoietic factor,एरिथ्रोपोएटिक फॅक्टर
Erythropoietin,एरिथ्रोपोएटिन
Erythroxylum coca,एरिथ्रोक्झिलम कोका
Escherichia coli,एशेरिचिया कोली
Essential oil,अत्यावश्यक तेल
Ester bond,एस्टर बॉन्ड
Estrogen,इस्ट्रोजेन
Estrogen replacement therapy,एस्ट्रोजेन रिप्लेसमेंट थेरपी
Estuary,मोह
Etaerio,इटेरिओ
Ethanol,इथेनॉल
Ether,इथर
Ethidium bromide,एथिडियम ब्रोमाइड
Ethology,नीतिशास्त्र
Ethology,नीतिशास्त्र
Ethylene,इथिलीन
Ethylmethane sulphonate,इथिलमेथेन सल्फोनोनेट
Etiolation,Etiolation
Eubacteria,युबॅक्टेरिया
Eubacteria cell,युबॅक्टेरिया सेल
Euchromatin,Euchromatin
Euglena,युगलेना
Euglenoid,युग्लेनॉइड
Eukaryote (eucaryote),युकेरिओट (युकेरिओट)
Eukaryotic cell,युकेरियोटिक सेल
Eukaryotic species,युकेरियोटिक प्रजाती
Eumetazoa,इमेटाझोआ
Eumitosis,Eumitosis
Eunuchoidism,युनुचॉइडिझम
Eupagurus,युपागुरस
Euphorbia,युफोर्बिया
Euphorbiaceae,युफोर्बियासी
Euplectella,Euplectella
Euryhaline,Euryhaline
Eurythermal,Eurythermal
Euspongia,युसुंगिया
Eustachian tube,युस्टाचियन ट्यूब
Eutrophic water body,युट्रोफिक वॉटर बॉडी
Eutrophication,Eutrophication
Eutrophication,Eutrophication
Evacuated,बाहेर काढले
Evaluated,मूल्यांकन केले
Evaporation,बाष्पीभवन
Evening primrose,संध्याकाळी प्रिमरोस
Evergreen tropical rain forest,सदाहरित उष्णकटिबंधीय पाऊस
Evolution,उत्क्रांती
Evolution of life,जीवनाची उत्क्रांती
Evolutionary agent,उत्क्रांती एजंट
Evolutionary biology,उत्क्रांती जीवशास्त्र
Evolutionary process,उत्क्रांती प्रक्रिया
Evolutionary sequence,उत्क्रांती क्रम
Evolutionary species,उत्क्रांती प्रजाती
Evolutionary taxonomist,उत्क्रांती वर्गीकरणवादी
Evolutionary trend,उत्क्रांतीचा ट्रेंड
Exalbuminous,एक्झालबुमिनस
Excessive growth,जास्त वाढ
Excessive sleeping,जास्त झोप
Excitability,उत्तेजन
Excretion,विसर्जन
Excretory genital duct,मलमूत्र जननेंद्रिय नलिका
Excretory lactiferous duct,मलमूत्र लैक्टिफेरस नलिका
Excretory pore,मलमूत्र छिद्र
Excretory tubule,मलमूत्र ट्यूब्यूल
Exergonic reaction,एक्सरगोनिक प्रतिक्रिया
Exhaustible resources,थकवणारा संसाधने
Exobiology,एक्झोबायोलॉजी
Exocoetus,एक्सोकोएटस
Exocrine gland,एक्सोक्राइन ग्रंथी
Exocytosis,एक्सोसाइटोसिस
Exogenous,एक्झोजेनस
Exogenous budding,एक्झोजेनस नवोदित
Exonuclease,एक्झोन्यूक्लीझ
Exoprasite,एक्झोप्रासाइट
Exoplasm,एक्झोप्लाझम
Exoskeleton,एक्सोस्केलेटन
Exotic species,विदेशी प्रजाती
Expansin,विस्तार
Experiment,प्रयोग
Explant,स्पष्टीकरणकर्ता
Exponentially,वेगाने
Expressed sequence tag (EST),व्यक्त केलेला अनुक्रम टॅग (ईएसटी)
Extensibility,विस्तारितता
External ear,बाह्य कान
External fertilization,बाह्य गर्भधारणा
External stimulus,बाह्य उत्तेजन
Extinction,नामशेष
Extinction of species,प्रजाती नष्ट होणे
Extra-abdominal testes,अतिरिक्त-ओटीपोटात टेस्ट्स
Extracellular digestion,एक्स्ट्रासेल्युलर पचन
Extracellular fluid,एक्स्ट्रासेल्युलर फ्लुइड
Extracellular material,बाह्य सेल्युलर सामग्री
Extracellular matrix,एक्स्ट्रासेल्युलर मॅट्रिक्स
Extraction,उतारा
Extraembryonic membrane,एक्स्ट्रिमब्रोनिक झिल्ली
Extraterrestrial origin,बाह्य मूळ मूळ
Extreme desert,अत्यंत वाळवंट
Extrinsic protein,बाह्य प्रथिने
Extroception,बाह्य
Extrorse,एक्सट्रॉर्स
Exuding (gummy) substance,एक्झुडींग (चिकट) पदार्थ
Eye inflammation,डोळ्याची जळजळ
Eye lens,डोळा लेन्स
Eye piece,डोळा तुकडा
Eyelid,पापणी
Excretory tubule,मलमूत्र ट्यूब्यूल
Fabaceae,फॅबेसी
Fabaceous,फॅबॅसियस
Facet,पैलू
Facial bone,चेहर्याचा हाडे
Facilitated diffusion,सुलभीकृत प्रसारण
Facultative parasite,शिक्षक परजीवी
Faecal matter,मलमपट्टी पदार्थ
Faecal pellet,Feacal PELLET
Falcon,फाल्कन
Fallopian tube,अंड नलिका
False fruit,खोटे फळ
False septum,खोटे सेप्टम
Family,कुटुंब
Fascia,फॅसिआ
Fascicle,फासिकल
Fascicular,फॅस्युलर
Fascicule,फॅसिक्यूल
Fasciola,फासीओला
Fat soluble vitamin,चरबी विद्रव्य व्हिटॅमिन
Fatty acid,फॅटी acid सिड
Faulty copy,सदोष प्रत
Fauna,प्राणी
Favourable environmental condition,अनुकूल पर्यावरणीय स्थिती
Feather,पंख
Feather star,फेदर स्टार
Feathery stigma,फीथरी कलंक
Feedback,अभिप्राय
Feedback inhibition,अभिप्राय प्रतिबंध
Feedback mechanism,अभिप्राय यंत्रणा
Feeding,आहार
Feeler,फीलर
Felis,फेलिस
Female cone,मादी शंकू
Female pronucleus,मादी प्रोन्यूक्लियस
Femur,फेमर
Fermentation,किण्वन
Fern,फर्न
Ferredoxin,फेरेडॉक्सिन
Fertile hybrid,सुपीक संकरित
Fertile,सुपीक
Fertile,सुपीक
Fertile,सुपीक
Fertilin,फर्टिलिन
Fertility,सुपीकता
Fertility,सुपीकता
Fertilization,फर्टिलायझेशन
Fertilization,फर्टिलायझेशन
Fertilizer,खत
Fibrillation,फायब्रिलेशन
Fibroblast growth factor (FGFs),फायब्रोब्लास्ट ग्रोथ फॅक्टर (एफजीएफएस)
Fibroblast,फायब्रोब्लास्ट
Fibrocartilage,फायब्रोकार्टिलेज
Fibrinogen,फायब्रिनोजेन
Fibrous root system,तंतुमय मूळ प्रणाली
Fibrous,तंतुमय
Fibula,फायबुला
Ficus,फिकस
Ficus heterophylla,फिकस हेटरोफिला
Ficus religiosa (pipal),फिकस रिअलिओसा (पिपल)
Field capacity,फील्ड क्षमता
Field notebook,फील्ड नोटबुक
Field number,फील्ड क्रमांक
Filament hook,फिलामेंट हुक
Filament,फिलामेंट
Filamentous,फिलामेंटस
Filamentous type,फिलामेंटस प्रकार
Filaria worm,फिलारिया अळी
Filiform antenna,फिलिफॉर्म अँटेना
Filter feeding,फिल्टर फीडिंग
Filtration slit,फिल्टरेशन स्लिट
Fin,फिन
Fine adjustment knob,ललित समायोजन नॉब
Fine sand,बारीक वाळू
Fingerprinting,फिंगरप्रिंटिंग
First law of thermodynamics,थर्मोडायनामिक्सचा पहिला कायदा
Fish ghee,मासे तूप
Fish oil,फिश ऑइल
Fish processing industry,फिश प्रोसेसिंग इंडस्ट्री
Fish protein,फिश प्रोटीन
Fishery,मत्स्यपालन
Fission,विखंडन
Fissure (large groove),विच्छेदन (मोठा खोबणी)
Fistular,मुठी
Five digits (pentadactyl),पाच अंक (पेंटाडाएक्टिल)
Five kingdom classification,पाच राज्य वर्गीकरण
Fix gene cluster,जीन क्लस्टरचे निराकरण करा
Fixative,फिक्सेटिव्ह
Fixed or immovable,निश्चित किंवा अचल
Fixed source,निश्चित स्त्रोत
Fixing agent,फिक्सिंग एजंट
Fixing microbe,मायक्रोब फिक्सिंग
Flaccid,फ्लॅकिड
Flagella,फ्लॅजेला
Flagellate,फ्लॅगलेट
Flagellated,फ्लॅगलेटेड
Flagellin,फ्लॅगेलिन
Flagellum,फ्लॅगेलम
Flame bulb,फ्लेम बल्ब
Flame cell,फ्लेम सेल
Flamingo,फ्लेमिंगो
Flat bean,फ्लॅट बीन
Flat epithelial cell,फ्लॅट एपिथेलियल सेल
Flat worm,सपाट किडा
Flattened bone,सपाट हाड
Flavin adenine dinucleotide,फ्लॅव्हिन en डेनिन डायनुक्लियोटाइड
Fleshy fruit,मांसल फळ
Flimmer filament,फ्लिमर फिलामेंट
Flipper,फ्लिपर
Floating rib,तरंगणारी बरगडी
Flocs,फ्लॉक्स
Flora,फ्लोरा
Floral morphology,फुलांचा मॉर्फोलॉजी
Floral structure,फुलांची रचना
Floral whorl,फुलांचा व्हर्ल
Florigen,फ्लोरिजेन
Flow cytometry,Cytometry प्रवाह
Flower bud,फ्लॉवर अंकुर
Flowering plant,फुलांचा वनस्पती
Fluid feeder,फ्लुइड फीडर
Fluid mosaic model,फ्लुइड मोझॅक मॉडेल
Fluorescence microscopy,फ्लूरोसेंस मायक्रोस्कोपी
Fluorescent dye,फ्लोरोसेंट डाई
Fluorescent screen,फ्लोरोसेंट स्क्रीन
Fluorine,फ्लोरिन
Fluorochrome,फ्लोरोक्रोम
Fluorochrome dye,फ्लोरोक्रोम डाई
Flux,प्रवाह
Fly ash,माशी राख
Flying-frog,फ्लाइंग-फ्रॉग
Flying fish,उड्डाण करणारे मासे
Flying lizard,उड्डाण करणारे हवाई परिवहन
Flying phalanger,उड्डाण करणारे हवाई परिवहन
Flying squirrel,फ्लाइंग गिलहरी
Focus,फोकस
Focussing aparatus,फोकसिंग अपारॅटस
Fodder,चारा
Foetal ejection reflex,गर्भाचा इजेक्शन रिफ्लेक्स
Foetus (fetus),गर्भ (गर्भ)
Foliage,पर्णसंभार
Foliar root,पर्णासंबंधी रूट
Folic acid,फॉलिक आम्ल
Follicle,कोल्ली
Follicle,कोल्ली
Follicle stimulating hormone (FSH),कूप उत्तेजक संप्रेरक (एफएसएच)
Follicular atresia,फोलिक्युलर अ‍ॅट्रेशिया
Food chain,अन्न साखळी
Food conducting element,अन्न आयोजित घटक
Food poisoning,अन्न विषबाधा
Food pyramid,अन्न पिरॅमिड
Food vacuole,अन्न व्हॅक्यूओल
Food web,फूड वेब
Foramen magnum,फोरेमेन मॅग्नम
Foramen ovale,फोरेमेन ओव्हले
Foraminiferan,फोरेमिनिफेरन
Force of adhesion,आसंजन शक्ती
Foreign DNA,परदेशी डीएनए
Forelimb,फोरलेआयएमबी
Forensic science,फॉरेन्सिक सायन्स
Foreskin,फोरस्किन
Foreskin,फोरस्किन
Forest,वन
Forest community,वन समुदाय
Forest tract,वन ट्रॅक्ट
Forestry,वनीकरण
Formative phase,फॉर्मेटिव्ह फेज
Fossa ovalis,फोसा ओव्हलिस
Fossil,जीवाश्म
Fossilised,जीवाश्म
Foster mother,पालक आई
Founder effect,संस्थापक प्रभाव
Founder,संस्थापक
Four-o-clock (mirabilis jalapa),चार-ओ-क्लॉक (मिराबिलिस जलपा)
Fovea,Fovea
Fowl,पक्षी
Fragility,नाजूकपणा
Fragmentation,विखंडन
Fragrant,सुगंध
Frame-shift mutation,फ्रेम-शिफ्ट उत्परिवर्तन
Frankia,फ्रँकिया
Free energy,विनामूल्य उर्जा
Free floating,विनामूल्य फ्लोटिंग
Free living microbe,विनामूल्य लिव्हिंग मायक्रोब
Free-central,मुक्त-मध्य
Free-living,मुक्त-लिव्हिंग
Freeze-etching technique,फ्रीझ-एचिंग तंत्र
Frond,फ्रॉन्ड
Frontal lobe,फ्रंटल लोब
Frozen state,गोठलेले राज्य
Frugivore,फ्रुगिव्होर
Fruit borer,फळ बोरर
Fruit follicle,फळ कूप
Fruiting body,फळ देणारे शरीर
Fruitlet,फळ
Fucoxanthin,फ्यूकोक्सॅन्थिन
Fuel material,इंधन सामग्री
Funaria,फनरिया
Function,कार्य
Functional residual capacity,कार्यात्मक अवशिष्ट क्षमता
Functional unit,कार्यात्मक युनिट
Fundus,फंडस
Fungal disease,बुरशीजन्य रोग
Fungal form,बुरशीजन्य फॉर्म
Fungal hypha,बुरशीजन्य हायफा
Fungal mycelium,बुरशीजन्य मायसेलियम
Fungi,बुरशी
Fungicide,बुरशीनाशक
Fungivorous,बुरशीवानी
Funicle,फ्युरिकल
Fur,फर
Furrow,फ्यूरो
Fusarium udum,फ्यूझेरियम उदम
Fusarium wilt,फ्यूझेरियम विल्ट
Fused sacral vertebra,फ्यूज्ड सेक्रल व्हर्टेब्रा
Fusiform root,फ्यूसिफॉर्म रूट
Fusion,फ्यूजन
Fusion,फ्यूजन
Galactan,गॅलॅक्टन
Galacto uronic acid,गॅलेक्टो यूरोनिक acid सिड
Galaxy,आकाशगंगा
Gall wasp,पित्त कचरा
Gall-bladder,पित्त-ब्रीडर
Gallus,गॅलस
Game fishing,गेम फिशिंग
Gamete,गेमेट
Gametic mortality,गेमेटिक मृत्यू
Gametogenesis,गेमेटोजेनेसिस
Gametophytic,गेमेटोफेटिक
Gamma diversity,गामा विविधता
Gamophyllous,गॅमोफिलस
Gamosepalous,गॅमोसेपलस
Ganga action plan,गंगा कृती योजना
Gaseous composition,वायू रचना
Gaseous pollution,वायू प्रदूषण
Gastric,जठरासंबंधी
Gastric inhibitory peptide,गॅस्ट्रिक इनहिबिटरी पेप्टाइड
Gastric juice,जठरासंबंधी रस
Gastrointestinal peptide hormone,गॅस्ट्रोइंटेस्टाइनल पेप्टाइड संप्रेरक
Gastrointestinal tract,अन्ननलिका
Gastrointestinal hormone,गॅस्ट्रोइंटेस्टाइनल हार्मोन
Gastroscope,गॅस्ट्रोस्कोप
Gastrovascular cavity,गॅस्ट्रोव्हस्क्युलर पोकळी
Gastrula,गॅस्ट्रुला
Gastrulatian,गॅस्ट्रुलेटियन
Gause's competitive exclusion principle,Gause चे स्पर्धात्मक अपवर्जन तत्व
Gavialis,गॅव्हियालिस
Geitonogamy,गिटोनोगामी
Gel filtration chromatography,जेल फिल्ट्रेशन क्रोमॅटोग्राफी
Gelatinous layer,जिलेटिनस लेयर
Gelidium,जेलिडियम
Gemma,जेम्मा
Gemmule,रत्न
Gene bank,जीन बँक
Gene cloning,जीन क्लोनिंग
Gene expression,जनुक अभिव्यक्ती
Gene gun,जीन गन
Gene insertion,जनुक अंतर्भूत
Gene introduction,जनुक परिचय
Gene lac,जीन लाख
Gene library (gene bank),जीन लायब्ररी (जीन बँक)
Gene map,जनुक नकाशा
Gene migration,जनुक स्थलांतर
Gene pool,जीन पूल
Gene splicing,जीन स्प्लिंग
Gene symbol,जनुक प्रतीक
Gene therapy,जीन थेरपी
Gene,जीन
General physiology,सामान्य शरीरविज्ञान
Generalisation,सामान्यीकरण
Generic name,सामान्य नाव
Generic name,सामान्य नाव
Generic name,सामान्य नाव
Genetic barrier,अनुवांशिक अडथळा
Genetic basis,अनुवांशिक आधार
Genetic block,अनुवांशिक ब्लॉक
Genetic code,अनुवांशिक कोड
Genetic continuity,अनुवांशिक सातत्य
Genetic counseling,अनुवांशिक समुपदेशन
Genetic disorder,अनुवांशिक डिसऑर्डर
Genetic diversity,अनुवांशिक विविधता
Genetic drift,अनुवांशिक प्रवाह
Genetic engineering,अनुवांशिक अभियांत्रिकी
Genetic equilibrium,अनुवांशिक समतोल
Genetic information,अनुवांशिक माहिती
Genetic level,अनुवांशिक पातळी
Genetic level,अनुवांशिक पातळी
Genetic map,अनुवांशिक नकाशा
Genetic material,अनुवांशिक सामग्री
Genetic mother,अनुवांशिक आई
Genetic transformation,अनुवांशिक परिवर्तन
Genetic variability,अनुवांशिक परिवर्तनशीलता
Genetic variation,अनुवांशिक भिन्नता
Genetically adapted,अनुवांशिकदृष्ट्या रुपांतरित
Genetically engineered,अनुवांशिकरित्या इंजिनियर केलेले
Genetically modified crop (GMC),अनुवांशिकरित्या सुधारित पीक (जीएमसी)
Genetically modified food,अनुवांशिकरित्या सुधारित अन्न
Genetically modified organism,अनुवांशिकरित्या सुधारित जीव
Geneticist,अनुवंशशास्त्रज्ञ
Genetics,अनुवांशिक
Genic balance theory,जेनिक बॅलन्स सिद्धांत
Genital,जननेंद्रिय
Genital herpes,जननेंद्रियाच्या नागीण
Genital papilla,जननेंद्रियाचे पेपिला
Genital pouch,जननेंद्रियाचे पाउच
Genome,जीनोम
Genomics,जीनोमिक्स
Genotype,जीनोटाइप
Gentianales,जेंटियानलेस
Genus,वंश
Geographical locality,भौगोलिक परिसर
Geological hsitory,भूगर्भीय एचएसटरी
Geological record,भौगोलिक रेकॉर्ड
Geological time scale,भौगोलिक वेळ स्केल
Geometry,भूमिती
Geothermal energy,भूगर्भीय ऊर्जा
Geotropism,भौगोलिकता
Geraniales,GERANIALES
Germ,अंकुर
Germ (sex) cell,जंतू (लिंग) सेल
Germ line defect,जंतू ओळ दोष
Germ theroy,जंतू थोरॉय
Germ tube,जंतू ट्यूब
Germinal tissue,जंतुनाशक ऊतक
Germination,उगवण
Germplasm,जर्मप्लाझम
Germplasm collection,जर्मप्लाझम संग्रह
Gerontologist,जीरंटोलॉजिस्ट
Gerontology,जीरंटोलॉजी
Gestation (gestation period),गर्भधारणा (गर्भधारणेचा कालावधी)
Ghost,भूत
Giant cylinder elctromagnet,राक्षस सिलेंडर एल्कट्रोमॅग्नेट
Giant nucleus,राक्षस न्यूक्लियस
Giant tortoise,राक्षस कासव
Giardia,गिआर्डिया
Gibbane ring,गिब्बेन रिंग
Gibberalla fujikuroi,गिब्बेरल्ला फुजीकुरोई
Gibberellin,गिब्बरेलिन
Gibbon,गिब्बन
Gill,गिल
Gill filament,गिल फिलामेंट
Gill filter feeding,गिल फिल्टर फीडिंग
Gill slit,गिल स्लिट
Ginkgo,जिन्कगो
Girdle,कमरपट्टी
Girdle bone,कमरपट्टी हाड
Girdling,गिर्लिंग
Gizzard,गिझार्ड
Glabrous,ग्लॅब्रस
Glacial deposit,हिमनदी ठेव
Glacial moraine,ग्लेशियल मोरेन
Gland,ग्रंथी
Glandiferous,ग्रंथी
Glandular epithelium,ग्रंथीचा उपकला
Glandular hair,ग्रंथीचा केस
Glans clitoridis,ग्लान्स क्लीटोरिडिस
Glans penis,ग्लान्स पुरुषाचे जननेंद्रिय
Glass and ceramic waste,ग्लास आणि सिरेमिक कचरा
Glenoid cavity,ग्लेनोइड पोकळी
Glia,ग्लिया
Glial cell (neuroglia cell),ग्लिअल सेल (न्यूरोग्लिया सेल)
Glial growth factor (GGF),ग्लिअल ग्रोथ फॅक्टर (जीजीएफ)
Gliding,ग्लाइडिंग
Gliding joint,ग्लाइडिंग संयुक्त
Global biodiversity,जागतिक जैवविविधता
Global warming,जागतिक तापमानवाढ
Globular embryo,ग्लोब्युलर गर्भ
Globular protein,ग्लोब्युलर प्रोटीन
Globule,ग्लोब्यूल
Globulin,ग्लोबुलिन
Glomerular filtration,ग्लोमेरुलर फिल्ट्रेशन
Glomerulonephritis,ग्लोमेरुलोनेफ्रायटिस
Glomerulus,ग्लोमेरुलस
Glomus,ग्लोमस
Gloriosa,ग्लोरिओसा
Glossobalanum,ग्लोसोबालनम
Glottis,ग्लोटिस
Glycogen granule,ग्लायकोजेन ग्रॅन्यूल
Glucocorticoid,ग्लुकोकोर्टिकॉइड
Glucagon,ग्लूकागॉन
Glucosamine,ग्लुकोसामाइन
Glucose,ग्लूकोज
Glucosinolate,ग्लूकोसिनोलेट
Glumaceae,ग्लुमासी
Glume,ग्लूम
Glutamate dehydrogenase,ग्लूटामेट डिहायड्रोजनेस
Glutamic acid,ग्लूटामिक acid सिड
Glutamine synthetase,ग्लूटामाइन सिंथेथेस
Glutamine,ग्लूटामाइन
Glycan strand,ग्लायकॅन स्ट्रँड
Glycerol,ग्लिसरॉल
Glycocalyx,ग्लायकोकॅलेक्स
Glycogen,ग्लायकोजेन
Glycogenesis,ग्लायकोजेनेसिस
Glycogenolysis,ग्लायकोजेनोलिसिस
Glycolipid,ग्लायकोलिपिड
Glycolysis,ग्लायकोलिसिस
Glycoprotein,ग्लायकोप्रोटीन
Glycosaminoglycan,ग्लायकोसामिनोग्लाइकन
Glycosurina,ग्लायकोसुरिना
Glyoxylate cycle,ग्लायओक्सिलेट सायकल
Glyoxysome,Glyoxysome
