Odiya,Kannada
c d। N. a। ସଂଗ୍ରହ,ಸಿ ಡಿ. ಎನ್. ಎ. ಸಂಗ್ರಹಣೆ
ପରିସର,ವ್ಯಾಪ್ತಿ
1. କକ୍ଷ 2. କକ୍ଷ,1. ಕೋಶ 2. ಕೋಶ
କେନ୍ଦ୍ରୀୟ ସାମ୍ନା ବ୍ୟବସ୍ଥା |,ಕೇಂದ್ರ ಮುಂಭಾಗದ ವ್ಯವಸ್ಥೆ
1. ବିନ୍ଦୁ 2. ଧ୍ୟାନ |,1. ಪಾಯಿಂಟ್ 2. ಫೋಕಸ್
ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |,ಕೇಂದ್ರಾಪಗಾಮಿ
ସେଣ୍ଟ୍ରିଫୁଗ୍,ಕೇಂದ್ರಾಪಗಾಮಿ
ତାରା କେନ୍ଦ୍ର |,ನಕ್ಷತ್ರ ಕೇಂದ್ರ
epigenetic,ಎಪಿಜೆನೆಟಿಕ್
କେନ୍ଦୁ ra ର,ಕೇಂದ್ರರಾಜ
ଲୁମ୍,ಮಗ್ಗ
1. ଶସ୍ୟ 2. କ୍ରମିକ |,1. ಏಕದಳ 2. ಸೀರಿಯಲ್
1. ପ୍ରମାଣପତ୍ର 2. ପ୍ରମାଣପତ୍ର,1. ಪ್ರಮಾಣೀಕರಣ 2. ಪ್ರಮಾಣೀಕರಣ
ପ୍ରମାଣିତ ବିହନ |,ಪ್ರಮಾಣೀಕೃತ ಬೀಜ
1. ନଡ଼ା 2. କୁଟି 3. ଶାଲକ ସାହାପାତ୍ର |,1. ಹುಲ್ಲು 2. ಕುಟ್ಟಿ 3. ಶಾಲಕ್ ಸಹಪಾತ್ರ
1. ନିବାଗ 2. କ ail ଲାଜା |,1. ನಿಭಾಗ್ 2. ಕೈಲಾಜಾ
ଚିମୋଗ୍ରାଫି,ಕೈಮೊಗ್ರಫಿ
1. କିଆଜମା 2. ବ୍ୟସ୍ତ,1. ಕಿಯಾಜ್ಮಾ 2. ಕಾರ್ಯನಿರತ
ସୁପରକୋଲିଂ ଘଣ୍ଟା |,ಸೂಪರ್ ಕೂಲಿಂಗ್ ಗಂಟೆಗಳು
ବରଫର କ୍ଷତି |,ಫ್ರಾಸ್ಟ್ ಹಾನಿ
1. ଭିଚିରୋଟାକି 2. ଚିମେରା |,1. ವಿಚಿರೋಟಕಿ 2. ಚಿಮೆರಾ
ସବୁଜ ପୋଖରୀ |,ಹಸಿರು ಗಂಜಿ
1. ପତ୍ର 2. ସବୁଜ,1. ಎಲೆಗಳು 2. ಹಸಿರು
ସିଆନୋସିସ୍ |,ಸೈನೋಸಿಸ್
ଜ bi ବିକ ବଣ୍ଟନ ବିଜ୍ science ାନ |,ಜೈವಿಕ ವಿತರಣಾ ವಿಜ್ಞಾನ
1. କ୍ରୋମାଟିଡସ୍ 2. ଅଧା କ୍ରୋମୋଜୋମ୍ |,1. ಕ್ರೊಮಾಟಿಡ್ಸ್ 2. ಅರ್ಧ ವರ್ಣತಂತುಗಳು
କ୍ରୋମାଟିନ୍,ಕ್ರೊಮಾಟಿನ್
କ୍ରୋମାଟୋଗ୍ରାଫି |,ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
କ୍ରୋମାଟିନେସନ୍,ಕ್ರೊಮಾಟಿಲೇಷನ್
atrial point,ಹೃತ್ಕರ್ಣದ ಬಿಂದು
କ୍ରୋମାଟୋଜେନେସିସ୍,ಕ್ರೊಮಾಟೊಜೆನೆಸಿಸ್
1. କ୍ରୋମୋପ୍ରୋଟେନ୍ 2. ପିଗମେଣ୍ଟ୍ରୋଟିନ୍ |,1. ಕ್ರೋಮೋಪ್ರೋಟೀನ್ 2. ಪಿಗ್ಮೆಂಟ್ಪ್ರೋಟೀನ್
1. କ୍ରୋମୋଜୋମ୍ 2. କ୍ରୋମୋଜୋମ୍ |,1. ವರ್ಣತಂತುಗಳು 2. ವರ್ಣತಂತುಗಳು
1. କ୍ରନିକ୍ 2. କ୍ରନିକ୍ 3. କ୍ରନିକ୍ 4. ପୁରୁଣା |,1. ದೀರ್ಘಕಾಲದ 2. ದೀರ್ಘಕಾಲದ 3. ದೀರ್ಘಕಾಲದ 4. ಬಳಕೆಯಲ್ಲಿಲ್ಲದ
citrange,ಸಿಟ್ರೇಂಜ್
ପତିତପାବନ ପର୍ବ |,ಶರತ್ಕಾಲದ ಹಬ್ಬ
ବର୍ଗୀକରଣ,ವರ್ಗೀಕರಣ
1. ମାଟି 2. ମାଟି,1. ಮಣ್ಣು 2. ಮಣ್ಣು
1. ସଫା କରିବା 2. ସ୍କ୍ରବିଂ 3. ସଫା କରିବା 4. ଶୁଦ୍ଧତା |,1. ಶುಚಿಗೊಳಿಸುವಿಕೆ 2. ಸ್ಕ್ರಬ್ಬಿಂಗ್ 3. ಸ್ವಚ್ಛಗೊಳಿಸುವಿಕೆ 4. ಶುದ್ಧೀಕರಣ
ସ୍ଥାୟୀ ପ୍ରଦୂଷଣ |,ನಿರಂತರ ಪರಾಗಸ್ಪರ್ಶ
କ୍ରୁଶବିହୀନ ଫଳ |,ಶಿಲುಬೆಯ ಹಣ್ಣು
ଜଳବାୟୁ,ಹವಾಮಾನ
ଜଳବାୟୁ,ಹವಾಮಾನಶಾಸ್ತ್ರ
କେଶ,ಬರಿಯ
ଗୁଣ୍ଡ (ମାଟି),ಉಂಡೆ (ಜೇಡಿಮಣ್ಣು)
କ୍ଲୋନ୍ |,ತದ್ರೂಪಿ
1. କ୍ଲାଉଡ୍ 2. କ୍ଲାଉଡ୍ |,1.ಮೋಡಗಳು 2.ಮೋಡಗಳು
ump ୁଲା |,ಗೊಂಚಲು
ଗୁଣ୍ଡ |,ಗುಂಪನ್ನು
1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |,1. ಒರಟು 2. ಒರಟು 3. ಕಚ್ಚಾ 4. ಒರಟು
1. କଭର 2. ଚମଡା,1. ಕವರ್ 2. ಲೆಥೆರೆಟ್
କୋୟା,ಕೋಯಾ
1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |,1. ಕೋಎಂಜೈಮ್ 2. ಸಹ-ಕಿಣ್ವ
ମିଳନ,ಒಗ್ಗಟ್ಟು
1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |,1. ಫೈಬರ್ (ಸೆಣಬು) 2. ತೆಂಗಿನಕಾಯಿ ಒರಟು
ମୁଲାନକୁର ଚୋଲା |,ಮುಳಂಕೂರು ಚೋಳ
,
କୋଲଏଡ୍ (ମାଟି),ಕೊಲೊಯ್ಡ್ (ಮಣ್ಣು)
1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା,1.ಕಾಲಮ್ 2.ಕೊಲುಮೆಲ್ಲಾ
1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ,1. ಪೆನಾಲ್ಟಿ 2. ಕಾಲಮ್ 3. ಕಾಲಮ್
ଯୋଗାଯୋଗ,ಕಮ್ಯುನಿಯನ್
ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |,ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್
1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ,1. ಸರಕು 2. ಸರಕು
ସମ୍ପ୍ରଦାୟ,ಸಮುದಾಯ
ସଙ୍କୋଚନ (ମାଟିର),ಸಂಕೋಚನ (ಮಣ್ಣಿನ)
1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |,1. ಹೊಂದಾಣಿಕೆ 2. ಹೊಂದಾಣಿಕೆ
ସୁସଙ୍ଗତତା,ಹೊಂದಾಣಿಕೆ
1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ,1. ಪರಿಹಾರ 2. ಪರಿಹಾರ
ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |,ಸ್ಪರ್ಧಾತ್ಮಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ
ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |,ಪೂರಕ ಬೆಳೆ
1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ,1.ಸಂಯೋಜಿತ 2.ಸಂಕೀರ್ಣ
ବିଧାନସଭା,ಘಟಕ
ରଚନା,ಸಂಯೋಜನೆ
କମ୍ପୋଷ୍ଟ,ಗೊಬ್ಬರ
ଯ ound ଗିକ ଆଗ୍ରହ |,ಚಕ್ರಬಡ್ಡಿ
ଗଣନା,ಗಣನೆ
1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର,1. ಕಂಪ್ಯೂಟರ್ 2. ಕಂಪ್ಯೂಟರ್
1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା,1. ಏಕಾಗ್ರತೆ 2. ಏಕಾಗ್ರತೆ
1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ,1. ಆಪ್ಟಿಮೈಜರ್ 2. ರಿವೈಟಲೈಸರ್
କଣ୍ଡକ୍ଟିଭିଟି,ವಾಹಕತೆ
1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ,1. ಕಾನ್ಫಿಗರೇಶನ್ 2. ಕಾನ್ಫಿಗರೇಶನ್
1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |,1. ಅನುಸರಣೆ 2. ಸಂರಚನೆ 3. ಅನುಸರಣೆ
1. ଏକୀକରଣ 2. ହାଇବ୍ରିଡାଇଜେସନ୍ |,1. ಏಕೀಕರಣ 2. ಹೈಬ್ರಿಡೈಸೇಶನ್
ସଂଯୋଗ,ಸಂಯೋಗ
1. ଯୋଗୀ 2. ସଂଯୋଜକ |,1. ಸಂಯೋಜಕ 2. ಸಂಯೋಜಕ
ସୁରକ୍ଷା,ರಕ್ಷಣೆ
ଏକୀକରଣ,ಬಲವರ್ಧನೆ
1. ଉପାଦାନ 2. ଉପାଦାନଗୁଡ଼ିକ |,1. ಪದಾರ್ಥ 2. ಪದಾರ್ಥಗಳು
ଗ୍ରାହକ,ಗ್ರಾಹಕ
ବ୍ୟବହାର,ಬಳಕೆ
ପ୍ରଦୂଷଣ,ಮಾಲಿನ್ಯ
କଣ୍ଟୁର ରୋପଣ |,ಬಾಹ್ಯರೇಖೆ ನೆಟ್ಟ
ବିଷୟବସ୍ତୁ ରେଖା |,ಬಾಹ್ಯರೇಖೆ ರೇಖೆ
1. ଚୁକ୍ତିନାମା ଚାଷ 2. ଚୁକ୍ତିନାମା ଚାଷ 3. ଚୁକ୍ତିନାମା ଚାଷ |,1. ಗುತ್ತಿಗೆ ಕೃಷಿ 2. ಗುತ್ತಿಗೆ ಕೃಷಿ 3. ಗುತ್ತಿಗೆ ಕೃಷಿ
ନିୟନ୍ତ୍ରିତ ବାୟୁମଣ୍ଡଳ ସଂରକ୍ଷଣ |,ನಿಯಂತ್ರಿತ ವಾತಾವರಣದ ಶೇಖರಣೆ
ସମବାୟ ବ୍ୟାଙ୍କ,ಸಹಕಾರಿ ಬ್ಯಾಂಕ್
ସମବାୟ ସମାଜର ସଦସ୍ୟ |,ಸಹಕಾರ ಸಂಘದ ಸದಸ್ಯ
ଗୁଲମାଭାନ୍ |,ಗುಲ್ಮಾವನ್
କ୍ୟୁବ୍,ಘನಾಕೃತಿಯ
1. ଡାଲପୁଞ୍ଜ 2. କରୋଲା |,1. ದಾಲ್ಪುಂಜ್ 2. ಕೊರೊಲ್ಲಾ
1. କର୍ଟେକ୍ସ 2. କର୍ଟେକ୍ସ,1. ಕಾರ್ಟೆಕ್ಸ್ 2. ಕಾರ್ಟೆಕ್ಸ್
ମୂଲ୍ୟ,ವೆಚ್ಚ
କୋଟିଲଡନ୍ |,ಕೋಟಿಲ್ಡನ್
କ୍ରେଡିଟ୍ କମିଟି,ಕ್ರೆಡಿಟ್ ಸಮಿತಿ
1. ending ଣ 2. କ୍ରେଡିଟ୍,1. ಸಾಲ ನೀಡಿಕೆ 2. ಕ್ರೆಡಿಟ್
1. ender ଣଦାତା 2. କ୍ରେଡିଟର୍,1. ಸಾಲದಾತ 2. ಸಾಲಗಾರ
1. କ୍ରେଷ୍ଟ 2. ଭର୍ଟେକ୍ସ 3. ସ୍ପାୟର୍ |,1. ಕ್ರೆಸ್ಟ್ 2. ಶೃಂಗ 3. ಶಿಖರ
ପ୍ରତ୍ୟାହାର,ಹಿಂತೆಗೆದುಕೊಳ್ಳುವಿಕೆ
ସମସ୍ୟା,ಸಮಸ್ಯೆ
ପରୀକ୍ଷା,ಪರೀಕ್ಷೆ
ଗୁରୁତର,ನಿರ್ಣಾಯಕ
ଫସଲ ବୀମା |,ಬೆಳೆ ವಿಮೆ
ଫସଲ loan ଣ,ಬೆಳೆ ಸಾಲ
1. ଫସଲ 2. ଫସଲ,1. ಬೆಳೆ 2. ಬೆಳೆ
ଚାଷ କ୍ଷେତ୍ର,ಕೃಷಿ ಪ್ರದೇಶ
କ୍ରସ୍ ଅସଙ୍ଗତ |,ಅಡ್ಡ ಹೊಂದಾಣಿಕೆಯಾಗುವುದಿಲ್ಲ
1. ମୁକୁଟ 2. ଶିଖର (ଉଦ୍ଭିଦ),1. ಕಿರೀಟ 2. ಪಿನಾಕಲ್ (ಸಸ್ಯ)
ନରମ କଣିକା |,ಮೃದು ಕಣಗಳು
ଭୂତଳ,ಕ್ರಸ್ಟ್
1. କ୍ରିପ୍ଟୋଗାମ 2. ଅଣ-ଫ୍ଲୋରିଫର୍ମ |,1. ಕ್ರಿಪ್ಟೋಗಮ್ 2. ಫ್ಲೋರಿಫಾರ್ಮ್ ಅಲ್ಲದ
ଛେଦନ (ଫଳ),ಕತ್ತರಿಸು (ಹಣ್ಣು)
କଲମ,ಪೆನ್ನು
କୃଷି ପ୍ରକାର,ತಳಿ ವೈವಿಧ್ಯ
1. ଟ୍ରାକ୍ସନ୍ 2. କୃଷି 3. ଚାଷ,1. ಎಳೆತ 2. ಕೃಷಿ 3. ಬೇಸಾಯ
1. କୃଷକ 2. କୃଷକ,1. ರೈತ 2. ಕೃಷಿಕ
1. ଚାଷ 2. ଚାଷ 3. ପାଳିବା |,1. ಸಾಗುವಳಿ 2. ಸಾಗುವಳಿ 3. ಪಾಲನೆ
1. ଉତ୍ସ 2. ପ୍ରସ୍ତୁତି,1.ಸಂಪನ್ಮೂಲ 2.ತಯಾರಿಕೆ
1. କୁଣ୍ଟାଲାନ୍ 2. କୁଞ୍ଚନ୍ |,1.ಕುಂತಲನ್ 2.ಕುಂಚೋನ್
ସ୍ଥିତି,ಭಂಗಿ
1. ଏପିଡର୍ମିସ୍ 2. କଟିକଲ୍ |,1. ಎಪಿಡರ್ಮಿಸ್ 2. ಹೊರಪೊರೆ
1. କଲମ 2. କାଟିବା 3. କାଟିବା 4. କାଟିବା 5. କାଟିବା |,1. ಪೆನ್ 2. ಕತ್ತರಿಸುವುದು 3. ಕತ್ತರಿಸುವುದು 4. ಕತ್ತರಿಸುವುದು 5. ಕತ್ತರಿಸುವುದು
1. ପୋକ କର୍ପସ୍ 2. ସିଷ୍ଟ 3. ସିଷ୍ଟ 4. ବିକୃତ ଲମ୍ପ 5. ନିଓପ୍ଲାଜମ୍ |,1. ವರ್ಮ್ ಕಾರ್ಪಸ್ 2. ಚೀಲ 3. ಚೀಲ 4. ವಿರೂಪಗೊಂಡ ಗಡ್ಡೆ 5. ನಿಯೋಪ್ಲಾಸಂ
ସାଇଟୋକ୍ରୋମ୍ |,ಸೈಟೋಕ್ರೋಮ್
କକ୍ଷ ଯୋଡି,ಜೀವಕೋಶದ ಜೋಡಣೆ
କକ୍ଷ ପ୍ରଜନନ |,ಜೀವಕೋಶದ ಸಂತಾನೋತ್ಪತ್ತಿ
କୋଷ ଜେନେଟିକ୍ସ |,ಜೀವಕೋಶದ ತಳಿಶಾಸ್ತ್ರ
ସାଇଟୋପ୍ଲାଜାମିକ୍ ବିଭାଜନ |,ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ವಿಭಾಗ
କୋଷ ଜୀବ ବିଜ୍ଞାନ |,ಜೀವಕೋಶದ ಜೀವಶಾಸ್ತ್ರ
ସେଲ୍ ଲାଇସିସ୍ |,ಜೀವಕೋಶದ ವಿಘಟನೆ
1. ସାଇଟୋମେର୍ 2. ସେଲ୍ ସେଗମେଣ୍ଟେସନ୍ |,1. ಸೈಟೋಮಿಯರ್ 2. ಕೋಶ ವಿಭಜನೆ
ସାଇଟୋପ୍ଲାଜମ୍ |,ಸೈಟೋಪ್ಲಾಸಂ
1. ଦୁଗ୍ଧ 2. ଦୁଗ୍ଧ,1. ಡೈರಿ 2. ಡೈರಿ
ଦୁଗ୍ଧ ଶିଳ୍ପ,ಡೈರಿ ಉದ್ಯಮ
1. ବନ୍ଧ 2. ପ୍ରଜନକ,1. ಅಣೆಕಟ್ಟು 2. ತಳಿಗಾರ
ଦିନ ସଂପୂର୍ଣ୍ଣ ଉଦ୍ଭିଦ |,ದಿನ ಸಂಪೂರ್ಣ ಸಸ್ಯ
ଫୁଲର ଦିନ ପରେ |,ಹೂಬಿಡುವ ನಂತರ ದಿನ
ପୂର୍ଣ୍ଣ ଫୁଲର ଦିନ ପରେ |,ಪೂರ್ಣ ಹೂಬಿಡುವ ನಂತರ ದಿನ
ଅପାରଗତା |,ಅಸಮರ್ಥತೆ
decalcification,ಡಿಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
1. ସ୍ଥାନାନ୍ତର 2. ସ୍ଥାନାନ୍ତର,1. ಹೊರಹಾಕು 2. ಹೊರಹಾಕು
କ୍ଷୟ,ಕೊಳೆತ
ପତଳା,ಪತನಶೀಲ
1. ଦଶମିକ 2. ଦଶମିକ,1. ದಶಮಾಂಶ 2. ದಶಮಾಂಶ
ତୁଚ୍ଛତା,ಕೀಳರಿಮೆ
ଅନୁରାନ୍ (ମୃତ୍ତିକା),ಅನುರಾನ್ (ಮಣ್ಣು)
ଭିପୁଷ୍ପନ୍ |,ವಿಪುಷ್ಪನ್
ବିଲିଂ,ಬಿಲ್ಲಿಂಗ್
ଜଙ୍ଗଲ ନଷ୍ଟ,ಅರಣ್ಯನಾಶ
ଅପମାନ,ಅವಮಾನ
ଅବନତି |,ಅವನತಿ
ପାର୍ଟ ଦିନ,ಭಾಗ ದಿನ
1. ପରିମାଣ 2. ଭାଗ,1. ಪ್ರಮಾಣ 2. ಭಾಗ
ଅବହେଳା |,ಅಳಿವು
ହଳ ଅପସାରଣ |,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
ହଳ ଅପସାରଣ |,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
ଡିହାଇଡ୍ରେସନ୍,ನಿರ್ಜಲೀಕರಣ
ଆନ୍ହାଇଡ୍ରସ୍,ಜಲರಹಿತ
ଚାହିଦା,ಬೇಡಿಕೆ
1. ଅବନତି 2. ଗୁଣନ,1. ಡಿನಾಟರೇಶನ್ 2. ಗುಣಾಕಾರ
ନିନ୍ଦା,ನಿಂದನೆ
1. ଜମା (ମୃତ୍ତିକା) 2. ଜମା (ଅର୍ଥନୀତି),1. ಠೇವಣಿ (ಮಣ್ಣು) 2. ಠೇವಣಿ (ಅರ್ಥಶಾಸ್ತ್ರ)
ଜମା,ಠೇವಣಿ
1. ଅବନତି 2. ଅବନତି,1. ಸವಕಳಿ 2. ಸವಕಳಿ
ନିଷ୍କାସନ,ನಿರ್ಲವಣೀಕರಣ
1. ଜଳ ଶୁଖିବା 2. ଡିହାଇଡ୍ରେସନ୍ |,1. ನೀರು ಒಣಗಿಸುವುದು 2. ನಿರ್ಜಲೀಕರಣ
1. ଡିଜାଇନ୍ 2. ଡିଜାଇନ୍,1. ವಿನ್ಯಾಸ 2. ವಿನ್ಯಾಸ
ଶୁଖୁଆ |,ಒಣ
କର୍ଣ୍ଣଲ ଅପସାରଣ,ಕರ್ನಲ್ ತೆಗೆಯುವಿಕೆ
ଡି-ଇଣ୍ଟରକାଲେସନ୍ |,ಡಿ-ಇಂಟರ್ಕಲೇಶನ್
ସଂଯୋଗ,ಸಂಯೋಗ
1. ପୁରୁଷ ମଞ୍ଜରୀ ନିଷ୍କାସନ (ମକା) 2. ବଲାର୍ ନିଷ୍କାସନ |,1. ಗಂಡು ಮಂಜರಿ ಉದ್ಧರಣ (ಮೆಕ್ಕೆಜೋಳ) 2. ಬಲ್ಲರ್ ಹೊರತೆಗೆಯುವಿಕೆ
ବଲାର୍ କିମ୍ବା କୁନ୍ଦନ କାଟିବା |,ಬಲ್ಲರ್ ಅಥವಾ ಕುಂದನ್ ಕತ್ತರಿಸುವುದು
ନିର୍ଣ୍ଣୟକାରୀ,ನಿರ್ಣಯಕ
ମୂଲ୍ୟ ହ୍ରାସ,ಅಪಮೌಲ್ಯೀಕರಣ
ଡି-ଶାକାହାରୀ |,ಸಸ್ಯರಹಿತ
ବ୍ୟତିକ୍ରମ,ವಿಚಲನ
ଦୁଇଥର |,ದುಪ್ಪಟ್ಟು
ନିରାକରଣ,ರೋಗನಿರ್ಣಯ
ଭିନ୍ନ ପରିପକ୍ .ତା |,ವಿಭಿನ್ನ ಪ್ರಬುದ್ಧತೆ
ବିଭାଜନ,ಕವಲೊಡೆಯುವಿಕೆ
1. ଡିକୋଟିଲଡନ୍ 2. ଡିକୋଟିଲଡନ୍ (ବିହନ),1. ಡೈಕೋಟಿಲ್ಡನ್ 2. ಡೈಕೋಟಿಲ್ಡನ್ (ಬೀಜ)
ପିଠି ରୋଗ,ಬೆನ್ನು ರೋಗ
1. ବିଭାଜନ 2. ବିଭେଦ |,1. ಪ್ರಸರಣ 2. ಪ್ರಸರಣ
ହଜମ ଯୋଗ୍ୟତା |,ಜೀರ್ಣಸಾಧ್ಯತೆ
ଡିହାଇବ୍ରିଡ୍ |,ಡೈಹೈಬ್ರಿಡ್
1. ଡ୍ୟାମ୍ 2. ଡ୍ରେନ୍ 3. ପରିବାର |,1. ಅಣೆಕಟ್ಟು 2. ಚರಂಡಿ 3. ಕುಟುಂಬ
ଅଳ୍ପ,ಅತ್ಯಲ್ಪ
1. ଏକମାତ୍ର 2. ଏକମାତ୍ର |,1. ಏಕಪತ್ನಿ 2. ಏಕಪತ್ನಿ
ଡିପ୍ଲଏଡ୍ |,ಡಿಪ್ಲಾಯ್ಡ್
1. ଡିପ୍ଲଏଡ୍ 2. ଡିପ୍ଲଏଡ୍ |,1. ಡಿಪ್ಲಾಯ್ಡ್ 2. ಡಿಪ್ಲಾಯ್ಡ್
ଡିପୋଲ୍,ದ್ವಿಧ್ರುವಿ
1. ନିଷ୍କାସନ 2. ବୁଡ୍ ଅପସାରଣ |,1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಬಡ್ ತೆಗೆಯುವಿಕೆ
1. ହଳ ହଳ କରିବା 2. ଘୂର୍ଣ୍ଣନ |,1. ನೇಗಿಲು ಉಳುಮೆ 2. ನೂಲುವ
ରିହାତି,ರಿಯಾಯಿತಿ
ନିରାକରଣ,ಸೋಂಕುಗಳೆತ
1. ବିଚ୍ଛେଦ 2. ବିଛାଇବା |,1. ಪ್ರಸರಣ 2. ಸ್ಕ್ಯಾಟರಿಂಗ್
1. ବିଛାଇବା 2. ଭିନ୍ନତା |,1. ಚದುರುವಿಕೆ 2. ವ್ಯತ್ಯಾಸ
ବିବିଧକରଣ,ವೈವಿಧ್ಯೀಕರಣ
ବିବିଧ କୃଷି |,ವೈವಿಧ್ಯಮಯ ಕೃಷಿ
dna step,ಡಿಎನ್ಎ ಹೆಜ್ಜೆ
DNA | ରସିଦ,ಡಿಎನ್ಎ ರಿಸೀವರ್
ଡକ୍ ନିଯୁକ୍ତି |,ಡಾಕ್ ಬಾಡಿಗೆ
ପ୍ରଭାବଶାଳୀ |,ಪರಿಣಾಮಕಾರಿ
ଶୋଇବା,ಸುಪ್ತಾವಸ್ಥೆ
1. ପରିମାଣ 2. ଡୋଜ୍ 3. ଡୋଜ,1. ಪ್ರಮಾಣ 2. ಡೋಸೇಜ್ 3. ಡೋಸೇಜ್
ଡବଲ୍ ସିଗମଏଡ୍ ବକ୍ର,ಡಬಲ್ ಸಿಗ್ಮೋಯ್ಡ್ ಕರ್ವ್
1. ଗସ୍ତ 2. ବିସ୍ତାର,1. ಬಿರುಗಾಳಿ 2. ಹಿಗ್ಗಿಸಿ
1. ନିଷ୍କାସନ ଡ୍ରେନ୍ 2. ପ୍ରବାହିତ,1. ಎಕ್ಸಾಸ್ಟ್ ಡ್ರೈನ್ 2. ಎಫ್ಲುಯೆಂಟ್
ଜଳ ନିଷ୍କାସନ,ಒಳಚರಂಡಿ
ଟ୍ରାକ୍ସନ୍,ಎಳೆತ
1. medicine ଷଧ ଦିଅ,1. ಔಷಧಿ ಕೊಡು 2. ಕುಡಿಸು
ପ୍ରସାଧନ ସାମଗ୍ରୀ (ମଞ୍ଜି),ಸೌಂದರ್ಯವರ್ಧಕಗಳು (ಬೀಜಗಳು)
1. ଆଗର୍ 2. ଅସ୍ଥାୟୀ ଦୋଷ 3. ଡ୍ରିଲ୍ 4. ଆଗର୍ |,1. ಆಗರ್ 2. ಆಳವಿಲ್ಲದ ದೋಷ 3. ಡ್ರಿಲ್ 4. ಆಗರ್
1. ଛିଦ୍ର 2. ଡ୍ରିଲ୍ 3. ଡ୍ରିଲ୍ |,1. ರಂಧ್ರ 2. ಡ್ರಿಲ್ 3. ಡ್ರಿಲ್
1. ଡ୍ରିଲିଂ 2. ଡ୍ରିଲ ସହିତ ବୁଣିବା 3. ଡ୍ରିଲ ସହିତ ing ାଳିବା |,1. ಕೊರೆಯುವುದು 2. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಬಿತ್ತನೆ 3. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಸುರಿಯುವುದು
ଡ୍ରପ୍ ଜଳସେଚନ,ಹನಿ ನೀರಾವರಿ
ଶୁଖିଲା ଚାଷ,ಒಣ ಬೇಸಾಯ
1. ଧୂଳି 2. ବୁକନି |,1.ಧೂಳು 2.ಬುಕ್ನೆ
1. ଧୂଳି 2. ଛିନ୍ନଛତ୍ରକାରୀ |,1. ಡಸ್ಟರ್ 2. ಸ್ಕ್ಯಾಟರರ್
ଛିଞ୍ଚିବା ପାଇଁ |,ಚಿಮುಕಿಸಲು
1. ବଧୂ 2. ଭାମନା |,1. ಕುಬ್ಜ 2. ವಾಮನ
ଭାମନା ପିରାମିଡ୍ |,ವಾಮನ ಪಿರಮಿಡ್
ଭାମିନୀ ଭବନ,ವಾಮಿನಿ ಭವನ
ପରିବେଶ,ಪರಿಸರ ವಿಜ್ಞಾನ
ଅର୍ଥନୀତି,ಅರ್ಥಶಾಸ್ತ್ರ
ଅର୍ଥନ efficiency ତିକ ଦକ୍ଷତା |,ಆರ್ಥಿಕ ದಕ್ಷತೆ
ପରିସ୍ଥିତି ପ୍ରକାର |,ಸಾಂದರ್ಭಿಕ ಪ್ರಕಾರ
ଅତିରିକ୍ତ ସ୍ତରୀୟ |,ಹೆಚ್ಚುವರಿ ಶ್ರೇಣೀಕೃತ
ନରମ,ಮೃದು
ମୃତ୍ତିକା ବିଜ୍ଞାନ |,ಮಣ್ಣಿನ ವಿಜ್ಞಾನ
1. ବ୍ରିଜ୍ 2. ଏଡିଙ୍ଗ୍ 3. ଷ୍ଟ୍ରାଣ୍ଡ୍ ବନ୍ଦ |,1. ಸೇತುವೆ 2. ಅಂಚು 3. ಸ್ಟ್ರಾಂಡ್ ಮುಚ್ಚುವಿಕೆ
ଖାଦ୍ୟ ଅଂଶ,ಆಹಾರ ಭಾಗ
