English,Bengali
crystallographer,স্ফটিক বিজ্ঞানী
Crystallographic,স্ফটিক-কাঠামোগত
Crystallographical,স্ফটিক গঠন
crystallography,"ক্রিস্টালোগ্রাফি, স্ফটিক বিজ্ঞান"
crystal translation operation (=lattice translation operation),জালি স্থানান্তর অপারেশন
crystal whiskers,স্ফটিক ধোঁয়া
Cube,কিউব কিউব
Cubic,"ঘনক, ঘনক, ঘনক, ত্রিভুজ, ঘনক, ত্রিভুজ"
Cubical Cleavage,কিউবিক ফাটল
Cubicle,অরবিটাল
Cumulative,ক্রমবর্ধমান
Curie constant,কিউরি ধ্রুবক
Curie effect,কিউরি এফেক্ট
Curic-point,"কিউরি পয়েন্ট, কিউরি তাপমাত্রা, কুরি ডিম্যাগনেটাইজেশন পয়েন্ট"
curie (unit),কিউরি
current,প্রবাহ
current element,স্রোতের সংখ্যালঘু
Curtailment,বিতরণ
Curvature,বক্রতা
Curve,বক্ররেখা বক্ররেখা
Curved,বাঁকা
curved beam,বক্ররেখা বার
curved surface,বাঁকা পাতা
curve of growth,বৃদ্ধি বক্ররেখা
Curvilinear,বক্ররেখা
cut-off,"ছিদ্রকারী, কাটা"
cut off field,শেষ স্থান
cut off frequency,শেষ ফ্রিকোয়েন্সি
cut off point,শেষপ্রান্ত
cut off velocity,টার্মিনাল পয়েন্ট বেগ
cut off voltage,টার্মিনাল ভোল্টেজ
Cutter,"অভিনয়কারী, অভিনয়কারী"
Cybernetics,সাইবারনেটিক্স
Cycle,"চক্র, চক্র, চক্র"
cycle per second,প্রতি সেকেন্ডে চক্র
cyclic,"চক্রাকার, চক্রীয়"
Cycling,স্পিন
cycloidal pendulum,চক্রীয় পেন্ডুলাম
Cyclotron,সাইক্লোট্রন
cyclotron frequency,সাইক্লোট্রন ফ্রিকোয়েন্সি
cylinder,"সিলিন্ডার, সিলিন্ডার"
Cylindrical,"নলাকার, সিলিন্ডার আকৃতি, সিলিন্ডার, সিলিন্ডার"
cylindrical harmonics,সিলিন্ডার সুরেলা
damped,স্যাঁতসেঁতে
damped harmonic oscillation,স্যাঁতসেঁতে সহজ সুরেলা দোলন
Damping,দাম্পার
Daniell cell,ড্যানিয়েল সেল
dark,অন্ধকার
data processing,"রিসোর্স রিসোর্স, রিসোর্স রিসোর্স, ট্রাস্ট রিসোর্স"
Daughter,"পচন উৎপাদনকারী, দুধ উৎপাদিত, পিতামাতা, বংশধর"
Davission Germer experiment,ডেভিসন গরম পরীক্ষা
d .c. (=zero frequency component),ডিসি (নির্দেশক)
dead space,নিষ্ক্রিয় অংশ
dead spot,নীরব জায়গা
de Broglie wave length,ডি ব্রাগ্লি তরঙ্গদৈর্ঘ্য
Debye charactristic temperature,Debye বৈশিষ্ট্যগত তাপমাত্রা
Debye length,"Debye দৈর্ঘ্য, Debye দূরত্ব"
Debye relaxation time,ঋণ অবকাশ
decay,ক্ষয়
decay constant,ক্ষয় সূচক
decelerating,diluent
deceleration,স্থগিত করা
deceleration time,বিরতি সময়
Decibel,ডেসিবেল
decibelmeter,ডেসিবেলোমিটার
Decimal,"দশমিক, দশমিক"
declassify,শ্রেণীবিভাগ
declination,"উত্থান, বিপ্লব, উদ্যোগ, পতন"
declination circle,আইসোমেট্রিক বৃত্ত
Decoder,ডিকোডার
decomposition,"পচন, দ্রবীভূতকরণ"
Decompression,ডিকম্প্রেশন
decontamination,দূষণ
Decoration,অলংকরণ
Decoupling,সংযোজন
decreasing function,হ্রাস ফাংশন
Decrement,আবহাওয়া
Deemphasis,লঙ্ঘন
deep level,সাবফ্লোর
dcep space,গভীর স্থান
De-excitation,ডেরিভেশন
Defect,"ত্রুটি, ত্রুটি, ক্ষতি, ঘাটতি"
Defective,অন্যায়
Defensive,অনাক্রম্যতা
defining aperture,সীমাবদ্ধ দরজা
definition,"সংজ্ঞা, স্বচ্ছতা"
Deflect,বিচ্যুত
Deflecting,অপসারণকারী
Deflection,"deflection, deflection"
deflection defocussing,বিচ্যুতিপূর্ণ ফোকাস
deflection-doubling mirror,প্রতিফলন-দ্বৈত আয়না
deflection field,বিচ্যুতি অঞ্চল
deflection of gravity,মাধ্যাকর্ষণ প্রভাবিত বিচ্যুতি
deflection plates,সংক্ষেপণ প্লেট
Defocussing,ফোকাস
deformability,বিকৃতি
Deformation,"বিকৃতি, বিকৃতি"
degasification,ভিগাসন
Degeneracy,"debauchery, debauchery"
Degenerate,"to be defiled (ver.), degraded (n.), degraded (v.)"
degenerate gas,বর্জ্য গ্যাস
degeneration,"aberration, aphasia, deprivation, deprivation"
degenerative,সন্তোষজনক
Degree,"ডিগ্রী, ডিগ্রী, মাত্রা, ডিগ্রী, ডিগ্রী, পরিমাণ, লব"
degree of concentration,ঘনত্ব-ভলিউম
degree of dissociation,বিয়োজন পরিমাণ
degree of freedom,স্বাধীনতা ডিগ্রী। স্বাধীনতা ডিগ্রী
degree of ionisation,আয়নকরণের পরিমাণ
degree of polarisation,মেরুকরণের মাত্রা
degree of precision,নির্ভুলতা পরিমাণ
dehumidification,dehumidification
deionisation,ডিওনাইজেশন
Delay,বিলম্ব
Delayed,বিলম্বিত
Delocalisation,স্থানীয়করণ
delta function,ডেল্টা ফাংশন
Demagnetisation,চুম্বকীয়করণ
Demagnetise,চুম্বকীয় বক্ররেখা
Demagnetiser,demagnetizer
demodulation,demodulation
dense packing,ঘন যানজট
Densitometer,ঘনত্ব পরিমাপক
Density,"ঘনত্ব, ঘনত্ব"
depletion layer,অবচয় স্তর
depletion zone,অবক্ষয় অঞ্চল
depolarisation,ডিপোলারাইজেশন
depolarised,depolarized
depolariser,ডিপোলারাইজার
depth of field,"ক্ষেত্রের গভীরতা, ক্ষেত্রের তীব্রতা"
derivative polarogram,"derived polarogram, derived polarogram"
derived,উদ্ভূত
Descending,"descending, descending"
descent,"descent, decent"
describe,"বর্ণনা, নির্মাণ, আঁকা"
Descriptor,হর
Design,"ডিজাইন করা, ডিজাইন করা (n.) ডিজাইন করা, ডিজাইন করা (n.)"
Destruction,ধ্বংস
destructive interference,ধ্বংসাত্মক হস্তক্ষেপ
Destructive,"ধ্বংসাত্মক, ধ্বংসাত্মক"
Detection,"সনাক্তকরণ, সনাক্তকরণ"
Detector,সংগ্রাহক
Determinateness,নির্ণয়বাদ
determinating,নির্ধারক
determination,সংকল্প
determine,নির্ধারণ
determined,নির্ধারিত
Deuteron,ডিউটরন
develop (=develope),"প্রকাশ করা, বিকাশ করা, বিকাশ করা"
developer,"বিকাশকারী, বিকাশকারী"
development,"উন্নয়ন, উন্নয়ন"
Deviation,বিচ্যুতি
Dew,শিশির
dew point,শিশির বিন্দু
dextrorotary,দক্ষিণ মেরুকরণকারী
diagnostic test,ডায়গনিস্টিক পরীক্ষা
Diagonal,তির্যক
Diagram,চিত্র
Diagrammatic,চিত্র
dial,ডায়াল
Diamagnetic,ডায়ম্যাগনেটিক
Diamagnetics,"ডায়ম্যাগনেটোলজি, ডায়ম্যাগনেটিক উপাদান"
Diamagnetism,diamagnetism
Diameter,ব্যাস
Diametrically opposite,diametrically বিপরীত
Diamond,"হীরা, হীরা"
Diaphragm,মধ্যচ্ছদা ডায়াফ্রাম
Diathermanous,তাপ বিনিময় করা
diathermic,তাপ বিনিময় করা
diatonic scale,"ডায়াটোনিক স্বরগ্রাম, ডায়াটোনিক স্বরাগ্রাম"
Dichotomy,"বিভাজন, আধা শিল্প"
dichromate cell,ডাইক্রোমেট কোষ
Dichromatism,"দ্বিধাবিভক্তি, ভিজ্যুয়াল ডিকোটমি, লেভেল ডিকোটমি"
Dictaphone,ডিক্টাফোন
dielectric,অস্তরক
dielectrics,ডাইলেট্রিক্স
diesel cycle,ডিজেল চক্র
difference,ফাঁক
difference frequency,"ডিফারেনশিয়াল ফ্রিকোয়েন্সি, ডিভিয়েশন ফ্রিকোয়েন্সি"
Differential,"ডিফারেনশিয়াল, ডিফারেনশিয়াল, ডিফারেনশিয়াল, ডিফারেনশিয়াল, ইন্টারস্টিশিয়াল, ডিফারেনশিয়াল"
differential absorption,ডিফারেনশিয়াল শোষণ
differential amplifier (=difference amplifier),পার্থক্য পরিবর্ধক
differential calorimeter,"অনুপ্রবেশকারী ক্যালোরিমিটার, অনুপ্রবেশকারী ক্যালোরিমিটার"
differential capacitor,ডিফারেনশিয়াল ক্যাপাসিটর
differential cross section,ডিফারেনশিয়াল জোন
differential Diffusion,ডিফারেনশিয়াল ডিফিউশন
differential equation,আঙ্গক
differential extinction coefficient,ডিফারেনশিয়াল বিলুপ্তি সহগ
differential ionisation chamber,ইন্টারমিটার আয়নকরণ চেম্বার
differential isotope method,ডিফারেনশিয়াল আইসোটোপ পদ্ধতি
differential velocity,ডিফারেনশিয়াল বেগ
differentiate,পার্থক্য করা
differentiated,"পার্থক্য করা, পার্থক্য করা"
Differentiation,"পার্থক্য, পার্থক্য"
diffraction,বিবর্তন
diffractometer,ডিফ্র্যাক্টোমিটার
Diffused,"diffused, diffused"
Diffuse,বিচ্ছুরিত
diffusion,বিস্তার
diffusivity,diffusivity
digit,"অঙ্ক, ব্যাস, আঙুল"
digital recording,ডিজিটাল রেকর্ডিং
digital voltmeter,ডিজিটাল ভোল্টমিটার
di-isotopic element,দ্বি-আইসোটোপিক উপাদান
dilatation,বিস্তার
dilation strain,সম্প্রসারণ বিকৃতি
dilatometer,এক্সোমিটার
Dilator,ভিসফারিনি
Dimension,"এক্সটেনশন, দৈর্ঘ্য-প্রস্থ, মাত্রা, শক্তি"
Dimensional,মাত্রিক
Dimensionality,মাত্রিকতা
dimensional unit,বীমা ইউনিট
dimensionless,মাত্রাহীন মাত্রা
diminution,"অবচয়, হ্রাস"
Dimmer,উজ্জ্বল
diode,ডায়োড
diopter,diopter
dioptrical region,প্রতিসরণ জোন
dioptric lens (=drum lens),প্রতিসরণকারী লেন্স
dip,"bow down, bow down, trough"
dip angle,পতনের কোণ
Dipole,ডাইপোল
dipole layer (=electric double layer),বাইপোলার স্তর
Dirac delta function,ডিরাক ডেল্টা ফাংশন
Direct,"সোজা, সোজা, সোজা, সরাসরি, বিপরীত"
direct correlation,অনুলোম পারস্পরিক সম্পর্ক
direct current,সরাসরি বর্তমান
directed,সরাসরি
direct impact,"সরাসরি প্রভাব, সরাসরি প্রভাব"
direction,"দিক, দিক"
Directional,নির্দেশমূলক
directional stability,স্থান স্থিতিশীলতা
direction cosine,"ডিকোসিন, ডিকোসিন"
directive,"দিকনির্দেশনামূলক, দিকনির্দেশক, দিকনির্দেশনামূলক"
directivity,দিকনির্দেশনা
direct lattice,সাধারণ জালি
direct line,সোজা লাইন
directly proportional,অনুক্রমিক অনুপাত
direct method,সরাসরি পদ্ধতি
Director,অভিমুখ
direct reading instrument,সরাসরি পড়ার ডিভাইস
direct vision telescope,আগে টেলিস্কোপ
Disc,"বস্তু, বৃত্ত, চাকতি, চাকতি"
Discharge,"নিমজ্জন, ইফিউশন, ব্লিচিং"
discharge in cascade,জল নিমজ্জন
discontinuity,"discontinuity, discontinuity, fracture"
discontinuous,অবিচ্ছিন্ন
Discovery,"গবেষণা, অনুসন্ধান"
Discrepancy,অসঙ্গতি
Discrete,কণা
dish antenna,"অবতল অ্যান্টেনা, ডিশ অ্যান্টেনা"
disintegration,"dissollution, granulation"
disintegration constant,দ্রবীভূত ধ্রুবক
disintegration energy,অপচয় শক্তি
disintegration half-life,দ্রবীভূত অর্ধ-জীবন
disintegration series,দ্রবীভূত পরিসীমা
Dislocation,"স্থানচ্যুতি, স্থানচ্যুতি, স্থানচ্যুতি, স্থানচ্যুতি"
dislocation line,"ফল্ট লাইন, ফল্ট কোর"
dislocation loop,ফল্ট লুপ
disorder,"ব্যাধি, ব্যাধি, ব্যাধি"
disordering,বিশৃঙ্খলা
disorientation,"বিভ্রান্তি, বিভ্রান্তি"
dispersed,"dispersed, dispersed"
dispersion,"dispersion, scattering"
Dispersity,প্রক্ষিপ্ত
Dispersive,dispersant
Dispersivity,প্রতিফলন
Displacement,উত্পাটন
Display,প্রদর্শনী
display unit (=console),কনসোল
disruptive force,বিচ্ছিন্নকরণ শক্তি
dissimilar,অসম
dissipation coefficient,ক্ষয় সহগ
Dissipative,ক্ষয়কারী
dissipative system,ক্ষয় সিস্টেম
Dissociable,বিভাজ্য
Dissociated,পৃথক
Dissociation,স্বভাব
Dissonance,সামঞ্জস্যহীনতা
Distance,দূরত্ব
Distant,দূরবর্তী
Distinct,"স্বতন্ত্র, স্বতন্ত্র, স্বতন্ত্র, অভিব্যক্তিপূর্ণ"
Distinction,বৈষম্য
distinctive property,পৃথক সম্পত্তি
Distinguish,"পার্থক্য করা, পার্থক্য করা"
Distorted,বিকৃত
Distortion,বিকৃতি
distortional elasticity,বিকৃতি স্থিতিস্থাপকতা
distributed amplifier,বিতরণ করা পরিবর্ধক
Distribution,"বিতরণ, বিতরণ"
distributive law,"বন্টন নিয়ম, বন্টন নিয়ম"
Disturbance,ঝামেলা
Disturbed,"পীড়িত, বিঘ্নিত ভারসাম্য"
disturbing force,বিরক্তিকর শক্তি
Diurnal,"অহনিক, দিবাচর, দিবা, দৈনিক"
diurnal motion,দৈনিক গতি
Divalent,দ্বিজাতিক
Diverge,"নষ্ট করা, নষ্ট করা"
Divergence,"divergence, divergence, divergence"
Divergent,ভিন্নমুখী
diversion,ডাইভারশন
Divided,"বিভক্ত, বিভক্ত"
division,"বিভাগ, বিভাগ, বিভাগ"
D-layer of ionosphere,আয়নোস্ফিয়ারের D স্তর
domain,"অঞ্চল, প্রদেশ, অঞ্চল, ডোমেইন"
dome,"গম্বুজ, গম্বুজ"
dominant term,প্রভাবশালী অবস্থান
donor level,দাতা স্তর
doped junction,মাদিত চুক্তি
Doping,"ভেজাল, ভেজাল"
Doppler effect,ডপলার এফেক্ট
Dose,"ডোজ, ডোজ"
Dosimeter,কোয়ান্টোমিটার
Dotted,"ডটেড, ডটেড"
Double,"ডবল, ডিপ্লয়েড, পেয়ার, ডুয়াল, কমন, ডিকোটোমাস"
double bonds,ডবল বন্ড
double concave lens,বাইকনভেক্স লেন্স
double convex lens,বাইকনভেক্স লেন্স
double differentiation,বাইনারি ডিফারেনশিয়াল
double ionization,ডবল ionization
double molecule,ডবল অণু
double precision,দ্বিগুণ নির্ভুলতা
double refraction,ডবল প্রতিসরণ
double series,ডবল সিরিজ
double stars,জোড়া তারা
doublet,দ্বিগুণ
doublet achromat,অ্যাক্রোম্যাটিক লেন্স জোড়া
Doubling,"diffusion, expansion"
doubly charged particles,দ্বিগুণ চার্জযুক্ত কণা
Doubly degenerate,উভচর দূষিত
doubly ionised,ডবল আয়নিত
Downward,নিম্নগামী
drag,ট্র্যাকশন আকরিক আকরিক আধা কমপ্যাক্ট
drag force drift,ট্র্যাকশন বল
drift,"বাহ, প্রবাহ, অপোধ, প্রবাহ (খনি), পাঞ্জ (খাদ্য), স্থানচ্যুতি"
Drift current,স্রোতধারা
Driving,কর্মক্ষম
driving voltage,পরিবাহী ভোল্টেজ
drop ball,ছোট বল
drop dead halt (=dead halt),হঠাৎ বিরতি
droplet,"বিন্দু, মাইক্রো পয়েন্ট, ফোঁটা"
dropping,পতন
Dry,শুষ্ক
dry and wet bulb hygrometer,শুকনো শুকনো হাইগ্রোমিটার
dry contact,ব্যর্থ যোগাযোগ
dual operation,"ডবল অপারেশন, ডুয়াল অপারেশন"
duct,নালী
Ductile,প্রসার্য
ductility,প্রসার্য
dull,আবছা
dummy,নিঃশব্দ
dumping,জবানবন্দি
dwar star,বামন তারা
dyad-axis,ডবল অক্ষ
dynamic,গতিশীল
dynamical,গতিশীল
dynamics,"গতিবিদ্যা, গতিবিদ্যা"
dynamo,ডায়নামো
Dyne,খাওয়া
earth,"পৃথিবী, পৃথিবী"
earthquake intensity,ভূমিকম্পের তীব্রতা
earth satellite,পৃথিবী উপগ্রহ
earth system (=ground system of an antenna),পৃথিবী সংযোগ ব্যবস্থা
earth wire,স্থল তারের
eccentric,"কেন্দ্র, কেন্দ্রবিন্দু"
Eccentricity,উদ্ভটতা
echelon,অগ্রগামী
echo,প্রতিধ্বনি
Eclipse,ধৃষ্টতা
ecliptic coordinates,বিপ্লব বৃত্তাকার স্থানাঙ্ক
Eddy,ঘূর্ণি
edge dislocation,প্রান্ত দোষ
edge effect,মূল প্রভাব
Edison cell,এডিসন কোষ
Edit,সম্পাদনা
effective,কার্যকর
Efficiency,দক্ষতা
effort,প্রয়াস
effusion,স্রাব
Eigen,"রূপক, eigen"
eightspin,অষ্টভুজ
Einstein-Bose distribution law,আইনস্টাইন-বোস বন্টন আইন
Einstein-de-Hass effect,তাত্ক্ষণিক প্রভাব
Einsteinium,আইনস্টাইনিয়াম
Einstein Smoluchowski Equation,আইনস্টাইন স্মোলুচভস্কি সমীকরণ
Einstein space,আইনস্টাইন-জনসংখ্যা
Ejection,তাড়ানো
Ejection capsule,ইজেক্টর ক্যাপসুল
Ejector,ইজেক্টর
ejector plate,ক্লিয়ারেন্স বোর্ড
Elastance,বিপরীত ক্যাপাসিট্যান্স
elastic,ইলাস্টিক
elastic after effect (=elastic lag),"ইলাস্টিক প্রতিক্রিয়া প্রভাব, ইলাস্টিক পোস্টেরিয়র"
elastically anisotropic body,দোলক শরীর
elasticity,স্থিতিস্থাপকতা
elasticometer,"ইলাস্টিকোমিটার, ইলাস্টিকোমিটার"
elastic stiffness,ইলাস্টিক নমনীয়তা
E-layer of ionosphere,আয়নোস্ফিয়ারের ই-স্তর
electret,ইলেকট্রেট
Electrical,"বৈদ্যুতিক, বৈদ্যুতিক"
electricity,বিদ্যুৎ
electrification (electrostatics),"বিদ্যুতায়ন, চার্জিং"
electrified,বিদ্যুতায়িত
electrified particles,"চার্জিত কণা, চার্জিত কণা"
Electroacoustic,ইলেক্ট্রোঅ্যাকোস্টিক
Electro-acoustics,ইলেক্ট্রো-শব্দবিদ্যা
Electrocaloric,ইলেক্ট্রো-থার্মাল
electrochemical,ইলেক্ট্রোকেমিক্যাল
equivalent,সমতুল্য
Electrode,ইলেক্ট্রোড
Electrodynamics,তড়িৎগতিবিদ্যা
electrokinetic effect,ইলেক্ট্রোডাইনামিক প্রভাব
Electrolysis,গ্যালভানিক বিচ্ছিন্নতা
Electrolyte,ইলেক্ট্রোলাইট
electrolytic,ইলেক্ট্রোলাইটিক
Electrolyzer,"ইলেক্ট্রোফোরেসিস, ইলেক্ট্রোফোরেসিস"
electromagnet,ইলেক্ট্রোম্যাগনেট
Electromagnetic,ইলেক্ট্রোম্যাগনেটিক ফিল্ড
Electromagnetics,তড়িৎচুম্বকত্ব
electromagnetism,তড়িৎচুম্বকত্ব
electrometer valve (=electrometer tube),"ইলেক্ট্রোমিটার অগ্রভাগ, ইলেক্ট্রোমিটার ভালভ"
electromotive force,তড়িচ্চালক বল
Electron,ইলেকট্রন
electronegative,ঋণ বিদ্যুৎ
Electronic,বৈদ্যুতিক
electronic eigenfunction,ইলেকট্রনিক ইজেন ফাংশন
electronic energy,ইলেকট্রনিক শক্তি
electronics,ইলেকট্রনিক্স
electron optics (=electro-optics),ইলেকট্রন অপটিক্স
Electro-optics,ইলেক্ট্রো-অপটিক্স
Electropositive,তড়িৎচুম্বকত্ব
Electroscope,ইলেক্ট্রোস্কোপ
Electrostatic,ইলেক্ট্রোস্ট্যাটিক
Electrostatics,ইলেক্ট্রোস্ট্যাটিক্স
electrostriction,ইলেক্ট্রোফোরেসিস
electrovalency,বৈদ্যুতিক সংযোগ
electrovalent,বৈদ্যুতিক সংযোগকারী
Element,"উপাদান, সংখ্যালঘু, উপাদান"
elementary,"প্রাথমিক, প্রাথমিক, প্রাথমিক"
elementary charge,মূল চার্জ
Elevation,"elevation, elevation, elevation, elevation, elevation"
elevation,altimeter
meter elevator,"লিফট, এলিভেটর"
ellipse of aberration,অ উপবৃত্তাকার
Elongation,"প্রসারণ, বিবর্ধন, বিস্তারের কোণ"
Emanating,"মুক্তি, মুক্তি"
Emanation,"প্রসারণ, বংশধর"
Embed,এম্বেড করতে
Embedded,এমবেড করা
Emergent,ইস্যু করা হয়েছে
Emission,নির্গমন
Emissivity,"নির্গততা, নির্গততা"
Emittance,নির্গততা
emitter,"বিকিরণকারী, নির্গতকারী"
Emphasis,"প্রাক-শক্তিবৃদ্ধি, বল"
empirical,অভিজ্ঞতামূলক
Empty,"খালি, অপূর্ণ"
Emulsifier,"emulsifier, emulsifier"
Emulsion,"ইমালসন, ইমালসন"
End,"শেষ, শেষ, শেষ, শেষ"
end correction,চূড়ান্ত সংস্করণ
endoergic,দক্ষ শক্তি
end on position,"অক্ষীয় অবস্থান, A- অবস্থান"
Endothermic,"এন্ডোথার্মিক, এন্ডোথার্মিক"
endothermic process,এন্ডোথার্মিক প্রক্রিয়া
energise energy,শক্তি যোগাতে
energy content,শক্তি সহজাত
energy index,শক্তি শক্তিবর্ধক
engine engineering,"ইঞ্জিন ইঞ্জিনিয়ারিং, ইঞ্জিনিয়ারিং"
enhancement,বৃদ্ধি
enriched isotope,সমৃদ্ধ আইসোটোপ
enriched reactor,বর্ধিত চুল্লি
enriching,সমৃদ্ধকরণ
enrichment,সমৃদ্ধি
Ensemble,"সেট, সম্প্রদায়"
enthalpy,"এনথালপি, পরম তাপ"
entity,শক্তি
Entropy,এনট্রপি
entry,প্রবেশ
Enumeration,"গণনা, গণনা"
envelope of surface,পৃষ্ঠা সংখ্যা
epicentral,উপকেন্দ্র
Episcope,"অস্বচ্ছ, এপিস্কোপ"
epitaxial layer,এপিটাক্সি স্তর
epitaxy,"apitaxi, overrun"
equal,"সমান, সমান, সমান, সমান"
Equaliser,সমানকারী
Equality,সমতা
Equation,সমীকরণটি
Equator,"বিষুবরেখা, বিষুবরেখা, বিষুবরেখা, বিষুবরেখা"
Equatorial,"নিরক্ষীয়, নিরক্ষীয়, মধ্যবর্তী, নিরক্ষীয়"
equiconcave,অবতল
Equiconvex,অবতল
Equidimensional,আইসোমেট্রিক
Equidistant,"equidistant, সমান্তরাল"
equilibrium,"ভারসাম্য, ভারসাম্য, ভারসাম্য"
Equipartition,ইকুইডিভিশন
Equipment,সরঞ্জাম
Equipotential,"সমতা, যোগ্যতা"
equipotentiality,সামঞ্জস্যপূর্ণ
equipressure,আইসোবার
Equivalence,সমতা
equivalent,"সমতুল্য, সমতুল্য (v.), সমতুল্য (n.)"
equivalent absorption,সমতুল্য শোষণ
equivalent conductance,"সমতুল্য পরিবাহিতা, সমতুল্য পরিবাহিতা"
equivalent lens,আইসোমেট্রিক লেন্স
erect image,"উল্লম্ব চিত্র, খাড়া চিত্র"
excentricity,উল্লম্ব
Erector,erg
erg ergodic,"energetic, মতামত"
Error,"ভুল, ভুল, ভুল, ভুল"
Esakidiode (=tunnel diode),টানেল ডায়োড
Escape,চলে যাও
essential,"অপরিহার্য, অপরিহার্য"
ether (aether),ইথার
Euclidean coordinate,ইউক্লিডীয় স্থানাঙ্ক
Euler angle,ইউলার-কোণ
eutectic,"eutectic, eutectic"
evacuated,"evacuated, evacuated"
Evacuation,"evacuation, voiding"
Evaluation,"মূল্যায়ন, মূল্যায়ন"
Evaporated,বাষ্পীভূত
Evaporation,"evaporation, evaporation, evaporation"
Even,এমন কি
Event,"ঘটনা, পর্ব"
Eversate,"কখনও নিরাপদ, কখনও নিরাপদ"
Exact,"সত্য, সত্য, সঠিক"
Ex-centre,এক্সোসেন্টার
Excentric,উপকেন্দ্র
Excentrical,কেন্দ্রমুখী
Excentricity,উদ্ভটতা
Excess,অত্যধিক
exchange,বিনিময়
Excitation,"উত্তেজনা, শক্তি"
Excite,উত্তেজিত করা
Excited,উত্তেজিত
Exciter,উদ্দীপক
Exciton,উত্তেজনা
exclusion principle,বর্জন নিয়ম
Execution,মৃত্যুদন্ড
Exhaustion,"উচ্ছেদ, ক্যাথারসিস, এক্সট্রুশন, বন্ধ"
Exit,সমস্যা
Exothermal,"এক্সোথার্মিক, তাপ উত্তেজক"
exothermic,এক্সোথার্মিক
exotic fuel,অস্বাভাবিক জ্বালানী
Expand,ছড়িয়ে
Expanded,সম্প্রচার
Expander,সম্প্রচারক
expanse,সম্প্রসারণ
Expansion,"বিস্তার, বিস্তার"
experiment,পরীক্ষা
experimental,"পরীক্ষামূলক, পরীক্ষামূলক"
experimentalist,দরকারী
Explosion,"বিস্ফোরণ, বিস্ফোরণ"
Exponent,সূচক
Exponentiai,"সূচকীয়, সূচকীয়"
exponential well,এক্সপোনেন্টি পটেনশিয়াল ওয়েল
Exposure,"এক্সপোজার, এক্সপোজার, এক্সপোজার, এক্সপোজার, কভার"
expression,"অভিব্যক্তি, অভিব্যক্তি"
extended,সম্প্রসারিত
Extension,"প্রসারিত, প্রসারিত, প্রসারিত, প্রসারিত, বিস্তার"
Extent,"extent, extent"
External,বিদায়
Extinction,"বিলুপ্তি, বিলুপ্তি"
extra-axial point,অ-রৈখিক বিন্দু
Extraneous,বহিরাগত
Extranuclear,এক্সট্রা নিউক্লিয়ার
extraordinary,"অস্বাভাবিক, অসাধারণ"
extraplanetary space,"গ্রহের আকাশ, গ্রহের আকাশ"
extrapolated,বহিঃপ্রবাহ
Extrapolate,এক্সট্রাপোলেটেড
Extrapolation,এক্সট্রাপোলেশন
Extraterrestrial,অ-স্থলজ
extraterrestrial matter,বহির্জাগতিক বস্তু
extrinsic,বহিরাগত
extrinsic conductivity,"বহিরাগত পরিবাহিতা, বহিরাগত পরিবাহিতা"
extrinsic semiconductor,দুর্ভেদ্য অর্ধপরিবাহী
eye,"চোখ, চোখ"
eye lens,অভিনেত্রী লেন্স
eye-piece,আইপিস
Face,"মুখ, পাশে, পিছনে, সামনে, মুখ, মুখ"
face centered,তক্তা কেন্দ্রিক
Factor,"ফ্যাক্টর, ফ্যাক্টর, ফ্যাক্টর, ফ্যাক্টর, ফ্যাক্টর, ব্লক"
factor of momentum,ভরবেগ ফ্যাক্টর
factor of safety,নিরাপত্তা ফ্যাক্টর
fade in,ত্বরণ
fade out,lacunae
fading,ক্ষয়
Fahrenheit scale,ফারেনহাইট তাপমাত্রা
failure,ব্যর্থতা
Fallacy,বিভ্রম
fall time,"পতনের সময়, পতনের সময়কাল"
FALSE,"ভার্চুয়াল, মিথ্যা, কোড"
Farad,ফ্যারাড (ইউনিট)
faraday,ফ্যারাডে (একক)
Faraday effect,ফ্যারাডে এর প্রভাব
far,দূরে
far infrared,দূর অবলোহিত
Fast,"দ্রুত, দ্রুত, দ্রুত, দ্রুত"
fatigue crack,ক্লান্তি ফাটল
fast axis,জাহাজ অক্ষ
fast electron,দ্রুত চলমান ইলেকট্রন
fast fission,দ্রুত বিভাজন
fast neutron,দ্রুত নিউট্রন
fast reactor,দ্রুত নিউট্রন চুল্লি
fatal dose,প্রাণঘাতী ভলিউম
Fatigue,ক্লান্তি
fatigue crack,ল্যাক্রিমাল ফাটল
fatigue failure,পঙ্গু পাত্র
Fault,"দোষ, দোষ"
Faulty,অন্যায়
F-centre,"-কেন্দ্র, চরিত্র-কেন্দ্র"
feeble oscillation,দুর্বল দোলন
feed back,"রিচার্জ, পুনঃবিনিয়োগ"
Feeder,"ফিডার, ফিডার, সরবরাহকারী, ফিডার"
Femto,ফেমটো
Fermat's theorem,ফার্মের উপপাদ্য
fermi,ফার্মি
Fermi-Dirac statistics,ফার্মি-ডিরাক-পরিসংখ্যান
Fermion,ফার্মিয়ন
Ferrielectric,ফেরোইলেকট্রিক
Ferrimagnetism,"ছোট ফেরোম্যাগনেটিজম, ফেরোম্যাগনেটিজম"
Ferro,farro
ferroelectric,ফেরোইলেকট্রিক
Ferroelecctricity,"ferroelectricity, ferroelectricity"
Ferroelectrics,"ferroelectric উপাদান, ferroelectric উপাদান"
ferro-magnetic,ফেরোম্যাগনেটিক
Ferromagnetics,ফেরোম্যাগনেটিজম
fiber-optics,ফাইবার অপটিক্স
