English,Punjabi
Character oriented,ਪਾਤਰ ਅਧਾਰਤ
Character outline,ਅੱਖਰ ਦੀ ਰੂਪਰੇਖਾ
Character position,ਅੱਖਰ ਸਥਿਤੀ
Character printer,ਅੱਖਰ ਪ੍ਰਿੰਟਰ
Character reader,ਅੱਖਰ ਪਾਠਕ
Character recognition,ਅੱਖਰ ਪਛਾਣ
Character relation,ਅੱਖਰ ਦਾ ਸੰਬੰਧ
Character row,ਅੱਖਰ ਕਤਾਰ
Character set,ਅੱਖਰ ਸਮੂਹ
Character size,ਅੱਖਰ ਦਾ ਆਕਾਰ
Character skew,ਅੱਖਰ ਸਕਿ.
Character string,ਅੱਖਰ ਸਤਰ
Character string constant,ਅੱਖਰ ਸਤਰ ਨਿਰੰਤਰ
Character stroke,ਚਰਿੱਤਰ ਸਟਰੋਕ
Character style,ਅੱਖਰ ਸ਼ੈਲੀ
Character subset,ਅੱਖਰ ਸਬਸੈੱਟ
Character tape,ਅੱਖਰ ਟੇਪ
Chart,ਚਾਰਟ
Chart making,ਚਾਰਟ ਬਣਾਉਣਾ
Chart reader,ਚਾਰਟ ਰੀਡਰ
Chassis,ਚੈਸੀਸ
Chassis assembly,ਚੈਸੀ ਅਸੈਂਬਲੀ
Chebyshev approximation,ਚਿਬੀਸਹੀਵ ਲਗਭਗ
Check bit,ਬਿੱਟ ਚੈੱਕ ਕਰੋ
Check bus,ਬੱਸ ਚੈੱਕ ਕਰੋ
Check card,ਚੈੱਕ ਕਾਰਡ
Check character,ਅੱਖਰ ਚੈੱਕ ਕਰੋ
Check code,ਚੈੱਕ ਕੋਡ
Check condition,ਚੈੱਕ ਸਥਿਤੀ
Check diagnostic,ਜਾਂਚ ਕਰੋ ਨਿਦਾਨ ਕਰੋ
Check digit,ਅੰਕ ਚੈੱਕ ਕਰੋ
Check indicator,ਚੈੱਕ ਸੂਚਕ
Check indicator instruction,ਸੰਕੇਤਕ ਨਿਰਦੇਸ਼ ਦੀ ਜਾਂਚ ਕਰੋ
Checking program,ਪ੍ਰੋਗਰਾਮ ਦੀ ਜਾਂਚ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ
Checking technique,ਤਕਨੀਕ ਦੀ ਜਾਂਚ ਕਰਨਾ
Check key,ਚੈਕ ਕੁੰਜੀ
Check number (= check digit),ਚੈੱਕ ਨੰਬਰ (= ਚੈੱਕ ਅੰਕ)
Check out (=debug),ਚੈੱਕ ਕਰੋ (= ਡੀਬੱਗ)
Check out routine,ਰੁਟੀਨ ਦੀ ਜਾਂਚ ਕਰੋ
Check point,ਚੈੱਕ ਪੁਆਇੰਟ
Check point data set,ਚੈੱਕ ਪੁਆਇੰਟਸ ਸੈਟ ਕਰੋ
Check point dump,ਚੈੱਕ ਪੁਆਇੰਟ ਡੰਪ
Check point record,ਚੈੱਕ ਰਿਕਾਰਡ ਚੈੱਕ ਕਰੋ
Check point restart,ਚੈੱਕ ਪੁਆਇੰਟ ਰੀਸਟਾਰਟ
Check point routine,ਚੈੱਕ ਪੁਆਇੰਟ ਦੀ ਜਾਂਚ ਕਰੋ
Check point sorting,ਚੈੱਕ ਪੁਆਇੰਟ ਦੀ ਛਾਂਟੀ
Check problem,ਸਮੱਸਿਆ ਦੀ ਜਾਂਚ ਕਰੋ
Check register,ਚੈੱਕ ਰਜਿਸਟਰ
Check reset key,ਰੀਸੈੱਟ ਕੁੰਜੀ ਦੀ ਜਾਂਚ ਕਰੋ
Check routine,ਰੁਟੀਨ ਚੈੱਕ ਕਰੋ
Check row,ਕਤਾਰ ਚੈੱਕ ਕਰੋ
Check solution,ਚੈੱਕ ਹੱਲ
Check sum,ਰਕਮ ਚੈੱਕ ਕਰੋ
Check total,ਕੁੱਲ ਚੈੱਕ ਕਰੋ
Check word,ਚੈੱਕ ਸ਼ਬਦ
Child segment,ਬਾਲ ਖੰਡ
Chinese binary (column binary),ਚੀਨੀ ਬਾਈਨਰੀ (ਕਾਲਮ ਬਾਈਨਰੀ)
Chip,ਚਿੱਪ
Chip carrier,ਚਿੱਪ ਕੈਰੀਅਰ
Chip microprocessor,ਚਿੱਪ ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
Chip process,ਚਿੱਪ ਪ੍ਰਕਿਰਿਆ
Chip register architecture,ਚਿਪ ਰਜਿਸਟਰ ਆਰਕੀਟੈਕਚਰ
Chip select,ਚਿੱਪ ਚੁਣੋ
Choice device,ਚੋਣ ਉਪਕਰਣ
Cipher,ਸਿਫਰ
Cipher text (= enciphered data),ਸਿਫਰ ਟੈਕਸਟ (= ਐਨਕੁਫਹੀਡ ਡੇਟਾ)
Circuit,ਸਰਕਟ
Circuit board,ਸਰਕਟ ਬੋਰਡ
Circuit breaker,ਸਰਕਟ ਬਰੇਕਰ
Circuit card,ਸਰਕਟ ਕਾਰਡ
Circuit grade,ਸਰਕਟ ਗ੍ਰੇਡ
Circuit load,ਸਰਕਟ ਲੋਡ
Circuit order,ਸਰਕਟ ਆਰਡਰ
Circuit reliability,ਸਰਕਟ ਭਰੋਸੇਯੋਗਤਾ
Circuit switch,ਸਰਕਟ ਸਵਿੱਚ
Circuit-switched connection,ਸਰਕਟ-ਸਵਿਚਡ ਕੁਨੈਕਸ਼ਨ
Circuit switching,ਸਰਕਟ ਸਵਿੱਚਿੰਗ
Circuit switching unit,ਸਰਕਟ ਸਵਿੱਚਿੰਗ ਯੂਨਿਟ
Circuit unit assembly,ਸਰਕਟ ਯੂਨਿਟ ਅਸੈਂਬਲੀ
Circular buffering,ਸਰਕੂਲਰ ਬਫਰਿੰਗ
Circular list,ਸਰਕੂਲਰ ਸੂਚੀ
Circular shift,ਸਰਕੂਲਰ ਸ਼ਿਫਟ
Circulating register,ਸਰਕੂਲਿੰਗ ਰਜਿਸਟਰ
Circulating storage,ਭੰਡਾਰ ਭੰਡਾਰਨ
Citation,ਹਵਾਲਾ
Cladding,ਕਲੇਡਿੰਗ
Class,ਕਲਾਸ
Class 5 office,ਕਲਾਸ 5 ਦਫਤਰ
Class condition,ਕਲਾਸ ਦੀ ਸਥਿਤੀ
Classification,ਵਰਗੀਕਰਣ
Cleaning operation,ਸਫਾਈ ਦਾ ਕੰਮ
Clear,ਸਾਫ
Clear area,ਸਾਫ ਖੇਤਰ
Clear band (=clear area,ਸਾਫ ਬੈਂਡ (= ਸਾਫ ਖੇਤਰ)
Clear channel,ਸਾਫ ਚੈਨਲ
Clear data,ਸਾਫ ਡੇਟਾ
Clear display,ਸਪਸ਼ਟ ਡਿਸਪਲੇਅ
Clear memory (= clear storage),ਮੈਮੋਰੀ ਸਾਫ ਕਰੋ (= ਸਾਫ ਸਟੋਰੇਜ)
Clear session,ਸਾਫ਼ ਸੈਸ਼ਨ
Clear storage,ਸਟੋਰੇਜ ਸਾਫ਼ ਕਰੋ
Clipping,ਕਲਿੱਪਿੰਗ
Clock,ਘੜੀ
Clock circuit,ਘੜੀ ਸਰਕਟ
Clock counter,ਕਲਾਕ ਕਾਉਂਟਰ
Clock frequency,ਘੜੀ ਬਾਰੰਬਾਰਤਾ
Clocking,ਕੁੱਟਣਾ
Clock interrupt,ਘੜੀ ਰੁਕਾਵਟ
Clock pulse,ਘੜੀ ਨਬਜ਼
Clock rate,ਘੜੀ ਰੇਟ
Clock register (= timer),ਕਲਾਕ ਰਜਿਸਟਰ (= ਟਾਈਮਰ)
Clock signal,ਘੜੀ ਦਾ ਸੰਕੇਤ
Clock simulation,ਘੜੀ ਸਿਮੂਲੇਸ਼ਨ
Clock time,ਘੜੀ ਦਾ ਸਮਾਂ
Clock track,ਘੜੀ ਟਰੈਕ
Close classification,ਵਰਗੀਕਰਣ
Closed array,ਬੰਦ ਐਰੇ
Closed file,ਬੰਦ ਫਾਈਲ
Closed loop,ਬੰਦ ਲੂਪ
Closed loop (control) system,ਬੰਦ ਲੂਪ (ਕੰਟਰੋਲ) ਸਿਸਟਮ
Closed routine,ਬੰਦ ਰੁਟੀਨ
Closed shop operation,ਬੰਦ ਦੁਕਾਨ ਦਾ ਕੰਮ
Closed subroutine,ਬੰਦ ਸਬਬਰੋਟਾਈਨ
Closed-user group,ਬੰਦ-ਉਪਭੋਗਤਾ ਸਮੂਹ
Closely coupled,ਨੇੜਿਓਂ
Closing a terminal,ਇੱਕ ਟਰਮੀਨਲ ਨੂੰ ਬੰਦ ਕਰਨਾ
Closing of a file,ਇੱਕ ਫਾਈਲ ਨੂੰ ਬੰਦ ਕਰਨਾ
Cluster,ਕਲੱਸਟਰ
Cluster analysis,ਕਲੱਸਟਰ ਵਿਸ਼ਲੇਸ਼ਣ
Cluster controller,ਕਲੱਸਟਰ ਕੰਟਰੋਲਰ
Cluster controller node,ਕਲੱਸਟਰ ਕੰਟਰੋਲਰ ਨੋਡ
Cluster control unit,ਕਲੱਸਟਰ ਕੰਟਰੋਲ ਯੂਨਿਟ
Clustered file,ਕਲੱਸਟਰਡ ਫਾਈਲ
Clustering algorithm,ਕਲੱਸਟਰਿੰਗ ਐਲਗੋਰਿਦਮ
Coalesce,ਕੋਲੇਸ
Coated card,ਕੋਟੇਡ ਕਾਰਡ
Coaxial cable,ਕੋਐਕਸਿਅਲ ਕੇਬਲ
COBOL,ਕੋਬੋਲ
Cobol character,ਕੋਬੋਲ ਅੱਖਰ
Cobol programming,ਕੋਬੋਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
CODASYL,ਕੋਡੇਲ
Code,ਕੋਡ
Code area,ਕੋਡ ਖੇਤਰ
Code chain,ਕੋਡ ਚੇਨ
Code check,ਕੋਡ ਚੈੱਕ
Coded arithmetic data,ਕੋਡਿਡ ਹਿਸਾਬ ਦਾ ਡੇਟਾ
Coded character set,ਕੋਡਡ ਅੱਖਰ ਸਮੂਹ
Coded converter,ਕੋਡਿਡ ਕਨਵਰਟਰ
Coded decimal notation,ਕੋਡਿਡ ਦਸ਼ਮਲਵ ਸੰਕੇਤ
Code dependent system,ਕੋਡ ਨਿਰਭਰ ਸਿਸਟਮ
Coded graphics,ਕੋਡਡ ਗ੍ਰਾਫਿਕਸ
Coded image space,ਕੋਡਡ ਚਿੱਤਰ ਸਪੇਸ
Code directing character,ਕੋਡ ਡਾਇਰੈਕਟਿੰਗ ਅੱਖਰ
Coded program,ਕੋਡ ਪ੍ਰੋਗਰਾਮ
Coded representation,ਕੋਡ ਦੀ ਨੁਮਾਇੰਦਗੀ
Coded stop,ਕੋਡ ਸਟਾਪ
Code element,ਕੋਡ ਤੱਤ
Code extension character,ਕੋਡ ਐਕਸਟੈਂਸ਼ਨ ਅੱਖਰ
Code frame,ਕੋਡ ਫਰੇਮ
Code hole,ਕੋਡ ਹੋਲ
Code-independent data communication,ਕੋਡ-ਸੁਤੰਤਰ ਡੇਟਾ ਸੰਚਾਰ
Code-independent system,ਕੋਡ-ਸੁਤੰਤਰ ਪ੍ਰਣਾਲੀ
"Code-insensitive system (= code-in- dependent
 System)","ਕੋਡ-ਸੰਵੇਦਨਸ਼ੀਲ ਪ੍ਰਣਾਲੀ (= ਕੋਡ-ਇਨ- ਨਿਰਭਰ
 ਸਿਸਟਮ)"
Code key,ਕੋਡ ਕੁੰਜੀ
Code level,ਕੋਡ ਦਾ ਪੱਧਰ
Code line,ਕੋਡ ਲਾਈਨ
Code line index,ਕੋਡ ਲਾਈਨ ਇੰਡੈਕਸ
Code point translator,ਕੋਡ ਪੁਆਇੰਟ ਅਨੁਵਾਦਕ
Code position,ਕੋਡ ਸਥਿਤੀ
Coder,ਕੋਡਰ
Code-sensitive system (=code-dependent system),ਕੋਡ-ਸੰਵੇਦਨਸ਼ੀਲ ਪ੍ਰਣਾਲੀ (= ਕੋਡ-ਨਿਰਭਰ ਸਿਸਟਮ)
Code set,ਕੋਡ ਸੈਟ
Code- transparent data communication,ਕੋਡ- ਪਾਰਦਰਸ਼ੀ ਡਾਟਾ ਸੰਚਾਰ
"Code-transparent system (= code dependent
 System)","ਕੋਡ-ਪਾਰਦਰਸ਼ੀ ਸਿਸਟਮ (= ਕੋਡ ਨਿਰਭਰ)
 ਸਿਸਟਮ)"
Code value,ਕੋਡ ਦਾ ਮੁੱਲ
Code word,ਕੋਡ ਸ਼ਬਦ
Coding,ਕੋਡਿੰਗ
Coding check,ਕੋਡਿੰਗ ਚੈੱਕ
Coding form,ਕੋਡਿੰਗ ਫਾਰਮ
Coding scheme,ਕੋਡਿੰਗ ਸਕੀਮ
Coding sheet,ਕੋਡਿੰਗ ਸ਼ੀਟ
Coefficient unit,ਕਫਲ
Coherent modulation system,Contherent ocalal ਲੈਕਟ ਸਿਸਟਮ
Coherent phase shift keying,Cotherent HAES SHIF ਵਿੰਗ
Coincidence circuit (= AND element),ਇਤਫ਼ਾਕ ਵਾਲੀ ਸਰਕਟ (= ਅਤੇ ਤੱਤ)
Coincidence element (= AND element),ਸੰਜੋਗ ਤੱਤ (= ਅਤੇ ਤੱਤ)
Coincidence error,ਸੰਜੋਗ ਗਲਤੀ
Coincidence gate (AND element,ਇਤਫ਼ਾਕ ਗੇਟ (ਅਤੇ ਤੱਤ)
Coincident-current selection,ਸੰਮੇਲਨ-ਮੌਜੂਦਾ ਚੋਣ
Cold fault,ਠੰਡਾ ਨੁਕਸ
Cold start (=start),ਠੰਡਾ ਸ਼ੁਰੂਆਤ (= ਸ਼ੁਰੂਆਤ)
Collate,ਕੋਲੇਟ
Collating sequence,ਝੁਲਸਣਾ
Collating sorting,ਛਾਂਟਣਾ
Collator,ਸਹਿਵਾੜ
Collision,ਟੱਕਰ
Column,ਕਾਲਮ
Column binary,ਕਾਲਮ ਬਾਈਨਰੀ
Column move,ਕਾਲਮ ਮੂਵ
Combination,ਸੁਮੇਲ
"Combinational
 Circuit","ਬੰਗਾਮੇ
 ਸਰਕਟ"
"Combinational 
 Logic","ਬੰਗਾਮੇ
 ਤਰਕ"
"Combinational
 Logic element","ਬੰਗਾਮੇ
 ਤਰਕ ਤੱਤ"
Combination hub,ਸੁਮੇਲ ਹੱਬ
Combinatorial network,ਕੋਨੇਟਰਿਅਲ ਨੈਟਵਰਕ
"Combinatorial
 Circuit","ਕੋਮਲਤਾ
 ਸਰਕਟ"
"Combined
 Distribution
 Frame","ਜੋੜ
 ਵੰਡ
 ਫਰੇਮ ਫਰੇਮ"
Combined head,ਸੰਯੁਕਤ ਸਿਰ
Combined read/write head,ਜੋੜ ਕੇ / ਲਿਖੋ ਸਿਰ
Combined station,ਸੰਯੁਕਤ ਸਟੇਸ਼ਨ
Combiner,ਕੰਫਾਈਨਰ
Command,ਕਮਾਂਡ
"Command and 
 Control system","ਕਮਾਂਡ ਅਤੇ
 ਕੰਟਰੋਲ ਸਿਸਟਮ"
Command chain,ਕਮਾਂਡ ਚੇਨ
Command control program,ਕਮਾਂਡ ਕੰਟਰੋਲ ਪ੍ਰੋਗਰਾਮ
Command double word,ਕਮਾਂਡ ਡਬਲ ਸ਼ਬਦ
Command function,ਕਮਾਂਡ ਫੰਕਸ਼ਨ
Command interpreter,ਕਮਾਂਡ ਦੁਭਾਸ਼ੀਆ
Command language,ਕਮਾਂਡ ਭਾਸ਼ਾ
Command list,ਕਮਾਂਡ ਸੂਚੀ
Command name,ਕਮਾਂਡ ਦਾ ਨਾਮ
Command pointer,ਕਮਾਂਡ ਪੁਆਇੰਟਰ
"Command
 Processing","ਕਮਾਂਡ
 ਕਾਰਵਾਈ"
Command processor,ਕਮਾਂਡ ਪ੍ਰੋਸੈਸਰ
Command retry,ਕਮਾਂਡ ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ
Command statement,ਕਮਾਂਡ ਸਟੇਟਮੈਂਟ
Command system,ਕਮਾਂਡ ਸਿਸਟਮ
Comment,ਟਿੱਪਣੀ
Comment field,ਟਿੱਪਣੀ ਫੀਲਡ
Comment statement,ਟਿੱਪਣੀ ਬਿਆਨ
Commercial application,ਵਪਾਰਕ ਕਾਰਜ
Commercial character,ਵਪਾਰਕ ਚਰਿੱਤਰ
Commercial instruction set,ਵਪਾਰਕ ਨਿਰਦੇਸ਼ ਸੈੱਟ
Common area,ਆਮ ਖੇਤਰ
Common block,ਆਮ ਬਲਾਕ
Common business-oriented (COBOL),ਆਮ ਕਾਰੋਬਾਰ-ਅਧਾਰਿਤ (ਕੋਬੋਲ)
Common carrier,ਆਮ ਕੈਰੀਅਰ
Common carrier bureau,ਆਮ ਕੈਰੀਅਰ ਬਿ Bureau ਰੋ
Common command language,ਆਮ ਕਮਾਂਡ ਭਾਸ਼ਾ
Common communication adapter,ਸਾਂਝਾ ਸੰਚਾਰ ਅਡੈਪਟਰ
Common control,ਆਮ ਨਿਯੰਤਰਣ
Common control switching arrangement,ਆਮ ਕੰਟਰੋਲ ਸਵਿੱਚਿੰਗ ਪ੍ਰਬੰਧ
Common control system,ਸਾਂਝਾ ਕੰਟਰੋਲ ਸਿਸਟਮ
Common error,ਆਮ ਗਲਤੀ
Common field,ਆਮ ਖੇਤਰ
Common hub,ਆਮ ਹੱਬ
Common language,ਆਮ ਭਾਸ਼ਾ
Common language code,ਆਮ ਭਾਸ਼ਾ ਕੋਡ
Common routine,ਆਮ ਰੁਟੀਨ
Common segment,ਆਮ ਹਿੱਸੇ
Common software,ਆਮ ਸਾੱਫਟਵੇਅਰ
Common storage area,ਆਮ ਸਟੋਰੇਜ ਖੇਤਰ
Common target machine,ਆਮ ਟੀਚਾ ਮਸ਼ੀਨ
Common user circuit,ਆਮ ਉਪਭੋਗਤਾ ਸਰਕਟ
Common user network,ਆਮ ਉਪਭੋਗਤਾ ਨੈਟਵਰਕ
Communality,ਕਮਿ Community ਨਿਟੀ
Communicating word-processing equipment,ਵਰਡ-ਪ੍ਰੋਸੈਸਿੰਗ ਉਪਕਰਣਾਂ ਨੂੰ ਸੰਚਾਰਿਤ ਕਰਨਾ
Communication,ਸੰਚਾਰ
Communication adapter,ਸੰਚਾਰ ਅਡੈਪਟਰ
Communication channel,ਸੰਚਾਰ ਚੈਨਲ
Communication common carrier,ਸੰਚਾਰ ਆਮ ਕੈਰੀਅਰ
Communication control character,ਸੰਚਾਰ ਨਿਯੰਤਰਣ ਚਰਿੱਤਰ
Communication controller,ਸੰਚਾਰ ਕੰਟਰੋਲਰ
Communication controller node,ਸੰਚਾਰ ਕੰਟਰੋਲਰ ਨੋਡ
Communication control unit,ਸੰਚਾਰ ਨਿਯੰਤਰਣ ਇਕਾਈ
Communication data system,ਸੰਚਾਰ ਡਾਟਾ ਸਿਸਟਮ
Communication interface,ਸੰਚਾਰ ਇੰਟਰਫੇਸ
Communication line,ਸੰਚਾਰ ਲਾਈਨ
Communication line adapter,ਸੰਚਾਰ ਲਾਈਨ ਅਡੈਪਟਰ
Communication line characteristic,ਸੰਚਾਰ ਲਾਈਨ ਗੁਣ
Communication link,ਸੰਚਾਰ ਲਿੰਕ
Communication mix,ਸੰਚਾਰ ਮਿਸ਼ਰਣ
Communication mode control,ਸੰਚਾਰ mode ੰਗ ਕੰਟਰੋਲ
Communication modem,ਸੰਚਾਰ ਮਾਡਮ
Communication network,ਸੰਚਾਰ ਨੈਟਵਰਕ
Communications center,ਸੰਚਾਰ ਕੇਂਦਰ
Communications computer,ਸੰਚਾਰ ਕੰਪਿ computer ਟਰ
Communications controller,ਸੰਚਾਰ ਨਿਯੰਤਰਕ
Communications satellite,ਸੰਚਾਰ ਸੈਟੇਲਾਈਟ
Communications security equipment,ਸੰਚਾਰ ਸੁਰੱਖਿਆ ਉਪਕਰਣ
Communications software,ਸੰਚਾਰ ਸਾੱਫਟਵੇਅਰ
Communications subsystem,ਸੰਚਾਰ ਉਪ-ਪ੍ਰਣਾਲੀ
Communications terminal,ਸੰਚਾਰ ਟਰਮੀਨਲ
Communication theory,ਸੰਚਾਰ ਸਿਧਾਂਤ
Community automatic exchange,ਕਮਿ Community ਨਿਟੀ ਆਟੋਮੈਟਿਕ ਐਕਸਚੇਂਜ
Community dial office,ਕਮਿ Community ਨਿਟੀ ਡਾਇਲ ਦਫਤਰ
Commutator pulse,ਕਮਿ ute ਟਟੇਟਰ ਪਲਸ
Compaction algorithm,ਸੰਕੁਚਿਤ ਐਲਗੋਰਿਦਮ
Companding,ਰਚਨਾ
Compandor,ਰਚਨਾ
Compandor mistracking,ਰੀਡੈਂਡਰ ਮਿਸਿੰਗ
"Companion store
 Backup","ਸਾਥੀ ਸਟੋਰ
 ਬੈਕਅਪ"
Comparator,ਕੰਪੈਕਟਰਟਰ
Comparator probe,ਕੰਪਰੇਟਰ ਪੜਤਾਲ
"Comparing unit
 (= Comparator)","ਯੂਨਿਟ ਦੀ ਤੁਲਨਾ ਕਰਨਾ
 (= ਕੰਪਿ uters ਟਰ)"
"Comparison
 Operation","ਤੁਲਨਾ
 ਓਪਰੇਸ਼ਨ"
"Comparison
 Operator","ਤੁਲਨਾ
 ਓਪਰੇਟਰ"
Comparison test,ਤੁਲਨਾਤਮਕ ਟੈਸਟ
Compatibility,ਅਨੁਕੂਲਤਾ
Compatibility test,ਅਨੁਕੂਲਤਾ ਟੈਸਟ
Compatible,ਅਨੁਕੂਲ
"Compatible time
 Sharing system","ਅਨੁਕੂਲ ਸਮਾਂ
 ਸਾਂਝਾ ਕਰਨਾ ਸਿਸਟਮ"
Compilation,ਸੰਗ੍ਰਹਿ
Compilation aid,ਸੰਕਲਨ ਸਹਾਇਤਾ
Compile,ਕੰਪਾਈਲ
Compile duration,ਕੰਪਾਈਲ ਅਵਧੀ
Compile phase,ਕੰਪਾਈਲ ਪੜਾਅ
Compiler,ਕੰਪਾਈਲਰ
Compiler-compiler,ਕੰਪਾਈਲਰ-ਕੰਪਾਈਲਰ
Compiler directing system,ਕੰਪਾਈਲਰ ਡਾਇਰੈਕਟਿੰਗ ਸਿਸਟਮ
Compiler directive,ਕੰਪਾਈਲਰ ਡਾਇਰੈਕਟਿਵ
Compiler generator,ਕੰਪਾਈਲਰ ਜਨਰੇਟਰ
Compiler interface,ਕੰਪਾਈਲਰ ਇੰਟਰਫੇਸ
Compiler language,ਕੰਪਾਈਲਰ ਭਾਸ਼ਾ
Compiler option,ਕੰਪਾਈਲਰ ਵਿਕਲਪ
Compile time,ਕੰਪਾਈਲ ਟਾਈਮ
Compile time diagnostics,ਕੰਪਾਈਲ ਟਾਈਮ ਡਾਇਗਨਿਕਸ
Compile time statement,ਕੰਪਾਈਲ ਟਾਈਮ ਸਟੇਟਮੈਂਟ
Compiling duration,ਕੰਪਾਇਲ ਕਰਨ ਦੀ ਮਿਆਦ
Compiling phase,ਤਿਆਰ ਪੜਾਅ
Compiling program (= complier),ਕੰਪਾਇਲ ਕਰਨ ਦਾ ਪ੍ਰੋਗਰਾਮ (= ਸੰਸ਼ੋਧਨ)
Compiling time,ਸਮਾਂ ਕੰਪਾਈਲ ਕਰਨਾ
Complement,ਸਹਾਇਕਣ
Complementary operation,ਪੂਰਕ ਕਾਰਵਾਈ
Complementary operator,ਪੂਰਕ ਓਪਰੇਟਰ
Complement base,ਪੂਰਕ ਅਧਾਰ
Complemented number system,ਪੂਰਕ ਨੰਬਰ ਸਿਸਟਮ
Complementer,ਪੂਰਾ ਕਰਨ ਵਾਲਾ
Complementing,ਪੂਰਕ
Complement-on-nine,ਅੱਗੇ-ਨੌਂ ਪੂਰਕ
Complement on one,ਇੱਕ 'ਤੇ ਪੂਰਕ
Complement-on ten,ਦੇ ਪੂਰਕ ਦਸ
Complement-on-two,ਪੂਰਕ-ਦੋ
Complete carry,ਪੂਰੀ ਕੈਰੀ
Completeness check,ਸੰਪੂਰਨਤਾ ਜਾਂਚ
Complete operation,ਪੂਰੀ ਕਾਰਵਾਈ
Complete routine,ਪੂਰੀ ਰੁਟੀਨ
Completion code,ਮੁਕੰਮਲਤਾ ਕੋਡ
Complex constant,ਗੁੰਝਲਦਾਰ ਨਿਰੰਤਰ
Complex data,ਗੁੰਝਲਦਾਰ ਡੇਟਾ
Complex data type,ਗੁੰਝਲਦਾਰ ਡਾਟਾ ਕਿਸਮ
Complex decision making simulation,ਗੁੰਝਲਦਾਰ ਫੈਸਲਾ ਲੈਣ ਦਾ ਸਿਮੂਲੇਸ਼ਨ
Complexity theory,ਪੇਚੀਦਗੀ ਸਿਧਾਂਤ
Complex number,ਗੁੰਝਲਦਾਰ ਨੰਬਰ
Component,ਭਾਗ
Component address,ਭਾਗ ਦਾ ਪਤਾ
Component processor,ਕੰਪੋਨੈਂਟ ਪ੍ਰੋਸੈਸਰ
Composite console,ਕੰਪੋਜ਼ਿਟ ਕੰਸੋਲ
Composited circuit,ਕੰਪੋਜ਼ਿਟਡ ਸਰਕਟ
Composite external symbol dictionary,ਕੰਪੋਜ਼ਿਟ ਬਾਹਰੀ ਸਿੰਬਲ ਡਿਕਸ਼ਨਰੀ
Composite module,ਕੰਪੋਜ਼ਿਟ ਮੋਡੀ .ਲ
Composite module data set,ਕੰਪੋਜ਼ਿਟ ਮੋਡੀ module ਲ ਡੇਟਾ ਸੈਟ
Composite operator,ਕੰਪੋਜ਼ਿਟ ਆਪਰੇਟਰ
Composition file,ਰਚਨਾ ਫਾਈਲ
Compound condition,ਮਿਸ਼ਰਿਤ ਸਥਿਤੀ
Compound logical element,ਮਿਸ਼ਰਿਤ ਲਾਜ਼ੀਕਲ ਐਲੀਮੈਂਟ
Compound statement,ਮਿਸ਼ਰਿਤ ਬਿਆਨ
Compress,ਸੰਕੁਚਿਤ
Compressor,ਕੰਪ੍ਰੈਸਰ
Compromise net,ਨਾਲ ਸਮਝੌਤਾ ਕਰੋ
Computability,ਕੰਪਿ utabuty ਟਿਪਟੀ
Computable function,ਕੰਪੇਟਬਲ ਫੰਕਸ਼ਨ
Computation,ਗਣਨਾ
Computational complexity,ਕੰਪਿ ut ਟੈਟਿਕ ਪੇਚੀਦਗੀ
Computational linguistics,ਕੰਪਿ ut ਟੇਸ਼ਨਲ ਭਾਸ਼ਾਈ
Computational model,ਕੰਪਿ ut ਟੇਸ਼ਨਲ ਮਾਡਲ
Computational stability,ਕੰਪਿ ut ਟੇਸ਼ਨਲ ਸਥਿਰਤਾ
Compute limited,ਕੰਪਿ ute ਟ ਸੀਮਿਤ
Compute mode,ਗਣਨਾ ਮੋਡ
Computer,ਕੰਪਿ computer ਟਰ
Computer administrative record,ਕੰਪਿ Computer ਟਰ ਪ੍ਰਬੰਧਕੀ ਰਿਕਾਰਡ
Computer aided design,ਕੰਪਿ computer ਟਰ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ ਡਿਜ਼ਾਇਨ
Computer-aided engineering,ਕੰਪਿ Computer ਟਰ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ ਇੰਜੀਨੀਅਰਿੰਗ
Computer aided manufacture,ਕੰਪਿ computer ਟਰ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ
Computer architecture,ਕੰਪਿ computer ਟਰ architect ਾਂਚਾ
Computer arithmetic,ਕੰਪਿ Computer ਟਰ ਹਿਸਾਬ
Computer art,ਕੰਪਿ Computer ਟਰ ਕਲਾ
Computer assisted education,ਕੰਪਿ computer ਟਰ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ ਸਿੱਖਿਆ
Computer assisted instruction,ਕੰਪਿ computer ਟਰ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ ਨਿਰਦੇਸ਼
Computer assisted learning,ਕੰਪਿ computer ਟਰ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ ਸਿਖਲਾਈ
Computer assisted management,ਕੰਪਿ computer ਟਰ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ ਪ੍ਰਬੰਧਨ
Computer assisted teaching,ਕੰਪਿ computer ਟਰ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ ਸਿਖਾਉਣੀ
