English,Kannada
Batch scanning,ಜರಡಿ ಸ್ಕ್ಯಾನಿಂಗ್
Battery charging,ಬ್ಯಾಟರಿ ಚಾರ್ಜಿಂಗ್
Beam,ಕಿರಣ
Beat,ಹೊಡೆ
Beat frequency oscillator,ಬೀಟ್ ಆವರ್ತನ ಆಂದೋಲಕ
Bel,ಬೆಳ್ಳೆ
Bias,ಪಕ್ಷಪಾತ
Bias circuit,ಪಕ್ಷಪಾತ ಸರ್ಕ್ಯೂಟ್
Bias frequency,ಪಕ್ಷಪಾತ ಆವರ್ತನ
Bias voltage,ಪಕ್ಷಪಾತ ವಾತಾವರಣ
Biased in the forward direction,ಫಾರ್ವರ್ಡ್ ದಿಕ್ಕಿನಲ್ಲಿ ಪಕ್ಷಪಾತ
Bi-directional microphone,ದ್ವಿ-ದಿಕ್ಕಿನ ಮೈಕ್ರೊಫೋನ್
Billboard,ಬಿಡಿ ಹಲಗೆ
Billboard application,ಬಿಲ್ಬೋರ್ಡ್ ಅಪ್ಲಿಕೇಶನ್
Bi-metallic element,ದ್ವಿ-ರೂಪಕ ಅಂಶ
Binary,ಬೈನರಿ
Binary coded decimal,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
Binary digit (bit),ಬೈನರಿ ಅಂಕೆ (ಬಿಟ್)
Binary number,ಬೈನರಿ ಸಂಖ್ಯೆ
Binaural hearing,ಬೈನೌರಲ್ ವಿಚಾರಣೆ
Binocular,ಜೈಲು ಪ್ರದೇಶದ
Biometric,ಬಯೋಕಾಲಕ
Bipolar transistor,ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
Bit allocation,ಬಿಟ್ ಹಂಚಿಕೆ
Bit rate,ಬಿಟ್ ದರ
Black & white TV,ಕಪ್ಪು ಮತ್ತು ಬಿಳಿ ಟಿವಿ
Blank,ಖಾಲಿ
Blanking interval,ಖಾಲಿ ಮಧ್ಯಂತರ
Blanking level,ಖಾಲಿ ಮಟ್ಟ
Bleeder resistance,ಬ್ಲೀಡರ್ ಪ್ರತಿರೋಧ
Blimped camera,ಮಿನುಗಿದ ಕ್ಯಾಮೆರಾ
Blinding glare,ಕುರುಡು ಪ್ರಜ್ವಲಿಸುವ
Blink,ಮಿಟುಕಿಸು
Blinking,ಮಿಟುಕಿಸುವ
Block code,ಕವಣೆ
Block diagram,ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
Block interleave,ಬ್ಲಾಕ್ ಇಂಟರ್ಲೀವ್
Blocking capacitor,ಕೆಪಾಸಿಟರ್ ಅನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗುತ್ತಿದೆ
Blocking oscillator,ಆಂದೋಲಕವನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗುತ್ತಿದೆ
Bloom,ಅರಳು
Blow lamp,ಬೀಸುವ ದೀಪ
Blow pipe,ಹೊಡೆತ
Blower,ಚೂರು
Bluetooth,ಕಾಲ್ಪನಿಕ
Body capacitance,ದೇಹದ ಧಾರಾವಶನ
Bookmark,ಬುಕ್‌ ಲಕ್ಷಣ
Boolean algebra,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
Boom,ಹೆಚ್ಚಿಸು
Boost,ಹೆಚ್ಚಿಸು
Booster,ಪ್ರೌoster
Booster light,ಬೂಸ್ಟರ್ ಬೆಳಕು
Boosting,ವರ್ಧಕ
Booting,ಬೂಟಾಟಿಕೆ
Bootstrap,ಬೂಟಾಟಿಕೆ
Bottom light,ಕೆಳಗಡೆ
Bounce light,ಬೌನ್ಸ್ ಲೈಟ್
Break down,ಒಡೆಯುವುದು
Break down voltage,ವೋಲ್ಟೇಜ್ ಅನ್ನು ಒಡೆಯಿರಿ
Bridge element,ಸೇತುವೆ ಅಂಶ
Bridge rectifier,ಸೇತುವೆ ಸರಿಪಡಿಸುವಿಕೆ
Bridged ‘T’ attenuator,ಸೇತುವೆಯ ‘ಟಿ’ ಅಟೆನ್ಯುವೇಟರ್
Bridged structure,ಸೇತುವೆಯ ರಚನೆ
Bridging,ಸೇತುವೆ
Bridging amplifier,ಆಂಪ್ಲಿಫೈಯರ್
Bridging loss,ಸೇತುವೆ ನಷ್ಟ
Brightness,ಹೊಳಪು
Brightness control,ಹೊಳಪು ನಿಯಂತ್ರಣ
Brittle,ಸ್ಥಿರವಾದ
Brittle substance,ಸ್ಥಿರವಾದ ವಸ್ತು
Broadband,ಪ್ರಸಾರ
Broadband amplifier,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ವರ್ಧಕ
Broadband ISDN,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ಐಎಸ್‌ಡಿಎನ್
Broadband system,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ವ್ಯವಸ್ಥೆಯ
Broadcast and communication technology,ಪ್ರಸಾರ ಮತ್ತು ಸಂವಹನ ತಂತ್ರಜ್ಞಾನ
Broadcast coverage,ಪ್ರಸಾರ ಪ್ರಸಾರ
Broadcast receiver,ಪ್ರಸಾರ ರಿಸೀವರ್
Broadcast service planning,ಪ್ರಸಾರ ಸೇವಾ ಯೋಜನೆ
Broadcast transmitter,ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್
Broadcaster,ಪ್ರಸಾರಕ
Broadcasting,ಪ್ರಸಾರ
Broadcasting station,ಪ್ರಸಾರ ಕೇಂದ್ರ
Broken,ಒಡೆದ
Browser,ಬ್ರೌಸರ್
Browsing,ಉಜ್ಜುವುದು
Bubble,ಗುಂಡು
Buffer,ಬಫಲು
Buffer amplifier,ಬಫರ್ ವರ್ಧಕ
Buffer tube,ಬಫುರಿ
Bug,ಬಗೆಗಿನ
Built-in antenna,ಅಂತರ್ಗತ ಆಂಟೆನಾ
Burner,ಬರ್ದಿ
Burning,ಸುಟ್ಟುಹೋಗುವುದು
Burst error,ಸ್ಫೋಟಕ ದೋಷ
Burst insertion pulse,ಬರ್ಸ್ಟ್ ಒಳಸೇರಿಸುವಿಕೆಯ ನಾಡಿ
Burst phase,ಬರ್ಸ್ಟ್ ಹಂತ
Bus,ಬೂಸು
Business intelligence,ಉದ್ಯಮ ಚತುರತೆ
Buzzer,ಬಜಣಸು
By pass,ಬೈಪಾಸ್
By passing,ಹಾದುಹೋಗುವ ಮೂಲಕ
Bypass condenser,ಬೈಪಾಸ್ ಕಂಡೆನ್ಸರ್
C,ಸಿ
C+programming language,ಸಿ+ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಭಾಷೆ
Cabinet,ಸಂಚಾರಿ
Cable,ಕೇಬಲ್
Cable compound,ಕೇಬಲ್ ಸಂಯುಕ್ತ
Cable equalization,ಕೇಬಲ್ ಸಮೀಕರಣ
Cable loss,ಕೇಬಲ್ ನಷ್ಟ
Cache,ಸಂಗ್ರಹ
Caching,ಷಚ
Cadmium cell,ಕೋಶಕ ಕೋಶ
Calculating machine,ಲೆಕ್ಕಾಚಾರ ಮಾಡುವುದು ಯಂತ್ರ
Calculation,ಲೆಕ್ಕಾಚಾರ
Calculator,ಕ್ಯಾಲ್ಕುಲೇಟರ್
Calibrate,ಅಳಿಸು
Calipers,ಚಕಮಕಿ
Calorimeter,ಕ್ಯಾಲೋರಿಮೀಟರ್
Camcorder,ಕ್ಯಾಮ್‌ಕಾರ್ಗೆ
Camera,ಕ್ಯಾಮೆರಾ
Camera alignment,ಕ್ಯಾಮೆರಾ ಜೋಡಣೆ
Camera aperture,ಕ್ಯಾಮೆರಾ ದ್ಯುತಿರಂಧ್ರ
Camera coverage,ಕ್ಯಾಮೆರಾ ವ್ಯಾಪ್ತಿ
Camera line-up,ಕ್ಯಾಮೆರಾ ಶ್ರೇಣಿ
Camera tube,ಕ್ಯಾಮೆರಾ ಟ್ಯೂಬ್
Canopy,ಮೇಲಾವರಣ
Capability,ಸಾಮರ್ಥ್ಯ
Capacitance,ಧಾರ್ಮಿಕತೆ
Capacitive load,ಕೆಪರಿಟಿವ್ ಹೊರೆ
Capacitive reactance,ಕೆಪ್ಪೆಯುಳ್ಳ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕತೆ
Capacitor,ಕಂದಕ
Capacitor input filter,ಕೆಪಾಸಿಟರ್ ಇನ್ಪುಟ್ ಫಿಲ್ಟರ್
Capacity,ಸಾಮರ್ಥ್ಯ
Capsule,ಬಿರಡೆ
Caption,ಶೀರ್ಷಿಕೆ
Capture effect,ಸೆರೆಹಿಡಿಯುವ ಪರಿಣಾಮ
Card,ಚೀಟಿ
Cardioid,ಹೃದಯದ
Cardioid microphone,ಹೃದಯಪ್ರಮೀತಿ
Carrier,ವಾಹಕ
Carrier frequency,ವಾಹಕ ಆವರ್ತನ
Carrier frequency shift,ವಾಹಕ ಆವರ್ತನ ಶಿಫ್ಟ್
Carrier power,ವಾಹಕ ಶಕ್ತಿ
Carrier sense signal,ವಾಹಕ ಸೆನ್ಸ್ ಸಿಗ್ನಲ್
Carrier sensitivity,ವಾಹಕ ಸೂಕ್ಷ್ಮತೆ
Carrier separation,ವಾಹಕ ಪ್ರತ್ಯೇಕತೆ
Carrier shift,ವಾಹಕ ಶಿಖರ
Carrier spacing,ವಾಹಕ ಅಂತರ
Carrier suppression,ವಾಹಕ ನಿಗ್ರಹ
Carrier wave,ವಾಹಕ ತರಂಗ
Cartridge,ಕಾರ್ಟ್ರಿಡ್ಜ್
Carving,ಕೆತ್ತನೆ
Cascade,ಕಸಾಯಿಖಾನೆ
Cascaded circuit,ಸರ್ಕ್ಯೂಟ್
Cassette,ಕ್ಯಾಸೆಲೆ
Cast iron,ಎರಕಹೊಯ್ದ ಕಬ್ಬಿಣದ
Casting,ಬಿಂಚು
Catalogue,ಪಟ್ಟಿ
Catastrophic interference,ದುರಂತ ಹಸ್ತಕ್ಷೇಪ
Cathode,ಕ್ಯಾಥೋಡ್
Cathode follower,ಕ್ಯಾಥೋಡ್ ಅನುಯಾಯಿ
Cathode resistor,ಕ್ಯಾಥೋಡ್ ರೆಸಿಸ್ಟರ್
Cellphone,ಸೆಲ್ ಫೋನ್
Cellular,ಕೋಶಾಕಾರದ
Central control,ಕೇಂದ್ರ ನಿಯಂತ್ರಣ
Central frequency,ಕೇಂದ್ರ ಆವರ್ತನ
Central processing unit,ಮಧ್ಯ ಸಂಸ್ಕರಣಾ ಘಟಕ
Centralised database,ಕೇಂದ್ರೀಕೃತ ದತ್ತಸಂಚಯ
Centralised system,ಕೇಂದ್ರಮಾಪಕ
Ceramic,ಕುಸುಕಿನ
Chamber,ಕೊಠಡಿ
Changeover switch,ಬದಲಾವಣೆ ಸ್ವಿಚ್
Channel,ಚಾನಲ್
Channel encoder,ಚಾನೆಲ್ ಎನ್‌ಕೋಡರ್
Channel separation,ಚಾನಲ್ ಬೇರ್ಪಡಿಕೆ
Channel spacing,ಚಾನಲ್ ಅಂತರ
Channel switching,ಚಾನೆಲ್ ಸ್ವಿಚಿಂಗ್
Characteristic impedance,ವಿಶಿಷ್ಟ ಪ್ರತಿರೋಧ
Characteristics,ಗುಣಲಕ್ಷಣಗಳು
Charge carrier,ಚಾರ್ಜ್ ಕ್ಯಾರಿಯರ್
Charge density,ಚಾರ್ಜ್ ಸಾಂದ್ರತೆ
Charged,ಕಲೆಹತ್ತಿದ
Charger,ಜಗಳ
Charging voltage,ಚಾರ್ಜಿಂಗ್ ವೋಲ್ಟೇಜ್
Chart,ಪಟ್ಟಿ
Chasis,ಚಾಸಿಸ್
Chat,ಚಾಚು
Chip,ಚೂರು
Choke coil,ಚಾಕ್ ಕಾಯಿಲ್
Choke input,ಉಸಿರುಗಟ್ಟಿಸಿ ಇನ್ಪುಟ್
Chopper amplifier,ಚಾಪರ್ ವರ್ಧಕ
Chroma,ಚಾಚು
Chroma sampling structure,ಕ್ರೋಮಾ ಮಾದರಿ ರಚನೆ
Chrominance,ಕ್ರೋಮಿನಂಗೆ
Cinematography,Mat ಾಯಲೇಖಿ
Circuit,ಸುತ್ತಾಟ
Circuit board,ಸುತ್ತಳತೆ
Circuit breaker,ಸರ್ಕ್ಯೂಟ್ ಬ್ರೇಕರ್
Circuit element,ಸರ್ಕ್ಯೂಟ್ ಅಂಶ
Circuit switching,ಸರ್ಕ್ಯೂಟ್ ಸ್ವಿಚಿಂಗ್
Circuitry,ವೃತ್ತಕಾಯಿ
Circular motion,ವೃತ್ತಾಕಾರದ ಚಲನೆ
Circular polarization,ವೃತ್ತಾಕಾರದ ಧ್ರುವೀಕರಣ
Circular satellite orbit,ವೃತ್ತಾಕಾರದ ಉಪಗ್ರಹ ಕಕ್ಷೆ
Circular velocity,ವೃತ್ತಾಕಾರದ ವೇಗ
Circularly polarised antenna,ವೃತ್ತಾಕಾರವಾಗಿ ಧ್ರುವೀಕರಿಸಿದ ಆಂಟೆನಾ
Circularly polarised transmission,ವೃತ್ತಾಕಾರವಾಗಿ ಧ್ರುವೀಕರಿಸಿದ ಪ್ರಸರಣ
Circulator,ಸಂಚಾರಿ
Cladding,ಗಡಿಯಾರ
Clamp,ಕ್ಲಾಂಪ್
Clamping circuit,ಕ್ಲ್ಯಾಂಪ್ ಮಾಡುವ ಸರ್ಕ್ಯೂಟ್
Class A operation,ವರ್ಗ ಎ ಕಾರ್ಯಾಚರಣೆ
Class C tuned amplifier,ವರ್ಗ ಸಿ ಟ್ಯೂನ್ಡ್ ಆಂಪ್ಲಿಫಯರ್
Class of emission,ಹೊರಸೂಸುವಿಕೆ ವರ್ಗ
Classical physics,ಶಾಸ್ತ್ರೀಯ ಭೌತಶಾಸ್ತ್ರ
Classification,ವರ್ಗೀಕರಣ
Cleaning agent,ಶುಚಿಗೊಳಿಸುವ ಏಜೆಂಟ್
Clear,ಸ್ಪಷ್ಟ
Clear channel,ಚಾನಲ್ ಅನ್ನು ತೆರವುಗೊಳಿಸಿ
Click,ಕ್ಲಿಕ್
Client,ಗ್ರಾಹಕ
Client relationship  (server relationship),ಕ್ಲೈಂಟ್ ಸಂಬಂಧ (ಸರ್ವರ್ ಸಂಬಂಧ)
Cliff effect,ಬಂಡವಾಳ
Clip board,ಬಿಲ್ಲೆ
Clipping,ಚಂಚಲವಾದ
Clock pulse,ಗಡಿಯಾರ ನಾಡಿ
Clocked flip flop,ಗಡಿಯಾರ ಫ್ಲಿಪ್ ಫ್ಲಾಪ್
Clockfaced mike,ಗಡಿಯಾರ ಮೈಕ್
Clock-frequency,ಗಡಿಯಾರ ಆವರ್ತನ
Clockwise,ಪ್ರದಕ್ಷಿಣೆಯಾಗಿ
Closed circuit,ಮುಚ್ಚಿದ ಸರ್ಕ್ಯೂಟ್
Closed loop,ಮುಚ್ಚಿದ ಲೂಪ್
Cluster,ಚೂರು
Clustering,ಚೂರುಚೂರು
Clutter,ಬ ೦ ದೆ
Clutter loss,ಕಾಲ್ಚೆಂಡಲ ನಷ್ಟ
Coating,ಲೇಪನ
Coaxial cable,ಗಟ್ಟಿ ಕವಚದ ತಂತಿ
Coaxial line,ಏಕಾಕ್ಷ ರೇಖೆ
Coaxial transmission line,ಏಕಾಕ್ಷ ಪ್ರಸರಣ ಮಾರ್ಗ
Co-channel,ಸಹ-ಚಾನೆಲ್
Co-channel interference,ಸಹ-ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ
Cochlea,ಕೋಕ್ಲಿಯಾ
Code,ಸಂಹಿತೆ
Code number,ಸಂಹಿತೆ
Code rate,ಕೋಡ್ ದರ
Code word,ಕೋಡ್ ಪದ
Codec (coding decoding),ಕೊಡೆಕ್ (ಕೋಡಿಂಗ್ ಡಿಕೋಡಿಂಗ್)
Coded audio,ಕೋಡೆಡ್ ಆಡಿಯೊ
Coder,ಕೋಡರ್
Coding,ಕೋಡಿಂಗ್
Coding decoding technique,ಕೋಡಿಂಗ್ ಡಿಕೋಡಿಂಗ್ ತಂತ್ರ
Coding error,ಕೋಡಿಂಗ್ ದೋಷ
Coding rate,ಕಪ್ಪರೆ
Coding technique,ಕೋಡಿಂಗ್ ತಂತ್ರ
Coefficient,ಗುಣಕ
Coercivity,ದಟ್ಟಣೆ
Coherent modulation,ಸುಸಂಬದ್ಧ ಮಾಡ್ಯುಲೇಷನ್
Coil,ಸುರುಳಿ
Collaboration,ಸಹಯೋಗ
Collapse,ಕುಸಿತ
Collector,ಸಂಗ್ರಾಹಕ
Collector current,ಸಂಗ್ರಾಹಕ
Collector to base conductance,ಮೂಲ ವಾಹಕತೆಗೆ ಸಂಗ್ರಾಹಕ
Collector-base junction,ಸಂಗ್ರಾಹಕ-ಬೇಸ್ ಜಂಕ್ಷನ್
Colour,ಬಣ್ಣ
Colour analyzer,ಬಣ್ಣ ವಿಶ್ಲೇಷಕ
Colour balance,ಬಣ್ಣ ಸಮತೋಲನ
Colour burst,ಬಣ್ಣ ಬಡಿ
Colour chart,ಬಣ್ಣ ಚಾರ್ಟ್
Colour combination,ಬಣ್ಣ ಸಂಯೋಜನೆ
Colour constant,ಬಣ್ಣ ಸ್ಥಿರ
Colour control      (chrome control),ಬಣ್ಣ ನಿಯಂತ್ರಣ (ಕ್ರೋಮ್ ನಿಯಂತ್ರಣ)
Colour depth,ಬಣ್ಣ ಆಳ
Colour fatigue,ಬಣ್ಣಗಳ ಆಯಾಸ
Colour filter,ಬಣ್ಣ ಫಿಲ್ಟರ್
Colour killer circuit,ಬಣ್ಣ ಕೊಲೆಗಾರ ಸರ್ಕ್ಯೂಟ್
Colour kinescope,ಬಣ್ಣ ಕೈನೆಸ್ಕೋಪ್
Colour mixer,ಬಣ್ಣ ಮಿಶ್ರಣ
Colour pattern,ಬಣ್ಣ ಮಾದರಿ
Colour perception,ಬಣ್ಣ ಗ್ರಹಿಕೆ
Colour picture screen,ಬಣ್ಣ ಚಿತ್ರ ಪರದೆ
Colour space,ಬಣ್ಣ ಸ್ಥಳ
Colour subcarrier,ಬಣ್ಣ
Colour temperature,ಬಣ್ಣ ತಾಪಮಾನ
Colour transmission,ಬಣ್ಣ ಹರಡುವಿಕೆ
Colour tube,ಬಣ್ಣ ಕೊಳವೆ
Colouration,ಬಣ್ಣ
Colourless,ಬಣ್ಣರಹಿತ
Combination,ಸಂಯೋಜನೆ
Combiner,ಸಂಯೋಜಕ
Combining process,ಸಂಯೋಜನೆ ಪ್ರಕ್ರಿಯೆ
Combustion,ದಹನ
Command,ಸ ೦ ಧಿಗೆ
Commencement,ಪ್ರಾರಂಭಿಸು
Commercial broadcasting,ವಾಣಿಜ್ಯ ಪ್ರಸಾರ
Commercial television,ವಾಣಿಜ್ಯ ದೂರದರ್ಶನ
Common collector circuit,ಸಾಮಾನ್ಯ ಸಂಗ್ರಾಹಕ ಸರ್ಕ್ಯೂಟ್
Communication,ಸಂವಹನ
Communication satellite,ಸಂವಹನ ಉಪಗ್ರಹ
Community radio centre,ಸಮುದಾಯ ರೇಡಿಯೋ ಕೇಂದ್ರ
Community radio station,ಸಮುದಾಯ ರೇಡಿಯೋ ಕೇಂದ್ರ
Compact disc (CD),ಕಾಂಪ್ಯಾಕ್ಟ್ ಡಿಸ್ಕ್ (ಸಿಡಿ)
Compact disc player,ಕಾಂಪ್ಯಾಕ್ಟ್ ಡಿಸ್ಕ್ ಪ್ಲೇಯರ್
Compander,ಗಡಿ
Companding,ಸಂಕೋಚನ
Compatibility,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
Compatible,ಹೊಂದಬಲ್ಲ
Compiler,ಕೊಲೆಗಡುಕ
Complementary,ಪೂರ್ಯ
Complementary transistor,ಪೂರಕ ಟ್ರಾನ್ಸಿಸ್ಟರ್
Complex wave,ಸಂಕೀರ್ಣ ಅಲೆ
Component,ಅಂಶ
Composite,ಸಂಯೋಜಿತ
Composite circuit,ಸಂಯೋಜಿತ ಸರ್ಕ್ಯೂಟ್
Composite digital,ಸಂಯೋಜಿತ ಡಿಜಿಟಲ್
Composite radio frequency signal,ಸಂಯೋಜಿತ ರೇಡಿಯೋ ಆವರ್ತನ ಸಂಕೇತ
Composite signal,ಸಂಯೋಜಿತ ಸಂಕೇತ
Composite video,ಸಂಯೋಜಿತ ವೀಡಿಯೊ
Composite video signal,ಸಂಯೋಜಿತ ವೀಡಿಯೊ ಸಂಕೇತ
Composition,ಸಂಯೋಜನೆ
Compressed data,ಸಂಕುಚಿತ ಡೇಟಾ
Compressed digitized video,ಸಂಕುಚಿತ ಡಿಜಿಟಲೀಕರಣಗೊಂಡ ವೀಡಿಯೊ
Compressed video,ಸಂಕುಚಿತ ವೀಡಿಯೊ
Compression,ಸಂಕೋಚನ
Compression artifact,ಸಂಕೋಚನ ಕಲಾಕೃತಿ
Compression hazard,ಸಂಕೋಚನ ಅಪಾಯ
Compression technique,ಸಂಕೋಚನ ತಂತ್ರ
Compressor,ಜೋಪಾನದವ
Compute,ಲೆಕ್ಕಾಚಾರ
Computer,ಕಂಪ್ಯೂಟರ್
Computer based multimedia,ಕಂಪ್ಯೂಟರ್ ಆಧಾರಿತ ಮಲ್ಟಿಮೀಡಿಯಾ
Computer programming,ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
Computer technology,ಕಂಪ್ಯೂಟರ್ ತಂತ್ರಜ್ಞಾನ
Concave lens,ಕಾನ್ವೆಂಟ್ ಲೆನ್ಸ್
Concave mirror,ಕನ್ನಡಿ
Concealment,ಮರೆತುಹೋಗುವುದು
Concentrated,ಕೇಂದ್ರೀಕೃತವಾಗಿತ್ತು
Concentration,ಏಕಾಗ್ರತೆ
Concentric lens,ಏಕಕೇಂದ್ರಕ ಮಸೂರ
Condenser microphone,ಘನವಸ್ತಮೀನ
Condition of equilibrium,ಸಮತೋಲನದ ಸ್ಥಿತಿ
Conduction,ಸಂಕುಚಿತಗೊಳಿಸುವುದು
Conduction current,ಕಂಡಕ್ಷನ್ ಕರೆಂಟ್
Conductivity,ವಾಹಕತೆ
Conductor,ವಾಹಕಕ
Configuration,ಸಂರಚನೆ
Connection,ಸಂಪರ್ಕ
Connectivity,ಸಂಪರ್ಕೀಕರಣ
Connector,ಸಂಪರ್ಕ
Consistency,ಸ್ಥಿರತೆ
Consistently,ಸ್ಥಿರವಾಗಿ
Console,ಗಡಿ
Constant,ನಿರಂತರ
Constant  amplitude,ಸ್ಥಿರ ವೈಶಾಲ್ಯ
Contact microphone,ಮೈಕ್ರೊಫೋನ್ ಸಂಪರ್ಕಿಸಿ
Container format,ಕಂಟೇನರ್ ಸ್ವರೂಪ
Contamination,ಮಾಲಿನ್ಯ
Content,ಕಲೆ
Contiguous,ನೆಮ್ಮದಿಯ
Continuity,ನಿರಂತರತೆ
Continuity booth,ನಿರಂತರ ಬೂತ್
Continuity knob,ನಿರಂತರ ಗುಬ್ಬಿ
Continuous,ನಿರಂತರ
Continuous arc,ನಿರಂತರ ಚಾಪ
Continuous wave,ನಿರಂತರ ಅಲೆ
Contour line,ಬಾಹ್ಯರೇಖೆ
Contour plan,ಬಾಹ್ಯರೇಖೆಯ ಯೋಜನೆ
Contract,ಒಪ್ಪಂದ
Contraction,ದೂಷಣೆ
Contrast ratio,ವ್ಯತಿರಿಕ್ತ ಅನುಪಾತ
Control circuit,ನಿಯಂತ್ರಣ ವಿವರಣೆ
Control electrode,ನಿಯಂತ್ರಿತ ವಿದ್ಯುದ್ವಾರ
Control equipment,ನಿಯಂತ್ರಣ ಉಪಕರಣಗಳು
Control grid,ನಿಯಂತ್ರಣ ಗ್ರಿಡ್
Control line,ನಿಯಂತ್ರಣ ಮಾರ್ಗ
Control panel,ನಿಯಂತ್ರಣಫಲಕ
Control room,ನಿಯಂತ್ರಣ ಕೊಠಡಿ
Control table,ನಿಯಂತ್ರಣ ಮೇಜು
Control tower,ನಿಯಂತ್ರಣ ಗೋಪುರ
Controller,ನಿಯಂತ್ರಕ
Convergence,ಒಮ್ಮುಖವಾಗುವಿಕೆ
Convergent lens,ಒಮ್ಮುಖ ಮಸೂರ
Convertor,ವರ್ಗಾಯಿಸುವವನು
Convex lens,ಪೀನ ಮಸೂರ
Convolution,ಕಣ್ಗಾವಲು
Convolution coded,ಕನ್ವಲ್ಯೂಷನ್ ಕೋಡೆಡ್
Convolutional interleave,ಕನ್ವಿಲ್ಯೂಶನಲ್ ಇಂಟರ್ಲೀವ್
Convolutional interleaving,ಕನ್ವಿರಚಲ್ ಇಂಟರ್ಲೀವಿಂಗ್
Cookie,ಕುಕೀ
Cookier,ಕನ್ನಡಿಯ
Coprocessor,ನಿಷೇಧಕ
Cord,ಹಗ್ಗ
Corona,ಕರೋನ
Corona discharge,ಕರೋನ
Correlation,ಪರಸ್ಪರ
Cosine component,ಕಾಸಿನ್ ಘಟಕ
Cosine wave,ಕಾಸಿನ್ ತರಂಗ
Cosmic noise,ಕಾಸ್ಮಿಕ್ ಶಬ್ದ
Counter,ಪ್ರತಿಕೂಲತೆ
Counter clockwise,ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
Coupler,ಕಪಾಟು
Coupling,ಜೋಡಣೆ
Coupling condenser,ಕಪ್ಲಿಂಗ್ ಕಂಡೆನ್ಸರ್
Coupling network,ಜೋಡಣೆ ನೆಟ್‌ವರ್ಕ್
Coupling resistance,ಜೋಡಣೆ ಪ್ರತಿರೋಧ
Covalent bond,ಕೋವೆಲನ್ಸಿಯ ಬಂಡಿ
Coverage,ವ್ಯಾಪ್ತಿ
Crash,ಅಪಘಾತ
Critical band,ವಿಮರ್ಶಕರ ತಂಡ
Critical condition,ವಿಮರ್ಶೆ
Critical coupling,ವಿಮರ್ಶಾತ್ಮಕ ಜೋಡಣೆ
Critical frequency,ನಿರ್ಣಾಯಕ ಆವರ್ತನ
Critical parameter,ವಿಮರ್ಶಾತ್ಮಕ ನಿಯತಾಂಕ
Crocodile clip,ಮೊಸಳೆ ಕ್ಲಿಪ್
Cross fading,ಅಡ್ಡ ಮರೆಯಾಗುತ್ತಿರುವ
Cross modulation,ಅಡ್ಡಕತ್ತು
Cross talk,ಅಡ್ಡ ಮಾತುಕತೆ
Crossfade,ಅಡ್ಡನಡು
Cryptography,ಕ್ರಿಪ್ಟೋಗ್ರಫಿ
Crystal,ಸ್ಫಟಿಕ
Crystal filter,ಸ್ಫಟಿಕ ಫಿಲ್ಟರ್
Cue,ಸೂಚನೆ
Cue marks,ಕ್ಯೂ ಗುರುತುಗಳು
Cueing device,ಕ್ಯೂಯಿಂಗ್ ಸಾಧನ
Current drain,ಪ್ರಸ್ತುತ
Current meter,ಪ್ರಸ್ತುತ ಮೀಟರ್
Current transformer,ಪ್ರಸ್ತುತ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
Cursor,ಕರ್ಸರ್
Curve,ಉರುಳು
Cut off frequency,ಆವರ್ತನವನ್ನು ಕತ್ತರಿಸಿ
Cutter,ಕಟ್ಟುವವನು
Cyber cafe,ಸೈಬರ್ ಕೆಫೆ
Cyber security,ಸೈಬರ್ ಭದ್ರತೆ
Cyber space,ಸೈಬರ್ ಜಾಗ
Cycle,ಚಕ್ರ
Cyclic,ಆವರ್ತಕ
D.c. component,ಡಿಸಿ. ಅಂಶ
D.c. plate power,ಡಿಸಿ. ತಟ್ಟೆಯ ಶಕ್ತಿ
D.c. restoration,ಡಿಸಿ. ಪುನಃಸ್ಥಾಪನೆ
Damper diode,ಡಯೋಡೆ
Damping,ತೇವಗೊಳಿಸುವ
Dark,ಕತ್ತಲೆ
Data,ದತ್ತ
Data broadcasting,ದತ್ತಾಂಶ ಪ್ರಸಾರ
Data compression,ದತ್ತಾಂಶ ಸಂಕೋಚನ
Data drilling,ದತ್ತಾಂಶ ಕೊರೆಯುವ
Data encryption,ದತ್ತಾಂಶ ಗೂ r ನಿಶ್ಚಯ
Data file,ದತ್ತಾಂಶಗಳು
