Malayalam,Bengali
1. പേന 2. മുറിക്കൽ 3. മുറിക്കൽ 4. മുറിക്കൽ 5. മുറിക്കൽ,1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং
1. വിര കോർപ്പസ് 2. സിസ്റ്റ് 3. സിസ്റ്റ് 4. വികലമായ മുഴ 5. നിയോപ്ലാസം,1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম
സൈറ്റോക്രോം,সাইটোক্রোম
സെൽ കപ്ലിംഗ്,সেল কাপলিং
കോശ പുനരുൽപാദനം,কোষের প্রজনন
സെൽ ജനിതകശാസ്ത്രം,কোষ জেনেটিক্স
സൈറ്റോപ്ലാസ്മിക് ഡിവിഷൻ,সাইটোপ্লাজমিক বিভাগ
സെൽ ബയോളജി,কোষ বিদ্যা
സെൽ ലിസിസ്,কোষের লাইসিস
1. സൈറ്റോമിയർ 2. സെൽ സെഗ്മെന്റേഷൻ,1. সাইটোমের 2. কোষ বিভাজন
സൈറ്റോപ്ലാസം,সাইটোপ্লাজম
1. ഡയറി 2. ഡയറി,1. ডেইরি 2. ডেইরি
ക്ഷീര വ്യവസായം,দুগ্ধ শিল্প
1. ഡാം 2. ബ്രീഡർ,1. বাঁধ 2. ব্রিডার
ദിവസം സമ്പൂർണ്ണ പ്ലാന്റ്,দিন পরম উদ্ভিদ
പൂവിടുമ്പോൾ ദിവസം,ফুল ফোটার পর দিন
മുഴുവൻ പൂവിടുമ്പോൾ ഒരു ദിവസം,ফুল ফোটার পর দিন
കാര്യക്ഷമതയില്ലായ്മ,অদক্ষতা
ഡീകാൽസിഫിക്കേഷൻ,decalcification
1. ഡിസ്ലോഡ്ജ് 2. ഡിസ്ലോഡ്ജ്,1. অপসারণ 2. অপসারণ
ക്ഷയം,ক্ষয়
ഇലപൊഴിയും,পর্ণমোচী
1. ദശാംശം 2. ദശാംശം,1. দশমিক 2. দশমিক
അപകർഷത,হীনমন্যতা
അനുരൻ (മണ്ണ്),অনুরান (মাটি)
വിപുഷ്പൻ,বিপুষ্পন
ബില്ലിംഗ്,বিলিং
വനനശീകരണം,বন নিধন
അപമാനം,অসম্মান
തരംതാഴ്ത്തൽ,অধঃপতন
ഭാഗം ദിവസം,অংশ দিন
1. അളവ് 2. ഭാഗം,1. পরিমাণ 2. অংশ
അപചയം,dehiscence
തൊണ്ട നീക്കം,ভুসি অপসারণ
തൊണ്ട നീക്കം,ভুসি অপসারণ
നിർജ്ജലീകരണം,পানিশূন্যতা
ജലരഹിതമായ,নির্জল
ആവശ്യം,চাহিদা
1. ഡീനാറ്ററേഷൻ 2. ഗുണനം,1. বিকৃতকরণ 2. গুণ
അപകീർത്തിപ്പെടുത്തൽ,বর্জন
1. നിക്ഷേപം (മണ്ണ്) 2. നിക്ഷേപം (സാമ്പത്തികശാസ്ത്രം),1. জমা (মাটি) 2. জমা (অর্থনীতি)
നിക്ഷേപം,আমানত
1. മൂല്യത്തകർച്ച 2. മൂല്യത്തകർച്ച,1. অবচয় 2. অবচয়
ഉപ്പുനീക്കം,বিশুদ্ধকরণ
1. വെള്ളം ഉണക്കൽ 2. നിർജ്ജലീകരണം,1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন
1. ഡിസൈൻ 2. ഡിസൈൻ,1. ডিজাইন 2. ডিজাইন
വരണ്ട,শুষ্ক
കേർണൽ നീക്കം,কার্নেল অপসারণ
ഡി-ഇന്റർകലേഷൻ,de-intercalation
സംയോജനം,সংযোজন
1. ആൺ മഞ്ജരി വേർതിരിച്ചെടുക്കൽ (ചോളം) 2. ബല്ലാർ വേർതിരിച്ചെടുക്കൽ,1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন
ബല്ലാർ അല്ലെങ്കിൽ കുന്ദൻ മുറിക്കൽ,বল্লার বা কুন্দন কাটিং
നിർണ്ണയിക്കുന്നയാൾ,নির্ধারক
മൂല്യച്യുതി,অবমূল্যায়ন
സസ്യഭക്ഷണം,উদ্ভিজ্জ
വ്യതിയാനം,বিচ্যুতি
ഇരട്ടി,দ্বিগুণ
രോഗനിർണയം,রোগ নির্ণয়
വ്യത്യസ്ത പക്വത,বিভিন্ন পরিপক্কতা
വിഭജനം,বিভাজন
1. ഡൈക്കോട്ടിലിഡൺ 2. ഡൈക്കോട്ടിലിഡൺ (വിത്ത്),1. ডাইকোটাইলেডন 2. ডাইকোটাইলেডন (বীজ)
പുറം രോഗം,পিঠের রোগ
1. ഡിഫ്യൂഷൻ 2. ഡിഫ്യൂഷൻ,1. ডিফিউশন 2. ডিফিউশন
ദഹനക്ഷമത,হজম ক্ষমতা
ഡൈഹൈബ്രിഡ്,ডাইহাইব্রিড
1. ഡാം 2. ഡ്രെയിൻ 3. കുടുംബം,1. বাঁধ 2. ড্রেন 3. পরিবার
തുച്ഛമായ,সামান্য
1. ഏകഭാര്യ 2. ഏകഭാര്യ,1. একগামী 2. একগামী
ഡിപ്ലോയിഡ്,ডিপ্লয়েড
1. ഡിപ്ലോയിഡ് 2. ഡിപ്ലോയിഡ്,1. ডিপ্লয়েড 2. ডিপ্লয়েড
ദ്വിധ്രുവം,ডাইপোল
1. വേർതിരിച്ചെടുക്കൽ 2. ബഡ് നീക്കം,1. নিষ্কাশন 2. কুঁড়ি অপসারণ
1. പ്ലോ പ്ലോവിംഗ് 2. സ്പിന്നിംഗ്,1. লাঙ্গল চাষ 2. স্পিনিং
കിഴിവ്,ছাড়
അണുനശീകരണം,জীবাণুমুক্তকরণ
1. ഡിസ്പർഷൻ 2. ചിതറിക്കൽ,1. বিচ্ছুরণ 2. বিক্ষিপ্তকরণ
1.ചിതറിക്കൽ 2.വ്യതിയാനം,1. বিক্ষিপ্তকরণ 2. ভিন্নতা
വൈവിധ്യവൽക്കരണം,বৈচিত্রতা
വൈവിധ്യമാർന്ന കൃഷി,বৈচিত্র্যময় কৃষি
ഡിഎൻഎ ഘട്ടം,ডিএনএ পদক্ষেপ
ഡിഎൻഎ റിസീവർ,ডিএনএ রিসিভার
ഡോക്ക് വാടകയ്ക്ക്,ডক ভাড়া
ഫലപ്രദമായ,কার্যকর
സുഷുപ്തി,সুপ্ততা
1. അളവ് 2. അളവ് 3. അളവ്,1. পরিমাণ 2. ডোজ 3. ডোজ
ഇരട്ട സിഗ്മോയിഡ് കർവ്,ডবল সিগমায়েড বক্ররেখা
1. കാറ്റ് 2. നീട്ടുക,1. দমকা 2. প্রসারিত
1. എക്‌സ്‌ഹോസ്റ്റ് ഡ്രെയിൻ 2. മലിനജലം,1. নিষ্কাশন ড্রেন 2. বর্জ্য
ഡ്രെയിനേജ്,নিষ্কাশন
ട്രാക്ഷൻ,আকর্ষণ
1. മരുന്ന് കൊടുക്കുക 2. നനയ്ക്കുക,1. ওষুধ দিন 2. ভিজিয়ে দিন
സൗന്ദര്യവർദ്ധക വസ്തുക്കൾ (വിത്തുകൾ),প্রসাধনী (বীজ)
1. ആഗർ 2. ആഴം കുറഞ്ഞ തകരാർ 3. ഡ്രിൽ 4. ആഗർ,1. auger 2. অগভীর ফল্ট 3. ড্রিল 4. auger
1. ദ്വാരം 2. ഡ്രിൽ 3. ഡ്രിൽ,1. গর্ত 2. ড্রিল 3. ড্রিল
1. ഡ്രില്ലിംഗ് 2. ഡ്രിൽ ഉപയോഗിച്ച് വിതയ്ക്കൽ 3. ഡ്രിൽ ഉപയോഗിച്ച് ഒഴിക്കുക,1. ড্রিলিং 2. একটি ড্রিল দিয়ে বপন করা 3. একটি ড্রিল দিয়ে ঢালা
ഡ്രിപ്പ് ഇറിഗേഷൻ,ড্রিপ সেচ
ഉണങ്ങിയ കൃഷി,শুকনো চাষ
1.പൊടി 2.ബുക്നെ,1.ধুলো 2.বুকনি
1. ഡസ്റ്റർ 2. സ്കാറ്ററർ,1. ডাস্টার 2. বিক্ষিপ্তকারী
തളിക്കാൻ,ছিটানো
1. വാമനൻ 2. വാമനൻ,1. বামন 2. বামন
വാമന പിരമിഡ്,বামন পিরামিড
വാമിനി ഭവൻ,ভামিনী ভবন
പരിസ്ഥിതി ശാസ്ത്രം,বাস্তুশাস্ত্র
ഇക്കണോമെട്രിക്സ്,অর্থনীতি
സാമ്പത്തിക കാര്യക്ഷമത,অর্থনৈতিক দক্ষতা
സാഹചര്യ തരം,পরিস্থিতিগত প্রকার
അധിക-സ്ട്രാറ്റിഫൈഡ്,অতিরিক্ত স্তরিত
മൃദുവായ,নরম
മണ്ണ് ശാസ്ത്രം,মৃত্তিকা বিজ্ঞান
1. ബ്രിഡ്ജിംഗ് 2. എഡ്ജിംഗ് 3. സ്ട്രാൻഡ് ക്ലോഷർ,1. ব্রিজিং 2. এজিং 3. স্ট্র্যান্ড ক্লোজার
ഭക്ഷണ ഭാഗം,খাদ্য অংশ
ഡിമാൻഡിന്റെ ഇലാസ്തികത,চাহিদার স্থিতিস্থাপকতা
ഉത്പാദന ഇലാസ്തികത,উত্পাদন স্থিতিস্থাপকতা
വൈദ്യുതവിശ്ലേഷണം,তড়িৎ বিশ্লেষণ
ഇലക്ട്രോഫോറെസിസ്,ইলেক্ট্রোফোরেসিস
ആവിയായി,বাষ্পীভবন
1. ശിരഛേദം 2. വന്ധ്യംകരണം 3. ശിരഛേദം 4. വന്ധ്യംകരണം,1. শিরশ্ছেদ 2. বন্দী 3. শিরশ্ছেদ 4. জীবাণুমুক্ত
1. വീർ ബാൻഡി 2. സ്ട്രോബണ്ടി,1. উইয়ার বান্দি 2. স্ট্রবান্ডি
ഭ്രൂണം,ভ্রূণ
1. ഭ്രൂണശാസ്ത്രം 2. ഭൗതികശാസ്ത്രം,1. ভ্রূণবিদ্যা 2. পদার্থবিদ্যা
1. പുറത്തുകടക്കുക 2. പുറത്തുകടക്കുക,1. প্রস্থান 2. প্রস্থান
എമൽസിഫയർ,ইমালসিফায়ার
അന്തർജനകമായ,অন্তঃসত্ত্বা
ഇൻട്രാ പോയിന്റ് ഡിവിഷൻ,আন্তঃবিন্দু বিভাগ
ഇൻട്രാ-പാരാസിറ്റിക്,অন্তঃপরজীবী
എൻഡോസ്പേം,এন্ডোস্পার্ম
എന്റർപ്രൈസ്,এন্টারপ্রাইজ
കീടശാസ്ത്രം,কীটতত্ত্ব
പരിസ്ഥിതി,পরিবেশ
1. എൻസൈം 2. എൻസൈം,1. এনজাইম 2. এনজাইম
ക്ലസ്റ്റർ ഗ്രാഫ്റ്റിംഗ്,ক্লাস্টার গ্রাফটিং
1. എപ്പിഫൈറ്റ് 2. എപ്പിഫൈറ്റ്,1. এপিফাইট 2. এপিফাইট
ഇക്വിറ്റി,ইক্যুইটি
ഉന്മൂലനം,নির্মূল
അവശ്യ പോഷകങ്ങൾ,অত্যাবশ্যক পুষ্টি
1. അളവ് 2. ജമ്പ് 3. വിലയിരുത്തൽ,1. পরিমাপ 2. জাম্প 3. মূল্যায়ন
സൂക്ഷ്മത,সূক্ষ্মতা
സുജനിക്,সুজনিক
മൂല്യനിർണ്ണയം,মূল্যায়ন
സ്റ്റീം ഗേജ്,বাষ্প গেজ
ബാഷ്പീകരണ പ്രചോദനം,বাষ্পীভবন
ശാശ്വത വിപ്ലവം,চিরন্তন বিপ্লব
1. നിത്യഹരിതം 2. നിത്യഹരിതം,1. চিরসবুজ 2. চিরসবুজ
വികസനം,উন্নয়ন
വിച്ഛേദിക്കുക,বিছিন্ন করা
പരീക്ഷയ് (ഫെർട്ടിലിറ്റി),পরিক্ষয় (উর্বরতা)
ചൂഷണം,শোষণ
1. പര്യവേക്ഷണം 2. പര്യവേക്ഷണം,1. অন্বেষণ 2. অন্বেষণ
1. എക്സ്ട്രൂഷൻ 2. എമിഷൻ,1. এক্সট্রুশন 2. নির্গমন
കണ്ണ്,আই
1. ഘടകം 2. ഘടകം 3. ഘടകം 4. റിസോഴ്സ്,1. ফ্যাক্টর 2. কম্পোনেন্ট 3. ফ্যাক্টর 4. রিসোর্স
ഘടകം ഉത്പാദനക്ഷമത,ফ্যাক্টর উত্পাদনশীলতা
വ്യാപാരിയുടെ കിഴിവ്,ব্যবসায়ীদের ডিসকাউন্ট
ഫാക്‌ടോറിയൽ ബ്ലോക്ക് ഡിസൈൻ,ফ্যাক্টরিয়াল ব্লক ডিজাইন
ബദൽ,বিকল্প
1. പട്ടി 2. പലിഹാർ,1. পট্টি 2. পালিহার
മൊത്തത്തിലുള്ള,স্থূল
ഫീൽഡ് മൂല്യനിർണ്ണയം,ক্ষেত্রের মূল্যায়ন
കാർഷിക ബജറ്റിംഗ്,খামার বাজেট
കാർഷിക ബിസിനസ്സ്,কৃষি ব্যবসা
ഫീൽഡ് ആസൂത്രണം,ক্ষেত্রের পরিকল্পনা
1. കർഷകൻ 2. കർഷകൻ,1. কৃষক 2. কৃষক
1. കൃഷി 2. കൃഷി,1. কৃষি 2. কৃষিকাজ
കൂട്ടിയിടി,সংঘর্ষ
ഒന്നിലധികം പ്രജനനം,একাধিক প্রজনন
അഴുകൽ,গাঁজন
ഫെർട്ടിലിറ്റി,উর্বরতা
വളം,সার
വളം ഉപയോഗം കാര്യക്ഷമത,সার ব্যবহারের দক্ষতা
നാരുകളുള്ള,তন্তুযুক্ত
1. ഫാം 2. ഏരിയ 3. സ്ഥലം,1. খামার 2. এলাকা 3. অবস্থান
മണ്ണ് വെള്ളം പിടിക്കൽ,মাটির জল ধরে রাখা
ഫീൽഡ് പ്രദർശനം,ক্ষেত্র প্রদর্শন
1. ഇമ്മൊബിലൈസേഷൻ 2. ഫിക്സേഷൻ 3. ഫിക്സേഷൻ,1. ইমোবিলাইজেশন 2. ফিক্সেশন 3. ফিক্সেশন
1. വെള്ളപ്പൊക്കം 2. ഇംപ്രെഗ്നേഷൻ,1. প্লাবন 2. গর্ভধারণ
ഒഴുക്ക് ഡയഗ്രം,প্রবাহ চিত্র
ഭക്ഷണ മൂല്യം,খাদ্য মূল্য
കാലിത്തീറ്റ,পশুখাদ্য
പ്രവചനം,পূর্বাভাস
വനം,বন। জংগল
വനവൽക്കരണം,বনায়ন
1. ടാഡ്പാർൺ 2. ഫോം,1. তাদপার্ন 2. ফর্ম
മഞ്ഞ് പ്രതിരോധം,হিম প্রতিরোধী
1. പാലാ 2. ബ്ലൈറ്റ്,1. পাল 2. ব্লাইট
1. മരവിച്ച 2. മരവിച്ച,1. হিমায়িত 2. হিমায়িত
പ്രവർത്തനം,ফাংশন
1. ഫ്രൂട്ട് ഫാൾ 2. ഫ്രൂട്ട് ഫാൾ,1. ফল পতন 2. ফল পতন
ഫലമായിത്തീരുന്നു,ফল হত্তয়া
1. ഫ്യൂമിഗേഷൻ 2. ഫ്യൂമിഗേഷൻ,1. ফিউমিগেশন 2. ফিউমিগেশন
കുമിൾനാശിനി,ছত্রাকনাশক
ആന്റിഫംഗൽ,অ্যান্টিফাঙ্গাল
കുമിൾ,ছত্রাক
1. ഖുദ് 2. സീത,1. খুদ 2. সীতা
1. ഫ്യൂഷൻ 2. ഫ്യൂഷൻ,1. ফিউশন 2. ফিউশন
പഞ്ഞി,সুতি পশম
രോമമുള്ള,লোমশ
1. ട്രീ അൾസർ 2. പിടിക,1. গাছের আলসার 2. পিটিকা
1. ഗേമറ്റുകൾ 2. ഗെയിമറ്റുകൾ,1. গ্যামেট 2. গেমেট
1. പൂന്തോട്ടം 2. പൂന്തോട്ടം,1. বাগান 2. বাগান
1. പൻസാൽ 2. ഹൈഡ്രോമീറ്റർ,1. পানসাল 2. হাইড্রোমিটার
ജീൻ ശേഖരണം,জিন সংগ্রহ
ജീൻ ടാഗൺ,জিন ট্যাগন
വംശാവലി,বংশতালিকা
ജീൻ മാപ്പ്,জিন মানচিত্র
ജനിതകശാസ്ത്രം,জেনেটিক্স
1. ജീനോം 2. സംഗീൻ,1. জিনোম 2. সংগেন
സഞ്ജിനി ശേഖരം,সঞ্জিনী কালেকশন
ജനിതകശാസ്ത്രം,জিনোমিক্স
ജനിതകരൂപം,জিনোটাইপ
1. ജീൻ ഘടന 2. ജീൻ തരം,1. জিনের গঠন 2. জিনের ধরন
വംശാവലി,লিনেজ
1. ജനുസ്സ് 2. വംശം,1. বংশ 2. বংশ
1. ബീജം 2. ബീജം,1. জীবাণু 2. জীবাণু
അണുനാശിനി,জীবাণু নাশক
മുളപ്പിക്കൽ,অঙ্কুরোদগম
1. ജെർംപ്ലാസ്ം 2. ജെർംപ്ലാസം,1. জার্মপ্লাজম 2. জার্মপ্লাজম
ഗിബ്ബെറലിക് ആസിഡ്,জিবেরেলিক অ্যাসিড
പെറുക്കുക,কুড়ানো
തുഷ്,টুশ
1. ഗ്ലൂറ്റൻ 2. ഗ്ലൂട്ടണി,1. গ্লুটেন 2. পেটুক
ഗ്ലൈക്കോളിസിസ്,গ্লাইকোলাইসিস
കൊള്ളാം,চমৎকার
സുവർണ്ണ വിപ്ലവം,সোনালী বিপ্লব
1. വർഗ്ഗീകരണം 2. വർഗ്ഗീകരണം 3. വർഗ്ഗീകരണം,1. শ্রেণীবিভাগ 2. শ্রেণীবিভাগ 3. স্তরবিন্যাস
1. ഒട്ടിച്ച ചെടി 2. പെൻബ്രൽ ചെടി,1. কলমযুক্ত উদ্ভিদ 2. পেনম্ব্রাল উদ্ভিদ
പേന പൊരുത്തമില്ലാത്ത,কলম অসামঞ্জস্যপূর্ণ
ഗ്രാന,গ্রানা
ഗ്രാനുലേഷൻ,দানাদার
പച്ചിലവളം,সবুজ সার
ഹരിത വിപ്ലവം,সবুজ বিপ্লব
വളർച്ചയും വികസനവും,বৃদ্ধি এবং উন্নয়ন
1. മോണരോഗം,1. মাড়ির রোগ
ഭിന്നലിംഗക്കാരൻ,বিষমকামী
1. പ്രകൃതി 2. പ്രകൃതി 3. രൂപഗുണ 4. ഭാവം,1. প্রকৃতি 2. প্রকৃতি 3. রূপগুণ 4. চেহারা
1. ഓല 2. കർക്കപ്പട്ട് 3. കർക്ക,1. ওলা 2. কারকাপাত 3. কারকা
റോമിൽ വാച്ച്,রোমিলওয়াচ
സലൈൻ സിസ്റ്റ്,লবণাক্ত সিস্ট
ഹാരോ,হ্যারো
1. വിളവെടുപ്പ് സൂചിക 2. വിളവെടുപ്പ് സൂചിക,1. ফসল কাটার সূচক 2. ফসল কাটার সূচক
1. വിളവെടുപ്പ് 2. വിളവെടുത്ത വിള 3. പൂർത്തിയായ വിള 4. വിളവ്,1. ফসল কাটা 2. কাটা ফসল 3. সমাপ্ত ফসল 4. ফলন
1. പറിക്കൽ 2. വിളവെടുപ്പ് 3. പറിക്കൽ,1. প্লাকিং 2. ফসল তোলা 3. প্লাকিং
1. മുട്ടയിടൽ 2. മുട്ട ശക്തി,1. ডিম পাড়া 2. ডিম ফোর্স
ഉണങ്ങിയ പുല്ല്,শুষ্ক ঘাস
ഉണങ്ങിയ തീറ്റ,শুকনো ফিড
ഗഞ്ചി,গেঞ্জি
മൂടൽമഞ്ഞ്,কুয়াশা
മൂടൽമഞ്ഞ്,ঝাপসা
1. ബാലി 2. സിത്ത 3. മുണ്ടക് 4. ടോപ്പ് 5. തല 6. സിറ,1. বালি 2. সিত্তা 3. মুন্ডক 4. শীর্ষ 5. মাথা 6. সিরা
തോടിന്റെ അവസാനം,খাঁজ শেষ
മുകളിൽ അരിവാൾകൊണ്ടു,শীর্ষ ছাঁটাই
വേലി,বেড়া
കസ്റ്റഡി,হেফাজত
കുണ്ഡലിനി,কুন্ডলিনী
ഹെമറ്റൈറ്റ്,হেমাটাইট
1. സസ്യം 2. സസ്യം,1. ভেষজ 2. ভেষজ
1.ബൊട്ടാണിക്കൽ ശേഖരം 2.ബൊട്ടാണിക്കൽ മ്യൂസിയം,1.বোটানিক্যাল কালেকশন 2.বোটানিক্যাল মিউজিয়াম
കളനാശിനി,হার্বিসাইড
പാരമ്പര്യം,বংশগতি
പാരമ്പര്യം,বংশগতি
ബൈസെക്ഷ്വൽ,উভকামী
ഹെറ്ററോക്രോമാറ്റിക്,heterochromatic
heterofertilization,heterofertilization
1. ഹൈബ്രിഡോസ് 2. ഹെറ്ററോസിസ്,1. হাইব্রিডোজ 2. হেটেরোসিস
സെക്സ്ക്രോമസോമുകൾ,সেক্সক্রোমোজোম
വളർത്തി,লালনপালন
ഹെക്സാഡെസിമൽ,হেক্সাডেসিমেল
തണുത്ത സുഷുപ്തി,ঠান্ডা সুপ্ততা
ഉയർന്ന സാന്ദ്രത നടീൽ,উচ্চ ঘনত্ব রোপণ
1. പിൻഡ്ലക്ക് 2. കുന്ന് (നെല്ല്),1. পিন্ডলক 2. পাহাড় (ধান)
ഹിസ്റ്റോഗ്രാം,হিস্টোগ্রাম
ഹൈടെക് ഹോർട്ടികൾച്ചർ,উচ্চ প্রযুক্তির উদ্যানপালন
1.തൈര് 2. കൂട്,1. দই 2. মৌচাক
1. കളനിയന്ത്രണം 2. കളനിയന്ത്രണം,1. আগাছা 2. আগাছা
പിടിക്കുന്നു,ধারণ
സ്വകാര്യ ഫാം,ব্যক্তিগত খামার
ഹോമിയോസ്റ്റാസിസ്,হোমিওস্টেসিস
മാതൃഭൂമി,স্বদেশ
ഏകതാനത,একজাতীয়তা
1. ഏകതാനമായ 2. ഏകതാനമായ,1. সমজাতীয় 2. সমজাতীয়
സഹതാപം,সহানুভূতিশীল
ഹോമോസൈഗസ്,সমজাতীয়
1. ഖുറിക്ക 2. ഭക്ഷണ പാത്രം 3. ഹാപ്പർ,1. খুরিকা 2. খাদ্য পাত্র 3. হ্যাপার
1. പാളി 2. ചക്രവാളം,1. স্তর 2. দিগন্ত
ഹോർട്ടികൾച്ചറൽ വിളകൾ,উদ্যান ফসল
1. ഹോർട്ടികൾച്ചർ 2. ഹോർട്ടികൾച്ചർ 3. ഹോർട്ടികൾച്ചർ 4. ഹോർട്ടികൾച്ചർ,1. হর্টিকালচার 2. হর্টিকালচার 3. হর্টিকালচার 4. হর্টিকালচার
