Odiya,Malayalam
କୋଣାର୍କ ଅବସ୍ଥାନ |,കോണീയ സ്ഥാനം
କୋଣ ଅନୁକୋଣ,കോണീയ റെസലൂഷൻ
କୋଣାର୍କ ବ୍ୟବଧାନ |,കോണീയ ഇടവേള
କୋଣାର୍କ ଗତି |,കോണീയ വേഗത
କୋଣାର୍କ ବେଗ |,കോണീയ പ്രവേഗം
ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |,പ്രൊട്രാക്ടർ വെർനിയർ
"ବିବାଦୀୟ, ଅଣ-ହରମାନିକ୍ |","തർക്കമില്ലാത്ത, നോൺ-ഹർമാനിക്"
ଅଣ-ଟ୍ରାନଜିଟିଭ୍ କପଲିଂ |,നോൺ-ട്രാൻസിറ്റീവ് കപ്ലിംഗ്
ଅଣ-ସଂରକ୍ଷଣ ପ୍ରଭାବ |,യാഥാസ്ഥിതികമല്ലാത്ത പ്രഭാവം
ଅଣ-ଟ୍ରାନଜିଟିଭ୍ ଓସିଲେଟର |,നോൺ-ട്രാൻസിറ്റീവ് ഓസിലേറ്റർ
ବଜ୍ରପାତ ଅନୁପାତ |,ഇടിമിന്നൽ അനുപാതം
ପୁନରାବୃତ୍ତି ନଥିବା ତ୍ୱରାନ୍ୱିତ ଶକ୍ତି |,ആവർത്തിക്കാത്ത ത്വരിതപ്പെടുത്തുന്ന ശക്തി
ବିରୋଧୀ ପୋଷ୍ଟ |,പരസ്പര വിരുദ്ധമല്ലാത്ത പോസ്റ്റ്
ଅଣ-ପ୍ରତିରୋଧ କମ୍ପନ |,നോൺ-റെസിസ്റ്റൻസ് വൈബ്രേഷൻ
ଅଣ-ସ୍ୱଚ୍ଛ ତରଙ୍ଗ ଫର୍ମ |,സുതാര്യമല്ലാത്ത തരംഗരൂപം
ଅସଙ୍ଗତି,പൊരുത്തക്കേട്
ଅସଙ୍ଗତି ସ୍ଥିର |,പൊരുത്തപ്പെടാത്ത സ്ഥിരത
ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |,അക്രോമാറ്റിക് കാന്തികവൽക്കരണം
ଅଳସୁଆ |,മന്ദത
ଆୟନ,അയോൺ
tor ଣଦାତା,കടക്കാരൻ
ଅସୀମିତ କଣିକା |,അസമമായ കണിക
ଆଇସୋଟ୍ରୋପିକ୍ |,ഐസോട്രോപിക്
ଆଇସୋଟ୍ରୋପିକ୍ ଅବଶୋଷଣ ଆରାମ |,ഐസോട്രോപിക് ആഗിരണം ഇളവ്
ଆଇସୋଟ୍ରୋପିକ୍ ବାର୍ |,ഐസോട്രോപിക് ബാർ
ଆଇସୋଟ୍ରୋପିକ୍ କଣ୍ଡକ୍ଟିଭିଟି |,ഐസോട്രോപിക് ചാലകത
ଏକପାଖିଆ ଡାଇଲେକ୍ଟ୍ରିକ୍ ମାଧ୍ୟମ |,ഏകദിശയിലുള്ള വൈദ്യുത മാധ്യമം
ଆଇସୋଟ୍ରୋପିକ୍ ଡାଇଲେକ୍ଟ୍ରିକ୍ କ୍ଷେତ୍ର |,ഐസോട്രോപിക് വൈദ്യുത ഗോളം
ଆଇସୋଟ୍ରୋପିକ୍ ବିସ୍ତାର |,ഐസോട്രോപിക് ഡിഫ്യൂഷൻ
ଆଇସୋଟ୍ରୋପିକ୍ ପଦାର୍ଥ |,ഐസോട്രോപിക് മെറ്റീരിയൽ
ଆଇସୋଟ୍ରୋପିକ୍ ମାଧ୍ୟମ |,ഐസോട്രോപിക് മീഡിയം
ଆଇସୋଟ୍ରୋପିକ୍ ଗତି ବଣ୍ଟନ |,ഐസോട്രോപിക് മൊമെന്റം വിതരണം
ଆଇସୋଟ୍ରୋପିକ୍ ଉତ୍ତାପ ସଂଶୋଧନ |,ഐസോട്രോപിക് ചൂട് തിരുത്തൽ
ଆଇସୋଟ୍ରୋପିକ୍ ଉତ୍ତାପ କୋଏଫିସିଏଣ୍ଟ୍ |,ഐസോട്രോപിക് താപ ഗുണകം
ଆଇସୋଟ୍ରୋପିକ୍ ତାପଜ ଗତି |,ഐസോട്രോപിക് താപ ചലനം
ଆଇସୋଟ୍ରୋପିକ୍ |,ഐസോട്രോപിക്
ଆଇସୋଟ୍ରୋପିଜିମ୍ |,ഐസോട്രോപിസം
ଆଇସୋଟ୍ରୋପିଜିମ୍ ସ୍ଥିର |,ഐസോട്രോപിസം സ്ഥിരം
ଆଇସୋଟ୍ରୋପିଜିମ୍ ଶକ୍ତି |,ഐസോട്രോപിസം ഊർജ്ജം
isotropism coefficient,ഐസോട്രോപിസം ഗുണകം
isotropism ଉଚ୍ଚାରଣ |,അസാധാരണമായ ഉച്ചാരണം
ଆଣ୍ଟି ଲୁହ ଯ ound ଗିକ |,കണ്ണുനീർ വിരുദ്ധ സംയുക്തം
ବିଶ୍ world ପ୍ରତି,ഓരോ ലോകത്തിനും
ଗତିଶୀଳତା |,ചലനാത്മകത
ବିଲୋପ,ഇല്ലാതാക്കൽ
ବିସର୍ଜନ ଶକ୍ତି |,വിസർജ്ജന ഊർജ്ജം
ବହୁ ବିଲୁପ୍ତ ହେବା |,കൂട്ട വംശനാശം
ବିଲୁପ୍ତ-ଫୋଟନ୍ |,വംശനാശം-ഫോട്ടോൺ
ବିଲୁପ୍ତ ବିକିରଣ |,വംശനാശം വികിരണം
ବିଲୋପ ପଦ୍ଧତି,ഇല്ലാതാക്കൽ രീതി
"ଦୁ sorry ଖିତ, ବିରକ୍ତ","ക്ഷമിക്കണം, ദേഷ്യപ്പെട്ടു"
ବାର୍ଷିକ ବିଚ୍ୟୁତି |,വാർഷിക വ്യതിയാനം
ବାର୍ଷିକ ଉତ୍ତାପ ତରଙ୍ଗ |,വാർഷിക ചൂട് തരംഗം
ବାର୍ଷିକ ଭିନ୍ନତା |,വാർഷിക വ്യത്യാസം
ବାର୍ଷିକ ଚୁମ୍ବକୀୟ ସ୍ପେକ୍ଟ୍ରୋଗ୍ରାଫର୍ |,വാർഷിക കാന്തിക സ്പെക്ട്രോഗ്രാഫർ
ବର୍ଣ୍ଣନାକାରୀ,ആഖ്യാതാവ്
anode,ആനോഡ്
ଆନାଡ-ସକ୍ରିୟ ପଦାର୍ଥ |,ആനോഡ്-ആക്റ്റീവ് പദാർത്ഥം
anode କୋଣ |,ആനോഡ് കോൺ
ଆନାଡ ବ୍ୟାଟେରୀ |,ആനോഡ് ബാറ്ററി
ଆନାଡ୍ ଟର୍ନ୍ |,ആനോഡ് ടേൺ
ଆନାଡ ଟର୍ନ ସଂଶୋଧନ |,ആനോഡ് ടേൺ തിരുത്തൽ
anode ବ୍ରିଜ୍,ആനോഡ് പാലം
anode cap,ആനോഡ് തൊപ്പി
anode ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ,ആനോഡ് സവിശേഷതകൾ
ଆନାଡ ସର୍କିଟ |,ആനോഡ് സർക്യൂട്ട്
anode clamp,ആനോഡ് ക്ലാമ്പ്
ଆନାଡାଇନ୍ କନଭର୍ଟର |,അനോഡൈൻ കൺവെർട്ടർ
ଆନାଡ କୁଲିଂ କ୍ଷମତା |,ആനോഡ് തണുപ്പിക്കാനുള്ള ശേഷി
ଆନାଡ କ୍ଷୟ |,ആനോഡ് നാശം
ଆନାଡ ଡାର୍କ ଜୋନ୍ |,ആനോഡ് ഇരുണ്ട മേഖല
ଆନାଡ ଉତ୍ତାପ ହ୍ରାସ |,ആനോഡ് താപ നഷ്ടം
anode ସମ୍ଭାବନା |,ആനോഡ് സാധ്യത
anode ପ୍ରଭାବ,ആനോഡ് പ്രഭാവം
anode ଦକ୍ଷତା |,ആനോഡ് കാര്യക്ഷമത
anode wing,ആനോഡ് ചിറക്
ଟ୍ରେଲିଂ ଆନାଡ |,പിന്നിലുള്ള ആനോഡ്
ଆନାଡ ଆଲୋକ,ആനോഡ് പ്രകാശം
anode hum,ആനോഡ് ഹം
anode ଇନପୁଟ୍ ଶକ୍ତି |,ആനോഡ് ഇൻപുട്ട് പവർ
ଆନାଡ୍ କିଙ୍ଗ୍ |,ആനോഡ് കീയിംഗ്
ଆନାଡ ସୀସା ତାର |,ആനോഡ് ലീഡ് വയർ
anode ରେଖା |,ആനോഡ് ലൈൻ
anode modulation,ആനോഡ് മോഡുലേഷൻ
anode ସମ୍ଭାବ୍ୟ ରୂପାନ୍ତରକାରୀ |,ആനോഡ് സാധ്യതയുള്ള കൺവെർട്ടർ
ଆନାଡ ପ୍ରୋଟେକ୍ଟର କ୍ୟାପ୍ |,ആനോഡ് പ്രൊട്ടക്ടർ തൊപ്പി
ଆନାଡ୍ ବିମ୍ |,ആനോഡ് ബീം
ଆନାଡ୍ ସାଇଡ୍ କ୍ୟାପ୍ |,ആനോഡ് സൈഡ് ക്യാപ്
ଆନାଡ୍ ଗ୍ରେଡିଏଣ୍ଟ୍ କଣ୍ଡକ୍ଟିଭିଟି |,ആനോഡ് ഗ്രേഡിയന്റ് ചാലകത
ଆନାଡାଇଜିଂ ବ୍ଲିଚ୍ |,ആനോഡൈസിംഗ് ബ്ലീച്ച്
anode stem |,ആനോഡ് തണ്ട്
anode strip,ആനോഡ് സ്ട്രിപ്പ്
ଆନାଡ୍ ବେସ୍ |,ആനോഡ് അടിസ്ഥാനം
anode ନିଷ୍କାସନ |,ആനോഡ് എക്‌സ്‌ഹോസ്റ്റ്
ଆନାଡାଇଜେସନ୍ |,ആനോഡൈസേഷൻ
ଅସଙ୍ଗତ,പൊരുത്തമില്ലാത്ത
ଅସଙ୍ଗତ ଅବଶୋଷଣ |,അസ്ഥിരമായ ആഗിരണം
ଅସଙ୍ଗତ ଇଲେକ୍ଟ୍ରନ୍ ମୁହୂର୍ତ୍ତ |,പൊരുത്തമില്ലാത്ത ഇലക്ട്രോൺ നിമിഷം
ଅସଙ୍ଗତ ବିସ୍ତାର |,പൊരുത്തമില്ലാത്ത വ്യാപനം
ଅସଙ୍ଗତ ବିଘ୍ନ |,പൊരുത്തമില്ലാത്ത വ്യതിചലനം
ଅସଙ୍ଗତ ଇଲାସ୍ଟିସିଟି |,പൊരുത്തമില്ലാത്ത ഇലാസ്തികത
ଅସଙ୍ଗତ ଉତ୍ତାପ କ୍ଷମତା |,പൊരുത്തമില്ലാത്ത താപ ശേഷി
ଅସଙ୍ଗତ ସଂକ୍ରମଣ,പൊരുത്തമില്ലാത്ത സംപ്രേഷണം
ଅସଙ୍ଗତ ରେଡିଓ ପ୍ରସାରଣ |,പൊരുത്തമില്ലാത്ത റേഡിയോ ട്രാൻസ്മിഷൻ
ଅସଙ୍ଗତ ଛିନ୍ନଛତ୍ରକାରୀ |,പൊരുത്തമില്ലാത്ത സ്കാറ്ററുകൾ
ସୁସଙ୍ଗତ ବିଛାଇବା |,അനുയോജ്യമായ ചിതറിക്കൽ
ଅସଙ୍ଗତ ତାପମାତ୍ରା |,അസ്ഥിരമായ താപനില
ଅସଙ୍ଗତ ଶବ୍ଦ |,പൊരുത്തമില്ലാത്ത പദം
ଅସଙ୍ଗତ ସୀମା,പൊരുത്തമില്ലാത്ത പരിധി
ଅସଙ୍ଗତ ସଂକ୍ରମଣ,പൊരുത്തമില്ലാത്ത സംപ്രേഷണം
ଅସଙ୍ଗତ ଜିମାନ୍ ପ୍ରଭାବ |,പൊരുത്തമില്ലാത്ത സീമാൻ പ്രഭാവം
"ଅସଙ୍ଗତି, କୋଣାର୍କ |","പൊരുത്തക്കേട്, കോണീയ"
ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |,ഒപ്റ്റിക്കൽ സിസ്റ്റം
annotron,annotron
ପରୀକ୍ଷା ପ୍ରଭାବ,ടെസ്റ്റ് ഇംപ്രഷൻ
ଆଣ୍ଟେନା |,ആന്റിന
ଆଣ୍ଟେନା ଆରେ |,ആന്റിന അറേ
ଆଣ୍ଟେନା ଆଟେନୁଏଟର୍ |,ആന്റിന അറ്റൻവേറ്റർ
ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |,ആന്റിന ബൂസ്റ്റർ
ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନ ସୁଇଚ୍ |,ആന്റിന മാറ്റ സ്വിച്ച്
ଆଣ୍ଟେନା ସର୍କିଟ ବ୍ରେକର |,ആന്റിന സർക്യൂട്ട് ബ്രേക്കർ
ଆଣ୍ଟେନା କୋଇଲ୍ |,ആന്റിന കോയിൽ
ଆଣ୍ଟେନା ଡ୍ରାଇଭର |,ആന്റിന ഡ്രൈവർ
ଆଣ୍ଟେନା ସ୍ଥିର |,ആന്റിന സ്ഥിരാങ്കം
ଆଣ୍ଟେନା ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |,ആന്റിന കൺട്രോൾ ബോർഡ്
ଆଣ୍ଟେନା କପ୍ଲର୍ |,ആന്റിന കപ്ലർ
ଆଣ୍ଟେନା ଅପ୍ରାସଙ୍ଗିକ ସଙ୍କେତ |,ആന്റിന അപ്രസക്തമായ സിഗ്നൽ
ଆଣ୍ଟେନା ଏନକ୍ଲୋଜର |,ആന്റിന എൻക്ലോഷർ
ଆଣ୍ଟେନା ଷ୍ଟ୍ରିମ୍ |,ആന്റിന സ്ട്രീം
ଆଣ୍ଟେନା ଡମ୍ପିଂ |,ആന്റിന ഡാംപിംഗ്
ଆଣ୍ଟେନା ଚାବୁକ |,ആന്റിന വിപ്പ്
ଆଣ୍ଟେନା ଡ୍ରାଇଭର |,ആന്റിന ഡ്രൈവർ
ଆଣ୍ଟେନା ପ୍ରଭାବ,ആന്റിന പ്രഭാവം
ଆଣ୍ଟେନା ଦକ୍ଷତା |,ആന്റിന കാര്യക്ഷമത
ଆଣ୍ଟେନା ଅପଗ୍ରେଡର୍ |,ആന്റിന അപ്ഗ്രേഡർ
ଆଣ୍ଟେନା ଉତ୍ତେଜନା |,ആന്റിന ആവേശം
"ଆଣ୍ଟେନା ଇନପୁଟ୍, ଆଣ୍ଟେନା ଫିଡ୍ |","ആന്റിന ഇൻപുട്ട്, ആന്റിന ഫീഡ്"
ଆଣ୍ଟେନା ଇନପୁଟ୍ ପ୍ରତିରୋଧ |,ആന്റിന ഇൻപുട്ട് ഇം‌പെഡൻസ്
ଆଣ୍ଟେନା କ୍ଷେତ୍ର ଲାଭ |,ആന്റിന ഫീൽഡ് നേട്ടം
ଆଣ୍ଟେନା ଲାଭ |,ആന്റിന നേട്ടം
ଆଣ୍ଟେନା-ଗ୍ରାଉଣ୍ଡ ସୁଇଚ୍ |,ആന്റിന-ഗ്രൗണ്ട് സ്വിച്ച്
ଭୂମି ସ୍ତରରୁ ଆଣ୍ଟେନାର ହାରାହାରି ଉଚ୍ଚତା |,ഭൂനിരപ്പിന് മുകളിൽ ആന്റിനയുടെ ശരാശരി ഉയരം
ଆଣ୍ଟେନା ପ୍ରତିରୋଧ,ആന്റിന പ്രതിരോധം
ଆଣ୍ଟେନା ଇନ୍ଦୁକାନ୍ସ |,ആന്റിന ഇൻഡക്‌ടൻസ്
ଆଣ୍ଟେନା ଚାଳକ,ആന്റിന പ്രൊപ്പല്ലർ
ଆଣ୍ଟେନା ଇନସୁଲେଟର,ആന്റിന ഇൻസുലേറ്റർ ഇൻസുലേറ്റർ
ଆଣ୍ଟେନା ଲେନ୍ସ |,ആന്റിന ലെൻസ്
ଆଣ୍ଟେନା ଲୋଡ୍ |,ആന്റിന ലോഡ്
ଆଣ୍ଟେନା ଲୋଡ୍ କୋଇଲ୍ |,ആന്റിന ലോഡ് കോയിൽ
ଆଣ୍ଟେନା କ୍ଷତି |,ആന്റിന നഷ്ടം
ଆଣ୍ଟେନା ଧାରକ |,ആന്റിന ഹോൾഡർ
ଆଣ୍ଟେନା ଶବ୍ଦ |,ആന്റിന ശബ്ദം
ଆଣ୍ଟେନା ବିକିରଣ ଚିତ୍ର |,ആന്റിന റേഡിയേഷൻ ഡയഗ്രം
ଆଣ୍ଟେନା ଶକ୍ତି |,ആന്റിന പവർ
ଆଣ୍ଟେନା ଶକ୍ତି ବୃଦ୍ଧି |,ആന്റിന ശക്തി നേട്ടം
ଆଣ୍ଟେନା ବିକିରଣ ପ୍ରତିରୋଧ |,ആന്റിന വികിരണ പ്രതിരോധം
ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା,ആന്റിന പ്രതികരണം
ଆଣ୍ଟେନା ପଲି |,ആന്റിന പുള്ളി
ଆଣ୍ଟେନା ରିଲେ |,ആന്റിന റിലേ
ଆଣ୍ଟେନା ପ୍ରତିରୋଧ,ആന്റിന പ്രതിരോധം
ଆଣ୍ଟେନା ରିଜୋନାଣ୍ଟ ଫ୍ରିକ୍ୱେନ୍ସି |,ആന്റിന അനുരണന ആവൃത്തി
ଆଣ୍ଟେନା ପରିସର କ୍ୟାପେସିଟର |,ആന്റിന ശ്രേണി കപ്പാസിറ്റർ
ଆଣ୍ଟେନା ମିନିଟ୍ରାଇଜେସନ୍ କ୍ୟାପେସିଟର୍ |,ആന്റിന മിനിയേച്ചറൈസേഷൻ കപ്പാസിറ്റർ
ହିଙ୍ଗେଡ୍ ଆଣ୍ଟେନା |,ഹിംഗഡ് ആന്റിന
"ବିମ୍ ଦିଗ ଆଡଜଷ୍ଟମେଣ୍ଟ୍, ବିମ୍ ସୁଇଚ୍ |","ബീം ദിശ ക്രമീകരണം, ബീം സ്വിച്ചിംഗ്"
ଆଣ୍ଟେନା ସ୍ତମ୍ଭ,ആന്റിന കോളം
ଆଣ୍ଟେନା ଟ୍ରାନ୍ସଫର୍ମର |,ആന്റിന ട്രാൻസ്ഫോർമർ
ଆଣ୍ଟେନା ଟ୍ୟୁନର୍ କୋଇଲ୍ |,ആന്റിന ട്യൂണർ കോയിൽ
ଆଣ୍ଟେନା ଦଣ୍ଡ,ആന്റിന പെനാൽറ്റി
ଆମ୍ପ୍ଲିଫାୟର୍ ସହିତ ଆଣ୍ଟେନା |,ആംപ്ലിഫയർ ഉള്ള ആന്റിന
ଟ୍ରାନ୍ସମିଟର ଆଣ୍ଟେନା |,ട്രാൻസ്മിറ്റർ ആന്റിന
ଆଣ୍ଟେନାକୁ ରୂପାନ୍ତର କରିବା |,പരിവർത്തനം ചെയ്യുന്ന ആന്റിന
ପ୍ରତି ଟଙ୍କା ପଠାଇବା ବାକ୍ସରେ |,ഓരോ പണമടയ്ക്കൽ ബോക്സിലും
ସମାନତା କପି କରନ୍ତୁ |,സമത്വം പകർത്തുക
"ଆଣ୍ଟିଲାମଡା କଣିକା, ଆଣ୍ଟିଲାମଡା କଣିକା |","ആന്റിലാംഡ കണിക, ആന്റിലാംഡ കണിക"
ଆଣ୍ଟି-ଲେପ୍ଟନ୍ |,വിരുദ്ധ ലെപ്റ്റോണുകൾ
ପାରାଲେକ୍ସିକ୍ |,പാരാലെക്സിക്
ପ୍ରତି ଗୁଳିରେ ଦୋଷ |,ഓരോ ഷോട്ടിലും പിഴവ്
ବିସ୍ଫୋରକ ବିରୋଧୀ ମୂଲ୍ୟ |,സ്ഫോടന വിരുദ്ധ മൂല്യം
ଆଣ୍ଟିବେରିଆନ୍,ആന്റിബീരിയൻ
ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |,ആന്റി-ബോണ്ടിംഗ് പ്രോപ്പർട്ടികൾ
କାଉଣ୍ଟର ବଣ୍ଡ |,കൌണ്ടർ ബോണ്ട്
କମ୍ କ୍ୟାପିଟାନ୍ସ ସୁଇଚ୍ |,കുറഞ്ഞ കപ്പാസിറ്റൻസ് സ്വിച്ച്
ଆଣ୍ଟିକାଥୋଡ୍ |,ആന്റികഥോഡ്
ଅଣ-ପିଗମେଣ୍ଟାରୀ ସର୍କିଟ୍ |,നോൺ-പിഗ്മെന്ററി സർക്യൂട്ട്
ଭୟ ସମୟ ନିୟନ୍ତ୍ରଣ |,ഭയം സമയ നിയന്ത്രണം
ଆଣ୍ଟିକୋହେରର୍ |,വിരോധി
ପ୍ରତି-ଅନୁପାତ,എതിർ അനുപാതം
ସମାନ୍ତରାଳ ସର୍କିଟ |,സമാന്തര സർക്യൂട്ട്
କାଉଣ୍ଟର-କାଲକୁଲେଟର,കൌണ്ടർ കാൽക്കുലേറ്റർ
ପ୍ରଭାବ ଆଲର୍ଟ ରାଡାର |,ഇംപാക്ട് അലേർട്ട് റഡാർ
ଆଣ୍ଟି ଆଟେନୁଏସନ୍ ଆଣ୍ଟେନା |,ആന്റി അറ്റൻവേഷൻ ആന്റിന
ଓଲଟା ଶକ୍ତି |,റിവേഴ്സ് പവർ
ଆଣ୍ଟିଫେରୋମାଗ୍ନେଟ୍ |,antiferromagnet
ଡାଇମାଗ୍ନେଟିକ୍ |,ഡയമാഗ്നറ്റിക്
ଓଲଟା ଚୁମ୍ବକୀୟ ଚରଣ |,വിപരീത കാന്തിക ഘട്ടം
ହୀରା ଚୁମ୍ବକୀୟ ଅବସ୍ଥା |,ഡയമാഗ്നെറ്റിക് അവസ്ഥ
ଡାଇମାଗ୍ନେଟିକ୍ ଗଠନ |,ഡയമാഗ്നറ്റിക് ഘടന
ହୀରା ଚୁମ୍ବକୀୟ ପରିବର୍ତ୍ତନ |,ഡയമാഗ്നെറ്റിക് സംക്രമണം
ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |,ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ
"ଆଣ୍ଟିଫେରୋମାଗ୍ନେଟିଜିମ୍, ଆଣ୍ଟିଫେରୋମାଗ୍ନେଟିଜିମ୍ |","antiferromagnetism, antiferromagnetism"
ପ୍ରତିକୂଳ କାରକ |,പ്രതികൂല ഘടകം
ମାଧ୍ୟାକର୍ଷଣ ବିରୋଧୀ |,ആന്റി ഗ്രാവിറ്റി
ଗ୍ୟାରେଣ୍ଟି ଆବରଣ |,ഗ്യാരണ്ടി പൂശുന്നു
ହ୍ରାସ ଉପକରଣ,വേഗത കുറയ്ക്കൽ ഉപകരണം
ପ୍ରତିରୋଧ ପ୍ରତିରୋଧକ |,ഇംപെഡൻസ് റെസിസ്റ്റർ
ଡାଇମାଗ୍ନେଟିକ୍ |,ഡയമാഗ്നറ്റിക്
ଆଣ୍ଟିମାଟର୍ |,പ്രതിദ്രവ്യം
ଆଣ୍ଟିମିକ୍ରୋଫୋନିକ୍ |,ആന്റിമൈക്രോഫോണിക്
ଆଣ୍ଟି ମିସାଇଲ୍,വിരുദ്ധ മിസൈൽ
"ଆଣ୍ଟିମୋରଫ୍, ପ୍ରାକୃତିକ |","ആന്റിമോർഫ്, സ്വാഭാവികം"
ଆଣ୍ଟିନ୍ୟୁଟ୍ରିନୋସ୍ |,ആന്റി ന്യൂട്രിനോകൾ
ଆଣ୍ଟିନାଟ୍ରନ୍ |,ആന്റിന്യൂട്രോൺ
ପଲସିଂ,സ്പന്ദിക്കുന്ന
କୋଳାହଳ ମାଇକ୍ରୋଫୋନ୍ |,ശബ്ദരഹിതമായ മൈക്രോഫോൺ
ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |,ആന്റി ന്യൂക്ലിയോൺ
ଆଣ୍ଟିପାରାଲେଲ୍ |,സമാന്തരമായി
ଆଣ୍ଟିପାରାଲାଲ୍ ସ୍ପିନ୍ |,ആന്റിപാരലൽ സ്പിൻ
ଆଣ୍ଟିପାର୍ଟିକଲ୍ |,ആന്റിപാർട്ടിക്കിൾ
ସମାଧାନ କ୍ଷେତ୍ର,സെറ്റിൽമെന്റ് ഏരിയ
ବିପରୀତ ବିକଳାଙ୍ଗ |,വിപരീത വൈകല്യം
ଆଣ୍ଟି ପ୍ଲଗବଲ୍ ରିଲେ |,ആന്റി പ്ലഗ്ഗബിൾ റിലേ
ପୋଲାରାଇଟି କୋଇଲ୍ ପ୍ରତି |,ഓരോ പോളാരിറ്റി കോയിലിനും
ପ୍ରତି ପ୍ରୋଟନ୍,ഓരോ പ്രോട്ടോണിനും
ଆଣ୍ଟି-ପ୍ରତିଫଳିତ,വിരുദ്ധ പ്രതിഫലനം
ପ୍ରତିବାଦ,എതിർ അനുരണനം
ଆଣ୍ଟିରେସୋନାଣ୍ଟ |,ആൻറിസോണന്റ്
ଆଣ୍ଟିରେସୋନାଣ୍ଟ ସର୍କିଟ |,antiresonant സർക്യൂട്ട്
ପ୍ରତିକ୍ରିୟାଶୀଳ ଶକ୍ତି |,എതിർ ഉൽപാദന ശക്തി
କ୍ଷେପଣାସ୍ତ୍ର ବିରୋଧୀ ବ୍ୟବସ୍ଥା |,മിസൈൽ വിരുദ്ധ സംവിധാനം
ଆଣ୍ଟି-ନାର୍କୋଟିକ୍ ସର୍କିଟ୍ |,മയക്കുമരുന്ന് വിരുദ്ധ സർക്യൂട്ട്
ଆଣ୍ଟିଷ୍ଟାଟିକ୍ (ଟ୍ରାନଜିଟିଭ୍),ആന്റിസ്റ്റാറ്റിക് (ട്രാൻസിറ്റീവ്)
ଷ୍ଟାଟିକ୍ ଆଣ୍ଟେନା |,സ്റ്റാറ്റിക് ആന്റിന
ଆଣ୍ଟି-ଫ୍ରିକେସନ୍ ଓସିଲେଟର |,ഘർഷണ വിരുദ്ധ ഓസിലേറ്റർ
ପ୍ରତି-ସଂରଚନା ମେଳ ଖାଉ ନାହିଁ |,ഓരോ ഘടനയും പൊരുത്തക്കേട്
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |,ആന്റിസിമെട്രിക്
ଆଇସୋମେଟ୍ରିକ୍ ଓଜନ,ഐസോമെട്രിക് വെയ്റ്റിംഗ്
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ ବିଛାଇବା |,ആന്റിസിമെട്രിക് സ്കാറ്ററിംഗ്
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ ଯୋଡି |,ആന്റിസിമെട്രിക് ജോഡി
ଆଇସୋମେଟ୍ରିକ୍ ତରଙ୍ଗ କାର୍ଯ୍ୟ |,ഐസോമെട്രിക് തരംഗ പ്രവർത്തനം
ଆଣ୍ଟିସାଇମେଟ୍ରି |,ആന്റിസമമിതി
ଆଣ୍ଟି-କମ୍ପ୍ରେସନ୍ କୁଶନ |,ആന്റി വൈബ്രേഷൻ തലയണ
ଆଣ୍ଟି-କମ୍ପନ ମିକା |,ആന്റി വൈബ്രേഷൻ മൈക്ക
ପୁନରାବୃତ୍ତି ନଥିବା ସନ୍ତୁଳନ |,ആവർത്തിക്കാത്ത ബാലൻസ്
ପୁନରାବୃତ୍ତି ନଥିବା ସର୍କିଟ |,നോൺ-ആവർത്തന സർക്യൂട്ട്
ବାରମ୍ବାର ବିଶୃଙ୍ଖଳା |,ആവർത്തിച്ചുള്ള അസ്വസ്ഥത
ବାରମ୍ବାର ଗତି,ആവർത്തന വേഗത
ପୁନରାବୃତ୍ତି ନହେବା |,നോൺ-ആവർത്തന നനവ്
ବାରମ୍ବାର ପେଣ୍ଡୁଲମ୍ |,ആവർത്തിക്കാത്ത പെൻഡുലം
ଆନାକ୍ରୋନିଜିମ୍ |,അനാക്രോണിസം
ପୁନରାବୃତ୍ତି ନଥିବା ଆଣ୍ଟେନା |,ആവർത്തിക്കാത്ത ആന്റിന
କବାଟ ମିଟର |,വാതിൽ മീറ്റർ
ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |,സുഷിരങ്ങളുള്ള സ്കാനിംഗ് ഡിസ്ക്
କବାଟ ପ୍ରଭାବ,വാതിൽ പ്രഭാവം
ଦ୍ୱାରକ,ദ്വാരക്
"ଆପେଚର କୋଣ, ବିମ୍ କୋଣ |","അപ്പേർച്ചർ ആംഗിൾ, ബീം ആംഗിൾ"
dwarka ଆଲୋକୀକରଣ |,ദ്വാരക പ്രകാശം
କବାଟ ଲେନ୍ସ |,വാതിൽ ലെൻസ്
କବାଟ ମାସ୍କ |,വാതിൽ മാസ്ക്
