Malayalam,English
കട്ടിയാക്കല്,Condensation
കട്ടിയാക്കല്,Condensation
കണ്ടൻസേഷൻ ഡെക്കൻസേഷൻ സൈക്കിൾ,Condensation decondensation cycle
ബാഷ്പീകരിച്ച അവസ്ഥ,Condensed state
കണ്ടൻസർ ലെൻസ്,Condenser lens
സോപാധികമായ,Conditional
സോപാധികമായ,Conditional
നാഡി പ്രേരണയുടെ ചാലകം,Conduction of nerve impulse
ജലത്തിന്റെ ചാലകം,Conduction of water
പാലകങ്ങൾ ഇലക്ട്രോലൈറ്റ് ജെൽ,Conductive electrolyte gel
കോൺ,Cone
അനുരൂപമാക്കുക,Conform
കീറെക്കല്,Conformer
അശഹരമായ,Congenital
കോണിക്കൽ റൂട്ട്,Conical root
കോണാകൃതി,Conical
സിയ,Conidia
കോണിഫർ,Conifer
കോണിഫീറിയ,Conifereae
കോനിഫീരോപ്സിഡ,Coniferopsida
കഞ്ചാവ് വാസ്കുലർ ബണ്ടിൽ,Conjoint vascular bundle
സംയോജിതമായി,Conjugated
സംയോജനം,Conjugation
കൺജക്റ്റിവ,Conjunctiva
കൺജക്റ്റീവ് ടിഷ്യു,Conjunctive tissue
കണക്റ്റീവ് ടിഷ്യു,Connective tissue
കോണലിന്റെ പരീക്ഷണം,Connell's experiment
കൺസർവേഷൻ ഫോറസ്റ്റ്,Conservation forestry
യാഥാസ്ഥിതിക കൃഷി,Conservational tillage
സ്ഥിരാങ്കം,Constancy
ഘടകമായ,Constituent
ഘടനാപരമായ എൻസൈം,Constitutive enzyme
ഉപഭോക്താവ്,Consumer
ബന്ധപ്പെടാനുള്ള തടസ്സം,Contact inhibition
പകർച്ചവ്യാധി,Contagious disease
മലിനമാക്കുക,Contaminate
മലിനമാക്കല്,Contamination
സമകാലിക ബയോളജി,Contemporary biology
ഭൂഖണ്ഡം,Continent
കോണ്ടൂർ ഉഴുന്നു,Contour ploughing
കരാർ,Contractibility
കരാറൽ ഫൈബർ,Contractile fiber
ചുരുക്കമില്ലാത്ത പ്രോട്ടീൻ,Contractile protein
ചുരുങ്ങിയ പ്രതികരണം,Contractile response
ചുരുക്കമില്ലാത്ത വാക്യം,Contractile vacuole
ദൃശ്യതീവ്രത ഏജന്റ്,Contrast agent
ദൃശ്യതീവ്രത ഏജന്റ്,Contrast agent
ദൃശ്യതീവ്രത ഏജന്റ്,Contrast agent
വ്യത്യാസപ്പെടുന്ന സ്വഭാവം,Contrasting trait
അപകേന്ദ്ര ബലം,Centrifugal force
നിയന്ത്രണ ഘടകം,Control factor
നിയന്ത്രിത പരീക്ഷണം,Controlled experiment
കറസുള്ള,Conus
കോണസ് ആർട്ട്റ്ററിയോസസ്,Conus arteriosus
പരമ്പരാഗത കൃഷി,Conventional tillage
സംയോജിപ്പോടെ,Converged
സംയോജിക്കുന്നു,Convergent
സംയോജിത (പരിണാമം),Convergent (evolution)
കോൺവെൾവേലസ്,Convolvulaceae
ചുരുങ്ങിയ ട്യൂളർ,Convoluted tubule
സമനയം,Coordination
കോപോളിമർ,Copolymer
ചെന്വ്,Copper
കൊപ്പിളിറ്റിന്റെ,Coprolite
കോപ്രോഫിലസ്,Coprophilous
കോപ്പുലേറ്റ്,Copulate
കോപ്പുലേഷൻ,Copulation
കോപ്പുലേഷൻ,Copulation
കോപ്പുലേറ്ററി പാഡ്,Copulatory pad
കോറൽ റീഫ് കമ്മ്യൂണിറ്റി,Coral reef community
പവിഴം,Coral
കോരൻ,Cordate
കോർ ഏരിയ,Core area
കോർ സോൺ,Core zone
കോർബെർസർ,Corepressor
കൊറിഫോസ്ഫിൻ,Coriphosphine
അടപ്പ്,Cork
കോർക്ക് കാംബിയം,Cork cambium
കോർക്ക് സ്ക്രൂ,Cork screw
വലം,Corm
ധാന്യം ബോറർ,Corn borer
കൊറിയ,Cornea
കോർണിജെൻ സെൽ,Corneagen cell
കോർണിയൽ ലെൻസ്,Corneal lens
കൊറോള്ള,Corolla
കൊറോണ,Corona
കൊറോണ നുഴഞ്ഞുകയറുന്ന എൻസൈമിനെ,Corona penetrating enzyme
കൊറോണ റേഡിയേറ്റ,Corona radiata
കൊറോണറിയേ,Coronarieae
കൊറോണറി ആർട്ടറി,Coronary artery
കൊറോണറി ആർട്ടറി ബൈപാസ്,Coronary artery bypass
കൊറോണറി ആർട്ടറി രോഗം,Coronary artery disease
കൊറോണറി സുൽക്കസ്,Coronary sulcus
കോർപ്പറേസ് കാമോസ (പെനിസിന്റെ),Corpora cavernosa (of penis)
കോർപ്പറ ക്വാഡ്രിഗീന,Corpora quadrigemina
സൈനികോഹിര്ണം,Corpus
കോർപ്പസ് ആൽബികാൻസ്,Corpus albicans
കോർപ്പസ്ലോസം,Corpus callosum
കോർപ്പസ് ടു,Corpus luteum
കോർപ്പസ് സ്പോഞ്ചിയോമൊമാൻ,Corpus spongiosum
കോർപ്പസ് സ്ട്രൈയം,Corpus striatum
കോയിര്ഡ്,Corrode
Cuortex,Cortex
കോർട്ടിക്കൽ നെമ്മന്വി,Cortical nephron
കോർട്ടികോസ്റ്റെറോൺ,Corticosterone
കോർട്ടികോട്രോഫിക്ക്,Corticotrophic
കോർട്ടിസോൾ,Cortisol
കോർട്ടിസോൺ,Cortisone
കൊഗ്രാസ്,Corvus
Corymb,Corymb
കോസ്മിക് ഉത്ഭവം,Cosmic origin
കോസ്മിക് റേ,Cosmic ray
കോസ്മിഡ്,Cosmid
കോസ്മോസോൺ സിദ്ധാന്തം,Cosmozoan theory
കോട്ടൺ ബോൾവർം,Cotton bollworm
കൗല്സിംഗ്,Counselling
ക er ണ്ടർ-നിലവിലെ സിസ്റ്റം,Counter-current system
കസിൻ വിവാഹം,Cousin marriage
കോവാലന്റ് ബോണ്ട്,Covalent bond
മൂടി,Cover
ഉൾക്കൊള്ളുന്ന പതിപ്പിലിയം,Covering epithelium
കൂപ്പരുടെ ഗ്രന്ഥി,Cowper's gland
കോക്സ,Coxa
കോക്സ,Coxa
കോക്സൽ അസ്ഥി,Coxal bone
കോക്സൽ പ്രക്രിയ,Coxal process
പിളര്പ്പ്,Crack
ക്രാക്കർ സ്ഫോടനം,Cracker blasting
തലയോട്ടി അസ്ഥി,Cranial bone
വാടകയ്ക്കെടുക്കൽ,Cranial meninges
ക്രാനിയൽ നാഡി,Cranial nerve
ക്രാനോസേക്രൽ ഒഴുക്ക്,Craniosacral outflow
ക്രാനോണ്ട്,Cranium
ക്രാസ്യുലാസിയൻ ആസിഡ് മെറ്റബോളിസം,Crassulacean acid metabolism
ക്രെഫിഷ്,Cray fish
സൃഷ്ടിപരമായ,Creatinine
ജന്തു,Creature
അരന്തം,Creeper
അപര്യാപ്തത,Crenulation
അപര്യാപ്തത,Crenulation
ക്രോറ്റേഷ്യസ് കാലയളവ്,Cretaceous period
ക്രാറ്റിനിസം,Cretinism
ക്രി-ഡു-ചാറ്റ് സിൻഡ്രോം,Cri-du-chat syndrome
ക്രിസ്റ്റ,Cristae
ഗുരുതരമായ ലിങ്ക് സ്പീഷീസ്,Critical link species
ഗുരുതരമായ പ്രക്രിയ,Critical process
വിമർശനാത്മകമായി വംശനാശഭീഷണി നേരിടുന്ന ജീവിവർഗ്ഗങ്ങൾ,Critically endangered species
വിള,Crop
ക്രോപ്പ് എഞ്ചിനീയറിംഗ്,Crop engineering
ക്രോപ്ലാൻഡ്,Cropland
കുരിശ്,Cross
സങ്കരയിന പ്രജനനം,Cross breeding
ക്രോസ്-ബ്രിഡ്ജ്,Cross-bridge
ക്രോസ് ലിങ്കുചെയ്തു,Cross linked
ക്രോസ് പോളിനേറ്റഡ്,Cross pollinated
ക്രോസ് പരാഗണം,Cross pollination
കടക്കുന്നു,Crossing over
ക്രോട്ടാലാരിയ,Crotalaria
ക്രോട്ടൺ,Croton
കിൽ ഗ്രാം ട്യൂമർ,Crown gall tumor
കിരീടം ഒട്ടിക്കൽ,Crown grafting
ക്രൂശോ,Cruciform
ക്രൂഡ് ജനന നിരക്ക്,Crude birth rate
ക്രൂഡ് ഡെത്ത് നിരക്ക്,Crude death rate
ക്രസ്റ്റേഷ്യൻ,Crustacean
ക്രേ സി,Cry IA c
കരയുക iia b,Cry IIA b
ക്രയോപ്രക്ഷൻ,Cryopreservation
ക്രയോസർജറി,Cryosurgery
ക്രപ്റ്റിക്,Cryptic
ക്രിപ്റ്റിക് രൂപം,Cryptic appearance
ക്രിപ്റ്റിക് നിറം,Cryptic color
ക്രാപ്റ്റിലായി - നിറമുള്ള,Cryptically - coloured
ക്രിപ്റ്റോഗാമി,Cryptogamae
ക്രിപ്റ്റോഗാമിയ,Cryptogamia
ലീബർകുൻ ക്രൈപ്റ്റുകൾ,Crypts of Lieberkuhn
സ്ഫടികം,Crystal
ക്രിസ്റ്റലിൻ,Crystalline
Centoforans,Ctenophorans
സെട്ടോഫോർ,Ctenophore
Ctentoplana,Ctenoplana
കൊക്കി,Cuckoo
വെള്ളരിക്ക,Cucumber
കുക്കുർബിറ്റ്,Cucurbit
കുക്കുർബിറ്റ,Cucurbita
കുള,Culm
കൃഷിചെയ്യുക,Cultivar
കൃഷി ചെയ്ത വിള,Cultivated crop
കൃഷി ചെയ്ത പ്ലാന്റ്,Cultivated plant
സാംസ്കാരിക അല്ലെങ്കിൽ ത്വരിതപ്പെടുത്തിയ യൂട്രോഫിക്കേഷൻ,Cultural or accelerated eutrophication
സംസ്കാരം,Culture
കുമുലസ് ഓഫോറസ്,Cumulus oophorus
കുഷേർസ് ടോറലോസ,Cupressus torulosa
പച്ചി,Cupula
കപ്ച്ചെടി,Cupule
Curcumin,Curcumin
കസോറിയല്,Cursorial
കർവെംബ്രി,Curvembryae
കർവെംബ്രിയോണിക്,Curvembryonic
കുസ്കട്ട,Cuscuta
കുസ്പീറ്റ്,Cuspidate
ഉപയാകൃതിയായ,Cuticle
മുറിക്കൽ,Cutting
മുറിക്കൽ,Cutting
കട്ടിൽ ഫിഷ്,Cuttlefish
സയനോബാക്ടീരിയ,Cyanobacteria
സയനോബാക്ടീരിയ,Cyanobacterium
സയനോകോബാലമിൻ (ബി 12),Cyanocobalamin (B12)
സയനോഫിയൻ ഗ്രാനുലേ,Cyanophycean granule
സൈതിയം,Cyathium
സൈകാഡ്,Cycad
സൈകാഡെചെ,Cycadaceae
സൈകാഡോപ്സിഡ,Cycadopsida
ചാക്രിക ഗ്വാനോസിൻ മോണോഫോസ്ഫേറ്റ്,Cyclic guanosine monophosphate
ചാക്രിക ഫോട്ടോഫോസ്ഫോറിലേഷൻ,Cyclic photophosphorylation
സൈക്ലോണിക് സെപ്പറേറ്റർ,Cyclonic separator
സൈക്ലോപ്പുകൾ,Cyclops
സൈക്ലോസ്പോരിൻ a,Cyclosporin A
സൈക്ലോസ്റ്റോടോമാറ്റ,Cyclostomata
സൈകാസ്,Cycus
സൈമോസ്,Cymose
സൈമോസ് തരം,Cymose type
സൈപ്രസ്സ്,Cypress
സിപ്പലെസല്,Cypsela
സ്രീസ്ലൈൻ,Cysteine
സിസ്റ്റിക് ഫൈബ്രോസിസ്,Cystic fibrosis
സൈറ്റോകിനിസ്,Cytokinesis
സൈറ്റോക്രോം,Cytochrome
സൈറ്റോകൈൻ തടസ്സം,Cytokine barrier
സൈറ്റോകിനിൻ,Cytokinin
സൈറ്റിയോളജി,Cytology
സൈറ്റൺ,Cyton
സൈറ്റോപ്ലാസം,Cytoplasm
സൈറ്റോപ്ലാസ്മിക് ബ്രിഡ്ജ്,Cytoplasmic bridge
സൈറ്റോപ്ലാസ്മിക് ഗ്ലോബൽ,Cytoplasmic globule
സൈറ്റിസിൻ,Cytosine
സൈറ്റോസ്കലെട്ടൺ,Cytoskeleton
സൈറ്റോസോൾ,Cytosol
സൈറ്റോടാക്സൻ.,Cytotaxonomy
നിർജ്ജലീകരണം,Dehydration
ഡയറി സാങ്കേതികവിദ്യ,Dairy technology
ഡാഫ്നെലെസ്,Daphnales
ഡാഫിനിയ,Daphnia
ഇരുണ്ട പുറം നിലം,Dark back ground
ഇരുണ്ട ഫീൽഡ് മൈക്രോസ്കോപ്പി,Dark field microscopy
ഇരുണ്ട പ്രതികരണം,Dark reaction
ഡാർവിനിസം,Darwinism
ഡാർവിന്റെ ഫിഞ്ച്,Darwin's finch
ഡാറ്റ കുറവ്,Data deficient
ഈന്തപ്പന,Date palm
ദതുര സ്ട്രാമോണിയം,Datura stramonium
മകൾ സെൽ,Daughter cell
ഡേ ന്യൂട്രൽ പ്ലാന്റ്,Day neutral plant
പകൽ നീളം,Day-length
അധരതാ,Degrowth
ചത്ത ഷൂട്ട്,Dead shoot
ബധിരമായത്,Deafness
കാരന്,Decamer
ഓർഗനൈക് ഇംപാക്,Decaying organic matter
ഡെസിബെൽ,Decibel
ഡെസിഡുവ ബസലിസ്,Decidua basalis
ഡെസിദുവ കാപ്സ്യുലസ്,Decidua capsularis
ഡെസിഡുവ,Decidua
ഇലപന്തം,Deciduous
ദുര്ബലമായ,Decompose
വിഘടനം,Decomposer
ഡിട്രിറ്റസ് വിഘടിപ്പിക്കുന്നു,Decomposing detritus
വിഘപന നിരക്ക്,Decomposition rate
ഇടിവ്,Decumbent
ഡ്യൂഫ്ഫെറന്റന്റ് സെൽ,Dedifferentiated cell
ആഴത്തിലുള്ള സമുദ്രം,Deep ocean trench
ആഴത്തിലുള്ള ജലാശയം,Deep water body
ഡിഫിബ്രിലേഷൻ,Defibrillation
ഡിഫിബ്രില്ലേറ്റർ,Defibrillator
അപരാപ്തത,Deficiency
വനനം,Deflation
വ്യതിചലന തരംഗം,Deflection wave
വനനശീകരണം,Deforestation
കോഡണിന്റെ അധ enera ദ്ധിക,Degeneracy of codon
അധerateerate,Degenerate
കോര്ഡ് കോഡ്,Degenerate code
അപചയം,Degeneration
അപമാനകരമായ ജോയിന്റ്,Degenerative joint
പുൽമേടുകളുടെ അധ d പതനം,Degradation of grassland
അധരതാ,Degrowth
Deirent ഫലം,Dehiscent fruit
നിർജ്ജലീകരണം,Dehydration
ഡെഹൈഡ്രോ-എപ്പിയാൻസിഹോൺ,Dehydro-epiandrosterone
Dehyprogeenase,Dehydrogenase
ദീപീകരണം,Deletion
മെംബ്രൺ ഡിലിമിറ്റിംഗ്,Delimiting membrane
നിര്ദ്ദീനിംഗ്,Delineating
ഡെൽഫിനസ്,Delphinus
അസുരക്ഷേമം,Demersal fish
ഡെമോഗ്രാഫിക് സംക്രമണം,Demographic transition
ഡിനാറ്ററേഷനുകൾ,Denaturation
നിന്ദ്യമായത്,Denatured
നിര്നിസേഷൻ,Denaturisation
ഡെൻഡ്രൈൻ,Dendrite
ഡെൻഡ്രൈൻ,Dendrite
ഡെൻഡ്രൈൻ,Dendrite
ഡെഡ്രോബറ്റുകൾ,Dendrobates
ഏകാധിപൻ,Dendron
ഡെങ്കി,Dengue
നിഷേധിക്കല്,Denitrification
നിരസിക്കൽ പ്രക്രിയ,Denitrification process
ഡെന്റിട്രിഫയർ,Dentitrifier
ബാക്ടീരിയകളെ നിഷേധിക്കുന്നു,Denitrifying bacteria
ഇടതൂർന്ന പരിഹാരം,Dense solution
സാന്ദ്രത ഗ്രേഡിയന്റ് സെൻട്രിഫ്യൂഗേഷൻ,Density gradient centrifugation
സസ്പെൻഷന്റെ സാന്ദ്രത,Density of the suspension
ദന്തം,Dentate
ദന്തൻ,Dentine
ഡിയോക്സിജൻ ചെയ്ത രക്തം,Deoxygenated blood
ഡിയോക്സിറിബോഞ്ചിലിക് ആസിഡ് (ഡിഎൻഎ),Deoxyribonucleic acid (DNA)
സന്യാസിമെന്റേഷൻ,Depigmentation
മണ്ണിന്റെ ഫലഭൂയിഷ്ഠത കുറയുന്നു,Depletion of soil fertility
Deolow വീയത,Depolarisation
ഡിപോലിവറിറേഷൻ,Depolymerisation
നൈരാശം,Depression
നൈരാശം,Depression
കര ലോസ്,Derelict land
ഡെറിവേറ്റീവ് നോവീൻ,Derivative novacaine
ഡെർമറ്റോജൻ,Dermatogen
ഡെർമിസ്,Dermis
പിൻഗാമികളുള്ള ജനസംഖ്യ,Descendant population
ഇറങ്ങിവരുന്നു കോളൻ,Descending colon
ഇറങ്ങിവരുന്ന അവയവം,Descending limb
തോറാസിക് അയോർട്ട അവതരിപ്പിക്കുന്നു,Descending thoracic aorta
ഇറക്കശാസ്തം,Descent
മരുഭൂമി പ്രദേശങ്ങൾ,Desert areas
മരുഭൂമിയിലെ ബയോം,Desert biome
മരുഭൂമി കമ്മ്യൂണിറ്റി,Desert community
മരുഭൂമി,Desert plant
മരുഭൂമി കുറ്റിച്ചെടി,Desert shrub
മറച്ചുവറിയ,Desertification
ദേശി വൈവിധം,Desi variety
പീസ്മിദിന്,Desmid
Desmmotubule,Desmotubule
മാലിനനിര്മാര്ജനി,Detergent
വിഷാംദം,Detoxication
വിഷാംശം,Detoxification
ഡിട്രിറ്റിവൂർ,Detritivore
ഡിട്രിറ്റിവ്യൂസ്,Detritivorous
ഡിട്രിറ്റസ് ഫീഡർ,Detritus feeder
ഡിട്രിറ്റസ് ഫീഡിംഗ് അകശൈബ്രേറ്റ്,Detritus feeding invertebrate
ഡിട്രിറ്റസ് ഫുഡ് ശൃംഖല,Detritus food chain
ഡ്യൂട്ടൂട്ടീയാത കമ്മീഷൻ,Deuterostomia
വികസനം,Development
പിശാച് മത്സ്യം,Devil fish
പിശാച് മത്സ്യം,Devil fish
ഡെവോണിയൻ കാലയളവ്,Devonian period
ഡി-വ്രീസ് സിദ്ധാന്തം,De-vries theory
ഡി-സൈക്കോർട്ട്സ്റ്റെറോൺ,De-xycorticosterone
Dihybrid,Dihybrid
Dinucleout സൈഡ്,Dinucleotide
ഡയബറ്റിസ് ഇൻസിപിഡസ്,Diabetes insipidus
പ്രമേഹം മെലിറ്റസ്,Diabetes mellitus
ഡയപെറ്റിൽമോർഫിൻ,Diacetylmorphin
രോഗനിര്ണയനം,Diagnosis
"ഡയഗ്നോസ്റ്റിക്, ചികിത്സാ എന്നിവ",Diagnostic and therapeutics
ഡയഗ്നോസ്റ്റിക് ചിത്രം,Diagnostic image
ഡയഗ്നോസ്റ്റിക് കിറ്റ്,Diagnostic kit
ദി ഡയകിനെസിസ്,Diakinesis
ഡയാലിസിംഗ് ദ്രാവകം,Dialysing fluid
ഡയാലിസിസ്,Dialysis
ഡൈനിയൻഡ്,Diandria
ഡൈയാൻഡോർ,Diandrous
പോസിറ്റി,Diapause
അതിസാരം,Diarrhoea
ഡയസ്റ്റോളിക് മർദ്ദം,Diastolic pressure
ഡിവിയാറ്റി,Diatom
ദയോതിക ഭൂമി,Diatomaceous earth
Dioxylglyclycle (dg),Dioxylglycerol (DG)
ദിബാസിക് ഫോസ്ഫേറ്റ്,Dibasic phosphate
ദിച്ചാന്തിയം,Dichanthium
ഡിക്ലോറോ ഡിഫെനൈൽ ട്രൈക്ലോറോഥെയ്ൻ (ഡിഡിടി),Dichloro diphenyl trichloroethane (DDT)
Dichotomous,Dichotomous
ഡിക്കോണ്ടിലിക് തലയോട്ടി,Dicondylic skull
ഡികോട്ടിഡൺ,Dicotyledon
Picticoyosome,Dictyosome
ഡിക്റ്റിയോട്ട,Dictyota
മനശ്ശമോ,Diencephalon
ഭക്ഷണശാല,Dietary
ഡിഫറവ് സംഭാവന,Differential contribution
ഡിഫറൻഷ്യൽ ഇന്റർഫെൻറ് വൈകല്യമുള്ള മൈക്രോസ്കോപ്പ്,Differential interference contrast microscope
ഡിഫറൻഷ്യൽ പുനരുൽപാദനം,Differential reproduction
വേർതിരിച്ച സെൽ,Differentiated cell
പതപാദം,Differentiation
ഡിഫ്രാക്റ്റുചെയ്ത തരംഗം,Diffracted wave
വ്യാപിക്കും,Diffuse
വ്യാപിക്കുന്ന ശേഷി,Diffusing capacity
ദഹനം,Digestion
ദഹന ജ്യൂസ്,Digestive juice
ദഹനവ്യവസ്ഥ,Digestive system
ദഹനനാളത്തെ,Digestive tract
അക്കം,Digit
ഡിജിറ്റൽ കുറയ്ക്കൽ ആൻജിയോഗ്രാഫി,Digital subtraction angiography
ഡിജിറ്റലായി,Digitally
ഡിജിറ്റിഫോം ഗ്രന്ഥി,Digitiform gland
Dikaryon,Dikaryon
ഡിക്കാരോഫേസ്,Dikaryophase
ഡൈവര്,Dimer
പ്രബലമായ മാരകമായ അലോലെ,Dominant lethal allele
ദിമോർഫിസം,Dimorphism
ഡൈനിട്രോജൻ,Dinitrogen
ദിനോഫ്ലേഗെലേറ്റ്,Dinoflagellate
ഡൈയോസിയസ്,Dioecious
ഡയോസ്പൈറോസ് മെലാനോക്സൈലോൺ,Diospyros melanoxylon
ഡിവിപ്ടൈഡ്,Dipeptide
ഡിഫ്യോഡോണ്ട്,Diphyodont
ഡിപ്ലോബക്കലസ്,Diplobacillus
ഡിലോബ്ലാസ്റ്റിക്,Diploblastic
ഡിപ്ലോക്കസ് ന്യുമോണിയ,Diplococcus pneumoniae
ഡിപ്ലോയിഡ് സ്റ്റേജ്,Diploid stage
ഡിപ്ലോൺമ,Diplonema
ഡിലിക്,Diplontic
ഡിപ്ലോമും,Diplosome
ഡിപ്ലോസ്റ്റോം,Diplostome
ഡിപ്രോട്ടിൻ സ്റ്റേജ്,Diplotene stage
ഡിപ്റ്റെറ,Diptera
ഡിപ്റ്റൻ,Dipteran
ഡിപ്റ്റെറോകാർപസ് ഹോപെരിയ,Dipterocarpus hopea
ഡിപ്തിയ,Dipthteria
ദിശാസൂചന തിരഞ്ഞെടുക്കൽ,Directional selection
ഹയാലുറോണിക് ആസിഡ് തെറ്റായി മാറ്റുക,Disaccharide hyaluronic acid
പോരായ്മ,Disaccharide
ഡിസ്ക്,Disc
ഡിസ്ക് ഫ്ലോട്ട്,Disc floret
കൂമ്പോളയിൽ നിന്ന് പുറത്ത്,Discharge of pollen
വ്യതിയാന വ്യതിയാനം,Discontinuous variation
വിവേചനപരമായ പരിവർത്തനം,Discrete mutation
രോഗം,Disease
ഡിസാർമോണിംഗ് പ്രക്രിയ,Disharmonising process
അണുനാശിനി,Disinfectant
അണുവിമുക്തമാക്കിയ,Disinfected
അസ്ഥിയുടെ തകരാറുകൾ,Disorders of bone
കീര്ത്തി,Dissemination
വിദൂര,Distal
തെറ്റാണ്,Distal convoluted
വിദൂര നെഫ്രോൺ,Distal nephron
വിദൂര ഫലാങ്ക്സ്,Distal phalanx
വിദൂര പിഗ്മെന്റ്,Distal pigment
അരൂണൽ,Diurnal
അവ്യക്തമായ കലനം,Divalent cation
അവശിഷ്ടമായ,Divalent
വ്യതിചലിക്കുക,Diverge
വ്യത്യാഗങ്ങൾ,Divergence
വൈവിധ്യം,Diversity
അധ്വാനത്തിന്റെ വിഭജനം,Division of labour
ഡിവിഷൻ,Division
ഡിവിഷൻ,Division
ഡിഎൻഎ ആശ്രിതൻ ആർഎൻഎ പോളിമറേസ്,DNA dependent RNA polymerase
ഡിഎൻഎ ബ്ലോക്കിംഗ്,DNA blotting
ഡിഎൻഎ പിളർപ്പ്,DNA cleavage
ഡിഎൻഎ ക്ലോയിനിംഗ്,DNA cloining
ഡിഎൻഎ ഡ്രൈവ് ഹൈബ്രിഡൈസേഷൻ,DNA driven hybridization
ഡിഎൻഎ വിരലടയാളം,DNA fingerprinting
ഡിഎൻഎ ലൈബ്രറി,DNA library
ഡിഎൻഎ ഉരുകുന്നു,DNA melting
ഡിഎൻഎ മെത്തിലൈലേഷൻ,DNA methylation
ഡിഎൻഎ പോളിമറേസ്,DNA polymerase
ഡിഎൻഎ അന്വേഷണം,DNA probe
ഡിഎൻഎ റിപ്പയർ,DNA repair
ഡിഎൻഎ ആവർത്തിക്കുക,DNA replicate
ഡിഎൻഎ റെപ്ലിക്കേഷൻ,DNA replication
ഡിഎൻഎ ശ്രേണി,DNA sequence
ഡിഎൻഎ സ്പ്ലിംഗ്,DNA splicing
ഡിഎൻഎ സൂപ്പർ കോയിലിംഗ്,DNA super coiling
ഡിഎൻഎ ട്രാൻസ്ക്രിപ്ഷൻ,DNA transcription
ഡിഎൻഎ വെക്റ്റർ,DNA vector
ഡോബൺ യൂണിറ്റ്,Dobson unit
ഡോഗ് ഫിഷ്,Dogfish
ഡോളിയോലം,Doliolum
ഡോൾഫിൻ (സസ്തനി),Dolphin (mammal)
വളർത്തുമൃഗം,Domestic animal
വളർത്തുമൃഗങ്ങൾ,Domesticated animal
വളർത്തുമൃഗങ്ങൾ,Domesticated plant
വടികം,Domestication
വടികം,Domestication
ആധിപത്യം ജീൻ,Dominant gene
പ്രബലമായ യൂണിറ്റ് ഘടകം,Dominant unit factor
ഡോണൻ സന്തുലിതാവസ്ഥ,Donnan equilibrium
ഡോണോർ സെൽ,Donor cell
ഡോപ്ലർ ഇഫക്റ്റ്,Doppler effect
ഡോർസൽ ആന്തരിക ഉപരിതലം,Dorsal inner surface
ഡോർസൽ നാഡി ചരട്,Dorsal nerve cord
പ്രവർത്തനരഹിതമായ,Dormancy
ഡോർസൽ ഫിൻ,Dorsal fin
ഡോർസൽ പൊള്ളയായ നാഡീവ്യവസ്ഥ,Dorsal hollow nervous system
ഡോർസൽ മൂക്ക്,Dorsal nostril
ഡോർസൽ റൂട്ട് ഗാംഗ്ലിയൻ,Dorsal root ganglion
ഡോർസൽ ഉപരിതലം,Dorsal surface
ഡോർസൽ വിസ്കോറൽ ഹമ്പ്,Dorsal visceral hump
ഡോർസിവീൻറ് ഇല,Dorsiventral leaf
ഇരട്ട ബോണ്ട്,Double bond
ഇരട്ട തേങ്ങ,Double coconut
ഇരട്ട ഹെലിക്സ്,Double helix
ഇരട്ട സഞ്ചരിച്ച ഘടന,Double stranded structure
താഴേക്ക്,Downstream
ഡ own ൺസ്ട്രീം പ്രോസസ്സിംഗ്,Downstream processing
ഡ down ൺ സിൻഡ്രോം,Down syndrome
കൊകന,Dracaena
ഡ്രാക്കോ,Draco
ഡ്രാഗൺ ഈച്ച,Dragon fly
തുള്ളി,Droplet
ഡ്രോപ്പ് ചെയ്ത,Dropsy
ഡ്രോസോഫില മെലാനോഗാസ്റ്റർ,Drosophila melanogaster
വരള്ച്ച,Drought
വരൾച്ചയെ പ്രതിരോധിക്കുന്ന പുല്ല്,Drought resistant grass
മരുന്ന്,Drug
മരുന്ന്,Drug
മയക്കുമരുന്ന് ദുരുപയോഗം,Drug abuse
ഡ്രം വടി,Drum stick
ഡ്രൂപ്പ്,Drupe
വരണ്ട ബയോമാസ്,Dry biomass
വരണ്ട നിക്ഷേപം,Dry deposition
ഡ്രൈപിതെക്കസ്,Dryopithecus
ടി വഷളായ,Dryopteris
Duxtule എഫറന്റ്,Ductule efferent
Ducus arteriosus,Ductus arteriosus
Ducus എപ്പിഡിഡൈഡിമുസ്,Ductus epididymus
ഡുവോഡിനം,Duodenum
ഇരട്ടിക്കല്,Duplication
ഡ്യൂറമറ്റർ,Duramater
Dumamen,Duramen
ദുരുന്റ,Duranta
പൊടി മലിനീകരണം,Dust pollution
കുള്ളൻ,Dwarf
കുള്ളൻ,Dwarfness
കുള്ളൻ സ്റ്റെം പ്ലാന്റ്,Dwarf-stem plant
Dynein,Dynein
അക്കം,Digit
കഴുകന്,Eagle
ഇയർ ഓസിക്കിക്കി,Ear ossicle
ഇയർകോക്കുക,Earcockle
ആദ്യ ജീവിതം,Earliest life
ആദ്യകാല മരം,Early wood
ഇയർമഫ്,Earmuff
ഭൂമി ഉച്ചകോടി,Earth summit
ഭക്ഷണം കഴിക്കുകയും കഴിക്കുകയും ചെയ്യുന്നു,Eating and being eaten
ഭൂമി,Earth
ഭൂമി,Earth
Ebenales,Ebenales
ഇബ്രാക്ടൈറ്റ്,Ebracteate
എലിനിസ്,Echeneis
എക്കിനോക്കോക്കസ്,Echinococcus
എക്കോളോക്കേഷൻ,Echolocation
എക്ലിപ്റ്റ ആൽബ,Eclipta alba
