Kannada,Gujarati
1. ಒರಟು 2. ಒರಟು 3. ಕಚ್ಚಾ 4. ಒರಟು,1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી
1. ಕವರ್ 2. ಲೆಥೆರೆಟ್,1. કવર 2. ચામડું
ಕೋಯಾ,કોયા
1. ಕೋಎಂಜೈಮ್ 2. ಸಹ-ಕಿಣ್ವ,1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ
ಒಗ್ಗಟ್ಟು,સંયોગ
1. ಫೈಬರ್ (ಸೆಣಬು) 2. ತೆಂಗಿನಕಾಯಿ ಒರಟು,1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ
ಮುಳಂಕೂರು ಚೋಳ,મુલંકુર ચોલા
,
ಕೊಲೊಯ್ಡ್ (ಮಣ್ಣು),કોલોઇડ (માટી)
1.ಕಾಲಮ್ 2.ಕೊಲುಮೆಲ್ಲಾ,1.કૉલમ 2.કોલ્યુમેલા
1. ಪೆನಾಲ್ಟಿ 2. ಕಾಲಮ್ 3. ಕಾಲಮ್,1. દંડ 2. કૉલમ 3. કૉલમ
ಕಮ್ಯುನಿಯನ್,કોમ્યુનિયન
ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್,કોમર્શિયલ બેંક
1. ಸರಕು 2. ಸರಕು,1. કોમોડિટી 2. મર્ચેન્ડાઇઝ
ಸಮುದಾಯ,સમુદાય
ಸಂಕೋಚನ (ಮಣ್ಣಿನ),કોમ્પેક્શન (માટીનું)
1. ಹೊಂದಾಣಿಕೆ 2. ಹೊಂದಾಣಿಕೆ,1. સુસંગતતા 2. સુસંગતતા
ಹೊಂದಾಣಿಕೆ,સુસંગતતા
1. ಪರಿಹಾರ 2. ಪರಿಹಾರ,1. વળતર 2. વળતર
ಸ್ಪರ್ಧಾತ್ಮಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ,સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા
ಪೂರಕ ಬೆಳೆ,પૂરક પાક
1.ಸಂಯೋಜಿತ 2.ಸಂಕೀರ್ಣ,1.સંયુક્ત 2.જટિલ
ಘಟಕ,ઘટક
ಸಂಯೋಜನೆ,રચના
ಗೊಬ್ಬರ,ખાતર
ಚಕ್ರಬಡ್ಡಿ,સંયોજન વ્યાજ
ಗಣನೆ,ગણતરી
1. ಕಂಪ್ಯೂಟರ್ 2. ಕಂಪ್ಯೂಟರ್,1. કોમ્પ્યુટર 2. કોમ્પ્યુટર
1. ಏಕಾಗ್ರತೆ 2. ಏಕಾಗ್ರತೆ,1. એકાગ્રતા 2. એકાગ્રતા
1. ಆಪ್ಟಿಮೈಜರ್ 2. ರಿವೈಟಲೈಸರ್,1. ઑપ્ટિમાઇઝર 2. રિવાઇટલાઇઝર
ವಾಹಕತೆ,વાહકતા
1. ಕಾನ್ಫಿಗರೇಶನ್ 2. ಕಾನ್ಫಿಗರೇಶನ್,1. રૂપરેખાંકન 2. રૂપરેખા
1. ಅನುಸರಣೆ 2. ಸಂರಚನೆ 3. ಅನುಸರಣೆ,1. અનુરૂપતા 2. રૂપરેખાંકન 3. અનુરૂપતા
1. ಏಕೀಕರಣ 2. ಹೈಬ್ರಿಡೈಸೇಶನ್,1. એકીકરણ 2. હાઇબ્રિડાઇઝેશન
ಸಂಯೋಗ,જોડાણ
1. ಸಂಯೋಜಕ 2. ಸಂಯೋಜಕ,1. એડિટિવ 2. કનેક્ટિવ
ರಕ್ಷಣೆ,રક્ષણ
ಬಲವರ್ಧನೆ,એકીકરણ
1. ಪದಾರ್ಥ 2. ಪದಾರ್ಥಗಳು,1. ઘટક 2. ઘટકો
ಗ್ರಾಹಕ,ઉપભોક્તા
ಬಳಕೆ,વપરાશ
ಮಾಲಿನ್ಯ,દૂષણ
ಬಾಹ್ಯರೇಖೆ ನೆಟ್ಟ,સમોચ્ચ વાવેતર
ಬಾಹ್ಯರೇಖೆ ರೇಖೆ,સમોચ્ચ રેખા
1. ಗುತ್ತಿಗೆ ಕೃಷಿ 2. ಗುತ್ತಿಗೆ ಕೃಷಿ 3. ಗುತ್ತಿಗೆ ಕೃಷಿ,1. કોન્ટ્રાક્ટ ફાર્મિંગ 2. કોન્ટ્રાક્ટ ફાર્મિંગ 3. કોન્ટ્રાક્ટ ફાર્મિંગ
ನಿಯಂತ್ರಿತ ವಾತಾವರಣದ ಶೇಖರಣೆ,નિયંત્રિત વાતાવરણીય સંગ્રહ
ಸಹಕಾರಿ ಬ್ಯಾಂಕ್,સહકારી બેંક
ಸಹಕಾರ ಸಂಘದ ಸದಸ್ಯ,સહકારી મંડળીના સભ્ય
ಗುಲ್ಮಾವನ್,ગુલમાવન
ಘನಾಕೃತಿಯ,ક્યુબ્ડ
1. ದಾಲ್ಪುಂಜ್ 2. ಕೊರೊಲ್ಲಾ,1. દાલપુંજ 2. કોરોલા
1. ಕಾರ್ಟೆಕ್ಸ್ 2. ಕಾರ್ಟೆಕ್ಸ್,1. કોર્ટેક્સ 2. કોર્ટેક્સ
ವೆಚ್ಚ,ખર્ચ
ಕೋಟಿಲ್ಡನ್,કોટિલેડોન
ಕ್ರೆಡಿಟ್ ಸಮಿತಿ,ક્રેડિટ કમિટી
1. ಸಾಲ ನೀಡಿಕೆ 2. ಕ್ರೆಡಿಟ್,1. ધિરાણ 2. ક્રેડિટ
1. ಸಾಲದಾತ 2. ಸಾಲಗಾರ,1. શાહુકાર 2. લેણદાર
1. ಕ್ರೆಸ್ಟ್ 2. ಶೃಂಗ 3. ಶಿಖರ,1. ક્રેસ્ટ 2. શિરોબિંદુ 3. સ્પાયર
ಹಿಂತೆಗೆದುಕೊಳ್ಳುವಿಕೆ,પાછું ખેંચવું
ಸಮಸ್ಯೆ,સમસ્યા
ಪರೀಕ್ಷೆ,પરીક્ષણ
ನಿರ್ಣಾಯಕ,જટિલ
ಬೆಳೆ ವಿಮೆ,પાક વીમો
ಬೆಳೆ ಸಾಲ,પાક લોન
1. ಬೆಳೆ 2. ಬೆಳೆ,1. પાક 2. પાક
ಕೃಷಿ ಪ್ರದೇಶ,ખેતી વિસ્તાર
ಅಡ್ಡ ಹೊಂದಾಣಿಕೆಯಾಗುವುದಿಲ್ಲ,ક્રોસ અસંગત
1. ಕಿರೀಟ 2. ಪಿನಾಕಲ್ (ಸಸ್ಯ),1. તાજ 2. શિખર (છોડ)
ಮೃದು ಕಣಗಳು,નરમ કણો
ಕ್ರಸ್ಟ್,પોપડો
1. ಕ್ರಿಪ್ಟೋಗಮ್ 2. ಫ್ಲೋರಿಫಾರ್ಮ್ ಅಲ್ಲದ,1. ક્રિપ્ટોગમ 2. નોન-ફ્લોરીફોર્મ
ಕತ್ತರಿಸು (ಹಣ್ಣು),કાપણી (ફળ)
ಪೆನ್ನು,પેન
ತಳಿ ವೈವಿಧ್ಯ,કલ્ટીવાર વિવિધ
1. ಎಳೆತ 2. ಕೃಷಿ 3. ಬೇಸಾಯ,1. ટ્રેક્શન 2. ખેતી 3. ખેતી
1. ರೈತ 2. ಕೃಷಿಕ,1. ખેડૂત 2. ખેડૂત
1. ಸಾಗುವಳಿ 2. ಸಾಗುವಳಿ 3. ಪಾಲನೆ,1. ખેતી 2. ખેતી 3. ઉછેર
1.ಸಂಪನ್ಮೂಲ 2.ತಯಾರಿಕೆ,1.સંસાધન 2.તૈયારી
1.ಕುಂತಲನ್ 2.ಕುಂಚೋನ್,1.કુંતલન 2.કુંચોન
ಭಂಗಿ,મુદ્રા
1. ಎಪಿಡರ್ಮಿಸ್ 2. ಹೊರಪೊರೆ,1. બાહ્ય ત્વચા 2. ક્યુટિકલ
1. ಪೆನ್ 2. ಕತ್ತರಿಸುವುದು 3. ಕತ್ತರಿಸುವುದು 4. ಕತ್ತರಿಸುವುದು 5. ಕತ್ತರಿಸುವುದು,1. પેન 2. કટિંગ 3. કટીંગ 4. કટીંગ 5. કટીંગ
1. ವರ್ಮ್ ಕಾರ್ಪಸ್ 2. ಚೀಲ 3. ಚೀಲ 4. ವಿರೂಪಗೊಂಡ ಗಡ್ಡೆ 5. ನಿಯೋಪ್ಲಾಸಂ,1. કૃમિ કોર્પસ 2. ફોલ્લો 3. ફોલ્લો 4. વિકૃત ગઠ્ઠો 5. નિયોપ્લાઝમ
ಸೈಟೋಕ್ರೋಮ್,સાયટોક્રોમ
ಜೀವಕೋಶದ ಜೋಡಣೆ,કોષ જોડાણ
ಜೀವಕೋಶದ ಸಂತಾನೋತ್ಪತ್ತಿ,સેલ પ્રજનન
ಜೀವಕೋಶದ ತಳಿಶಾಸ್ತ್ರ,સેલ જીનેટિક્સ
ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ವಿಭಾಗ,સાયટોપ્લાઝમિક વિભાજન
ಜೀವಕೋಶದ ಜೀವಶಾಸ್ತ್ರ,સેલ બાયોલોજી
ಜೀವಕೋಶದ ವಿಘಟನೆ,સેલ લિસિસ
1. ಸೈಟೋಮಿಯರ್ 2. ಕೋಶ ವಿಭಜನೆ,1. સાયટોમેર 2. કોષ વિભાજન
ಸೈಟೋಪ್ಲಾಸಂ,સાયટોપ્લાઝમ
1. ಡೈರಿ 2. ಡೈರಿ,1. ડેરી 2. ડેરી
ಡೈರಿ ಉದ್ಯಮ,ડેરી ઉદ્યોગ
1. ಅಣೆಕಟ್ಟು 2. ತಳಿಗಾರ,1. ડેમ 2. સંવર્ધક
ದಿನ ಸಂಪೂರ್ಣ ಸಸ್ಯ,ડે એબ્સોલ્યુટ પ્લાન્ટ
ಹೂಬಿಡುವ ನಂತರ ದಿನ,ફૂલો પછીનો દિવસ
ಪೂರ್ಣ ಹೂಬಿಡುವ ನಂತರ ದಿನ,સંપૂર્ણ ફૂલો પછીનો દિવસ
ಅಸಮರ್ಥತೆ,બિનકાર્યક્ષમતા
ಡಿಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,decalcification
1. ಹೊರಹಾಕು 2. ಹೊರಹಾಕು,1. ડિસ્લોજ 2. ડિસ્લોજ
ಕೊಳೆತ,સડો
ಪತನಶೀಲ,પાનખર
1. ದಶಮಾಂಶ 2. ದಶಮಾಂಶ,1. દશાંશ 2. દશાંશ
ಕೀಳರಿಮೆ,હીનતા
ಅನುರಾನ್ (ಮಣ್ಣು),અનુરાન (માટી)
ವಿಪುಷ್ಪನ್,વિપુષ્પન
ಬಿಲ್ಲಿಂಗ್,બિલિંગ
ಅರಣ್ಯನಾಶ,વનનાબૂદી
ಅವಮಾನ,અપમાન
ಅವನತಿ,અધોગતિ
ಭಾಗ ದಿನ,ભાગ દિવસ
1. ಪ್ರಮಾಣ 2. ಭಾಗ,1. જથ્થો 2. ભાગ
ಅಳಿವು,અવક્ષય
ಹೊಟ್ಟು ತೆಗೆಯುವುದು,કુશ્કી દૂર કરવી
ಹೊಟ್ಟು ತೆಗೆಯುವುದು,કુશ્કી દૂર કરવી
ನಿರ್ಜಲೀಕರಣ,નિર્જલીકરણ
ಜಲರಹಿತ,નિર્જળ
ಬೇಡಿಕೆ,માંગ
1. ಡಿನಾಟರೇಶನ್ 2. ಗುಣಾಕಾರ,1. વિકૃતિકરણ 2. ગુણાકાર
ನಿಂದನೆ,નિંદા
1. ಠೇವಣಿ (ಮಣ್ಣು) 2. ಠೇವಣಿ (ಅರ್ಥಶಾಸ್ತ್ರ),1. થાપણ (માટી) 2. થાપણ (અર્થશાસ્ત્ર)
ಠೇವಣಿ,જમા
1. ಸವಕಳಿ 2. ಸವಕಳಿ,1. અવમૂલ્યન 2. અવમૂલ્યન
ನಿರ್ಲವಣೀಕರಣ,ડિસેલિનેશન
1. ನೀರು ಒಣಗಿಸುವುದು 2. ನಿರ್ಜಲೀಕರಣ,1. પાણી સુકાઈ જવું 2. નિર્જલીકરણ
1. ವಿನ್ಯಾಸ 2. ವಿನ್ಯಾಸ,1. ડિઝાઇન 2. ડિઝાઇન
ಒಣ,સુકા
ಕರ್ನಲ್ ತೆಗೆಯುವಿಕೆ,કર્નલ દૂર કરવું
ಡಿ-ಇಂಟರ್ಕಲೇಶನ್,ડી-ઇન્ટરકલેશન
ಸಂಯೋಗ,જોડાણ
1. ಗಂಡು ಮಂಜರಿ ಉದ್ಧರಣ (ಮೆಕ್ಕೆಜೋಳ) 2. ಬಲ್ಲರ್ ಹೊರತೆಗೆಯುವಿಕೆ,1. પુરુષ મંજરી નિષ્કર્ષણ (મકાઈ) 2. બલ્લાર નિષ્કર્ષણ
ಬಲ್ಲರ್ ಅಥವಾ ಕುಂದನ್ ಕತ್ತರಿಸುವುದು,બલ્લાર અથવા કુંદન કટીંગ
ನಿರ್ಣಯಕ,નિર્ધારક
ಅಪಮೌಲ್ಯೀಕರಣ,અવમૂલ્યન
ಸಸ್ಯರಹಿತ,ડી-વનસ્પતિ
ವಿಚಲನ,વિચલન
ದುಪ್ಪಟ್ಟು,ડબલ
ರೋಗನಿರ್ಣಯ,નિદાન
ವಿಭಿನ್ನ ಪ್ರಬುದ್ಧತೆ,વિવિધ પરિપક્વતા
ಕವಲೊಡೆಯುವಿಕೆ,વિભાજન
1. ಡೈಕೋಟಿಲ್ಡನ್ 2. ಡೈಕೋಟಿಲ್ಡನ್ (ಬೀಜ),1. ડાઇકોટાઇલ્ડન 2. ડિકોટાઇલ્ડન (બીજ)
ಬೆನ್ನು ರೋಗ,પીઠનો રોગ
1. ಪ್ರಸರಣ 2. ಪ್ರಸರಣ,1. પ્રસરણ 2. પ્રસરણ
ಜೀರ್ಣಸಾಧ್ಯತೆ,પાચનક્ષમતા
ಡೈಹೈಬ್ರಿಡ್,દ્વિસંકર
1. ಅಣೆಕಟ್ಟು 2. ಚರಂಡಿ 3. ಕುಟುಂಬ,1. ડેમ 2. ડ્રેઇન 3. કુટુંબ
ಅತ್ಯಲ್ಪ,અલ્પ
1. ಏಕಪತ್ನಿ 2. ಏಕಪತ್ನಿ,1. મોનોગેમસ 2. મોનોગેમસ
ಡಿಪ್ಲಾಯ್ಡ್,ડિપ્લોઇડ
1. ಡಿಪ್ಲಾಯ್ಡ್ 2. ಡಿಪ್ಲಾಯ್ಡ್,1. ડિપ્લોઇડ 2. ડિપ્લોઇડ
ದ್ವಿಧ್ರುವಿ,દ્વિધ્રુવ
1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಬಡ್ ತೆಗೆಯುವಿಕೆ,1. નિષ્કર્ષણ 2. બડ દૂર કરવું
1. ನೇಗಿಲು ಉಳುಮೆ 2. ನೂಲುವ,1. હળ ખેડવું 2. કાંતવું
ರಿಯಾಯಿತಿ,ડિસ્કાઉન્ટ
ಸೋಂಕುಗಳೆತ,જીવાણુ નાશકક્રિયા
1. ಪ್ರಸರಣ 2. ಸ್ಕ್ಯಾಟರಿಂಗ್,1. વિખેરવું 2. છૂટાછવાયા
1. ಚದುರುವಿಕೆ 2. ವ್ಯತ್ಯಾಸ,1.સ્કેટરિંગ 2.વિવિધતા
ವೈವಿಧ್ಯೀಕರಣ,વૈવિધ્યકરણ
ವೈವಿಧ್ಯಮಯ ಕೃಷಿ,વૈવિધ્યસભર કૃષિ
ಡಿಎನ್ಎ ಹೆಜ್ಜೆ,ડીએનએ પગલું
ಡಿಎನ್ಎ ರಿಸೀವರ್,ડીએનએ રીસીવર
ಡಾಕ್ ಬಾಡಿಗೆ,ગોદી ભાડે
ಪರಿಣಾಮಕಾರಿ,અસરકારક
ಸುಪ್ತಾವಸ್ಥೆ,નિષ્ક્રિયતા
1. ಪ್ರಮಾಣ 2. ಡೋಸೇಜ್ 3. ಡೋಸೇಜ್,1. જથ્થો 2. માત્રા 3. માત્રા
ಡಬಲ್ ಸಿಗ್ಮೋಯ್ಡ್ ಕರ್ವ್,ડબલ સિગ્મોઇડ વળાંક
1. ಬಿರುಗಾಳಿ 2. ಹಿಗ್ಗಿಸಿ,1. ગસ્ટ 2. સ્ટ્રેચ
1. ಎಕ್ಸಾಸ್ಟ್ ಡ್ರೈನ್ 2. ಎಫ್ಲುಯೆಂಟ್,1. એક્ઝોસ્ટ ડ્રેઇન 2. પ્રવાહ
ಒಳಚರಂಡಿ,ડ્રેનેજ
ಎಳೆತ,ટ્રેક્શન
1. ಔಷಧಿ ಕೊಡು 2. ಕುಡಿಸು,1. દવા આપો 2. ભીંજાવો
ಸೌಂದರ್ಯವರ್ಧಕಗಳು (ಬೀಜಗಳು),સૌંદર્ય પ્રસાધનો (બીજ)
1. ಆಗರ್ 2. ಆಳವಿಲ್ಲದ ದೋಷ 3. ಡ್ರಿಲ್ 4. ಆಗರ್,1. ઓગર 2. છીછરા ફોલ્ટ 3. ડ્રીલ 4. ઓગર
1. ರಂಧ್ರ 2. ಡ್ರಿಲ್ 3. ಡ್ರಿಲ್,1. છિદ્ર 2. કવાયત 3. કવાયત
1. ಕೊರೆಯುವುದು 2. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಬಿತ್ತನೆ 3. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಸುರಿಯುವುದು,1. ડ્રિલિંગ 2. ડ્રિલ વડે વાવણી 3. ડ્રિલ વડે રેડવું
ಹನಿ ನೀರಾವರಿ,ટપક સિંચાઈ
ಒಣ ಬೇಸಾಯ,સૂકી ખેતી
1.ಧೂಳು 2.ಬುಕ್ನೆ,1.ધૂળ 2.બુકની
1. ಡಸ್ಟರ್ 2. ಸ್ಕ್ಯಾಟರರ್,1. ડસ્ટર 2. સ્કેટરર
ಚಿಮುಕಿಸಲು,છંટકાવ કરવા માટે
1. ಕುಬ್ಜ 2. ವಾಮನ,1. વામન 2. વામન
ವಾಮನ ಪಿರಮಿಡ್,વામન પિરામિડ
ವಾಮಿನಿ ಭವನ,વામિની ભવન
ಪರಿಸರ ವಿಜ್ಞಾನ,ઇકોલોજી
ಅರ್ಥಶಾಸ್ತ್ರ,અર્થશાસ્ત્ર
ಆರ್ಥಿಕ ದಕ್ಷತೆ,આર્થિક કાર્યક્ષમતા
ಸಾಂದರ್ಭಿಕ ಪ್ರಕಾರ,પરિસ્થિતિગત પ્રકાર
ಹೆಚ್ಚುವರಿ ಶ್ರೇಣೀಕೃತ,વધારાનું સ્તરીકરણ
ಮೃದು,નરમ
ಮಣ್ಣಿನ ವಿಜ್ಞಾನ,માટી વિજ્ઞાન
1. ಸೇತುವೆ 2. ಅಂಚು 3. ಸ್ಟ್ರಾಂಡ್ ಮುಚ್ಚುವಿಕೆ,1. બ્રિજિંગ 2. એજિંગ 3. સ્ટ્રાન્ડ ક્લોઝર
ಆಹಾರ ಭಾಗ,ખોરાકનો ભાગ
ಬೇಡಿಕೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,માંગની સ્થિતિસ્થાપકતા
ಉತ್ಪಾದನಾ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,ઉત્પાદન સ્થિતિસ્થાપકતા
ವಿದ್ಯುದ್ವಿಭಜನೆ,વિદ્યુત વિચ્છેદન-વિશ્લેષણ
ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್,ઇલેક્ટ્રોફોરેસિસ
ಆವಿಯಾಗುವಿಕೆ,બાષ્પીભવન
1. ಶಿರಚ್ಛೇದಕ 2. ಕ್ರಿಮಿನಾಶಕ 3. ಶಿರಚ್ಛೇದಕ 4. ಕ್ರಿಮಿನಾಶಕ,1. શિરચ્છેદ કરનાર 2. જંતુમુક્ત કરનાર 3. શિરચ્છેદ કરનાર 4. જંતુમુક્ત કરનાર
1. ವೀರ್ ಬಂಡಿ 2. ಸ್ಟ್ರಾಬಂಡಿ,1. વિયર બંડી 2. સ્ટ્રોબંદી
ಭ್ರೂಣ,ગર્ભ
1. ಭ್ರೂಣಶಾಸ್ತ್ರ 2. ಭೌತಶಾಸ್ತ್ರ,1. ગર્ભવિજ્ઞાન 2. ભૌતિકશાસ્ત્ર
1. ನಿರ್ಗಮನ 2. ನಿರ್ಗಮನ,1. બહાર નીકળો 2. બહાર નીકળો
ಎಮಲ್ಸಿಫೈಯರ್,ઇમલ્સિફાયર
ಅಂತರ್ವರ್ಧಕ,અંતર્જાત
ಇಂಟ್ರಾ ಪಾಯಿಂಟ್ ವಿಭಾಗ,આંતર-બિંદુ વિભાગ
ಒಳ-ಪರಾವಲಂಬಿ,આંતર-પરજીવી
ಎಂಡೋಸ್ಪರ್ಮ್,એન્ડોસ્પર્મ
ಉದ್ಯಮ,એન્ટરપ્રાઇઝ
ಕೀಟಶಾಸ್ತ್ರ,કીટશાસ્ત્ર
ಪರಿಸರ,પર્યાવરણ
1. ಕಿಣ್ವ 2. ಕಿಣ್ವ,1. એન્ઝાઇમ 2. એન્ઝાઇમ
ಕ್ಲಸ್ಟರ್ ಕಸಿ,ક્લસ્ટર કલમ બનાવવી
1. ಎಪಿಫೈಟ್ 2. ಎಪಿಫೈಟ್,1. એપિફાઇટ 2. એપિફાઇટ
ಈಕ್ವಿಟಿ,ઇક્વિટી
ನಿವಾರಣೆ,નાબૂદી
ಅಗತ್ಯ ಪೋಷಕಾಂಶಗಳು,આવશ્યક પોષક તત્વો
1. ಅಳತೆ 2. ಜಂಪ್ 3. ಮೌಲ್ಯಮಾಪನ,1. માપન 2. જમ્પ 3. આકારણી
ಕೈಚಳಕ,સુંદરતા
ಸುಜನ್ನಿಕ್,સુજનનિક
ಮೌಲ್ಯಮಾಪನ,મૂલ્યાંકન
ಉಗಿ ಮಾಪಕ,વરાળ માપક
ಆವಿಯಾಗುವಿಕೆ,બાષ્પીભવન
ಶಾಶ್ವತ ಕ್ರಾಂತಿ,શાશ્વત ક્રાંતિ
1. ನಿತ್ಯಹರಿದ್ವರ್ಣ 2. ನಿತ್ಯಹರಿದ್ವರ್ಣ,1. સદાબહાર 2. સદાબહાર
ಅಭಿವೃದ್ಧಿ,વિકાસ
ಕತ್ತರಿಸಿದ,કાપી નાખવું
ಪರೀಕ್ಷಯ್ (ಫಲವತ್ತತೆ),પરિક્ષય (ફર્ટિલિટી)
ಶೋಷಣೆ,શોષણ
1. ಅನ್ವೇಷಣೆ 2. ಪರಿಶೋಧನೆ,1. અન્વેષણ 2. અન્વેષણ
1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಹೊರಸೂಸುವಿಕೆ,1. ઉત્સર્જન 2. ઉત્સર્જન
ಕಣ್ಣು,આંખ
1. ಅಂಶ 2. ಘಟಕ 3. ಅಂಶ 4. ಸಂಪನ್ಮೂಲ,1. પરિબળ 2. ઘટક 3. પરિબળ 4. સંસાધન
ಅಂಶ ಉತ್ಪಾದಕತೆ,પરિબળ ઉત્પાદકતા
ವ್ಯಾಪಾರಿಯ ರಿಯಾಯಿತಿ,વેપારીનું ડિસ્કાઉન્ટ
ಅಪವರ್ತನೀಯ ಬ್ಲಾಕ್ ವಿನ್ಯಾಸ,ફેક્ટોરિયલ બ્લોક ડિઝાઇન
ಪರ್ಯಾಯ,વૈકલ્પિક
1. ಪಟ್ಟಿ 2. ಪಲಿಹಾರ್,1. પટ્ટી 2. પાલિહાર
ಒಟ್ಟು,સ્થૂળ
ಕ್ಷೇತ್ರ ಮೌಲ್ಯಮಾಪನ,ક્ષેત્ર મૂલ્યાંકન
ಕೃಷಿ ಬಜೆಟ್,ફાર્મ બજેટિંગ
ಕೃಷಿ ವ್ಯಾಪಾರ,કૃષિ વ્યવસાય
ಕ್ಷೇತ್ರ ಯೋಜನೆ,ક્ષેત્ર આયોજન
1. ರೈತ 2. ರೈತ,1. ખેડૂત 2. ખેડૂત
1. ಕೃಷಿ 2. ಕೃಷಿ,1. ખેતી 2. ખેતી
ಘರ್ಷಣೆ,અથડામણ
ಬಹು ಸಂತಾನೋತ್ಪತ್ತಿ,બહુવિધ સંવર્ધન
ಹುದುಗುವಿಕೆ,આથો
ಫಲವತ್ತತೆ,ફળદ્રુપતા
ಗೊಬ್ಬರ,ખાતર
ರಸಗೊಬ್ಬರ ಬಳಕೆಯ ದಕ್ಷತೆ,ખાતર ઉપયોગ કાર્યક્ષમતા
ನಾರಿನಂತಿರುವ,તંતુમય
1. ಫಾರ್ಮ್ 2. ಪ್ರದೇಶ 3. ಸ್ಥಳ,1. ફાર્મ 2. વિસ્તાર 3. સ્થાન
ಮಣ್ಣಿನ ನೀರನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವುದು,માટી પાણી હોલ્ડિંગ
ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ,ક્ષેત્ર પ્રદર્શન
1. ನಿಶ್ಚಲತೆ 2. ಸ್ಥಿರೀಕರಣ 3. ಸ್ಥಿರೀಕರಣ,1. સ્થિરીકરણ 2. ફિક્સેશન 3. ફિક્સેશન
1. ಮುಳುಗುವಿಕೆ 2. ಒಳಸೇರಿಸುವಿಕೆ,1. પાણી ભરવું 2. ગર્ભાધાન
ನಿರ್ವಹಣಾ ಚಿತ್ರ,પ્રવાહ રેખાકૃતિ
ಆಹಾರ ಮೌಲ್ಯ,ખોરાક મૂલ્ય
ಮೇವು,ચારો
ಮುನ್ಸೂಚನೆ,આગાહી
ಅರಣ್ಯ,વન
ಅರಣ್ಯೀಕರಣ,વનીકરણ
1. ತಾಡ್ಪರ್ನ್ 2. ಫಾರ್ಮ್,1. તડપાર્ન 2. ફોર્મ
ಹಿಮ ನಿರೋಧಕ,હિમ પ્રતિરોધક
1. ಪಾಲಾ 2. ಬ್ಲೈಟ್,1. પાલા 2. બ્લાઈટ
1. ಹೆಪ್ಪುಗಟ್ಟಿದ 2. ಹೆಪ್ಪುಗಟ್ಟಿದ,1. સ્થિર 2. સ્થિર
ಕಾರ್ಯ,કાર્ય
1. ಹಣ್ಣಿನ ಪತನ 2. ಹಣ್ಣಿನ ಪತನ,1. ફ્રુટ ફોલ 2. ફ્રુટ ફોલ
ಹಣ್ಣಾಗುತ್ತವೆ,ફળ બની જાય છે
1. ಧೂಮೀಕರಣ 2. ಧೂಮೀಕರಣ,1. ધૂણી 2. ધૂણી
ಶಿಲೀಂಧ್ರನಾಶಕ,ફૂગનાશક
ಶಿಲೀಂಧ್ರನಾಶಕ,ફૂગપ્રતિરોધી
ಶಿಲೀಂಧ್ರ,ફૂગ
1. ಖುದ್ 2. ಸೀತಾ,1. ખુદ 2. સીતા
1. ಫ್ಯೂಷನ್ 2. ಫ್ಯೂಷನ್,1. ફ્યુઝન 2. ફ્યુઝન
ಹತ್ತಿ ಉಣ್ಣೆ,કપાસ ઉન
ಕೂದಲುಳ್ಳ,રુવાંટીવાળું
1. ಮರದ ಹುಣ್ಣು 2. ಪಿಟಿಕಾ,1. ઝાડનું અલ્સર 2. પિટિકા
1. ಗ್ಯಾಮೆಟ್‌ಗಳು 2. ಗ್ಯಾಮೆಟ್‌ಗಳು,1. ગેમેટ્સ 2. ગેમેટ્સ
1. ಉದ್ಯಾನ 2. ಉದ್ಯಾನ,1. બગીચો 2. બગીચો
1. ಪಾನ್ಸಾಲ್ 2. ಹೈಡ್ರೋಮೀಟರ್,1. પંસલ 2. હાઇડ્રોમીટર
ಜೀನ್ ಸಂಗ್ರಹ,જનીન સંગ્રહ
ಜೀನ್ ಟ್ಯಾಗನ್,જીન ટેગોન
ವಂಶಾವಳಿ,વંશાવળી
ಜೀನ್ ನಕ್ಷೆ,જનીન નકશો
ಆನುವಂಶಿಕ,જીનેટિક્સ
1. ಜಿನೋಮ್ 2. ಸಂಜೀನ್,1. જીનોમ 2. સંગેન
ಸಂಜಿನಿ ಸಂಗ್ರಹ,સંજીની કલેક્શન
ಜೀನೋಮಿಕ್ಸ್,જીનોમિક્સ
ಜೀನೋಟೈಪ್,જીનોટાઇપ
1. ಜೀನ್ ರಚನೆ 2. ಜೀನ್ ಪ್ರಕಾರ,1. જનીન માળખું 2. જનીન પ્રકાર
ವಂಶಾವಳಿ,લિનેજ
