Assamese,Malayalam
লেপছৰ মতবাদ,വീഴ്ചയുടെ സിദ്ധാന്തം
নথিপত্ৰ,പ്രമാണം
নথিপত্ৰৰ প্ৰমাণ,ഡോക്യുമെന്ററി തെളിവുകൾ
ডমছডে বুক,ഡോംസ്‌ഡേ ബുക്ക്
কনষ্টেণ্টাইনৰ দান,കോൺസ്റ്റന്റൈന്റെ സംഭാവന
ডুম,വിധി
বিধৱা ৰাণী,സ്ത്രീധന രാജ്ഞി
ড্ৰেগুন,ഡ്രാഗൺ
ড্ৰ&#39;মেডাৰিয়ান,ഡ്രോമെഡേറിയൻ
ড্ৰমেডাৰী,ഡ്രോമെഡറി
ড্ৰমণ্ড,ഡ്രോമണ്ട്
দ্বৈত,ഇരട്ട
দ্বৈত মিত্ৰতা,ഇരട്ട സഖ്യം
ডুৱেল এণ্টেণ্ট,ഡ്യുവൽ എന്റന്റ്
দ্বৈত ব্যৱস্থা (=দ্বিতীয় চৰকাৰ),ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ)
ড্যুক,ഡ്യൂക്ക്
ডুমা,ഡുമ
বামন অৱতাৰ,വാമനാവതാരം
বংশ,രാജവംശം
বংশ,രാജവംശം
ঈগল,കഴുകൻ
এলডাৰ মানুহ,മൂപ്പൻ
আৰ্ল,ഏൾ
আৰ্লডম,എർൾഡം
আদিম গুপ্তাসকল,ആദ്യകാല ഗുപ്തർ
প্ৰাথমিক (ঐতিহাসিক) স্থান,ആദ്യകാല (ചരിത്രപരമായ) സൈറ്റുകൾ
প্ৰাথমিক বৈদিক যুগ,ആദ്യകാല വേദകാലം
ইক্লেছিয়া,എക്ലീസിയ
পুনৰুদ্ধাৰৰ আদেশ,തിരിച്ചടവിന്റെ ശാസന
আঠ ভাঁজ পথ,എട്ട് മടക്ക പാത
বয়োজ্যেষ্ঠসকল,മൂപ്പന്മാർ
জ্যেষ্ঠ ৰাষ্ট্ৰনেতা (=genro),മുതിർന്ന രാഷ്ട്രതന്ത്രജ്ഞൻ (=ജനറോ)
হাতী গোড,എലിഫന്റ് ഗോഡ്
এঘাৰ বছৰৰ অত্যাচাৰ,പതിനൊന്ന് വർഷത്തെ സ്വേച്ഛാധിപത്യം
এলিছাই (=এলিচি),എലിസെ (=എലിസീ)
ঘেৰাও আন্দোলন,എൻക്ലോഷർ പ്രസ്ഥാനം
এনচাইক্লিকেল,വിജ്ഞാനകോശം
বিশ্বকোষবাদী আন্দোলন,എൻസൈക്ലോപീഡിസ്റ്റ് പ്രസ്ഥാനം
এন্টেন্টে,എന്റന്റെ
এন্টেন্টে কৰ্ডিয়েল,എന്റെ ഹൃദയം
এনথ্ৰন,സിംഹാസനം
এনট্যুৰেজ,പരിവാരം
ইফোদ,എഫോദ്
এফোৰ,എഫോർ
মহাকাব্যিক যুগ,ഇതിഹാസ യുഗം
মহাকাব্যিক নায়ক,ഇതിഹാസ നായകൻ
এপিগ্ৰাফ,എപ്പിഗ്രാഫ്
এপিস্কোপেচি,എപ്പിസ്കോപ്പസി
এপিস্কোপেট,എപ്പിസ്കോപ്പ
খণ্ড,എപ്പിസോഡ്
যুগ,യുഗം
যুগ সৃষ্টিকাৰী অনুষ্ঠান,യുഗനിർമ്മാണ സംഭവം
যুগ সৃষ্টিকাৰী মানুহ,യുഗനിർമ്മാതാവ്
ইপ&#39;নিম,പേരുനാമം
ইকুৱেৰী,ഇക്വറി
ইকুৱেৰী,ഇക്വറി
অশ্বাৰোহীৰ মূৰ্তি,കുതിരസവാരി പ്രതിമ
যুগ,യുഗം
এৰগাষ্টুলাম,എർഗസ്റ്റുലം
ইউখাৰিষ্ট,ദിവ്യബലി
ইভানজেলিজম,ഇവാഞ്ചലിസം
ইভানজেলিকেল আন্দোলন,സുവിശേഷ പ്രസ്ഥാനം
ইভানজেলিষ্ট,സുവിശേഷകൻ
Exarch,എക്സാർച്ച്
এক্সাইলাৰ্ক,എക്സിലാർക്ക്
ফেলেংগিষ্ট,ഫലാങ്കിസ്റ്റ്
পিতৃ ভূমি,പിതൃഭൂമി
পিতৃ ভূমি,പിതൃഭൂമി
ফেৰিয়া,ഫെരിയേ
ফেটিছ,ഫെറ്റിഷ്
সামন্তীয় হোল্ডিংছ,ഫ്യൂഡൽ ഹോൾഡിംഗ്സ്
সামন্তবাদ (=সামন্তীয় ব্যৱস্থা),ഫ്യൂഡലിസം (=ഫ്യൂഡൽ സമ്പ്രദായം)
সামন্তীয় ব্যৱস্থা,ഫ്യൂഡൽ സമ്പ്രദായം
সামন্তীয়,ഫ്യൂഡറി
ফিডেই ডিফেন্সৰ (=বিশ্বাসৰ ৰক্ষক),ഫിഡെ ഡിഫൻസർ (=വിശ്വാസത്തിന്റെ സംരക്ഷകൻ)
ফিফ,ഫൈഫ്
ক্ষেত্ৰ ব্যৱস্থা,ഫീൽഡ് സിസ്റ്റം
পোন্ধৰতম কৰ,പതിനഞ്ചാമത്തെ നികുതി
চিত্ৰৰ মূৰ,ചിത്ര തല
ফিন ডি ছিকেল,ഫിൻ ഡി സൈക്കിൾ
জুই খোৱা,തീ തിന്നുന്നവൻ
পাঁচ মাইল আইন,അഞ്ച് മൈൽ നിയമം
পতাকা,പതാക
ফ্লেমেন ডায়েলিছ,ഫ്ലെമെൻ ഡയാലിസ്
ফ্লেমেন মাৰ্চিয়ালিছ,ഫ്ലമെൻ മാർട്ടിയാലിസ്
জ্বলি থকা টৰ্চ,ജ്വലിക്കുന്ന ടോർച്ച്
ফ্লেংক,പാർശ്വഭാഗം
ফ্লেংকিং মুভমেণ্ট,ഫ്ലാങ്കിംഗ് ചലനം
ফুলি উঠা সভ্যতা,അഭിവൃദ്ധി പ്രാപിക്കുന്ന നാഗരികത
নদীবাদী বিশ্বাস,ഫ്ലൂവിയലിസ്റ്റിക് വിശ്വാസം
লোক দেৱতা,നാടോടി ദൈവം
লোক দেৱী,നാടോടി ദേവത
লোক স্মৃতি,നാടോടി ഓർമ്മ
লোক মিথ (=folklore),നാടോടി മിത്ത് (=നാടോടിക്കഥ)
খাদ্য বিচাৰি ফুৰা,തീറ്റ കണ്ടെത്തുന്നു
আক্ৰমণ,ഫോറേ
পূৰ্বপুৰুষ,മുൻഗാമി
পূৰ্বপুৰুষ,പൂർവ്വപിതാവ്
আগশাৰীৰ,മുൻഗാമി
নিঃসংগ আশা,കൈവിട്ട പ്രതീക്ഷ
গঠনমূলক পৰ্যায়,രൂപീകരണ ഘട്ടം
দুৰ্গ,കോട്ട
দুৰ্গ নিৰ্মাণ,കോട്ടകെട്ടൽ
দুৰ্গম চহৰ,ഉറപ്പുള്ള പട്ടണം
দুৰ্গ,കോട്ട
ফৰ্তুনা,ഫോർച്യൂണ
ফ&#39;ৰাম ৰোমানম,ഫോറം റൊമാനം
ফ্ৰান্সিস্কান,ഫ്രാൻസിസ്കൻ
ফ্ৰেংকলিন,ഫ്രാങ്ക്ലിൻ
ভাতৃঘাতী যুদ্ধ,സഹോദരീഹത്യ യുദ്ധം
ফ্ৰী চাৰ্চ,സ്വതന്ത്ര പള്ളി
ফ্ৰীহোল্ডাৰ,ഫ്രീഹോൾഡർ
ফ্ৰীলান্স সৈনিক,സ്വതന്ത്ര സൈനികൻ
ফ্ৰীলান্স সৈনিক,സ്വതന്ത്ര സൈനികൻ
ফ্ৰীমেন,ഫ്രീമാൻ
ফ্ৰীমেন,ഫ്രീമാൻ
ফ্ৰীপাছ,സൗജന്യ പ്രവേശനം
ফৰাচী বিপ্লৱ,ഫ്രഞ്ച് വിപ്ലവം
ফ্ৰাইয়াৰ,ഫ്രയർ
ফ্ৰিয়াছিয়ান ভাড়াতীয়া,ഫ്രാസിയൻ കൂലിപ്പടയാളികൾ
সীমান্ত&#39;এ মানুহ,അതിർത്തിയിലെ മനുഷ്യൻ
গেলিয়ন,ഗാലിയൻ
গ্যালিকান (=গ্যালিকানিষ্ট),ഗാലിക്കൻ (=ഗല്ലിക്കനിസ്റ്റ്)
গ্যালিকানিজম,ഗാലിക്കനിസം
গেৰিছন,ഗാരിസൺ
গল,ഗൗൾ
গাউণ্টলেট,ഗൗണ്ട്ലെറ്റ്
গাউণ্টলেট,ഗൗണ്ട്ലെറ്റ്
গেজেবো,ഗസീബോ
গেজেবো,ഗസീബോ
গেজেবো,ഗസീബോ
বংশাৱলীৰ ইতিহাস,വംശാവലി ചരിത്രം
বংশাৱলীৰ ৰেকৰ্ড,വംശാവലി രേഖ
বংশাৱলীৰ তালিকা,വംശാവലി പട്ടിക
বংশাৱলীৰ গছ,വംശാവലി വൃക്ഷം
বংশাৱলী,വംശാവലി
বংশাৱলী,വംശാവലി
প্ৰজন্ম,തലമുറ
গণহত্যা,വംശഹത്യ
অনা-ইহুদী,വിജാതീയൻ
অনা-ইহুদী,വിജാതീയൻ
অনা-ইহুদী,വിജാതീയൻ
অনা-ইহুদী,വിജാതീയൻ
গেট্টো,ഗെട്ടോ
গেট্টো,ഗെട്ടോ
গিবেট,ഗിബെറ്റ്
গিল্ড (=গিল্ড),ഗിൽഡ് (=ഗിൽഡ്)
গ্লেডিয়েটাৰ,ഗ്ലാഡിയേറ്റർ
গৌৰৱময় বিপ্লৱ,മഹത്തായ വിപ്ലവം
গোল্ডেন হৰ্ড,ഗോൾഡൻ ഹോർഡ്
গ্ৰেণ্ড এলায়েন্স,മഹാസഖ്യം
গ্ৰেণ্ডী,ഗ്രാൻഡീ
গ্ৰেণ্ড চাইন&#39;ৰ,ഗ്രാൻഡ് സിഗ്നർ
গ্ৰেণ্ড চাইন&#39;ৰ,ഗ്രാൻഡ് സിഗ്നർ
মহান গৃহযুদ্ধ,മഹത്തായ ആഭ്യന്തരയുദ്ധം
মহান প্ৰস্থান (বুদ্ধৰ),മഹത്തായ പുറപ്പാട് (ബുദ്ധന്റെ)
বৃহত্তৰ ভাৰত,ഗ്രേറ്റർ ഇന്ത്യ
গ্ৰেট হেলাছ,ഗ്രേറ്റ് ഹെല്ലസ്
গ্ৰেট হৰ্ড,വലിയ സംഘം
মহান পৰিত্যাগ (=মহান প্ৰস্থান),മഹത്തായ ത്യാഗം (=വലിയ പുറപ്പാട്)
গ্ৰেট ছিল,വലിയ മുദ്ര
গ্ৰেট ট্ৰেক,വലിയ ട്രാക്ക്
গ্ৰেট ভেহিকেল,വലിയ വാഹനം
চীনৰ গ্ৰেট ৱাল,ചൈനീസ് വന്മതില്
গ্ৰেভ,ഗ്രേവ്
গাৰ্ড-চেম্বাৰ,ഗാർഡ് ചേംബർ
গাৰ্ড-চেম্বাৰ,ഗാർഡ് ചേംബർ
গাৰ্ড-চেম্বাৰ,ഗാർഡ് ചേംബർ
গুপ্তাছ,ഗുപ്തർ
হেজিঅ’গ্ৰাফী,ഹാജിയോഗ്രാഫി
হেজিঅ’গ্ৰাফী,ഹാജിയോഗ്രാഫി
হেজিঅ’লজি,ഹാജിയോളജി
হেজিঅ’লজি,ഹാജിയോളജി
ব্যক্তিগত দৰ্শকৰ হল,സ്വകാര്യ പ്രേക്ഷകരുടെ ഹാൾ
ৰাজহুৱা দৰ্শকৰ হল,പൊതു പ്രേക്ഷകരുടെ ഹാൾ
হেচমেণ্ট,ഹാച്ച്മെന്റ്
হেথেন,ഹീതൻ
হেথেন,ഹീതൻ
হেথেনিজম,ഹീതനിസം
হেগিৰা (হেজেৰা),ഹെഗിറ (ഹെജേര)
হেলেনিজম,ഹെല്ലനിസം
হেলট,ഹെലോട്ട്
হেৰাল্ড্ৰি,ഹെറാൾഡ്രി
ঐতিহ্য,പൈതൃകം
হাইৰ’গ্লিফিক ৰৈখিক আখৰ,ഹൈറോഗ്ലിഫിക് ലീനിയർ പ്രതീകങ്ങൾ
হাইৰ&#39;গ্লিফিক লিপি,ഹൈറോഗ്ലിഫിക് ലിപി
হাই চাৰ্চ,ഉയർന്ന പള്ളി
হাই লেণ্ডাৰ,ഉയർന്ന ലാൻഡർ
হিন্দু ধৰ্ম,ഹിന്ദുമതം
ইতিহাসবিদ,ചരിത്രകാരൻ
ইতিহাসবিদ,ചരിത്രകാരൻ
ঐতিহাসিক বস্তুবাদ,ചരിത്രപരമായ ഭൗതികവാദം
ঐতিহাসিক যুগ,ചരിത്ര യുഗം
ঐতিহাসিক সীমান্ত,ചരിത്രപരമായ അതിർത്തി
ইতিহাসবিদ,ചരിത്രകാരൻ
ইতিহাসবিদ,ചരിത്രകാരൻ
ইতিহাস লেখা,ചരിത്രരചന
ইতিহাস লেখা,ചരിത്രരചന
ইতিহাস,ചരിത്രം
হিট্টী সাম্ৰাজ্য,ഹിറ്റൈറ്റ് സാമ്രാജ്യം
পবিত্ৰ মিত্ৰতা,വിശുദ്ധ സഖ്യം
পবিত্ৰ নগৰ,വിശുദ്ധ നഗരം
পবিত্ৰ নগৰ,വിശുദ്ധ നഗരം
পবিত্ৰ ভূমি,പുണ്യ സ്ഥലം
পবিত্ৰ ভূমি,പുണ്യ സ്ഥലം
হলি লীগ,ഹോളി ലീഗ്
হলি লীগ,ഹോളി ലീഗ്
পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire),വിശുദ്ധ റോമൻ സാമ്രാജ്യം (= സാമ്രാജ്യം)
পবিত্ৰ সাগৰ,വിശുദ്ധ കടൽ
পবিত্ৰ সাগৰ,വിശുദ്ധ കടൽ
পবিত্ৰ যুদ্ধ,വിശുദ്ധ യുദ്ധം
পবিত্ৰ যুদ্ধ,വിശുദ്ധ യുദ്ധം
গৃহ চৰকাৰ,ആഭ്യന്തര സർക്കാർ
হোম গাৰ্ড,ഹോം ഗാർഡ്
গৃহভূমি,സ്വദേശം
গৃহ শাসন,ഹോം റൂൾ
হোম ৰুল,ഹോം റൂൾ
হৰ্ড,കൂട്ടം
হৰ্ড,കൂട്ടം
শত্ৰুতাপূৰ্ণ দেশ,ശത്രു രാജ്യം
শত্ৰুতাপূৰ্ণ ভূমি,ശത്രു ഭൂമി
hot pursuit,ചൂടുള്ള പിന്തുടരൽ
ঘৰ,വീട്
ঘৰ,വീട്
হাউচ অৱ কমনছ,പ്രജാസഭ
হাউচ অৱ লৰ্ডছ,ഹൗസ് ഓഫ് ലോർഡ്സ്
প্ৰতিনিধি সদন,പ്രതിനിധി സഭ
হুগুয়েনট,ഹ്യൂഗനോട്ടുകൾ
মানৱতাবাদ,മാനവികത
মানৱতাবাদী,ഹ്യൂമനിസ്റ്റ്
শত Yesrs&#39; যুদ্ধ,നൂറ് യെസ്സർ യുദ്ധം
হাংকাৰ,ഹങ്കർ
ইবাদাত খানা (পূজাৰ ঘৰ),ഇബാദത്ത് ഖാന (ആരാധനാലയം)
আইকনক্লাষ্ট,ഐക്കണോക്ലാസ്റ്റ്
মূৰ্তিপূজক,വിഗ്രഹാരാധകൻ
ইলাহি যুগ,ഇലാഹി യുഗം
অবৈধ যুদ্ধ,നിയമവിരുദ്ധ യുദ്ധം
আলোকিত পাণ্ডুলিপি,പ്രകാശിതമായ കൈയെഴുത്തുപ്രതി
সচিত্ৰ পাণ্ডুলিপি,ചിത്രീകരിച്ച കൈയെഴുത്തുപ്രതി
সচিত্ৰ পাণ্ডুলিপি,ചിത്രീകരിച്ച കൈയെഴുത്തുപ്രതി
ইমাম (ইমাউম),ഇമാം (ഇമ്മൂം)
ইমামত,ഇമാമത്ത്
ইমামত,ഇമാമത്ത്
ইমাম্বৰা,ഇമാംബരഃ
ইম্পেৰিয়েল,ഇംപീരിയൽ
ইম্পেৰিয়েল চিটি,സാമ്രാജ്യത്വ നഗരം
সাম্ৰাজ্যবাদ,സാമ്രാജ്യത്വം
ইম্পেৰিয়েল পছন্দ,സാമ്രാജ്യത്വ മുൻഗണന
নীতিহীনতা,അപ്രമാദിത്വം
ভণ্ড,വഞ്ചകൻ
কাৰাবাস,തടവ്
কাৰাবাস,തടവ്
আক্ৰমণ,കടന്നുകയറ്റം
আক্ৰমণকাৰী,നുഴഞ്ഞുകയറ്റക്കാരൻ
স্বাধীনতা,സ്വാതന്ത്ര്യം
স্বাধীনতা দিৱস,സ്വാതന്ത്യദിനം
স্বাধীনতা প্ৰেক্ষাগৃহ,ഇൻഡിപെൻഡൻസ് ഹാൾ
ভাৰতীয় আমেৰিকান (=ৰেড ইণ্ডিয়ান=আমেৰিকান ইণ্ডিয়ান),ഇന്ത്യൻ അമേരിയൻ (=റെഡ് ഇന്ത്യൻ=അമേരിക്കൻ ഇന്ത്യൻ)
ইণ্ডিয়ান হোম ৰুল লীগ,ഇന്ത്യൻ ഹോം റൂൾ ലീഗ്
ঔদ্যোগিক বিপ্লৱ,വ്യവസായ വിപ്ലവം
কাফিৰ,അവിശ്വാസി
কাফিৰ,അവിശ്വാസി
অনুপ্ৰৱেশ,നുഴഞ്ഞുകയറ്റം
অনুপ্ৰৱেশকাৰী,നുഴഞ്ഞുകയറ്റക്കാരൻ
তথ্যদাতা,വിവരദാതാവ്
তথ্যদাতা,വിവരദാതാവ്
তথ্যদাতা,വിവരദാതാവ്
তথ্যদাতা,വിവരദാതാവ്
প্ৰৱেশ,പ്രവേശനം
প্ৰৱেশ,പ്രവേശനം
প্ৰৱেশ,പ്രവേശനം
বাসস্থান,താമസസ്ഥലം
বাসিন্দা,നിവാസി
উত্তৰাধিকাৰ,അനന്തരാവകാശം
উত্তৰাধিকাৰ,അനന്തരാവകാശം
উত্তৰাধিকাৰ,അനന്തരാവകാശം
শিলালিপি,ലിഖിതം
চিহ্ন,ചിഹ്നം
যোগদানৰ যন্ত্ৰ,പ്രവേശന ഉപകരണം
চৰকাৰৰ আহিলা,സർക്കാരിന്റെ ഉപകരണം
বিদ্ৰোহ (বিদ্ৰোহ),കലാപം (കലാപം)
বিদ্ৰোহী,വിമതൻ
বিদ্ৰোহ,കലാപം
বিদ্ৰোহ,കലാപം
সংহতি,സംയോജനം
ৰেকৰ্ডৰ অখণ্ডতা,രേഖകളുടെ സമഗ്രത
ৰাজ্যসমূহৰ অখণ্ডতা,സംസ്ഥാനങ്ങളുടെ സമഗ്രത
বুদ্ধিমান (Intelligentzia),ബുദ്ധിജീവി (ഇന്റലിജന്റ്സിയ)
মধ্যস্থতা,മദ്ധ്യസ്ഥത
মধ্যস্থতাকাৰী,മദ്ധ്യസ്ഥൻ
মধ্যস্থতাকাৰী,ഇടനിലക്കാരൻ
আন্তৰ্জাতিকতাবাদ,അന്തർദേശീയത
আন্তৰ্জাতিকতাবাদ,അന്തർദേശീയത
আন্তৰ্জাতিকতাবাদী,അന്താരാഷ്ട്രവാദി
আন্তঃসংযোগী যুদ্ধ,ആഭ്യന്തര യുദ്ധം
ইণ্টাৰনী,ഇന്റേണി
ইণ্টাৰনী,ഇന്റേണി
ইণ্টাৰনী শিবিৰ,ഇന്റേണി ക്യാമ്പ്
আৱদ্ধ কৰি ৰখা,അന്തേവാസി
আৱদ্ধ কৰি ৰখা,അന്തേവാസി
আৱদ্ধ কৰি ৰখা,അന്തേവാസി
Internuncio,ഇന്റർന്യൂൺസിയോ
ব্যাখ্যাকৰোতা,വ്യാഖ്യാതാവ്
ব্যাখ্যাকৰোতা,വ്യാഖ്യാതാവ്
ব্যাখ্যাকৰোতা,വ്യാഖ്യാതാവ്
হস্তক্ষেপ,ഇടപെടൽ
ইনটেষ্টেচি,ഇന്റസ്റ്റസി
ইনটেষ্টেট,ഇൻറസ്റ്റേറ്റ്
কুটিলতা,കുതന്ത്രം
অনুপ্ৰৱেশকাৰী,നുഴഞ്ഞുകയറ്റക്കാരൻ
অনুপ্ৰৱেশকাৰী,നുഴഞ്ഞുകയറ്റക്കാരൻ
অনুপ্ৰৱেশ,നുഴഞ്ഞുകയറ്റം
আক্ৰমণ,അധിനിവേശം
আক্ৰমণ,അധിനിവേശം
বিনিয়োগ কৰা,നിക്ഷേപിക്കുക
বিনিয়োগ কৰা,നിക്ഷേപിക്കുക
বিনিয়োগ কৰা,നിക്ഷേപിക്കുക
বিনিয়োগ কৰা,നിക്ഷേപിക്കുക
বিনিয়োগ,നിക്ഷേപം
বিনিয়োগ,നിക്ഷേപം
বিনিয়োগ,നിക്ഷേപം
বিনিয়োগ অনুষ্ঠান,നിക്ഷേപ ചടങ്ങ്
জাতীয়তাৰ সৈতে বিনিয়োগ কৰক,ദേശീയതയോടെ നിക്ഷേപിക്കുക
অজেয় আৰ্মাডা,അജയ്യമായ അർമാഡ
অলংঘনীয়তা (ৰাষ্ট্ৰৰ),ലംഘനം (സംസ്ഥാനത്തിന്റെ)
অলংঘিত অৱস্থা,ലംഘിക്കുന്ന അവസ്ഥ
অক্ষম দুৰ্গ,അഭേദ്യമായ കോട്ട
লোৰ যুগ,ഇരുമ്പ് യുഗം
লোহাৰ পৰ্দা,ഇരുമ്പു മറ
লোহাৰ ৰক্ষক,ഇരുമ്പ് കാവൽ
লোহাৰ ৰেচন,ഇരുമ്പ് റേഷൻ
লোহাৰ কাষ,ഇരുമ്പ് വശങ്ങൾ
লোহাৰ টিপযুক্ত কাঁড়,ഇരുമ്പ് ടിപ്പുള്ള അമ്പ്
ইষ্টমিয়ান খেল,ഇസ്ത്മിയൻ ഗെയിമുകൾ
জেনিছাৰী,ജാനിസറി
জেনিটৰ,കാവൽക്കാരൻ
জেনিটৰ,കാവൽക്കാരൻ
জেভেলিন,ജാവലിൻ
জিম ক&#39;ৰ&#39; ল&#39;ছ,ജിം ക്രോ നിയമങ്ങൾ
জিংগো,ജിങ്കോ
জিংগো,ജിങ്കോ
জিংগো,ജിങ്കോ
জিংগোবাদ,ജിങ്കോയിസം
যৌথ ব্যৱস্থা,സംയുക്ത പ്രവർത്തനം
যৌথ নিয়ন্ত্ৰণ,സംയുക്ത നിയന്ത്രണം
যৌথ দখল,ജോയിന്റ് ഒക്യുപെൻസി
জুৰী,ജൂറി
মাত্ৰ কাৰণ,വെറും വ്യവഹാരം
ৰাখক,സൂക്ഷിക്കുക
আৰ্কাইভৰ ৰক্ষক,ആർക്കൈവ്സ് സൂക്ഷിപ്പുകാരൻ
কেটলি-ড্ৰাম,കെറ്റിൽ-ഡ്രം
মূল শব্দ,പ്രധാന വാക്ക്
ৰজা,രാജാവ്
ৰাজ্য,രാജ്യം
কিংলেট,കിംഗ്ലെറ്റ്
ৰজা নিৰ্মাতা,കിംഗ് മേക്കർ
ৰজাৰ পদ,രാജത്വം
ৰজাৰ পদ,രാജത്വം
পাকঘৰৰ কেবিনেট,അടുക്കള കാബിനറ്റ്
ৰজা,നൈറ്റ്
ৰজাৰত্ব,രാജത്വം
Kinghts হস্পিতালৰ লোক,കിംഗ്സ് ഹോസ്പിറ്റലർമാർ
নাইটছ অৱ চেণ্ট জন,നൈറ്റ്സ് ഓഫ് സെന്റ് ജോൺ
নাইট টেম্পলাৰ,നൈറ്റ് ടെംപ്ലർ
কু ক্লাক্স ক্লান (KKK),കു ക്ലക്സ് ക്ലാൻ (കെകെകെ)
কুমিনতাং,കുമിൻതാങ്
লেইটি,അല്മായ
লেন্স,ലാൻസ്
লেন্সাৰ,ലാൻസർ
পিছলৈ গুপ্তাছ,പിന്നീട് ഗുപ്തർ
বৈধ উত্তৰাধিকাৰী,നിയമാനുസൃത അവകാശി
আইন-শৃংখলাহীনতা (=বিকাৰ),നിയമലംഘനം (=അസ്വാസ്ഥ്യം)
আইন-শৃংখলাহীনতা (=বিকাৰ),നിയമലംഘനം (=അസ്വാസ്ഥ്യം)
আইন প্ৰভুসকল,നിയമപ്രഭുക്കൾ
ধৰ্মপৰায়ণতাৰ নিয়ম,ഭക്തി നിയമം
লীগ অৱ নেচনছ,ലീഗ് ഓഫ് നേഷൻസ്
লিগেচি (=উইল),പാരമ്പര്യം (=വസ്വിയ്യത്ത്)
লিগেচি (=উইল),പാരമ്പര്യം (=വസ്വിയ്യത്ത്)
আইনী উত্তৰাধিকাৰী,നിയമപരമായ അവകാശി
লেগেট,നിയമാനുസൃതം
লেগেট,നിയമാനുസൃതം
লেগেট,നിയമാനുസൃതം
কিংবদন্তী,ഇതിഹാസം
কিংবদন্তী,ഇതിഹാസം
লিজিয়ন,ലെജിയൻ
লিজিয়ন,ലെജിയൻ
লিজিয়ন অৱ অনাৰ,ലീജിയൻ ഓഫ് ഓണർ
লেচে মহিমা (=lese majeste),ലെസ് മഹിമ (=ലെസെ മഹിമ)
ক্ষুদ্ৰ ৰাজ্য,കുറഞ്ഞ സംസ്ഥാനങ്ങൾ
বিশ্বাসযোগ্যতাৰ পত্ৰ,വിശ്വാസപത്രങ്ങൾ
লিয়েজ-লৰ্ড,ലീജ്-പ്രഭു
লিয়েজ মানুহ,ലീജ് മനുഷ്യൻ
লিয়েজ মানুহ,ലീജ് മനുഷ്യൻ
আজীৱন কাৰাদণ্ড,ജീവപര്യന്തം തടവ്
বংশ,വംശാവലി
লিটিল ইংলেণ্ডৰ,ചെറിയ ഇംഗ്ലണ്ടുകാരൻ
লিটল ভেহিকেল (=ক্ষুদ্ৰ বাহন),ചെറിയ വാഹനം (=കുറവ് വാഹനം)
উপকূলীয় অৱস্থা,തീരദേശ സംസ്ഥാനം
লিটাৰ্জী,ആരാധനക്രമങ്ങൾ
লিটাৰ্জী,ആരാധനാക്രമം
স্থানীয় আনুগত্য,പ്രാദേശിക വിധേയത്വം
স্থানীয়-আত্ম চৰকাৰ,തദ്ദേശ സ്വയംഭരണം
দীঘলীয়া সংসদ,നീണ്ട പാർലമെന്റ്
নিম্ন দেশ,താഴ്ന്ന രാജ്യങ്ങൾ
অনুগত,വിശ്വസ്തൻ
আনুগত্য,സത്യസന്ധത
মেকিয়াভেলিয়ান নীতি,മച്ചിയവെല്ലിയൻ നയം
মেগনা কাৰ্টা,മാഗ്ന കാർട്ട
মেগনাম কনচিলিয়াম,മാഗ്നം കൺസിലിയം
মালুম প্ৰহিবিটাম,മലം നിരോധനം
মাণ্ডামছ,മന്ദമസ്
আদেশ,ജനവിധി
"আদেশ, ক্লাছ &#39;ক&#39;।","മാൻഡേറ്റ്, ക്ലാസ് &#39;എ&#39;"
"আদেশ, ক্লাছ &#39;খ&#39;।","മാൻഡേറ്റ്, ക്ലാസ് &#39;ബി&#39;"
"আদেশ, শ্ৰেণী &#39;গ&#39;।","മാൻഡേറ്റ്, ക്ലാസ് &#39;സി&#39;"
আদেশ ব্যৱস্থা,മാൻഡേറ്റ് സിസ്റ്റം
বাধ্যতামূলক ৰাজ্য,നിർബന്ധിത സംസ്ഥാനം
মেংগোনেল,മാങ്കണൽ
ইস্তাহাৰ,മാനിഫെസ്റ്റോ
কৌশল,കുതന്ത്രങ്ങൾ
যুদ্ধৰ মানুহ,മാൻ-ഓഫ്-വാർ
মেন&#39;ৰ,മനോർ
মেন&#39;ৰ,മനോർ
মানুহ-শক্তি,മനുഷ്യശക്തി
মানুহ-শক্তি,മനുഷ്യശക്തി
মানুমিচন,മനുമിഷൻ
মনুমিত,മനുമിത്
পাণ্ডুলিপি,കൈയെഴുത്തുപ്രതി
পাণ্ডুলিপি,കൈയെഴുത്തുപ്രതി
পাণ্ডুলিপি,കൈയെഴുത്തുപ്രതി
মাৰাউডাৰ,കൊള്ളക്കാരൻ
সামুদ্ৰিক বেল্ট,മാരിടൈം ബെൽറ്റ്
সামুদ্ৰিক সভ্যতা,സമുദ്ര നാഗരികത
সামুদ্ৰিক পতাকা,സമുദ്ര പതാക
সামুদ্ৰিক শক্তিসমূহ,സമുദ്ര ശക്തികൾ
সামুদ্ৰিক সাৰ্বভৌমত্ব,സമുദ്ര പരമാധികാരം
সামুদ্ৰিক যুদ্ধ,സമുദ്ര യുദ്ധം
মাৰ্কিছ,മാർക്വിസ്
মাৰ্কিজেট,മാർക്വിസേറ്റ്
সামৰিক আইন,പട്ടാള നിയമം
যুদ্ধ দৌৰ,ആയോധന മത്സരങ്ങൾ
শ্বহীদ,രക്തസാക്ഷി
