English,Assamese
derivation,ব্যুৎপত্তি
derivative,ডেৰাইভেটিভ
derived series,ব্যুৎপন্ন শৃংখলা
derived set,ব্যুৎপত্তি কৰা গোট
descending,অৱতৰণ কৰা
descending order,অৱনমিত ক্ৰম
descending series,অৱনমিত শৃংখলা
descriptive geometry,বৰ্ণনাত্মক জ্যামিতি
descriptive model,বৰ্ণনাত্মক আৰ্হি
descriptive statistics,বৰ্ণনাত্মক পৰিসংখ্যা
design,ডিজাইন
design of experiment,পৰীক্ষাৰ ডিজাইন
desk calculator,ডেস্ক কেলকুলেটৰ
detection,ধৰা পেলোৱা
determinant,নিৰ্ণায়ক
determinant rank,নিৰ্ণায়ক ৰেংক
determine,নিৰ্দ্ধাৰণ কৰা
deterministic model,নিৰ্ধাৰিত আৰ্হি
deterministic problem,নিৰ্ধাৰিত সমস্যা
deviation,বিচ্যুতি
deviation coefficient,বিচ্যুতি সহগ
diadic system,ডায়েডিক ব্যৱস্থা
diagonal,তিৰ্যক
diagonalization of a matrix,এটা মেট্ৰিক্সৰ তিৰ্যকীকৰণ
diagonal matrix,তিৰ্যক মেট্ৰিক্স
diagonal similarity,তিৰ্যক সাদৃশ্য
diagram,ডায়েগ্ৰাম
diagrammatic method,ডায়েগ্ৰামমেটিক পদ্ধতি
diagrammatic presentation,ডায়াগ্ৰামমেটিক উপস্থাপন
diameter,ব্যাস
diameter of a set,এটা গোটৰ ব্যাস
diametrically opposite,ডায়েমেট্ৰিকভাৱে বিপৰীত
dice throw,পাশা নিক্ষেপ
dichotomous classification,দ্বৈত শ্ৰেণীবিভাজন
dichotomy,দ্বৈতবিভাজন
dictionary order,অভিধানৰ ক্ৰম
difference calculus,পাৰ্থক্য কেলকুলাছ
difference equation,পাৰ্থক্য সমীকৰণ
difference formula,পাৰ্থক্য সূত্ৰ
difference method,পাৰ্থক্য পদ্ধতি
difference of sets,গোটৰ পাৰ্থক্য
differentiable,ভিন্নতামূলক
differentiable curve,ভিন্নতাযোগ্য বক্ৰ
differentiable function,ডিফাৰেন্সিয়েবল ফাংচন
differential,ডিফাৰেন্সিয়েল
differential calculus,ডিফাৰেন্সিয়েল কেলকুলাছ
differential coefficient,ডিফাৰেন্সিয়েল সহগ
differential equation,অৱভেদ্য সমীকৰণ
differential form,ভিন্নতামূলক ৰূপ
differential formula,ডিফাৰেন্সিয়েল সূত্ৰ
differential function,ডিফাৰেন্সিয়েল ফাংচন
differential geometry,ডিফাৰেন্সিয়েল জ্যামিতি
differential of higher order,উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল
differential quotient,ডিফাৰেন্সিয়েল ভাগফল
differentiate,পাৰ্থক্য কৰা
differentiation,পাৰ্থক্য
differentiation formula,পাৰ্থক্য সূত্ৰ
differentiation of vector,ভেক্টৰৰ পাৰ্থক্য
diffusion,প্ৰসাৰণ
digit,অংক
digital computer,ডিজিটেল কম্পিউটাৰ
digital data,ডিজিটেল ডাটা
dimension,মাত্ৰা
dimensionality,মাত্ৰাগততা
dimensionless,মাত্ৰাহীন
dimension of an equation,সমীকৰণৰ মাত্ৰা
diophantine equation,ডাইফেন্টাইন সমীকৰণ
dip angle,ডিপ এংগেল
dipolar coordinates,ডাইপোলাৰ স্থানাংক
dipole,ডাইপোল
dipyramid (bipyramid),ডাইপিৰামিড (bipyramid)
Dirac delta function,Dirac ডেল্টা ফাংচন
direct common tangent,প্ৰত্যক্ষ সাধাৰণ স্পৰ্শক
directed angle,নিৰ্দেশিত কোণ
directed line,নিৰ্দেশিত ৰেখা
directional derivative,দিশগত ব্যুৎপত্তি
direction cosine,দিশ কোচাইন
direction of maxima,maxima ৰ দিশ
direction of projection,প্ৰক্ষেপণৰ দিশ
direction ratio,দিশ অনুপাত
director circle,পৰিচালক বৃত্ত
director sphere,পৰিচালক ক্ষেত্ৰ
direct product,প্ৰত্যক্ষ উৎপাদন
direct proof,প্ৰত্যক্ষ প্ৰমাণ
direct proportion,প্ৰত্যক্ষ অনুপাত
directrix,ডাইৰেক্টিক্স
direct sum,প্ৰত্যক্ষ যোগফল
disconncted sets,disconncted ছেটসমূহ
discontinuity,বিচ্ছিন্নতা
discontinuity of derivative,ডেৰাইভেটিভৰ বিচ্ছিন্নতা
discontinuity of the first kind,প্ৰথম ধৰণৰ বিচ্ছিন্নতা
discontinuity of the second kind,দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা
discontinuous distribution,বিচ্ছিন্ন বিতৰণ
discontinuous function,বিচ্ছিন্ন কাৰ্য্য
discontinuous variate,বিচ্ছিন্ন ভেৰিয়েট
discrete,বিচ্ছিন্ন
discrete distribution,বিচ্ছিন্ন বিতৰণ
discrete probability distribution,বিচ্ছিন্ন সম্ভাৱনা বিতৰণ
discrete random variable,বিচ্ছিন্ন যাদৃচ্ছিক চলক
discrete sample space,বিচ্ছিন্ন নমুনা স্থান
discrete set,বিচ্ছিন্ন গোট
discrete space,বিচ্ছিন্ন স্থান
discrete topology,বিচ্ছিন্ন টপোলজি
discrete variate,বিচ্ছিন্ন ভিন্নতা
discriminant,বৈষম্যমূলক
discriminatory analysis (=discriminant analysis),বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ)
disjoint,disjoint
disjoint events,অসংলগ্ন পৰিঘটনা
disjoint sets,disjoint sets
disjoint union,disjoint union
disjunction,বিচ্ছিন্নতা
dispersion,বিক্ষিপ্ততা
dispersion chart,বিক্ষিপ্ততা লেখচিত্ৰ
dispersion constant,বিক্ষিপ্ততা ধ্ৰুৱক
dispersion diagram,বিক্ষিপ্ততা ডায়েগ্ৰাম
dispersion matrix (=covariance matrix),বিক্ষিপ্ততা মেট্ৰিক্স (=সচল মেট্ৰিক্স)
displacement,স্থানচ্যুতি
display,প্ৰদৰ্শন
display unit (=consol),প্ৰদৰ্শন একক (=কনছল)
dissimilar,অসদৃশ
dissipative forces,অপচয়কাৰী শক্তি
distance function,দূৰত্বৰ ফলন
distance modulus,দূৰত্ব মডুলাছ
distribution-free method,বিতৰণ-মুক্ত পদ্ধতি
distributive law,বিতৰণ আইন
diverge,বিচ্ছিন্নতা
divergence,বিচ্ছিন্নতা
divergence theorem,বিচ্ছিন্নতা উপপাদ্য
divergent,divergent
divergent series,বিচ্ছিন্ন শৃংখলা
divided difference,বিভক্ত পাৰ্থক্য
divisibility,বিভাজনযোগ্যতা
divisible,ভাগ কৰিব পৰা
division,বিভাজন
division algorithm,বিভাজন এলগৰিদম
division ring,ডিভিজন ৰিং
dodecagon,ডোডেকাগন
dodecahedron,ডোডেকাহেড্ৰন
domain,ডমেইন
domain of a function,এটা ফাংচনৰ ডমেইন
domain of definition,সংজ্ঞাৰ ডমেইন
domain of existence,অস্তিত্বৰ ক্ষেত্ৰ
dominant strategy,প্ৰধান কৌশল
doppler effect,ডপলাৰ ইফেক্ট
dot product,ডট প্ৰডাক্ট
dotted curve,বিন্দুযুক্ত বক্ৰ
double differentiation,ডাবল পাৰ্থক্য
double exponential distribution,ডাবল ঘাতীয় বিতৰণ
double helix,ডাবল হেলিক্স
double integral,ডাবল ইন্টিগ্ৰেল
double integration,ডাবল ইন্টিগ্ৰেচন
double limit,ডাবল লিমিট
double sampling plan,ডাবল নমুনা সংগ্ৰহৰ পৰিকল্পনা
double sequence,ডাবল ক্ৰম
double series,ডাবল ছিৰিজ
double suffix notation,ডাবল প্ৰত্যয় সংকেত
double summation,ডাবল যোগফল
downward acceleration,তললৈ ত্বৰণ
downward displacement,তললৈ স্থানান্তৰিত হোৱা
downward motion,তললৈ গতি
downward velocity,তললৈ যোৱা বেগ
drag,টানি নিয়া
drag force,টানিব পৰা বল
dual,দ্বৈত
dual basis,দ্বৈত ভিত্তি
dual inner product,ডুৱেল ইনাৰ প্ৰডাক্ট
dual linear programming problem,ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
dual operation,ডুৱেল অপাৰেচন
dual problem,দ্বৈত সমস্যা
dual simplex algorithm,ডুৱেল ছিমপ্লেক্স এলগৰিদম
dual simplex technique,ডুৱেল ছিমপ্লেক্স কৌশল
dual space,দ্বৈত স্থান
dual variable,ডুৱেল ভেৰিয়েবল
dual vector space,দ্বৈত ভেক্টৰ স্থান
dummy index,ডামি সূচী
dummy subscript,ডামি চাবস্ক্ৰিপ্ট
dummy suffix,ডামি প্ৰত্যয়
dummy variable,ডামি চলক
duplicator process,ডুপ্লিকেটৰ প্ৰক্ৰিয়া
dynamical,গতিশীল
dynamical system,গতিশীল ব্যৱস্থা
dynamic demand function,গতিশীল চাহিদা কাৰ্য্য
dynamic model,গতিশীল আৰ্হি
dynamic programming,ডাইনামিক প্ৰগ্ৰেমিং
dynamic programming approach,ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি
dynamic programming technique,ডাইনামিক প্ৰগ্ৰেমিং কৌশল
dynamics,গতিশীলতা
dynamics of a particle,এটা কণিকাৰ গতিশীলতা
dynamics of rigid bodies,কঠিন বস্তুৰ গতিশীলতা
earth,পৃথিৱী
earthquake intensity,ভূমিকম্পৰ তীব্ৰতা
eccentricity,কেন্দ্ৰীয়তা
eclipse,গ্ৰহণ
econometric forecast,অৰ্থনৈতিক পূৰ্বাভাস
econometrician,অৰ্থনীতিবিদ
econometrics,অৰ্থনীতি
economics,অৰ্থনীতি
edge,প্ৰান্ত
edge of a convex set,উত্তল সমষ্টিৰ প্ৰান্ত
efficiency factor,দক্ষতা কাৰক
eigen element,eigen মৌল
eigen function,eigen ফাংচন
eigen value,eigen মান
eigen value equation,eigen মান সমীকৰণ
eigen vector,eigen ভেক্টৰ
elastic,ইলাষ্টিক
elastic constant,ইলাষ্টিক ধ্ৰুৱক
elastic equilibrium,ইলাষ্টিক ভাৰসাম্য
elasticity,ইলাষ্টিকতা
elasticity surface,ইলাষ্টিক পৃষ্ঠ
electronic computer,ইলেক্ট্ৰনিক কম্পিউটাৰ
element,উপাদান
elementary column operation,প্ৰাথমিক স্তম্ভ কাৰ্য্য
elementary event,প্ৰাথমিক পৰিঘটনা
elementary function,মৌলিক ফলন
elementary operation,প্ৰাথমিক কাৰ্য্য
elementary outcome,প্ৰাথমিক ফলাফল
elementary probability law,মৌলিক সম্ভাৱনা নিয়ম
elementary row operation,প্ৰাথমিক শাৰীৰ কাৰ্য্য
eliminate,নিষ্কাশন
elemination procedure,এনিমেচন পদ্ধতি
ellipse,উপবৃত্তাকাৰ
ellipsoid,উপবৃত্তাকাৰ
ellipsoidal,উপবৃত্তাকাৰ
ellipsoidal surface,উপবৃত্তাকাৰ পৃষ্ঠ
elliptical body,উপবৃত্তাকাৰ দেহ
embedding,এম্বেডিং
emission,নিৰ্গমন
empirical data,অভিজ্ঞতাভিত্তিক তথ্য
empirical formula,অভিজ্ঞতাভিত্তিক সূত্ৰ
empirical probability,অভিজ্ঞতাভিত্তিক সম্ভাৱনা
empirical relation,অভিজ্ঞতাভিত্তিক সম্পৰ্ক
empty set,খালী ছেট
enclosed,আবদ্ধ কৰা হৈছে
encoding,এনকোডিং
endomorphism,এণ্ডোমৰ্ফিজম
end point,শেষ বিন্দু
end point of class interval,শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু
energy,শক্তি
energy momentum component,শক্তি গতিবেগ উপাদান
entering variable,চলক প্ৰৱেশ কৰা
enumerable set,গণনাযোগ্য গোট
enumeration,গণনা
equal,সমান
equality,সমতা
equally likely,সমানে সম্ভাৱনা আছে
equal probability selection method (=epsem),সমান সম্ভাৱনা নিৰ্বাচন পদ্ধতি (=epsem)
equate,সমান কৰা
equation,সমীকৰণ
equation of first degree,প্ৰথম ডিগ্ৰীৰ সমীকৰণ
equation of second degree,দ্বিতীয় ডিগ্ৰীৰ সমীকৰণ
equation of third degree,তৃতীয় ডিগ্ৰীৰ সমীকৰণ
equator,বিষুৱৰেখা
equicontinuous,সমঅবিৰত
equilateral,সমপক্ষীয়
equilibrium,ভাৰসাম্যতা
equilibrium of forces,বলৰ ভাৰসাম্যতা
equilibrium point,ভাৰসাম্য বিন্দু
equivalence,সমতুল্যতা
equivalence class,সমতুল্যতা শ্ৰেণী
equivalence relation,সমতুল্যতা সম্পৰ্ক
equivalent,সমান্তৰাল
equivalent matrix,সমতুল্য মেট্ৰিক্স
equivalent set,সমতুল্য গোট
ergodicity,ergodicity
error,আঁসোৱাহ
error analysis,ভুল বিশ্লেষণ
error code,ভুল ক&#39;ড
error coefficient,ভুল সহগ
error of mean square,গড় বৰ্গৰ ভুল
error of the first kind,প্ৰথম ধৰণৰ ভুল
error of the second kind,দ্বিতীয় প্ৰকাৰৰ ভুল
escape probability,পলায়নৰ সম্ভাৱনা
escape velocity,পলায়নৰ বেগ
E. Schmidt's orthogonalization process,ই শ্বমিটৰ অৰ্থগনালাইজেচন প্ৰক্ৰিয়া
escribed circle,বৰ্ণনা কৰা বৃত্ত
essential,আৱশ্যকীয়
essentially unique,মূলতঃ অনন্য
estimate,অনুমানিক
estimation method,অনুমান পদ্ধতি
Euclidean coordinate,ইউক্লিডীয় স্থানাংক
Euclidean domain,ইউক্লিডীয় ডমেইন
Euclidean geometry,ইউক্লিডীয় জ্যামিতি
Euclidean n-space,ইউক্লিডীয় n-স্থান
Euclidean plane,ইউক্লিডীয় সমতল
Euler's theorem,অইলাৰৰ উপপাদ্য
evaluate,মূল্যায়ন কৰা
even,যুগ্ম
even curve,আনকি বক্ৰতাও
even function,আনকি কাৰ্য্যও
even multiple,আনকি একাধিক
even number,যুগ্ম সংখ্যা
even odd symmetry,আনকি অদ্ভুত প্ৰতিসমতাও
even permutation,আনকি ক্ৰমবিন্যাসও
event,কাৰ্যক্ৰম
even term,আনকি শব্দটোও
exact,সঠিক
exact chi-square test,সঠিক কাই-স্কেয়াৰ পৰীক্ষা
exact differential,সঠিক পাৰ্থক্য
exact equation,সঠিক সমীকৰণ
example,উদাহৰণ
exchange,বিনিময়
exhaustive event,বিস্তৃত ইভেন্ট
existence axiom,অস্তিত্বৰ স্বতন্ত্ৰতা
existence probability(= a priori probability),অস্তিত্বৰ সম্ভাৱনা(= a priori probability)
existence theorem,অস্তিত্ব উপপাদ্য
exogenous variable,বহিৰ্জাতীয় চলক
expansion,সম্প্ৰসাৰণ
expectation function,প্ৰত্যাশা কাৰ্য্য
expected frequency,আশা কৰা কম্পাঙ্ক
expected value,আশা কৰা মূল্য
experiment,পৰীক্ষণ
experimental error,পৰীক্ষামূলক ভুল
explanation,ব্যাখ্যা
explicit equation,স্পষ্ট সমীকৰণ
explicit form,স্পষ্ট ৰূপ
explicit function,স্পষ্ট ফলন
explicit solution,স্পষ্ট সমাধান
exponent,ঘাতক
exponential curve,ঘাতীয় বক্ৰ
exponential density function,ঘাতীয় ঘনত্ব ফলন
exponential distribution,ঘাতীয় বিতৰণ
exponential equation,ঘাতীয় সমীকৰণ
exponential function,ঘাতীয় ফলন
exponential growth,ঘাতীয় বৃদ্ধি
exponential law,ঘাতীয় নিয়ম
exponential map,ঘাতীয় মানচিত্ৰ
exponential series,ঘাতীয় শৃংখলা
expression,অভিব্যক্তি
extended interval,বৰ্ধিত ব্যৱধান
extended real line,বৰ্ধিত বাস্তৱ ৰেখা
extended real number system,বৰ্ধিত বাস্তৱ সংখ্যা ব্যৱস্থা
extension of a mapping,এটা মেপিঙৰ সম্প্ৰসাৰণ
exterior angle,বাহ্যিক কোণ
exterior area,বাহিৰৰ অংশ
exterior point,বাহ্যিক বিন্দু
external,বাহ্যিক
extrapolation of trend value,ট্ৰেণ্ড ভেলুৰ এক্সট্ৰাপ&#39;লেচন
extrapolation technique,এক্সট্ৰাপলেচন কৌশল
extremal value,চৰম মান
extreme,চৰম
extreme point,চৰম বিন্দু
extreme point of convex set,উত্তল সমষ্টিৰ চৰম বিন্দু
extremum of a function,এটা ফলনৰ চৰম
extremum property,চৰম সম্পত্তি
face,চেহেৰা
face value,মুখৰ মূল্য
factor,কাৰক
factor analysis,কাৰক বিশ্লেষণ
factored,ফ্যাক্টৰ কৰা হৈছে
factorial,ফেক্টৰিয়েল
factorial design,ফেক্টৰিয়েল ডিজাইন
factorization,ফ্যাক্টৰাইজেচন
factorise,ফ্যাক্টৰাইজ
fair game,ন্যায্য খেল
FALSE,মিছা
family,পৰিয়াল
family of circles,বৃত্তৰ পৰিয়াল
family curves,পৰিয়ালৰ বক্ৰতা
family of functions,কাৰ্য্যসমূহৰ পৰিয়াল
family of lines,ৰেখাৰ পৰিয়াল
facsimile,ফেক্সিমিল
F-distribution,F-বিতৰণ
feasible basic solution,সম্ভৱপৰ মৌলিক সমাধান
feasible solution,সম্ভৱপৰ সমাধান
feed back,মতামত
Fermat principle,ফাৰ্মেট নীতি
Fermat's theorem,ফাৰ্মেটৰ উপপাদ্য
Fermi-Dirac statistics,ফাৰ্মি-ডিৰাকৰ পৰিসংখ্যা
Fibonacci number,ফিবোনাচি নম্বৰ
Fibonacci series,ফিবোনাচি ছিৰিজ
field,ক্ষেত্ৰ
final velocity,চূড়ান্ত বেগ
finite,সসীম
finite basis,সসীম ভিত্তি
finite decimal,সসীম দশমিক
finite difference,সসীম পাৰ্থক্য
finite difference method,সসীম পাৰ্থক্য পদ্ধতি
finite dimensional,সসীম মাত্ৰিক
finite dimensional vector space,সসীম মাত্ৰিক ভেক্টৰ স্থান
finite game,সসীম খেল
finite geometry,সসীম জ্যামিতি
finite intersection,সসীম ছেদ
finite many,সসীম বহুত
finite Markov chain,সসীম মাৰ্কভ শৃংখল
finiteness proof,সসীমতা প্ৰমাণ
finite number,সসীম সংখ্যা
finite population,সসীম জনসংখ্যা
finite probability,সসীম সম্ভাৱনা
finite series,সসীম শৃংখলা
finite set,সসীম গোট
finite velocity,সসীম বেগ
finite volume,সসীম আয়তন
fitting,ফিটিং
fitting of curve,বক্ৰৰ ফিটিং
fitting of straight line,সৰলৰেখাৰ ফিটিং
fixed point theorem,স্থিৰ বিন্দু উপপাদ্য
fixed sample,স্থিৰ নমুনা
flight velocity,উৰণৰ বেগ
floating point arithmetic,ভাসমান বিন্দু গাণিতিক
floating point system,ফ্লটিং পইণ্ট চিষ্টেম
flow chart,ফ্ল&#39; চাৰ্ট
flow velocity,প্ৰবাহৰ বেগ
fluid dynamics,তৰল গতিবিদ্যা
focal,focal
focal chord,ফোকাচ কৰ্ড
focal distance,ফোকাচ দূৰত্ব
focal length,ফোকাচ দৈৰ্ঘ্য
focus,ধ্যান কেন্দ্ৰিত
foot,ফুট
foot of perpendicular,লম্বৰ ফুট
force of gravity,মাধ্যাকৰ্ষণ বল
forecasting,পূৰ্বাভাস কৰা
formula,সূত্ৰ
formulate,প্ৰস্তুত কৰা
formulation,প্ৰস্তুতি
forward difference,ফৰৱাৰ্ড পাৰ্থক্য
forward interpolation,ফৰৱাৰ্ড ইন্টাৰপ&#39;লেচন
foundation of mathematics,গণিতৰ ভেটি
Fourier's analysis,ফুৰিয়েৰৰ বিশ্লেষণ
Fourier's series,ফুৰিয়েৰৰ ছিৰিজ
Fourier's transform,ফুৰিয়েৰৰ ৰূপান্তৰ
fraction,ভগ্নাংশ
fractional coordinate,ভগ্নাংশ স্থানাংক
fractional number,ভগ্নাংশ সংখ্যা
fractional programming,ভগ্নাংশ প্ৰগ্ৰেমিং
free path,মুক্ত পথ
free vector,মুক্ত ভেক্টৰ
frequency,কম্পনাংক
frequency column,কম্পাঙ্ক স্তম্ভ
frequency curve,কম্পাঙ্ক বক্ৰ
frequency distribution,কম্পাঙ্ক বিতৰণ
frequency histogram,কম্পাঙ্ক হিষ্টোগ্ৰাম
frequency of occurrence,সংঘটিত হোৱাৰ কম্পাঙ্ক
frequency polygon,কম্পাঙ্ক বহুভুজ
frequency table,কম্পাঙ্ক টেবুল
frustum,frustum
frustum of a pyramid,এটা পিৰামিডৰ frustum
frustum of a sphere,এটা গোলকৰ frustum
full expansion,সম্পূৰ্ণ সম্প্ৰসাৰণ
function,অনুষ্ঠান
functional analysis,কাৰ্য্যকৰী বিশ্লেষণ
fundamental,মৌলিক
fundamental theorem,মৌলিক উপপাদ্য
fundamental theorem of algebra,বীজগণিতৰ মৌলিক উপপাদ্য
galaxy,তাৰকাৰাজ্য
Galois field,গেল&#39;ইছ ফিল্ড
Galois group,গেল&#39;ইছ গ্ৰুপ
gambler's ruin,জুৱাৰীৰ ধ্বংসাৱশেষ
game and move,খেল আৰু গতি
game of chance,খেলৰ সুযোগ
game of dice,পাশাৰ খেল
games theory,গেম তত্ত্ব
games with perfect recall,নিখুঁত ৰিকালৰ সৈতে গেমসমূহ
game value,গেম মূল্য
gamma function,গামা ফাংচন
Gauss-Argand plane,গাউছ-আৰ্গাণ্ড সমতল
Gaussian curve,গাউছিয়ান বক্ৰ
Gaussian elimination,গাউছিয়ান এলিমিনেচন
Gaussian plane,গাউছিয়ান সমতল
Gauss-Jordan reduction,গাউছ-জৰ্ডান হ্ৰাস
general case,সাধাৰণ গোচৰ
general convergence theorem,সাধাৰণ অভিসৰণ উপপাদ্য
general equation,সাধাৰণ সমীকৰণ
general factor,সাধাৰণ কাৰক
general form,সাধাৰণ ৰূপ
general formula,সাধাৰণ সূত্ৰ
general game,সাধাৰণ খেল
general inference,সাধাৰণ অনুমান
general integral,সাধাৰণ অখণ্ড
generalization,সাধাৰণীকৰণ
generalised associative law,সাধাৰণীকৃত সংগত আইন
generalised continuum hypothesis,সাধাৰণীকৃত ধাৰাবাহিকতা অনুমান
generalised convex function,সাধাৰণীকৃত উত্তল ফলন
generalised coordinates,সাধাৰণীকৃত স্থানাংক
generalised eigen value problem,সাধাৰণীকৃত আইগেন মূল্যৰ সমস্যা
general convergence theorem,সাধাৰণ অভিসৰণ উপপাদ্য
general equation,সাধাৰণ সমীকৰণ
general factor,সাধাৰণ কাৰক
general form,সাধাৰণ ৰূপ
general formula,সাধাৰণ সূত্ৰ
general game,সাধাৰণ খেল
general inference,সাধাৰণ অনুমান
general integral,সাধাৰণ অখণ্ড
generalization,সাধাৰণীকৰণ
generalised associative law,সাধাৰণীকৃত সংগত আইন
generalised continuum hypothesis,সাধাৰণীকৃত ধাৰাবাহিকতা অনুমান
generalised convex function,সাধাৰণীকৃত উত্তল ফলন
generalised coordinates,সাধাৰণীকৃত স্থানাংক
generalised eigen value problem,সাধাৰণীকৃত আইগেন মূল্যৰ সমস্যা
generic name,জেনেৰিক নাম
genus of surface,পৃষ্ঠৰ প্ৰজাতি
geodesic,জিঅ&#39;ডেচিক
geometrical,জ্যামিতিক
geometrical construction,জ্যামিতিক নিৰ্মাণ
geometrical mean,জ্যামিতিক গড়
geometrical multiplicity,জ্যামিতিক বহুগুণতা
geometrical probability,জ্যামিতিক সম্ভাৱনা
geometrical progression,জ্যামিতিক অগ্ৰগতি
geometrical series,জ্যামিতিক শৃংখলা
geometrical shape,জ্যামিতিক আকৃতি
geometrico arithmetic series,জ্যামিতিক গাণিতিক শৃংখলা
geometry,জ্যামিতি
global maximum,গোলকীয় সৰ্বোচ্চ
global property,গোলকীয় সম্পত্তি
global minimum,গোলকীয় নূন্যতম
global optimum,গোলকীয় অনুকূল
global property,গোলকীয় সম্পত্তি
global saddle point,গ্লোবেল চেডেল পইণ্ট
goodness of fit,ফিটৰ ভালপোৱা
grade correlation,গ্ৰেড সম্পৰ্ক
graded data,গ্ৰেড কৰা তথ্য
gradient,গ্ৰেডিয়েন্ট
gradient density,গ্ৰেডিয়েন্ট ঘনত্ব
gradient of line,ৰেখাৰ গ্ৰেডিয়েণ্ট
gradient of velocity,বেগৰ গ্ৰেডিয়েণ্ট
gradient vector,গ্ৰেডিয়েন্ট ভেক্টৰ
gradient velocity,গ্ৰেডিয়েন্ট বেগ
grading,গ্ৰেডিং
grading analysis,গ্ৰেডিং বিশ্লেষণ
gram,গ্ৰাম
Gram determinant,গ্ৰাম নিৰ্ণায়ক
Gram - Schmidt orthogonalization process,গ্ৰাম - শ্বমিট অৰ্থগনালাইজেচন প্ৰক্ৰিয়া
grand mean,গ্ৰেণ্ড মিন
grand total,সৰ্বমুঠ
graph,গ্ৰাফ
graphic,গ্ৰাফিক
graphical,গ্ৰাফিকেল
graphical computation,চিত্ৰাঙ্কিত গণনা
graphical construction,গ্ৰাফিকেল নিৰ্মাণ
graphical integration,চিত্ৰাঙ্কিত সংহতি
graphical interpolation,গ্ৰাফিকেল ইন্টাৰপলেচন
graphical method,গ্ৰাফিকেল পদ্ধতি
graphical representation,চিত্ৰাঙ্কিত উপস্থাপন
graphic expression,গ্ৰাফিক এক্সপ্ৰেচন
graph paper,গ্ৰাফ পেপাৰ
gravitation,মহাকৰ্ষণ
gravitational accelaration,মহাকৰ্ষণীয় ত্বৰণ
gravitational attraction,মহাকৰ্ষণীয় আকৰ্ষণ
gravitational constant,মহাকৰ্ষণীয় ধ্ৰুৱক
gravitational curvature,মহাকৰ্ষণীয় বক্ৰতা
gravitational force,মহাকৰ্ষণ বল
gravitational pull,মহাকৰ্ষণীয় টান
gravity,মাধ্যাকৰ্ষণ ক্ষমতা
great bear,মহান ভালুক
great circle,মহান বৃত্ত
great - circle plane,মহান - বৃত্ত সমতল
great circle route,গ্ৰেট চাৰ্কল ৰুট
greatest common measure,সৰ্বোচ্চ সাধাৰণ পৰিমাপ
greatest element,সৰ্বশ্ৰেষ্ঠ উপাদান
greatest lower bound,সৰ্বোচ্চ নিম্ন সীমা
great number,ডাঙৰ সংখ্যা
great triangle,মহান ত্ৰিভুজ
Gregorian calendar,গ্ৰেগৰিয়ান কেলেণ্ডাৰ
Gregorian correction,গ্ৰেগৰিয়ান সংশোধন
Gregory formula,গ্ৰেগৰী সূত্ৰ
Gregory - Newton formula,গ্ৰেগৰী - নিউটনৰ সূত্ৰ
Gregory series,গ্ৰেগৰী ছিৰিজ
gross,গোটেই অংশ
gross correlation,স্থূল সম্পৰ্ক
gross error,স্থূল ভুল
gross income,মুঠ আয়
group,গোট
group automorphism,গোট স্বৰূপতা
group axiom,গোটৰ স্বতন্ত্ৰতা
group control,গোট নিয়ন্ত্ৰণ
grouped series,গোট কৰা শৃংখলা
group of symmetries,প্ৰতিসমতাৰ গোট
group of transformation,ৰূপান্তৰৰ গোট
groupoid,গ্ৰুপ&#39;ইড
group theoretical assumption,গোট তাত্ত্বিক ধাৰণা
group theory,গোট তত্ত্ব
growth,বৃদ্ধি
growth formula,বৃদ্ধিৰ সূত্ৰ
growth rate,বৃদ্ধিৰ হাৰ
g-statistic,g-পৰিসংখ্যা
guessed average,অনুমান কৰা গড়
half adder,হাফ এডাৰ
half open interval,আধা মুকলি ব্যৱধান
half space,আধা স্থান
Hamilton Cayley Theorem,হেমিল্টন কেলি উপপাদ্য
Hamiltonian operator,হেমিল্টনিয়ান অপাৰেটৰ
Hamilton's quaternion algebra,হেমিল্টনৰ কোৱাটাৰ্নিয়ন বীজগণিত
harmonic,হাৰমনিক
harmonic envelope,হাৰমনিক খাম
harmonic mean,হাৰমনিক গড়
harmonic progression,হাৰমনিক প্ৰগ্ৰেছন
harmonics,হাৰমনিক
harmonic series,হাৰমনিক শৃংখলা
height,উচ্চতা
hemisphere,গোলাৰ্ধ
hemispherical,গোলাৰ্ধীয়
hemispherical projection,গোলাৰ্ধীয় প্ৰক্ষেপণ
heptagon,হেপ্টাগন
Hermitian conjugate operator,হাৰ্মিটিয়ান কনজুগেট অপাৰেটৰ
Hermitian form,হাৰ্মিটিয়ান ৰূপ
Hermitian matrix,হাৰ্মিটিয়ান মেট্ৰিক্স
Hermitian operator,হাৰ্মিটিয়ান অপাৰেটৰ
Hermitian product,হাৰ্মিটিয়ান প্ৰডাক্ট
Hermitian semigroup,হাৰ্মিটিয়ান অৰ্ধগোট
Hermitian space,হাৰ্মিটিয়ান স্থান
Hermitian transformation,হাৰ্মিটিয়ান ৰূপান্তৰ
