English,Marathi
Dedekind's cut,Dedekind च्या कट
Dedekind's theorem,डेडेकिंडचे प्रमेय
deduce,तर्क
deductive method,वजावटी पद्धत
defective,सदोष
defining equation,परिभाषित समीकरण
definite integral,निश्चित अविभाज्य
definite matrix,निश्चित मॅट्रिक्स
definition,व्याख्या
deformation curve,विकृत वक्र
deformed surface,विकृत पृष्ठभाग
degeneracy,अध:पतन
degeneracy in transporation problems,वाहतूक समस्यांमध्ये अधोगती
degree,पदवी
degree of differential equation,विभेदक समीकरणाची डिग्री
degree of freedom,स्वातंत्र्याची डिग्री
degree of polynomial,बहुपदीची पदवी
deleted neighbourhood,हटवलेले अतिपरिचित क्षेत्र
delta function,डेल्टा फंक्शन
demand and utility curve,मागणी आणि उपयुक्तता वक्र
demand equation,मागणी समीकरण
demand function,मागणी कार्य
demographic study,लोकसंख्याशास्त्रीय अभ्यास
demography,लोकसंख्या
De Moivre’s theorem,डी मोइव्रेचे प्रमेय
demonstrate,प्रात्यक्षिक
demonstration,प्रात्यक्षिक
demonstrative geometry,प्रात्यक्षिक भूमिती
denominator,भाजक
dense set,दाट संच
density,घनता
denumerable set,संख्यात्मक संच
departing variables,निर्गमन चल
dependent event,अवलंबून घटना
dependent random variable,अवलंबित यादृच्छिक चल
dependent variable,अवलंबून व्हेरिएबल
dependent variate,अवलंबून भिन्नता
depression angle,उदासीनता कोन
derivation,व्युत्पत्ती
derivative,व्युत्पन्न
derived series,व्युत्पन्न मालिका
derived set,व्युत्पन्न संच
descending,उतरत्या
descending order,उतरत्या क्रमाने
descending series,उतरत्या मालिका
descriptive geometry,वर्णनात्मक भूमिती
descriptive model,वर्णनात्मक मॉडेल
descriptive statistics,वर्णनात्मक आकडेवारी
design,डिझाइन
design of experiment,प्रयोगाची रचना
desk calculator,डेस्क कॅल्क्युलेटर
detection,शोध
determinant,निर्धारक
determinant rank,निर्धारक रँक
determine,ठरवणे
deterministic model,निर्धारक मॉडेल
deterministic problem,निर्धारक समस्या
deviation,विचलन
deviation coefficient,विचलन गुणांक
diadic system,डायडिक प्रणाली
diagonal,कर्ण
diagonalization of a matrix,मॅट्रिक्सचे विकर्णीकरण
diagonal matrix,कर्ण मॅट्रिक्स
diagonal similarity,कर्ण समानता
diagram,आकृती
diagrammatic method,रेखाचित्र पद्धत
diagrammatic presentation,रेखाचित्रात्मक सादरीकरण
diameter,व्यास
diameter of a set,संचाचा व्यास
diametrically opposite,diametrically विरुद्ध
dice throw,फासे फेकणे
dichotomous classification,द्विभाजक वर्गीकरण
dichotomy,द्विविभाजन
dictionary order,शब्दकोश क्रम
difference calculus,फरक कॅल्क्युलस
difference equation,फरक समीकरण
difference formula,फरक सूत्र
difference method,फरक पद्धत
difference of sets,संचांचा फरक
differentiable,वेगळे करण्यायोग्य
differentiable curve,भिन्नता वक्र
differentiable function,भिन्न कार्य
differential,भिन्नता
differential calculus,विभेदक कॅल्क्युलस
differential coefficient,विभेदक गुणांक
differential equation,विभेदक समीकरण
differential form,विभेदक फॉर्म
differential formula,विभेदक सूत्र
differential function,विभेदक कार्य
differential geometry,विभेदक भूमिती
differential of higher order,उच्च ऑर्डरचा फरक
differential quotient,विभेदक भागफल
differentiate,वेगळे करणे
differentiation,भिन्नता
differentiation formula,भिन्नता सूत्र
differentiation of vector,वेक्टर भेद
diffusion,प्रसार
digit,अंक
digital computer,डिजिटल संगणक
digital data,डिजिटल डेटा
dimension,परिमाण
dimensionality,आयाम
dimensionless,आकारहीन
dimension of an equation,समीकरणाचे परिमाण
diophantine equation,डायफॅन्टाइन समीकरण
dip angle,बुडविणे कोन
dipolar coordinates,द्विध्रुवीय समन्वय
dipole,द्विध्रुव
dipyramid (bipyramid),dipyramid (bipyramid)
Dirac delta function,डायरॅक डेल्टा फंक्शन
direct common tangent,थेट सामान्य स्पर्शिका
directed angle,निर्देशित कोन
directed line,निर्देशित ओळ
directional derivative,दिशात्मक व्युत्पन्न
direction cosine,दिशा कोसाइन
direction of maxima,मॅक्सिमाची दिशा
direction of projection,प्रक्षेपणाची दिशा
direction ratio,दिशा गुणोत्तर
director circle,संचालक मंडळ
director sphere,दिग्दर्शक क्षेत्र
direct product,थेट उत्पादन
direct proof,थेट पुरावा
direct proportion,थेट प्रमाण
directrix,डायरेक्टिक्स
direct sum,थेट बेरीज
disconncted sets,डिस्कनेक्ट केलेले संच
discontinuity,अखंडता
discontinuity of derivative,डेरिव्हेटिव्हचे खंडन
discontinuity of the first kind,पहिल्या प्रकारची अखंडता
discontinuity of the second kind,दुस-या प्रकारची अखंडता
discontinuous distribution,अखंड वितरण
discontinuous function,अखंड कार्य
discontinuous variate,अखंड भिन्नता
discrete,स्वतंत्र
discrete distribution,स्वतंत्र वितरण
discrete probability distribution,स्वतंत्र संभाव्यता वितरण
discrete random variable,स्वतंत्र यादृच्छिक चल
discrete sample space,स्वतंत्र नमुना जागा
discrete set,स्वतंत्र संच
discrete space,स्वतंत्र जागा
discrete topology,स्वतंत्र टोपोलॉजी
discrete variate,भिन्न भिन्नता
discriminant,भेदभाव करणारा
discriminatory analysis (=discriminant analysis),भेदभावपूर्ण विश्लेषण (=भेदभाव विश्लेषण)
disjoint,तोडणे
disjoint events,विसंगत घटना
disjoint sets,विभक्त संच
disjoint union,युनियन तोडणे
disjunction,वियोग
dispersion,फैलाव
dispersion chart,फैलाव चार्ट
dispersion constant,फैलाव स्थिर
dispersion diagram,फैलाव आकृती
dispersion matrix (=covariance matrix),फैलाव मॅट्रिक्स (=सहप्रसरण मॅट्रिक्स)
displacement,विस्थापन
display,प्रदर्शन
display unit (=consol),डिस्प्ले युनिट (=कन्सोल)
dissimilar,भिन्न
dissipative forces,विघटनशील शक्ती
distance function,अंतर कार्य
distance modulus,अंतर मॉड्यूलस
distribution-free method,वितरण-मुक्त पद्धत
distributive law,वितरण कायदा
diverge,वळवणे
divergence,विचलन
divergence theorem,भिन्नता प्रमेय
divergent,भिन्न
divergent series,भिन्न मालिका
divided difference,विभाजित फरक
divisibility,विभाज्यता
divisible,विभाज्य
division,विभागणी
division algorithm,विभाजन अल्गोरिदम
division ring,विभागणी रिंग
dodecagon,डोडेकॅगॉन
dodecahedron,dodecahedron
domain,डोमेन
domain of a function,फंक्शनचे डोमेन
domain of definition,व्याख्या डोमेन
domain of existence,अस्तित्वाचे क्षेत्र
dominant strategy,प्रबळ धोरण
doppler effect,डॉपलर प्रभाव
dot product,डॉट उत्पादन
dotted curve,ठिपके असलेला वक्र
double differentiation,दुहेरी फरक
double exponential distribution,दुहेरी घातांकीय वितरण
double helix,दुहेरी हेलिक्स
double integral,दुहेरी अविभाज्य
double integration,दुहेरी एकत्रीकरण
double limit,दुहेरी मर्यादा
double sampling plan,दुहेरी नमुना योजना
double sequence,दुहेरी क्रम
double series,दुहेरी मालिका
double suffix notation,दुहेरी प्रत्यय नोटेशन
double summation,दुहेरी बेरीज
downward acceleration,अधोगामी प्रवेग
downward displacement,खालच्या दिशेने विस्थापन
downward motion,खालची गती
downward velocity,खालचा वेग
drag,ड्रॅग
drag force,ड्रॅग फोर्स
dual,दुहेरी
dual basis,दुहेरी आधार
dual inner product,दुहेरी आतील उत्पादन
dual linear programming problem,दुहेरी रेखीय प्रोग्रामिंग समस्या
dual operation,दुहेरी ऑपरेशन
dual problem,दुहेरी समस्या
dual simplex algorithm,ड्युअल सिम्प्लेक्स अल्गोरिदम
dual simplex technique,ड्युअल सिम्प्लेक्स तंत्र
dual space,दुहेरी जागा
dual variable,दुहेरी व्हेरिएबल
dual vector space,दुहेरी वेक्टर जागा
dummy index,डमी निर्देशांक
dummy subscript,डमी सबस्क्रिप्ट
dummy suffix,डमी प्रत्यय
dummy variable,डमी व्हेरिएबल
duplicator process,डुप्लिकेट प्रक्रिया
dynamical,गतिमान
dynamical system,गतिशील प्रणाली
dynamic demand function,डायनॅमिक मागणी कार्य
dynamic model,डायनॅमिक मॉडेल
dynamic programming,डायनॅमिक प्रोग्रामिंग
dynamic programming approach,डायनॅमिक प्रोग्रामिंग दृष्टीकोन
dynamic programming technique,डायनॅमिक प्रोग्रामिंग तंत्र
dynamics,गतिशीलता
dynamics of a particle,कणाची गतिशीलता
dynamics of rigid bodies,कठोर शरीराची गतिशीलता
earth,पृथ्वी
earthquake intensity,भूकंपाची तीव्रता
eccentricity,विलक्षणता
eclipse,ग्रहण
econometric forecast,अर्थमितीय अंदाज
econometrician,अर्थशास्त्री
econometrics,अर्थमिति
economics,अर्थशास्त्र
edge,धार
edge of a convex set,बहिर्वक्र संचाची किनार
efficiency factor,कार्यक्षमता घटक
eigen element,eigen घटक
eigen function,eigen फंक्शन
eigen value,eigen मूल्य
eigen value equation,eigen मूल्य समीकरण
eigen vector,इजेन वेक्टर
elastic,लवचिक
elastic constant,लवचिक स्थिरांक
elastic equilibrium,लवचिक समतोल
elasticity,लवचिकता
elasticity surface,लवचिकता पृष्ठभाग
electronic computer,इलेक्ट्रॉनिक संगणक
element,घटक
elementary column operation,प्राथमिक स्तंभ ऑपरेशन
elementary event,प्राथमिक घटना
elementary function,प्राथमिक कार्य
elementary operation,प्राथमिक ऑपरेशन
elementary outcome,प्राथमिक परिणाम
elementary probability law,प्राथमिक संभाव्यता कायदा
elementary row operation,प्राथमिक पंक्ती ऑपरेशन
eliminate,दूर करणे
elemination procedure,निर्मूलन प्रक्रिया
ellipse,लंबवर्तुळ
ellipsoid,लंबवर्तुळाकार
ellipsoidal,लंबवर्तुळाकार
ellipsoidal surface,लंबवर्तुळाकार पृष्ठभाग
elliptical body,लंबवर्तुळाकार शरीर
embedding,एम्बेडिंग
emission,उत्सर्जन
empirical data,अनुभवजन्य डेटा
empirical formula,प्रायोगिक सूत्र
empirical probability,अनुभवजन्य संभाव्यता
empirical relation,अनुभवजन्य संबंध
empty set,रिकामा संच
enclosed,बंद
encoding,एन्कोडिंग
endomorphism,एंडोमॉर्फिझम
end point,शेवटचा बिंदू
end point of class interval,वर्ग मध्यांतराचा शेवटचा बिंदू
energy,ऊर्जा
energy momentum component,ऊर्जा गती घटक
entering variable,व्हेरिएबल प्रविष्ट करणे
enumerable set,असंख्य संच
enumeration,गणना
equal,समान
equality,समानता
equally likely,तितकीच शक्यता
equal probability selection method (=epsem),समान संभाव्यता निवड पद्धत (=epsem)
equate,समानता
equation,समीकरण
equation of first degree,प्रथम पदवीचे समीकरण
equation of second degree,द्वितीय पदवीचे समीकरण
equation of third degree,थर्ड डिग्रीचे समीकरण
equator,विषुववृत्त
equicontinuous,समसमान
equilateral,समभुज
equilibrium,समतोल
equilibrium of forces,शक्तींचा समतोल
equilibrium point,समतोल बिंदू
equivalence,समतुल्यता
equivalence class,समतुल्य वर्ग
equivalence relation,समतुल्य संबंध
equivalent,समतुल्य
equivalent matrix,समतुल्य मॅट्रिक्स
equivalent set,समतुल्य संच
ergodicity,कामुकता
error,त्रुटी
error analysis,त्रुटी विश्लेषण
error code,त्रुटी कोड
error coefficient,त्रुटी गुणांक
error of mean square,सरासरी वर्गाची त्रुटी
error of the first kind,पहिल्या प्रकारची त्रुटी
error of the second kind,दुसऱ्या प्रकारची त्रुटी
escape probability,सुटण्याची शक्यता
escape velocity,सुटलेला वेग
E. Schmidt's orthogonalization process,ई. श्मिटची ऑर्थोगोनालायझेशन प्रक्रिया
escribed circle,वर्णित मंडळ
essential,आवश्यक
essentially unique,मूलत: अद्वितीय
estimate,अंदाज
estimation method,अंदाज पद्धत
Euclidean coordinate,युक्लिडियन समन्वय
Euclidean domain,युक्लिडियन डोमेन
Euclidean geometry,युक्लिडियन भूमिती
Euclidean n-space,युक्लिडियन एन-स्पेस
Euclidean plane,युक्लिडियन विमान
Euler's theorem,युलरचे प्रमेय
evaluate,मूल्यांकन करा
even,अगदी
even curve,अगदी वक्र
even function,सम कार्य
even multiple,अगदी एकाधिक
even number,सम संख्या
even odd symmetry,सम विषम सममिती
even permutation,अगदी क्रमपरिवर्तन
event,कार्यक्रम
even term,सम मुदत
exact,अचूक
exact chi-square test,अचूक ची-स्क्वेअर चाचणी
exact differential,अचूक फरक
exact equation,अचूक समीकरण
example,उदाहरण
exchange,देवाणघेवाण
exhaustive event,संपूर्ण कार्यक्रम
existence axiom,अस्तित्व स्वयंसिद्ध
existence probability(= a priori probability),अस्तित्व संभाव्यता (= एक प्राथमिक संभाव्यता)
existence theorem,अस्तित्व प्रमेय
exogenous variable,एक्सोजेनस व्हेरिएबल
expansion,विस्तार
expectation function,अपेक्षा कार्य
expected frequency,अपेक्षित वारंवारता
expected value,अपेक्षित मूल्य
experiment,प्रयोग
experimental error,प्रायोगिक त्रुटी
explanation,स्पष्टीकरण
explicit equation,स्पष्ट समीकरण
explicit form,स्पष्ट फॉर्म
explicit function,स्पष्ट कार्य
explicit solution,स्पष्ट उपाय
exponent,घातांक
exponential curve,घातांक वक्र
exponential density function,घातांकीय घनता कार्य
exponential distribution,घातांकीय वितरण
exponential equation,घातांक समीकरण
exponential function,घातांकीय कार्य
exponential growth,घातांक वाढ
exponential law,घातांक कायदा
exponential map,घातांक नकाशा
exponential series,घातांक मालिका
expression,अभिव्यक्ती
extended interval,विस्तारित मध्यांतर
extended real line,विस्तारित वास्तविक ओळ
extended real number system,विस्तारित वास्तविक संख्या प्रणाली
extension of a mapping,मॅपिंगचा विस्तार
exterior angle,बाह्य कोन
exterior area,बाह्य क्षेत्र
exterior point,बाह्य बिंदू
external,बाह्य
extrapolation of trend value,ट्रेंड व्हॅल्यूचे एक्स्ट्रापोलेशन
extrapolation technique,एक्सट्रापोलेशन तंत्र
extremal value,अत्यंत मूल्य
extreme,अत्यंत
extreme point,अत्यंत बिंदू
extreme point of convex set,उत्तल संचाचा अत्यंत बिंदू
extremum of a function,फंक्शनचे टोक
extremum property,टोकाची मालमत्ता
face,चेहरा
face value,दर्शनी मूल्य
factor,घटक
factor analysis,घटक विश्लेषण
factored,घटक
factorial,तथ्यात्मक
factorial design,फॅक्टोरियल डिझाइन
factorization,फॅक्टरीकरण
factorise,फॅक्टराइज
fair game,न्याय्य खेळ
FALSE,असत्य
family,कुटुंब
family of circles,मंडळांचे कुटुंब
family curves,कौटुंबिक वक्र
family of functions,कार्यांचे कुटुंब
family of lines,ओळींचे कुटुंब
facsimile,प्रतिकृती
F-distribution,F-वितरण
feasible basic solution,व्यवहार्य मूलभूत उपाय
feasible solution,व्यवहार्य उपाय
feed back,परत फीड करा
Fermat principle,फर्मेट तत्त्व
Fermat's theorem,फर्मेटचे प्रमेय
Fermi-Dirac statistics,फर्मी-डिरॅक आकडेवारी
Fibonacci number,फिबोनाची संख्या
Fibonacci series,फिबोनाची मालिका
field,फील्ड
final velocity,अंतिम वेग
finite,मर्यादित
finite basis,मर्यादित आधार
finite decimal,मर्यादित दशांश
finite difference,मर्यादित फरक
finite difference method,मर्यादित फरक पद्धत
finite dimensional,मर्यादित आयामी
finite dimensional vector space,मर्यादित मितीय वेक्टर जागा
finite game,मर्यादित खेळ
finite geometry,मर्यादित भूमिती
finite intersection,मर्यादित छेदनबिंदू
finite many,मर्यादित अनेक
finite Markov chain,मर्यादित मार्कोव्ह साखळी
finiteness proof,मर्यादितपणाचा पुरावा
finite number,मर्यादित संख्या
finite population,मर्यादित लोकसंख्या
finite probability,मर्यादित संभाव्यता
finite series,मर्यादित मालिका
finite set,मर्यादित संच
finite velocity,मर्यादित वेग
finite volume,मर्यादित खंड
fitting,फिटिंग
fitting of curve,वक्र फिटिंग
fitting of straight line,सरळ रेषेचे फिटिंग
fixed point theorem,स्थिर बिंदू प्रमेय
fixed sample,निश्चित नमुना
flight velocity,उड्डाणाचा वेग
floating point arithmetic,फ्लोटिंग पॉइंट अंकगणित
floating point system,फ्लोटिंग पॉइंट सिस्टम
flow chart,प्रवाह चार्ट
flow velocity,प्रवाह वेग
fluid dynamics,द्रव गतिशीलता
focal,फोकल
focal chord,फोकल जीवा
focal distance,फोकल अंतर
focal length,केंद्रस्थ लांबी
focus,लक्ष केंद्रित
foot,पाऊल
foot of perpendicular,लंबाचा पाय
force of gravity,गुरुत्वाकर्षण शक्ती
forecasting,अंदाज
formula,सुत्र
formulate,तयार करणे
formulation,सूत्रीकरण
forward difference,पुढे फरक
forward interpolation,फॉरवर्ड इंटरपोलेशन
foundation of mathematics,गणिताचा पाया
Fourier's analysis,फोरियरचे विश्लेषण
Fourier's series,फोरियरची मालिका
Fourier's transform,फोरियरचे परिवर्तन
fraction,अपूर्णांक
fractional coordinate,अंशात्मक समन्वय
fractional number,अपूर्णांक संख्या
fractional programming,फ्रॅक्शनल प्रोग्रामिंग
free path,मुक्त मार्ग
free vector,मुक्त वेक्टर
frequency,वारंवारता
frequency column,वारंवारता स्तंभ
frequency curve,वारंवारता वक्र
frequency distribution,वारंवारता वितरण
frequency histogram,वारंवारता हिस्टोग्राम
frequency of occurrence,घटनेची वारंवारता
frequency polygon,वारंवारता बहुभुज
frequency table,वारंवारता सारणी
frustum,फ्रस्टम
frustum of a pyramid,एक पिरॅमिड च्या frustum
frustum of a sphere,गोलाची कुंठित
full expansion,पूर्ण विस्तार
function,कार्य
functional analysis,कार्यात्मक विश्लेषण
fundamental,मूलभूत
fundamental theorem,मूलभूत प्रमेय
fundamental theorem of algebra,बीजगणिताचे मूलभूत प्रमेय
galaxy,आकाशगंगा
Galois field,गॅलोइस फील्ड
Galois group,गॅलोईस गट
gambler's ruin,जुगाराचा नाश
game and move,खेळ आणि हलवा
game of chance,संधीचा खेळ
game of dice,फासे चा खेळ
games theory,खेळ सिद्धांत
games with perfect recall,परिपूर्ण आठवणीसह खेळ
game value,खेळ मूल्य
gamma function,गॅमा फंक्शन
Gauss-Argand plane,गॉस-आर्गंड विमान
Gaussian curve,गॉसियन वक्र
Gaussian elimination,गौसियन निर्मूलन
Gaussian plane,गॉसियन विमान
Gauss-Jordan reduction,गॉस-जॉर्डन कपात
general case,सामान्य केस
general convergence theorem,सामान्य अभिसरण प्रमेय
general equation,सामान्य समीकरण
general factor,सामान्य घटक
general form,सामान्य फॉर्म
general formula,सामान्य सूत्र
general game,सामान्य खेळ
general inference,सामान्य अनुमान
general integral,सामान्य अविभाज्य
generalization,सामान्यीकरण
generalised associative law,सामान्यीकृत सहयोगी कायदा
generalised continuum hypothesis,सामान्यीकृत सातत्य गृहीतक
generalised convex function,सामान्यीकृत बहिर्वक्र कार्य
generalised coordinates,सामान्यीकृत समन्वय
generalised eigen value problem,सामान्यीकृत eigen मूल्य समस्या
general convergence theorem,सामान्य अभिसरण प्रमेय
general equation,सामान्य समीकरण
general factor,सामान्य घटक
general form,सामान्य फॉर्म
general formula,सामान्य सूत्र
general game,सामान्य खेळ
general inference,सामान्य अनुमान
general integral,सामान्य अविभाज्य
generalization,सामान्यीकरण
generalised associative law,सामान्यीकृत सहयोगी कायदा
generalised continuum hypothesis,सामान्यीकृत सातत्य गृहीतक
generalised convex function,सामान्यीकृत बहिर्वक्र कार्य
generalised coordinates,सामान्यीकृत समन्वय
generalised eigen value problem,सामान्यीकृत eigen मूल्य समस्या
generic name,सामान्य नाव
genus of surface,पृष्ठभागाची प्रजाती
geodesic,जिओडेसिक
geometrical,भौमितिक
geometrical construction,भौमितिक बांधकाम
geometrical mean,भौमितिक सरासरी
geometrical multiplicity,भौमितिक गुणाकार
geometrical probability,भूमितीय संभाव्यता
geometrical progression,भौमितिक प्रगती
geometrical series,भौमितिक मालिका
geometrical shape,भौमितिक आकार
geometrico arithmetic series,भौमितिक अंकगणित मालिका
geometry,भूमिती
global maximum,जागतिक कमाल
global property,जागतिक मालमत्ता
global minimum,जागतिक किमान
global optimum,जागतिक इष्टतम
global property,जागतिक मालमत्ता
global saddle point,ग्लोबल सॅडल पॉइंट
goodness of fit,तंदुरुस्तपणा
grade correlation,ग्रेड सहसंबंध
graded data,श्रेणीबद्ध डेटा
gradient,प्रवण
gradient density,ग्रेडियंट घनता
gradient of line,रेषेचा ग्रेडियंट
gradient of velocity,वेगाचा ग्रेडियंट
gradient vector,ग्रेडियंट वेक्टर
gradient velocity,ग्रेडियंट वेग
grading,प्रतवारी
grading analysis,ग्रेडिंग विश्लेषण
gram,हरभरा
Gram determinant,ग्राम निर्धारक
Gram - Schmidt orthogonalization process,ग्राम - श्मिट ऑर्थोगोनालायझेशन प्रक्रिया
grand mean,भव्य अर्थ
grand total,एकूण
graph,आलेख
graphic,ग्राफिक
graphical,ग्राफिकल
graphical computation,ग्राफिकल गणना
graphical construction,ग्राफिकल बांधकाम
graphical integration,ग्राफिकल एकत्रीकरण
graphical interpolation,ग्राफिकल इंटरपोलेशन
graphical method,ग्राफिकल पद्धत
graphical representation,ग्राफिकल प्रतिनिधित्व
graphic expression,ग्राफिक अभिव्यक्ती
graph paper,आलेख कागद
gravitation,गुरुत्वाकर्षण
gravitational accelaration,गुरुत्वाकर्षण प्रवेग
gravitational attraction,गुरुत्वाकर्षण आकर्षण
gravitational constant,गुरुत्वाकर्षण स्थिरांक
gravitational curvature,गुरुत्वाकर्षण वक्रता
gravitational force,गुरुत्वाकर्षण शक्ती
gravitational pull,गुरुत्वाकर्षण खेचणे
gravity,गुरुत्वाकर्षण
great bear,महान अस्वल
great circle,महान मंडळ
great - circle plane,महान - वर्तुळ विमान
great circle route,मोठा वर्तुळ मार्ग
greatest common measure,सर्वात सामान्य उपाय
greatest element,सर्वात मोठा घटक
greatest lower bound,सर्वात मोठी खालची सीमा
great number,मोठी संख्या
great triangle,महान त्रिकोण
Gregorian calendar,ग्रेगोरियन कॅलेंडर
Gregorian correction,ग्रेगोरियन सुधारणा
Gregory formula,ग्रेगरी सूत्र
Gregory - Newton formula,ग्रेगरी - न्यूटन फॉर्म्युला
Gregory series,ग्रेगरी मालिका
gross,स्थूल
gross correlation,स्थूल सहसंबंध
gross error,घोर चूक
gross income,एकूण उत्पन्न
group,गट
group automorphism,गट ऑटोमॉर्फिझम
group axiom,गट स्वयंसिद्ध
group control,गट नियंत्रण
grouped series,गटबद्ध मालिका
group of symmetries,सममितींचा समूह
group of transformation,परिवर्तनाचा समूह
groupoid,ग्रुपॉइड
group theoretical assumption,गट सैद्धांतिक गृहीतक
group theory,गट सिद्धांत
growth,वाढ
growth formula,वाढ सूत्र
growth rate,वाढीचा दर
g-statistic,g-सांख्यिकी
guessed average,अंदाजित सरासरी
half adder,अर्धा जोडणारा
half open interval,अर्धा खुला अंतराल
half space,अर्धी जागा
Hamilton Cayley Theorem,हॅमिल्टन केली प्रमेय
Hamiltonian operator,हॅमिलटोनियन ऑपरेटर
Hamilton's quaternion algebra,हॅमिल्टनचे चतुर्थांश बीजगणित
harmonic,हार्मोनिक
harmonic envelope,हार्मोनिक लिफाफा
harmonic mean,हार्मोनिक मध्यम
harmonic progression,हार्मोनिक प्रगती
harmonics,हार्मोनिक्स
harmonic series,हार्मोनिक मालिका
height,उंची
hemisphere,गोलार्ध
hemispherical,गोलार्ध
hemispherical projection,गोलार्ध प्रक्षेपण
heptagon,हेप्टॅगॉन
Hermitian conjugate operator,हर्मिटियन संयुग्मित ऑपरेटर
Hermitian form,हर्मिटियन फॉर्म
Hermitian matrix,हर्मिटियन मॅट्रिक्स
Hermitian operator,हर्मिटियन ऑपरेटर
Hermitian product,हर्मिटियन उत्पादन
Hermitian semigroup,हर्मिटियन अर्धसमूह
Hermitian space,हर्मिटियन जागा
Hermitian transformation,हर्मिटियन परिवर्तन
Hess diagram,हेस आकृती
Hessian matrix,हेसियन मॅट्रिक्स
Hessian of function,कार्याचे हेसियन
heterogeneity test,विषमता चाचणी
heterogeneous,विषम
heterogeneous data,विषम डेटा
heterogeneous population,विषम लोकसंख्या
heuristic,ह्युरिस्टिक
heuristically,heuristically
hexagon,षटकोन
hexahedron,हेक्सहेड्रॉन
hierarchial subdivision,श्रेणीबद्ध उपविभाग
hierarchy,पदानुक्रम
high birth rate,उच्च जन्म दर
high death rate,उच्च मृत्यू दर
higher - age – group,उच्च - वय - गट
higher order,उच्च ऑर्डर
highest order,सर्वोच्च क्रम
Hilbert cube,हिल्बर्ट घन
Hilbert space,हिल्बर्ट जागा
H–invariant,एच-अपरिवर्तनीय
historigram,हिस्टोरिग्राम
hollow cone,पोकळ शंकू
homeomorphism,होमिओमॉर्फिझम
homogeneity,एकजिनसीपणा
homogeneous,एकसंध
homogeneous data,एकसंध डेटा
homogeneous difference equation,एकसंध फरक समीकरण
homomorphism,होमोमॉर्फिझम
horizontal,क्षैतिज
horizontal plane,क्षैतिज विमान
hour,तास
hydrodynamic,हायड्रोडायनॅमिक
hydrodynamics,हायड्रोडायनॅमिक्स
hydromechanics,हायड्रोमेकॅनिक्स
hydrostatic,हायड्रोस्टॅटिक
hydrostatic balance,हायड्रोस्टॅटिक शिल्लक
hydrostatics,हायड्रोस्टॅटिक्स
hyperbola,हायपरबोला
hyperboloid,हायपरबोलॉइड
hyperboloid of one sheet,एका शीटचे हायपरबोलॉइड
hyperboloid of revolution,क्रांतीचे हायपरबोलॉइड
hyperboloid of two sheets,दोन शीट्सचे हायपरबोलॉइड
hypergeometric distribution,अतिभूमितीय वितरण
hypergeometric series,hypergeometric मालिका
hyperplane,हायपरप्लेन
hypersphere,हायपरस्फियर
hyper surface,उच्च पृष्ठभाग
hypotenuse,कर्ण
hypothesis,गृहीतक
ideal basis,आदर्श आधार
ideal fluid,आदर्श द्रव
ideal gas,आदर्श वायू
identical eigen value,एकसारखे eigen मूल्य
identically equal,एकसारखे समान
Identity,ओळख
identity element,ओळख घटक
identity function,ओळख कार्य
"identity
 homomorphism",ओळख homomorphism
identity map,ओळख नकाशा
identity mapping,ओळख मॅपिंग
identity matrix,ओळख मॅट्रिक्स
identity of a group,समूहाची ओळख
identity of a ring,अंगठीची ओळख
identity operator,ओळख ऑपरेटर
identity period,ओळख कालावधी
identity permutation,ओळख क्रमपरिवर्तन
identity relation,ओळख संबंध
identity transformation,ओळख परिवर्तन
if and only if,जर आणि फक्त तर
if - then' computer,जर - नंतर&#39; संगणक
ill condition,आजारी स्थिती
ill-conditioned equation,अयोग्य समीकरण
ill-conditioned matrix,अयोग्य मॅट्रिक्स
ill-conditioned polynomial,अयोग्य बहुपद
ill-conditioned system,अयोग्य व्यवस्था
illogical,अतार्किक
illustrate,स्पष्ट करणे
illustration,चित्रण
image of a set,सेटची प्रतिमा
image of a subset,उपसमूहाची प्रतिमा
image of point,बिंदूची प्रतिमा
image set,प्रतिमा संच
Imaginary,काल्पनिक
imaginary angle,काल्पनिक कोन
imaginary circle,काल्पनिक वर्तुळ
imaginary circular points,काल्पनिक वर्तुळाकार बिंदू
imaginary coefficient,काल्पनिक गुणांक
imaginary coordinate,काल्पनिक समन्वय
imaginary homothetic,काल्पनिक होमोथेटिक
imaginary intersection,काल्पनिक छेदनबिंदू
imaginary line,काल्पनिक ओळ
imaginary number,काल्पनिक संख्या
imaginary point,काल्पनिक बिंदू
imaginary root,काल्पनिक मूळ
imaginary rotation,काल्पनिक रोटेशन
imaginary unit,काल्पनिक युनिट
imbedding,imbedding
impedance matrix,प्रतिबाधा मॅट्रिक्स
implicit,पूर्ण
implicit function,अंतर्निहित कार्य
implicit integration formula,अंतर्निहित एकीकरण सूत्र
improbable,असंभाव्य
improper,अयोग्य
improper division,अयोग्य विभागणी
improper double integral (= infinite double integral),अयोग्य दुहेरी अविभाज्य (= अनंत दुहेरी अविभाज्य)
improper factor,अयोग्य घटक
improper fraction,अयोग्य अंश
improper maximum,अयोग्य कमाल
improper minimum,अयोग्य किमान
improper rotation,अयोग्य रोटेशन
improvement matrix,सुधारणा मॅट्रिक्स
impulse,आवेग
impulsive force,आवेगपूर्ण शक्ती
impulsive pressure,आवेगपूर्ण दबाव
impulsive tension,आवेगपूर्ण तणाव
impulsive wrench,आवेगपूर्ण पाना
imputed cost,आरोपित खर्च
