Telugu,Punjabi
సభ,ਮੰਡਲੀ
రాష్ట్రాన్ని జయించడం,ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ
విజేత,ਜੇਤੂ
విజేత,ਵਿਜੇਤਾ
కన్సిలియం,ਕੌਸਿਲਿਅਮ
క్రమబద్ధమైన,ਕੰਸਿਸਟਰੀ
కుట్ర,ਸਾਜ਼ਿਸ਼
కుట్ర,ਸਾਜ਼ਿਸ਼
కాన్సులేట్,ਕੌਂਸਲੇਟ
సలహా పుస్తకం,ਸਲਾਹ-ਮਸ਼ਵਰੇ ਦੀ ਕਿਤਾਬ
ఖండాంతర వ్యవస్థ,ਮਹਾਂਦੀਪੀ ਪ੍ਰਣਾਲੀ
కన్వెన్షన్ పార్లమెంట్,ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ
కాపర్ హెడ్స్ (=శాంతి ప్రజాస్వామ్యవాదులు),ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ)
కాపీహోల్డ్,ਕਾਪੀਹੋਲਡ
కార్డనింగ్,ਘੇਰਾਬੰਦੀ
కరోనా,ਕਰੋਨਾ
పట్టాభిషేకం,ਤਾਜਪੋਸ਼ੀ
పట్టాభిషేక రాయి,ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ
కార్పస్,ਕਾਰਪਸ
కోర్సెయిర్,Corsair
కోర్సెయిర్,Corsair
కార్సెట్ (=కోర్సెలెట్),ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ)
కోర్టెస్,ਕੋਰਟੇਸ
కోటార్ (=కోటియర్),ਕੋਟਰ (=ਕੋਟੀਅਰ)
కోటార్ (=కోటియర్),ਕੋਟਰ (=ਕੋਟੀਅਰ)
కౌంట్ పాలటినేట్,ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ
పూరిల్లు,ਦੇਸ਼ ਦਾ ਘਰ
కౌంటీ,ਕਾਉਂਟੀ
కౌంటీ బరో,ਕਾਉਂਟੀ ਬੋਰੋ
కౌంటీ కోర్టులు,ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ
కౌంటీ పాలటైన్,ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ
కోర్టు,ਅਦਾਲਤ
కోర్టు,ਅਦਾਲਤ
కోర్టు సర్క్యులర్,ਅਦਾਲਤੀ ਸਰਕੂਲਰ
కోర్టు మర్యాదలు,ਅਦਾਲਤੀ ਸ਼ਿਸ਼ਟਾਚਾਰ
సభికుడు,ਦਰਬਾਰੀ
కోర్ట్ ఆఫ్ కాసేషన్,ਕੇਸੇਸ਼ਨ ਦੀ ਅਦਾਲਤ
కోర్ట్ ఆఫ్ డైరెక్టర్స్ (EIC),ਕੋਰਟ ਆਫ਼ ਡਾਇਰੈਕਟਰਜ਼ (EIC)
యాజమాన్యాల న్యాయస్థానం,ਮਾਲਕਾਂ ਦੀ ਅਦਾਲਤ
ఆస్థాన కవి,ਦਰਬਾਰੀ ਕਵੀ
ఒప్పందం చేసుకున్న కామెరోనియన్లు,ਨੇਮਬੱਧ ਕੈਮਰੋਨੀਅਨ
కిరీటం,ਤਾਜ
కిరీటం,ਤਾਜ
కిరీటం,ਤਾਜ
కిరీటం భూమి,ਤਾਜ ਜ਼ਮੀਨ
కిరీటం భూమి,ਤਾਜ ਜ਼ਮੀਨ
క్రౌన్ ప్రిన్స్,ਕ੍ਰਾਊਨ ਪ੍ਰਿੰਸ
క్రూసేడ్,ਕਰੂਸੇਡ
క్రూసేడర్,ਕਰੂਸੇਡਰ
క్రిప్టోగ్రామ్,ਕ੍ਰਿਪਟੋਗ੍ਰਾਮ
క్యూరాస్,ਕੁਇਰਾਸ
క్యూరాసియర్,ਕੁਇਰਾਸੀਅਰ
కల్ట్ దేవత,ਪੰਥ ਦੇਵਤਾ
క్యూరియా,ਕਰਿਆ
క్యూరియా,ਕਰਿਆ
జారిజం,ਜ਼ਾਰਵਾਦ
చీకటి ఖండం,ਹਨੇਰਾ ਮਹਾਂਦੀਪ
తీర్పు రోజు,ਨਿਰਣੇ ਦਾ ਦਿਨ
తీర్పు రోజు,ਨਿਰਣੇ ਦਾ ਦਿਨ
డీన్,ਡੀਨ
దశాబ్దం,ਦਹਾਕਾ
డెనారియస్,ਡੇਨਾਰੀਅਸ
పదవీచ్యుతుడైన చక్రవర్తి,ਬਰਖਾਸਤ ਬਾਦਸ਼ਾਹ
పాడుచేయు,ਉਜਾੜ
చెడిపోవడం,ਬਰਬਾਦੀ
సింహాసనాన్ని తొలగించు,Dethrone
డయాడెమ్,ਡਾਇਡੇਮ
డయాడెమ్,ਡਾਇਡੇਮ
డయాడెమ్,ਡਾਇਡੇਮ
డయాసియా,ਡਾਇਸੀਆ
డికాస్టీరియం,ਡਿਕੈਸਟਰੀਅਮ
డైలువియలిస్ట్,ਦਿਲੁਵੀਆਵਾਦੀ
డియోసెస్,ਡਾਇਓਸਿਸ
డియోసెస్,ਡਾਇਓਸਿਸ
డైరెక్టరీ (=డైరెక్టరీ),ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
డైరెక్టరీ (=డైరెక్టరీ),ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
దిర్హమ్,ਦਿਰਹਾਮ
నమ్మకద్రోహం,ਬੇਵਫ਼ਾ
నమ్మకద్రోహం,ਬੇਵਫ਼ਾ
లోపము యొక్క సిద్ధాంతము,ਭੁੱਲ ਦਾ ਸਿਧਾਂਤ
పత్రం,ਦਸਤਾਵੇਜ਼
డాక్యుమెంటరీ సాక్ష్యం,ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ
డోమ్స్‌డే బుక్,ਡੋਮੇਸਡੇ ਬੁੱਕ
కాన్స్టాంటైన్ విరాళం,Constantine ਦਾ ਦਾਨ
డూమ్,ਕਿਆਮਤ
వరవరపు రాణి,ਦਾਜ ਦੀ ਰਾਣੀ
డ్రాగన్,ਡਰੈਗਨ
డ్రోమెడిరియన్,ਡਰੋਮੇਡੇਰੀਅਨ
డ్రోమెడరీ,ਡਰੋਮੇਡਰੀ
డ్రోమండ్,ਡਰੋਮੰਡ
ద్వంద్వ,ਦੋਹਰਾ
ద్వంద్వ కూటమి,ਦੋਹਰਾ ਗਠਜੋੜ
ద్వంద్వ ఉద్దేశం,ਦੋਹਰੀ entente
ద్వంద్వ వ్యవస్థ (=ద్వంద్వ ప్రభుత్వం),ਦੋਹਰੀ ਪ੍ਰਣਾਲੀ (= ਦੋਹਰੀ ਸਰਕਾਰ)
డ్యూక్,ਡਿਊਕ
డూమా,ਡੂਮਾ
వామన అవతారం,ਬੌਣਾ ਅਵਤਾਰ
రాజవంశం,ਰਾਜਵੰਸ਼
రాజవంశం,ਰਾਜਵੰਸ਼
డేగ,ਇੱਲ
పెద్ద మనిషి,ਬਜ਼ੁਰਗ ਆਦਮੀ
ఎర్ల్,ਅਰਲ
ఎర్ల్డమ్,ਅਰਲਡਮ
తొలి గుప్తులు,ਸ਼ੁਰੂਆਤੀ ਗੁਪਤਾ
ప్రారంభ (చారిత్రక) సైట్లు,ਸ਼ੁਰੂਆਤੀ (ਇਤਿਹਾਸਕ) ਸਾਈਟਾਂ
ప్రారంభ వేద కాలం,ਸ਼ੁਰੂਆਤੀ ਵੈਦਿਕ ਕਾਲ
ఎక్లేసియా,ਉਪਦੇਸ਼ਕ
పునరుద్ధరణ శాసనం,ਬਹਾਲੀ ਦਾ ਹੁਕਮ
ఎనిమిది రెట్లు మార్గం,ਅੱਠ ਗੁਣਾ ਮਾਰਗ
పెద్దలు,ਬਜ਼ੁਰਗ
పెద్ద రాజనీతిజ్ఞుడు (=జెన్రో),ਬਜ਼ੁਰਗ ਰਾਜਨੇਤਾ (=ਜੀਨਰੋ)
ఏనుగు మేడ,ਹਾਥੀ ਬੱਕਰਾ
పదకొండు సంవత్సరాల నిరంకుశత్వం,ਗਿਆਰਾਂ ਸਾਲਾਂ ਦਾ ਜ਼ੁਲਮ
ఎలిసే (=ఎలీసీ),ਐਲੀਸੀ (=ਐਲੀਸੀ)
ఎన్‌క్లోజర్ ఉద్యమం,ਘੇਰਾਬੰਦੀ ਅੰਦੋਲਨ
ఎన్సైక్లికల్,ਐਨਸਾਈਕਲਿਕ
ఎన్సైక్లోపెడిస్ట్ ఉద్యమం,ਐਨਸਾਈਕਲੋਪੀਡਿਸਟ ਲਹਿਰ
ఎంటెంటే,ਐਂਟੇਨਟੇ
ఎంటెంటే కార్డియాల్,ਏਨਟੇਂਟ ਕੋਰਡਿਆਲ
సింహాసనం,ਰਾਜਗੱਦੀ
పరివారం,ਦਲ
ఎఫోడ్,ਏਫ਼ੋਦ
ఎఫోర్,ਈਫੋਰ
పురాణ యుగం,ਮਹਾਂਕਾਵਿ ਯੁੱਗ
పురాణ వీరుడు,ਮਹਾਂਕਾਵਿ ਹੀਰੋ
ఎపిగ్రాఫ్,ਐਪੀਗ੍ਰਾਫ
ఎపిస్కోపసీ,ਐਪੀਸਕੋਪੇਸੀ
ఎపిస్కోపేట్,ਐਪੀਸਕੋਪੇਟ
ఎపిసోడ్,ਪ੍ਰਸੰਗ
యుగం,ਯੁਗ
యుగాన్ని సృష్టించే సంఘటన,ਯੁੱਗ ਬਣਾਉਣ ਵਾਲੀ ਘਟਨਾ
యుగపురుషుడు,ਯੁਗ-ਰਚਨ ਵਾਲਾ ਮਨੁੱਖ
పేరుపేరు,ਉਪਨਾਮ
ఎక్వెరీ,ਇਕਵੇਰੀ
ఎక్వెరీ,ਇਕਵੇਰੀ
గుర్రపుస్వారీ విగ్రహం,ਘੋੜਸਵਾਰ ਦੀ ਮੂਰਤੀ
యుగం,ਯੁੱਗ
ఎర్గస్టులం,ਅਰਗਸਟੁਲਮ
యూకారిస్ట్,ਯੂਕੇਰਿਸਟ
సువార్తవాదం,ਈਵੈਂਜਲਿਜ਼ਮ
సువార్త ఉద్యమం,ਖੁਸ਼ਖਬਰੀ ਦੀ ਲਹਿਰ
మత ప్రచారకుడు,ਪ੍ਰਚਾਰਕ
Exarch,Exarch
Exilarch,Exilarch
ఫలాంగిస్ట్,ਫਲੰਗਿਸਟ
తండ్రి భూమి,ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ
తండ్రి భూమి,ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ
ఫెరియాయే,ਫੇਰੀਆ
ఫెటిష్,ਫੈਟਿਸ਼
ఫ్యూడల్ హోల్డింగ్స్,ਜਾਗੀਰਦਾਰੀ
ఫ్యూడలిజం (=ఫ్యూడల్ వ్యవస్థ),ਜਾਗੀਰਦਾਰੀ (=ਸਾਮੰਤੀ ਸਿਸਟਮ)
భూస్వామ్య వ్యవస్థ,ਜਗੀਰੂ ਸਿਸਟਮ
భూస్వామ్య,ਜਾਗੀਰਦਾਰ
ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్),ਫਿਦੀ ਡਿਫੈਂਸਰ (= ਵਿਸ਼ਵਾਸ ਦਾ ਰਖਵਾਲਾ)
ఫైఫ్,Fief
ఫీల్డ్ సిస్టమ్,ਫੀਲਡ ਸਿਸਟਮ
పదిహేనవ పన్ను,ਪੰਦਰਵਾਂ ਟੈਕਸ
ఫిగర్ హెడ్,ਚਿੱਤਰ ਸਿਰ
ఫిన్ డి సైకిల్,ਫਿਨ ਡੀ ਸੀਕਲ
అగ్ని తినేవాడు,ਅੱਗ ਖਾਣ ਵਾਲਾ
ఫైవ్ మైల్ చట్టం,ਪੰਜ ਮੀਲ ਐਕਟ
జెండా,ਝੰਡਾ
ఫ్లేమెన్ డయాలిస్,ਫਲੇਮੇਨ ਡਾਇਲਿਸ
ఫ్లేమెన్ మార్టియాలిస్,ਫਲੇਮੇਨ ਮਾਰਸ਼ਲਿਸ
జ్వలించే జ్యోతి,ਬਲਦੀ ਮਸ਼ਾਲ
పార్శ్వము,ਫਲੈਂਕ
పార్శ్వ కదలిక,ਫਲੈਂਕਿੰਗ ਅੰਦੋਲਨ
వర్ధిల్లుతున్న నాగరికత,ਵਧਦੀ ਹੋਈ ਸੱਭਿਅਤਾ
ఫ్లూవియలిస్టిక్ నమ్మకం,ਪ੍ਰਵਾਹਵਾਦੀ ਵਿਸ਼ਵਾਸ
జానపద దేవుడు,ਲੋਕ ਦੇਵਤਾ
జానపద దేవత,ਲੋਕ ਦੇਵੀ
జానపద జ్ఞాపకం,ਲੋਕ ਯਾਦ
జానపద పురాణం (=జానపదం),ਲੋਕ-ਕਥਾ (=ਲੋਕ ਕਥਾ)
మేత వెదకడం,ਚਾਰਾ
ఫోరే,ਧੜਾਧੜ
ముందరివాడు,ਪਹਿਲਾਂ ਤੋਂ
పూర్వీకుడు,ਪੂਰਵਜ
ముందున్నవాడు,ਅਗਲਾ
చితికిపోయిన ఆశ,ਉਦਾਸ ਉਮੀਦ
నిర్మాణ దశ,ਰਚਨਾਤਮਕ ਪੜਾਅ
కోట,ਕਿਲਾ
కోట,ਕਿਲਾਬੰਦੀ
పటిష్టమైన పట్టణం,ਕਿਲਾਬੰਦ ਸ਼ਹਿਰ
కోట,ਕਿਲ੍ਹਾ
ఫార్చ్యూనా,Fortuna
ఫోరమ్ రోమనుమ్,ਫੋਰਮ ਰੋਮਨਮ
ఫ్రాన్సిస్కాన్,ਫਰਾਂਸਿਸਕਨ
ఫ్రాంక్లిన్,ਫਰੈਂਕਲਿਨ
భ్రాతృహత్య యుద్ధం,ਭਰਾਤਰੀ ਜੰਗ
ఉచిత చర్చి,ਮੁਫ਼ਤ ਚਰਚ
ఫ్రీహోల్డర్,ਫਰੀਹੋਲਡਰ
స్వతంత్ర సైనికుడు,ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ
స్వతంత్ర సైనికుడు,ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ
ఫ్రీమాన్,ਫ੍ਰੀਮੈਨ
ఫ్రీమాన్,ਫ੍ਰੀਮੈਨ
ఫ్రీపాస్,ਫ੍ਰੀਪਾਸ
ఫ్రెంచ్ విప్లవం,ਫਰਾਂਸੀਸੀ ਕ੍ਰਾਂਤੀ
సన్యాసి,ਤਪੱਸਿਆ
ఫ్రైసియన్ కిరాయి సైనికులు,ਫਰਿਆਸੀਅਨ ਕਿਰਾਏਦਾਰ
సరిహద్దు మనిషి,ਸਰਹੱਦੀ ਆਦਮੀ
గాలియన్,ਗੈਲੀਓਨ
గల్లికన్ (=గల్లికనిస్ట్),ਗੈਲੀਕਨ (=ਗੈਲੀਕਨਿਸਟ)
గల్లికానిజం,ਗੈਲੀਕਨਵਾਦ
దండు,ਗੈਰੀਸਨ
గౌల్,ਗੌਲ
గాంట్లెట్,ਗੌਂਟਲੇਟ
గాంట్లెట్,ਗੌਂਟਲੇਟ
గెజిబో,ਗਾਜ਼ੇਬੋ
గెజిబో,ਗਾਜ਼ੇਬੋ
గెజిబో,ਗਾਜ਼ੇਬੋ
వంశ చరిత్ర,ਵੰਸ਼ਾਵਲੀ ਇਤਿਹਾਸ
వంశపారంపర్య రికార్డు,ਵੰਸ਼ਾਵਲੀ ਰਿਕਾਰਡ
వంశపారంపర్య పట్టిక,ਵੰਸ਼ਾਵਲੀ ਸਾਰਣੀ
వంశవృక్షం,ਵੰਸ਼ਾਵਲੀ ਰੁੱਖ
వంశావళి,ਵੰਸ਼ਾਵਲੀ
వంశావళి,ਵੰਸ਼ਾਵਲੀ
తరం,ਪੀੜ੍ਹੀ
మారణహోమం,ਨਸਲਕੁਸ਼ੀ
అన్యజనుడు,ਗ਼ੈਰ-ਯਹੂਦੀ
అన్యజనుడు,ਗ਼ੈਰ-ਯਹੂਦੀ
అన్యజనుడు,ਗ਼ੈਰ-ਯਹੂਦੀ
అన్యజనుడు,ਗ਼ੈਰ-ਯਹੂਦੀ
ఘెట్టో,ਘੇਟੋ
ఘెట్టో,ਘੇਟੋ
గిబ్బెట్,ਗਿੱਬਟ
గిల్డ్ (=గిల్డ్),ਗਿਲਡ (=ਗਿਲਡ)
గ్లాడియేటర్,ਗਲੇਡੀਏਟਰ
అద్భుతమైన విప్లవం,ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ
గోల్డెన్ హోర్డ్,ਗੋਲਡਨ ਹੋਰਡ
మహా కూటమి,ਮਹਾਨ ਗਠਜੋੜ
గ్రాండీ,ਗ੍ਰੈਂਡੀ
గ్రాండ్ సిగ్నర్,ਗ੍ਰੈਂਡ ਸਾਈਨਰ
గ్రాండ్ సిగ్నర్,ਗ੍ਰੈਂਡ ਸਾਈਨਰ
గొప్ప అంతర్యుద్ధం,ਮਹਾਨ ਸਿਵਲ ਯੁੱਧ
గొప్ప నిష్క్రమణ (బుద్ధుని),ਮਹਾਨ ਵਿਦਾਇਗੀ (ਬੁੱਧ ਦਾ)
గ్రేటర్ ఇండియా,ਗ੍ਰੇਟਰ ਇੰਡੀਆ
గ్రేట్ హెల్లాస్,ਮਹਾਨ Hellas
గ్రేట్ హోర్డ్,ਮਹਾਨ ਭੀੜ
గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ),ਮਹਾਨ ਤਿਆਗ (= ਮਹਾਨ ਰਵਾਨਗੀ)
గొప్ప ముద్ర,ਮਹਾਨ ਸੀਲ
గ్రేట్ ట్రాక్,ਮਹਾਨ ਟ੍ਰੈਕ
గొప్ప వాహనం,ਮਹਾਨ ਵਾਹਨ
గ్రేట్ వాల్ ఆఫ్ చైనా,ਚੀਨ ਦੀ ਮਹਾਨ ਕੰਧ
గ్రీవ్,ਗ੍ਰੀਵ
గార్డ్-ఛాంబర్,ਗਾਰਡ-ਚੰਬਰ
గార్డ్-ఛాంబర్,ਗਾਰਡ-ਚੰਬਰ
గార్డ్-ఛాంబర్,ਗਾਰਡ-ਚੰਬਰ
గుప్తులు,ਗੁਪਤਾ
హాజియోగ్రఫీ,ਹੈਜੀਓਗ੍ਰਾਫੀ
హాజియోగ్రఫీ,ਹੈਜੀਓਗ੍ਰਾਫੀ
హగియాలజీ,ਹੈਜੀਓਲੋਜੀ
హగియాలజీ,ਹੈਜੀਓਲੋਜੀ
ప్రైవేట్ ప్రేక్షకుల హాల్,ਨਿੱਜੀ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ
పబ్లిక్ ప్రేక్షకుల హాల్,ਜਨਤਕ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ
హాచ్మెంట్,ਹੈਚਮੈਂਟ
హీతేన్,ਈਥਨ
హీతేన్,ਈਥਨ
హీతేనిజం,ਹੇਥਨਿਜ਼ਮ
హెగిరా (హెజెరా),ਹੇਗੀਰਾ (ਹੀਜਰਾ)
హెలెనిజం,ਹੇਲੇਨਿਜ਼ਮ
హెలట్,ਹੇਲੋਟ
హెరాల్డ్రీ,ਹੇਰਾਲਡਰੀ
వారసత్వం,ਵਿਰਾਸਤ
చిత్రలిపి సరళ అక్షరాలు,ਹਾਇਰੋਗਲਿਫਿਕ ਰੇਖਿਕ ਅੱਖਰ
చిత్రలిపి స్క్రిప్ట్,ਹਾਇਰੋਗਲਿਫਿਕ ਲਿਪੀ
హై చర్చి,ਉੱਚ ਚਰਚ
హై ల్యాండర్,ਉੱਚ ਲੈਂਡਰ
హిందూమతం,ਹਿੰਦੂ ਧਰਮ
చరిత్రకారుడు,ਇਤਿਹਾਸਕਾਰ
చరిత్రకారుడు,ਇਤਿਹਾਸਕਾਰ
చారిత్రక భౌతికవాదం,ਇਤਿਹਾਸਕ ਪਦਾਰਥਵਾਦ
చారిత్రక యుగం,ਇਤਿਹਾਸਕ ਯੁੱਗ
చారిత్రక సరిహద్దు,ਇਤਿਹਾਸਕ ਸਰਹੱਦ
చరిత్రకారుడు,ਇਤਿਹਾਸਕਾਰ
చరిత్రకారుడు,ਇਤਿਹਾਸਕਾਰ
చరిత్ర చరిత్ర,ਇਤਿਹਾਸਕਾਰੀ
చరిత్ర చరిత్ర,ਇਤਿਹਾਸਕਾਰੀ
చరిత్ర,ਇਤਿਹਾਸ
హిట్టైట్ సామ్రాజ్యం,ਹਿੱਟੀ ਸਾਮਰਾਜ
పవిత్ర కూటమి,ਪਵਿੱਤਰ ਗਠਜੋੜ
పవిత్ర నగరం,ਪਵਿੱਤਰ ਸ਼ਹਿਰ
పవిత్ర నగరం,ਪਵਿੱਤਰ ਸ਼ਹਿਰ
పవిత్ర భూమి,ਪਵਿੱਤਰ ਧਰਤੀ
పవిత్ర భూమి,ਪਵਿੱਤਰ ਧਰਤੀ
హోలీ లీగ్,ਹੋਲੀ ਲੀਗ
హోలీ లీగ్,ਹੋਲੀ ਲੀਗ
పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం),ਪਵਿੱਤਰ ਰੋਮਨ ਸਾਮਰਾਜ (= ਸਾਮਰਾਜ)
పవిత్ర సముద్రం,ਪਵਿੱਤਰ ਸਾਗਰ
పవిత్ర సముద్రం,ਪਵਿੱਤਰ ਸਾਗਰ
పవిత్ర యుద్ధం,ਪਵਿੱਤਰ ਜੰਗ
పవిత్ర యుద్ధము,ਪਵਿੱਤਰ ਜੰਗ
హోం ప్రభుత్వం,ਗ੍ਰਹਿ ਸਰਕਾਰ
హోంగార్డు,ਹੋਮ ਗਾਰਡ
జన్మభూమి,ਹੋਮਲੈਂਡ
గృహ నియమం,ਘਰੇਲੂ ਨਿਯਮ
హోమ్ రూల్,ਹੋਮ ਰੂਲ
గుంపు,ਹੋਰਡ
గుంపు,Horde
శత్రు దేశం,ਦੁਸ਼ਮਣ ਦੇਸ਼
శత్రుభూమి,ਵਿਰੋਧੀ ਜ਼ਮੀਨ
వేడి ముసుగులో,ਗਰਮ ਪਿੱਛਾ
ఇల్లు,ਘਰ
ఇల్లు,ਘਰ
హౌస్ ఆఫ్ కామన్స్,ਹਾਊਸ ਆਫ ਕਾਮਨਜ਼
హౌస్ ఆఫ్ లార్డ్స్,ਲਾਰਡਸ ਦਾ ਘਰ
ప్రతినిధుల సభ,ਪ੍ਰਤੀਨਿਧ ਸਦਨ
హ్యూగ్నోట్స్,ਹਿਊਗਨੋਟਸ
మానవతావాదం,ਮਾਨਵਵਾਦ
మానవతావాది,ਮਾਨਵਵਾਦੀ
హండ్రెడ్ యెస్సర్స్ వార్,ਸੌ ਯਸਰਸ ਦੀ ਜੰਗ
హంకర్,ਹੰਕਾਰ
ఇబాదత్ ఖానా (ఆరాధనా గృహం),ਇਬਾਦਤ ਖਾਨਾ (ਪੂਜਾ ਘਰ)
ఐకానోక్లాస్ట్,ਆਈਕੋਨੋਕਲਾਸਟ
విగ్రహారాధకుడు,ਮੂਰਤੀਕਾਰ
ఇలాహి యుగం,ਇਲਾਹੀ ਯੁੱਗ
చట్టవిరుద్ధమైన యుద్ధం,ਗੈਰ-ਕਾਨੂੰਨੀ ਜੰਗ
ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్,ਪ੍ਰਕਾਸ਼ਿਤ ਖਰੜੇ
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ
ఇమామ్ (ఇమ్మామ్),ਇਮਾਮ (ਇਮਾਮ)
ఇమామత్,ਇਮਾਮਤ
ఇమామత్,ਇਮਾਮਤ
ఇమాంబరః,ਇਮਾਮਬਾਰਾ
ఇంపీరియల్,ਸ਼ਾਹੀ
ఇంపీరియల్ నగరం,ਸ਼ਾਹੀ ਸ਼ਹਿਰ
సామ్రాజ్యవాదం,ਸਾਮਰਾਜਵਾਦ
ఇంపీరియల్ ప్రాధాన్యత,ਸ਼ਾਹੀ ਤਰਜੀਹ
అసంబద్ధం,ਅਵਿਵਸਥਾ
మోసగాడు,ਪਾਖੰਡੀ
జైలు శిక్ష,ਕੈਦ
జైలు శిక్ష,ਕੈਦ
చొరబాటు,ਘੁਸਪੈਠ
చొరబాటుదారుడు,ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ
స్వాతంత్ర్యం,ਸੁਤੰਤਰਤਾ
స్వాతంత్ర్య దినోత్సవం,ਅਜਾਦੀ ਦਿਵਸ
ఇండిపెండెన్స్ హాల్,ਸੁਤੰਤਰਤਾ ਹਾਲ
ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్),ਭਾਰਤੀ ਅਮਰੀਕਨ (= ਲਾਲ ਭਾਰਤੀ = ਅਮਰੀਕੀ ਭਾਰਤੀ)
ఇండియన్ హోమ్ రూల్ లీగ్,ਇੰਡੀਅਨ ਹੋਮ ਰੂਲ ਲੀਗ
పారిశ్రామిక విప్లవం,ਉਦਯੋਗਿਕ ਕ੍ਰਾਂਤੀ
అవిశ్వాసం,ਬੇਵਫ਼ਾਈ
అవిశ్వాసం,ਬੇਵਫ਼ਾਈ
చొరబాటు,ਘੁਸਪੈਠ
చొరబాటుదారుడు,ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ
సమాచారం ఇచ్చేవాడు,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
సమాచారం ఇచ్చేవాడు,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
ఇన్ఫార్మర్,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
ఇన్ఫార్మర్,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
ప్రవేశము,ਪ੍ਰਵੇਸ਼
ప్రవేశము,ਪ੍ਰਵੇਸ਼
ప్రవేశము,ਪ੍ਰਵੇਸ਼
నివాసం,ਨਿਵਾਸ
నివాసి,ਵਾਸੀ
వారసత్వం,ਵਿਰਾਸਤ
వారసత్వం,ਵਿਰਾਸਤ
వారసత్వం,ਵਿਰਾਸਤ
శాసనం,ਸ਼ਿਲਾਲੇਖ
చిహ్నము,ਨਿਸ਼ਾਨ
ప్రవేశ పరికరం,ਪਹੁੰਚ ਦਾ ਸਾਧਨ
ప్రభుత్వ సాధనం,ਸਰਕਾਰ ਦਾ ਸਾਧਨ
తిరుగుబాటు (తిరుగుబాటు),ਬਗਾਵਤ (ਵਿਦਰੋਹ)
తిరుగుబాటుదారుడు,ਵਿਦਰੋਹੀ
తిరుగుబాటు,ਬਗਾਵਤ
తిరుగుబాటు,ਬਗਾਵਤ
అనుసంధానం,ਏਕੀਕਰਣ
రికార్డుల సమగ్రత,ਰਿਕਾਰਡ ਦੀ ਇਕਸਾਰਤਾ
రాష్ట్రాల సమగ్రత,ਰਾਜਾਂ ਦੀ ਅਖੰਡਤਾ
మేధావి (ఇంటెలిజెంట్జియా),ਬੁੱਧੀਜੀਵੀ (ਇੰਟੈਲੀਜੈਂਟਜ਼ੀਆ)
మధ్యవర్తిత్వం,ਵਿਚੋਲਗੀ
మధ్యవర్తి,ਅੰਤਰਜਾਮੀ
మధ్యవర్తి,ਵਿਚੋਲਾ
అంతర్జాతీయవాదం,ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦ
అంతర్జాతీయవాదం,ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦ
అంతర్జాతీయవాది,ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦੀ
అంతర్గత యుద్ధం,ਇੰਟਰਸੀਨ ਯੁੱਧ
ఇంటర్నీ,ਇੰਟਰਨੀ
ఇంటర్నీ,ਇੰਟਰਨੀ
ఇంటర్నీ క్యాంపు,ਇੰਟਰਨੀ ਕੈਂਪ
ఇంటర్న్మెంట్,ਨਜ਼ਰਬੰਦੀ
ఇంటర్న్మెంట్,ਨਜ਼ਰਬੰਦੀ
ఇంటర్న్మెంట్,ਨਜ਼ਰਬੰਦੀ
