Gujarati,Marathi
ડબલ સિગ્મોઇડ વળાંક,दुहेरी सिग्मॉइड वक्र
1. ગસ્ટ 2. સ્ટ્રેચ,1. झोडप 2. ताणणे
1. એક્ઝોસ્ટ ડ્રેઇન 2. પ્રવાહ,1. एक्झॉस्ट ड्रेन 2. सांडपाणी
ડ્રેનેજ,ड्रेनेज
ટ્રેક્શન,कर्षण
1. દવા આપો 2. ભીંજાવો,1. औषध द्या 2. भिजवा
સૌંદર્ય પ્રસાધનો (બીજ),सौंदर्य प्रसाधने (बिया)
1. ઓગર 2. છીછરા ફોલ્ટ 3. ડ્રીલ 4. ઓગર,1. औगर 2. उथळ फॉल्ट 3. ड्रिल 4. औगर
1. છિદ્ર 2. કવાયત 3. કવાયત,1. भोक 2. ड्रिल 3. ड्रिल
1. ડ્રિલિંગ 2. ડ્રિલ વડે વાવણી 3. ડ્રિલ વડે રેડવું,1. ड्रिलिंग 2. ड्रिलसह पेरणी 3. ड्रिलसह ओतणे
ટપક સિંચાઈ,ठिबक सिंचन
સૂકી ખેતી,कोरडी शेती
1.ધૂળ 2.બુકની,1.धूळ 2.बुकनी
1. ડસ્ટર 2. સ્કેટરર,1. डस्टर 2. स्कॅटरर
છંટકાવ કરવા માટે,शिंपडणे
1. વામન 2. વામન,1. बटू 2. वामन
વામન પિરામિડ,वामन पिरॅमिड
વામિની ભવન,वामिनी भवन
ઇકોલોજી,पर्यावरणशास्त्र
અર્થશાસ્ત્ર,अर्थमिति
આર્થિક કાર્યક્ષમતા,आर्थिक कार्यक्षमता
પરિસ્થિતિગત પ્રકાર,परिस्थितीजन्य प्रकार
વધારાનું સ્તરીકરણ,अतिरिक्त-स्तरीकृत
નરમ,मऊ
માટી વિજ્ઞાન,माती विज्ञान
1. બ્રિજિંગ 2. એજિંગ 3. સ્ટ્રાન્ડ ક્લોઝર,1. ब्रिजिंग 2. एजिंग 3. स्ट्रँड क्लोजर
ખોરાકનો ભાગ,अन्न भाग
માંગની સ્થિતિસ્થાપકતા,मागणीची लवचिकता
ઉત્પાદન સ્થિતિસ્થાપકતા,उत्पादन लवचिकता
વિદ્યુત વિચ્છેદન-વિશ્લેષણ,इलेक्ट्रोलिसिस
ઇલેક્ટ્રોફોરેસિસ,इलेक्ट्रोफोरेसीस
બાષ્પીભવન,बाष्पीभवन
1. શિરચ્છેદ કરનાર 2. જંતુમુક્ત કરનાર 3. શિરચ્છેદ કરનાર 4. જંતુમુક્ત કરનાર,1. शिरच्छेद करणारा 2. निर्जंतुक करणारा 3. शिरच्छेद करणारा 4. निर्जंतुक करणारा
1. વિયર બંડી 2. સ્ટ્રોબંદી,1. विर बंदी 2. स्ट्रॉबंडी
ગર્ભ,गर्भ
1. ગર્ભવિજ્ઞાન 2. ભૌતિકશાસ્ત્ર,1. भ्रूणशास्त्र 2. भौतिकशास्त्र
1. બહાર નીકળો 2. બહાર નીકળો,1. बाहेर पडा 2. बाहेर पडा
ઇમલ્સિફાયર,emulsifier
અંતર્જાત,अंतर्जात
આંતર-બિંદુ વિભાગ,आंतर-बिंदू विभागणी
આંતર-પરજીવી,आंतर-परजीवी
એન્ડોસ્પર્મ,एंडोस्पर्म
એન્ટરપ્રાઇઝ,उपक्रम
કીટશાસ્ત્ર,कीटकशास्त्र
પર્યાવરણ,वातावरण
1. એન્ઝાઇમ 2. એન્ઝાઇમ,1. एन्झाइम 2. एन्झाइम
ક્લસ્ટર કલમ બનાવવી,क्लस्टर ग्राफ्टिंग
1. એપિફાઇટ 2. એપિફાઇટ,1. एपिफाइट 2. एपिफाइट
ઇક્વિટી,इक्विटी
નાબૂદી,निर्मूलन
આવશ્યક પોષક તત્વો,आवश्यक पोषक
1. માપન 2. જમ્પ 3. આકારણી,1. मापन 2. उडी 3. मूल्यांकन
સુંદરતા,चातुर्य
સુજનનિક,सुजननिक
મૂલ્યાંકન,मूल्यमापन
વરાળ માપક,स्टीम गेज
બાષ્પીભવન,बाष्पीभवन
શાશ્વત ક્રાંતિ,शाश्वत क्रांती
1. સદાબહાર 2. સદાબહાર,1. सदाहरित 2. सदाहरित
વિકાસ,विकास
કાપી નાખવું,कापला
પરિક્ષય (ફર્ટિલિટી),परिक्षय (प्रजनन क्षमता)
શોષણ,शोषण
1. અન્વેષણ 2. અન્વેષણ,1. अन्वेषण 2. अन्वेषण
1. ઉત્સર્જન 2. ઉત્સર્જન,1. एक्सट्रूजन 2. उत्सर्जन
આંખ,डोळा
1. પરિબળ 2. ઘટક 3. પરિબળ 4. સંસાધન,1. घटक 2. घटक 3. घटक 4. संसाधन
પરિબળ ઉત્પાદકતા,घटक उत्पादकता
વેપારીનું ડિસ્કાઉન્ટ,व्यापारी सवलत
ફેક્ટોરિયલ બ્લોક ડિઝાઇન,फॅक्टोरियल ब्लॉक डिझाइन
વૈકલ્પિક,पर्यायी
1. પટ્ટી 2. પાલિહાર,1. पट्टी 2. पालिहार
સ્થૂળ,स्थूल
ક્ષેત્ર મૂલ્યાંકન,फील्ड मूल्यांकन
ફાર્મ બજેટિંગ,शेती बजेट
કૃષિ વ્યવસાય,कृषी व्यवसाय
ક્ષેત્ર આયોજન,क्षेत्र नियोजन
1. ખેડૂત 2. ખેડૂત,1. शेतकरी 2. शेतकरी
1. ખેતી 2. ખેતી,1. शेती 2. शेती
અથડામણ,टक्कर
બહુવિધ સંવર્ધન,एकाधिक प्रजनन
આથો,किण्वन
ફળદ્રુપતા,प्रजनन क्षमता
ખાતર,खत
ખાતર ઉપયોગ કાર્યક્ષમતા,खत वापर कार्यक्षमता
તંતુમય,तंतुमय
1. ફાર્મ 2. વિસ્તાર 3. સ્થાન,1. शेत 2. क्षेत्रफळ 3. ठिकाण
માટી પાણી હોલ્ડિંગ,माती पाणी धारण
ક્ષેત્ર પ્રદર્શન,फील्ड प्रात्यक्षिक
1. સ્થિરીકરણ 2. ફિક્સેશન 3. ફિક્સેશન,1. स्थिरीकरण 2. फिक्सेशन 3. फिक्सेशन
1. પાણી ભરવું 2. ગર્ભાધાન,1. पूर 2. गर्भाधान
પ્રવાહ રેખાકૃતિ,प्रवाह चित्र
ખોરાક મૂલ્ય,अन्न मूल्य
ચારો,चारा
આગાહી,अंदाज
વન,वन
વનીકરણ,वनीकरण
1. તડપાર્ન 2. ફોર્મ,1. तडपर्न 2. फॉर्म
હિમ પ્રતિરોધક,दंव प्रतिरोधक
1. પાલા 2. બ્લાઈટ,1. पाला 2. अनिष्ट
1. સ્થિર 2. સ્થિર,1. गोठलेले 2. गोठलेले
કાર્ય,कार्य
1. ફ્રુટ ફોલ 2. ફ્રુટ ફોલ,1. फ्रुट फॉल 2. फ्रुट फॉल
ફળ બની જાય છે,फळ बनणे
1. ધૂણી 2. ધૂણી,1. फ्युमिगेशन 2. फ्युमिगेशन
ફૂગનાશક,बुरशीनाशक
ફૂગપ્રતિરોધી,बुरशीविरोधी
ફૂગ,बुरशी
1. ખુદ 2. સીતા,1. खुद 2. सीता
1. ફ્યુઝન 2. ફ્યુઝન,1. फ्यूजन 2. फ्यूजन
કપાસ ઉન,कापूस लोकर
રુવાંટીવાળું,केसाळ
1. ઝાડનું અલ્સર 2. પિટિકા,1. झाडाचा व्रण 2. पिटिका
1. ગેમેટ્સ 2. ગેમેટ્સ,1. गेमेट्स 2. गेमेट्स
1. બગીચો 2. બગીચો,1. बाग 2. बाग
1. પંસલ 2. હાઇડ્રોમીટર,1. पानसाल 2. हायड्रोमीटर
જનીન સંગ્રહ,जनुक संग्रह
જીન ટેગોન,जीन टॅगन
વંશાવળી,वंशावळी
જનીન નકશો,जनुक नकाशा
જીનેટિક્સ,अनुवांशिक
1. જીનોમ 2. સંગેન,1. जीनोम 2. सांगेन
સંજીની કલેક્શન,संजिनी कलेक्शन
જીનોમિક્સ,जीनोमिक्स
જીનોટાઇપ,जीनोटाइप
1. જનીન માળખું 2. જનીન પ્રકાર,1. जीन स्ट्रक्चर 2. जीन प्रकार
લિનેજ,लिनेज
1. જીનસ 2. વંશ,1. वंश 2. वंश
1. જીવાણુ 2. જીવાણુ,1. जंतू 2. जंतू
જીવાણુનાશક,जंतूनाशक
અંકુરણ,उगवण
1. જર્મપ્લાઝમ 2. જર્મપ્લાઝમ,1. जर्मप्लाझम 2. जर्मप्लाझम
ગીબેરેલિક એસિડ,गिबेरेलिक ऍसिड
ઉગાડવું,गोळा करणे
ટશ,तुष
1. ગ્લુટેન 2. ખાઉધરાપણું,1. ग्लूटेन 2. खादाड
ગ્લાયકોલિસિસ,ग्लायकोलिसिस
સરસ,छान
સુવર્ણ ક્રાંતિ,सुवर्ण क्रांती
1. વર્ગીકરણ 2. વર્ગીકરણ 3. સ્તરીકરણ,1. वर्गीकरण 2. वर्गीकरण 3. स्तरीकरण
1. કલમી છોડ 2. પેનમ્બ્રલ પ્લાન્ટ,1. कलमी वनस्पती 2. पेनम्ब्रल वनस्पती
પેન અસંગત,पेन विसंगत
ગ્રેના,ग्राना
દાણાદાર,दाणेदार
લીલું ખાતર,हिरवे खत
હરિયાળી ક્રાંતિ,हरित क्रांती
વૃદ્ધિ અને વિકાસ,वाढ आणि विकास
1. ગમ રોગ,1. हिरड्या रोग
વિષમલિંગી,विषमलिंगी
1. પ્રકૃતિ 2. પ્રકૃતિ 3. રૂપગુણ 4. દેખાવ,1. प्रकृति 2. निसर्ग 3. रूपगुण 4. रूप
1. ઓલા 2. કરકપાટ 3. કાર્કા,1. ओला 2. कर्कपट 3. कर्का
રોમિલવોચ,रोमिलवॉच
ખારા ફોલ્લો,खारट गळू
હેરો,हॅरो
1. હાર્વેસ્ટિંગ ઈન્ડેક્સ 2. હાર્વેસ્ટિંગ ઈન્ડેક્સ,1. कापणी निर्देशांक 2. कापणी निर्देशांक
1. લણણી 2. લણણી કરેલ પાક 3. સમાપ્ત પાક 4. ઉપજ,1. कापणी 2. काढणी केलेले पीक 3. पूर्ण झालेले पीक 4. उत्पन्न
1. તોડવું 2. લણણી 3. તોડવું,1. तोडणे 2. कापणी करणे 3. तोडणे
1. એગ લેઇંગ 2. એગ ફોર્સ,1. अंडी घालणे 2. अंडी फोर्स
સૂકું ઘાસ,सुकलेले गवत
શુષ્ક ફીડ,कोरडे खाद्य
ગંજી,गंजी
ઝાકળ,धुके
ધૂંધળું,धुके
1. બાલી 2. સિત્ત 3. મુંડક 4. ટોપ 5. હેડ 6. સિરા,1. बाली 2. सित्त 3. मुंडक 4. शीर्ष 5. डोके 6. सिरा
ખાંચનો અંત,खोबणीचा शेवट
ટોચ કાપણી,शीर्ष रोपांची छाटणी
વાડ,कुंपण
કસ્ટડીમાં,ताब्यात
કુંડલિની,कुंडलिनी
હેમેટાઇટ,हेमॅटाइट
1. ઔષધિ 2. ઔષધિ,1. औषधी वनस्पती 2. औषधी वनस्पती
1.બોટનિકલ કલેક્શન 2.બોટનિકલ મ્યુઝિયમ,1.बॉटनिकल कलेक्शन 2.बॉटनिकल म्युझियम
હર્બિસાઇડ,तणनाशक
આનુવંશિકતા,आनुवंशिकता
આનુવંશિકતા,आनुवंशिकता
ઉભયલિંગી,उभयलिंगी
હેટરોક્રોમેટિક,heterochromatic
હેટરોફર્ટિલાઇઝેશન,heterofertilization
1. હાઇબ્રિડોઝ 2. હેટેરોસિસ,1. हायब्रिडोज 2. हेटेरोसिस
લૈંગિક રંગસૂત્રો,सेक्सक्रोमोसोम
ઉછેર,पालनपोषण
હેક્સાડેસિમલ,हेक्साडेसिमल
ઠંડી નિષ્ક્રિયતા,थंड सुप्तता
ઉચ્ચ ઘનતા વાવેતર,उच्च घनता लागवड
1. પિંડલક 2. ટેકરી (ડાંગર),1. पिंडलक 2. टेकडी (भात)
હિસ્ટોગ્રામ,हिस्टोग्राम
ઉચ્ચ તકનીકી બાગાયત,उच्च तंत्रज्ञान फलोत्पादन
1. દહીં 2. મધપૂડો,1. दही 2. पोळ्या
1. નીંદણ 2. નીંદણ,1. खुरपणी 2. खुरपणी
હોલ્ડિંગ,धारण
ખાનગી ફાર્મ,खाजगी शेत
હોમિયોસ્ટેસિસ,होमिओस्टॅसिस
વતન,जन्मभुमी
એકરૂપતા,एकजिनसीपणा
1. સજાતીય 2. સજાતીય,1. एकसंध 2. एकसंध
સહાનુભૂતિશીલ,सहानुभूती
સજાતીય,एकसंध
1. ઘુર્લિકા 2. ખાદ્યપદાર્થો 3. હાપર,1. खुर्लिका 2. अन्न कंटेनर 3. हापर
1. સ્તર 2. ક્ષિતિજ,1. थर 2. क्षितिज
બાગાયતી પાક,बागायती पिके
1. બાગાયત 2. બાગાયત 3. બાગાયત 4. બાગાયત,1. फलोत्पादन 2. फलोत्पादन 3. फलोत्पादन 4. फलोत्पादन
