Kannada,Assamese
ಡೇಟಾ ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್,ডাটা মাল্টিপ্লেক্সাৰ
"ಡೇಟಾ ಪೋರ್ಟ್, ಡೇಟಾ ಪೋರ್ಟ್","ডাটা পৰ্ট, ডাটা পৰ্ট"
ಡೇಟಾ ಪಿಕ್ಕರ್,ডাটা পিকাৰ
ಮಾಹಿತಿಯ ಕಾಗದ,ডাটা শ্বীট
dB/oct,dB/অক্টোবৰ
ಡಿಸಿ ಆಂಪ್ಲಿಫಯರ್,dc এম্প্লিফায়াৰ
ಡಿಸಿ ಮೋಟಾರ್,ডিচি মটৰ
ಡಿಸಿ ಆಫ್ಸೆಟ್,dc অফছেট
ಡಿಸಿ. ವಿದ್ಯುತ್ ಸರಬರಾಜು,ডি চি। শক্তি যোগান
ಡಿಸಿ. ಪುನರ್ವಸತಿ,ডি চি। পুনৰ সংস্থাপন
ಡಿಸಿ. ಪುನಃಸ್ಥಾಪಕ,ডি চি। পুনৰুদ্ধাৰকাৰী
ಡಿಸಿಯಿಂದ ಎಸಿ ಪರಿವರ್ತಕಕ್ಕೆ,dc ৰ পৰা ac লৈ ৰূপান্তৰক
ಡಿಸಿ. ಧ್ವನಿ ನಿಯಂತ್ರಣ,ডি চি। উচ্চতা নিয়ন্ত্ৰণ
Mh-ಕನೆಕ್ಟರ್,Mh-সংযোগকাৰী
ಡೈರೆಕ್ಟ್ ಕಪಲ್ಡ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ ಲಾಜಿಕ್ ಗೇಟ್/ಡಿಸಿ ಟಿ.ಎಲ್.,ডাইৰেক্ট কাপল্ড ট্ৰেঞ্জিষ্টৰ লজিক গেট/ডিচি টি.এল.
ಡಿಸಿ. ಹಾನಿಗೊಳಗಾದ ಆಪರೇಷನಲ್ ಆಂಪ್ಲಿಫೈಯರ್,ডি চি। ক্ষতিগ্ৰস্ত অপাৰেচনেল এম্প্লিফায়াৰ
ಅಲ್ಲದ ಬಲವರ್ಧನೆ,অশক্তিশালীকৰণ
ಡೆಮೊರ್ಗಾನ್ ಕಾನೂನು,ডিমৰ্গানৰ আইন
ಡಿ ಸೌತಿ ಸೇತುವೆ,দে সৌতি দলং
ವಿಶ್ರಾಂತಿ ವೇಳೆ,জিৰণিৰ সময়
ವಿಶ್ರಾಂತಿ ವಲಯ,জিৰণিৰ অঞ্চল
ದೋಷ ತೆರವು,দোষ নিষ্কাশন
ದಶಕದ ಕ್ಯಾಲ್ಕುಲೇಟರ್,দশক কেলকুলেটৰ
ಡೆಸಿಬೆಲ್,ডেচিবেল
ದಶಮಾಂಶ ಕ್ಯಾಲ್ಕುಲೇಟರ್,দশমিক কেলকুলেটৰ
ದಶಮಾಂಶ-ದ್ವಿಮಾನ ಪರಿವರ್ತನೆ,দশমিক-বাইনাৰী ৰূপান্তৰ
ವಿಳಾಸ ಡಿಕೋಡಿಂಗ್,ঠিকনা ডিকোডিং
ಡಿಕೋಡರ್,ডিকোডাৰ
ಆಲೀಲ್ಗಳು,এলিল
ಮೀಸಲಾದ ಅಪ್ಲಿಕೇಶನ್,ডেডিকেটেড এপ্লিকেচন
ಮೀಸಲಾದ ನಿಯಂತ್ರಕ,নিবেদিত নিয়ন্ত্ৰক
ಡಿಸಿ. ಪೂರ್ವ ಬಲವರ್ಧನೆಯ ಸರ್ಕ್ಯೂಟ್,ডি চি। প্ৰি-ৰিইনফৰ্চমেণ্ট চাৰ্কিট
ದೋಷದ ಸಾಂದ್ರತೆ,দোষ ঘনত্ব
ವಿಚಲನ ಸುರುಳಿ,ডিফ্লেকচন কইল
ವಿಚಲನ ಫಲಕ,বিক্ষেপণ প্লেট
ವಿಚಲನ ಘಟಕ,বিক্ষেপণ একক
ವೈಫಲ್ಯ,বিফল হোৱা
(ಕಾಂತೀಯ) ಪ್ರಸರಣ,(চুম্বকীয়) বিক্ষিপ্ততা
ಡಿ ಗೌಸನ್ ಜಾತಕ,ডি গাউছন ৰাশিফল
ಡಿ ಗಾಸನ್,ডি গোছন
ವಿಳಂಬ ಸರ್ಕ್ಯೂಟ್,বিলম্ব বৰ্তনী
ವಿಳಂಬ ಸಾಲು,বিলম্ব লাইন
ವಿಳಂಬ ಸಮಯ,বিলম্বৰ সময়
ವಿಳಂಬವಾದ ಸ್ವಯಂಚಾಲಿತ ಲಾಭ ನಿಯಂತ್ರಕ,বিলম্বিত স্বয়ংক্ৰিয় লাভ নিয়ন্ত্ৰক
ವಿಳಂಬವಾದ ಸ್ವಯಂಚಾಲಿತ ಲಾಭ ನಿಯಂತ್ರಕ,বিলম্বিত স্বয়ংক্ৰিয় লাভ নিয়ন্ত্ৰক
ವಿಳಂಬವಾದ ಸ್ವಯಂಚಾಲಿತ ಧ್ವನಿ ನಿಯಂತ್ರಕ / ವಿಳಂಬವಾದ AVC,বিলম্বিত স্বয়ংক্ৰিয় উচ্চতা নিয়ন্ত্ৰক / বিলম্বিত এভিচি
ಡೆಲೋನ್ ಮೆಕ್ಯಾನಿಕಲ್ ರಿಕ್ಟಿಫೈಯರ್,ডেলন মেকানিকেল ৰেক্টিফায়াৰ
ಡೆಲ್ಟಾ ಸಂಪರ್ಕ,ডেল্টা সংযোগ
ಡೆಲ್ಟಾ ಗನ್,ডেল্টা বন্দুক
ಡೆಲ್ಟಾ ಗನ್ ಮೆದುಗೊಳವೆ,ডেল্টা বন্দুকৰ নলী
ಡೆಲ್ಟಾ ಮಾಡ್ಯುಲೇಶನ್,ডেল্টা মডুলেচন
ಡೆಲ್ಟಾ-ಸಿಗ್ಮಾ ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ,ডেল্টা-চিগমা এনালগ-ডিজিট ৰূপান্তৰক
ಡಿಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್,বিচুম্বকীয়কৰণ
ಡಿಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್ ಕರ್ವ್,বিচুম্বকীয়কৰণ বক্ৰ
ಡಿಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್ ಗುಣಕ,বিচুম্বকীয়কৰণ বহুগুণক
ಡಿಮೋಡ್ಯುಲೇಶನ್,ডিমডুলেচন
ಡಿಮೋಡ್ಯುಲೇಟರ್,ডিমডুলেটৰ
ಮಾರ್ಗನ್ ಪ್ರಮೇಯ,ডি মাৰ্গানৰ উপপাদ্য
ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್,মাল্টিপ্লেক্সাৰ
ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಸ್ಕೋರ್,ডিনৰ্মালাইজড স্ক&#39;ৰ
ಸವಕಳಿ ಕೆಪಾಸಿಟರ್,ডিপ্লিচন কেপাচিটৰ
ಸವಕಳಿ,ডিপ্লিচন
ಸವಕಳಿ ಮೋಡ್ ಮಾಸ್ಫೆಟ್,ডিপ্লিচন মোড mosfet
"ಸವಕಳಿ ವಲಯ, ಸವಕಳಿ ವಲಯ","ডিপ্লিচন জ&#39;ন, ডিপ্লিচন জ&#39;ন"
ರೇಟಿಂಗ್,ৰেটিং
ಡಿಸ್ಯಾಚುರೇಟೆಡ್ ಪಾತ್ರಗಳು,ডিচেচুৰেটেড চৰিত্ৰ
ಸಂವೇದನಾಶೀಲತೆ,অসংবেদনশীলতা
ವಿನ್ಯಾಸ ನಿಯಮಗಳು,ডিজাইনৰ নিয়ম
ಪರೀಕ್ಷಾ ವಿನ್ಯಾಸ,পৰীক্ষাৰ ডিজাইন
ವಿನಾಶಕಾರಿ ಅನುರಣನ,ধ্বংসাত্মক অনুনাদ
ಪತ್ತೆಕಾರಕ,ডিটেক্টৰ
ಪರ್ಯಾಯ ವಿದ್ಯುತ್ ಸೇತುವೆ ಪತ್ತೆಕಾರಕ,বিকল্প বিদ্যুৎ প্ৰবাহৰ দলং ডিটেক্টৰ
ಆವರ್ತನ ವಿಚಲನ ಸ್ಥಿರ,কম্পাঙ্ক বিচ্যুতি ধ্ৰুৱক
ವಿಚಲನ ಆವರ್ತನ,বিচ্যুতি কম্পাঙ্ক
ಸಾಧನ,ডিভাইচ
ಎನ್ ವಿಭಾಗಗಳು,N বিভাজন
ವಿಭಜನೆ ಕ್ಯಾಲ್ಕುಲೇಟರ್,দ্বিবিভাজন কেলকুলেটৰ
ವಿಭಜಕ,বিভাজক
ಡಿ-ಫ್ಲಿಪ್-ಫ್ಲಾಪ್,ডি-ফ্লিপ-ফ্লপ
ಡಿ ಫ್ಲಿಪ್ ಫ್ಲಾಪ್,d ফ্লিপ ফ্লপ
ಅವಾಹಕ ಸ್ಥಿರ,ডাইলেক্ট্ৰিক ধ্ৰুৱক
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ಸ್,ডাইলেক্ট্ৰিকছ
ಡೈಕ್,ডাইক
ಡಯೋಡ್ ಸವೆತ,ডাইঅ&#39;ড খহনীয়া
ಡಯಲ್ ಮಾಡಿ,ডায়েল কৰক
ಮೊನಚಾದ ಡಯಾಫ್ರಾಮ್,টেপাৰ ডায়েফ্ৰাম
ಡೈಸಿ ಚೈನ್,ডেইজী চেইন
ಸ್ಟಾಂಪ್ ಗಾತ್ರ,ডাকটিকটৰ আকাৰ
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ডাইলেক্ট্ৰিক শোষণ
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಲೇಪನ,ডাইলেক্ট্ৰিক আৱৰণ
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಪಾಯಿಂಟ್,ডাইলেক্ট্ৰিক পইণ্ট
"ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ನಷ್ಟ, ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ನಷ್ಟ","ডাইলেক্ট্ৰিক ক্ষতি, ডাইলেক্ট্ৰিক ক্ষতি"
ಡಿಫರೆನ್ಷಿಯಲ್ ಆಂಪ್ಲಿಫಯರ್,ডিফাৰেন্সিয়েল এম্প্লিফায়াৰ
ಡಿಫರೆನ್ಷಿಯಲ್ ಆಂಪ್ಲಿಫಯರ್,ডিফাৰেন্সিয়েল এম্প্লিফায়াৰ
ಡಿಫರೆನ್ಷಿಯಲ್ ಕ್ಯಾಥೋಡ್ ಟ್ರೇಲಿಂಗ್,ডিফাৰেন্সিয়েল কেথ’ড ট্ৰেইলিং
ಡಿಫರೆನ್ಷಿಯಲ್ ಆಪರೇಟರ್,ডিফাৰেন্সিয়েল অপাৰেটৰ
ಡಿಫರೆನ್ಷಿಯಲ್ ಇನ್ಪುಟ್ ವೋಲ್ಟೇಜ್,ডিফাৰেন্সিয়েল ইনপুট ভল্টেজ
ಡಿಫರೆನ್ಷಿಯಲ್ ಮೋಡ್,ডিফাৰেন্সিয়েল মোড
ಡಿಫರೆನ್ಷಿಯಲ್ ಮೋಡ್ ಸೂಚನೆ,ডিফাৰেন্সিয়েল মোড ইংগিত
ವಿಭಿನ್ನ ಜೋಡಿ,ডিফাৰেন্সিয়েল যোৰ
ಡಿಫರೆನ್ಷಿಯಲ್ PSK,ডিফাৰেন্সিয়েল পি এছ কে
ಡಿಫರೆನ್ಷಿಯಲ್ ಸರ್ಕ್ಯೂಟ್,ডিফাৰেন্সিয়েল চাৰ্কিট
ಭೇದಾತ್ಮಕ,ডিফাৰেন্সিয়েল
ಪ್ರಸರಣ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,ডিফ্য়ুজ জংচন ট্ৰেঞ্জিষ্টৰ
ಪ್ರಸರಣ ಪ್ರತಿರೋಧಕ,বিক্ষিপ্ত ৰেজিষ্টৰ
ಪ್ರಸರಣ,প্ৰসাৰণ
ಪ್ರಸರಣ ಕೆಪಾಸಿಟರ್,প্ৰসাৰণ কেপাচিটৰ
ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್,ডিজিটেল ফিল্টাৰ
ಅಂಕ,মানংক
ಡಿಜಿಟಲ್ ಸರ್ಕ್ಯೂಟ್,ডিজিটেল বৰ্তনী
ಡಿಜಿಟಲ್ ಸಂವಹನ,ডিজিটেল যোগাযোগ
ಡಿಜಿಟಲ್ ಹೋಲಿಕೆದಾರ,ডিজিটেল তুলনাকাৰী
ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್,ডিজিটেল কম্পিউটাৰ
ಡಿಜಿಟಲ್ ವಿಳಂಬ,ডিজিটেল বিলম্ব
ಡಿಜಿಟಲ್ ವಿನ್ಯಾಸ ಮೈಕ್ರೋಪವರ್,ডিজিটেল ডিজাইন মাইক্ৰ&#39;পাৱাৰ
ಡಿಜಿಟಲ್ ಪ್ರದರ್ಶನ,ডিজিটেল প্ৰদৰ্শন
ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್,ডিজিটেল ফিল্টাৰ
ಡಿಜಿಟಲ್ ಫಿಲ್ಟರಿಂಗ್,ডিজিটেল ফিল্টাৰিং
ಸಂಖ್ಯಾತ್ಮಕ ತಾರ್ಕಿಕ,সংখ্যাগত যুক্তি
ಸಂಖ್ಯಾತ್ಮಕ ತಾರ್ಕಿಕ,সংখ্যাগত যুক্তি
ಡಿಜಿಟಲ್ ಪಾಲಿಮೀಟರ್,ডিজিটেল পলিমিটাৰ
ಡಿಜಿಟಲ್ ಪಾಲಿಮೀಟರ್,ডিজিটেল মাল্টিমিটাৰ
ಡಿಜಿಟಲ್ ನಾಡಿ,ডিজিটেল পালছ
ಡಿಜಿಟಲ್ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ,ডিজিটেল সংকেত প্ৰক্ৰিয়াকৰণ
ಡಿಜಿಟಲ್ ದೂರದರ್ಶನ,ডিজিটেল টেলিভিছন
ಡಿಜಿಟಲ್ ಅನಲಾಗ್ ಪರಿವರ್ತಕ,ডিজিটেল এনালগ কনভাৰ্টাৰ
ವಿಮೆ,বীমা
ಆಯಾಮದ ಸಮೀಕರಣ,মাত্ৰিক সমীকৰণ
ಡಯೋಡ್,ডাইঅ&#39;ড
ಡಯೋಡ್ ಗುಣಲಕ್ಷಣಗಳು,ডাইঅ&#39;ডৰ বৈশিষ্ট্য
ಡಯೋಡ್ ವಿಶಿಷ್ಟ ಕರ್ವ್,ডাইঅ&#39;ডৰ বৈশিষ্ট্যপূৰ্ণ বক্ৰ
ಡಯೋಡ್ ಡಿಟೆಕ್ಟರ್,ডাইঅ&#39;ড ডিটেক্টৰ
ಡಯೋಡ್ ಗುಣಕ,ডাইঅ&#39;ড বহুগুণক
ಡಯೋಡ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ ಲಾಜಿಕ್/ಡಿಟಿಎಸ್,ডাইঅ&#39;ড ট্ৰেঞ্জিষ্টৰ লজিক/ডিটিএছ
ಮಗಳು,জীয়েক
ನಾಟಿ ಸ್ವಿಚ್,নাতি চুইচ
ಡಿಪ್ಲಾಯ್ಡ್,ডিপ্লয়ড
ದ್ವಿಧ್ರುವಿ,ডাইপোল
ದ್ವಿಧ್ರುವಿ ಆಂಟೆನಾ,ডাইপোল এন্টেনা
ಡೈರಾಕ್,dirac
ನೇರ ವಿಳಾಸ,প্ৰত্যক্ষ ঠিকনা
ನೇರ ಜೋಡಣೆ,প্ৰত্যক্ষ সংযোজন
ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
ನೇರ ಬರವಣಿಗೆಯ ದೇಹ,প্ৰত্যক্ষ লিখাৰ দেহ
ದಿಕ್ಕಿನ ಗ್ಯಾಮೆಟ್,দিশগত গেমেট
ದಿಕ್ಕಿನ ಲಾಭ,দিশগত লাভ
ದಿಕ್ಕು,দিশগততা
ದಿಕ್ಕಿನ ಆಂಟೆನಾ,দিশ এন্টেনা
ಅಸಮರ್ಥ ತನಿಖೆ,অক্ষম কৰা অনুসন্ধান
ಡಿಸ್ಅಸೆಂಬಲ್,ডিএসেম্বল
ಇಮ್ಮರ್ಶನ್,বিসৰ্জন
"ಇಮ್ಮರ್ಶನ್ ಲ್ಯಾಂಪ್, ಇಮ್ಮರ್ಶನ್ ಲ್ಯಾಂಪ್","ইমাৰ্চন লেম্প, ইমাৰ্চন লেম্প"
ಕಣಗಳ ವಸ್ತು,কণাযুক্ত পদাৰ্থ
ವಿತರಣಾ ತೆರಿಗೆ,বিতৰণ কৰ
ಕಾನ್ಕೇವ್ ಆಂಟೆನಾ,অৱতল এন্টেনা
ಡಿಸ್ಕ್,ডিস্ক
ಸ್ಥಳಾಂತರ ಸ್ಥಿರ (ಸ್ಥಿರ),বিচ্যুতি ধ্ৰুৱক (ধ্ৰুৱক)
ಸ್ಥಳಾಂತರ ಪ್ರಸ್ತುತ,বিচ্যুতি কাৰেণ্ট
ಸ್ಥಳಾಂತರ ದೋಷ,বিচ্যুতিৰ ভুল
ಪ್ರದರ್ಶನ,প্ৰদৰ্শন
ಕೊಳೆತ,পচি যোৱা
ಅಸ್ಪಷ್ಟತೆ,বিকৃতি
ವಿರೂಪ ಹಾನಿ,বিকৃতিৰ ক্ষতি
ಅಸ್ಪಷ್ಟತೆ ಪ್ರಸ್ತುತ ಶ್ರೇಣಿ,বিকৃতি বিদ্যুৎ প্ৰবাহৰ পৰিসৰ
ಅಸ್ಪಷ್ಟತೆ ಸ್ಟ್ರೀಮ್ ಕೊಳೆತ,বিকৃতি ধাৰা rot
ಅಸ್ಪಷ್ಟತೆ ಸೂಕ್ಷ್ಮತೆ,বিকৃতি সংবেদনশীলতা
ಅಸ್ಪಷ್ಟತೆ ಗಳಿಕೆ ಅಂಚು,বিকৃতি লাভৰ মাৰ্জিন
ವಿರೂಪತೆಯ ಇನ್ಪುಟ್ ಪ್ರತಿರೋಧ,বিকৃতি ইনপুট ৰেজিষ্টেন্স
ಅಸ್ಪಷ್ಟತೆ ಲೂಪ್ ಲಾಭ,বিকৃতি লুপ লাভ
ವಿತರಿಸಿದ ಆಂಪ್ಲಿಫಯರ್,বিতৰণ কৰা এম্প্লিফায়াৰ
ವಿತರಣೆ ಗುಣಕ,বিতৰণ বহুগুণক
ಬದಲಾವಣೆ ರಿಸೀವರ್,ভেৰিয়েচন ৰিচিভাৰ
ಶೂನ್ಯ ವಿಭಾಗ ಪರೀಕ್ಷೆ,শূন্য বিভাজন পৰীক্ষা
ಡಿ-ಲೇಯರ್,ডি-স্তৰ
ಅಯಾನುಗೋಳದ ಡಿ-ಪದರ,আয়নমণ্ডলৰ D-স্তৰ
ಡಿ-ಮಾಸ್,ঘ-শৈবাল
ಡಾಲ್ಬಿ ದೇಹ,ডলবি শৰীৰ
ಪರಿಣಾಮಕಾರಿ ಧ್ರುವ,ফলপ্ৰসূ মেৰু
ಪರಿಣಾಮಕಾರಿ ಧ್ರುವ ಪ್ರತಿರೋಧ,ফলপ্ৰসূ মেৰু প্ৰতিৰোধ ক্ষমতা
ದಾನಿ ತ್ಯಾಜ್ಯ,দাতাৰ আৱৰ্জনা
ದಾನಿ ವಸ್ತು,দাতাৰ সামগ্ৰী
ಡೋಂಟ್ಕೇರ್ ಸ್ಥಿತಿ,dontcare ৰ অৱস্থা
ಕಲಬೆರಕೆ,ব্যভিচাৰ কৰা
ಡಾಪ್ಲರ್ ಪರಿಣಾಮ,ডপলাৰ ইফেক্ট
ಡಾಪ್ಲರ್ ರಾಡಾರ್,ডপলাৰ ৰাডাৰ
ಡೋಸಿಮೀಟರ್,ডোজিমিটাৰ
ಪಾಯಿಂಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,বিন্দু মেট্ৰিক্স
ಪಾಯಿಂಟ್ ಸಂಕೇತ,বিন্দু সংকেত
ದ್ವಿತೀಯ ಸಂಚಿಕೆ,গৌণ বিষয়
ದ್ವಿಪದರ ಕೆಪಾಸಿಟರ್,দ্বিস্তৰীয় কেপাচিটৰ
ಬೈನೌರಲ್ ಕ್ಲೈಸ್ಟ್ರಾನ್,বাইন&#39;ৰেল ক্লাইষ্ট্ৰন
ದ್ವಿಪಕ್ಷೀಯ ಬಾರ್,দ্বিপাক্ষিক বাৰ
ದ್ವಿಪಕ್ಷೀಯ ಪಿಸಿ ಬೋರ್ಡ್,দ্বিপাক্ষিক পিচি ব’ৰ্ড
ಎರಡು ಗುರುತು,ডাবল মাৰ্কিং
ಡಬಲ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,ডাবল ট্ৰেঞ্জিষ্টৰ
ಡ್ಯುಯಲ್ ಟ್ಯೂನ್ಡ್ ಆಂಪ್ಲಿಫಯರ್,ডুৱেল টিউনড এম্প্লিফায়াৰ
ಡಬಲ್ ಲೇಯರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ ಆಂಪ್ಲಿಫಯರ್,ডাবল লেয়াৰ ট্ৰেঞ্জিষ্টৰ এম্প্লিফায়াৰ
ಡಬಲ್ಸ್,doubles
ಅಡಚಣೆ ಸಮಯ,বাধাৰ সময়
ಔಟ್ಪುಟ್ ವಿದ್ಯುದ್ವಾರ,আউটপুট ইলেক্ট্ৰ&#39;ড
ಟ್ರೇಲಿಂಗ್ ಔಟ್‌ಪುಟ್ ಎಲೆಕ್ಟ್ರೋಡ್,ট্ৰেইলিং আউটপুট ইলেক্ট্ৰ&#39;ড
ಡಿ ರಾಮ್,ঘ ৰাম
ಡಿ ರಾಮ್,ঘ ৰাম
ಹರಿಯುವ ಕೋಶ,ৰানঅফ কোষ
ಹರಿಯುವ ಸ್ಟ್ರೀಮ್,ৰানঅফ ষ্ট্ৰিম
ಹರಿವಿನ ವೇಗ,ৰানঅফৰ বেগ
ರಂದ್ರ ಟೇಪ್,ছিদ্ৰ কৰা টেপ
ನಿರ್ವಾಹಕ ಬಸ್,অপাৰেটৰ বাছ
ಕಾರ್ಯಾಚರಣೆಯ ಹಂತ,অপাৰেটিং পৰ্যায়
ಅಧರ್ಮ,অধৰ্ম
ಒಣ ಕೋಶ,শুকান কোষ
ಒಣ ಎಚ್ಚಣೆ,শুকান এচিং
ಒಣ ಚಿತ್ರ,শুকান ফিল্ম
ಒಣ ಸ್ವಿಚಿಂಗ್,শুকান চুইচিং
ಡ್ರೈಸ್ಟಾಸ್ ಆರ್ಟ್ ಡಿಸ್ಪ್ಲೇಸರ್,ড্ৰাইষ্টাছ আৰ্ট ডিচপ্লেচাৰ
ಡಿ.ಟಿ.ಇ.,ডি.টি.ই.
dtl (ಡಯೋಡ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ ಲಾಜಿಕ್),dtl (ডাইঅ&#39;ড ট্ৰেঞ্জিষ্টৰ লজিক)
"ಡ್ವೈಗೆಟ್ ಫೇಟ್, ಡ್ವೈಗೆಟ್ ಎಫ್. ಇ.ಟಿ.","ড্ৱাইগেট ভাগ্য, ড্ৱাইগেট এফ. ই.টি."
ಎರಡು ಹೊಂದಾಣಿಕೆ,ডুৱেল মেচিং
ಒಂದೆರಡು ಪ್ರಸರಣ,দম্পতী সংক্ৰমণ
ಡಬಲ್ ರೀಡ್ ಸಂಯೋಜಕ,ডাবল ৰিড সমন্বয়ক
"ಡ್ಯುಯಲ್-ಡಿಫರೆನ್ಸ್ ಅನಲಾಗ್, ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ","ডুৱেল-ডিফাৰেন্স এনালগ, ডিজিটেল কনভাৰ্টাৰ"
ದ್ವಿಧ್ರುವಿ ಬದಲಾವಣೆ,ডাইপোল পৰিৱৰ্তন
ಡಬಲ್ ಫಾಲೋ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಕ,ডাবল ফ&#39;ল&#39; ভল্টেজ কন্ট্ৰ&#39;লাৰ
ದ್ವಂದ್ವತೆ,দ্বৈততা
ಡಬಲ್ ರೋಡ್,ডাবল ৰোড
ಮೂಕ ಆಂಟೆನಾ,নিৰৱ এন্টেনা
ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಪ್ರಸರಣ,ডুপ্লেক্স ট্ৰেন্সমিছন
ಉಪಯುಕ್ತತೆ ಅನುಪಾತ,উপযোগিতা অনুপাত
ಉಪಯುಕ್ತತೆ ಅನುಪಾತ ಮಾಡ್ಯುಲೇಶನ್,ইউটিলিটি ৰেচিঅ&#39; মডুলেচন
dB-25 ಕನೆಕ್ಟರ್,dB-25 সংযোগকাৰী
ನಿವಾಸ,ৰেচিডেন্সি
ಕ್ರಿಯಾತ್ಮಕ ಗುಣಲಕ್ಷಣಗಳು,গতিশীল বৈশিষ্ট্য
ಕ್ರಿಯಾತ್ಮಕ ಗುಣಲಕ್ಷಣಗಳು,গতিশীল বৈশিষ্ট্য
ಡೈನಾಮಿಕ್ ಕರೆಂಟ್,ডাইনামিক কাৰেণ্ট
ಡೈನಾಮಿಕ್ ಪ್ರತಿರೋಧ,ডাইনামিক ইম্পিডেন্স
"ಡೈನಾಮಿಕ್ ಲೋಡ್ ಲೈನ್, ಲೋಡ್ ಲೈನ್","ডাইনামিক লোড লাইন, লোড লাইন"
ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ,গতিশীল স্মৃতিশক্তি
ವೇರಿಯಬಲ್ ಮೆಮೊರಿ ಸೆಲ್,ভেৰিয়েবল মেমৰি চেল
ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ ರಿಫ್ರೆಶರ್,ডাইনামিক মেমৰি ৰিফ্ৰেচাৰ
ಡೈನಾಮಿಕ್ ಮೌಸ್ ವಿಲೋಮ,গতিশীল মাউছ ওলোটা
ಡೈನಾಮಿಕ್ RAM ಡೈನಾಮಿಕ್ RAM,গতিশীল ৰেম গতিশীল ৰেম
ಕ್ರಿಯಾತ್ಮಕ ವ್ಯಾಪ್ತಿಯನ್ನು,ডাইনামিক ৰেঞ্জ
ಕ್ರಿಯಾತ್ಮಕ ಪ್ರತಿರೋಧ,গতিশীল ৰেজিষ্টেন্স
ಡೈನಾಮಿಕ್ ಡಿಸ್ಪ್ಲೇಸ್ಮೆಂಟ್ ರಿಜಿಸ್ಟರ್,গতিশীল বিচ্যুতি পঞ্জিকা
ಡೈನಾಮಿಕ್ ಪರೀಕ್ಷೆ,গতিশীল পৰীক্ষা
ಡೈನಾಮಿಕ್ ವಿಡಿಯೋ ರಾಂಡಮ್ ಆಕ್ಸೆಸ್ ಮೆಮೊರಿ (DVRAM),ডাইনামিক ভিডিঅ&#39; ৰেণ্ডম এক্সেছ মেমৰি (DVRAM)
ಡೈನಮೋ,ডাইনামো
ಡೈನಮೋಮೀಟರ್,ডাইনামোমিটাৰ
ಡೈನಿಟ್ರಾನ್ ಆಂದೋಲಕ,ডাইনিট্ৰন দোলক
"ಆರಂಭಿಕ ಪರಿಣಾಮ, ಆರಂಭಿಕ ಪರಿಣಾಮ","আগতীয়া প্ৰভাৱ, আগতীয়া প্ৰভাৱ"
ಇ ಒಂದು ರೋಮ್,ই এ ৰম
ಭೂಮಿಯ ಸಂಪರ್ಕ,পৃথিৱী সংযোগ
ನೆಲದ ನಿಲ್ದಾಣ,গ্ৰাউণ্ড ষ্টেচন
ಎಬರ್ಸ್-ಮೌಲ್-ಸಮೀಕರಣ,এবাৰ্ছ-মৌল-সমীকৰণ
ಎಬರ್ಸ್-ಮೌಲ್-ಮಾಡೆಲ್,এবাৰ্ছ-মৌল-মডেল
ಪ್ರತಿಧ್ವನಿ,প্ৰতিধ্বনি
ಪ್ರತಿಧ್ವನಿ ವಿರೋಧಿ,এন্টি ইকো
ಎಡ್ಡಿ ಕರೆಂಟ್,এডি কাৰেণ্ট
ಸ್ಟ್ರಾಂಡ್ ಕನೆಕ್ಟರ್,ষ্ট্ৰেণ্ড সংযোগকাৰী
ಕೋರ್ ಡಿಟೆಕ್ಟರ್,কোৰ ডিটেক্টৰ
