Tamil,Bengali
ஒன்றிணைகின்றன,একত্রিত
சராசரியாக ஒன்றிணைதல்,মানে অভিসারন
சராசரி சதுரத்தில் ஒன்றிணைதல்,গড় বর্গক্ষেত্রে অভিসরণ
நிகழ்தகவில் ஒன்றிணைதல்,সম্ভাবনার মধ্যে অভিসারন
ஒருங்கிணைப்பு வரம்பு,অভিসার সীমা
குவிதல் ஆரம்,অভিসার ব্যাসার্ধ
ஒன்றிணைந்த பகுதி,অভিসারী অঞ্চল
ஒன்றிணைந்த,অভিসারী
குவிந்த வரிசை,অভিসারী ক্রম
குவிந்த தொடர்,অভিসারী সিরিজ
உரையாடுங்கள்,কথোপকথন
மாறாக,বিপরীতভাবে
மாற்று பின்னம்,রূপান্তর ভগ্নাংশ
மாற்று அட்டவணை,রূপান্তর টেবিল
குவிந்த,উত্তল
குவிந்த உடல்,উত্তল শরীর
குவிந்த கலவை,উত্তল সংমিশ্রণ
குவிந்த உறை (=குவிந்த மேலோடு),উত্তল আবরণ (=উত্তল হুল)
குவிந்த செயல்பாடு,উত্তল ফাংশন
குவிந்த நேரியல் சேர்க்கைகள்,উত্তল রৈখিক সমন্বয়
குவிந்த நேரியல் நிரலாக்கம்,উত্তল রৈখিক প্রোগ্রামিং
குவிந்த மெட்ரிக் இடம்,উত্তল মেট্রিক স্থান
குவிந்த பாலிஹெட்ரான்,উত্তল পলিহেড্রন
குவிந்த நிரலாக்க,উত্তল প্রোগ্রামিং
குவிந்த பகுதி,উত্তল অঞ্চল
குவிந்த தொகுப்பு,উত্তল সেট
வளைவு,আবর্তন
ஒருங்கிணைப்பு,অবিচ্ছেদ্য convolution
கன்வல்யூஷன் தேற்றம் (= ஃபால்டங் தேற்றம்),আবর্তন উপপাদ্য (= ফাল্টুং উপপাদ্য)
ஒருங்கிணைக்க,সমন্বয়
ஒருங்கிணைப்பு அச்சு,সমন্বয় অক্ষ
ஒருங்கிணைப்பு வடிவியல்,স্থানাঙ্ক জ্যামিতি
ஒருங்கிணைப்பு விமானம்,সমতল তুল্য
ஒருங்கிணைப்புகள்,স্থানাঙ্ক
ஒருங்கிணைப்பு அமைப்பு,তুল্য সিস্টেম
கோப்பர்நிக்கன் அமைப்பு,কোপারনিকান সিস্টেম
கோப்ளனார்,কপ্ল্যানার
கோப்ளனார் படைகள்,সমতলীয় বাহিনী
சகிப்புத்தன்மை,সমপ্ল্যানারিটি
முதன்மை எண்கள்,কপ্রাইম সংখ্যা
திருத்தம் காரணி,সংশোধনের ব্যাপার
சரியான தீர்வு,সঠিক সমাধান
தொடர்பு,পারস্পরিক সম্পর্ক
தொடர்பு குணகம்,পারস্পরিক সম্পর্ক সহগ
தொடர்பு வரைபடம்,পারস্পরিক সম্পর্ক চিত্র
தொடர்பு செயல்பாடு,পারস্পরিক সম্পর্ক ফাংশন
தொடர்பு அணி,পারস্পরিক সম্পর্ক ম্যাট্রিক্স
தொடர்பு விகிதம்,পারস্পরিক সম্পর্ক অনুপাত
தொடர்பு வரைபடம்,কোরিলোগ্রাম
தொடர்பு பகுப்பாய்வு,কোরিলোগ্রাম বিশ্লেষণ
ஒத்துள்ளது,অনুরূপ
கடிதக் கொள்கை,চিঠিপত্র নীতি
தொடர்புடைய கோணம்,সংশ্লিষ্ট কোণ
தொடர்புடைய பக்கம்,সংশ্লিষ্ট পক্ষ
கோசெட்,coset
கொசைன்,কোসাইন
கொசைன் சட்டம்,কোসাইন আইন
செலவு பகுப்பாய்வு,খরচ বিশ্লেষণ
செலவு அதிகரிப்பு,খরচ সর্বোচ্চকরণ
எண்ணக்கூடிய கோட்பாடு,গণনাযোগ্যতা স্বতঃসিদ্ধ
எண்ணத்தக்க,গণনার যোগ্য
கணக்கிடக்கூடிய சேர்க்கை,গণনাযোগ্য সংযোজন
கணக்கிடக்கூடிய அடிப்படை,গণনাযোগ্য ভিত্তি
கணக்கிடக்கூடிய அடிப்படை,গণনাযোগ্য ভিত্তি
கணக்கிடக்கூடிய தொகுப்பு,গণনাযোগ্য সেট
எண்ணத்தக்க அளவில் எல்லையற்றது,গণনাযোগ্যভাবে অসীম
கவுண்டர்,পাল্টা
எதிர் கடிகார திசையில்,ঘড়ির কাঁটার বিপরীত দিকে
எதிர் உதாரணம்,পাল্টা উদাহরণ
இணை மாறுபாடு,সহবাস
கூட்டுறவு சட்டம்,সহবাস আইন
covariance matrix,সহভেদাংক ম্যাট্রিক্স
இணைவு முறை,সহবাস পদ্ধতি
இணைவு நுட்பம்,সহবাস কৌশল
கிராமர் விதி,ক্রেমারের নিয়ম
க்ரேமர்-ராவ் சமத்துவமின்மை,ক্রেমার-রাও অসমতা
அளவுகோல் செயல்பாடு (=புறநிலை செயல்பாடு),মানদণ্ড ফাংশন (=উদ্দেশ্য ফাংশন)
முக்கியமான கோணம்,সংকটপূর্ণ কোণ
முக்கியமான புள்ளி,সমালোচনামূলক পয়েন্ট
செயல்பாட்டின் முக்கிய புள்ளி,ফাংশনের সমালোচনামূলক পয়েন্ট
முக்கிய மதிப்பு,সমালোচনামূলক মান
முக்கியமான வேகம்,সমালোচনামূলক বেগ
குறுக்கு தொடர்பு செயல்பாடு,ক্রস পারস্পরিক সম্পর্ক ফাংশন
குறுக்கு தயாரிப்பு,ক্রস পণ্য
குறுக்கு விகிதம்,ক্রস অনুপাত
குறுக்கு வெட்டு,ক্রস সেকশনিং
மறைவான,ক্রিপ্ট
கன,ঘনক্ষেত্র
கனசதுர எண்,ঘনক সংখ্যা
கன வேர்,ঘনমূল
கன சதுரம்,ঘন
கனசதுர,ঘনক্ষেত্র
கன சமன்பாடு,ঘন সমীকরণ
கன அங்குலம்,ঘন ইঞ্চি
கன மீட்டர்,ঘন মিটার
கன பரவளையம்,কিউবিক প্যারাবোলা
கன வேர்,ঘনমূল
கன கால,ঘন শব্দ
கனசதுரம்,ঘনক্ষেত্র
ஒட்டுமொத்த,ক্রমবর্ধমান
ஒட்டுமொத்த வளைவு,ক্রমবর্ধমান বক্ররেখা
ஒட்டுமொத்த விநியோக செயல்பாடு,ক্রমবর্ধমান বিতরণ ফাংশন
ஒட்டுமொத்த அதிர்வெண்,ক্রমোযোজিত গনসংখ্যা
ஒட்டுமொத்த அதிர்வெண் செயல்பாடு,ক্রমবর্ধমান ফ্রিকোয়েন্সি ফাংশন
ஒட்டுமொத்த அலைவரிசை வரைபடம்,ক্রমবর্ধমান ফ্রিকোয়েন্সি গ্রাফ
ஒட்டுமொத்த நிகழ்தகவு செயல்பாடு,ক্রমবর্ধমান সম্ভাব্যতা ফাংশন
சுருட்டை,কার্ল
ஒற்றுமையின் சுருட்டை,সঙ্গতি কার্ল
திசையன் சுருட்டை,ভেক্টরের কার্ল
சுருள் அடைப்புக்குறி,কোঁকড়া বন্ধনী
தற்போதைய,বর্তমান
தற்போதைய புள்ளி,বর্তমান বিন্দু
வளைவு,বক্রতা
வளைவு விளைவு,বক্রতা প্রভাব
வளைவு,বক্ররেখা
வளைந்த கோடு,বক্র রেখা
வளைவு தடமறிதல்,বক্ররেখা ট্রেসিং
வளைவு அறிகுறி,কার্ভিলিনিয়ার অ্যাসিম্পটোট
வளைவு ஆயத்தொகுப்புகள்,বক্ররেখা স্থানাঙ্ক
வளைவு பின்னடைவு,বক্ররেখার রিগ্রেশন
சிகரம்,cusp
மிதிவண்டி,সাইকেল
சுழற்சி மாறுபாடு,চক্রীয় প্রকরণ
சுழற்சி குறுக்கு தயாரிப்பு,চক্রীয় ক্রস পণ্য
சுழற்சி தேவை,চক্রাকার চাহিদা
சுழற்சி வெளிப்பாடு,চক্রীয় অভিব্যক্তি
சுழற்சி குழு,চক্রাকার গ্রুপ
சுழற்சி வரிசைமாற்றம்,চক্রীয় স্থানচ্যুতি
சைக்ளோயிட்,সাইক্লয়েড
உருளை,সিলিন্ডার
உருளை,নলাকার
உருளை மேற்பரப்பு,নলাকার পৃষ্ঠ
சைபர்,সাইফার
டி&#39;அலெம்பெர்ட்டின் கொள்கை,ডি&#39;আলেমবার্টের নীতি
ஹார்மோனிக் செயல்பாடு குறைக்கப்பட்டது,স্যাঁতসেঁতে সুরেলা ফাংশন
damping மாறிலி,স্যাঁতসেঁতে ধ্রুবক
தகவல்கள்,তথ্য
தரவு தோற்றம்,তথ্য উৎপত্তি
தரவு செயலாக்க அமைப்பு,ডেটা প্রসেসিং সিস্টেম
தரவு செயலி,ডাটা প্রসেসর
தரவுத்தாள்,তথ্য তালিকা
தசமகோணம்,দশভুজ
தசாப்தம்,ডেকাগ্রাম
தசமானி,ডেকামিটার
சிதைவு நிலையானது,ক্ষয় ধ্রুবক
சிதைவு வளைவு,ক্ষয় বক্ররেখা
ஒழுக்கமான செயல்பாடு,শালীন ফাংশন
டெசிகிராம்,ডেসিগ্রাম
பத்து,decile
தசம,দশমিক
தசம குறியீடு,দশমিক কোড
தசம குறியிடப்பட்ட இலக்கம்,দশমিক কোডেড সংখ্যা
தசம விரிவாக்கம்,দশমিক সম্প্রসারণ
தசம பின்னம்,দশমিক ভগ্নাংশ
தசம குறியீடு,দশমিক স্বরলিপি
தசம எண் அமைப்பு,দশমিক সংখ্যা পদ্ধতি
தசம புள்ளி,দশমিক বিন্দু
தசம அளவு,দশমিক স্কেল
தசம அமைப்பு,দশমিক সিস্টেম
டெசிமீட்டர்,ডেসিমিটার
புரிந்து கொள்ளுதல்,পাঠোদ্ধার
முடிவு மாதிரி,সিদ্ধান্ত মডেল
முடிவு கோட்பாடு,সিদ্ধান্ত তত্ত্ব
முடிவு மாறி,সিদ্ধান্ত পরিবর্তনশীল
குறிவிலக்கி,ডিকোডার
டிகோடிங்,ডিকোডিং
மக்கக்கூடிய தொகுப்பு,পচনযোগ্য সেট
குறைகிறது,হ্রাস
செயல்பாடு குறைகிறது,ফাংশন হ্রাস
Dedekind இன் வெட்டு,Dedekind এর কাটা
டெட்கிண்டின் தேற்றம்,ডেডেকাইন্ডের উপপাদ্য
அனுமானிக்க,অনুমান করা
கழித்தல் முறை,ডিডাক্টিভ পদ্ধতি
குறைபாடுள்ள,ত্রুটিপূর্ণ
சமன்பாட்டை வரையறுக்கிறது,সংজ্ঞায়িত সমীকরণ
திட்டவட்டமான ஒருங்கிணைந்த,নির্দিষ্ট অবিচ্ছেদ্য
திட்டவட்டமான அணி,নির্দিষ্ট ম্যাট্রিক্স
வரையறை,সংজ্ঞা
சிதைவு வளைவு,বিকৃতি বক্ররেখা
சிதைந்த மேற்பரப்பு,বিকৃত পৃষ্ঠ
சீரழிவு,অধঃপতন
போக்குவரத்து சிக்கல்களில் சீரழிவு,পরিবহন সমস্যায় অধঃপতন
பட்டம்,ডিগ্রী
வேறுபட்ட சமன்பாட்டின் அளவு,ডিফারেনশিয়াল সমীকরণ ডিগ্রী
சுதந்திரம் பட்டம்,স্বাধীনতা ডিগ্রী
பல்லுறுப்புக்கோவை பட்டம்,বহুপদ ডিগ্রী
நீக்கப்பட்ட அக்கம்,মুছে ফেলা পাড়া
டெல்டா செயல்பாடு,ডেল্টা ফাংশন
தேவை மற்றும் பயன்பாட்டு வளைவு,চাহিদা এবং ইউটিলিটি বক্ররেখা
கோரிக்கை சமன்பாடு,চাহিদা সমীকরণ
கோரிக்கை செயல்பாடு,চাহিদা ফাংশন
மக்கள்தொகை ஆய்வு,ডেমোগ্রাফিক অধ্যয়ন
மக்கள்தொகையியல்,জনসংখ্যা
டி மோவ்ரேயின் தேற்றம்,De Moivre এর উপপাদ্য
நிரூபிக்க,প্রদর্শন
ஆர்ப்பாட்டம்,প্রদর্শন
ஆர்ப்பாட்ட வடிவியல்,প্রদর্শনমূলক জ্যামিতি
வகுக்கும்,হর
அடர்த்தியான தொகுப்பு,ঘন সেট
அடர்த்தி,ঘনত্ব
கணக்கிட முடியாத தொகுப்பு,গণনাযোগ্য সেট
புறப்படும் மாறிகள்,প্রস্থান ভেরিয়েবল
சார்ந்த நிகழ்வு,নির্ভরশীল ঘটনা
சார்பு சீரற்ற மாறி,নির্ভরশীল র্যান্ডম পরিবর্তনশীল
சார்பு மாறி,নির্ভরশীল পরিবর্তনশীল
சார்பு மாறுபாடு,নির্ভরশীল বৈচিত্র
மனச்சோர்வு கோணம்,বিষণ্নতা কোণ
வழித்தோன்றல்,ডেরিভেশন
வழித்தோன்றல்,অমৌলিক
பெறப்பட்ட தொடர்,প্রাপ্ত সিরিজ
பெறப்பட்ட தொகுப்பு,প্রাপ্ত সেট
இறங்குதல்,অবরোহী
இறங்கு வரிசை,অবরোহী ক্রম
இறங்கு தொடர்,অবরোহী সিরিজ
விளக்க வடிவியல்,বর্ণনামূলক জ্যামিতি
விளக்க மாதிரி,বর্ণনামূলক মডেল
விளக்கமான புள்ளிவிபரங்கள்,বর্ণনামূলক পরিসংখ্যান
வடிவமைப்பு,নকশা
சோதனை வடிவமைப்பு,পরীক্ষার নকশা
மேசை கால்குலேட்டர்,ডেস্ক ক্যালকুলেটর
கண்டறிதல்,সনাক্তকরণ
தீர்மானிக்கும்,নির্ধারক
தீர்மானிக்கும் தரவரிசை,নির্ধারক পদমর্যাদা
தீர்மானிக்க,নির্ধারণ
தீர்மானிக்கும் மாதிரி,নির্ধারক মডেল
தீர்மானிக்கும் பிரச்சனை,নির্ধারক সমস্যা
விலகல்,বিচ্যুতি
விலகல் குணகம்,বিচ্যুতি সহগ
டயடிக் அமைப்பு,ডায়াডিক সিস্টেম
மூலைவிட்டமான,তির্যক
ஒரு அணி மூலைவிட்டமாக்கல்,একটি ম্যাট্রিক্সের তির্যককরণ
மூலைவிட்ட அணி,তির্যক ম্যাট্রিক্স
மூலைவிட்ட ஒற்றுமை,তির্যক সাদৃশ্য
வரைபடம்,চিত্র
வரைபட முறை,ডায়াগ্রামেটিক পদ্ধতি
வரைபட விளக்கக்காட்சி,ডায়াগ্রামেটিক উপস্থাপনা
விட்டம்,ব্যাস
ஒரு தொகுப்பின் விட்டம்,একটি সেটের ব্যাস
முற்றிலும் எதிர்,diametrically বিপরীত
பகடை வீசுதல்,পাশা নিক্ষেপ
இருவகை வகைப்பாடு,দ্বিমুখী শ্রেণীবিভাগ
இருவகை,দ্বিধাবিভক্তি
அகராதி ஒழுங்கு,অভিধান আদেশ
வேறுபாடு கணக்கீடு,পার্থক্য ক্যালকুলাস
வேறுபாடு சமன்பாடு,পার্থক্য সমীকরণ
வேறுபாடு சூத்திரம்,পার্থক্য সূত্র
வேறுபாடு முறை,পার্থক্য পদ্ধতি
தொகுப்புகளின் வேறுபாடு,সেটের পার্থক্য
வேறுபடுத்தக்கூடியது,পার্থক্যযোগ্য
வேறுபட்ட வளைவு,পার্থক্যযোগ্য বক্ররেখা
வேறுபட்ட செயல்பாடு,পার্থক্যযোগ্য ফাংশন
வித்தியாசமான,ডিফারেনশিয়াল
வேறுபட்ட கணக்கீடு,অন্তরীকরণ ক্যালকুলাস
வேறுபட்ட குணகம்,ডিফারেনশিয়াল সহগ
வகையீட்டு சமன்பாடு,আঙ্গক
வேறுபட்ட வடிவம்,ডিফারেনশিয়াল ফর্ম
வேறுபட்ட சூத்திரம்,ডিফারেনশিয়াল সূত্র
வேறுபட்ட செயல்பாடு,ডিফারেনশিয়াল ফাংশন
வேறுபட்ட வடிவியல்,ডিফারেনশিয়াল জ্যামিতি
உயர் வரிசையின் வேறுபாடு,উচ্চ ক্রম ডিফারেনশিয়াল
வேறுபட்ட அளவு,ডিফারেনশিয়াল ভাগফল
வேறுபடுத்தி,পার্থক্য করা
வேறுபாடு,পৃথকীকরণ
வேறுபாடு சூத்திரம்,পার্থক্য সূত্র
திசையன் வேறுபாடு,ভেক্টরের পার্থক্য
பரவல்,বিস্তার
இலக்கம்,অঙ্ক
டிஜிட்டல் கணினி,ডিজিটাল কম্পিউটার
டிஜிட்டல் தரவு,ডিজিটাল তথ্য
பரிமாணம்,মাত্রা
பரிமாணம்,মাত্রিকতা
பரிமாணமற்ற,মাত্রাহীন
ஒரு சமன்பாட்டின் பரிமாணம்,একটি সমীকরণের মাত্রা
diophantine சமன்பாடு,ডায়োফ্যান্টাইন সমীকরণ
சாய்வு கோணம்,ডুব কোণ
இருமுனை ஆயத்தொகுப்புகள்,দ্বিপোলার স্থানাঙ্ক
இருமுனை,ডাইপোল
இருபிரமிட் (பைபிரமிட்),ডিপিরামিড (বাইপিরামিড)
டைராக் டெல்டா செயல்பாடு,ডিরাক ডেল্টা ফাংশন
நேரடி பொதுவான தொடுகோடு,সরাসরি সাধারণ স্পর্শক
இயக்கிய கோணம்,নির্দেশিত কোণ
இயக்கிய வரி,নির্দেশিত লাইন
திசை வழித்தோன்றல்,নির্দেশমূলক ডেরিভেটিভ
திசை கொசைன்,দিক কোসাইন
அதிகபட்ச திசை,ম্যাক্সিমা এর দিক
திட்ட திசை,অভিক্ষেপের দিক
திசை விகிதம்,দিক অনুপাত
இயக்குனர் வட்டம்,পরিচালক চক্র
இயக்குனர் கோளம்,পরিচালক ক্ষেত্র
நேரடி தயாரிப்பு,সরাসরি পণ্য
நேரடி ஆதாரம்,সরাসরি প্রমাণ
நேரடி விகிதம்,সরাসরি সমানুপাত
டைரக்ட்ரிக்ஸ்,directrix
நேரடித் தொகை,সরাসরি যোগফল
துண்டிக்கப்பட்ட தொகுப்புகள்,সংযোগ বিচ্ছিন্ন সেট
தொடர்ச்சியின்மை,বিরতি
வழித்தோன்றலின் தொடர்ச்சியின்மை,ডেরিভেটিভের বিচ্ছিন্নতা
முதல் வகையான இடைநிறுத்தம்,প্রথম ধরনের বিচ্ছিন্নতা
இரண்டாவது வகையான தொடர்ச்சியின்மை,দ্বিতীয় ধরনের বিচ্ছিন্নতা
இடைவிடாத விநியோகம்,অবিচ্ছিন্ন বিতরণ
இடைவிடாத செயல்பாடு,অবিচ্ছিন্ন ফাংশন
இடைவிடாத மாறுபாடு,অবিচ্ছিন্ন বৈচিত্র্য
தனித்தனி,বিযুক্ত
தனித்துவமான விநியோகம்,বিচ্ছিন্ন বন্টন
தனித்துவமான நிகழ்தகவு பரவல்,বিচ্ছিন্ন সম্ভাব্যতা বন্টন
தனித்த சீரற்ற மாறி,বিচ্ছিন্ন এলোমেলো পরিবর্তনশীল
தனித்த மாதிரி இடம்,বিচ্ছিন্ন নমুনা স্থান
தனித்துவமான தொகுப்பு,বিযুক্ত সেট
தனி இடம்,পৃথক স্থান
தனித்த இடவியல்,বিচ্ছিন্ন টপোলজি
தனித்த மாறுபாடு,বিযুক্ত বৈচিত্র
பாரபட்சமான,বৈষম্যমূলক
பாகுபாடு பகுப்பாய்வு (=பாகுபாடு பகுப்பாய்வு),বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ)
பிரித்தல்,বিচ্ছিন্ন করা
மாறுபட்ட நிகழ்வுகள்,বিচ্ছিন্ন ঘটনা
பிரிக்கப்பட்ட தொகுப்புகள்,বিচ্ছিন্ন সেট
ஒன்றிணைந்த தொழிற்சங்கம்,বিচ্ছিন্ন ইউনিয়ন
பிரித்தல்,বিচ্ছিন্নতা
சிதறல்,বিচ্ছুরণ
சிதறல் விளக்கப்படம்,বিচ্ছুরণ চার্ট
சிதறல் மாறிலி,বিচ্ছুরণ ধ্রুবক
சிதறல் வரைபடம்,বিচ্ছুরণ চিত্র
சிதறல் அணி (=கோவேரியன்ஸ் மேட்ரிக்ஸ்),বিচ্ছুরণ ম্যাট্রিক্স (=কোভারিয়েন্স ম্যাট্রিক্স)
இடப்பெயர்ச்சி,উত্পাটন
காட்சி,প্রদর্শন
காட்சி அலகு (=கன்சோல்),প্রদর্শন ইউনিট (= কনসোল)
ஒற்றுமையற்ற,ভিন্ন
சிதறடிக்கும் சக்திகள்,অপব্যয়কারী শক্তি
தூர செயல்பாடு,দূরত্ব ফাংশন
தூர மாடுலஸ்,দূরত্ব মডুলাস
விநியோகம் இல்லாத முறை,বিতরণ-মুক্ত পদ্ধতি
விநியோக சட்டம்,বন্টনমূলক আইন
வேறுபடுகின்றன,বিচ্যুত
வேறுபாடு,বিচ্যুতি
வேறுபாடு தேற்றம்,ভিন্নতা উপপাদ্য
மாறுபட்ட,divergent
மாறுபட்ட தொடர்,ভিন্ন সিরিজ
பிரிக்கப்பட்ட வேறுபாடு,বিভক্ত পার্থক্য
வகுக்கும் தன்மை,বিভাজ্যতা
வகுபடக்கூடியது,বিভাজ্য
பிரிவு,বিভাগ
பிரிவு அல்காரிதம்,বিভাগ অ্যালগরিদম
பிரிவு வளையம்,বিভাগ রিং
dodecagon,ডোডেকাগন
பன்னிருமுகி,dodecahedron
களம்,ডোমেইন
ஒரு செயல்பாட்டின் களம்,একটি ফাংশনের ডোমেইন
வரையறையின் களம்,সংজ্ঞার ডোমেইন
இருப்பு களம்,অস্তিত্বের ডোমেইন
மேலாதிக்க மூலோபாயம்,প্রভাবশালী কৌশল
டாப்ளர் விளைவு,ডপলার এফেক্ট
டாட் தயாரிப்பு,বিন্দু পণ্য
புள்ளியிடப்பட்ட வளைவு,বিন্দুযুক্ত বক্ররেখা
இரட்டை வேறுபாடு,ডবল পার্থক্য
இரட்டை அதிவேக விநியோகம்,ডবল সূচকীয় বন্টন
இரட்டை சுருள்,ডবল হেলিক্স
இரட்டை ஒருங்கிணைந்த,ডবল অবিচ্ছেদ্য
இரட்டை ஒருங்கிணைப்பு,ডবল ইন্টিগ্রেশন
இரட்டை வரம்பு,দ্বিগুণ সীমা
இரட்டை மாதிரி திட்டம்,ডবল নমুনা পরিকল্পনা
இரட்டை வரிசை,ডবল ক্রম
இரட்டை தொடர்,ডবল সিরিজ
இரட்டை பின்னொட்டு குறியீடு,ডবল প্রত্যয় স্বরলিপি
இரட்டை கூட்டுத்தொகை,ডবল সমষ্টি
கீழ்நோக்கிய முடுக்கம்,নিম্নগামী ত্বরণ
கீழ்நோக்கிய இடப்பெயர்ச்சி,নিম্নগামী স্থানচ্যুতি
கீழ்நோக்கிய இயக்கம்,নিম্নগামী গতি
கீழ்நோக்கிய வேகம்,নিম্নগামী বেগ
இழுத்து,টানুন
இழுவிசை,ড্র্যাগ বল
இரட்டை,দ্বৈত
இரட்டை அடிப்படையில்,দ্বৈত ভিত্তি
இரட்டை உள் தயாரிப்பு,দ্বৈত অভ্যন্তরীণ পণ্য
இரட்டை நேரியல் நிரலாக்க சிக்கல்,ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা
இரட்டை செயல்பாடு,দ্বৈত অপারেশন
இரட்டை பிரச்சனை,দ্বৈত সমস্যা
இரட்டை சிம்ப்ளக்ஸ் அல்காரிதம்,ডুয়াল সিমপ্লেক্স অ্যালগরিদম
இரட்டை எளிய நுட்பம்,ডুয়াল সিমপ্লেক্স কৌশল
இரட்டை இடம்,দ্বৈত স্থান
இரட்டை மாறி,দ্বৈত পরিবর্তনশীল
இரட்டை திசையன் இடம்,দ্বৈত ভেক্টর স্থান
போலி குறியீடு,ডামি সূচক
போலி சந்தா,ডামি সাবস্ক্রিপ্ট
போலி பின்னொட்டு,ডামি প্রত্যয়
போலி மாறி,ডামি পরিবর্তনশীল
நகல் செயல்முறை,সদৃশ প্রক্রিয়া
மாறும்,গতিশীল
இயக்க அமைப்பு,গতিশীল সিস্টেম
மாறும் தேவை செயல்பாடு,গতিশীল চাহিদা ফাংশন
டைனமிக் மாதிரி,গতিশীল মডেল
மாறும் நிரலாக்க,গতিশীল প্রোগ্রামিং
மாறும் நிரலாக்க அணுகுமுறை,গতিশীল প্রোগ্রামিং পদ্ধতি
டைனமிக் நிரலாக்க நுட்பம்,গতিশীল প্রোগ্রামিং কৌশল
இயக்கவியல்,গতিবিদ্যা
ஒரு துகள் இயக்கவியல்,একটি কণার গতিবিদ্যা
திடமான உடல்களின் இயக்கவியல்,অনমনীয় শরীরের গতিশীলতা
பூமி,পৃথিবী
பூகம்பத்தின் தீவிரம்,ভূমিকম্পের তীব্রতা
விசித்திரத்தன்மை,উদ্ভটতা
கிரகணம்,গ্রহন
பொருளாதார கணிப்பு,অর্থনৈতিক পূর্বাভাস
பொருளாதார நிபுணர்,অর্থনীতিবিদ
பொருளாதார அளவியல்,অর্থনীতি
பொருளாதாரம்,অর্থনীতি
விளிம்பு,প্রান্ত
ஒரு குவிந்த தொகுப்பின் விளிம்பு,একটি উত্তল সেটের প্রান্ত
செயல்திறன் காரணி,দক্ষতা ফ্যাক্টর
ஈஜென் உறுப்பு,eigen উপাদান
ஈஜென் செயல்பாடு,eigen ফাংশন
ஈஜென் மதிப்பு,eigen মান
ஈஜென் மதிப்பு சமன்பாடு,eigen মান সমীকরণ
ஈஜென் திசையன்,eigen ভেক্টর
மீள்,ইলাস্টিক
மீள் மாறிலி,ইলাস্টিক ধ্রুবক
மீள் சமநிலை,ইলাস্টিক ভারসাম্য
நெகிழ்ச்சி,স্থিতিস্থাপকতা
நெகிழ்ச்சி மேற்பரப்பு,স্থিতিস্থাপকতা পৃষ্ঠ
மின்னணு கணினி,ইলেকট্রনিক কম্পিউটার
உறுப்பு,উপাদান
அடிப்படை நிரல் செயல்பாடு,প্রাথমিক কলাম অপারেশন
ஆரம்ப நிகழ்வு,প্রাথমিক ঘটনা
அடிப்படை செயல்பாடு,প্রাথমিক ফাংশন
அடிப்படை செயல்பாடு,প্রাথমিক অপারেশন
அடிப்படை முடிவு,প্রাথমিক ফলাফল
அடிப்படை நிகழ்தகவு சட்டம்,প্রাথমিক সম্ভাব্যতা আইন
அடிப்படை வரிசை செயல்பாடு,প্রাথমিক সারি অপারেশন
ஒழிக்க,নিষ্কাশন করা
நீக்குதல் செயல்முறை,নির্মূল পদ্ধতি
நீள்வட்டம்,উপবৃত্ত
நீள்வட்டம்,উপবৃত্তাকার
நீள்வட்டம்,উপবৃত্তাকার
நீள்வட்ட மேற்பரப்பு,উপবৃত্তাকার পৃষ্ঠ
நீள்வட்ட உடல்,উপবৃত্তাকার শরীর
உட்பொதித்தல்,এমবেডিং
உமிழ்வு,নিঃসরণ
அனுபவ தரவு,গবেষণামূলক তথ্য
அனுபவ சூத்திரம்,গবেষণামূলক সূত্র
அனுபவ நிகழ்தகவு,অভিজ্ঞতামূলক সম্ভাবনা
அனுபவ உறவு,অভিজ্ঞতামূলক সম্পর্ক
வெற்று தொகுப்பு,ফাঁকা সেট
மூடப்பட்டது,ঘিরা
குறியாக்கம்,এনকোডিং
எண்டோமார்பிசம்,এন্ডোমরফিজম
இறுதி புள்ளி,শেষপ্রান্ত
வகுப்பு இடைவெளியின் இறுதிப் புள்ளி,ক্লাস ব্যবধানের শেষ বিন্দু
ஆற்றல்,শক্তি
ஆற்றல் வேக கூறு,শক্তি ভরবেগ উপাদান
மாறி நுழைகிறது,পরিবর্তনশীল প্রবেশ করান
எண்ணற்ற தொகுப்பு,গণনাযোগ্য সেট
கணக்கீடு,গণনা
சமமான,সমান
சமத்துவம்,সমতা
சமமாக வாய்ப்பு,সমান সম্ভাবনা
சம நிகழ்தகவு தேர்வு முறை (=epsem),সমান সম্ভাব্যতা নির্বাচন পদ্ধতি (=epsem)
சமன்,সমান করা
சமன்பாடு,সমীকরণ
முதல் பட்டத்தின் சமன்பாடு,প্রথম ডিগ্রির সমীকরণ
இரண்டாம் பட்டத்தின் சமன்பாடு,দ্বিতীয় ডিগ্রির সমীকরণ
மூன்றாம் பட்டத்தின் சமன்பாடு,তৃতীয় ডিগ্রির সমীকরণ
பூமத்திய ரேகை,বিষুবরেখা
சமமான,সমপরিমাণ
சமபக்க,সমবাহু
சமநிலை,ভারসাম্য
சக்திகளின் சமநிலை,বাহিনীর ভারসাম্য
சமநிலை புள்ளி,ভারসাম্য বিন্দু
சமத்துவம்,সমতা
சமநிலை வகுப்பு,সমতা শ্রেণী
சமமான உறவு,সমতা সম্পর্ক
இணையான,সমতুল্য
சமமான அணி,সমতুল্য ম্যাট্রিক্স
