Odiya,Punjabi
ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |,ਵੱਖ ਕਰਨ ਵਾਲਾ
ଡି-ଫ୍ଲିପ୍-ଫ୍ଲପ୍ |,ਡੀ-ਫਲਿਪ-ਫਲਾਪ
d ଫ୍ଲିପ୍ ଫ୍ଲପ୍ |,d ਫਲਿੱਪ ਫਲਾਪ
ଡାଇଲେକ୍ଟ୍ରିକ୍ ସ୍ଥିର |,ਡਾਇਲੈਕਟ੍ਰਿਕ ਸਥਿਰ
ଡାଇଲେକ୍ଟ୍ରିକ୍ସ |,ਡਾਇਲੈਕਟ੍ਰਿਕਸ
ଡାଇକ୍,ਡਾਈਕ
ଡାୟୋଡ୍ କ୍ଷୟ |,diode erosion
ଡାଏଲ୍ କରନ୍ତୁ |,ਡਾਇਲ
ଟେପରଡ୍ ଡାଏଫ୍ରାଗମ୍ |,ਟੇਪਰਡ ਡਾਇਆਫ੍ਰਾਮ
ଡେଜି ଶୃଙ୍ଖଳା |,ਡੇਜ਼ੀ ਚੇਨ
ଷ୍ଟାମ୍ପ ଆକାର |,ਮੋਹਰ ਦਾ ਆਕਾਰ
ଡାଇଲେକ୍ଟ୍ରିକ୍ ଅବଶୋଷଣ |,ਡਾਇਲੈਕਟ੍ਰਿਕ ਸਮਾਈ
ଡାଇଲେକ୍ଟ୍ରିକ୍ ଆବରଣ |,ਡਾਇਲੈਕਟ੍ਰਿਕ ਪਰਤ
ଡାଇଲେକ୍ଟ୍ରିକ୍ ଇଣ୍ଡେକ୍ସ |,ਡਾਇਲੈਕਟ੍ਰਿਕ ਸੂਚਕਾਂਕ
"ଡାଇଲେକ୍ଟ୍ରିକ୍ କ୍ଷତି, ଡାଇଲେକ୍ଟ୍ରିକ୍ କ୍ଷତି","ਡਾਈਇਲੈਕਟ੍ਰਿਕ ਨੁਕਸਾਨ, ਡਾਈਇਲੈਕਟ੍ਰਿਕ ਨੁਕਸਾਨ"
ଭିନ୍ନକ୍ଷମ ଏମ୍ପ୍ଲିଫାୟର୍ |,ਡਿਫਰੈਂਸ਼ੀਅਲ ਐਂਪਲੀਫਾਇਰ
ଭିନ୍ନକ୍ଷମ ଏମ୍ପ୍ଲିଫାୟର୍ |,ਡਿਫਰੈਂਸ਼ੀਅਲ ਐਂਪਲੀਫਾਇਰ
ଭିନ୍ନକ୍ଷମ କ୍ୟାଥୋଡ୍ ଟ୍ରେଲିଂ |,ਡਿਫਰੈਂਸ਼ੀਅਲ ਕੈਥੋਡ ਟ੍ਰੇਲਿੰਗ
ଭିନ୍ନକ୍ଷମ ଅପରେଟର୍ |,ਅੰਤਰ ਆਪਰੇਟਰ
ଭିନ୍ନକ୍ଷମ ଇନପୁଟ୍ ଭୋଲଟେଜ୍,ਫਰਕ ਇੰਪੁੱਟ ਵੋਲਟੇਜ
ଭିନ୍ନକ୍ଷମ ମୋଡ୍ |,ਅੰਤਰ ਮੋਡ
ଭିନ୍ନକ୍ଷମ ମୋଡ୍ ସୂଚକ |,ਵਿਭਾਜਨ ਮੋਡ ਸੰਕੇਤ
ଭିନ୍ନକ୍ଷମ ଯୋଡି |,ਵਿਭਿੰਨ ਜੋੜਾ
ଭିନ୍ନକ୍ଷମ PSK |,ਡਿਫਰੈਂਸ਼ੀਅਲ PSK
ଭିନ୍ନକ୍ଷମ ସର୍କିଟ |,ਵਿਭਿੰਨ ਸਰਕਟ
ଭିନ୍ନକ୍ଷମ |,ਅੰਤਰ
ବିସ୍ତାର ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |,ਫੈਲਿਆ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ
ବିସ୍ତାର ପ୍ରତିରୋଧକ |,ਫੈਲਣ ਵਾਲਾ ਰੋਧਕ
ବିସ୍ତାର,ਫੈਲਾ
ବିସ୍ତାର କ୍ୟାପେସିଟର |,ਫੈਲਾਅ ਕੈਪੇਸੀਟਰ
ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |,ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ
ସ୍କୋର,ਸਕੋਰ
ଡିଜିଟାଲ୍ ସର୍କିଟ୍ |,ਡਿਜ਼ੀਟਲ ਸਰਕਟ
ଡିଜିଟାଲ୍ ଯୋଗାଯୋଗ |,ਡਿਜ਼ੀਟਲ ਸੰਚਾਰ
ଡିଜିଟାଲ୍ ତୁଳନାକାରୀ,ਡਿਜ਼ੀਟਲ ਤੁਲਨਾਕਾਰ
ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
ଡିଜିଟାଲ୍ ବିଳମ୍ବ,ਡਿਜ਼ੀਟਲ ਦੇਰੀ
ଡିଜିଟାଲ୍ ଡିଜାଇନ୍ ମାଇକ୍ରୋ ପାୱାର |,ਡਿਜੀਟਲ ਡਿਜ਼ਾਈਨ ਮਾਈਕ੍ਰੋਪਾਵਰ
ଡିଜିଟାଲ୍ ପ୍ରଦର୍ଶନ,ਡਿਜ਼ੀਟਲ ਡਿਸਪਲੇਅ
ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |,ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ
ଡିଜିଟାଲ୍ ଫିଲ୍ଟରିଂ |,ਡਿਜੀਟਲ ਫਿਲਟਰਿੰਗ
ସାଂଖ୍ୟିକ ଯୁକ୍ତି,ਸੰਖਿਆਤਮਕ ਤਰਕ
ସାଂଖ୍ୟିକ ଯୁକ୍ତି,ਸੰਖਿਆਤਮਕ ਤਰਕ
ଡିଜିଟାଲ୍ ମଲ୍ଟିମିଟର |,ਡਿਜ਼ੀਟਲ ਪੌਲੀਮੀਟਰ
ଡିଜିଟାଲ୍ ପଲିମିଟର |,ਡਿਜੀਟਲ ਮਲਟੀਮੀਟਰ
ଡିଜିଟାଲ୍ ପଲ୍ସ |,ਡਿਜ਼ੀਟਲ ਪਲਸ
ଡିଜିଟାଲ୍ ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |,ਡਿਜੀਟਲ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ
ଡିଜିଟାଲ୍ ଟେଲିଭିଜନ |,ਡਿਜੀਟਲ ਟੈਲੀਵਿਜ਼ਨ
ଡିଜିଟାଲ୍ ଆନାଗଲ୍ କନଭର୍ଟର |,ਡਿਜੀਟਲ ਐਨਾਲਾਗ ਕਨਵਰਟਰ
ବୀମା,ਬੀਮਾ
ଡାଇମେନ୍ସନାଲ୍ ସମୀକରଣ |,ਅਯਾਮੀ ਸਮੀਕਰਨ
ଡାୟୋଡ୍,ਡਾਇਓਡ
ଡାୟୋଡ୍ ବ acter ଶିଷ୍ଟ୍ୟଗୁଡିକ |,ਡਾਇਡ ਗੁਣ
ଡାୟୋଡ୍ ଚରିତ୍ରିକ ବକ୍ର |,ਡਾਇਓਡ ਵਿਸ਼ੇਸ਼ਤਾ ਵਕਰ
ଡାୟୋଡ୍ ଡିଟେକ୍ଟର୍ |,ਡਾਇਡ ਡਿਟੈਕਟਰ
ଡାୟୋଡ୍ ଗୁଣକ,ਡਾਇਡ ਗੁਣਕ
ଡାୟୋଡ୍ ଟ୍ରାନଜିଷ୍ଟର ତର୍କ / DTS |,ਡਾਇਡ ਟਰਾਂਜ਼ਿਸਟਰ ਤਰਕ/ਡੀਟੀਐਸ
daughter ିଅ,ਧੀ
ନାଟି ସୁଇଚ୍ |,nati ਸਵਿੱਚ
ଡିଜାଇଗୋଟିକ୍ |,ਡਿਪਲੋਇਡ
ଡିପୋଲ୍ |,dipole
ଡିପୋଲ୍ ଆଣ୍ଟେନା |,dipole antenna
dirac,dirac
ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା,ਸਿੱਧਾ ਪਤਾ
ସିଧାସଳଖ ଯୋଡି |,ਸਿੱਧੀ ਜੋੜੀ
ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA),ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)
ପ୍ରତ୍ୟକ୍ଷ ଲେଖା ସଂସ୍ଥା |,ਸਿੱਧੀ ਲਿਖਤ ਦਾ ਸਰੀਰ
ଦିଗଦର୍ଶନ,ਦਿਸ਼ਾਤਮਕ ਗੇਮੇਟ
ଦିଗଦର୍ଶନ ଲାଭ |,ਦਿਸ਼ਾਤਮਕ ਲਾਭ
ଦିଗଦର୍ଶନ |,ਦਿਸ਼ਾ
ଦିଗ ଆଣ୍ଟେନା |,ਦਿਸ਼ਾ ਐਂਟੀਨਾ
ଅକ୍ଷମତା ଅନୁସନ୍ଧାନ |,ਅਸਮਰੱਥ ਜਾਂਚ
ବିଛିନ୍ନ କରନ୍ତୁ |,ਡੀਸੈਂਬਲ
ବୁଡ ପକାଇବା |,ਇਮਰਸ਼ਨ
"ବୁଡିବା ଲ୍ୟାମ୍ପ, ବୁଡିବା ଲ୍ୟାମ୍ପ |","ਇਮਰਸ਼ਨ ਲੈਂਪ, ਇਮਰਸ਼ਨ ਲੈਂਪ"
କଣିକା ପଦାର୍ଥ |,ਖਾਸ ਪਦਾਰਥ
ବଣ୍ଟନ କର,ਵਿਤਰਕ ਟੈਕਸ
ଅବତଳ ଆଣ୍ଟେନା |,ਕੰਕੇਵ ਐਂਟੀਨਾ
ଡିସ୍କ,ਡਿਸਕ
ବିସ୍ଥାପନ ସ୍ଥିର (ସ୍ଥିର),ਵਿਸਥਾਪਨ ਸਥਿਰ (ਸਥਿਰ)
ବିସ୍ଥାପନ କରେଣ୍ଟ |,ਵਿਸਥਾਪਨ ਮੌਜੂਦਾ
ବିସ୍ଥାପନ ତ୍ରୁଟି |,ਵਿਸਥਾਪਨ ਗਲਤੀ
ପ୍ରଦର୍ଶନ,ਪ੍ਰਦਰਸ਼ਨੀ
କ୍ଷୟ,ਸੜਨ
ବିକୃତି,ਵਿਗਾੜ
ବିକୃତି କ୍ଷତି |,deformation ਨੁਕਸਾਨ
ବିକୃତ ସାମ୍ପ୍ରତିକ ପରିସର |,ਡਿਸਟਰਸ਼ਨ ਮੌਜੂਦਾ ਰੇਂਜ
ବିକୃତ ପ୍ରବାହ କ୍ଷୟ |,ਵਿਗਾੜ ਸਟਰੀਮ ਸੜਨ
ବିକୃତି ସମ୍ବେଦନଶୀଳତା |,ਵਿਗਾੜ ਸੰਵੇਦਨਸ਼ੀਲਤਾ
ବିଭ୍ରାଟ ଲାଭ ମାର୍ଜିନ |,ਵਿਗਾੜ ਲਾਭ ਮਾਰਜਿਨ
ବିକୃତି ଇନପୁଟ୍ ପ୍ରତିରୋଧ |,ਵਿਗਾੜ ਇੰਪੁੱਟ ਪ੍ਰਤੀਰੋਧ
ବିକୃତ ଲୁପ୍ ଲାଭ |,ਵਿਗਾੜ ਲੂਪ ਲਾਭ
ବଣ୍ଟିତ ଏମ୍ପ୍ଲିଫାୟର୍ |,ਵੰਡਿਆ ਐਂਪਲੀਫਾਇਰ
ବଣ୍ଟନ ଗୁଣକ,ਵੰਡ ਗੁਣਕ
ଭେରିଏସନ ରିସିଭର୍,ਪਰਿਵਰਤਨ ਪ੍ਰਾਪਤਕਰਤਾ
ଶୂନ ବିଭାଜନ ପରୀକ୍ଷା |,ਜ਼ੀਰੋ ਡਿਵੀਜ਼ਨ ਟੈਸਟ
ଡି-ସ୍ତର |,ਡੀ-ਲੇਅਰ
ଆୟନୋସାଇଫର୍ ର ଡି-ସ୍ତର |,ਆਇਨੋਸਫੀਅਰ ਦੀ ਡੀ-ਪਰਤ
d-moss,d-ਕਾਈ
ଡଲବି ଶରୀର |,ਡੌਲਬੀ ਸਰੀਰ
ପ୍ରଭାବଶାଳୀ ପୋଲ,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੰਭੇ
ପ୍ରଭାବଶାଳୀ ପୋଲ ପ୍ରତିରୋଧ |,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੰਭੇ ਪ੍ਰਤੀਰੋਧ
ଦାତା ବର୍ଜ୍ୟବସ୍ତୁ |,ਦਾਨੀ ਦੀ ਰਹਿੰਦ
ଦାତା ସାମଗ୍ରୀ |,ਦਾਨੀ ਸਮੱਗਰੀ
dontcare ସ୍ଥିତି |,ਦੇਖਭਾਲ ਨਾ ਕਰਨ ਦੀ ਸਥਿਤੀ
ବ୍ୟଭିଚାର,ਮਿਲਾਵਟ
ଡୋପଲର ପ୍ରଭାବ,ਡੋਪਲਰ ਪ੍ਰਭਾਵ
ଡୋପଲର ରାଡାର |,ਡੋਪਲਰ ਰਾਡਾਰ
ଡୋସିମିଟର |,dosimeter
ପଏଣ୍ଟ ମ୍ୟାଟ୍ରିକ୍ସ |,ਪੁਆਇੰਟ ਮੈਟਰਿਕਸ
ପଏଣ୍ଟ ନୋଟେସନ୍,ਬਿੰਦੂ ਸੰਕੇਤ
ଦଳୀୟ ସମସ୍ୟା |,ਸੈਕੰਡਰੀ ਮੁੱਦਾ
ବିଲାୟର୍ କ୍ୟାପେସିଟର୍ |,bilayer capacitor
ଦ୍ୱିପାକ୍ଷିକ କ୍ଲାଇଷ୍ଟ୍ରନ୍ |,binaural klystron
ଦ୍ୱିପାକ୍ଷିକ ଦଣ୍ଡ,ਦੁਵੱਲੀ ਪੱਟੀ
ଦ୍ୱିପାକ୍ଷିକ PC ବୋର୍ଡ |,ਦੁਵੱਲੀ ਪੀਸੀ ਬੋਰਡ
ଡବଲ୍ ମାର୍କିଂ,ਡਬਲ ਮਾਰਕਿੰਗ
ଡବଲ୍ ଟ୍ରାନଜିଷ୍ଟର,ਡਬਲ ਟਰਾਂਜ਼ਿਸਟਰ
ଡୁଆଲ୍ ଟ୍ୟୁନ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,ਦੋਹਰਾ ਟਿਊਨਡ ਐਂਪਲੀਫਾਇਰ
ଡବଲ୍ ଲେୟାର୍ ଟ୍ରାନଜିଷ୍ଟର ଏମ୍ପ୍ଲିଫାୟର୍ |,ਡਬਲ ਲੇਅਰ ਟਰਾਂਜ਼ਿਸਟਰ ਐਂਪਲੀਫਾਇਰ
ଦୁଇଗୁଣ,ਡਬਲਜ਼
ବାଧା ସମୟ,ਰੁਕਾਵਟ ਦਾ ਸਮਾਂ
ଆଉଟପୁଟ୍ ଇଲେକ୍ଟ୍ରୋଡ୍,ਆਉਟਪੁੱਟ ਇਲੈਕਟ੍ਰੋਡ
ଟ୍ରେଲିଂ ଆଉଟପୁଟ୍ ଇଲେକ୍ଟ୍ରୋଡ୍ |,ਪਿਛਲਾ ਆਉਟਪੁੱਟ ਇਲੈਕਟ੍ਰੋਡ
d ram,d ram
d ram,d ram
ରନ୍ ଅଫ୍ ସେଲ୍ |,ਰਨਆਫ ਸੈੱਲ
ରନ୍ ଅଫ୍ ଷ୍ଟ୍ରିମ୍ |,ਰਨਆਫ ਸਟ੍ਰੀਮ
ରନ୍ ଅଫ୍ ବେଗ |,ਰਨਆਫ ਵੇਗ
ପର୍ଫୋରେସନ୍ ଟେପ୍ |,perforation ਟੇਪ
ଅପରେଟର ବସ୍,ਆਪਰੇਟਰ ਬੱਸ
ଅପରେଟିଂ ପର୍ଯ୍ୟାୟ,ਓਪਰੇਟਿੰਗ ਪੜਾਅ
ଅଧର୍ମ,ਬਦੀ
ଶୁଖିଲା କକ୍ଷ |,ਸੁੱਕੇ ਸੈੱਲ
ଶୁଖିଲା ଇଞ୍ଚିଙ୍ଗ୍ |,ਸੁੱਕੀ ਐਚਿੰਗ
ଶୁଖିଲା ଚଳଚ୍ଚିତ୍ର |,ਸੁੱਕੀ ਫਿਲਮ
ଶୁଖିଲା ସୁଇଚ୍,ਸੁੱਕੀ ਸਵਿਚਿੰਗ
ଡ୍ରିଷ୍ଟାସ୍ ଆର୍ଟ ଡିସପ୍ଲେସର୍ |,ਡ੍ਰਾਈਸਟਾਸ ਆਰਟ ਡਿਸਪਲੇਸਰ
dte,dte
dtl (ଡାୟୋଡ୍ ଟ୍ରାନଜିଷ୍ଟର ତର୍କ),dtl (ਡਾਇਓਡ ਟਰਾਂਜ਼ਿਸਟਰ ਤਰਕ)
"Dwyget Fate, Dwyget F। E.T.","ਡਵਿਗੇਟ ਫੇਟ, ਡਵਿਗੇਟ ਐੱਫ. ਈ.ਟੀ."
ଡୁଆଲ୍ ମେଳକ |,ਦੋਹਰਾ ਮਿਲਾਨ
ଦମ୍ପତି ସଂକ୍ରମଣ,ਜੋੜੇ ਸੰਚਾਰ
ଦୁଇଥର ପଠନ ସଂଯୋଜକ |,ਡਬਲ ਰੀਡ ਕੋਆਰਡੀਨੇਟਰ
"ଡୁଆଲ୍-ଡିଫେରେନ୍ସ ଆନାଗଲ୍, ଡିଜିଟାଲ୍ କନଭର୍ଟର |","ਦੋਹਰਾ-ਅੰਤਰ ਐਨਾਲਾਗ, ਡਿਜੀਟਲ ਕਨਵਰਟਰ"
ଡିପୋଲ୍ ପରିବର୍ତ୍ତନ |,dipole ਤਬਦੀਲੀ
ଦୁଇଥର ଅନୁସରଣ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରକ |,ਡਬਲ ਫਾਲੋ ਵੋਲਟੇਜ ਕੰਟਰੋਲਰ
ଦ୍ୱିପାକ୍ଷିକତା |,ਦਵੈਤ
ଦୁଇ ଧାଡି,ਡਬਲ ਕਤਾਰ
ନୀରବ ଆଣ୍ଟେନା |,ਚੁੱਪ antenna
ଡୁପ୍ଲେକ୍ସ ଟ୍ରାନ୍ସମିସନ୍ |,ਡੁਪਲੈਕਸ ਪ੍ਰਸਾਰਣ
ଉପଯୋଗିତା ଅନୁପାତ,ਉਪਯੋਗਤਾ ਅਨੁਪਾਤ
ଉପଯୋଗୀତା ଅନୁପାତ ମଡ୍ୟୁଲେସନ୍ |,ਉਪਯੋਗਤਾ ਅਨੁਪਾਤ ਮੋਡੂਲੇਸ਼ਨ
dB-25 ସଂଯୋଜକ |,dB-25 ਕਨੈਕਟਰ
ଆବାସ,ਰਿਹਾਇਸ਼
ଗତିଶୀଳ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ,ਗਤੀਸ਼ੀਲ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
ଗତିଶୀଳ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ,ਗਤੀਸ਼ੀਲ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
ଗତିଶୀଳ କରେଣ୍ଟ |,ਗਤੀਸ਼ੀਲ ਮੌਜੂਦਾ
ଗତିଶୀଳ ପ୍ରତିବନ୍ଧକ |,ਗਤੀਸ਼ੀਲ ਰੁਕਾਵਟ
"ଡାଇନାମିକ୍ ଲୋଡ୍ ଲାଇନ୍, ଲୋଡ୍ ଲାଇନ୍ |","ਡਾਇਨਾਮਿਕ ਲੋਡ ਲਾਈਨ, ਲੋਡ ਲਾਈਨ"
ଗତିଶୀଳ ସ୍ମୃତି,ਗਤੀਸ਼ੀਲ ਮੈਮੋਰੀ
ଭେରିଏବଲ୍ ମେମୋରୀ ସେଲ୍ |,ਵੇਰੀਏਬਲ ਮੈਮੋਰੀ ਸੈੱਲ
ଗତିଶୀଳ ସ୍ମୃତି ସତେଜ,ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ ਰਿਫਰੈਸ਼ਰ
ଗତିଶୀଳ ମାଉସ୍ ଓଲଟା |,ਗਤੀਸ਼ੀਲ ਮਾਊਸ ਉਲਟ
ଡାଇନାମିକ୍ RAM ଡାଇନାମିକ୍ RAM |,ਡਾਇਨਾਮਿਕ ਰੈਮ ਡਾਇਨਾਮਿਕ ਰੈਮ
ଗତିଶୀଳ ପରିସର |,ਗਤੀਸ਼ੀਲ ਸੀਮਾ
ଗତିଶୀଳ ପ୍ରତିରୋଧ |,ਗਤੀਸ਼ੀਲ ਪ੍ਰਤੀਰੋਧ
ଗତିଶୀଳ ବିସ୍ଥାପନ ରେଜିଷ୍ଟର |,ਡਾਇਨਾਮਿਕ ਡਿਸਪਲੇਸਮੈਂਟ ਰਜਿਸਟਰ
ଗତିଶୀଳ ପରୀକ୍ଷା |,ਗਤੀਸ਼ੀਲ ਟੈਸਟ
ଡାଇନାମିକ୍ ଭିଡିଓ ରାଣ୍ଡମ୍ ଆକ୍ସେସ୍ ମେମୋରୀ (DVRAM),ਡਾਇਨਾਮਿਕ ਵੀਡੀਓ ਰੈਂਡਮ ਐਕਸੈਸ ਮੈਮੋਰੀ (DVRAM)
ଡାଇନାମୋ |,ਡਾਇਨਾਮੋ
ଡାଇନାମୋମିଟର,ਡਾਇਨਾਮੋਮੀਟਰ
ଡାଇନିଟ୍ରନ୍ ଓସିଲେଟର |,dinitron ਔਸਿਲੇਟਰ
"ପ୍ରାରମ୍ଭିକ ପ୍ରଭାବ, ପ୍ରାରମ୍ଭିକ ପ୍ରଭାବ","ਸ਼ੁਰੂਆਤੀ ਪ੍ਰਭਾਵ, ਸ਼ੁਰੂਆਤੀ ਪ੍ਰਭਾਵ"
e a rom,e ਇੱਕ ਰੋਮ
ପୃଥିବୀ ସଂଯୋଗ,ਧਰਤੀ ਕਨੈਕਟੀਵਿਟੀ
ଗ୍ରାଉଣ୍ଡ ଷ୍ଟେସନ୍ |,ਜ਼ਮੀਨੀ ਸਟੇਸ਼ਨ
ଏବର୍ସ-ମଲ୍-ସମୀକରଣ |,ਏਬਰਸ-ਮੌਲ-ਸਮੀਕਰਨ
ଏବର୍ସ-ମାଉଲ୍-ମଡେଲ୍ |,ਏਬਰਸ-ਮੌਲ-ਮਾਡਲ
ଇକୋ,echo
ଆଣ୍ଟି ଇକୋ |,ਵਿਰੋਧੀ ਗੂੰਜ
ଏଡି କରେଣ୍ଟ୍ |,ਐਡੀ ਮੌਜੂਦਾ
ଷ୍ଟ୍ରାଣ୍ଡ ସଂଯୋଜକ |,ਸਟ੍ਰੈਂਡ ਕਨੈਕਟਰ
କୋର ଡିଟେକ୍ଟର |,ਕੋਰ ਡਿਟੈਕਟਰ
କୋର୍ ଟ୍ରିଗର ଫ୍ଲିପ୍ ଫ୍ଲପ୍ |,ਕੋਰ ਟਰਿੱਗਰ ਫਲਿੱਪ ਫਲਾਪ
କୋର୍ ଟ୍ରିଗର ଲ୍ୟାଚ୍ |,ਕੋਰ ਟਰਿੱਗਰ ਲੈਚ
ଏଡିସନ୍ ପ୍ରଭାବ,ਐਡੀਸਨ ਪ੍ਰਭਾਵ
ସମ୍ପାଦକ,ਸੰਪਾਦਕ
ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੇਤਰ
ପ୍ରଭାବଶାଳୀ କରେଣ୍ଟ୍ |,ਪ੍ਰਭਾਵੀ ਮੌਜੂਦਾ
ପ୍ରଭାବଶାଳୀ ଭୂମି ବ୍ୟାସାର୍ଦ୍ଧ |,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਜ਼ਮੀਨੀ ਘੇਰੇ
ପ୍ରଭାବଶାଳୀ ଉଚ୍ଚତା |,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਉਚਾਈ
ପ୍ରଭାବଶାଳୀ ଲମ୍ବ |,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਲੰਬਾਈ
ପ୍ରଭାବଶାଳୀ ଜନତା |,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪੁੰਜ
ପ୍ରଭାବଶାଳୀ ବିକିରଣ ଶକ୍ତି |,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਰੇਡੀਏਟਿਡ ਪਾਵਰ
ପ୍ରଭାବଶାଳୀ ଭୋଲଟେଜ୍ |,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵੋਲਟੇਜ
ଦକ୍ଷତା,ਕੁਸ਼ਲਤਾ
E.E.P. ଆର.ଓ. ଏମ,ਈ.ਈ.ਪੀ. ROM
ଆଇକନ୍ ସମୀକରଣ |,ਆਈਕੋਨਲ ਸਮੀਕਰਨ
ଓଲଟା କ୍ୟାପିଟାନ୍ସ |,ਉਲਟ ਸਮਰੱਥਾ
ଇ-ସ୍ତର |,ਈ-ਪਰਤ
ବିଦ୍ୟୁତ ପ୍ରବାହ,ਇਲੈਕਟ੍ਰਿਕ ਕਰੰਟ
ବ electric ଦ୍ୟୁତିକ କ୍ଷେତ୍ର,ਬਿਜਲੀ ਖੇਤਰ
ବ electric ଦୁତିକ କ୍ଷେତ୍ରର ତୀବ୍ରତା |,ਬਿਜਲੀ ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ
ବ electric ଦୁତିକ କରେଣ୍ଟ ଲାଇନଗୁଡିକ |,ਬਿਜਲੀ ਕਰੰਟ ਲਾਈਨਾਂ
ବ electric ଦୁତିକ ସମ୍ଭାବନା |,ਬਿਜਲੀ ਸੰਭਾਵੀ
ବିଦ୍ୟୁତ୍ ସଂଯୋଗ,ਇਲੈਕਟ੍ਰਿਕਸ਼ਨ
ଇଲେକ୍ଟ୍ରୋ-ସୋଲ୍ଡର୍ |,ਇਲੈਕਟ੍ਰੋ-ਸੋਲਡਰ
ବ electric ଦୁତିକ ତରଙ୍ଗ |,ਬਿਜਲੀ ਦੀ ਲਹਿਰ
ବ electrical ଦୁତିକ ଦ length ର୍ଘ୍ୟ |,ਬਿਜਲੀ ਦੀ ਲੰਬਾਈ
ବିଦ୍ୟୁତ୍ ଶକ୍ତି,ਬਿਜਲੀ ਦੀ ਸ਼ਕਤੀ
ବିଦ୍ୟୁତ୍,ਬਿਜਲੀ
ECG,ਈ.ਸੀ.ਜੀ
ଇଲେକ୍ଟ୍ରିକ୍ ଡାଇନାମୋ ମିଟର |,ਇਲੈਕਟ੍ਰਿਕ ਡਾਇਨਾਮੋ ਮੀਟਰ
ଇଲେକ୍ଟ୍ରୋଡ୍ |,ਇਲੈਕਟ੍ਰੋਡ
ଇଲେକ୍ଟ୍ରୋଡ୍ କରେଣ୍ଟ୍ |,ਇਲੈਕਟ੍ਰੋਡ ਮੌਜੂਦਾ
ଇଲେକ୍ଟ୍ରୋଲୁମାଇନ୍ସେନ୍ସ |,electroluminescence
ଇଲେକ୍ଟ୍ରୋଲୁମାଇନ୍ସେଣ୍ଟ୍ ପ୍ରଦର୍ଶନ |,ਇਲੈਕਟ੍ਰੋਲੂਮਿਨਸੈਂਟ ਡਿਸਪਲੇਅ
ଗାଲଭାନିକ୍ ବିଚ୍ଛିନ୍ନତା |,galvanic ਅਲੱਗ-ਥਲੱਗ
ଇଲେକ୍ଟ୍ରୋଲାଇଟ୍ |,ਇਲੈਕਟ੍ਰੋਲਾਈਟ
ଇଲେକ୍ଟ୍ରୋଲାଇଟିକ୍ କ୍ୟାପେସିଟର୍ |,ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ ਕੈਪੇਸੀਟਰ
ଇଲେକ୍ଟ୍ରୋଲାଇଟିକ୍ କ୍ୟାପେସିଟର୍ |,ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ ਕੈਪੇਸੀਟਰ
ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକ,ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟ
ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଶକ୍ତି |,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਊਰਜਾ
ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଅନୁକରଣ |,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਇੰਡਕਸ਼ਨ
