Kannada,Assamese
ಅಂತರ್ಯುದ್ಧ,গৃহযুদ্ধ
ಸಿವಿಸ್ ರೋಮನಸ್,চিভিছ ৰোমানাছ
ಶಾಸ್ತ್ರೀಯ ವಯಸ್ಸು,ধ্ৰুপদী যুগ
ಕ್ಲೆಫ್ಟ್ (=ಕ್ಲೆಫ್ಟ್),ক্লেফ্ট (=klepht)
ಕ್ಲೆರಿಕಲಿಸಂ,কেৰাণীবাদ
ಕ್ಲರುಚ್,ক্লাৰুচ
ಕ್ಲಿನಿಯಾಕ್ ಚಲನೆ,ক্লুনিয়াক আন্দোলন
ಕೋಟ್ ರಕ್ಷಾಕವಚ,কোট কৱচ
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,কোট অৱ আৰ্মছ
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,কোট অৱ আৰ্মছ
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,কোট অৱ আৰ্মছ
ಕೋಟ್ ಆಫ್ ಮೇಲ್,কোট অৱ মেইল
ಕೋಹಾರ್ಟ್,কোহৰ্ট
ಕಾಮಿಟಿಯಾ,কমিটিয়া
ಕಾಮಿಟಿಯಾ ಸೆಂಚುರಿಯಾಟಾ,কমিটিয়া চেঞ্চুৰিয়াটা
ಕಮಿಟಿಯಾ ಕ್ಯುರಿಯಾಟಾ,কমিটিয়া কুৰিয়াটা
ಕಮಿಟಿಯಾ ಟ್ರಿಬುಟಾ,কমিটিয়া ট্ৰিবুটা
ಸ್ಮರಣಾರ್ಥ ಕಮಾನು,স্মৃতিচাৰণ তোৰণ
ಸ್ಮರಣಾರ್ಥ ನಾಣ್ಯ,স্মৃতিচাৰণ মুদ্ৰা
ಸ್ಮರಣಾರ್ಥ ಮುದ್ರೆ,স্মৃতিসৌধ
ಸಾಮಾನ್ಯ ಕ್ಷೇತ್ರ,সাধাৰণ ক্ষেত্ৰ
ಕಮ್ಯುನಾರ್ಡ್,কমিউনাৰ্ড
ಕಾನ್ಕಾರ್ಡಾಟ್,কনকৰ্ডেট
ಕಾನ್ಕಾರ್ಡಾಟ್,কনকৰ্ডেট
ಕಾಂಡೋಟಿಯರ್,কণ্ডোটিয়েৰ
ದೃಢೀಕರಣ ಕಾರ್ಟಾರಮ್,নিশ্চিতকৰণ Cartarum
ಸಂಘರ್ಷ,বিবাদ
ಸಭೆ,মণ্ডলী
ರಾಜ್ಯವನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು,বিজয়ী ৰাষ্ট্ৰ
ವಿಜಯಶಾಲಿ,বিজয়ী
ವಿಜಯಶಾಲಿ,কনকিষ্টাডৰ
ಕಾನ್ಸಿಲಿಯಮ್,কনচিলিয়াম
ಸಂಯೋಜಿತ,কনচিষ্টৰী
ಪಿತೂರಿ,ষড়যন্ত্ৰ
ಪಿತೂರಿ,ষড়যন্ত্ৰ
ದೂತಾವಾಸ,কনছুলেট
ಸಮಾಲೋಚನೆ ಪುಸ್ತಕ,কনছুলেচন কিতাপ
ಕಾಂಟಿನೆಂಟಲ್ ಸಿಸ್ಟಮ್,মহাদেশীয় ব্যৱস্থা
ಕನ್ವೆನ್ಷನ್ ಪಾರ್ಲಿಮೆಂಟ್,অধিৱেশন সংসদ
ಕಾಪರ್ ಹೆಡ್ಸ್ (=ಶಾಂತಿ ಪ್ರಜಾಪ್ರಭುತ್ವವಾದಿಗಳು),কপাৰহেড (=শান্তি গণতন্ত্ৰ)
ಕಾಪಿಹೋಲ್ಡ್,কপিহ&#39;ল্ড
ಕಾರ್ಡನಿಂಗ್,ঘেৰাও কৰা
ಕರೋನಾ,কৰ&#39;না
ಪಟ್ಟಾಭಿಷೇಕ,ৰাজ অভিষেক
ಪಟ್ಟಾಭಿಷೇಕದ ಕಲ್ಲು,ৰাজ অভিষেক শিল
ಕಾರ್ಪಸ್,কৰ্পাছ
ಕೋರ್ಸೇರ್,কৰ্চেয়াৰ
ಕೋರ್ಸೇರ್,কৰ্চেয়াৰ
ಕಾರ್ಸೆಟ್ (=ಕಾರ್ಸೆಲೆಟ್),কৰ্চেট (=কোৰ্চলেট)
ಕಾರ್ಟೆಸ್,কৰ্টেছ
ಕೋಟರ್ (=ಕೋಟಿಯರ್),কোটাৰ (=cottier)
ಕೋಟರ್ (=ಕೋಟಿಯರ್),কোটাৰ (=cottier)
ಕೌಂಟ್ ಪ್ಯಾಲಟಿನೇಟ್,কাউন্ট পেলেটিনেট
ಹಳ್ಳಿ ಮನೆ,দেশৰ ঘৰ
ಕೌಂಟಿ,কাউন্টি
ಕೌಂಟಿ ಬರೋ,কাউন্টি বৰো
ಕೌಂಟಿ ನ್ಯಾಯಾಲಯಗಳು,কাউন্টি আদালত
ಕೌಂಟಿ ಪ್ಯಾಲಟೈನ್,কাউন্টি পেলেটিন
ನ್ಯಾಯಾಲಯ,আদালত
ನ್ಯಾಯಾಲಯ,আদালত
ನ್ಯಾಯಾಲಯದ ಸುತ್ತೋಲೆ,আদালতৰ চক্ৰান্তমূলক
ನ್ಯಾಯಾಲಯದ ಶಿಷ್ಟಾಚಾರ,আদালতৰ শিষ্টাচাৰ
ಆಸ್ಥಾನಿಕ,কৰ্টিয়াৰ
ಕ್ಯಾಸೇಶನ್ ನ್ಯಾಯಾಲಯ,কেচেচনৰ আদালত
ನಿರ್ದೇಶಕರ ನ್ಯಾಯಾಲಯ (EIC),সঞ্চালক আদালত (EIC)
ಮಾಲೀಕರ ನ್ಯಾಯಾಲಯ,মালিকৰ আদালত
ಆಸ್ಥಾನ ಕವಿ,আদালতৰ কবি
ಒಪ್ಪಂದದ ಕ್ಯಾಮರೋನಿಯನ್ನರು,চুক্তিবদ্ধ কেমেৰনিয়ানসকল
ಕ್ರೌನ್,মুকুট
ಕ್ರೌನ್,মুকুট
ಕ್ರೌನ್,মুকুট
ಕ್ರೌನ್ ಭೂಮಿ,মুকুটৰ ভূমি
ಕ್ರೌನ್ ಭೂಮಿ,মুকুটৰ ভূমি
ಕ್ರೌನ್ ಪ್ರಿನ್ಸ್,ক্ৰাউন প্ৰিন্স
ಧರ್ಮಯುದ್ಧ,ক্ৰুছেড
ಕ್ರುಸೇಡರ್,ক্ৰুছেডাৰ
ಕ್ರಿಪ್ಟೋಗ್ರಾಮ್,ক্ৰিপ্টোগ্ৰাম
ಕ್ಯುರಾಸ್,কুইৰাছ
ಕ್ಯುರಾಸಿಯರ್,কুইৰাচিয়াৰ
ಆರಾಧನಾ ದೇವತೆ,কাল্ট দেৱতা
ಕ್ಯೂರಿಯಾ,কুৰিয়া
ಕ್ಯೂರಿಯಾ,কুৰিয়া
ಜಾರಿಸಂ,জাৰবাদ
ಡಾರ್ಕ್ ಖಂಡ,অন্ধকাৰ মহাদেশ
ತೀರ್ಪಿನ ದಿನ,বিচাৰৰ দিন
ತೀರ್ಪಿನ ದಿನ,বিচাৰৰ দিন
ಡೀನ್,ডিন
ದಶಕ,দশক
ಡೆನಾರಿಯಸ್,ডেনাৰিয়াছ
ಪದಚ್ಯುತ ದೊರೆ,পদচ্যুত ৰজা
ಹಾಳುಮಾಡು,লুটপাত কৰা
ಹಾಳಾಗುವಿಕೆ,লুণ্ঠন
ಸಿಂಹಾಸನವನ್ನು ಇಳಿಸು,ডিথ্ৰন
ಡೈಡೆಮ್,ডায়েডেম
ಡೈಡೆಮ್,ডায়েডেম
ಡೈಡೆಮ್,ডায়েডেম
ಡಯಾಸಿಯಾ,ডায়েচিয়া
ಡಿಕಾಸ್ಟರಿಯಮ್,ডিকাষ্টেৰিয়াম
ಡಿಲುವಿಯಲಿಸ್ಟ್,ডিলুভিয়ালিষ্ট
ಧರ್ಮಪ್ರಾಂತ್ಯ,ডাইচ
ಧರ್ಮಪ್ರಾಂತ್ಯ,ডাইচ
ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ),ডাইৰেক্টৰ (=নিৰ্দেশনা)
ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ),ডাইৰেক্টৰ (=নিৰ্দেশনা)
ದಿರ್ಹಮ್,দিৰহাম
ವಿಶ್ವಾಸದ್ರೋಹಿ,অবিশ্বাসী
ವಿಶ್ವಾಸದ್ರೋಹಿ,অবিশ্বাসী
ವಿಳಂಬದ ಸಿದ್ಧಾಂತ,লেপছৰ মতবাদ
ಡಾಕ್ಯುಮೆಂಟ್,নথিপত্ৰ
ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ,নথিপত্ৰৰ প্ৰমাণ
ಡೋಮ್ಸ್‌ಡೇ ಪುಸ್ತಕ,ডমছডে বুক
ಕಾನ್ಸ್ಟಂಟೈನ್ ಕೊಡುಗೆ,কনষ্টেণ্টাইনৰ দান
ಡೂಮ್,ডুম
ವರದಕ್ಷಿಣೆ ರಾಣಿ,বিধৱা ৰাণী
ಡ್ರ್ಯಾಗನ್,ড্ৰেগুন
ಡ್ರೋಮೆಡಿಯನ್,ড্ৰ&#39;মেডাৰিয়ান
ಡ್ರೊಮೆಡರಿ,ড্ৰমেডাৰী
ಡ್ರೊಮಂಡ್,ড্ৰমণ্ড
ದ್ವಂದ್ವ,দ্বৈত
ಉಭಯ ಮೈತ್ರಿ,দ্বৈত মিত্ৰতা
ಡ್ಯುಯಲ್ ಎಂಟೆಂಟೆ,ডুৱেল এণ্টেণ্ট
ಉಭಯ ವ್ಯವಸ್ಥೆ (=ದ್ವಿ ಸರ್ಕಾರ),দ্বৈত ব্যৱস্থা (=দ্বিতীয় চৰকাৰ)
ಡ್ಯೂಕ್,ড্যুক
ಡುಮಾ,ডুমা
ಕುಬ್ಜ ಅವತಾರ,বামন অৱতাৰ
ರಾಜವಂಶ,বংশ
ರಾಜವಂಶ,বংশ
ಹದ್ದು,ঈগল
ಹಿರಿಯ ಮನುಷ್ಯ,এলডাৰ মানুহ
ಅರ್ಲ್,আৰ্ল
ಅರ್ಲ್ಡಮ್,আৰ্লডম
ಆರಂಭಿಕ ಗುಪ್ತರು,আদিম গুপ্তাসকল
ಆರಂಭಿಕ (ಐತಿಹಾಸಿಕ) ತಾಣಗಳು,প্ৰাথমিক (ঐতিহাসিক) স্থান
ಆರಂಭಿಕ ವೇದ ಕಾಲ,প্ৰাথমিক বৈদিক যুগ
ಎಕ್ಲೇಷಿಯಾ,ইক্লেছিয়া
ಮರುಸ್ಥಾಪನೆಯ ಶಾಸನ,পুনৰুদ্ধাৰৰ আদেশ
ಎಂಟು ಪಟ್ಟು ಮಾರ್ಗ,আঠ ভাঁজ পথ
ಹಿರಿಯರು,বয়োজ্যেষ্ঠসকল
ಹಿರಿಯ ರಾಜಕಾರಣಿ (=ಜೆರೋ),জ্যেষ্ঠ ৰাষ্ট্ৰনেতা (=genro)
ಆನೆ ಮೇಡು,হাতী গোড
ಹನ್ನೊಂದು ವರ್ಷಗಳ ದಬ್ಬಾಳಿಕೆ,এঘাৰ বছৰৰ অত্যাচাৰ
ಎಲಿಸೇ (=ಎಲಿಸೀ),এলিছাই (=এলিচি)
ಆವರಣ ಚಳುವಳಿ,ঘেৰাও আন্দোলন
ಎನ್ಸೈಕ್ಲಿಕಲ್,এনচাইক্লিকেল
ಎನ್ಸೈಕ್ಲೋಪೀಡಿಸ್ಟ್ ಚಳುವಳಿ,বিশ্বকোষবাদী আন্দোলন
ಎಂಟೆಂಟೆ,এন্টেন্টে
ಎಂಟೆಂಟೆ ಕಾರ್ಡಿಯಾಲ್,এন্টেন্টে কৰ্ডিয়েল
ಸಿಂಹಾಸನ,এনথ্ৰন
ಪರಿವಾರ,এনট্যুৰেজ
ಎಫೋಡ್,ইফোদ
ಎಫೋರ್,এফোৰ
ಮಹಾಕಾವ್ಯ ಯುಗ,মহাকাব্যিক যুগ
ಮಹಾಕಾವ್ಯದ ನಾಯಕ,মহাকাব্যিক নায়ক
ಎಪಿಗ್ರಾಫ್,এপিগ্ৰাফ
ಎಪಿಸ್ಕೋಪಸಿ,এপিস্কোপেচি
ಎಪಿಸ್ಕೋಪೇಟ್,এপিস্কোপেট
ಸಂಚಿಕೆ,খণ্ড
ಯುಗ,যুগ
ಯುಗ ನಿರ್ಮಾಣದ ಘಟನೆ,যুগ সৃষ্টিকাৰী অনুষ্ঠান
ಯುಗಪುರುಷ,যুগ সৃষ্টিকাৰী মানুহ
ನಾಮಪದ,ইপ&#39;নিম
ಇಕ್ವೆರಿ,ইকুৱেৰী
ಇಕ್ವೆರಿ,ইকুৱেৰী
ಅಶ್ವಾರೋಹಿ ಪ್ರತಿಮೆ,অশ্বাৰোহীৰ মূৰ্তি
ಯುಗ,যুগ
ಎರ್ಗಸ್ಟುಲಮ್,এৰগাষ্টুলাম
ಯೂಕರಿಸ್ಟ್,ইউখাৰিষ্ট
ಸುವಾರ್ತಾಬೋಧನೆ,ইভানজেলিজম
ಇವಾಂಜೆಲಿಕಲ್ ಚಳುವಳಿ,ইভানজেলিকেল আন্দোলন
ಸುವಾರ್ತಾಬೋಧಕ,ইভানজেলিষ্ট
ಎಕ್ಸಾರ್ಚ್,Exarch
ಎಕ್ಸಿಲಾರ್ಚ್,এক্সাইলাৰ্ক
ಫಾಲಂಗಿಸ್ಟ್,ফেলেংগিষ্ট
ತಂದೆ ಭೂಮಿ,পিতৃ ভূমি
ತಂದೆ ಭೂಮಿ,পিতৃ ভূমি
ಫೆರಿಯಾ,ফেৰিয়া
ಫೆಟಿಶ್,ফেটিছ
ಊಳಿಗಮಾನ್ಯ ಹಿಡುವಳಿಗಳು,সামন্তীয় হোল্ডিংছ
ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ (=ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ),সামন্তবাদ (=সামন্তীয় ব্যৱস্থা)
ಊಳಿಗಮಾನ್ಯ ವ್ಯವಸ್ಥೆ,সামন্তীয় ব্যৱস্থা
ಊಳಿಗಮಾನ್ಯ,সামন্তীয়
ಫಿಡೆ ಡಿಫೆನ್ಸರ್ (=ನಂಬಿಕೆಯ ರಕ್ಷಕ),ফিডেই ডিফেন্সৰ (=বিশ্বাসৰ ৰক্ষক)
ಫೈಫ್,ফিফ
ಕ್ಷೇತ್ರ ವ್ಯವಸ್ಥೆ,ক্ষেত্ৰ ব্যৱস্থা
ಹದಿನೈದನೇ ತೆರಿಗೆ,পোন্ধৰতম কৰ
ಚಿತ್ರ ತಲೆ,চিত্ৰৰ মূৰ
ಫಿನ್ ಡಿ ಸೈಕಲ್,ফিন ডি ছিকেল
ಬೆಂಕಿ ತಿನ್ನುವವನು,জুই খোৱা
ಐದು ಮೈಲಿ ಕಾಯಿದೆ,পাঁচ মাইল আইন
ಧ್ವಜ,পতাকা
ಫ್ಲೇಮೆನ್ ಡಯಾಲಿಸ್,ফ্লেমেন ডায়েলিছ
ಫ್ಲೇಮೆನ್ ಮಾರ್ಟಿಯಾಲಿಸ್,ফ্লেমেন মাৰ্চিয়ালিছ
ಉರಿಯುವ ಟಾರ್ಚ್,জ্বলি থকা টৰ্চ
ಪಾರ್ಶ್ವ,ফ্লেংক
ಪಾರ್ಶ್ವ ಚಲನೆ,ফ্লেংকিং মুভমেণ্ট
ಪ್ರವರ್ಧಮಾನಕ್ಕೆ ಬರುತ್ತಿರುವ ನಾಗರಿಕತೆ,ফুলি উঠা সভ্যতা
ಫ್ಲೂವಿಯಲಿಸ್ಟಿಕ್ ನಂಬಿಕೆ,নদীবাদী বিশ্বাস
ಜನಪದ ದೇವರು,লোক দেৱতা
ಜನಪದ ದೇವತೆ,লোক দেৱী
ಜಾನಪದ ಸ್ಮರಣೆ,লোক স্মৃতি
ಜಾನಪದ ಪುರಾಣ (=ಜಾನಪದ),লোক মিথ (=folklore)
ಆಹಾರ ಹುಡುಕುವುದು,খাদ্য বিচাৰি ফুৰা
ಮುನ್ನುಗ್ಗಿ,আক্ৰমণ
ಮುಂದಾಳು,পূৰ্বপুৰুষ
ಪೂರ್ವಜ,পূৰ্বপুৰুষ
ಮುಂದಾಳು,আগশাৰীৰ
ನಿರಾಶಾದಾಯಕ ಭರವಸೆ,নিঃসংগ আশা
ರಚನಾತ್ಮಕ ಹಂತ,গঠনমূলক পৰ্যায়
ಕೋಟೆ,দুৰ্গ
ಕೋಟೆ,দুৰ্গ নিৰ্মাণ
ಕೋಟೆಯ ಪಟ್ಟಣ,দুৰ্গম চহৰ
ಕೋಟೆ,দুৰ্গ
ಫಾರ್ಚುನಾ,ফৰ্তুনা
ಫೋರಮ್ ರೋಮನಮ್,ফ&#39;ৰাম ৰোমানম
ಫ್ರಾನ್ಸಿಸ್ಕನ್,ফ্ৰান্সিস্কান
ಫ್ರಾಂಕ್ಲಿನ್,ফ্ৰেংকলিন
ಭ್ರಾತೃಹತ್ಯಾ ಯುದ್ಧ,ভাতৃঘাতী যুদ্ধ
ಉಚಿತ ಚರ್ಚ್,ফ্ৰী চাৰ্চ
ಫ್ರೀಹೋಲ್ಡರ್,ফ্ৰীহোল্ডাৰ
ಸ್ವತಂತ್ರ ಸೈನಿಕ,ফ্ৰীলান্স সৈনিক
ಸ್ವತಂತ್ರ ಸೈನಿಕ,ফ্ৰীলান্স সৈনিক
ಫ್ರೀಮನ್,ফ্ৰীমেন
ಫ್ರೀಮನ್,ফ্ৰীমেন
ಫ್ರೀಪಾಸ್,ফ্ৰীপাছ
ಫ್ರೆಂಚ್ ಕ್ರಾಂತಿ,ফৰাচী বিপ্লৱ
ಫ್ರಿಯರ್,ফ্ৰাইয়াৰ
ಫ್ರೇಸಿಯನ್ ಕೂಲಿ ಸೈನಿಕರು,ফ্ৰিয়াছিয়ান ভাড়াতীয়া
ಗಡಿನಾಡಿನ ಮನುಷ್ಯ,সীমান্ত&#39;এ মানুহ
ಗ್ಯಾಲಿಯನ್,গেলিয়ন
ಗ್ಯಾಲಿಕನ್ (=ಗ್ಯಾಲಿಕಾನಿಸ್ಟ್),গ্যালিকান (=গ্যালিকানিষ্ট)
ಗ್ಯಾಲಿಕಾನಿಸಂ,গ্যালিকানিজম
ಗ್ಯಾರಿಸನ್,গেৰিছন
ಗೌಲ್,গল
ಗೌಂಟ್ಲೆಟ್,গাউণ্টলেট
ಗೌಂಟ್ಲೆಟ್,গাউণ্টলেট
ಗೆಜೆಬೋ,গেজেবো
ಗೆಜೆಬೋ,গেজেবো
ಗೆಜೆಬೋ,গেজেবো
ವಂಶಾವಳಿಯ ಇತಿಹಾಸ,বংশাৱলীৰ ইতিহাস
ವಂಶಾವಳಿಯ ದಾಖಲೆ,বংশাৱলীৰ ৰেকৰ্ড
ವಂಶಾವಳಿಯ ಕೋಷ್ಟಕ,বংশাৱলীৰ তালিকা
ವಂಶಾವಳಿಯ ಮರ,বংশাৱলীৰ গছ
ವಂಶಾವಳಿ,বংশাৱলী
ವಂಶಾವಳಿ,বংশাৱলী
ಪೀಳಿಗೆ,প্ৰজন্ম
ನರಮೇಧ,গণহত্যা
ಅನ್ಯಜಾತಿ,অনা-ইহুদী
ಅನ್ಯಜಾತಿ,অনা-ইহুদী
ಅನ್ಯಜಾತಿ,অনা-ইহুদী
ಅನ್ಯಜಾತಿ,অনা-ইহুদী
ಘೆಟ್ಟೋ,গেট্টো
ಘೆಟ್ಟೋ,গেট্টো
ಗಿಬೆಟ್,গিবেট
ಗಿಲ್ಡ್ (=ಗಿಲ್ಡ್),গিল্ড (=গিল্ড)
ಗ್ಲಾಡಿಯೇಟರ್,গ্লেডিয়েটাৰ
ಅದ್ಭುತ ಕ್ರಾಂತಿ,গৌৰৱময় বিপ্লৱ
ಗೋಲ್ಡನ್ ಹಾರ್ಡ್,গোল্ডেন হৰ্ড
ಮಹಾಮೈತ್ರಿಕೂಟ,গ্ৰেণ্ড এলায়েন্স
ಗ್ರ್ಯಾಂಡಿ,গ্ৰেণ্ডী
ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್,গ্ৰেণ্ড চাইন&#39;ৰ
ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್,গ্ৰেণ্ড চাইন&#39;ৰ
ಮಹಾ ಅಂತರ್ಯುದ್ಧ,মহান গৃহযুদ্ধ
ಮಹಾ ನಿರ್ಗಮನ (ಬುದ್ಧನ),মহান প্ৰস্থান (বুদ্ধৰ)
ಬೃಹತ್ ಭಾರತ,বৃহত্তৰ ভাৰত
ಗ್ರೇಟ್ ಹೆಲ್ಲಾಸ್,গ্ৰেট হেলাছ
ಗ್ರೇಟ್ ಹೋರ್ಡ್,গ্ৰেট হৰ্ড
ಮಹಾತ್ಯಾಗ (=ಮಹಾನ್ ನಿರ್ಗಮನ),মহান পৰিত্যাগ (=মহান প্ৰস্থান)
ಗ್ರೇಟ್ ಸೀಲ್,গ্ৰেট ছিল
ಗ್ರೇಟ್ ಟ್ರ್ಯಾಕ್,গ্ৰেট ট্ৰেক
ದೊಡ್ಡ ವಾಹನ,গ্ৰেট ভেহিকেল
ಚೀನಾದ ಮಹಾಗೋಡೆ,চীনৰ গ্ৰেট ৱাল
ಗ್ರೀವ್,গ্ৰেভ
ಗಾರ್ಡ್-ಚೇಂಬರ್,গাৰ্ড-চেম্বাৰ
ಗಾರ್ಡ್-ಚೇಂಬರ್,গাৰ্ড-চেম্বাৰ
ಗಾರ್ಡ್-ಚೇಂಬರ್,গাৰ্ড-চেম্বাৰ
ಗುಪ್ತರು,গুপ্তাছ
ಹ್ಯಾಜಿಯೋಗ್ರಫಿ,হেজিঅ’গ্ৰাফী
ಹ್ಯಾಜಿಯೋಗ್ರಫಿ,হেজিঅ’গ্ৰাফী
ಹ್ಯಾಜಿಯಾಲಜಿ,হেজিঅ’লজি
ಹ್ಯಾಜಿಯಾಲಜಿ,হেজিঅ’লজি
ಖಾಸಗಿ ಪ್ರೇಕ್ಷಕರ ಹಾಲ್,ব্যক্তিগত দৰ্শকৰ হল
ಸಾರ್ವಜನಿಕ ಪ್ರೇಕ್ಷಕರ ಸಭಾಂಗಣ,ৰাজহুৱা দৰ্শকৰ হল
ಹ್ಯಾಚ್ಮೆಂಟ್,হেচমেণ্ট
ಹೀತೆನ್,হেথেন
ಹೀಥೆನ್,হেথেন
ಹೀಥೆನಿಸಂ,হেথেনিজম
ಹೆಗಿರಾ (ಹೆಜೆರಾ),হেগিৰা (হেজেৰা)
ಹೆಲೆನಿಸಂ,হেলেনিজম
ಹೆಲೋಟ್,হেলট
ಹೆರಾಲ್ಡ್ರಿ,হেৰাল্ড্ৰি
ಪರಂಪರೆ,ঐতিহ্য
ಚಿತ್ರಲಿಪಿಯ ರೇಖೀಯ ಅಕ್ಷರಗಳು,হাইৰ’গ্লিফিক ৰৈখিক আখৰ
ಚಿತ್ರಲಿಪಿ ಲಿಪಿ,হাইৰ&#39;গ্লিফিক লিপি
ಹೈ ಚರ್ಚ್,হাই চাৰ্চ
ಹೈ ಲ್ಯಾಂಡರ್,হাই লেণ্ডাৰ
ಹಿಂದೂ ಧರ್ಮ,হিন্দু ধৰ্ম
ಇತಿಹಾಸಕಾರ,ইতিহাসবিদ
ಇತಿಹಾಸಕಾರ,ইতিহাসবিদ
ಐತಿಹಾಸಿಕ ಭೌತವಾದ,ঐতিহাসিক বস্তুবাদ
ಐತಿಹಾಸಿಕ ಯುಗ,ঐতিহাসিক যুগ
ಐತಿಹಾಸಿಕ ಗಡಿ,ঐতিহাসিক সীমান্ত
ಇತಿಹಾಸಕಾರ,ইতিহাসবিদ
ಇತಿಹಾಸಕಾರ,ইতিহাসবিদ
ಇತಿಹಾಸಶಾಸ್ತ್ರ,ইতিহাস লেখা
ಇತಿಹಾಸಶಾಸ್ತ್ರ,ইতিহাস লেখা
ಇತಿಹಾಸ,ইতিহাস
ಹಿಟ್ಟೈಟ್ ಸಾಮ್ರಾಜ್ಯ,হিট্টী সাম্ৰাজ্য
ಪವಿತ್ರ ಮೈತ್ರಿ,পবিত্ৰ মিত্ৰতা
ಪವಿತ್ರ ನಗರ,পবিত্ৰ নগৰ
ಪವಿತ್ರ ನಗರ,পবিত্ৰ নগৰ
ಪವಿತ್ರ ಭೂಮಿ,পবিত্ৰ ভূমি
ಪವಿತ್ರ ಭೂಮಿ,পবিত্ৰ ভূমি
ಹೋಲಿ ಲೀಗ್,হলি লীগ
ಹೋಲಿ ಲೀಗ್,হলি লীগ
ಪವಿತ್ರ ರೋಮನ್ ಸಾಮ್ರಾಜ್ಯ (=ಸಾಮ್ರಾಜ್ಯ),পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire)
ಪವಿತ್ರ ಸಮುದ್ರ,পবিত্ৰ সাগৰ
ಪವಿತ್ರ ಸಮುದ್ರ,পবিত্ৰ সাগৰ
ಪವಿತ್ರ ಯುದ್ಧ,পবিত্ৰ যুদ্ধ
ಪವಿತ್ರ ಯುದ್ಧ,পবিত্ৰ যুদ্ধ
ಗೃಹ ಸರ್ಕಾರ,গৃহ চৰকাৰ
ಗೃಹರಕ್ಷಕ,হোম গাৰ্ড
ತಾಯ್ನಾಡು,গৃহভূমি
ಗೃಹ ನಿಯಮ,গৃহ শাসন
ಹೋಮ್ ರೂಲ್,হোম ৰুল
ತಂಡ,হৰ্ড
ತಂಡ,হৰ্ড
ಪ್ರತಿಕೂಲ ದೇಶ,শত্ৰুতাপূৰ্ণ দেশ
ಪ್ರತಿಕೂಲ ಭೂಮಿ,শত্ৰুতাপূৰ্ণ ভূমি
ಬಿಸಿ ಅನ್ವೇಷಣೆ,hot pursuit
ಮನೆ,ঘৰ
ಮನೆ,ঘৰ
ಹೌಸ್ ಆಫ್ ಕಾಮನ್ಸ್,হাউচ অৱ কমনছ
ಹೌಸ್ ಆಫ್ ಲಾರ್ಡ್ಸ್,হাউচ অৱ লৰ্ডছ
ಹೌಸ್ ಆಫ್ ರೆಪ್ರೆಸೆಂಟೇಟಿವ್ಸ್,প্ৰতিনিধি সদন
ಹುಗೆನೋಟ್ಸ್,হুগুয়েনট
ಮಾನವತಾವಾದ,মানৱতাবাদ
ಮಾನವತಾವಾದಿ,মানৱতাবাদী
ಹಂಡ್ರೆಡ್ ಯೆಸರ್ಸ್ ವಾರ್,শত Yesrs&#39; যুদ্ধ
ಹಂಕರ್,হাংকাৰ
ಇಬಾದತ್ ಖಾನಾ (ಆರಾಧನೆಯ ಮನೆ),ইবাদাত খানা (পূজাৰ ঘৰ)
ಐಕಾನೊಕ್ಲಾಸ್ಟ್,আইকনক্লাষ্ট
ವಿಗ್ರಹಾರಾಧಕ,মূৰ্তিপূজক
ಇಲಾಹಿ ಯುಗ,ইলাহি যুগ
ಕಾನೂನುಬಾಹಿರ ಯುದ್ಧ,অবৈধ যুদ্ধ
ಪ್ರಕಾಶಿತ ಹಸ್ತಪ್ರತಿ,আলোকিত পাণ্ডুলিপি
ಸಚಿತ್ರ ಹಸ್ತಪ್ರತಿ,সচিত্ৰ পাণ্ডুলিপি
ಸಚಿತ್ರ ಹಸ್ತಪ್ರತಿ,সচিত্ৰ পাণ্ডুলিপি
ಇಮಾಮ್ (ಇಮ್ಮಾಮ್),ইমাম (ইমাউম)
ಇಮಾಮತ್,ইমামত
ಇಮಾಮತ್,ইমামত
ಇಮಾಂಬರಃ,ইমাম্বৰা
ಸಾಮ್ರಾಜ್ಯಶಾಹಿ,ইম্পেৰিয়েল
ಇಂಪೀರಿಯಲ್ ನಗರ,ইম্পেৰিয়েল চিটি
ಸಾಮ್ರಾಜ್ಯಶಾಹಿ,সাম্ৰাজ্যবাদ
ಸಾಮ್ರಾಜ್ಯಶಾಹಿ ಆದ್ಯತೆ,ইম্পেৰিয়েল পছন্দ
ಅಸಮರ್ಥತೆ,নীতিহীনতা
ವಂಚಕ,ভণ্ড
ಸೆರೆವಾಸ,কাৰাবাস
ಸೆರೆವಾಸ,কাৰাবাস
