Marathi,Assamese
दिशात्मक गेमेट,দিশগত গেমেট
दिशात्मक लाभ,দিশগত লাভ
दिशादर्शकता,দিশগততা
दिशा अँटेना,দিশ এন্টেনা
अक्षम चौकशी,অক্ষম কৰা অনুসন্ধান
डिसेम्बल,ডিএসেম্বল
विसर्जन,বিসৰ্জন
"विसर्जन दिवा, विसर्जन दिवा","ইমাৰ্চন লেম্প, ইমাৰ্চন লেম্প"
कण द्रव्य,কণাযুক্ত পদাৰ্থ
वितरण कर,বিতৰণ কৰ
अवतल अँटेना,অৱতল এন্টেনা
डिस्क,ডিস্ক
विस्थापन स्थिर (स्थिर),বিচ্যুতি ধ্ৰুৱক (ধ্ৰুৱক)
विस्थापन वर्तमान,বিচ্যুতি কাৰেণ্ট
विस्थापन त्रुटी,বিচ্যুতিৰ ভুল
प्रदर्शन,প্ৰদৰ্শন
क्षय,পচি যোৱা
विकृती,বিকৃতি
विकृती नुकसान,বিকৃতিৰ ক্ষতি
विरूपण वर्तमान श्रेणी,বিকৃতি বিদ্যুৎ প্ৰবাহৰ পৰিসৰ
विरूपण प्रवाह रॉट,বিকৃতি ধাৰা rot
विकृती संवेदनशीलता,বিকৃতি সংবেদনশীলতা
विरूपण लाभ मार्जिन,বিকৃতি লাভৰ মাৰ্জিন
विरूपण इनपुट प्रतिरोध,বিকৃতি ইনপুট ৰেজিষ্টেন্স
विकृती लूप लाभ,বিকৃতি লুপ লাভ
वितरित अॅम्प्लीफायर,বিতৰণ কৰা এম্প্লিফায়াৰ
वितरण गुणक,বিতৰণ বহুগুণক
भिन्नता प्राप्तकर्ता,ভেৰিয়েচন ৰিচিভাৰ
शून्य विभागणी चाचणी,শূন্য বিভাজন পৰীক্ষা
डी-लेयर,ডি-স্তৰ
आयनोस्फीअरचा डी-स्तर,আয়নমণ্ডলৰ D-স্তৰ
डी-मॉस,ঘ-শৈবাল
डॉल्बी बॉडी,ডলবি শৰীৰ
प्रभावी पोल,ফলপ্ৰসূ মেৰু
प्रभावी ध्रुव प्रतिकार,ফলপ্ৰসূ মেৰু প্ৰতিৰোধ ক্ষমতা
देणगीदार कचरा,দাতাৰ আৱৰ্জনা
देणगीदार साहित्य,দাতাৰ সামগ্ৰী
काळजी न करण्याची स्थिती,dontcare ৰ অৱস্থা
भेसळ,ব্যভিচাৰ কৰা
डॉपलर प्रभाव,ডপলাৰ ইফেক্ট
डॉपलर रडार,ডপলাৰ ৰাডাৰ
डोसमीटर,ডোজিমিটাৰ
पॉइंट मॅट्रिक्स,বিন্দু মেট্ৰিক্স
पॉइंट नोटेशन,বিন্দু সংকেত
दुय्यम समस्या,গৌণ বিষয়
bilayer कॅपेसिटर,দ্বিস্তৰীয় কেপাচিটৰ
binaural klystron,বাইন&#39;ৰেল ক্লাইষ্ট্ৰন
द्विपक्षीय बार,দ্বিপাক্ষিক বাৰ
द्विपक्षीय पीसी बोर्ड,দ্বিপাক্ষিক পিচি ব’ৰ্ড
दुहेरी चिन्हांकन,ডাবল মাৰ্কিং
दुहेरी ट्रान्झिस्टर,ডাবল ট্ৰেঞ্জিষ্টৰ
ड्युअल ट्यून अॅम्प्लीफायर,ডুৱেল টিউনড এম্প্লিফায়াৰ
डबल लेयर ट्रान्झिस्टर अॅम्प्लिफायर,ডাবল লেয়াৰ ট্ৰেঞ্জিষ্টৰ এম্প্লিফায়াৰ
दुप्पट,doubles
व्यत्यय वेळ,বাধাৰ সময়
आउटपुट इलेक्ट्रोड,আউটপুট ইলেক্ট্ৰ&#39;ড
अनुगामी आउटपुट इलेक्ट्रोड,ট্ৰেইলিং আউটপুট ইলেক্ট্ৰ&#39;ড
d राम,ঘ ৰাম
d राम,ঘ ৰাম
रनऑफ सेल,ৰানঅফ কোষ
प्रवाह प्रवाह,ৰানঅফ ষ্ট্ৰিম
प्रवाह वेग,ৰানঅফৰ বেগ
छिद्र पाडणे टेप,ছিদ্ৰ কৰা টেপ
ऑपरेटर बस,অপাৰেটৰ বাছ
ऑपरेटिंग स्टेज,অপাৰেটিং পৰ্যায়
अधर्म,অধৰ্ম
कोरडा सेल,শুকান কোষ
कोरडे कोरीव काम,শুকান এচিং
कोरडा चित्रपट,শুকান ফিল্ম
कोरडे स्विचिंग,শুকান চুইচিং
ड्रायस्टास आर्ट डिस्प्लेसर,ড্ৰাইষ্টাছ আৰ্ট ডিচপ্লেচাৰ
डी.टी.ई.,ডি.টি.ই.
dtl (डायोड ट्रान्झिस्टर लॉजिक),dtl (ডাইঅ&#39;ড ট্ৰেঞ্জিষ্টৰ লজিক)
"ड्वेगेट फेट, ड्वेगेट एफ. ई.टी.","ড্ৱাইগেট ভাগ্য, ড্ৱাইগেট এফ. ই.টি."
दुहेरी जुळणी,ডুৱেল মেচিং
जोडप्याचे प्रसारण,দম্পতী সংক্ৰমণ
दुहेरी वाचन समन्वयक,ডাবল ৰিড সমন্বয়ক
"ड्युअल-डिफरन्स अॅनालॉग, डिजिटल कनवर्टर","ডুৱেল-ডিফাৰেন্স এনালগ, ডিজিটেল কনভাৰ্টাৰ"
द्विध्रुवीय बदल,ডাইপোল পৰিৱৰ্তন
डबल फॉलो व्होल्टेज कंट्रोलर,ডাবল ফ&#39;ল&#39; ভল্টেজ কন্ট্ৰ&#39;লাৰ
द्वैत,দ্বৈততা
दुहेरी पंक्ती,ডাবল ৰোড
मूक अँटेना,নিৰৱ এন্টেনা
डुप्लेक्स ट्रान्समिशन,ডুপ্লেক্স ট্ৰেন্সমিছন
उपयुक्तता प्रमाण,উপযোগিতা অনুপাত
उपयुक्तता गुणोत्तर मॉड्यूलेशन,ইউটিলিটি ৰেচিঅ&#39; মডুলেচন
dB-25 कनेक्टर,dB-25 সংযোগকাৰী
निवासस्थान,ৰেচিডেন্সি
डायनॅमिक वैशिष्ट्ये,গতিশীল বৈশিষ্ট্য
डायनॅमिक वैशिष्ट्ये,গতিশীল বৈশিষ্ট্য
डायनॅमिक प्रवाह,ডাইনামিক কাৰেণ্ট
डायनॅमिक प्रतिबाधा,ডাইনামিক ইম্পিডেন্স
"डायनॅमिक लोड लाइन, लोड लाइन","ডাইনামিক লোড লাইন, লোড লাইন"
डायनॅमिक मेमरी,গতিশীল স্মৃতিশক্তি
व्हेरिएबल मेमरी सेल,ভেৰিয়েবল মেমৰি চেল
डायनॅमिक मेमरी रिफ्रेशर,ডাইনামিক মেমৰি ৰিফ্ৰেচাৰ
डायनॅमिक माउस उलथापालथ,গতিশীল মাউছ ওলোটা
डायनॅमिक रॅम डायनॅमिक रॅम,গতিশীল ৰেম গতিশীল ৰেম
डायनॅमिक श्रेणी,ডাইনামিক ৰেঞ্জ
डायनॅमिक प्रतिकार,গতিশীল ৰেজিষ্টেন্স
डायनॅमिक विस्थापन रजिस्टर,গতিশীল বিচ্যুতি পঞ্জিকা
डायनॅमिक चाचणी,গতিশীল পৰীক্ষা
डायनॅमिक व्हिडिओ रँडम ऍक्सेस मेमरी (DVRAM),ডাইনামিক ভিডিঅ&#39; ৰেণ্ডম এক্সেছ মেমৰি (DVRAM)
डायनॅमो,ডাইনামো
डायनामोमीटर,ডাইনামোমিটাৰ
डायनिट्रॉन ऑसिलेटर,ডাইনিট্ৰন দোলক
"लवकर परिणाम, लवकर परिणाम","আগতীয়া প্ৰভাৱ, আগতীয়া প্ৰভাৱ"
ई रोम,ই এ ৰম
पृथ्वी कनेक्टिव्हिटी,পৃথিৱী সংযোগ
ग्राउंड स्टेशन,গ্ৰাউণ্ড ষ্টেচন
एबर्स-मॉल-समीकरण,এবাৰ্ছ-মৌল-সমীকৰণ
एबर्स-मॉल-मॉडेल,এবাৰ্ছ-মৌল-মডেল
प्रतिध्वनी,প্ৰতিধ্বনি
विरोधी प्रतिध्वनी,এন্টি ইকো
एडी वर्तमान,এডি কাৰেণ্ট
स्ट्रँड कनेक्टर,ষ্ট্ৰেণ্ড সংযোগকাৰী
कोर डिटेक्टर,কোৰ ডিটেক্টৰ
कोर ट्रिगर फ्लिप फ्लॉप,কোৰ ট্ৰিগাৰ ফ্লিপ ফ্লপ
कोर ट्रिगर कुंडी,কোৰ ট্ৰিগাৰ লেচ
एडिसन प्रभाव,&#39;এডিচন ইফেক্ট&#39;
संपादक,সম্পাদক
प्रभावी क्षेत्र,ফলপ্ৰসূ এলেকা
प्रभावी प्रवाह,ফলপ্ৰসূ কাৰেণ্ট
प्रभावी ग्राउंड त्रिज्या,ফলপ্ৰসূ মাটিৰ ব্যাসাৰ্ধ
प्रभावी उंची,ফলপ্ৰসূ উচ্চতা
प्रभावी लांबी,কাৰ্যকৰী দৈৰ্ঘ্য
प्रभावी वस्तुमान,কাৰ্যকৰী ভৰ
प्रभावी विकिरण शक्ती,ফলপ্ৰসূ বিকিৰণ শক্তি
प्रभावी व्होल्टेज,কাৰ্যকৰী ভল্টেজ
कार्यक्षमता,দক্ষতা
E.E.P. रॉम,ই.ই.পি. ৰম
आयकॉनल समीकरण,আইকনল সমীকৰণ
व्यस्त क्षमता,বিপৰীত ধাৰণক্ষমতা
ई-स्तर,ই-স্তৰ
विद्युतप्रवाह,বৈদ্যুতিক প্ৰবাহ
विद्युत क्षेत्र,বৈদ্যুতিক ক্ষেত্ৰ
विद्युत क्षेत्राची तीव्रता,বৈদ্যুতিক ক্ষেত্ৰৰ তীব্ৰতা
विद्युत प्रवाह ओळी,বৈদ্যুতিক প্ৰবাহৰ লাইন
विद्युत क्षमता,বৈদ্যুতিক বিভৱ
विद्युत शॉक,বিদ্যুৎস্পৃষ্ট
इलेक्ट्रो-सोल्डर,ইলেক্ট্ৰ&#39;-ছল্ডাৰ
विद्युत लहर,বৈদ্যুতিক তৰংগ
विद्युत लांबी,বৈদ্যুতিক দৈৰ্ঘ্য
विद्युत शक्ती,বৈদ্যুতিক শক্তি
वीज,বিদ্যুৎ
ईसीजी,ইচিজি
इलेक्ट्रिक डायनॅमो मीटर,বৈদ্যুতিক ডাইনেমো মিটাৰ
इलेक्ट्रोड,ইলেক্ট্ৰ&#39;ড
इलेक्ट्रोड प्रवाह,ইলেক্ট্ৰ&#39;ড কাৰেণ্ট
इलेक्ट्रोल्युमिनेसन्स,ইলেক্ট্ৰ&#39;লুমিনেচেন্স
इलेक्ट्रोल्युमिनेसेंट डिस्प्ले,ইলেক্ট্ৰ&#39;লুমিনেচেণ্ট ডিছপ্লে
गॅल्व्हनिक अलगाव,গেলভানিক পৃথকীকৰণ
इलेक्ट्रोलाइट,ইলেক্ট্ৰলাইট
इलेक्ट्रोलाइटिक कॅपेसिटर,ইলেক্ট্ৰ&#39;লাইটিক কেপাচিটৰ
इलेक्ट्रोलाइटिक कॅपेसिटर,ইলেক্ট্ৰ&#39;লাইটিক কেপাচিটৰ
इलेक्ट्रोमॅग्नेट,বিদ্যুৎচুম্বক
इलेक्ट्रोमॅग्नेटिक ऊर्जा,বিদ্যুৎচুম্বকীয় শক্তি
इलेक्ट्रोमॅग्नेटिक प्रेरण,বিদ্যুৎচুম্বকীয় প্ৰৰোচনা
"इलेक्ट्रोमॅग्नेटिक हस्तक्षेप, EMI","বিদ্যুৎচুম্বকীয় হস্তক্ষেপ, ইএমআই"
इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम,বিদ্যুৎচুম্বকীয় বৰ্ণালী
इलेक्ट्रोमॅग्नेटिक लहर,বিদ্যুৎচুম্বকীয় তৰংগ
विद्युत चुंबकत्व,বিদ্যুৎচুম্বকত্ব
इलेक्ट्रो मेकॅनिकल फिल्टर,ইলেক্ট্ৰ&#39; মেকানিকেল ফিল্টাৰ
इलेक्ट्रोमीटर,ইলেক্ট্ৰ&#39;মিটাৰ
विद्युतचुंबकिय बल,বিদ্যুৎচালিত বল
इलेक्ट्रॉन,ইলেক্ট্ৰন
इलेक्ट्रॉन बीम,ইলেক্ট্ৰন ৰশ্মি
इलेक्ट्रॉन चार्ज,ইলেক্ট্ৰন আধান
इलेक्ट्रॉन उत्सर्जन,ইলেক্ট্ৰন নিৰ্গমন
इलेक्ट्रॉन प्रवाह,ইলেক্ট্ৰন প্ৰবাহ
इलेक्ट्रॉन वायू,ইলেক্ট্ৰন গেছ
इलेक्ट्रॉन उपकरण,ইলেক্ট্ৰন যন্ত্ৰ
इलेक्ट्रॉन भोक जोडी,ইলেক্ট্ৰন ফুটা যোৰ
इलेक्ट्रॉन मायक्रोस्कोप,ইলেক্ট্ৰন মাইক্ৰস্কোপ
इलेक्ट्रॉन कक्षा,ইলেক্ট্ৰন কক্ষপথ
इलेक्ट्रॉन शेल,ইলেক্ট্ৰন খোলা
इलेक्ट्रॉन व्होल्ट,ইলেক্ট্ৰন ভল্ট
इलेक्ट्रॉन वेव्ह ट्यूब,ইলেক্ট্ৰন তৰংগ নলী
इलेक्ट्रॉनिक चार्ज,ইলেক্ট্ৰনিক চাৰ্জ
इलेक्ट्रॉनिक डेटा ताण,ইলেক্ট্ৰনিক ডাটা ষ্ট্ৰেছ
इलेक्ट्रॉनिक डेटा प्रोसेसिंग,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
इलेक्ट्रॉनिक की,ইলেক্ট্ৰনিক চাবি
इलेक्ट्रॉनिक मेल (ई-मेल),ইলেক্ট্ৰনিক মেইল (ই-মেইল)
इलेक्ट्रॉनिक वस्तुमान,ইলেক্ট্ৰনিক ভৰ
इलेक्ट्रॉनिक अंकीय,ইলেক্ট্ৰনিক সংখ্যাগত
इलेक्ट्रॉनिक स्विचिंग,ইলেক্ট্ৰনিক চুইচিং
इलेक्ट्रॉनिक व्होल्टमीटर,ইলেক্ট্ৰনিক ভল্টমিটাৰ
इलेक्ट्रॉनिक ट्यून केलेला रिसीव्हर,ইলেক্ট্ৰনিকভাৱে টিউন কৰা ৰিচিভাৰ
इलेक्ट्रॉनिक्स उद्योग संघटना,ইলেক্ট্ৰনিকছ উদ্যোগ সংস্থা
इलेक्ट्रोप्लेटिंग,ইলেক্ট্ৰ&#39;প্লেটিং
इलेक्ट्रोस्कोप,ইলেক্ট্ৰস্কোপ
विद्युत चुंबकत्व,বিদ্যুৎচুম্বকত্ব
इलेक्ट्रोस्टॅटिक प्रवाह,ইলেক্ট্ৰষ্টেটিক ফ্লাক্স
इलेक्ट्रोस्टॅटिक संरक्षक,ইলেক্ট্ৰষ্টেটিক সংৰক্ষক
घटक,উপাদান
श्रेणीसुधारित करा,বিকশিত কৰা
प्रगती कोन,উন্নতিৰ কোণ
लंबवर्तुळाकार परावर्तक,উপবৃত্তাকাৰ প্ৰতিফলক
लंबवर्तुळाकार फिल्टर,উপবৃত্তাকাৰ ফিল্টাৰ
लंबवर्तुळाकार ध्रुव,উপবৃত্তাকাৰ মেৰু
एम्बेडेड प्रणाली,এম্বেডেড চিস্টেম
abssidic कोड,abssidic ক&#39;ড
उत्सर्जक,এমিটাৰ
एमिटर ओरिएंटेशन कॉन्फिगरेशन,এমিটাৰ অৰিয়েণ্টেচন কনফিগাৰেচন
एमिटर बायपास कॅपेसिटर,এমিটাৰ বাইপাছ কেপাচিটৰ
उत्सर्जित वैशिष्ट्ये,নিৰ্গমনকাৰী বৈশিষ্ট্য
एमिटर जोडलेले अॅम्प्लीफायर,এমিটাৰ কাপল্ড এম্প্লিফায়াৰ
उत्सर्जक प्रसार,এমিটাৰ প্ৰসাৰণ
उत्सर्जक अनुगामी,এমিটাৰ ট্ৰেইলিং
उत्सर्जक प्रतिरोधक,এমিটাৰ ৰেজিষ্টৰ
emitter स्थिर अभिमुखता कॉन्फिगरेशन,এমিটাৰ স্থিতিশীল অৰিয়েণ্টেচন কনফিগাৰেচন
एमिटर बेस जंक्शन,এমিটাৰ বেচ জংচন
"emitter कपल्ड लॉजिक, ECL","এমিটাৰ কাপল্ড লজিক, ইচিএল"
यंत्रीकृत,যান্ত্ৰিক
सक्षम करा,সক্ষম কৰা
encapsulation,এনকেপচুলেচন
कोडित्रा,কোদিত্ৰা
एनक्रिप्शन,এনক্ৰিপচন
वर्तुळाकार लाभ,বৃত্তাকাৰ লাভ
रूपांतरण,ৰূপান্তৰ
पद्धतशीर,প্ৰণালীবদ্ধ
गोलाकार विस्थापन,বৃত্তাকাৰ বিচ্যুতি
रेखांशाचा अँटेना,দীৰ্ঘায়িত এন্টেনা
अनुदैर्ध्य अॅरे,দীৰ্ঘায়িত এৰে
ऊर्जा,শক্তি
ऊर्जा बार,শক্তি বাৰ
बँड अंतर,বেণ্ড গেপ
ऊर्जा पातळी,শক্তিৰ স্তৰ
ऊर्जा पातळी आकृती,শক্তিৰ স্তৰৰ ডায়েগ্ৰাম
वर्धित विस्तारित वस्तुमान तपशील,উন্নত প্ৰসাৰিত ভৰ নিৰ্দিষ্টকৰণ
वाढवलेला लेख निबंधक,বৃদ্ধি কৰা প্ৰবন্ধ পঞ্জীয়ক
वाढ,বৃদ্ধি
वाढ नमुना,বৃদ্ধিৰ ধৰণ
वर्धित Mosfet,উন্নত Mosfet
एन्ट्रॉपी,এণ্ট্ৰপি
लिफाफा डिमॉड्युलेटर,খাম ডিমডুলেটৰ
वातावरण,পৰিৱেশ
"एपिटॅक्सी वाढ, चढत्या वाढ","এপিটেক্সি বৃদ্ধি, আৰোহী বৃদ্ধি"
"epitracheal स्तर, चढत्या थर","এপিট্ৰেকিয়াল স্তৰ, আৰোহী স্তৰ"
"epitaxy, overriding","এপিটাক্সি, অভাৰৰাইডিং"
इपॉक्सी-फायबर ग्लास पातळी,ইপক্সি-ফাইবাৰ গ্লাছৰ স্তৰ
EP-ROM,ইপি-ৰম
एप्सिलॉन,এপ্সিলন
समानीकरण,সমতা স্থাপন
समानीकरण सर्किट,সমতা বৰ্তনী
समानता,সমতা
समीकरण,সমীকৰণ
तुल्यकारक फिल्टर,ইকুৱেলাইজাৰ ফিল্টাৰ
समीकरण,সমীকৰণটো
विषुववृत्त विमान,বিষুৱীয় সমতল
isopotential लाइन,সমবিভৱ ৰেখা
समतुल्य पृष्ठ,সমবিভৱ পৃষ্ঠা
समतुल्य सर्किट,সমতুল্য বৰ্তনী
समतुल्य इनपुट आवाज जनरेटर,সমতুল্য ইনপুট শব্দ জেনেৰেটৰ
समतुल्य इनपुट आवाज प्रतिकार,সমতুল্য ইনপুট শব্দ প্ৰতিৰোধ ক্ষমতা
समतुल्य समस्थानिक विकिरण शक्ती,সমতুল্য সমস্থানিক বিকিৰণ শক্তি
हटवा,বিলোপ
ऊर्जा प्रक्रिया,শক্তি প্ৰক্ৰিয়া
त्रुटी नियंत्रण कोडिंग,ত্ৰুটি নিয়ন্ত্ৰণ ক&#39;ডিং
त्रुटी सुधारणे कोड,ভুল সংশোধন ক&#39;ড
त्रुटी शोध कोड,ভুল ধৰা পেলোৱা ক&#39;ড
त्रुटी हाताळणी,ভুল নিয়ন্ত্ৰণ
त्रुटी दर,ভুলৰ হাৰ
त्रुटी व्होल्टेज,ভুল ভল্টেজ
एरर एम्पलीफायर,ভুল পৰিবৰ্ধক
इसाकी डायोड,isaki ডাইঅ&#39;ড
नक्षीकाम,এচিং
इथरनेट,ইথাৰনেট
युलरचे प्रमेय,অইলাৰৰ উপপাদ্য
परिमाण कमी करणारा मोड,প্ৰসাৰণ হ্ৰাস ধৰণ
बाष्पीभवन प्रक्रिया,বাষ্পীভৱন প্ৰক্ৰিয়া
ई-वेक्टर,ই-ভেক্টৰ
समता,সমতা
अपवाद हाताळणी,ব্যতিক্ৰম নিয়ন্ত্ৰণ
अतिरिक्त आवाज प्रमाण,অতিৰিক্ত শব্দ অনুপাত
तिहेरी कोड,ট্ৰিপল ক&#39;ড
उत्तेजना सारणी,উদ্দীপনা টেবুল
इको XOR गेट,echo XOR গেট
अंमलबजावणी सॉफ्टवेअर,এক্সিকিউচন চফ্টৱেৰ
अंमलबजावणी हलवा,নিষ্পাদন পদক্ষেপ
अंमलबजावणी वेळ,নিষ্পাদন সময়
अनन्य नॉर गेट,একচেটিয়া ন&#39;ৰ গেট
प्रसारक,সম্প্ৰচাৰক
घातांकीय क्षय,ঘাতীয় ক্ষয়
घातांक डायोड,ঘাতীয় ডাইঅ&#39;ড
एक्सपोनेन्शियल फूरियर मालिका,ঘাতীয় ফুৰিয়েৰ শৃংখলা
घातांकीय कार्य,ঘাতীয় ফলন
बाह्य वारंवारता प्रतिकार,বাহ্যিক কম্পাঙ্ক ৰেজিষ্টেন্স
खूप उच्च वारंवारता,অতি উচ্চ কম্পাঙ্ক
उच्च क्षमता,উচ্চ সম্ভাৱনা
खूप लहान वारंवारता,অতি কম কম্পাঙ্ক
अभेद्य सेमीकंडक्टर,অভেদ্য অৰ্ধপৰিবাহী
फाईल उघडा,ফাইলটো খোলক
सेमीकंडक्टर फॅब्रिकेशन,অৰ্ধপৰিবাহী নিৰ্মাণ
फॅब्रि पेरो रेझोनेटर,fabri পেরো অনুনাদক
पटल,পেনেল
गुणक,বহুগুণক
तथ्यात्मक,ফেক্টৰিয়েল
कमतरता,lacunae
क्षीणन,ক্ষীণকৰণ
क्षीणन,ক্ষীণকৰণ
फही एकतर्फी पारगम्यता मापक,ফাহি একপক্ষীয় পাৰ্যমান্যতা জোখা
अपयश,বিফল হোৱা
अयशस्वी मोड,বিফল ধৰণ
अपयशाचा दर,বিফলতাৰ হাৰ
फेअर चाइल्ड सेमीकंडक्टर,ফেয়াৰ চাইল্ড অৰ্ধপৰিবাহী
गडी बाद होण्याचा क्रम,পতনৰ সময়
पाटी कलाड कोर,পাতি কালাদ কোৰ
पॅट कोर,পেট কোৰ
कोसळणे,পতন হোৱা
खोटे,মিছা
दुमडलेला कागद,ভাঁজ কৰা কাগজ
इनपुट,ইনপুট
अंक क्रमांक,ইছ্যু নম্বৰ
फरद,ফাৰাড
फॅराडे प्रभाव,ফাৰাডে ইফেক্ট
फॅराडे रोटेशन,ফাৰাডে ঘূৰণ
फॅराडे स्क्रीन,faraday স্ক্ৰীণ
फॅराडे स्थिरांक,faraday ধ্ৰুৱক
फॅरेडेचा कायदा,ফেৰাডেৰ আইন
प्रतिकृती,প্ৰতিৰূপ
प्रतिकृती प्राप्तकर्ता,প্ৰতিলিপি গ্ৰাহক
प्रतिकृती कम्युनिकेटर,প্ৰতিলিপি যোগাযোগকাৰী
प्रतिकृती,প্ৰতিৰূপ
प्रतिकृती सिग्नल,প্ৰতিলিপি সংকেত
तीक्ष्ण कोर,চোকা কোৰ
द्रुत फोरियर ट्रान्सफॉर्म,দ্ৰুত fourier ৰূপান্তৰ
जहाजाची पावती दिनकरी,জাহাজৰ ৰচিদ দিনকাৰি
फाइल वाटप वेळापत्रक,ফাইল আবণ্টনৰ সময়সূচী
गंभीर त्रुटी,মাৰাত্মক ভুল
मूळ फाइल,মূল নথিপত্ৰ
इनपुट,ইনপুট
"दोष, दोष","দোষ, দোষ"
दोष विश्लेषण,দোষ বিশ্লেষণ
दोष रेटिंग,দোষ ৰেটিং
दोष स्थानिकीकरण,দোষ স্থানীয়কৰণ
दोष स्थानिक पूल,দোষ স্থানীয় দলং
फॉल्ट फिल्टर टॉगल,দোষ ফিল্টাৰ টগল কৰক
पडणे सहिष्णुता,পতন সহনশীলতা
फॅनोचे अल्गोरिदम,ফানোৰ এলগৰিদম
अंक क्रमांक,ইছ্যু নম্বৰ
अंक क्रमांक वृक्ष,ইছ্যু নম্বৰ গছ
फॅक्स,ফেক্স
फाइल संयोजन,ফাইলৰ সংমিশ্ৰণ
F कनेक्टर,F সংযোগকাৰী
वारंवारता विभाग मल्टीप्लेक्सर,কম্পাঙ্ক বিভাজন মাল্টিপ্লেক্সাৰ
FEC कोड,এফ ই চি ক&#39;ড
फेडरल कम्युनिकेशन्स कमिशन,ফেডাৰেল কমিউনিকেচন কমিছন
पुनर्गुंतवणूक लूप लाभ,পুনৰ বিনিয়োগ লুপ লাভ
कमी झालेले चुंबकीय पदार्थ,ক্ষীণ কৰা চুম্বকীয় পদাৰ্থ
इनपुट,ইনপুট
पुनर्गुंतवणूक उत्पन्न,পুনৰ বিনিয়োগৰ উৎপাদন
निर्वाह नुकसान,জীৱিকাৰ ক্ষতি
पुनर्गुंतवणूक,পুনৰ বিনিয়োগ
पुनर्गुंतवणूक अॅम्प्लिफायर,পুনৰ বিনিয়োগ এম্প্লিফায়াৰ
पुन्हा परिचय विकृती,পুনৰ প্ৰৱৰ্তন বিকৃতি
पुनर्गुंतवणूक ब्लॉक आकृती,পুনৰ বিনিয়োগ ব্লক ডায়াগ্ৰাম
पुनर्गुंतवणूक प्रवाह आकृती,পুনৰ বিনিয়োগৰ ধাৰা ডায়েগ্ৰাম
पुनर्स्थापना लूप,পুনৰুদ্ধাৰ লুপ
पुनर्गुंतवणूक ऑसिलेटर,পুনৰ বিনিয়োগ দোলক
पुनर्गुंतवणूक शर्यत,পুনৰ বিনিয়োগৰ দৌৰ
पुनर्गुंतवणूक विस्थापन नोंदणी,পুনৰ বিনিয়োগ স্থানচ্যুতি পঞ্জীয়ন
पुनर्गुंतवणूक तत्त्व आकृती,পুনৰ বিনিয়োগ নীতিৰ ডায়েগ্ৰাম
पुन्हा परिचय व्होल्टेज आकृती,পুনৰ প্ৰৱৰ্তন ভল্টেজ ডায়াগ্ৰাম
फर्मी पातळी,ফাৰ্মি স্তৰ
फेरीक प्रेरक,ফেৰিক ইণ্ডাক্টৰ
फेराइट,ফেৰাইট
फेराइट अँटेना,ফেৰাইট এন্টেনা
फेराइट तण,ফেৰাইট অপতৃণ
फेराइट स्पिनर,ফেৰাইট স্পিনাৰ
फेराइट विभाजक,ফেৰাইট বিভাজক
फेराइट लाइन विस्तार,ফেৰাইট লাইন সম্প্ৰসাৰণ
फेराइट-कोर ट्रान्सफॉर्मर,ফেৰাইট-কোৰ ট্ৰেন্সফৰ্মাৰ
फेरो क्रोम टेप,ferro ক্ৰম টেপ
फेरोमॅग्नेटिझम,ফেৰ&#39;মেগনেটিজম
नशीब,ভাগ্য
फील्ड इफेक्ट ट्रान्झिस्टर (FET),ফিল্ড ইফেক্ট ট্ৰেঞ্জিষ্টৰ (FET)
फॅट बूस्टर,ফেট বুষ্টাৰ
fret पूरक सममिती,fret পৰিপূৰক প্ৰতিসমতা
चरबी कमी करण्याचा मोड,চৰ্বি হ্ৰাসৰ ধৰণ
"fate duality gate, duality gate","ভাগ্য দ্বৈততা গেট, দ্বৈততা গেট"
फॅट ग्रोथ मोड,চৰ্বি বৃদ্ধিৰ ধৰণ
fret वारंवारता प्रतिसाद,&#39;ফ্ৰেট ফ্ৰিকুৱেন্সি ৰেচপন্স&#39;
फॅट ग्राफिक विश्लेषण,চৰ্বি গ্ৰাফিক বিশ্লেষণ
भाग्य गुंतवणूक सुरक्षा,FATE বিনিয়োগৰ সুৰক্ষা
चरबी उलट,চৰ্বি ওলোটা
भाग्य करार,ভাগ্য চুক্তি
चरबी mosfet,চৰ্বিযুক্ত mosfet
चरबी चालकता,চৰ্বিৰ পৰিবাহীতা
झोपेची वेळ,টোপনিৰ সময়
फाइल आयात,ফাইল আমদানি
फायबर,আঁহ
फायबर कनेक्टर,ফাইবাৰ সংযোগকাৰী
फायबर वितरित डेटा इंटरफेस,ফাইবাৰ বিতৰণ কৰা তথ্য আন্তঃপৃষ্ঠ
फायबर ग्लास,ফাইবাৰ গ্লাছ
फायबर ऑप्टिक लिंक,ফাইবাৰ অপটিক লিংক
फायबर ऑप्टिक्स ट्रान्समिशन विंडो,ফাইবাৰ অপটিক্স ট্ৰেন্সমিছন উইণ্ড&#39;
फायबर लाइट डिटेक्टर,ফাইবাৰ লাইট ডিটেক্টৰ
फायबर बाँडिंग,ফাইবাৰ বণ্ডিং
फिबोनाची संख्या,ফিবোনাচি সংখ্যা
आभासी आवाज जनरेटर,ভাৰ্চুৱেল শব্দ উৎপাদক
प्राप्तकर्त्याची निष्ठा,গ্ৰাহকৰ নিষ্ঠা
बनावट,জালিয়াতি
