Gujarati,Telugu
હોદ્દો,హోదా
રવાનગી,డెస్పాచ్
રવાનગી નોંધ,డెస్పాచ్ నోట్
રવાનગી રજિસ્ટર,డెస్పాచ్ రిజిస్టర్
ગંતવ્ય,గమ్యం
નિરાધાર,నిరాశ్రయుల
વિગત,వివరాలు
વિગતવાર,వివరంగా
શોધી કાectવું,గుర్తించడం
અટકાયત,నిర్బంధ
અટકાયત,డిటెనూ
નિશ્ચય,సంకల్పం
વિસ્ફોટ,నిరోధం
હાનિ,హాని
હાનિકારક,హానికరం
અવમૂલ્યન,విలువ తగ్గింపు
બરછટ,వినాశనం
વિકાસ,అభివృద్ధి
વિચલિત થવું,విడదీయండి
સાધન,పరికరం
ભક્તિ,భక్తి
નિદાન કરવું,రోగ నిర్ధారణ
ચિત્ર,రేఖాచిత్రం
ડાયરી,డైరీ
શરતી,డిక్టేషన్
મૃત્યુ ન,చనిపోతుంది
આહાર,ఆహారం
પટા,డైజెస్ట్
ગૌરવપૂર્ણ,గౌరవప్రదమైన
ગૌરવ,గౌరవం
ભિન્નતા,డైగ్రెషన్
પાતળું,డైలేటరీ
મૂંઝવણ,సందిగ్ధత
મહેનતુ,శ్రద్ధ
પરિમાણ,పరిమాణం
ડિપ્લોમા,డిప్లొమా
રાજનીતિ,దౌత్యం
રાજનીતિની પ્રતિરક્ષા,దౌత్య రోగనిరోధక శక్తి
સીધું કરવું,డైరెక్ట్
સીધી હરીફાઈ,ప్రత్యక్ష పోటీ
પ્રત્યક્ષ મુલાકાત,ప్రత్యక్ష ఇంటర్వ్యూ
દિશા,దిశ
ડિરેક્ટરી,డైరెక్టరీ
સીધી ભરતી,ప్రత్యక్ష నియామకం
નકારી કાallવું,అనుమతించవద్దు
અપંગતા,వైకల్యం
અપંગ વ્યક્તિ,వికలాంగుడు
અપંગ લાભ,డిసేబుల్మెంట్ ప్రయోజనం
ગેરફાયદા,ప్రతికూలత
અસંમત થવું,అంగీకరించలేదు
અસ્વીકાર,అనుమతించబడలేదు
અસ્વીકાર,నిరాకరణ
આપત્તિ,విపత్తు
આપત્તિનું સંચાલન,విపత్తూ నిర్వహణ
વિખેરી નાખવું,రద్దు
વિતરણ,పంపిణీ
કા discી નાખવા,విస్మరించండి
રજા,ఉత్సర్గ
-નાગરી કાપલી,ఉత్సర్గ స్లిప్
શિસ્તબદ્ધ પગલાં,క్రమశిక్షణా చర్య
શિસ્તબદ્ધ કાર્યપદ્ધતિ,క్రమశిక్షణా విధానం
શિસ્ત,క్రమశిక్షణ
રાજદ્રોહ,నిరాకరణ
જાહેર કરવું,బహిర్గతం
અણબનાવ,అసంతృప్తి
અસંગત,నిలిపివేత
બંધ કરવું,నిలిపివేయండి
અસંગત,అసమ్మతి
છૂટ,డిస్కౌంట్
શોધવું,కనుగొనండి
અણીદાર,అపఖ్యాతి
અસંગતિ,వ్యత్యాసం
વિવેક,అభీష్టానుసారం
વિવેકાધીન,విచక్షణ మంజూరు
વિવેકાધિકાર,విచక్షణ శక్తి
ભેદભાવ,వివక్ష
ચર્ચા,చర్చ
અપ્રમાણિક,నిజాయితీ
અપરાધ,అవమానం
વિઘટન,విచ్ఛిన్నం
ઝૂંપડી,డిస్క్
વિઘટન,తొలగుట
બેભાન,నమ్మకద్రోహం
નાબૂદ કરવું,రద్దుచేసే
બરતરફ,తొలగింపు
રોકી કાર્યવાહી,తొలగింపు విధానం
અનાદર કરવો,అవిధేయత
અવ્યવસ્થા,రుగ్మత
ગોટાળો,అస్తవ్యస్తత
તફાવત,అసమానత
રવાનગી અનુભાગ,డిస్పాచ్ విభాగం
વિઘટનક્ષમ,పంపిణీ చేయదగినది
વિખેરી નાખવું,చెదరగొట్టండి
અપશુકવિક,స్థానభ్రంశం
પ્રદર્શન,ప్రదర్శన
નારાજી,అసంతృప్తి
નિકાલ,పారవేయడం
નિકાલ,పారవేసేందుకు
સ્વભાવ,స్థానభ్రంశం
નિકાલ,తొలగింపు
વિવાદ,వివాదం
ગેરલાયકાત,అనర్హత
ઉપેક્ષા,విస్మరించండి
ભંગાણ,అంతరాయం
અસંતોષ,అసంతృప్తి
જુલમ કરવું,అసమ్మతి
વિધ્વંસ,అపచారం
વિખેરી નાખવું,డిసోసియేట్
વિચ્છેદ,రద్దు
વિસર્જન કરવું,కరిగించండి
અંતર શિક્ષણ,దూరవిద్య
નિસ્યંદન,డిస్టిలరీ
અલગ,విభిన్న
ભેદ પાડવો,వేరు
વિકૃતિ,వక్రీకరణ
તક,బాధ
વહેચણી,పంపిణీ
વિતરણ,పంపిణీ
જિલ્લો,జిల్లా
જિલ્લા કેન્દ્ર,జిల్లా కేంద్రం
ખલેલ,భంగం
બેવકૂફ,డిట్టో
માર્ગાન્તર,మళ్లింపు
ડિવિડન્ડ,డివిడెండ్
ભાગ,విభజన
છૂટાછેડા,విడాకులు
ડોકેટ,డాకెట్
ડોક્ટર,వైద్యుడు
દસ્તાવેજ,పత్రం
દસ્તાવેજી પુરાવો,డాక్యుమెంటరీ సాక్ష్యం
દસ્તાવેજીકરણ,డాక్యుమెంటేషన్
વસાહત,నివాసం
વસવાટી પ્રમાણપત્ર,నివాస ధృవీకరణ పత్రం
પ્રભુત્વપૂર્ણ,ఆధిపత్యం
દાન,విరాళం
ડોળ,డోసియర్
શંકાસ્પદ,సందేహాస్పదంగా
કબૂતર,డోవ్ టైలింగ్
ગાળો,డౌన్ గ్రేడ్
મુસદ્દો,ముసాయిదా
મુસદ્દો,ముసాయిదా ప్రత్యుత్తరం
સખત માપ,తీవ్రమైన కొలత
ખેંચાણ,డ్రా
દોરડું,డ్రాయర్
ચિત્ર,డ్రాయింగ్
દુકાળ,కరువు
ભાંગી બ promotionતી,పొడి ప్రమోషన్
બેવડી ખર્ચ,ద్వంద్వ ఛార్జ్
દ્વિ નાગરિકતા,ద్వంద్వ పౌరసత్వం
યોગ્ય,గడువు
કારણે ખંત,తగిన శ్రద్ధ
લેણું,బకాయిలు
યથાર્થ,సరిగా
નકલ કરવી,నకిలీ
સમયગાળો,వ్యవధి
બળજબરી,డ్యూరెస్
ફરજ,విధి
ફરજિયાત ભથ્થું,విధి భత్యం
ફરજ -ચાર્ટ,డ్యూటీ చార్ట్
ફરજની રજા,డ్యూటీ సెలవు
ફરજ -ખંડ,డ్యూటీ రూమ్
મરણ,డైయింగ్ డిక్లరేషన్
ગતિશાસ્ત્ર,డైనమిక్స్
નિર્ધારિત કરવું,కేటాయింపు
મળેલ રજા,సంపాదించిన సెలవు
કમાણી,ఆదాయాలు
પર્યાવરણમિત્ર એવી,పర్యావరణ అనుకూలమైనది
પરિસ્થિતિવિજ્ologyાન,ఎకాలజీ
આર્થિક,ఆర్థిక
આર્થિક શોષણ,ఆర్థిక దోపిడీ
અર્થતંત્ર,ఆర్థిక వ్యవస్థ
ઈકોનોમી વર્ગ,ఎకానమీ తరగతి
સંપાદન,ఎడిటింగ్
આવૃત્તિ,ఎడిషన్
સંપાદકીય,సంపాదకీయం
શિક્ષણ,చదువు
શૈક્ષણિક કારકિર્દી,విద్యా వృత్తి
શૈક્ષણિક સંસ્થા,ఎడ్యుకేషనల్ ఇన్స్టిట్యూట్
શૈક્ષણિક લાયકાત,అర్హతలు
અસર,ప్రభావం
યોગ્ય,ప్రభావవంతమైనది
અસરકારક તારીખ,ప్రభావవంతమైన తేదీ
અસુપ્રતિરોધ,ప్రభావాలు
કાર્યપ્રધાન,సమర్థత
કાર્યક્ષમતા,సామర్థ్యం
કાર્યદક્ષ,సమర్థవంతమైనది
હદ,ఎజెక్ట్మెంట్
વિસ્તૃત,విస్తృతమైన
સમય,సాపేక్ష
ચૂંટાયેલા પ્રતિનિધિ,ఎన్నుకోబడిన ప్రతినిధి
ચૂંટણી,ఎన్నికల
મતદાર કોલેજ,ఎలక్టోరల్ కాలేజీ
મતદાર,ఓటర్లు
વીજળીકરણ,విద్యుదీకరణ
વીજ માધ્યમ,ఎలక్ట్రానిక్ మీడియా
પ્રારંભિક,ప్రాథమిక
પાત્રતા,అర్హత
યોગ્યતા કસોટી,అర్హత పరీక్ష
દૂર કરવું તે,ఎలిమినేషన్
છટણી,వాగ్ధాటి
શરમજનક,ఇబ్బంది
ઉચાપત,అపహరణ
મુદ્રા,చిహ్నం
એમ્બ os સિંગ સીલ,ఎంబోసింగ్ సీల్
કટોકટી,అత్యవసర పరిస్థితి
કટોકટી રાહત,అత్యవసర ఉపశమనం
ઉત્તરાધિકાર,ఎమర్జెంట్
વિવાદ,వలస
મળતકામ,ఎమోల్యూమెంట్స్
દાન,ఎంపానెల్మెంట్
સહાનુભૂતિ,సానుభూతిగల
નોકરીમાં રાખવું,ఉద్యోగం
કર્મચારી,ఉద్యోగి
કર્મચારીની સહભાગિતા,ఉద్యోగుల భాగస్వామ్యం
કર્મચારી ફાળો,ఉద్యోగి సహకారం
કર્મચારીનું પ્રોવિડન્ટ ફંડ,ఉద్యోగి యొక్క ప్రావిడెంట్ ఫండ్
નિયોક્તા,యజమాని
રોજગાર,ఉపాధి
રોજગાર,ఉపాధి మార్పిడి
રોજગાર -નોટિસ,ఉపాధి నోటీసు
રોજગાર કચેરી,ఉపాధి కార్యాలయం
સત્તા આપવી,సాధికారత
શક્તિ,సాధికారత
કાયદો ઘડવો,అమలు
કાયદા,చట్టం
Bloc,ఎన్ బ్లాక్
બંધ કરવું,ENCASH
બંધ કરવું,పరివేష్టిత
પ્રોત્સાહન,ప్రోత్సాహం
અતિક્રમણ,ఆక్రమణ
સસલા,ఎన్‌కంబ్రాన్స్
શેરો,ఎండోర్స్
દેણગી,ఎండోమెంట్
અંતનું ઉત્પાદન,ముగింపు ఉత్పత్తి
શક્તિ,శక్తి
દબાણ,అమలు
સંલગ્ન કરવું,నిమగ్నమవ్వండి
વૃદ્ધિ,మెరుగుదల
આદેશ આપવો,ఆంథ్యం
અહંકાર,ఎన్ మాస్సే
તપાસ,విచారణ
નોંધણી કરવી,నమోదు
નોંધણી (= નોંધણી),నమోదు (= నమోదు)
પ્રવેશ -નંબર,నమోదు సంఖ్య
Enrંચું કરવું,దారిలో
આગામી,తరువాత
ખાતરી કરવી,నిర్ధారించడానికి
પ્રવેશ,నమోదు చేయండి
સાહસ,ఎంటర్ప్రైజ్
મનોરંજન કરવું,వినోదం
મનોરંજન,వినోదం
હકદાર બનાવવું,అర్హత
હકદાર,అర్హత
હકદાર,అర్హత
પ્રવેશદ્વાર,ప్రవేశం
પ્રવેશદ્વાર,ప్రవేశం
પ્રવેશ,ప్రవేశం
પ્રવેશ સ્તરનું કામ,ప్రవేశ స్థాయి ఉద్యోగం
ગણવું તે,గణన
વાતાવરણ,పర్యావరణం
દૂત,రాయబారి
મહામારી,అంటువ్యాధి
સાર,ఎపిటోమ్
સમાનતા,సమానత్వం
સંતુલન,సమతౌల్య
સામાન,పరికరాలు
સમાનતા,ఈక్విటీ
સમાન,సమానం
સમૃદ્ધ,సమస్యాత్మక
નાબૂદ કરવું,నిర్మూలించేందుకు
ભંડાર,లోపటా
ભૂલ,లోపం
વધારાનું કામ,ఎస్కలేషన్
ક escંગર,ఎస్కార్ట్
આવશ્યક,అవసరం
સ્થાપના,స్థాపన
અંદાજ,అంచనా
અંદાજિત ખર્ચ,అంచనా ఖర్చు
શિશ્મિક,నీతి
શિષ્ટાચાર,మర్యాద
ખાલી કરાવવું તે,తరలింపు
ટકી રહેવું,తప్పించుకుంటుంది
મૂલ્યાંકન,మూల్యాంకనం
બેકી સંખ્યા,సరి సంఖ్య
સંભવિત,చివరికి
હદ,తొలగింపు
પુરાવો,సాక్ష్యం
વિકસિત થવું,పరిణామం
ચોક્કસ,ఖచ్చితమైనది
પરીક્ષા,పరీక్ష
પરીક્ષક,ఎగ్జామినే
પરીક્ષક,ఎగ్జామినర్
ઉદાહરણ,ఉదాహరణ
ખોદકામ,తవ్వకం
ઉત્તમ,అద్భుతమైన
અપવાદ,మినహాయింపు
અસાધારણ,అసాధారణమైనది
વધારાની,అదనపు
વિનિમય,మార్పిడి
સરકારી ખજાનો,ఖజానా
આબકારી (= આબકારી ફરજ),ఎక్సైజ్ (= ఎక్సైజ్ డ్యూటీ)
બાકાત રાખવું,మినహాయించండి
વિશિષ્ટ,ప్రత్యేకమైనది
માફી,సాకు
અમલમાં મૂકવું,అమలు చేయండి
કારોબારી,ఎగ్జిక్యూటివ్
કારોબારી સમિતિ,కార్య నిర్వాహక కమిటీ
કારોબારી સત્તા,ఎగ్జిక్యూటివ్ పవర్
અધિકારીઓ,ఎగ్జిక్యూటివ్స్
કારોબારી કર્મચારી,ఎగ్జిక్యూటివ్ సిబ్బంది
મુક્તિ,మినహాయింపు
મુક્તિ,మినహాయింపు
કસરત,వ్యాయామం
ભૂતપૂર્વ ગ્રેટિયા,మాజీ గ్రాటియా
પૂર્વ-ગ્રેટિયા ચુકવણી,మాజీ గ్రాటియా చెల్లింపు
અઘોષ,ఎగ్జాస్ట్
નિષ્ઠુર,సమగ్ర
પ્રદર્શિત કરવું,ప్రదర్శన
ઉગાડવી,బహిర్గతం
એકમંત્રી નીતિ,ఎక్సిమ్ పాలసీ
બહાર નીકળવું,బయటకి దారి
બહાર નીકળતા મુલાકાત,నిష్క్రమణ ఇంటర్వ్యూ
બહાર નીકળો નીતિ,నిష్క్రమణ విధానం
એક્ઝિટ પોલ,ఎగ్జిట్ పోల్
અપરિપક્વ,మాజీ ఉద్యోగి
નિર્દોષ કહેવું,ఎక్సోనెరేట్
વિસ્તરણ,విస్తరణ
એકપક્ષી,మాజీ పార్టే
દેશનિકાલ,బహిష్కరణ
યોગ્ય,ప్రయోజనకరమైన
જલદી કરવી,వేగవంతం చేయండి
હાંકી કાelવું,బహిర్గతం
ખર્ચ,వ్యయం
અનુભવ,అనుభవం
પ્રયોગ,ప్రయోగం
નિષ્ણાત,నిపుణుడు
સમાપ્તિ,గడువు
અંતિમ તારીખ,గడువు తీరు తేదీ
સમજૂતી,వివరణ
સ્પષ્ટ,స్పష్టంగా
શોષણ,దోపిడీ
અન્વેષણ કરવું,అన్వేషించండి
વિસ્ફોટ,పేలుడు
નિકાસ,ఎగుమతి
ભૂતપૂર્વ,మాజీ పోస్ట్ వాస్తవం
સ્પષ્ટ,ఎక్స్‌ప్రెస్
અભિમાન,వ్యక్తీకరణ
હાંકી કાulsionવું,బహిష్కరణ
કા expી નાખવું,ఎక్స్‌క్గెన్స్
વધારવું,విస్తరించండి
હદ,విస్తృతమైన
બાહ્ય,బాహ్య
મુકાબલો,దోపిడీ
વધારે,అదనపు
અર્ક,సారం
અસાધારણ,అసాధారణ
ઉડાઉ,విపరీత
ઉગ્રતાવાદી,ఉగ్రవాది
બહિર્મુખ,ఎక్స్‌ట్రావర్ట్
ચોખ્ખા સાક્ષી,కంటి సాక్షి
રચના કરવી,కల్పించండి
ફેસ વેલ્યુ,ముఖ విలువ
સરળતા કરવી,సులభతరం
સગવડ,సౌకర్యం
પ્રેક્ષય,ఫేస్‌సిమైల్
હકીકત,వాస్తవం
જૂથબંધી,కక్షవాదం
પરિબળ,కారకం
કારખાનું,ఫ్యాక్టరీ
વાસ્તવિક,వాస్తవం
શક્તિ,అధ్యాపకులు
નિષ્ફળ થવું,విఫలం
ન્યાયી,ఫెయిర్
વિશ્વાસ,విశ్వాసం
બનાવટી,నకిలీ
કુટુંબ,కుటుంబం
દુકાળ,కరువు
ભાડું,ఛార్జీల
વિદાય,వీడ్కోలు
ખેતી,వ్యవసాయం
થાક,అలసట
દોષ,తప్పు
તરફેણ,అనుకూలంగా
શક્યતા,సాధ్యత
સંઘ,సమాఖ్య
ફી,రుసుము
ફીડ પાછું ખવડાવવું,తిరిగి ఫీడ్ చేయండి
લાગણી,భావన
બલિદાન,ఫెసిట్
સાથી,తోటి
ધર્મનત્વ,ఫెలోషిప్
સ્ત્રી,స్త్రీ
ફળદ્રુપ,సారవంతమైన
બનાવટી,కల్పిత
વફાદારી,విశ్వసనీయత
ક્ષેત્ર,ఫీల్డ్
આંકડો,మూర్తి
ફાઈલ,ఫైల్
ફાઈલિંગ,దాఖలు
ફિલ્મ,చిత్రం
અંતિમ,చివరి
ફાઇનાન્સ,ఫైనాన్స్
નાણાકીય,ఆర్థిక
નાણાંકીય,ఫైనాన్షియర్
તારણ,కనుగొన్నవి
દંડ,మంచిది
કલાક્ષેત્ર,లలిత కళలు
આંગળીની છાપ,ఫింగర్ ప్రింట్
તૈયાર માલ,తయారైన వస్తువులు
આગ,అగ్ని
ફાયરિંગ,కాల్పులు
મક્કમ,సంస్థ
પ્રાથમિક સારવાર,ప్రథమ చికిత్స
પ્રથમ વર્ગ,మొదటి తరగతి
પ્રથમ વિભાગ,మొదటి విభాగం
પ્રથમ માહિતી અહેવાલ,మొదటి సమాచార నివేదిక
નાણાકીય,ఆర్థిక
મત્સ્યઉદ્યોગ,మత్స్య సంపద
યોગ્ય,సరిపోతుంది
યોગ્યતા,ఫిట్‌నెస్
સ્થિર કરવું,పరిష్కరించండి
નિર્ધારણ,స్థిరీకరణ
નિશ્ચિત,స్థిర
ધ્વજ,జెండా
ફફડાટ,ఫ్లాప్
ફ્લેટ,ఫ్లాట్
કાફલો,నౌకాదళం
લવચીકતા,వశ్యత
ઉડ્ડયન,ఫ్లైట్
પૂરથી રાહત,వరద ఉపశమనం
માળા,అంతస్తు
પ્રવાહ,ప్రవాహం
વધઘટ,హెచ్చుతగ్గులు
ગર્ભપાત,ఫెసిడ్
ફોલ્ડર,ఫోల్డర్
ફોલિયો,ఫోలియో
અનુસરવું,అనుసరించండి
અનુયાયી,క్రింది
અનુયાયી,అనుచరుడు
ઉશ્કેરવું,ఫోమెంట్
પગની નોંધ,ఫుట్ నోట్
જાડુ મજૂર,బలవంతపు శ్రమ
આગાહી,సూచన
પૂરેપૂરી નિષ્કર્ષ,ముందస్తు తీర్మానం
વિદેશી,విదేశీ
ફોરમેન,ఫోర్‌మాన్
પૂર્વવ્યાપી,మధ్యాహ్నం
અગમચેતી,దూరదృష్టి
પૂર્વાધિકાર,ముందుమాట
જપ્ત કરવું,ఓడిపోండి
બનાવટી,నకిలీ
બનાવટી,ఫోర్జరీ
ફોર્મ,రూపం
વિધિસર,ఫార్మల్
અનુરોધ,ఫార్మాట్
ભૂતપૂર્વ,మాజీ
સૂત્ર,ఫార్ములా
તરત,వెంటనే
આગળ વધવું,ముందుకు
રવાના -પત્ર,ఫార్వార్డింగ్ లెటర్
પાયો,ఫౌండేషన్
અપૂર્ણાંક,భిన్నం
મતાધિકાર,ఫ్రాంచైజ్
છેતરપિંડી,మోసం
મુક્ત,ఉచితం
સ્થિર કરવું,ఫ్రీజ్
નૂર,సరుకు
આવર્તન,తరచుదనం
બળતણ,ఇంధనం
સંપૂર્ણ પાયો,పూర్తి స్థాయిలో
કાર્ય,ఫంక్షన్
ભંડોળ,ఫండ్
કટ્ટરવાદ,ఫండమెంటలిజం
સજ્જ કરવું,ఫర్నిష్
આગળ ની કાર્યવાહી,తరువాతి చర్య
લાભદાયી રોજગાર,లాభదాయకమైన ఉపాధి
લાભદાયી વ્યવસાય,లాభదాయకమైన వృత్తి
દ્વાર -પાસ,ప్రవేశ అనుమతి
રાજપત્રિત,గెజిట్
રાજપત્રિત રજા,గెజిటెడ్ హాలిడే
સામાન્ય,జనరల్
સામાન્ય વહીવટ,సాధారణ పరిపాలన
સામાન્ય સંસ્થા,సాధారణ శరీరం
સામાન્ય ચુંટણી,సాధారణ ఎన్నికలు
સામાન્ય બેઠક,సాధారణ సమావేశం
સામાન્ય પ્રથા,సాధారణ అభ్యాసం
સામાન્ય કાર્યપદ્ધતિ,సాధారణ విధానం
સામાન્ય નિયમ,సాధారణ నియమం
સામાન્ય વોર્ડ,జనరల్ వార్డ్
નિર્માણ,తరం
પ્રતિભાશાળી,మేధావి
વાસ્તવિક,నిజమైన
ભેટ,బహుమతి
સારાંશ,సారాంశం
વૈવિધ્ય,గ్లోబల్ టెండర్
ગ્લોસરી,పదకోశం
ધ્યેય,లక్ష్యం
નીચે જાઓ,కిందికి వెళ్ళు
ગોલ્ડન હેન્ડશેક (= ગોલ્ડન પેરાશૂટ),గోల్డెన్ హ్యాండ్‌షేక్ (= గోల్డెన్ పారాచూట్)
સારું,మంచిది
સારી વર્તણૂક,మంచి ప్రవర్తన
સદ્ભાવના,మంచి విశ్వాసం
સારા અધિકારીઓ,మంచి కార్యాలయాలు
શુભેચ્છા,గుడ్విల్
શાસન કરવું,పరిపాలన
શાસન,పాలన
સરકાર,ప్రభుత్వం
ભારત સરકાર,భారత ప్రభుత్వం
ભારત સરકારની ચિંતા,భారత ప్రభుత్వం
ભારત સરકાર,భారత ప్రభుత్వం
સરકારી દબા,ప్రభుత్వ ప్రెస్
સરકારી કર્મચારીઓ,ప్రభుత్వ ఉద్యోగులు నిబంధనలు నిర్వహిస్తారు
સરકારી સેવા,ప్రభుత్వ సేవ
ક્રમ,గ్రేడేషన్
દરજ્જો,గ్రేడ్
ક્રમ,గ్రేడింగ్
સ્નાતક,ఉన్నత విద్యావంతుడు
ક્રમશ wages,గ్రాడ్యుయేట్ వేతనాలు
સ્નાતક તાલીમાર્થી,గ్రాడ్యుయేట్ ట్రైనీ
કલમ,అంటుకట్టుట
કુલ સરવાળો,సంపూర్ణ మొత్తము
અનુદાન,గ్రాంట్
સહાયક અનુદાન,గ్రాంట్-ఇన్-ఎయిడ్
દ્રાક્ષ,ద్రాక్ష
ગ્રાફ,గ్రాఫ్
આવરણ,గ్రాఫాలజీ
આભારી,కృతజ్ఞత
સ્નાયુ,గ్రాట్యుటీ
લીલોતરી,గ్రీన్ హ్యాండ్
અભિવાદન,గ్రీటింగ్
ફરિયાદ,ఉపద్రవము
વ્યગ્ર,భయంకరమైన
કુલ,స్థూల
કુલ રકમ,స్థూల మొత్తం
ભારે ગેરવર્તન,స్థూల దుష్ప్రవర్తన
ગંભીર બેદરકારી,స్థూల నిర్లక్ష్యం
કુલ નફો,స్థూల లాభం
કુલ આવક,స్థూల ఆదాయం
એકંદર કુલ,స్థూల మొత్తం
જમીનહીન,నేలలేనిది
જમીન -ભાડું,గ్రౌండ్ అద్దె
મેદાન,మైదానాలు
સમૂહ,సమూహం
જૂથબદ્ધ અને ગ્રેડિંગ,సమూహం మరియు గ్రేడింగ్
બાંયધરી,హామీ
બાંયધરી આપનાર,హామీ
ચોકી,గార్డు
ગાર્ડ ફાઈલ,గార్డు ఫైల్
ખલી,సంరక్షకుడు
મહેમાનો,గెస్ట్ హౌస్
માર્ગદર્શન,గైడ్
માર્ગદર્શન,మార్గదర్శకాలు
અપરાધ,అపరాధం
આદત,అలవాటు
રોજનું,అలవాటు
અર્ધ-રજા,సగం హాలిడే
અર્ધ -પગાર,సగం పే
સગીર,హాల్
અટકાવવું,హాల్ట్
હાથ,చెయ్యి
હાથ ધરવામાં આવેલું,హ్యాండ్‌బిల్
પુસ્તિકા,హ్యాండ్‌బుక్
હાથો,హ్యాండిక్యాప్
હાથ ધરવું,హ్యాండిల్
હાથસાળ,చేనేత
હાથવાળું,హ్యాండీ
હાથ,అప్పగించు
હસ્તાક્ષર,చేతివ్రాత
પરેશાની,వేధింపులు
બંદર,నౌకాశ్రయం
સખત મજૂરી,కఠినమైన శ్రమ
હાર્ડવેર,హార్డ్వేర్
ખુબ મહેનતું,కష్టపడి పనిచేయడం
શરણાગતિ,లాగడం
ઝાડો,హాకర్
જોખમ,హజార్డ్
વડા,తల
મુખ્ય કાર્યાલય,ప్రధాన కార్యాలయం
મથક,ప్రధాన కార్యాలయం
આરોગ્ય પ્રમાણપત્ર,ఆరోగ్య నిర్ధారణ పత్రము
સુનાવણી,వినికిడి
સુનાવણી,వినికిడి
ભારે વાહન,భారీ వాహనం
વારસ,వారసుడు
ઉપર રાખવામાં,పట్టుకుంది
આની સાથે,ఇక్కడ
ધરોહર,వారసత్వం
હાયરાર્કી,సోపానక్రమం
ઉચ્ચ અધિકારી,అధిక అధికారం
ઉચ્ચ ગુણ,ఉన్నత స్థాయి
ઉચ્ચ સ્તર,ఉన్నతమైన స్థానం
ઉચ્ચ કક્ષાના નિર્ણય,అధిక స్థాయి నిర్ణయం
વિશેષતા,ముఖ్యాంశాలు
ઉચ્ચ અધિકારી,అధిక అధికారి
ઉચ્ચ પ્રાચીન,అధిక ప్రీయోర్టీ
ઉચ્ચ શાળા,ఉన్నత పాఠశాల
હિંદી સંબોધન,హిందీ వెర్షన్
ભાડે રાખવું,హైర్
ભાડે લેનાર,నియామకం
ઇતિહાસ -પત્ર,చరిత్ర షీట్
સંગ્રહખોરી,హోర్డింగ్
યજમાન,పట్టుకొని
રજા,సెలవు
શ્રદ્ધાંજલિ,నివాళి
ઘર,హోమ్
મનુષ્ય,నరహత్య
નિખાલસ,నిజాయితీ
સન્માન,గౌరవార్థం
માનદ,గౌరవ
સન્માન,గౌరవం
છાત્રાલય,వసతిగృహం
પ્રતિકૂળ,విరుద్ధమైన
મકાન ભાડું,ఇంటి అద్దె
મકાન ભાડા ભથ્થું,ఇంటి అద్దె భత్యం
ઘરવેરો,ఇంటి పన్ను
આવાસ,గృహ
આવાસન મંડળી,హౌసింగ్ సొసైటీ
રંગ,హ్యూ మరియు ఏడుపు
મનદુ,హ్యూమన్
માનવ અધિકાર,మానవ హక్కులు
અપમાનિત,అవమానం
આરોગ્યવિજ્ hyાન,పరిశుభ్రత
પ્રેરણાદાયક,హైపోథెకేషన్
માનવશક્તિનો સલદ,హార్టేజ్ ఆఫ్ మ్యాన్‌పవర్
વિચાર,ఆలోచన
આદર્શ,ఆదర్శం
સમાન,ఒకేలా ఉంటుంది
ઓળખ,గుర్తింపు
ઓળખ,గుర్తింపు
ઓળખપત્ર,గుర్తింపు కార్డు
અજ્orાનતા,అజ్ఞానం
અવગણવું,పట్టించుకోకుండా
ગેરકાયદે,చట్టవిరుద్ధం
ગેરકાયદે હડતાલ,అక్రమ సమ్మె
અસ્પષ્ટ,అస్పష్టంగా
દુર્વ્યવહાર,అనారోగ్య భావన
ગેરકાયદે,అక్రమ
નિરક્ષરતા,నిరక్షరాస్యత
અતાર્કિક,అశాస్త్రీయ
ઉદાહરણ,ఉదాహరణ
તસવીર,చిత్రం
અસંતોષ,అసమతుల్యత
અપરિપક્વ,అపరిపక్వ
તાત્કાલિક,వెంటనే
તાત્કાલિક પગલાં,తక్షణ చర్య
તાત્કાલિક અધિકારી,తక్షణ అధికారి
સ્થળ સ્થળાંતર કરનાર,వలస
અનૈતિક,అనైతిక
સ્થિર,స్థిరమైన
પ્રતિરક્ષા,రోగనిరోధక
પ્રતિરક્ષા,రోగనిరోధక శక్తి
અસર,ప్రభావం
નિષ્ક્રિય,నిష్పాక్షికంగా
અપરિવર્તન,అభిశంసన
અવરોધ,అడ్డంకి
અનિવાર્ય,అత్యవసరం
ધર્મપરિણી,వంచన
અમલમાં મૂકવું,అమలు
ફસાવવું,ఇంపాక్ట్ చేయండి
ગર્ભિત,అవ్యక్త
આયાત,దిగుమతి
મહત્વપૂર્ણ,ముఖ్యమైనది
આયાત કરનાર,దిగుమతిదారు
તંગ,మోసపూరిత
અંતર્ગત કરવું,ఇంపౌండ్
છાપ,ముద్ర
પેશગી,ఇంప్రెస్ట్
અયોગ્ય,సరికానిది
સુધારવું,మెరుగు
સુધારણા,మెరుగుదల
વક્રમાક્ષા,మెరుగుదల
દોષારોપણ કરવું,ఇంప్యూట్
સ્થગિત,అబియెన్స్‌లో
અસમર્થતા,అసమర్థత
દુર્ગમ,ప్రవేశించలేనిది
અસ્વીકાર્ય,అనుమతించలేనిది
અજાણતા,అనుకోకుండా
ઉદ્ઘાટન,ప్రారంభోత్సవం
રોકડા માં,డబ్బు రూపంలో
પ્રોત્સાહન,ప్రోత్సాహకం
પ્રાસંગિક,యాదృచ్ఛిక
