Marathi,Odiya
क्रेडिट समिती,କ୍ରେଡିଟ୍ କମିଟି
1. कर्ज देणे 2. क्रेडिट,1. ending ଣ 2. କ୍ରେଡିଟ୍
1. सावकार 2. कर्जदार,1. ender ଣଦାତା 2. କ୍ରେଡିଟର୍
1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर,1. କ୍ରେଷ୍ଟ 2. ଭର୍ଟେକ୍ସ 3. ସ୍ପାୟର୍ |
मागे घेणे,ପ୍ରତ୍ୟାହାର
समस्या,ସମସ୍ୟା
चाचणी,ପରୀକ୍ଷା
गंभीर,ଗୁରୁତର
पीक विमा,ଫସଲ ବୀମା |
पीक कर्ज,ଫସଲ loan ଣ
1. पीक 2. पीक,1. ଫସଲ 2. ଫସଲ
लागवड क्षेत्र,ଚାଷ କ୍ଷେତ୍ର
क्रॉस विसंगत,କ୍ରସ୍ ଅସଙ୍ଗତ |
1. मुकुट 2. शिखर (वनस्पती),1. ମୁକୁଟ 2. ଶିଖର (ଉଦ୍ଭିଦ)
मऊ कण,ନରମ କଣିକା |
कवच,ଭୂତଳ
1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म,1. କ୍ରିପ୍ଟୋଗାମ 2. ଅଣ-ଫ୍ଲୋରିଫର୍ମ |
छाटणी (फळ),ଛେଦନ (ଫଳ)
पेन,କଲମ
वाणाची विविधता,କୃଷି ପ୍ରକାର
1. कर्षण 2. शेती 3. शेती,1. ଟ୍ରାକ୍ସନ୍ 2. କୃଷି 3. ଚାଷ
1. शेतकरी 2. शेती करणारा,1. କୃଷକ 2. କୃଷକ
1. मशागत 2. मशागत 3. संगोपन,1. ଚାଷ 2. ଚାଷ 3. ପାଳିବା |
1. संसाधन 2. तयारी,1. ଉତ୍ସ 2. ପ୍ରସ୍ତୁତି
1.कुंतलन 2.कुंचोन,1. କୁଣ୍ଟାଲାନ୍ 2. କୁଞ୍ଚନ୍ |
पवित्रा,ସ୍ଥିତି
1. एपिडर्मिस 2. क्यूटिकल,1. ଏପିଡର୍ମିସ୍ 2. କଟିକଲ୍ |
1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग,1. କଲମ 2. କାଟିବା 3. କାଟିବା 4. କାଟିବା 5. କାଟିବା |
1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम,1. ପୋକ କର୍ପସ୍ 2. ସିଷ୍ଟ 3. ସିଷ୍ଟ 4. ବିକୃତ ଲମ୍ପ 5. ନିଓପ୍ଲାଜମ୍ |
सायटोक्रोम,ସାଇଟୋକ୍ରୋମ୍ |
सेल जोडणी,କକ୍ଷ ଯୋଡି
सेल पुनरुत्पादन,କକ୍ଷ ପ୍ରଜନନ |
सेल आनुवंशिकी,କୋଷ ଜେନେଟିକ୍ସ |
सायटोप्लाज्मिक विभागणी,ସାଇଟୋପ୍ଲାଜାମିକ୍ ବିଭାଜନ |
सेल जीवशास्त्र,କୋଷ ଜୀବ ବିଜ୍ଞାନ |
सेल lysis,ସେଲ୍ ଲାଇସିସ୍ |
1. सायटोमेर 2. सेल सेगमेंटेशन,1. ସାଇଟୋମେର୍ 2. ସେଲ୍ ସେଗମେଣ୍ଟେସନ୍ |
सायटोप्लाझम,ସାଇଟୋପ୍ଲାଜମ୍ |
1. दुग्धव्यवसाय 2. दुग्धव्यवसाय,1. ଦୁଗ୍ଧ 2. ଦୁଗ୍ଧ
डेअरी उद्योग,ଦୁଗ୍ଧ ଶିଳ୍ପ
1. धरण 2. ब्रीडर,1. ବନ୍ଧ 2. ପ୍ରଜନକ
दिवस निरपेक्ष वनस्पती,ଦିନ ସଂପୂର୍ଣ୍ଣ ଉଦ୍ଭିଦ |
फुलांच्या नंतर दिवस,ଫୁଲର ଦିନ ପରେ |
पूर्ण फुलांच्या नंतरचा दिवस,ପୂର୍ଣ୍ଣ ଫୁଲର ଦିନ ପରେ |
अकार्यक्षमता,ଅପାରଗତା |
decalcification,decalcification
1. डिस्लॉज 2. डिस्लॉज,1. ସ୍ଥାନାନ୍ତର 2. ସ୍ଥାନାନ୍ତର
क्षय,କ୍ଷୟ
पर्णपाती,ପତଳା
1. दशांश 2. दशांश,1. ଦଶମିକ 2. ଦଶମିକ
कनिष्ठता,ତୁଚ୍ଛତା
अनुरन (माती),ଅନୁରାନ୍ (ମୃତ୍ତିକା)
विपुष्पन,ଭିପୁଷ୍ପନ୍ |
बिलिंग,ବିଲିଂ
जंगलतोड,ଜଙ୍ଗଲ ନଷ୍ଟ
बदनामी,ଅପମାନ
ऱ्हास,ଅବନତି |
भाग दिवस,ପାର୍ଟ ଦିନ
1. प्रमाण 2. भाग,1. ପରିମାଣ 2. ଭାଗ
विघटन,ଅବହେଳା |
भुसा काढणे,ହଳ ଅପସାରଣ |
भुसा काढणे,ହଳ ଅପସାରଣ |
निर्जलीकरण,ଡିହାଇଡ୍ରେସନ୍
निर्जल,ଆନ୍ହାଇଡ୍ରସ୍
मागणी,ଚାହିଦା
1. विकृतीकरण 2. गुणाकार,1. ଅବନତି 2. ଗୁଣନ
निंदा,ନିନ୍ଦା
1. ठेव (माती) 2. ठेव (अर्थशास्त्र),1. ଜମା (ମୃତ୍ତିକା) 2. ଜମା (ଅର୍ଥନୀତି)
ठेव,ଜମା
1. घसारा 2. घसारा,1. ଅବନତି 2. ଅବନତି
डिसेलिनेशन,ନିଷ୍କାସନ
1. पाणी कोरडे होणे 2. निर्जलीकरण,1. ଜଳ ଶୁଖିବା 2. ଡିହାଇଡ୍ରେସନ୍ |
1. डिझाइन 2. डिझाइन,1. ଡିଜାଇନ୍ 2. ଡିଜାଇନ୍
कोरडे,ଶୁଖୁଆ |
कर्नल काढणे,କର୍ଣ୍ଣଲ ଅପସାରଣ
डी-इंटरकलेशन,ଡି-ଇଣ୍ଟରକାଲେସନ୍ |
संयुग्मन,ସଂଯୋଗ
1. नर मांजरी उतारा (मका) 2. बल्लार उतारा,1. ପୁରୁଷ ମଞ୍ଜରୀ ନିଷ୍କାସନ (ମକା) 2. ବଲାର୍ ନିଷ୍କାସନ |
बल्लार किंवा कुंदन कटिंग,ବଲାର୍ କିମ୍ବା କୁନ୍ଦନ କାଟିବା |
निर्धारक,ନିର୍ଣ୍ଣୟକାରୀ
अवमूल्यन,ମୂଲ୍ୟ ହ୍ରାସ
वनस्पती काढून टाकणे,ଡି-ଶାକାହାରୀ |
विचलन,ବ୍ୟତିକ୍ରମ
दुप्पट,ଦୁଇଥର |
निदान,ନିରାକରଣ
भिन्न परिपक्वता,ଭିନ୍ନ ପରିପକ୍ .ତା |
दुभाजक,ବିଭାଜନ
1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे),1. ଡିକୋଟିଲଡନ୍ 2. ଡିକୋଟିଲଡନ୍ (ବିହନ)
पाठीचा आजार,ପିଠି ରୋଗ
1. प्रसार 2. प्रसार,1. ବିଭାଜନ 2. ବିଭେଦ |
पचनक्षमता,ହଜମ ଯୋଗ୍ୟତା |
dihybrid,ଡିହାଇବ୍ରିଡ୍ |
1. धरण 2. नाला 3. कुटुंब,1. ଡ୍ୟାମ୍ 2. ଡ୍ରେନ୍ 3. ପରିବାର |
अल्प,ଅଳ୍ପ
1. एकपत्नी 2. एकपत्नी,1. ଏକମାତ୍ର 2. ଏକମାତ୍ର |
द्विगुणित,ଡିପ୍ଲଏଡ୍ |
1. डिप्लोइड 2. डिप्लोइड,1. ଡିପ୍ଲଏଡ୍ 2. ଡିପ୍ଲଏଡ୍ |
द्विध्रुव,ଡିପୋଲ୍
1. उतारा 2. अंकुर काढणे,1. ନିଷ୍କାସନ 2. ବୁଡ୍ ଅପସାରଣ |
1. नांगरणी 2. कताई,1. ହଳ ହଳ କରିବା 2. ଘୂର୍ଣ୍ଣନ |
सवलत,ରିହାତି
निर्जंतुकीकरण,ନିରାକରଣ
1. फैलाव 2. विखुरणे,1. ବିଚ୍ଛେଦ 2. ବିଛାଇବା |
1.विखुरणे 2.विविधता,1. ବିଛାଇବା 2. ଭିନ୍ନତା |
विविधीकरण,ବିବିଧକରଣ
वैविध्यपूर्ण शेती,ବିବିଧ କୃଷି |
डीएनए पाऊल,dna step
डीएनए प्राप्तकर्ता,DNA | ରସିଦ
डॉक भाड्याने,ଡକ୍ ନିଯୁକ୍ତି |
प्रभावी,ପ୍ରଭାବଶାଳୀ |
सुप्तता,ଶୋଇବା
1. प्रमाण 2. डोस 3. डोस,1. ପରିମାଣ 2. ଡୋଜ୍ 3. ଡୋଜ
दुहेरी सिग्मॉइड वक्र,ଡବଲ୍ ସିଗମଏଡ୍ ବକ୍ର
1. झोडप 2. ताणणे,1. ଗସ୍ତ 2. ବିସ୍ତାର
1. एक्झॉस्ट ड्रेन 2. सांडपाणी,1. ନିଷ୍କାସନ ଡ୍ରେନ୍ 2. ପ୍ରବାହିତ
ड्रेनेज,ଜଳ ନିଷ୍କାସନ
कर्षण,ଟ୍ରାକ୍ସନ୍
1. औषध द्या 2. भिजवा,1. medicine ଷଧ ଦିଅ
सौंदर्य प्रसाधने (बिया),ପ୍ରସାଧନ ସାମଗ୍ରୀ (ମଞ୍ଜି)
1. औगर 2. उथळ फॉल्ट 3. ड्रिल 4. औगर,1. ଆଗର୍ 2. ଅସ୍ଥାୟୀ ଦୋଷ 3. ଡ୍ରିଲ୍ 4. ଆଗର୍ |
1. भोक 2. ड्रिल 3. ड्रिल,1. ଛିଦ୍ର 2. ଡ୍ରିଲ୍ 3. ଡ୍ରିଲ୍ |
1. ड्रिलिंग 2. ड्रिलसह पेरणी 3. ड्रिलसह ओतणे,1. ଡ୍ରିଲିଂ 2. ଡ୍ରିଲ ସହିତ ବୁଣିବା 3. ଡ୍ରିଲ ସହିତ ing ାଳିବା |
ठिबक सिंचन,ଡ୍ରପ୍ ଜଳସେଚନ
कोरडी शेती,ଶୁଖିଲା ଚାଷ
1.धूळ 2.बुकनी,1. ଧୂଳି 2. ବୁକନି |
1. डस्टर 2. स्कॅटरर,1. ଧୂଳି 2. ଛିନ୍ନଛତ୍ରକାରୀ |
शिंपडणे,ଛିଞ୍ଚିବା ପାଇଁ |
1. बटू 2. वामन,1. ବଧୂ 2. ଭାମନା |
वामन पिरॅमिड,ଭାମନା ପିରାମିଡ୍ |
वामिनी भवन,ଭାମିନୀ ଭବନ
पर्यावरणशास्त्र,ପରିବେଶ
अर्थमिति,ଅର୍ଥନୀତି
आर्थिक कार्यक्षमता,ଅର୍ଥନ efficiency ତିକ ଦକ୍ଷତା |
परिस्थितीजन्य प्रकार,ପରିସ୍ଥିତି ପ୍ରକାର |
अतिरिक्त-स्तरीकृत,ଅତିରିକ୍ତ ସ୍ତରୀୟ |
मऊ,ନରମ
माती विज्ञान,ମୃତ୍ତିକା ବିଜ୍ଞାନ |
1. ब्रिजिंग 2. एजिंग 3. स्ट्रँड क्लोजर,1. ବ୍ରିଜ୍ 2. ଏଡିଙ୍ଗ୍ 3. ଷ୍ଟ୍ରାଣ୍ଡ୍ ବନ୍ଦ |
अन्न भाग,ଖାଦ୍ୟ ଅଂଶ
मागणीची लवचिकता,ଚାହିଦା
उत्पादन लवचिकता,ଉତ୍ପାଦନ ଇଲାସ୍ଟିସିଟି |
इलेक्ट्रोलिसिस,ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍
इलेक्ट्रोफोरेसीस,ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |
बाष्पीभवन,ବାଷ୍ପୀକରଣ
1. शिरच्छेद करणारा 2. निर्जंतुक करणारा 3. शिरच्छेद करणारा 4. निर्जंतुक करणारा,1. ଡିକାପିଟେଟର୍ 2. ଷ୍ଟେରିଲାଇଜର୍ 3. ଡେକାପିଟେଟର୍ 4. ଷ୍ଟେରିଲାଇଜର |
1. विर बंदी 2. स्ट्रॉबंडी,1. ୱେର୍ ବାଣ୍ଡି 2. ଷ୍ଟ୍ରବାବାଣ୍ଡି |
गर्भ,ଭ୍ରୁଣ
1. भ्रूणशास्त्र 2. भौतिकशास्त्र,1. ଭ୍ରୁଣ ବିଜ୍ଞାନ 2. ପଦାର୍ଥ ବିଜ୍ଞାନ |
1. बाहेर पडा 2. बाहेर पडा,1. ପ୍ରସ୍ଥାନ 2. ପ୍ରସ୍ଥାନ
emulsifier,ଏମୁଲେସିଫାୟର୍ |
अंतर्जात,ଏଣ୍ଡୋଜେନସ୍ |
आंतर-बिंदू विभागणी,ଆନ୍ତ a- ବିନ୍ଦୁ ବିଭାଜନ |
आंतर-परजीवी,ଆନ୍ତ a- ପରଜୀବୀ |
एंडोस्पर्म,ଏଣ୍ଡୋସ୍ପର୍ମ |
उपक्रम,ଉଦ୍ୟୋଗ
कीटकशास्त्र,ଏଣ୍ଟୋମୋଲୋଜି |
वातावरण,ପରିବେଶ
1. एन्झाइम 2. एन्झाइम,1. ଏନଜାଇମ୍ 2. ଏନଜାଇମ୍ |
क्लस्टर ग्राफ्टिंग,କ୍ଲଷ୍ଟର ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |
1. एपिफाइट 2. एपिफाइट,1. ଏପିଫାଇଟ୍ 2. ଏପିଫାଇଟ୍ |
इक्विटी,ଇକ୍ୱିଟି
निर्मूलन,ବିଲୋପ
आवश्यक पोषक,ଜରୁରୀ ପୋଷକ ତତ୍ତ୍ୱ |
1. मापन 2. उडी 3. मूल्यांकन,1. ମାପ 2. ଡେଇଁବା 3. ମୂଲ୍ୟାଙ୍କନ |
चातुर्य,ସୁନ୍ଦରତା
सुजननिक,ସୁଜନିକ୍ |
मूल्यमापन,ମୂଲ୍ୟାଙ୍କନ
स्टीम गेज,ବାଷ୍ପ ଗେଜ୍ |
बाष्पीभवन,ବାଷ୍ପୀକରଣ
शाश्वत क्रांती,ଅନନ୍ତ ବିପ୍ଳବ |
1. सदाहरित 2. सदाहरित,1. ଚିର ସବୁଜ 2. ଚିର ସବୁଜ |
विकास,ବିକାଶ
कापला,ବିଛିନ୍ନ ହେବା
परिक्षय (प्रजनन क्षमता),ପାରିକଶାୟ (ଉର୍ବରତା)
शोषण,ଶୋଷଣ
1. अन्वेषण 2. अन्वेषण,1. ଅନୁସନ୍ଧାନ 2. ଅନୁସନ୍ଧାନ
1. एक्सट्रूजन 2. उत्सर्जन,1. ନିର୍ବାହ 2. ନିର୍ଗମନ
डोळा,ଆଖି
1. घटक 2. घटक 3. घटक 4. संसाधन,1. କାରକ 2. ଉପାଦାନ 3. କାରକ 4. ଉତ୍ସ |
घटक उत्पादकता,କାରକ ଉତ୍ପାଦକତା |
व्यापारी सवलत,ବ୍ୟବସାୟୀଙ୍କ ରିହାତି
फॅक्टोरियल ब्लॉक डिझाइन,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ବ୍ଲକ୍ ଡିଜାଇନ୍ |
पर्यायी,ବିକଳ୍ପ
1. पट्टी 2. पालिहार,1. ପାଟି 2. ପାଲିହାର |
स्थूल,ମୋଟ
फील्ड मूल्यांकन,କ୍ଷେତ୍ର ମୂଲ୍ୟାଙ୍କନ |
शेती बजेट,ଚାଷ ବଜେଟ୍
कृषी व्यवसाय,କୃଷି ବ୍ୟବସାୟ
क्षेत्र नियोजन,କ୍ଷେତ୍ର ଯୋଜନା
1. शेतकरी 2. शेतकरी,1. କୃଷକ 2. କୃଷକ
1. शेती 2. शेती,1. କୃଷି 2. ଚାଷ
टक्कर,ଧକ୍କା |
एकाधिक प्रजनन,ଏକାଧିକ ପ୍ରଜନନ |
किण्वन,fermentation
प्रजनन क्षमता,ଉର୍ବରତା |
खत,ସାର
खत वापर कार्यक्षमता,ସାର ବ୍ୟବହାର ଦକ୍ଷତା |
तंतुमय,ଫାଇବ୍ରସ୍ |
1. शेत 2. क्षेत्रफळ 3. ठिकाण,1. ଚାଷ 2. କ୍ଷେତ୍ର 3. ସ୍ଥାନ
माती पाणी धारण,ମୃତ୍ତିକା ଜଳ ଧାରଣ
फील्ड प्रात्यक्षिक,କ୍ଷେତ୍ର ପ୍ରଦର୍ଶନ
1. स्थिरीकरण 2. फिक्सेशन 3. फिक्सेशन,1. ଅସ୍ଥିରତା 2. ସ୍ଥିରତା 3. ସ୍ଥିରତା |
1. पूर 2. गर्भाधान,1. ଅବନତି 2. ଗର୍ଭଧାରଣ
प्रवाह चित्र,ପ୍ରବାହ ଚିତ୍ର
अन्न मूल्य,ଖାଦ୍ୟ ମୂଲ୍ୟ
चारा,ଖାଇବାକୁ |
अंदाज,ପୂର୍ବାନୁମାନ
वन,ଜଙ୍ଗଲ
वनीकरण,ବୃକ୍ଷରୋପଣ
1. तडपर्न 2. फॉर्म,1. ତାଡପର୍ନ୍ 2. ଫର୍ମ |
दंव प्रतिरोधक,ବରଫ ପ୍ରତିରୋଧକ |
1. पाला 2. अनिष्ट,1. ପାଲା 2. ବ୍ଲାଇଟ୍ |
1. गोठलेले 2. गोठलेले,1. ଫ୍ରିଜ୍
कार्य,କାର୍ଯ୍ୟ
1. फ्रुट फॉल 2. फ्रुट फॉल,1. ଫଳ ପତନ 2. ଫଳ ପତନ |
फळ बनणे,ଫଳ ପାଅ |
1. फ्युमिगेशन 2. फ्युमिगेशन,1. ଧୂମପାନ
बुरशीनाशक,ଫଙ୍ଗିସାଇଡ୍ |
बुरशीविरोधी,ଆଣ୍ଟିଫଙ୍ଗାଲ୍ |
बुरशी,କବକ
1. खुद 2. सीता,1. ଖୁଦ୍ 2. ସୀତା |
1. फ्यूजन 2. फ्यूजन,1. ଫ୍ୟୁଜନ୍ 2. ଫ୍ୟୁଜନ୍ |
कापूस लोकर,ସୂତା ଲୋମ
केसाळ,ଲୋମଶାଳୀ |
1. झाडाचा व्रण 2. पिटिका,1. ବୃକ୍ଷ ଅଲସର 2. ପିଟିକା |
1. गेमेट्स 2. गेमेट्स,1. ଗ୍ୟାମେଟସ୍
1. बाग 2. बाग,1. ଉଦ୍ୟାନ 2. ଉଦ୍ୟାନ
1. पानसाल 2. हायड्रोमीटर,1. ପାନ୍ସଲ୍ 2. ହାଇଡ୍ରୋମିଟର |
जनुक संग्रह,ଜିନ୍ ସଂଗ୍ରହ
जीन टॅगन,ଜିନ୍ ଟ୍ୟାଗନ୍ |
वंशावळी,ବଂଶାନୁକ୍ରମିକ
जनुक नकाशा,ଜିନ୍ ମାନଚିତ୍ର
अनुवांशिक,ଜେନେଟିକ୍ସ
1. जीनोम 2. सांगेन,1. ଜେନୋମ୍ 2. ସାଙ୍ଗେନ |
संजिनी कलेक्शन,ସଞ୍ଜିନୀ ସଂଗ୍ରହ |
जीनोमिक्स,ଜେନୋମିକ୍ସ
जीनोटाइप,ଜେନୋଟାଇପ୍
1. जीन स्ट्रक्चर 2. जीन प्रकार,1. ଜିନ୍ ଗଠନ 2. ଜିନ୍ ପ୍ରକାର |
लिनेज,ଲିନେଜ୍ |
1. वंश 2. वंश,ବଂଶ 2. ବଂଶ
1. जंतू 2. जंतू,1. ଜର୍ମ 2. ଜର୍ମ
जंतूनाशक,ଜୀବାଣୁ
उगवण,ଅଙ୍କୁର
1. जर्मप्लाझम 2. जर्मप्लाझम,1. ଜର୍ମପ୍ଲାସ୍ 2. ଜର୍ମପ୍ଲାସ୍ |
गिबेरेलिक ऍसिड,ଗିବରେଲିକ୍ ଏସିଡ୍ |
गोळा करणे,ସଂଗ୍ରହ
तुष,ତୁଷ
1. ग्लूटेन 2. खादाड,1. ଗ୍ଲୁଟେନ୍ 2. ଗ୍ଲୁଟନ୍ |
ग्लायकोलिसिस,ଗ୍ଲାଇକୋଲିସିସ୍
छान,ଭଲ
सुवर्ण क्रांती,ସୁବର୍ଣ୍ଣ ବିପ୍ଳବ |
1. वर्गीकरण 2. वर्गीकरण 3. स्तरीकरण,1. ବର୍ଗୀକରଣ 2. ବର୍ଗୀକରଣ 3. ସ୍ତରକରଣ
1. कलमी वनस्पती 2. पेनम्ब्रल वनस्पती,1. ଗ୍ରାଫ୍ଟେଡ୍ ପ୍ଲାଣ୍ଟ 2. ପେନୁମ୍ବ୍ରାଲ୍ ପ୍ଲାଣ୍ଟ |
पेन विसंगत,କଲମ ଅସଙ୍ଗତ |
ग्राना,ଗ୍ରାନା
दाणेदार,ଗ୍ରାନ୍ୟୁଲେସନ୍
हिरवे खत,ସବୁଜ ଖତ
हरित क्रांती,ସବୁଜ ବିପ୍ଳବ |
वाढ आणि विकास,ଅଭିବୃଦ୍ଧି ଏବଂ ବିକାଶ
1. हिरड्या रोग,1. ଗୁଣ୍ଡ ରୋଗ
विषमलिंगी,ହେଟେରୋଜକ୍ସୁଆଲ୍ |
1. प्रकृति 2. निसर्ग 3. रूपगुण 4. रूप,1. ପ୍ରକୃତି 2. ପ୍ରକୃତି 3. ରୂପଗୁନା 4. ଦୃଶ୍ୟ |
1. ओला 2. कर्कपट 3. कर्का,1. ଓଲା 2. କରକାପତ୍ 3. କର୍କା |
रोमिलवॉच,ରୋମିଲୱାଚ୍ |
खारट गळू,ସାଲାଇନ୍ ସିଷ୍ଟ୍ |
हॅरो,harrow
1. कापणी निर्देशांक 2. कापणी निर्देशांक,1. ଅମଳ ସୂଚକାଙ୍କ 2. ଅମଳ ସୂଚକାଙ୍କ |
1. कापणी 2. काढणी केलेले पीक 3. पूर्ण झालेले पीक 4. उत्पन्न,1. ଅମଳ 2. ଅମଳ ହୋଇଥିବା ଫସଲ 3. ସମାପ୍ତ ଫସଲ 4. ଅମଳ |
1. तोडणे 2. कापणी करणे 3. तोडणे,1. କାଟିବା 2. ଅମଳ 3. ଅମଳ କରିବା |
1. अंडी घालणे 2. अंडी फोर्स,1. ଅଣ୍ଡା ଦେବା 2. ଅଣ୍ଡା ବଳ |
सुकलेले गवत,ଶୁଖିଲା ଘାସ |
कोरडे खाद्य,ଶୁଖିଲା ଫିଡ୍ |
गंजी,ganji
धुके,କୁହୁଡି
धुके,ଦୁର୍ବଳ
1. बाली 2. सित्त 3. मुंडक 4. शीर्ष 5. डोके 6. सिरा,1. ବାଲି 2. ସୀତା 3. ମୁଣ୍ଡକ 4. ଶୀର୍ଷ 5. ମୁଣ୍ଡ 6. ସିରା |
खोबणीचा शेवट,ଗଭୀରର ଶେଷ
शीर्ष रोपांची छाटणी,ଉପର ଛେଦନ
कुंपण,ବାଡ଼
ताब्यात,ହେପାଜତ
कुंडलिनी,କୁଣ୍ଡାଲିନି |
हेमॅटाइट,ହେମାଟାଇଟ୍ |
1. औषधी वनस्पती 2. औषधी वनस्पती,1. b ଷଧ 2. b ଷଧ |
1.बॉटनिकल कलेक्शन 2.बॉटनिकल म्युझियम,1. ବଟାନିକାଲ୍ କଲେକ୍ସନ୍ 2. ବଟାନିକାଲ୍ ସଂଗ୍ରହାଳୟ |
तणनाशक,b ଷଧୀୟ
आनुवंशिकता,ବଂଶାନୁକ୍ରମିକ
आनुवंशिकता,ବଂଶାନୁକ୍ରମିକ
उभयलिंगी,ସମଲିଙ୍ଗୀ
heterochromatic,ହେଟେରୋକ୍ରୋମାଟିକ୍ |
heterofertilization,ହେଟେରୋଫର୍ଟିଲାଇଜେସନ୍ |
1. हायब्रिडोज 2. हेटेरोसिस,1. ହାଇବ୍ରିଡୋଜ 2. ହେଟେରୋସିସ୍ |
सेक्सक्रोमोसोम,ସେକ୍ସକ୍ରୋମୋଜୋମ୍ |
पालनपोषण,ପୋଷଣ
हेक्साडेसिमल,ଷୋଡେସିମାଲ୍ |
थंड सुप्तता,ଶୀତଳତା
उच्च घनता लागवड,ଉଚ୍ଚ ସାନ୍ଦ୍ରତା ବୃକ୍ଷ ରୋପଣ |
1. पिंडलक 2. टेकडी (भात),1. ପିଣ୍ଡଲକ୍ 2. ପାହାଡ (ଧାନ)
हिस्टोग्राम,ହିଷ୍ଟୋଗ୍ରାମ୍ |
उच्च तंत्रज्ञान फलोत्पादन,ଉଚ୍ଚ ବ tech ଷୟିକ ଉଦ୍ୟାନ କୃଷି |
1. दही 2. पोळ्या,1.curd 2. hive
1. खुरपणी 2. खुरपणी,1. ତୃଣକ 2. ତୃଣକ
धारण,ଧରିବା
खाजगी शेत,ଘରୋଇ ଚାଷ
होमिओस्टॅसिस,ହୋମିଓଷ୍ଟାସିସ୍ |
जन्मभुमी,ମାତୃଭୂମି
एकजिनसीपणा,ଏକତା
1. एकसंध 2. एकसंध,1. ସମଲିଙ୍ଗୀ 2. ସମଲିଙ୍ଗୀ |
सहानुभूती,ସହାନୁଭୂତି
एकसंध,ସମଲିଙ୍ଗୀ
1. खुर्लिका 2. अन्न कंटेनर 3. हापर,1. ଖୁରଲିକା 2. ଖାଦ୍ୟ ପାତ୍ର 3. ହାପର୍ |
1. थर 2. क्षितिज,1. ସ୍ତର 2. ରାଶି
बागायती पिके,ଉଦ୍ୟାନ କୃଷି ଫସଲ |
1. फलोत्पादन 2. फलोत्पादन 3. फलोत्पादन 4. फलोत्पादन,1. ଉଦ୍ୟାନ କୃଷି 2. ଉଦ୍ୟାନ କୃଷି 3. ଉଦ୍ୟାନ କୃଷି 4. ଉଦ୍ୟାନ କୃଷି
