Bengali,English
হিটারোট্রফ,Heterotroph
হেক্সাপ্লয়েড,Hexaploid
হাইবারনেট,Hibernate
উচ্চ ঘনত্ব রোপণ,High density planting
পাহাড় (চাল),Hill (rice)
হিস্টোগ্রাম,Histogram
হিটেক হর্টিকালচার,Hitech horticulture
মুরগি,Hive
হোয়িং,Hoeing
ধারণ,Holding
হোম ফার্ম,Home farm
হোমিওস্টেসিস,Homeostasis
হোমস্টেড,Homestead
সমজাতীয়তা,Homogeneity
সমজাতীয়,Homogenous
হোমোলজাস,Homologus
হোমোজাইগোট,Homozygote
হপার,Hopper
দিগন্ত,Horizon
উদ্যানতাত্ত্বিক ফসল,Horticultural crops
উদ্যানতত্ত্ব,Horticulture
হর্টি-সিলভি যাজকীয় কৃষিকাজ,Horti-silvi pastoral farming
হোস্ট,Host
গরম জল চিকিত্সা,Hot water treatment
হাল,Hull
আর্দ্রতা,Humidity
হুমাস,Humus
হুস্ক,Husk
হকার,Husker
হুংস,Husking
হাইব্রিড,Hybrid
সংকরকরণ,Hybridization
হাইড্রেশন,Hydration
জলবিদ্যুৎ,Hydrology
হাইড্রোলাইসিস,Hydrolysis
হাইড্রোমিটার,Hydrometer
হাইড্রোফিলাস,Hydrophilous
জলবিদ্যুৎ,Hydroponics
হাইড্রোস্ফিয়ার,Hydrosphere
হাইড্রোস্কোপিসিটি,Hydroscopicity
হাইপারপ্যারাসাইট,Hyperparasite
হাইপারপ্লাজিয়া,Hyperplasia
হাইফা,Hypha
হাইপোকোটাইল,Hypocotyl
হাইপোথিসিস,Hypothesis
হিস্টেরেসিস (জল),Hysteresis (water)
হ্যাজেল বাদাম,Hazel nut
শিং,Hemp
হেনবেন,Henbane
হেনা,Henna
হিবিস্কাস,Hibiscus
খোঁড়ান,Hop
ঘোড়া গ্রাম,Horse gram
হর্স-আই-শিম,Horse-eye-bean
মৌমাছি,Honeybee
হপার,Hopper
উদ্যানতত্ত্ববিদ,Horticulturist
হাইড্রোলজিস্ট,Hydrologist
সিটু গ্রাফটিংয়ে,In situ grafting
ভিট্রোতে,In vitro
ভিভোতে,In vivo
নির্বিচারে,Indiscriminate
পোকামাকড়,Insect
কীটপতঙ্গ,Insect pest
পোকামাকড়,Insectary
কীটনাশক,Insecticide
পোকামাকড়,Insectivorous
ইনসোলেশন,Insolation
অদৃশ্য,Insoluble
ইনস্টর (পোকামাকড়),Instar (insect)
ইনসুলেটর,Insulator
ইন্টিগ্রেটেড ডিজিজ ম্যানেজমেন্ট,Integrated disease management
সংহত পুষ্টি ব্যবস্থাপনা,Integrated nutrient management
সমন্বিত বালাই ব্যবস্থাপনা,Integrated pest management
তীব্রতা,Intensification
নিবিড়,Intensive
ইন্টারক্রপ,Intercrop
আন্তঃসংশ্লিষ্টতা (আন্তঃবিজ্ঞান),Intercultivation (interculture)
স্বার্থ,Interest
ইন্টারনোড,Internode
ইন্টারফেজ (সেল বিভাগ),Interphase (cell division)
ইন্টারপোলেশন,Interpolation
আন্তঃমুখী,Inter-sterile
ইনভেন্টরি,Inventory
বিপর্যয়,Inversion
জড়িত,Involucre
আয়ন,Ion
ইরেডিয়েশন,Irradiation
সেচ,Irrigation
আইএসও অ্যালিলস,Iso alleles
আইএসও পণ্য বক্ররেখা,Iso product curve
আইসোবার,Isobar
আইসোগামি,Isogamy
বিচ্ছিন্নতা দূরত্ব,Isolation distance
আইসোপ্লয়েড,Isoploid
আইসোক্যান্ট,Isoquant
আইসোটোপ,Isotope
ভারতীয় বার্চ,Indian birch
ইন্ডিয়ান ব্লু পাইন,Indian blue pine
ভারতীয় চেরি,Indian cherry
ভারতীয় জুনিপার,Indian juniper
ভারতীয় কিনো গাছ,Indian kino tree
ভারতীয় লরাল ট্রি,Indian laural tree
ভারতীয় ম্যাডার,Indian madder
ভারতীয় ম্যাডলার,Indian maddler
ইন্ডিয়ান পোডো ফিলাম,Indian podo phylum
নীল,Indigo
ইতালিয়ান বাজরা,Italian millet
আইভরি গাছ,Ivory tree
আইভী লাউ/লিটল লাউ,Ivy gourd/little gourd
গুড়,Jaggery
জাপোনিকা রাইস,Japonica rice
জ্যাসিড,Jassid
জাভানিকা রাইস,Javanica rice
জেলিং,Jelling
ঝুম চাষ,Jhum cultivation
জাম্পিং জিন,Jumping gene
জাঙ্ক ডিএনএ,Junk DNA
কিশোর পর্ব,Juvenile phase
জ্যাকারান্ডা,Jacaranda
জ্যাকফ্রুট,Jackfruit
জামুন,Jamun
জুঁই,Jasmine
জাট্টি খট্টি,Jatti khatti
জ্যাটট্রোফা,Jattrofa
পাট,Jute
জ্যাসিডস,Jassids
কওলিন,Kaolin
কওলিনাইট,Kaolinite
কওলিনাইট,Kaolinite
ক্যারিঞ্চাইমা,Karyenchyma
ক্যারিওডেসমা,Karyodesma
ক্যারিওগামি,Karyogamy
ক্যারিওগ্রাম (আইডিওগ্রাম),Karyogram (idiogram)
ক্যারিওকাইনেসিস,Karyokinesis
ক্যারোলজি,Karyology
ক্যারিওলাইসিস,Karyolysis
ক্যারিওন,Karyon
ক্যারিওটাইপ,Karyotype
কেল্প (শেত্তলা),Kelp (algae)
কেলভিন চক্র,Kelvin cycle
কেরাটিন,Keratin
কার্নেল,Kernel
খাইরা রোগ,Khaira disease
খরিফ,Kharif
দুষ্টুমি,Kidding
কিনেটোচোর,Kinetochore
বাগানের,Kitchen garden
ক্লেইনফিল্টার সিনড্রোম,Kleinfilter syndrome
ক্লেনো খণ্ড,Klenow fragment
গিঁটিং,Knotching
কোচের পোস্টুলেট,Koch's postulate
কোপ্পেনের শ্রেণিবিন্যাস (জলবায়ু),Koppen's classification (Climate)
ক্রেবস চক্র,Krebs cycle
কুর্তোসিস,Kurtosis
কেভিকে (কৃষ্ণ ভিগায়ান কেন্দ্র),KVK (krishi vigyan kendra)
কাদম,Kadam
কালে,Kale
ক্যানস ঘাস,Kans grass
করোন্ডা,Karonda
"কিডনি বিন, রাজমাহ","Kidney bean, rajmah"
কিউইফ্রিউট,Kiwifriut
নোল খোল,Knol khol
কোডাম্পুলি,Kodampuli
কোডো মিললেট,Kodo millet
কোকাম মাখন গাছ (ম্যাঙ্গোস্টিন),Kokam butter tree (mangosteen)
খাপ্রো বিটল,Khapra beetle
এল.ডি .50 (মারাত্মক ডোজ 50),L.D.50 (lethal dose 50)
অবতরণ করতে ল্যাব,Lab to land
লেবেল,Labile
শ্রম,Labour
ল্যাক অপেরন মডেল,Lac operon model
স্তন্যদান,Lactation
ল্যাকটোজেনিক হরমোন (প্রোল্যাকটিন),Lactogenic hormone (prolactin)
ল্যাকটোজ,Lactose
পিছিয়ে থাকা স্ট্র্যান্ড,Lagging strand
ল্যাম্বদা ক্লোনিং ভেক্টর,Lambda cloning vector
ফলকিত বায়ু প্রবাহ,Laminar air flow
ল্যাম্প ব্রাশ ক্রোমোজোম,Lamp brush chromosome
জমি,Land
ভূমি সক্ষমতা শ্রেণিবিন্যাস,Land capability classification
ভূমি সক্ষমতা মানচিত্র,Land capability map
ভূমি অবক্ষয়,Land degradation
ভূমি সমতুল্য অনুপাত,Land equivalent ratio
জমি সমতলকরণ,Land levelling
জমি উদ্ধার,Land reclamation
ল্যান্ডস্কেপিং,Landscaping
জমির উপযুক্ততা,Land suitability
ভূমি ব্যবহারের প্যাটার্ন,Land use pattern
ল্যাঙ্গারহান্স সেল,Langerhans cells
ভ্রষ্টতা হার,Lapse rate
লার্ভা,Larva
বিলম্ব,Latency
সুপ্ত,Latent
সুপ্ত সংক্রমণ,Latent infection
পার্শ্বীয়,Lateral
লেটারাইট মাটি,Laterite soils
ল্যাটেক্স,Latex
ল্যাথাইরিজম,Lathyrism
ল্যাটিন স্কয়ার ডিজাইন (এলএসডি),Latin square design (LSD)
জাল,Lattice
সমন্বিত সুবিধার আইন,Law of comprative advantage
ধ্রুবক রিটার্ন আইন,Law of constant returns
হ্রাসের আইন,Law of diminishing returns
ক্রমবর্ধমান retuns আইন,Law of increasing retuns
সীমাবদ্ধ কারণগুলির আইন,Law of limiting factors
সর্বনিম্ন আইন,Law of minimum
প্রতিস্থাপন আইন,Law of substitution
পরিবর্তনশীল অনুপাত,Law of variable proportions
স্তর,Layer
বিন্যাস,Layout
লিচেট,Leachate
ফাঁস দক্ষতা,Leaching efficiency
ফাঁস প্রয়োজনীয়তা,Leaching requirement
শীর্ষস্থানীয় স্ট্র্যান্ড,Leading strand
পাতার ক্ষেত্রের সময়কাল,Leaf area duration
গাছের পাতা সূচক এলাকা,Leaf area index
পাতার অঞ্চল অনুপাত,Leaf area ratio
পাতা খনিজ,Leaf miner
পাতা পরীক্ষা,Leaf testing
পাতা,Leaf
লিফলেট,Leaflet
ইজারা,Lease
শিম,Legume
লিসা - (কম শক্তি ইনপুট টেকসই কৃষি),LEISA - (Low Energy Input Sustainable Agriculture)
লেন্টিসেল,Lenticel
লেন্টো কৈশিক পয়েন্ট,Lento capillary point
লেপটোনেমা,Leptonema
লেপটোস্পিরোসিস,Leptospirosis
লিরো-মরফিক,Lero-morphic
ক্ষত,Lesion
মারাত্মক রূপান্তর,Lethal mutation
লিউকোপ্লাস্ট,Leucoplast
স্তর টেরেস,Level terrace
লেভেলার (লেভেলার),Leveler (leveller)
সমতলকরণ (জমির),Levelling (of land)
লে ফার্মিং,Ley farming
ন্যূনতম লাইবিগের আইন,Liebig's law of minimum
লিগেশন,Ligation
হালকা ক্ষতিপূরণ পয়েন্ট,Light compensation point
হালকা স্যাচুরেশন তীব্রতা,Light saturation intensity
হালকা সংক্রমণ অনুপাত,Light transmission ratio
হালকা ফাঁদ,Light trap
লিমিং,Liming
সীমাবদ্ধতা,Limitation
সীমাবদ্ধ ফ্যাক্টর,Limiting factor
লিমোনাইট,Limonite
লাইন,Line
লিনিয়ার প্রতিক্রিয়া,Linear response
লিঙ্কেজ,Linkage
লিঙ্কেজ গ্রুপ,Linkage group
লিঙ্কার,Linker
লিন্ট সূচক,Lint index
লিন্টার,Linters
লিপিড,Lipid
লাইপোলাইসিস,Lipolysis
তরলকরণ,Liquidation
লিস্টার,Lister
লিস্টার,Lister
তালিকা,Listing
লিথোস্ফিয়ার,Lithosphere
লিটার,Litter
লাইভ মালচেস,Live mulches
লিভারওয়ার্ট,Liverwort
পশুসম্পত্তি,Livestock
স্থানীয় নিয়ন্ত্রণ,Local control
লোকস,Locus
পঙ্গপাল,Locust
লজিং (ফসল লজিং),Lodging (crop lodging)
লডিকুল,Lodicule
লোস,Loess
লোগারথিমিক রূপান্তর,Logarthimic transformation
দীর্ঘ - দিনের উদ্ভিদ,Long - day plant
দীর্ঘ তরঙ্গ বিকিরণ,Long wave radiation
লুপ,Loop
লোপিং,Lopping
কাঠ,Lumber
লাক্স,Lux
বিলাসবহুল খরচ (পুষ্টি),Luxury consumption (nutrient)
বিলাসবহুল জিন,Luxury genes
লাইকোপেন,Lycopene
লিম্ফ,Lymph
লাইসিমিটার,Lysimeter
কোষের লিসিস,Lysis of cell
লাইসোজিনি,Lysogeny
লাইসোসোম,Lysosome
লাইসোজাইম,Lysozyme
লক্ষ গাছ,Lac tree
লক্ষ,Lac
"লেডির আঙুল, ওকরা","Lady's finger, okra"
ল্যান্ড ক্যালট্রপস,Land caltrops
ল্যান্টানা,Lantana
ল্যাথিরাস,Lathyrus
পেঁয়াজ,Leek
লেবু ঘাস,Lemon grass
লেবু,Lemon
মসুর ডাল,Lentil
লকুরিস,Lequorice
লেটুস,Lettuce
লিলি,Lily
চুন,Lime
তিসি,Linseed
লিচি,Litchi
ছোট বাজরা,Little millet
দীর্ঘ তরমুজ,Long melon
দীর্ঘ মরিচ,Long pepper
লোকাট,Loquat
পদ্ম,Lotus
Lurcerne,Lurcerne
লক্ষ পোকামাকড়,Lac insect
লেডি বার্ড বিটল,Lady bird beetle
পাতা খনিজ,Leaf miner
পাতা রোলার,Leaf roller
পাতার ওয়েবার,Leaf webber
পঙ্গপাল,Locust
ম্যাক্রো বিবর্তন,Macro evolution
ম্যাক্রোক্লিমেট,Macroclimate
ম্যাক্রোমোলিকুল,Macromolecule
ম্যাক্রোমুটেশন,Macromutation
ম্যাক্রোনিউট্রিয়েন্ট,Macronutrient
ম্যাক্রোপোরস,Macropores
ম্যাগগট,Maggot
ম্যাগমা,Magma
ম্যাগনেসিয়া,Magnesia
ম্যাগনেসিয়াম,Magnesium
চৌম্বক আন্দোলক,Magnetic stirrer
মাত্রা,Magnitude
মহুয়া কেক,Mahua cake
রক্ষণাবেক্ষণ লাইন,Maintainer line
রক্ষণাবেক্ষণ,Maintenance
ভুট্টা শেলার,Maize sheller
পুরুষ জীবাণুমুক্ত,Male sterile
ত্রুটি,Malformation
ম্যালিগেন্সি,Malignancy
অপুষ্টি,Malnutrition
অসৎ আচরণ,Malpractice
ম্যাল্টিং,Malting
ম্যানেজার,Manger
ম্যানগ্রোভ,Mangroves
ম্যানোমিটার,Manometer
ম্যানোমিটার,Manometer
মন্টিসা (লোগারিদমের),Mantissa (of logarithm)
সার,Manure
সার,Manuring
প্রান্তিক,Marginal
প্রান্তিক ব্যয়,Marginal cost
প্রান্তিক জমি,Marginal land
প্রান্তিক পণ্য,Marginal product
প্রান্তিক রিটার্ন,Marginal return
সামুদ্রিক,Marine
চিহ্নিতকারী (জেনেটিক),Marker (genetic)
বাজার,Market
বিপণনযোগ্য,Marketable
বিপণনযোগ্য উদ্বৃত্ত,Marketable surplus
বিপণন উদ্বৃত্ত,Marketed surplus
বিপণন,Marketing
মার্শ,Marsh
ভর প্রবাহ,Mass flow
গণ নির্বাচন,Mass selection
ভর স্পেকট্রমিটার,Mass-spectrometer
মাস্ট,Mast
মাতৃ উত্তরাধিকার,Maternal inheritance
সঙ্গম,Mating
ম্যাট্রিক সম্ভাবনা,Matric potential
পরিপক্কতা,Maturation
পরিপক্কতা (ফসল),Maturity (crop)
সর্বাধিক উপলব্ধ জল,Maximum available water
সর্বাধিক ফসল,Maximum cropping
সর্বাধিক অবশিষ্টাংশ সীমা,Maximum residue limit
সর্বাধিক টেকসই ফলন,Maximum sustainable yield
সর্বাধিক থার্মোমিটার,Maximum thermometer
সর্বাধিক জল ধারণ ক্ষমতা,Maximum water holding capacity
Medow orpharding,Meadow orcharding
Meyly,Mealy
বিচ্যুতি,Mean deviation
গড় জীবন (পারমাণবিক),Mean life (nuclear)
সমুদ্র স্তর গড়,Mean sea level
বর্গ মানে,Mean square
পরিমাপ করা,Measure
মাপা,Measurement
যান্ত্রিক,Mechanical
যান্ত্রিক বিশ্লেষণ (মাটি),Mechanical analysis (soil)
যান্ত্রিক প্রতিবন্ধকতা,Mechanical impedence
যান্ত্রিক কৃষক,Mechanized farming
মধ্যমা,Median
Medic ষধি উদ্ভিদ,Medicinal plant
ভূমধ্যসাগরীয় জলবায়ু,Mediterranean climate
মেগাগামেটোজেনেসিস,Megagametogenesis
মেগাস্পোরঙ্গিয়া,Megasporangia
মেগস্পোর (ম্যাক্রোস্পোর),Megaspore (macrospore)
মেগাস্পোরোজেনেসিস,Megasporogenesis
মায়োসিস,Meiosis
মৃদু মাটি,Mellow soil
ডিএনএর গলে,Melting of DNA
ঝিল্লি ফিল্টার,Membrane filter
মেন্ডেলিয়ান উত্তরাধিকার,Mendelian inheritance
মেন্ডেলিজম,Mendelism
মেন্ডেলের উত্তরাধিকার আইন,Mendel's law of inheritance
পণ্যদ্রব্য,Merchandise
বুধ,Mercury
মেরিস্টেম,Meristem
মেসোক্লিমেট,Mesoclimate
মেসোডার্ম,Mesoderm
মেসোফিল,Mesophyll
মেসোফাইট,Mesophyte
মেসো-ছিদ্র,Meso-pores
মেসোস্ফিয়ার,Mesosphere
ম্যাসেঞ্জার আরএনএ (এম-আরএনএ),Messenger RNA (m-RNA)
বিপাক,Metabolism
বিপাক,Metabolites
ধাতব বাঁধ,Metal dam
রূপান্তরিত শিলা,Metamorphic rocks
রূপান্তর,Metamorphosis
মেটাফেজ,Metaphase
মেটাস্ট্রাস,Metastrus
মেটাক্সেনিয়া,Metaxenia
আবহাওয়া,Meteorology
Methaemoglobineamia,Methaemoglobinaemia
পদ্ধতি প্রদর্শন,Method demonstration
মিকা,Mica
মাইক্রো বেসিন,Micro basin
মাইক্রো ফাউনা,Micro fauna
মাইক্রোব,Microbe
মাইক্রোবিয়াল বায়োমাস কার্বন,Microbial biomass carbon
মাইক্রোবিয়াল অবক্ষয়,Microbial degradation
মাইক্রোবায়াল কীটনাশক,Microbial insecticide
মাইক্রোবায়োলজি,Microbiology
মাইক্রোবায়োটিক,Microbiotic
মাইক্রোক্লিমেট,Microclimate
মাইক্রোএনভায়রনমেন্ট,Microenvironment
মাইক্রোফ্লোরা,Microflora
মাইক্রোগামেটোজেনেসিস,Microgametogenesis
মাইক্রোইরিগেশন,Microirrigation
মাইক্রোমিটোরোলজি,Micrometeorology
মাইক্রোনিউট্রিয়েন্ট,Micronutrient
মাইক্রোপ্লট,Microplot
মাইক্রোপোর,Micropore
মাইক্রোপাইল,Micropyle
মাইক্রোস্কোপি,Microscopy
মাইক্রোস্পোরাঙ্গিয়াম,Microsporangium
মাইক্রোস্পোর সংস্কৃতি,Microspore culture
মাইক্রোস্পোর মাদার সেল,Microspore mother cell
মাইক্রোস্পোর,Microspore
মাইক্রোটোম,Microtome
মাইক্রোটোপোগ্রাফি,Microtopography
মিড-সিজন সংশোধন,Mid-season correction
স্থানান্তর,Migration
দুধের শস্য মঞ্চ,Milk grain stage
মিলেপেড,Millepede
মিল্টস,Millets
মিলিং পুনরুদ্ধার,Milling recovery
মিলিং,Milling
খনিজ পুষ্টি,Mineral nutrition
খনিজ মাটি,Mineral soil
খনিজকরণ,Mineralisation
খনিজ,Minerals
সর্বনিম্ন থার্মোমিটার,Minimum thermometer
ন্যূনতম জমায়েত,Minimum tillage
গৌণ ফসল,Minor crops
মিওটিক সূচক,Miotic index
মিসেন্স মিউটেশন,Missence mutation
কুয়াশা সেচ,Mist irrigation
কুয়াশা,Mist
মাইটোকন্ড্রিয়া,Mitochondria
মাইটোসিস,Mitosis
মিতসেরলিচের আইন,Mitscherlich's law
মিশ্র ফসল,Mixed cropping
মিশ্র কৃষিকাজ,Mixed farming
মিশ্র সার,Mixed fertilizer
মিশ্র চারণ,Mixed grazing
মিশ্রিত sward,Mixed sward
মডেল,Model
মডেলিং,Modelling
পরিবর্তিত বায়ুমণ্ডল প্যাকেজিং,Modified atmosphere packaging
আর্দ্রতা উপলভ্যতা সূচক,Moisture availability index
আর্দ্রতা ঘাটতি সূচক,Moisture deficit index
আর্দ্রতা সমতুল্য,Moisture equivalent
আর্দ্রতা ব্যবস্থা,Moisture regime
আর্দ্রতা রিলিজ বক্ররেখা,Moisture release curve
আর্দ্রতা ধরে রাখা,Moisture retention
আর্দ্রতা চাপ,Moisture stress
আর্দ্রতা উত্তেজনা,Moisture tension
আর্দ্রতা,Moisture
মোলার সলিউশন,Molar solution
গুড়,Molasses
তিল নিকাশী,Mole drainage
আণবিক জীববিজ্ঞান,Molecular biology
আণবিক প্রজনন,Molecular breeding
আণবিক সংকরকরণ,Molecular hybridization
মল্লস্কাইসাইড,Molluscicide
আর্থিক সুবিধা সূচক (এমওয়াই),Monetary advantage index (MAI)
মনোক্লোনাল অ্যান্টিবডি,Monoclonal antibody
একরঙা,Monocotyledons
মনোক্রপ (একরঙা),Monocrop (Monoculture)
মনোইসিয়াস,Monoecious
মনোজেনেসিস,Monogenesis
মনোহাইব্রিড,Monohybrid
মনোজাইগোটিক,Monozygotic
বর্ষা,Monsoon
মন্টমরিলোনাইট,Montmorillonite
মুর,Moor
মোর,Mor
মরগান ইউনিট,Morgan unit
মরফোজেনেসিস,Morphogenesis
রূপচর্চা অভিযোজন,Morphological adaptation
রূপচর্চা,Morphology
বন্ধক,Mortgage
মটল,Mottle
মটলিং,Mottling
ছাঁচ,Mould
Multing,Moulting
Ound িবি সংস্কৃতি,Mound culture
Ound িবি লেয়ারিং,Mound layering
মাওয়ার,Mower
কাঁচা,Mowing
মিউকিলেজ,Mucilage
গোটা মাটি,Muck soil
কর্দমাক্ত,Muddy
মাফল,Muffle
মালচ চাষ,Mulch farming
মুলচ টিলাজ,Mulch tillage
মুলচ,Mulch
মালচিং,Mulching
মুল,Mull
মাল্টি স্টোর ক্রপিং,Multi storey cropping
একাধিক পারস্পরিক সম্পর্ক,Multiple correlation
একাধিক ফসল,Multiple cropping
একাধিক ক্রপিং সূচক,Multiple cropping index
একাধিক ক্রস,Multiple cross
একাধিক প্রতিরোধ,Multiple resistance
মাল্টিভারিয়েট,Multivariate
মাল্টিজিগোটিক,Multizygotic
মমিফিকেশন,Mummification
মমিফাইড ফল,Mummified fruit
মাস্কোভাইট,Muscovite
মাশরুম,Mushroom
মিউটেজেন,Mutagen
মিউট্যান্ট,Mutant
মিউটেশন,Mutation
পারস্পরিক বাধা,Mutual inhibition
পারস্পরিকতা,Mutualism
মাইসেলিয়াম,Mycelium
মাইকোলজি,Mycology
মাইকোপ্লাজমা,Mycoplasma
মাইকোররিজা,Mycorrhiza
গদি,Mace
মাদার,Madar
মাধুকা,Madhuca
ভুট্টা,Maize
মাখানা,Makhana
ম্যান্ডারিন,Mandarin
আমের জিঞ্জার,Mango zinger
আমের,Mango
"মার্গোসা, নিম","Margosa, neem"
মেরিগোল্ড,Marigold
ম্যাস্টিক ট্রি,Mastic tree
মেরিল,Merrill
মেস্তা,Mesta
পুদিনা,Mint
মলুচা বিন,Molucca bean
বানর জ্যাক,Monkey jack
সজনে,Moringa
সকালের গ্লোরি (কনভলভুলাস),Morning glory (convolvulus)
মোসম্বি,Mosambi
মথ বিন,Moth bean
তুঁত,Mulberry
মাশরুম,Mushroom
কস্তুরী তরমুজ,Musk melon
কস্তুরী,Musk
সরিষা,Mustard
মার্টল,Myrtle
ম্যাপিয়ার ঘাস,Mapier grass
ফ্যাকাশে ছারপোকা,Mealy bug
মিজ,Midge
মাইটস,Mites
বানর,Monkey
মশা,Mosquito
মথ,Moth
আবহাওয়াবিদ,Meteorologist
মাইক্রোবায়োলজিস্ট,Microbiologist
মাইকোলজিস্ট,Mycologist
ন্যানো টেকনোলজি,Nanotechnology
নেপিফর্ম,Napiform
মাদক,Narcotic
Nstic আন্দোলন,Nastic movement
জাতীয় বিক্ষোভ,National demonstration
জাতীয়করণ (জমির),Nationalization (of land)
প্রাকৃতিক,Natural
প্রাকৃতিক ক্ষয়,Natural erosion
প্রাকৃতিক কৃষিকাজ,Natural farming
প্রাকৃতিক সম্পদ,Natural resources
প্রাকৃতিক নির্বাচন,Natural selection
প্রাকৃতিক উদ্ভিদ,Natural vegetation
ঘাড় (হর্ট),Neck (hort)
নেক্রোসিস,Necrosis
অমৃত,Nectar
নেতিবাচক অ্যালোলোপ্যাথি,Negative allelopathy
নেমেটিকাইড,Nematicide
নেমাটোড প্রতিরোধী রুটস্টক,Nematode resistant rootstock
নেমাটোলজি,Nematology
নিউটেনি,Neoteny
নেট আক্রমণের হার (এনএআর),Net assimilation rate (NAR)
নেট লাভ,Net gain
নিট আয় (খামার আয়),Net income (farm income)
নেট সেচের প্রয়োজনীয়তা,Net irrigation requirement
নেট উত্পাদনশীলতা,Net productivity
নেট রিটার্ন,Net return
জাল,Netting
নিউরন,Neuron
নিরপেক্ষ,Neutral
নিরপেক্ষতা,Neutralism
নিরপেক্ষকরণ,Neutralization
নিরপেক্ষ মাটি,Neutral soil
নিউট্রন আর্দ্রতা মিটার,Neutron moisture meter
কুলুঙ্গি,Niche
নিকোটিন,Nicotine
রাতের মাটি,Night soil
নাইট্রেট সংমিশ্রণ,Nitrate assimilation
নাইট্রেট হ্রাস,Nitrate reduction
নাইট্রেট বিষাক্ততা,Nitrate toxicity
নাইট্রে,Nitre
নাইট্রিফিকেশন ইনহিবিটার,Nitrification inhibitor
নাইট্রোজেন সংমিশ্রণ,Nitrogen assimilation
নাইট্রোজেন চক্র,Nitrogen cycle
নাইট্রোজেনের ঘাটতি,Nitrogen deficiency
নাইট্রোজেন স্থায়ীকরণ,Nitrogen fixation
নাইট্রোজেনাস,Nitrogenous
নোবিলাইজেশন,Nobilization
নোবেল বেত,Noble cane
নিশাচর,Nocturnal
নোড,Node
নোডুলেটেড উদ্ভিদ,Nodulated plant
নোডুলেশন,Nodulation
নোডুল,Nodule
যাযাবর,Nomadion
নামকরণ,Nomenclature
অ্যালালিক,Non allelic
নন কৈশিক ছিদ্র,Non capillary pore
প্রতিযোগী ফসল,Non competing crop
বাজে কথা,Nonsense mutation
অ -তাৎপর্যপূর্ণ,Non significant
অ-অ্যাসিড গঠন সার,Non-acid forming fertilizer
অ-কনজুগেশন,Non-conjugation
নন-ডেস্ক্রিপ্ট (প্রাণী),Non-descript (animal)
অপ্রয়োজনীয় উপাদান,Non-essential element
অ-সমজাতীয়,Non-homogenous
নন-হোমোলজাস,Non-homologus
নন-মেরু যৌগ,Non-polar compound
পুনর্নবীকরণযোগ্য শক্তি,Non-renewable energy
অ-নির্বাচিত যোগাযোগ হার্বাইসাইড,Non-selective contact herbicide
অ-নির্বাচনী ভেষজনাশক,Non-selective herbicide
অ-সিম্বিওটিক নাইট্রোজেন স্থিরকরণ,Non-symbiotic nitrogen fixation
স্বাভাবিক বন্টন,Normal distribution
সাধারণ চারা,Normal seedlings
সাধারণ সমাধান,Normal solution
স্বাভাবিককরণ,Normalising
উত্তর ব্লটিং,Northern blotting
লক্ষণীয় রোগ,Notifiable disease
কোন টিল রোপণ,No-till planting
ক্ষতিকারক আগাছা,Noxious weeds
পারমাণবিক চৌম্বক,Nuclear magnetic
নিউক্লিয়াস অ্যাসিড,Nuclei acid
নিউক্লোব্যাক্টর,Nucleobacter
নিউক্লিওলাস,Nucleolus
নিউক্লিওটাইড,Nucleotide
নিউক্লিয়াস,Nucleus
নাল হাইপোথিসিস,Null hypothesis
নুলিসমিক,Nullisomic
নাল-মিউটেশন,Null-mutation
নার্স সেল,Nurse cell
নার্স ফসল,Nurse crop
নার্সারি,Nursery
বাদাম,Nut
পুষ্টিকর সাইক্লিং,Nutrient cycling
পুষ্টির ঘাটতির লক্ষণ,Nutrient deficiency symptoms
পুষ্টি,Nutrition
পুষ্টির মান,Nutritional value
পুষ্টিকর মান সূচক,Nutritive value index
কৃষি সম্পর্কিত গুরুত্বপূর্ণ উদ্ভিদের নাম,Names of important plants related to agriculture
নাগাই কর্পূর,Nagai camphor
নারকিসাস,Narcissus
কালোজিরা,Nigella
নাইজার,Niger
নাইট জেসমিন,Night jasmine
নিপা পাম,Nipa palm
বাদাম ঘাস,Nut grass
বাদাম সেজ,Nut sedge
জায়ফল,Nutmeg
নেমাটোড,Nematode
বাদাম Weevil,Nut weevil
নেমাটোলজিস্ট,Nematologist
বাধ্যতামূলক বায়ব,Obligate aerobes
বাধ্য করুন অ্যানেরোবস,Obligate anaerobes
বাধ্যতামূলক পরজীবী,Obligate parasite
বাধ্যতামূলক,Obligate
অফ-টাইপ গাছপালা,Off-type plants
তেল কেক,Oil cake
ওকাজাকি খণ্ড,Okazaki fragment
ওলারিকালচার,Olericulture
অলিগোজিন,Oligogene
অলিগনুক্লিওটাইড,Oligonucleotide
জলপাই তেল,Olive oil
ওমেগা -3-ফ্যাটি অ্যাসিড,Omega-3-fatty acid
সর্বজনীন,Omnivorous
অনকোজিন,Oncogene
অনকোজেনিক ভাইরাস,Oncogenic virus
অনকোলজি,Oncology
অন-ফার্ম গবেষণা,On-farm research
ওসাইটি,Oocyte
পরিচালনা খরচ,Operating cost
অপেরন,Operon
সুযোগ ফসল,Opportunity cropping
সর্বোত্তম ডোজ,Optimum dose
সর্বোত্তম অর্থনৈতিক ডোজ,Optimum economic dose
বাগানের দক্ষতা,Orchard efficiency
জৈব কৃষি,Organic agriculture
জৈব কলয়েডস,Organic colloids
জৈব চাষ,Organic farming
