Kannada,Assamese
"ಬಿಗಿಯಾಗಿ ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ, ಬಿಗಿಯಾಗಿ ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ","টানকৈ পেক কৰা, টানকৈ পেক কৰা"
ಚೆನ್ನಾಗಿ ಪ್ಯಾಕೇಜ್ ಮಾಡಿದ ರಚನೆ,ভালদৰে পেকেজ কৰা গঠন
ಹತ್ತಿರದ ವಿಧಾನ,নিকটতম এপ্ৰ&#39;চ
ಇತ್ತೀಚಿನ ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ,শেহতীয়াকৈ পেক কৰা হৈছে
ನಿಕಟ ನೋಟ,বন্ধ দৃশ্য
"ಮೋಡಗಳು, ಮೋಡಗಳು, ಮಸುಕು, ಕಲೆಗಳು","ডাৱৰ, ডাৱৰ, অস্পষ্টতা, দাগ"
ಗುಂಪನ್ನು,মুঠি
"ಒರಟಾದ, ಒರಟಾದ, ಕಚ್ಚಾ, ಕೆಳದರ್ಜೆಯ, ಸಂಸ್ಕರಿಸದ","মোটা, মোটা, খাৰুৱা, অমান্য, অপৰিশোধিত"
ಮ್ಯಾಕ್ರೋ ಸ್ಫಟಿಕದಂತಹ,মেক্ৰ&#39; স্ফটিক
"ಕರಾವಳಿ, ಟಾರ್ಗೆಟ್ ಹೌಸ್ (ರಾಡಾರ್)","উপকূল, লক্ষ্য ঘৰ (Radar)"
"ಕವರ್, ಕೋಟ್, ಕೋಟ್, ಲೇಪನ","আৱৰণ, কোট, কোট, আৱৰণ"
"ಲೇಪನ, ಲೇಪನ, ಲೇಪನ","আৱৰণ, আৱৰণ, আৱৰণ"
ಕೋಕ್ಸ್,coax
"ಕೋಡ್, ಸೈನ್, ಕೋಡ್, ಕೋಡ್, ಕೋಡ್","ক&#39;ড, চিহ্ন, ক&#39;ড, ক&#39;ড, ক&#39;ড"
ಕೋಡ್ ಮಾಡಲಾಗಿದೆ,ক&#39;ড কৰা হৈছে
ಕೋಡಿಂಗ್ ನಾಡಿ,ক&#39;ডিং পালছ
ಗುಣಾಂಕ,সহগ
ಸಂಯಮ,সংযম
ರಹಸ್ಯ,ছাচপেন্স
"ಬಾಂಧವ್ಯ, ಬಾಂಧವ್ಯ","affiliation, সংযুক্ততা"
"ಸಂಯೋಜಿತ, ಲಗತ್ತಿಸಲಾಗಿದೆ","সংযুক্ত, সংযুক্ত"
ಒಗ್ಗಟ್ಟು,সংহতি
ಸಂಸಂಜಿ,sansanji
ಜಾತಕ,ৰাশিফল
ಸುರುಳಿಯಾಕಾರದ,কুণ্ডলীযুক্ত
"ಸುರುಳಿ, ಸುರುಳಿ ಕಟ್ಟಡ, ಸುರುಳಿ","কইলিং, কইল বিল্ডিং, কইলিং"
ಫ್ಲಾಟ್,চেপেটা
ಶೀತ,ঠাণ্ডা
ಕಡಿಮೆ ತಾಪಮಾನದ ಹೊರಸೂಸುವಿಕೆ,কম উষ্ণতাৰ নিৰ্গমন
ಸಬ್ಥರ್ಮಲ್ ನ್ಯೂಟ್ರಾನ್ಗಳು,উপতাপীয় নিউট্ৰন
ಡೆಸಿಮೇಶನ್,ডেচিমেচন
"ಮೇಲಾಧಾರ, ಶಾಖೆ, ಶಾಖೆ","জামিন, শাখা, শাখা"
"ಸಂಯೋಜಕ, ಸಂಯೋಜಕ, ಸಂಯೋಜಕ","সমন্বয়ক, সমন্বয়ক, সমন্বয়ক"
ಸಂಗ್ರಹಣೆ,সংগ্ৰহ
"ಸಾಮೂಹಿಕ, ಜನಸಂಖ್ಯೆ","সামূহিক, জনসংখ্যা"
"ಸಂಗ್ರಾಹಕ, ಸಂಗ್ರಾಹಕ, ಸಂಗ್ರಾಹಕ","সংগ্ৰাহক, সংগ্ৰাহক, সংগ্ৰাহক"
ಘರ್ಷಣೆ ಕಣ,সংঘৰ্ষ কণা
ಸಮಾನಾಂತರ,সমান্তৰাল
"ಸಮಾನಾಂತರ, ಏಕಮುಖ","সমান্তৰাল, একদিশীয়"
ಸಮಾನಾಂತರ ಚತುರ್ಭುಜ,সমান্তৰাল চতুৰ্ভুজ
ಜೋಡಣೆ,প্ৰান্তিককৰণ
ಜೋಡಣೆ,প্ৰান্তিককৰণ
"ಘರ್ಷಣೆ, ಘರ್ಷಣೆ, ಘರ್ಷಣೆ","সংঘৰ্ষ, সংঘৰ্ষ, সংঘৰ্ষ"
ಕೊಲೊಯ್ಡ್,কলয়ড
"ವರ್ಣಮಾಪಕ, ವರ್ಣಮಾಪಕ","ৰংমাপক, ৰংমাপক"
ಬಣ್ಣಗುರುಡು,ৰঙৰ অন্ধতা
ಪಾತ್ರ,চৰিত্ৰ
"ಕಾಲಮ್, ಕಾಲಮ್","স্তম্ভ, স্তম্ভ"
"ಅಲ್ಪವಿರಾಮ, ಟಫ್ಟ್, ಬಾಲ, ಬಾಲ","কমা, টাফ্ট, ঠেং, ঠেং"
"ಕಾಕತಾಳೀಯ, ಸಂಯೋಜನೆ, ಶೇಖರಣೆ","সংমিশ্ৰণ, সংমিশ্ৰণ, সঞ্চয়"
ಸಂಯೋಜಿತ ಸ್ವರ,সংমিশ্ৰিত স্বৰবৰ্ণ
ಸಂಯೋಜಿತ ಸ್ವರ,সংমিশ্ৰিত স্বৰবৰ্ণ
ಹೊಣೆಗಾರಿಕೆ,দায়িত্ব
ದಹನ,দহন
ವಾಣಿಜ್ಯ ಫೆರೈಟ್,বাণিজ্যিক ফেৰাইট
"ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ","সাধাৰণ, সাধাৰণ, সাধাৰণ, সাধাৰণ, সাধাৰণ"
ಸಂವಹನಗಳು,যোগাযোগ
"ತಿರುವು, ಡೇಟಾ ಬದಲಾವಣೆ, ಕ್ರಮಪಲ್ಲಟನೆ","ডাইভাৰচন, ডেটাম পৰিৱৰ্তন, পাৰ্মিউটেচন"
"ಕಮ್ಯುಟೇಟರ್, ಕಮ್ಯುಟೇಟರ್, ಕಮ್ಯುಟೇಟರ್","কমিউটেটৰ, কমিউটেটৰ, কমিউটেটৰ"
"ಹೋಲಿಕೆಗಾರ, ಹೋಲಿಕೆಗಾರ","তুলনাকাৰী, তুলনাকাৰী"
ಹೋಲಿಕೆ,তুলনা কৰা
"ದಿಕ್ಸೂಚಿ, ದಿಕ್ಸೂಚಿ, ದಿಕ್ಸೂಚಿ","কম্পাছ, কম্পাছ, কম্পাছ"
"ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ","সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা"
"ಸರಿದೂಗಿಸು, ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳು","ক্ষতিপূৰণ দিয়া, প্ৰতিশোধ লোৱা"
"ಪರಿಹಾರ, ಪರಿಹಾರ, ಪರಿಹಾರ","ক্ষতিপূৰণ, ক্ষতিপূৰণ, ক্ষতিপূৰণ"
ಪ್ರತಿಕ್ರಮಗಳು,প্ৰতিকাৰৰ ব্যৱস্থা
"ಸಂಕಲನ, ವ್ಯಾಖ್ಯಾನ","সংকলন, ব্যাখ্যা"
"ಸಂಕಲನ, ವ್ಯಾಖ್ಯಾನ","সংকলন, ব্যাখ্যা"
ಪೂರಕತೆ,পৰিপূৰকতা
ಪೂರಕ,পৰিপূৰক
ಸಂಪೂರ್ಣ,সম্পূৰ্ণ কৰা
ಸಂಪೂರ್ಣ ಕೋಶ,সম্পূৰ্ণ কোষ
ಸಂಪೂರ್ಣ ಮಾಡ್ಯುಲೇಷನ್,সম্পূৰ্ণ মডুলেচন
"ಸಂಕೀರ್ಣ, ಸಂಕೀರ್ಣ, ಪ್ಯಾಕೇಜ್","জটিল, জটিল, পেকেজ"
ಸಂಕೀರ್ಣ ಪರಮಾಣು,জটিল পৰমাণু
ಸಂಕೀರ್ಣ ಕಾರ್ಯ,জটিল ফলন
ಸ್ವರೂಪ,ফৰ্মেট
ಸಂಕೀರ್ಣ ಕಾರ್ಯವಿಧಾನ,জটিল ব্যৱস্থা
ಅನುಸರಿಸು,খতিয়ান লোৱা
"ಘಟಕ, ಸಂಬಂಧಿತ ಘಟಕ","উপাদান, সংশ্লিষ্ট উপাদান"
"ಸಂಯೋಜಿತ, ಮಿಶ್ರ","সংমিশ্ৰিত, সংমিশ্ৰিত"
"ಮಿಶ್ರ, ಮಿಶ್ರ, ಸಂಯೋಜಿತ, ಹಣಕಾಸು, ಸಂಯುಕ್ತ","মিশ্ৰিত, মিশ্ৰিত, সংযুক্ত, বিত্ত, যৌগ"
ಆಸ್ರಲ್ ಲೋಲಕ,asral পেণ্ডুলাম
"ಸಂಕುಚಿತಗೊಳಿಸು (ed.), ಸಂಕುಚಿತಗೊಳಿಸು (v.)","সংকোচন (সম্পা.), সংকোচন (v.)"
ಸಂಕುಚಿತಗೊಳಿಸಲಾಗಿದೆ,সংকোচিত কৰা হৈছে
ಸಂಕುಚಿತತೆ,সংকোচন ক্ষমতা
ಸಂಕುಚಿತ,সংকোচনযোগ্য
ಸಂಕೋಚನ,সংকোচন
"ಸಂಕೋಚಕ, ಸಂಕೋಚನ","কম্প্ৰেছাৰ, কম্প্ৰেছাৰ"
"ಕಾಂಪ್ಟನ್ ಎಲೆಕ್ಟ್ರಾನ್, ಕೌಂಟರ್ ಬ್ಯಾಲೆನ್ಸ್ಡ್ ಎಲೆಕ್ಟ್ರಾನ್","কম্পটন ইলেক্ট্ৰন, প্ৰতিভাৰসাম্যপূৰ্ণ ইলেক্ট্ৰন"
ಗಣನೆ,গণনা
ಕಂಪ್ಯೂಟೇಶನಲ್,গণনামূলক
"ಕಂಪ್ಯೂಟರ್, ಕಂಪ್ಯೂಟರ್, ಕಂಪ್ಯೂಟರ್","কম্পিউটাৰ, কম্পিউটাৰ, কম্পিউটাৰ"
ಕಾನ್ಕೇವ್,অৱতল
ಬೈಕಾನ್ವೆಕ್ಸ್,দ্বি উত্তল
"ಕೇಂದ್ರೀಕರಿಸಲು, ದಪ್ಪವಾಗಲು, ಕೇಂದ್ರೀಕರಿಸಲು (adj.), ಕೇಂದ್ರೀಕರಿಸಲು (v.)","ঘনীভূত কৰা, ঘন কৰা, ঘনীভূত কৰা (adj.), ঘনীভূত কৰা (v.)"
"ಕೇಂದ್ರೀಕೃತ, ಕೇಂದ್ರೀಕೃತ, ಕೇಂದ್ರೀಕೃತ","ঘনীভূত, ঘনীভূত, ঘনীভূত"
"ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ","ঘনত্ব, ঘনত্ব, ঘনত্ব, ঘনত্ব"
"ಏಕಕೇಂದ್ರಿತ, ಕೇಂದ್ರೀಕೃತ","এককেন্দ্ৰিক, সমকেন্দ্ৰিক"
ಪರಿಕಲ್ಪನೆ,ধাৰণা
ಪರಿಕಲ್ಪನೆಯ,ধাৰণাগত
"ಅನ್ಯೋನ್ಯತೆ, ಸಂವಹನ","ঘনিষ্ঠতা, যোগাযোগ"
ಸಮನ್ವಯಗೊಳಿಸಲಾಗಿದೆ,সমন্বিত
"ಏಕಕಾಲೀನ, ಹಿಂದುಳಿದ","সমকালীন, পিছপৰা"
"ಘನೀಕರಣ, ಘನೀಕರಣ","ঘনীভূতকৰণ, ঘনীভূতকৰণ"
"ಸಾಂದ್ರೀಕರಿಸಲು, ದ್ರವೀಕರಿಸಲು, ದ್ರವೀಕರಿಸಲು","ঘনীভূত কৰা, তৰলীকৃত কৰা, তৰলীকৃত কৰা"
"ಮಂದಗೊಳಿಸಿದ, ದ್ರವೀಕೃತ, ಸಂಕ್ಷೇಪಿಸಿದ","ঘনীভূত, তৰলীকৃত, সংকুচিত"
"ಕಂಡೆನ್ಸರ್, ಕೆಪಾಸಿಟರ್, ಸಂಗ್ರಾಹಕ","কণ্ডেন্সাৰ, কেপাচিটৰ, সংগ্ৰাহক"
"ಸ್ಥಿತಿ, ಸ್ಥಿತಿ, ಸ್ಥಿತಿ, ಸ್ಥಿತಿ","অৱস্থা, অৱস্থা, অৱস্থা, অৱস্থা"
ವಾಹಕತೆ,পৰিবাহীতা
ಚಾಲಕ,ড্ৰাইভাৰ
ಚಾಲನೆ,ড্ৰাইভিং
ವಾಹಕತೆ,পৰিবাহীতা
ನಿಷ್ಠೆ,ফিডেলিটি
"ಸಂರಚನೆ, ಸಂರಚನೆ","বিন্যাস, বিন্যাস"
ಸಂರಚನೆ,বিন্যাস
ಕನ್ಫೋಕಲ್,কনফ&#39;কেল
"ಸಮಾನತೆ, ದ್ವಿಧ್ರುವಿ, ಸಮಾನತೆ","সমন্বয়, দ্বিমেৰুত্ব, সমতা"
"ಸಮಾನ, ಸಮಾನ","congruent, একেধৰণৰ"
ಶಂಕುವಿನಾಕಾರದ,কনিক
"ಸಂಯೋಗಕ್ಕೆ (ವಿ.), ಸಂಯೋಗಕ್ಕೆ (ವರ್.)","to conjugate (v.), সংযোগ কৰা (ver.)"
ಲ್ಯಾಟರಲ್ ಅಸೋಸಿಯೇಟೆಡ್,পাৰ্শ্বীয় সংযুক্ত
ಸರಣಿ ಸಂಬಂಧಿತ,শৃংখল সম্পৰ্কীয়
ಕನೆಕ್ಟರ್ ಲೈನ್,সংযোগকাৰী লাইন
ಸಂಪರ್ಕ,সংযোগ
"ಪ್ರಾಯೋಜಕ, ಕನೆಕ್ಟರ್","পৃষ্ঠপোষক, সংযোগকাৰী"
ಸತತವಾಗಿ,একেৰাহে
ಪೋಷಕ,পৃষ্ঠপোষক
ಪೋಷಕ,পৃষ্ঠপোষক
"ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ, ದಪ್ಪ, ದಪ್ಪ","স্থায়িত্ব, স্থায়িত্ব, বেধ, বেধ"
"ಹೊಂದಾಣಿಕೆ, ವಿರುದ್ಧ","সামঞ্জস্যপূৰ্ণ, বিপৰীত"
ಸಂಭಾಷಣೆಯ,কথোপকথনমূলক
ಸಂವಾದಾತ್ಮಕ,কথোপকথনমূলক
ಸ್ಥಿರತೆ,স্থিৰতা
"ಸ್ಥಿರ, ಸ್ಥಿರ, ಸ್ಥಿರ, ಬದಲಾಗದ, ಏಕರೂಪ","স্থিৰ, স্থিৰ, স্থাৱৰ, অপৰিৱৰ্তিত, একেধৰণৰ"
ಕಾನ್ಸ್ಟಾಂಟನ್,কনষ্টেন্টান
ನಿರಂತರ ಹರಿವು,অবিৰত প্ৰবাহ
ಕೋವೇರಿಯೇಟ್ ಸಂಖ್ಯೆ,সহচলক সংখ্যা
ಸರ್ಕ್ಯೂಟ್ನ ಗುಣಲಕ್ಷಣಗಳು,বৰ্তনীটোৰ বৈশিষ্ট্য
ನಕ್ಷತ್ರಪುಂಜ,নক্ষত্ৰমণ্ডল
"ಸಂಯೋಜನೆ, ಸಂಯೋಜನೆ, ರಚನೆ","ৰচনা, ৰচনা, গঠন"
ನಿರ್ಬಂಧಿತ ವೇಗ,বাধ্যতামূলক গতি
ನಿರ್ಬಂಧ,বাধা
ಕಿರಿದಾಗುತ್ತಿದೆ,সংকীৰ্ণ হোৱা
ಸಮರ್ಥನೀಯ ಹಸ್ತಕ್ಷೇಪ,বহনক্ষম হস্তক্ষেপ
ಸೇವಿಸಿದ ಶಕ್ತಿ,ব্যৱহৃত শক্তি
"ಸ್ಪರ್ಶ, ಸ್ಪರ್ಶ, ಸ್ಪರ್ಶ","স্পৰ্শ, স্পৰ্শ, স্পৰ্শ"
"ಸಂಪರ್ಕ, ಸಂಪರ್ಕ","যোগাযোগ, যোগাযোগ"
ಮಾಲಿನ್ಯ,দূষণ কৰা
"ವಿಷಯ, ಭಾಗ, ಅರ್ಧ","বিষয়বস্তু, অংশ, আধা"
"ನಿರಂತರ, ನಿರಂತರ","continuum, ধাৰাবাহিকতা"
ರಾಜ್ಯದ ನಿರಂತರತೆ,অৱস্থাৰ ধাৰাবাহিকতা
"ನಿರಂತರ, ಮುರಿಯದ, ಮುರಿಯದ, ನಿರಂತರ, ನಿರಂತರ","অবিৰত, অবিচ্ছেদ্য, অবিচ্ছেদ্য, অবিৰত, অবিৰত"
ನಿರಂತರ,ধাৰাবাহিকতা
"ಸಂಕುಚಿತಗೊಳಿಸು, ಸಂಕುಚಿತಗೊಳಿಸು (ver.)","সংকোচন কৰা, সংকোচন কৰা (ver.)"
ಕುಗ್ಗಿಸು,সংকোচন
ಸಂಕೋಚನ,সংকোচন
ಪ್ರತಿ-ಕಕ್ಷೆಯ ದಿಕ್ಕು,প্ৰতি-কক্ষপথৰ দিশ
ಸಂಬಂಧಿ ದೇಹ,আপেক্ষিক শৰীৰ
"ಕಾಂಟ್ರಾಸ್ಟ್, ಕಾಂಟ್ರಾಸ್ಟ್","কনট্ৰাষ্ট, কনট্ৰাষ্ট"
ನಿಯಂತ್ರಣ,নিয়ন্ত্ৰণ
ಸಂವಹನ,সংবহন
ಪೋಸ್ಟ್ ಅನ್ನು ರವಾನಿಸುತ್ತದೆ,কনভেয়িং পোষ্ট
ನಾಳೀಯ,ভেছকুলাৰ
ನಿಯಮಿತ ಪರಮಾಣು ತೂಕ,নিয়মীয়া পাৰমাণৱিক ওজন
"ಒಮ್ಮುಖವಾಗಲು, ಒಮ್ಮುಖವಾಗಲು","to converge, অভিসৰণ কৰা"
"ಒಮ್ಮುಖ, ಒಮ್ಮುಖ","অভিসৰণ, অভিসৰণ"
ಒಮ್ಮುಖ ಲೆನ್ಸ್,কনভাৰ্জিং লেন্স
"ವಿರುದ್ಧ, ವಿರುದ್ಧ","বিপৰীত, বিপৰীত"
VICA ವಿರುದ್ಧ,VICA বিপৰীতে
ಪರಿವರ್ತನೆ,ৰূপান্তৰ
ಪರಿವರ್ತಿಸಲಾಗಿದೆ,ৰূপান্তৰিত
ಪರಿವರ್ತಕ,ৰূপান্তৰক
ಕನ್ವರ್ಟಿಬಲ್ ಲೆನ್ಸ್,কনভাৰ্টিবল লেন্স
ಪೀನ,উত্তল
ಪೀನತೆ,উত্তলতা
ಪೀನ,উত্তল
ಬೈಕಾನ್ವೆಕ್ಸ್,দ্বি উত্তল
ಶೀತಕ,শীতল পদাৰ্থ
"ಶೀತಕ, ಶೀತಕ","শিতলকাৰী, চিলাৰ"
ಕೂಲಿಡ್ಜ್ ಟ್ಯೂಬ್,কুলিজ টিউব
ತಂಪಾಗಿಸುವಿಕೆ,শীতল কৰা
ಶೀತಕ,শীতল পদাৰ্থ
ಸಹಕಾರಿ ವಿದ್ಯಮಾನ,সমবায়ৰ পৰিঘটনা
"ಸಮನ್ವಯಗೊಳಿಸು, ಸಮನ್ವಯಗೊಳಿಸು","স্থানাংক, স্থানাংক"
ನಿರ್ದೇಶಕ ಅಕ್ಷ,পৰিচালক অক্ষ
ಸಮತಲ,সমতল
ಚಪ್ಪಟೆತನ,সমতলতা
"ನಕಲು, ನಕಲು, ನಕಲು","কপি, কপি, কপি"
ಮೂಲ,মুখ্য
ಕೋರ್ ಎಲೆಕ್ಟ್ರಾನ್,কোৰ ইলেক্ট্ৰন
ಕೊರಿಯೊಲಿಸ್ ವೇಗವರ್ಧನೆ,ক’ৰিঅ’লিছ ত্বৰণ
ಕೊರಿಯೊಲಿಸ್ ಬಲ,ক&#39;ৰিঅ&#39;লিছ বল
"ಕಿರಿತ್, ಕರೋನಾ","কিৰিট, কৰোনা"
ಕರೋನಾ ಆಸ್ಟ್ರೇಲಿಸ್,কৰ&#39;না অষ্ট্ৰেলিয়া
ಕರೋನಾ ಬೋರಿಯಾಲಿಸ್,corona borealis
ಸೌರ ಜ್ವಾಲೆ,সৌৰ জ্বলন
ಕಣಕಣ,গ্ৰেনুল
ಹರಳಿನ,গ্ৰেনুলাৰ
"ಸರಿ, ಸರಿ","শুদ্ধ, শুদ্ধ"
ಪರಿಷ್ಕರಿಸಲಾಗಿದೆ,সংশোধিত
"ತಿದ್ದುಪಡಿ, ತಿದ್ದುಪಡಿ","সংশোধন, সংশোধন"
ಸಹ ಸಂಬಂಧ,সহ - সম্পৰ্ক
"ಸಂವಾದಿಯಾಗಲು, ಸಂವಾದಿಯಾಗಲು","to correspond, to correspond"
ಸಂಘದ ನಿಯಮಗಳು,সংঘৰ নিয়মাৱলী
ಪಕ್ಕವಾದ್ಯ,সংগীত
ಕೊಸೈನ್ ನಿಯಮ,কোচাইন নিয়ম
ಬಾಹ್ಯಾಕಾಶ ಸಮೃದ್ಧಿ,স্থানৰ প্ৰাচুৰ্য্য
ಕಾಸ್ಮಿಕ್,মহাজাগতিক
ಬಾಹ್ಯಾಕಾಶ ಕಿರಣ ಸ್ಫೋಟ,মহাকাশ ৰশ্মি ফাটি গ’ল
"ಬಾಹ್ಯಾಕಾಶ ಕಿರಣ, ಕಾಸ್ಮಿಕ್ ಕಿರಣ","মহাকাশ ৰশ্মি, মহাজাগতিক ৰশ্মি"
ಬಾಹ್ಯಾಕಾಶ ಮಳೆ,মহাকাশৰ বৰষুণ
ಜಾಗ,স্থান
ಕಾಸ್ಮಿಕ್,মহাজাগতিক
"ವಿಶ್ವವಿಜ್ಞಾನ, ವಿಶ್ವವಿಜ್ಞಾನ","ব্ৰহ্মাণ্ডবিজ্ঞান, ব্ৰহ্মাণ্ডবিজ্ঞান"
ಗಗನಯಾತ್ರಿ,মহাকাশচাৰী
ಗಗನಯಾತ್ರಿಗಳು,মহাকাশ বিজ্ঞান
"ಬ್ರಹ್ಮಾಂಡ, ವಿಶ್ವ","cosmos, বিশ্বব্ৰহ্মাণ্ড"
ಕೂಲಂಬ್,কুলম্ব
ಕೂಲೋಮಿ ಪ್ರದೇಶ,কুলোমি এলেকা
ಕೂಲೋಮೀಟರ್,কুলোমিটাৰ
"ಎಣಿಕೆ, ಎಣಿಕೆ, ಎಣಿಕೆ, ಎಣಿಕೆ","গণনা, গণনা, গণনা, গণনা"
"ಎಣಿಕೆ, ವಿಲೋಮ ಎಣಿಕೆ","গণনা, বিপৰীত গণনা"
"ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಕೌಂಟರ್, ಫಲಕ","কেলকুলেটৰ, কাউণ্টাৰ, পেনেল"
ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত
"ರಿವರ್ಸ್ ಕರೆಂಟ್, ಕೌಂಟರ್ ಕರೆಂಟ್","ৰিভাৰ্ছ কাৰেণ্ট, কাউণ্টাৰ কাৰেণ্ট"
ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್ ಅನ್ನು ವಿರೋಧಿಸುತ್ತದೆ,বিপৰীতমুখী বিদ্যুৎ গতিশীল বল
ನಿಯೋಜನೆ,ডেপুটেচন
ಹಿಮ್ಮುಖ ಮುಂಡ,ৰিভাৰ্ছ টৰ্চ
ಎಣಿಕೆ ದರ,গণনাৰ হাৰ
"ಎಣಿಕೆ, ಎಣಿಕೆ-ಸಂಖ್ಯೆ, ಎಣಿಕೆ, ಎಣಿಕೆ","গণনা, গণনা-সংখ্যা, গণনা, গণনা"
ಬಲದ ಜೋಡಿ,বল যোৰ
ಜೋಡಿಸಲಾಗಿದೆ,সংযুক্ত
ಸಂಯೋಜಕ,কাপলাৰ
ಜೋಡಣೆ,কাপলিং
"ಉದ್ದೇಶಿತ ನಿರ್ದೇಶನ, ಮಾರ್ಗ, ಮಾರ್ಗ","উদ্দেশ্যপ্ৰণোদিত দিশ, পথ, পথ"
ಕೋವೆಲೆನ್ಸಿ,সহযোগীতা
ಕೋವೆಲೆನ್ಸಿ,সহযোগীতা
ಸಹಕಾರಿ,সহযোগী
ಸಹವರ್ತಿತ್ವ,সহাৱস্থান
ಜೊತೆಗಿರುವ,সমান্তৰাল
"ವ್ಯಾಪ್ತಿ ಪ್ರದೇಶ, ಪ್ರಸಾರ ಪ್ರದೇಶ","কভাৰেজ এলেকা, সম্প্ৰচাৰ এলেকা"
ಕವರ್ ಶೀಟ್,কভাৰ শ্বীট
ವಟಗುಟ್ಟುವಿಕೆ,chatter
ಫಲವತ್ತತೆಯ ಪ್ರಮಾಣ,উৰ্বৰতাৰ হাৰ
ಸ್ವಲ್ಪ ವಿರೂಪ,সামান্য বিকৃতি
ಶಿಖರ,শিখৰ
"ಮಾನದಂಡ, ಮಾನದಂಡ","মাপকাঠী, মাপকাঠী"
ನಿರ್ಣಾಯಕ,জটিল অৱস্থা
ವಿಮರ್ಶಾತ್ಮಕತೆ,সমালোচনাত্মকতা
ಮಕರ ಸಂಕ್ರಾಂತಿ ಕ್ಲಿಪ್,মকৰ ৰাশিৰ ক্লিপ
ವಂಚಕರ ಕರಾಳ ಸಾಮ್ರಾಜ್ಯ,কুটিলৰ অন্ধকাৰ ৰাজ্য
ಅಡ್ಡ-ಹೈಬ್ರಿಡ್ ಹೈಬ್ರಿಡೈಸೇಶನ್,ক্ৰছ-হাইব্ৰিড হাইব্ৰিডাইজেচন
ಕ್ರಾಸ್ ಬ್ಯಾಂಡ್ ಸಂವಹನ,ক্ৰছ বেণ্ড যোগাযোগ
ಅಪ್ರಸ್ತುತ ಪಾತ್ರದ ವ್ಯಕ್ತಿತ್ವ,অপ্রাসংগিক চৰিত্ৰৰ ব্যক্তিত্ব
ಅಡ್ಡ ಸಂಬಂಧಗಳು,ক্ৰছ টাই
ದಾಟಿದ ಪ್ರದೇಶ,ক্ৰছ কৰা এলেকা
ಕನಿಷ್ಠ ವಿಪಥನ ಲೆನ್ಸ್,লেষ্ট এবেৰেচন লেন্স
ಅಡ್ಡ ಉತ್ಪನ್ನ,ক্ৰছ প্ৰডাক্ট
ಅಪ್ರಸ್ತುತ ಸಂಕೇತ,অপ্রাসংগিক সংকেত
ಮಹಡಿಗಳ ಅತಿಕ್ರಮಣ,মজিয়াৰ বেদখল
ಪರಿವರ್ತನೆ ವಲಯ,ট্ৰেঞ্জিচন জ&#39;ন
ಪರಿವರ್ತನೆಯ ಬಿಂದು,ট্ৰেঞ্জিচন পইণ্ট
ವಿನಿಮಯ ಮೌಲ್ಯ,বিনিময় মূল্য
ವೆಕ್ಟರ್-ಉತ್ಪನ್ನ ವೆಕ್ಟರ್ ಉತ್ಪನ್ನ,ভেক্টৰ-উৎপাদন ভেক্টৰ-উৎপাদন
"ಅಡ್ಡ ವಿಭಾಗ, ಅಡ್ಡ ವಿಭಾಗ","ক্ৰছ ছেকচন, ক্ৰছ ছেকচন"
"ಬಹು ಪದ, ಹೈಬ್ರಿಡ್ ಪದ","একাধিক টাৰ্ম, হাইব্ৰিড টাৰ্ম"
ಅಡ್ಡ ತಂತಿ,ক্ৰছ তাঁৰ
"ಕ್ರೌನ್ ಆಪ್ಟಿಕಲ್ ಗ್ಲಾಸ್, ಕ್ರೌನ್ ಆಪ್ಟಿಕಲ್ ಗ್ಲಾಸ್","মুকুট অপটিকেল গ্লাছ, মুকুট অপটিকেল গ্লাছ"
ತಂಪಾಗಿಸುವ ಮಿಶ್ರಣ,শীতল কৰা মিশ্ৰণ
ಕಡಿಮೆ ತಾಪಮಾನ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,কম উষ্ণতাৰ ইলেক্ট্ৰনিকছ
ಲಘೂಷ್ಣತೆ,হাইপোথাৰ্মিয়া
ಕ್ರಯೋಜೆನಿಕ್ ಪ್ರಯೋಗಾಲಯ,ক্ৰাইজেনিক লেবৰেটৰী
ನಿಮ್ರತಾಪಿಕಿ,নিম্ৰতাপিকি
ಘನೀಕರಿಸುವ ಗೇಜ್,ফ্ৰীজিং গেজ
