Hindi,Tamil
क्षेत्र मुक्त विपाटन,பகுதி இலவச திசைதிருப்பல்
क्षेत्र आवृति नियंत्रण,புல அதிர்வெண் கட்டுப்பாடு
क्षेत्र फलन,பகுதி செயல்பாடு
द्विनेत्री दूरबीन,தொலைநோக்கி தொலைநோக்கிகள்
क्षेत्र प्रवणता,புல சாய்வு
क्षेत्र सूचकांक,பகுதி குறியீடு
क्षेत्र-तीव्रता,புல தீவிரம்
क्षेत्र-आयन उत्सर्जन,புலம்-அயன் உமிழ்வு
फ्रेम कुंजीशिला तरंग रूप,சட்ட கீஸ்டோன் அலை வடிவம்
अभिक्षेत्र लेन्स,புல லென்ஸ்
फ्रेम रेखिकता नियंत्रण,சட்ட நேரியல் கட்டுப்பாடு
क्षेत्र चुंबक,புல காந்தம்
फ्रेम मानीटर नलिका,சட்ட மானிட்டர் குழாய்
पिंड-बलों का क्षेत्र,வெகுஜன சக்திகளின் புலம்
अचर-प्रतिबल-क्षेत्र,நிலையான அழுத்த புலம்
अंतरात्मक गति-क्षेत्र,வேறுபட்ட இயக்க மண்டலம்
भ्रंश-क्षेत्र,தவறு மண்டலம்
बल-क्षेत्र,படை புலம்
रेखा-क्षेत्र,கோடு பகுதி
गतिमान आवेश का क्षेत्र,நகரும் கட்டணத்தின் புலம்
बिन्दु क्षेत्र,புள்ளி பகுதி
शुद्ध जड़त्व-क्षेत्र,நிகர நிலைம புலம்
सदिश क्षेत्र,திசையன் புலம்
दृष्टि क्षेत्र,பார்வை புலம்
क्षेत्र संकारक,கள ஆபரேட்டர்
क्षेत्र कण,புல துகள்
"क्षेत्र-चित्राम, क्षेत्राकृति","பகுதி வரைபடம், களவியல்"
"बाहरी प्रसारण, (स्टूडियो) बाह्य प्रसारण","வெளிப்புற ஒலிபரப்பு, (ஸ்டுடியோ) வெளிப்புற ஒலிபரப்பு"
क्षेत्र आलेख तकनीक,புல வரைபட நுட்பம்
क्षेत्र निवारक इलेक्ट्रोड,புல தடுப்பு மின்முனை
मुक्त क्षेत्र सुग्राहिता,இலவச மண்டல உணர்திறன்
फ्रेम अनुक्रमिक तंत्र,சட்ட வரிசைமுறை பொறிமுறை
फ्रेम समक्षणिक तंत्र,சட்ட நோக்குநிலை அமைப்பு
क्षेत्र सीमक,பகுதி வரம்பு
क्षेत्र तीव्रता मापी,புலத்தின் தீவிரம் அளவிடப்படுகிறது
तरंग की क्षेत्र तीव्रता,அலையின் புல தீவிரம்
फ्रेम क्रमवीक्षण,சட்ட ஸ்கேனிங்
फ्रेम तुल्यकालन सिग्नल,சட்ட ஒத்திசைவு சமிக்ஞை
फ्रेम अभिनति,சட்ட நோக்குநிலை
फ्रेम समयाधार,சட்ட நேரம் முடிந்தது
क्षेत्र सदिश,புல திசையன்
क्षेत्र कुंडली,கள ஜாதகம்
क्षेत्र-प्रभाव डोयोड,புல விளைவு டையோடு
क्षेत्र प्रभाव ट्रांजिस्टर,புல விளைவு டிரான்சிஸ்டர்
क्षेत्र-प्रभाव वेरिस्टर,புல விளைவு varistor
"एकध्रुवी ट्रांजिस्टर, फील्डिस्टर","யூனிபோலார் டிரான்சிஸ்டர், ஃபீல்டிஸ்டர்"
नियत आवृत्ति प्रेषित,நிலையான அதிர்வெண் பரவுகிறது
पंचम (अंतराल),ஐந்தாவது (இடைவெளி)
पंचघाती सिद्धांत,ஐங்கோணக் கொள்கை
"अंक, आकृति","எண், உருவம்"
आकृति अक्ष,வடிவ அச்சு
साइफर मास्क,மறைக்குறியீடு முகமூடி
दक्षतांक,செயல்திறன் குறியீடு
"सूत्र, तंतु, पुंतंतु, शैवाल तंतु","நூல், இழை, இழை, பாசி இழை"
तंतु धारा,இழை ஓடை
तंतु-लैम्प,இழை விளக்கு
तंतु कैथोड,இழை கத்தோட்
तांतव सूक्ष्ममापी,பதற்றம் மைக்ரோமீட்டர்
तंतु सूक्ष्मदर्शी तुलनित्र,ஃபைபர் நுண்ணோக்கி ஒப்பீட்டாளர்
"रेतन, संचिकायन","மணல், மார்பளவு"
पूरण काल,சரியான நேரம்
पूरित बैंड,நிரப்பு இசைக்குழு
पूरित तल,முடிக்கப்பட்ட தளம்
पूरित कोश,முழுமையான செல்
(गणित्र का) भरण,(கணிதம்) நிரப்பவும்
भराव गुणांक,நிரப்பு குணகம்
"फिल्म, परत","படம், அடுக்கு"
"फिल्म बेज, फिल्म बिल्ला","படம் பழுப்பு, திரைப்பட பேட்ஜ்"
फिल्म क्वथन,படம் கொதிக்கும்
परत-गुणांक,அடுக்கு குணகம்
फिल्म शोषक,படம் உறிஞ்சி
फिल्म-क्रमिक चालन,படம்-வரிசை
फिल्म विधि शीतलन,படம் குளிரூட்டும் முறை
"टेलिफिल्म, फिल्म पिकअप","டெலிஃபிலிம், படம் எடுப்பது"
फिल्म-पाज़िटिव,படம்-நேர்மறை
फिल्म प्रक्षेपण पठित्र,திரைப்பட ப்ரொஜெக்ஷன் ரீடர்
फिल्म अभिलेखी,திரைப்பட பதிவு
फिल्म क्रमवीक्षण,திரைப்பட திரையிடல்
फिल्म-स्लाइड,திரைப்பட ஸ்லைடு
फिल्म क्षिप्रता,படம் க்ஷிப்ரதா
फिल्म-चालन,படப்பிடிப்பு
फिल्म-आमापन,திரைப்பட அளவீடு
"फिल्टर, निस्यंदक, छन्ना (सं.) छानना, फिल्टर करना, निस्यंदन करना (क्रि.)","வடிகட்டி, வடிகட்டி, வடிகட்டி (n.) filter, filter, filter (ver.)"
फिल्टर संधारित्र,வடிகட்டி மின்தேக்கி
"फिल्टर कक्ष, निस्यंदन कक्ष","வடிகட்டி அறை, வடிகட்டுதல் அறை"
फिल्टर चोक,வடிகட்டி மூச்சுத்திணறல்
फिल्टर परिपथ,வடிகட்டி சுற்று
फिल्टर क्रिस्टल,வடிகட்டி படிக
फिल्टर विभेदन,வடிகட்டி தீர்மானம்
फिल्टर गुणांक,வடிகட்டி குணகம்
फिल्टर प्रतिबाधा प्रतिकारित्र,வடிகட்டி மின்மறுப்பு மின்தடை
"निस्यंदक पत्र, फिल्टर पत्र","வடிகட்டி காகிதம், வடிகட்டி காகிதம்"
फिल्टर पासबैंड,வடிகட்டி பாஸ்பேண்ட்
"फिल्टर पंप, छन्न पंप","வடிகட்டி பம்ப், வடிகட்டி பம்ப்"
फिल्टर रिऐक्टर,வடிகட்டி உலை
फिल्टर खंड,வடிகட்டி பிரிவு
फिल्टर खांचा,வடிகட்டி துளை
फिल्टर स्पेक्ट्रमप्रकाशमापी,வடிகட்டி ஸ்பெக்ட்ரோஃபோட்டோமீட்டர்
फिल्टर संचरण बैंड,வடிகட்டி பரிமாற்ற இசைக்குழு
फिल्टरित विकिरण,வடிகட்டிய கதிர்வீச்சு
"निस्यंदन, फिल्टरन, छनाई","வடிகட்டுதல், வடிகட்டுதல், வடிகட்டுதல்"
मीन पक्ष ऐन्टेना,மீனம் பக்க ஆண்டெனா
मीन-पक्ष तरंग पथक,மீனம் பக்கம் அலை பாதை
"अंतिम, अंत्य","இறுதி, இறுதி"
अंतिम प्रवर्धक,இறுதி பெருக்கி
अंतिम एनोड,இறுதி நேர்முனை
अंतिम दत्त,கடைசி தேதி
अंतिम शाट,இறுதி ஷாட்
अंतिम वेग,இறுதி வேகம்
अन्वेषी दूरबीन,ஆய்வு தொலைநோக்கி
"परिष्कृत, पतला, सूक्ष्म, महीन, बारीक","சுத்திகரிக்கப்பட்ட, மெல்லிய, நன்றாக, நன்றாக, சிறுமணி"
"सूक्ष्म समंजन, सूक्ष्म समंजित्र",நுண்ணிய சரிசெய்தல்
सूक्ष्म मूलवर्णकत्व भेद,நுண்ணிய நிறமி வேறுபாடு
सूक्ष्म संरचनांक,நுண் கட்டமைப்பு
सूक्ष्म नियंत्रण अवयव,மைக்ரோ கட்டுப்பாட்டு உறுப்பு
सूक्ष्म फिल्टर,மைக்ரோ வடிகட்டி
सूक्ष्म कण,நுண்ணிய துகள்கள்
सूक्ष्म क्रमवीक्षण,நுண்ணிய ஸ்கேனிங்
मृदु टांका,மென்மையான தையல்
सूक्ष्म विपाटन,மைக்ரோ லேமினேஷன்
सूक्ष्म संरचना,நல்ல அமைப்பு
सूक्ष्म संरचनांक,நுண் கட்டமைப்பு
सूक्ष्म संरचना सिद्धांत,நுண் கட்டமைப்பு கோட்பாடு
सूक्ष्म समस्वरण नियंत्रण,நன்றாக சரிப்படுத்தும் கட்டுப்பாடு
सूक्ष्म विभाजित,மைக்ரோ பிரிக்கப்பட்டது
"परिमित, सांत, शून्येतर","வரையறுக்கப்பட்ட, முடிவடையும், பூஜ்ஜியமற்றது"
परिमित ध्वनिक आयाम समीकरयण,வரையறுக்கப்பட்ட ஒலி அலை வீச்சு சமன்பாடு
परिमित चालकता,வரையறுக்கப்பட்ட கடத்துத்திறன்
परिमित संरचक समीकरण,வரையறுக்கப்பட்ட கட்டமைப்பு சமன்பாடு
परिमित संशोधन,வரையறுக்கப்பட்ட திருத்தம்
परिमित विस्तार,வரையறுக்கப்பட்ட நீட்டிப்பு
परिमित क्षेत्र,வரையறுக்கப்பட்ட புலம்
परिमित रूप,வரையறுக்கப்பட்ட வடிவம்
परिमित जंप,வரையறுக்கப்பட்ட ஜம்ப்
परिमित माप,வரையறுக்கப்பட்ட அளவு
परिमित संख्या,வரையறுக்கப்பட்ட எண்
परिमित दोलन,வரையறுக்கப்பட்ட அலைவுகள்
परिमित अंश,வரையறுக்கப்பட்ட பின்னம்
परिमित समतल तरंग,வரையறுக்கப்பட்ட விமான அலை
परिमित दर,வரையறுக்கப்பட்ட விகிதம்
परिमित घूर्णन,வரையறுக்கப்பட்ட சுழற்சி
तांत श्रेणी,tat வரம்பு
परिमित आकाशीय आयतन,வரையறுக்கப்பட்ட இட அளவு
"परिमित समष्टि, परिमित विश्व","வரையறுக்கப்பட்ட மக்கள் தொகை, வரையறுக்கப்பட்ட உலகம்"
परिमित वेग,வரையறுக்கப்பட்ட வேகம்
परिमित आयतन,வரையறுக்கப்பட்ட அளவு
फिन्सेन,ஃபின்சென்
अग्नि सचेतक,தீ எச்சரிக்கை
दीप्त उल्का,பிரகாசமான விண்கல்
"दमकल, अग्निशामक इंजन","தீ பொறி, தீ பொறி"
अग्निशामक,தீ அணைப்பான்
"दागना, छोड़ना, ज्वालन","நெருப்பு, எரித்தல், எரித்தல்"
"फायरिंग कोण, गेट कोण","துப்பாக்கி சூடு கோணம், வாயில் கோணம்"
ज्वालन विभव,பற்றவைப்பு திறன்
ज्वालनकाल,தீ நேரம்
प्रथम ऐनोड,முதல் நேர்மின்முனை
प्रथम श्रेणी धारा,முதல் வகுப்பு ஸ்ட்ரீம்
प्रथम फ्रेनल जोन,முதல் ஃப்ரீனல் மண்டலம்
प्रथम गतिसंचार,முதல் பரிமாற்றம்
प्रथम कोटि,முதல் தரம்
प्रथम कोटि व्यंजक,முதல் வரிசை வெளிப்பாடு
प्रथम कोटि जनित्र,முதல் ஆர்டர் ஜெனரேட்டர்
"प्रथम प्रकार का उत्तोलक, प्रथम प्रकार का लीवर","முதல் வகை நெம்புகோல், முதல் வகை நெம்புகோல்"
प्रथम कोटि परिमाण,முதல் ஆர்டர் அளவு
प्रथम कोटि क्षोभ,முதல் நிலை தொந்தரவு
प्रथम कोटि की अभिक्रिया,முதல் வரிசை எதிர்வினை
प्रथम कोटि का स्पेक्ट्रम,முதல் வரிசை ஸ்பெக்ட்ரம்
एकघातज सिद्धांत,ஒற்றைக்கல் கொள்கை
प्रथम अधिस्वरक,முதல் மேலோட்டம்
प्रथम अधिस्वरक बैंड,முதல் ஓவர்டோன் இசைக்குழு
प्रथम अभिक्रमण,முதல் மீறல்
मूल नियम,அடிப்படை விதிகள்
आगमन का मूल नियम,வருகையின் அடிப்படை சட்டம்
प्रथम क्वान्टम प्रतिबंध,முதல் குவாண்டம் கட்டுப்பாடு
प्रथम परावर्तन,முதல் பிரதிபலிப்பு
सामान्य ध्वनि,சாதாரண ஒலி
प्रथम घिरनी तंत्र,முதல் கப்பி அமைப்பு
क्रिसमस वृक्ष ऐन्टेना,கிறிஸ்துமஸ் மரம் ஆண்டெனா
मत्स्य पुच्छ,மீன் வால்
मत्स्य पुच्छ ऐन्टेना,மீன் வால் ஆண்டெனா
"विखंड्य, विखंडनीय","பிளவு, பிளவு"
विखंडनीयता,பிளவுபடும்
विखंडन,துண்டாக்கும்
विखंडन रोधिका,பிளவு தடுப்பு
विखंडन बम,பிளவு குண்டு
विखंडन कक्ष,துண்டு துண்டான அறை
"विखंडन चैनल, विखंडन प्रणाली","பிளவு சேனல், பிளவு அமைப்பு"
विखंडन काउन्टर,துண்டு துண்டான கவுண்டர்
विखंडन अनुप्रस्थ परिच्छेद,துண்டாடுதல் குறுக்குவெட்டு
विखंडन टुकड़ा,துண்டு துண்டாக
विखंडन संलयन-विखंजन बम,பிளவு இணைவு-பிளவு குண்டு
विखंडन उत्पाद,பிளவு தயாரிப்பு
विखंडन दर,பிளவு விகிதம்
विखंडन रिऐक्टर,பிளவு உலை
विखंडन स्पेक्ट्रम,பிளவு நிறமாலை
"विखंडन स्पाइक, विखंडन प्रास","பிளவு ஸ்பைக், பிளவு ப்ராஸ்"
विखंडन लब्धि,துண்டு துண்டாக ஆதாயம்
विखंडन लब्धि वक्र,துண்டு துண்டாக விளைச்சல் வளைவு
विखंडनीय,பிளவுபடும்
विखंडनी वितरण,பிளவுபடுத்தக்கூடிய விநியோகம்
विखंडियम,துண்டு துண்டான
"मिलाना, समंजन","கலக்கவும், சரிசெய்யவும்"
वक्र समंजन,வளைவு சரிசெய்தல்
फिट्सजेरल्ड संकुचन,ஃபிட்ஸ்ஜெரால்ட் சுருக்கங்கள்
फिट्सजरेल्ड गुणक,ஃபிட்ஸ்ஜெரால்ட் பெருக்கி
पंचविकर्ण निकाय,ஐங்கோண அமைப்பு
पंच इलैक्ट्रोडी नलिका,பஞ்ச் மின்முனை குழாய்
पंचधा सममिति अक्ष,ஐந்து அச்சு சமச்சீர்
पंचधा अपभ्रष्ठ,பஞ்சத அபப்ரஸ்தா
पंचधा घूर्णन सममिति,ஐங்கோண சுழற்சி சமச்சீர்
"स्थिति निर्धारण, यौगिकीकरण, स्थायीकरयण","நிலைப்படுத்துதல், நிலைப்படுத்துதல், நிலைப்படுத்துதல்"
"यौगिकीकरण, स्थिरीकरण, लक्ष्य बंधन, स्थायीकरण","நிர்ணயம், நிர்ணயம், இலக்கு பிணைப்பு, நிர்ணயம்"
"यौगिकीकृत, संयुक्त, स्थिर, निश्चित, नियत, अवाष्पशील, बद्ध","கூட்டு, ஒன்றுபட்ட, நிலையான, நிலையான, நிலையான, நிலையற்ற, பிணைக்கப்பட்ட"
स्थिर ऐन्टेना,நிலையான ஆண்டெனா
स्थिर प्राचीर मॉडल,நிலையான கோட்டை மாதிரி
स्थिर परिसीमा,நிலையான வரம்பு
नियत गंभीरता चुंचु,சரியான தீவிரத்தை தேர்வு செய்யவும்
स्थिर प्रतिध्वनि,நிலையான அதிர்வு
"बद्ध सिरा, बद्धांत",பிணைக்கப்பட்ட முடிவு
बद्धांत दंड,பத்திர அபராதம்
स्थिर अन्वालोप,நிலையான கவர்
नियत त्रुटि,நிலையான பிழை
स्थिर क्षेत्र,நிலையான பகுதி
स्थिर क्षेत्र त्वरित्र,நிலையான புல முடுக்கி
नियत फोकस लेंस,நிலையான ஃபோகஸ் லென்ஸ்
नियत प्रेरक,நிலையான தூண்டி
नियतांतराल पूर्वानुमान,இடைவெளி முன்னறிவிப்பு
स्थिर बत्ती,நிலையான ஒளி
स्थिरण आघूर्ण,நிலைப்படுத்தும் தருணம்
स्थिर धारक,நிலையான வைத்திருப்பவர்
नियत बिन्दु,நிலையான புள்ளி
नियत तापांक,நிலையான வெப்பநிலை
नियत क्रमादेश अभिकलित्र,திட்டமிடப்பட்ட நிரல்படுத்தக்கூடிய கணினி
"अचर घिरनी, स्थिर घिरनी","நிலையான கப்பி, நிலையான கப்பி"
नियत दूरी चिह्न जनित्र,நிலையான தூர குறியீடு ஜெனரேட்டர்
अपरिवर्ती प्रतिरोधक,மாறி மின்தடை
नियत क्रमवीक्ष,நிலையான திரையிடல்
नियत स्फुलिंग अंतराल,நிலையான தீப்பொறி இடைவெளி
स्थिरीकृत अवस्था,நிலைப்படுத்தப்பட்ட நிலை
"स्थिर पद, अचर पद","நிலையான கால, நிலையான கால"
स्थिर चल संचरण,நிலையான இயங்கும் பரிமாற்றம்
स्थिर पाश,நிலையான வளையம்
नियत शब्ददैर्घ्य,நிலையான சொற்களஞ்சியம்
"स्थायीकरण, स्थिति नियतन","நிலைப்படுத்தல், நிலை நிர்ணயம்"
स्थिरण ताप,நிலையான வெப்பநிலை
फ़ीज़ो का व्यतिकरणमापी,ஃபிஸோ இன்டர்ஃபெரோமீட்டர்
फ़ीज़ो का प्रयोग,fizzo பயன்பாடு
लेन्स आच्छादक,லென்ஸ் கவர்
ध्वज चित्राम,கொடி படம்
परीक्षण रेखा,சோதனை வரி
ध्वज दंड एन्टेना,கொடி சவுக்கை ஆண்டெனா
ज्वाला,சுடர்
ज्वाला प्रगाहक,சுடர் அணைப்பான்
ज्वाला क्षीणन,சுடர் குறைதல்
"ज्वाला उत्सर्जन स्पेक्ट्रमिकी, ज्वाला-उत्सर्जन स्पेक्ट्रम-वीक्षण",ஃபிளேம் எமிஷன் ஸ்பெக்ட்ரோஸ்கோபி ஃப்ளேம் எமிஷன் ஸ்பெக்ட்ரோமெட்ரி கண்காணிப்பு
ज्वाला उत्तेजन,சுடர் உற்சாகம்
ज्वाला लेसर,சுடர் லேசர்
त्वरणिक अपदहन,துரிதப்படுத்தப்பட்ட எரிப்பு
ज्वाला प्रकाशमापी विधि,சுடர் போட்டோமீட்டர் முறை
ज्वाला प्रकाशमापी,சுடர் போட்டோமீட்டர்
ज्वाला प्रकाशमापी विधि,சுடர் போட்டோமீட்டர் முறை
ज्वाला प्रकाशमापीय विश्लेषण,சுடர் ஃபோட்டோமெட்ரிக் பகுப்பாய்வு
ज्वाला प्रकाशमिति,சுடர் ஒளி அளவீடு
ज्वाला स्पेक्ट्रमी प्रकाशमापी,ஃப்ளேம் ஸ்பெக்ட்ரோமீட்டர் போட்டோமீட்டர்
ज्वाला स्पेक्ट्रम,சுடர் நிறமாலை
ज्वलनशीलता,எரியக்கூடிய தன்மை
फ्लैप क्षीणकारी,மடல் அட்டென்யூட்டர்
कपाट वाल्व,வால்வு வால்வு
लुंठन नियंत्रक पल्ला,கட்டுப்படுத்தியை மேலே இழுக்கவும்
"शृंग कोण, अपसरण कोण","கொம்பு கோணம், மாறுபட்ட கோணம்"
अपसारी शृंग,மாறுபட்ட கொம்பு
अपसरण,வேறுபாடு
प्रदीप्ति स्थल,ஒளிரும் இடம்
संस्फुर तारा,சான்ஸ்ஃபர் நட்சத்திரம்
अपसारी विकिरक पथक,மாறுபட்ட கதிர்வீச்சு பிரிப்பான்
अपसारी कंठ,மாறுபட்ட தொண்டை
"स्व-संस्फुर, शृंग","சுய-ஊதப்பட்ட, கொம்பு"
"आकस्मिक प्रवाह, स्फुर क्षणदीप्ति, फ्लैश, ताल","ஃப்ளாஷ், படபடப்பு, ஃப்ளாஷ், ரிதம்"
क्षणदीप्ति आर्क,ஒளிரும் வில்
व्युत्क्रमी विभव,தலைகீழ் திறன்
स्फुर कक्ष,குமிழி அறை
क्षणदीप्ति क्षीणक,அட்டென்யூட்டர்
स्फुर उपस्कर,ஸ்பட்டர் உபகரணங்கள்
क्षणदीप्ति निर्देशांक,வெளிச்சம் ஒருங்கிணைப்புகள்
"क्षणदीप्ति आकृति, दमक आकृति",ஒளிரும் வடிவம்
स्फुर फिल्म सान्द्रण,ஸ்ஃபர் ஃபிலிம் செறிவு
क्षणदीप,ஃபிளாஷ் விளக்கு
स्फुर चुंबकन,பாஸ்பர் காந்தமாக்கல்
तडित्,மின்னல்
क्षणदीप्ति पोटोग्राफी,ஃபிளாஷ் புகைப்படம்
स्फुरांक,தீப்பொறி
"स्फुर कटक, फ्लैश कटक","Flash Ridge, Flash Ridge"
क्षणदीप्ति स्पेक्ट्रमिकी; क्षणदीप्ति स्पेक्ट्रम-वीक्षण,ஃப்ளோரசன்ஸ் ஸ்பெக்ட்ரோஸ்கோபி; ஃப்ளோரசன்ஸ் ஸ்பெக்ட்ரம் கண்காணிப்பு
क्षणदीप्ति स्पेक्ट्रम,ஒளிரும் நிறமாலை
दमक नलिका,தீ குழாய்
दमक एक्स-किरण नलिका,ஃபிளாஷ் எக்ஸ்ரே குழாய்
भ्रमिका पातन,தவறு
"प्रज्वलन, कांच लेपन","பற்றவைப்பு, கண்ணாடி பூச்சு"
दमक चाप,மிளிர்கிறது
दमक बीकन,ஒளிரும் விளக்கு
दमकमापी,தீ மானி
दमक विसर्जन,பிரகாசம் மூழ்குதல்
दमक विसर्जन वोल्टता,ஃபிளாஷ் வெளியேற்ற மின்னழுத்தம்
"सपाट, समतल चपटा (वि.) मैदान, समस्थल (सं.)","பிளாட், பிளாட் பிளாட் (v.) வெற்று, ஐசோடோப் (பதிப்பு)"
सपाट एरोफ़ायल,தட்டையான ஏரோபைல்
"सपाट कोण, ऋजु कोण","தட்டையான கோணம், நேரான கோணம்"
सपाट संबंधन,தட்டையான இணைப்பு
चपटी रेती,தட்டையான மணல்
फ्लैट लाइन,தட்டையான கோடு
सपाट लाउडस्पीकर,தட்டையான ஒலிபெருக்கி
कोमल स्वर,மென்மையான தொனி
सपाट चित्र,தட்டையான படம்
"चिपिट रैमर, चिपिट मुद्गर","சிபிட் ராம்மர், சிபிட் முட்கர்"
"एकसमान अनुक्रिया, सपाट अनुक्रिया","சீரான பதில், தட்டையான பதில்"
अवक्र दिक्काल,கால கட்டம்
फ्लैट प्रचक्रण,தட்டையான சுழல்
सपाट पराद्वनिक एरोफ़ायल,தட்டையான பாராசோனிக் ஏரோஃபோயில்
"चपटा पृष्ठ, समतल पृष्ठ","தட்டையான பக்கம், தட்டையான பக்கம்"
सपाट शीर्ष ऐन्टेना,தட்டையான மேல் ஆண்டெனா
सपाट शीर्ष अनुक्रिया,தட்டையான மேல் பதில்
सपाट प्रक्षेप-पथ,தட்டையான பாதை
चपटा समस्वरण,பிளாட் டியூனிங்
"समतलता, निष्प्रभता","தட்டையான தன்மை, நடுநிலைமை"
सपाटता-गुणक,தட்டையான காரணி
सपाटतम विसर्पण,தட்டையான ஸ்லைடு
फ्लेवर,சுவை
फ्लेमिंग वाल्व,ஃப்ளெமிங் வால்வு
"नम्य, लचीला","நெகிழ்வான, நெகிழ்வான"
सुनम्य तार-डोरी,நெகிழ்வான தண்டு
नम्य युग्मन,நெகிழ்வான இணைப்பு
नम्न अणु,குறைந்த மூலக்கூறு
नम्य प्रतिरोधक,நெகிழ்வான மின்தடை
नम्य निलंबन,நெகிழ்வான இடைநீக்கம்
सुनम्य तरंग पथक,நெகிழ்வான அலை பாதை
नम्यतामापी,flexometer
नम्य प्रतिरोध,நீர்த்துப்போகும் எதிர்ப்பு
आनमनी दृढ़ता,வேண்டுமென்றே விடாமுயற்சி
आनमन-केन्द्र,ஓய்வறை
आनमन-विधा,ஓய்வு முறை
"आनमनी मॉडुलस, आनमन गुणांक","நியூமேடிக் மாடுலஸ், நியூமேடிக் குணகம்"
आनमनी दृढ़ता,வேண்டுமென்றே விடாமுயற்சி
आनमन सामर्थ्य,ஆமென் சக்தி
आनमनी तरंग,லெவிடேஷன் அலை
आनमन सिद्धांत,ஆமென் கொள்கை
स्फुरण,படபடப்பு
स्फुरण प्रभाव,படபடப்பு விளைவு
स्फुरण रव,படபடப்பு சத்தம்
स्फुरण प्रकाशमापी,படபடப்பு போட்டோமீட்டர்
"उड़ान, उड्डयन","விமானம், விமானம்"
"उड़ान डिजाइन, उड़ान अभिकल्प",விமான வடிவமைப்பு விமான வடிவமைப்பு
उड्डयन उच्चता,விமான உயரம்
उड्डयन-पथ,விமான பாதை
उड़ान पैटर्न,விமான முறை
उड़ान-चाल,விமான வேகம்
उड्डयन-काल,விமான பயணத்தின் நேரம்
उड्डयन-अनुपथ,விமான பாதை
उड़ान-प्रतिरूपक,விமான மாதிரி
उड़ान वेग,விமான வேகம்
उड्डयन-पथ कम्प्यूटर,விமான பாதை கணினி
उड्डयन-पथ विचलन सूचक,விமான பாதை விலகல் காட்டி
उड़ान प्रतिरूपक,விமான மாதிரி
फ्लिंट-कांच,பிளின்ட்-கண்ணாடி
पलट कुंजली तकनीक,திருப்பு முக்கிய நுட்பம்
फ्लिप चिप,ஃபிளிப் சிப்
पलट कुंडली,தலைகீழ் சுருள்
"उलट पलट परिपथ, फ्लिप फ्लॉप परिपथ","தலைகீழ் சுற்று, ஃபிளிப் ஃப்ளாப் சுற்று"
"उदवर्तन प्रक्रम, उमक्लाप प्रक्रम","பரிணாம செயல்முறை, Umklap செயல்முறை"
प्लव प्रचालित सूचक,மிதவை இயக்கப்படும் காட்டி
प्लवन स्विच,மிதவை சுவிட்ச்
प्लव वाल्व,மிதவை வால்வு
"प्लव श्यानता, प्लव विष्कासिता",மிதவை பாகுத்தன்மை
प्लवन,மிதவை
प्लवन विश्लेषण,மிதவை பகுப்பாய்வு
अनुनिर्धारण क्रिया,திட்டமிடல் நடவடிக்கை
रूपांतरणीय पता,மாற்றத்தக்க முகவரி
"पार्शपूरक बैटरी, प्लवमान विभव बैटरी","நிரப்பு பேட்டரி, மிதக்கும் திறன் கொண்ட பேட்டரி"
प्लवमान पिंड,மிதக்கும் உடல்
प्लवमान परिसीमा,மிதவை எல்லை
नियंत्रित वाहक,கட்டுப்படுத்தப்பட்ட கேரியர்
प्लवी कक्ष,மிதவை அறை
"प्लवमान आवेश, प्लवमान चार्ज",மிதக்கும் கட்டணம் மிதக்கும் கட்டணம்
अस्थिर (वि.वा.ब.),நிலையற்ற (vv.)
असम्बद्ध ग्रिड,பிரிக்கப்பட்ட கட்டம்
प्लवमान निवेश (परिपथ),மிதவை முதலீடு (சுற்று)
शून्य धारा संधि,பூஜ்ஜிய தற்போதைய சந்திப்பு
प्लवमान उदासीन (परिपथ),மிதவை நடுநிலை (சுற்று)
चल बिन्दु,மிதவைப்புள்ளி
"चल बिन्दु प्रणाली, चल बिन्दु पद्धति",மிதக்கும் புள்ளி அமைப்பு மிதக்கும் புள்ளி அமைப்பு
प्लवमान विभव,மிதக்கும் திறன்
प्लावी जालिका,மிதக்கும் ரெட்டிகுலம்
प्लवमान वोल्टता,மிதவை மின்னழுத்தம்
"झुंड, ऊर्ण फ्लॉक","மந்தை, முழு மந்தை"
वलित स्तर,மடிப்பு நிலை
"बाढ़, पूर, ओघ","வெள்ளம், pur, oh"
पूरधारा,புர்தாரா
"पूर प्रदीप्ति, पूर प्रदीपक","முழு வெளிச்சம், முழு வெளிச்சம்"
पूर प्रदीपित्र,ஏழை ஒளியூட்டுபவர்
पूर प्रदीप्ति क्रमवीक्षण,முழு வெளிச்சம் ஸ்கேனிங்
"पूर प्रदीपन, रेडार तरंग-पूरन","முழு வெளிச்சம், ரேடார் அலைவடிவம்"
"इलेक्ट्रॉन पूर गन, इलेक्ट्रॉन पूर प्रक्षेपी","எலக்ட்ரான் புவர் கன், எலக்ட்ரான் பூர் ப்ரொஜெக்டர்"
अनुमत निम्नतम वोल्टता,அனுமதிக்கப்பட்ட குறைந்த மின்னழுத்தம்
उमक्लाप प्रक्रम,Umcloap செயல்முறை
उलट-पलट,தலைகீழ்
"प्रवाह, प्रवाहिता","ஓட்டம், ஓட்டம்"
प्रवाह द्वयपवर्तन,ஃப்ளக்ஸ் திசைதிருப்பல்
प्रवाह गुणांक,ஓட்ட குணகம்
गैस प्रवाही काउन्टर,எரிவாயு ஓட்ட கவுண்டர்
क्रमदर्शी आरेख,சாய்வு வரைபடம்
