Kannada,Odiya
ಜೈವಿಕ ರಿಯಾಯಿತಿ,ବାୟୋରାକ୍ଟର
ದ್ವಿಮುಖತೆ,ବାୟୋଡମେଡେସନ୍
ಬಯುಸೋಲಿಡ್,ବାୟୋସାଇଡ୍ |
ಜೀವಗೋಳ ಸಂಪನ್ಮೂಲಗಳು,ବାୟୋସଫିସର ଉତ୍ସ |
ಜೀವಗೋಳ,ବାୟୋସଫିର୍
ಜೈವಿಕ ಸಂಶ್ಲೇಷಿತ ಮಾರ್ಗ,ବାୟୋସିନ୍ ପଥ
ಜೈವಿಕ ಸಂಶ್ಲೇಷಿತ ಹಂತ,ବାୟୋସିନ୍ ପର୍ଯ୍ୟାୟ |
ಜೈವಿಕ ವ್ಯವಸ್ಥೆಗಳ,ବାୟୋସମେଣ୍ଟାଟିକ୍ସ |
ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನ,ବାୟୋଟେକ୍ନୋଲୋଜି |
ಜೈವಿಕ ಭಯಂಕರತೆ,ବାୟୋରେଟ୍ରୋରିଜିମ୍ |
ಜೈವಿಕ,ବାୟୋଟିକ୍ |
ಜೈವಿಕ ಸಮುದಾಯ,ବାୟୋଟିକ୍ ସମ୍ପ୍ରଦାୟ |
ಜೈವಿಕ ಅಂಶ,ବାୟୋଟିକ୍ ଫ୍ୟାକ୍ଟର୍ |
ಜೈವಿಕಾರ್,ବାୟୱାର
ಬಯೋವಾಪನ್ ದಳ್ಳಾಲಿ,ବାୟୋୱାପନ୍ ଏଜେଣ୍ଟ |
ಎರಡು,ବିପୁଳ
ಬೈಫಾಸ್ಫಾಸ್ಫ್ಲೈಸೆರೇಟ್ ಮಾಡು,Bhphoshoglycele ରେଟ୍ |
ದ್ವಿಗೀನ,ବିପୁଣ୍ଟେଟ୍ |
ಬೈಪೋಲಾರ್ ನರ ಕೋಶ,ଦ୍ୱିପାକ୍ଷିକ ସ୍ନାୟୁ ସେଲ୍ |
ಬೈಪೋಲಾರ್ ನರಕೋಶ,ଦ୍ୱିପାକ୍ଷିକ ନ୍ୟୁରନ୍ |
ಪಕ್ಷಿ,ପକ୍ଷୀ
ಪಕ್ಷಿ,ପକ୍ଷୀ ଫ୍ଲୁ ଜୀବାଣୁ |
ದ್ವಿಲಿಂಗಿ,ବିସେକ୍ସୁଆଲ୍
ದ್ವಿಲಿಂಗದ ಹೂವು,ବିସେକ୍ସୁଆଲ୍ ଫୁଲ |
ಕಚ್ಚುವ ಮತ್ತು ಚೂಯಿಂಗ್ ಪ್ರಕಾರ,କାମୁଡ଼ିବା ଏବଂ ଚୁଇଙ୍ଗ ପ୍ରକାର |
ಜೈಲು,ବିବାଦ
ವಿಲಕ್ಷಣ ವರ್ತನೆ,Bizarre ଆଚରଣ |
ಕಪ್ಪು ಬೆರ್ರಿ,କଳା ବିରି
ಕಪ್ಪು ಕಾಲು ರೋಗ,କଳା ପାଦ ରୋଗ
ಕ್ರೂಸಿಫರ್ನ ಕಪ್ಪು ಕೊಳೆತ,କ୍ରୁସଫରର କଳା ପୋକ |
ಗಾಳಿಗೊಡು,ବ୍ଲେଡର୍ ୱର୍ଟ |
ಮೂತ್ರ ಕೋಶ,ବ୍ଲେଡର
ಗಾಳಿಯ,ବ୍ଲେଡର୍ୱର୍ଟ |
ಗಾಳಿಯ ಹುಳು,ବ୍ଲାଡର୍ କୀଟ |
ಚಿರತೆ,ବ୍ଲେଷ୍ଟୋକଲ୍ |
ಚಾಚು,ବ୍ଲେଷ୍ଟୋସିଷ୍ଟ |
ರಭಸ,ବ୍ଲେଷ୍ଟୋମେରେ |
ಬಂಡಿಲೆ,ବ୍ଲାଷ୍ଟୁଲା
ಮಿಶ್ರಣವಾದ,ରକ୍ତସ୍ରାବ
ಕುರುಡು ಚೀಲ,ଅନ୍ଧ ଥଳ
ಕುರುಡುತನ,ଅନ୍ଧ ସ୍ଥାନ
ರಕ್ತ ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆಯ ಅಂಶ,ରକ୍ତ ଜମାଟ କାରକ |
ರಕ್ತದ ಕಾರ್ಪಸ್ಕಲ್,ରକ୍ତ କରପ୍ୟୁସଲ୍ |
ರಕ್ತದ ಹರಿವು,ରକ୍ତ ପ୍ରବାହ
ರಕ್ತದ ಗುಂಪು,ରକ୍ତ ଗୋଷ୍ଠୀ
ರಕ್ತದ ಸೀರಂ,ରକ୍ତ ଶର୍ମକ
ರಕ್ತ ನಾಳ,ରକ୍ତବସ୍ଥ
ರಕ್ತಪ್ರವಾಹ,ରକ୍ତ ପ୍ରବାହ
ಚಿರತೆ,ସ୍ୱଳ୍ପ ବ୍ଲୋପିଂ
ನೀಲಿ ಬೇಬಿ ಸಿಂಡ್ರೋಮ್,ନୀଳ ଶିଶୁ ସିଣ୍ଡ୍ରୋମ |
ಬೆರಿಹಣ್ಣಿನ,ନୀଳ ବିରି
ನೀಲಿ ಹಸಿರು ಪಾಚಿಗಳು,ନୀଳ ସବୁଜ ଆଲଗା |
ನೀಲಿ ಕ್ರಾಂತಿ,ବ୍ଲୁ ବିପ୍ଳବ
ನೀಲಿ ತಿಮಿಂಗಿಲ,ନୀଳ ବାଘ
ನೀಲಿ ಕೊನೆಯ ಬಂಧನ,ନୀଳ ଶେଷ ଲିଗେସନ୍ |
ದೃಷ್ಟಿಯನ್ನು ಮಸುಕಾಗಿಸುವುದು,ଦର୍ଶନର ଅସ୍ପଷ୍ଟ |
ಬೋಳು,ବବକାଟ |
ದೇಹ,ଶରୀର
ದೇಹ (ದೈಹಿಕ) ಕೋಶ,ଶରୀର (ସୋମାଟିକ୍) ସେଲ୍ |
ದೇಹದ ದ್ರವ,ଶରୀରର ତରଳ ପଦାର୍ଥ |
ಬೋಯರ್ಹಾವಿಯ,Beerhaavia
ಚಿಮ್ಮು,ବଗ୍
ಬಾಲ್ ಹುಳು,ବୋଲ୍ ପୋକ
ಕಸಾಯಿಖಾನೆ,ବ୍ଲାସ୍ |
ಬಾಂಬ್ ಕ್ಯಾಲೋರಿಯೊಮೀಟರ್,ବୋମା କ୍ୟାରିଓନୋମିଟର |
ಬಾಂಬೆ ಬಾತುಕೋಳಿ,ବମ୍ବେ ଡକ୍ |
ಗಂಡುಬೀರಿ,Bombyx
ಮೂಳೆ ಮಜ್ಜೆಯ,ଅସ୍ଥି ମଜ୍ଜ
ಬೋನೆಲಿಯಾ,ବୋନେଲିଆ |
ಎಲುಬಿನ,ବାଇନ୍ ଲାବିରିନ୍ଥ |
ಎಲುಬಿನ ರಚನೆ,ବଣିକଣ ଗଠନ |
ಪುಸ್ತಕ ಗಿಲ್,ବୁକ୍ ଗିଲ୍ |
ಗಡಿರೇಖೆಯ ಹಳ್ಳ,ବୁଣାଯାଇଥିବା ଗର୍ତ୍ତ
ಸಸ್ಯಶಾಸ್ತ್ರೀಯ,ଉଦ୍ଭିଦ ବିଜ୍ଞାନ
ಬೊಟಾನಿಕಲ್ ತೋಟ,ବଟାନିକାଲ୍ ଗାର୍ଡେନ୍ |
ಬೊಟಾನಿಕಲ್ ನಾಮಕರಣ,ଉଦ୍ଭିଦୀୟ ନାମକ |
ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ,ଉଦ୍ଭିଦଦାତା
ಸಸ್ಯಶಾಸ್ತ್ರ,ଉଦ୍ଭିଦ
ಅಡಚಣೆ,ବୋତଲଗୁଡିକ ପ୍ରଭାବ |
ತಳಹದಕ,ତଳ ବାସିନ୍ଦା |
ತಳಹದಿ,ତଳ ବାସସ୍ଥାନ
ಬಾಗ್‌ನ್ವಿಲ್ಲಾ,ବଗିନିଭିଆ |
ಎದೆಗುಂದಿದ ಕ್ಯಾಪ್ಸುಲ್,ବୋମାନ କ୍ୟାପସୁଲ୍ |
ಬೌಮನ್ ಗ್ರಂಥಿ,ବୋମାନର ଗ୍ରନ୍ଥି |
ಬ್ರಾಕೆಟ್ ಶಿಲೀಂಧ್ರಗಳು,ବ୍ରାକେଟ୍ ଫଙ୍ଗି |
ಚೂರು,ବ୍ରାଣ୍ଡ
ಬಂಡಿ,ବ୍ରାକ୍ଟେଟ୍ |
ಚೂರುಪಾರು,ବ୍ରାକ୍ଟିଲେଟ୍ |
ಕಸಾಯಿಖಾನೆ,ବ୍ରାକ୍ଟୋଲ
ಮೆದುಳು,ମସ୍ତିଷ୍କ
ಮಿದುಳು ಪೆಟ್ಟಿಗೆ,ମସ୍ତିଷ୍କ ବାକ୍ସ
ಮಿದುಳು ಸತ್ತ,ମସ୍ତିଷ୍କ ମୃତ
ಮೆದುಳಿನ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,ମସ୍ତିଷ୍କ ଗ୍ୟାଙ୍ଗଲିଅନ୍ |
ಮೆದುಳು ಕಾಂಡ,ମସ୍ତିଷ୍କ ଷ୍ଟେମ୍ |
ಕವಲೊಡೆ,ଶାଖା
ಕವಲೊಡೆಯ,ଶାଖାସୀମା
ಹಳ್ಳ,ବ୍ରାଜ୍କେ
ಬ್ರೆಡ್ ಅಚ್ಚು,ରୁଟି ଛାଞ୍ଚ |
ಎದೆ ಹಾಲು,ସ୍ତନ୍ୟପାନ |
ತಳಿಗಾರ,ପ୍ରଜନକ
ಸಂತಾನೋತ್ಪತ್ತಿ ಮಾಡುವ ಜೀವಶಾಸ್ತ್ರ,ଜୀବବିଜ୍ଞାନ ପ୍ରଜନନ |
ಬ್ರೂವರ್ಸ್ ಯೀಸ್ಟ್,ବ୍ଲେର୍ ଖମୀର |
ಸೇತುವೆ,ସେତୁ
ಪ್ರಕಾಶಮಾನವಾದ ಕ್ಷೇತ್ರ ಸೂಕ್ಷ್ಮದರ್ಶಕ,ଉଜ୍ଜ୍ୱଳ କ୍ଷେତ୍ର ମାଇକ୍ରୋସ୍କୋପ୍ |
ಸುಲಭವಾಗಿ ನಕ್ಷತ್ರ,ଭଗ୍ନ ଷ୍ଟାର
ವಿಶಾಲ ಹುರುಳಿ,ବ୍ରଡ୍ ବିନ୍ |
ಕೋಸುಗಡ್ಡೆ,ବ୍ରୋକୋଲି
ಶ್ವಾಸನಾಳದ,ବ୍ରୋଙ୍କିଅଲ
ಶ್ವಾಸನಾಳದ ಉರಿಯೂತ,ବ୍ରୋଙ୍କାଇଟିସ୍
ಬ್ರಾಂಕೋಡೈಲೇಟರ್ .ಷಧ,ବ୍ରୋସମ୍ବଲାଟୋର drug ଷଧ |
ಸಂಸಾರ,Etod
ಸಂಸಾರ,Etod
ಸಂಸಾರದ ಪರಾವಲಂಬಿತ್ವ,ବ୍ରୁଡ୍ ପାରିତିମତା |
ಸಂಸಾರದ ಚೀಲ,ବ୍ରୋଡ୍ ଥଳି
ಸಾರು,ବ୍ରଥ
ಕಂದು ಕರಡಿ,ବାଦାମୀ ଭାଲୁ
ಕಂದು ತುಕ್ಕು,ବ୍ରାଉନ୍ କଳଙ୍କିତ |
ಬ್ರೌಸರ್,ବ୍ରାଉଜର୍
ಬ್ರಷ್-ಗಡಿ ಸಿಲಿಯೇಟೆಡ್ ಎಪಿಥೀಲಿಯಂ,ବ୍ରଶ୍-ସୀମା ସିଲିଟ୍ ଏପିଥେଲିୟମ୍ |
ಬ್ರಸೆಲ್ಸ್ ಮೊಳಕೆ,ବ୍ରୁସେଲ୍ସ ସ୍ପ୍ରୁଟ୍ |
ಕಸಾಯಿಖಾನೆ,ବ୍ରାଇୋଫିଲମ୍
ಕಸಚೂರಿ,ବ୍ରାଇଓଫାଇଟା |
ಕಸಚೂಲೆ,ବ୍ରାଇଓଫାଇଟ୍ |
ಕಸ,Brypsida
ಗದ್ದಲ,ବୁବୋ |
ಬಕಲ್ ಕುಹರ,ବୁକାଲ ଗୁହାଳ
ಬುಕೋ-ಫಾರಿಂಜಿಯಲ್ ಕುಹರ,ବୁକ୍କୋ-ଫିରାଙ୍ଗିଆଲ୍ ଗୁହାଳ |
ಮೊಳಕೆಯ,ବଡିଙ୍ଗ
ಬಫರ್ ಬೈಕಾರ್ಬನೇಟ್,ବଫର୍ ବାଇକାର୍ବୋନେଟ୍ |
ಬಫಲು,ବଫର୍
ಬಫುರ್ ವಲಯ,ବଫର୍ ଜୋନ୍
ಬಫರಿಂಗ್ ಕ್ರಿಯೆ,ବଫର କାର୍ଯ୍ୟ
ಜಂಬದ,ବୁଫୋ |
ಬಿಲ್ಲುಗಾರ,ବଲ୍ବ
ಬಿರಡೆ,ବଲ୍ବିଲ୍ |
ಬಲ್ಬೊ ಮೂತ್ರನಾಳದ ಗ್ರಂಥಿ,ବଲବୋ ୟୁରେଥ୍ରାଲ୍ ଗ୍ରନ୍ଥି |
ಬೃಹತ್ ಹರಿ,ବହୁଳ ପ୍ରବାହ |
ಬುಲ್ಲಿಂಗ ಕೋಶ,ଷଣ୍ .ର କକ୍ଷ |
ಜೇನುನೊಣ,ବମ୍ବେ ମହୁମାଛି
ಗಗಟ್ಟು,ବଣ୍ଡଲ୍ ଶାଖା |
ಗಂಡು ಪೊರೆ,ବଣ୍ଡଲ୍ ଶୋଥ୍ |
ಬಂಡಲ್ ಪೊರೆ ಕೋಶ,ବଣ୍ଡଲ୍ ଖଣ୍ଡ କକ୍ଷ |
ತೇಲುವಿಕೆ,ବୁଏନସି
ತೇಲುವ ಸಾಂದ್ರತೆಯ ಕೇಂದ್ರೀಕರಣ,ବୁଏଟିଆଣ୍ଟ୍ ବନ୍ସିଟି ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
ತೇಲುವ ಸಾಂದ್ರತೆ,ବୁୟାଣ୍ଟ ଘନତା |
ಚಾಚು,ବରଗନ୍
ಬಿಲ ಮಾಡುವ,ପୁରା ବୁଲିବା
ಪೊದೆ,ବୁଦା
ಬುಟಿಯಾ ಮೊನೊಸ್ಪೆರ್ಮಾ,Butea monosterma |
ಬೆಟ್ಹಸ್,Buthuss
ಬಟ್ರೆಸ್ (sten ದಿಕೊಂಡ ಕಾಂಡದ ಬೇಸ್),ବଟ୍ରେସ୍ (ଫୁଲିଯାଇଥିବା ଷ୍ଟେମ୍ ବେସ୍)
ಉಪ-ಉತ್ಪನ್ನ,ଉତ୍ପାଦ ଦ୍ୱାରା
ಸಿ ಪೆಪ್ಟೈಡ್,ସି-ପେପ୍ଟାଇଡ୍ |
ಕಳ್ಳಿ,କାକଟସ୍ |
ಕ್ಯಾಡ್ಮಿಯಮ್ ಮಾಲಿನ್ಯ,କ୍ୟାଡମିୟମ୍ ପ୍ରଦୂଷଣ |
ಗದ್ದಲದ,କ୍ୟାଡୁକସ୍ |
ಒಂದು ಬಗೆಯ ಸಣ್ಣ,ଗାଁ
ಕೈನೊರ್ಹಬ್ಬೈಟಿಸ್,କେନୋରଥବାଇଟିସ୍ ଏଲେନ୍ମାନେ |
ಸೀಸಿಯಂ,ସେସିୟମ୍
ಕೆಫೀನ್,କଫିନ୍
ಕಲಬೆರಕೆ,କଲାକେଡ୍ ସ୍ପିକୁଲ୍ |
ಕಲಬೆರಕೆಯ ಚಿಪ್ಪು,କାଲାଗାରିଓଲ୍ ସେଲ୍ |
ಕ್ಯಾಲ್ಸಿಫರ್ ಗ್ರಂಥಿ,କାଲ୍କୁଲିସିଅର୍ ଗ୍ରନ୍ଥି |
ಲೆಕ್ಕಪರಿಶೋಧನೆ,କାଲସିଫିକେସନ୍ |
ಕ್ಯಾಲ್ಸಿಟಿನ್,କାଲ୍କଟୋନିନ୍ |
ಚಿರತೆ,କ୍ୟାଲସିୟମ୍
ಸೇತುವೆ,ଚିକାୟଣ ବ୍ରିଜ୍
ಕ್ಯಾಲ್ಸಿಯಂ ಕಾರ್ಬೋನೇಟ್,କ୍ୟାଲସିୟମ୍ କାର୍ବୋନେଟ୍ |
ಕ್ಯಾಲೆರುಲಾ,କ୍ୟାଲେଣ୍ଡୋୁଲା |
ಒಂದು ಬಗೆಯ ಇಸ್ಟಿಂಗಳೆ,କଲିଫୁସ୍
ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ,କୁଲସ୍
ಕ್ಯಾಲಸ್ ಸಂಸ್ಕೃತಿ,କଲମ ସଂସ୍କୃତି
ಕೊಲಕಾಸಿಯಾ,କଲକାକାସିଆ
ಕಾಲ್ಬೆರಳು,କ୍ୟାଲୋଟ୍ସ
ಕ್ಯಾಲೋಟ್ರೋಪಿಸ್,କେବ୍ଲୋପିସିସ୍
ಕಾಲ್ಚರ್ತನ,କ୍ୟାଟେଲ୍ରୋପିସ୍ ପ୍ରୋକେରା |
ಕ್ಯಾಲ್ವಿನ್ ಚಕ್ರ,କଲଭିନ ଚକ୍ର
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,କାଲାଇକେଲୀ
ಕಣಿವೆ,କାଲିକ୍ସ
ಕಣಿವೆ,କାଲିକ୍ସ
ಕ್ಯಾಂಬ್ರಿಯನ್ ಅವಧಿ,କାମ୍ରିଆନ୍ ଅବଧି |
ಒಂಟೆ,ଓଲସ୍
ಮರೆಮಾಚುವುದು,କାମୁଫ୍ଲେଜ୍ |
ದಳ,କ୍ୟାମ୍ପାନେଲ୍ସ |
ಹಳ್ಳದವ,କାନାବିଏଡ୍ |
ಮೆರುಗಿಕೆ,କେନାଲିକୁଲସ୍ |
ಕ್ಯಾನ್ಸರ್,କର୍କଟ
ಕ್ಯಾನ್ಸರ್ (ಸಾಮಾನ್ಯ ಏಡಿ),କର୍କଟ (ସାଧାରଣ କ୍ରାବ)
ಕ್ಯಾಂಡಿಟಫ್ಟ್,କ୍ୟାଣ୍ଡାଇଟ୍ୟୁଫ୍ଟ |
ಕಬ್ಬಿನ ಸಕ್ಕರೆ,ବାଡ଼ି ଚିନି |
ಒಂದು ಬಗೆಯ ಕ್ಯಾನಿಡೆ,Kaniida
ದವಡೆ (ಹಲ್ಲುಗಳು),କଏନ୍ (ଦାନ୍ତ)
ಕ್ಯಾನಿಸ್ ಪರಿಚಿತ,CANIS FirsiRis
ಚಾಚು,କାନନା |
ಗಾಂಜಾ ಸಟಿವಾ,କାନନିସ୍ ସତିଭା |
ಮೇಲಾವರಣ,ଛାତ
ಕೆನ್ನೆಸುಳುವಿಕೆ,କ୍ୟାପିଲିଟେସନ୍
ಚಿರತೆ,କାପେଲର
ಚಿರತೆ,କ୍ୟାପିଟାରି
ಕ್ಯಾಪಿಲ್ಲರಿ ಪರಿಚಲನೆ,କ୍ୟାପିଲାରୀ ପ୍ରଚାର
ತತ್ತ್ವ,କ୍ୟାପିଟଲମ୍ |
ಗಾಡಿ,କ୍ୟାପିଟିସ୍
ಬಿರಡೆ,କ୍ୟାପିଂ
ಬಿಲ್ಲೆ,କ୍ୟାପ୍ସାଇଡ୍
ಮುಸುಕು,Sposomere
ಬಿರಡೆ,Capsule
ಕಾರ್ಬಮಿನೋಹೆಮೊಗ್ಲೋಬಿನ್,କାର୍ବାମିନୋହୋବୋଗୋଲୋବିନ |
ಕಾರ್ಬೋಹೈಡ್ರೇಟ್,କାର୍ବୋହାଇଡ୍ରେଟ୍ |
ಇಂಗಾಲದ ಡೈಆಕ್ಸೈಡ್,ଅଙ୍ଗାରକାମ୍ଳ
ಇಂಗಾಲದ ಕಾದಂಬರ,କାର୍ବନ ବିବିଧତା |
ಇಂಗಾಲದ ಅಣು,କାର୍ବନ ମଲକ୍ୟୁ |
ಕಾರ್ಬೋನೇಟ್,କାର୍ବନେଟ |
ಕಾರ್ಬಾನಿಕ್ ಆಮ್ಲ,କାର୍ବନିକ୍ ଏସିଡ୍ |
ಕಾರ್ಬೋನಿಕ್ ಅನ್ಹೈಡ್ರೇಸ್,କାର୍ବୋନିକ୍ ଆନିହୁଡି |
ಕಾರ್ಬೋನಿಫರ್ ಅವಧಿ,କାର୍ବନିଷ୍ଠର ଅବଧି
ಕಾರ್ಬಾಕ್ಸಿಲ್,କାର ବକ୍ସଲାଇଟ୍ |
ಕಾರ್ಬಾಕ್ಸಿಲ್ ಗುಂಪು,କାର ବକ୍ସଲିଲ ଗୋଷ୍ଠୀ |
ಕಾರ್ಬಾಕ್ಸಿಲೇಸ್,କାର ବକ୍ସଲାଇଜ୍ |
ಕಾರ್ಬಾಕ್ಸಿಲೀಕರಣ,କାର ବକ୍ସଲେସନ୍ |
ಸಾಚರೋಡಾನ್,କାରକାରୋଡନ୍ |
ಕ್ಯಾನ್ಸರ್ ಜನನ,କାର୍କିନୋ ଗୋଜେନ୍ସ
ನುಗ್ಗುವ,କାର୍କିନୋଜେନିକ୍ |
ನಾಲಿಗೆ,କର୍କିନୋମା
ಹೃದಯ ಚಕ್ರ,ହ୍ୟାଣ୍ଡିଆକ୍ ଚକ୍ର
ಹೃದಯ ಗ್ಲೈಕೋಸೈಡ್,କାର୍ସିଆକ୍ ଗ୍ଲାଇକାଇଡ୍ |
ಹೃದಯ ಸ್ನಾಯು,ହୃଦ୍ ମାସିକ ମାଂସପେଶୀ |
ಹೃದಯದ ಗೋಪುರ,କାର୍ସିଆକ୍ ପେସମେକର୍ |
ಕಾರ್ಡಿಯರ್ಶಕ,କୃତଜ୍ଞତା
ಮಾಂಸಾಹಾರಿ,କାର୍ନିଭୋରା |
ಮಾಂಸಾಹಾರಿ,କାର୍ନିଭୋର
ಮಾಂಸಾಹಾರಿ,କାର୍ନିଭୋରସ୍ |
ಮಾಂಸಾಹಾರಿ,କାର୍ନିଭୋରସ୍ ବିମାନ |
ಮಾಂಸಾಹಾರಿ ನಾಲ್ಕು ಪಟ್ಟು,କାର୍ନିଭୋରସ୍ ଚତୁର୍ଭୁଜ |
ಕ್ಯಾರೋಟಿನ್,କାରୋଟୋନେନ
ಕ್ಯಾರಟನಾಯಿ,କାରୋଟିନୋଏଡ୍
ಪಟಲ,କାର୍ପାଲ |
ಗಡಿ,କାର୍ପେଲ
ಗಾಡಿ,କାର୍ପସ୍ |
ಕೊಕ್ಕರೆ,କାର୍ଗେନ୍
ವಾಹಕ ಕಾರ್ಯವಿಧಾನ,ବାହକ ଯାନ୍ତ୍ରିକତା |
ಒಯ್ಯುವ ಸಾಮರ್ಥ್ಯ,କ୍ଷମତା ବହନ କରିବା |
ಕಾರ್ಟಿಲಾಜನಸ್ ಮೀನು,କାର୍ଟିଲାଜେନସ୍ ମାଛ |
ಬಟಾಣಿಯ,କାର୍ଟିଲାଗମସ୍
ಒಂದು ಬಗೆಯ ಶವ,କ୍ଲିନବି
ಬಾವೆ,କ୍ୟାରିଗାମି |
ಕ್ಯಾರಿಯೋಫಿಲೇಸಿ,କାର୍ୟାବିନ୍ଲେଣ୍ଟ୍ସ |
ಕ್ಯಾರಿಯೋಫಿಲಿಯಸ್,କାରୋଫିଲସ୍
ಕರ್ಯೋಪ್ಸಿಸ್,କାରୋପ୍ସିସ୍ |
ದಾಸ್ಯ,କେନ୍
ಕ್ಯಾಸ್ಪರಿಯನ್ ಸ್ಟ್ರಿಪ್,କାସପର୍ିଆନ୍ ଷ୍ଟ୍ରିପ୍ |
ಕಸ,କ୍ୟାସିୟା
ಪೃಷ್ಠದ,କାଜରୋଗରୀ
ಕಾಸ್ಟಾರಿ,କାଷ୍ଟର |
ಕಸಬಲೆ,କାସୁରିନା |
ಕಾಸುರಿನಾ ಅಲ್ನಸ್,କାସୁଆରିନା ଆଲସ୍ |
ಕಟಾಬೋಲಿಸಂ,କାଟାବୋଲିଜିମ୍ |
ವೇಗಸ್ಥ,କାଟାଲାସ୍
ಪಟ್ಟಿ,କାଟାଲଗ୍ |
ವೇಗವರ್ಧನೆ,କାଟାଲିସିସ୍ |
ವೇಗವರ್ಧಕ,କାଟାଲାଇଷ୍ଟ |
ವೇಗವರ್ಧಕ ವರ್ಗಾವಣೆ,କାଟାଲାଇଟିକ୍ କନଭର୍ଟର୍ |
ಕಣ್ಣಿನ ಪೊರೆ,ମୋତିଆବିନ୍ଦୁ
ವಿಪತ್ತು,ବିପର୍ଯ୍ୟୟ |
ಚಾಚು,କ୍ୟାଟେନେକ୍ଲାମାଇନ୍
ಕಟಾವು,Catecomine Hormon
ಕ್ಯಾಥರೀಕರಣ,କାଟୀଟିଅନ୍ସ |
ಚಾಚು,ଯୋଡ
ಒಂದು ಬಗೆಯ ಸಣ್ಣ ಗೀತೆ,କ୍ୟାଟେକିନ୍ |
ಕಸ,କ୍ୟାଲାଲା |
ಬೆಕ್ಕಿನ ಉಗುರು (ಬಿಗ್ನೋನಿಯಾ-ಉಂಗುಯಿಸ್ ಕ್ಯಾಟಿ),ବିଲେଇର ନଖ (ଦ୍ୱନ୍ଦ୍ୱ-ଅନଗୁଏସ୍ କ୍ୟାଟି)
ಜಾನುವಾರು ಮೇಯಿಸುವಿಕೆ,ଗୋରୁ ଚରିବା |
ದನಕರಿನ ಜಾನುವಾರು,ଗୋରୁ ରାଞ୍ଚି |
ಜಾನುವಾರುಗಳ ರುಮೆನ್,ଗୋରୁର ଶାସକ |
ಜಾನುವಾರುಗಳ ಶೈಲಿ,ଗୋରୁର ଶ style ଳୀ
ಕಾಡಿನ ಕಶೇರುಖಂಡ,କାଉଡାଲ୍ ମେରୁବ୍ରା |
ಕಬ್ಬಿಣದ,ପୁଶୂୟ
ಕಾರಣ,କାରଣ ଏଜେଣ୍ଟ
ಸೆಡ್ರಸ್ ಡಿಯೋಡಾರಾ (ಸೀಡರ್),Cedrus delodara (cedar)
ಸೆಲ್ಯಾಸ್ಟ್ರೇಲ್ಸ್,ସେଲାଷ୍ଟ୍ରାଲେସ୍
ಕೋಶ ಜೀವಶಾಸ್ತ್ರಜ್ಞ,କକ୍ଷ ଜୋଲୋଗ୍ରାସିଷ୍ଟ |
ಜೀವಕೋಶ ಜೀವಶಾಸ್ತ್ರ,କକ୍ଷ ଜୀବ ବିଜ୍ଞାନ |
ಕೋಶ ಚಕ್ರ,ସେଲ୍ ଚକ୍ର
ಜೀವಕೋಶ ಹಿಗ್ಗುವಿಕೆ,ସେଲ୍ ବିସ୍ତାର କରନ୍ତୁ |
ಜೀವಕೋಶದ ಹೊದಿಕೆ,କକ୍ଷ ଲିଭୋପା |
ಜೀವಕೋಶದ ಭಾಗ,ସେଲ ଭଗ୍ନାଂଶ
ಜೀವಕೋಶ ಏಕರೂಪದ,ସେଲ୍ ହୋମୋଜେନେଟ୍ |
ಜೀವಕೋಶದ ಮಧ್ಯಸ್ಥಿಕೆಯ ಪ್ರತಿರಕ್ಷೆ,ସେଲ୍ ମଧ୍ୟସ୍ଥି ପ୍ରତିରକ୍ଷା |
ಜೀವಕೋಶ ಪೊರೆಯು,ହେଲ୍ ମେମ୍ବ୍ରେନ୍ |
ಕೋಶ ಪ್ರಸರಣ,କକ୍ଷ ପ୍ରବନ୍ଧ
ಕೋಶ ರಚನೆ,କକ୍ଷ ଗଠନ
ಜೀವಕೋಶದ ಸಿದ್ಧಾಂತ,ସେଲ୍ ସିଦ୍ଧାନ୍ତ |
ಕೋಶ ಗೋಡೆ,କକ୍ଷ କାନ୍ଥ
ಒಂದು ಭಾಗದ,ସେଲୋଫାସ୍ ମେମ୍ବ୍ରେନ୍ |
ಗುಡಿಸಲು,ସଲୁଲା |
ಕೋಶಕ ರಕ್ಷಣೆ,ସେଲ୍ୟୁଲାର୍ ପ୍ରତିରକ୍ଷା |
ಸೆಲ್ಯುಲಾರ್ ಶಕ್ತಿ ವರ್ಗಾವಣೆ-ವ್ಯವಸ್ಥೆ,ସେଲୁଲାର୍ ଶକ୍ତି ସ୍ଥାନାନ୍ତର- ସିଷ୍ଟମ |
ಸೆಲ್ಯುಲಾರ್ ಕಿಣ್ವ,ସେଲୁଲାର୍ ଏନଜାଇମ୍ |
ಸೆಲ್ಯುಲಾರ್ ಮಟ್ಟ,ସେଲୁଲାର୍ ସ୍ତର |
ಸೆಲ್ಯುಲಾರ್ ಆಕ್ಸಿಡಲ್,ସେଲ୍ୟୁଲାର ଅକ୍ସିଡେସନ୍ |
