Kannada,Tamil
ಬಣ್ಣಗುರುಡು,வண்ண குருட்டுத்தன்மை
ಪಾತ್ರ,பாத்திரம்
"ಕಾಲಮ್, ಕಾಲಮ್","நிரல், நிரல்"
"ಅಲ್ಪವಿರಾಮ, ಟಫ್ಟ್, ಬಾಲ, ಬಾಲ","கமா, டஃப்ட், வால், வால்"
"ಕಾಕತಾಳೀಯ, ಸಂಯೋಜನೆ, ಶೇಖರಣೆ","சேர்க்கை, சேர்க்கை, குவிப்பு"
ಸಂಯೋಜಿತ ಸ್ವರ,கூட்டு உயிர்
ಸಂಯೋಜಿತ ಸ್ವರ,கூட்டு உயிர்
ಹೊಣೆಗಾರಿಕೆ,பொறுப்பு
ದಹನ,எரிப்பு
ವಾಣಿಜ್ಯ ಫೆರೈಟ್,வணிக ஃபெரைட்
"ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ","பொதுவான, பொதுவான, பொதுவான, பொதுவான, பொதுவான"
ಸಂವಹನಗಳು,தொடர்புகள்
"ತಿರುವು, ಡೇಟಾ ಬದಲಾವಣೆ, ಕ್ರಮಪಲ್ಲಟನೆ","திசைதிருப்பல், தரவு மாற்றம், வரிசைமாற்றம்"
"ಕಮ್ಯುಟೇಟರ್, ಕಮ್ಯುಟೇಟರ್, ಕಮ್ಯುಟೇಟರ್","கம்யூட்டர், கம்யூட்டர், கம்யூட்டர்"
"ಹೋಲಿಕೆಗಾರ, ಹೋಲಿಕೆಗಾರ","ஒப்பீட்டாளர், ஒப்பிடுபவர்"
ಹೋಲಿಕೆ,ஒப்பீடு
"ದಿಕ್ಸೂಚಿ, ದಿಕ್ಸೂಚಿ, ದಿಕ್ಸೂಚಿ","திசைகாட்டி, திசைகாட்டி, திசைகாட்டி"
"ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ","இணக்கத்தன்மை, இணக்கத்தன்மை, இணக்கத்தன்மை, இணக்கத்தன்மை"
"ಸರಿದೂಗಿಸು, ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳು","ஈடு செய், பழிவாங்கு"
"ಪರಿಹಾರ, ಪರಿಹಾರ, ಪರಿಹಾರ","இழப்பீடு, இழப்பீடு, இழப்பீடு"
ಪ್ರತಿಕ್ರಮಗಳು,எதிர் நடவடிக்கைகள்
"ಸಂಕಲನ, ವ್ಯಾಖ್ಯಾನ","தொகுத்தல், விளக்கம்"
"ಸಂಕಲನ, ವ್ಯಾಖ್ಯಾನ","தொகுத்தல், விளக்கம்"
ಪೂರಕತೆ,நிரப்புத்தன்மை
ಪೂರಕ,துணை
ಸಂಪೂರ್ಣ,முழுமை
ಸಂಪೂರ್ಣ ಕೋಶ,முழுமையான செல்
ಸಂಪೂರ್ಣ ಮಾಡ್ಯುಲೇಷನ್,முழுமையான பண்பேற்றம்
"ಸಂಕೀರ್ಣ, ಸಂಕೀರ್ಣ, ಪ್ಯಾಕೇಜ್","சிக்கலான, சிக்கலான, தொகுப்பு"
ಸಂಕೀರ್ಣ ಪರಮಾಣು,சிக்கலான அணு
ಸಂಕೀರ್ಣ ಕಾರ್ಯ,சிக்கலான செயல்பாடு
ಸ್ವರೂಪ,வடிவம்
ಸಂಕೀರ್ಣ ಕಾರ್ಯವಿಧಾನ,சிக்கலான பொறிமுறை
ಅನುಸರಿಸು,பின்தொடர்தல்
"ಘಟಕ, ಸಂಬಂಧಿತ ಘಟಕ","கூறு, தொடர்புடைய கூறு"
"ಸಂಯೋಜಿತ, ಮಿಶ್ರ","இணைந்த, கலப்பு"
"ಮಿಶ್ರ, ಮಿಶ್ರ, ಸಂಯೋಜಿತ, ಹಣಕಾಸು, ಸಂಯುಕ್ತ","கலப்பு, கலப்பு, ஒருங்கிணைந்த, நிதி, கூட்டு"
ಆಸ್ರಲ್ ಲೋಲಕ,அஸ்ரல் ஊசல்
"ಸಂಕುಚಿತಗೊಳಿಸು (ed.), ಸಂಕುಚಿತಗೊಳಿಸು (v.)","அமுக்கி (பதிப்பு), சுருக்கு (வி.)"
ಸಂಕುಚಿತಗೊಳಿಸಲಾಗಿದೆ,சுருக்கப்பட்டது
ಸಂಕುಚಿತತೆ,சுருக்கத்தன்மை
ಸಂಕುಚಿತ,சுருக்கக்கூடிய
ಸಂಕೋಚನ,சுருக்கம்
"ಸಂಕೋಚಕ, ಸಂಕೋಚನ","அமுக்கி, அமுக்கி"
"ಕಾಂಪ್ಟನ್ ಎಲೆಕ್ಟ್ರಾನ್, ಕೌಂಟರ್ ಬ್ಯಾಲೆನ್ಸ್ಡ್ ಎಲೆಕ್ಟ್ರಾನ್","காம்ப்டன் எலக்ட்ரான், எதிர் சமநிலை எலக்ட்ரான்"
ಗಣನೆ,கணக்கீடு
ಕಂಪ್ಯೂಟೇಶನಲ್,கணக்கீட்டு
"ಕಂಪ್ಯೂಟರ್, ಕಂಪ್ಯೂಟರ್, ಕಂಪ್ಯೂಟರ್","கணினி, கணினி, கணினி"
ಕಾನ್ಕೇವ್,குழிவான
ಬೈಕಾನ್ವೆಕ್ಸ್,பைன்வெக்ஸ்
"ಕೇಂದ್ರೀಕರಿಸಲು, ದಪ್ಪವಾಗಲು, ಕೇಂದ್ರೀಕರಿಸಲು (adj.), ಕೇಂದ್ರೀಕರಿಸಲು (v.)","கவனம் செலுத்த, தடிமனாக, குவிய (adj.), குவிய (v.)"
"ಕೇಂದ್ರೀಕೃತ, ಕೇಂದ್ರೀಕೃತ, ಕೇಂದ್ರೀಕೃತ","குவிந்த, குவிந்த, குவிந்த"
"ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ","செறிவு, செறிவு, செறிவு, செறிவு"
"ಏಕಕೇಂದ್ರಿತ, ಕೇಂದ್ರೀಕೃತ","ஒருமைய, குவிந்த"
ಪರಿಕಲ್ಪನೆ,கருத்து
ಪರಿಕಲ್ಪನೆಯ,கருத்துரு
"ಅನ್ಯೋನ್ಯತೆ, ಸಂವಹನ","நெருக்கம், தொடர்பு"
ಸಮನ್ವಯಗೊಳಿಸಲಾಗಿದೆ,ஒத்திசைந்த
"ಏಕಕಾಲೀನ, ಹಿಂದುಳಿದ","ஒரே நேரத்தில், பின்தங்கிய"
"ಘನೀಕರಣ, ಘನೀಕರಣ","ஒடுக்கம், ஒடுக்கம்"
"ಸಾಂದ್ರೀಕರಿಸಲು, ದ್ರವೀಕರಿಸಲು, ದ್ರವೀಕರಿಸಲು","ஒடுங்க, திரவமாக்க, திரவமாக்க"
"ಮಂದಗೊಳಿಸಿದ, ದ್ರವೀಕೃತ, ಸಂಕ್ಷೇಪಿಸಿದ","அமுக்கப்பட்ட, திரவமாக்கப்பட்ட, சுருக்கப்பட்ட"
"ಕಂಡೆನ್ಸರ್, ಕೆಪಾಸಿಟರ್, ಸಂಗ್ರಾಹಕ","மின்தேக்கி, மின்தேக்கி, சேகரிப்பான்"
"ಸ್ಥಿತಿ, ಸ್ಥಿತಿ, ಸ್ಥಿತಿ, ಸ್ಥಿತಿ","நிலை, நிலை, நிலை, நிலை, நிலை"
ವಾಹಕತೆ,கடத்துத்திறன்
ಚಾಲಕ,இயக்கி
ಚಾಲನೆ,ஓட்டுதல்
ವಾಹಕತೆ,கடத்துத்திறன்
ನಿಷ್ಠೆ,விசுவாசம்
"ಸಂರಚನೆ, ಸಂರಚನೆ","கட்டமைப்பு, கட்டமைப்பு"
ಸಂರಚನೆ,கட்டமைப்பு
ಕನ್ಫೋಕಲ್,குழப்பமான
"ಸಮಾನತೆ, ದ್ವಿಧ್ರುವಿ, ಸಮಾನತೆ","ஒற்றுமை, இருமுனையம், சமநிலை"
"ಸಮಾನ, ಸಮಾನ","ஒத்த, ஒத்த"
ಶಂಕುವಿನಾಕಾರದ,கூம்பு
"ಸಂಯೋಗಕ್ಕೆ (ವಿ.), ಸಂಯೋಗಕ್ಕೆ (ವರ್.)","இணைத்தல் (v.), இணைந்திருத்தல் (ver.)"
ಲ್ಯಾಟರಲ್ ಅಸೋಸಿಯೇಟೆಡ್,பக்கவாட்டு தொடர்புடையது
ಸರಣಿ ಸಂಬಂಧಿತ,சங்கிலி தொடர்பான
ಕನೆಕ್ಟರ್ ಲೈನ್,இணைப்பு வரி
ಸಂಪರ್ಕ,இணைப்பு
"ಪ್ರಾಯೋಜಕ, ಕನೆಕ್ಟರ್","ஸ்பான்சர், இணைப்பான்"
ಸತತವಾಗಿ,தொடர்ச்சியாக
ಪೋಷಕ,புரவலர்
ಪೋಷಕ,புரவலர்
"ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ, ದಪ್ಪ, ದಪ್ಪ","நிலைத்தன்மை, நிலைத்தன்மை, தடிமன், தடிமன்"
"ಹೊಂದಾಣಿಕೆ, ವಿರುದ್ಧ","இணக்கமான, எதிர்"
ಸಂಭಾಷಣೆಯ,உரையாடல்
ಸಂವಾದಾತ್ಮಕ,உரையாடல்
ಸ್ಥಿರತೆ,ஸ்திரத்தன்மை
"ಸ್ಥಿರ, ಸ್ಥಿರ, ಸ್ಥಿರ, ಬದಲಾಗದ, ಏಕರೂಪ","நிலையான, நிலையான, அசையாத, மாறாத, சீரான"
ಕಾನ್ಸ್ಟಾಂಟನ್,கான்ஸ்டன்டன்
ನಿರಂತರ ಹರಿವು,தொடர்ச்சியான ஓட்டம்
ಕೋವೇರಿಯೇಟ್ ಸಂಖ್ಯೆ,இணை எண்
ಸರ್ಕ್ಯೂಟ್ನ ಗುಣಲಕ್ಷಣಗಳು,சுற்றுகளின் சிறப்பியல்புகள்
ನಕ್ಷತ್ರಪುಂಜ,விண்மீன் கூட்டம்
"ಸಂಯೋಜನೆ, ಸಂಯೋಜನೆ, ರಚನೆ","கலவை, கலவை, உருவாக்கம்"
ನಿರ್ಬಂಧಿತ ವೇಗ,கட்டுப்படுத்தப்பட்ட வேகம்
ನಿರ್ಬಂಧ,கட்டுப்பாடு
ಕಿರಿದಾಗುತ್ತಿದೆ,குறுகிய
ಸಮರ್ಥನೀಯ ಹಸ್ತಕ್ಷೇಪ,நிலையான குறுக்கீடு
ಸೇವಿಸಿದ ಶಕ್ತಿ,ஆற்றல் நுகரப்படும்
"ಸ್ಪರ್ಶ, ಸ್ಪರ್ಶ, ಸ್ಪರ್ಶ","தொடுதல், தொடுதல், தொடுதல்"
"ಸಂಪರ್ಕ, ಸಂಪರ್ಕ","தொடர்பு, தொடர்பு"
ಮಾಲಿನ್ಯ,மாசுபாடு
"ವಿಷಯ, ಭಾಗ, ಅರ್ಧ","உள்ளடக்கம், பகுதி, பாதி"
"ನಿರಂತರ, ನಿರಂತರ","தொடர்ச்சி, தொடர்ச்சி"
ರಾಜ್ಯದ ನಿರಂತರತೆ,மாநில தொடர்ச்சி
"ನಿರಂತರ, ಮುರಿಯದ, ಮುರಿಯದ, ನಿರಂತರ, ನಿರಂತರ","தொடர்ச்சியான, உடைக்கப்படாத, உடைக்கப்படாத, தொடர்ச்சியான, தொடர்ச்சியான"
ನಿರಂತರ,தொடர்ச்சி
"ಸಂಕುಚಿತಗೊಳಿಸು, ಸಂಕುಚಿತಗೊಳಿಸು (ver.)","சுருக்க, சுருக்க (ver.)"
ಕುಗ್ಗಿಸು,சுருக்கு
ಸಂಕೋಚನ,சுருக்கம்
ಪ್ರತಿ-ಕಕ್ಷೆಯ ದಿಕ್ಕು,எதிர் சுற்றுப்பாதை திசை
ಸಂಬಂಧಿ ದೇಹ,உறவினர் உடல்
"ಕಾಂಟ್ರಾಸ್ಟ್, ಕಾಂಟ್ರಾಸ್ಟ್","மாறுபாடு, மாறுபாடு"
ನಿಯಂತ್ರಣ,கட்டுப்பாடு
ಸಂವಹನ,வெப்பச்சலனம்
ಪೋಸ್ಟ್ ಅನ್ನು ರವಾನಿಸುತ್ತದೆ,அனுப்பும் பதவி
ನಾಳೀಯ,இரத்தக்குழாய்
ನಿಯಮಿತ ಪರಮಾಣು ತೂಕ,வழக்கமான அணு எடை
"ಒಮ್ಮುಖವಾಗಲು, ಒಮ್ಮುಖವಾಗಲು","குவிய, குவிய"
"ಒಮ್ಮುಖ, ಒಮ್ಮುಖ","குவிதல், குவிதல்"
ಒಮ್ಮುಖ ಲೆನ್ಸ್,ஒன்றிணைக்கும் லென்ஸ்
"ವಿರುದ್ಧ, ವಿರುದ್ಧ","எதிர், எதிர்"
VICA ವಿರುದ್ಧ,VICA மாறாக
ಪರಿವರ್ತನೆ,மாற்றம்
ಪರಿವರ್ತಿಸಲಾಗಿದೆ,மாற்றப்பட்டது
ಪರಿವರ್ತಕ,மாற்றி
ಕನ್ವರ್ಟಿಬಲ್ ಲೆನ್ಸ್,மாற்றத்தக்க லென்ஸ்
ಪೀನ,குவிந்த
ಪೀನತೆ,குவிவு
ಪೀನ,குவிந்த
ಬೈಕಾನ್ವೆಕ್ಸ್,பைகான்வெக்ஸ்
ಶೀತಕ,குளிரூட்டி
"ಶೀತಕ, ಶೀತಕ","குளிரூட்டி, குளிர்விப்பான்"
ಕೂಲಿಡ್ಜ್ ಟ್ಯೂಬ್,குளிரூட்டும் குழாய்
ತಂಪಾಗಿಸುವಿಕೆ,குளிர்ச்சி
ಶೀತಕ,குளிரூட்டி
ಸಹಕಾರಿ ವಿದ್ಯಮಾನ,கூட்டுறவு நிகழ்வு
"ಸಮನ್ವಯಗೊಳಿಸು, ಸಮನ್ವಯಗೊಳಿಸು","ஒருங்கிணை, ஒருங்கிணை"
ನಿರ್ದೇಶಕ ಅಕ್ಷ,இயக்குனர் அச்சு
ಸಮತಲ,பிளானர்
ಚಪ್ಪಟೆತನ,சமதளம்
"ನಕಲು, ನಕಲು, ನಕಲು","நகல், நகல், நகல்"
ಮೂಲ,கோர்
ಕೋರ್ ಎಲೆಕ್ಟ್ರಾನ್,மைய எலக்ட்ரான்
ಕೊರಿಯೊಲಿಸ್ ವೇಗವರ್ಧನೆ,கோரியோலிஸ் முடுக்கம்
ಕೊರಿಯೊಲಿಸ್ ಬಲ,கோரியோலிஸ் படை
"ಕಿರಿತ್, ಕರೋನಾ","கிரிட், கரோனா"
ಕರೋನಾ ಆಸ್ಟ್ರೇಲಿಸ್,கொரோனா ஆஸ்திரேலிஸ்
ಕರೋನಾ ಬೋರಿಯಾಲಿಸ್,கரோனா பொரியாலிஸ்
ಸೌರ ಜ್ವಾಲೆ,சூரிய ஒளி
ಕಣಕಣ,சிறுமணி
ಹರಳಿನ,சிறுமணி
"ಸರಿ, ಸರಿ","சரி, சரி"
ಪರಿಷ್ಕರಿಸಲಾಗಿದೆ,திருத்தப்பட்ட
"ತಿದ್ದುಪಡಿ, ತಿದ್ದುಪಡಿ","திருத்தம், திருத்தம்"
ಸಹ ಸಂಬಂಧ,இணை உறவு
"ಸಂವಾದಿಯಾಗಲು, ಸಂವಾದಿಯಾಗಲು","ஒத்துப்போக, ஒத்துப்போக"
ಸಂಘದ ನಿಯಮಗಳು,சங்க விதிகள்
ಪಕ್ಕವಾದ್ಯ,துணை
ಕೊಸೈನ್ ನಿಯಮ,கொசைன் விதி
ಬಾಹ್ಯಾಕಾಶ ಸಮೃದ್ಧಿ,விண்வெளி மிகுதி
ಕಾಸ್ಮಿಕ್,அண்டவியல்
ಬಾಹ್ಯಾಕಾಶ ಕಿರಣ ಸ್ಫೋಟ,விண்வெளி கதிர் வெடிப்பு
"ಬಾಹ್ಯಾಕಾಶ ಕಿರಣ, ಕಾಸ್ಮಿಕ್ ಕಿರಣ","விண்வெளிக் கதிர், காஸ்மிக் கதிர்"
ಬಾಹ್ಯಾಕಾಶ ಮಳೆ,விண்வெளி மழைப்பொழிவு
ಜಾಗ,விண்வெளி
ಕಾಸ್ಮಿಕ್,அண்டவியல்
"ವಿಶ್ವವಿಜ್ಞಾನ, ವಿಶ್ವವಿಜ್ಞಾನ","அண்டவியல், அண்டவியல்"
ಗಗನಯಾತ್ರಿ,விண்வெளி
ಗಗನಯಾತ್ರಿಗಳು,விண்வெளி
"ಬ್ರಹ್ಮಾಂಡ, ವಿಶ್ವ","அண்டம், பிரபஞ்சம்"
ಕೂಲಂಬ್,கூலம்ப்
ಕೂಲೋಮಿ ಪ್ರದೇಶ,கூலோமி பகுதி
ಕೂಲೋಮೀಟರ್,கூலோமீட்டர்
"ಎಣಿಕೆ, ಎಣಿಕೆ, ಎಣಿಕೆ, ಎಣಿಕೆ","எண்ணு, எண்ணு, எண்ணு, எண்ணு"
"ಎಣಿಕೆ, ವಿಲೋಮ ಎಣಿಕೆ","எண்ணுதல், தலைகீழ் எண்ணுதல்"
"ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಕೌಂಟರ್, ಫಲಕ","கால்குலேட்டர், கவுண்டர், பேனல்"
ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ,எதிரெதிர் திசையில்
"ರಿವರ್ಸ್ ಕರೆಂಟ್, ಕೌಂಟರ್ ಕರೆಂಟ್","தலைகீழ் மின்னோட்டம், எதிர் மின்னோட்டம்"
ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್ ಅನ್ನು ವಿರೋಧಿಸುತ್ತದೆ,மின்னோட்ட சக்தியை எதிர்க்கிறது
ನಿಯೋಜನೆ,பிரதிநிதித்துவம்
ಹಿಮ್ಮುಖ ಮುಂಡ,தலைகீழ் உடற்பகுதி
ಎಣಿಕೆ ದರ,எண்ணிக்கை விகிதம்
"ಎಣಿಕೆ, ಎಣಿಕೆ-ಸಂಖ್ಯೆ, ಎಣಿಕೆ, ಎಣಿಕೆ","எண்ணு, எண்ணு-எண், எண்ணு, எண்ணு"
ಬಲದ ಜೋಡಿ,படை ஜோடி
ಜೋಡಿಸಲಾಗಿದೆ,இணைந்தது
ಸಂಯೋಜಕ,இணைப்பான்
ಜೋಡಣೆ,இணைத்தல்
"ಉದ್ದೇಶಿತ ನಿರ್ದೇಶನ, ಮಾರ್ಗ, ಮಾರ್ಗ","நோக்கம் திசை, பாதை, பாதை"
ಕೋವೆಲೆನ್ಸಿ,கோவலன்சி
ಕೋವೆಲೆನ್ಸಿ,கோவலன்சி
ಸಹಕಾರಿ,ஒத்துழைப்பவர்
ಸಹವರ್ತಿತ್ವ,இணை மாறுபாடு
ಜೊತೆಗಿರುವ,உடன்படும்
"ವ್ಯಾಪ್ತಿ ಪ್ರದೇಶ, ಪ್ರಸಾರ ಪ್ರದೇಶ","கவரேஜ் பகுதி, ஒளிபரப்பு பகுதி"
ಕವರ್ ಶೀಟ್,கவர் தாள்
ವಟಗುಟ್ಟುವಿಕೆ,அரட்டை
ಫಲವತ್ತತೆಯ ಪ್ರಮಾಣ,கருவுறுதல் விகிதம்
ಸ್ವಲ್ಪ ವಿರೂಪ,சிறிய விலகல்
ಶಿಖರ,உச்சம்
"ಮಾನದಂಡ, ಮಾನದಂಡ","அளவுகோல், அளவுகோல்"
ನಿರ್ಣಾಯಕ,முக்கியமான
ವಿಮರ್ಶಾತ್ಮಕತೆ,விமர்சனம்
ಮಕರ ಸಂಕ್ರಾಂತಿ ಕ್ಲಿಪ್,மகர கிளிப்
ವಂಚಕರ ಕರಾಳ ಸಾಮ್ರಾಜ್ಯ,வஞ்சகர்களின் இருண்ட சாம்ராஜ்யம்
ಅಡ್ಡ-ಹೈಬ್ರಿಡ್ ಹೈಬ್ರಿಡೈಸೇಶನ್,குறுக்கு-கலப்பின கலப்பு
ಕ್ರಾಸ್ ಬ್ಯಾಂಡ್ ಸಂವಹನ,குறுக்கு இசைக்குழு தொடர்பு
ಅಪ್ರಸ್ತುತ ಪಾತ್ರದ ವ್ಯಕ್ತಿತ್ವ,பொருத்தமற்ற தன்மை ஆளுமை
ಅಡ್ಡ ಸಂಬಂಧಗಳು,குறுக்கு உறவுகள்
ದಾಟಿದ ಪ್ರದೇಶ,கடக்கும் பகுதி
ಕನಿಷ್ಠ ವಿಪಥನ ಲೆನ್ಸ್,குறைந்தது பிறழ்வு லென்ஸ்
ಅಡ್ಡ ಉತ್ಪನ್ನ,குறுக்கு தயாரிப்பு
ಅಪ್ರಸ್ತುತ ಸಂಕೇತ,பொருத்தமற்ற சமிக்ஞை
ಮಹಡಿಗಳ ಅತಿಕ್ರಮಣ,மாடிகளின் ஆக்கிரமிப்பு
ಪರಿವರ್ತನೆ ವಲಯ,மாற்றம் மண்டலம்
ಪರಿವರ್ತನೆಯ ಬಿಂದು,மாற்றம் புள்ளி
ವಿನಿಮಯ ಮೌಲ್ಯ,பரிமாற்ற மதிப்பு
ವೆಕ್ಟರ್-ಉತ್ಪನ್ನ ವೆಕ್ಟರ್ ಉತ್ಪನ್ನ,vector-product vector தயாரிப்பு
"ಅಡ್ಡ ವಿಭಾಗ, ಅಡ್ಡ ವಿಭಾಗ","குறுக்கு வெட்டு, குறுக்கு வெட்டு"
"ಬಹು ಪದ, ಹೈಬ್ರಿಡ್ ಪದ","பல கால, கலப்பின கால"
ಅಡ್ಡ ತಂತಿ,குறுக்கு கம்பி
"ಕ್ರೌನ್ ಆಪ್ಟಿಕಲ್ ಗ್ಲಾಸ್, ಕ್ರೌನ್ ಆಪ್ಟಿಕಲ್ ಗ್ಲಾಸ್","கிரீடம் ஒளியியல் கண்ணாடி, கிரீடம் ஒளியியல் கண்ணாடி"
ತಂಪಾಗಿಸುವ ಮಿಶ್ರಣ,குளிர்விக்கும் கலவை
ಕಡಿಮೆ ತಾಪಮಾನ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,குறைந்த வெப்பநிலை மின்னணுவியல்
ಲಘೂಷ್ಣತೆ,தாழ்வெப்பநிலை
ಕ್ರಯೋಜೆನಿಕ್ ಪ್ರಯೋಗಾಲಯ,கிரையோஜெனிக் ஆய்வகம்
ನಿಮ್ರತಾಪಿಕಿ,நிம்ரதாபிகி
ಘನೀಕರಿಸುವ ಗೇಜ್,உறைபனி அளவு
ಕ್ರೈಯೊಮೆಟ್ರಿಕ್ ಸ್ಥಿರ,கிரையோமெட்ரிக் மாறிலி
ಸ್ಫಟಿಕ,படிகம்
"ಸ್ಫಟಿಕದಂತಹ, ನಾರು","படிக, நார்ச்சத்து"
"ಸ್ಫಟಿಕೀಕರಣ, ಸ್ಫಟಿಕೀಕರಣ, ಸ್ಫಟಿಕೀಕರಣ","படிகமாக்கல், படிகமாக்கல், படிகமாக்கல்"
ಸ್ಫಟಿಕ ವಿಜ್ಞಾನಿ,படிக விஞ்ஞானி
ಸ್ಫಟಿಕ-ರಚನಾತ್ಮಕ,படிக-கட்டமைப்பு
ಸ್ಫಟಿಕ ರಚನೆ,படிக அமைப்பு
"ಸ್ಫಟಿಕಶಾಸ್ತ್ರ, ಸ್ಫಟಿಕ ವಿಜ್ಞಾನ","படிகவியல், படிக அறிவியல்"
ಲ್ಯಾಟಿಸ್ ವರ್ಗಾವಣೆ ಕಾರ್ಯಾಚರಣೆ,லட்டு பரிமாற்ற செயல்பாடு
ಸ್ಫಟಿಕ ಸ್ಮಡ್ಜ್,படிக கறை
ಘನ ಘನ,கன சதுரம்
"ಕ್ಯೂಬ್, ಕ್ಯೂಬ್, ಕ್ಯೂಬ್, ಟ್ರಯಾಂಗಲ್, ಕ್ಯೂಬ್, ಟ್ರಯಾಂಗಲ್","கன சதுரம், கன சதுரம், கன சதுரம், முக்கோணம், கன சதுரம், முக்கோணம்"
ಘನ ಸೀಳು,கன பிளவு
ಕಕ್ಷೀಯ,சுற்றுப்பாதை
ಸಂಚಿತ,ஒட்டுமொத்த
ಕ್ಯೂರಿ ಸ್ಥಿರ,க்யூரி மாறிலி
ಕ್ಯೂರಿ ಎಫೆಕ್ಟ್,கியூரி விளைவு
"ಕ್ಯೂರಿ ಪಾಯಿಂಟ್, ಕ್ಯೂರಿ ತಾಪಮಾನ, ಕ್ಯೂರಿ ಡಿಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್ ಪಾಯಿಂಟ್","கியூரி பாயிண்ட், கியூரி டெம்பரேச்சர், கியூரி டிமேக்னடைசேஷன் பாயின்ட்"
ಕ್ಯೂರಿ,கியூரி
ಸ್ಟ್ರೀಮ್,ஓடை
ಸ್ಟ್ರೀಮ್ನ ಅಲ್ಪಸಂಖ್ಯಾತ,சிறுபான்மை நீரோடை
ವಿತರಣೆ,விநியோகம்
ವಕ್ರತೆ,வளைவு
ಕರ್ವ್ ಕರ್ವ್ ಲೈನ್,வளைவு வளைவு கோடு
ಬಾಗಿದ,வளைந்த
ಕರ್ವ್ ಬಾರ್,வளைவு பட்டை
ಬಾಗಿದ ಪುಟ,வளைந்த பக்கம்
ಬೆಳವಣಿಗೆಯ ರೇಖೆ,வளர்ச்சி வளைவு
ವಕ್ರರೇಖೆಯ,வளைவு
"ರಂದ್ರ, ಕತ್ತರಿಸುವುದು","துளைப்பான், வெட்டுதல்"
ಅಂತಿಮ ವಲಯ,இறுதி மண்டலம்
ಅಂತಿಮ ಆವರ್ತನ,இறுதி அதிர்வெண்
ಅಂತಿಮ ಬಿಂದು,இறுதி புள்ளி
ಟರ್ಮಿನಲ್ ಪಾಯಿಂಟ್ ವೇಗ,முனைய புள்ளி வேகம்
ಟರ್ಮಿನಲ್ ವೋಲ್ಟೇಜ್,முனைய மின்னழுத்தம்
"ಪ್ರದರ್ಶಕ, ಪ್ರದರ್ಶಕ","நிகழ்த்துபவர், நிகழ்த்துபவர்"
ಸೈಬರ್ನೆಟಿಕ್ಸ್,சைபர்நெடிக்ஸ்
"ಸೈಕಲ್, ಸೈಕಲ್, ಸೈಕಲ್","சுழற்சி, சுழற்சி, சுழற்சி"
ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ ಚಕ್ರಗಳು,வினாடிக்கு சுழற்சிகள்
"ಆವರ್ತಕ, ಆವರ್ತಕ","சுழற்சி, சுழற்சி"
ಸ್ಪಿನ್,சுழல்
ಆವರ್ತಕ ಲೋಲಕ,சுழற்சி ஊசல்
ಸೈಕ್ಲೋಟ್ರಾನ್,சைக்ளோட்ரான்
ಸೈಕ್ಲೋಟ್ರಾನ್ ಆವರ್ತನ,சைக்ளோட்ரான் அதிர்வெண்
"ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರ್","உருளை, உருளை"
"ಸಿಲಿಂಡರಾಕಾರದ, ಸಿಲಿಂಡರ್ ಆಕಾರ, ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರ್","உருளை, உருளை வடிவம், உருளை, உருளை"
ಸಿಲಿಂಡರ್ ಹಾರ್ಮೋನಿಕ್,சிலிண்டர் ஹார்மோனிக்
ತೇವಗೊಳಿಸಲಾಗಿದೆ,ஈரப்படுத்தப்பட்டது
ಸರಳ ಹಾರ್ಮೋನಿಕ್ ಆಂದೋಲನವನ್ನು ತೇವಗೊಳಿಸಿತು,damped எளிய ஹார்மோனிக் அலைவு
ಡ್ಯಾಂಪರ್,தணிப்பு
ಡೇನಿಯಲ್ ಸೆಲ್,டேனியல் செல்
ಕತ್ತಲು,இருள்
"ದೇಣಿಗೆ ಸಂಪನ್ಮೂಲಗಳು, ಅಧೀನ ಸಂಪನ್ಮೂಲಗಳು, ಟ್ರಸ್ಟ್ ಸಂಪನ್ಮೂಲಗಳು","நன்கொடை வளங்கள், துணை வளங்கள், நம்பிக்கை வளங்கள்"
"ವಿಘಟನೆ ಉತ್ಪಾದಕ, ಹಾಲು ಉತ್ಪಾದನೆ, ಪೋಷಕ, ಸಂತತಿ","சிதைவு உற்பத்தியாளர், பால் உற்பத்தி, பெற்றோர், சந்ததி"
ಡೇವಿಸನ್ ಬಿಸಿ ಪ್ರಯೋಗ,டேவிசன் சூடான பரிசோதனை
