Assamese,English
চৰ্তসাপেক্ষ তদন্ত,Conditional diserimination
চৰ্তসাপেক্ষ এণ্ট্ৰপি,Conditional entropy
নিষিদ্ধ অস্থিৰতা,Conditional instability
নিষিদ্ধ যুক্তি,Conditional jump (=conditional discrimination)
চৰ্তসাপেক্ষ কাৰ্য্য,Conditional operation
সীমাবদ্ধ পৰিমাণ,Conditional quantity
"নিষিদ্ধ স্থায়িত্ব, বাধাপ্ৰাপ্ত স্থায়িত্ব",Conditional stability
"কণ্ডন পেৰাবোলা, কণ্ডন পেৰাবোলা",Condon parabola
কণ্ডাৰ,Condor
পৰিবাহীতা,Conductance
পৰিবাহীতা অনুপাত,Conductance ratio
ড্ৰাইভাৰ উপবৃত্তাকাৰ,Conducting ellipsoid
ড্ৰাইভাৰ তৰল পদাৰ্থ,Conducting fluid
পৰিবাহী তাঁৰ,Conducting leads
ড্ৰাইভিং মাধ্যম,Conducting medium
চলি থকা সময়,Conducting period
ড্ৰাইভাৰ বল,Conducting sphere
ড্ৰাইভাৰ ফিল্ড,Conducting tensor
পৰিবাহী বেণ্ড,Conduction band
পৰিবাহী বিদ্যুৎ প্ৰবাহ,Conduction current
পৰিবাহী বিদ্যুৎ প্ৰবাহ ঘনত্ব,Conduction current density
"পৰিবাহী ইলেক্ট্ৰন, ভ্যালেন্স ইলেক্ট্ৰন",Conduction electron (=valence electron)
পৰিবাহী পাম্প,Conduction pump
ড্ৰাইভাৰ আৱৰণ,Conductive coating
পৰিবাহী সংযোজন,Conductive coupling
পৰিবাহী বধিৰতা,Conductive deafness
পৰিবাহী বিসৰ্জন,Conductive discharge
পৰিবাহীতা,Conductivity
"পৰিবাহীতা-সেতু, পৰিবাহীতা-সেতু",Conductivity bridge
পৰিবাহীতা কোষ,Conductivity cell
পৰিবাহীতা সহগ,Conductivity coeffieient
পৰিবাহীতা মডুলেচন ট্ৰেঞ্জিষ্টৰ,Conductivity m odulation transistor
পৰিবাহীতা মডুলেচন,Conductivity modulation
পৰিবাহীতা অনুপাত,Conductivity quotient
পৰিবাহীতা বৰ্ণালী,Conductivity tensor
পৰিবাহীতা মিটাৰ,Conductomerter
পৰিবাহীতা বিশ্লেষণ,Conductometric analysis
ড্ৰাইভাৰ,Conductor
শঙ্কু এন্টেনা,Cone aerial )=cone antenna)
কন লাউডস্পীকাৰ,Cone loudspeaker
ঘৰ্ষণ শঙ্কু,Cone of friction
মৌনতা শঙ্কু,Cone of silence
z-মাৰ্কাৰ বিকন,Cone of silence marker beacon (=Z marker beacon)
শঙ্কুৰ শ্বীট,Cone sheet
আত্মবিশ্বাস বক্ৰ,Conficdence curve
আস্থা সহগ,Conficence coefficient
ফিডেলিটি,Confidence
ট্ৰাষ্ট বাৰ,Confidence band
বিশ্বাসীতা মেখেলা,Confidence belt
আত্মবিশ্বাসৰ ব্যৱধান,Confidence interval
আস্থাৰ ব্যৱধান অনুমান,Confidence interval estimat
ফিডেলিটি সীমা,Confidence limits
"বিন্যাস, বিন্যাস",Configuration
"কনফিগাৰেচন নিয়ন্ত্ৰণ, অৱস্থান নিয়ন্ত্ৰণ",Configuration control
বিন্যাস-পাৰস্পৰিক ক্ৰিয়া,Configuration-inter action
বিন্যাস,Configurational
বিন্যাস স্থানাংক,Configurational co-ordinates
কনফিগাৰেচনেল তাপ ক্ষমতা,Configurational heat capacity
কথিতভাৱে উত্তেজিত অৱস্থা,Configurationally excited state
নিশ্চিতকৰণ প্ৰমাণ,Confirmatory evidence
কনফ&#39;কেল,Confocal
কনফ&#39;কেল স্থানাংক,Confocal coordinates
কনফ&#39;কেল ৰেজোনেটৰ,Confocal resonator
কনফ&#39;কেল পৃষ্ঠা,Confocal surface
conform,Conformaer
বিন্যাস,Conformation
"ৰূপান্তৰ বিশ্লেষণ, ৰূপান্তৰ বিশ্লেষণ",Conformational analysis
"প্ৰতাৰণামূলক প্ৰতিফলক, ভ্ৰম",Confusion reflector
অস্পষ্টতা অঞ্চল,Confusion region
সমন্বয়,Congruence
সমন্বিত,Congruent
শংকুযুক্ত স্থানাংক,Conical coordinates
শংকুযুক্ত প্ৰবাহ,Conical flow
শংকু আকৃতিৰ কুণ্ডলিনি,Conical helix
শঙ্কু-শিং,Conical horn
শংকু আকৃতিৰ এন্টেনা,Conical horn antenna
শংকু আকৃতিৰ মিক্সাৰ,Conical mixer
পেণ্ডুলাম,Conical pendulum
শঙ্কু বিবৰ্তন,Conical refraction
কনিক স্কেনিং,Conical scanning
"to conjugate (v.), সংযোগ কৰা (ver.)",Conjugate
সংযুক্ত বাহু,Conjugate arms
সংযুক্ত অক্ষীয় বিন্দু,Conjugate axial point
সংযুক্ত অক্ষ,Conjugate axis
সংযুক্ত বাক্য,Conjugate beam
সংযুক্ত জটিল গঠন,Conjugate complex structure
সংযুক্ত ব্যাস,Conjugate diameters
সংযুক্ত দিশ,Conjugate direction
কনজুগেট ফ&#39;কাচ পাৰ্থক্য,Conjugate focal length
কনজুগেট ফ&#39;কাচ,Conjugate foci
সংযুক্ত বল,Conjugate forces
কনজুগেট ইম্পিডেন্স,Conjugate impedance
সংযুক্ত জাল,Conjugate network
সংযুক্ত নিউক্লিয়াছ,Conjugate nucleus
সংযুক্ত প্ৰতিসমতা,Conjugate symmetry
সংযুক্ত ভেক্টৰ,Conjugate vectors
সংযুক্ত পলিমাৰ বন্ধন,Conjugated multiple bond
সংযুক্ত প্ৰাচল,Conjugated parameter
সংযুক্ত-বিকল্পিত নীলা গঠন,Conjugative-substituent blue shift
সংযুক্ত গতি,Conjunct motion
কাকতলীয়া অপাৰেচন,Conjunction
কাৰক বিচাৰি উলিওৱা,Conjunctive search
পাৰ্শ্বীয় সংযুক্ত,Connected in parallel
"শৃংখল সম্পৰ্কীয়, শ্ৰেণী সম্পৰ্কীয়",Connected in series
সংশ্লিষ্ট লোড,Connected load
সংশ্লিষ্ট সৰল পেণ্ডুলাম,Connected simple pendulum
সংযোগকাৰী লাইন,Connecting line
স্পেয়াৰ পাৰ্টছ,Connecting piece
সংযোগ,Connection
বণ্ডিং সহগ,Connection coefficient
কাষৰ সংযোগ,Connection in parallel
শ্ৰেণীৰ সংযোগ,Connection in series
"সংযোগকাৰী, সংযোগকাৰী",Connector
ক্ৰমাগত প্ৰতিক্ৰিয়া,Consecutive reactions
সুৰক্ষামূলক শক্তি,Conseervative force
সুধ্ৰুৱ,Consequent poles
সংৰক্ষণ,Conservation
কৌণিক গতিবেগ সংৰক্ষণ,Conservation of angular momentum
চাৰ্জৰ সংৰক্ষণ,Conservation of charge
শক্তি সংৰক্ষণ,Conservation of energy
ৰৈখিক গতিবেগ সংৰক্ষণ,Conservation of liner momentum
গণ সংৰক্ষণ,Conservation of mass
সমতা-সংৰক্ষণ,Conservation of parity
পৃষ্ঠপোষক,Conservative
সুৰক্ষামূলক শোষণ,Conservative absorption
সুৰক্ষামূলক উপাদান,Conservative element
সংৰক্ষিত অঞ্চল,Conservative field
সুৰক্ষামূলক পথ,Conservative paths
সুৰক্ষামূলক প্ৰক্ৰিয়া,Conservative process
সুৰক্ষামূলক গুণ,Conservative property
অভিভাৱক দেহ,Conservative system
"সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা",Consistency
"সামঞ্জস্যপূৰ্ণ, বিপৰীত",Consistent
সংঘাতপূৰ্ণ শৰীৰ,Consistent system
কনছ&#39;ল,Consol
ক&#39;ন্সোল বিকন ব্যৱস্থাপ্ৰণালী,Consol beacon system
কনসলন,Consolan
কনছ&#39;ল,Console (=display unit)
কনছ&#39;ল ৰিচিভাৰ,Console receiver
দ্ৰৱণীয়,Consolute
অভিসৰণকাৰী বক্ৰ,Consolute curve
"সংযোজন উষ্ণতা, সংযোজন উষ্ণতা",Consolute temperature
কথোপকথনমূলক,Consonance
কথোপকথনমূলক,Consonant (note)
ব্যঞ্জন ধ্বনি,Consonant sound
স্পিন সুৰক্ষা,Consrvation of spin
ভেৰিয়েবল ভল্টেজ জেনেৰেটৰ,Consstant voltage generator
স্থিৰতা,Constancy
বেগৰ স্থিৰতা,Constancy of velocity
"স্থিৰ, স্থিৰ, স্থিৰ, স্থাৱৰ, অপৰিৱৰ্তিত, একেধৰণৰ",Constant
একেধৰণৰ ত্বৰণ,Constant acceleration
ধ্ৰুৱক কোণ,Constant amplitude
ভেৰিয়েবল মাত্ৰা ৰেকৰ্ডিং,Constant amplitude recording
ধ্ৰুৱক গড় ঘৰ্ষণ,Constant average friction
স্থিৰ উতলাংক,Constant boililng point
ভেৰিয়েবল কাৰেণ্ট জেনেৰেটৰ,Constant current generator
অপৰিৱৰ্তিত মডুলেচন,Constant current modulation (=Heising modulation)
স্থিৰ বিচ্যুতি প্ৰিজম,Constant deviation prism
অবিৰত প্ৰবাহ,Constant drift
ত্ৰুটি ঠিক কৰা হৈছে,Constant error
স্থিৰ বিফলতাৰ হাৰ,Constant failure rate
ধ্ৰুৱক প্ৰবাহ কেলৰিমিটাৰ,Constant flow calorimeter
ধ্ৰুৱক ফলন,Constant function
ফিক্সড টপ টেংক,Constant head tank
ষ্টেটিক তাপ সংৰক্ষণ,Constant heat summation
স্থিৰ হাইড্ৰষ্টেটিক চাপ,Constant hydrostatic pressure
স্থিতিশীল সঁজুলি,Constant level apparatus
ধ্ৰুৱক উত্তোলন সহগ,Constant life conefficient
নিৰন্তৰ উত্তোলন বিতৰণ,Constant lift distribution
ধ্ৰুৱক বোজা সহগ,Constant load factor
অচল আলোকসজ্জা ব্যৱস্থা,Constant luminance system
সহচলক সংখ্যা,Constant of aberration
কৰ্মক,Constant of action
গেলভেনোমিটাৰ সংবেদনশীলতা,Constant of galvanometer
মাধ্যাকৰ্ষণ বিন্দু,Constant of gravity
যন্ত্ৰ ধ্ৰুৱক,Constant of instrument
আনুপাতিকতা ধ্ৰুৱক,Constant of proportionallity
ধ্ৰুৱক প্ৰাচল,Constant parameter
ধ্ৰুৱক সমতা ক&#39;ড,Constant parity code
ফিক্সড প্ৰেচাৰ এস্পিৰেটৰ,Constant pressure aspirator
স্থিৰ চাপৰ গেছ থাৰ্মোমিটাৰ,Constant pressure gas thermometer
"ধ্ৰুৱক চাপৰ থাৰ্মোমিটাৰ, ধ্ৰুৱক চাপৰ থাৰ্মোমিটাৰ",Constant pressure thermometer
নিৰ্দিষ্ট অনুপাত,Constant proportion
অপৰিৱৰ্তিত প্ৰতিৰোধ গঠন,Constant resistance structure
ধাৰাবাহিক উদ্দীপনা পদ্ধতি,Constant stimuli method
ফিক্সচাৰ পুল,Constant temperature bath
ষ্টেবিলাইজিং ৰেগুলেটৰ,Constant temperature regulator
ধ্ৰুৱক পদ,Constant term
একেধৰণৰ বেগ,Constant velocity
ধ্ৰুৱক আয়তন গেছ-থাৰ্মোমিটাৰ,Constant volume gas thermometer
কনষ্টেন্টান,Constantan
বৰ্তনীটোৰ বৈশিষ্ট্য,Constants of circuit
নক্ষত্ৰমণ্ডল,Constellation
"ৰচনা, ৰচনা, গঠন",Constitution
পদাৰ্থৰ গঠন,Constitution of matter
বাধ্যতামূলক গতি,Constrained motion
বাধা,Constraint
সংকীৰ্ণ হোৱা,Constriction
বিসৰ্জনৰ সংকীৰ্ণতা,Constriction of discharge
"সৃষ্টি কৰা, নিৰ্মাণ কৰা",Construct
গঠন,Construction
বহনক্ষম হস্তক্ষেপ,Constructive interference
ব্যৱহৃত শক্তি,Consumed energy
"ব্যয়, উপভোগ, খৰচ",Consumption
"স্পৰ্শ, স্পৰ্শ, স্পৰ্শ",Contact
যোগাযোগ,Contact action
স্পৰ্শক কোণ,Contact angle
কন্টাক্ট ব্ৰেকাৰ,Contact breaker
যোগাযোগৰ ঠাই,Contact cross section
স্পৰ্শযোগ্য ডাবল লেন্স,Contact doublet
সংস্পৰ্শ বিভৱ হ্ৰাস,Contact drop
কন্টাক্ট লেন্স,Contact lens
যোগাযোগৰ ৰেখা,Contact line
"যোগাযোগ, যোগাযোগ",Contact maker
সংস্পৰ্শ ভৰ,Contact mass
টাচ্চ মাইক্ৰ&#39;ফোন,Contact microphone
সংস্পৰ্শৰ শব্দ,Contact noise
প্ৰথম ডিগ্ৰী স্পৰ্শ,Contact of the first order
যোগাযোগ পিন,Contact pin
যোগাযোগ বিন্দু,Contact point
সংস্পৰ্শ বিভৱ,Contact potencial difference
সংস্পৰ্শ বিভৱ,Contact potential
যোগাযোগ সম্ভাৱ্য ৰেজিষ্টৰ,Contact potential barrier
সংস্পৰ্শৰ চাপ,Contact pressure
যোগাযোগ প্ৰিন্ট যোগাযোগ প্ৰিন্ট,Contact print
স্পৰ্শ প্ৰিন্টিং,Contact printing
যোগাযোগৰ সমস্যা,Contact problem
টাচ ৰিচিভাৰ,Contact receptor
ধাতুৰ ৰেক্টিফায়াৰ,Contact rectifier (dry disc rectifier=metallilc rectifier)
সংস্পৰ্শ প্ৰতিৰোধ ক্ষমতা,Contact resistance
যোগাযোগ শ্ৰেণী,Contact series
সংস্পৰ্শৰ চাপ,Contact stress
স্পৰ্শ পৃষ্ঠা,Contact surface
যোগাযোগ টিউব,Contact tube
বৃত্ত স্পৰ্শ কৰক,Contact wheel
"যোগাযোগ, যোগাযোগ",Contactor
গৰ্ভনিৰোধক,Containment
কোৱাৰেণ্টাইনৰ সময়সীমা,Containment time
দূষণ কৰা,Contamination
কনট্ৰাষ্ট ডেভেলপাৰ,Contast developer
"বিষয়বস্তু, অংশ, আধা",Content
"continuum, ধাৰাবাহিকতা",Continuity
কন্টিনিউম নিয়ন্ত্ৰক,Continuity control
অৱস্থাৰ ধাৰাবাহিকতা,Continuity of state
কন্টিনিউম পৰীক্ষা,Continuity test
ধাৰাবাহিক উপপাদ্য,Continuity theorem
"অবিৰত, অবিচ্ছেদ্য, অবিচ্ছেদ্য, অবিৰত, অবিৰত",Continuous
অবিৰত শোষণ,Continuous absorption
নিৰন্তৰ শাস্তি,Continuous beam
অবিৰত ব্যৱস্থা,Continuous channel
ধাৰাবাহিক অভিসৰণ,Continuous convergence
অবিৰত প্ৰবাহ,Continuous current
অবিৰত মেচিন,Continuous duty machine
অবিৰত সীমা নিৰ্ধাৰণ,Continuous duty rating
অবিৰত ইলেক্ট্ৰ&#39;ড,Continuous electrode
ধাৰাবাহিক নিৰ্গমন সহগ,Continuous emission coefficient
নিৰন্তৰ প্ৰসাৰণ,Continuous expansion
অবিৰত আঁহ,Continuous filament
অবিৰত প্ৰবাহ থাৰ্মোমিটাৰ অবিৰত প্ৰবাহ কেলৰিমিটাৰ,Continuous flow calorimeter
অবিৰত কাৰ্য্য,Continuous function
অবিৰত ৰৈখিক এন্টেনা এৰে,Continuous linear antenna array
অবিৰত বোজা,Continuous loading
অবিৰত পদাৰ্থ,Continuous material
অবিৰত পদাৰ্থ,Continuous matter
অবিৰত মাধ্যম,Continuous medium
অবিৰত দোলন,Continuous oscillation
অবিৰত পুনৰাবৃত্তিমূলক কাৰ্য্য,Continuous periodic function
অবিৰত যাদৃচ্ছিক চলক,Continuous random variable
ধাৰাবাহিক সীমা,Continuous ratings
অবিৰত কাউণ্টাৰভোল্টেজ,Continuous reverse voltage
"অবিৰত বৰ্ণালী, অবিৰত স্কেল",Continuous spectrum
অব্যাহত থকা পৰ্যায়,Continuous state
কন্টিনিউয়াছ-ষ্ট্ৰিপ এৰিয়াল কেমেৰা,Continuous strip aerial camera
অবিৰত টাৰ্ম স্পেকট্ৰম,Continuous term spectrum
অবিৰত সময় ব্যৱস্থা,Continuous time systems
অবিৰত বাস্তৱ শোষণ,Continuous true absorption
অবিৰত ভ্যালেন্সি নিয়ম,Continuous valency rule
অবিৰত চলক,Continuous variable
অবিৰত তৰংগ মেগনেট্ৰন,Continuous wave magnetron
অবিৰত তৰংগ ৰাডাৰ,Continuous wave radar (C.W radar)
অবিৰত বিতৰণ কৰা বোজা,Continuously distributed load
অবিৰত লোড কৰা কেবল,Continuously loaded cable
"continuum, ধাৰাবাহিকতা",Continuum
"কনট্যুৰ, কনট্যুৰ, আউটলাইন, আউটলাইন, আকৃতি",Contour
(contour) চোকা কৰা,Contour accentuation (=crispening)
কনট্যুৰ-ঘনত্ব সূচক,Contour density indicator
কাউণ্টাৰ ইনজেকচন,Contra-injection
"চুক্তি কৰা, চুক্তি কৰা (ver.), চুক্তি কৰা, চুক্তি কৰা (n.)",Contract
সংকোচন,Contracted
সংকোচন,Contraction
সংকোচন শক্তি,Contraction energy
সংকোচন অনুমান,Contraction hypothesis
ইলেক্ট্ৰন সংকোচন,Contraction of electron
দৈৰ্ঘ্যৰ সংকোচন,Contraction of length
সংকোচন সময় স্কেল,Contraction time scale
controllto বাক্য,Contralto voice
প্ৰতি-কক্ষপথৰ দিশ,Contraorbital direction
আপেক্ষিক শৰীৰ,Contrarelated body
"কনট্ৰাষ্ট, কনট্ৰাষ্ট",Contrast
"কনট্ৰাষ্ট কন্ট্ৰল, কনট্ৰাষ্ট কন্ট্ৰল",Contrast control
কনট্ৰাষ্ট ইফেক্ট,Contrast effect
কনট্ৰাষ্ট স্প্ৰেড,Contrast expansion
কনট্ৰাষ্ট ফ্যাক্টৰ,Contrast factor
ৰিভাৰ্ছ গ্ৰেডিয়েণ্ট,Contrast gradient
বিষমতা,Contrast of colour
বিপৰীত চৌহদ,Contrast range
কনট্ৰাষ্ট ৰেচিঅ&#39;,Contrast ratio
কনট্ৰাষ্ট হ্ৰাস,Contrast rreduction
কনট্ৰাষ্ট সংবেদনশীলতা,Contrast sensitivity
বিপৰীতমুখী চৰিত্ৰ,Contrasting colour
বিপৰীতমুখী,Contraves
নিয়ন্ত্ৰণ,Control
"বেং-বেং টাইপ কন্ট্ৰল, সম্পূৰ্ণ চাৰ্ভো কন্ট্ৰল","Control ""bang-bang"""
নিয়ন্ত্ৰণ বাহু,Control arm
নিয়ন্ত্ৰণ কাৰ্ড,Control card
নিয়ন্ত্ৰণ বৈশিষ্ট্যসমূহ,Control characteristic
নিয়ন্ত্ৰণ বৰ্তনী,Control circuit
নিয়ন্ত্ৰণ টিক চেঞ্জাৰ,Control commutator
নিয়ন্ত্ৰণ পেনেল,Control counter
নিয়ন্ত্ৰণ ডেস্ক,Control desk (=director's consols)
নিয়ন্ত্ৰণ ডিভাইচ,Control device
নিয়ন্ত্ৰণ ইলেক্ট্ৰ&#39;ড,Control electrode
নিয়ন্ত্ৰণ পৰীক্ষা,Control experiment
নিয়ন্ত্ৰণ বিন্দু,Control field
নিয়ন্ত্ৰক গ্ৰীড,Control grid
এফেছিয়া নিয়ন্ত্ৰণ কৰক,Control hysteresis
নিয়ন্ত্ৰণ কৰা নিৰ্দেশনা,Control instruction
লাউডস্পীকাৰ নিয়ন্ত্ৰণ কৰক,Control ioud speaker
নিয়ন্ত্ৰণ উপাদান,Control member (=control element)
নিয়ন্ত্ৰণ প্ৰাচল,Control parameter
নিয়ন্ত্ৰণ মান,Control point
নিয়ন্ত্ৰণ প্ৰগ্ৰেম,Control program
"নিয়ন্ত্ৰণ পঞ্জীয়ন, নিয়ন্ত্ৰণ পঞ্জীয়ন",Control register (=programme counter)
নিয়ন্ত্ৰণ শাস্তি,Control rod (=power control rod)
নিয়ন্ত্ৰণ অংশ,Control section
নিয়ন্ত্ৰণ কেন্দ্ৰ,Control station
নিয়ন্ত্ৰণ ব্যৱস্থা,Control system
নিয়ন্ত্ৰণ তত্বাৱধান,Control test
টৰ্ক নিয়ন্ত্ৰণ কৰা,Control torque
শব্দ পথ নিয়ন্ত্ৰণ কৰক,Control track
নিয়ন্ত্ৰণ একক,Control unit
নিয়ন্ত্ৰণ চলকসমূহ,Control variable
নিয়ন্ত্ৰণ কৰা শব্দ,Control word
নিয়ন্ত্ৰণযোগ্যতা,Controllability
নিয়ন্ত্ৰণযোগ্য চলক,Controllable variable
নিয়ন্ত্ৰিত অঞ্চল,Controlled area
নিয়ন্ত্ৰিত বাহক,Controlled carrier (=floating carrier)
নিয়ন্ত্ৰিত পৰীক্ষা,Controlled experiment
স্কেনিং নিয়ন্ত্ৰণ কৰক,Controlled scan
নিয়ন্ত্ৰিত সংযোগ,Controlled valency
নিয়ন্ত্ৰক,Controller
নিয়ন্ত্ৰণকাৰী বল,Controlling force
চুম্বকীয় ক্ষেত্ৰ নিয়ন্ত্ৰণ কৰা,Controlling magnetic field
নিয়ন্ত্ৰণ বিন্দু,Controlling point
সংবহনীয় চাপৰ অঞ্চল,Convected pressure field
পৰিবহণ ব্যৱস্থা,Convecting system
সংবহন,Convection
কনভেয়িং পোষ্ট,Convection term
ভেছকুলাৰ আৰোহণ,Convectional ascent
ভেছকুলাৰ কোষ,Convectional cell
ভেছকুলাৰ তৰল পদাৰ্থৰ মাত্ৰা,Convectional condensation level
ভেছকুলাৰ কোৰ,Convective core
ভেছকুলাৰ নিষ্কাশন,Convective discharge
ভেছকুলাৰ অস্থিৰতা,Convective instability
ভেছকুলাৰ এৰিয়া,Convective region
নিয়মীয়া পাৰমাণৱিক ওজন,Conventional atomic weight
কাষ্টম স্পিনিং,Conventional spinning
"to converge, অভিসৰণ কৰা",Converge
"অভিসৰণ, অভিসৰণ",Convergence
অভিসৰণ ৰাশিফল,Convergence coil
অভিসৰণ নিয়ন্ত্ৰক,Convergence control
অভিসৰণকাৰী ইলেক্ট্ৰ&#39;ড,Convergence electrode
অভিসৰণ কাৰক,Convergence factor
অভিসৰণ সীমা,Convergence limit
অভিসৰণ ৰেখা,Convergence line
অভিসৰণকাৰী চুম্বক,Convergence magnet
অভিসৰণ বিন্দু,Convergence point
অভিসৰণ পৃষ্ঠা,Convergence surface
"converge (ver.), অভিসৰণ (n.)",Convergent
অভিসৰণ ব্যৱস্থা,Convergent channel
অভিসৰণকাৰী বিচ্ছিন্ন ভৰ,Convergent divergent nozzle
অভিসৰণকাৰী প্ৰবাহ,Convergent flow
অভিসৰণশীল পোহৰ,Convergent light
অভিসৰণকাৰী ভৰ,Convergent nozzle
অভিসৰণকাৰী ৰশ্মি,Convergent rays
কনভাৰ্জিং লেন্স,Convergents lens
অভিসৰণকাৰী লেন্স,Converging lens
অভিসৰণশীল পোহৰ,Converging light
অভিসৰণ ৰেখা,Converging line
"বিপৰীত, বিপৰীত",Converse
বিকৃতি চুম্বকীয়কৰণ প্ৰভাৱ,Converse magnetostrictie effect
বিপৰীত ইলেক্ট্ৰষ্টেটিক প্ৰভাৱ,Converse piezoelectric effect
VICA বিপৰীতে,Conversely
ৰূপান্তৰ,Conversion
ৰূপান্তৰ সহগ,Conversion coefficient
ৰূপান্তৰ পৰিবাহীতা,Conversion conductance (=conversion transconductance)
ৰূপান্তৰ দক্ষতা,Conversion efficiency
ৰূপান্তৰ ইলেক্ট্ৰন,Conversion electron
ৰূপান্তৰ ইলেক্ট্ৰন ৰেখা,Conversion electron line (=conversion line)
ৰূপান্তৰ কাৰক,Conversion factor
ৰূপান্তৰ ভগ্নাংশ,Conversion fraction
ৰূপান্তৰ লাভ,Conversion gain
ৰূপান্তৰ ক্ষতি,Conversion loss
শক্তি ৰূপান্তৰ,Conversion of energy
সূত্ৰ ৰূপান্তৰ,Conversion of formulas
এককৰ ৰূপান্তৰ,Conversion of units
টাৰ্নিং পইণ্ট,Conversion point
ৰূপান্তৰ টেবুল,Conversion table
ৰূপান্তৰ পৰিবাহীতা,Conversion transconductance
ৰূপান্তৰ ট্ৰেন্সডুচাৰ,Conversion transducer
ৰূপান্তৰ,Convert
ৰূপান্তৰিত মান,Converted value
ৰূপান্তৰক,Converter
কনভাৰ্টাৰ ৰিয়েক্টৰ,Converter reactor
চেঞ্জাৰ ভালভ,Converter valve
কনভাৰ্টিবল লেন্স,Convertible lens
উত্তল,Convex
উত্তল ভিত্তি,Convex base
উত্তল লেন্স,Convex lens
উত্তল কঠিন কোণ,Convex-solid angle
উত্তলতা,Convexity
উত্তল লেন্স,Convexo-concave lens
দ্বি উত্তল,Convexo-convex
তীব্ৰ গ্ৰহণ,Cookie-cutter intake
শীতল পদাৰ্থ,Coolant
শীতল পদাৰ্থৰ উষ্ণতাৰ প্ৰাচল,Coolant temperature parameter
"কুলান্ট, কুলাৰ",Cooler
কুলিজ টিউব,Coolidge tube
শীতল প্ৰভাৱ,Coolilng effect
শীতল কৰা,Cooling
শীতল পদাৰ্থ,Cooling agent
কুলিং প্লাণ্ট,Cooling plant
শীতল সৰ্পিল,Cooling worm
"তাম প্লেটেড তাঁৰ, তাম প্লেটেড তাঁৰ",Cooper-clad wire
সমবায় সম্প্ৰদায়,Cooperative assemble
সমবায়ৰ পৰিঘটনা,Cooperative phenomenon
সমবায় ব্যৱস্থা,Cooperative system (instrumentation)
"স্থানাংক, স্থানাংক, স্থানাংক",Coordinate
পৰিচালক অক্ষ,Coordinate axis
ডাইৰেক্টৰ ছেট,Coordinate set
"পৰিচালক স্থান, অৱস্থান ডাইৰেকটৰী",Coordinate space
"স্থানাংক ব্যৱস্থা, নিৰ্দেশনা ব্যৱস্থা",Coordinate system
স্থানাংক সঁজুলি,Coordinated tooling
স্থানাংক,Coordinates
সমন্বয় নিয়ন্ত্ৰক,Coordinating controller
কোপাল,Copal
কোপেল,Copel
তামৰ ক্ষতি,Coper loss
সমতল,Coplanar
সমতল বন্ধন,Coplanar bond
কোপ্লেনাৰ বল,Coplanar forces
ফ্লেট গ্ৰীড টিউব,Coplanar grid tubes
প্লেন মেছ,Coplanar network
সমতলতা,Coplanarity
কপাৰ ব্লক থাৰ্মোমিটাৰ,Copper block calorimeter
তাম-নিকেল,Copper nickel
তামৰ প্লেটেড শ্বীট,Copper-clad sheet
"কপি, কপি, কপি",Copy
কাৰ্বিনো ডিস্ক,Corbino disc
লেনয়াৰ্ড চাৰ্কিট,Cord circuit
peek-a-boo ব্যৱস্থা,Cordionnier system (=peek-a-boo-system)
কৰ্ডাইট,Cordite
প্ৰক্সিমেল উপাদান মডিউল,Cordwood module
মুখ্য,Core
কোৰ খণ্ড,Core breaker
মূল কেন্সাৰ,Core crab
কোৰ ড্ৰাইয়াৰ,Core drier
কোৰ ইলেক্ট্ৰন,Core electron
মূল শক্তি,Core energy
মূল লোকচান,Core loss
স্মৃতিশক্তিৰ ক্লান্তি,Corer dump (=storage dump =memory dump)
কোৰ ব্যাসাৰ্ধ,Corer radius
কোৰ এক্সজেষ্ট,Corer vent
"কোৰ-ৰেকৰ্ডিং, ক্ৰ’ডন বীজ নিষ্কাশন",Coring
মূল ডিভাইচ,Coring device
ক’ৰিঅ’লিছ ত্বৰণ,Coriolis acceleration
ক&#39;ৰিঅ&#39;লিছ পৰিৱৰ্তন,Coriolis correction
ক&#39;ৰিঅ&#39;লিছ প্ৰভাৱ,Coriolis effect
ক&#39;ৰিঅ&#39;লিছ বল,Coriolis force
Coriolis প্ৰাচল,Coriolis parameter
"কৰ্ক প্ৰেছ, কৰ্ক প্ৰেছ",Cork pressure
স্ক্ৰু নিয়ম,Cork rule
"কৰ্ক-টেক, কৰ্ক-টেক",Cork softner
"কৰ্ক-টেক, কৰ্ক-টেক",Cork squeezer
কৰ্ক টাইল,Cork tile
"কৰ্ক স্ক্ৰু এন্টেনা, কুণ্ডলিনি এন্টেনা",Corkscrew antenna (=helical aerial)
কিৰিত চিত্ৰক,Cornagraph
কোণৰ অনুপ্ৰৱেশ,Corner admittance
কোণৰ বিৱৰণ,Corner detail
বিচ্ছিন্ন কম্পাঙ্ক servo,Corner frequency servo
এংগেল লাউডস্পীকাৰ,Corner loudspeaker
কোণ প্ৰতিফলক,Corner reflector
এংগেল ৰিফ্লেক্টৰ এন্টেনা,Corner reflector antenna
কাৰ্নেট,Cornet
"কিৰিট, কৰোনা",Corona
কৰ&#39;না অষ্ট্ৰেলিয়া,Corona Australis
corona borealis,Corona Borealis
কিৰিট বিসৰ্জন,Corona discharge
ক্ষতিৰ ক্ষতি,Corona loss
