Punjabi,Assamese
ਵਟਾਂਦਰੇਯੋਗ,বিনিময়যোগ্য
ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ,বিনিময়যোগ্য এচিডিটি
ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP),বিনিময়যোগ্য ছডিয়াম শতাংশ (ESP)
ਈ.ਐੱਸ.ਪੀ.,ই এছ পি.
ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ,বিনিময় এচিডিটি
ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ,এক্সচেঞ্জ কমপ্লেক্স
ਨਿਕਾਸ,নিষ্কাশন
ਪ੍ਰਗਟ ਮੁਕੰਮਲ,উন্মুক্ত ফিনিচিং
ਆਈ,নয়ন
ਅੱਖ ਦਾ ਭਾਂਡਾ,চকুৰ ভ্ৰূ
ਸਾਹਮਣਾ ਕਰਨਾ,মুখামুখি
ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,বন্ধনৰ সন্মুখীন হোৱা
ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ,সুৰক্ষাৰ কাৰক
ਗਿਰਾਵਟ,পৰি যোৱা
ਫੇਸੀਆ,ফেচিয়া
ਫੇਸੀਆ ਬੋਰਡ,ফেচিয়া বৰ্ড
ਨੁਕਸ,দোষ
ਖੇਤ ਦੀ ਨਮੀ,পথাৰ আৰ্দ্ৰতা
ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ,চূড়ান্ত আৰ্দ্ৰতাৰ সমতুল্য
ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ),ফিলেট (মৰ্টাৰৰ)
ਫਾਈਨਲ,চূড়ান্ত
ਅੰਤਮ ਮਾਪ,চূড়ান্ত জোখ-মাখ
ਅੰਤਿਮ ਭੁਗਤਾਨq,চূড়ান্ত পেমেণ্টq
ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ,চূড়ান্ত প্ৰি ষ্ট্ৰেছ
ਅੰਤਮ ਤਣਾਅ,চূড়ান্ত উত্তেজনা
ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ,আৰ্থিক সম্ভাৱনীয়তা
ਵਧੀਆ ਕੁੱਲ,মিহি গোটা পদাৰ্থ
ਫਿਸਰਡ ਚੱਟਾਨ,ছিন্নভিন্ন শিল
ਝੰਡਾ ਪੱਥਰ,পতাকা শিল
ਫਲੇਮਿਸ਼ ਬਾਂਡ,ফ্লেমিছ বন্ধন
ਫਲੈਸ਼ਿੰਗ,ফিচফিচাই থকা
ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ,ঝলমলীয়া ধাৰা
ਫਲੈਟ ਛੱਤ,সমতল চাল
ਫਲੇਚੇ,ফ্লেচে
ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ,ফ্লেমিছ বাগিচাৰ দেৱালৰ বন্ধন
Flint,ফ্লিন্ট
Flint ਕੰਧ,ফ্লিণ্টৰ দেৱাল
ਫਲੋਟਿੰਗ ਮੰਜ਼ਿਲ,ভাসমান মজিয়া
ਫਲੋਕੂਲੇਸ਼ਨ,ফ্লকুলেচন
ਫਲੋਕੂਲੇਸ਼ਨ ਸੀਮਾ,ফ্লকুলেচন সীমা
ਫਲੋਕੂਲੇਸ਼ਨ ਅਨੁਪਾਤ,ফ্লকুলেচন অনুপাত
ਫਲੋਕੂਲਸ,ফ্লকুলেছ
ਮੰਜ਼ਿਲ,মজিয়া
ਮੰਜ਼ਿਲ ਸੀਲ,মজিয়াৰ ছীল
ਪ੍ਰਵਾਹ,বৈ অহা
ਉਤਰਾਅ-ਚੜ੍ਹਾਅ,উঠা-নমা
ਫੁੱਟਿੰਗ,ফুটিং
ਬੁਨਿਆਦ,ভেঁটি
ਫਰੀ ਫਾਲ ਬੈਰੋ ਟਾਪਿੰਗ ਮਿਕਸਰ,ফ্ৰী ফ&#39;ল বেৰ&#39; টপিং মিক্সাৰ
ਫਰੀ ਫਾਲ ਮਿਕਸਰ (ਡਰੱਮ ਦੀ ਕਿਸਮ),ফ্ৰী ফ&#39;ল মিক্সাৰ (ড্ৰাম টাইপ)
ਮੁਫ਼ਤ ਪੱਥਰ,মুক্ত শিল
ਫਰੈੱਸਟ,ফ্ৰেছেট
ਰਗੜ ਢੇਰ,ঘৰ্ষণৰ স্তূপ
ਡੱਡੂ,ভেকুলী
ਗੇਬਲ,গেবল
ਗੈਬਲੇਟ,গেবলেট
Gambrel ਛੱਤ,গাম্ব্ৰেলৰ চাল
ਗੇਜ,জোখ লোৱা
ਗੇਜਿੰਗ ਸੈਕਸ਼ਨ,গেজিং অংশ
ਗੇਜਿੰਗ ਸਟੇਸ਼ਨ,গেজিং ষ্টেচন
ਆਮ ਟਿਕਾਣਾ ਯੋਜਨਾ,সাধাৰণ স্থান পৰিকল্পনা
ਆਮ ਹਵਾਦਾਰੀ,সাধাৰণ বায়ু চলাচল
G ਹੋਰੀਜ਼ਨ ਜਾਂ ਗਲੇ ਹੋਰੀਜ਼ਨ,G দিগন্ত বা গ্লে দিগন্ত
ਤੱਕ ਗਲੇਸ਼ੀਅਲ,হিমবাহৰ টিল
ਗਨੀਸ,গ্নেইছ
ਮਾਲ ਵਿਹੜਾ,সামগ্ৰীৰ চোতাল
ਗਰੇਡੀਐਂਟ ਪ੍ਰਤੀਰੋਧ,গ্ৰেডিয়েণ্ট ৰেজিষ্টেন্স
ਗ੍ਰੇਨਾਈਟ,গ্ৰেনাইট
ਦਾਣੇਦਾਰ ਬਣਤਰ,দানাদাৰ গঠন
ਗ੍ਰੇਨੂਲੇਸ਼ਨ,গ্ৰেনুলেচন
ਗ੍ਰੈਨਿਊਲ,গ্ৰেনুল
ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਪਾਣੀ ਮੁਕਤ ਪਾਣੀ,মহাকৰ্ষণীয় পানীমুক্ত পানী
ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਯਾਰਡ,মহাকৰ্ষণীয় চোতাল
ਮਹਾਨ ਮਿੱਟੀ ਸਮੂਹ,মহান মাটিৰ গোট
ਗ੍ਰਿਲੇਜ ਬੁਨਿਆਦ,গ্ৰীলেজ ফাউণ্ডেচন
ਜ਼ਮੀਨੀ ਹੱਥ ਮੋਲਡਿੰਗ,গ্ৰাউণ্ড হেণ্ড মল্ডিং
ਸਮੂਹਬੱਧ ਡੌਕ,গ্ৰুপ কৰা ডক
ਗਰੁੱਪ ਹਾਊਸਿੰਗ,গ্ৰুপ হাউছিং
ਮਹਿਮਾਨ ਕਮਰਾ,অতিথিশালা
ਗਟਰ,নালা
ਗਟਰ ਚੁੱਕਣ ਵਾਲਾ,নালা বাহক
ਗਟਰ ਚੈੱਕ,নালা পৰীক্ষা
ਹੈਮਰ ਡਰੈਸਿੰਗ,হাতুৰীৰে ড্ৰেছিং
ਬੰਦਰਗਾਹ,বন্দৰ
ਪਨਾਹ ਦੀ ਬੰਦਰਗਾਹ,আশ্ৰয়ৰ বন্দৰ
ਹਾਰਡ ਪੈਨ,কঠিন কেৰাহী
ਸਿਰਲੇਖ,হেডাৰ
ਹੈਡਰ ਬਾਂਡ,হেডাৰ বণ্ড
ਹੈਡਰ ਕੋਰਸ,হেডাৰ পাঠ্যক্ৰম
ਮੁੱਖ ਗੇਟ ਬਣਤਰ,হেড গেটৰ গঠন
ਨਹਿਰ ਦਾ ਮੁਖੀ,খালৰ মূৰ
ਹੈੱਡ ਰੈਗੂਲੇਟਰ,হেড ৰেগুলেটৰ
ਹੈਰਿੰਗ ਹੱਡੀ ਬੰਧਨ,হেৰিং হাড়ৰ বন্ধন
ਦਿਲਦਾਰ,হৃদয়স্পৰ্শী
ਗਿੱਲਾ ਕਰਨ ਦੀ ਗਰਮੀ,তিয়াই থোৱাৰ তাপ
ਉੱਚ ਐਲੂਮਿਨਾ ਸੀਮਿੰਟ,উচ্চ এলুমিনা চিমেণ্ট
ਕਮਰ,কঁকাল
ਹਿੱਪ ਕੈਪਿੰਗ,হিপ কেপিং
ਛੁਪੇ ਸਿਰੇ,হিপড এণ্ড
ਹੁੱਡ,ডকাইত
ਹੁੱਡ ਮੋਲਡਿੰਗ,হুড মল্ডিং
ਹੁੱਕ ਦਾ ਕਾਨੂੰਨ,হুক’ৰ আইন
ਹੂਪ ਲੋਹਾ,হুপ লোহা
ਹੋਰੀਜ਼ਨ,দিগন্ত
ਨਮੀ,আৰ্দ্ৰকৰণ
"ਨਮੀ, ਪੂਰਨ","আৰ্দ্ৰতা, নিৰপেক্ষ"
"ਨਮੀ, ਰਿਸ਼ਤੇਦਾਰ","আৰ্দ্ৰতা, আপেক্ষিক"
ਹੰਪ ਵਿਹੜਾ,হাম্প চোতাল
ਹਾਈਡ੍ਰੌਲਿਕ ਦਬਾਅ,হাইড্ৰলিক চাপ
ਹਾਈਡ੍ਰੇਸ਼ਨ,জলসিঞ্চন
ਹਾਈਡ੍ਰੌਲਿਸਿਸ,হাইড্ৰ’লাইছিছ
ਹਾਈਡਰੋਲਾਈਟਿਕ ਐਸਿਡਿਟੀ,হাইড্ৰ’লাইটিক এচিডিটি
ਹਾਈਡ੍ਰੋਮੋਰਫਿਕ ਮਿੱਟੀ,জলৰূপী মাটি
ਹਾਈਡ੍ਰੋਫਿਲਿਕ ਕੋਲਾਇਡ,হাইড্ৰফিলিক কলয়ড
ਹਾਈਡ੍ਰੋਫੋਬਿਕ ਕੋਲਾਇਡ,হাইড্ৰ’ফ’বিক কলয়ড
ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ ਦਬਾਅ ਅਨੁਪਾਤ,হাইড্ৰ’ষ্টেটিক চাপৰ অনুপাত
ਹਾਈਗਰੋਸਕੈਪਟਿਕ ਗੁਣਾਂਕ,হাইগ্ৰ’স্কেপ্টিক সহগ
ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ,হাইগ্ৰস্কোপিক আৰ্দ্ৰতা
ਹਾਈਡ੍ਰੋਸਕੋਪੀਸੀਟੀ,হাইড্ৰস্কোপিচিটি
ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ,হাইগ্ৰস্কোপিক আৰ্দ্ৰতা
ਹਾਈਪਰਬਰਿਕ ਚੈਂਬਰ,হাইপাৰবেৰিক চেম্বাৰ
ਹਾਈਪਰਸਟੈਟਿਕ ਫਰੇਮ,হাইপাৰষ্টেটিক ফ্ৰেম
ਹਾਈਪਸੋਮੀਟਰ,হাইপছ’মিটাৰ
ਪ੍ਰਕਾਸ਼,আলোকসজ্জা
ਇਮਬਿਬੇਸ਼ਨ ਨਮੀ,ইম্বিবেচন আৰ্দ্ৰতা
ਅਸ਼ੁੱਧ ਮਿੱਟੀ,অপৰিপক্ক মাটি
ਜਬਤ ਡੌਕ,জব্দ কৰা ডক
ਜ਼ਮੀਨੀ ਮਾਲੀਏ ਵਿੱਚ ਵਾਧਾ,ভূমিৰ ৰাজহ বৃদ্ধি
ਸੁਤੰਤਰ ਪਾੜ,স্বতন্ত্ৰ মৰাপাট
ਇੰਡਿਊਰੇਟਿਡ,কঠিন
ਸ਼ੁਰੂਆਤੀ ਪ੍ਰੀਸਟਰੈਸ,প্ৰাৰম্ভিক প্ৰিষ্ট্ৰেছ
ਸ਼ੁਰੂਆਤੀ ਤਣਾਅ,প্ৰাৰম্ভিক উত্তেজনা
ਅੰਦਰੂਨੀ ਜਲ ਮਾਰਗ ਬੰਦਰਗਾਹ,অভ্যন্তৰীণ জলপথ বন্দৰ
ਇੰਸੂਲੇਟਿੰਗ ਬੋਰਡ,ইনচুলেটিং বৰ্ড
ਵਿਚਕਾਰਲਾ ਪੋਰਟ,মধ্যৱৰ্তী বন্দৰ
ਅੰਦਰੂਨੀ ਰਗੜ,আভ্যন্তৰীণ ঘৰ্ষণ
ਇੰਟਰਾਜ਼ੋਨਲ ਮਿੱਟੀ,ইন্ট্ৰাজ’নেল মাটি
ਆਇਨ,আয়ন
ਆਇਨ ਐਕਸਚੇਂਜ,আয়ন বিনিময়
ਲੋਹੇ ਦਾ ਪੈਨ,লোহাৰ কেৰাহী
ਸਿੰਜਾਈ ਵਾਲੀ ਜ਼ਮੀਨ,জলসিঞ্চিত মাটি
ਸਿੰਚਾਈ,জলসিঞ্চন
ਸਿੰਚਾਈ ਸੈੱਸ,জলসিঞ্চনৰ চেছ
ਜਾਮ,জাম্ব
ਜੌਗਲ,জগল কৰক
ਜੌਗਲ ਪਿੰਨ,জগল পিন
ਜੂਲ,জৌলে
ਜੰਪਰ,জাম্পাৰ
ਕਿਲੋਗ੍ਰਾਮ,কিলোগ্ৰাম
ਕਿਲੋਗ੍ਰਾਮ ਬਲ,কিলোগ্ৰাম বল
ਕਿਲੋਗ੍ਰਾਮ ਫੋਰਸ ਮੀਟਰ,কিলোগ্ৰাম বল মিটাৰ
ਕਿਲੋਵਾਟ ਘੰਟਾ,কিলোৱাট ঘন্টা
ਰਾਜਾ ਬੰਦ,ৰজা বন্ধ
ਰਸੋਈ,পাকঘৰ
ਲੇਸਡ ਕਾਲਮ,লেচযুক্ত স্তম্ভ
ਪਛੜ ਰਿਹਾ ਹੈ,পিছ পৰি থকা
ਲਮੇਲਾ ਜੜ੍ਹ,লেমেলা শিপা
ਲੈਮਿਨਰ ਵਹਾਅ,লেমিনাৰ প্ৰবাহ
ਲੈਂਪ ਮੋਰੀ,লেম্পৰ ফুটা
ਜ਼ਮੀਨ ਦਾ ਵਾਧਾ,ভূমি বৃদ্ধি
ਲੈਂਡ ਸਲਾਈਡਿੰਗ,ভূমি পিছলি যোৱা
ਲੈਟਰਾਈਟ,লেটাৰাইট
ਲੈਟਰਾਈਟ ਮਿੱਟੀ,লেটাৰাইট মাটি
ਵੱਡੀ ਗਿਣਤੀ ਦਾ ਕਾਨੂੰਨ,বৃহৎ সংখ্যকৰ নিয়ম
ਖਾਕਾ ਯੋਜਨਾ,বিন্যাস পৰিকল্পনা
ਲੇਜ਼ਰ,লেজাৰ
ਚੂਨਾ ਪੈਨ,চূণৰ কেৰাহী
ਲਿੰਟਲ,লিণ্টেল
ਤਰਲ ਸੀਮਾ,তৰল সীমা
ਲਾਈਵ ਲੋਡ,লাইভ লোড
ਲੋਮ,লোম
ਸਥਾਨਕ ਨਿਕਾਸ ਹਵਾਦਾਰੀ,স্থানীয় এক্সজেষ্ট ভেণ্টিলেচন
ਲੋਕੋ ਵਿਹੜਾ,লোকো চোতাল
ਲੋਸ,ল&#39;ছ
ਘੱਟ ਪਲਾਸਟਿਕ ਸੀਮਾ,প্লাষ্টিকৰ সীমা কম কৰা
ਘੱਟ ਗਰਮੀ ਸੀਮਿੰਟ,কম তাপত চিমেণ্ট
ਮਸ਼ੀਨ ਮੋਲਡਿੰਗ,মেচিন মল্ডিং
ਮੈਕਰੋਸਟ੍ਰਕਚਰ,বৃহৎ গঠন
ਮੁੱਖ ਹੈੱਡ ਰੈਗੂਲੇਟਰ,মূল মূৰ নিয়ন্ত্ৰক
ਮੁੱਖ ਪੋਰਟ,মূল বন্দৰ
ਮੇਕਅਪ ਏਅਰ,মেকআপ এয়াৰ
ਮਾਨਸਾਰਡ,মানচাৰ্ড
ਮਾਰਸ਼ਲਿੰਗ ਯਾਰਡ,মাৰ্শ্বেলিং গজ
ਚਿਣਾਈ,শিলৰ কাম
ਪਰਿਪੱਕ ਤਾਪਮਾਨ,পৰিপক্ক উষ্ণতা
ਮੇਜ਼ਾਨਾਈਨ ਮੰਜ਼ਿਲ,মেজেনিন মজিয়া
ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ,যান্ত্ৰিক বিশ্লেষণ
ਮਕੈਨੀਕਲ ਹਵਾਦਾਰੀ,যান্ত্ৰিক বায়ু চলাচল
ਮੈਟ੍ਰਿਕ ਸਿਸਟਮ,মেট্ৰিক ব্যৱস্থা
ਮਾਈਕਰੋਸਟ੍ਰਕਚਰ,অণুগাঁথনি
ਮਿਲਿ ਬਰਾਬਰ,মিলি সমতুল্য
ਮਿਲੀ ਬਰਾਬਰ ਪ੍ਰਤੀ ਲੀਟਰ,প্ৰতি লিটাৰত মিলি সমতুল্য
ਖਣਿਜ,খনিজ পদাৰ্থ
ਖਣਿਜ ਮਿੱਟੀ,খনিজ মাটি
ਮਾਮੂਲੀ ਪੋਰਟ,সৰু বন্দৰ
Mitred ਬੰਦ,মাইট্ৰেড বন্ধ
ਮੋਬਾਈਲ ਮਿੱਟੀ ਕੋਲਾਇਡ,চলন্ত মাটিৰ কলয়ড
ਨਮੀ ਸਮੱਗਰੀ,আৰ্দ্ৰতা
ਨਮੀ ਗਰੇਡੀਐਂਟ,আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট
ਮੋਨੋਲਿਥ,মনোলিথ
ਮੋਨੋਰੇਲ,মনোৰেল
ਨੈਸ਼ਨਲ ਹਾਰਬਰ ਕੌਂਸਲ,ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ
ਕੁਦਰਤੀ ਬਿਸਤਰਾ,প্ৰাকৃতিক বিচনা
ਕੁਦਰਤੀ ਮੁਕੰਮਲ,প্ৰাকৃতিক ফিনিচিং
ਕੁਦਰਤੀ ਬੰਦਰਗਾਹ,প্ৰাকৃতিক বন্দৰ
ਕੁਦਰਤੀ ਹਵਾਦਾਰੀ,প্ৰাকৃতিক বায়ু চলাচল
ਨੇਵਲ ਬੰਦਰਗਾਹ,নৌসেনাৰ বন্দৰ
ਨਿਊਟਨ,নিউটন
ਗੈਰ ਇਕਸਾਰ ਵਹਾਅ,নন ইউনিফৰ্ম প্ৰবাহ
ਪਾਣੀ ਦੀ ਦਰ &#39;ਤੇ ਕਬਜ਼ਾ ਕਰਦਾ ਹੈ,পানীৰ হাৰ দখল কৰে
ਤੇਲ ਰੰਗਤ,তেলৰ ৰং
ਤੇਲ ਖੂਹ ਸੀਮਿੰਟ,তেলৰ কুঁৱাৰ চিমেণ্ট
ਚੈਨਲ ਦਾ ਪ੍ਰਵਾਹ ਖੋਲ੍ਹੋ,মুকলি চেনেলৰ প্ৰবাহ
ਸਰਵੋਤਮ ਨਮੀ,অনুকূল আৰ্দ্ৰতা
ਜੈਵਿਕ ਮਿੱਟੀ,জৈৱিক মাটি
ਸਥਿਤੀ,অভিবিন্যাস
ਆਰਥੋਗੋਨਲ,অৰ্থোগনেল
ਓਰਟਸਟਾਈਨ,অৰ্টষ্টেইন
ਬਾਹਰੀ ਸੰਕੇਤ,বাহিৰৰ সংকেত
ਆਕਸੀਕਰਨ,অক্সিডেচন
ਪੈਂਟਰੀ,পেণ্ট্ৰি
ਪੈਰਾਪੇਟ,পেৰাপেট
ਪੈਰਾਪੇਟ ਕੰਧ,পেৰাপেটৰ দেৱাল
ਮਾਪੇ ਸਮੱਗਰੀ,অভিভাৱকৰ সামগ্ৰী
ਪੇਬਲ ਕਾਸਟ ਪਲਾਸਟਰ,শিলগুটি ঢালাই প্লাষ্টাৰ
ਪੈਡਲਫਰ,পেডালফাৰ
ਪੈਡੋਕਲ,পেড&#39;কেল
ਪੀਡੋਜਨੇਸਿਸ,পেড’জেনেছিছ
ਪੈਡੌਲੋਜੀ,পেড’লজি
ਪੀਡੋਸਫੀਅਰ,পেড’স্ফিয়াৰ
ਪੈਨੇਟ੍ਰੋਮੀਟਰ,পেনেট্ৰ’মিটাৰ
ਪੈਂਟ ਛੱਤ,পেণ্ট ছাদ
ਪੈਪਟਾਈਜ਼ਿੰਗ ਏਜੰਟ,পেপটাইজিং এজেণ্ট
ਵਿਸ਼ਲੇਸ਼ਣ ਦੀ ਮਿਆਦ,বিশ্লেষণৰ সময়ছোৱা
ਪਰਪੇਂਡ,পাৰ্পেণ্ড
ਸ਼ੋਸ਼ਣ,পাৰ্চৰ্পচন
ਪੀਅਰ,ঘাট
ਪਿਲਾਸਟਰ,পিলাষ্টাৰ
ਪਿੱਚ,চূড়া
ਟੋਏ ਵਾਲੀ ਛੱਤ,পিচড ছাদ
ਸਾਦਾ ਕੰਕਰੀਟ,সাধাৰণ কংক্ৰিট
ਪਲੇਨ ਕੋਣ,সমতল কোণ
ਸਾਦਾ ਵਿਹੜਾ,সাধাৰণ চোতাল
ਪਲੈਨਸੋਲ,প্লেনছল
ਪਲਾਸਟਿਕ ਇਕਸਾਰਤਾ,প্লাষ্টিকৰ স্থায়িত্ব
ਪਲਾਸਟਿਕਤਾ,প্লাষ্টিচিটি
ਪਲਾਸਟਿਕਤਾ ਸੂਚਕਾਂਕ,প্লাষ্টিচিটি সূচকাংক
ਪਲਾਸਟਿਕ ਸੀਮਾ,প্লাষ্টিচিটিৰ সীমা
ਪਲਾਸਟਿਕ ਸੀਮਾ,প্লাষ্টিচিটিৰ পৰিসৰ
ਪਲੇਟੀ ਬਣਤਰ,প্লেটি গঠন
ਪਲਿੰਥ,প্লিন্থ
ਹਲ ਮਿੱਟੀ,হাল বোৱা মাটি
Plum ਪੱਥਰ,প্লামৰ শিল
ਪੋਡਜ਼ੋਲ,পডজোলে
ਇਸ਼ਾਰਾ,আঙুলিয়াই দি
ਬਹੁਭੁਜ ਕੰਧ,বহুভুজীয়া বেৰ
ਪੋਰ ਸਪੇਸ,ছিদ্ৰৰ স্থান
ਪੋਰਟ,বন্দৰ
ਸਕਾਰਾਤਮਕ ਹਵਾਦਾਰੀ,পজিটিভ ভেন্টিলেচন
ਪ੍ਰੈਰੀ ਮਿੱਟੀ,প্ৰেয়ৰী মাটি
ਸ਼ੁੱਧਤਾ,নিখুঁততা
ਪ੍ਰਾਇਮਰੀ ਕਣ,প্ৰাথমিক কণা
ਪ੍ਰਿਜ਼ਮੈਟਿਕ ਬਣਤਰ,প্ৰিজমেটিক গঠন
ਲਾਭਕਾਰੀ ਕੰਮ,উৎপাদনশীল কাম
ਪ੍ਰੋਜੈਕਟ ਜਾਇਜ਼ਤਾ,প্ৰকল্পৰ ন্যায্যতা
ਸੁਰੱਖਿਆ ਦਾ ਕੰਮ,সুৰক্ষামূলক কাম
ਸੂਡੋ-ਮਾਈਸੀਲੀਅਮ,ছ্যুড’-মাইচেলিয়াম
ਛੱਪੜ,পুখুৰী
ਪੁੱਗਿੰਗ,পাগিং
ਪਿਊਮਿਸ,পিউমিচ
ਪੰਚ,পাঞ্চিয়ন
ਕਠਪੁਤਲੀ,পুতলা
ਪੁਟਲੌਗ,পুটলগ
ਪੁਟਲੌਗ ਸਕੈਫੋਲਡ,পুটলগ মৰাপাট
ਮਾਤਰਾ ਸਰਵੇਖਣ,পৰিমাণ জৰীপকাৰী
ਖੱਡ ਦਾ ਰਸ,শিলৰ ৰস
ਕਵੇ,ঘাট
ਰਾਣੀ ਬੰਦ,কুইন বন্ধ
ਕੋਇਨ,কুইইন
ਬੇੜਾ ਬੁਨਿਆਦ,ৰাফ্ট ফাউণ্ডেচন
ਰੇਕਰ,ৰেকাৰ
ਰੈਕਿੰਗ,ৰেকিং
ਰੈਕਿੰਗ ਬਾਂਡ,ৰেকিং বণ্ড
ਰੈਕਿੰਗ ਫਲੈਸ਼ਿੰਗ,ৰেকিং ফ্লেছিং
ਤੇਜ਼ੀ ਨਾਲ ਵੱਖ-ਵੱਖ ਵਹਾਅ,দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ
ਰਿਕਵਰੀਯੋਗ ਭੁਗਤਾਨ,আদায়যোগ্য পেমেণ্ট
ਲਾਲ ਧਰਤੀ,ৰঙা মাটি
ਲਾਲ ਦੋਮਟ,ৰঙা লোম
ਰੈਗੂਲੇਟਰ,নিয়ন্ত্ৰক
ਰੈਗੂਰ ਜਾਂ ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ,ৰেগুৰ বা ক’লা কপাহী মাটি
ਮੁੜ ਅਦਾਇਗੀ ਦਾ ਇਕਰਾਰਨਾਮਾ,ৰিপেমেণ্ট চুক্তি
ਬਕਾਇਆ ਸੰਕੁਚਨ,অৱশিষ্ট সংকোচন
ਬਕਾਇਆ ਮਿੱਟੀ,অৱশিষ্ট মাটি
ਪ੍ਰਗਟ,প্ৰকাশ কৰা
ਪਿੰਨ ਪ੍ਰਗਟ ਕਰੋ,পিন প্ৰকাশ কৰক
ਟਾਈ ਪ੍ਰਗਟ ਕਰੋ,টাই প্ৰকাশ কৰক
ਰਿਜ,ৰিজ
ਰਿਜ ਕੈਪਿੰਗ,ৰিজ কেপিং
ਨਦੀ,নদী
ਸੜਕ ਦੀ ਸਥਿਤੀ,ৰোড ষ্টেড
ਮੋਟਾ ਪਲਾਸਟਰ,ৰুক্ষ প্লাষ্টাৰ
ਮਲਬਾ,ধ্বংসাৱশেষ
ਮਲਬੇ ਦੀ ਚਿਣਾਈ,ধ্বংসাৱশেষৰ শিলৰ কাম
ਮਲਬੇ ਦੀ ਕੰਧ,ধ্বংসাৱশেষৰ দেৱাল
ਚੱਲ ਰਿਹਾ ਮਾਪ,চলি থকা জোখ-মাখ
ਸੁਰੱਖਿਅਤ ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ,নিৰাপদ বহন ক্ষমতা
ਲੂਣ ਗਲੇਜ਼,নিমখৰ গ্লেজ
ਨਮੂਨਾ ਦਾ ਆਕਾਰ,নমুনাৰ আকাৰ
ਨਮੂਨਾ ਵੰਡ,নমুনা বিতৰণ
ਨਮੂਨਾ ਲੈਣ ਵਿੱਚ ਗੜਬੜ,নমুনা সংগ্ৰহৰ ভুল
ਰੇਤ,বালি
ਰੇਤ ਮੁਕੰਮਲ,বালিৰ ফিনিচিং
ਰੇਤ ਹੱਥ ਮੋਲਡਿੰਗ,বালিৰ হাতৰ মল্ডিং
ਸੈਂਡਿੰਗ,ছেণ্ডিং
ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ,সংপৃক্ত মাটি
ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ ਦਾ ਪੇਸਟ,সংপৃক্ত মাটিৰ পেষ্ট
ਸੰਤ੍ਰਿਪਤ ਐਬਸਟਰੈਕਟ,চেচুৰেচন এক্সট্ৰেক্ট
ਸੰਤ੍ਰਿਪਤ ਪ੍ਰਤੀਸ਼ਤਤਾ,চেচুৰেচন শতাংশ
ਸਾਸਰ ਗੁੰਬਦ,চচৰ গম্বুজ
ਸਕੈਫੋਲਡ,মৰাপাট
ਸ਼ਿਸਟ,শ্বিষ্ট
ਸਮੁੰਦਰੀ ਬੰਦਰਗਾਹ,সাগৰীয় বন্দৰ
ਗੁਪਤ ਗਟਰ,গোপন নালা
ਦੂਜਾ,দ্বিতীয়
ਸੈਡੀਮੈਂਟੇਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ,পলস বিশ্লেষণ
ਅਰਧ-ਨਕਲੀ ਬੰਦਰਗਾਹ,অৰ্ধকৃত্ৰিম বন্দৰ
ਸੈਮੀ ਟਾਈਡਲ ਡੌਕ,অৰ্ধ জোৱাৰ-ভাটাৰ ডক
ਬਜ਼ੁਰਗ,চেনিল
ਸ਼ੈਲ,শ্বেল
ਸ਼ੀਟ ਦੇ ਢੇਰ,শ্বীটৰ স্তূপ
ਸੁੰਗੜਨ ਦੀ ਸੀਮਾ,সংকোচনৰ সীমা
ਸ਼ਟਰਿੰਗ,শ্বাটাৰিং
ਸਿਏਲੀਟਿਕ ਮਿੱਟੀ,চিয়ালিটিক মাটি
ਸੀਰੋਜ਼ਮ,ছিয়েৰ’জেম
ਸਿਲ,চিল
ਗਾਦ,পলি
ਸਿੰਗਲ ਫਲੇਮਿਸ਼ ਲਹੂ,একক ফ্লেমিছ তেজ
ਸਿੰਗਲ ਦਾਣੇਦਾਰ ਬਣਤਰ,একক দানাযুক্ত গঠন
