Malayalam,Telugu
ഡ്രാഗൺ,డ్రాగన్
ഡ്രോമെഡേറിയൻ,డ్రోమెడిరియన్
ഡ്രോമെഡറി,డ్రోమెడరీ
ഡ്രോമണ്ട്,డ్రోమండ్
ഇരട്ട,ద్వంద్వ
ഇരട്ട സഖ്യം,ద్వంద్వ కూటమి
ഡ്യുവൽ എന്റന്റ്,ద్వంద్వ ఉద్దేశం
ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ),ద్వంద్వ వ్యవస్థ (=ద్వంద్వ ప్రభుత్వం)
ഡ്യൂക്ക്,డ్యూక్
ഡുമ,డూమా
വാമനാവതാരം,వామన అవతారం
രാജവംശം,రాజవంశం
രാജവംശം,రాజవంశం
കഴുകൻ,డేగ
മൂപ്പൻ,పెద్ద మనిషి
ഏൾ,ఎర్ల్
എർൾഡം,ఎర్ల్డమ్
ആദ്യകാല ഗുപ്തർ,తొలి గుప్తులు
ആദ്യകാല (ചരിത്രപരമായ) സൈറ്റുകൾ,ప్రారంభ (చారిత్రక) సైట్లు
ആദ്യകാല വേദകാലം,ప్రారంభ వేద కాలం
എക്ലീസിയ,ఎక్లేసియా
തിരിച്ചടവിന്റെ ശാസന,పునరుద్ధరణ శాసనం
എട്ട് മടക്ക പാത,ఎనిమిది రెట్లు మార్గం
മൂപ്പന്മാർ,పెద్దలు
മുതിർന്ന രാഷ്ട്രതന്ത്രജ്ഞൻ (=ജനറോ),పెద్ద రాజనీతిజ్ఞుడు (=జెన్రో)
എലിഫന്റ് ഗോഡ്,ఏనుగు మేడ
പതിനൊന്ന് വർഷത്തെ സ്വേച്ഛാധിപത്യം,పదకొండు సంవత్సరాల నిరంకుశత్వం
എലിസെ (=എലിസീ),ఎలిసే (=ఎలీసీ)
എൻക്ലോഷർ പ്രസ്ഥാനം,ఎన్‌క్లోజర్ ఉద్యమం
വിജ്ഞാനകോശം,ఎన్సైక్లికల్
എൻസൈക്ലോപീഡിസ്റ്റ് പ്രസ്ഥാനം,ఎన్సైక్లోపెడిస్ట్ ఉద్యమం
എന്റന്റെ,ఎంటెంటే
എന്റെ ഹൃദയം,ఎంటెంటే కార్డియాల్
സിംഹാസനം,సింహాసనం
പരിവാരം,పరివారం
എഫോദ്,ఎఫోడ్
എഫോർ,ఎఫోర్
ഇതിഹാസ യുഗം,పురాణ యుగం
ഇതിഹാസ നായകൻ,పురాణ వీరుడు
എപ്പിഗ്രാഫ്,ఎపిగ్రాఫ్
എപ്പിസ്കോപ്പസി,ఎపిస్కోపసీ
എപ്പിസ്കോപ്പ,ఎపిస్కోపేట్
എപ്പിസോഡ്,ఎపిసోడ్
യുഗം,యుగం
യുഗനിർമ്മാണ സംഭവം,యుగాన్ని సృష్టించే సంఘటన
യുഗനിർമ്മാതാവ്,యుగపురుషుడు
പേരുനാമം,పేరుపేరు
ഇക്വറി,ఎక్వెరీ
ഇക്വറി,ఎక్వెరీ
കുതിരസവാരി പ്രതിമ,గుర్రపుస్వారీ విగ్రహం
യുഗം,యుగం
എർഗസ്റ്റുലം,ఎర్గస్టులం
ദിവ്യബലി,యూకారిస్ట్
ഇവാഞ്ചലിസം,సువార్తవాదం
സുവിശേഷ പ്രസ്ഥാനം,సువార్త ఉద్యమం
സുവിശേഷകൻ,మత ప్రచారకుడు
എക്സാർച്ച്,Exarch
എക്സിലാർക്ക്,Exilarch
ഫലാങ്കിസ്റ്റ്,ఫలాంగిస్ట్
പിതൃഭൂമി,తండ్రి భూమి
പിതൃഭൂമി,తండ్రి భూమి
ഫെരിയേ,ఫెరియాయే
ഫെറ്റിഷ്,ఫెటిష్
ഫ്യൂഡൽ ഹോൾഡിംഗ്സ്,ఫ్యూడల్ హోల్డింగ్స్
ഫ്യൂഡലിസം (=ഫ്യൂഡൽ സമ്പ്രദായം),ఫ్యూడలిజం (=ఫ్యూడల్ వ్యవస్థ)
ഫ്യൂഡൽ സമ്പ്രദായം,భూస్వామ్య వ్యవస్థ
ഫ്യൂഡറി,భూస్వామ్య
ഫിഡെ ഡിഫൻസർ (=വിശ്വാസത്തിന്റെ സംരക്ഷകൻ),ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్)
ഫൈഫ്,ఫైఫ్
ഫീൽഡ് സിസ്റ്റം,ఫీల్డ్ సిస్టమ్
പതിനഞ്ചാമത്തെ നികുതി,పదిహేనవ పన్ను
ചിത്ര തല,ఫిగర్ హెడ్
ഫിൻ ഡി സൈക്കിൾ,ఫిన్ డి సైకిల్
തീ തിന്നുന്നവൻ,అగ్ని తినేవాడు
അഞ്ച് മൈൽ നിയമം,ఫైవ్ మైల్ చట్టం
പതാക,జెండా
ഫ്ലെമെൻ ഡയാലിസ്,ఫ్లేమెన్ డయాలిస్
ഫ്ലമെൻ മാർട്ടിയാലിസ്,ఫ్లేమెన్ మార్టియాలిస్
ജ്വലിക്കുന്ന ടോർച്ച്,జ్వలించే జ్యోతి
പാർശ്വഭാഗം,పార్శ్వము
ഫ്ലാങ്കിംഗ് ചലനം,పార్శ్వ కదలిక
അഭിവൃദ്ധി പ്രാപിക്കുന്ന നാഗരികത,వర్ధిల్లుతున్న నాగరికత
ഫ്ലൂവിയലിസ്റ്റിക് വിശ്വാസം,ఫ్లూవియలిస్టిక్ నమ్మకం
നാടോടി ദൈവം,జానపద దేవుడు
നാടോടി ദേവത,జానపద దేవత
നാടോടി ഓർമ്മ,జానపద జ్ఞాపకం
നാടോടി മിത്ത് (=നാടോടിക്കഥ),జానపద పురాణం (=జానపదం)
തീറ്റ കണ്ടെത്തുന്നു,మేత వెదకడం
ഫോറേ,ఫోరే
മുൻഗാമി,ముందరివాడు
പൂർവ്വപിതാവ്,పూర్వీకుడు
മുൻഗാമി,ముందున్నవాడు
കൈവിട്ട പ്രതീക്ഷ,చితికిపోయిన ఆశ
രൂപീകരണ ഘട്ടം,నిర్మాణ దశ
കോട്ട,కోట
കോട്ടകെട്ടൽ,కోట
ഉറപ്പുള്ള പട്ടണം,పటిష్టమైన పట్టణం
കോട്ട,కోట
ഫോർച്യൂണ,ఫార్చ్యూనా
ഫോറം റൊമാനം,ఫోరమ్ రోమనుమ్
ഫ്രാൻസിസ്കൻ,ఫ్రాన్సిస్కాన్
ഫ്രാങ്ക്ലിൻ,ఫ్రాంక్లిన్
സഹോദരീഹത്യ യുദ്ധം,భ్రాతృహత్య యుద్ధం
സ്വതന്ത്ര പള്ളി,ఉచిత చర్చి
ഫ്രീഹോൾഡർ,ఫ్రీహోల్డర్
സ്വതന്ത്ര സൈനികൻ,స్వతంత్ర సైనికుడు
സ്വതന്ത്ര സൈനികൻ,స్వతంత్ర సైనికుడు
ഫ്രീമാൻ,ఫ్రీమాన్
ഫ്രീമാൻ,ఫ్రీమాన్
സൗജന്യ പ്രവേശനം,ఫ్రీపాస్
ഫ്രഞ്ച് വിപ്ലവം,ఫ్రెంచ్ విప్లవం
ഫ്രയർ,సన్యాసి
ഫ്രാസിയൻ കൂലിപ്പടയാളികൾ,ఫ్రైసియన్ కిరాయి సైనికులు
അതിർത്തിയിലെ മനുഷ്യൻ,సరిహద్దు మనిషి
ഗാലിയൻ,గాలియన్
ഗാലിക്കൻ (=ഗല്ലിക്കനിസ്റ്റ്),గల్లికన్ (=గల్లికనిస్ట్)
ഗാലിക്കനിസം,గల్లికానిజం
ഗാരിസൺ,దండు
ഗൗൾ,గౌల్
ഗൗണ്ട്ലെറ്റ്,గాంట్లెట్
ഗൗണ്ട്ലെറ്റ്,గాంట్లెట్
ഗസീബോ,గెజిబో
ഗസീബോ,గెజిబో
ഗസീബോ,గెజిబో
വംശാവലി ചരിത്രം,వంశ చరిత్ర
വംശാവലി രേഖ,వంశపారంపర్య రికార్డు
വംശാവലി പട്ടിക,వంశపారంపర్య పట్టిక
വംശാവലി വൃക്ഷം,వంశవృక్షం
വംശാവലി,వంశావళి
വംശാവലി,వంశావళి
തലമുറ,తరం
വംശഹത്യ,మారణహోమం
വിജാതീയൻ,అన్యజనుడు
വിജാതീയൻ,అన్యజనుడు
വിജാതീയൻ,అన్యజనుడు
വിജാതീയൻ,అన్యజనుడు
ഗെട്ടോ,ఘెట్టో
ഗെട്ടോ,ఘెట్టో
ഗിബെറ്റ്,గిబ్బెట్
ഗിൽഡ് (=ഗിൽഡ്),గిల్డ్ (=గిల్డ్)
ഗ്ലാഡിയേറ്റർ,గ్లాడియేటర్
മഹത്തായ വിപ്ലവം,అద్భుతమైన విప్లవం
ഗോൾഡൻ ഹോർഡ്,గోల్డెన్ హోర్డ్
മഹാസഖ്യം,మహా కూటమి
ഗ്രാൻഡീ,గ్రాండీ
ഗ്രാൻഡ് സിഗ്നർ,గ్రాండ్ సిగ్నర్
ഗ്രാൻഡ് സിഗ്നർ,గ్రాండ్ సిగ్నర్
മഹത്തായ ആഭ്യന്തരയുദ്ധം,గొప్ప అంతర్యుద్ధం
മഹത്തായ പുറപ്പാട് (ബുദ്ധന്റെ),గొప్ప నిష్క్రమణ (బుద్ధుని)
ഗ്രേറ്റർ ഇന്ത്യ,గ్రేటర్ ఇండియా
ഗ്രേറ്റ് ഹെല്ലസ്,గ్రేట్ హెల్లాస్
വലിയ സംഘം,గ్రేట్ హోర్డ్
മഹത്തായ ത്യാഗം (=വലിയ പുറപ്പാട്),గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ)
വലിയ മുദ്ര,గొప్ప ముద్ర
വലിയ ട്രാക്ക്,గ్రేట్ ట్రాక్
വലിയ വാഹനം,గొప్ప వాహనం
ചൈനീസ് വന്മതില്,గ్రేట్ వాల్ ఆఫ్ చైనా
ഗ്രേവ്,గ్రీవ్
ഗാർഡ് ചേംബർ,గార్డ్-ఛాంబర్
ഗാർഡ് ചേംബർ,గార్డ్-ఛాంబర్
ഗാർഡ് ചേംബർ,గార్డ్-ఛాంబర్
ഗുപ്തർ,గుప్తులు
ഹാജിയോഗ്രാഫി,హాజియోగ్రఫీ
ഹാജിയോഗ്രാഫി,హాజియోగ్రఫీ
ഹാജിയോളജി,హగియాలజీ
ഹാജിയോളജി,హగియాలజీ
സ്വകാര്യ പ്രേക്ഷകരുടെ ഹാൾ,ప్రైవేట్ ప్రేక్షకుల హాల్
പൊതു പ്രേക്ഷകരുടെ ഹാൾ,పబ్లిక్ ప్రేక్షకుల హాల్
ഹാച്ച്മെന്റ്,హాచ్మెంట్
ഹീതൻ,హీతేన్
ഹീതൻ,హీతేన్
ഹീതനിസം,హీతేనిజం
ഹെഗിറ (ഹെജേര),హెగిరా (హెజెరా)
ഹെല്ലനിസം,హెలెనిజం
ഹെലോട്ട്,హెలట్
ഹെറാൾഡ്രി,హెరాల్డ్రీ
പൈതൃകം,వారసత్వం
ഹൈറോഗ്ലിഫിക് ലീനിയർ പ്രതീകങ്ങൾ,చిత్రలిపి సరళ అక్షరాలు
ഹൈറോഗ്ലിഫിക് ലിപി,చిత్రలిపి స్క్రిప్ట్
ഉയർന്ന പള്ളി,హై చర్చి
ഉയർന്ന ലാൻഡർ,హై ల్యాండర్
ഹിന്ദുമതം,హిందూమతం
ചരിത്രകാരൻ,చరిత్రకారుడు
ചരിത്രകാരൻ,చరిత్రకారుడు
ചരിത്രപരമായ ഭൗതികവാദം,చారిత్రక భౌతికవాదం
ചരിത്ര യുഗം,చారిత్రక యుగం
ചരിത്രപരമായ അതിർത്തി,చారిత్రక సరిహద్దు
ചരിത്രകാരൻ,చరిత్రకారుడు
ചരിത്രകാരൻ,చరిత్రకారుడు
ചരിത്രരചന,చరిత్ర చరిత్ర
ചരിത്രരചന,చరిత్ర చరిత్ర
ചരിത്രം,చరిత్ర
ഹിറ്റൈറ്റ് സാമ്രാജ്യം,హిట్టైట్ సామ్రాజ్యం
വിശുദ്ധ സഖ്യം,పవిత్ర కూటమి
വിശുദ്ധ നഗരം,పవిత్ర నగరం
വിശുദ്ധ നഗരം,పవిత్ర నగరం
പുണ്യ സ്ഥലം,పవిత్ర భూమి
പുണ്യ സ്ഥലം,పవిత్ర భూమి
ഹോളി ലീഗ്,హోలీ లీగ్
ഹോളി ലീഗ്,హోలీ లీగ్
വിശുദ്ധ റോമൻ സാമ്രാജ്യം (= സാമ്രാജ്യം),పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం)
വിശുദ്ധ കടൽ,పవిత్ర సముద్రం
വിശുദ്ധ കടൽ,పవిత్ర సముద్రం
വിശുദ്ധ യുദ്ധം,పవిత్ర యుద్ధం
വിശുദ്ധ യുദ്ധം,పవిత్ర యుద్ధము
ആഭ്യന്തര സർക്കാർ,హోం ప్రభుత్వం
ഹോം ഗാർഡ്,హోంగార్డు
സ്വദേശം,జన్మభూమి
ഹോം റൂൾ,గృహ నియమం
ഹോം റൂൾ,హోమ్ రూల్
കൂട്ടം,గుంపు
കൂട്ടം,గుంపు
ശത്രു രാജ്യം,శత్రు దేశం
ശത്രു ഭൂമി,శత్రుభూమి
ചൂടുള്ള പിന്തുടരൽ,వేడి ముసుగులో
വീട്,ఇల్లు
വീട്,ఇల్లు
പ്രജാസഭ,హౌస్ ఆఫ్ కామన్స్
ഹൗസ് ഓഫ് ലോർഡ്സ്,హౌస్ ఆఫ్ లార్డ్స్
പ്രതിനിധി സഭ,ప్రతినిధుల సభ
ഹ്യൂഗനോട്ടുകൾ,హ్యూగ్నోట్స్
മാനവികത,మానవతావాదం
ഹ്യൂമനിസ്റ്റ്,మానవతావాది
നൂറ് യെസ്സർ യുദ്ധം,హండ్రెడ్ యెస్సర్స్ వార్
ഹങ്കർ,హంకర్
ഇബാദത്ത് ഖാന (ആരാധനാലയം),ఇబాదత్ ఖానా (ఆరాధనా గృహం)
ഐക്കണോക്ലാസ്റ്റ്,ఐకానోక్లాస్ట్
വിഗ്രഹാരാധകൻ,విగ్రహారాధకుడు
ഇലാഹി യുഗം,ఇలాహి యుగం
നിയമവിരുദ്ധ യുദ്ധം,చట్టవిరుద్ధమైన యుద్ధం
പ്രകാശിതമായ കൈയെഴുത്തുപ്രതി,ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్
ചിത്രീകരിച്ച കൈയെഴുത്തുപ്രതി,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
ചിത്രീകരിച്ച കൈയെഴുത്തുപ്രതി,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
ഇമാം (ഇമ്മൂം),ఇమామ్ (ఇమ్మామ్)
ഇമാമത്ത്,ఇమామత్
ഇമാമത്ത്,ఇమామత్
ഇമാംബരഃ,ఇమాంబరః
ഇംപീരിയൽ,ఇంపీరియల్
സാമ്രാജ്യത്വ നഗരം,ఇంపీరియల్ నగరం
സാമ്രാജ്യത്വം,సామ్రాజ్యవాదం
സാമ്രാജ്യത്വ മുൻഗണന,ఇంపీరియల్ ప్రాధాన్యత
അപ്രമാദിത്വം,అసంబద్ధం
വഞ്ചകൻ,మోసగాడు
തടവ്,జైలు శిక్ష
തടവ്,జైలు శిక్ష
കടന്നുകയറ്റം,చొరబాటు
നുഴഞ്ഞുകയറ്റക്കാരൻ,చొరబాటుదారుడు
സ്വാതന്ത്ര്യം,స్వాతంత్ర్యం
സ്വാതന്ത്യദിനം,స్వాతంత్ర్య దినోత్సవం
ഇൻഡിപെൻഡൻസ് ഹാൾ,ఇండిపెండెన్స్ హాల్
ഇന്ത്യൻ അമേരിയൻ (=റെഡ് ഇന്ത്യൻ=അമേരിക്കൻ ഇന്ത്യൻ),ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్)
ഇന്ത്യൻ ഹോം റൂൾ ലീഗ്,ఇండియన్ హోమ్ రూల్ లీగ్
വ്യവസായ വിപ്ലവം,పారిశ్రామిక విప్లవం
അവിശ്വാസി,అవిశ్వాసం
അവിശ്വാസി,అవిశ్వాసం
നുഴഞ്ഞുകയറ്റം,చొరబాటు
നുഴഞ്ഞുകയറ്റക്കാരൻ,చొరబాటుదారుడు
വിവരദാതാവ്,సమాచారం ఇచ్చేవాడు
വിവരദാതാവ്,సమాచారం ఇచ్చేవాడు
വിവരദാതാവ്,ఇన్ఫార్మర్
വിവരദാതാവ്,ఇన్ఫార్మర్
പ്രവേശനം,ప్రవేశము
പ്രവേശനം,ప్రవేశము
പ്രവേശനം,ప్రవేశము
താമസസ്ഥലം,నివాసం
നിവാസി,నివాసి
അനന്തരാവകാശം,వారసత్వం
അനന്തരാവകാശം,వారసత్వం
അനന്തരാവകാശം,వారసత్వం
ലിഖിതം,శాసనం
ചിഹ്നം,చిహ్నము
പ്രവേശന ഉപകരണം,ప్రవేశ పరికరం
സർക്കാരിന്റെ ഉപകരണം,ప్రభుత్వ సాధనం
കലാപം (കലാപം),తిరుగుబాటు (తిరుగుబాటు)
വിമതൻ,తిరుగుబాటుదారుడు
കലാപം,తిరుగుబాటు
കലാപം,తిరుగుబాటు
സംയോജനം,అనుసంధానం
രേഖകളുടെ സമഗ്രത,రికార్డుల సమగ్రత
സംസ്ഥാനങ്ങളുടെ സമഗ്രത,రాష్ట్రాల సమగ్రత
ബുദ്ധിജീവി (ഇന്റലിജന്റ്സിയ),మేధావి (ఇంటెలిజెంట్జియా)
മദ്ധ്യസ്ഥത,మధ్యవర్తిత్వం
മദ്ധ്യസ്ഥൻ,మధ్యవర్తి
ഇടനിലക്കാരൻ,మధ్యవర్తి
അന്തർദേശീയത,అంతర్జాతీయవాదం
അന്തർദേശീയത,అంతర్జాతీయవాదం
അന്താരാഷ്ട്രവാദി,అంతర్జాతీయవాది
ആഭ്യന്തര യുദ്ധം,అంతర్గత యుద్ధం
ഇന്റേണി,ఇంటర్నీ
ഇന്റേണി,ఇంటర్నీ
ഇന്റേണി ക്യാമ്പ്,ఇంటర్నీ క్యాంపు
അന്തേവാസി,ఇంటర్న్మెంట్
അന്തേവാസി,ఇంటర్న్మెంట్
അന്തേവാസി,ఇంటర్న్మెంట్
ഇന്റർന്യൂൺസിയോ,ఇంటర్నేషనల్
വ്യാഖ്യാതാവ്,వ్యాఖ్యాత
വ്യാഖ്യാതാവ്,వ్యాఖ్యాత
വ്യാഖ്യാതാവ്,వ్యాఖ్యాత
ഇടപെടൽ,జోక్యం
ഇന്റസ്റ്റസി,ఇంటస్టేసి
ഇൻറസ്റ്റേറ്റ്,పేగు
കുതന്ത്രം,చమత్కారం
നുഴഞ്ഞുകയറ്റക്കാരൻ,చొరబాటుదారుడు
നുഴഞ്ഞുകയറ്റക്കാരൻ,చొరబాటుదారుడు
നുഴഞ്ഞുകയറ്റം,చొరబాటు
അധിനിവേശം,దండయాత్ర
അധിനിവേശം,దండయాత్ర
നിക്ഷേപിക്കുക,పెట్టుబడి
നിക്ഷേപിക്കുക,పెట్టుబడి
നിക്ഷേപിക്കുക,పెట్టుబడి
നിക്ഷേപിക്കുക,పెట్టుబడి
നിക്ഷേപം,పెట్టుబడి
നിക്ഷേപം,పెట్టుబడి
നിക്ഷേപം,పెట్టుబడి
നിക്ഷേപ ചടങ്ങ്,పెట్టుబడి వేడుక
ദേശീയതയോടെ നിക്ഷേപിക്കുക,జాతీయతతో పెట్టుబడి పెట్టండి
അജയ്യമായ അർമാഡ,ఇన్విన్సిబుల్ ఆర్మడ
ലംഘനം (സംസ്ഥാനത്തിന്റെ),ఉల్లంఘన (రాష్ట్రం)
ലംഘിക്കുന്ന അവസ്ഥ,ఉల్లంఘించిన స్థితి
അഭേദ്യമായ കോട്ട,అభేద్యమైన కోట
ഇരുമ്പ് യുഗം,ఇనుప యుగం
ഇരുമ്പു മറ,ఇనుప తెర
ഇരുമ്പ് കാവൽ,ఐరన్ గార్డ్
ഇരുമ്പ് റേഷൻ,ఇనుము రేషన్లు
ഇരുമ്പ് വശങ്ങൾ,ఇనుప వైపులా
ഇരുമ്പ് ടിപ്പുള്ള അമ്പ്,ఇనుప చిట్కా బాణం
ഇസ്ത്മിയൻ ഗെയിമുകൾ,ఇస్త్మియన్ ఆటలు
ജാനിസറി,జానిసరీ
കാവൽക്കാരൻ,కాపలాదారు
കാവൽക്കാരൻ,కాపలాదారు
ജാവലിൻ,జావెలిన్
ജിം ക്രോ നിയമങ്ങൾ,జిమ్ క్రో చట్టాలు
ജിങ്കോ,జింగో
ജിങ്കോ,జింగో
ജിങ്കോ,జింగో
ജിങ്കോയിസം,జింగోయిజం
സംയുക്ത പ്രവർത്തനം,ఉమ్మడి చర్య
സംയുക്ത നിയന്ത്രണം,ఉమ్మడి నియంత్రణ
ജോയിന്റ് ഒക്യുപെൻസി,ఉమ్మడి ఆక్యుపెన్సీ
ജൂറി,జ్యూరీ
വെറും വ്യവഹാരം,కారణం మాత్రమే
സൂക്ഷിക്കുക,ఉంచండి
ആർക്കൈവ്സ് സൂക്ഷിപ്പുകാരൻ,ఆర్కైవ్స్ కీపర్
കെറ്റിൽ-ഡ്രം,కెటిల్-డ్రమ్
പ്രധാന വാക്ക്,కీలక పదం
രാജാവ്,రాజు
രാജ്യം,రాజ్యం
കിംഗ്ലെറ്റ്,కింగ్లెట్
കിംഗ് മേക്കർ,కింగ్ మేకర్
രാജത്വം,రాజ్యాధికారం
രാജത്വം,రాజ్యాధికారం
അടുക്കള കാബിനറ്റ്,కిచెన్ క్యాబినెట్
നൈറ്റ്,నైట్
രാജത്വം,రాజ్యం
കിംഗ്സ് ഹോസ്പിറ്റലർമാർ,కింగ్స్ హాస్పిటల్స్
നൈറ്റ്സ് ഓഫ് സെന്റ് ജോൺ,నైట్స్ ఆఫ్ సెయింట్ జాన్
നൈറ്റ് ടെംപ്ലർ,నైట్ టెంప్లర్
കു ക്ലക്സ് ക്ലാൻ (കെകെകെ),కు క్లక్స్ క్లాన్ (KKK)
കുമിൻതാങ്,కుమింటాంగ్
അല്മായ,లౌకికత్వం
ലാൻസ്,లాన్స్
ലാൻസർ,లాన్సర్
പിന്നീട് ഗുപ്തർ,తరువాత గుప్తులు
നിയമാനുസൃത അവകാശി,చట్టబద్ధమైన వారసుడు
നിയമലംഘനം (=അസ്വാസ്ഥ്യം),చట్టవిరుద్ధం (=అక్రమం)
നിയമലംഘനം (=അസ്വാസ്ഥ്യം),చట్టవిరుద్ధం (=అక్రమం)
നിയമപ്രഭുക്കൾ,చట్ట ప్రభువులు
ഭക്തി നിയമം,భక్తి చట్టం
ലീഗ് ഓഫ് നേഷൻസ്,దేశముల సమాహారం
പാരമ്പര്യം (=വസ്വിയ്യത്ത്),లెగసీ (=బిక్వెస్ట్)
പാരമ്പര്യം (=വസ്വിയ്യത്ത്),లెగసీ (=బిక్వెస్ట్)
നിയമപരമായ അവകാശി,చట్టపరమైన వారసుడు
നിയമാനുസൃതം,చట్టబద్ధత
നിയമാനുസൃതം,చట్టబద్ధత
നിയമാനുസൃതം,చట్టబద్ధత
ഇതിഹാസം,లెజెండ్
ഇതിഹാസം,లెజెండ్
ലെജിയൻ,లెజియన్
ലെജിയൻ,లెజియన్
ലീജിയൻ ഓഫ് ഓണർ,లెజియన్ ఆఫ్ ఆనర్
ലെസ് മഹിമ (=ലെസെ മഹിമ),లెస్ మెజెస్టి (=లెస్ మెజెస్టే)
കുറഞ്ഞ സംസ്ഥാനങ്ങൾ,తక్కువ రాష్ట్రాలు
വിശ്വാസപത്രങ്ങൾ,విశ్వసనీయత లేఖలు
ലീജ്-പ്രഭു,లీజ్-లార్డ్
ലീജ് മനുഷ്യൻ,లీజ్ మనిషి
ലീജ് മനുഷ്യൻ,లీజ్ మనిషి
ജീവപര്യന്തം തടവ്,జీవిత ఖైదు
വംശാവലി,వంశం
ചെറിയ ഇംഗ്ലണ്ടുകാരൻ,లిటిల్ ఇంగ్లాండు
ചെറിയ വാഹനം (=കുറവ് വാഹനം),చిన్న వాహనం (=తక్కువ వాహనం)
തീരദേശ സംസ്ഥാനം,లిటోరల్ రాష్ట్రం
ആരാധനക്രമങ്ങൾ,ప్రార్ధనలు
ആരാധനാക്രമം,ప్రార్ధన
പ്രാദേശിക വിധേയത്വം,స్థానిక విధేయత
തദ്ദേശ സ്വയംഭരണം,స్థానిక-స్వయం ప్రభుత్వం
നീണ്ട പാർലമെന്റ്,సుదీర్ఘ పార్లమెంటు
താഴ്ന്ന രാജ്യങ്ങൾ,తక్కువ దేశాలు
വിശ്വസ്തൻ,విశ్వాసపాత్రుడు
സത്യസന്ധത,విధేయత
മച്ചിയവെല്ലിയൻ നയം,మాకియవెల్లియన్ విధానం
മാഗ്ന കാർട്ട,మాగ్నా కార్టా
മാഗ്നം കൺസിലിയം,మాగ్నమ్ కన్సిలియం
മലം നിരോധനം,మలం నిషేధం
മന്ദമസ്,మాండమస్
ജനവിധി,ఆదేశం
"മാൻഡേറ്റ്, ക്ലാസ് &#39;എ&#39;","ఆదేశం, తరగతి &#39;A&#39;"
"മാൻഡേറ്റ്, ക്ലാസ് &#39;ബി&#39;","ఆదేశం, తరగతి &#39;B&#39;"
"മാൻഡേറ്റ്, ക്ലാസ് &#39;സി&#39;","ఆదేశం, తరగతి &#39;సి&#39;"
മാൻഡേറ്റ് സിസ്റ്റം,ఆదేశ వ్యవస్థ
നിർബന്ധിത സംസ്ഥാനം,తప్పనిసరి స్థితి
മാങ്കണൽ,మాంగోనెల్
മാനിഫെസ്റ്റോ,మేనిఫెస్టో
കുതന്ത്രങ്ങൾ,యుక్తులు
മാൻ-ഓഫ്-വാർ,మ్యాన్ ఆఫ్ వార్
മനോർ,మనోర్
മനോർ,మనోర్
മനുഷ്യശക്തി,మానవ శక్తి
മനുഷ്യശക്തി,మానవ శక్తి
മനുമിഷൻ,మాన్యుమిషన్
മനുമിത്,మనుమిత్
കൈയെഴുത്തുപ്രതി,మాన్యుస్క్రిప్ట్
കൈയെഴുത്തുപ്രതി,మాన్యుస్క్రిప్ట్
കൈയെഴുത്തുപ്രതി,మాన్యుస్క్రిప్ట్
കൊള്ളക്കാരൻ,మారౌడర్
മാരിടൈം ബെൽറ്റ്,సముద్ర బెల్ట్
സമുദ്ര നാഗരികത,సముద్ర నాగరికత
സമുദ്ര പതാക,సముద్ర జెండా
സമുദ്ര ശക്തികൾ,సముద్ర శక్తులు
സമുദ്ര പരമാധികാരം,సముద్ర సార్వభౌమాధికారం
സമുദ്ര യുദ്ധം,సముద్ర యుద్ధం
മാർക്വിസ്,మార్క్విస్
മാർക്വിസേറ്റ്,మార్క్విసేట్
പട്ടാള നിയമം,మార్షల్ లా
ആയോധന മത്സരങ്ങൾ,మార్షల్ రేసులు
രക്തസാക്ഷി,అమరవీరుడు
കൂട്ടക്കൊല,నరమేధం
കുതന്ത്രത്തിന്റെ മാസ്സ്,మాస్ యుక్తి
മാസ്റ്റർ-അറ്റ്-ആംസ്,మాస్టర్-ఎట్-ఆర్మ్స్
ആചാര്യൻ,మాస్టర్ ఆఫ్ వేడుకలు
ഗൃഹനാഥൻ,ఇంటి యజమాని
മാസ്റ്റർ ഓഫ് ദി ഹോഴ്സ്,మాస్టర్ ఆఫ్ ది హార్స్
റോളുകളുടെ മാസ്റ്റർ,మాస్టర్ ఆఫ్ ది రోల్స్
പൊരുത്തം,మ్యాచ్
പൊരുത്തം,మ్యాచ్
മാച്ച്ലോക്ക്,అగ్గిపెట్టె
വിവാഹബന്ധം,వైవాహిక మైత్రి
മെഡിറ്ററേനിയൻ ശക്തികൾ,మధ్యధరా శక్తులు
മെൻഷെവിക്,మెన్షెవిక్
കൂലിപ്പടയാളി സൈന്യം,కిరాయి సైన్యం
കൂലിപ്പണിക്കാരൻ,కిరాయి సైనికుడు
വ്യാപാരി,వ్యాపారి
മധ്യ കാലഘട്ടം,మధ్య యుగాలు
മിഡിൽ ഈസ്റ്റ്,మధ్యప్రాచ్యం
മധ്യഭാഗം,మధ్య మార్గము
മധ്യ പാത,మధ్య మార్గం
