Hindi,Gujarati
हरिमाहीनता,હરિતદ્રવ્ય
"हरितरोग, क्लोरोसिस",હરિતદ્રવ્ય
"कीपाणु, कीपकोशिका",ચોઆનોસાઇટ
कोलेसिस्टोकाइनेसिस,ચોલેસિસ્ટોકિનેસિસ
कोलेसिस्टोकाइनिन,ચોલેસિસ્ટોકિન
कोलेस्टेरॉल,કોલેસ્ટરોલ
"कोलीन-उत्तेजक, कोलीनर्जिक",Ergતરતી
कॉन्ड्रिक्थीज,ચ ond ન્ડ્રિચાઇઝ
"उपास्थिन, कॉन्ड्रिन",કોથળી
उपास्थि-अणु,કોથળી
कंडरा रज्जु,કોર્દાની
कॉर्डेटा (रज्जुकी संघ),દંભી
जरायु-अपरापोषिका अपरा,કોરિઓએલેન્ટોઇક પ્લેસેન્ટા
जरायु,સુગરો
जरायु कार्टिकोट्रॉपिन,કોરિઓનિક કોર્ટીકોટ્રોપિન
जरायु गोनेडोट्रॉपिन,કોરિઓનિક ગોનાડોટ્રોપિન
जरायु थायरोट्रापिन,કોરિઓનિક થાઇરોટ્રોપિન
रक्तक पटल,સોપગરી
"अर्धसूत्र, अर्धगुणसूत्र",ક્રોમેટિડ
क्रोमैटिन रेशा,ક્રોમેટિન ફાઇબર
क्रोमैटिन,ક્રોમટિન
वर्णलेखी तकनीक,ક્રોધાહિત તકનીક
"वर्णलेखिकी, क्रोमैटोग्राफी",ક્રોમશલિઓ
वर्णकधर,ક્રોમેટોફોર
वर्णजनिक क्रियाधार,ક્રોમોજેનિક સબસ્ટ્રેટ
"वर्णसूत्र, क्रोमोनीमा",રંગબકીનો રંગ
वर्णमूलक,ક્રોમોફોર
"वर्णलवक, क्रोमोप्लास्ट",ક્રોમોપ્લાસ્ટ
गुणसूत्री विपथन,રંગસૂત્રીય વિક્ષેપ
गुणसूत्री दोष,રંગસૂત્રીય ખામી
गुणसूत्र मानचित्रण,રંગસૂત્ર મેપિંગ
आनुवंशिकता का गुणसूत्र सिद्धांत,આનુવંશિકતાના રંગસૂત્ર સિદ્ધાંત
वंशागति का गुणसूत्र सिद्धांत,વારસોની રંગસૂત્ર સિદ્ધાંત
चिरकारी श्वसनीशोथ,લાંબી શ્વાસનળીનો સોજો
चिरकारी पेशिभ श्वेताणुरक्तता,ક્રોનિક માયોઇડ લ્યુકેમિયા
इतिवृत्त,સંવાદિતા
"कालानुक्रमिक रूप से, कालानुक्रमतः",કાલક્રમથી
क्राइसेन्थिमम सिनेरेरिफोलियम,ક્રાયસન્થેમમ સિનેરિયલફોલિયમ
क्राइसेन्थिमम इंडिकम (गुलदाउदी),ક્રાયસન્થેમમ સૂચક
क्राइसेन्थिमम रोसियम,ક્રાયન્થેમમ રોઝમ
क्राइसोफाइटा,ક્રાયસોફિટા
क्राइसोफाइट,શૃંગ્રણ
काइलोमाइक्रोन,રખડુ
काइम,કિલ્લો
काइमोट्रिप्सिन,એક જાતની એક જાત
साइकेडा,સિકડા
साइसर ऐरीटिनम (चना),સિસર એરિએટિનમ
"सिकलिड मीन, सिकलिड मछली",તડતી માછલી
सी-संस्तर,સી-આડી
पक्ष्माभ,કોથળી
पक्ष्माभ पिंड,સિલિઅરી સંસ્થા
पक्ष्माभ गुच्छिका,સિલિઅરી ગેંગલીયન
पक्ष्माभी गति,સિલિઅરી આંદોલન
पक्ष्माभी,સિલનનું
पक्ष्माभी प्राणी,છીંકવું
पक्ष्माभ,સિલિયમ (સિલિયા)
सिनकोना,સિંહાન
सायोना,એક જાતની cતી
सिप्रोफ्लॉक्सैसिन,ઉદ્ધત
परिसंचरण,પરિભ્રમણ
परिसंचरण तंत्र,પરિમાણીય પદ્ધતિ
परिग्रसिका संधायी,પરિણીકરણ
प्रतानी,Rલટા
सिरोसिस,સિરોસિસ
शिखी,આતુરતા
कुंडिका,કળશ
"कार्येक, सिस्ट्रॉन",સિંટો
सिट्रूलीन,સાઇટ્રોલિન
सिट्रस फल,સાઇટ્રસ ફળ
वंशशाखिकी,અણગમો
पर्णाभ पर्व,કવડો
क्लैडोफोरा,કળ
क्लैरिअस गैरीपिनस,ક્લેરિયસ ગેરેપિનસ
"वर्ग, क्लास",વર્ગ
संवर्ग,વર્ગ
वर्गीकरण,વર્ગીકરણ
क्लैविसेप्स,કણક
"जत्रुक, क्लेविकल",ખરબચડું
नखरहीन अंगुली,નિરુપયોગી
"मृत्तिका, चिकनी मिट्टी",માટી
विदलन खाँच,Clોંગ
अनुन्मील्यपरागणी,રખડતું
क्लीमैटिस,ક્લેમટિસ
जलवायु,વાતાવરણ
जलवायु क्षेत्र,હવામાન ક્ષેત્ર
"जलवायवी प्राचल, जलवायु पैरामीटर",આબોહવા પરિમાણ
चरम समुदाय,પરાકાષ્ઠા સમુદાય
आरोही,ફરવું
"अरोहण, (वि.) आरोही",ચડવું
रोगलक्षण काल,નળીઓનો સમય
"पर्याणिक, क्लाइटेलमी",ઝેર
"पर्याणिका, क्लाइटेलम",કોતરણી
क्लाइटोरिया,ઉપદેશક
भगशेफ,ઉપદેશ
अवस्कर,ગટુદ
क्लोनी मेंढक,કળદાર દેડકા
क्लोनी प्रवर्धन,કલમનો પ્રચાર
क्लोनी वरण,ગઠ્ઠો પસંદગી
क्लोन,ક્લોન
क्लोनन,ચોરસ
सगे-संबंधियों में विवाह,લગ્ન
संवृत तंत्र,બંધ પદ્ધતિ
क्लॉस्ट्रिडियम,તલવાર
क्लॉस्ट्रीडियम ब्यूटिलिकम,તલવાર
स्कंद विदारक,ગંઠકો
रुधिर स्कंदन,લોહીનો ગંઠાઈ જવા
लौंग फली,ક્વોવર બીન
"त्रिपर्णी मॉडल, क्लोवर लीफ मॉडल",પાંદડાનાં નમૂનારૂપ
क्लाउन मीन,રંગદ્રવ્ય માછલી
नाइडेरिया प्राणी,સંવેદનશીલ લોકો
दंशकोरक,સંવેદનશીલ
"सहपुंज, सहपुंजित",કોશિશ કરવી
स्थूल समायोजन घुंडी,બરછટ ગોઠવણ નોબ
मोटी रेत,બરછટ રેતી
तटीय टिब्बा,દરિયાકાંઠાનો ગુઘો
तटीय झींगा संवर्धन फार्म,દરિયાકાંઠાની સંસ્કૃતિ ફાર્મ
कोबाल्ट,કોથળી
कोकेन,કોકેન
कॉक्सीडियता,કોકીડિઓસિસ
"गोलाणु, कॉकस",કોકડો
अनुत्रिक,Cyાળ
"कर्णावर्त, कॉक्लिया",કોચલી
फली कुंडल,કોચલી
"कोया, कोकून",કોપરો
कोडित जीन कार्यक्रम,આનુવંશિક કાર્યક્રમ
कोडीन,કોડીન
संकेतन,સંજ્ codા
कूटन (कूटलेखन),સંજ્ codા
कोडन,સંજ્ codા
"कूटन रज्जुक, कोडन रज्जुक",સંહિતાશાળા
सहप्रभाविता,સહયોગ
"प्रकूट, कोडॉन",કોડ
सीलेन्टरेट,સંવાદિતા
आंतरगुहा,કોયલેંટન
"उदर-गुहा, गुच्छिका",કિલ્લેક ગેંગલીયન
"प्रगुही, सीलोमी",સંલગ્ન
"प्रगुहा, सीलोम",સંલગ્ન
प्रगुही उपकला,સંવાદિતા
प्रगुही तरल,સંયોગ પ્રવાહી
प्रगुहा कोश,કોયલોકો
संकोशिकी,ષડયંત્ર
सीनोपोडिएसी,સહસંવેદન
सहएंजाइम,કોનઝાઇમ
सह-विकास,સમતળ ઉત્ક્રાંતિ
"सहविलोपन, सह-विलोप",સમતૈલી
सह-कारक,સહયોગી
संसंजन,સુશોભન
संसंजन बल,સુસંગત બળ
संसंजन सिद्धांत,સંકુચિત સિદ્ધાંત
संसंजन-तनाव वाष्पोत्सर्जन,સંવાદિતા-સંક્રમણ
कोहॉर्ट,સમૂહ
सर्पिल या कुंडलित रूप से लिपटी/लपेटी गई,સર્પાકાર અથવા હેલ્લીલી રીતે બંધાયેલ
"कुंडलित, लपेटा गया",કોઇલ કરેલું
मैथुन,કોઇ
अंतरित मैथुन (निष्कासन),કોઇટસ ઇન્ટરપ્ટસ (ઉપાડ)
कॉल्चिसिन,કોયડો
कोल्चिकम औटम्नेल,પાનખર
"असमतापी, अनियततापी",ઠંડું
शीत मरुस्थल,ઠંડા રણ
शीतग्राही,ઠંડા રીસેપ્ટર
वर्मपंखी,કોલપેટરન
प्रांकुर चोल,કોયડો
मूलांकुर-चोल,કોયડો
कोलियस,કોલસ
कोलैजन,કોથળી
कोलैजन रेशा,કોલેજન ફાઇબર
कॉलर,કોઠાર
संपार्श्विक ग्रंथि,સઘન ગ્રંથિ
संग्राहक नलिका,ટ્યુબ્યુલ એકત્રિત કરવું
संग्राहक वाहिनी,નળી એકત્રિત કરવું
कॉलेटोट्राइकम,કોલેટોટ્રિકમ
श्लेषकोरक कोशिका,કોતરણી
कोलॉइड,કોથળી
कोलॉइडी,Collલટી
अरबी,કોલોકસિયા
वृहदंत्र,કોલો
निवह-जीव,વસાહતી સ્વરૂપ
निवही नॉस्टॉक,વસાહતી નાસ્ટોક
निवहभवन,વસાહતીકરણ
निवह,વસાહત
"नवस्तन्य, नवदुग्ध",કોયડો
वर्णांधता,રંગબેરંગીતા
स्तंभ वर्णलेखन,ઘન રંગ
बर्टिनी स्तंभ,બર્ટિની
स्तंभाकार उपकला,કતાર ઉપસંહાર
कंकत पट्टिका,કાંસકો
संयुक्त प्रतिरक्षा न्यूनता संलक्षण,સંયુક્ત રોગપ્રતિકારક ઉણપ સિન્ડ્રોમ
संयुक्त भार,સંયુક્ત વજન
"कॉम्ब जेली, कंकत जेली",કાંસકો
दहन,દહન
दहन प्रक्रम,દહન પ્રક્રિયા
कॉमा (रूप),અલ્પવિરામ
सहभोजिता,સંપ્રદાય
संधायी वाहिका,સંવેદનશીલ વહાણ
साझा पूर्वज,સામાન્ય પૂર્વજ
मूल ग्रीवा धमनी,સામાન્ય કેરોટિડ ધમની
सामान्य भारतीय भेक,સામાન્ય ભારતીય દેડકો
समुदाय विविधता,સમુદાય વિવિધતા
समुदाय पारस्परिक क्रिया,સામૂહિક ક્રિયાપ્રતિક્રિયા
संहनन,સંકલન
सहचर कोशिका,સહયોગી કોષ
तुलनात्मक शारीर,તુલનાત્મક શરીરરચના
तुलनात्मक आकारिकी,તુલનાત્મક આકારશાસ્ત્ર
"संसुगति, ससंगता",સુસંગતતા
निषेच्यता,સુસંગતતા
प्रतिकारी पुनस्र्द्भवन,વળતર આપનાર પુનર્જન
सक्षम कोशिका,સક્ષમ કોષ
समर्थ परपोषी,સક્ષમ યજમાન
"स्पर्धा, प्रतियोगिता",હરીફાઈ
स्पर्धी संदमन,સ્પર્ધાત્મક અવરોધ
स्पर्धी संदमक,સ્પર્ધાત્મક અવરોધક
पूरकता,પૂરતા પ્રમાણમાં
पूरक फिल्टर,પૂરક ફિલ્ટર
पूरक जीन,પૂરક જનીન
पूरक युग्म,પૂરક જોડી
संपूर्ण पाचन पथ,સંપૂર્ણ પાચનતંત્ર
पूर्ण सहलग्नता,સંપૂર્ણ જોડાણ
पूर्ण उपचयन,સંપૂર્ણ ઓક્સિડેશન
सम्मिश्र,સંકુલ
जटिल,સંકુલ
संकुल,સંકુલ
जटिल ऊतक,સંકુલ
"संयुक्त, संग्रथित",સંયુક્ત
संयुक्त समशिख,સંયોજન
बहुस्तर उपकला,સંયોજન ઉપકલા
संयुक्त नेत्र,ચિત્ત
संयुक्त पुष्पछत्र,ચિત્ત
बाध्यकारी क्रिया,ફરજિયાત કાર્યવાહી
अभिकलन जैविकी,ગણતરીત્મક જીવવિજ્ologyાન
अभिकलित टोमोग्राफी,એક્ષ - રે કે અલ્ટ્રા - સાઉન્ડ નો ઉપયોગ કરીને માનવ શરીર અને બીજા પદાર્થ વચ્ચે થઈને રજુ કરવાની પદ્ધતિ
कंप्यूटर स्क्रीन,કમ્પ્યુટર
सांद्रित मूत्र,કેન્દ્રિત પેશાબ
"सांद्रण, गाढ़ापन, सांद्रता",એકાગ્રતા
सांद्रण प्रवणता,એકાગ્રતા ent ાળ
गर्भधारण,કલ્પના
संघनन,ઘનતા
द्रवण,ઘનતા
संघनन विसंघनन चक्र,ઘનીકરણ ડિકન્ડેન્સએશન ચક્ર
संघनित अवस्था,ઘનીકૃત રાજ્ય
संग्राही लेन्स,કન્ડેન્સર લેન્સ
सप्रतिबंध,શરતી
प्रानुकूलित,શરતી
तंत्रिका आवेग का चालन,ચેતાની આવેગ
जल संवहन,પાણીનું વહન
चालक विद्युत् अपघट्य जेल,વાહક ઇલેક્ટ્રોલાઇટ જેલ
शंकु,શંકુ
संरूपण,અનુરૂપ
संरूपी,સંવાદદાતા
जन्मजात,જન્મજાત
शंकुरूप जड़,શંકાસ્પદ
शंक्वाकार,શંક્વાકાર
कोनिडिया,સંવેદનશીલતા
"शंकुवृक्ष, कोनिफर",શંકુ
कोनीफेरी,ઉશ્કેરવું
कोनिफेरोप्सिडा,સંક્રાસ થતા
संयुक्त संवहनी बंडल,જોડીને વેસ્ક્યુલર બંડલ
संयुग्मी,સંયુક્ત
संयुग्मन,જોડાણ
नेत्रश्लेष्मला,નેત્રસ્તર
संयोजक ऊतक,સંયોજક પેશી
संयोजी ऊतक,સંલગ્ન પેશી
कॉनेल का प्रयोग,કોનેલનો પ્રયોગ
संरक्षण वानिकी,સંરક્ષણ વન
संरक्षणात्मक जुताई,રૂ conserv
स्थिरता,સ્થિરતા
"संघटक, रचक",અંગ
रचक एंजाइम,રચનાત્મક ઉત્સુક
उपभोक्ता,ગ્રાહક
संपर्क संदमन,સંપર્ક અવરોધ
"संसर्गज रोग, छूत की बीमारी",ચેપી રોગ
संदूषित करना,ચેપ લગાડવો
संदूषण,દૂષણ
"समकालीन जीवविज्ञान, समकालीन जैविकी",સમકાલીન જીવવિજ્ologyાન
महाद्वीप,ખંડ
समोच्चरेखीय जुताई,સમોચ્ચ ખેડાણ
संकुंचलनशीलता,સંકોચનીયતા
संकुंचनशील रेशा,સંકોચન -રેસા
संकुंचनशील प्रोटीन,સંકોચનશીલ પ્રોટીન
संकुंचनशील अनुक्रिया,સંકોચનશીલ પ્રતિભાવ
"संकुंचलनशील धानी, संकुंचलनशील रिक्तिका",સંકોચનશીલ વેક્યુલ
विभेद कारक,વિપરીત એજન્ટ
भेदन कारक,વિપરીત એજન્ટ
विपर्यास कारक,વિપરીત એજન્ટ
विपर्यासी विशेषक,વિરોધાભાસી લક્ષણ
अपकेंद्री बल,કેન્દ્રગમન બળ
नियंत्रक कारक,અંકુશ
नियंत्रित प्रयोग,નિયંત્રિત પ્રયોગ
शंकुक,સનદ
धमनी शंकु,બિનઅનુસ
"पारंपरिक जुताई, रूढ जुताई",પરંપરાગત ખેડૂત
"अभिसरित, अभिसारित",એકીકૃત
अभिसारी,એકત્રીત
अभिसारी (विकास),કન્વર્જન્ટ (ઇવોલ્યુશન)
कॉन्वॉल्वुलेसी,ઉન્માદ
संवलित नलिका,સંકળાયેલ નળીલા
समन्वय,સંકલન
सहबहुलक,કોપોલિમર
"ताम्र, तांबा",તાંબાનું
मलगुटिका,કોપરો
शमलरागी,કોથળી
संयुग्मन करना,સંવેદનશીલ
मैथुन,સંયોજન
संयुग्मन,સંયોજન
मैथुन तल्प,મંતવ્ય પ p પ
प्रवाल भित्ति समुदाय,પરવાળા ખલાસી સમુદાય
"मूंगा, प्रवाल",પરવાળા
हृदयाकार,ટોપડી
क्रोड क्षेत्र,મૂળ ક્ષેત્ર
क्रोड क्षेत्र,મુખ્ય ક્ષેત્ર
सहदमनकारी,ભમરો
कोरीफॉस्फीन,કોઠાર
"काग, कॉर्क",ક corંગું
काग एधा,ક corમ્બીયમ
"काग पेच, कार्क स्क्रू",ક corલટુ
"घनकंद, कॉर्म",કોતર
मक्का-वेधक,મકાઈ
"स्वच्छ मंडल, कॉर्निया",કોથળી
कॉर्नियाजन कोशिका,કોમળ -કોષ
कॉर्निया लेन्स,કોર્નિયલ લેન્સ
दलपुंज,કોથળી
"किरीट, कोरोना",કોથળી
किरीट भेदक एंजाइम,કોરોના પ્રવેશ -એન્ઝાઇમ
अरीय किरीट,કોરોના રેડિટા
कोरोनेरिई,કોરોનરીઆ
हृद् धमनी,હૃદય ધમની
हृद्धमनी उपमार्ग,કોથળીની ધમની બાયપાસ
हृद्धमनी रोग,શબ
हृद् परिखा,કોથળી
"शिश्न का सगुह पिंड, शिश्न का कॉर्पोरा कैवर्नोसा",કોર્પોરા કેવરનોસા (શિશ્ન)
"पिंड चतुष्टि, कॉर्पोरा क्वाड्रीजेमिना",કોરિડ્રિગેમિના
"पिंड, कॉर्पस",મઠ
कॉर्पस ऐल्बिकेन्स,કોર્પસ અલ્બીકન્સ
"महासंयोजक पिंड, कॉर्पस कैलोसम",પાન
"पीत पिंड, कॉर्पस ल्यूटियम",કોરપસ લ્યુટયમ
स्पंजी पिंड,કોર્પોસ સ્પોન્જિઓઝમ
"रेखित पिंड, कॉर्पस स्ट्रिएटम",કોરપસ સ્ટ્રિએટમ
संक्षारित करना,ક્ષીણ
वल्कुट,કોતરણી
वल्कुटी वृक्काणु,કોર્ટિકલ નેફ્રોન
कॉर्टिकोस्टेरोन,કોરીકોરોન
वल्कुट-प्रभावी,કોર્ટિકોટ્રોફિક
कॉर्टिसॉल,કોટારી
कॉर्टिसोन,કોટારી
कॉर्वस,કોતરણી
"समशिख, कोरिम्ब",કોરીમબ
ब्रह्मांडीय उत्पत्ति,સર્વસામાન્ય મૂળ
"अंतरिक्ष किरण, कॉस्मिक किरण",બ્રહ્માંડ
कॉस्मिड,સમાપ્રમ
ब्रह्मांड-जीवोद्भव सिद्धांत,વિશ્વવ્યાપક સિદ્ધાંત
कपास गोलक शलभ,સુતરાઉ
"परामर्श, परामर्शन",સલાહ
प्रति प्रवाह तंत्र,પ્રતિ-પ્રણાલી
कजन विवाह,લગ્ન
सहसंयोजी आबंध,સહ સંયોજક બંધન
आवरण,આવરણ
आवरण उपकला,ઉપકલા
काउपर - ग्रंथि,કાઉપરની ગ્રંથિ
कक्षांग,કોકસી
श्रोणि,કોકસી
श्रोणि-अस्थि,અસ્થિ
कक्षांग प्रवर्ध,સહજ પ્રક્રિયા
क्रैक,ક્રેક
पटाखा स्फोटन,ક્રેકર બ્લાસ્ટિંગ
कपाल अस्थि,કરચલી
कपाल तानिका,કરચલીઓ
कपाल तंत्रिका,ઉદ્ધતાઈ
कपालत्रिक बहिर्गम,ઉદ્ધત પ્રવાહ
कपाल,ઉન્માદ
क्रेस्यूलेसी अम्ल उपापचय,કર્કશ એસિડ ચયાપચય
विचिंगट,મણકાની માછલી
क्रिएटिनिन,ક્રિએટિનાઈન
प्राणी,પ્રાણી
विसर्पी,પ્રતા
सूक्ष्मवलन,ઉન્મત્ત
सूक्ष्मदंतन,ઉન્મત્ત
क्रिटेशस कल्प,કરચલીનો સમયગાળો
"अवटुवामनता, क्रेटीनता",અકસ્માત
क्रि-डू-चैट संलक्षण,ક્રિક-દ-ચેટ સિન્ડ્રોમ
अंतः कटक,કવિવાદી
क्रांतिक योजक जाति,નિર્ણાયક લિંક પ્રજાતિઓ
क्रांतिक प्रक्रिया,વિવેચક પ્રક્રિયા
अति संकटापन्न जाति,ગંભીર રીતે જોખમમાં મૂકાયેલી પ્રજાતિઓ
"सस्य, फसल",પાક
सस्य अभियांत्रिकी,પાક ઈજનેર
सस्य भूमि,પાક
प्रसंकर,આગળના ભાગમાં
प्रसंकरण,ક્રોધાવેશ
तिर्यक् सेतु,ઉપરની બાજુ
"क्रॉसबद्ध, तिर्यकबद्ध",Crossલટી
पर-परागित,પરાગ
पर-परागण,ઉપરથી પરાગન્વ
जीन विनिमय,ઓવર
क्रोटालेरिया,ક્રોટેલેરિયા
क्रोटन,ઘડતર
क्राउन गॉल अर्बुद,ક્રાઉન પિત્તની ગાંઠ
शिखर कलमबंदी,ક્રાઉન્ટીંગ
"क्रॉसरूप, क्रॉसरूपी",Crucછળતી વસ્તુ
अशोधित जन्म दर,કાચી જન્મ દર
अशोधित मृत्यु दर,કાચ્રોહ મૃત્યુ દર
क्रस्टेशियाई,ક્રૂસ્ટેસિયન
क्राइ IA c,ક્રાય આઈએ સી
क्राइ IIA b,ક્રાય IIA બી
निम्नताप परिरक्षण,દંભ
निम्नताप शल्यचिकित्सा,કોઠાર
"गोपक, गुप्त",ગુપ્ત
गुप्त प्रकटन,ગુપ્ત દેખાવ
गोपक वर्ण,ગુપ્ત રંગ
गोपकतः रंग-युक्त,ગુપ્ત રીતે - રંગીન
क्रिप्टोगैमी,ગુપ્ત
क्रिप्टोगैमिया,ગુપ્તચર
लीबरकुन प्रगुहिका,લિબરકુહના ક્રિપ્ટ્સ
क्रिस्टल,ક્રિસ્ટલ
क्रिस्टलीय,સ્ફટિક
टेनोफोरा प्राणी,કોરીય
"कंकतधर, टेनोफोर",કોથળી
टेनोप्लाना,કળણ
"कुक्कू, कोकिल",કોયલ
"कुकुम्बर (ककड़ी, खीरा)",કાકડી
कुकरबिट,ક્યુક્યુરબિટ
कुकरबिटा,કુકરી
कल्म,ક culંગું
कृषिज उपजाति,ખેડૂત
कृष्ट सस्य,ખેતીલુ પાક
कृष्ट पादप,ખેતી પામેલા પ્લાન્ટ
संवर्धनीय या त्वरित सुपोषण,સાંસ્કૃતિક અથવા પ્રવેગક યુટ્રોફિકેશન
"संवर्ध, संवर्धन",સંસ્કાર
अंडधर पुंज,ગુરુ
क्यूप्रेसस टोरूलोसा,કપડા ટોરુલોસા
क्यूपुला,સુઘડ
प्यालिका,કોઇ
करक्यूमिन,કર્કશ
धावी,કર્કશ
कर्वेम्ब्री,કર્કશ
वक्रभ्रूणी,કર્કશ
"अमरबेल, आकाशबेल",કોસ્કુટા
"निशिताग्र, वलनी",ગુંડાગીરી
"उपत्वचा, उपचर्म",પહાડીચણો
कर्तन,કાપવા
कलम,કાપવા
"सुफेनक, कटलफिश",Cutાળ
सायनोजीवाणु,રખડુ
सायनोजीवाणु,મૌખિક
सायनोकोबालेमिन,સાયનોકોબાલામિન (બી 12)
साइनोफाइसीय कणिका,સાયનોફિસિયન દાણાદાર
साऐथियम,ચિત્ત
साइकैड,કોતરણી
साइकैडेसी,કોઇ
साइकैडोप्सिडा,કોઇકાડોપ્સિડા
चक्रीय ग्वानोसीन मोनोफॉस्फेट,ચક્રીય ગુઆનોસિન મોનોફોસ્ફેટ
चक्रीय प्रकाशफॉस्फोरिलन,ચક્રીય ફોટોફોસ્ફોરિલેશન
चक्रवाती पृथक्कारी,ચક્રવાહક વિભાજક
साइक्लॉप्स,વૈોાગ
साइक्लोस्पोरिन-A,સાયક્લોસ્પોરિન એ
साइक्लोस्टोमैटा,સાયક્લોસ્ટોમાટા
साइकस,સાંકડો
ससीमाक्षी,વાટસું
ससीमाक्ष प्रकार,કોરીમોઝ પ્રકાર
साइप्रेस,કોયડો
सिप्सेला,ચેપ
सिस्टीन,મેલ
"पुटीय तंतुमयता, पुटीय रेशमयता",સિસ્ટ ફાઇબ્રોસિસ
कोशिका-द्रव्य विभाजन,ચિત્તભ્રમ
साइटोक्रोम,કોયડો
साइटोकाइन अवरोध,સાયટોકાઇન અવરોધ
साइटोकाइनिन,કોયડો
कोशिकाविज्ञान,મનોહરવિજ્ cyાન
तंत्रिकाय,કોયહાન
कोशिका-द्रव्य,કોયડો
कोशिकाद्रव्यी सेतु,સાયટોપ્લાઝમક પુલ
कोशिकाद्रव्यी गोलिका,સાયટોપ્લાઝિક ગ્લોબ્યુલ
साइटोसीन,કોયડો
कोशिका-पंजर,કોયડો
"कोशिकाविलेय, साइटोसोल",કોયડો
कोशिकावर्गिकी,કોટિ
निर्जलीकरण,નિર્જલીકરણ
डेरी प्रौद्योगिकी,ડેરી પ્રૌદ્યોગિકી
डैफ्नेलीज,કવચ
डैफ्निया (जल पिस्सू),દાગીનો
अदीप्त पृष्ठभूमि,ડાર્ક બેક મેદાન
अदीप्त क्षेत्र सूक्ष्मदर्शिकी,શ્યામ ક્ષેત્ર માઇક્રોસ્કોપી
अप्रकाशिक अभिक्रिया,અંધારું પ્રતિક્રિયા
डार्विनवाद,ડાર્વિનવાદ
"डार्विन कुलिंग (पक्षी), डार्विन फिंच",ડાર્વિનની ફિંચ
आँकड़े अपूर्ण,આંકડા
खजूर वृक्ष,તાડ ની ખજૂર
डाटूरा स्ट्रेमोनियम (धतूरा),દાતુરા
संतति कोशिका,પુત્રી -કોષ
दिवस-निरपेक्ष पादप,દિવસ તટસ્થ સંયંત્ર
दिन-अवधि,દિન
विवृद्धि,અસંગત
मृत प्ररोह,મૃત -ગોળીબાર
बधिरता,બહેરાપણું
दशतय,હડસેલો
क्षयशील जैव पदार्थ,ક્ષીણ કાર્બનિક પદાર્થ
डेसिबेल,દાદાગીરી
पाती आधार,ડેસીડુઆ બેસાલિસ
पाती संपुट,ડેસીડુઆ કેપ્સ્યુલરિસ
"पतनिका, पाती",દાદર
पर्णपाती,નિર્ણાયક
अपघटित होना,વિઘટન કરવું
अपघटक,વિઘટન કરનાર
अपघटनी अपरद,વિઘટ
अपघटन दर,વિઘટન દર
उत्शयान,ક્ષીણ
निर्विभेदित कोशिका,સમર્પિત કોષ
गभीर महासागर खाई,સમુદ્ર ખાઈ
गभीर जलाशय,Deepંડ પાણીનું શરીર
विरेशकीयन,દબાવીને
विरेशकित्र,કોતરણી
"न्यूनता, हीनता, अपूर्णता, ह्रास",ઉણલી
अपस्फीति,વિચ્છેદ
विक्षेप तरंग,નિવારણ લહેર
"वनोन्मूलन, निर्वनन",વન -નાબૂદી
"प्रकूट अपह्रासिता, कोडॉन अपह्रासिता",કોડનનું અધોગતિ
अपह्रासित,અધોગતિ
अपह्रासित कूट,અધન -કોડ
अपह्रासन,અધ degપન
अपह्रासी संधि,અધૂરતા સંયુક્ત
घासस्थल का निम्नीकरण,ઘાસના મેદાનોની અધોગતિ
अपवृद्धि,અસંગત
स्फुटनशील फल,વિકૃત ફળ
निर्जलीकरण,નિર્જલીકરણ
डिहाइड्रो-एपीऐन्ड्रोस्टेरॉन,નિર્જલી
डिहाइड्रोजनेज,નિર્જલીત્વસ
"विलोपन, विलोप",કા delી નાખવું તે
परिसीमन झिल्ली,છલકાતા
(वि) निरूपक,વર્ણસંકર
डेल्फाइनस,કોતરણી
"तलमज्जी मीन, तलमज्जी मछली",અધોગતિ માછલી
जनसांख्यिकीय संक्रमण,વસ્તી સંક્રમણ
"विकृतन, विकृतीयन",પ્રાણઘાતક
"विकृतीयित, विकृतीकृत",અવતારનું
"विकृतीकरण, विकृतियन",વિવાદ
द्रुमाकृति,નૃત્ય
द्रुमिका,નૃત્ય
पार्श्वतंतु,નૃત્ય
डेन्ड्रोबेटीज,ખેલકારેટ
द्रुमवर्ध,ડ્રેન્ડ્રોન
डेंगू,મોન
विनाइट्रीकरण,અપરિપક્વ
विनाइट्रीकरण प्रक्रम,નામંજૂર કરવાની પ્રક્રિયા
विनाइट्रीकारक,દંત ચિકિત્સક
विनाइट्रीकारी जीवाणु,બેક્ટેરિયા
सघन विलयन,ઘનિષ્ઠ સમાધાન
घनत्व प्रवणता अपकेंद्रण,ઘનતાનું કેન્દ્રત્યાગી
निलंबन का घनत्व,સસ્પેન્શનની ઘનતા
दंतुर,દાંતવાળું
"दंतधातु, डेन्टीन",દળ
वि-ऑक्सीजनित रुधिर,ભ્રમણ
डिऑक्सी राइबोन्यूक्लीक अम्ल,ડિઓક્સિરીબ on ન્યુક્લિક એસિડ (ડીએનએ)
विवर्णकता,ઝળહળા
मृदा उर्वरता ह्रास,જમીનની ફળદ્રુપતાનો ઘટાડો
विध्रुवण,અવમૂલ્યન
वि-बहुलकन,ડિપોલિમાઇઝેશન
अवसाद,હતાશા
गर्त,હતાશા
परित्यक्त भूमि,જમીનના પાકી જમીન
व्युत्पन्न नोवाकेन,વ્યુત્પન્ન નોવેકાઇન
त्वचाजन,ત્વચા
चर्म,ત્વચા
