Malayalam,Hindi
കറസ്പോണ്ടൻസ് ഭാഗം,पत्राचार भाग
പതലേഖകന്,संवाददाता
സദൃശമായ,"तदनुरूप, तदनुसार, तत्समान"
കോരിഗ്രേൻ,शुद्‌धि-पत्र;भूल सुधार
കോറെബോറേറ്റ്,संपुष्‍टि करना
കേശവം,संपुष्‍टि
മലിനമാക്കുക,"भ्रष्‍ट, भ्रष्‍ट करना"
അഴിമതി,भ्रष्‍टाचार
അഴിമതി പ്രാക്ടീസ്,भ्रष्‍ट आचरण
കോസ്മോപൊളിറ്റൻ സിറ്റി,विश्‍वनगर
ചെലവ്,लागत
കോസ്റ്റ് അക്കൗണ്ടന്റ്,लागत लेखाकार
ചെലവ് വിശകലനം,लागत विश्‍लेषण
ചെലവ് പരിധി,लागत सीमा
ചെലവ് ഫലപ്രാപ്തി,"लागत की किफायत, लागत प्रभाविता"
ജീവിതച്ചെലവ്,निर्वाह व्यय
ചെലവ് മറികടന്നു,लागत अतिक्रमण
കോട്ടേജ് വ്യവസായം,कुटीर उद्‌योग
ഉപദേശം,परिषद्
കൗൺസിൽ ഓഫ് മന്ത്രി,"मंत्री परिषद्, मंत्रिपरिषद्"
കൗൺസിൽ ഓഫ് സ്റ്റേറ്റ്സ്,राज्य सभा
പരാലോചന,"काउंसेल, परामर्श देना, मंत्रणा देना"
കൗല്സിംഗ്,"परामर्श, परामर्श सेवा, उपबोधन"
കൗണ്ടര്,"काउंटर, पटल, प्रति, जवाबी, गणित्र"
ക counter ണ്ടർ പ്രവർത്തനം,जवाबी कार्रवाई
ക counter ണ്ടർ സത്യവാങ്മൂലം,"प्रति-शपथपत्र, जवाबी हलफ़नामा"
ക counter ണ്ടർ ചാർജ്,प्रत्यारोप
ക er ണ്ടർ ക്ലെയിം,प्रतिदावा
വ്യാജ കറൻസി,"जाली मुद्रा, जाली करेंसी"
എതിർപ്പ്,"जालसाजी, कूटकरण"
എതിർഫോയിൽ,"प्रतिपर्ण, अधपन्ना"
ക counter ണ്ടർ ഓഫർ,प्रतिप्रस्ताव
കവര്ട്ടിക,प्रतिहस्ताक्षर करना
ആഘാതം,"बलात् राजपरिवर्तन, तख्ता-पलट"
കൂപ്പൺ,कूपन
കൊറിയക്കാരന്,"वार्ताहर, कूरियर"
കൊറിയര് സര്വീസ്,कूरियर सेवा
ഗതി,"मार्ग, दिशा, क्रम, प्रक्रिया, पाठ्यक्रम"
പഠന കോഴ്സുകൾ,पाठ़्यक्रम
കോടതി കേസ്,"अदालती मामला, न्यायालयी प्रकरण"
വിനയം,"सौजन्य, शिष्‍टाचार"
ചെറിയ കാരണങ്ങളുടെ കോടതി,लघुवाद न्यायालय
ഉടമ്പടി,प्रसंविदा
മൂടി,"आवरण, लिफ़ाफ़ा, संरक्षण"
കവറേജ്,"व्याप्ति, संरक्षण, समावेशन, कवरेज"
കവർ കത്ത്,सहपत्र
മെമ്മോ മൂടുന്നു,"सहज्ञापन, सहमेमो"
മൂടുന്ന കുറിപ്പ്,सह टिप्पणी
ക്രാഷ് പ്രോഗ്രാം,द्रुत कार्यक्रम
ക്രീം ലെയർ,नवोन्नत वर्ग
സൃഷ്ടി,"सर्जन, रचना, निर्माण"
സൃഷ്ടിപരമായ,सर्जनात्मक
സർഗ്ഗാത്മകത,"सर्जनशीलता, सर्जनात्मकता"
ക്രേച്ച്,"शिशु सदन, बालवाड़ी"
ക്രെഡൻഷ്യൽ കമ്മിറ്റ്,प्रत्ययपत्र समिति
വിശാസത,"विश्‍वसनीयता, साख"
കീര്ത്തി,"ऋण, उधार, साख, जमा"
വിശ്വാസമുള്ള,"प्रशंसनीय, सराहनीय"
ക്രെഡിറ്റ് ഉപദേശം,जमा संज्ञापन
"ക്രെഡിറ്റ്, ത്രിഫ്റ്റ് സൊസൈറ്റി",बचत और उधार समिति
ക്രെഡിറ്റ് കാർഡ്,क्रेडिट कार्ड
ക്രെഡിറ്റ് സൗകര്യങ്ങൾ,"उधार सुविधाएं, ऋण सुविधाएं"
ക്രെഡിറ്റ് എൻട്രി,जमा प्रविष्‍टि
ക്രെഡിറ്റ് കുറിപ്പ്,जमा पत्र
കടക്കാരന്,"लेनदार, ऋणदाता"
ദഹനം,दाह संस्कार
ശ്മശാന നില,"श्‍मशान भूमि, शवदाहगृह"
സംഘം,कर्मीदल
കുറ്റം,अपराध
ട്രസ്റ്റിന്റെ ക്രിമിനൽ ലംഘനം,आपराधिक विश्‍वास भंग
ക്രിമിനൽ കോടതി,"दंड न्यायालय, फ़ौजदारी अदालत"
ക്രിമിനൽ അശ്രദ്ധ,"आपराधिक उपेक्षा, घोर उपेक्षा"
ക്രിമിനൽ കുറ്റം,"दंडनीय अपराध, दांडिक अपराध"
ക്രിമിനൽ നടപടിക്രമ കോഡ്,दंड प्रक्रिया संहिता
പതിസന്ധി,संकट
പ്രതിസന്ധി മാനേജുമെന്റ്,संकट प्रबंधन
മാനദണ്ഡം,"मानदंड, कसौटी"
വിമര്ശനം,आलोचना
കുരിശ്,"क्रॉस लगाना;काट देना, संकर"
ക്രോസ് ഇനം,संकर नस्ल
ക്രോസ് പരിശോധന,दुतरफ़ा पड़ताल
കടന്ന ചെക്ക്,"क्रॉस चैक, रेखित चैक"
ക്രോസ് പരീക്ഷ,प्रतिपरीक्षा;जिरह
ഒത്തു നോക്കുക,परस्पर संदर्भ
ക്രോസ് വോട്ടിംഗ്,पक्षांतर मतदान
നിർണായക തീയതി,निर्णायक तिथि
ക്രൂഡ്,"कच्चा;अपरिष्कृत, अशोधित, अशिष्‍ट"
കുറ്റവാളിയായ നരഹത്യ,आपराधिक मानव वध
കുറ്റവാളി,"अपराधी, दोषी, अभियुक्‍त"
കൃഷി,"खेती, कृषि, संवर्धन"
കൾച്ചറൽ എക്സ്ചേഞ്ച് പ്രോഗ്രാം,सांस्कृतिक विनिमय कार्यक्रम
സഞ്ചരിക്കുന്ന,संचयी
പവാഹം,"मुद्रा, करेंसी"
നാണയ വിനിമയം,मुद्रा विनिमय
കറൻസി കുറിപ്പ്,करेंसी नोट
ഒഴുകിക്കൊണ്ടിരിക്കുന്ന,"चालू, प्रचलित, वर्तमान"
കറന്റ് അക്കൌണ്ട്,चालू खाता
നിലവിലെ ചുമതലകൾ,वर्तमान कर्तव्यभार
നിലവിലെ സെഷൻ,"चालू सत्र, चालू अधिवेशन"
സംക്ഷിപ്ത ജീവചരിത്രം,जीवनवृत्‍त
വെർഡെൽ,कम करना
സംരക്ഷകൻ,अभिरक्षक
തടവ്,"अभिरक्षा, हिरासत"
സന്വദായം,"रूढ़ि, प्रथा"
സന്വദായം,सीमा शुल्क
കീഴ്നടപ്പുള്ള,"रूढिगत, प्रथागत"
ആചാരപരമായ നടപടിക്രമം,प्रथागत प्रक्रिया
കസ്റ്റംസ് തീരുവ,सीमा शुल्क
ഉപഭോക്താവ്,"ग्राहक, गाहक"
ഉപഭോക്തൃ സൗഹൃദ,ग्राहक हितैषी
ഇഷ്ടാനുസൃത പരീക്ഷ,सीमा-शुल्क जाँच
മുറിക്കുക,कम करना
ചലനം മുറിക്കുക,कटौती-प्रस्ताव
തീയതി മുറിക്കുക,विभेदक तिथि
ആവൃത്തി,चक्र
ദിവസേന,दैनिक
ദൈനംദിന അലവൻസ്,दैनिक भत्‍ता
പ്രതിദിന ഡയറി,"दैनिक डायरी, दैनिकी, दैनंदिनी, रोजनामचा"
ദൈനംദിന രജിസ്റ്റർ,दैनिक रजिस्टर
ദിവസേന റിപ്പോർട്ട്,दैनिक रिपोर्ट
ദിനചര്യ,"दैनिक कार्य, रोज़ का काम"
ദൈനംദിന വേതനം,"दैनिक मज़दूरी, दिहाड़ी"
ഡാക് സ്റ്റേജ്,डाक स्तर
ഡാക് ട്രേ,डाक ट्रे
നഷ്ടം,"क्षति, हानि, नुकसान"
നാശനഷ്ടങ്ങൾ,"नुक़सानी, हर्जाना"
അപകടകരമായ,खतरनाक
ധീനികൾ,"साहसी, साहसिक, निर्भीक"
ഡാറ്റ,"आधार सामग्री;आंकड़े, डाटा"
ഡാറ്റ ബാങ്ക്,आकंडा बैंक
ഡാറ്റ ബേസ്,आंकड़ा संचय
ഡാറ്റ ശേഖരണം,"आंकड़ा संग्रहण, आधार-सामग्री संग्रहण"
ഡാറ്റ തീറ്റ,आंकडा भरण
ഡാറ്റ പ്രോസസ്സിംഗ്,आंकड़ा संसाधन
തീയതി,"दिनांक, तारीख़, तिथि"
എത്തിച്ചേരൽ തീയതി,"आगमन तिथि, आने की तारीख़"
ജനിച്ച ദിവസം,जन्म तिथि
പുറപ്പെടുന്ന തീയതി,"प्रस्थान तारीख, जाने की तारीख़"
ഡിസ്ചാർജ് തീയതി,"कार्यमुक्‍ति तारीख, छुट्टी की तारीख"
പക്വതയുള്ള തീയതി,परिपक्वता तारीख
രസീത് തീയതി,"प्राप्ति तारीख, प्राप्ति तिथि"
തീയതി മുദ്ര,"तारीख़ मोहर, दिनांकन"
ദിവസത്തെ പണ്ഡിതൻ,अनावासी छात्र
ഡേ ഷിഫ്റ്റ്,दिन की पारी
കൃപയുടെ ദിവസങ്ങൾ,रियायती दिन
ദൈനംദിന ജോലി,"दैनंदिन कार्य, रोजमर्रा का काम"
മരിച്ച അക്കൗണ്ട്,निष्क्रिय खाता
ഡെഡ്ലൈൻ,समय सीमा
ഡെഡ്ലോക്ക്,गतिरोध
ഡെഡ് സ്റ്റോക്ക് രജിസ്റ്റർ,जड़ स्टॉक रजिस्टर
ചത്ത ഭാരം,कुल भार
കരാര്,"सौदा, व्यवहार करना"
ഡീലിംഗ് അസിസ്റ്റന്റ്,संबंधित सहायक
ഇടപെടുക,"व्यवहार, लेनदेन"
മരണ വാർഷികം,पुण्यतिथि
പ്രിയ അലവൻസ്,महंगाई भत्‍ता
മരണ ആനുകൂല്യം,मृत्यु हितलाभ
മരണ-കം റിട്ടയർമെന്റ് ഗ്രാറ്റുവിറ്റി,मृत्यु-सह-निवृत्‍ति उपदान
സേവനത്തിൽ മരണം,सेवा के दौरान मृत्यु
ഡീയോത്തോരിസാറ്റിയോയിൻ,प्राधिकार निरसन
ദെബര്ട്ട്,"रोकना, विवर्जित करना"
അപരാതം,"नामे, नामे डालना"
ഉപദേശം,नामे संज्ञापन
കടം,ऋण
ഡെറ്റ് മാനേജുമെന്റ്,ऋण प्रबंधन
കടക്കാരൻ,"ऋणी, देनदार"
മരിച്ച,"मृत, मृतक, दिवंगत"
അന്തസ്സ്,शिष्‍टता
വികേന്ദ്രീകരണം,विकेंद्रीकरण
തീരുമാനിക്കുന്ന ഘടകം,निर्णायक कारक
തീരുമാനം,"निर्णय, फैसला;विनिश्‍चय"
തീരുമാനമെടുക്കൽ,निर्णयन
തീരുമാനമെടുക്കൽ പ്രക്രിയ,निर्णयन प्रक्रिया
പഖാപനം,घोषणा
വരുമാന പ്രഖ്യാപനം,आय की घोषणा
പ്രഖ്യാപിത മൂല്യം,घोषित मूल्य
സത്യപ്രതിജ്ഞ ചെയ്യുക,"सशपथ घोषित करना, शपथपूर्वक घोषणा करना"
വിസങ്കേതനം,कूट वाचन
ഡീകോൺട്രോൾ,"विनियंत्रण, नियंत्रण हटाना"
ആവര്ച്ച,शिष्‍टता;शालीनता;मर्यादा
കുറയുക,"घटत, कमी"
കൽപന,"डिगरी, डिक्री"
സമര്പ്പണം,समर्पण
കിഴിവ്,कटौती-योग्य
കുറയ്ക്കല്,"कटौती, घटाव"
ഉറവിടത്തിൽ കിഴിവ്,स्रोत पर कटौती
ശമ്പളത്തിൽ നിന്നുള്ള കിഴിവ്,वेतन से कटौती
പമാണം,विलेख
പണയത്തിന്റെ കരാർ,बंधक विलेख
കരുതലർ യൂണിവേഴ്സിറ്റി,मानित विश्‍वविद्‌यालय
വികൃതമാക്കുക,"विरूपित करना, विकृत करना"
മാനസികം,वस्तुतः
മലിനീകരണം,ग़बन
വിസമ്മതം,मानहानि
കുറ്റം,"चूक, व्यतिक्रम, बक़ाया"
തകർച്ച,"चूक करने वाला, बक़ायादार, बाक़ीदार"
കുറവുള്ള,"सदोष, त्रुटिपूर्ण"
രാജരക്ഷ,"रक्षा, बचाव, प्रतिवाद"
പ്രതിരോധ ഉപദേശം,बचाव काउंसेल
പ്രതിരോധ നിർമ്മാണം,रक्षा-उत्पादन
എതൃകക്ഷി,प्रतिवादी
മാറ്റിവയ്ക്കുക,आस्थगित करना
മാറ്റിവച്ച ചെലവ്,आस्थगित व्यय
എതിര്പ്പ്,अवज्ञा
കമ്മി,"घाटा, कमी"
കമ്മി ബജറ്റ്,घाटे का बजट
നിര്വചിക്കുക,"निश्‍चित करना, परिभाषा देना"
വിസമ്മതിക്കുക,अवज्ञा करना
അധalal അപലതം,"पद घटाना, ग्रेड घटाना, निम्नीकरण"
ഡിഗ്രി,"डिग्री, उपाधि, उपाधिपत्र, मात्रा, अंश, कोटि, घात"
ദമ്പര്നം,विधितः
താമസിക്കുക,विलंब
പതിനിധി,"प्रतिनिधि, प्रत्यायोजित करना"
ഏറ്റെടുത്ത അതോറിറ്റി,प्रत्यायोजित प्राधिकार
പതിനിധിസംഘം,"प्रतिनिधि मंडल, शिष्‍टमंडल, प्रत्यायोजन"
അധികാരങ്ങളുടെ പ്രതിനിധി,शक्‍तियों का प्रत्यायोजन
ഇല്ലാതാക്കുക,"हटाना, निकालना"
ദീപീകരണം,"लोप, हटा दिया जाना"
കരുതിക്കൂട്ടി,जानबूझकर
അപലപിക്കല്,विचार-विमर्श
വിശദീകരിക്കുന്നു,"लाइसेंस रद्‌द करना, लाइसेंस हटाना"
പവൃത്തി,परिसीमन
മോചിപ്പിക്കുക,"देना, सौंपना, जन्म देना, जनना"
പസവം,"वितरण, सुपुर्दगी, परिदान, प्रसव"
അവകാശം,"मांग, अभियाचना"
ആവശ്വാസ കുറിപ്പ്,मांग नोट
നിര്മതി,सीमांकन
ഡെമി-ഉദ്യോഗസ്ഥൻ,अर्ध-शासकीय
ജനാധിപത്യം,लोकतंत्र
വിശദീകരണം,"प्रदर्शन, निदर्शन, निरूपण"
നാശ്ചരം,"मनोबल-ह्रास, नैतिक पतन"
കലഹം,"विलंब-शुल्क, डेमरेज"
നിഷേധിക്കല്,"इनकार, नकार, प्रत्याख्यान"
വിഭാഗത്തെ,"अभिधान, अंकित मूल्य, मूल्यवर्ग, पंथ"
ഡി നോവോ,नए सिरे से
നിഷേധിക്കുക,"प्रत्याख्यान करना, नकारना"
വേര്പിരിയുക,"प्रस्थान करना, रवाना होना, विचलित होना, हटना, दिवंगत होना"
വകുപ്പ്,विभाग
വകുപകമായ,विभागीय
വകുപ്പുതല പ്രവർത്തനം,विभागीय कार्रवाई
വകുപ്പുതല അന്വേഷണം,विभागीय जांच
ഡിപ്പാർട്ട്മെന്റൽ അന്വേഷണം,विभागीय जांच-पड़ताल
ഡിപ്പാർട്ട്മെന്റൽ ക്രമക്കേട്,विभागीय अनियमितता
ഡിപ്പാർട്ട്മെന്റൽ ലൈബ്രറി,विभागीय पुस्तकालय
വകുപ്പുതല അശ്രദ്ധ,विभागीय उपेक्षा
വകുപ്പുതല അനുമതി,विभागीय अनुमति
വകുപ്പുതല യോഗ്യതാ പരീക്ഷ,विभागीय अर्हक परीक्षा
വേര്പാട്,"प्रस्थान, विचलन"
ഡിപൻഡൻസി സർട്ടിഫിക്കറ്റ്,आश्रितता प्रमाणपत्र
ആശയിക്കുന്ന,आश्रित
ആശ്രിതരായ കുട്ടികൾ,आश्रित संतान
വിനസിക്കുക,परिनियोजित करना
പപ്പോന്ദ്ദം,अभिसाक्षी
നാടുകടത്തല്,"देश-निकाला, विवासन"
ഉദാത്തൊരു,अभिसाक्ष्य देना
നിക്ഷേപം,"निक्षेप, जमा"
ഡിപ്പോ,"डिपो, आगार"
മൂല്യത്തകർച്ച,"मूल्यह्रास, अवक्षय"
വിഷാദമുള്ള ക്ലാസ്,दलित वर्ग
കവരുക,वंचित करना
ആവരണം,"प्रतिनियुति, शिष्‍टमंडल"
ഡെപ്യൂട്ടേഷൻ അലവൻസ്,प्रतिनियुक्‍ति भत्‍ता
ഡെപ്യൂട്ടി,उप
ധൈര്യമുള്ളവർ,विपंजीकृत
ഡ്യൂട്ടിയുടെ ഡെറൽ,कर्तव्य की अवहेलना
ഉറിപ്പ്,वि-आरक्षण
ദുരന്തം,"अनादर, अल्पीकरण"
അവശിഷ്ടപരമായ,अनादरसूचक
അവഹേളനപരമായ പരാമർശം,अनादरसूचक अभ्युक्‍ति
പിന്ഗാമി,वंशज
വിവരണം,"वर्णन, विवरण"
അര്ഹത,सुपात्र
ചിതണം,"अभिकल्प, डिज़ाइन"
പഖാപിക്കുക,"नामोद्‌दिष्‍ट करना, नामोद्‌दिष्‍ट, मनोनीत, अभिहित करना"
പദവി,पदनाम
അയക്കുക,"प्रेषण, रवानगी, प्रेषित करना, रवाना करना, भेजना"
അയണി കുറിപ്പ്,"प्रेषण नोट, रवानगी पत्र"
പാസ്ചാർച്ച് രജിസ്റ്റർ,प्रेषण रजिस्टर
ഉദ്ദിഷ്ടസ്ഥലം,"गंतव्य, लक्ष्य"
നിര്ഗതിയായ,"निराश्रित, बेसहारा"
പതേകവിവരം,"ब्योरा, काम पर भेजना"
വിശദമായ,"विस्तृत, ब्योरेवार"
കണ്ടുപിടിക്കുക,पता लगाना
തടങ്കല്,"निरोध, रोक देना"
ഡിറ്റനോ,"नजरबंद, निरूद्‌ध व्यक्‍ति"
നിശ്ചയം,"निर्धारण, अवधारण, संकल्प"
തടയല്,प्रतिवारण
ദോഷം,अहित
ദോഷകരമായ,अहितकर
വിലകുറയ്ക്കല്,अवमूल्यन
നാശക്കേട്,"विध्वंस, विनाश"
വികസനം,विकास
വതിചലിക്കുക,विचलित होना
ഉപായം,"युक्‍ति, साधन"
ഭക്തി,निष्ठा
രോഗംനിര്ണയിക്കുക,निदान करना
രേഖാലേഖം,आरेख
ഡയറി,"डायरी, दैनिकी, दैनंदिनी"
ശാസന,"श्रुतलेख, बोलकर लिखाना"
ഇതര മരിക്കുന്നു,"अकार्य दिवस, अदिन"
പഥാഹാരകമം,आहार
ദഹിപ്പിക്കുക,"सार-संग्रह, चयनिका"
അന്തസ്സോടെ,गरिमापूर्ण
പതാപം,गरिमा
വ്യതിരിക്ത,विषयांतरण
ഹിച്ചഹം,विलंबकारी
വൈഷമം,दुविधा
അധാനശീലനായ,"अध्यवसायी, परिश्रमी"
പരിമാണം,"विमा, विस्तार"
ബിരുദപതം,डिप्लोमा
നയതന്ത്ര്യം,"राजनय, कूटनीति"
നയതന്ത്ര പ്രതിരോധശേഷി,राजनयिक उन्मुक्‍ति
നേരിട്ട്,"प्रत्यक्ष, सीधा, निदेश देना"
നേരിട്ടുള്ള മത്സരം,सीधी प्रतियोगिता
നേരിട്ടുള്ള അഭിമുഖം,सीधा साक्षात्कार
സംവിധാനം,"निदेश, निदेशन"
മേല്വിലാസപ്പട്ടിക,निर्देशिका
നേരിട്ടുള്ള റിക്രൂട്ട്,सीधे भर्ती(व्यक्‍ति)
അനുവദിക്കരുത്,नांमजूर करना
വികലത,"अशक्‍ततता, निर्योग्यता, अपंगता, अपांगता"
വികലാംഗ വ്യക്തി,अशक्‍त व्यक्‍ति
പ്രവർത്തനരഹിതമായ ആനുകൂല്യങ്ങൾ,"अशक्‍तता हित लाभ, अपंगता हित लाभ, अपांगता हितलाभ"
അസൗകരം,अपहित
വിസമ്മതിക്കുക,"असहमत होना, असहमति"
അനുവദനീയമല്ല,नामंजूर
വിസമ്മതം,निरनुमोदन
അതാഹിതം,विपदा
ദുരന്ത നിവാരണം,विपदा प्रबंधन
പിരിച്ചുവിടുക,"तोड़ देना, भंग करना"
അസംബ്ലി,संवितरण
ഉപേക്ഷിക്കുക,"अलग करना, हटा देना, निकाल देना, व्यक्‍त करना"
ഒഴിവാക്കുക,"निर्वहन, पालन, ऋण उन्मोचन, सेवा-मुक्‍ति, कार्य-मुक्‍ति, छुट्‌टी"
ഡിസ്ചാർജ് സ്ലിപ്പ്,छुट्टी की पर्ची
അച്ചടക്ക നടപടി,अनुशासनिक कार्रवाई
അച്ചടക്ക നടപടിക്രമം,अनुशासनिक प्रकिया
അച്ചടക്കം,अनुशासन
വിവേകം,"दावा छोड़ना, दावा त्यागना, अस्वीकार करना"
പകാശനം,"प्रकटन, प्रकटीकरण"
അസംതൃപ്തിയുള്ള,असंतोष
നിർണ്ണയിക്കുക,"समापन, समाप्ति, रोक"
നിറുത്തുക,"बंद करना, रोकना, समाप्त करना"
തരുക,"अनबन, मतभेद"
കിഴിവ്,"बट्टा, छूट"
കണ്ടെത്തുക,"खोजना, पता लगाना"
അപമാനിക്കുക,"अविश्‍वसनीय मानना, साख गिराना"
പൊരുത്തക്കേട്,विसंगति
വിവേകം,विवेक
വിവേചനാധികാര ഗ്രാന്റ്,विवेकानुदान
വിവേചനാധികാരശക്തി,विवेकाधिकार
വിവേചനം,"भेदभाव, विभेद"
സംവാദം,"विचार-विमर्श, चर्चा, बहस"
ആത്മാര്ഥതയില്ലാത്ത,बेईमान
അപമാനം,"अस्वीकार करना, नकारना, अनादर करना"
ശിഥിലത,विघटन
ചകം,डिस्क
സ്ഥാനഭാവം,"विस्थापन, विस्थानन, अस्तव्यस्त हो जाना"
അവിശ്വസ്ത,निष्ठाहीन
പുറംതള്ളുക,"पदच्युत करना, बरख़ास्त करना, खारिज करना"
പുറംതള്ളല്,"पदच्युति, बरख़ास्तगी"
പിരിച്ചുവിടൽ നടപടിക്രമം,बरख़ास्तगी प्रकिया
ധിക്കരിക്കുക,"आज्ञा न मानना, अवज्ञा करना"
അവവസ്ഥ,"अव्यवस्था, गड़बड़ी, शांति भंग"
അചന്തരമായ,अव्यवस्थित करना/होना
അസമതം,असमानता
ഡിസ്പാച്ച് വിഭാഗം,प्रेषण अनुभाग
വിശദീകരിക്കാനാകും,परिहार्य
ചിതറുക,"विसर्जित होना, तितर-बितर करना या होना"
സ്ഥലംമാറ്റി,विस्थापित
പദര്ശനം,"सज्जा, सजावट, प्रदर्शन, प्रदर्शित करना"
അനിഷ്ടം,"अप्रसाद, नाखुशी"
പങ്കുമാറ്റം,"निपटान, निवर्तन, व्ययन"
പുറന്തള്ളുന്നു,"निपटाना, बेचना"
സ്ഥാനം,"प्रवृत्‍ति, स्वभाव"
പുറംതൊലി,"बेकब्ज़ा करना, कब्जा छीनना"
തര്ക്കം,"विवाद, झगड़ा"
അഭാവം,निरर्हता
അവഗണിക്കുക,अवहेलना
വേര്പിരിയല്,"विच्छिन्नता, बाधा, भंग, भंग करना"
അസംതൃപ്തി,असंतोष
വിയോജിപ്പ്,"विमति, विसम्मति"
അപമാനകരമായ,"अपकार, कुसेवा"
പിത്തരുത്,"वियोजित करना, असंबद्‌ध होना, अलग होना"
പിരിച്ചുവിടുക,"भंग, विघटन"
അലിയിക്കുക,"विघटित करना, भंग करना"
വിദൂര പഠനം,दूरस्थ अधिगम
ദൈർഘ്യമേറിയ,"मद्‌य निर्माणशाला, आसवनी"
വ്യത്യസ്തരായ,"भिन्न, अलग, सुभिन्न, सुस्पष्‍ट, सुव्यक्‍त"
വിവേചിക്കുക,"भेद करना, विशिष्‍टता पाना"
വളച്ചൊടിക്കൽ,"विकृति, तोड़-मरोड़"
ദുരിതം,"विपत्‍ति, कष्‍ट"
വിതരണം ചെയ്യുക,"वितरण करना, बाँटना"
വിതരണ,"वितरण, बंटन"
ജില്ല,"जिला, जनपद"
ജില്ലാ കേന്ദ്രം,"डिस्ट्रिक्टसेंटर, व्यावसायिक केंद्र, जिला केंद्र, प्रधान केंद्र"
ശലം,"उपद्रव, गड़बड़ी, अशांति, बाधा"
ഡിറ്റോ,"यथोपरि, जैसे ऊपर"
വതിചലനം,"विषयांतर, पथांतर, पथांतरण, अपयोजन"
ലാഭിക്കുക,लाभांश
ഡിവിഷൻ,"प्रभाग, मंडल, डिवीजन, विभाजन, श्रेणी, डिवीजन"
വിവാഹമോചനം,"तलाक़, विवाह-विच्छेद, तलाक़ देना, विवाह-विच्छेद करना"
ഡോക്കറ്റ്,डॉकेट
ഡോക്ടര്,"डॉक्टर, चिकित्सक"
രേഖ,"दस्तावेज़, प्रलेख"
ഡോക്യുമെന്ററി തെളിവുകൾ,दस्तावेजी साक्ष्य
പ്രമാണീകരണം,"प्रलेखीकरण, प्रलेखन"
വാസസ്ഥലം,अधिवास
ഡൊമിസൈൽ സർട്ടിഫിക്കറ്റ്,अधिवास प्रमाणपत्र
പബലമായ,"प्रभावी, प्रबल, प्रधान"
സംഭാവന,"दान, संदान, चंदा"
ഡോസിയർ,"डोसियर, खरीता"
സംശയകരമായ,संदिग्ध
ഡ ove ടെയ്ലിംഗ്,क्रमवेशन
താഴേക്ക്,अवनयन
കരട്,"दस्ता, टुकड़ी, ड्राफ्ट, प्रारूप, मसौदा"
ഡ്രാഫ്റ്റ് മറുപടി,उत्‍तर का मसौदा
കടുത്ത നടപടി,कठोर उपाय
വര്ണിക്കുക,"आहरण, निकालना, काटना, चैक लिखना"
ഡ്രോക്കർ,"चेक काटने वाला, लेखीवाल, आहरणकर्ता, दराज"
ഡ്രോയിംഗ്,"ड्राइंग, रेखाचित्र, आहरण"
വരള്ച്ച,"अनावृष्‍टि, सूखा"
വരണ്ട പ്രമോഷൻ,निर्लाभ पदोन्नति
ഇരട്ട ചാർജ്,"दोहरा प्रभार, दोहरा कार्यभार"
ഇരട്ട പൗരത്വം,दोहरी नागरिकता
കുടിശ്ശിക,"देय, प्राप्य, नियत"
കൃത്യമായ ശ്രദ്ധ,सम्यक् तत्परता
കുടിശ്ശിക,देय राशि
ശരിക്കൊണ്ടാക്കുക,"विधिवत, यथाविधि"
പകര്പ്പെടുക്കുക,"दूसरी प्रति, अनुलिपि"
കാലയളവ്,"अवधि, मियाद"
ദരക്ഷകർ,दबाव
കടമ,"ड्यूटी, कर्तव्य, कार्य, काम, शुल्क"
ഡ്യൂട്ടി അലവൻസ്,ड्यूटी भत्‍ता
ഡ്യൂട്ടി ചാർട്ട്,ड्यूटी चार्ट
നികുതി അവധി,इतर कार्यार्थ छुट्टी
കടപ്പാട്,ड्यूटी कक्ष
മരിക്കുന്ന പ്രഖ്യാപനം,मृत्युकालिक कथन
ചലനാത്മകത,गतिकी
പകാശിത,उद्‌दिष्‍ट करना
സമ്പാദിച്ച അവധി,अर्जित छुट्टी
വരുമാനം,"अर्जन, कमाई"
പരിസ്ഥിതി സൗഹൃദ,पर्यावरण-अनुकूल
പരിസ്ഥിതിവിജ്ഞാനം,पारिस्थितिकी
സാന്വത്തികമായ,"आर्थिक, अर्थशास्त्रीय"
സാമ്പത്തിക ചൂഷണം,"आर्थिक शोषण, आर्थिक संदोहन"
സമ്പദ്,अर्थव्यवस्था
ഇക്കണോമി ക്ലാസ്,किफ़ायती श्रेणी
എഡിറ്റിംഗ്,संपादन
പതിപ്പ്,संस्करण
എഡിറ്റോറിയൽ,सम्पादकीय
പഠനം,शिक्षा
വിദ്യാഭ്യാസ ജീവിതം,शैक्षिक कैरियर
വിദ്യാഭ്യാസ ഇൻസ്റ്റിറ്റ്യൂട്ട്,"शैक्षिक संस्थान, शिक्षा संस्थान"
വിദ്യാഭ്യാസ യോഗ്യത,शैक्षिक अर्हता
ഫലം,"प्रभाव, परिणाम"
സഫലമായ,"प्रभावी, कारगर, वास्तविक"
ഫലപ്രദമായ തീയതി,प्रभावी तिथि
ഇഫക്റ്റുകൾ,मालमत्ता
ഫലപ്ലയം,प्रभावोत्पादकता
കാര്യക്ഷമത,"दक्षता, कार्यकुशलता"
കഴിവുള്ള,दक्ष
പുറത്താക്കൽ,बेदखली
വിപുലീകരിക്കുക,"विस्तार से कहना, विशद"
ഭീഷണിപ്പെടുത്തുക,"बीतना, बीत जाना"
