Assamese,Tamil
দম্পতী সংক্ৰমণ,ஜோடி பரிமாற்றம்
ডাবল ৰিড সমন্বয়ক,இரட்டை வாசிப்பு ஒருங்கிணைப்பாளர்
"ডুৱেল-ডিফাৰেন্স এনালগ, ডিজিটেল কনভাৰ্টাৰ","இரட்டை வேறுபாடு அனலாக், டிஜிட்டல் மாற்றி"
ডাইপোল পৰিৱৰ্তন,இருமுனை மாற்றம்
ডাবল ফ&#39;ল&#39; ভল্টেজ কন্ট্ৰ&#39;লাৰ,இரட்டை பின்தொடர் மின்னழுத்த கட்டுப்படுத்தி
দ্বৈততা,இருமை
ডাবল ৰোড,இரட்டை வரிசை
নিৰৱ এন্টেনা,அமைதியான ஆண்டெனா
ডুপ্লেক্স ট্ৰেন্সমিছন,இரட்டை பரிமாற்றம்
উপযোগিতা অনুপাত,பயன்பாட்டு விகிதம்
ইউটিলিটি ৰেচিঅ&#39; মডুলেচন,பயன்பாட்டு விகித பண்பேற்றம்
dB-25 সংযোগকাৰী,dB-25 இணைப்பான்
ৰেচিডেন্সি,குடியிருப்பு
গতিশীল বৈশিষ্ট্য,மாறும் பண்புகள்
গতিশীল বৈশিষ্ট্য,மாறும் பண்புகள்
ডাইনামিক কাৰেণ্ট,மாறும் மின்னோட்டம்
ডাইনামিক ইম্পিডেন্স,டைனமிக் மின்மறுப்பு
"ডাইনামিক লোড লাইন, লোড লাইন","டைனமிக் சுமை வரி, சுமை வரி"
গতিশীল স্মৃতিশক্তি,மாறும் நினைவகம்
ভেৰিয়েবল মেমৰি চেল,மாறி நினைவக செல்
ডাইনামিক মেমৰি ৰিফ্ৰেচাৰ,டைனமிக் நினைவக புதுப்பிப்பு
গতিশীল মাউছ ওলোটা,மாறும் சுட்டி தலைகீழ்
গতিশীল ৰেম গতিশীল ৰেম,டைனமிக் ரேம் டைனமிக் ரேம்
ডাইনামিক ৰেঞ্জ,மாறும் வரம்பு
গতিশীল ৰেজিষ্টেন্স,மாறும் எதிர்ப்பு
গতিশীল বিচ্যুতি পঞ্জিকা,மாறும் இடப்பெயர்ச்சி பதிவு
গতিশীল পৰীক্ষা,டைனமிக் சோதனை
ডাইনামিক ভিডিঅ&#39; ৰেণ্ডম এক্সেছ মেমৰি (DVRAM),டைனமிக் வீடியோ ரேண்டம் அணுகல் நினைவகம் (DVRAM)
ডাইনামো,டைனமோ
ডাইনামোমিটাৰ,டைனமோமீட்டர்
ডাইনিট্ৰন দোলক,டைனிட்ரான் ஆஸிலேட்டர்
"আগতীয়া প্ৰভাৱ, আগতীয়া প্ৰভাৱ","ஆரம்ப விளைவு, ஆரம்ப விளைவு"
ই এ ৰম,இ ஒரு ரோம்
পৃথিৱী সংযোগ,பூமி இணைப்பு
গ্ৰাউণ্ড ষ্টেচন,தரை நிலையம்
এবাৰ্ছ-মৌল-সমীকৰণ,ஈபர்ஸ்-மவுல்-சமன்பாடு
এবাৰ্ছ-মৌল-মডেল,ஈபர்ஸ்-மால்-மாடல்
প্ৰতিধ্বনি,எதிரொலி
এন্টি ইকো,எதிரொலி எதிர்ப்பு
এডি কাৰেণ্ট,எடி கரண்ட்
ষ্ট্ৰেণ্ড সংযোগকাৰী,இழை இணைப்பான்
কোৰ ডিটেক্টৰ,கோர் டிடெக்டர்
কোৰ ট্ৰিগাৰ ফ্লিপ ফ্লপ,மைய தூண்டுதல் ஃபிளிப் ஃப்ளாப்
কোৰ ট্ৰিগাৰ লেচ,முக்கிய தூண்டுதல் தாழ்ப்பாளை
&#39;এডিচন ইফেক্ট&#39;,எடிசன் விளைவு
সম্পাদক,ஆசிரியர்
ফলপ্ৰসূ এলেকা,பயனுள்ள பகுதி
ফলপ্ৰসূ কাৰেণ্ট,பயனுள்ள மின்னோட்டம்
ফলপ্ৰসূ মাটিৰ ব্যাসাৰ্ধ,பயனுள்ள தரை ஆரம்
ফলপ্ৰসূ উচ্চতা,பயனுள்ள உயரம்
কাৰ্যকৰী দৈৰ্ঘ্য,பயனுள்ள நீளம்
কাৰ্যকৰী ভৰ,பயனுள்ள நிறை
ফলপ্ৰসূ বিকিৰণ শক্তি,பயனுள்ள கதிர்வீச்சு சக்தி
কাৰ্যকৰী ভল্টেজ,பயனுள்ள மின்னழுத்தம்
দক্ষতা,திறன்
ই.ই.পি. ৰম,இ.இ.பி. ரோம்
আইকনল সমীকৰণ,சின்னச் சமன்பாடு
বিপৰীত ধাৰণক্ষমতা,தலைகீழ் கொள்ளளவு
ই-স্তৰ,மின் அடுக்கு
বৈদ্যুতিক প্ৰবাহ,மின்சாரம்
বৈদ্যুতিক ক্ষেত্ৰ,மின்சார புலம்
বৈদ্যুতিক ক্ষেত্ৰৰ তীব্ৰতা,மின்சார புல தீவிரம்
বৈদ্যুতিক প্ৰবাহৰ লাইন,மின்னோட்டக் கோடுகள்
বৈদ্যুতিক বিভৱ,மின்சார திறன்
বিদ্যুৎস্পৃষ্ট,மின்கசிவு
ইলেক্ট্ৰ&#39;-ছল্ডাৰ,மின் சாலிடர்
বৈদ্যুতিক তৰংগ,மின்சார அலை
বৈদ্যুতিক দৈৰ্ঘ্য,மின் நீளம்
বৈদ্যুতিক শক্তি,மின் சக்தி
বিদ্যুৎ,மின்சாரம்
ইচিজি,ஈசிஜி
বৈদ্যুতিক ডাইনেমো মিটাৰ,மின்சார டைனமோ மீட்டர்
ইলেক্ট্ৰ&#39;ড,மின்முனை
ইলেক্ট্ৰ&#39;ড কাৰেণ্ট,மின்னோட்டம்
ইলেক্ট্ৰ&#39;লুমিনেচেন্স,மின் ஒளிர்வு
ইলেক্ট্ৰ&#39;লুমিনেচেণ্ট ডিছপ্লে,மின் ஒளிரும் காட்சி
গেলভানিক পৃথকীকৰণ,கால்வனிக் தனிமைப்படுத்தல்
ইলেক্ট্ৰলাইট,எலக்ட்ரோலைட்
ইলেক্ট্ৰ&#39;লাইটিক কেপাচিটৰ,மின்னாற்பகுப்பு மின்தேக்கி
ইলেক্ট্ৰ&#39;লাইটিক কেপাচিটৰ,மின்னாற்பகுப்பு மின்தேக்கி
বিদ্যুৎচুম্বক,மின்காந்தம்
বিদ্যুৎচুম্বকীয় শক্তি,மின்காந்த ஆற்றல்
বিদ্যুৎচুম্বকীয় প্ৰৰোচনা,மின்காந்த தூண்டல்
"বিদ্যুৎচুম্বকীয় হস্তক্ষেপ, ইএমআই","மின்காந்த குறுக்கீடு, EMI"
বিদ্যুৎচুম্বকীয় বৰ্ণালী,மின்காந்த நிறமாலை
বিদ্যুৎচুম্বকীয় তৰংগ,மின்காந்த அலை
বিদ্যুৎচুম্বকত্ব,மின்காந்தவியல்
ইলেক্ট্ৰ&#39; মেকানিকেল ফিল্টাৰ,எலக்ட்ரோ மெக்கானிக்கல் வடிகட்டி
ইলেক্ট্ৰ&#39;মিটাৰ,எலக்ட்ரோமீட்டர்
বিদ্যুৎচালিত বল,மின்னோட்ட விசை
ইলেক্ট্ৰন,எதிர் மின்னணு
ইলেক্ট্ৰন ৰশ্মি,எலக்ட்ரான் கற்றை
ইলেক্ট্ৰন আধান,எலக்ட்ரான் சார்ஜ்
ইলেক্ট্ৰন নিৰ্গমন,எலக்ட்ரான் உமிழ்வு
ইলেক্ট্ৰন প্ৰবাহ,எலக்ட்ரான் ஓட்டம்
ইলেক্ট্ৰন গেছ,எலக்ட்ரான் வாயு
ইলেক্ট্ৰন যন্ত্ৰ,எலக்ட்ரான் சாதனம்
ইলেক্ট্ৰন ফুটা যোৰ,எலக்ட்ரான் துளை ஜோடி
ইলেক্ট্ৰন মাইক্ৰস্কোপ,எலக்ட்ரான் நுண்ணோக்கி
ইলেক্ট্ৰন কক্ষপথ,எலக்ட்ரான் சுற்றுப்பாதை
ইলেক্ট্ৰন খোলা,எலக்ட்ரான் ஷெல்
ইলেক্ট্ৰন ভল্ট,எலக்ட்ரான் வோல்ட்
ইলেক্ট্ৰন তৰংগ নলী,எலக்ட்ரான் அலை குழாய்
ইলেক্ট্ৰনিক চাৰ্জ,மின்னணு கட்டணம்
ইলেক্ট্ৰনিক ডাটা ষ্ট্ৰেছ,மின்னணு தரவு அழுத்தம்
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,மின்னணு தரவு செயலாக்கம்
ইলেক্ট্ৰনিক চাবি,மின்னணு விசை
ইলেক্ট্ৰনিক মেইল (ই-মেইল),மின்னணு அஞ்சல் (மின்னஞ்சல்)
ইলেক্ট্ৰনিক ভৰ,மின்னணு நிறை
ইলেক্ট্ৰনিক সংখ্যাগত,மின்னணு எண்
ইলেক্ট্ৰনিক চুইচিং,மின்னணு மாறுதல்
ইলেক্ট্ৰনিক ভল্টমিটাৰ,மின்னணு மின்னழுத்தமானி
ইলেক্ট্ৰনিকভাৱে টিউন কৰা ৰিচিভাৰ,மின்னணு முறையில் டியூன் செய்யப்பட்ட ரிசீவர்
ইলেক্ট্ৰনিকছ উদ্যোগ সংস্থা,மின்னணு தொழில் சங்கம்
ইলেক্ট্ৰ&#39;প্লেটিং,மின்முலாம் பூசுதல்
ইলেক্ট্ৰস্কোপ,மின்னோக்கி
বিদ্যুৎচুম্বকত্ব,மின்காந்தவியல்
ইলেক্ট্ৰষ্টেটিক ফ্লাক্স,மின்னியல் ஃப்ளக்ஸ்
ইলেক্ট্ৰষ্টেটিক সংৰক্ষক,மின்னியல் பாதுகாப்பு
উপাদান,உறுப்பு
বিকশিত কৰা,மேம்படுத்தல்
উন্নতিৰ কোণ,முன்னேற்றக் கோணம்
উপবৃত্তাকাৰ প্ৰতিফলক,நீள்வட்ட பிரதிபலிப்பான்
উপবৃত্তাকাৰ ফিল্টাৰ,நீள்வட்ட வடிகட்டி
উপবৃত্তাকাৰ মেৰু,நீள்வட்ட துருவம்
এম্বেডেড চিস্টেম,உட்பொதிக்கப்பட்ட அமைப்பு
abssidic ক&#39;ড,abssidic குறியீடு
এমিটাৰ,உமிழ்ப்பான்
এমিটাৰ অৰিয়েণ্টেচন কনফিগাৰেচন,உமிழ்ப்பான் நோக்குநிலை கட்டமைப்பு
এমিটাৰ বাইপাছ কেপাচিটৰ,உமிழ்ப்பான் பைபாஸ் மின்தேக்கி
নিৰ্গমনকাৰী বৈশিষ্ট্য,உமிழும் பண்புகள்
এমিটাৰ কাপল্ড এম্প্লিফায়াৰ,உமிழ்ப்பான் இணைந்த பெருக்கி
এমিটাৰ প্ৰসাৰণ,உமிழ்ப்பான் பரவல்
এমিটাৰ ট্ৰেইলিং,உமிழ்ப்பான் பின்னிணைப்பு
এমিটাৰ ৰেজিষ্টৰ,உமிழ்ப்பான் மின்தடை
এমিটাৰ স্থিতিশীল অৰিয়েণ্টেচন কনফিগাৰেচন,உமிழ்ப்பான் நிலைப்படுத்தப்பட்ட நோக்குநிலை கட்டமைப்பு
এমিটাৰ বেচ জংচন,உமிழ்ப்பான் அடிப்படை சந்திப்பு
"এমিটাৰ কাপল্ড লজিক, ইচিএল","உமிழ்ப்பான் இணைந்த தர்க்கம், ECL"
যান্ত্ৰিক,இயந்திரமயமாக்கப்பட்டது
সক্ষম কৰা,செயல்படுத்த
এনকেপচুলেচন,அடைப்பு
কোদিত্ৰা,கொடித்ரா
এনক্ৰিপচন,குறியாக்கம்
বৃত্তাকাৰ লাভ,வட்ட ஆதாயம்
ৰূপান্তৰ,மாற்றம்
প্ৰণালীবদ্ধ,அமைப்பு ரீதியான
বৃত্তাকাৰ বিচ্যুতি,வட்ட இடப்பெயர்ச்சி
দীৰ্ঘায়িত এন্টেনা,நீளமான ஆண்டெனா
দীৰ্ঘায়িত এৰে,நீளமான வரிசை
শক্তি,ஆற்றல்
শক্তি বাৰ,ஆற்றல் பட்டை
বেণ্ড গেপ,பட்டை இடைவெளியை
শক্তিৰ স্তৰ,ஆற்றல் நிலை
শক্তিৰ স্তৰৰ ডায়েগ্ৰাম,ஆற்றல் நிலை வரைபடம்
উন্নত প্ৰসাৰিত ভৰ নিৰ্দিষ্টকৰণ,மேம்படுத்தப்பட்ட விரிவாக்கப்பட்ட நிறை விவரக்குறிப்பு
বৃদ্ধি কৰা প্ৰবন্ধ পঞ্জীয়ক,அதிகரிக்கப்பட்ட கட்டுரைப் பதிவாளர்
বৃদ্ধি,வளர்ச்சி
বৃদ্ধিৰ ধৰণ,வளர்ச்சி முறை
উন্নত Mosfet,மேம்படுத்தப்பட்ட Mosfet
এণ্ট্ৰপি,என்ட்ரோபி
খাম ডিমডুলেটৰ,உறை demodulator
পৰিৱেশ,சூழல்
"এপিটেক্সি বৃদ্ধি, আৰোহী বৃদ্ধি","எபிடாக்ஸி வளர்ச்சி, ஏறுமுக வளர்ச்சி"
"এপিট্ৰেকিয়াল স্তৰ, আৰোহী স্তৰ","எபிட்ராசியல் அடுக்கு, ஏறுவரிசை அடுக்கு"
"এপিটাক্সি, অভাৰৰাইডিং","எபிடாக்ஸி, மேலெழுதுதல்"
ইপক্সি-ফাইবাৰ গ্লাছৰ স্তৰ,எபோக்சி-ஃபைபர் கண்ணாடி நிலை
ইপি-ৰম,EP-ROM
এপ্সিলন,எப்சிலான்
সমতা স্থাপন,சமப்படுத்துதல்
সমতা বৰ্তনী,சமநிலை சுற்று
সমতা,சமத்துவம்
সমীকৰণ,சமன்பாடு
ইকুৱেলাইজাৰ ফিল্টাৰ,சமநிலை வடிகட்டி
সমীকৰণটো,சமன்பாடு
বিষুৱীয় সমতল,பூமத்திய ரேகை விமானம்
সমবিভৱ ৰেখা,ஐசோபோடென்ஷியல் கோடு
সমবিভৱ পৃষ্ঠা,equipotential பக்கம்
সমতুল্য বৰ্তনী,சமமான சுற்று
সমতুল্য ইনপুট শব্দ জেনেৰেটৰ,சமமான உள்ளீடு இரைச்சல் ஜெனரேட்டர்
সমতুল্য ইনপুট শব্দ প্ৰতিৰোধ ক্ষমতা,சமமான உள்ளீடு இரைச்சல் எதிர்ப்பு
সমতুল্য সমস্থানিক বিকিৰণ শক্তি,சமமான ஐசோடோபிக் கதிர்வீச்சு சக்தி
বিলোপ,அழி
শক্তি প্ৰক্ৰিয়া,ஆற்றல் செயல்முறை
ত্ৰুটি নিয়ন্ত্ৰণ ক&#39;ডিং,பிழை கட்டுப்பாட்டு குறியீட்டு முறை
ভুল সংশোধন ক&#39;ড,பிழை திருத்தம் குறியீடு
ভুল ধৰা পেলোৱা ক&#39;ড,பிழை கண்டறிதல் குறியீடு
ভুল নিয়ন্ত্ৰণ,பிழை கையாளுதல்
ভুলৰ হাৰ,பிழை விகிதம்
ভুল ভল্টেজ,பிழை மின்னழுத்தம்
ভুল পৰিবৰ্ধক,பிழை பெருக்கி
isaki ডাইঅ&#39;ড,இசக்கி டையோடு
এচিং,பொறித்தல்
ইথাৰনেট,ஈதர்நெட்
অইলাৰৰ উপপাদ্য,யூலரின் தேற்றம்
প্ৰসাৰণ হ্ৰাস ধৰণ,வீச்சு குறைப்பு முறை
বাষ্পীভৱন প্ৰক্ৰিয়া,ஆவியாதல் செயல்முறை
ই-ভেক্টৰ,மின் திசையன்
সমতা,சமத்துவம்
ব্যতিক্ৰম নিয়ন্ত্ৰণ,விதிவிலக்கு கையாளுதல்
অতিৰিক্ত শব্দ অনুপাত,கூடுதல் இரைச்சல் விகிதம்
ট্ৰিপল ক&#39;ড,மூன்று குறியீடு
উদ্দীপনা টেবুল,தூண்டுதல் அட்டவணை
echo XOR গেট,எதிரொலி XOR வாயில்
এক্সিকিউচন চফ্টৱেৰ,செயல்படுத்தும் மென்பொருள்
নিষ্পাদন পদক্ষেপ,மரணதண்டனை நகர்வு
নিষ্পাদন সময়,செயல்படுத்தும் நேரம்
একচেটিয়া ন&#39;ৰ গেট,பிரத்தியேக நார் கேட்
সম্প্ৰচাৰক,ஒளிபரப்பாளர்
ঘাতীয় ক্ষয়,அதிவேக சிதைவு
ঘাতীয় ডাইঅ&#39;ড,அதிவேக டையோடு
ঘাতীয় ফুৰিয়েৰ শৃংখলা,அதிவேக ஃபோரியர் தொடர்
ঘাতীয় ফলন,அதிவேக செயல்பாடு
বাহ্যিক কম্পাঙ্ক ৰেজিষ্টেন্স,வெளிப்புற அதிர்வெண் எதிர்ப்பு
অতি উচ্চ কম্পাঙ্ক,மிக அதிக அதிர்வெண்
উচ্চ সম্ভাৱনা,உயர் திறன்
অতি কম কম্পাঙ্ক,மிகக் குறுகிய அதிர்வெண்
অভেদ্য অৰ্ধপৰিবাহী,கடத்தாத குறைக்கடத்தி
ফাইলটো খোলক,திறந்த கோப்பு
অৰ্ধপৰিবাহী নিৰ্মাণ,குறைக்கடத்தி உற்பத்தி
fabri পেরো অনুনাদক,ஃபேப்ரி பெரோ ரெசனேட்டர்
পেনেল,குழு
বহুগুণক,பெருக்கி
ফেক্টৰিয়েল,காரணியான
lacunae,லாகுனா
ক্ষীণকৰণ,தணிவு
ক্ষীণকৰণ,தணிவு
ফাহি একপক্ষীয় পাৰ্যমান্যতা জোখা,ஃபாஹி ஒருதலைப்பட்ச ஊடுருவல் அளவிடுபவர்
বিফল হোৱা,தோல்வி
বিফল ধৰণ,தோல்வி முறை
বিফলতাৰ হাৰ,தோல்வி விகிதம்
ফেয়াৰ চাইল্ড অৰ্ধপৰিবাহী,சிகப்பு குழந்தை செமிகண்டக்டர்
পতনৰ সময়,வீழ்ச்சி காலம்
পাতি কালাদ কোৰ,பதி கலாட் கோர்
পেট কোৰ,பேட் கோர்
পতন হোৱা,சரிவு
মিছা,பொய்
ভাঁজ কৰা কাগজ,மடித்த காகிதம்
ইনপুট,உள்ளீடு
ইছ্যু নম্বৰ,வெளியீட்டு எண்
ফাৰাড,ஃபாரட்
ফাৰাডে ইফেক্ট,ஃபாரடே விளைவு
ফাৰাডে ঘূৰণ,ஃபாரடே சுழற்சி
faraday স্ক্ৰীণ,ஃபாரடே திரை
faraday ধ্ৰুৱক,ஃபாரடே மாறிலி
ফেৰাডেৰ আইন,ஃபாரடேயின் சட்டம்
প্ৰতিৰূপ,பிரதி
প্ৰতিলিপি গ্ৰাহক,பிரதி பெறுபவர்
প্ৰতিলিপি যোগাযোগকাৰী,பிரதி தொடர்பாளர்
প্ৰতিৰূপ,பிரதி
প্ৰতিলিপি সংকেত,பிரதி சமிக்ஞை
চোকা কোৰ,கூர்மையான கோர்
দ্ৰুত fourier ৰূপান্তৰ,விரைவான நான்கு உருமாற்றம்
জাহাজৰ ৰচিদ দিনকাৰি,கப்பல் ரசீது டிங்காரி
ফাইল আবণ্টনৰ সময়সূচী,கோப்பு ஒதுக்கீடு அட்டவணை
মাৰাত্মক ভুল,கொடிய பிழை
মূল নথিপত্ৰ,பெற்றோர் கோப்பு
ইনপুট,உள்ளீடு
"দোষ, দোষ","தவறு, தவறு"
দোষ বিশ্লেষণ,தவறு பகுப்பாய்வு
দোষ ৰেটিং,தவறு மதிப்பீடு
দোষ স্থানীয়কৰণ,தவறு உள்ளூர்மயமாக்கல்
দোষ স্থানীয় দলং,உள்ளூர் பாலத்தின் தவறு
দোষ ফিল্টাৰ টগল কৰক,தவறு வடிகட்டி மாற்று
পতন সহনশীলতা,வீழ்ச்சி சகிப்புத்தன்மை
ফানোৰ এলগৰিদম,ஃபேனோவின் அல்காரிதம்
ইছ্যু নম্বৰ,வெளியீட்டு எண்
ইছ্যু নম্বৰ গছ,வெளியீடு எண் மரம்
ফেক্স,தொலைநகல்
ফাইলৰ সংমিশ্ৰণ,கோப்பு கலவை
F সংযোগকাৰী,எஃப் இணைப்பான்
কম্পাঙ্ক বিভাজন মাল্টিপ্লেক্সাৰ,அதிர்வெண் பிரிவு மல்டிபிளெக்சர்
এফ ই চি ক&#39;ড,FEC குறியீடு
ফেডাৰেল কমিউনিকেচন কমিছন,ஃபெடரல் கம்யூனிகேஷன்ஸ் கமிஷன்
পুনৰ বিনিয়োগ লুপ লাভ,மறு முதலீட்டு வளைய ஆதாயம்
ক্ষীণ কৰা চুম্বকীয় পদাৰ্থ,வலுவிழந்த காந்தப் பொருள்
ইনপুট,உள்ளீடு
পুনৰ বিনিয়োগৰ উৎপাদন,மறு முதலீட்டு மகசூல்
জীৱিকাৰ ক্ষতি,வாழ்வாதார இழப்பு
পুনৰ বিনিয়োগ,மறு முதலீடு
পুনৰ বিনিয়োগ এম্প্লিফায়াৰ,மறு முதலீட்டு பெருக்கி
পুনৰ প্ৰৱৰ্তন বিকৃতি,மறு அறிமுகம் சிதைவு
পুনৰ বিনিয়োগ ব্লক ডায়াগ্ৰাম,மறு முதலீட்டுத் தொகுதி வரைபடம்
পুনৰ বিনিয়োগৰ ধাৰা ডায়েগ্ৰাম,மறுமுதலீடு ஸ்ட்ரீம் வரைபடம்
পুনৰুদ্ধাৰ লুপ,மறுசீரமைப்பு வளையம்
পুনৰ বিনিয়োগ দোলক,மறுமுதலீடு ஆஸிலேட்டர்
পুনৰ বিনিয়োগৰ দৌৰ,மறு முதலீட்டு இனம்
পুনৰ বিনিয়োগ স্থানচ্যুতি পঞ্জীয়ন,மறுமுதலீடு இடப்பெயர்ச்சிப் பதிவு
পুনৰ বিনিয়োগ নীতিৰ ডায়েগ্ৰাম,மறு முதலீட்டு கொள்கை வரைபடம்
পুনৰ প্ৰৱৰ্তন ভল্টেজ ডায়াগ্ৰাম,மறு அறிமுகம் மின்னழுத்த வரைபடம்
ফাৰ্মি স্তৰ,ஃபெர்மி நிலை
ফেৰিক ইণ্ডাক্টৰ,பெர்ரிக் தூண்டி
ফেৰাইট,ஃபெரைட்
ফেৰাইট এন্টেনা,ஃபெரைட் ஆண்டெனா
ফেৰাইট অপতৃণ,ஃபெரைட் களை
ফেৰাইট স্পিনাৰ,ஃபெரைட் ஸ்பின்னர்
ফেৰাইট বিভাজক,ஃபெரைட் பிரிப்பான்
ফেৰাইট লাইন সম্প্ৰসাৰণ,ஃபெரைட் வரி நீட்டிப்பு
ফেৰাইট-কোৰ ট্ৰেন্সফৰ্মাৰ,ஃபெரைட்-கோர் மின்மாற்றி
ferro ক্ৰম টেপ,ஃபெரோ குரோம் டேப்
ফেৰ&#39;মেগনেটিজম,ஃபெரோ காந்தவியல்
ভাগ্য,விதி
ফিল্ড ইফেক্ট ট্ৰেঞ্জিষ্টৰ (FET),ஃபீல்டு எஃபெக்ட் டிரான்சிஸ்டர் (FET)
ফেট বুষ্টাৰ,கொழுப்பு பூஸ்டர்
fret পৰিপূৰক প্ৰতিসমতা,fret complement symmetry
চৰ্বি হ্ৰাসৰ ধৰণ,கொழுப்பு குறைப்பு முறை
"ভাগ্য দ্বৈততা গেট, দ্বৈততা গেট","விதி இருமை வாயில், இருமை வாயில்"
চৰ্বি বৃদ্ধিৰ ধৰণ,கொழுப்பு வளர்ச்சி முறை
&#39;ফ্ৰেট ফ্ৰিকুৱেন্সি ৰেচপন্স&#39;,fret அதிர்வெண் பதில்
চৰ্বি গ্ৰাফিক বিশ্লেষণ,கொழுப்பு கிராஃபிக் பகுப்பாய்வு
FATE বিনিয়োগৰ সুৰক্ষা,ஃபேட் இன்வெஸ்ட்மென்ட் பாதுகாப்பு
চৰ্বি ওলোটা,கொழுப்பு தலைகீழ்
ভাগ্য চুক্তি,விதி ஒப்பந்தம்
চৰ্বিযুক্ত mosfet,கொழுப்பு மொஸ்ஃபெட்
চৰ্বিৰ পৰিবাহীতা,கொழுப்பு கடத்துத்திறன்
টোপনিৰ সময়,உறக்க நேரம்
ফাইল আমদানি,கோப்பு இறக்குமதி
আঁহ,நார்ச்சத்து
ফাইবাৰ সংযোগকাৰী,ஃபைபர் இணைப்பு
ফাইবাৰ বিতৰণ কৰা তথ্য আন্তঃপৃষ্ঠ,ஃபைபர் விநியோகிக்கப்பட்ட தரவு இடைமுகம்
ফাইবাৰ গ্লাছ,இழை கண்ணாடி
ফাইবাৰ অপটিক লিংক,ஃபைபர் ஆப்டிக் இணைப்பு
ফাইবাৰ অপটিক্স ট্ৰেন্সমিছন উইণ্ড&#39;,ஃபைபர் ஆப்டிக்ஸ் டிரான்ஸ்மிஷன் சாளரம்
ফাইবাৰ লাইট ডিটেক্টৰ,ஃபைபர் லைட் டிடெக்டர்
ফাইবাৰ বণ্ডিং,நார் பிணைப்பு
ফিবোনাচি সংখ্যা,ஃபைபோனச்சி எண்கள்
ভাৰ্চুৱেল শব্দ উৎপাদক,மெய்நிகர் இரைச்சல் ஜெனரேட்டர்
গ্ৰাহকৰ নিষ্ঠা,பெறுநரின் விசுவாசம்
জালিয়াতি,போலி
এলেকা সহায়ক,பகுதி உதவி
ফিল্ড ইফেক্ট ডিভাইচ,புல விளைவு சாதனம்
ফিল্ড ইফেক্ট চুইচ,புல விளைவு சுவிட்ச்
ফিল্ড ইফেক্টিভ ট্ৰেঞ্জিষ্টৰ,புல பயனுள்ள டிரான்சிஸ்டர்
ক্ষেত্ৰ নিৰ্গমন,புல உமிழ்வு
সীহৰ শৰীৰ,முன்னணி உடல்
ফিল্ড ফ্ৰিকুৱেন্সি,புல அதிர்வெண்
ক্ষেত্ৰৰ তীব্ৰতা,புல தீவிரம்
ফিল্ড প্ৰগ্ৰেম লজিক এৰে,புல நிரல் தர்க்க வரிசை
ক্ষেত্ৰ পৰীক্ষা,கள சோதனை
ফিল্ড বাতিল কৰা,கள ரத்து
FIFO মেমৰি,FIFO நினைவகம்
দক্ষতা সূচকাংক,செயல்திறன் குறியீடு
ফাইল,கோப்பு
ফাইল ভৰোৱা,கோப்பு நிரப்பு
file কমাণ্ড,கோப்பு கட்டளை
নথিপত্ৰ চাৰ্ভাৰ,கோப்பு சேவையகம்
স্তৰৰ কেপাচিটৰ,அடுக்கு மின்தேக்கி
স্তৰৰ ৰেজিষ্টৰ,அடுக்கு மின்தடை
ফিল্টাৰ,வடிகட்டி
ফিল্টাৰৰ বৈশিষ্ট্যসমূহ,வடிகட்டி பண்புகள்
ফিল্টাৰ বৰ্তনী,வடிகட்டி சுற்று
সংগ্ৰহ,சேகரிப்பு
ফিল্টাৰ ডিজাইন,வடிகட்டி வடிவமைப்பு
যোগাযোগ তথ্য,தொடர்பு தரவு
ফিল্টাৰ পদ্ধতি,வடிகட்டி முறை
ফিল্টাৰ পুনৰ্গঠন,வடிகட்டி புனரமைப்பு
চূড়ান্ত একত্ৰীকৰণ,இறுதி அசெம்பிளிங்
আঙুলিৰ ছাপ,கைரேகை
সসীম আৱেগিক প্ৰতিবেদন ফিল্টাৰ,வரையறுக்கப்பட்ட மனக்கிளர்ச்சி அறிக்கை வடிகட்டி
সসীম প্ৰাচল,வரையறுக்கப்பட்ட அளவுரு
সসীম অৱস্থাৰ যন্ত্ৰ,வரையறுக்கப்பட்ட நிலை இயந்திரம்
ফায়াৰিং এংগেল,துப்பாக்கி சூடு கோணம்
ফাৰ্মৱেৰ,நிலைபொருள்
প্ৰথম চিত্ৰ শব্দ,முதல் உருவ வார்த்தை
প্ৰথম ক্ৰমৰ প্ৰাচ,முதல் வரிசை பிரஷ்
ফিচাৰ লুপ পৰীক্ষা,பிஷ்ஷர் லூப் சோதனை
নেৰানেপেৰা,நிலையான
ফিক্সড এটেনুৱেটৰ,நிலையான அட்டென்யூட்டர்
ফিক্সড অৰিয়েণ্টেচন,நிலையான நோக்குநிலை
ফিক্সড কেলকুলেটৰ,நிலையான கால்குலேட்டர்
নিৰ্দিষ্ট এলেকা,நிலையான பகுதி
এচাইনমেণ্ট মেচিন,ஒதுக்கீட்டு இயந்திரம்
নিৰ্দিষ্ট সময় নিয়ন্ত্ৰক,நிலையான நேரக் கட்டுப்படுத்தி
পতাকা,கொடி
ফ্লেংগ,விளிம்பு
ফ্লেপ এটেনুৱেটৰ,மடல் அட்டென்யூட்டர்
flamboyant,ஒளிரும்
উজ্জ্বলতা ৰূপান্তৰক,பிரகாசம் மாற்றி
উজ্জ্বলতা,ஒளிரும்
