Punjabi,Odiya
ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ,ସମାପ୍ତ ତାରିଖ
ਡੈੱਡ ਲੋਡ,ମୃତ ଭାର
ਮਰੇ ਹੋਏ ਪਾਣੀ,ମୃତ ଜଳ |
ਡੈਸੀਬਲ,ଡେସିବେଲ୍ |
Deflocculation,ଡିଫ୍ଲୋକ୍କୁଲେସନ୍ |
ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ,ବାୟୁମଣ୍ଡଳ କିମ୍ବା ବାୟୁ ସ୍ଥାନ ଅନୁପାତର ଡିଗ୍ରୀ |
ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ,ଏକୀକରଣର ଡିଗ୍ରୀ |
ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ,ବିଚ୍ଛେଦର ଡିଗ୍ରୀ |
ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ,ପରିପୃଷ୍ଠାର ଡିଗ୍ରୀ |
ਘਣਤਾ,ଘନତା
ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ,ମରୁଭୂମି ରାସ୍ତା
ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ,ମରୁଭୂମି ମାଟି |
ਵੇਰਵੇ,ବିବରଣୀ
ਵਿਕਾਸ ਦੀ ਮਿਆਦ,ବିକାଶ ଅବଧି
ਡੀ-ਹੋਰੀਜ਼ਨ,ଡି-ରାଶି
ਵਿਕਰਣ ਬੰਧਨ,ତ୍ରିକୋଣୀୟ ବନ୍ଧନ |
ਚਿੱਤਰ,ଚିତ୍ର
ਡਿਜੀਟਲ ਡੌਕ,ଡିଜିଟାଲ୍ ଡକ୍ |
ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ,ଭିନ୍ନ ଭିନ୍ନ ଜଳ ହାର |
ਪਤਲਾ ਹਵਾਦਾਰੀ,ଦିଲ୍ୟୁସନ୍ ଭେଣ୍ଟିଲେସନ୍ |
ਡਾਇਲੁਵੀਅਮ,ଦିଲୁଭିୟମ୍
ਭੋਜਨ ਕਕਸ਼,ଭୋଜନ ଗୃହ
ਦਿਸ਼ਾ ਪੈਗ,ଦିଗ ପେଗ୍ |
ਫੈਲਾਅ,ବିଚ୍ଛେଦ |
ਡਿਸਟੈਂਪਰ,ବିଭ୍ରାନ୍ତକାରୀ |
ਡੌਕ,ଡକ୍ |
ਦਰਵਾਜ਼ਾ,ଦ୍ୱାର
ਡੋਰਮਰ,ଛାତ୍ରାବାସ
ਡੋਰਮਰ ਜਾਂਚ,ଛାତ୍ରାବାସ ଯାଞ୍ଚ |
ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ,ଡବଲ୍ ଫ୍ଲେମିଶ୍ ବଣ୍ଡ୍ |
ਡਬਲ ਪਰਤ,ଡବଲ୍ ସ୍ତର |
ਡੌਲ,ଡୋଭେଲ୍ |
ਡਰਾਇੰਗ ਬੋਰਡ,ଚିତ୍ରାଙ୍କନ ବୋର୍ଡ |
ਡਰਾਇੰਗ ਰੂਮ,ଚିତ୍ରାଙ୍କନ କକ୍ଷ |
ਵਹਿਣਾ,ଡ୍ରାଇଫ୍
ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ,ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |
ਸੁੱਕੀ ਡੌਕ,ଶୁଖିଲା ଡକ୍ |
ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ,ଶୁଖିଲା ରବର ନିର୍ମାଣ
ਡੱਚ ਬਾਂਡ,ଡଚ୍ ବନ୍ଧନ |
ਬੌਣੀ ਕੰਧ,ବାଣ୍ଡ କାନ୍ଥ |
ਨਿਵਾਸ ਯੂਨਿਟ,ବାସସ୍ଥାନ ଏକକ
ਈਵ,ଇଭ୍
ਈਵਸ ਗਟਰ,ଗୁପ୍ତାଙ୍ଗ
ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ,ଆର୍ଥିକ ସମ୍ଭାବ୍ୟତା |
ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,ଏକ୍ଟୋଡାଇନାମୋରଫିକ୍ ମାଟି |
ਐਡੀ,ଏଡି
ਪ੍ਰਭਾਵੀ ਆਕਾਰ,ପ୍ରଭାବଶାଳୀ ଆକାର |
ਪ੍ਰਫੁੱਲਤ,ଇଫ୍ଲୋରସେନ୍ସ |
ਪ੍ਰਵਾਹ,ପ୍ରଭାବଶାଳୀ |
ਉਚਾਈ,ଉଚ୍ଚତା
ਐਲੂਵੀਏਸ਼ਨ,ବହିଷ୍କାର
ਐਲੂਵਿਅਮ,ଇଲୁଭିୟମ୍ |
ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,ଏଣ୍ଡୋଡାଇନାମୋରଫିକ୍ ମାଟି |
ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ,ଇଞ୍ଜିନିୟରିଂ ସମ୍ଭାବ୍ୟତା |
ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ,ଇଂରାଜୀ ବନ୍ଧନ |
ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ,ଇଂରାଜୀ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |
"EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;","ଇପିଏମ୍ (ପ୍ରତି ମିଲିୟନ୍ ସହିତ ସମାନ), &quot;"
ਬਰਾਬਰ ਭਾਰ,ସମାନ ଓଜନ
ਅਰਗ,Erg
ਵਟਾਂਦਰੇਯੋਗ,ଅଦଳବଦଳଯୋଗ୍ୟ |
ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ,ଅଦଳବଦଳ ଅମ୍ଳତା |
ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP),ଅଦଳବଦଳ ସୋଡିୟମ୍ ପ୍ରତିଶତ (ESP)
ਈ.ਐੱਸ.ਪੀ.,E. S P.
ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ,ଅମ୍ଳତା ବିନିମୟ କରନ୍ତୁ |
ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ,ଏକ୍ସଚେଞ୍ଜ୍ କମ୍ପ୍ଲେକ୍ସ |
ਨਿਕਾਸ,ନିଷ୍କାସନ
ਪ੍ਰਗਟ ਮੁਕੰਮਲ,ପ୍ରକାଶିତ ସମାପ୍ତ
ਆਈ,ଆଖି
ਅੱਖ ਦਾ ਭਾਂਡਾ,ଆଖି ବ୍ରୋ
ਸਾਹਮਣਾ ਕਰਨਾ,ସାମ୍ନା କରିବା |
ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,ବନ୍ଧନର ସମ୍ମୁଖୀନ |
ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ,ନିରାପତ୍ତା କାରକ
ਗਿਰਾਵਟ,ପତନ
ਫੇਸੀਆ,ଫେସିଆ |
ਫੇਸੀਆ ਬੋਰਡ,ଫେସିଆ ବୋର୍ଡ |
ਨੁਕਸ,ତ୍ରୁଟି
ਖੇਤ ਦੀ ਨਮੀ,କ୍ଷେତ୍ର ଆର୍ଦ୍ରତା |
ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ,ଅନ୍ତିମ ଆର୍ଦ୍ରତା ସମାନ |
ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ),ଫିଲେଟ୍ (ମୋର୍ଟାର)
ਫਾਈਨਲ,ଅନ୍ତିମ
ਅੰਤਮ ਮਾਪ,ଅନ୍ତିମ ମାପ |
ਅੰਤਿਮ ਭੁਗਤਾਨq,ଅନ୍ତିମ ଦେୟ
ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ,ଅନ୍ତିମ ପୂର୍ବ ଚାପ |
ਅੰਤਮ ਤਣਾਅ,ଅନ୍ତିମ ଟେନସନ |
ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ,ଆର୍ଥିକ ସମ୍ଭାବନା |
ਵਧੀਆ ਕੁੱਲ,ଭଲ ଏଗ୍ରିଗେଟ୍ |
ਫਿਸਰਡ ਚੱਟਾਨ,ଖଣ୍ଡ ଖଣ୍ଡ |
ਝੰਡਾ ਪੱਥਰ,ପତାକା ପଥର |
ਫਲੇਮਿਸ਼ ਬਾਂਡ,ଫ୍ଲେମିସ୍ ବନ୍ଧନ |
ਫਲੈਸ਼ਿੰਗ,ଫ୍ଲାସ୍
ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ,ଚମତ୍କାର ଷ୍ଟ୍ରିମ୍ |
ਫਲੈਟ ਛੱਤ,ଫ୍ଲାଟ ଛାତ |
ਫਲੇਚੇ,ଫ୍ଲେଚେ
ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ,ଫ୍ଲେମିସ୍ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |
Flint,ଫ୍ଲିଣ୍ଟ |
Flint ਕੰਧ,ଫ୍ଲିଣ୍ଟ କାନ୍ଥ |
ਫਲੋਟਿੰਗ ਮੰਜ਼ਿਲ,ଭାସମାନ ଚଟାଣ |
ਫਲੋਕੂਲੇਸ਼ਨ,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ |
ਫਲੋਕੂਲੇਸ਼ਨ ਸੀਮਾ,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ସୀମା |
ਫਲੋਕੂਲੇਸ਼ਨ ਅਨੁਪਾਤ,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ଅନୁପାତ |
ਫਲੋਕੂਲਸ,ଫ୍ଲୋକ୍ୟୁଲ୍ସ |
ਮੰਜ਼ਿਲ,ଚଟାଣ
ਮੰਜ਼ਿਲ ਸੀਲ,ଚଟାଣ ସିଲ୍ |
ਪ੍ਰਵਾਹ,ପ୍ରବାହ
ਉਤਰਾਅ-ਚੜ੍ਹਾਅ,ଅସ୍ଥିରତା |
ਫੁੱਟਿੰਗ,ଫୁଟିଂ
ਬੁਨਿਆਦ,ଫାଉଣ୍ଡେସନ୍
ਫਰੀ ਫਾਲ ਬੈਰੋ ਟਾਪਿੰਗ ਮਿਕਸਰ,ମାଗଣା ପତନ ବାରୋ ଟପିଙ୍ଗ୍ ମିକ୍ସର୍ |
ਫਰੀ ਫਾਲ ਮਿਕਸਰ (ਡਰੱਮ ਦੀ ਕਿਸਮ),ମାଗଣା ପତନ ମିକ୍ସର୍ (ଡ୍ରମ୍ ପ୍ରକାର)
ਮੁਫ਼ਤ ਪੱਥਰ,ମାଗଣା ପଥର |
ਫਰੈੱਸਟ,ଫ୍ରେଶେଟ୍ |
ਰਗੜ ਢੇਰ,ଘର୍ଷଣ ଗଦା |
ਡੱਡੂ,ବେଙ୍ଗ
ਗੇਬਲ,ଗେବୁଲ୍ |
ਗੈਬਲੇਟ,ଗାବଲେଟ୍ |
Gambrel ਛੱਤ,ଗାମ୍ବ୍ରେଲ୍ ଛାତ |
ਗੇਜ,ଗେଜ୍
ਗੇਜਿੰਗ ਸੈਕਸ਼ਨ,ଗଗିଂ ବିଭାଗ |
ਗੇਜਿੰਗ ਸਟੇਸ਼ਨ,ଗଗିଂ ଷ୍ଟେସନ୍ |
ਆਮ ਟਿਕਾਣਾ ਯੋਜਨਾ,ସାଧାରଣ ଅବସ୍ଥାନ ଯୋଜନା |
ਆਮ ਹਵਾਦਾਰੀ,ସାଧାରଣ ଭେଣ୍ଟିଲେସନ୍ |
G ਹੋਰੀਜ਼ਨ ਜਾਂ ਗਲੇ ਹੋਰੀਜ਼ਨ,ଜି ରାଶି କିମ୍ବା ଗଲି ରାଶି |
ਤੱਕ ਗਲੇਸ਼ੀਅਲ,ଗ୍ଲାସିଆଲ୍ ପର୍ଯ୍ୟନ୍ତ
ਗਨੀਸ,ଗ୍ନିସ୍ |
ਮਾਲ ਵਿਹੜਾ,ଦ୍ରବ୍ୟ ପ୍ରାଙ୍ଗଣ
ਗਰੇਡੀਐਂਟ ਪ੍ਰਤੀਰੋਧ,ଗ୍ରେଡିଏଣ୍ଟ୍ ପ୍ରତିରୋଧ |
ਗ੍ਰੇਨਾਈਟ,ଗ୍ରାନାଇଟ୍ |
ਦਾਣੇਦਾਰ ਬਣਤਰ,ଗ୍ରାନୁଲାର୍ ଗଠନ |
ਗ੍ਰੇਨੂਲੇਸ਼ਨ,ଗ୍ରାନୁଲେସନ୍ |
ਗ੍ਰੈਨਿਊਲ,ଗ୍ରାନୁଲ୍ |
ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਪਾਣੀ ਮੁਕਤ ਪਾਣੀ,ମାଧ୍ୟାକର୍ଷଣ ଜଳ ମୁକ୍ତ ଜଳ |
ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਯਾਰਡ,ମାଧ୍ୟାକର୍ଷଣ ପ୍ରାଙ୍ଗଣ |
ਮਹਾਨ ਮਿੱਟੀ ਸਮੂਹ,ମହାନ ମାଟି ଗୋଷ୍ଠୀ |
ਗ੍ਰਿਲੇਜ ਬੁਨਿਆਦ,ଗ୍ରିଲେଜ୍ ଫାଉଣ୍ଡେସନ୍ |
ਜ਼ਮੀਨੀ ਹੱਥ ਮੋਲਡਿੰਗ,ଗ୍ରାଉଣ୍ଡ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
ਸਮੂਹਬੱਧ ਡੌਕ,ଗ୍ରୁପ୍ ଡକ୍ |
ਗਰੁੱਪ ਹਾਊਸਿੰਗ,ଗୋଷ୍ଠୀ ଗୃହ
ਮਹਿਮਾਨ ਕਮਰਾ,ଅତିଥି ଗୃହ
ਗਟਰ,ଗୁଟର୍ |
ਗਟਰ ਚੁੱਕਣ ਵਾਲਾ,ଗୁଟର ଧାରକ |
ਗਟਰ ਚੈੱਕ,ଗୁଟର ଯାଞ୍ଚ |
ਹੈਮਰ ਡਰੈਸਿੰਗ,ହାମର ଡ୍ରେସିଂ |
ਬੰਦਰਗਾਹ,ହାରବର୍
ਪਨਾਹ ਦੀ ਬੰਦਰਗਾਹ,ଆଶ୍ରୟସ୍ଥଳ
ਹਾਰਡ ਪੈਨ,ହାର୍ଡ ପ୍ୟାନ |
ਸਿਰਲੇਖ,ହେଡର୍
ਹੈਡਰ ਬਾਂਡ,ହେଡର୍ ବଣ୍ଡ୍ |
ਹੈਡਰ ਕੋਰਸ,ହେଡର୍ ପାଠ୍ୟକ୍ରମ
ਮੁੱਖ ਗੇਟ ਬਣਤਰ,ହେଡ୍ ଗେଟ୍ ଗଠନ |
ਨਹਿਰ ਦਾ ਮੁਖੀ,କେନାଲର ମୁଖ୍ୟ |
ਹੈੱਡ ਰੈਗੂਲੇਟਰ,ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
ਹੈਰਿੰਗ ਹੱਡੀ ਬੰਧਨ,ହେରିଙ୍ଗ ହାଡ ବନ୍ଧନ |
ਦਿਲਦਾਰ,ହୃଦୟ
ਗਿੱਲਾ ਕਰਨ ਦੀ ਗਰਮੀ,ଓଦା ଗରମ |
ਉੱਚ ਐਲੂਮਿਨਾ ਸੀਮਿੰਟ,ଉଚ୍ଚ ଆଲୁମିନା ସିମେଣ୍ଟ |
ਕਮਰ,ହିପ୍
ਹਿੱਪ ਕੈਪਿੰਗ,ହିପ୍ କ୍ୟାପିଙ୍ଗ୍ |
ਛੁਪੇ ਸਿਰੇ,ହିପ୍ ଶେଷ
ਹੁੱਡ,ହୁଡ୍ |
ਹੁੱਡ ਮੋਲਡਿੰਗ,ହୁଡ୍ ମୋଲିଡିଂ |
ਹੁੱਕ ਦਾ ਕਾਨੂੰਨ,ହୁକର ନିୟମ |
ਹੂਪ ਲੋਹਾ,ଲୁହା ହୁପ୍ |
ਹੋਰੀਜ਼ਨ,ରାଶି
ਨਮੀ,ଆର୍ଦ୍ରତା
"ਨਮੀ, ਪੂਰਨ","ଆର୍ଦ୍ରତା, ସଂପୂର୍ଣ୍ଣ |"
"ਨਮੀ, ਰਿਸ਼ਤੇਦਾਰ","ଆର୍ଦ୍ରତା, ଆପେକ୍ଷିକ |"
ਹੰਪ ਵਿਹੜਾ,ହମ୍ପ୍ ୟାର୍ଡ |
ਹਾਈਡ੍ਰੌਲਿਕ ਦਬਾਅ,ହାଇଡ୍ରୋଲିକ୍ ଚାପ |
ਹਾਈਡ੍ਰੇਸ਼ਨ,ହାଇଡ୍ରେସନ୍ |
ਹਾਈਡ੍ਰੌਲਿਸਿਸ,ହାଇଡ୍ରୋଲାଇସିସ୍ |
ਹਾਈਡਰੋਲਾਈਟਿਕ ਐਸਿਡਿਟੀ,ହାଇଡ୍ରୋଲାଇଟିକ୍ ଅମ୍ଳତା |
ਹਾਈਡ੍ਰੋਮੋਰਫਿਕ ਮਿੱਟੀ,ହାଇଡ୍ରୋମୋର୍ଫିକ୍ ମାଟି |
ਹਾਈਡ੍ਰੋਫਿਲਿਕ ਕੋਲਾਇਡ,ହାଇଡ୍ରୋଫିଲିକ୍ କୋଲଏଡ୍ |
ਹਾਈਡ੍ਰੋਫੋਬਿਕ ਕੋਲਾਇਡ,ହାଇଡ୍ରୋଫୋବିକ୍ କୋଲଏଡ୍ |
ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ ਦਬਾਅ ਅਨੁਪਾਤ,ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ ଅନୁପାତ |
ਹਾਈਗਰੋਸਕੈਪਟਿਕ ਗੁਣਾਂਕ,ହାଇଗ୍ରୋସ୍କାପ୍ଟିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
ਹਾਈਡ੍ਰੋਸਕੋਪੀਸੀਟੀ,ହାଇଡ୍ରୋସ୍କୋପିକ୍ଟି |
ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
ਹਾਈਪਰਬਰਿਕ ਚੈਂਬਰ,ହାଇପରବାରିକ୍ ଚାମ୍ବର |
ਹਾਈਪਰਸਟੈਟਿਕ ਫਰੇਮ,ହାଇପରଷ୍ଟାଟିକ୍ ଫ୍ରେମ୍ |
ਹਾਈਪਸੋਮੀਟਰ,ହାଇପୋସୋମିଟର |
ਪ੍ਰਕਾਸ਼,ଆଲୋକ
ਇਮਬਿਬੇਸ਼ਨ ਨਮੀ,ଇମ୍ବିବେସନ୍ ଆର୍ଦ୍ରତା |
ਅਸ਼ੁੱਧ ਮਿੱਟੀ,ଅପରିପକ୍ୱ ମାଟି |
ਜਬਤ ਡੌਕ,ପ୍ରଭାବିତ ଡକ୍ |
ਜ਼ਮੀਨੀ ਮਾਲੀਏ ਵਿੱਚ ਵਾਧਾ,ଜମି ରାଜସ୍ୱ ବୃଦ୍ଧି
ਸੁਤੰਤਰ ਪਾੜ,ସ୍ Independ ାଧୀନ ସ୍କାଫୋଲ୍ଡ |
ਇੰਡਿਊਰੇਟਿਡ,ପ୍ରେରିତ |
ਸ਼ੁਰੂਆਤੀ ਪ੍ਰੀਸਟਰੈਸ,ପ୍ରାରମ୍ଭିକ ସମ୍ମାନ
ਸ਼ੁਰੂਆਤੀ ਤਣਾਅ,ପ୍ରାରମ୍ଭିକ ଟେନସନ |
ਅੰਦਰੂਨੀ ਜਲ ਮਾਰਗ ਬੰਦਰਗਾਹ,ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥ ବନ୍ଦର |
ਇੰਸੂਲੇਟਿੰਗ ਬੋਰਡ,ଇନସୁଲେଟିଂ ବୋର୍ଡ |
ਵਿਚਕਾਰਲਾ ਪੋਰਟ,ମଧ୍ୟବର୍ତ୍ତୀ ବନ୍ଦର |
ਅੰਦਰੂਨੀ ਰਗੜ,ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ |
ਇੰਟਰਾਜ਼ੋਨਲ ਮਿੱਟੀ,ଇଣ୍ଟ୍ରାଜୋନାଲ ମାଟି |
ਆਇਨ,ଆଇନ୍
ਆਇਨ ਐਕਸਚੇਂਜ,ଆଇନ୍ ବିନିମୟ |
ਲੋਹੇ ਦਾ ਪੈਨ,ଲୁହା ପ୍ୟାନ |
ਸਿੰਜਾਈ ਵਾਲੀ ਜ਼ਮੀਨ,ଜଳସେଚିତ ଜମି |
ਸਿੰਚਾਈ,ଜଳସେଚନ
ਸਿੰਚਾਈ ਸੈੱਸ,ଜଳସେଚନ ବନ୍ଦ
ਜਾਮ,ଜାମ୍
ਜੌਗਲ,ଜୋଗଲ୍ |
ਜੌਗਲ ਪਿੰਨ,ଜୋଗଲ୍ ପିନ୍ |
ਜੂਲ,ଜୁଲେ |
ਜੰਪਰ,ଜମ୍ପର୍ |
ਕਿਲੋਗ੍ਰਾਮ,କିଲୋଗ୍ରାମ |
ਕਿਲੋਗ੍ਰਾਮ ਬਲ,କିଲୋଗ୍ରାମ ଫୋର୍ସ |
ਕਿਲੋਗ੍ਰਾਮ ਫੋਰਸ ਮੀਟਰ,କିଲୋଗ୍ରାମ ଫୋର୍ସ ମିଟର |
ਕਿਲੋਵਾਟ ਘੰਟਾ,କିଲୋୱାଟ ଘଣ୍ଟା |
ਰਾਜਾ ਬੰਦ,ରାଜା ବନ୍ଦ
ਰਸੋਈ,ରୋଷେଇ ଘର |
ਲੇਸਡ ਕਾਲਮ,ସ୍ତମ୍ଭ
ਪਛੜ ਰਿਹਾ ਹੈ,ଲଗିଂ
ਲਮੇਲਾ ਜੜ੍ਹ,ଲାମେଲା ମୂଳ |
ਲੈਮਿਨਰ ਵਹਾਅ,ଲାମିନାର୍ ପ୍ରବାହ |
ਲੈਂਪ ਮੋਰੀ,ଦୀପ ଗର୍ତ୍ତ |
ਜ਼ਮੀਨ ਦਾ ਵਾਧਾ,ଜମି ଅଧିଗ୍ରହଣ
ਲੈਂਡ ਸਲਾਈਡਿੰਗ,ଭୂମି ସ୍ଲାଇଡିଂ |
ਲੈਟਰਾਈਟ,ଲାଟେରାଇଟ୍ |
ਲੈਟਰਾਈਟ ਮਿੱਟੀ,ଲାଟେରାଇଟ୍ ମାଟି |
ਵੱਡੀ ਗਿਣਤੀ ਦਾ ਕਾਨੂੰਨ,ବହୁ ସଂଖ୍ୟକ ନିୟମ |
ਖਾਕਾ ਯੋਜਨਾ,ଲେଆଉଟ୍ ଯୋଜନା |
ਲੇਜ਼ਰ,ଲେଜର
ਚੂਨਾ ਪੈਨ,ଚୂନ ପ୍ୟାନ |
ਲਿੰਟਲ,ଲିନଟେଲ୍ |
ਤਰਲ ਸੀਮਾ,ତରଳ ସୀମା |
ਲਾਈਵ ਲੋਡ,ଲାଇଭ୍ ଲୋଡ୍ |
ਲੋਮ,ଲୋମ୍ |
ਸਥਾਨਕ ਨਿਕਾਸ ਹਵਾਦਾਰੀ,ସ୍ଥାନୀୟ ନିଷ୍କାସନ ଭେଣ୍ଟିଲେସନ୍ |
ਲੋਕੋ ਵਿਹੜਾ,ଲୋକୋ ଅଗଣା |
ਲੋਸ,ଲୋସ୍ |
ਘੱਟ ਪਲਾਸਟਿਕ ਸੀਮਾ,ନିମ୍ନ ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
ਘੱਟ ਗਰਮੀ ਸੀਮਿੰਟ,କମ୍ ଉତ୍ତାପ ସିମେଣ୍ଟ |
ਮਸ਼ੀਨ ਮੋਲਡਿੰਗ,ମେସିନ୍ ମୋଲିଡିଂ |
ਮੈਕਰੋਸਟ੍ਰਕਚਰ,ମାକ୍ରୋଷ୍ଟ୍ରକଚର |
ਮੁੱਖ ਹੈੱਡ ਰੈਗੂਲੇਟਰ,ମୁଖ୍ୟ ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
ਮੁੱਖ ਪੋਰਟ,ମୁଖ୍ୟ ବନ୍ଦର
ਮੇਕਅਪ ਏਅਰ,ମେକ୍ଅପ୍ ବାୟୁ |
ਮਾਨਸਾਰਡ,ମାନସାର୍ଡ |
ਮਾਰਸ਼ਲਿੰਗ ਯਾਰਡ,ମାର୍ଶାଘାଇ ଅଗଣା |
ਚਿਣਾਈ,ମାନସ
ਪਰਿਪੱਕ ਤਾਪਮਾਨ,ପରିପକ୍ୱ ତାପମାତ୍ରା |
ਮੇਜ਼ਾਨਾਈਨ ਮੰਜ਼ਿਲ,ମେଜଜାନାଇନ୍ ଚଟାଣ |
ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ,ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ |
ਮਕੈਨੀਕਲ ਹਵਾਦਾਰੀ,ଯାନ୍ତ୍ରିକ ଭେଣ୍ଟିଲେସନ୍ |
ਮੈਟ੍ਰਿਕ ਸਿਸਟਮ,ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |
ਮਾਈਕਰੋਸਟ੍ਰਕਚਰ,ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |
ਮਿਲਿ ਬਰਾਬਰ,ମିଲି ସମାନ |
ਮਿਲੀ ਬਰਾਬਰ ਪ੍ਰਤੀ ਲੀਟਰ,ଲିଟର ପିଛା ମିଲି ସମାନ |
ਖਣਿਜ,ମିନେରାଲ୍ |
ਖਣਿਜ ਮਿੱਟੀ,ଖଣିଜ ମାଟି |
ਮਾਮੂਲੀ ਪੋਰਟ,ଛୋଟ ବନ୍ଦର
Mitred ਬੰਦ,ମିତ୍ରେଡ୍ ବନ୍ଦ |
ਮੋਬਾਈਲ ਮਿੱਟੀ ਕੋਲਾਇਡ,ମୋବାଇଲ୍ ମାଟି କୋଲଏଡ୍ |
ਨਮੀ ਸਮੱਗਰੀ,ଆର୍ଦ୍ରତା ବିଷୟବସ୍ତୁ |
ਨਮੀ ਗਰੇਡੀਐਂਟ,ଆର୍ଦ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |
ਮੋਨੋਲਿਥ,ମୋନୋଲିଥ୍ |
ਮੋਨੋਰੇਲ,ମୋନୋରାଇଲ୍ |
ਨੈਸ਼ਨਲ ਹਾਰਬਰ ਕੌਂਸਲ,ଜାତୀୟ ବନ୍ଦର ପରିଷଦ |
ਕੁਦਰਤੀ ਬਿਸਤਰਾ,ପ୍ରାକୃତିକ ଶଯ୍ୟା |
ਕੁਦਰਤੀ ਮੁਕੰਮਲ,ପ୍ରାକୃତିକ ସମାପ୍ତି |
ਕੁਦਰਤੀ ਬੰਦਰਗਾਹ,ପ୍ରାକୃତିକ ବନ୍ଦର
ਕੁਦਰਤੀ ਹਵਾਦਾਰੀ,ପ୍ରାକୃତିକ ଭେଣ୍ଟିଲେସନ୍ |
ਨੇਵਲ ਬੰਦਰਗਾਹ,ନାଭାଲ୍ ବନ୍ଦର
ਨਿਊਟਨ,ନ୍ୟୁଟନ୍ |
ਗੈਰ ਇਕਸਾਰ ਵਹਾਅ,ଅଣ ୟୁନିଫର୍ମ ପ୍ରବାହ |
ਪਾਣੀ ਦੀ ਦਰ &#39;ਤੇ ਕਬਜ਼ਾ ਕਰਦਾ ਹੈ,ଜଳ ହାର ଦଖଲ କରେ |
ਤੇਲ ਰੰਗਤ,ତେଲ ରଙ୍ଗ |
ਤੇਲ ਖੂਹ ਸੀਮਿੰਟ,ତେଲ କୂଅ ସିମେଣ୍ଟ |
