Kannada,Marathi
ಕೋರ್ರೆಲೋಗ್ರಾಮ್,कोरेलोग्राम
ಕೊರೆಲೊಗ್ರಾಮ್ ವಿಶ್ಲೇಷಣೆ,कोरेलोग्राम विश्लेषण
ಅನುರೂಪವಾಗಿದೆ,पत्रव्यवहार
ಪತ್ರವ್ಯವಹಾರದ ತತ್ವ,पत्रव्यवहार तत्त्व
ಅನುಗುಣವಾದ ಕೋನ,संबंधित कोन
ಅನುಗುಣವಾದ ಬದಿ,संबंधित बाजू
ಕಾಸೆಟ್,coset
ಕೊಸೈನ್,कोसाइन
ಕೊಸೈನ್ ಕಾನೂನು,कोसाइन कायदा
ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,खर्च विश्लेषण
ವೆಚ್ಚ ಗರಿಷ್ಠಗೊಳಿಸುವಿಕೆ,खर्च कमाल करणे
ಎಣಿಕೆ ತತ್ವ,गणनाक्षमता स्वयंसिद्ध
ಎಣಿಸಬಹುದಾದ,मोजण्यायोग्य
ಎಣಿಸಬಹುದಾದ ಸಂಕಲನ,मोजण्यायोग्य अतिरिक्तता
ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ,मोजण्यायोग्य आधार
ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ,मोजण्यायोग्य आधार
ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್,मोजण्यायोग्य संच
ಲೆಕ್ಕಿಸಲಾಗದಷ್ಟು ಅನಂತ,मोजण्यायोग्य असीम
ಕೌಂಟರ್,काउंटर
ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ,घड्याळाच्या उलट दिशेने
ಕೌಂಟರ್ ಉದಾಹರಣೆ,काउंटर उदाहरण
ಸಹವರ್ತಿತ್ವ,सहप्रसरण
ಸಹವರ್ತಿ ಕಾನೂನು,सहप्रसरण कायदा
ಸಹವರ್ತಿ ಮ್ಯಾಟ್ರಿಕ್ಸ್,सहप्रसरण मॅट्रिक्स
ಸಹವರ್ತಿ ವಿಧಾನ,सहप्रवाह पद्धत
ಸಹವರ್ತಿ ತಂತ್ರ,सहप्रवाह तंत्र
ಕ್ರಾಮರ್ ನಿಯಮ,क्रेमरचा नियम
ಕ್ರೇಮರ್-ರಾವ್ ಅಸಮಾನತೆ,क्रेमर-राव असमानता
ಮಾನದಂಡ ಕಾರ್ಯ (=ಆಬ್ಜೆಕ್ಟಿವ್ ಫಂಕ್ಷನ್),निकष कार्य (=उद्देशीय कार्य)
ನಿರ್ಣಾಯಕ ಕೋನ,गंभीर कोन
ನಿರ್ಣಾಯಕ ಬಿಂದು,गंभीर मुद्दा
ಕಾರ್ಯದ ನಿರ್ಣಾಯಕ ಹಂತ,कार्याचा गंभीर मुद्दा
ನಿರ್ಣಾಯಕ ಮೌಲ್ಯ,गंभीर मूल्य
ನಿರ್ಣಾಯಕ ವೇಗ,गंभीर वेग
ಅಡ್ಡ ಸಂಬಂಧದ ಕಾರ್ಯ,क्रॉस सहसंबंध कार्य
ಅಡ್ಡ ಉತ್ಪನ್ನ,क्रॉस उत्पादन
ಅಡ್ಡ ಅನುಪಾತ,क्रॉस रेशो
ಅಡ್ಡ ವಿಭಾಗ,क्रॉस सेक्शनिंग
ನಿಗೂಢ,क्रिप्ट
ಘನ,घन
ಘನ ಸಂಖ್ಯೆ,घन संख्या
ಘನ ಮೂಲ,घनमूळ
ಘನ,घन
ಘನಾಕೃತಿಯ,घन
ಘನ ಸಮೀಕರಣ,घन समीकरण
ಘನ ಇಂಚು,घन इंच
ಘನ ಮೀಟರ್,क्यूबिक मीटर
ಘನ ಪ್ಯಾರಾಬೋಲಾ,घन पॅराबोला
ಘನ ಮೂಲ,घनमूळ
ಘನ ಪದ,क्यूबिक टर्म
ಘನಾಕೃತಿಯ,घनदाट
ಸಂಚಿತ,संचयी
ಸಂಚಿತ ಕರ್ವ್,संचयी वक्र
ಸಂಚಿತ ವಿತರಣೆ ಕಾರ್ಯ,संचयी वितरण कार्य
ಸಂಚಿತ ಆವರ್ತನ,संचयी वारंवारता
ಸಂಚಿತ ಆವರ್ತನ ಕಾರ್ಯ,संचयी वारंवारता कार्य
ಸಂಚಿತ ಆವರ್ತನ ಗ್ರಾಫ್,संचयी वारंवारता आलेख
ಸಂಚಿತ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,संचयी संभाव्यता कार्य
ಸುರುಳಿಯಾಗಿ,कर्ल
ಸಮಾನತೆಯ ಸುರುಳಿ,एकरूपता च्या कर्ल
ವೆಕ್ಟರ್ನ ಸುರುಳಿ,वेक्टरचा कर्ल
ಕರ್ಲಿ ಬ್ರಾಕೆಟ್,कुरळे कंस
ಪ್ರಸ್ತುತ,वर्तमान
ಪ್ರಸ್ತುತ ಬಿಂದು,वर्तमान बिंदू
ವಕ್ರತೆ,वक्रता
ವಕ್ರತೆಯ ಪರಿಣಾಮ,वक्रता प्रभाव
ವಕ್ರರೇಖೆ,वक्र
ಬಾಗಿದ ರೇಖೆ,वक्र रेषा
ಕರ್ವ್ ಟ್ರೇಸಿಂಗ್,वक्र ट्रेसिंग
ಕರ್ವಿಲಿನಿಯರ್ ಅಸಿಂಪ್ಟೋಟ್,curvilinear asymptote
ಕರ್ವಿಲಿನಿಯರ್ ನಿರ್ದೇಶಾಂಕಗಳು,वक्र निर्देशांक
ಕರ್ವಿಲಿನಿಯರ್ ರಿಗ್ರೆಷನ್,वक्र प्रतिगमन
ತುದಿ,कुसप
ಸೈಕಲ್,सायकल
ಆವರ್ತಕ ಬದಲಾವಣೆ,चक्रीय भिन्नता
ಆವರ್ತಕ ಅಡ್ಡ ಉತ್ಪನ್ನ,चक्रीय क्रॉस उत्पादन
ಆವರ್ತಕ ಬೇಡಿಕೆ,चक्रीय मागणी
ಆವರ್ತಕ ಅಭಿವ್ಯಕ್ತಿ,चक्रीय अभिव्यक्ती
ಆವರ್ತಕ ಗುಂಪು,चक्रीय गट
ಆವರ್ತಕ ಕ್ರಮಪಲ್ಲಟನೆ,चक्रीय क्रमपरिवर्तन
ಸೈಕ್ಲೋಯ್ಡ್,सायक्लोइड
ಸಿಲಿಂಡರ್,सिलेंडर
ಸಿಲಿಂಡರಾಕಾರದ,दंडगोलाकार
ಸಿಲಿಂಡರಾಕಾರದ ಮೇಲ್ಮೈ,दंडगोलाकार पृष्ठभाग
ಸೈಫರ್,सायफर
ಡಿ&#39;ಅಲೆಂಬರ್ಟ್ ತತ್ವ,D&#39;alembert च्या तत्त्व
ಹಾರ್ಮೋನಿಕ್ ಕಾರ್ಯವನ್ನು ತೇವಗೊಳಿಸಿತು,ओलसर हार्मोनिक फंक्शन
ಡ್ಯಾಂಪಿಂಗ್ ಸ್ಥಿರ,ओलसर सतत
ಡೇಟಾ,डेटा
ಡೇಟಾ ಮೂಲ,डेटा उत्पत्ती
ಡೇಟಾ ಸಂಸ್ಕರಣಾ ವ್ಯವಸ್ಥೆ,डेटा प्रोसेसिंग सिस्टम
ಡೇಟಾ ಪ್ರೊಸೆಸರ್,डेटा प्रोसेसर
ಮಾಹಿತಿಯ ಕಾಗದ,माहिती पत्रक
ದಶಭುಜ,दशभुज
ದಶಕ,डेकग्राम
ದಶಮಾನಕ,decameter
ಕೊಳೆತ ಸ್ಥಿರ,क्षय स्थिर
ಕೊಳೆತ ವಕ್ರರೇಖೆ,क्षय वक्र
ಯೋಗ್ಯ ಕಾರ್ಯ,सभ्य कार्य
ಡೆಸಿಗ್ರಾಮ್,डेसिग्राम
ದಶಮಾನ,decile
ದಶಮಾಂಶ,दशांश
ದಶಮಾಂಶ ಕೋಡ್,दशांश कोड
ದಶಮಾಂಶ ಕೋಡೆಡ್ ಅಂಕೆ,दशांश कोड केलेला अंक
ದಶಮಾಂಶ ವಿಸ್ತರಣೆ,दशांश विस्तार
ದಶಮಾಂಶ ಭಾಗ,दशांश अपूर्णांक
ದಶಮಾಂಶ ಸಂಕೇತ,दशांश अंकन
ದಶಮಾಂಶ ಸಂಖ್ಯೆಯ ವ್ಯವಸ್ಥೆ,दशांश क्रमांक प्रणाली
ದಶಮಾಂಶ ಬಿಂದು,दशांश चिन्ह
ದಶಮಾಂಶ ಪ್ರಮಾಣ,दशांश स्केल
ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ,दशांश प्रणाली
ಡೆಸಿಮೀಟರ್,डेसिमीटर
ಅರ್ಥೈಸಿಕೊಳ್ಳುವುದು,उलगडणे
ನಿರ್ಧಾರ ಮಾದರಿ,निर्णय मॉडेल
ನಿರ್ಧಾರ ಸಿದ್ಧಾಂತ,निर्णय सिद्धांत
ನಿರ್ಧಾರ ವೇರಿಯಬಲ್,निर्णय व्हेरिएबल
ಡಿಕೋಡರ್,डिकोडर
ಡಿಕೋಡಿಂಗ್,डीकोडिंग
ಕೊಳೆಯುವ ಸೆಟ್,विघटनशील संच
ಕಡಿಮೆಯಾಗುತ್ತಿದೆ,कमी होत आहे
ಕಾರ್ಯವನ್ನು ಕಡಿಮೆಗೊಳಿಸುವುದು,कमी होणारे कार्य
ಡೆಡೆಕಿಂಡ್ಸ್ ಕಟ್,Dedekind च्या कट
ಡೆಡೆಕಿಂಡ್ ಪ್ರಮೇಯ,डेडेकिंडचे प्रमेय
ನಿರ್ಣಯಿಸಿ,तर्क
ಅನುಮಾನಾತ್ಮಕ ವಿಧಾನ,वजावटी पद्धत
ದೋಷಪೂರಿತ,सदोष
ಸಮೀಕರಣವನ್ನು ವ್ಯಾಖ್ಯಾನಿಸುವುದು,परिभाषित समीकरण
ನಿರ್ದಿಷ್ಟ ಅವಿಭಾಜ್ಯ,निश्चित अविभाज्य
ನಿರ್ದಿಷ್ಟ ಮ್ಯಾಟ್ರಿಕ್ಸ್,निश्चित मॅट्रिक्स
ವ್ಯಾಖ್ಯಾನ,व्याख्या
ವಿರೂಪ ಕರ್ವ್,विकृत वक्र
ವಿರೂಪಗೊಂಡ ಮೇಲ್ಮೈ,विकृत पृष्ठभाग
ಅವನತಿ,अध:पतन
ಸಾರಿಗೆ ಸಮಸ್ಯೆಗಳಲ್ಲಿ ಅವನತಿ,वाहतूक समस्यांमध्ये अधोगती
ಪದವಿ,पदवी
ಡಿಫರೆನ್ಷಿಯಲ್ ಸಮೀಕರಣದ ಪದವಿ,विभेदक समीकरणाची डिग्री
ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ,स्वातंत्र्याची डिग्री
ಬಹುಪದದ ಪದವಿ,बहुपदीची पदवी
ಅಳಿಸಿದ ನೆರೆಹೊರೆ,हटवलेले अतिपरिचित क्षेत्र
ಡೆಲ್ಟಾ ಕಾರ್ಯ,डेल्टा फंक्शन
ಬೇಡಿಕೆ ಮತ್ತು ಉಪಯುಕ್ತತೆಯ ರೇಖೆ,मागणी आणि उपयुक्तता वक्र
ಬೇಡಿಕೆ ಸಮೀಕರಣ,मागणी समीकरण
ಬೇಡಿಕೆ ಕಾರ್ಯ,मागणी कार्य
ಜನಸಂಖ್ಯಾ ಅಧ್ಯಯನ,लोकसंख्याशास्त्रीय अभ्यास
ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರ,लोकसंख्या
ಡಿ ಮೊಯಿವ್ರೆ ಪ್ರಮೇಯ,डी मोइव्रेचे प्रमेय
ಪ್ರದರ್ಶಿಸಿ,प्रात्यक्षिक
ಪ್ರದರ್ಶನ,प्रात्यक्षिक
ಪ್ರದರ್ಶಕ ರೇಖಾಗಣಿತ,प्रात्यक्षिक भूमिती
ಛೇದಕ,भाजक
ದಟ್ಟವಾದ ಸೆಟ್,दाट संच
ಸಾಂದ್ರತೆ,घनता
ಲೆಕ್ಕಿಸಲಾಗದ ಸೆಟ್,संख्यात्मक संच
ನಿರ್ಗಮಿಸುವ ಅಸ್ಥಿರ,निर्गमन चल
ಅವಲಂಬಿತ ಘಟನೆ,अवलंबून घटना
ಅವಲಂಬಿತ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,अवलंबित यादृच्छिक चल
ಅವಲಂಬಿತ ವೇರಿಯಬಲ್,अवलंबून व्हेरिएबल
ಅವಲಂಬಿತ ವ್ಯತ್ಯಾಸ,अवलंबून भिन्नता
ಖಿನ್ನತೆಯ ಕೋನ,उदासीनता कोन
ವ್ಯುತ್ಪತ್ತಿ,व्युत्पत्ती
ಉತ್ಪನ್ನ,व्युत्पन्न
ಪಡೆದ ಸರಣಿ,व्युत्पन्न मालिका
ಪಡೆದ ಸೆಟ್,व्युत्पन्न संच
ಅವರೋಹಣ,उतरत्या
ಅವರೋಹಣ ಕ್ರಮ,उतरत्या क्रमाने
ಅವರೋಹಣ ಸರಣಿ,उतरत्या मालिका
ವಿವರಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,वर्णनात्मक भूमिती
ವಿವರಣಾತ್ಮಕ ಮಾದರಿ,वर्णनात्मक मॉडेल
ವಿವರಣಾತ್ಮಕ ಅಂಕಿಅಂಶಗಳು,वर्णनात्मक आकडेवारी
ವಿನ್ಯಾಸ,डिझाइन
ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ,प्रयोगाची रचना
ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್,डेस्क कॅल्क्युलेटर
ಪತ್ತೆ,शोध
ನಿರ್ಣಾಯಕ,निर्धारक
ನಿರ್ಣಾಯಕ ಶ್ರೇಣಿ,निर्धारक रँक
ನಿರ್ಧರಿಸಿ,ठरवणे
ನಿರ್ಣಾಯಕ ಮಾದರಿ,निर्धारक मॉडेल
ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ,निर्धारक समस्या
ವಿಚಲನ,विचलन
ವಿಚಲನ ಗುಣಾಂಕ,विचलन गुणांक
ಡಯಾಡಿಕ್ ವ್ಯವಸ್ಥೆ,डायडिक प्रणाली
ಕರ್ಣೀಯ,कर्ण
ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಕರ್ಣೀಕರಣ,मॅट्रिक्सचे विकर्णीकरण
ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,कर्ण मॅट्रिक्स
ಕರ್ಣೀಯ ಹೋಲಿಕೆ,कर्ण समानता
ರೇಖಾಚಿತ್ರ,आकृती
ರೇಖಾಚಿತ್ರ ವಿಧಾನ,रेखाचित्र पद्धत
ರೇಖಾಚಿತ್ರ ಪ್ರಸ್ತುತಿ,रेखाचित्रात्मक सादरीकरण
ವ್ಯಾಸ,व्यास
ಒಂದು ಸೆಟ್ನ ವ್ಯಾಸ,संचाचा व्यास
ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ,diametrically विरुद्ध
ದಾಳ ಎಸೆಯುತ್ತಾರೆ,फासे फेकणे
ದ್ವಿಮುಖ ವರ್ಗೀಕರಣ,द्विभाजक वर्गीकरण
ಇಬ್ಭಾಗ,द्विविभाजन
ನಿಘಂಟು ಆದೇಶ,शब्दकोश क्रम
ವ್ಯತ್ಯಾಸ ಕಲನಶಾಸ್ತ್ರ,फरक कॅल्क्युलस
ವ್ಯತ್ಯಾಸ ಸಮೀಕರಣ,फरक समीकरण
ವ್ಯತ್ಯಾಸ ಸೂತ್ರ,फरक सूत्र
ವ್ಯತ್ಯಾಸ ವಿಧಾನ,फरक पद्धत
ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ,संचांचा फरक
ಭಿನ್ನವಾಗಬಲ್ಲ,वेगळे करण्यायोग्य
ವಿಭಿನ್ನ ಕರ್ವ್,भिन्नता वक्र
ವಿಭಿನ್ನ ಕಾರ್ಯ,भिन्न कार्य
ಭೇದಾತ್ಮಕ,भिन्नता
ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ,विभेदक कॅल्क्युलस
ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ,विभेदक गुणांक
ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,विभेदक समीकरण
ಭೇದಾತ್ಮಕ ರೂಪ,विभेदक फॉर्म
ಭೇದಾತ್ಮಕ ಸೂತ್ರ,विभेदक सूत्र
ಭೇದಾತ್ಮಕ ಕಾರ್ಯ,विभेदक कार्य
ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,विभेदक भूमिती
ಉನ್ನತ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ,उच्च ऑर्डरचा फरक
ಭೇದಾತ್ಮಕ ಅಂಶ,विभेदक भागफल
ಪ್ರತ್ಯೇಕಿಸಿ,वेगळे करणे
ವ್ಯತ್ಯಾಸ,भिन्नता
ವ್ಯತ್ಯಾಸ ಸೂತ್ರ,भिन्नता सूत्र
ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ,वेक्टर भेद
ಪ್ರಸರಣ,प्रसार
ಅಂಕಿ,अंक
ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್,डिजिटल संगणक
ಡಿಜಿಟಲ್ ಡೇಟಾ,डिजिटल डेटा
ಆಯಾಮ,परिमाण
ಆಯಾಮ,आयाम
ಆಯಾಮವಿಲ್ಲದ,आकारहीन
ಸಮೀಕರಣದ ಆಯಾಮ,समीकरणाचे परिमाण
ಡಯೋಫಾಂಟೈನ್ ಸಮೀಕರಣ,डायफॅन्टाइन समीकरण
ಅದ್ದು ಕೋನ,बुडविणे कोन
ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು,द्विध्रुवीय समन्वय
ದ್ವಿಧ್ರುವಿ,द्विध्रुव
ಡಿಪಿರಮಿಡ್ (ಬೈಪಿರಮಿಡ್),dipyramid (bipyramid)
ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ,डायरॅक डेल्टा फंक्शन
ನೇರ ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ,थेट सामान्य स्पर्शिका
ನಿರ್ದೇಶಿಸಿದ ಕೋನ,निर्देशित कोन
ನಿರ್ದೇಶಿಸಿದ ಸಾಲು,निर्देशित ओळ
ದಿಕ್ಕಿನ ಉತ್ಪನ್ನ,दिशात्मक व्युत्पन्न
ನಿರ್ದೇಶನ ಕೊಸೈನ್,दिशा कोसाइन
ಗರಿಷ್ಠ ದಿಕ್ಕು,मॅक्सिमाची दिशा
ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ,प्रक्षेपणाची दिशा
ದಿಕ್ಕಿನ ಅನುಪಾತ,दिशा गुणोत्तर
ನಿರ್ದೇಶಕ ವಲಯ,संचालक मंडळ
ನಿರ್ದೇಶಕ ಗೋಳ,दिग्दर्शक क्षेत्र
ನೇರ ಉತ್ಪನ್ನ,थेट उत्पादन
ನೇರ ಪುರಾವೆ,थेट पुरावा
ನೇರ ಅನುಪಾತ,थेट प्रमाण
ಡೈರೆಕ್ಟ್ರಿಕ್ಸ್,डायरेक्टिक्स
ನೇರ ಮೊತ್ತ,थेट बेरीज
ಸಂಪರ್ಕ ಕಡಿತಗೊಂಡ ಸೆಟ್‌ಗಳು,डिस्कनेक्ट केलेले संच
ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ,अखंडता
ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ,डेरिव्हेटिव्हचे खंडन
ಮೊದಲ ರೀತಿಯ ಸ್ಥಗಿತ,पहिल्या प्रकारची अखंडता
ಎರಡನೇ ರೀತಿಯ ಸ್ಥಗಿತ,दुस-या प्रकारची अखंडता
ನಿರಂತರ ವಿತರಣೆ,अखंड वितरण
ನಿರಂತರ ಕಾರ್ಯ,अखंड कार्य
ನಿರಂತರ ವ್ಯತ್ಯಾಸ,अखंड भिन्नता
ಪ್ರತ್ಯೇಕವಾದ,स्वतंत्र
ಪ್ರತ್ಯೇಕ ವಿತರಣೆ,स्वतंत्र वितरण
ಪ್ರತ್ಯೇಕ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ,स्वतंत्र संभाव्यता वितरण
ಡಿಸ್ಕ್ರೀಟ್ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,स्वतंत्र यादृच्छिक चल
ಪ್ರತ್ಯೇಕ ಮಾದರಿ ಜಾಗ,स्वतंत्र नमुना जागा
ಪ್ರತ್ಯೇಕ ಸೆಟ್,स्वतंत्र संच
ಪ್ರತ್ಯೇಕ ಜಾಗ,स्वतंत्र जागा
ಪ್ರತ್ಯೇಕ ಸ್ಥಳಶಾಸ್ತ್ರ,स्वतंत्र टोपोलॉजी
ಪ್ರತ್ಯೇಕ ವ್ಯತ್ಯಾಸ,भिन्न भिन्नता
ತಾರತಮ್ಯ,भेदभाव करणारा
ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ (=ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ),भेदभावपूर्ण विश्लेषण (=भेदभाव विश्लेषण)
ಭಿನ್ನಾಭಿಪ್ರಾಯ,तोडणे
ಅಸಂಬದ್ಧ ಘಟನೆಗಳು,विसंगत घटना
ಅಸಂಯೋಜಿತ ಸೆಟ್ಗಳು,विभक्त संच
ಅವಿಭಕ್ತ ಒಕ್ಕೂಟ,युनियन तोडणे
ವಿಘಟನೆ,वियोग
ಪ್ರಸರಣ,फैलाव
ಪ್ರಸರಣ ಚಾರ್ಟ್,फैलाव चार्ट
ಪ್ರಸರಣ ಸ್ಥಿರ,फैलाव स्थिर
ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ,फैलाव आकृती
ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (=ಕೋವೇರಿಯನ್ಸ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್),फैलाव मॅट्रिक्स (=सहप्रसरण मॅट्रिक्स)
ಸ್ಥಳಾಂತರ,विस्थापन
ಪ್ರದರ್ಶನ,प्रदर्शन
ಪ್ರದರ್ಶನ ಘಟಕ (=ಕನ್ಸೋಲ್),डिस्प्ले युनिट (=कन्सोल)
ಭಿನ್ನವಾದ,भिन्न
ವಿಘಟಿಸುವ ಶಕ್ತಿಗಳು,विघटनशील शक्ती
ದೂರ ಕಾರ್ಯ,अंतर कार्य
ದೂರ ಮಾಡ್ಯುಲಸ್,अंतर मॉड्यूलस
ವಿತರಣೆ-ಮುಕ್ತ ವಿಧಾನ,वितरण-मुक्त पद्धत
ವಿತರಣಾ ಕಾನೂನು,वितरण कायदा
ಬೇರೆಯಾಗುತ್ತವೆ,वळवणे
ಭಿನ್ನತೆ,विचलन
ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ,भिन्नता प्रमेय
ಭಿನ್ನವಾದ,भिन्न
ವಿಭಿನ್ನ ಸರಣಿ,भिन्न मालिका
ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ,विभाजित फरक
ವಿಭಜನೆ,विभाज्यता
ಭಾಗಿಸಬಹುದಾದ,विभाज्य
ವಿಭಾಗ,विभागणी
ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್,विभाजन अल्गोरिदम
ವಿಭಾಗದ ಉಂಗುರ,विभागणी रिंग
ಡೋಡೆಕಾಗನ್,डोडेकॅगॉन
ದ್ವಾದಶಮುಖ,dodecahedron
ಡೊಮೇನ್,डोमेन
ಕಾರ್ಯದ ಡೊಮೇನ್,फंक्शनचे डोमेन
ವ್ಯಾಖ್ಯಾನದ ಡೊಮೇನ್,व्याख्या डोमेन
ಅಸ್ತಿತ್ವದ ಡೊಮೇನ್,अस्तित्वाचे क्षेत्र
ಪ್ರಬಲ ತಂತ್ರ,प्रबळ धोरण
ಡಾಪ್ಲರ್ ಪರಿಣಾಮ,डॉपलर प्रभाव
ಡಾಟ್ ಉತ್ಪನ್ನ,डॉट उत्पादन
ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ,ठिपके असलेला वक्र
ಎರಡು ವ್ಯತ್ಯಾಸ,दुहेरी फरक
ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ,दुहेरी घातांकीय वितरण
ಡಬಲ್ ಹೆಲಿಕ್ಸ್,दुहेरी हेलिक्स
ಡಬಲ್ ಅವಿಭಾಜ್ಯ,दुहेरी अविभाज्य
ಡಬಲ್ ಏಕೀಕರಣ,दुहेरी एकत्रीकरण
ಎರಡು ಮಿತಿ,दुहेरी मर्यादा
ಎರಡು ಮಾದರಿ ಯೋಜನೆ,दुहेरी नमुना योजना
ಎರಡು ಅನುಕ್ರಮ,दुहेरी क्रम
ಡಬಲ್ ಸರಣಿ,दुहेरी मालिका
ಡಬಲ್ ಪ್ರತ್ಯಯ ಸಂಕೇತ,दुहेरी प्रत्यय नोटेशन
ಡಬಲ್ ಸಂಕಲನ,दुहेरी बेरीज
ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ,अधोगामी प्रवेग
ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ,खालच्या दिशेने विस्थापन
ಕೆಳಮುಖ ಚಲನೆ,खालची गती
ಕೆಳಮುಖ ವೇಗ,खालचा वेग
ಎಳೆಯಿರಿ,ड्रॅग
ಡ್ರ್ಯಾಗ್ ಫೋರ್ಸ್,ड्रॅग फोर्स
ದ್ವಂದ್ವ,दुहेरी
ಉಭಯ ಆಧಾರ,दुहेरी आधार
ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ,दुहेरी आतील उत्पादन
ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ,दुहेरी रेखीय प्रोग्रामिंग समस्या
ಎರಡು ಕಾರ್ಯಾಚರಣೆ,दुहेरी ऑपरेशन
ಉಭಯ ಸಮಸ್ಯೆ,दुहेरी समस्या
ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ಅಲ್ಗಾರಿದಮ್,ड्युअल सिम्प्लेक्स अल्गोरिदम
ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ತಂತ್ರ,ड्युअल सिम्प्लेक्स तंत्र
ಡ್ಯುಯಲ್ ಸ್ಪೇಸ್,दुहेरी जागा
ಡ್ಯುಯಲ್ ವೇರಿಯಬಲ್,दुहेरी व्हेरिएबल
ಡ್ಯುಯಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್,दुहेरी वेक्टर जागा
ನಕಲಿ ಸೂಚ್ಯಂಕ,डमी निर्देशांक
ನಕಲಿ ಚಂದಾದಾರಿಕೆ,डमी सबस्क्रिप्ट
ನಕಲಿ ಪ್ರತ್ಯಯ,डमी प्रत्यय
ನಕಲಿ ವೇರಿಯಬಲ್,डमी व्हेरिएबल
ನಕಲು ಪ್ರಕ್ರಿಯೆ,डुप्लिकेट प्रक्रिया
ಕ್ರಿಯಾತ್ಮಕ,गतिमान
ಕ್ರಿಯಾತ್ಮಕ ವ್ಯವಸ್ಥೆ,गतिशील प्रणाली
ಡೈನಾಮಿಕ್ ಬೇಡಿಕೆ ಕಾರ್ಯ,डायनॅमिक मागणी कार्य
ಕ್ರಿಯಾತ್ಮಕ ಮಾದರಿ,डायनॅमिक मॉडेल
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,डायनॅमिक प्रोग्रामिंग
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ವಿಧಾನ,डायनॅमिक प्रोग्रामिंग दृष्टीकोन
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ತಂತ್ರ,डायनॅमिक प्रोग्रामिंग तंत्र
ಡೈನಾಮಿಕ್ಸ್,गतिशीलता
ಒಂದು ಕಣದ ಡೈನಾಮಿಕ್ಸ್,कणाची गतिशीलता
