Hindi,Bengali
"1.आँकड़ा संकेत, 2.डाटा संकेत",তথ্য সংকেত
"1.आँकड़ा अभिगम, 2. डाटा अभिगम",ডেটা সিঙ্ক
"1.आँकड़ा स्रोत, 2.डाटा स्रोत",তথ্য সূত্র
"1.आँकड़ा विनिर्देश,2. डाटा विनिर्देश",ডেটা স্পেসিফিকেশন
"1.आँकड़ा केंद्र, 2. डाटा केंद्र",ডেটা স্টেশন
"1.ऑकड़ा भंडारण, 2. डाटा भंडारण",তথ্য ভান্ডার
आँकड़ा भंडारण संरचना,ডেটা স্টোরেজ কাঠামো
"1.ऑकड़ा संरचना, 2. डाटा संरचना",তথ্য কাঠামো
"1.आँकड़ा स्विच, 2. डाटा स्विच",ডেটা সুইচ
"1.आँकड़ा सारणी, 2.डाटा सारणी",ডেটা টেবিল
"1.आँकड़ा अंतक,2. डाटा अंतक",ডেটা টার্মিনাল
"1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन",ডেটা ট্রান্সক্রিপশন
"1.आँकड़ा अंतरण,2. डाटा अंतरण",তথ্য স্থানান্তর
"1.आँकड़ा संचरण, 2. डाटा संचरण",ডেটা ট্রান্সমিশন
"1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली",ডেটা ট্রান্সমিশন চ্যানেল
"1.आँकड़ा प्रारुप, 2. डाटा प्रारुप",ডেটা টাইপ
"1.आँकड़ा एकक, 2. डाटा एकक",ডেটা ইউনিট
"1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण",তথ্য বৈধতা
डाटाबेस,তথ্যশালা
डाटाबेस प्रशासन,ডাটাবেস প্রশাসন
डाटाबेस अभिकल्प,ডাটাবেস ডিজাইন
डाटाबेस प्रबंधन तंत्र,ডাটাবেস ম্যানেজমেন্ট সিস্টেম
"1.आँकड़ाग्रेव, 2. डाटाग्रेव",ডেটাগ্রাভ
"1.डेटम, 2. ऑकड़ा",তথ্য
"1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र",মৃত এলাকা
गतिरोध,অচলাবস্থা
गतिरोध रोकथाम,অচলাবস্থা প্রতিরোধ
दोष मार्जन,ডিবাগ
"1.निर्णय कोष्ठ, 2. निर्णय पेटी",সিদ্ধান্ত বক্স
निर्णय निर्धारण प्रक्रम,সিদ্ধান্ত গ্রহণের প্রক্রিয়া
निर्णय सहायक तंत्र,সিদ্ধান্ত সমর্থন সিস্টেম
निर्णय वृक्ष,সিদ্ধান্ত গাছ
"1.कुटवाचक, 2. विकोडक",ডিকোডার
विघटन सिद्धांत,পচন নীতি
विकोडन,ডিক্রিপশন
समर्पित प्रणाल,ডেডিকেটেড চ্যানেল
समर्पित दवारक,ডেডিকেটেড পোর্ট
प्रतिरक्षण आँकडा नेटवर्क (डी डी एन),প্রতিরক্ষা ডেটা নেটওয়ার্ক (DDN)
प्रतिरक्षण सूचना प्रणाली,প্রতিরক্ষা তথ্য সিস্টেম
एकीकरण,ডিফ্র্যাগমেন্টেশন
विलंब,বিলম্ব
विलंब गणक,বিলম্ব পাল্টা
विलंब काल,বিলম্ব সময়
"1.मिटाना, 2. हटाना",মুছে ফেলা
विलोपन अभिलेख,মুছে ফেলার রেকর্ড
परिसीमक,ডিলিমিটার
डेल्टा माँडुलन,ডেল্টা মড্যুলেশন
माँग पृष्ठन,চাহিদা পেজিং
प्रदर्शन,ডেমো
विमाडुलन,demodulation
वि-बहुसंकेतक,demultiplexer
असमान्यीकरण,অস্বাভাবিককরণ
"1.घनत्व, 2. सधनता",ঘনত্ব
"1.आश्रिता, 2. निर्भरता",নির্ভরতা
आश्रित एकक,নির্ভরশীল ইউনিট
विपंक्ति,ডিকিউ
"1.अपनिर्देशन, 2. अपसंदर्भन",ডিরেফারেন্সিং
व्युत्पन्न वृक्ष,উদ্ভূত গাছ
व्युत्पन्न क्षेत्र,প্রাপ্ত ক্ষেত্র
अवरोही छंटाई,অবরোহী সাজানোর
अभिकल्प,নকশা
डेस्क परिकलक,ডেস্ক ক্যালকুলেটর
डेस्कटॉप कंप्यूटर,ডেস্কটপ কম্পিউটার
डेस्कटॉप प्रस्तुतिकरण,ডেস্কটপ উপস্থাপনা
डेस्कटॉप प्रकाशन,ডেস্কটপ প্রকাশনা (DTP)
डेस्कटॉप वीडियो,ডেস্কটপ ভিডিও
गंतव्य पता,গন্তব্য ঠিকানা
"1.विनाशक,  2.अपध्वंशक",ধ্বংসকারী
निर्धारणात्मक ऑटोमेटा,নির্ধারক স্বয়ংক্রিয়
विकासक,বিকাশকারী
विकास तन्त्र,উন্নয়ন ব্যবস্থা
युक्ति,যন্ত্র
युक्ति नियंत्रण एकक,ডিভাইস নিয়ন্ত্রণ ইউনিট
युक्ति नियंत्रक,ডিভাইস নিয়ামক
युक्ति प्रबंधन,যন্ত্র ব্যবস্থাপনা
युक्ति विधा,ডিভাইস মোড
निदान,রোগ নির্ণয়
निदानी तंत्र,ডায়াগনস্টিক সিস্টেম
"1.निदान, 2. निदानिकी",কারণ নির্ণয়
आरेख,চিত্র
डायल,ডায়াল
डायल लाइन,ডায়াল লাইন
डायल टोन,ডায়াল টোন
डायल अप,ডায়াল আপ
"1.संवाद, 2. वार्तालाप",ডায়ালগ
वार्तालाप कोष्ठ,সংলাপ বাক্স
डायलअप मॉडम,ডায়ালআপ মডেম
विमा,মাত্রা
शब्दकोश,অভিধান
"1. अवकलन ,2. विभेदन",পৃথকীকরণ
अंकीय,ডিজিটাল
अंकीय प्रणाल,ডিজিটাল চ্যানেল
अंकीय परिपथ,ডিজিটাল সার্কিট
अंकीय कंप्यूटर,ডিজিটাল কম্পিউটার
"1.अंकीय आँकड़ा, 2.अंकीय डाटा",ডিজিটাল তথ্য
अंकीय सुविधा,ডিজিটাল সুবিধা
अंकीय फिल्टर,ডিজিটাল ফিল্টার
अंकीय लाइब्रेरी,ডিজিটাল লাইব্রেরি
अंकीय माडुलन,ডিজিটাল মড্যুলেশন
"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर",ডিজিটাল মনিটর
अंकीय चित्र,ডিজিটাল ছবি
"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक",ডিজিটাল স্বাক্ষর
अंकीय स्विच,ডিজিটাল সুইচ
अंकीय अनुरूप रूपांतरक,ডিজিটাল থেকে এনালগ (D/A) রূপান্তরকারী
अंकरूपण,ডিজিটাইজেশন
अंकीकरण,ডিজিটাইজ করা
अंकरूपक,ডিজিটাইজার
डायोड,ডায়োড
प्रत्यक्ष,সরাসরি
प्रत्यक्ष पता,সরাসরি ঠিকানা
प्रत्यक्ष रुपांतरण,সরাসরি রূপান্তর
प्रत्यक्ष युग्मन,সরাসরি সংযোগ
"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)",সরাসরি মেমরি অ্যাক্সেস (DMA)
प्रत्यक्ष स्मृति अभिगम (डी एम ए),সরাসরি মেমরি অ্যাক্সেস (DMA)
प्रत्यक्ष विधि,সরাসরি পদ্ধতি
निदेश,নির্দেশ
निर्देशिका,ডিরেক্টরি
"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर",ডিরেক্টরি সার্ভার
निर्देशिका सेवा,ডিরেক্টরি সেবা
असमर्थ,নিষ্ক্রিয়
असमर्थकारी संकेत,অক্ষম সংকেত
"1.असंबंधन, 2. विसंबंधन",সংযোগ বিচ্ছিন্ন
"1.असतत , 2. विविक्त",বিযুক্ত
"1.चक्रिका, 2. डिस्क",ডিস্ক
"1.चक्रिका पता, 2. डिस्क पता",ডিস্ক ঠিকানা
"1.चक्रिका सरणी, 2. डिस्क सरणी",ডিস্ক অ্যারে
"1.चक्रिका क्षमता, 2. डिस्क क्षमता",ডিস্ক ক্ষমতা
"1.चक्रिका चालक, 2.डिस्क ड्रािव",তথ্য ধারণ করে যে চাকতি
चक्रिका संचिका,ডিস্ক ফাইল
"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी",ডিস্ক মেমরি
चक्रिका परिचालन तंत्र (डी ओ एस),ডিস্ক অপারেটিং সিস্টেম (DOS)
चक्रिका संकुल,ডিস্ক প্যাক
"1.चक्रिका परिसेवक, 2. डिस्क सर्वर",ডিস্ক সার্ভার
"1.चक्रिका भंडारण, 2. डिस्क भंडारण",ডিস্ক স্টোরেজ
डिस्केट,ডিস্কেট
प्रदर्श संचिका,প্রদর্শন ফাইল
प्रदर्श प्रतिबिंब,প্রদর্শন চিত্র
निपटान,নিষ্পত্তি
दूरी,দূরত্ব
दूरी फलन,দূরত্ব ফাংশন
विरूपण,বিকৃতি
वितरित,বিতরণ করা
वितरित आँकड़ा,বিতরণ করা তথ্য
वितरित परिसेवक,বিতরণ করা সার্ভার
"1.वितरित प्रणाली, 2. वितरित तंत्र",বিতরণ ব্যবস্থা
वितरक,বিতরণকারী
प्रलेख,নথি
प्रलेख प्रत्यानयित,নথি উদ্ধার করা হয়েছে
"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो",নথি উইন্ডো
प्रलेखन,ডকুমেন্টেশন
"डोमेन, प्रक्षेत्र",ডোমেইন
डोमेन नाम,ডোমেন নাম
"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर",ডট ম্যাট্রিক্স প্রিন্টার
"अध:, नीचे",নিচে
"1.अवलिंक , 2.अवकड़ी",ডাউন লিঙ্ক
अधोभारण,ডাউন লোড হচ্ছে
अधोभारण काल,ডাউন সময়
कर्षण,টেনে আনা
डीरैम (गतिक रैम),DRAM (গতিশীল RAM)
अपवाह,প্রবাহ
चालक,ড্রাইভার
पात,ড্রপ
निपात सूची बॉक्स,ড্রপ ডাউন তালিকা বাক্স
ड्रम ड्रािव,ড্রাম ড্রাইভ
"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर",ড্রাম প্রিন্টার
"1.इम एकक, 2. ड्रम इकाई",ড্রাম ইউনিট
"1.द्वैत,2. द्वि",দ্বৈত
द्वैत घनत्व,দ্বৈত ঘনত্ব
"1.मूक पता, 2. छद्म पता",ডামি ঠিকানা
सन्निक्षेप,ডাম্প
दवैध परिपथ,ডুপ্লেক্স সার্কিট
दवैधीकरण,ডুপ্লেক্সিং
केय्प्रतिकुंजी,নকল
"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन",ডিভিডি R/W
डी वी डी रॉम,ডিভিডি রম
गतिक अनुदेश,গতিশীল নির্দেশ
"1.गतिक स्मृति, 2.गतिक मेमोरी",গতিশীল মেমরি
"1.गति विज्ञान, 2. गतिकी",গতিবিদ্যা
ई बी सी डी आई सी,ইবিসিডিআইসি
ई व्यवसाय,ই-ব্যবসা
प्रतिध्वनि,প্রতিধ্বনি
"1.ई-कॉमर्स, 2.ई-वाणिज्य",ই-কমার্স
संपादन,সম্পাদনা
संपादक,সম্পাদক
शैक्षिक प्रौद्योगिकी,শিক্ষাবিষয়ক প্রযুক্তি
ई ई पी रॉम,ইইপি রম
"1.सार्थक पता , 2.प्रभावी पता",কার্যকর ঠিকানা (ভাসমান ঠিকানা)
सार्थक संकार्य पता,কার্যকর অপারেন্ড ঠিকানা
प्रभावी क्रिया,কার্যকর পদ্ধতি
प्रभावी यू.आई.डी.,কার্যকর ইউআইডি (ব্যবহারকারী সনাক্তকরণ)
प्रभावी संचरण संकार्य,কার্যকরী ট্রান্সমিশন অপারেন্ড
अष्टबिट बािट,আট-বিট বাইট
"इलेक्ट्रॉनिक अधिगम, ई अधिगम",ই-লার্নিং
चुनाव एल्गोरिथम,নির্বাচন-সংলগ্নতা
इलेक्ट्रोनिक डाकसेवा (ई. मेल),বৈদ্যুতিক মেইলিং (ই-মেইল)
"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर",বৈদ্যুতিক প্রিন্টার
विद्युत लेखा मशीन,বৈদ্যুতিক অ্যাকাউন্টিং মেশিন
इलेक्ट्रोनिकी,বৈদ্যুতিক
इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.),ইলেকট্রনিক ক্লিয়ারেন্স সিস্টেম (ECS)
इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.),ইলেকট্রনিক ডেটা ইন্টারচেঞ্জ (EDI)
इलेक्ट्रोनिक आंकड़ा संसाधन,ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
इलेक्ट्रॉनिक विवरणिक,ইলেকট্রনিক ফাইলিং
इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस),ইলেকট্রনিক ফান্ড ট্রান্সফার সিস্টেম (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका",ইলেকট্রনিক জার্নাল
इलेक्ट्रॉनिक प्रकाशन,ইলেকট্রনিক প্রকাশনা
इलेक्ट्रॉनिक स्विच,ইলেকট্রনিক সুইচ
"तत्व, अवयव",উপাদান
ई-मेल,ই-মেইল
"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता",ই-মেইল ঠিকানা
अंत:स्थापित तंत्र,এমবেডেড সিস্টেম
अंत:स्थापन,এমবেডিং
उत्सर्जक युग्मित तर्क (ई.सी.एल.),ইমিটার কাপল লজিক (ইসিএল)
रिक्त चिति,খালি স্ট্যাক
"1.रिक्त श्रृंखला, 2. रिक्त माला",খালি স্ট্রিং
यंत्रानुकरण,অনুকরণ
"1.केप्सूलीकरण, 2. केप्सूलन",encapsulation
कूटलेखक,এনসিফার
कूटलेखन,এনকোড
"1.कूटलेखक, 2. कोडक",এনকোডার
गूढ आंकडा,এনক্রিপ্ট করা তথ্য
गूढ फािल सिस्टम,এনক্রিপ্টিং ফাইল সিস্টেম
"1.गोपन, 2. कोडन, 3. कूटलेखन",জোড়া লাগানো
खंडक अंत,ব্লকের শেষ
संचिका-अन्त,ফাইলের শেষ (EOF)
प्रयोक्ता,শেষ ব্যবহারকারী
प्रवेश,প্রবেশ করা
प्रवेश कुंजी,এন্টার কী
"1.उद्यम सरवर, 2. उद्यम सेवक",এন্টারপ্রাইজ সার্ভার
उद्यम तंत्र,এন্টারপ্রাইজ সিস্টেম
सत्ता,সত্তা
सत्ता संबंधता,সত্তা-সম্পর্ক
प्रवेश काल,প্রবেশের সময়
प्रविष्ट चर,এন্ট্রি ভেরিয়েবল
गणनीय,গণনাযোগ্য
परिवेश,পরিবেশ
"1.ईपोच,2. युग,3. निर्देश क्षण",যুগ
ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति),EPROM
एपसिलॉन संवरक,epsilon বন্ধ
तुल्यकारक,সমানকারী
उपस्कर,সরঞ্জাম
तुल्यता वर्ग,সমতা শ্রেণী
तुल्य संबंध,সমতা সম্পর্ক
"1.विलोपन, 2.मिटान",মুছে ফেলা
त्रुटि संशोधन कूट,ত্রুটি সংশোধন কোড
त्रुटि संशोधन,ত্রুটি সংশোধন
त्रुटि संसूचन,ত্রুটি সনাক্তকরণ
त्रुटि प्रहस्तन,শিল্প খাত
त्रुटि संदेश,ভুল বার্তা
त्रुटि दर,ত্রুটি হার
त्रुटि पुनर्डद्धार,ত্রুটি পুনরুদ্ধার
त्रुटि नेमक,ত্রুটির রুটিন
पलायन संप्रतीक,পালাবার চরিত্র
ईथरनेट,ইথারনেট
घटना,ঘটনা
घटना श्रृंखला,ইভেন্ট চেইন
घटना नियंत्रण,ঘটনা নিয়ন্ত্রণ
घटना गणक,ইভেন্ট কাউন্টার
अपवाद प्रहस्तन,ব্যতিক্রম হ্যান্ডলিং
विनिमय डिस्क भंडारण,বিনিময়যোগ্য ডিস্ক স্টোরেজ
अपवर्जन,বর্জন
अनन्य और (एक्स ऑर),একচেটিয়া বা (XOR)
निष्पाद्य क्रमादेश,এক্সিকিউটেবল প্রোগ্রাম
निष्पादन कथन,নির্বাহী বিবৃতি
चयनिक खोज,সম্পূর্ণ অনুসন্ধান
विदयमान,বিদ্যমান
निर्गम,প্রস্থান
विशेषज्ञ तंत्र,দক্ষ পদ্ধতি
"1. अभिव्यक्ति ,2. व्यंजक",অভিব্যক্তি
विस्तारित आलेखीय आव्यूह (एक्स जी ए),বর্ধিত গ্রাফিক অ্যারে (XGA)
विस्तारित औदयोगिक मानक (इ.आई.एस.),বর্ধিত শিল্প মান (EIS)
अतिदेशित मशीन,বর্ধিত মেশিন
विस्तारित स्मृति,বর্ধিত মেমরি
"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता",বর্ধিত নির্ভুলতা
"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण",বর্ধিত বাছাই
वाह्य आह्वान,বাহ্যিক কল
वाह्य त्रुटि,বাহ্যিক ত্রুটি
वाह्य फलन,বাহ্যিক ফাংশন
वाह्य अंतरायन,বাহ্যিক বাধা
"1.वाह्य स्मृति, 2. वाह्य मेमोरी",বাহ্যিক স্মৃতি
वाह्य स्मृति,বাহ্যিক স্মৃতি
वाह्य मॉडेम,বাহ্যিক মডেম
वाह्य संदर्भ,বাহ্যিক রেফারেন্স
वाह्य खोज,বাহ্যিক অনুসন্ধান
वाह्य भंडारण युक्ति,বাহ্যিক স্টোরেজ ডিভাইস
निष्कर्षण,নিষ্কাশন
बहिर्वेशन,এক্সট্রাপোলেশন
फलक संप्रतीक मुद्रक,মুখ-চরিত্রের প্রিন্টার
विफल-सुरक्षा संक्रिया,ব্যর্থ-নিরাপদ অপারেশন
विफलता दर,ব্যর্থতার হার
विफलता मुक्ति,ব্যর্থতা পুনরুদ্ধার
मिथ्या कूट,মিথ্যা কোড
मिथ्या त्रुटि,মিথ্যা ত্রুটি
"1.निवेशाँक, 2. निवेश-अंक",ফ্যান-ইন
"1.निर्गताँक, 2. निर्गत-अंक",ফ্যান-আউট
"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम",ফ্যাসিমাইল I/O ডিভাইস
द्रुत फौरिएर अन्तरण,ফাস্ট ফোরিয়ার ট্রান্সফর্ম (FFT)
घातक त्रुटि,মারাত্মক ত্রুটি
दोष संसूचन,ত্রুটি সনাক্তকরণ
दोष निदान,ত্রুটি নির্ণয়
दोष सहिष्णुता,দোষ সহনশীলতা
फैक्स,ফ্যাক্স
फैक्स संदेश,ফ্যাক্স বার্তা
एफ डी सी,এফডিসি
लक्षण संसूचन,বৈশিষ্ট্য সনাক্তকরণ
भरण चक्र,ফিড চক্র
पुनर्निवेश,প্রতিক্রিয়া
"1.प्रदायक,2.पोषक, 3.फीडर",ফিডার
आनयन,আনা
फिबोनेकी खोज,ফিবোনাচি অনুসন্ধান
फिबोनेकी अनुक्रम,ফিবোনাচি ক্রম
फिबोनेकी श्रेणी,ফিবোনাচি সিরিজ
तंतु प्रकाशिकी,ফাইবার অপটিক
फिडो जाल,ফিডো নেট
क्षेत्र,ক্ষেত্র
पंचम पीढ़ी कम्प्यूटर,পঞ্চম প্রজন্মের কম্পিউটার
"1.संचिका,2. फािल",ফাইল
संचिका अभिगम विधि,ফাইল অ্যাক্সেস পদ্ধতি
संचिका नियतन सारणी,ফাইল বরাদ্দ টেবিল
संचिका संपीडन,ফাইল কম্প্রেশন
संचिका प्रतिलिपिकरण,ফাইল কপি করা
संचिका विन्यास,ফাইল বিন্যাস
संचिका विलय,ফাইল মার্জ
संचिका पुन:प्राप्ति,ফাইল পুনরুদ্ধার
संचिका भंडारण,ফাইল স্টোরেজ
संचिका संरचना,ফাইল গঠন
संचिका तंत्र,নথি ব্যবস্থা
संचिका अंतरण,ফাইল স্থানান্তর
फाील अंतरण प्रोटोकॉल (एफ टी पी),ফাইল ট্রান্সফার প্রোটোকল (FTP)
फिल्टर,ছাঁকনি
अंतिम स्थिति,চূড়ান্ত অবস্থা
खोज,অনুসন্ধান
परिमित अवस्था यंत्र,সসীম রাষ্ট্র মেশিন
फायर वॉल,আগুন প্রাচীর
फर्मवेयर,ফার্মওয়্যার
पहले आो पहले पाो,আগে আসলে আগে পাবেন
प्रथम पीढ़ी कंप्यूटर,প্রথম প্রজন্মের কম্পিউটার
प्रथम निवेश प्रथम निर्गम (फीफो ),ফার্স্ট ইন ফার্স্ট আউট (ফিফো)
प्रथम कोटि तर्क,প্রথম আদেশ যুক্তি
प्रथम कोटि सिद्धांत,প্রথম আদেশ তত্ত্ব
नियत विभाजन,স্থির পার্টিশন
चिन्ह,পতাকা
नम्य डिस्क,নমনীয় ডিস্ক
फ्लॉपी डिस्क,ফ্লপি ডিস্ক
फ्लापी डिस्क चालन (एफ डी डी),ফ্লপি ডিস্ক ড্রাইভ (এফডিডি)
प्रवाह संचित्र,ফ্লো চার্ট
नियंत्रण प्रवाह,নিয়ন্ত্রণ প্রবাহ
प्रधावन,ফ্লাশ
फोल्डर,ফোল্ডার
फाँट,ফন্ট
फाँट परिवार,ফন্ট পরিবার
वाह्य कुंजी,বিদেশী চাবি
रूप,ফর্ম
प्रतीकात्मक भाषा,অানুষ্ঠানিক ভাষা
प्रतीकात्मक विधि,আনুষ্ঠানিক ব্যবস্থা
"1.फॉरमैट, 2.आरूप",বিন্যাস
आरूपण,বিন্যাস
फोरट्रॉन,ফরট্রান
"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन",ফরট্রান প্রোগ্রামিং
अग्रतिर्यक स्लैश,ফরোয়ার্ড স্ল্যাশ
चतुर्थ पीढ़ी कंप्यूटर,চতুর্থ প্রজন্মের কম্পিউটার
खंड,টুকরা
फ्रेम,ফ্রেম
"1.मुक्त नेट, 2.मुक्त जाल",বিনামূল্যে নেট
मुक्त सॉफ्टवेयर न्यास,ফ্রি সফটওয়্যার ফাউন্ডেশন
मुक्त भंडारण,বিনামূল্যে সঞ্চয়স্থান
फ्रीवेयर,বিনামূল্যের
अग्रांत,সামনের অংশ
"1.अग्र पट्टिका, 2.अग्र पैनल",সম্মুখ প্যানেল
"1.प्रकार्य,2. फलन",ফাংশন
प्रकार्य कुंजी,ফাংশন কী
प्रकार्य संदर्भ,ফাংশন রেফারেন্স
प्रकार्यात्मक निर्भरता,কার্যকরী নির্ভরতা
प्रकार्य परीक्षण,কার্যকরী পরীক্ষা
"1.अस्पष्ट तर्क, 2.फज्जी लॉजिक",ঝাপসা যুক্তিবিজ্ঞান
"1.अस्पष्ट समुच्चय, 2.फज्जी सेट",ঝাপসা সেট
लब्धि,লাভ করা
खेल तरू,খেলা গাছ
अंतराल संप्रतीक,ফাঁক চরিত্র
कचरा,আবর্জনা
कचरा संग्रहण,আবর্জনা সংগ্রহ
कचरा संग्रहण,আবর্জনা সংগ্রহ
कचरा अंदर कचरा बाहर (गीगो),আবর্জনার মধ্যে আবর্জনা আউট (GIGO)
द्वार,গেট
दवार पथ (नेटवर्क के संदर्भ में),প্রবেশপথ
व्यापक क्रमादेश,সাধারণ প্রোগ্রাম
व्यापक क्रमादेश,সাধারণ প্রোগ্রাম
व्यापक उद्देश्य कंप्यूटर,সাধারণ উদ্দেশ্য কম্পিউটার
व्यापकीकृत उद्देश्य कंप्यूटर,সাধারণ উদ্দেশ্য কম্পিউটার
सामान्य पंजी,সাধারণ রেজিস্টার
व्यापकीकरण,সাধারণীকরণ
व्यापकीकरण,সাধারণীকরণ
व्यापक उद्देशीय भाषा,সাধারণ-উদ্দেশ্য ভাষা
व्यापक उद्देश्य संक्रिया प्रणाली,সাধারণ উদ্দেশ্য অপারেটিং সিস্টেম
व्यापक उद्देश्य पंजी,সাধারণ-উদ্দেশ্য নিবন্ধক
जनित त्रुटि,উৎপন্ন ত্রুটি
जनन प्रकार्य,উৎপন্ন ফাংশন
वर्ग सामान्य,জেনেরিক ক্লাস
वर्ग प्रकार्य,জেনেরিক ফাংশন
सामान्य वर्गनाम,জেনেরিক নাম
गीगो,গিগো
"1.सार्वत्रिक, 2.वैश्विक",বিশ্বব্যাপী
सार्वत्रिक कूट,গ্লোবাল কোড
सार्वत्रिक ताला,গ্লোবাল লক
"1.सार्वत्रिक जालक्रम,2.सार्वत्रिक नेटवर्क",বিশ্বব্যাপী নেটওয়ার্ক
सार्वत्रिक जालक्रम,বিশ্বব্যাপী নেটওয়ার্ক
"1.विश्व प्रयोक्ता, 2.सार्व प्रयोक्ता, 3.सार्वत्रिक प्रयोगकर्ता",বিশ্বব্যাপী ব্যবহারকারী
सार्वत्रिक चर,বিশ্ব পরিবর্তনশীল
"1.वैश्वीकरण, 2.भूमण्डलीकरण",বিশ্বায়ন
गोफर (नेटवर्क में एक प्रोटोकॉल),গোফার
गोफर ग्राही,গোফার ক্লায়েন্ট
"1.गोफर परिसेवक, 2.गोफर सर्वर",গোফার সার্ভার
गोफर स्थल,গোফার সাইট
गोफर स्पेस,গোফার স্থান
आकर्षक निम्नीकरण,সাবলীল পতন
व्याकरण संशोधक,ব্যাকরণ পরীক্ষক
व्याकरण आकर्षक बहिगर्मन,ব্যাকরণ মার্জিত প্রস্থান
"1.कुल जोड़, 2.महायोग, 3.कुल योग",সর্বমোট
"1.ग्राफ, 2.आलेख",চিত্রলেখ
"1.ग्राफ अंकन, 2.आलेख अंकन",গ্রাফ প্লটিং
"1.ग्राफीय संप्रतीक, 2.आलेखीय संप्रतीक",গ্রাফিক চরিত্র
"1.ग्राफीय नियंत्रक, 2.आलेखीय नियंत्रक",গ্রাফিক নিয়ামক
"1.ग्राफीय आंकड़ा संरचना, 2.आलेखीय आंकड़ा संरचना",গ্রাফিক তথ্য কাঠামো
"1.ग्राफीय प्रदर्श क्रमादेश, 2.आलेखीय प्रदर्श क्रमादेश",গ্রাফিক ডিসপ্লে প্রোগ্রাম
"1.ग्राफीय प्रदर्श विभेदन, 2.आलेख प्रदर्श",গ্রাফিক ডিসপ্লে রেজোলিউশন
"1.ग्राफीय भाषा, 2.आलेखीय भाषा",গ্রাফিক ভাষা
"1.ग्राफीय भाषा, 2.आलेखीय भाषा",গ্রাফিক ভাষা
"1.ग्राफीय पट्टिका, 2.आलेखीय पट्टिका",গ্রাফিক প্যানেল
"1.ग्राफी एनीमेशन, 2.आलेखी एनीमेशन",গ্রাফিকাল অ্যানিমেশন
ग्राफी अन्तरण फारमेट (जीाईेफ),গ্রাফিক্যাল ইন্টারফেস ফরম্যাট (GIF)
"1.ग्राफी प्रयोक्ता इंटरफेस (जीयूाई), 2.ग्राफीय प्रयोक्ता अंतरापृष्ठ",গ্রাফিক্যাল ইউজার ইন্টারফেস (GUI)
"1.आलेखी, 2.ग्राफिक्स",গ্রাফিক্স
"1.ग्राफिक्स अनुप्रयोग, 2.आलेखीय अनुप्रयोग",গ্রাফিক্স অ্যাপ্লিকেশন
"1.ग्राफिक्स कर्सर, 2.आलेखी कर्सर",গ্রাফিক্স কার্সার
"1.ग्राफिक्स मोड, 2.आलेखी विधा",গ্রাফিক্স মোড
"1.ग्राफिक्स पैकेज, 2.आलेखी पैकेज",গ্রাফিক্স প্যাকেজ
"1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर",গ্রাফিক্স সফটওয়্যার
"1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर",গ্রাফিক্স সফটওয়্যার
"1.ग्राफिक्स सॉफ्टवेयर पैकेज, 2.आलेखीय सॉफ्टवेयर पैकेज",গ্রাফিক্স সফটওয়্যার প্যাকেজ
ग्रे स्केल,ধূসর স্কেল
"1.लालची विधि, 2.ग्रीडी विधि",লোভী পদ্ধতি
ग्रेप,grep
ग्रिड,গ্রিড
ग्रिड संचित्र,গ্রিড চার্ট
ग्रिड अभिकलन,গ্রিড কম্পিউটিং
ग्रिड मॉडुलन,গ্রিড মড্যুলেশন
भू-तरंग,স্থল তরঙ্গ
समूह,দল
समूह पता,গ্রুপ ঠিকানা
