Assamese,Tamil
নন-ৰিকাৰিং চাৰ্কিট,மீண்டும் நிகழாத சுற்று
পুনৰাবৃত্তিমূলক বিঘিনি,மீண்டும் மீண்டும் தொந்தரவு
পুনৰাবৃত্তিমূলক গতি,மீண்டும் மீண்டும் வேகம்
নন-ৰিকাৰিং ডেম্পিং,மீண்டும் நிகழாத தணிப்பு
নন ৰিকাৰিং পেণ্ডুলাম,மீண்டும் நிகழாத ஊசல்
এনাক্ৰ&#39;নিজম,காலமற்ற தன்மை
নন-ৰিকাৰিং এন্টেনা,திரும்பத் திரும்ப வராத ஆண்டெனா
দুৱাৰৰ মিটাৰ,கதவு மீட்டர்
ছিদ্ৰযুক্ত স্কেনিং ডিস্ক,துளையிடப்பட்ட ஸ்கேனிங் வட்டு
দুৱাৰৰ প্ৰভাৱ,கதவு விளைவு
দ্বাৰক,துவாரக்
"এপাৰচাৰ এংগেল, বিম এংগেল","துளை கோணம், பீம் கோணம்"
বামন আলোকসজ্জা,துவாரகை வெளிச்சம்
দুৱাৰৰ লেন্স,கதவு லென்ஸ்
দুৱাৰৰ মাস্ক,கதவு முகமூடி
লেন্সৰ এপাৰচাৰ,லென்ஸ் துளை
আইনা দুৱাৰ,கண்ணாடி கதவு
দুৱাৰৰ প্লেট,கதவு தட்டு
এপাৰচাৰ অনুপাত,துளை விகிதம்
দুৱাৰ সীমিতকাৰী,கதவு வரம்பு
"শীৰ্ষ, শিখৰ, সন্মুখ","மேல், உச்சம், முன்"
ৰশ্মি কোণ,கற்றை கோணம்
শীৰ্ষ স্থান,மேல் நிலை
শিখৰৰ দূৰত্ব,உச்ச தூரம்
&#39;আলাক্ৰিটি&#39;,அலட்சியம்
"সূৰ্য্য উচ্চ, সূৰ্য্য উচ্চ, এপছৌৰ","சூரியன் உயர், சூரியன் உயர், அப்சூர்"
ওলোটা লেন্স,தலைகீழ் லென்ஸ்
অকৰুণ,பரிதாபமற்றது
অটল ফোকাচ,அசையாத கவனம்
ওলোটা লেন্স,தலைகீழ் லென்ஸ்
অবিচ্ছিন্ন বিন্দু,மாறாத புள்ளி
গোলকটোৰ অ-ডাইভাৰ্টিং বিন্দু,கோளத்தின் மாறாத புள்ளி
অ-ৰুটিন পৃষ্ঠা,வழக்கமான அல்லாத பக்கம்
অ-অক্ষমতা,இயலாமை
দাপোনৰ বিচ্যুতি,கண்ணாடி பிறழ்வு
apochromat,அபோக்ரோமேட்
"হাইপাৰক্ৰ’মেটিক লেন্স, এপ’ক্ৰ’মেটিক লেন্স","ஹைப்பர்குரோமடிக் லென்ஸ், அபோக்ரோமடிக் லென்ஸ்"
অতিৰঙীন শৰীৰ,சூப்பர்க்ரோமடிக் உடல்
হাইপাৰক্ৰমেটিচিটি,மிகைநிறம்
apogee দূৰত্ব,அபோஜி தூரம்
apogee ৰকেট,அபோஜி ராக்கெட்
"ভূমি-উচ্চ, apogee","நிலம்-உயர்ந்த, உச்சநிலை"
apolar,துருவ
অমেৰু শোষণ,துருவமற்ற உறிஞ்சுதல்
পেৰাপোলাৰিটি,பார்ப்பனியம்
apostilbe,அப்போஸ்டில்பே
সঁজুলি,சாதனம்
ডিভাইচৰ ভুল,சாதன பிழை
অপাৰ্থিৱ,மெய்நிகர்
ভাৰ্চুৱেল উচ্চতা,மெய்நிகர் உயரம்
ভাৰ্চুৱেল বাৰ্ষিক গতি,மெய்நிகர் வருடாந்திர வேகம்
ভাৰ্চুৱেল সহগ,மெய்நிகர் குணகம்
ভাৰ্চুৱেল ৰং,மெய்நிகர் நிறம்
ভাৰ্চুৱেল হাফ ৱেভ পটেনচিয়েল,மெய்நிகர் அரை அலை திறன்
ভাৰ্চুৱেল ৰেজিষ্টেন্স,மெய்நிகர் எதிர்ப்பு
ভাৰ্চুৱেল ৰেজিষ্টিভিটি,மெய்நிகர் எதிர்ப்புத்திறன்
ভাৰ্চুৱেল সৌৰ দিন,மெய்நிகர் சூரிய நாள்
ভাৰ্চুৱেল সৌৰ সময়,மெய்நிகர் சூரிய நேரம்
ভাৰ্চুৱেল স্পেকট্ৰম,மெய்நிகர் நிறமாலை
দৃশ্যমান সূৰ্য্য,தெரியும் சூரியன்
দৃশ্যমান সময়,காட்சி நேரம்
ভাৰ্চুৱেল ৱাট,மெய்நிகர் வாட்
ভাৰ্চুৱেল লোড,மெய்நிகர் சுமை
ভিজুৱেল জ&#39;ন,காட்சி மண்டலம்
"উদীয়মান সম্ভাৱনা, উদীয়মান সম্ভাৱনা","வெளிப்படும் திறன், வெளிப்படும் திறன்"
এপিল ডাক্ট,காபி குழாய்
applegate ডায়াগ্ৰাম,applegate வரைபடம்
সঁজুলি,சாதனம்
প্ৰযোজ্যতা,பொருந்தக்கூடிய தன்மை
প্ৰয়োগ কৰা বলবিজ্ঞান,பயன்பாட்டு இயக்கவியல்
প্ৰযোজ্যতা চৌহদ,பொருந்தக்கூடிய வளாகம்
প্ৰয়োগ কৰা বিভৱ,பயன்படுத்தப்பட்ட திறன்
যোগকৰণ বৰ্তনী,சேர்க்கை சுற்று
পৰ্যবেক্ষণযোগ্য,கவனிக்கத்தக்கது
সহানুভূতিশীল,பச்சாதாபம்
পদ্ধতি,அணுகுமுறை
প্ৰৱেশ কক্ষ,அணுகல் அறை
এপ্ৰ&#39;চ বিকন,அணுகு விளக்கு
এপ্ৰ&#39;চ কন্ট্ৰ&#39;ল ৰাডাৰ,அணுகுமுறை கட்டுப்பாட்டு ரேடார்
এপ্ৰ&#39;চ সূচক,அணுகுமுறை காட்டி
প্ৰদীপৰ কাষ চাপিব,பிரதீப்பை அணுகவும்
চেটেলাইট বিকন ট্ৰেন্সমিটাৰ,செயற்கைக்கோள் பெக்கான் டிரான்ஸ்மிட்டர்
এপ্ৰ&#39;চ নেভিগেচন,அணுகுமுறை வழிசெலுத்தல்
approach path,அணுகுமுறை பாதை
"ওচৰত, প্ৰায়","அருகில், தோராயமாக"
আনুমানিক শোষণ পৰিৱৰ্তন,தோராயமான உறிஞ்சுதல் மாற்றம்
"মেক্ৰ&#39; পদ্ধতি, আনুমানিক পদ্ধতি","மேக்ரோ முறை, தோராய முறை"
আনুমানিককৰণ,தோராயம்
সহায়ক শক্তি যোগান,துணை மின்சாரம்
অজ্ঞানতা*,உணர்வின்மை*
অজ্ঞানতা,உணர்வின்மை
অজ্ঞান ৰেখা,உணர்ச்சியற்ற கோடு
কৌণিক কোণ,கோண கோணம்
অজ্ঞানতা দূৰত্ব,உணர்வின்மை தூரம்
অজ্ঞান ৰেখা,உணர்ச்சியற்ற கோடு
ইলেক্ট্ৰষ্টেটিক গতি,மின்னியல் இயக்கம்
অজ্ঞানতা (বিন্দু),உணர்வின்மை (புள்ளி)
aquadag,அக்வாடாக்
বাষ্পৰ চাপ,நீராவி அழுத்தம்
ergo বিন্দু,எர்கோ புள்ளி
"এৰাগো ডিস্ক, অৰাগো বৃত্ত","எராகோ வட்டு, ஆரகோ வட்டம்"
"random, যাদৃচ্ছিক","சீரற்ற, சீரற்ற"
ইচ্ছাকৃত সংযোজক ধ্ৰুৱক,தன்னிச்சையான சேர்க்கை மாறிலி
ইচ্ছাকৃত ধ্ৰুৱক,தன்னிச்சையான மாறிலி
ইচ্ছাকৃত বক্ৰ,தன்னிச்சையான வளைவு
মুক্ত ট্ৰেকচন মেৰু,இலவச இழுவை துருவ
মুক্ত ইলেক্ট্ৰন গ্ৰহণকাৰী,இலவச எலக்ட்ரான் ஏற்பி
স্বেচ্ছামূলক সম্প্ৰসাৰণ এলেকা,தன்னார்வ விரிவாக்க பகுதி
ইচ্ছাকৃত স্কেল,தன்னிச்சையான அளவு
ৰেণ্ডম স্কেল,சீரற்ற அளவு
স্বেচ্ছাসেৱী সেৱা,தன்னார்வ சேவை
স্থানাংকৰ ইচ্ছাকৃত গোট,தன்னிச்சையான ஆயத்தொகுதிகள்
arch,வளைவு
চাপ ৰেজিষ্টেন্স,வில் எதிர்ப்பு
চিলেবল উপাদান,அசை கூறு
চাপ ৰূপান্তৰক,வில் மாற்றி
চাপ বিভৱ হ্ৰাস,வில் சாத்தியமான வீழ்ச்சி
"চাপ চুলা, চাপ চুলা","வில் உலை, வில் உலை"
চাপ লেম্প,பரிதி விளக்கு
ভিজুৱেল চাপ,காட்சி வில்
চাপ দোলক,ஆர்க் ஆஸிலேட்டர்
চাপ-বৰ্ণালী,வில்-ஸ்பெக்ட்ரம்
চাপ ৱেল্ডিং,ஆர்க் வெல்டிங்
চাপ হাৰ,வில் விகிதம்
প্ৰত্নতাত্ত্বিক,தொல்பொருள்
আৰ্কিমিডিয়ান এন্টিপ্ৰিজম,ஆர்க்கிமிடியன் ஆண்டிபிரிசம்
আৰ্কিমিড সম্পত্তি,ஆர்க்கிமிட் சொத்து
আৰ্কিমিড স্ক্ৰু,ஆர்க்கிமிட் திருகு
আৰ্কিমিড মূল্যায়ন,ஆர்க்கிமிட் மதிப்பீடு
আৰ্কিমিডিছৰ নিয়ম,ஆர்க்கிமிடிஸ் சட்டம்
স্থাপত্যৰ ধ্বনিবিজ্ঞান,கட்டிடக்கலை ஒலியியல்
গোপনীয়তা,கமுக்கமான
আৰ্চি ভৱন,அர்ச்சி பவன்
"এলেকা, এলেকা","பகுதி, பகுதி"
ৰাজ্য নিয়ন্ত্ৰণ,மாநில கட்டுப்பாடு
ৰাজ্য নিয়ন্ত্ৰণ ৰাডাৰ,மாநில கட்டுப்பாட்டு ரேடார்
ফিল্ড ট্ৰেকচন,புல இழுவை
স্পৰ্শক,தொடுகோடு
"ক্ষেত্ৰ নিৰীক্ষণ, ক্ষেত্ৰ পৰীক্ষা","கள கண்காணிப்பு, கள ஆய்வு"
ফ্ৰেনেল জ&#39;ন এলেকা,ஃப்ரெஸ்னல் மண்டலம் பகுதி
"আঞ্চলিক, আঞ্চলিক","பிராந்திய, பிராந்திய"
আঞ্চলিক ত্বৰণ,பிராந்திய முடுக்கம்
জড়তাৰ আঞ্চলিক মুহূৰ্ত,மந்தநிலையின் பிராந்திய தருணம்
আঞ্চলিক বেগ,பிராந்திய வேகம்
অংগ কোষ,உறுப்பு செல்
অংগ ব্রিলিয়েন্স লেম্প,உறுப்பு பிரகாசம் விளக்கு
অংগ আয়নীয়কৰণ ডিটেক্টৰ,உறுப்பு அயனியாக்கம் கண்டறிதல்
"কোণ, যুক্তি","கோணம், தர்க்கம்"
গাণিতিক অংশ,எண்கணித பகுதி
"বাহু, বাহু, শাখা","கை, கை, கிளை"
আৰ্মেচাৰ,ஆர்மேச்சர்
আৰ্মেচাৰ ৰেটল,ஆர்மேச்சர் சத்தம்
আৰ্মেচাৰ বিক্ৰিয়া,ஆர்மேச்சர் எதிர்வினை
"আৰ্মেচাৰ কইল, আৰ্মেচাৰ কইল","ஆர்மேச்சர் சுருள், ஆர்மேச்சர் சுருள்"
সৌন্দৰ্য্যকৰণ,அழகுபடுத்துதல்
ভদ্ৰলোকৰ চিন,ஜென்டில்மேன் அடையாளம்
আৰ্মষ্ট্ৰং মেকানিজম,ஆர்ம்ஸ்ட்ராங் பொறிமுறை
"এৰে, এৰে","வரிசை, வரிசை"
এৰে বহুগুণক,வரிசை பெருக்கி
এৰেৰ এৰে,வரிசைகளின் வரிசை
দোষ এৰে,தவறு வரிசை
লাইন এৰে,வரி வரிசை
পইণ্ট এৰে,புள்ளி வரிசை
এৰে সোনাৰ (কণ্ঠ আৰু অস্মোছিছ),வரிசை சோனார் (குரல் மற்றும் சவ்வூடுபரவல்)
"বেৰেল বিকৃতি, ড্ৰামবাদক বিকৃতি","பீப்பாய் சிதைவு, டிரம்மர் சிதைவு"
ৰিচিভাৰ,பெறுபவர்
অধ্যৱসায়,விடாமுயற்சி
স্থিতিশীল মিছাইল,நிலையான ஏவுகணை
হাঁহৰ পাখি,சுறா இறகு
উচ্চাৰণৰ স্পষ্টতা,உச்சரிப்பு தெளிவு
উচ্চাৰণ লাভ,உச்சரிப்பு ஆதாயம்
"উচ্চাৰণৰ স্পষ্টতা, শ্ৰৱণ স্পষ্টতা","உச்சரிப்பு தெளிவு, செவித்திறன் தெளிவு"
জংচন পইণ্ট,சந்திப்பு முனை
উচ্চাৰণ পৰীক্ষা,உச்சரிப்பு சோதனை
উচ্চাৰণ বিন্যাস,உச்சரிப்பு கட்டமைப்பு
কৃত্ৰিম এন্টেনা,செயற்கை ஆண்டெனா
কৃত্ৰিম দ্ৰৱণ,செயற்கையான கலைப்பு
কৃত্ৰিম তাপ,செயற்கை வெப்பம்
কৃত্ৰিম দিগন্ত,செயற்கை அடிவானம்
কৃত্ৰিম বুদ্ধিমত্তা,செயற்கை நுண்ணறிவு
কৃত্ৰিম আইছ’ট’প,செயற்கை ஐசோடோப்புகள்
কৃত্ৰিম ভাষা,செயற்கை மொழி
কৃত্ৰিম উত্তোলন,செயற்கை லிப்ட்
কৃত্ৰিম পোহৰ,செயற்கை ஒளி
কৃত্ৰিম পোহৰৰ সংস্পৰ্শ,செயற்கை ஒளி வெளிப்பாடு
কৃত্ৰিম ৰেখা,செயற்கை கோடு
কৃত্ৰিম বোজা,செயற்கை சுமை
কৃত্ৰিম মাধ্যম,செயற்கை ஊடகம்
কৃত্ৰিম অংশ,செயற்கையான பகுதி
কৃত্ৰিম গ্ৰহ,செயற்கை கிரகம்
কৃত্ৰিম তেজস্ক্রিয় মৌল,செயற்கை கதிரியக்க உறுப்பு
কৃত্ৰিম তেজস্ক্ৰীয়তা,செயற்கை கதிரியக்கம்
কৃত্ৰিম বৰষুণ,செயற்கை மழை
কৃত্ৰিম উপগ্ৰহ,செயற்கை செயற்கைக்கோள்
কৃত্ৰিম ৰূপান্তৰ,செயற்கை மாற்றம்
কৃত্ৰিম বক্তা,செயற்கை உரையாசிரியர்
আৰোহী,ஏறுமுகம்
আৰোহণ,ஏற்றம்
বগাই যোৱা,ஏறும்
asdic,ஆஸ்டிக்
"orientation, ছবি","நோக்குநிலை, படம்"
এস্পেক্ট ৰেচিঅ&#39;,விகிதம்
আগোলি,அகோலி
গোলাকাৰ পৃষ্ঠা,கோள பக்கம்
গোলাকাৰ লেন্স,கோள லென்ஸ்
একত্ৰীকৰণ,திரட்டுதல்
চুষণ হাইগ্ৰ&#39;মিটাৰ,உறிஞ்சும் ஹைக்ரோமீட்டர்
জোখ-মাখ কৰা,அளவீடு
set of,தொகுப்பு
"একত্ৰিত কৰা, একত্ৰিত কৰা","கூட்டுதல், கூட்டுதல்"
"একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা","அசெம்பிளிங், அசெம்பிள், அசெம்பிள்"
সমাবেশ মেচিন,சட்டசபை இயந்திரம்
"এছেম্বলাৰ, এছেম্বলাৰ","கூட்டி, கூட்டி"
এছেম্বলাৰ ভাষা,அசெம்பிளர் மொழி
এছেম্বলাৰ প্ৰগ্ৰেম,அசெம்பிளர் திட்டம்
প্ৰগ্ৰেম একত্ৰিত কৰা,ஒருங்கிணைக்கும் திட்டம்
নিখুঁত অনুমান,துல்லியமான மதிப்பீடு
নিৰ্দিষ্ট কৰা হৈছে,குறிப்பிடப்பட்டுள்ளது
(কোৱাণ্টাম সংখ্যাৰ) নিৰ্দিষ্টতাসমূহ,(குவாண்டம் எண்களின்) விவரக்குறிப்புகள்
"allied, সংযুক্ত, সংযুক্ত","கூட்டு, துணை, இணை"
সহযোগী ৰাশিফল,துணை ஜாதகம்
সংগী শক্তি,துணை ஆற்றல்
সহযোগী ভৰ,துணை நிறை
এছ&#39;চিয়েটিভ এক্যুলেটৰ,துணை திரட்டி
স্বৰধ্বনি,உயிர் ஒலி
নামভৰ্তি কৰা পদ,ஏற்றுக்கொள்ளப்பட்ட நிலை
স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ,தானியங்கி மல்டிவிபிரேட்டர்
এষ্টেনিক,ஆஸ்தெனிக்
এষ্টেনিক বাহু,ஆஸ்தெனிக் கை
অস্থিতিশীল যোৰ,நிலையற்ற ஜோடி
"স্থিতিশীল ভাৰসাম্য, অস্থিৰ ভাৰসাম্য","நிலையான சமநிலை, நிலையற்ற சமநிலை"
ননষ্টেটিক গেলভানোমিটাৰ,நிலையற்ற கால்வனோமீட்டர்
ননষ্টেটিক মেগনেটোমিটাৰ,நிலையற்ற காந்தமானி
ষ্টেটিক মাইক্ৰ&#39;ফোন,நிலையான ஒலிவாங்கி
"স্থিতিশীল তালিকা, স্থিতিশীল বেজী","நிலையான பட்டியல், நிலையான ஊசி"
ষ্টেটিক পেণ্ডুলাম,நிலையான ஊசல்
এষ্টাটিন,அஸ்டாடின்
ষ্টাৰলাইট,நட்சத்திர ஒளி
বিন্দু,புள்ளி
পইণ্ট ফ&#39;কাচ,புள்ளி கவனம்
পইণ্ট ফ&#39;কাচ,புள்ளி கவனம்
বিন্দু ৰশ্মি,புள்ளி கற்றை
"বিৰতি, দৃষ্টিশক্তি","மதுவிலக்கு, astigmatism"
পৃষ্ঠাকৰণ,பேஜினேஷன்
aston ডাৰ্ক অঞ্চল,ஆஸ்டன் இருண்ட பகுதி
এষ্টন ধন কিৰণ সঁজুলি,ஆஸ்டன் தன் கிரண் உபகரணங்கள்
aston আইন,ஆஸ்டன் சட்டம்
তৰা ৰশ্মি,நட்சத்திரக் கதிர்
মহাকাশ ভ্ৰমণ ইলেক্ট্ৰনিকছ,விண்வெளி பயண மின்னணுவியல்
খ-প্ৰজেক্টিভ পৰিমাণ,b-திட்ட அளவு
জ্যোতিৰ্-কম্পাছ,astro-compass
astro গম্বুজ,ஆஸ்ட்ரோ டோம்
মহাকাশ নেভিগেচন,விண்வெளி வழிசெலுத்தல்
তৰা,நட்சத்திரம்
astrolabe,அஸ்ட்ரோலாப்
জ্যোতিৰ্বিজ্ঞানৰ অৱস্থান,வானியல் நிலை
জ্যোতিৰ্বিজ্ঞান,வானியற்பியல்
মহাকাশচাৰী,விண்வெளி
মহাকাশ অভিযন্তা,விண்வெளி பொறியாளர்
মহাকাশ বিজ্ঞান,விண்வெளி
খনন কাৰ্য্যকলাপ,சுரங்க நடவடிக்கைகள்
খনিকৰ,சுரங்கத் தொழிலாளி
জ্যোতিৰ্বিজ্ঞানী*,வானியலாளர்*
আকাশী,விண்ணுலகம்
জ্যোতিৰ্বিজ্ঞানৰ কোণ,வானியல் கோணம்
জ্যোতিৰ্বিজ্ঞানৰ গণনা,வானியல் கணக்கீடுகள்
জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী,வானியல் கடிகாரம்
জ্যোতিৰ্বিজ্ঞান ধ্ৰুৱক,வானியல் மாறிலி
জ্যোতিৰ্বিজ্ঞান স্থানাংক,வானியல் ஒருங்கிணைப்புகள்
জ্যোতিৰ্বিজ্ঞানৰ দিন,வானியல் நாள்
জ্যোতিৰ্বিজ্ঞানৰ ডায়েগ্ৰাম,வானியல் வரைபடம்
আকাশী চকু,வான கண்
আকাশী দিগন্ত,வான அடிவானம்
জ্যোতিৰ্বিজ্ঞানৰ অক্ষাংশ,வானியல் அட்சரேகை
জ্যোতিৰ্বিজ্ঞান দ্ৰাঘিমাংশ,வானியல் தீர்க்கரேகை
জ্যোতিৰ্-মানচিত্ৰ,வானியல் வரைபடம்
জ্যোতিৰ্বিজ্ঞানৰ গড় সূৰ্য্য,வானியல் சராசரி சூரியன்
জ্যোতিৰ্বিজ্ঞান পৰ্যবেক্ষণ,வானியல் கண்காணிப்பு
জ্যোতিৰ্বিজ্ঞান ফটোগ্ৰাফী,வானியல் புகைப்படம்
জ্যোতিৰ্বিজ্ঞানৰ বিবৰ্তন,வானியல் ஒளிவிலகல்
জ্যোতিৰ্বিজ্ঞান কেন্দ্ৰ,வானியல் மையம்
জ্যোতিৰ্বিজ্ঞানৰ দূৰবীণ,வானியல் தொலைநோக்கி
আকাশী জোৱাৰ,வான அலை
জ্যোতিৰ্বিজ্ঞানৰ সময়,வானியல் நேரம்
আকাশী মহিমা,வான மகத்துவம்
জ্যোতিৰ্বিজ্ঞানৰ একক,வானியல் அலகு
আকাশী শিখৰ,வான உச்சி
আকাশী জোৱাৰ-ভাটাৰ বল,வான அலை விசை
জ্যোতিৰ্বিজ্ঞান,வானியல்
অনিশ্চিত,உறுதிப்படுத்தப்படாத
জ্যোতিৰ্পদাৰ্থবিজ্ঞানী,வானியல் இயற்பியலாளர்
জ্যোতিৰ্পদাৰ্থ বিজ্ঞান,வானியற்பியல்
অসমতাপূৰ্ণ বিচ্যুতি,சமச்சீரற்ற விலகல்
"অৱশিষ্ট পাৰ্শ্বীয় বেণ্ড, ভেষ্টিজিয়াল পাৰ্শ্বীয় বেণ্ড","எஞ்சிய பக்கவாட்டு பட்டை, வெஸ்டிஜியல் பக்கவாட்டு பட்டை"
অসমতাপূৰ্ণ পৰমাণু,சமச்சீரற்ற அணு
অসমতাপূৰ্ণ বিতৰণ,சமச்சீரற்ற விநியோகம்
অসমতাপূৰ্ণ বোজা,சமச்சீரற்ற சுமை
অসমতাপূৰ্ণ মডুলেচন,சமச்சீரற்ற பண்பேற்றம்
অসমতাপূৰ্ণ পৰীক্ষা,சமச்சீரற்ற சோதனை
অসমতাপূৰ্ণ শীৰ্ষ অণু,சமச்சீரற்ற மேல் மூலக்கூறு
অসমতাপূৰ্ণ প্ৰভাৱ,சமச்சீரற்ற விளைவு
অসমতাপূৰ্ণ শক্তি,சமச்சீரற்ற ஆற்றல்
অসমতাপূৰ্ণ বিভৱ,சமச்சீரற்ற திறன்
অসমতাপূৰ্ণ মান,சமச்சீரற்ற மதிப்பு
নক্ষত্ৰীয়,அறிகுறியற்ற
গুৰুতৰ কৰি তোলা,மோசமாக்கும்
ওপৰলৈ বিয়পি পৰা,மேல்நோக்கி பரவியது
আপষ্ট্ৰিম ফাৰ্নেচ নীতি,அப்ஸ்ட்ரீம் உலை கொள்கை
এছিম্পটটিক পদ্ধতি,அறிகுறியற்ற அணுகுமுறை
এচিনক্ৰ&#39;নাছ,ஒத்திசைவற்ற
এচিনক্ৰ&#39;নাছ কম্পিউটাৰ,ஒத்திசைவற்ற கணினி
এচিনক্ৰ&#39;নাছ ৰূপান্তৰক,ஒத்திசைவற்ற மாற்றி
এচিনক্ৰ&#39;নাছ মাল্টিপ্লেক্সিং,ஒத்திசைவற்ற மல்டிபிளெக்சிங்
এচিনক্ৰ&#39;নাছ মাল্টিপ্লেক্সিং,ஒத்திசைவற்ற மல்டிபிளெக்சிங்
এচিনক্ৰ&#39;নাছ এক্সিকিউচন,ஒத்திசைவற்ற செயல்படுத்தல்
তাপৰ অপৰ্যাপ্ততা,வெப்ப பற்றாக்குறை
পাৰমাণৱিক ব্যাস,அணு விட்டம்
"বায়ুমণ্ডল, বায়ুমণ্ডল, বায়ুমণ্ডল","வளிமண்டலம், வளிமண்டலம், வளிமண்டலம்"
বায়ুৰ ৰং সলনি হোৱা,காற்று நிறமாற்றம்
বায়ুমণ্ডলৰ মানদণ্ড,வளிமண்டல தரநிலை
বায়ুমণ্ডলীয়,வளிமண்டலம்
বায়ুমণ্ডলীয় শোষণ,வளிமண்டல உறிஞ்சுதல்
"বায়ুমণ্ডলীয় সঞ্চয়, বায়ুমণ্ডলীয় সঞ্চয়","வளிமண்டல குவிப்பு, வளிமண்டல குவிப்பு"
বায়ুমণ্ডলীয় ব্ৰেক,வளிமண்டல பிரேக்
বায়ুমণ্ডলীয় পৰিসঞ্চালন,வளிமண்டல சுழற்சி
বায়ুমণ্ডলীয় ঘনত্ব,வளிமண்டல அடர்த்தி
"বায়ুমণ্ডলৰ গভীৰতা, বায়ুমণ্ডলৰ তীব্ৰতা","வளிமண்டல ஆழம், வளிமண்டல தீவிரம்"
বায়ুমণ্ডলীয় পাত্ৰ,வளிமண்டலக் கப்பல்
বায়ুমণ্ডলীয় ধূলি,வளிமண்டல தூசி
"বায়ু শক্তি, বায়ুমণ্ডলীয় বিদ্যুৎ","காற்று சக்தி, வளிமண்டல மின்சாரம்"
বায়ুমণ্ডলীয় ভাৰসাম্যতা,வளிமண்டல சமநிலை
বায়ুমণ্ডলীয় কাৰক,வளிமண்டல காரணி
বায়ুমণ্ডলীয় আৰ্দ্ৰতা,வளிமண்டல ஈரப்பதம்
বায়ুমণ্ডলীয় অস্থিৰতা,வளிமண்டல உறுதியற்ற தன்மை
বায়ুমণ্ডলীয় বিক্ষিপ্ততা,வளிமண்டல இடையூறு
বায়ুমণ্ডলৰ উষ্ণতা বৃদ্ধি,வளிமண்டல வெப்பமயமாதல்
বায়ুমণ্ডলীয় বলবিজ্ঞান,வளிமண்டல இயக்கவியல்
বায়ুমণ্ডলীয় আৰ্হি,வளிமண்டல மாதிரி
বায়ুমণ্ডলীয় শব্দ,வளிமண்டல இரைச்சல்
বায়ুমণ্ডলীয় অপটিক্স,வளிமண்டல ஒளியியல்
বায়ুমণ্ডলীয় দোলন,வளிமண்டல அலைவுகள்
বায়ুমণ্ডলীয় অ’জন,வளிமண்டல ஓசோன்
বায়ুমণ্ডলীয় পদাৰ্থ বিজ্ঞান,வளிமண்டல இயற்பியல்
বায়ুমণ্ডলীয় চাপ,வளிமண்டல அழுத்தம்
বায়ুমণ্ডলীয় ৰেডিঅ&#39; তৰংগ,வளிமண்டல ரேடியோ அலைகள்
বায়ুমণ্ডলীয় বিবৰ্তন,வளிமண்டல ஒளிவிலகல்
বায়ুমণ্ডলীয় স্থিৰতা,வளிமண்டல நிலைத்தன்மை
বায়ুমণ্ডলীয় জোৱাৰ,வளிமண்டல அலை
বায়ুমণ্ডলীয় বিক্ষিপ্ততা,வளிமண்டல இடையூறு
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,எலக்ட்ரோபோரேசிஸ்
পাৰমাণৱিক,அணுக்கரு
নিউক্লিয়াৰ কোৰ,அணுக்கரு
পৰমাণু-ইলেক্ট্ৰন অনুপাত,அணு-எலக்ட்ரான் விகிதம்
পাৰমাণৱিক মেৰুকৰণ,அணு துருவமுனைப்பு
পাৰমাণৱিক,அணு
পাৰমাণৱিক শোষণ সহগ,அணு உறிஞ்சுதல் குணகம்
পাৰমাণৱিক কৌণিক গতিবেগ,அணு கோண உந்தம்
পাৰমাণৱিক এৰে,அணு வரிசை
পৰমাণু ৰশ্মি,அணு கற்றை
পৰমাণু বোমা,அணுகுண்டு
পাৰমাণৱিক বন্ধন শক্তি,அணு பிணைப்பு ஆற்றல்
নিউক্লিয়াৰ কেটিয়ন,அணு கேஷன்
পাৰমাণৱিক ঘড়ী,அணு கடிகாரம்
পাৰমাণৱিক সংঘৰ্ষ,அணு மோதல்
পাৰমাণৱিক বিন্যাস,அணு கட்டமைப்பு
পাৰমাণৱিক ধ্ৰুৱক,அணு மாறிலி
পাৰমাণৱিক স্থানাংক,அணு ஒருங்கிணைப்புகள்
নিউক্লিয়াৰ কোৰ,அணுக்கரு
পাৰমাণৱিক বক্ৰ,அணு வளைவு
পাৰমাণৱিক বিভাজন,அணு சிதைவு
পাৰমাণৱিক ডমেইন,அணு களம்
পাৰমাণৱিক শক্তি,அணு ஆற்றல்
পাৰমাণৱিক শক্তিৰ স্তৰ,அணு ஆற்றல் நிலை
পাৰমাণৱিক উত্তেজনা কাৰ্য্য,அணு தூண்டுதல் செயல்பாடு
পাৰমাণৱিক ক্ষেত্ৰ,அணுசக்தி புலம்
পাৰমাণৱিক প্ৰতিসৰণ,அணு ஒளிர்வு
পাৰমাণৱিক গঠন কাৰক,அணு கட்டமைப்பு காரணி
পাৰমাণৱিক কম্পাঙ্ক,அணு அதிர்வெண்
পাৰমাণৱিক তাপ,அணு வெப்பம்
পাৰমাণৱিক বিভৱ তাপ,அணு ஆற்றல் வெப்பம்
পাৰমাণৱিক হাইড্ৰজেন,அணு ஹைட்ரஜன்
পাৰমাণৱিক হাইড্ৰজেন মেজাৰ,அணு ஹைட்ரஜன் மேசர்
