Telugu,Malayalam
ప్రసరణ,പദക്ഷിണം
పరిస్థితి,സാഹചര്യം
సందర్భోచిత సాక్ష్యం,സാഹചര്യ തെളിവുകൾ
ప్రస్తావన,ഉദ്ധരണി
పౌరసత్వం,പൗരതം
నగర పరిహార భత్యం,നഗര നഷ്ടപരിഹാര അലവൻസ്
పౌర సౌకర్యాలు,നാഗരിക സ with കര്യങ്ങൾ
సివిల్,സിവിൽ
సివిల్ కోడ్,സിനിയോഗിക്കുക
పౌర రక్షణ,സിനിബ പ്രതിരോധം
సివిల్ జాబితా,സിവിൽ പട്ടിക
పౌర వివాహం,സിവിൽ വിവാഹം
సివిల్ ప్రొసీజర్ కోడ్,സിവിൽ നടപടിക്രമ കോഡ്
సివిల్ సర్వీస్,പൊതു സേവനം
సివిల్ సూట్,സിവിൽ സ്യൂട്ട്
పౌర సామాగ్రి,സിവിൽ സപ്ലൈസ്
పౌర యుద్ధం,ആഭന്തരയുദ്ധം
దావా,അവകാശം
హక్కుదారు,അവകാശി
దావా పత్రము,ക്ലെയിം ഫോം
వాపసు కోసం దావా,റീഫണ്ടിനായുള്ള ക്ലെയിം
స్పష్టీకరణ,വിശദീകരണം
తరగతి,പകുക്കുക
వర్గీకృత ప్రకటన,ക്ലാസിഫൈഡ് പരസ്യം
వర్గీకృత పత్రాలు,ക്ലാസിഫൈഡ് പ്രമാണങ്ങൾ
వర్గీకృత సమాచారం,ക്ലാസിഫൈഡ് വിവരങ്ങൾ
వర్గీకరించండి,വര്ഗ്ഗീകരിക്കുക
వర్గీకరణ,പതേകം
ఉపవాక్య,ഉടന്വടി
క్లియరెన్స్,ക്ലിയറൻസ്
ఖాళీ ఖాళీ,വ്യക്തമായ ഒഴിവ്
క్లరికల్,സൂചന
క్లరికల్ కేడర్,ക്ലറിക്കൽ കേഡർ
మతాధికార దోషం,ക്ലറിക്കൽ പിശക്
క్లరికల్ సిబ్బంది,ക്ലറിക്കൽ സ്റ്റാഫ്
గుమస్తా పని,ക്ലറിക്കൽ വർക്ക്
క్లయింట్,കക്ഷി
క్లోక్ రూమ్,ഉടുപ്പ് മുറി
సంవత్సరం దగ్గరగా,വർഷം അടയ്ക്കുക
ముగింపు బ్యాలెన్స్,അടയ്ക്കൽ ബാലൻസ്
ముగింపు తేది,അവസാന തിയ്യതി
మూసివేత,സമാപനം
క్లూ,സൂചന
'సహ-కుర్చీన్' లో వలె,കോ (കോ-ചെയർമാൻ 'എന്ന നിലയിൽ)
సహ నిందితుడు,സഹകാസനം
కోచింగ్,കോച്ചിംഗ്
సంకీర్ణ ప్రభుత్వం,സഖ്യം സർക്കാർ
కోడ్,കോഡ്
కోడ్ సంఖ్య,കോഡ് നമ്പർ
ప్రవర్తనా నియమావళిని,പെരുമാറ്റച്ചട്ടം
కోడ్ పదం,കോഡ് വാക്ക്
కోడింగ్,കോഡിംഗ്
బలవంతం,ബലപ്രയോഗം
సహజీవనం,സഹവർത്തിത്വം
జ్ఞానం,അറിവുള്ള
జ్ఞానం చేయగల నేరం,കോഗ്നിസുചെയ്യാവുന്ന കുറ്റം
జ్ఞానం,അറിവില്ലായ്മ
యాదృచ్చికం,യാദൃശ്ചികതം
సహకారం,സഹപവര്ത്തനം
అనుషంగిక భద్రత,കൊളാറ്ററൽ സുരക്ഷ
సహోద్యోగి,സഹപവര്ത്തകന്
సమిష్టి,കൂട്ടായ
సామూహిక బాధ్యత,കൂട്ടായ ഉത്തരവാദിത്തം
కలెక్టరేట్,കളക്ടറേറ്റ്
కలయిక,കൂളിടല്
కాలనీ,കോളനി
రంగు అంధత్వం,വർണ്ണ അന്ധത
కాలమ్,കോളം
దువ్వెన ఆపరేషన్,കോമ്പിംഗ് പ്രവർത്തനം
కమాండ్,ആജ്ഞാപിക്കുക
జ్ఞాపకార్థం,സ്മാരകം
ప్రశంసనీయం,സ്തുതര്ഹമായ
ప్రారంభం,സൊമാറ്റ്സൗറേറ്റ്
వ్యాఖ్యానం,വിവരണം
వ్యాఖ్యలు,അഭിപ്രായങ്ങൾ
వాణిజ్యం,വാണിജം
వాణిజ్య విరామం,പരസ്യ ഇടവേള
కమిషన్,ഭരണമേല്പിക്കല്
ఆరంభించడం,കമ്മീഷൻ
కమిట్,കുറ്റംചെയ്യുക
నిబద్ధత,പതിജ്ഞാബദ്ധത
వస్తువు,ചരക്ക്
సాధారణం,പൊതുവായ
మతతత్వ,സാമവമില്ലാത്ത
మత సామరస్యం,സാമുദായിക ഐക്യം
కమ్యూనికేట్ చేయండి,പകരുക
కమ్యూనికేషన్,വാര്ത്താവിനിമയം
కమ్యూనికేషన్ గ్యాప్,ആശയവിനിമയ വിടവ്
కమ్యూనికేషన్,കണികന്
సంఘం,സമൂഹം
సంఘ కేంద్రం,കമ്മ്യൂണിറ്റി സെന്റർ
సమాజ అభివృద్ధి ప్రాజెక్ట్,കമ്മ്യൂണിറ്റി ഡെവലപ്മെന്റ് പ്രോജക്റ്റ്
సంఘ సేవ,സാമുഹ്യ സേവനം
మార్పిడి,സമാധാനം
ప్రయాణ సెలవు,മാറ്റിയ അവധി
ప్రయాణ విలువ,മായ്ച്ച മൂല്യം
పోలిక,താരതമം
కరుణ,അനുകന്വ
దయగల గ్రౌండ్,അനുകമ്പ നിലം
దయగల సెలవు,അനുകമ്പയുള്ള അവധി
అనుకూలంగా,അനുഗുണമായ
బలవంతం,നിർബന്ധിക്കുക
సంకలనం,കയറ്റമായുള്ള
పరిహారం,നഷ്ടപരിഹാരം
పరిహార భత్యం,നഷ്ടപരിഹാര അലവൻ
పరిహార సెలవు,നഷ്ടപരിഹാര അവധി
సామర్థ్యం,അര്ഹത
సమర్థుడు,അര്ഹതയുള്ള
సమర్థ అధికారం,യോഗ്യതയുള്ള അതോറിറ്റി
పోటీ,മത്സരം
పోటీ పరీక్ష,മത്സര പരിശോധന
సంగ్రహం,സമാഹാരം
ఫిర్యాదు,പരാതി
ఫిర్యాదు పుస్తకం,പരാതി പുസ്തകം
పూరక,പൂരക
పరిపూరకరమైనది,പൂരകൻ
పూర్తి,സന്വൂര്ണമായ
పూర్తి ధృవీకరణ పత్రం,പൂർത്തീകരണ സർട്ടിഫിക്കറ്റ്
సమ్మతి,സമ്മതം
సంక్లిష్టమైనది,സങ്കീർണ്ണമാണ്
అభినందన,ഉപചാരം
కాంప్లిమెంటరీ కాపీ,കോംപ്ലിമെന്ററി പകർപ്പ്
అనుగుణంగా,ഇത് പാലിക്കുക
మిశ్రమ సంస్కృతి,സംയോജിത സംസ്കാരം
కూర్పు,രചന
సమగ్ర,വാപകമായ
సమగ్ర భీమా,സമഗ്ര ഇൻഷുറൻസ്
రాజీ,ഒത്തുതീര്പ്പ്
తప్పనిసరి,നിര്ബന്ധിതമായ
తప్పనిసరి పదవీ విరమణ,നിർബന്ധിത വിരമിക്കൽ
కంప్యూటర్,കന്വൂട്ടര്
కంప్యూటర్ సెంటర్,കമ്പ്യൂട്ടർ കേന്ദ്രം
కంప్యూటర్ ఫ్రెండ్లీ,കമ്പ്യൂട്ടർ സ friendly ഹൃദ
కంప్యూటరీకరణ,കമ്പ്യൂട്ടറൈസേഷൻ
కంప్యూటర్ భాష,കമ്പ്യൂട്ടർ ഭാഷ
కంప్యూటర్ పరిజ్ఞానం,കമ്പ്യൂട്ടർ സാക്ഷരതാ
భావన,ആശയം
ఆందోళన,ഉത്കണ്ഠ
రాయితీ,സൗജനം
రాయితీ రేటు,ആനുകൂല്യ നിരക്ക്
రాయితీ ధృవీకరణ పత్రం,ഇളവ് സർട്ടിഫിക്കറ്റ്
రాజీ,അനുരഞ്ജനം
ముగింపు మాటలు,ഉപസംഹാര കുറിപ്പ്
ముగింపు,തീരുമാനം
నిశ్చయాత్మకమైనది,നിര്ണായകമായ
కాంకర్,പരിമിതപ്പെടുത്തുക
సమ్మతి,സമ്മേളര്ത്തരം
ఖండించండి,നിന്ദിക്കുക
కండిషన్,വവസ്ഥ
షరతులతో,സോപാധികമായ
షరతులతో కూడిన అంగీకారం,സോപാധിക സ്വീകാര്യത
ఒప్పందం యొక్క షరతులు,കരാറിന്റെ വ്യവസ്ഥകൾ
సేవ యొక్క షరతులు,സേവന വ്യവസ്ഥകൾ
సంతాపం,അനുശോചനം
కొందీ,മാപ്പാക്കുക
ప్రవర్తన,നയിക്കുക
ప్రవర్తన నియమాలను నిర్వహించండి,നിയമങ്ങൾ നടത്തുക
సమావేశం,സമ്മേളനം
సమావేశ మందిరం,ചർച്ചാമുറി
కాన్ఫరెన్సింగ్ సౌకర్యం,കോൺഫറൻസിംഗ് സൗകര്യം
చర్చించే,നല്കുക
గోప్యంగా,സകാരമായ
నిర్బంధం,നിരോധം
నిర్ధారించండి,ഉറപ്പിക്കുക
నిర్ధారణ,സ്ഥിരീകരണം
సేవ యొక్క నిర్ధారణ,സേവനത്തിന്റെ സ്ഥിരീകരണം
నిర్ధారణ ఆర్డర్,സ്ഥിരീകരണ ഓർഡർ
జప్తు,കണ്ടുകെട്ടല്
సంఘర్షణ,സംഘർഷം
విరుద్ధమైన అభిప్రాయాలు,വൈരുദ്ധ്യമുള്ള കാഴ്ചകൾ
అనుగుణ్యత,അനുരൂപത
అభినందన,അഭിനന്ദനം
కనెక్షన్,കൂട്ടുകെട്ട്
అనుసంధానం,തണന
మనస్సాక్షి,മനസ്സാക്ഷി
ఏకాభిప్రాయం,സമതകരണം
సమ్మతి,സമ്മതിക്കുക
పర్యవసానంగా,പരിണതഫലം
పర్యవసానంగా,ഉപദേശം
పరిరక్షణ,സംരക്ഷണം
పరిశీలన జోన్,പരിഗണന മേഖല
పొందేవాడు,കൺസണി
సరుకు,ചരക്ക്
సరుకు గమనిక,ചരക്ക് കുറിപ്പ്
స్థిరమైన,പരസ്പരം യോജിക്കുന്ന
కన్సాలిడేటెడ్ ఫండ్,ഏകീകൃത ഫണ്ട്
ఏకీకృత వేతనం,ഏകീകൃത ശമ്പളം
ఏకీకృత ప్రకటన,ഏകീകൃത പ്രസ്താവന
ఏకీకరణ,ഏകീകരണം
ప్రస్ఫుటమైన,പ്രകടമായ
కుట్ర,ഉപജാപം
స్థిరాంకం,സ്ഥിരമായ
నియోజకవర్గం,നിയോജകമണ്ഡലം
రాజ్యాంగం,ഘടകമായ
రాజ్యాంగం,ഭരണഘടന
పరిమితి,നിയന്ത്രണം
నిర్మాణం,നിര്മ്മാണം
కన్సల్టెంట్,കൂടിയാലോചിക്കുന്നവന്
సంప్రదింపులు,ആലോചന
సంప్రదింపుల కమిటీ,കൺസൾട്ടേറ്റീവ് കമ്മിറ്റി
వినియోగించదగిన అంశం,ഉപഭോഗങ്ങൾ
వినియోగించండి,ഉപഭോഗം
వినియోగదారుల వస్తువులు,ഉപഭോക്താവിന്റെ സാധനങ്ങൾ
కన్స్యూమర్ ఫోరం/కౌన్సిల్,ഉപഭോക്തൃ ഫോറം / കൗൺസിൽ
వినియోగదారుల ధోరణి,ഉപഭോക്തൃ ഓറിയന്റേഷൻ
వినియోగం,ഉപഭോഗം
సంప్రదించండి,സന്വര്ക്കം
సంప్రదింపు ప్రోగ్రామ్,കോൺടാക്റ്റ് പ്രോഗ്രാം
అంటు వ్యాధి,പകർച്ചവ്യാധി
కలిగి,അടങ്ങിയിട്ടുണ്ട്
ఆలోచించండి,ചിന്തിക്കുക
సమకాలీన,സമകാലിക
న్యాయస్థాన దిక్కరణ,കോടതിയലക്ഷ്യം
వివాదాస్పద,തർക്കം
విషయాలు,ഉള്ളടക്കം
పోటీ,മത്സരം
సందర్భం,സന്ദര്ഭം
ఆకస్మికాలు,ആകസ്മിക
ఆకస్మికత,ആകസ്മിഖള്ളാത്ത
ఆకస్మిక భత్యం,ആകസ്മിക അലവൻസ്
ఆకస్మిక నిధి,ആകസ്മിക ഫണ്ട്
ఆకస్మిక గ్రాంట్,ആകസ്മിക ഗ്രാന്റ്
ఆకస్మిక ప్రణాళిక,ആകസ്മിക പദ്ധതി
నిరంతర ఛార్జీలు,അനിശ്ചിതകാല നിരക്കുകൾ
నిరంతర నియామకం,തുടർച്ചയായ നിയമനം
నిరంతర అభివృద్ధి,തുടർച്ചയായ വികസനം
నిరంతర ప్రక్రియ,തുടർച്ചയായ പ്രക്രിയ
నిరంతర సేవ,തുടർച്ചയായ സേവനം
నిషేధం,കള്ളച്ചരക്ക്
ఒప్పందం,ഉടന്വടി
కాంట్రాక్ట్ డీడ్,കരാർ കരാർ
ఉపాధి ఒప్పందం,തൊഴിൽ കരാർ
ఒప్పంద కాలం,കരാർ കാലയളവ്
ఒప్పంద పత్రం,കരാർ രേഖ
ఒప్పంద బాధ్యత,കരാർ ബാധ്യത
ఒప్పంద సేవ,കരാർ സേവനം
వైరుధ్యం,വൈരുദ്ധം
విరుద్ధమైన ప్రకటన,പരസ്പരവിരുദ്ധമായ പ്രസ്താവന
విరుద్ధంగా,പതികൂലമായ
ఉల్లంఘన,ഗൃഹവിഭാഗം
సహకారం,സംഭാവന
కంట్రిబ్యూటరీ పెన్షన్ స్కీమ్,കോൺട്രിബ്യൂട്ടറി പെൻഷൻ പദ്ധതി
కంట్రిబ్యూటరీ ప్రావిడెంట్ ఫండ్,കോൺട്രിബ്യൂട്ടറി പ്രൊവിഡന്റ് ഫണ്ട്
నియంత్రణ,ഭരണം
నియంత్రించే అధికారి,നിയന്ത്രിക്കുന്ന ഓഫീസർ
వివాదాస్పద,വിവാദം
వివాదాస్పద విషయం,വിവാദപരമായ കാര്യം
వివాదం,വിവാദം
సౌలభ్యం,സൗകരം
కన్వెన్షన్,സമ്മേളനം
సాంప్రదాయిక,പരമ്പരാഗത
సంభాషణ,സംഭാഷണം
మార్చండి,മാറ്റുക
మార్చబడిన సెలవు,പരിവർത്തനം ചെയ്ത അവധി
రవాణా,കൈമാല്
రవాణా భత్యం,കൈമാറാൻ അനുവദിക്കുക
రవాణా దస్తావేజు,കൈമാറ്റ കരാർ
రవాణా ఖర్చులు,കൈമാറ്റ ചെലവ്
దోషి,കുറ്റവാളി
నమ్మకం,കുറ്റംചുമത്തല്
కాన్వొకేషన్,സമ്മേളനം
శీతలీకరణ ఆఫ్ పీరియడ్,തടയൽ കാലയളവ്
సహకారం,സഹകരണം
సహకార,സഹകരിക്കുന്ന
కోఆపరేటివ్ సొసైటీ,സഹകരണ സൊസൈറ്റി
సహకార,സഹ-ഓപ്ത്തു
సహ-ఎంపిక సభ్యుడు,സഹകരിച്ച അംഗം
సమన్వయ,നായും
సహ యజమాని,സഹ ഉടമ
సహ-భాగస్వామి,സഹ-പങ്കാളി
కాపీ,പകര്ത്തുക
కాపీ చేస్తోంది,പകർത്തുന്നു
కాపీరైట్,പകർപ്പവകാശം
కార్డియల్,മാംസിയല്
కరోనర్,കൊറോൺ
కార్పొరేట్ బాడీ,കോർപ്പറേറ്റ് ബോഡി
కార్పొరేట్ ప్రణాళిక,കോർപ്പറേറ്റ് ആസൂത്രണം
కార్పొరేషన్,നഗരസഭ
కార్పొరేషన్ పన్ను,കോർപ്പറേഷൻ നികുതി
దిద్దుబాటు,തിരുത്ത്
దిద్దుబాటు చర్యలు (= సరిదిద్దారు),തിരുത്തൽ നടപടികൾ (= തിരുത്തലുകൾ)
కరస్పాండెన్స్,കത്തിടപാട്
కరస్పాండెన్స్ కోర్సు,കത്തിടപാടുകൾ കോഴ്സ്
కరస్పాండెన్స్ భాగం,കറസ്പോണ്ടൻസ് ഭാഗം
కరస్పాండెంట్,പതലേഖകന്
సంబంధిత,സദൃശമായ
కొరిగెండం,കോരിഗ്രേൻ
ధృవీకరించండి,കോറെബോറേറ്റ്
ధృవీకరణ,കേശവം
అవినీతి,മലിനമാക്കുക
అవినీతి,അഴിമതി
అవినీతి సాధన,അഴിമതി പ്രാക്ടീസ്
కాస్మోపాలిటన్ సిటీ,കോസ്മോപൊളിറ്റൻ സിറ്റി
ధర,ചെലവ്
ఖర్చు అకౌంటెంట్,കോസ്റ്റ് അക്കൗണ്ടന്റ്
వ్యయ విశ్లేషణ,ചെലവ് വിശകലനം
ఖర్చు పైకప్పు,ചെലവ് പരിധി
వ్యయ ప్రభావం,ചെലവ് ഫലപ്രാപ്തി
జీవన వ్యయం,ജീവിതച്ചെലവ്
ఖర్చును అధిగమిస్తుంది,ചെലവ് മറികടന്നു
కుటీర పరిశ్రమ,കോട്ടേജ് വ്യവസായം
కౌన్సిల్,ഉപദേശം
మంత్రుల మండలి,കൗൺസിൽ ഓഫ് മന്ത്രി
కౌన్సిల్ ఆఫ్ స్టేట్స్,കൗൺസിൽ ഓഫ് സ്റ്റേറ്റ്സ്
న్యాయవాది,പരാലോചന
కౌన్సెలింగ్,കൗല്സിംഗ്
కౌంటర్,കൗണ്ടര്
కౌంటర్ చర్య,ക counter ണ്ടർ പ്രവർത്തനം
కౌంటర్ అఫిడవిట్,ക counter ണ്ടർ സത്യവാങ്മൂലം
కౌంటర్ ఛార్జ్,ക counter ണ്ടർ ചാർജ്
కౌంటర్ దావా,ക er ണ്ടർ ക്ലെയിം
నకిలీ కరెన్సీ,വ്യാജ കറൻസി
నకిలీ,എതിർപ്പ്
కౌంటర్ ఫాయిల్,എതിർഫോയിൽ
కౌంటర్ ఆఫర్,ക counter ണ്ടർ ഓഫർ
కౌంటర్సైన్,കവര്ട്ടിക
తిరుగుబాటు,ആഘാതം
కూపన్,കൂപ്പൺ
కొరియర్,കൊറിയക്കാരന്
కొరియర్ సేవ,കൊറിയര് സര്വീസ്
కోర్సు,ഗതി
అధ్యయనం యొక్క కోర్సులు,പഠന കോഴ്സുകൾ
కోర్టు కేసు,കോടതി കേസ്
మర్యాద,വിനയം
చిన్న కారణాల న్యాయస్థానం,ചെറിയ കാരണങ്ങളുടെ കോടതി
ఒడంబడిక,ഉടമ്പടി
కవర్,മൂടി
కవరేజ్,കവറേജ്
కవరింగ్ లెటర్,കവർ കത്ത്
కవరింగ్ మెమో,മെമ്മോ മൂടുന്നു
గమనిక,മൂടുന്ന കുറിപ്പ്
క్రాష్ ప్రోగ్రామ్,ക്രാഷ് പ്രോഗ്രാം
క్రీము పొర,ക്രീം ലെയർ
సృష్టి,സൃഷ്ടി
సృజనాత్మక,സൃഷ്ടിപരമായ
సృజనాత్మకత,സർഗ്ഗാത്മകത
క్రీచ్,ക്രേച്ച്
క్రెడెన్షియల్స్ కమిట్,ക്രെഡൻഷ്യൽ കമ്മിറ്റ്
విశ్వసనీయత,വിശാസത
క్రెడిట్,കീര്ത്തി
విశ్వసనీయమైనది,വിശ്വാസമുള്ള
క్రెడిట్ సలహా,ക്രെഡിറ്റ് ഉപദേശം
క్రెడిట్ మరియు పొదుపు సమాజం,"ക്രെഡിറ്റ്, ത്രിഫ്റ്റ് സൊസൈറ്റി"
క్రెడిట్ కార్డు,ക്രെഡിറ്റ് കാർഡ്
ఋణ వసతులు,ക്രെഡിറ്റ് സൗകര്യങ്ങൾ
క్రెడిట్ ఎంట్రీ,ക്രെഡിറ്റ് എൻട്രി
క్రెడిట్ గమనిక,ക്രെഡിറ്റ് കുറിപ്പ്
రుణదాత,കടക്കാരന്
శ్మశానవాటిక,ദഹനം
శ్మశానవాటిక గ్రౌండ్,ശ്മശാന നില
సిబ్బంది,സംഘം
నేరం,കുറ്റം
నమ్మకంతో నేరస్థుడిని ఉల్లంఘించడం,ട്രസ്റ്റിന്റെ ക്രിമിനൽ ലംഘനം
క్రిమినల్ కోర్ట్,ക്രിമിനൽ കോടതി
నేర నిర్లక్ష్యం,ക്രിമിനൽ അശ്രദ്ധ
క్రిమినల్ నేరం,ക്രിമിനൽ കുറ്റം
క్రిమినల్ ప్రొసీజర్ కోడ్,ക്രിമിനൽ നടപടിക്രമ കോഡ്
సంక్షోభం,പതിസന്ധി
సంక్షోభ నిర్వహణ,പ്രതിസന്ധി മാനേജുമെന്റ്
ప్రమాణం,മാനദണ്ഡം
విమర్శ,വിമര്ശനം
క్రాస్,കുരിശ്
క్రాస్ బ్రీడ్,ക്രോസ് ഇനം
క్రాస్ చెకింగ్,ക്രോസ് പരിശോധന
క్రాస్డ్ చెక్,കടന്ന ചെക്ക്
క్రాస్ ఎగ్జామినేషన్,ക്രോസ് പരീക്ഷ
ఆధార సూచిక,ഒത്തു നോക്കുക
క్రాస్ ఓటింగ్,ക്രോസ് വോട്ടിംഗ്
కీలకమైన తేదీ,നിർണായക തീയതി
ముడి,ക്രൂഡ്
అపరాధ నరహత్య,കുറ്റവാളിയായ നരഹത്യ
అపరాధి,കുറ്റവാളി
సాగు,കൃഷി
సాంస్కృతిక మార్పిడి కార్యక్రమం,കൾച്ചറൽ എക്സ്ചേഞ്ച് പ്രോഗ്രാം
సంచిత,സഞ്ചരിക്കുന്ന
కరెన్సీ,പവാഹം
ద్రవ్య మారకం,നാണയ വിനിമയം
కరెన్సీ గమనిక,കറൻസി കുറിപ്പ്
ప్రస్తుత,ഒഴുകിക്കൊണ്ടിരിക്കുന്ന
వాడుక ఖాతా,കറന്റ് അക്കൌണ്ട്
ప్రస్తుత విధులు,നിലവിലെ ചുമതലകൾ
ప్రస్తుత సెషన్,നിലവിലെ സെഷൻ
కరికులం విటే,സംക്ഷിപ്ത ജീവചരിത്രം
కర్లేట్,വെർഡെൽ
సంరక్షకుడు,സംരക്ഷകൻ
కస్టడీ,തടവ്
ఆచారం,സന്വദായം
ఆచారం,സന്വദായം
ఆచారం,കീഴ്നടപ്പുള്ള
ఆచారం విధానం,ആചാരപരമായ നടപടിക്രമം
కస్టమ్ డ్యూటీ,കസ്റ്റംസ് തീരുവ
కస్టమర్,ഉപഭോക്താവ്
కస్టమర్ ఫ్రెండ్లీ,ഉപഭോക്തൃ സൗഹൃദ
అనుకూల పరీక్ష,ഇഷ്ടാനുസൃത പരീക്ഷ
కత్తిరించండి,മുറിക്കുക
కట్ మోషన్,ചലനം മുറിക്കുക
తేదీని కత్తిరించండి,തീയതി മുറിക്കുക
చక్రం,ആവൃത്തി
రోజువారీ,ദിവസേന
రోజువారీ భత్యం,ദൈനംദിന അലവൻസ്
రోజువారీ డైరీ,പ്രതിദിന ഡയറി
రోజువారీ రిజిస్టర్,ദൈനംദിന രജിസ്റ്റർ
రోజువారీ నివేదిక,ദിവസേന റിപ്പോർട്ട്
దినచర్య,ദിനചര്യ
రోజువారీ వేతనాలు,ദൈനംദിന വേതനം
డాక్ స్టేజ్,ഡാക് സ്റ്റേജ്
డాక్ ట్రే,ഡാക് ട്രേ
నష్టం,നഷ്ടം
నష్టాలు,നാശനഷ്ടങ്ങൾ
ప్రమాదకరమైనది,അപകടകരമായ
ధైర్యం,ധീനികൾ
సమాచారం,ഡാറ്റ
డేటా బ్యాంక్,ഡാറ്റ ബാങ്ക്
డేటా బేస్,ഡാറ്റ ബേസ്
వివరాల సేకరణ,ഡാറ്റ ശേഖരണം
డేటా దాణా,ഡാറ്റ തീറ്റ
డేటా ప్రాసెసింగ్,ഡാറ്റ പ്രോസസ്സിംഗ്
తేదీ,തീയതി
రాక తేదీ,എത്തിച്ചേരൽ തീയതി
పుట్టిన తేది,ജനിച്ച ദിവസം
బయలుదేరే తేదీ,പുറപ്പെടുന്ന തീയതി
ఉత్సర్గ తేదీ,ഡിസ്ചാർജ് തീയതി
పరిపక్వత తేదీ,പക്വതയുള്ള തീയതി
రశీదు తేదీ,രസീത് തീയതി
తేదీ స్టాంప్,തീയതി മുദ്ര
రోజు పండితుడు,ദിവസത്തെ പണ്ഡിതൻ
డే షిఫ్ట్,ഡേ ഷിഫ്റ്റ്
దయ యొక్క రోజులు,കൃപയുടെ ദിവസങ്ങൾ
రోజు నుండి రోజు పని,ദൈനംദിന ജോലി
డెడ్ ఖాతా,മരിച്ച അക്കൗണ്ട്
గడువు,ഡെഡ്ലൈൻ
డెడ్లాక్,ഡെഡ്ലോക്ക്
డెడ్ స్టాక్ రిజిస్టర్,ഡെഡ് സ്റ്റോക്ക് രജിസ്റ്റർ
చనిపోయిన బరువు,ചത്ത ഭാരം
ఒప్పందం,കരാര്
వ్యవహార సహాయకుడు,ഡീലിംഗ് അസിസ്റ്റന്റ്
వ్యవహారం,ഇടപെടുക
మరణ వార్షికోత్సవం,മരണ വാർഷികം
ప్రియమైన భత్యం,പ്രിയ അലവൻസ്
మరణ ప్రయోజనం,മരണ ആനുകൂല്യം
డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ,മരണ-കം റിട്ടയർമെന്റ് ഗ്രാറ്റുവിറ്റി
సేవలో మరణం,സേവനത്തിൽ മരണം
Deauthorizatioin,ഡീയോത്തോരിസാറ്റിയോയിൻ
డెబార్,ദെബര്ട്ട്
డెబిట్,അപരാതം
డెబిట్ సలహా,ഉപദേശം
అప్పు,കടം
రుణ నిర్వహణ,ഡെറ്റ് മാനേജുമെന്റ്
రుణగ్రహీత,കടക്കാരൻ
మరణించిన,മരിച്ച
మర్యాద,അന്തസ്സ്
వికేంద్రీకరణ,വികേന്ദ്രീകരണം
నిర్ణయాత్మక కారకం,തീരുമാനിക്കുന്ന ഘടകം
నిర్ణయం,തീരുമാനം
నిర్ణయం తీసుకోవడం,തീരുമാനമെടുക്കൽ
నిర్ణయం తీసుకునే ప్రక్రియ,തീരുമാനമെടുക്കൽ പ്രക്രിയ
ప్రకటన,പഖാപനം
ఆదాయ ప్రకటన,വരുമാന പ്രഖ്യാപനം
ప్రకటించిన విలువ,പ്രഖ്യാപിത മൂല്യം
ప్రమాణం చేయండి,സത്യപ്രതിജ്ഞ ചെയ്യുക
డీకోడ్,വിസങ്കേതനം
డీకోంట్రోల్,ഡീകോൺട്രോൾ
డెకోరం,ആവര്ച്ച
తగ్గుదల,കുറയുക
డిక్రీ,കൽപന
అంకితం,സമര്പ്പണം
మినహాయింపు,കിഴിവ്
మినహాయింపు,കുറയ്ക്കല്
మూలం వద్ద మినహాయింపు,ഉറവിടത്തിൽ കിഴിവ്
జీతం నుండి మినహాయింపు,ശമ്പളത്തിൽ നിന്നുള്ള കിഴിവ്
దస్తావేజు,പമാണം
తనఖా యొక్క దస్తావేజు,പണയത്തിന്റെ കരാർ
డీమ్డ్ విశ్వవిద్యాలయం,കരുതലർ യൂണിവേഴ്സിറ്റി
Deface,വികൃതമാക്കുക
వాస్తవ,മാനസികം
డీప్లేషన్,മലിനീകരണം
పరువు నష్టం,വിസമ്മതം
డిఫాల్ట్,കുറ്റം
డిఫాల్టర్,തകർച്ച
లోపభూయిష్ట,കുറവുള്ള
రక్షణ,രാജരക്ഷ
రక్షణ న్యాయవాది,പ്രതിരോധ ഉപദേശം
రక్షణ ఉత్పత్తి,പ്രതിരോധ നിർമ്മാണം
ప్రతివాది,എതൃകക്ഷി
వాయిదా వేయండి,മാറ്റിവയ്ക്കുക
వాయిదా వేసిన వ్యయం,മാറ്റിവച്ച ചെലവ്
ధిక్కరణ,എതിര്പ്പ്
లోటు,കമ്മി
లోటు బడ్జెట్,കമ്മി ബജറ്റ്
నిర్వచించండి,നിര്വചിക്കുക
ధిక్కరించండి,വിസമ്മതിക്കുക
క్షీణత,അധalal അപലതം
డిగ్రీ,ഡിഗ്രി
Dejure,ദമ്പര്നം
ఆలస్యం,താമസിക്കുക
ప్రతినిధి,പതിനിധി
అప్పగించిన అధికారం,ഏറ്റെടുത്ത അതോറിറ്റി
ప్రతినిధి బృందం,പതിനിധിസംഘം
అధికారాల ప్రతినిధి బృందం,അധികാരങ്ങളുടെ പ്രതിനിധി
తొలగించు,ഇല്ലാതാക്കുക
తొలగింపు,ദീപീകരണം
ఉద్దేశపూర్వకంగా,കരുതിക്കൂട്ടി
చర్చ,അപലപിക്കല്
రుచికరమైన,വിശദീകരിക്കുന്നു
డీలిమిటేషన్,പവൃത്തി
బట్వాడా,മോചിപ്പിക്കുക
డెలివరీ,പസവം
డిమాండ్,അവകാശം
