Telugu,Gujarati
Ctenophorans,કોરીય
Ctenophore,કોથળી
Ctenoplana,કળણ
కోకిల,કોયલ
దోసకాయ,કાકડી
కుకుర్బిట్,ક્યુક્યુરબિટ
కుకుర్బిటా,કુકરી
కుల్మ్,ક culંગું
సాగు,ખેડૂત
పండించిన పంట,ખેતીલુ પાક
సాగు మొక్క,ખેતી પામેલા પ્લાન્ટ
సాంస్కృతిక లేదా వేగవంతమైన యూట్రోఫికేషన్,સાંસ્કૃતિક અથવા પ્રવેગક યુટ્રોફિકેશન
సంస్కృతి,સંસ્કાર
క్యుములస్ ఓఫోరస్,ગુરુ
కుప్రెసస్ టోరులోసా,કપડા ટોરુલોસા
కుపులా,સુઘડ
కపుల్,કોઇ
కర్క్యుమిన్,કર્કશ
కర్సర్,કર્કશ
కర్వెంబ్రి,કર્કશ
కర్వెంబ్రియోనిక్,કર્કશ
కుస్కుటా,કોસ્કુટા
కస్పిడేట్,ગુંડાગીરી
క్యూటికల్,પહાડીચણો
కట్టింగ్,કાપવા
కట్టింగ్,કાપવા
నురుగు చేప,Cutાળ
సైనోబాక్టీరియా,રખડુ
సైనోబాక్టీరియం,મૌખિક
Cyణదణి,સાયનોકોબાલામિન (બી 12)
సైనోఫైషన్ గ్రాన్యూల్,સાયનોફિસિયન દાણાદાર
సైథియం,ચિત્ત
సైకాడ్,કોતરણી
సైకాడేసి,કોઇ
సైకాడోప్సిడా,કોઇકાડોપ્સિડા
చక్రీయ గ్వానోసిన్ మోనోఫాస్ఫేట్,ચક્રીય ગુઆનોસિન મોનોફોસ્ફેટ
చక్రీయ ఫోటోఫాస్ఫోరైలేషన్,ચક્રીય ફોટોફોસ્ફોરિલેશન
సైక్లోనిక్ సెపరేటర్,ચક્રવાહક વિભાજક
సైక్లోప్స్,વૈોાગ
సైక్లోస్పోరిన్ a,સાયક્લોસ્પોરિન એ
సైక్లోస్టోమాటా,સાયક્લોસ્ટોમાટા
సైకస్,સાંકડો
సైమోస్,વાટસું
సైమోస్ రకం,કોરીમોઝ પ્રકાર
సైప్రస్,કોયડો
సైప్సెలా,ચેપ
సిస్టీన్,મેલ
సిస్టిక్ ఫైబ్రోసిస్,સિસ્ટ ફાઇબ્રોસિસ
సైటోకినిసిస్,ચિત્તભ્રમ
సైటోక్రోమ్,કોયડો
సైటోకిన్ అవరోధం,સાયટોકાઇન અવરોધ
సైటోకినిన్,કોયડો
సైటోలజీ,મનોહરવિજ્ cyાન
సైటన్,કોયહાન
సైటోప్లాజమ్,કોયડો
సైటోప్లాస్మిక్ వంతెన,સાયટોપ્લાઝમક પુલ
సైటోప్లాస్మిక్ గ్లోబ్యూల్,સાયટોપ્લાઝિક ગ્લોબ્યુલ
సైటోసిన్,કોયડો
సైటోస్కెలిటన్,કોયડો
సైటోసోల్,કોયડો
సైటోటాక్సానమీ,કોટિ
నిర్జలీకరణం,નિર્જલીકરણ
పాడి సాంకేతికత,ડેરી પ્રૌદ્યોગિકી
డాఫ్నాల్స్,કવચ
డాఫ్నియా,દાગીનો
డార్క్ బ్యాక్ గ్రౌండ్,ડાર્ક બેક મેદાન
డార్క్ ఫీల్డ్ మైక్రోస్కోపీ,શ્યામ ક્ષેત્ર માઇક્રોસ્કોપી
చీకటి ప్రతిచర్య,અંધારું પ્રતિક્રિયા
డార్వినిజం,ડાર્વિનવાદ
డార్విన్ ఫించ్,ડાર્વિનની ફિંચ
డేటా లోపం,આંકડા
తేదీ అరచేతి,તાડ ની ખજૂર
డాటురా స్ట్రామోనియం,દાતુરા
కుమార్తె సెల్,પુત્રી -કોષ
రోజు తటస్థ మొక్క,દિવસ તટસ્થ સંયંત્ર
రోజు పొడవు,દિન
డెగ్రోత్,અસંગત
డెడ్ షూట్,મૃત -ગોળીબાર
చెవుడు,બહેરાપણું
దశాబ్దం,હડસેલો
క్షీణిస్తున్న సేంద్రీయ పదార్థం,ક્ષીણ કાર્બનિક પદાર્થ
డెసిబెల్,દાદાગીરી
డెసిడువా బసాలిస్,ડેસીડુઆ બેસાલિસ
డెసిడువా క్యాప్సులారిస్,ડેસીડુઆ કેપ્સ્યુલરિસ
డెసిడువా,દાદર
ఆకురాల్చే,નિર્ણાયક
కుళ్ళిపోండి,વિઘટન કરવું
డికంపోజర్,વિઘટન કરનાર
డెట్రిటస్ కుళ్ళిపోవడం,વિઘટ
కుళ్ళిపోయే రేటు,વિઘટન દર
డెకుంబెంట్,ક્ષીણ
డిడిఫెంటియేటెడ్ సెల్,સમર્પિત કોષ
లోతైన సముద్ర కందకం,સમુદ્ર ખાઈ
లోతైన నీటి శరీరం,Deepંડ પાણીનું શરીર
డీఫిబ్రిలేషన్,દબાવીને
డీఫిబ్రిలేటర్,કોતરણી
లోపం,ઉણલી
ప్రతిరూపం,વિચ્છેદ
విక్షేపం వేవ్,નિવારણ લહેર
అటవీ నిర్మూలన,વન -નાબૂદી
కోడాన్ యొక్క క్షీణత,કોડનનું અધોગતિ
క్షీణించిన,અધોગતિ
క్షీణించిన కోడ్,અધન -કોડ
క్షీణత,અધ degપન
క్షీణించిన ఉమ్మడి,અધૂરતા સંયુક્ત
గడ్డి భూముల క్షీణత,ઘાસના મેદાનોની અધોગતિ
డెగ్రోత్,અસંગત
డీహెసిస్ట్ ఫ్రూట్,વિકૃત ફળ
నిర్జలీకరణం,નિર્જલીકરણ
డీహైడ్రో-ఎపియాండ్రోస్టెరాన్,નિર્જલી
డీహైడ్రోజినేస్,નિર્જલીત્વસ
తొలగింపు,કા delી નાખવું તે
డీలిమిటింగ్ పొర,છલકાતા
వర్ణించడం,વર્ણસંકર
డెల్ఫినస్,કોતરણી
డీమెర్సల్ ఫిష్,અધોગતિ માછલી
జనాభా పరివర్తన,વસ્તી સંક્રમણ
డీనాటరేషన్,પ્રાણઘાતક
డీనాటర్డ్,અવતારનું
DENATURISATION,વિવાદ
డెండ్రైట్,નૃત્ય
డెండ్రైట్,નૃત્ય
డెండ్రైట్,નૃત્ય
డెండ్రోబేట్స్,ખેલકારેટ
డెండ్రాన్,ડ્રેન્ડ્રોન
డెంగ్యూ,મોન
డెనిట్రిఫికేషన్,અપરિપક્વ
డెనిట్రిఫికేషన్ ప్రక్రియ,નામંજૂર કરવાની પ્રક્રિયા
డెంటిట్రిఫైయర్,દંત ચિકિત્સક
బ్యాక్టీరియాను తిరస్కరించడం,બેક્ટેરિયા
దట్టమైన పరిష్కారం,ઘનિષ્ઠ સમાધાન
సాంద్రత ప్రవణత సెంట్రిఫ్యూగేషన్,ઘનતાનું કેન્દ્રત્યાગી
సస్పెన్షన్ యొక్క సాంద్రత,સસ્પેન્શનની ઘનતા
డెంటేట్,દાંતવાળું
డెంటిన్,દળ
డియోక్సిజనేటెడ్ రక్తం,ભ્રમણ
డీజాతి ఆమ్లము,ડિઓક્સિરીબ on ન્યુક્લિક એસિડ (ડીએનએ)
డిపిగ్మెంటేషన్,ઝળહળા
నేల సంతానోత్పత్తి క్షీణత,જમીનની ફળદ્રુપતાનો ઘટાડો
డిపోలరైజేషన్,અવમૂલ્યન
డిపోలిమరైజేషన్,ડિપોલિમાઇઝેશન
డిప్రెషన్,હતાશા
డిప్రెషన్,હતાશા
విడదీయబడిన భూమి,જમીનના પાકી જમીન
డెరివేటివ్ నోవాకైన్,વ્યુત્પન્ન નોવેકાઇન
చర్మశోథ,ત્વચા
డెర్మిస్,ત્વચા
వారసుల జనాభా,વંશજ વસ્તી
కోలన్ అవరోహణ,ઉતરતા આંતરડા
అవరోహణ లింబ్,નીચે ઉતરતા અંગ
అవరోహణ థొరాసిక్ బృహద్ధమని,ઉતરતા થોરાસિક એરોટા
డీసెంట్,વંશ
ఎడారి ప్రాంతాలు,રણના વિસ્તારો
ఎడారి బయోమ్,રણ -બાયોમ
ఎడారి సంఘం,નિર્જન સમુદાય
ఎడారి మొక్క,રણ -સંયંત્ર
ఎడారి పొద,રણ છોડ
ఎడారీకరణ,ઉષ્ણતામાન
దేశీ రకం,દેશી જાત
డెస్మిడ్,વ્યગ્ર
డెస్మోటూబ్యూల్,મૂટ
డిటర్జెంట్,ચતુર્ભુજ
నిర్విషీకరణ,ડામર
నిర్విషీకరణ,ડિટોક્સકરણ
డెట్రిటివోర్,ખળભસતું
తీవ్రమైన,ખળભસતું
డెట్రిటస్ ఫీడర్,ખડકો
డెట్రిటస్ ఫీడింగ్ అకశేరుకం,ખાદ્યપદ
డెట్రిటస్ ఫుడ్ చైన్,ડેટ્રિટસ ફૂડ સાંકળ
డ్యూటెరోస్టోమియా,ડ્યુટેરોસ્ટોમીયા
అభివృద్ధి,વિકાસ
డెవిల్ ఫిష్,માછલી
డెవిల్ ఫిష్,માછલી
డెవోనియన్ కాలం,ડેવોનિયન ગાળ
డి-వ్రీస్ సిద్ధాంతం,દ્વેષ સિદ્ધાંત
డి-xeacerarticosterone,ડી-એક્સકોર્ટિકોસ્ટેરોન
డైహైబ్రిడ్,દિગ્ગજ
డైన్యూక్లియోటైడ్,જીવાણુનાશ
డయాబెటిస్ ఇన్సిపిడస్,ડાયાબિટીસ
మధుమేహం,ડાયાબિટીસ
డయాసిటైల్మోర్ఫిన్,નારાજી
రోగ నిర్ధారణ,નિદાન
డయాగ్నొస్టిక్ మరియు థెరప్యూటిక్స్,નિદાન અને ઉપચારાત્મક
విశ్లేషణ చిత్రం,વ્યાપત્રની છબી
డయాగ్నొస్టిక్ కిట్,વ્યાપાસાત
డయాకినాసిస్,દળ
డయాలిసింగ్ ద్రవం,ડાયાલિસિંગ પ્રવાહી
డయాలసిస్,પાઈલસીસ
డయాంట్రియా,દરદ
డయాండ్రోస్,દંભી
డయాపాజ్,કોથળી
విరేచనాలు,ઝાડો
డయాస్టొలిక్ పీడనం,બાળપણ
డయాటమ్,ડાયટ om મ
డయాటోమాసియస్ ఎర్త్,ડાયટોમેસિયસ પૃથ્વી
డయామ్సిల్గ్లిసరాల్ (డిజి),ડાયોક્સિલગ્લાઇસેરોલ (ડીજી)
డైబాసిక్ ఫాస్ఫేట్,દ્વેષી ફોસ્ફેટ
డిచంతియం,બે ભડકો
డైక్లోరో డిఫెనిల్ ట్రైక్లోరోఎథేన్ (డిడిటి),ડિક્લોરો ડિફેનીલ ટ્રાઇક્લોરોએથેન (ડીડીટી)
డైకోటోమస్,બે અલગ અલગ
డికాండిలిక్ పుర్రె,અકસ્માત
డికోటిలెడాన్,પર્વત
డిక్టియోసోమ్,તારણ જેવું
డిక్టియోటా,ન્યાયમૂર્તિ
డైన్స్ఫలాన్,દંડક
ఆహారం,આહાર
అవకలన సహకారం,અંતરાત્મક ફાળો
భేదాత్మక జోక్యం,વિભેદક દખલ વિરોધાભાસ માઇક્રોસ્કોપ
అవకలన పునరుత్పత్తి,વિભિન્ન પ્રજનન
విభిన్న సెల్,વિભાજિત કોષ
భేదం,ભેદ
డిఫ్రాక్టెడ్ వేవ్,વિખેરી નાખેલી તરંગ
వ్యాప్తి,પ્રસરે
విస్తరించే సామర్థ్యం,વિછરતી ક્ષમતા
జీర్ణక్రియ,પાચન
జీర్ణ రసం,પાચકનો રસ
జీర్ణ వ్యవస్థ,પાચન તંત્ર
జీర్ణ కోశ ప్రాంతము,પાકેલા માર્ગ
అంకె,અંક
డిజిటల్ వ్యవకలనం యాంజియోగ్రఫీ,ડિજિટલ બાદબાકી
డిజిటల్‌గా,ખાવી
డిజిటిఫార్మ్ గ్రంథి,સિધ્ધાંત
డికారియన్,ડિકરિયન
డైకారియోఫేస్,દિકરિયોપેસ
డైమర్,નીચો
ఆధిపత్య ప్రాణాంతక యుగ్మ వికల్పం,પ્રબળ ઘાતક એલીલ
డైమోర్ఫిజం,વરણાગ
డైనిట్రోజెన్,ડાઇમિટ્રોજન
డైనోఫ్లాగెల్లేట్,ડાયનાફ્લેજેલેટ
డైయోసియస్,દ્વેષી
డయోస్పైరోస్ మెలానాక్సిలాన్,ડાયઓસ્પાયરોસ મેલાનોક્સિલોન
డిపెప్టైడ్,દ્વિસરણ
డిఫైయోడాంట్,દીવાયોડોન્ટ
డిప్లోబాసిల్లస్,રાજદ્વારી
డిప్లోబ్లాస్టిక్,રાજદ્વારી
డిప్లోకాకస్ న్యుమోనియా,ડિપ્લોક occ ક્સ ન્યુમોનિયા
డిప్లాయిడ్ దశ,રાજદ્વારી તબક્કો
డిప్లొనెమా,રાજદ્રોહ
డిప్లొంట్,ડિપ્ટર
డిప్లొజోమ్,રાજદ્વારી
డిప్లొస్టోమ్,રાજનીતિ
డిప్లోటిన్ స్టేజ్,ડિપ્લોટેન તબક્કો
డిప్టెరా,ડિપ્ટેરા
డిప్టెరాన్,ડિપ્ટરન
డిప్టెరోకార్పస్ హోపియా,ડિપ્ટેરોકાર્પસ હોપિયા
డిప్టెరియా,દંભ
డైరెక్షనల్ ఎంపిక,દિશાત્મક પસંદગી
డిసాకరైడ్ హైలురోనిక్ ఆమ్లం,વિચ્છેદ
డిసాకరైడ్,તકરાર
డిస్క్,શિરોબિંદુ
డిస్క్ ఫ్లోరెట్,ડિસ્ક ફ્લોરેટ
పుప్పొడి ఉత్సర్గ,પરાગ -વિસર્જન
నిరంతర వైవిధ్యం,અસંગતતા
వివిక్త మ్యుటేషన్,વિશિષ્ટ પરિવર્તન
వ్యాధి,રોગ
అసమాన ప్రక్రియ,વિસંગત પ્રક્રિયા
క్రిమిసంహారక,જંતુનાશક
క్రిమిసంహారక,જંતુનાશક
ఎముక యొక్క రుగ్మతలు,અસ્થિ
వ్యాప్తి,પ્રસાર
దూర,દૂરવુ
దూర మెలికలు తిరిగింది,દૂરદુ
దూర నెఫ్రాన్,દૂરદુ
దూర ఫలాంక్స్,દૂરસ
దూర వర్ణద్రవ్యం,રંગબેરંગી રંગદ્રવ્ય
రోజువారీ,દૈનિક
డైవాలెంట్ కేషన్,દૈવી કેશન
డైవాలెంట్,દૈવી
డైవర్జ్,અલગ કરવું
డైవర్జెన్స్,ભિન્નતા
వైవిధ్యం,વિવિધતા
శ్రమ విభజన,મજુર વિભાગ
విభజన,ભાગ
విభజన,ભાગ
Dషధ ఆధారిత RNA పాలిమరేస్,ડીએનએ આશ્રિત આર.એન.એ.
DNA బ్లాటింగ్,ડીએનએ બ્લ ot ટિંગ
DNA చీలిక,ડી.એન.એ.
DNA క్లోనింగ్,ડીએનએ બંધ
DNA నడిచే హైబ్రిడైజేషన్,ડીએનએ સંચાલિત સંકર
DNA వేలిముద్ర,ડીએનએ ફિંગરપ્રિન્ટિંગ
DNA లైబ్రరీ,ડીએનએ ગ્રંથાલય
DNA ద్రవీభవన,ડીએનએ ગલન
DNA మిథైలేషన్,ડીએનએ મેથિલેશન
DNA పాలిమరేస్,ડીએનએ પોલિમરેઝ
DNA ప్రోబ్,ડીએનએ તપાસ
DNA మరమ్మత్తు,ડીએનએ સમારકામ
DNA ప్రతిరూపం,ડીએનએ નકલ
DNA ప్రతిరూపణ,ડીએનએ પ્રતિકૃતિ
DNA క్రమం,ડીએનએ ક્રમ
DNA స్ప్లికింగ్,ડી.એન.એ.
DNA సూపర్ కాయిలింగ్,ડીએનએ સુપર કોઇલિંગ
DNA ట్రాన్స్క్రిప్షన్,ડીએનએ લખાણ
DNA వెక్టర్,ડીએનએ વેક્ટર
డాబ్సన్ యూనిట్,ડોબસન એકમ
డాగ్‌ఫిష్,ડોગફિશ
డోలియోలం,Dલટ
డాల్ఫిన్,ડોલ્ફિન (સસ્તન પ્રાણી)
దేశీయ జంతువు,પાળેલું પ્રાણી
పెంపుడు జంతువు,પાળેલું પ્રાણી
పెంపుడు మొక్క,પાળેલું પ્લાન્ટ
పెంపకం,પાલન
పెంపకం,પાલન
ఆధిపత్య జన్యువు,મુખ્ય જનીણ
ఆధిపత్య యూనిట్ కారకం,મુખ્ય એકમ પરિબળ
డోన్నన్ సమతౌల్యం,ડોનાન સંતુલન
దాత సెల్,દાતક -કોષ
డాప్లర్ ప్రభావం,ધૂમ્રપાનની અસર
డోర్సల్ లోపలి ఉపరితలం,આંતરિક આંતરિક સપાટી
డోర్సల్ నరాల త్రాడు,ડોરસલ ચેતા દોરડા
నిద్రాణస్థితి,નિષ્ક્રિયતા
డోర్సల్ ఫిన్,ડોર્સલ ફિન
ప్రశంసక వ్యవస్థ,ડોર્સલ હોલો નર્વસ સિસ્ટમ
డోర్సల్ నాసికా రంధ్రం,ડોર્સલ નાસકોષ
డోర్సల్ రూట్ గ్యాంగ్లియన్,ડોર્સલ રુટ ગેંગલીયન
డోర్సల్ ఉపరితలం,અનિયંત્રિત સપાટી
డోర్సల్ విసెరల్ హంప్,ડોર્સલ વિસેરલ ગઠ્ઠો
డోర్సివెంట్రల్ ఆకు,ડોર્સવેન્ટ્રલ પાન
డబుల్ బాండ్,બેઉ -બોન્ડ
డబుల్ కొబ్బరి,બેવડું
డబుల్ హెలిక్స్,બેવડું
డబుల్ స్ట్రాండెడ్ స్ట్రక్చర్,બેવડી માળખું
దిగువ,નીચેની તરફ
దిగువ ప్రాసెసింగ్,ડાઉનસ્ટ્રીમ પ્રોસેસિંગ
డౌన్ సిండ్రోమ్,ડાઉન સિન્ડ્રોમ
డ్రాకేనా,ડ્રેકૈના
డ్రాకో,ક drંગું
డ్రాగన్ ఫ్లై,ડ્રેગન ફ્લાય
బిందువు,ટીપું
డ్రాప్సీ,ટીકડી
డ్రోసోఫిలా మెలనోగాస్టర్,ડ્રોસોફિલા મેલાનોગાસ્ટર
కరువు,દુકાળ
కరువు నిరోధక గడ్డి,દુષ્કાળ પ્રતિરોધક ઘાસ
డ్రగ్,Drugષધ
డ్రగ్,Drugષધ
మందుల దుర్వినియోగం,ડ્રગનો દુરુપયોગ
డ్రమ్ స్టిక్,ડ્રમની લાકડી
Drupe,ક drંગું
పొడి బయోమాస్,સૂકી બાયોમાસ
పొడి నిక్షేపణ,સૂકી જુબાની
డ్రైయోపిథెకస్,સૂકોપિથેકસ
డ్రైయోప్టెరిస్,દાણાદાર
డక్టిల్ ఎఫెరెంట్,નલિક
డక్టస్ ఆర్టెరియోసస్,ડક્ટસ આર્ટિઅસસ
డక్టస్ ఎపిడిడిమస్,ડક્ટસ રોગચાળા
డుయోడెనమ్,ડ્યુઓડેનમ
నకిలీ,નકલ
దురామాటర్,દ્રાધ
దురామెన్,દુરાગ્રહી
డురాంటా,એક જાતની એક જાત
దుమ్ము కాలుష్యం,ધૂળ પ્રદૂષણ
మరగుజ్జు,વામન
మరుగుజ్జు,વામન
మరగుజ్జు-కాండం ప్లాంట్,વામન-દાંડીનો છોડ
డైనిన్,ડાયનેન
అంకె,અંક
ఈగిల్,ગરુડ
చెవి ఒస్సికల్,કાનની ઓસી
ఇయర్‌కాకిల్,કણક
ప్రారంభ జీవితం,પ્રારંભિક જીવન
ప్రారంభ కలప,પ્રારંભિક લાકડું
EARMUFF,કાટમાળ
ఎర్త్ సమ్మిట్,પૃથ્વી શિખર
తినడం మరియు తినడం,ખાવું અને ખાવું
భూమి,પૃથ્વી
భూమి,પૃથ્વી
ఎబెనల్స్,એબનાલ્સ
Ebracteate,ઇબ્રેક્ટેટ કરવું
ఎచెనిస్,પડઘો
ఎచినోకాకస్,પડઘાઈ
ప్రతిధ్వని,પડઘો
ఎక్లిప్టా ఆల్బా,ગ્રહણ અલ્બા
పర్యావరణ అనుసరణ,પર્યાવરણમૂળ અનુકૂલન
పర్యావరణ సామర్థ్యం,પર્યાવરણીય કાર્યક્ષમતા
పర్యావరణ పరస్పర ఆధారపడటం,પર્યાવરણીય પરસ્પર નિર્ભરતા
ఎకోలాజికల్ పిరమిడ్,પર્યાવરણીય પિરામિડ
పర్యావరణ పారిశుధ్యం,પર્યાવરણ
పర్యావరణ వారసత్వం,પર્યાવરણીય ઉત્તરાધિકાર
పర్యావరణ సుస్థిరత,પર્યાવરણીય સ્થિરતા
పర్యావరణ శాస్త్రవేత్త,ઇકોલોજિમ
ఎకాలజీ,પરિસ્થિતિવિજ્ologyાન
ఎకాలజీ అండ్ ఎన్విరాన్మెంట్,પર્યાવરણ અને પર્યાવરણ
ఎకోసాన్ టాయిలెట్,પર્યાવરણ શૌચાલય
పర్యావరణ వ్యవస్థ,જીવાણુ
పర్యావరణ వ్యవస్థ వైవిధ్యం,જીવાણુની વિવિધતા
పర్యావరణ వ్యవస్థ ప్రక్రియ,જીવાણુ પ્રક્રિયા
పర్యావరణ వ్యవస్థ సేవ,જીવાણુ સેવા
ఎకోటోన్,પર્યાવરણ
పర్యావరణ పర్యాటకం,પર્યાવરણ
ఎకోటైప్,પર્યાવરણ
ECP ప్రవణత,ઇસીપી ક્રમશ ent
ఎక్టోకార్పస్,એક્ટોકાર્પસ
ఎక్టోడెర్మ్,ક્ટોડર્મ
ఎక్టోమైకోరైజా,એક્ટોમીકોરિઝા
ఎక్టోపరాసైట్,એક મહાન
ఎక్టోపిక్ గర్భం,એક્ટોપિક ગર્ભાવસ્થા
ఎక్టోథెర్మ్,Ectotherm
ఎక్టోథెర్మిక్,અખૂર
అంచు ప్రభావం,ધારની અસર
అంచు జాతులు,ધાર જાતિ
ప్రభావవంతమైన స్ట్రోక్,અસરકારક સ્ટ્રોક
ఎఫెక్టర్,અસર કરનાર
ఎఫెక్టర్,અસર કરનાર
ఎఫెరెంట్,વંચિત
ఎఫెరెంట్ ఆర్టెరియోల్,પ્રભાવિત
సమర్థత సూచిక,કાર્યક્ષમતા અનુક્રમણિકા
ప్రసరించే,ગુંચવાયું
ప్రసరించే చికిత్సా ప్లాంట్ (ఇటిపి),પ્રવાહી સારવાર પ્લાન્ટ (ઇટીપી)
ప్రవాహం,પ્રવાહ
Egsted,વિધ્વંસક
గుడ్డు,ઇંડું
గుడ్డు ఉపకరణం,ઇંડા ઉપકરણ
అహం సెంట్రిజం,અહંકારનું કેન્દ્રવાદ
ఐకార్నియా క్రాసిప్స్,ઇચકોર્નિયા ક્રેશિસ
స్ఖలనం వాహిక,સ્શૂર્ય નળી
ఎల్ నినో ప్రభావం,અલ નીનો અસર
ఎలియోప్లాస్ట్,પાટિયું
ఎలాస్మోబ్రాంచ్,નિપુણ
సాగే ఫైబర్,સ્થિતિસ્થાપક રેસા
సాగే శక్తి,સ્થિતિસ્થાપક શક્તિ
స్థితిస్థాపకత,સ્થિતિસ્થાપકતા
ఎలాస్టిన్,ઇલાસ્ટિન
ఎలాటర్,ખલાસી
ఎలక్ట్రిక్ ఫీల్డ్,વિદ્યુત ક્ષેત્ર
ఎలక్ట్రిక్ ఇల్యూమినేటర్,વિદ્યુતપ્રવાહ
ఎలక్ట్రిక్ ఆర్గాన్,વિદ્યુત -અંગ
విద్యుత్ ఉత్సర్గ,વિદ્યુત -વિચ્છેદ
విద్యుత్ సంభావ్య వ్యత్యాసం,વીજળી સંભવિત તફાવત
ఎలక్ట్రికల్ సినాప్సే,વિદ્યુત -અનુમાન
గుండె కంపన (ఇజిజిజి,ઇલેક્ટ્રોકાર્ડિયોગ્રામ (ઇસીજી)
ఎలక్ట్రో కార్డియోగ్రాఫ్,વીજળી
ఎలక్ట్రో కార్డియోగ్రఫీ,વિદ્યુત -ચિકિત્સા
ఎలక్ట్రోకెమికల్ ప్రోటాన్ గ్రేడియంట్,ઇલેક્ટ્રોકેમિકલ પ્રોટોન શણગાર
ఎలెక్ట్రోఎన్సెఫలోగ్రామ్,વૈકલ્પિક
ఎలెక్ట్రోఎన్సెఫలోగ్రఫీ,વિદ્રોહવિજ્ographyાન
ఎలక్ట్రోజెనిక్,વિદ્યુત -વૈકલ્પિક
విద్యుదయస్కాంత లెన్స్,વિદ્યુતપ્રવાહ
విద్యుదయస్కాంత వికిరణం,વિદ્યુત -કિરણોત્સર્ગ
విద్యుదయస్కాంత సిద్ధాంతం,વિદ્યુત -સિદ્ધાંત
ఎలక్ట్రాన్ అంగీకారం,વિદ્યુત સ્વીકારનાર
ఎలక్ట్రాన్ బాంబు దాడులు,વીજળી
ఎలక్ట్రాన్ లోపం,વીજળીની ઉણપ
ఎలక్ట్రాన్ దాత,વિદ્યુત દાતા
ఎలక్ట్రాన్ మైక్రోస్కోప్,વિદ્યુત -માઇક્રોસ્કોપ
ఎలక్ట్రాన్ పారదర్శకత,વિદ્યુત -પારદર્શિતા
ఎలక్ట్రాన్ రవాణా గొలుసు,વિદ્યુત પરિવહન સાંકળ
ఎలక్ట్రాన్ రవాణా వ్యవస్థ,વિદ્યુત પરિવહન પદ્ધતિ
ఎలెక్ట్రోనెగేటివ్,વિદ્યુત -પરિશ્રમ
ఎలెక్ట్రోనెగేటివ్ అణువు,વિદ્યુત પરમાણુ
ఎలక్ట్రానిక్ వ్యర్థాలు,વિદ્યુત -કચરો
ఎలెక్ట్రోఫోరేసిస్,વિદ્યુતપ્રવાહ
ఎలెక్ట్రోపోరేషన్,વિદ્યુત -કાર્ય
ఎలెక్ట్రోస్టాటిక్ ప్రెసిపిటేటర్,વિદ્યુતવિરામ
మూలకం,તત્ત્વ
మూలకం,તત્ત્વ
ఎలిఫాస్,પાટિયું
ఎలిప్సోయిడ్ స్ట్రిప్,લંબગોળ પટ્ટી
దీర్ఘవృత్తాకార ఉమ్మడి,તરફેણ -સાંધો
పొడుగుచేసిన హృదయం,વિસ્તૃત હૃદય
పొడుగు కారకం,લૂંટફાટ
ఎల్ఫిడియం,અણીદાર
ఎలుషన్,ઝઘડો
Emarginate,ગંદું
ఎమాస్క్యులేషన్,Ascલટી
పిండ సంస్కృతి,ગર્ભ સંસ્કૃતિ
పిండం అభివృద్ధి,ગર્ભ વિકાસ
పిండం రెస్క్యూ,ગર્ભ બચાવ
పిండం,ભ્રમણ
పిండం శాక్,ગર્ભ
పిండ పరిశోధన,ગર્ભવિજ્ researchાન સંશોધન
పిండశాస్త్రం,ગર્ભવિજ્ embાન
పిండం బ్లాస్టోపోర్,ભ્રૂણપાર
పిండం అభివృద్ధి,અસામાન્ય વિકાસ
పిండ మరణాలు,ગર્ભપાત
ఎమర్జెంట్ హైడ్రోఫైట్,ઉદભવતો હાઇડ્રોફાઇટ
వలస,વિવાદ
ఎమిలియా సోంచిఫోలియా,એમિલિયા સોંચિફોલીયા
భావోద్వేగ అల్లకల్లోలం,ભાવનાત્મક અશાંતિ
Empetraceae,નિસ્તેજ
ఎంఫిసెమా,સંવેદનશીલતા
అనుభావిక సూత్రం,પ્રયોગમૂલક સૂત્ર
ఎము,Emતરવું
ఎమల్సిఫైయింగ్,ચૂકડા
ఎనిమా,અહંકાર
ఎనామెల్,દંતવલ્ક
ఎన్కోడ్ చేసిన ఎంజైమ్,એન્કોડ કરેલું ઉત્સેચક
ఎన్సిస్టేషన్,જ્ encાન
ఎండ్ వాల్,છેડો
అంతరించిపోతారు,ભયભીત
స్థానిక,શકાય એવું
ఎండెమిజం,સહનશક્તિ
ఎండర్గోనిక్ ప్రతిచర్య,અંતર્જ્onicાન
ఎండోకార్ప్,અંતકાર
ఎండోక్రైన్ వ్యవస్థ,અંતરાલ પદ્ધતિ
ఎండోసైటోసిస్,એન્ડોસાઇટોસિસ
ఎండోడెర్మ్,એન્ડોડર્મ
ఎండోలింప్,અંતolિમ્ફ
ఎండోమెట్రియం,અંતર્જ્ endાન
ఎండోమైకోరైజా,અંત omy કીક્રોરીઝા
ఎండోన్యూకలీస్ రికగ్నిషన్ సైట్,અંતનોની માન્યતા સ્થળ
ఎండోప్లాస్మిక్ రెటిక్యులం,એન્ડોપ્લાઝમિક રેટિક્યુલમ
ఎండోస్కోప్,એન્ડોસ્કોપ
ఎండోస్కోపీ,એન્ડોસ્કોપી
ఎండోస్కెలిటన్,અંતosસ્કેલિટન
ఎండోసోమ్,અંત end
ఎండోస్పెర్మ్,એંજીવ
ఎండోస్పెర్మిక్,બધિર
ఎండోథెలియల్ లైనింగ్,અંત -થેલિયલ અસ્તર
ఎండోథెలియం,અંત -થેલિયમ
