Tamil,Hindi
அறை,कक्ष
மாற்ற சுவிட்ச்,परिवर्तक स्विच
சேனல்,"प्रणाल, चैनल"
சேனல் குறியாக்கி,चैनल कोडक
சேனல் பிரிப்பு,"चैनल पृथकन, चैनल पृथक्करण"
சேனல் இடைவெளி,चैनल अंतराल
சேனல் மாறுதல்,चैनल स्विचन
சிறப்பியல்பு மின்மறுப்பு,अभिलाक्षणिक प्रतिबाधा
பண்புகள்,"लक्षण, विशेषता, अभिलक्षण"
சார்ஜ் கேரியர்,आवेश वाहक
கட்டணம் அடர்த்தி,आवेश घनत्व
விதிக்கப்படும்,आवेशित
சார்ஜர்,"चार्जक, आवेशक"
சார்ஜிங் மின்னழுத்தம்,"चार्जकारी वोल्टता, आवेशन वोल्टता"
விளக்கப்படம்,"संचित्र, चार्ट"
சாசிஸ்,चैसिस
அரட்டை,"चैट, उन्मुक्त वार्ता, गपशप"
சில்லு,चिप
சாக் சுருள்,चोक-कुंडली
சாக் உள்ளீடு,चोक निवेश
சாப்பர் பெருக்கி,संकर्तक प्रवर्धक
குரோமா,वर्ण
குரோமா மாதிரி அமைப்பு,वर्ण प्रतिचयन संरचना
குரோமினன்ஸ்,"क्रोमिनेंस, वर्णकत्व"
ஒளிப்பதிவு,"चल-चित्रकी, चलचित्र विज्ञान"
சுற்று,परिपथ
சர்க்யூட் பலகை,परिपथ पट्ट
சுற்று பிரிப்பான்,परिपथ विच्छेदक
சுற்று உறுப்பு,परिपथ अवयव
சுற்று மாறுதல்,परिपथ स्विचन
சுற்று,परिपथिकी
வட்ட இயக்கம்,"वर्तुल गति, वृत्तीय गति"
வட்ட துருவமுனைப்பு,वृत्तीय धुवण
வட்ட செயற்கைக்கோள் சுற்றுப்பாதை,वृत्तीय उपग्रह कक्षा
வட்ட வேகம்,वृत्तीय वेग
வட்டமாக துருவப்படுத்தப்பட்ட ஆண்டெனா,वृत्तीयतः धुवित ऐन्टेना
வட்டமாக துருவப்படுத்தப்பட்ட பரிமாற்றம்,वृत्तीयतः धुवित संचरण
சுற்றறிக்கை,परिसंचारक
உறைப்பூச்சு,आवरण
கொத்து,"शिकंजा, क्लैम्प"
கிளம்பிங் சர்க்யூட்,"बंधन-परिपथ, क्लैम्पन परिपथ"
வகுப்பு A செயல்பாடு,"ए वर्ग प्रचालन, A वर्ग प्रचालन"
வகுப்பு சி டியூன் செய்யப்பட்ட பெருக்கி,"सी वर्ग समस्वरित प्रवर्धक, C वर्ग समस्वरित प्रचालन"
உமிழ்வு வகுப்பு,उत्सर्जन वर्ग
கிளாசிக்கல் இயற்பியல்,चिरसम्मत भौतिकी
வகைப்பாடு,वगबकरण
துப்புரவு முகவர்,शोधन मार्जक
தெளிவான,"अपमार्जित, अपमार्जन"
தெளிவான சேனல்,अपमार्जित चैनल
கிளிக் செய்க,क्लिक
வாடிக்கையாளர்,"ग्राहक, क्लाइंट"
கிளையன்ட் உறவு (சேவையக உறவு),"ग्राहक संबंध, (सर्वर संबंध)"
குன்றின் விளைவு,क्लिफ प्रभाव
கிளிப் போர்டு,क्लिप बोर्ड
கிளிப்பிங்,"कर्तन, क्लिपिंग"
கடிகார துடிப்பு,"घड़ी स्पंद, कालद स्पंद, क्लॉक पल्स"
கடிகார ஃபிளிப் ஃப்ளாப்,काल फ्लिप-फ्लॉप
கடிகார மைக்,कालदमुखी माइक
கடிகார அதிர்வெண்,कालद-आवृत्ति
கடிகாரகடிகாரச்சுற்று,दक्षिणावर्त
மூடிய சுற்று,संवृत परिपथ
முடிந்த சுற்றுவளைவு,"संवृत पाश, संवृत लूप"
கொத்து,"गुच्छ, क्लस्टर"
கிளஸ்டரிங்,गुच्छन
ஒழுங்கீனம்,कोलाहल
ஒழுங்கீனம் இழப்பு,"कोलाहल हानि, कोलाहल क्षति"
பூச்சு,"आलेप, विलेपन"
கோஆக்சியல் கேபிள்,समाक्ष केबल
கோஆக்சியல் வரி,समाक्ष लाइन
கோஆக்சியல் டிரான்ஸ்மிஷன் லைன்,समाक्ष संचरण लाइन
இணை-சேனல்,सह-चैनल
இணை-சேனல் குறுக்கீடு,"सह-चैनल व्यतिकरण, सह-चैनल बाधा"
கோக்லியா,कर्णावर्त
குறியீடு,"कोड, कूट"
குறியீட்டு எண்,कूट संख्या
குறியீடு வீதம்,कोड दर
குறியீடு சொல்,"कोड शब्द, कूट शब्द"
கோடெக் (குறியீட்டு டிகோடிங்),कोडक (कोडन-विकोडन)
குறியிடப்பட்ட ஆடியோ,कोडित श्रव्य
குறியீட்டாளர்,"कोडक, कूटक"
குறியீட்டு முறை,"कोडन, कूटन"
குறியீட்டு டிகோடிங் நுட்பம்,कोडन-विकोडन तकनीक
குறியீட்டு பிழை,"कोडन त्रुटि, कूटन त्रुटि"
குறியீட்டு வீதம்,कोडन दर
குறியீட்டு நுட்பம்,"कोडन तकनीक, कूटन तकनीक"
குணகம்,गुणांक
கட்டாய,निग्राहिता
ஒத்திசைவான பண்பேற்றம்,संसक्त मॉडुलन
சுருள்,कुंडली
இணைந்து,सहयोग
சரிவு,निपात
ஆட்சியர்,"संग्राहक, संग्राही, कलेक्टर"
கலெக்டர் மின்னோட்டம்,"संग्राहक धारा, कलेक्टर धारा"
அடிப்படை நடத்தைக்கு கலெக்டர்,संग्राही-आधार चालकत्व
கலெக்டர்-பேஸ் சந்தி,आधार-संग्राही जंक्शन
நிறம்,"वर्ण, रंग"
வண்ண பகுப்பாய்வி,वर्ण विष्लेषक
வண்ண சமநிலை,वर्ण संतुलन
வண்ண வெடிப்பு,वर्ण प्रस्फोट
வண்ண விளக்கப்படம்,वर्ण चार्ट
வண்ண சேர்க்கை,वर्ण संयोजन
வண்ண மாறிலி,वर्णांक
வண்ண கட்டுப்பாடு (குரோம் கட்டுப்பாடு),वर्ण नियंत्रण
வண்ண ஆழம்,"रंग गहराई, वर्ण गभीरता"
வண்ண சோர்வு,वर्ण श्रांति
வண்ண வடிகட்டி,"वर्ण फिल्टर, वर्ण निस्यंदक"
வண்ண கொலையாளி சுற்று,वर्णांतक परिपथ
வண்ண கினெஸ்கோப்,वर्ण चित्रनलिका
வண்ண கலவை,वर्ण मिश्रक
வண்ண முறை,"वर्ण विन्यास, वर्ण प्रतिरूप"
வண்ண கருத்து,वर्णावगम
வண்ண படத் திரை,"वर्ण चित्रपट्ट, वर्ण चित्र स्क्रीन"
வண்ண இடம்,रंग समष्टि
வண்ண துணைக் கேரியர்,रंग उपवाहक
வண்ண வெப்பநிலை,"रंग ताप, वर्ण ताप"
வண்ண பரிமாற்றம்,"रंगीन प्रसारण, कलर ट्रांसमिशन"
வண்ண குழாய்,वर्ण नलिका
நிறம்,रंजन
நிறமற்ற,वर्णहीन
சேர்க்கை,संयोजन
காம்பினர்,संयोजक
இணைக்கும் செயல்முறை,संयोजन प्रक्रम
எரிப்பு,दहन
கட்டளை,"समादेश, कमान"
தொடக்க,प्रारंभ
வணிக ஒளிபரப்பு,वाणिज्यिक प्रसारण
வணிக தொலைக்காட்சி,"वाणिज्यिक टेलीविजन, वाणिज्यिक दूरदर्शन"
பொதுவான கலெக்டர் சுற்று,उभयनिष्ठ संग्राही परिपथ
தொடர்பு,संचार
தொடர்பு செயற்கைக்கோள்,संचार उपग्रह
சமூக வானொலி மையம்,सामुदायिक रेडियो केंद्र
சமூக வானொலி நிலையம்,"सामुदायिक रेडियो स्टेशन, सामुदायिक रेडियो केंद्र"
சிறிய வட்டு (குறுவட்டு),कॉम्पैक्ट डिस्क (सीडी)
காம்பாக்ட் டிஸ்க் பிளேயர்,कॉम्पैक्ट डिस्क प्लेयर
காம்பண்டர்,संपीडन-प्रसारित्र
வளர்ப்பது,संपीडन-प्रसारण
பொருந்தக்கூடிய தன்மை,सुसंगतता
இணக்கமான,सुसंगत
கம்பைலர்,"संकलक, क्रमादेश अंतरक"
நிரப்பு,पूरक
நிரப்பு டிரான்சிஸ்டர்,पूरक ट्रांजिस्टर
சிக்கலான அலை,सम्मिश्र तरंग
கூறு,घटक
கூட்டு,"संयुक्त, संयोजित, सम्मिश्र"
கலப்பு சுற்று,संयुक्त परिपथ
கூட்டு டிஜிட்டல்,संयुक्त डिजिटल
கூட்டு ரேடியோ அதிர்வெண் சமிக்ஞை,संयुक्त रेडियो आवृत्ति संकेत
கலப்பு சமிக்ஞை,संयुक्त संकेत
கூட்டு வீடியோ,संयुक्त वीडियो
கலப்பு வீடியோ சமிக்ஞை,संयुक्त –श्य संकेत
கலவை,"बनावट, रचना"
சுருக்கப்பட்ட தரவு,संपीडित आंकड़ा
சுருக்கப்பட்ட டிஜிட்டல் வீடியோ,संपीडित अंकीकृत –श्य
சுருக்கப்பட்ட வீடியோ,संपीडित वीडियो
சுருக்க,संपीडन
சுருக்க கலைப்பொருள்,संपीडन विरूपण साक्ष्य
சுருக்க ஆபத்து,संपीडन संकट
சுருக்க நுட்பம்,संपीडन तकनीक
அமுக்கி,संपीडित्र
கணக்கிடுங்கள்,अभिकलन
கணினி,"अभिकलित्र, कंप्यूटर"
கணினி அடிப்படையிலான மல்டிமீடியா,कंप्यूटर आधारित बहुमाध्यम
கணனி செய்நிரலாக்கம்,कंप्यूटर प्रोग्रामन
கணினி தொழில்நுட்பம்,कंप्यूटर प्रौद्योगिकी
குழிவான லென்ஸ்,अवतल लेन्स
குழிவான கண்ணாடி,अवतल दर्पण
மறைத்தல்,"प्रच्छादन, गोपन"
செறிவு,"सांद्रित, गाढ़ा, संकेंद्रित"
செறிவு,"संकेंद्रण, सांद्रण"
செறிவு லென்ஸ்,संकेंद्रिक लेन्स
மின்தேக்கி மைக்ரோஃபோன்,"संधारित्र माइक्रोफोन, कन्डेंसर माइक्रोफोन"
சமநிலையின் நிலை,साम्यावस्था
கடத்தல்,चालन
கடத்தல் மின்னோட்டம்,चालन धारा
கடத்துத்திறன்,चालकता
நடத்துனர்,चालक
உள்ளமைவு,"संरूपण, विन्यास"
இணைப்பு,"संबंधन, संयोजन"
இணைப்பு,"संबद्धता, योजकता"
இணைப்பு,"संबंधक, योजक"
நிலைத்தன்மையும்,सुसंगति
தொடர்ந்து,सुसंगततः
கன்சோல்,कन्सोल
மாறிலி,"स्थिर, नियतांक, स्थिरांक, नियत"
நிலையான வீச்சு,"अचर कोणांक, अचर आयाम"
மைக்ரோஃபோனை தொடர்பு கொள்ளவும்,संपर्क माइक्रोफोन
கொள்கலன் வடிவம்,पात्र आरूप
மாசுபாடு,संदूषण
உள்ளடக்கம்,"अंतर्वस्तु, अंश"
தொடர்ச்சியான,"निकटस्थ, समीपस्थ, संलग्न, संस्पशब"
தொடர்ச்சி,"सांतत्य, सातत्य, निरंतरता"
தொடர்ச்சியான சாவடி,सातत्य बूथ
தொடர்ச்சியான குமிழ்,सातत्य घुंडी
தொடர்ச்சியான,"सतत, निरंतर, अविरल, अविच्छिन्न"
தொடர்ச்சியான வளைவு,"सतत चाप, अविच्छिन्न चाप"
தொடர்ச்சியான அலை,सतत तरंग
விளிம்பு வரி,समोच्च रेखा
விளிம்பு திட்டம்,समोच्च रेखीय योजना
ஒப்பந்த,"संविदा, संकुचित करना"
சுருள்,संकुचन
கான்ட்ராஸ்ட் விகிதம்,विपर्यास अनुपात
கட்டுப்பாட்டு சுற்று,नियंत्रण परिपथ
கட்டுப்பாட்டு மின்முனை,नियंत्रण इलेक्ट्रोड
கட்டுப்பாட்டு உபகரணங்கள்,नियंत्रण उपस्कर
கட்டுப்பாட்டு கட்டம்,नियंत्रण ग्रिड
கட்டுப்பாட்டு வரி,नियंत्रण रेखा
கட்டுப்பாட்டு குழு,नियंत्रण पैनल
கட்டுப்பாட்டு அறை,नियंत्रण कक्ष
கட்டுப்பாட்டு அட்டவணை,नियंत्रण सारणी
கட்டுப்பாட்டு கோபுரம்,"नियंत्रण मीनार, नियंत्रण टावर"
கட்டுப்படுத்தி,नियंत्रक
ஒன்றிணைத்தல்,अभिसरण
ஒருங்கிணைந்த லென்ஸ்,अभिसारी लेन्स
மாற்றி,परिवर्तक
குவிந்த லென்ஸ்,उत्तल लेन्स
மாற்றுதல்,संवलन
கன்வெர்யூஷன் குறியிடப்பட்டது,संवलन कोडित
மாற்றும் இடைக்கணிப்பு,"संवलनात्मक अंतरापत्र, संवलनीय अंतरापत्र"
மாற்றும் இடைக்கணிப்பு,"संवलनात्मक अंतरापत्रण, संवलनीय अंतरापत्रण"
குக்கீ,कुकी
குக்கியர்,कुकियर
கோப்ரோசசர்,सहप्रक्रमक
தண்டு,"डोरी, कॉर्ड"
கொரோனா,"किरीट, कोरोना"
கொரோனா வெளியேற்றம்,किरीट विसर्जन
தொடர்பு,सहसंबंधन
கொசைன் கூறு,"कोसाइन घटक, कोज्या घटक"
கொசைன் அலை,"कोज्या तरंग, कोसाइन तरंग"
அண்ட சத்தம்,अंतरिक्ष रव
கவுண்டர்,"गणक, काउंटर"
எதிர் கடிகார திசையில்,वामावर्त
கப்ளர்,युग्मक
இணைப்பு,युग्मन
இணைப்பு மின்தேக்கி,युग्मन संधारित्र
இணைப்பு நெட்வொர்க்,"युग्मन जालक्रम, युग्मन नेटवर्क"
இணைப்பு எதிர்ப்பு,युग्मन प्रतिरोध
சக பிணைப்பு,सहसंयोजी आबंध
பாதுகாப்பு,"व्याप्ति, कवरेज"
செயலிழப்பு,ध्वंस
சிக்கலான இசைக்குழு,क्रांतिक बैंड
சிக்கலான நிலை,क्रांतिक अवस्था
சிக்கலான இணைப்பு,क्रांतिक युग्मन
சிக்கலான அதிர்வெண்,क्रांतिक आवृत्ति
சிக்கலான அளவுரு,क्रांतिक प्राचल
முதலை கிளிப்,मकरदंती क्लिप
குறுக்கு மறைதல்,पार मंदन
குறுக்கு பண்பேற்றம்,क्रॉस मॉडुलन
குறுக்கு பேச்சு,"क्रॉस वार्ता, क्रॉस टाक, संकर वार्ता"
கிராஸ்ஃபேட்,पारमंद
குறியாக்கவியல்,"गूढ़लेखन, गूढ़लेखिकी, क्रिप्टोग्राफी"
படிக,क्रिस्टल
படிக வடிகட்டி,क्रिस्टल फिल्टर
கியூ,"अनुसंकेत, इंगित"
கியூ மதிப்பெண்கள்,अनुसंकेत चिह्न
கியூயிங் சாதனம்,अनुसंकेत युक्ति
தற்போதைய வடிகால்,धारा अपवाह
தற்போதைய மீட்டர்,धारामापी
மின்சார மின்மாற்றி,धारा ट्रांसफार्मर
கர்சர்,"प्रसंकेतक, कर्सर"
வளைவு,वक्र
அதிர்வெண் துண்டிக்கவும்,अंतक आवृत्ति
கட்டர்,कर्तक
கணணி மையம்,साइबर कैफे
சைபர் பாதுகாப்பு,साइबर सुरक्षा
மின்வெளி,साइबर स्पेस
மிதிவண்டி,"चक्र, आवर्तन"
சுழற்சி,चक्रीय
டி.சி. கூறு,डी.सी. (दिष्टधारा) घटक
டி.சி. தட்டு சக்தி,डी.सी. प्लेट षक्ति
டி.சி. மறுசீரமைப்பு,डी.सी. पुनः स्थापन
டம்பர் டையோடு,अवमंदक डायोड
டம்பிங்,अवमंदन
இருள்,अदीप्त
தகவல்கள்,"आंकड़ा, डाटा"
தரவு ஒளிபரப்பு,आंकड़ा प्रसारण
தரவு சுருக்க,आंकड़ा संपीडन
தரவு துளையிடுதல்,"आंकड़ा प्रवेधन, डाटा प्रवेधन"
தரவு குறியாக்கம்,"डाटा कूटलेखन, आंकड़ा कूटलेखन"
தரவு கோப்பு,आंकड़ा संचिका
தரவு கையாளுதல்,"डाटा संचालन, आंकड़ा संचालन"
தரவு சுரங்க,आंकड़ा खनन
தகவல் செயல்முறை,"आंकड़ा प्रक्रमण, डाटा प्रक्रमण"
தரவு செயலி,"डाटा प्रक्रमक, आंकड़ा प्रक्रमक"
தரவு குறைக்கப்பட்ட பிட் சிஸ்டம்,आंकड़ा लघुकृत बिट तंत्र
தரவு சேவை,आंकड़ा सेवा
தரவுத்தாள்,"डाटा पत्र, आंकड़ा पत्र, डाटा शीट"
தரவு சேமிப்பு,"डाटा भंडारण, आंकड़ा भंडारण"
தரவு ஸ்ட்ரீம்,"डाटा प्रवाह, आंकड़ा प्रवाह"
தரவு மாற்றம்,आंकड़ा रूपांतरण
தரவு பரிமாற்றம்,"डाटा संचरण, आंकड़ा संचरण"
தரவுத்தளம்,"आंकड़ा आधार, डाटा बेस"
டேட்டா காஸ்டிங்,आंकड़ा प्रसारण
டேட்டாகிராம்,"आंकड़ा-लेख, डाटाग्राम"
டிபி மீட்டர்,"डेसिबल मीटर, dB मीटर"
இறந்த காற்று,अमॉडुलित प्रसारण
இறந்த குறுகிய சுற்று,पूर्ण लघु परिपथ
இறந்த இடம்,मूक स्थल
முட்டுக்கட்டை,गतिरोध
பிழைத்திருத்த திட்டம்,दोषमार्जन कार्यक्रम
பிழைத்திருத்தம்,"डीबगिंग, दोषमार्जन"
ஒலியின் சிதைவு,ध्वनि-क्षय
டெசிபல் (டி.பி.),डेसिबल
தசம,"दशमलव, दशमिक"
தசம குறியீடு,दशमिक कोड
தசம இலக்க,दशमिक डिजिट
புரிந்துகொள்ளுதல்,कूटवाचन
டிகோடர்,"कूट वाचक, विकोडक"
டிகோடிங்,"कूट वाचन, विकोडन"
டிஜிட்டல் டிரான்ஸ்மிஷனில் டிகோடிங்,अंकीय संचरण विकोडन
டிகம்பரஷ்ஷன்,विसंपीडन
துண்டித்தல்,वियुग्मन
துண்டிப்பு சுற்று,वियुग्मन परिपथ
பிணைப்பு நெட்வொர்க்,"वियुग्मन जालक्रम, वियुग्मन नेटवर्क"
மறைகுறியாக்கம்,"विकोडन, विकूटन, विगोपन"
அர்ப்பணிக்கப்பட்ட வரி,समर्पित लाइन
டி-என்டிங்,वि-अंतः स्थापन
டி-எம்பேசிஸ்,विप्रबलन
இயல்புநிலை,"स्वतः निर्धारित, डिफाल्ट"
தரத்தில் குறைபாடு,गुणता दोष
குறைபாடுள்ள,"सदोष, दोषपूर्ण"
குறைபாடுள்ள அலகு,"सदोष एकक, दोषपूर्ण एकक"
வரையறை,"परिभाषा, स्पष्टता"
விலகல்,विक्षेपण
சிதைவு,"विरूपण, विकृति"
Defragmentation,एकीकरण
டி-காஸிங் சுருள்,"चुंबकीय विक्षेत्रण कुंडली, विगासिंग कुंडली"
பட்டம்,"डिग्री, अंश"
டி-இன்டர்லீவர்,वि-अंतरापत्रक
தாமதக் கோடு,डिले लाइन
தாமத நேரம்,विलंब काल
தாமதமான பிரேம் நினைவகம்,विलंबित फ्रेम स्मृति
தாமதமாக ஸ்கேனிங்,विलंबित क्रमवीक्षण
தாமதமான ஒத்திசைவு சமிக்ஞை,विलंबित तुल्यकालन संकेत
டெலிவரி,"प्रदान, प्रस्तुति"
விநியோக அமைப்பு,"वितरण तंत्र, वितरण प्रणाली, प्रदान तंत्र, प्रदान प्रणाली"
டெமோடுலேஷன்,विमॉडुलन
டெமோடுலேட்டர் அட்டை,विमॉडुलक कार्ड
டெமுல்டிப்ளெக்சர்,विबहुसंकेतक
வயலின் ஆழம்,क्षेत्र गहराई
இறங்கு,अवरोहण
வடிவமைப்பு விவரக்குறிப்பு,अभिकल्प विनिर्देश
டெஸ்க்டாப்,डेस्कटॉप
கண்டறிதல் வெளியீடு,"संसूचक उत्पाद, संसूचक निर्गत"
விலகல்,विचलन
சாதனம்,"युक्ति, साधन"
சாதன இயக்கி,युक्ति चालक
பரிசோதனை,नैदानिकी
வரைபடம்,आरेख
உரையாடல் டிராக்,संवाद पथ
விட்டம் பயன்முறை,व्यासीय विधा
டயமண்ட் ஸ்டைலஸ்,"हीरक स्टाइलस, हीरक सुई"
உதரவிதானம்,"मध्यपट, तनुपट"
உதரவிதான உறிஞ்சி,तनुपटीय अवशोषक
டைகோடிக் கேட்பது,द्विशाखी श्रवण
மின்கடத்தா,"डाइइलेक्ट्रिक, परावैद्युत"
மின்கடத்தா இடைவெளி- கீழே,"डाइइलेक्ट्रिक भंग, परावैद्युत भंग"
மின்கடத்தா இழப்பு,परावैद्युत हानि
வேறுபாடு அதிர்வெண்,अंतर आवृत्ति
வேறுபாடு அதிர்வெண் விலகல் (டி.எஃப்.டி),अंतर आवृत्ति विरूपण
வித்தியாசமான தொனி,"अंतर स्वरक, अंतर टोन"
வேறுபட்ட பெருக்கி,विभेदी प्रवर्धक
மாறுபாடு,विवर्तन
டிஃப்பியூசர்,विसारक
இலக்கு,अंक
டிஜிடல்,"अंकीय, डिजिटल"
டிஜிட்டல் கலைப்பொருள்,अंकीय विरूपण साक्ष्य
டிஜிட்டல் ஆடியோ,अंकीय श्रव्य
டிஜிட்டல் ஆடியோ வடிகட்டி,"डिजिटल ऑडियो फिल्टर, अंकीय श्रव्य फिल्टर"
டிஜிட்டல் ஆடியோ பணி நிலையம்,"डिजिटल ऑडियो कार्य स्टेशन, अंकीय श्रव्य कार्य केन्द्र"
எண்ணியல் படக்கருவி,"अंकीय कैमरा, डिजिटल कैमरा"
டிஜிட்டல் கணினி,"अंकीय कंप्यूटर, डिजिटल कंप्यूटर"
டிஜிட்டல் தரவு,"अंकीय आंकड़ा, अंकीय डाटा"
டிஜிட்டல் எடிட்டிங்,अंकीय संपादन
டிஜிட்டல் உற்சாகம்,"अंकीय उत्तेजक, डिजिटल एक्साइटर"
டிஜிட்டல் வடிகட்டி,"अंकीय फिल्टर, अंकीय निस्यंदक"
டிஜிட்டல் பிரேம் ஒத்திசைவு,अंकीय फ्रेम तुल्यकालक
டிஜிட்டல் பாரம்பரியம்,अंकीय विरासत
டிஜிட்டல் படம்,अंकीय प्रतिबिंब
டிஜிட்டல் நூலகம்,अंकीय लाइबेरी
டிஜிட்டல் மீட்டர்,"डिजिटल मीटर, अंकीयमापी"
டிஜிட்டல் பண்பேற்றம்,अंकीय मॉडुलन
டிஜிட்டல் மல்டிபிளக்ஸ்,अंकीय बहुसंकेत
டிஜிட்டல் நெட்வொர்க்,अंकीय जालक्रम
டிஜிட்டல் வெளியீடு,अंकीय निर्गत
டிஜிட்டல் பிளேபேக்,"अंकीय प्रतिश्रवण, अंकीय प्लेबैक"
டிஜிட்டல் ரேடியோ மொண்டியல் (டிஆர்எம்),विष्वव्यापी अंकीय रेडियो
டிஜிட்டல் பதிவு,अंकीय अभिलेखन
டிஜிட்டல் புரட்சி,अंकीय क्रांति
டிஜிட்டல் சிக்னல்,अंकीय संकेत
டிஜிட்டல் சிக்னல் செயலாக்கம் (டிஎஸ்பி),डिजिटल सिगनल प्रक्रमण
டிஜிட்டல் கையொப்பம்,"अंकीय हस्ताक्षर, अंकीय चिd"
டிஜிட்டல் தொழில்நுட்பம்,"अंकीय प्रौद्योगिकी, डिजिटल प्रौद्योगिकी"
அனலாக் மாற்றி டிஜிட்டல்,अंकीय-अनुरूप परिवर्तक
டிஜிட்டல் வீடியோ,"अंकीय –ष्य, डिजिटल वीडियो"
டிஜிட்டல் வோல்ட்மீட்டர்,अंकीय वोल्टतामापी
டிஜிட்டல் மயமாக்கல்,अंकरूपण
டிஜிட்டல் மயமாக்கல்,"अंकरूपण, अंकीकरण"
டிஜிட்டல் செய்யப்பட்ட வீடியோ,"अंकीकृत –ष्य, अंकीकृत वीडियो"
டிஜிட்டல்சர்,"अंकक, अंकरूपक"
மங்கலான,मंद
பரிமாணம்,"विमा, विस्तार"
மங்கலான,मंदक
டையோடு,डायोड
டிப்,नति
டிப்ளெக்ஸர்,द्विसंकेतक
இருமுனை ஆண்டெனா,द्विधुवी ऐन्टेना
நேரடி ஒளிபரப்பு,सीधा प्रसारण
நேரடி மின்னோட்டம் (டி சி),दिष्टधारा (डी सी)
நேரடி எடுப்பது,"सीधा पिकअप, पकड़ना"
நேரடி வாசிப்பு கருவி,प्रत्यक्ष पठन यंत्र
நேரடி பதிவு,प्रत्यक्ष अभिलेखन
திசை ஆண்டெனா,दिशिक ऐन्टेना
திசை கப்ளர்,दिशिक युग्मक
திசை மைக்ரோஃபோன்,दिशिक माइक्रोफोन
வழிகாட்டுதல்,"दिशात्मकता, दिशिकता"
அடைவு,निर्देशिका
முடக்கவும்,असमर्थ
வட்டு ஆண்டெனா,डिस्क ऐन्टेना
வட்டு அடிப்படையிலான சேமிப்பு,डिस्क आधारित भंडारण
தனித்துவமான,"अलग, विविक्त, भिन्न"
வட்டு,"डिस्क, चक्रिका"
வட்டு இயக்கி,"डिस्क ड्राइव, चालक"
வட்டு ஒதுக்கீடு,डिस्क नियतांश
டிஸ்கெட்,डिस्केट
இடப்பெயர்வு,"विस्थापन, प्रभ्रंश"
சிதறல்,"प्रकीर्णन, परिक्षेपण"
இடம்பெயர்வு,विस्थापन
காட்சி,प्रदर्शित करना; प्रदर्श
காட்சி அலகு (கன்சோல்),प्रदर्श एकक (कन्सोल)
சிதறல்,क्षय
அதிருப்தி,"बेसुरापन, असंनादिता"
வடிகட்டிய நீர்,आसुत जल
சிதைவு,विरूपण
விநியோகம்,वितरण
விநியோக பெருக்கி,वितरण प्रवर्धक
பிரிவு,"विभाजन, प्रभाग"
வகுப்பான்,भाजक
ஆவணம்,"प्रलेख, दस्तावेज"
டால்பி டிஜிட்டல்,"डोल्बी अंकीय, डोल्बी डिजिटल"
களம்,प्रक्षेत्र
டொமைன் கன்ட்ரோலர்,प्रक्षेत्र नियंत्रक
டாப்ளர் விளைவு,डॉप्लर प्रभाव
இரட்டை கம்பம் (இருமுனை),द्विधुव
இரட்டை துருவ ஒற்றை வீசுதல் சுவிட்ச்,द्विधुव एकल क्षेप स्विच
இரட்டை பக்க வட்டு,"द्विपार्ष्व चक्रिका, द्विपार्ष्व डिस्क"
இரட்டிப்பாகும்,द्विक
கீழே வரும் அலை,अधोगामी तरंग
டவுன் ஸ்ட்ரீம்,अनुप्रवाह
டவுனிங்க்,"अधोयोजन, डाउनलिंक"
பதிவிறக்க Tamil,"डाउनलोड, अधोभार"
பதிவிறக்குகிறது,अधोभारण
வரைதல்,"आरेखण, आहरण"
துளையிடும் பிட்,"प्रवेधन बिट, बरमा अणी"
துளையிடும் இயந்திரம்,प्रवेधन यंत्र
இயக்கி,"चालन, ड्राइव"
டிரம்,"ड्रम, ढोल"
உலர்ந்த விளக்கை வெப்பநிலை,शुष्क बल्ब तापमान
உலர் செல்,शुष्क सेल
உலர் சாலிடர்,"ड्राई सोल्डर, विफल सोल्डर"
இரட்டை சேனல் பயன்முறை,द्वि चैनल विधा
டப்பிங்,"डबीकरण, काट-छाँट, अंतरण"
டட்,"निष्फल, निरर्थक"
டம்ப்,निपात
டூப்ளக்ஸ்,द्वैध
காலம்,अवधि
தூசி,"धूल, धूलि"
தூசி பிழை,धूलि दोष
தூசி ஆதாரம்,धूलि रोधी
டஸ்டர்,"झाड़न, धूलित्र"
மாறும்,"गतिक, गतिशील"
டைனமிக் பிட் ஒதுக்கீடு,गतिक बिट नियतन
மாறும் இடைநிலை விலகல் (மங்கலான),गतिक अंतरामॉडुलन विरूपण
மாறும் அளவு,"गतिक क्वांटमन, गतिक क्वांटमीकरण"
மாறும் வரம்பு,गतिक परास
மாறும் வரம்பு கட்டுப்பாடு,गतिक परास नियंत्रण
டைனமோ,डाइनेमो
காது தொலைபேசி,"कर्णफोन, ईयरफोन"
பூமி,भूमि
பூமி வீக்கம்,भू-उभार
பூமி எதிர்ப்பு,भू-प्रतिरोध
பூமியின் தடி,भू-छड़
பூமி செயற்கைக்கோள்,भू-उपग्रह
பூமி நிலையம்,भू-केंद्र
பூமி முனையம்,भू-टर्मिनल
பூமி,"भू-संपर्क करना, भू-संपर्कन"
எதிரொலி,प्रतिध्वनि
எதிரொலி அறை,प्रतिध्वनि कक्ष
எடி நடப்பு,भंवर धारा
எடி தற்போதைய இழப்பு,भंवर धारा हानि
எட்ஜ்வைஸ் மீட்டர்,"एजवाइज मीटर, अधिकोर मापी"
எடிட்டிங்,संपादन
