Tamil,Kannada
பொறியியல் சாத்தியம்,ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ
ஆங்கில பத்திரம்,ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್
ஆங்கில தோட்ட சுவர் பத்திரம்,ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
"EPM (ஒரு மில்லியனுக்கு சமம்),&quot;","EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;"
சமமான எடை,ಸಮಾನ ತೂಕ
எ.கா,ಉದಾ
மாற்றத்தக்கது,ವಿನಿಮಯ ಮಾಡಬಹುದಾದ
மாற்றக்கூடிய அமிலத்தன்மை,ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ
மாற்றக்கூடிய சோடியம் சதவீதம் (ESP),ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP)
ஈ.எஸ்.பி.,ಇ.ಎಸ್.ಪಿ.
பரிமாற்ற அமிலத்தன்மை,ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ
பரிமாற்ற வளாகம்,ವಿನಿಮಯ ಸಂಕೀರ್ಣ
வெளியேற்ற,ನಿಷ್ಕಾಸ
வெளிப்பட்ட பூச்சு,ಬಹಿರಂಗ ಮುಕ್ತಾಯ
கண்,ಕಣ್ಣು
கண் புருவம்,ಕಣ್ಣು ಹುಬ್ಬು
எதிர்கொள்ளும்,ಎದುರಿಸುತ್ತಿದೆ
எதிர்கொள்ளும் பிணைப்பு,ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ
பாதுகாப்பு காரணி,ಸುರಕ್ಷತೆಯ ಅಂಶ
வீழ்ச்சி,ಪತನ
ஃபேசியா,ಫೇಶಿಯಾ
முக பலகை,ಫೇಶಿಯಾ ಬೋರ್ಡ್
தவறு,ದೋಷ
வயல் ஈரப்பதம்,ಕ್ಷೇತ್ರ ತೇವಾಂಶ
இறுதி ஈரப்பதம் சமம்,ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ
ஃபில்லட் (மோட்டார்),ಫಿಲೆಟ್ (ಗಾರೆ)
இறுதி,ಅಂತಿಮ
இறுதி அளவீடு,ಅಂತಿಮ ಮಾಪನ
இறுதி கட்டணம்,ಅಂತಿಮ ಪಾವತಿq
இறுதி முன் மன அழுத்தம்,ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ
இறுதி பதற்றம்,ಅಂತಿಮ ಒತ್ತಡ
நிதி சாத்தியம்,ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ
நேர்த்தியான மொத்த,ಉತ್ತಮವಾದ ಒಟ್ಟು
பிளவுபட்ட பாறை,ಬಿರುಕುಗೊಂಡ ಬಂಡೆ
கொடி கல்,ಧ್ವಜದ ಕಲ್ಲು
பிளெமிஷ் பிணைப்பு,ಫ್ಲೆಮಿಶ್ ಬಂಧ
ஒளிரும்,ಮಿನುಗುತ್ತಿದೆ
பளிச்சிடும் ஓடை,ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್
தட்டையான கூரை,ಫ್ಲಾಟ್ ಛಾವಣಿ
Fleche,ಫ್ಲೆಚೆ
பிளெமிஷ் தோட்ட சுவர் பிணைப்பு,ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
பிளின்ட்,ಫ್ಲಿಂಟ್
பிளின்ட் சுவர்,ಫ್ಲಿಂಟ್ ಗೋಡೆ
மிதக்கும் தளம்,ತೇಲುವ ಮಹಡಿ
ஃப்ளோக்குலேஷன்,ಫ್ಲೋಕ್ಯುಲೇಷನ್
ஃப்ளோகுலேஷன் வரம்பு,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ
ஃப்ளோகுலேஷன் விகிதம்,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ
ஃப்ளோக்குல்ஸ்,ಫ್ಲೋಕಲ್ಸ್
தரை,ಮಹಡಿ
மாடி முத்திரை,ಮಹಡಿ ಮುದ್ರೆ
ஓட்டம்,ಹರಿವು
ஏற்ற இறக்கம்,ಏರಿಳಿತ
காலடி,ಕಾಲಿಡುವುದು
அறக்கட்டளை,ಅಡಿಪಾಯ
இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்,ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್
இலவச வீழ்ச்சி கலவை (டிரம் வகை),ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ)
இலவச கல்,ಉಚಿತ ಕಲ್ಲು
புதியது,ಫ್ರೆಶ್ಸೆಟ್
உராய்வு குவியல்,ಘರ್ಷಣೆ ರಾಶಿ
தவளை,ಕಪ್ಪೆ
கேபிள்,ಗೇಬಲ್
கேப்லெட்,ಗ್ಯಾಬ್ಲೆಟ್
சூதாட்ட கூரை,ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ
அளவீடு,ಗೇಜ್
அளவிடும் பிரிவு,ಅಳತೆ ವಿಭಾಗ
அளவிடும் நிலையம்,ಮಾಪಕ ನಿಲ್ದಾಣ
பொதுவான இருப்பிடத் திட்டம்,ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ
பொது காற்றோட்டம்,ಸಾಮಾನ್ಯ ವಾತಾಯನ
G அடிவானம் அல்லது gley அடிவானம்,ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್
வரை பனிப்பாறை,ತನಕ ಗ್ಲೇಶಿಯಲ್
Gneiss,ಗ್ನೀಸ್
பொருட்கள் முற்றம்,ಸರಕುಗಳ ಅಂಗಳ
சாய்வு எதிர்ப்பு,ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ
கிரானைட்,ಗ್ರಾನೈಟ್
சிறுமணி அமைப்பு,ಹರಳಿನ ರಚನೆ
குருணையாக்கம்,ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್
சிறுமணி,ಗ್ರ್ಯಾನ್ಯೂಲ್
ஈர்ப்பு நீர் இல்லாத நீர்,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು
ஈர்ப்பு முற்றம்,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ
பெரிய மண் குழு,ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು
கிரில்லேஜ் அடித்தளம்,ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ
தரையில் கை மோல்டிங்,ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್
குழுவாக்கப்பட்ட கப்பல்துறை,ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್
குழு வீடுகள்,ಗುಂಪು ವಸತಿ
விருந்தினர் அறை,ಅತಿಥಿ ಕೊಠಡಿ
சாக்கடை,ಗಟಾರ
சாக்கடை சுமப்பவர்,ಗಟಾರ ಹೊರುವವನು
கால்வாய் சோதனை,ಗಟರ್ ಚೆಕ್
சுத்தி அலங்காரம்,ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್
துறைமுகம்,ಬಂದರು
புகலிடத் துறைமுகம்,ಆಶ್ರಯ ಬಂದರು
கடினமான பான்,ಹಾರ್ಡ್ ಪ್ಯಾನ್
தலைப்பு,ಶಿರೋಲೇಖ
தலைப்பு பத்திரம்,ಹೆಡರ್ ಬಾಂಡ್
தலைப்பு பாடநெறி,ಹೆಡರ್ ಕೋರ್ಸ್
தலை வாயில் அமைப்பு,ಹೆಡ್ ಗೇಟ್ ರಚನೆ
கால்வாயின் தலைவர்,ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ
தலைமை சீராக்கி,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
ஹெர்ரிங் எலும்பு பிணைப்பு,ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ
இதயம்,ಹಾರ್ಟಿಂಗ್
ஈரமாக்கும் வெப்பம்,ತೇವಗೊಳಿಸುವ ಶಾಖ
உயர் அலுமினா சிமெண்ட்,ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್
இடுப்பு,ಹಿಪ್
ஹிப் கேப்பிங்,ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್
இடுப்பு முனை,ಹಿಪ್ಡ್ ಎಂಡ್
ஹூட்,ಹುಡ್
ஹூட் மோல்டிங்,ಹುಡ್ ಮೋಲ್ಡಿಂಗ್
ஹூக்கின் சட்டம்,ಹುಕ್ ಕಾನೂನು
வளைய இரும்பு,ಹೂಪ್ ಕಬ್ಬಿಣ
அடிவானம்,ಹಾರಿಜಾನ್
ஈரப்பதமாக்குதல்,ಆರ್ದ್ರತೆ
"ஈரப்பதம், முழுமையானது","ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ"
"ஈரப்பதம், உறவினர்","ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ"
ஹம்ப் யார்டு,ಹಂಪ್ ಯಾರ್ಡ್
ஹைட்ராலிக் அழுத்தம்,ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ
நீரேற்றம்,ಜಲಸಂಚಯನ
நீராற்பகுப்பு,ಜಲವಿಚ್ಛೇದನ
ஹைட்ரோலைடிக் அமிலத்தன்மை,ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ
ஹைட்ரோமார்பிக் மண்,ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು
ஹைட்ரோஃபிலிக் கொலாய்டு,ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್
ஹைட்ரோபோபிக் கொலாய்டு,ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್
ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்,ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ
ஹைக்ரோஸ்காப்டிக் குணகம்,ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ
ஹைக்ரோஸ்கோபிக் ஈரப்பதம்,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
ஹைட்ரோஸ்கோபிசிட்டி,ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ
ஹைக்ரோஸ்கோபிக் ஈரப்பதம்,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
ஹைபர்பேரிக் அறை,ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್
ஹைப்பர்ஸ்டேடிக் சட்டகம்,ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್
ஹைப்சோமீட்டர்,ಹೈಪ್ಸೋಮೀಟರ್
வெளிச்சம்,ಇಲ್ಯುಮಿನೇಷನ್
உட்புகுதல் ஈரப்பதம்,ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ
முதிர்ச்சியடையாத மண்,ಬಲಿಯದ ಮಣ್ಣು
சிறைபிடிக்கப்பட்ட கப்பல்துறை,ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್
நில வருவாய் அதிகரிப்பு,ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ
சுதந்திர சாரக்கட்டு,ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
உள்வாங்கப்பட்டது,ಇಂಡರೇಟೆಡ್
ஆரம்ப அழுத்த அழுத்தம்,ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್
ஆரம்ப பதற்றம்,ಆರಂಭಿಕ ಒತ್ತಡ
உள்நாட்டு நீர்வழி துறைமுகம்,ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು
காப்பு பலகை,ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್
இடைநிலை துறைமுகம்,ಮಧ್ಯಂತರ ಬಂದರು
உள் உராய்வு,ಆಂತರಿಕ ಘರ್ಷಣೆ
உள் மண்டல மண்,ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು
அயன்,ಅಯಾನು
அயன் பரிமாற்றம்,ಅಯಾನು ವಿನಿಮಯ
இரும்பு சட்டி,ಕಬ್ಬಿಣದ ಪ್ಯಾನ್
பாசன நிலம்,ನೀರಾವರಿ ಭೂಮಿ
நீர்ப்பாசனம்,ನೀರಾವರಿ
பாசன செஸ்,ನೀರಾವರಿ ಸೆಸ್
ஜம்ப்,ಜಾಂಬ್
தள்ளாட்டம்,ಜೋಗಲ್
ஜாக்கிள் முள்,ಜೋಗಲ್ ಪಿನ್
ஜூல்,ಜೂಲ್
குதிப்பவர்,ಜಂಪರ್
கிலோகிராம்,ಕಿಲೋಗ್ರಾಂ
கிலோகிராம் படை,ಕಿಲೋಗ್ರಾಂ ಬಲ
கிலோகிராம் விசை மீட்டர்,ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್
கிலோவாட் மணி,ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ
கிங் மூடல்,ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ
சமையலறை,ಅಡಿಗೆ
லேஸ்டு நெடுவரிசை,ಲೇಸ್ಡ್ ಕಾಲಮ್
பின்னடைவு,ಹಿಂದುಳಿದಿದೆ
லமெல்லா வேர்,ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್
லேமினார் ஓட்டம்,ಲ್ಯಾಮಿನಾರ್ ಹರಿವು
விளக்கு துளை,ದೀಪದ ರಂಧ್ರ
நிலப் பெருக்கம்,ಭೂಮಿ ಸಂಚಯ
நில சறுக்கல்,ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್
லேட்டரைட்,ಲ್ಯಾಟರೈಟ್
லேட்டரைட் மண்,ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು
பெரிய எண்களின் சட்டம்,ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು
தளவமைப்பு திட்டம்,ಲೇಔಟ್ ಯೋಜನೆ
பேரேடு,ಖಾತಾ ಪುಸ್ತಕ
சுண்ணாம்பு பான்,ಸುಣ್ಣದ ಪ್ಯಾನ್
லிண்டல்,ಲಿಂಟೆಲ್
திரவ வரம்பு,ದ್ರವ ಮಿತಿ
நேரடி சுமை,ಲೈವ್ ಲೋಡ್
களிமண்,ಲೋಮ್
உள்ளூர் வெளியேற்ற காற்றோட்டம்,ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ
லோகோ முற்றம்,ಲೋಕೋ ಅಂಗಳ
லூஸ்,ಲೋಸ್
குறைந்த பிளாஸ்டிக் வரம்பு,ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ
குறைந்த வெப்ப சிமெண்ட்,ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್
இயந்திர மோல்டிங்,ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್
மேக்ரோஸ்ட்ரக்சர்,ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್
முக்கிய தலைமை சீராக்கி,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
முக்கிய துறைமுகம்,ಮುಖ್ಯ ಬಂದರು
ஒப்பனை காற்று,ಮೇಕಪ್ ಗಾಳಿ
மான்சார்ட்,ಮನ್ಸಾರ್ಡ್
மார்ஷலிங் முற்றம்,ಮಾರ್ಷಲಿಂಗ್ ಯಾರ್ಡ್
கொத்து,ಕಲ್ಲುಗಾರಿಕೆ
முதிர்ச்சியடைந்த வெப்பநிலை,ಪಕ್ವವಾಗುತ್ತಿರುವ ತಾಪಮಾನ
இடைமட்ட மாடி,ಮೆಜ್ಜನೈನ್ ಮಹಡಿ
இயந்திர பகுப்பாய்வு,ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ
இயந்திர காற்றோட்டம்,ಯಾಂತ್ರಿಕ ವಾತಾಯನ
மெட்ரிக் அமைப்பு,ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ
நுண் கட்டமைப்பு,ಸೂಕ್ಷ್ಮ ರಚನೆ
மில்லிக்கு சமம்,ಮಿಲಿ ಸಮಾನ
ஒரு லிட்டருக்கு மில்லி சமம்,ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿ ಸಮಾನ
கனிம,ಖನಿಜ
கனிம மண்,ಖನಿಜ ಮಣ್ಣು
சிறிய துறைமுகம்,ಚಿಕ್ಕ ಬಂದರು
மிட்ரெட் மூடல்,ಮಿಟ್ರೆಡ್ ಮುಚ್ಚುವಿಕೆ
நடமாடும் மண் கொலாய்டு,ಮೊಬೈಲ್ ಮಣ್ಣಿನ ಕೊಲೊಯ್ಡ್
ஈரப்பதம்,ತೇವಾಂಶ
ஈரப்பதம் சாய்வு,ತೇವಾಂಶ ಗ್ರೇಡಿಯಂಟ್
ஒற்றைக்கல்,ಏಕಶಿಲೆ
மோனோரயில்,ಮೊನೊರೈಲ್
தேசிய துறைமுக சபை,ರಾಷ್ಟ್ರೀಯ ಬಂದರು ಮಂಡಳಿ
இயற்கை படுக்கை,ನೈಸರ್ಗಿಕ ಹಾಸಿಗೆ
இயற்கையான பூச்சு,ನೈಸರ್ಗಿಕ ಮುಕ್ತಾಯ
இயற்கை துறைமுகம்,ನೈಸರ್ಗಿಕ ಬಂದರು
இயற்கை காற்றோட்டம்,ನೈಸರ್ಗಿಕ ವಾತಾಯನ
கடற்படை துறைமுகம்,ನೌಕಾ ಬಂದರು
நியூட்டன்,ನ್ಯೂಟನ್
சீரற்ற ஓட்டம்,ಏಕರೂಪವಲ್ಲದ ಹರಿವು
நீர் வீதத்தை ஆக்கிரமித்துள்ளது,ನೀರಿನ ದರವನ್ನು ಆಕ್ರಮಿಸುತ್ತದೆ
எண்ணெய் வண்ணப்பூச்சு,ಎಣ್ಣೆ ಬಣ್ಣ
எண்ணெய் கிணறு சிமெண்ட்,ತೈಲ ಬಾವಿ ಸಿಮೆಂಟ್
திறந்த சேனல் ஓட்டம்,ಚಾನಲ್ ಹರಿವನ್ನು ತೆರೆಯಿರಿ
உகந்த ஈரப்பதம்,ಆಪ್ಟಿಮಮ್ ಆರ್ದ್ರತೆ
கரிம மண்,ಸಾವಯವ ಮಣ್ಣು
நோக்குநிலை,ದೃಷ್ಟಿಕೋನ
ஆர்த்தோகனல்,ಆರ್ಥೋಗೋನಲ್
ஆர்ட்ஸ்டீன்,ಒರ್ಟ್ಸ್ಟೈನ್
வெளிப்புற சமிக்ஞை,ಬಾಹ್ಯ ಸಂಕೇತ
ஆக்சிஜனேற்றம்,ಆಕ್ಸಿಡೀಕರಣ
சரக்கறை,ಪ್ಯಾಂಟ್ರಿ
பாரபெட்,ಪ್ಯಾರಪೆಟ್
பாரபெட் சுவர்,ಪ್ಯಾರಪೆಟ್ ಗೋಡೆ
பெற்றோர் பொருள்,ಮೂಲ ವಸ್ತು
கூழாங்கல் வார்ப்பு பிளாஸ்டர்,ಬೆಣಚುಕಲ್ಲು ಎರಕಹೊಯ್ದ ಪ್ಲಾಸ್ಟರ್
பெடல்பர்,ಪೆಡಲ್ಫರ್
பெடோகல்,ಪೆಡೋಕಲ್
பெடோஜெனெசிஸ்,ಪೆಡೋಜೆನೆಸಿಸ್
பெடாலஜி,ಪೆಡೋಲಜಿ
பெடோஸ்பியர்,ಪೀಡೋಸ್ಪಿಯರ್
பெனெட்ரோமீட்டர்,ಪೆನೆಟ್ರೋಮೀಟರ್
பென்ட் கூரை,ಪೆಂಟ್ ಛಾವಣಿ
பெப்டிசிங் முகவர்,ಪೆಪ್ಟೈಸಿಂಗ್ ಏಜೆಂಟ್
பகுப்பாய்வு காலம்,ವಿಶ್ಲೇಷಣೆಯ ಅವಧಿ
பெர்பென்ட்,ಪರ್ಪೆಂಡ್
பெர்ஸர்ப்ஷன்,ಪರ್ಸರ್ಪ್ಶನ್
பையர்,ಪಿಯರ್
பிலாஸ்டர்,ಪಿಲಾಸ್ಟರ್
பிட்ச்,ಪಿಚ್
பிட்ச் கூரை,ಪಿಚ್ ಛಾವಣಿ
வெற்று கான்கிரீட்,ಸರಳ ಕಾಂಕ್ರೀಟ್
விமான கோணம்,ಪ್ಲೇನ್ ಕೋನ
சமவெளி முற்றம்,ಬಯಲು ಅಂಗಳ
பிளான்சோல்,ಪ್ಲಾನ್ಸೋಲ್
பிளாஸ்டிக் நிலைத்தன்மை,ಪ್ಲಾಸ್ಟಿಕ್ ಸ್ಥಿರತೆ
பிளாஸ்டிசிட்டி,ಪ್ಲಾಸ್ಟಿಟಿ
பிளாஸ்டிசிட்டி இன்டெக்ஸ்,ಪ್ಲಾಸ್ಟಿಟಿ ಸೂಚ್ಯಂಕ
பிளாஸ்டிசிட்டி வரம்பு,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಮಿತಿ
பிளாஸ்டிசிட்டி வரம்பு,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಶ್ರೇಣಿ
பிளாட்டி அமைப்பு,ಪ್ಲಾಟಿ ರಚನೆ
பீடம்,ಸ್ತಂಭ
உழவு மண்,ನೇಗಿಲು ಮಣ್ಣು
பிளம் கல்,ಪ್ಲಮ್ ಕಲ್ಲು
போட்ஸோல்,ಪೊಡ್ಜೋಲ್
சுட்டி,ಸೂಚಿಸುತ್ತಿದೆ
பலகோண சுவர்,ಬಹುಭುಜಾಕೃತಿಯ ಗೋಡೆ
துளை இடம்,ರಂಧ್ರದ ಜಾಗ
துறைமுகம்,ಬಂದರು
நேர்மறை காற்றோட்டம்,ಧನಾತ್ಮಕ ವಾತಾಯನ
புல்வெளி மண்,ಹುಲ್ಲುಗಾವಲು ಮಣ್ಣು
துல்லியம்,ನಿಖರತೆ
முதன்மை துகள்,ಪ್ರಾಥಮಿಕ ಕಣ
பிரிஸ்மாடிக் அமைப்பு,ಪ್ರಿಸ್ಮಾಟಿಕ್ ರಚನೆ
உற்பத்தி வேலை,ಉತ್ಪಾದಕ ಕೆಲಸ
திட்ட நியாயப்படுத்தல்,ಯೋಜನೆಯ ಸಮರ್ಥನೆ
பாதுகாப்பு வேலை,ರಕ್ಷಣಾತ್ಮಕ ಕೆಲಸ
போலி-மைசீலியம்,ಸ್ಯೂಡೋ-ಮೈಸಿಲಿಯಮ್
குட்டை,ಕೊಚ್ಚೆಗುಂಡಿ
புக்கிங்,ಪಗ್ಗಿಂಗ್
பியூமிஸ்,ಪ್ಯೂಮಿಸ್
குத்து,ಪಂಚೆಯಾನ್
பொம்மை,ಬೊಂಬೆ
புட்லாக்,ಪುಟ್ಲಾಗ್
புட்லாக் சாரக்கட்டு,ಪುಟ್ಲಾಗ್ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
அளவு சர்வேயர்,ಪ್ರಮಾಣ ಸರ್ವೇಯರ್
குவாரி சாறு,ಕ್ವಾರಿ ಸಾಪ್
குவே,ಕ್ವೇ
ராணி மூடல்,ರಾಣಿ ಮುಚ್ಚುವಿಕೆ
குவோயின்,ಕ್ವೊಯಿನ್
ராஃப்ட் அடித்தளம்,ರಾಫ್ಟ್ ಅಡಿಪಾಯ
ரேக்கர்,ರೇಕರ್
ரேக்கிங்,ರೇಕಿಂಗ್
ரேக்கிங் பத்திரம்,ರಾಕಿಂಗ್ ಬಾಂಡ್
ரேக்கிங் ஒளிரும்,ಮಿನುಗುವ ರೇಕಿಂಗ್
வேகமாக மாறுபடும் ஓட்டம்,ವೇಗವಾಗಿ ಬದಲಾಗುತ್ತಿರುವ ಹರಿವು
திரும்பப் பெறக்கூடிய கட்டணம்,ಮರುಪಾವತಿಸಬಹುದಾದ ಪಾವತಿ
சிவப்பு பூமி,ಕೆಂಪು ಭೂಮಿ
சிவப்பு களிமண்,ಕೆಂಪು ಲೋಮ್
சீராக்கி,ನಿಯಂತ್ರಕ
ரெகர் அல்லது கருப்பு பருத்தி மண்,ರೆಗರ್ ಅಥವಾ ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು
திருப்பிச் செலுத்தும் ஒப்பந்தம்,ಮರುಪಾವತಿ ಒಪ್ಪಂದ
எஞ்சிய சுருக்கம்,ಉಳಿದ ಕುಗ್ಗುವಿಕೆ
எஞ்சிய மண்,ಉಳಿಕೆ ಮಣ್ಣು
வெளிப்படுத்து,ಬಹಿರಂಗಪಡಿಸಿ
பின்னை வெளிப்படுத்து,ಪಿನ್ ಅನ್ನು ಬಹಿರಂಗಪಡಿಸಿ
டை வெளிப்படுத்து,ರಿವೀಲ್ ಟೈ
ரிட்ஜ்,ರಿಡ್ಜ್
ரிட்ஜ் கேப்பிங்,ರಿಡ್ಜ್ ಕ್ಯಾಪಿಂಗ್
நதி,ನದಿ
சாலை நிலை,ರೋಡ್ ಸ್ಟೇಡ್
கரடுமுரடான பிளாஸ்டர்,ಒರಟು ಪ್ಲಾಸ್ಟರ್
இடிபாடுகள்,ಅವಶೇಷಗಳು
இடிந்த கொத்து,ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು
இடிந்த சுவர்,ಅವಶೇಷಗಳ ಗೋಡೆ
இயங்கும் அளவீடு,ಚಾಲನೆಯಲ್ಲಿರುವ ಮಾಪನ
பாதுகாப்பான தாங்கும் திறன்,ಸುರಕ್ಷಿತ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
உப்பு படிந்து,ಉಪ್ಪು ಮೆರುಗು
மாதிரி அளவு,ಮಾದರಿ ಅಳತೆ
மாதிரி விநியோகம்,ಮಾದರಿ ವಿತರಣೆ
மாதிரி பிழை,ಮಾದರಿ ದೋಷ
மணல்,ಮರಳು
மணல் பூச்சு,ಮರಳು ಮುಕ್ತಾಯ
மணல் கை மோல்டிங்,ಮರಳು ಕೈ ಮೋಲ್ಡಿಂಗ್
மணல் அள்ளுதல்,ಮರಳುಗಾರಿಕೆ
நிறைவுற்ற மண்,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣು
நிறைவுற்ற மண் பேஸ்ட்,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣಿನ ಪೇಸ್ಟ್
செறிவூட்டல் சாறு,ಶುದ್ಧತ್ವ ಸಾರ
செறிவூட்டல் சதவீதம்,ಶುದ್ಧತ್ವ ಶೇಕಡಾವಾರು
சாசர் குவிமாடம்,ಸಾಸರ್ ಗುಮ್ಮಟ
சாரக்கட்டு,ಸ್ಕ್ಯಾಫೋಲ್ಡ್
ஷிஸ்ட்,ಸ್ಕಿಸ್ಟ್
கடல் துறைமுகம்,ಸಮುದ್ರ ಬಂದರು
ரகசிய சாக்கடை,ರಹಸ್ಯ ಗಟಾರ
இரண்டாவது,ಎರಡನೇ
வண்டல் பகுப்பாய்வு,ಸೆಡಿಮೆಂಟೇಶನ್ ವಿಶ್ಲೇಷಣೆ
அரை செயற்கை துறைமுகம்,ಅರೆ ಕೃತಕ ಬಂದರು
அரை அலை கப்பல்,ಸೆಮಿ ಟೈಡಲ್ ಡಾಕ್
முதுமை,ವಯಸ್ಸಾದ
ஷேல்,ಶೇಲ್
தாள் குவியல்,ಹಾಳೆಯ ರಾಶಿ
சுருக்க வரம்பு,ಕುಗ್ಗುವಿಕೆ ಮಿತಿ
ஷட்டரிங்,ಶಟರಿಂಗ್
