Marathi,Hindi
डेटा ट्रान्सक्रिप्शन,"1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन"
डेटा ट्रान्सफर,"1.आँकड़ा अंतरण,2. डाटा अंतरण"
डेटा ट्रान्समिशन,"1.आँकड़ा संचरण, 2. डाटा संचरण"
डेटा ट्रान्समिशन चॅनेल,"1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली"
डेटा प्रकार,"1.आँकड़ा प्रारुप, 2. डाटा प्रारुप"
डेटा युनिट,"1.आँकड़ा एकक, 2. डाटा एकक"
माहितीचे वैधीकरण,"1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण"
डेटाबेस,डाटाबेस
डेटाबेस प्रशासन,डाटाबेस प्रशासन
डेटाबेस डिझाइन,डाटाबेस अभिकल्प
डेटाबेस व्यवस्थापन प्रणाली,डाटाबेस प्रबंधन तंत्र
datagrav,"1.आँकड़ाग्रेव, 2. डाटाग्रेव"
माहिती,"1.डेटम, 2. ऑकड़ा"
मृत क्षेत्र,"1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र"
गतिरोध,गतिरोध
गतिरोध प्रतिबंध,गतिरोध रोकथाम
डीबग,दोष मार्जन
निर्णय बॉक्स,"1.निर्णय कोष्ठ, 2. निर्णय पेटी"
निर्णयप्रक्रिया,निर्णय निर्धारण प्रक्रम
निर्णय समर्थन प्रणाली,निर्णय सहायक तंत्र
निर्णयाचे झाड,निर्णय वृक्ष
डिकोडर,"1.कुटवाचक, 2. विकोडक"
विघटन तत्त्व,विघटन सिद्धांत
डिक्रिप्शन,विकोडन
समर्पित चॅनेल,समर्पित प्रणाल
समर्पित बंदर,समर्पित दवारक
संरक्षण डेटा नेटवर्क (DDN),प्रतिरक्षण आँकडा नेटवर्क (डी डी एन)
संरक्षण माहिती प्रणाली,प्रतिरक्षण सूचना प्रणाली
डीफ्रॅगमेंटेशन,एकीकरण
विलंब,विलंब
विलंब काउंटर,विलंब गणक
विलंब वेळ,विलंब काल
हटवा,"1.मिटाना, 2. हटाना"
हटवणे रेकॉर्ड,विलोपन अभिलेख
परिसीमक,परिसीमक
डेल्टा मॉड्युलेशन,डेल्टा माँडुलन
मागणी पेजिंग,माँग पृष्ठन
डेमो,प्रदर्शन
demodulation,विमाडुलन
demultiplexer,वि-बहुसंकेतक
विकृतीकरण,असमान्यीकरण
घनता,"1.घनत्व, 2. सधनता"
अवलंबित्व,"1.आश्रिता, 2. निर्भरता"
अवलंबून युनिट,आश्रित एकक
पंक्ती,विपंक्ति
संदर्भ देणे,"1.अपनिर्देशन, 2. अपसंदर्भन"
व्युत्पन्न झाड,व्युत्पन्न वृक्ष
व्युत्पन्न फील्ड,व्युत्पन्न क्षेत्र
उतरत्या क्रमवारी,अवरोही छंटाई
डिझाइन,अभिकल्प
डेस्क कॅल्क्युलेटर,डेस्क परिकलक
डेस्कटॉप संगणक,डेस्कटॉप कंप्यूटर
डेस्कटॉप सादरीकरण,डेस्कटॉप प्रस्तुतिकरण
डेस्कटॉप प्रकाशन (DTP),डेस्कटॉप प्रकाशन
डेस्कटॉप व्हिडिओ,डेस्कटॉप वीडियो
गंतव्य पत्ता,गंतव्य पता
विनाशक,"1.विनाशक,  2.अपध्वंशक"
निर्धारक ऑटोमॅट्स,निर्धारणात्मक ऑटोमेटा
विकसक,विकासक
विकास प्रणाली,विकास तन्त्र
साधन,युक्ति
डिव्हाइस नियंत्रण युनिट,युक्ति नियंत्रण एकक
डिव्हाइस नियंत्रक,युक्ति नियंत्रक
डिव्हाइस व्यवस्थापन,युक्ति प्रबंधन
डिव्हाइस मोड,युक्ति विधा
निदान,निदान
निदान प्रणाली,निदानी तंत्र
निदान,"1.निदान, 2. निदानिकी"
आकृती,आरेख
डायल,डायल
डायल लाइन,डायल लाइन
डायल टोन,डायल टोन
डायल करा,डायल अप
संवाद,"1.संवाद, 2. वार्तालाप"
डायलॉग बॉक्स,वार्तालाप कोष्ठ
डायलअप मॉडेम,डायलअप मॉडम
आकारमान,विमा
शब्दकोश,शब्दकोश
भिन्नता,"1. अवकलन ,2. विभेदन"
डिजिटल,अंकीय
डिजिटल चॅनेल,अंकीय प्रणाल
डिजिटल सर्किट,अंकीय परिपथ
डिजिटल संगणक,अंकीय कंप्यूटर
डिजिटल डेटा,"1.अंकीय आँकड़ा, 2.अंकीय डाटा"
डिजिटल सुविधा,अंकीय सुविधा
डिजिटल फिल्टर,अंकीय फिल्टर
डिजिटल लायब्ररी,अंकीय लाइब्रेरी
डिजिटल मॉड्यूलेशन,अंकीय माडुलन
डिजिटल मॉनिटर,"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर"
डिजिटल चित्र,अंकीय चित्र
डिजिटल स्वाक्षरी,"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक"
डिजिटल स्विच,अंकीय स्विच
डिजिटल ते अॅनालॉग (D/A) कनवर्टर,अंकीय अनुरूप रूपांतरक
डिजिटायझेशन,अंकरूपण
डिजीटल करा,अंकीकरण
डिजिटायझर,अंकरूपक
डायोड,डायोड
थेट,प्रत्यक्ष
थेट पत्ता,प्रत्यक्ष पता
थेट रूपांतरण,प्रत्यक्ष रुपांतरण
थेट जोडणी,प्रत्यक्ष युग्मन
डायरेक्ट मेमरी ऍक्सेस (DMA),"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)"
डायरेक्ट मेमरी ऍक्सेस (DMA),प्रत्यक्ष स्मृति अभिगम (डी एम ए)
थेट पद्धत,प्रत्यक्ष विधि
निर्देश,निदेश
निर्देशिका,निर्देशिका
निर्देशिका सर्व्हर,"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर"
निर्देशिका सेवा,निर्देशिका सेवा
अक्षम करा,असमर्थ
सिग्नल अक्षम करणे,असमर्थकारी संकेत
डिस्कनेक्ट करा,"1.असंबंधन, 2. विसंबंधन"
स्वतंत्र,"1.असतत , 2. विविक्त"
डिस्क,"1.चक्रिका, 2. डिस्क"
डिस्क पत्ता,"1.चक्रिका पता, 2. डिस्क पता"
डिस्क अॅरे,"1.चक्रिका सरणी, 2. डिस्क सरणी"
डिस्क क्षमता,"1.चक्रिका क्षमता, 2. डिस्क क्षमता"
डिस्क ड्राइव्ह,"1.चक्रिका चालक, 2.डिस्क ड्रािव"
डिस्क फाइल,चक्रिका संचिका
डिस्क मेमरी,"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी"
डिस्क ऑपरेटिंग सिस्टम (DOS),चक्रिका परिचालन तंत्र (डी ओ एस)
डिस्क पॅक,चक्रिका संकुल
डिस्क सर्व्हर,"1.चक्रिका परिसेवक, 2. डिस्क सर्वर"
डिस्क स्टोरेज,"1.चक्रिका भंडारण, 2. डिस्क भंडारण"
डिस्केट,डिस्केट
फाइल प्रदर्शित करा,प्रदर्श संचिका
प्रतिमा प्रदर्शित करा,प्रदर्श प्रतिबिंब
विल्हेवाट,निपटान
अंतर,दूरी
अंतर कार्य,दूरी फलन
विकृती,विरूपण
वितरित केले,वितरित
वितरित डेटा,वितरित आँकड़ा
वितरित सर्व्हर,वितरित परिसेवक
वितरित प्रणाली,"1.वितरित प्रणाली, 2. वितरित तंत्र"
वितरणात्मक,वितरक
दस्तऐवज,प्रलेख
दस्तऐवज पुनर्प्राप्त,प्रलेख प्रत्यानयित
दस्तऐवज विंडो,"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो"
दस्तऐवजीकरण,प्रलेखन
डोमेन,"डोमेन, प्रक्षेत्र"
डोमेनचे नाव,डोमेन नाम
डॉट मॅट्रिक्स प्रिंटर,"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर"
खाली,"अध:, नीचे"
डाउन लिंक,"1.अवलिंक , 2.अवकड़ी"
डाउन लोडिंग,अधोभारण
खाली वेळ,अधोभारण काल
ड्रॅग करणे,कर्षण
DRAM (डायनॅमिक रॅम),डीरैम (गतिक रैम)
वाहून जाणे,अपवाह
चालक,चालक
थेंब,पात
ड्रॉप डाउन सूची बॉक्स,निपात सूची बॉक्स
ड्रम ड्राइव्ह,ड्रम ड्रािव
ड्रम प्रिंटर,"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर"
ड्रम युनिट,"1.इम एकक, 2. ड्रम इकाई"
दुहेरी,"1.द्वैत,2. द्वि"
दुहेरी घनता,द्वैत घनत्व
डमी पत्ता,"1.मूक पता, 2. छद्म पता"
डंप,सन्निक्षेप
डुप्लेक्स सर्किट,दवैध परिपथ
डुप्लेक्सिंग,दवैधीकरण
नक्कल,केय्प्रतिकुंजी
DVD R/W,"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन"
डीव्हीडी रॉम,डी वी डी रॉम
डायनॅमिक सूचना,गतिक अनुदेश
डायनॅमिक मेमरी,"1.गतिक स्मृति, 2.गतिक मेमोरी"
गतिशीलता,"1.गति विज्ञान, 2. गतिकी"
EBCDIC,ई बी सी डी आई सी
ई-व्यवसाय,ई व्यवसाय
प्रतिध्वनी,प्रतिध्वनि
ई-कॉमर्स,"1.ई-कॉमर्स, 2.ई-वाणिज्य"
सुधारणे,संपादन
संपादक,संपादक
शैक्षणिक तंत्रज्ञान,शैक्षिक प्रौद्योगिकी
ईईपी रोम,ई ई पी रॉम
प्रभावी पत्ता (फ्लोटिंग पत्ता),"1.सार्थक पता , 2.प्रभावी पता"
प्रभावी ऑपरेंड पत्ता,सार्थक संकार्य पता
प्रभावी प्रक्रिया,प्रभावी क्रिया
प्रभावी UID (वापरकर्ता ओळख),प्रभावी यू.आई.डी.
प्रभावी ट्रान्समिशन ऑपरेंड,प्रभावी संचरण संकार्य
आठ-बिट बाइट,अष्टबिट बािट
ई-लर्निंग,"इलेक्ट्रॉनिक अधिगम, ई अधिगम"
निवडणूक-अल्गिर्म,चुनाव एल्गोरिथम
इलेक्ट्रिक मेलिंग (ई-मेल),इलेक्ट्रोनिक डाकसेवा (ई. मेल)
इलेक्ट्रिक प्रिंटर,"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर"
इलेक्ट्रिकल अकाउंटिंग मशीन,विद्युत लेखा मशीन
इलेक्ट्रॉनिक,इलेक्ट्रोनिकी
इलेक्ट्रॉनिक क्लिअरन्स सिस्टम (ECS),इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.)
इलेक्ट्रॉनिक डेटा इंटरचेंज (EDI),इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.)
इलेक्ट्रॉनिक डेटा प्रोसेसिंग,इलेक्ट्रोनिक आंकड़ा संसाधन
इलेक्ट्रॉनिक फाइलिंग,इलेक्ट्रॉनिक विवरणिक
इलेक्ट्रॉनिक निधी हस्तांतरण प्रणाली (EFTS),इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस)
इलेक्ट्रॉनिक जर्नल्स,"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका"
इलेक्ट्रॉनिक प्रकाशन,इलेक्ट्रॉनिक प्रकाशन
इलेक्ट्रॉनिक स्विच,इलेक्ट्रॉनिक स्विच
घटक,"तत्व, अवयव"
ई-मेल,ई-मेल
ई-मेल पत्ता,"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता"
एम्बेडेड प्रणाली,अंत:स्थापित तंत्र
एम्बेडिंग,अंत:स्थापन
एमिटर कपल लॉजिक (ECL),उत्सर्जक युग्मित तर्क (ई.सी.एल.)
रिक्त स्टॅक,रिक्त चिति
रिक्त स्ट्रिंग,"1.रिक्त श्रृंखला, 2. रिक्त माला"
अनुकरण,यंत्रानुकरण
encapsulation,"1.केप्सूलीकरण, 2. केप्सूलन"
कूटलेखन,कूटलेखक
एन्कोड,कूटलेखन
एन्कोडर,"1.कूटलेखक, 2. कोडक"
एन्क्रिप्ट केलेला डेटा,गूढ आंकडा
एन्क्रिप्टिंग फाइल सिस्टम,गूढ फािल सिस्टम
एनक्रिप्शन,"1.गोपन, 2. कोडन, 3. कूटलेखन"
ब्लॉकचा शेवट,खंडक अंत
फाइलचा शेवट (EOF),संचिका-अन्त
अंतिम वापरकर्ता,प्रयोक्ता
प्रविष्ट करा,प्रवेश
एंटर-की,प्रवेश कुंजी
एंटरप्राइझ सर्व्हर,"1.उद्यम सरवर, 2. उद्यम सेवक"
एंटरप्राइझ प्रणाली,उद्यम तंत्र
अस्तित्व,सत्ता
अस्तित्व-संबंध,सत्ता संबंधता
प्रवेश वेळ,प्रवेश काल
एंट्री व्हेरिएबल,प्रविष्ट चर
असंख्य,गणनीय
वातावरण,परिवेश
युग,"1.ईपोच,2. युग,3. निर्देश क्षण"
EPROM,ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति)
एप्सिलॉन बंद करणे,एपसिलॉन संवरक
तुल्यकारक,तुल्यकारक
उपकरणे,उपस्कर
समतुल्य वर्ग,तुल्यता वर्ग
समतुल्य संबंध,तुल्य संबंध
पुसून टाका,"1.विलोपन, 2.मिटान"
कोड दुरुस्त करताना त्रुटी,त्रुटि संशोधन कूट
त्रुटी सुधारणे,त्रुटि संशोधन
त्रुटी शोधणे,त्रुटि संसूचन
त्रुटी हाताळणी,त्रुटि प्रहस्तन
त्रुटी संदेश,त्रुटि संदेश
त्रुटी दर,त्रुटि दर
त्रुटी पुनर्प्राप्ती,त्रुटि पुनर्डद्धार
त्रुटी नित्यक्रम,त्रुटि नेमक
सुटलेले पात्र,पलायन संप्रतीक
इथरनेट,ईथरनेट
कार्यक्रम,घटना
कार्यक्रम साखळी,घटना श्रृंखला
घटना नियंत्रण,घटना नियंत्रण
कार्यक्रम काउंटर,घटना गणक
अपवाद हाताळणी,अपवाद प्रहस्तन
एक्सचेंज करण्यायोग्य डिस्क स्टोरेज,विनिमय डिस्क भंडारण
बहिष्कार,अपवर्जन
अनन्य किंवा (XOR),अनन्य और (एक्स ऑर)
एक्झिक्युटेबल प्रोग्राम,निष्पाद्य क्रमादेश
कार्यकारी विधान,निष्पादन कथन
संपूर्ण शोध,चयनिक खोज
अस्तित्वात आहे,विदयमान
बाहेर पडा,निर्गम
तज्ञ प्रणाली,विशेषज्ञ तंत्र
अभिव्यक्ती,"1. अभिव्यक्ति ,2. व्यंजक"
विस्तारित ग्राफिक अॅरे (XGA),विस्तारित आलेखीय आव्यूह (एक्स जी ए)
विस्तारित उद्योग मानक (EIS),विस्तारित औदयोगिक मानक (इ.आई.एस.)
विस्तारित मशीन,अतिदेशित मशीन
विस्तारित मेमरी,विस्तारित स्मृति
विस्तारित अचूकता,"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता"
विस्तारित वर्गीकरण,"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण"
बाह्य कॉल,वाह्य आह्वान
बाह्य त्रुटी,वाह्य त्रुटि
बाह्य कार्य,वाह्य फलन
बाह्य व्यत्यय,वाह्य अंतरायन
बाह्य मेमरी,"1.वाह्य स्मृति, 2. वाह्य मेमोरी"
बाह्य मेमरी,वाह्य स्मृति
बाह्य मोडेम,वाह्य मॉडेम
बाह्य संदर्भ,वाह्य संदर्भ
बाह्य शोध,वाह्य खोज
बाह्य स्टोरेज डिव्हाइस,वाह्य भंडारण युक्ति
काढणे,निष्कर्षण
एक्सट्रापोलेशन,बहिर्वेशन
चेहरा-वर्ण प्रिंटर,फलक संप्रतीक मुद्रक
अयशस्वी-सुरक्षित ऑपरेशन,विफल-सुरक्षा संक्रिया
अपयशाचा दर,विफलता दर
अपयश पुनर्प्राप्ती,विफलता मुक्ति
खोटा कोड,मिथ्या कूट
खोटी चूक,मिथ्या त्रुटि
फॅन-इन,"1.निवेशाँक, 2. निवेश-अंक"
बाहेर,"1.निर्गताँक, 2. निर्गत-अंक"
फॅसिमाईल I/O डिव्हाइस,"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम"
फास्ट फोरियर ट्रान्सफॉर्म (FFT),द्रुत फौरिएर अन्तरण
गंभीर त्रुटी,घातक त्रुटि
दोष शोधणे,दोष संसूचन
दोष निदान,दोष निदान
चुकीची सहनशीलता,दोष सहिष्णुता
फॅक्स,फैक्स
फॅक्स संदेश,फैक्स संदेश
FDC,एफ डी सी
वैशिष्ट्य शोध,लक्षण संसूचन
फीड सायकल,भरण चक्र
अभिप्राय,पुनर्निवेश
फीडर,"1.प्रदायक,2.पोषक, 3.फीडर"
आणणे,आनयन
फिबोनाची शोध,फिबोनेकी खोज
फिबोनाची क्रम,फिबोनेकी अनुक्रम
फिबोनाची मालिका,फिबोनेकी श्रेणी
फायबर ऑप्टिक्स,तंतु प्रकाशिकी
फिडो नेट,फिडो जाल
फील्ड,क्षेत्र
पाचव्या पिढीचे संगणक,पंचम पीढ़ी कम्प्यूटर
फाइल,"1.संचिका,2. फािल"
फाइल प्रवेश पद्धत,संचिका अभिगम विधि
फाइल वाटप सारणी,संचिका नियतन सारणी
फाइल कॉम्प्रेशन,संचिका संपीडन
फाइल कॉपी करणे,संचिका प्रतिलिपिकरण
फाइल लेआउट,संचिका विन्यास
फाइल विलीनीकरण,संचिका विलय
फाइल पुनर्प्राप्ती,संचिका पुन:प्राप्ति
फाइल स्टोरेज,संचिका भंडारण
फाइल संरचना,संचिका संरचना
फाइल सिस्टम,संचिका तंत्र
फाइल हस्तांतरण,संचिका अंतरण
फाइल ट्रान्सफर प्रोटोकॉल (FTP),फाील अंतरण प्रोटोकॉल (एफ टी पी)
फिल्टर,फिल्टर
अंतिम स्थिती,अंतिम स्थिति
शोधणे,खोज
मर्यादित राज्य मशीन,परिमित अवस्था यंत्र
आग भिंत,फायर वॉल
फर्मवेअर,फर्मवेयर
प्रथम येणाऱ्यास प्रथम सेवा,पहले आो पहले पाो
पहिल्या पिढीचा संगणक,प्रथम पीढ़ी कंप्यूटर
फर्स्ट इन फर्स्ट आउट (FIFO),प्रथम निवेश प्रथम निर्गम (फीफो )
प्रथम ऑर्डर तर्क,प्रथम कोटि तर्क
प्रथम ऑर्डर सिद्धांत,प्रथम कोटि सिद्धांत
निश्चित विभाजन,नियत विभाजन
झेंडा,चिन्ह
लवचिक डिस्क,नम्य डिस्क
फ्लॉपी डिस्क,फ्लॉपी डिस्क
फ्लॉपी डिस्क ड्राइव्ह (Fdd),फ्लापी डिस्क चालन (एफ डी डी)
प्रवाह चार्ट,प्रवाह संचित्र
नियंत्रण प्रवाह,नियंत्रण प्रवाह
फ्लश,प्रधावन
फोल्डर,फोल्डर
फॉन्ट,फाँट
फॉन्ट कुटुंब,फाँट परिवार
परदेशी की,वाह्य कुंजी
फॉर्म,रूप
औपचारिक भाषा,प्रतीकात्मक भाषा
औपचारिक प्रणाली,प्रतीकात्मक विधि
स्वरूप,"1.फॉरमैट, 2.आरूप"
स्वरूपन,आरूपण
फोरट्रान,फोरट्रॉन
फोरट्रान प्रोग्रामिंग,"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन"
पुढे झुकणारी तिरकी रेष,अग्रतिर्यक स्लैश
चौथ्या पिढीचा संगणक,चतुर्थ पीढ़ी कंप्यूटर
तुकडा,खंड
फ्रेम,फ्रेम
मोफत नेट,"1.मुक्त नेट, 2.मुक्त जाल"
मोफत सॉफ्टवेअर फाउंडेशन,मुक्त सॉफ्टवेयर न्यास
विनामूल्य संचयन,मुक्त भंडारण
फ्रीवेअर,फ्रीवेयर
समोरचे टोक,अग्रांत
समोरची बाजू,"1.अग्र पट्टिका, 2.अग्र पैनल"
कार्य,"1.प्रकार्य,2. फलन"
फंक्शन की,प्रकार्य कुंजी
कार्य संदर्भ,प्रकार्य संदर्भ
कार्यात्मक अवलंबित्व,प्रकार्यात्मक निर्भरता
कार्यात्मक चाचणी,प्रकार्य परीक्षण
अस्पष्ट तर्क,"1.अस्पष्ट तर्क, 2.फज्जी लॉजिक"
अस्पष्ट संच,"1.अस्पष्ट समुच्चय, 2.फज्जी सेट"
मिळवणे,लब्धि
खेळाचे झाड,खेल तरू
अंतर वर्ण,अंतराल संप्रतीक
कचरा,कचरा
कचरा गोळा करणे,कचरा संग्रहण
कचरा गोळा करणे,कचरा संग्रहण
कचरा बाहेर कचरा (GIGO),कचरा अंदर कचरा बाहर (गीगो)
गेट,द्वार
प्रवेशद्वार,दवार पथ (नेटवर्क के संदर्भ में)
सामान्य कार्यक्रम,व्यापक क्रमादेश
सामान्य कार्यक्रम,व्यापक क्रमादेश
सामान्य उद्देश संगणक,व्यापक उद्देश्य कंप्यूटर
सामान्य उद्देश संगणक,व्यापकीकृत उद्देश्य कंप्यूटर
सामान्य नोंदणी,सामान्य पंजी
सामान्यीकरण,व्यापकीकरण
सामान्यीकरण,व्यापकीकरण
सामान्य हेतूची भाषा,व्यापक उद्देशीय भाषा
सामान्य उद्देश ऑपरेटिंग सिस्टम,व्यापक उद्देश्य संक्रिया प्रणाली
सामान्य-उद्देश रजिस्टर,व्यापक उद्देश्य पंजी
व्युत्पन्न त्रुटी,जनित त्रुटि
निर्मिती कार्य,जनन प्रकार्य
सामान्य वर्ग,वर्ग सामान्य
सामान्य कार्य,वर्ग प्रकार्य
सामान्य नाव,सामान्य वर्गनाम
gigo,गीगो
जागतिक,"1.सार्वत्रिक, 2.वैश्विक"
जागतिक कोड,सार्वत्रिक कूट
जागतिक लॉक,सार्वत्रिक ताला
जागतिक नेटवर्क,"1.सार्वत्रिक जालक्रम,2.सार्वत्रिक नेटवर्क"
जागतिक नेटवर्क,सार्वत्रिक जालक्रम
जागतिक वापरकर्ता,"1.विश्व प्रयोक्ता, 2.सार्व प्रयोक्ता, 3.सार्वत्रिक प्रयोगकर्ता"
जागतिक चल,सार्वत्रिक चर
जागतिकीकरण,"1.वैश्वीकरण, 2.भूमण्डलीकरण"
गोफर,गोफर (नेटवर्क में एक प्रोटोकॉल)
गोफर क्लायंट,गोफर ग्राही
गोफर सर्व्हर,"1.गोफर परिसेवक, 2.गोफर सर्वर"
गोफर साइट,गोफर स्थल
गोफर जागा,गोफर स्पेस
मोहक अध:पतन,आकर्षक निम्नीकरण
व्याकरण तपासक,व्याकरण संशोधक
व्याकरण डौलदार निर्गमन,व्याकरण आकर्षक बहिगर्मन
एकूण,"1.कुल जोड़, 2.महायोग, 3.कुल योग"
आलेख,"1.ग्राफ, 2.आलेख"
आलेख प्लॉटिंग,"1.ग्राफ अंकन, 2.आलेख अंकन"
ग्राफिक वर्ण,"1.ग्राफीय संप्रतीक, 2.आलेखीय संप्रतीक"
ग्राफिक नियंत्रक,"1.ग्राफीय नियंत्रक, 2.आलेखीय नियंत्रक"
ग्राफिक डेटा संरचना,"1.ग्राफीय आंकड़ा संरचना, 2.आलेखीय आंकड़ा संरचना"
ग्राफिक प्रदर्शन कार्यक्रम,"1.ग्राफीय प्रदर्श क्रमादेश, 2.आलेखीय प्रदर्श क्रमादेश"
ग्राफिक प्रदर्शन रिझोल्यूशन,"1.ग्राफीय प्रदर्श विभेदन, 2.आलेख प्रदर्श"
ग्राफिक भाषा,"1.ग्राफीय भाषा, 2.आलेखीय भाषा"
ग्राफिक भाषा,"1.ग्राफीय भाषा, 2.आलेखीय भाषा"
ग्राफिक पॅनेल,"1.ग्राफीय पट्टिका, 2.आलेखीय पट्टिका"
ग्राफिकल अॅनिमेशन,"1.ग्राफी एनीमेशन, 2.आलेखी एनीमेशन"
ग्राफिकल इंटरफेस स्वरूप (GIF),ग्राफी अन्तरण फारमेट (जीाईेफ)
ग्राफिकल यूजर इंटरफेस (GUI),"1.ग्राफी प्रयोक्ता इंटरफेस (जीयूाई), 2.ग्राफीय प्रयोक्ता अंतरापृष्ठ"
ग्राफिक्स,"1.आलेखी, 2.ग्राफिक्स"
ग्राफिक्स अनुप्रयोग,"1.ग्राफिक्स अनुप्रयोग, 2.आलेखीय अनुप्रयोग"
ग्राफिक्स कर्सर,"1.ग्राफिक्स कर्सर, 2.आलेखी कर्सर"
ग्राफिक्स मोड,"1.ग्राफिक्स मोड, 2.आलेखी विधा"
ग्राफिक्स पॅकेज,"1.ग्राफिक्स पैकेज, 2.आलेखी पैकेज"
ग्राफिक्स सॉफ्टवेअर,"1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर"
ग्राफिक्स सॉफ्टवेअर,"1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर"
ग्राफिक्स सॉफ्टवेअर पॅकेज,"1.ग्राफिक्स सॉफ्टवेयर पैकेज, 2.आलेखीय सॉफ्टवेयर पैकेज"
राखाडी स्केल,ग्रे स्केल
लोभी पद्धत,"1.लालची विधि, 2.ग्रीडी विधि"
grep,ग्रेप
ग्रिड,ग्रिड
ग्रिड चार्ट,ग्रिड संचित्र
ग्रिड संगणन,ग्रिड अभिकलन
ग्रिड मॉड्यूलेशन,ग्रिड मॉडुलन
जमिनीची लाट,भू-तरंग
गट,समूह
गट पत्ता,समूह पता
गट कोड,समूह कूट
गट संवाद,समूह संचार
गट संवाद,समूह संचार
गट ओळख,"1.समूह पहचान, 2.समूह अभिज्ञान"
गटाचे नाव,समूह नाम
ग्रुपवेअर,समूहवेयर
वाढ,वृद्धि
रक्षक,"1.रक्षक, 2.गार्ड"
मार्गदर्शित माध्यम,निर्देशित माध्यम
गनझिप,गनजिप
खाच,कूट विच्छेदन
हॅकर,कूट विच्छेदक
हॅकरचा शब्दकोश,कूट विच्छेदक शब्द कोश
अर्धा जोडणारा,अर्ध योजक
अर्धा पूल,अर्ध सेतु
अर्धा डुप्लेक्स,अर्ध द्वैध
अर्धा डुप्लेक्स लाइन,अर्ध द्वैध लाइन
अर्धा डुप्लेक्स मोड,अर्ध द्वैध विधा
अर्धी तीव्रता,अर्ध तीव्रता
अर्धा राउटर,अर्ध अनुमार्गक
अर्धा वजा करणारा,अर्ध व्यवकलक
अर्धा टोनिंग,अर्ध छविकरण
अर्धा शब्द,अर्ध शब्द
मिल्टोनियस सायकल,हेमिलटोनी चक्र
हॅमिंग कोड,हैमिंग कूट
हात,हस्त
हात प्रत,मुद्रित प्रति
हाताळणे,प्रहस्तन
हाताळणी,प्रहस्तन
फाशी देणे,निलंबन
आनंदी नेट,सुखद जाल
हार्ड कॉपी डिव्हाइस,हार्ड कापी युक्ति
हार्ड डिस्क,"1.हार्ड डिस्क, 2.अनम्य डिस्क"
हार्ड डिस्क क्रॅश,अनम्य डिस्क ध्वंस
कठीण त्रुटी,कठिन त्रुटि
हार्डवेअर प्रवाह नियंत्रण,हार्डवेयर प्रवाह नियंत्रण
हार्मोनिक,"1.हरात्मक, 2.हार्मोनिक"
हार्मोनिक मध्यम,"1.हरात्मक माध्य,2. हार्मानिक माध्य"
हॅश,द्रुतान्वेषण
हॅश आकृती,द्रुतान्वेषण आरेख
हॅश टेबल,द्रुतान्वेषण सारणी
हॅशिंग तंत्र,द्रुतान्वेषण तकनीक
शीर्षलेख,"1.हैडर, 2.प्रवेशिका"
ढीग,"1.पुंज , 2.ढेर"
ढीग क्रमवारी,पुंज छंटाई
मदत,सहायता
मदत स्क्रीन,सहायता स्क्रीन
हेल्पनेट,"1.हैल्पजाल, 2.सहायता संजाल"
हर्ट्झ,हर्टज (फ्रीक्वेंसी/आवृति की यूनिट)
ह्युरिस्टिक,स्वानुभावी
ह्युरिस्टिक पद्धत,स्वानुभावी विधि
हेक्साडेसिमल संख्या,षोडश आधारी संख्या
लपलेली ओळ,अप्रत्यक्ष रेखा
श्रेणीबद्ध डेटा बेस,पदानुक्रमित आँकड़आ संचय
श्रेणीबद्ध फाइल सिस्टम,पदानुक्रमित संचिका व्यवसाय
