Punjabi,English
ਉਲਟ ਸਮਰੱਥਾ,Elastance
ਈ-ਪਰਤ,E-layer
ਇਲੈਕਟ੍ਰਿਕ ਕਰੰਟ,Electric current
ਬਿਜਲੀ ਖੇਤਰ,Electric field
ਬਿਜਲੀ ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ,Electric field strength
ਬਿਜਲੀ ਕਰੰਟ ਲਾਈਨਾਂ,Electric line of force
ਬਿਜਲੀ ਸੰਭਾਵੀ,Electric potential
ਇਲੈਕਟ੍ਰਿਕਸ਼ਨ,Electric shock
ਇਲੈਕਟ੍ਰੋ-ਸੋਲਡਰ,Electric solder
ਬਿਜਲੀ ਦੀ ਲਹਿਰ,Electric wave
ਬਿਜਲੀ ਦੀ ਲੰਬਾਈ,Electrical length
ਬਿਜਲੀ ਦੀ ਸ਼ਕਤੀ,Electrical power
ਬਿਜਲੀ,Electricity
ਈ.ਸੀ.ਜੀ,Electro cardiograph (ECG)
ਇਲੈਕਟ੍ਰਿਕ ਡਾਇਨਾਮੋ ਮੀਟਰ,Electro dynamometer
ਇਲੈਕਟ੍ਰੋਡ,Electrode
ਇਲੈਕਟ੍ਰੋਡ ਮੌਜੂਦਾ,Electrode current
electroluminescence,Electroluminescence
ਇਲੈਕਟ੍ਰੋਲੂਮਿਨਸੈਂਟ ਡਿਸਪਲੇਅ,Electroluminescent display
galvanic ਅਲੱਗ-ਥਲੱਗ,Electrolysis
ਇਲੈਕਟ੍ਰੋਲਾਈਟ,Electrolyte
ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ ਕੈਪੇਸੀਟਰ,Electrolytic capacitor
ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ ਕੈਪੇਸੀਟਰ,Electrolytic capacitor
ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟ,Electromagnet
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਊਰਜਾ,Electromagnetic energy
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਇੰਡਕਸ਼ਨ,Electromagnetic induction
"ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਦਖਲ, EMI",Electromagnetic interference (EMI)
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਸਪੈਕਟ੍ਰਮ,Electromagnetic spectrum
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਵੇਵ,Electromagnetic waves
ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟਿਜ਼ਮ,Electromagnetism
ਇਲੈਕਟ੍ਰੋ ਮਕੈਨੀਕਲ ਫਿਲਟਰ,Electromechanical filter
ਇਲੈਕਟ੍ਰੋਮੀਟਰ,Electrometer
ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ,Electromotive force
ਇਲੈਕਟ੍ਰੋਨ,Electron
ਇਲੈਕਟ੍ਰੋਨ ਬੀਮ,Electron beam
ਇਲੈਕਟ੍ਰੋਨ ਚਾਰਜ,Electron charge
ਇਲੈਕਟ੍ਰੋਨ ਨਿਕਾਸੀ,Electron emission
ਇਲੈਕਟ੍ਰੋਨ ਵਹਾਅ,Electron flow
ਇਲੈਕਟ੍ਰੋਨ ਗੈਸ,Electron gas
ਇਲੈਕਟ੍ਰੋਨ ਜੰਤਰ,Electron gun
ਇਲੈਕਟ੍ਰੋਨ ਮੋਰੀ ਜੋੜਾ,Electron hole pair
ਇਲੈਕਟ੍ਰੋਨ ਮਾਈਕ੍ਰੋਸਕੋਪ,Electron microscope
ਇਲੈਕਟ੍ਰੋਨ ਔਰਬਿਟ,Electron orbit
ਇਲੈਕਟ੍ਰੋਨ ਸ਼ੈੱਲ,Electron shell
ਇਲੈਕਟ੍ਰੋਨ ਵੋਲਟ,Electron volt
ਇਲੈਕਟ੍ਰੋਨ ਵੇਵ ਟਿਊਬ,Electron wave tube
ਇਲੈਕਟ੍ਰਾਨਿਕ ਚਾਰਜ,Electronic charge
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਤਣਾਅ,Electronic data interchange (EDI)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,Electronic data processing (EDP)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੁੰਜੀ,Electronic key
ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ (ਈ-ਮੇਲ),Electronic mail (E-mail)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਪੁੰਜ,Electronic mass
ਇਲੈਕਟ੍ਰਾਨਿਕ ਸੰਖਿਆਤਮਕ,Electronic numerical
ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿਚਿੰਗ,Electronic switching
ਇਲੈਕਟ੍ਰਾਨਿਕ ਵੋਲਟਮੀਟਰ,Electronic voltmeter
ਇਲੈਕਟ੍ਰਾਨਿਕ ਤੌਰ &#39;ਤੇ ਟਿਊਨਡ ਰਿਸੀਵਰ,Electronically tuned receiver (ETR)
ਇਲੈਕਟ੍ਰੋਨਿਕਸ ਉਦਯੋਗ ਐਸੋਸੀਏਸ਼ਨ,Electronics industry association (EIA)
ਇਲੈਕਟ੍ਰੋਪਲੇਟਿੰਗ,Electroplating
ਇਲੈਕਟ੍ਰੋਸਕੋਪ,Electroscope
ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟਿਜ਼ਮ,Electrostatic deflection
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਵਹਾਅ,Electrostatic flux
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਬਚਾਅ ਕਰਨ ਵਾਲਾ,Electrostatic shield
ਤੱਤ,Element
ਅੱਪਗਰੇਡ,Elevation
ਤਰੱਕੀ ਕੋਣ,Elevation angle
ਅੰਡਾਕਾਰ ਰਿਫਲੈਕਟਰ,Ellipsodial reflector
ਅੰਡਾਕਾਰ ਫਿਲਟਰ,Elliptical filter
ਅੰਡਾਕਾਰ ਖੰਭੇ,Elliptical polarisation
ਏਮਬੈਡਡ ਸਿਸਟਮ,Embedded system
absidic ਕੋਡ,EMCDIC code
emitter,Emitter
emitter ਸਥਿਤੀ ਸੰਰਚਨਾ,Emitter bias configuration
ਐਮੀਟਰ ਬਾਈਪਾਸ ਕੈਪੇਸੀਟਰ,Emitter bypass capacitor
ਉਤਸਰਜਨ ਗੁਣ,Emitter characteristics
ਐਮੀਟਰ ਕਪਲਡ ਐਂਪਲੀਫਾਇਰ,Emitter coupled amplifier
emitter ਫੈਲਾਅ,Emitter diffusion
ਐਮੀਟਰ ਟ੍ਰੇਲਿੰਗ,Emitter follower
emitter ਰੋਧਕ,Emitter resister
emitter ਸਥਿਰ ਸਥਿਤੀ ਸੰਰਚਨਾ,Emitter stabilized bias configuration
ਐਮੀਟਰ ਬੇਸ ਜੰਕਸ਼ਨ,Emitter-base junction
"ਐਮੀਟਰ ਕਪਲਡ ਤਰਕ, ਈ.ਸੀ.ਐਲ",Emitter-coupled logic (ECL)
ਮਸ਼ੀਨੀਕਰਨ,Emulator
ਯੋਗ ਕਰੋ,Enable
encapsulation,Encapsulation
ਕੋਡਿਤਰਾ,Encoder
ਐਨਕ੍ਰਿਪਸ਼ਨ,Encryption
ਸਰਕੂਲਰ ਲਾਭ,End around carry
ਤਬਦੀਲੀ,End of conversion (EOC)
ਪ੍ਰਣਾਲੀਗਤ,End of file (EOF)
ਸਰਕੂਲਰ ਵਿਸਥਾਪਨ,End-around shift
ਲੰਬਕਾਰੀ antenna,End-fire antenna
ਲੰਬਕਾਰੀ ਐਰੇ,End-fire arrays
ਊਰਜਾ,Energy
ਊਰਜਾ ਪੱਟੀ,Energy band
ਬੈਂਡ ਗੈਪ,Energy gap
ਊਰਜਾ ਦਾ ਪੱਧਰ,Energy level
ਊਰਜਾ ਪੱਧਰ ਦਾ ਚਿੱਤਰ,Energy level diagram
ਵਿਸਤ੍ਰਿਤ ਪੁੰਜ ਨਿਰਧਾਰਨ,"Enhanced expanded memory specification
(EEMS)"
ਵਧਿਆ ਲੇਖ ਰਜਿਸਟਰਾਰ,Enhanced graphics adapter (EGA)
ਵਾਧਾ,Enhancement
ਵਿਕਾਸ ਪੈਟਰਨ,Enhancement type
ਵਧਾਇਆ Mosfet,Enhancement typeMOSFET
ਐਂਟਰੌਪੀ,Entropy
ਲਿਫ਼ਾਫ਼ਾ ਡੀਮੋਡੂਲੇਟਰ,Envelope demodulator
ਵਾਤਾਵਰਣ,Environment
"epitaxy ਵਾਧਾ, ਚੜ੍ਹਦਾ ਵਾਧਾ",Epitaxial growth
"epitracheal ਪਰਤ, ਚੜ੍ਹਦੀ ਪਰਤ",Epitaxial layer
"epitaxy, overriding",Epitaxy
epoxy-ਫਾਈਬਰ ਗਲਾਸ ਪੱਧਰ,Epoxy-fiber glass laminate
EP-ROM,EPROM
ਐਪਸੀਲੋਨ,Epsilon
ਬਰਾਬਰੀ,Equalisation
ਬਰਾਬਰੀ ਸਰਕਟ,Equalising circuit
ਸਮਾਨਤਾ,Equality
ਸਮੀਕਰਨ,Equalization
ਬਰਾਬਰੀ ਫਿਲਟਰ,Equalizer filter
ਸਮੀਕਰਨ,Equation
ਭੂਮੱਧ ਸਮਤਲ,Equatorial plane
isopotential ਲਾਈਨ,Equipotential line
ਸਮਾਨਤਾ ਵਾਲਾ ਪੰਨਾ,Equipotential surface
ਬਰਾਬਰ ਸਰਕਟ,Equivalent circuit
ਬਰਾਬਰ ਇੰਪੁੱਟ ਸ਼ੋਰ ਜਨਰੇਟਰ,Equivalent input noise generator
ਬਰਾਬਰ ਇੰਪੁੱਟ ਸ਼ੋਰ ਪ੍ਰਤੀਰੋਧ,Equivalent input noise resistance
ਬਰਾਬਰ ਆਈਸੋਟੋਪਿਕ ਰੇਡੀਏਟਿਡ ਪਾਵਰ,Equivalent isotropic radiated power (ETRP)
ਮਿਟਾਓ,Erase
ਊਰਜਾ ਦੀ ਪ੍ਰਕਿਰਿਆ,Ergodic process
ਗਲਤੀ ਕੰਟਰੋਲ ਕੋਡਿੰਗ,Error control coding
ਗਲਤੀ ਸੁਧਾਰ ਕੋਡ,Error correcting code
ਗਲਤੀ ਖੋਜ ਕੋਡ,Error detecting code
ਗਲਤੀ ਹੈਂਡਲਿੰਗ,Error handling
ਗਲਤੀ ਦਰ,Error rate
ਗਲਤੀ ਵੋਲਟੇਜ,Error voltage
ਗਲਤੀ ਐਂਪਲੀਫਾਇਰ,Error amplifier
isaki diode,ESAKI diode
ਐਚਿੰਗ,Etching
ਈਥਰਨੈੱਟ,Ethernet
ਯੂਲਰ ਦਾ ਸਿਧਾਂਤ,Euler's Theorem
ਮਾਪ ਘਟਣ ਵਾਲਾ ਮੋਡ,Evanescent mode
ਵਾਸ਼ਪੀਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ,Evaporation process
ਈ-ਵੈਕਟਰ,E-vector
ਸਮਾਨਤਾ,Even parity
ਅਪਵਾਦ ਹੈਂਡਲਿੰਗ,Exception handling
ਵਾਧੂ ਸ਼ੋਰ ਅਨੁਪਾਤ,Excess noise ratio (ENR)
ਟ੍ਰਿਪਲ ਕੋਡ,Excess-3-code
ਉਤੇਜਨਾ ਸਾਰਣੀ,Excitation table
ਈਕੋ XOR ਗੇਟ,Exclusive-OR-gate
ਐਗਜ਼ੀਕਿਊਸ਼ਨ ਸੌਫਟਵੇਅਰ,Executions software
ਐਗਜ਼ੀਕਿਊਸ਼ਨ ਚਾਲ,Executions speed
ਚੱਲਣ ਦਾ ਸਮਾਂ,Executions time
ਵਿਸ਼ੇਸ਼ ਨੌਰ ਗੇਟ,EX-NOR gate (exclusive NOR)
ਪ੍ਰਸਾਰਕ,Expander
ਘਾਤਕ ਸੜਨ,Exponential decay
ਘਾਤਕ ਡਾਇਓਡ,Exponential diode
ਐਕਸਪੋਨੈਂਸ਼ੀਅਲ ਫੁਰੀਅਰ ਸੀਰੀਜ਼,Exponential fourier series
ਘਾਤਕ ਫੰਕਸ਼ਨ,Exponential function
ਬਾਹਰੀ ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਤੀਰੋਧ,External frequency compensation
ਬਹੁਤ ਉੱਚ ਆਵਿਰਤੀ,Extremely high frequency (EHF)
ਉੱਚ ਸੰਭਾਵਨਾ,Extremely high tension (EHT)
ਬਹੁਤ ਛੋਟੀ ਬਾਰੰਬਾਰਤਾ,Extremely low frequency (ELF)
ਗੈਰ-ਸੰਚਾਲਨ ਸੈਮੀਕੰਡਕਟਰ,Extrinsic semiconductor
ਫਾਇਲ ਖੋਲੋ,F.O. (opening a file)
ਸੈਮੀਕੰਡਕਟਰ ਨਿਰਮਾਣ,Fabrication of semiconductor
fabri pero resonator,Fabry-pirot resonator
ਪੈਨਲ,Face
ਗੁਣਕ,Factor
ਕਾਰਕ ਸੰਬੰਧੀ,Factorial
ਮੰਤਰ,Fade out
ਧਿਆਨ,Fading
ਧਿਆਨ,Fading
ਫਾਹੀ ਇਕਪਾਸੜ ਪਾਰਦਰਸ਼ੀਤਾ ਮਾਪਣ ਵਾਲਾ,FAHY simplex permeability meter
ਅਸਫਲਤਾ,Failure
ਫੇਲ ਮੋਡ,Failure mode
ਅਸਫਲਤਾ ਦੀ ਦਰ,Failure rate
ਫੇਅਰ ਚਾਈਲਡ ਸੈਮੀਕੰਡਕਟਰ,Fair child semiconductors
ਪਤਝੜ ਦੀ ਮਿਆਦ,Fall time
ਪਤਿ ਕੈਲਾਡ ਕੋਰ,Falling clock edge
ਪੈਟ ਕੋਰ,Falling edge
ਢਹਿ,Fallout
ਝੂਠਾ,FALSE
ਫੋਲਡ ਪੇਪਰ,Fan fold paper
ਇੰਪੁੱਟ,Fan-in
ਜਾਰੀ ਨੰਬਰ,Fan-out
ਫਰਾਦ,Farad
ਫੈਰਾਡੇ ਪ੍ਰਭਾਵ,Faraday effect
ਫੈਰਾਡੇ ਰੋਟੇਸ਼ਨ,Faraday rotation
faraday ਸਕਰੀਨ,Faraday screen
faraday ਸਥਿਰ,Faraday's constant
ਫੈਰਾਡੇ ਦਾ ਕਾਨੂੰਨ,Faraday's law
ਪ੍ਰਤੀਕ੍ਰਿਤੀ,Facsimile
ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,Facsimile receiver
ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਸੰਚਾਰਕ,Facsimile transmitter
ਪ੍ਰਤੀਕ੍ਰਿਤੀ,Facsinite
ਨਕਲ ਸਿਗਨਲ,Facsinite signal
ਤਿੱਖੀ ਕੋਰ,Fast edge
ਤੇਜ਼ ਫੋਰੀਅਰ ਪਰਿਵਰਤਨ,Fast fourier transform
ਜਹਾਜ ਰਸੀਦ ਦਿਨਕਾਰੀ,Fast recovery rectifier
ਫਾਈਲ ਵੰਡ ਅਨੁਸੂਚੀ,FAT (file allocation table)
ਘਾਤਕ ਗਲਤੀ,Fatal error
ਮੂਲ ਫਾਇਲ,Father file
ਇੰਪੁੱਟ,Fau-in
"ਨੁਕਸ, ਨੁਕਸ",Fault
ਨੁਕਸ ਵਿਸ਼ਲੇਸ਼ਣ,Fault analysis
ਨੁਕਸ ਰੇਟਿੰਗ,Fault grading
ਨੁਕਸ ਸਥਾਨਕਕਰਨ,Fault localization
ਨੁਕਸ ਸਥਾਨਕ ਪੁਲ,Fault localizing bridge
ਫਾਲਟ ਫਿਲਟਰ ਟੌਗਲ,Fault node toggle
ਗਿਰਾਵਟ ਸਹਿਣਸ਼ੀਲਤਾ,Fault tolerance
Fano ਦਾ ਐਲਗੋਰਿਦਮ,Fauo's alogrithm
ਜਾਰੀ ਨੰਬਰ,Fau-out
ਮੁੱਦਾ ਨੰਬਰ ਰੁੱਖ,Fau-out tree
ਫੈਕਸ,Fax
ਫਾਇਲ ਸੁਮੇਲ,Fc (combining file)
F ਕਨੈਕਟਰ,F-connector
ਬਾਰੰਬਾਰਤਾ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਰ,FDM (frequency division multiplexer)
FEC ਕੋਡ,FEC code
ਫੈਡਰਲ ਸੰਚਾਰ ਕਮਿਸ਼ਨ,Federal communications commission (FCC)
ਮੁੜ ਨਿਵੇਸ਼ ਲੂਪ ਲਾਭ,Feedback loop gain
ਘਟੀਆ ਚੁੰਬਕੀ ਸਮੱਗਰੀ,Feebly magnetic material
ਇੰਪੁੱਟ,Feed
ਮੁੜ ਨਿਵੇਸ਼ ਉਪਜ,Feed back gain
ਗੁਜ਼ਾਰੇ ਦਾ ਨੁਕਸਾਨ,Feed through loss
ਮੁੜ ਨਿਵੇਸ਼,Feedback
ਮੁੜ ਨਿਵੇਸ਼ ਐਂਪਲੀਫਾਇਰ,Feedback amplifier
ਮੁੜ ਜਾਣ-ਪਛਾਣ ਵਿਗਾੜ,Feedback amplifier distortion
ਮੁੜ-ਨਿਵੇਸ਼ ਬਲਾਕ ਚਿੱਤਰ,Feedback block diagram
ਮੁੜ-ਨਿਵੇਸ਼ ਸਟ੍ਰੀਮ ਚਿੱਤਰ,Feedback current diagram
ਬਹਾਲੀ ਲੂਪ,Feedback loop
ਮੁੜ ਨਿਵੇਸ਼ ਔਸਿਲੇਟਰ,Feedback oscillator
ਮੁੜ ਨਿਵੇਸ਼ ਦੀ ਦੌੜ,Feedback racing
ਪੁਨਰਨਿਵੇਸ਼ ਵਿਸਥਾਪਨ ਰਜਿਸਟਰ,Feedback shift-register
ਮੁੜ ਨਿਵੇਸ਼ ਸਿਧਾਂਤ ਚਿੱਤਰ,Feedback theory diagram
ਮੁੜ ਜਾਣ-ਪਛਾਣ ਵੋਲਟੇਜ ਚਿੱਤਰ,Feedback voltage diagram
ਫਰਮੀ ਪੱਧਰ,Fermi level
ਫੇਰਿਕ ਇੰਡਕਟਰ,Ferric induction
ਫੇਰਾਈਟ,Ferrite
ferrite antenna,Ferrite antenna
ferrite ਬੂਟੀ,Ferrite bealt
ferrite ਸਪਿਨਰ,Ferrite circulator
ferrite ਵੱਖ ਕਰਨ ਵਾਲਾ,Ferrite isolator
ਫੇਰਾਈਟ ਲਾਈਨ ਐਕਸਟੈਂਸ਼ਨ,Ferrite line width
ਫੇਰਾਈਟ-ਕੋਰ ਟ੍ਰਾਂਸਫਾਰਮਰ,Ferrite-core transformer
ਫੇਰੋ ਕਰੋਮ ਟੇਪ,Ferro-chrome tape
ferromagnetism,Ferromagnetism
ਕਿਸਮਤ,FET
ਫੀਲਡ ਇਫੈਕਟ ਟਰਾਂਜ਼ਿਸਟਰ (FET),FET (field-effect transistor)
ਚਰਬੀ ਬੂਸਟਰ,FET amplifier
fret ਪੂਰਕ ਸਮਰੂਪਤਾ,FET complementary symmetry
ਚਰਬੀ ਘਟਾਓ ਮੋਡ,FET depletion mode
"ਕਿਸਮਤ ਦਵੈਤ ਦੁਆਰ, ਦਵੈਤ ਦਰਵਾਜ਼ਾ",FET dual gate
ਚਰਬੀ ਵਿਕਾਸ ਮੋਡ,FET enhancement mode
fret ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ,FET frequency response
ਫੈਟ ਗ੍ਰਾਫਿਕ ਵਿਸ਼ਲੇਸ਼ਣ,FET graphical analysis
ਕਿਸਮਤ ਨਿਵੇਸ਼ ਸੁਰੱਖਿਆ,FET input protection
ਚਰਬੀ ਉਲਟ,FET inverter
ਕਿਸਮਤ ਸਮਝੌਤਾ,FET junction
ਚਰਬੀ mosfet,FET MOSFET
ਚਰਬੀ ਚਾਲਕਤਾ,FET trans conductance
ਸੌਣ ਦਾ ਸਮਾਂ,Fetch time
ਫਾਇਲ ਆਯਾਤ,FI (importing a file)
ਫਾਈਬਰ,Fiber
ਫਾਈਬਰ ਕੁਨੈਕਟਰ,Fiber connector
ਫਾਈਬਰ ਵੰਡਿਆ ਡਾਟਾ ਇੰਟਰਫੇਸ,Fiber distributed data interface (FDDI)
ਫਾਈਬਰ ਗਲਾਸ,Fiber glass
ਫਾਈਬਰ ਆਪਟਿਕ ਲਿੰਕ,Fiber optic link
ਫਾਈਬਰ ਆਪਟਿਕਸ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਵਿੰਡੋ,Fiber optics propagation window
ਫਾਈਬਰ ਲਾਈਟ ਡਿਟੈਕਟਰ,Fiber photo detector
ਫਾਈਬਰ ਬੰਧਨ,Fiber splicing
ਫਿਬੋਨਾਚੀ ਨੰਬਰ,Fibonocci numbers
ਵਰਚੁਅਲ ਸ਼ੋਰ ਜਨਰੇਟਰ,Fictitious noise generator
ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲੇ ਦੀ ਵਫ਼ਾਦਾਰੀ,Fidelity of receiver
ਧੋਖਾਧੜੀ,Fidelity
ਖੇਤਰ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ,Field aiding
ਖੇਤਰ ਪ੍ਰਭਾਵ ਜੰਤਰ,Field effect device
ਖੇਤਰ ਪ੍ਰਭਾਵ ਸਵਿੱਚ,Field effect switch
ਖੇਤਰ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਟਰਾਂਜ਼ਿਸਟਰ,Field effect transistor
ਖੇਤਰ ਨਿਕਾਸ,Field emission
ਲੀਡ ਸਰੀਰ,Field forward system
ਖੇਤਰ ਦੀ ਬਾਰੰਬਾਰਤਾ,Field frequency
ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ,Field intensity
ਖੇਤਰ ਪ੍ਰੋਗਰਾਮ ਤਰਕ ਐਰੇ,Field programmable logic array (FPLA)
ਖੇਤਰ ਟੈਸਟ,Field test
ਖੇਤਰ ਰੱਦ,Fields cancelling
FIFO ਮੈਮੋਰੀ,FIFO memory
ਕੁਸ਼ਲਤਾ ਸੂਚਕਾਂਕ,Figure of merit
ਫਾਈਲ,File
ਫਾਈਲ ਫਿਲਰ,File backup
ਫਾਈਲ ਕਮਾਂਡ,File command
ਫਾਇਲ ਸਰਵਰ,File server
ਪਰਤ ਕੈਪਸੀਟਰ,Film capacitor
ਪਰਤ ਰੋਧਕ,Film type register
ਫਿਲਟਰ,Filter
ਫਿਲਟਰ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,Filter characteristic
ਫਿਲਟਰ ਸਰਕਟ,Filter circuit
ਸੰਗ੍ਰਹਿ,Filter communication data
ਫਿਲਟਰ ਡਿਜ਼ਾਈਨ,Filter design
ਸੰਚਾਰ ਡਾਟਾ,Filter link
ਫਿਲਟਰ ਵਿਧੀ,Filter method
ਫਿਲਟਰ ਪੁਨਰ ਨਿਰਮਾਣ,Filter reconstruction
ਅੰਤਮ ਅਸੈਂਬਲਿੰਗ,Final assembly
ਫਿੰਗਰ ਪ੍ਰਿੰਟ,Finger print
ਸੀਮਤ ਆਵੇਗਸ਼ੀਲ ਰਿਪੋਰਟਿੰਗ ਫਿਲਟਰ,Finite impulse response filter
ਸੀਮਿਤ ਪੈਰਾਮੀਟਰ,Finite parameters
ਸੀਮਿਤ ਰਾਜ ਮਸ਼ੀਨ,Finite state machine
ਗੋਲੀਬਾਰੀ ਕੋਣ,Firing angle
ਫਰਮਵੇਅਰ,Firmware
ਪਹਿਲਾ ਚਿੱਤਰ ਸ਼ਬਦ,First data word
ਪਹਿਲਾ ਆਰਡਰ ਪਰਾਸ਼,First order loop
ਫਿਸ਼ਰ ਲੂਪ ਟੈਸਟ,Fisher loop test
ਸਥਿਰ,Fixed
ਸਥਿਰ attenuator,Fixed attenuator
ਸਥਿਰ ਸਥਿਤੀ,Fixed bias
ਸਥਿਰ ਕੈਲਕੁਲੇਟਰ,Fixed counter
ਸਥਿਰ ਖੇਤਰ,Fixed field
ਅਸਾਈਨਮੈਂਟ ਮਸ਼ੀਨ,Fixed instruction machine
ਨਿਸ਼ਚਿਤ ਸਮਾਂ ਕੰਟਰੋਲਰ,Fixed timer
ਝੰਡਾ,Flag
flange,Flange
ਫਲੈਪ attenuator,Flap attenuator
ਚਮਕਦਾਰ,Flash
ਚਮਕ ਕਨਵਰਟਰ,Flash converter
ਗਲੋ,Flashing
ਫਲੈਟ ਫਲੋਰ ਸਕੈਨਿੰਗ,Flat bed scanning
ਫਲੈਟ ਕੋਇਲ,Flat coil
ਫਲੈਟ ਫਾਇਲ,Flat file
ਫਲੈਟ ਫਿਲਟਰ,Flat filter
ਫਲੈਟ ਪੈਕ,Flat pack
ਫਲੈਟ ਰਿਬਨ ਕੇਬਲ,Flat ribbon cable
ਫਲੈਟ ਚੋਟੀ ਦਾ ਨਮੂਨਾ,Flat-topped sampling
F-ਪਰਤ,F-layer
F-ਲੇਅਰ ਆਇਨੋਸਫੀਅਰ,F-layer ionosphere
ਫਲੇਮਿੰਗ,Fleming
ਫਲੇਮਿੰਗ ਅਤੇ ਕਲਿੰਟਨ ਡਾਇਵਰਜੈਂਸ ਵਿਧੀ,Fleming and Clinton commutator method
ਉੱਡਣਾ,Flicker
ਵਹਿਣ ਦਾ ਸ਼ੋਰ,Flicker noise
ਫਲਟਰ ਫੋਟੋਮੀਟਰ,Flicker photometer
ਫਲਿਪ ਫਲਾਪ,Flip flop
ਫਲਿੱਪ ਫਲਾਪ ਅਸਿੰਕਰੋਨਸ ਨਿਵੇਸ਼,Flip flop asynchronous input
ਫਲਿੱਪ ਫਲਾਪ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,Flip flop characteristic
ਫਲਿੱਪ ਫਲਾਪ ਕਾਲ ਸਿਗਨਲ,Flip flop clock signal
ਫਲਿੱਪ ਫਲਾਪ ਟਾਈਮਲਾਈਨ,Flip flop clocked
ਫਲਿੱਪ ਫਲਾਪ ਕੋਰ-ਟਰਿੱਗਰ ਕੀਤਾ ਗਿਆ,Flip flop edge-triggered
ਫਲਿੱਪ ਫਲਾਪ jK ਟ੍ਰਿਗਰ,Flip flop J-K triggered
ਫਲਿੱਪ ਫਲਾਪ ਕੁੰਡੀ,Flip flop latch
ਫਲਿੱਪ ਫਲਾਪ ਮਾਸਟਰ-ਸੇਵ,Flip flop master-slave
ਫਲਿੱਪ ਫਲਾਪ RS,Flip flop R-S
ਫਲਿੱਪ ਫਲਾਪ ਸਟਾਰਟਅੱਪ ਰੀਸਟਾਰਟ ਸੈੱਟ ਰੀਸੈਟ (SR),Flip flop set reset (SR)
ਫਲਿੱਪ ਫਲਾਪ ਸਮਕਾਲੀ ਨਿਵੇਸ਼,Flip flop synchronous input
ਫਲੋਟੇਸ਼ਨ ਚਾਰਜ,Float charging
ਫਲੋਟ ਗਠਨ,Floating construction
ਫਲੋਟਿੰਗ ਗੇਟ,Floating gate
ਵੰਡਣਾ,Floating input
ਅਣ-ਕੁਨੈਕਟਿਡ ਲੋਡ,Floating load
ਗੈਰ-ਸੰਬੰਧਿਤ ਸਰੋਤ,Floating supply
ਪੂਰੀ ਰੋਸ਼ਨੀ,Flood lightening
ਫਲਾਪੀ,Floppy
ਫਲਾਪੀ ਡਿਸਕ,Floppy disk
ਵਹਾਅ,Flow
ਵਹਾਅ ਚਾਰਟ,Flow chart
ਗਰੇਡੀਐਂਟ ਚਿੱਤਰ,Flow diagram
ਵਹਾਅ ਦੀ ਦਿਸ਼ਾ,Flow direction
ਵਹਾਅ ਲਾਈਨ,Flow line
ਫਲੋਮੀਟਰ,Flow meter
FLT U2 ਫਿਲਟਰ,FLT-U2 filter
ਬਹੁਵਚਨ ਡਿਕੈ ਥਿਊਰਮ,Fluctuation dissipation theorem
ਤਰਲ ਰਗੜ damping,Fluid friction damping
ਤਰਲ ਮੰਜ਼ਿਲ,Fluid level
ਫਲੋਰੋਸੈਂਸ ਪ੍ਰਭਾਵ ਟਿਊਬ,Fluorescence effect tube
ਫਲੋਰੋਸੈਂਟ,Fluorescent
