Marathi,Bengali
एकाग्रता गुणांक,ঘনত্ব সহগ
सुसंगतता गुणांक,সামঞ্জস্য সহগ
द्रवीकरण गुणांक,তরলীকরণ সহগ
सतत शोषण गुणांक,ক্রমাগত শোষণ সহগ
आकुंचन गुणांक,সংকোচন সহগ
सहसंबंध गुणांक,পারস্পরিক সম্পর্ক সহগ
कपलिंग गुणांक,কাপলিং সহগ
व्हॉल्यूम विस्ताराचे गुणांक,ভলিউম সম্প্রসারণের সহগ
शोध गुणांक,সনাক্তকরণ সহগ
विवर्तन परावर्तन गुणांक,বিবর্তন প্রতিফলন সহগ
क्रमपरिवर्तन गुणांक,স্থানান্তর সহগ
विसर्जन गुणांक,নিমজ্জন সহগ
विस्थापन गुणांक,স্থানচ্যুতি সহগ
विचलन गुणांक,অপসারণের সহগ
कर्षण गुणांक,ট্র্যাকশন সহগ
डायनॅमिक घर्षण गुणांक,গতিশীল ঘর্ষণ সহগ
कार्यक्षमता गुणांक,দক্ষতা সহগ
लवचिकता गुणांक,স্থিতিস্থাপকতা সহগ
उत्सर्जन गुणांक,নির্গমন সহগ
बाष्पीभवन गुणांक,বাষ্পীভবন সহগ
प्रसार गुणांक,ব্যাপন সহগ
विलोपन गुणांक,বিলুপ্তির সহগ
बल गुणांक,বল সহগ
घर्षण गुणांक,ঘর্ষণ গুণাঙ্ক
उष्णता चालकता गुणांक,তাপ পরিবাহিতা সহগ
उष्णता हस्तांतरण गुणांक,তাপ স্থানান্তর সহগ
हायड्रोस्टॅटिक कॉम्प्रेशन गुणांक,হাইড্রোস্ট্যাটিক কম্প্রেশন সহগ
निर्जंतुकीकरण गुणांक,বন্ধ্যাত্ব সহগ
व्यक्तिमत्व गुणांक,ব্যক্তিত্ব সহগ
नेट डायनॅमिक व्हिस्कोसिटी गुणांक,নেট ডাইনামিক সান্দ্রতা সহগ
इरोशन गुणांक,ক্ষয় সহগ
अनुदैर्ध्य विस्ताराचे गुणांक,অনুদৈর্ঘ্য প্রসারণের সহগ
वस्तुमान हस्तांतरण गुणांक,ভর স্থানান্তর সহগ
परस्पर प्रेरण गुणांक,পারস্পরিক আনয়ন সহগ
संभाव्य गुणांक,সম্ভাব্য সহগ
पुनर्संयोजन गुणांक,পুনর্মিলন সহগ
लवचिकता गुणांक,স্থিতিস্থাপকতা সহগ
प्रतिस्थापन गुणांक,প্রতিস্থাপন সহগ
दृढता गुणांक,দৃঢ়তা সহগ
रोटेशनचे गुणांक,ঘূর্ণনের সহগ
स्कॅटरिंग गुणांक,বিক্ষিপ্ত সহগ
निवडक शोषण गुणांक,নির্বাচনী শোষণ সহগ
स्वयं प्रसार गुणांक,স্ব-প্রসারণ সহগ
स्व-प्रेरण गुणांक,স্ব-আবেশ সহগ
नियमित परावर्तन गुणांक,নিয়মিত প্রতিফলন সহগ
टिकाऊपणा गुणांक,স্থায়িত্ব সহগ
प्रादेशिक विस्ताराचे गुणांक,আঞ্চলিক সম্প্রসারণের সহগ
पृष्ठभाग तणावाचे गुणांक,পৃষ্ঠ টান সহগ
उष्णता चालकता गुणांक,তাপ পরিবাহিতা সহগ
गोंधळ गुणांक,বিক্ষিপ্ততা সহগ
एकतर्फी कम्प्रेशन गुणांक,একতরফা কম্প্রেশন সহগ
भिन्नता गुणांक,ভিন্নতার সহগ
वेग गुणांक,বেগ সহগ
व्हिस्कोसिटी गुणांक,সান্দ্রতা সহগ
प्रतिबंधक शक्ती,নিয়ন্ত্রক শক্তি
दयाळूपणा,অনুগ্রহ
सिरुलिना,সিরুলিনা
संवेदनाक्षम मशीन,উপলব্ধি যন্ত্র
संलग्न करणे,সংযুক্ত করা
संबंधित व्हिडिओ,সহযোগী ভিডিও
"संलग्नता, संलग्नता","affiliation, affiliation"
सहयोगी,মিত্র
श्रेणीबद्ध डिटेक्टर,অনুক্রমিক ডিটেক্টর
संबंधित कला,সহযোগী শিল্প
संबंधित ज्ञान,প্রাসঙ্গিক জ্ঞান
समांतर आवाज,সমান্তরাল শব্দ
सुसंगत पर्जन्य,সুসঙ্গত বৃষ্টিপাত
समक्रमित पल्स रडार,সিঙ্ক্রোনাইজড পালস রাডার
संमिश्र रडार,যৌগিক রাডার
संबंधित विकिरण,সংশ্লিষ্ট বিকিরণ
allocentric संदर्भ,অ্যালোসেন্ট্রিক রেফারেন্স
"सुसंगत विखुरणे, सुसंगत विखुरणे","সুসংগত বিচ্ছুরণ, সুসঙ্গত বিচ্ছুরণ"
सुसंगत विखुरलेली लांबी,সুসংগত বিক্ষিপ্ত দৈর্ঘ্য
सुसंगत प्रणाली,সুসংগত সিস্টেম
संबंधित व्हिडिओ,সহযোগী ভিডিও
सुसंगत,সহকারী
एकसंधता,সংহতি
एकसंध बंध,সমন্বিত বন্ধন
एकसंध ऊर्जा,সমন্বিত শক্তি
इलेक्ट्रॉन जमा करणे,ইলেকট্রন জমে
एकसंध ताण,সমন্বিত চাপ
एकसंध शक्ती,সমন্বিত শক্তি
एकसंध ऊर्जा,সমন্বিত শক্তি
एकसंध शक्ती,সমন্বিত শক্তি
एकसंध गुणधर्म,সমন্বিত বৈশিষ্ট্য
संलग्न चॅनेल,অনুমোদিত চ্যানেল
हार्मोनिक ऑसिलेटर,সুরেলা অসিলেটর
कुंडली,রাশিফল
कॉइल कूलर,কুণ্ডলী কুলার
कॉइल इग्निशन सिस्टम,কয়েল ইগনিশন সিস্টেম
कॉइल हॉस्ट केबल,কুণ্ডলী উত্তোলন তারের
कॉइल नुकसान,কয়েল ক্ষতি
जन्मकुंडली तटस्थीकरण,রাশিফল নিরপেক্ষকরণ
कुंडली कमानी,কুন্ডলী কামানি
गुंडाळलेले,কুণ্ডলীকৃত
कुंजलीत कुंडली,কুঞ্জলিত কুন্ডলী
गुंडाळलेले कंडेनसर,কুণ্ডলীকৃত কনডেন্সার
"कॉइलिंग, कॉइल बिल्डिंग, कॉइलिंग","coiling, coil building, coiling"
कॉइल अक्ष,কুণ্ডলী অক্ষ
सशुल्क दूरदर्शन,প্রদত্ত টেলিভিশন
संपत,সম্পাত
समांतर सर्किट,সমান্তরাল সার্কিট
गुणोत्तर गुणांक,অনুপাত সহগ
मेट्रिक्स,মেট্রিক্স
परिणाम नुकसान,প্রভাব ক্ষতি
प्रमाण पद्धत,অনুপাত পদ্ধতি
योगायोग गती,কাকতালীয় গতি
गुणोत्तर दर,অনুপাত হার
योगायोग,কাকতালীয়
योगायोग सर्किट,কাকতালীয় সার্কিট
योगायोग मजला,কাকতালীয় মেঝে
"कोक-कांडू गॅस, कोक फर्नेस गॅस","কোক-কান্দু গ্যাস, কোক ফার্নেস গ্যাস"
थंड एअर कूलर,ঠান্ডা বায়ু কুলার
कोल्ड कॅथोड गॅस डायोड,কোল্ড ক্যাথোড গ্যাস ডায়োড
थंड कॅथोड दिवा,ঠান্ডা ক্যাথোড বাতি
थंड कॅथोड ट्यूब,ঠান্ডা ক্যাথোড টিউব
दूषित अणुभट्टी,দূষিত চুল্লি
थंड प्रकाशन,ঠান্ডা মুক্তি
कमी तापमान उत्सर्जन,নিম্ন তাপমাত্রা নির্গমন
कमी तापमान एक्झॉस्ट वाल्व,নিম্ন তাপমাত্রা নিষ্কাশন ভালভ
थंड प्रतिबाधा,ঠান্ডা প্রতিবন্ধকতা
थंड करार,ঠান্ডা চুক্তি
थंड प्रयोगशाळा,ঠান্ডা ল্যাব
सबथर्मल न्यूट्रॉन्स,সাবথার্মাল নিউট্রন
थंड ताण,ঠান্ডা প্রসার্য
"कोल्ड टेस्ट, नॉन-ऑपरेशन टेस्ट","কোল্ড টেস্ট, নন-অপারেশন টেস্ট"
जास्त काम केलेले,overworked
योग्य कर्मण,apt karman
घसारा पातळी कलेक्टर क्षमता,অবচয় স্তর সংগ্রাহক ক্ষমতা
coleopter,কোলিওপ্টার
मागे घेण्यायोग्य मास्ट,প্রত্যাহারযোগ্য মাস্তুল
नाश,ধ্বংস
चमकदार चुंबकीय क्षेत्र,চকচকে চৌম্বক ক্ষেত্র
कॉलर गोंधळलेला,কলার বিভ্রান্ত
"संपार्श्विक, शाखा, शाखा","জামানত, শাখা, শাখা"
संपार्श्विक श्रेणी,জামানত বিভাগ
"समन्वयक, समन्वयक, संग्राहक","সমন্বয়কারী, সমন্বয়কারী, সংগ্রাহক"
इलेक्ट्रोड गोळा करणे,ইলেক্ট্রোড সংগ্রহ
क्षमता गोळा करणे,সম্ভাব্য সংগ্রহ
व्यवस्थापित परिसर,পরিচালিত প্রাঙ্গনে
संकलन,সংগ্রহ
संकलन कालावधी,সংগ্রহের সময়কাল
लोकसंख्या मॉडेल,জনসংখ্যা মডেল
"वस्तुमान गती, वस्तुमान गती","ভর গতি, ভর গতি"
वस्तुमान दोलन,ভর দোলন
वस्तुमान फिरणारे विमान,ভর ঘূর্ণন সমতল
मास सेल मॉडेल,ভর সেল মডেল
"कलेक्टर, कलेक्टर, कलेक्टर","সংগ্রাহক, সংগ্রাহক, সংগ্রাহক"
कलेक्टर करंट,সংগ্রাহক বর্তমান
कलेक्टर ट्रेलिंग प्रभाव,সংগ্রাহক ট্রেলিং প্রভাব
बेस कलेक्टर अधिवेशन,বেস কালেক্টর কনভেনশন
कलेक्टर प्लेट,সংগ্রাহক প্লেট
गोळा क्षेत्र,সংগ্রহ এলাকা
"स्ट्रीमर रिंग, स्ट्रीमर वॉल, रिंग गोळा करणे","স্ট্রীমার রিং, স্ট্রীমার ওয়াল, রিং সংগ্রহ করা"
"कलेक्टर रेंज रेझिस्टन्स, कलेक्टर रेंज रेझिस्टन्स","সংগ্রাহক পরিসীমা প্রতিরোধ, সংগ্রাহক পরিসীমা প্রতিরোধ"
टर्मिनल गोळा करणे,সংগ্রহ টার্মিনাল
कलेक्टर वेळ गुणांक,সংগ্রাহক সময় সহগ
कलेक्टर बेस होल्डिंग,সংগ্রাহক বেস হোল্ডিং
कलेक्टर-बेस चालकता,সংগ্রাহক-বেস পরিবাহিতা
कलेक्टर एमिटर,সংগ্রাহক বিকিরণকারী
टक्कर करणारा कण,সংঘর্ষকারী কণা
अणु गुणधर्म,পারমাণবিক সম্পত্তি
समांतर,সমান্তরাল
"समांतर बीम, दिशाहीन बीम","সমান্তরাল মরীচি, একমুখী মরীচি"
समांतर लेन्स,সমান্তরাল লেন্স
समांतर चिन्ह,সমান্তরাল প্রতীক
समांतर आरसा,সমান্তরাল আয়না
समांतर रंध्र,সমান্তরাল স্টোমাটা
समांतर रिंग,সমান্তরাল রিং
"देखभाल, समांतरीकरण","রক্ষণাবেক্ষণ, সমান্তরালকরণ"
समांतरीकरण त्रुटी,সমান্তরাল ত্রুটি
समांतर बिंदू,সমান্তরাল বিন্দু
समांतर प्रणाली,সমান্তরাল সিস্টেম
समांतरभुज चौकोन,সমান্তরাল বৃত্ত
समरेख,সমরেখার
समरेख अॅरे,সমরেখার অ্যারে
समरेखीय आवेग,সমরেখার আবেগ
समरेखीय दुहेरी,সমরেখার দ্বৈত
संरेखन,প্রান্তিককরণ
"टक्कर, टक्कर, टक्कर","সংঘর্ষ, সংঘর্ষ, সংঘর্ষ"
प्रभाव क्षेत्र,প্রভাব এলাকা
टक्कर ट्रॅक माहिती,সংঘর্ষ ট্র্যাক তথ্য
प्रभाव क्षेत्र,প্রভাব অঞ্চল
प्रभाव ओलसर करणे,প্রভাব স্যাঁতসেঁতে
प्रभाव घनता,প্রভাব ঘনত্ব
प्रभाव व्यास,প্রভাব ব্যাস
प्रभाव कार्यक्षमता,প্রভাব দক্ষতা
concussion-stimulus,concussion-উদ্দীপক
प्रभाव वारंवारता,প্রভাব ফ্রিকোয়েন্সি
प्रभाव अंतराल,প্রভাব ব্যবধান
प्रभाव आयनीकरण,প্রভাব ionization
प्रभाव क्रमांक,প্রভাব সংখ্যা
पहिला हिट,প্রথম আঘাত
दुसऱ्या प्रकारची टक्कर,দ্বিতীয় ধরনের সংঘর্ষ
टक्कर संभाव्यता,সংঘর্ষের সম্ভাবনা
टक्कर प्रक्रिया,সংঘর্ষ প্রক্রিয়া
प्रभाव दर,প্রভাব হার
संघराज्यवाद,ফেডারেলিজম
टक्कर कालावधी,সংঘর্ষের সময়কাল
प्रभाव लाटा,প্রভাব তরঙ্গ
टक्कर voiding,সংঘর্ষের শূন্যতা
फेडरल निष्क्रियीकरण,ফেডারেল নিষ্ক্রিয়করণ
आघात उत्तेजित होणे,আঘাতের উদ্দীপনা
प्रभाव वारंवारता,প্রভাব ফ্রিকোয়েন্সি
टक्कर घटना,সংঘর্ষের ঘটনা
टक्कर हस्तांतरण,সংঘর্ষ স্থানান্তর
नॉन-कंडेन्स्ड प्लाझ्मा,নন-কনডেন্সড প্লাজমা
कोलायड इलेक्ट्रोलाइट,কলয়েড ইলেক্ট্রোলাইট
कोलाय कण,আঠালো কণা
कोलोइडल द्रावण,আঠালো সমাধান
कोलोइडल स्टेज,কোলয়েডাল পর্যায়
कोलोइडल पदार्थ,আঠালো পদার্থ
कोलोइडल निलंबन,কলয়েডাল সাসপেনশন
कोलाइडल प्रणाली,কলয়েডাল সিস্টেম
वर्ण फ्रेम,অক্ষর ফ্রেম
"रंगमापक, रंगमापक","কালারমিটার, কালারমিটার"
रंगमापक फोटोमीटर,কালারমিটার ফটোমিটার
रंग विश्लेषण,রঙ বিশ্লেষণ
कलरमेट्रिक पॉइंटर,কালারমিট্রিক পয়েন্টার
कलरमेट्रिक पद्धत,কালারমিট্রিক পদ্ধতি
रंगमापक चाचणी,কালারমিটার পরীক্ষা
वर्णक्रमानुसार,বর্ণানুক্রমিকভাবে
रंगमिती,বর্ণমিতি
वर्णनात्मकपणे,বর্ণনামূলকভাবে
रंगाधळेपण,বর্ণান্ধতা
वर्ण वेगळे करणे,চরিত্র বিচ্ছেদ
विकृतीकरण,বিবর্ণতা
वर्ण फुटणे,চরিত্র বিস্ফোরিত
चित्र प्रसारित,ছবি সম্প্রচার
वर्ण केंद्र,চরিত্র কেন্দ্র
वर्ण बदल अंतराल,চরিত্র পরিবর্তনের ব্যবধান
"वर्ण चार्ट, रंग तक्ता","অক্ষর তালিকা, রঙ চার্ট"
वर्ण मंडळ,অক্ষর বৃত্ত
वर्ण कोड,অক্ষর কোড
वर्ण संयोजन,চরিত্রের সংমিশ্রণ
वर्ण तुलनाकर्ता,চরিত্রের তুলনাকারী
वर्ण पॅकेज,অক্ষর প্যাকেজ
रंगद्रव्य,রঙ্গক
रंग कॉन्ट्रास्ट,রঙের বৈসাদৃশ্য
वर्ण नियंत्रण,চরিত্র নিয়ন্ত্রণ
रंगसंगती समन्वय,ক্রোমাটিসিটি স্থানাঙ্ক
वर्ण सुधारणा फिल्टर,অক্ষর সংশোধন ফিল্টার
वर्ण जोडी,চরিত্রের জুটি
वर्ण विकास,অস্ত্রোপচার
क्रोमॅटोग्राम,ক্রোমাটোগ্রাম
रंग भेदभाव,রঙ বৈষম্য
शब्दलेखन,বানান
रंगाची विसंगती,রঙের অসঙ্গতি
वर्ण गतिशीलता,চরিত্রের গতিবিদ্যা
कोर विकृती,মূল বিকৃতি
वर्ण प्रभाव,চরিত্রের প্রভাব
वर्ण समीकरण,চরিত্র সমীকরণ
रंगद्रव्य,পিগমেন্টেশন
वर्ण हटवणे,অক্ষর মুছে ফেলা
"रंग स्थिरता, रंग दृढता","রঙের স্থায়িত্ব, রঙের দৃঢ়তা"
रंग थकवा,রঙের ক্লান্তি
क्रोमॅटोग्राफी,ক্রোমাটোগ্রাফি
रंगीत चित्रपट,রঙিন ফিল্ম
वर्ण फिल्टर,অক্ষর ফিল্টার
वर्ण फिल्टर मंडळ,অক্ষর ফিল্টার বৃত্ত
वर्ण स्थिरीकरण,চরিত্রের স্থিতিশীলতা
वर्ण फडफडणे,চরিত্র ফ্লাটার
वर्ण फ्रेम,অক্ষর ফ্রেম
कोर रंजन,কোর রঞ্জন
"वर्ण दिग्दर्शक, रंग मार्गदर्शक","চরিত্র পরিচালক, রঙ নির্দেশিকা"
वर्ण साधर्म्य,চরিত্রের সাদৃশ্য
वर्ण ओळख चाचणी,চরিত্র সনাক্তকরণ পরীক্ষা
"रंगद्रव्य, रंगद्रव्य","পিগমেন্ট, পিগমেন্ট"
वर्ण क्रूरता,চরিত্রের হিংস্রতা
क्रोमॅटिकिटी सर्किट,ক্রোমাটিসিটি সার্কিট
"कॅरेक्टर किनेस्कोप, कॅरेक्टर पिक्चर ट्यूब","ক্যারেক্টার কাইনস্কোপ, ক্যারেক্টার পিকচার টিউব"
रंग पातळी,রঙ স্তর
वर्ण व्यवस्थापक,চরিত্র ব্যবস্থাপক
रंगसंगती संबंध,বর্ণের সম্পর্ক
रंगसंगती आकृती,ক্রোমাটিসিটি ডায়াগ্রাম
क्रोनोमीटर,ক্রোনোমিটার
"रंग जुळणे, रंग जुळणे","রঙের মিল, রঙের মিল"
"रंग पद्धत, वर्ण पद्धत","রঙ পদ্ধতি, চরিত্র পদ্ধতি"
वर्ण अप-रोपण,চরিত্র আপ ইমপ্লান্টেশন
वर्ण मिश्रण,চরিত্রের মিশ্রণ
रंग नमुना,রঙের প্যাটার্ন
वर्णावगम (वर्णा-अवगम),Varnavagam (বর্ণ-অবগাম)
अक्षरे बदलणे,সিলেবল শিফট
रंगीत छायाचित्रण,রঙিন ফটোগ্রাফি
चित्र फलक,ছবি বোর্ড
रंग प्लेट,রঙের প্লেট
वर्ण संभाव्यता,চরিত্রের সম্ভাবনা
रंगीत प्रिंट,রঙ মুদ্রণ
"अक्षर मुद्रण, वर्ण मुद्रण","অক্ষর মুদ্রণ, অক্ষর মুদ্রণ"
वर्ण शोधक,চরিত্র আবিষ্কারক
वर्ण गुणोत्तर,অক্ষর অনুপাত
वर्ण प्रतिक्रिया,চরিত্রের প্রতিক্রিয়া
वर्ण आरोप,চরিত্র অনুযোগ
रंग प्रतिरोधक,রঙ প্রতিরোধী
वर्ण नमुना दर,অক্ষর নমুনা হার
वर्ण नमुना क्रम,অক্ষর নমুনা ক্রম
तापमान वर्ण स्केल,তাপমাত্রা অক্ষর স্কেল
वर्ण नियोजन,চরিত্র পরিকল্পনা
वर्ण वरक आरसा,বর্ণ ভারাক আয়না
वर्ण संवेदना,চরিত্র সংবেদন
वर्ण संवेदनशील स्तर,অক্ষর সংবেদনশীল স্তর
वर्ण संवेदनशीलता,চরিত্রের সংবেদনশীলতা
रंग वेगळे करणे,রঙ বিচ্ছেদ
रंग वेगळे पत्रक,রঙ বিচ্ছেদ শীট
वर्ण जागा,চরিত্রের স্থান
वर्ण स्टॅबिलायझर,চরিত্র স্ট্যাবিলাইজার
रंग स्थिरता,রঙের স্থায়িত্ব
रंग उत्तेजक कार्य,রঙ উদ্দীপক ফাংশন
वर्ण उत्तेजक तपशील,চরিত্র উদ্দীপক স্পেসিফিকেশন
"रंग प्रबळ, रंग प्रबळ","রঙ প্রভাবশালী, রঙ প্রভাবশালী"
वर्ण आरोप,চরিত্র অনুযোগ
वर्ण निलंबन,চরিত্র সাসপেনশন
वर्ण समक्रमण सिग्नल,অক্ষর সিঙ্ক সংকেত
त्रिवर्ण प्रणाली,ত্রিবর্ণ ব্যবস্থা
रंगीत दूरदर्शन,রঙিন টেলিভিশন
रंगीत टेलिव्हिजन ट्रान्समीटर,রঙিন টেলিভিশন ট্রান্সমিটার
"रंग तापमान, रंग तापमान","রঙের তাপমাত্রা, রঙের তাপমাত্রা"
"वर्ण प्रतिमा, रंग टोन","চরিত্রের ছবি, রঙের টোন"
"रंग ट्रेस, रंग ट्रेस","রঙ ট্রেস, রঙ ট্রেস"
"कॅरेक्टर ट्रान्समिशन, कॅरेक्टर ट्रान्समिशन","অক্ষর সংক্রমণ, চরিত্র সংক্রমণ"
रंगीत पारदर्शक,রঙিন স্বচ্ছ
वर्ण त्रिकूट,চরিত্র ত্রয়ী
"रंग त्रिकोण, रंग त्रिकोण","রঙ ত্রিভুজ, রঙ ত্রিভুজ"
रंगीत नळी,রঙ টিউব
वर्ण दृष्टी,চরিত্রের দৃষ্টি
वर्ण मंडळ,অক্ষর বৃত্ত
रंगीत क्रिस्टल्स,রঙিন স্ফটিক
स्टेन्ड ग्लास,দাগযুক্ত কাচ
"रंग घटक, रंग घटक","রঙ ফ্যাক্টর, রঙ ফ্যাক্টর"
रंगहीन,বর্ণহীন
"स्तंभ, स्तंभ","কলাম, কলাম"
स्तंभ वर्ण लेखन,কলাম চরিত্র লেখা
स्तंभ,স্তম্ভ
स्तंभ आयनीकरण,কলাম ionization
"स्वल्पविराम, टफ्ट, शेपटी, विचारा","কমা, টুফ্ট, লেজ, জিজ্ঞাসা করুন"
स्वल्पविराम लोब,কমা লোব
"कंघी अँटेना, समांतर अँटेना","চিরুনি অ্যান্টেনা, সমান্তরাল অ্যান্টেনা"
"कंघी फिल्टर, समांतर फिल्टर","চিরুনি ফিল্টার, সমান্তরাল ফিল্টার"
लष्करी ऑपरेशनल नेट,সামরিক অপারেশনাল নেট
"संयोजन, संयोजन, जमा","combination, combination, accumulation"
संमिश्र रंग,যৌগিক রঙ
संयोजन त्रुटी,সমন্বয় ত্রুটি
कनेक्शन अंतराल,সংযোগ ব্যবধান
"कॉम्बिनेशन लाइन, टर्म कॉम्बिनेशन लाइन","কম্বিনেশন লাইন, টার্ম কম্বিনেশন লাইন"
संमिश्र मायक्रोफोन,যৌগিক মাইক্রোফোন
एकत्रित हालचाल,সম্মিলিত গতি
कनेक्टिंग प्लेट,সংযোগকারী প্লেট
वाक्प्रचार,শব্দগুচ্ছ
एकत्रित रेयॉन सूत्र,মিলিত রেয়ন সূত্র
एकत्रित प्रतिक्रिया,সম্মিলিত প্রতিক্রিয়া
जमा विखुरणे,সঞ্চয় বিক্ষিপ্তকরণ
संमिश्र स्वर,যৌগিক স্বরবর্ণ
संमिश्र टवील,যৌগিক টুইল
संमिश्र स्वर,যৌগিক স্বরবর্ণ
समुदाय अँटेना,সম্প্রদায় অ্যান্টেনা
सामान्य फील्ड तंत्रज्ञान,সাধারণ ক্ষেত্র প্রযুক্তি
दहन-प्रोपल्शन इंजिन,দহন-প্রপালশন ইঞ্জিন
संयुक्त प्रणाली,যৌথ সিস্টেম
संयोग,সংযোগ
मिक्सर सर्किट,মিক্সার সার্কিট
दायित्व,দায়
दायित्व,দায়
दहन-प्रोपल्शन इंजिन,দহন-প্রপালশন ইঞ্জিন
ज्वलन उपकरणे,জ্বলন সরঞ্জাম
ज्वलन बॉम्ब,জ্বলন বোমা
दहन कक्ष,দহনকক্ষ
ज्वलन तापमान,জ্বলন তাপমাত্রা
ज्वलन ट्यूब,দহন নল
ज्वलन प्रणाली,দহন সিস্টেম
वचनबद्ध,কমিট
कोलोनेट,colognet
आज्ञा,আদেশ
कमांड सिग्नल,কমান্ড সংকেত
विनाश आदेश सिग्नल,ধ্বংস কমান্ড সংকেত
कमांड लाइन,কমান্ড লাইন
कमांड सिस्टम,কমান্ড সিস্টেম
आदेश विचलन मर्यादा,কমান্ড বিচ্যুতি সীমা
कमांड सेट,কমান্ড সেট
केशरचना,হেয়ারস্টাইল
व्यावसायिक फेराइट,বাণিজ্যিক ফেরাইট
व्यावसायिक दूरदर्शन,বাণিজ্যিক টেলিভিশন
ट्रेडिंग कार्यक्रम,ট্রেডিং প্রোগ্রাম
"सामान्य, सामान्य, सामान्य, सामान्य, सामान्य","সাধারণ, সাধারণ, সাধারণ, সাধারণ, সাধারণ"
समुदाय अँटेना,সম্প্রদায় অ্যান্টেনা
"कॉमन बेस, कॉमन बेस","সাধারণ ভিত্তি, সাধারণ ভিত্তি"
नाळ,আম্বিলিক্যাল কর্ড
सामान्य कलेक्टर,সাধারণ সংগ্রাহক
सामान्य कलेक्टर सर्किट,সাধারণ সংগ্রাহক সার্কিট
सामान्य उत्सर्जक,সাধারণ বিকিরণকারী
सामान्य एमिटर सर्किट,সাধারণ ইমিটার সার্কিট
सामान्य फील्ड तंत्रज्ञान,সাধারণ ক্ষেত্র প্রযুক্তি
"सामान्य प्रतिबाधा, सामान्य प्रतिबाधा","সাধারণ প্রতিবন্ধকতা, সাধারণ প্রতিবন্ধকতা"
बेरीज आयन प्रभाव,যোগফল আয়ন প্রভাব
सामान्य मोड रिझोल्यूशन प्रमाण,সাধারণ মোড রেজোলিউশন অনুপাত
सामान्य मोड सिग्नल,সাধারণ মোড সংকেত
"सामान्य एकाधिक, सामान्य","সাধারণ একাধিক, সাধারণ"
सामान्य क्रिस्टल,স্বাভাবিক স্ফটিক
सामान्य परिष्करण,সাধারণ পরিমার্জন
सामुहिक साठा,সাধারণ স্টক
सामान्य सममिती,সাধারণ প্রতিসাম্য
सामान्य सममिती घटक,সাধারণ প্রতিসাম্য উপাদান
सामान्य स्थिती,সাধারণ অবস্থান
सामान्य मोड रिझोल्यूशन,সাধারণ মোড রেজোলিউশন
संसर्गजन्य अवस्था,সংক্রামক রাষ্ট্র
कम्युनिकेशन्स,যোগাযোগ
संप्रेषण चॅनेल,যোগাযোগ মাধ্যম
संप्रेषण त्रुटी,যোগাযোগে ত্রুটি
संप्रेषण अभियांत्रिकी,যোগাযোগ প্রকৌশল
संप्रेषण नकाशा,যোগাযোগ মানচিত্র
ऊर्जा प्रेषण,শক্তি সংক্রমণ
सिग्नल रिसीव्हर,সংকেত রিসিভার
संप्रेषण उपग्रह,যোগাযোগ স্যাটেলাইট
संप्रेषण प्रणाली,যোগাযোগ ব্যবস্থা
समुदाय अँटेना,সম্প্রদায় অ্যান্টেনা
"वायर टेलिव्हिजन, कम्युनिटी टेलिव्हिजन","টেলিগ্রাফ টেলিভিশন, কমিউনিটি টেলিভিশন"
वळवणे,অন্যদিকে চালিত করতে
कनवर्टर कॅपेसिटर,রূপান্তরকারী ক্যাপাসিটর
डायव्हर्जन झोन,ডাইভারশন জোন
उलट ध्रुव,বিপরীত মেরু
प्रतिगामी प्रतिक्रिया,বিপরীতমুখী প্রতিক্রিয়া
"विक्षेपण, डेटा बदल, क्रमपरिवर्तन","বিচ্যুতি, তথ্য পরিবর্তন, স্থানান্তর"
रूपांतर गुणांक,রূপান্তর সহগ
बदली क्षेत्र,পরিবর্তনশীল ক্ষেত্র
"कम्युटेटर, कम्युटेटर, कम्युटेटर","কমিউটেটর, কম্যুটেটর, কম্যুটেটর"
परस्पर स्विच,পারস্পরিক সুইচ
कोमोल,কোমল
मिश्र स्वर,মিশ্র স্বন
कॉम्पॅक्ट्रॉन,কমপ্যাক্ট্রন
कॉम्प्रेशन ट्रान्समिशन,কম্প্রেশন ট্রান্সমিশন
कंप्रेसर,কম্প্রেসার
"तुलना करणारा, तुलना करणारा","comparator, comparator"
तुलनात्मक सर्किट,তুলনাকারী সার্কিট
तुलना पद्धत,তুলনা পদ্ধতি
तुलना पद्धत,তুলনা পদ্ধতি
तुलनात्मक अँटेना,তুলনামূলক অ্যান্টেনা
तुलना पूल,তুলনা সেতু
तुलना युनिट,তুলনা ইউনিট
वारंवारतांची तुलना,ফ্রিকোয়েন্সি তুলনা
तुलनात्मक स्पेक्ट्रोस्कोप,তুলনামূলক স্পেকট্রোস্কোপ
स्पेक्ट्रमची तुलना करा,স্পেকট্রাম তুলনা করুন
तुलना तारे,তুলনা তারা
तुलना चाचणी,তুলনা পরীক্ষা
"होकायंत्र, होकायंत्र, होकायंत्र","কম্পাস, কম্পাস, কম্পাস"
कंपास कार्ड,কম্পাস কার্ড
कंपास डायल,কম্পাস ডায়াল
सूचक त्रुटी,নির্দেশক ত্রুটি
"होकायंत्र उत्तर-कोन, होकायंत्र अभिमुखता","কম্পাস উত্তর-কোণ, কম্পাস অভিযোজন"
"डिकलिस्टी, कुतुबनुमाची सुई","দিকলিস্তি, কুতুবনুমার সুই"
"सुसंगतता, सुसंगतता, सुसंगतता, सुसंगतता","সামঞ্জস্য, সামঞ্জস্য, সামঞ্জস্য, সামঞ্জস্য"
