Marathi,English
Uncoursed स्क्वेअर मलबे दगडी बांधकाम,Uncoursed squared rubble masonry
अंडरक्रॉफ्ट,Undercroft
अपूर्ण सच्छिद्रता,Unfilled porosity
एकसमान प्रवाह,Uniform flow
युनिट फ्रेम प्रकार मचान,Unit frame type scaffold
अनुत्पादक काम,Unproductive work
असंतृप्त माती,Unsaturated soil
अस्थिर प्रवाह,Unsteady flow
वरची प्लास्टिक मर्यादा,Upper plastic limit
दरी गटर,Valley gutter
तिजोरी,Vault
व्हेटेरिअम,Vetarium
वायुवीजन,Ventilation
व्हेंटिलेटर,Ventilator
वरमदाह,Veramdah
वेस्टिब्युल,Vestibule
व्हिला,Villa
