Odiya,English
ଏକାଦଶ ବର୍ଷର ଅତ୍ୟାଚାର |,Eleven Years' Tyranny
ଏଲିସା (= ଏଲିସି),Elysae (=Elysee)
ଏନକ୍ଲୋଜର ଆନ୍ଦୋଳନ |,Enclosure Movement
ଏନସାଇକ୍ଲିକ୍ |,Encyclical
ଏନସାଇକ୍ଲୋପେଡିଷ୍ଟ ଆନ୍ଦୋଳନ |,Encyclopaedist movement
ଏଣ୍ଟେଣ୍ଟେ |,Entente
ଏଣ୍ଟେଣ୍ଟେ କର୍ଡିଆଲ୍ |,Entente cordiale
ଏଣ୍ଟ୍ରୋନ୍ |,Enthrone
ଭ୍ରମଣ,Entourage
ଏଫୋଡ୍,Ephod
ଇଫୋର |,Ephor
ଏପିକ୍ ବୟସ |,Epic age
ଏପିକ୍ ହିରୋ |,Epic hero
ଏପିଗ୍ରାଫ୍ |,Epigraph
Episcopacy,Episcopacy
Episcopate |,Episcopate
ଏପିସୋଡ୍,Episode
ଯୁଗ,Epoch
ଯୁଗ ତିଆରି ଇଭେଣ୍ଟ |,Epoch-making event
ଯୁଗ ସୃଷ୍ଟି କରୁଥିବା ବ୍ୟକ୍ତି |,Epoch-making man
ଉପନାମ,Eponym
ସମୀକରଣ,Equerry
ସମୀକରଣ,Equerry
ଅଶ୍ୱିନୀ ମୂର୍ତ୍ତି |,Equestrian statue
ଯୁଗ,Era
ଏରଗାଷ୍ଟୁଲମ୍ |,Ergastulum
ଇଉକାରିଷ୍ଟ |,Eucharist
ସୁସମାଚାର,Evangelicalism
ସୁସମାଚାର ଆନ୍ଦୋଳନ |,Evangelical movement
ସୁସମାଚାର ପ୍ରଚାରକ |,Evangelist
Exarch,Exarch
Exilarch,Exilarch
ଫାଲାଙ୍ଗିଷ୍ଟ |,Falangist
ପିତା ଭୂମି |,Father land
ପିତା ଭୂମି |,Father land
ଫେରିଆ |,Feriae
ଫେଟିଶ୍ |,Fetish
ସାମାଜିକ ହୋଲ୍ଡିଂ |,Feudal holdings
ସାମ୍ରାଜ୍ୟବାଦ (= ସାମ୍ରାଜ୍ୟ ପ୍ରଣାଳୀ),Feudalism (=feudal system)
ସାମ୍ରାଜ୍ୟ ବ୍ୟବସ୍ଥା |,Feudal system
ବିବାଦୀୟ |,Feudatory
ଫିଡେ ଡିଫେନ୍ସର୍ (= ବିଶ୍ୱାସର ଡିଫେଣ୍ଡର),Fidei defensor (=Defender of the Faith)
ଫିଫ୍ |,Fief
ଫିଲ୍ଡ ସିଷ୍ଟମ୍ |,Field system
ପ te ୍ଚଦଶ କର |,Fifteenth tax
ଚିତ୍ର ମୁଣ୍ଡ,Figure head
ଫିନ୍ ଡି ସାଇକେଲ୍ |,Fin de siecle
ଅଗ୍ନି ଭୋଜନକାରୀ |,Fire eater
ପାଞ୍ଚ ମାଇଲ୍ ଆକ୍ଟ |,Five Mile Act
ପତାକା,Flag
ଫ୍ଲେମେନ୍ ଡାଏଲିସ୍ |,Flamen Dialis
ଫ୍ଲେମେନ ମାର୍ଟିଆଲିସ୍ |,Flamen Martialis
ଜ୍ୱଳନ୍ତ ମଶାଲ |,Flaming torch
ଫାଙ୍କା,Flank
ଫ୍ଲାଙ୍କିଙ୍ଗ୍ ଗତି,Flanking movement
ସମୃଦ୍ଧ ସଭ୍ୟତା |,Flourishing civilization
ଫ୍ଲୁଭିଆଲିଷ୍ଟିକ୍ ବିଶ୍ୱାସ |,Fluvialistic belief
ଲୋକ ଭଗବାନ |,Folk god
ଲୋକ ଦେବୀ,Folk goddess
ଲୋକ ସ୍ମୃତି,Folk memory
ଲୋକ ପୁରାଣ (= ଲୋକନୃତ୍ୟ),Folk myth (=folklore)
ଚୋରାଚାଲାଣ |,Foraging
ଅଗ୍ରଗାମୀ |,Foray
ଅଗ୍ରଗାମୀ |,Forebear
ପୂର୍ବଜ,Forefather
ଅଗ୍ରଗାମୀ |,Forerunner
ଭରସା,Forlorn hope
ଗଠନମୂଳକ ପର୍ଯ୍ୟାୟ |,Formative stage
ଦୁର୍ଗ,Fort
ଦୁର୍ଗ,Fortification
ଦୁର୍ଗ ସହର,Fortified town
ଦୁର୍ଗ,Fortress
ଫର୍ଚୁନା,Fortuna
ଫୋରମ୍ ରୋମାନମ୍ |,Forum Romanum
ଫ୍ରାନ୍ସିସ୍କାନ୍ |,Franciscan
ଫ୍ରାଙ୍କଲିନ୍ |,Franklin
ଭ୍ରାତୃ ଯୁଦ୍ଧ |,Fratricidal war
ମୁକ୍ତ ଚର୍ଚ୍ଚ,Free Church
ମୁକ୍ତଧାରୀ,Freeholder
ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |,Freelance soldier
ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |,Freelance soldier
ଫ୍ରିମାନ୍,Freeman
ଫ୍ରିମାନ୍,Freeman
ଫ୍ରିପାସ୍ |,Freepass
ଫରାସୀ ବିପ୍ଳବ |,French Revolution
ଫ୍ରିୟାର୍ |,Friar
ଫ୍ରାସିଆନ୍ ଭିକାରୀ,Friasian mercenaries
ସୀମାନ୍ତ ମଣିଷ |,Frontier'a man
ଗାଲେନ୍ |,Galleon
ଗାଲିକାନ୍ (= ଗାଲିକାନିଷ୍ଟ),Gallican (=Gallicanist)
ଗାଲିକାନିଜିମ୍ |,Gallicanism
ଗ୍ୟାରିସନ୍ |,Garrison
ଗଲ୍ |,Gaul
ଗାଣ୍ଟଲେଟ୍ |,Gauntlet
ଗାଣ୍ଟଲେଟ୍ |,Gauntlet
ଗେଜେବୋ |,Gazebo
ଗେଜେବୋ |,Gazebo
ଗେଜେବୋ |,Gazebo
ବଂଶାନୁକ୍ରମିକ ଇତିହାସ |,Genealogical history
ବଂଶାନୁକ୍ରମିକ ରେକର୍ଡ |,Genealogical record
ବଂଶାନୁକ୍ରମିକ ସାରଣୀ |,Genealogical table
ବଂଶାନୁକ୍ରମିକ ବୃକ୍ଷ |,Genealogical tree
ବଂଶାନୁକ୍ରମିକ,Genealogy
ବଂଶାନୁକ୍ରମିକ,Genealogy
ପି Generation ଼ି,Generation
ଜାତିସଂଘ,Genocide
ଅଣଯିହୂଦୀ,Gentile
ଅଣଯିହୂଦୀ,Gentile
ଅଣଯିହୂଦୀ,Gentile
ଅଣଯିହୂଦୀ,Gentile
ଘେଟୋ |,Ghetto
ଘେଟୋ |,Ghetto
ଗିବ୍ବେଟ୍ |,Gibbet
ଗିଲ୍ଡ (= ଗିଲ୍ଡ),Gild (=guild)
ଗ୍ଲାଡିଏଟର |,Gladiater
ଗ or ରବମୟ ବିପ୍ଳବ |,Glorious Revolution
ସୁବର୍ଣ୍ଣ ହୋର୍ଡ଼ |,Golden Horde
ଗ୍ରାଣ୍ଡ୍ ଆଲାଏନ୍ସ |,Grand Alliance
ଗ୍ରାଣ୍ଡି,Grandee
ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |,Grand Signor
ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |,Grand Signor
ମହାନ ଗୃହଯୁଦ୍ଧ |,Great Civil War
ମହାନ ବିଦାୟ (ବୁଦ୍ଧଙ୍କ),Great Departure (of Buddha)
ଗ୍ରେଟର ଭାରତ |,Greater India
ମହାନ ହେଲାସ୍ |,Great Hellas
ମହାନ ହୋର୍ଡ,Great Horde
ମହାନ ତ୍ୟାଗ (= ମହାନ ବିଦାୟ),Great Renunciation (=great departure)
ମହାନ ସିଲ୍ |,Great Seal
ଗ୍ରେଟ୍ ଟ୍ରାକ୍ |,Great Trak
ମହାନ ଯାନ,Great Vehicle
ଚାଇନାର ଗ୍ରେଟ୍ ୱାଲ୍ |,Great Wall of China
ଗ୍ରୀଭ୍ |,Greave
ରାକ୍ଷୀ-ଚାମ୍ବର |,Guard-chamber
ରାକ୍ଷୀ-ଚାମ୍ବର |,Guard-chamber
ରାକ୍ଷୀ-ଚାମ୍ବର |,Guard-chamber
ଗୁପ୍ତା,Guptas
ହାଗିଓଗ୍ରାଫି |,Hagiography
ହାଗିଓଗ୍ରାଫି |,Hagiography
ହାଜିଓଲୋଜି |,Hagiology
ହାଜିଓଲୋଜି |,Hagiology
ବ୍ୟକ୍ତିଗତ ଦର୍ଶକଙ୍କ ହଲ୍ |,Hall of private audience
ଜନ ଦର୍ଶକଙ୍କ ହଲ୍ |,Hall of public audience
ହ୍ୟାଚ୍,Hatchment
ହେଥେନ୍ |,Heathen
ହେଥେନ୍ |,Heathen
ହେଥେନିଜିମ୍ |,Heathenism
ହେଗିରା (ହେଜେରା),Hegira (Hejera)
ହେଲେନିଜିମ୍ |,Hellenism
ହେଲଟ୍ |,Helot
ହେରାଲ୍ଡ୍ରି |,Heraldry
ହେରିଟେଜ୍,Heritage
ହାଇରୋଗଲିଫିକ୍ ର line ଖ୍ୟ ବର୍ଣ୍ଣଗୁଡିକ |,Hieroglyphic linear characters
ହାଇରୋଗଲିଫିକ୍ ସ୍କ୍ରିପ୍ଟ |,Hieroglyphic script
ହାଇ ଚର୍ଚ୍ଚ,High Church
ହାଇ ଲ୍ୟାଣ୍ଡର୍ |,High Lander
ହିନ୍ଦୁ ଧର୍ମ,Hinduism
Histor ତିହାସିକ,Historian
Histor ତିହାସିକ,Historian
Histor ତିହାସିକ ବସ୍ତୁବାଦ |,Historical materialism
Histor ତିହାସିକ ଯୁଗ |,Historic era
Histor ତିହାସିକ ସୀମା,Historic frontier
ଇତିହାସକାର,Historiographer
ଇତିହାସକାର,Historiographer
ଇତିହାସ ଲିପି,Historiography
ଇତିହାସ ଲିପି,Historiography
ଇତିହାସ,History
ହିତ୍ତୀୟ ସାମ୍ରାଜ୍ୟ |,Hittite empire
ପବିତ୍ର ମିଳିତ ମଞ୍ଚ,Holy Alliance
ପବିତ୍ର ସହର,Holy city
ପବିତ୍ର ସହର,Holy city
ପବିତ୍ର ଭୂମି,Holy land
ପବିତ୍ର ଭୂମି,Holy land
ହୋଲି ଲିଗ୍ |,Holy League
ହୋଲି ଲିଗ୍ |,Holy League
ପବିତ୍ର ରୋମାନ୍ ସାମ୍ରାଜ୍ୟ (= ସାମ୍ରାଜ୍ୟ),Holy Roman Empire (=The Empire)
ପବିତ୍ର ସମୁଦ୍ର |,Holy Sea
ପବିତ୍ର ସମୁଦ୍ର |,Holy Sea
ପବିତ୍ର ଯୁଦ୍ଧ,Holy war
ପବିତ୍ର ଯୁଦ୍ଧ,Holy war
ଗୃହ ସରକାର,Home Government
ହୋମ ଗାର୍ଡ |,Home Guard
ମାତୃଭୂମି |,Homeland
ଗୃହ ନିୟମ |,Home rule
ଗୃହ ନିୟମ,Home Rule
ହୋର୍ଡେ |,Horde
ହୋର୍ଡେ |,Horde
ଶତ୍ରୁ ଦେଶ |,Hostile country
ଶତ୍ରୁ ଭୂମି |,Hostile land
ଗରମ ଅନୁସରଣ,hot pursuit
ଘର,House
ଘର,House
ହାଉସ୍ ଅଫ୍ କମନ୍ସ,House of Commons
ହାଉସ୍ ଅଫ୍ ଲର୍ଡସ୍ |,House of Lords
ଲୋକସଭା,House of Representatives
ହୁଗୁଏନଟ୍ସ |,Huguenots
ମାନବବାଦ |,Humanism
ମାନବବାଦୀ |,Humanist
ଶହ ଶହ ୟେସର ଯୁଦ୍ଧ |,Hundred Yesrs' War
ହଙ୍କର୍ |,Hunker
ଇବାଦତ ଖାନା (ପୂଜା ଘର),Ibadat Khana (House of Worship)
ଆଇକନୋକ୍ଲାଷ୍ଟ |,Iconoclast
ପ୍ରତିମା,Idolater
ଇଲାହି ଯୁଗ |,Ilahi era
ବେଆଇନ ଯୁଦ୍ଧ |,Illegal war
ଆଲୋକିତ ପାଣ୍ଡୁଲିପି,Illuminated manuscript
ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |,Illustrated manuscript
ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |,Illustrated manuscript
ଇମାମ (ଇମ୍ମାମ୍),Imam (Immaum)
ଇମାମେଟ୍ |,Imamate
ଇମାମେଟ୍ |,Imamate
ଇମମ୍ବର,Imambarah
ସାମ୍ରାଜ୍ୟ,Imperial
ସାମ୍ରାଜ୍ୟ ସହର |,Imperial city
ସାମ୍ରାଜ୍ୟବାଦ |,Imperialism
ସାମ୍ରାଜ୍ୟ ପସନ୍ଦ |,Imperial preference
ଅପ୍ରାକୃତିକ |,Impolicy
ଇମ୍ପୋଷ୍ଟର୍ |,Impostor
କାରାଗାର,Imprisonment
କାରାଗାର,Imprisonment
ଆକ୍ରମଣ,Incursion
ଅନୁପ୍ରବେଶକାରୀ |,Incursionist
ସ୍ୱାଧୀନତା,Independence
ସ୍ବାଧୀନତା ଦିବସ,Independence day
ସ୍ୱାଧୀନତା ହଲ୍,Independence Hall
ଭାରତୀୟ ଆମେରିଆନ୍ (= ରେଡ୍ ଇଣ୍ଡିଆନ୍ = ଆମେରିକୀୟ ଭାରତୀୟ),Indian Amerian (=Red Indian=American Indian)
ଇଣ୍ଡିଆନ୍ ହୋମ୍ ନିୟମ ଲିଗ୍ |,Indian Home Rule League
ଶିଳ୍ପ ବିପ୍ଳବ |,Industrial Revolution
ଅବିଶ୍ୱାସୀ |,Infidel
ଅବିଶ୍ୱାସୀ |,Infidel
ଅନୁପ୍ରବେଶ,Infiltration
ଅନୁପ୍ରବେଶକାରୀ |,Infiltrator
ସୂଚନାଯୋଗ୍ୟ,Informant
ସୂଚନାଯୋଗ୍ୟ,Informant
ସୂଚନାଦାତା,Informer
ସୂଚନାଦାତା,Informer
ଅନୁପ୍ରବେଶ,Ingress
ଅନୁପ୍ରବେଶ,Ingress
ଅନୁପ୍ରବେଶ,Ingress
ବାସସ୍ଥାନ,Inhabitance
ନିବାସୀ,Inhabitant
ଉତ୍ତରାଧିକାରୀ |,Inheritance
ଉତ୍ତରାଧିକାରୀ |,Inheritance
ଉତ୍ତରାଧିକାରୀ |,Inheritance
ଲେଖା,Inscription
ଇନସିନିୟା |,Insignia
ଯୋଗଦାନର ଯନ୍ତ୍ର,Instrument of Accession
ସରକାରଙ୍କ ଉପକରଣ,Instrument of Government
ବିଦ୍ରୋହ (ବିଦ୍ରୋହ),Insurgence (insurgency)
ବିଦ୍ରୋହୀ,Insurgent
ବିଦ୍ରୋହ,Insurrection
ବିଦ୍ରୋହ,Insurrection
ଏକୀକରଣ,Integration
ରେକର୍ଡଗୁଡ଼ିକର ଅଖଣ୍ଡତା |,Integrity of records
ରାଜ୍ୟଗୁଡ଼ିକର ଅଖଣ୍ଡତା |,Integrity of states
ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ (ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ),Intelligentsia (Intelligentzia)
ମଧ୍ୟସ୍ଥି |,Intercession
ମଧ୍ୟସ୍ଥି |,Intercessor
ମଧ୍ୟସ୍ଥି |,Intermediary
ଆନ୍ତର୍ଜାତୀୟତା,Internationalism
ଆନ୍ତର୍ଜାତୀୟତା,Internationalism
ଆନ୍ତର୍ଜାତୀୟବାଦୀ |,Internationalist
ଇଣ୍ଟର୍ନେସିନ୍ ଯୁଦ୍ଧ |,Internecine war
ଇଣ୍ଟରନେଟ୍,Internee
ଇଣ୍ଟରନେଟ୍,Internee
ଇଣ୍ଟର୍ନି କ୍ୟାମ୍ପ,Internee camp
ଇଣ୍ଟର୍ନେଟ୍,Internment
ଇଣ୍ଟର୍ନେଟ୍,Internment
ଇଣ୍ଟର୍ନେଟ୍,Internment
ଇଣ୍ଟର୍ନିସିଓ |,Internuncio
ଅନୁବାଦକ,Interpreter
ଅନୁବାଦକ,Interpreter
ଅନୁବାଦକ,Interpreter
ହସ୍ତକ୍ଷେପ,Intervention
ଆନ୍ତରିକତା,Intestacy
ଅନ୍ତନଳୀ,Intestate
ଷଡଯନ୍ତ୍ର,Intrigue
ଅନୁପ୍ରବେଶକାରୀ,Intruder
ଅନୁପ୍ରବେଶକାରୀ,Intruder
ଅନୁପ୍ରବେଶ,Intrusion
ଆକ୍ରମଣ,Invasion
ଆକ୍ରମଣ,Invasion
ବିନିଯୋଗ କରନ୍ତୁ |,Invest
ବିନିଯୋଗ କରନ୍ତୁ |,Invest
ବିନିଯୋଗ କରନ୍ତୁ |,Invest
ବିନିଯୋଗ କରନ୍ତୁ |,Invest
ବିନିଯୋଗ,Investiture
ବିନିଯୋଗ,Investiture
ବିନିଯୋଗ,Investiture
ବିନିଯୋଗ ସମାରୋହ,Investiture ceremony
ଜାତୀୟତା ସହିତ ବିନିଯୋଗ କରନ୍ତୁ |,Invest with nationality
ଅବିସ୍ମରଣୀୟ ଆର୍ମଡା |,Invincible Armada
ଅହିଂସା (ରାଜ୍ୟ),Inviolateness (of state)
ଅବ୍ୟବସ୍ଥା |,Inviolate state
ଅବିସ୍ମରଣୀୟ ଦୁର୍ଗ |,Invulnerable castle
ଲ Iron ହ ଯୁଗ |,Iron age
ଲୁହା ପରଦା |,Iron curtain
ଲୁହା ଗାର୍ଡ |,Iron guard
ଲୁହା ରାସନ |,Iron rations
ଲୁହା ପାର୍ଶ୍ୱ |,Iron sides
ଲୁହା ଟାଇପ୍ ତୀର |,Iron tipped arrow
ଇଷ୍ଟମିଆନ୍ ଖେଳଗୁଡିକ |,Isthmian games
ଜାନିସାରୀ |,Janissary
ଜାନିଟର୍ |,Janitor
ଜାନିଟର୍ |,Janitor
ଜାଭେଲିନ୍ |,Javelin
ଜିମ୍ କ୍ରୋ ନିୟମ |,Jim Crow Laws
ଜିଙ୍ଗୋ |,Jingo
ଜିଙ୍ଗୋ |,Jingo
ଜିଙ୍ଗୋ |,Jingo
ଜିଙ୍ଗୋଜିମ୍ |,Jingoism
ମିଳିତ କାର୍ଯ୍ୟ,Joint action
ମିଳିତ ନିୟନ୍ତ୍ରଣ |,Joint control
ମିଳିତ ବୃତ୍ତି,Joint occupancy
ଖଣ୍ଡପୀଠ,Jury
କେବଳ କାରଣ |,Just cause
ରଖନ୍ତୁ |,Keep
ଅଭିଲେଖାଗାରର ରକ୍ଷକ |,Keeper of Archives
କେଟଲ୍-ଡ୍ରମ୍ |,Kettle-drum
ମୁଖ୍ୟ ଶବ୍ଦ |,Key word
ରାଜା,King
ରାଜ୍ୟ,Kingdom
କିଙ୍ଗଲେଟ୍ |,Kinglet
ରାଜା ନିର୍ମାତା |,King maker
କିଙ୍ଗସିପ୍ |,Kingship
କିଙ୍ଗସିପ୍ |,Kingship
ରୋଷେଇ ଘର କ୍ୟାବିନେଟ୍ |,Kitchen cabinet
ନାଇଟ୍ |,Knight
କିଙ୍ଗହୁଡ୍ |,Kinghthood
କିଙ୍ଗହଟସ୍ ହସ୍ପିଟାଲ୍ |,Kinghts hospitalers
ସେଣ୍ଟ ଜନ୍ ର ନାଇଟ୍ସ |,Knights of Saint John
ନାଇଟ୍ ଟେମ୍ପଲର୍ |,Knight Templar
କୁ କ୍ଲକ୍ସ କ୍ଲାନ୍ (KKK),Ku Klux Klan (K.K.K.)
କୁମିଣ୍ଟାଙ୍ଗ |,Kumintang
ଲାଇଟି,Laity
ଲାନ୍ସ |,Lance
ଲାନ୍ସର୍,Lancer
ପରେ ଗୁପ୍ତା |,Later Guptas
ଆଇନଗତ ଉତ୍ତରାଧିକାରୀ |,Lawful heir
ଅନ less ତିକତା (= ବିଶୃଙ୍ଖଳା),Lawlessness (=disorder)
ଅନ less ତିକତା (= ବିଶୃଙ୍ଖଳା),Lawlessness (=disorder)
ଆଇନ ପ୍ରଭୁ,Law lords
ଧର୍ମର ନିୟମ,Law of Piety
ଲିଗ୍ ଅଫ୍ ନେସନ୍ସ,League of Nations
ଉତ୍ତରାଧିକାରୀ (= ଉତ୍ତରାଧିକାରୀ),Legacy (=bequest)
ଉତ୍ତରାଧିକାରୀ (= ଉତ୍ତରାଧିକାରୀ),Legacy (=bequest)
ଆଇନଗତ ଉତ୍ତରାଧିକାରୀ |,Legal heir
ଲିଗେଟ୍ |,Legate
ଲିଗେଟ୍ |,Legate
ଲିଗେଟ୍ |,Legate
କିମ୍ବଦନ୍ତୀ,Legend
କିମ୍ବଦନ୍ତୀ,Legend
ଲେଜିଅନ୍ |,Legion
ଲେଜିଅନ୍ |,Legion
ଲେଜିଅନ୍ ଅଫ୍ ସମ୍ମାନ,Legion of Honour
Lese ମହିମା (= lese majeste),Lese majesty (=lese majeste)
ଛୋଟ ରାଜ୍ୟଗୁଡିକ |,Lesser states
ବିଶ୍ cred ାସ ପତ୍ର,Letters of credence
ଲିଜ୍-ପ୍ରଭୁ,Liege-lord
ଲିଜ୍ ମ୍ୟାନ୍ |,Liege man
ଲିଜ୍ ମ୍ୟାନ୍ |,Liege man
ଆଜୀବନ କାରାଦଣ୍ଡ |,Life imprisonment
ବଂଶ,Lineage
ଛୋଟ ଇଂଲଣ୍ଡ,Little Englander
ଛୋଟ ଯାନ (= କମ୍ ଯାନ),Little Vehicle (=lesser vehicle)
ଉପକୂଳବର୍ତ୍ତୀ ରାଜ୍ୟ |,Littoral state
ଲିଟୁର୍ଗିଜ୍ |,Liturgies
ଲିଟୁର୍ଜି,Liturgy
ସ୍ଥାନୀୟ ଅନୁଗତତା |,Local allegiance
ସ୍ଥାନୀୟ ସ୍ୱୟଂ ସରକାର |,Local-self government
ଦୀର୍ଘ ସଂସଦ |,Long Parliament
ନିମ୍ନ ଦେଶଗୁଡିକ |,Low Countries
ବିଶ୍ୱସ୍ତ,Loyal
ନିଷ୍ଠା,Loyalty
ମାଚିଆଭେଲିଆନ୍ ନୀତି |,Machiavellian policy
ମାଗନା କାର୍ଟା |,Magna Carta
ମ୍ୟାଗ୍ନୁମ୍ କନ୍ସିଲିୟମ୍ |,Magnum Concillium
ମାଲମ୍ ନିଷେଧ |,Malum prohibitum
ମାଣ୍ଡାମସ୍ |,Mandamus
ଆଦେଶ,Mandate
"ମାଣ୍ଡେଟ୍, ଶ୍ରେଣୀ &#39;ଏ&#39;","Mandate, class 'A'"
"ମାଣ୍ଡେଟ୍, ଶ୍ରେଣୀ &#39;ବି&#39;","Mandate, class 'B'"
"ମାଣ୍ଡେଟ୍, ଶ୍ରେଣୀ &#39;ସି&#39;","Mandate, class 'C'"
ମାଣ୍ଡେଟ୍ ସିଷ୍ଟମ୍ |,Mandate system
ବାଧ୍ୟତାମୂଳକ ରାଜ୍ୟ |,Mandatory state
ମାଙ୍ଗୋନେଲ୍ |,Mangonel
ମନିଫେଷ୍ଟୋ |,Manifesto
ମନିଭର୍ସ |,Manoeuvres
ମ୍ୟାନ୍ ଅଫ୍ ଯୁଦ୍ଧ |,Man-of-war
ମନୋର |,Manor
ମନୋର |,Manor
ମାନବ ଶକ୍ତି |,Man-power
ମାନବ ଶକ୍ତି |,Man-power
ମାନୁମିସନ୍ |,Manumission
ମନୁମିଟ୍ |,Manumit
ପାଣ୍ଡୁଲିପି,Manuscript
ପାଣ୍ଡୁଲିପି,Manuscript
ପାଣ୍ଡୁଲିପି,Manuscript
ମାରୁଦ,Marauder
ସାମୁଦ୍ରିକ ବେଲ୍ଟ |,Maritime belt
ସାମୁଦ୍ରିକ ସଭ୍ୟତା |,Maritime civilization
ସାମୁଦ୍ରିକ ପତାକା |,Maritime flag
ସାମୁଦ୍ରିକ ଶକ୍ତି,Maritime powers
ସାମୁଦ୍ରିକ ସାର୍ବଭ .ମତ୍ୱ |,Maritime soverignty
ସାମୁଦ୍ରିକ ଯୁଦ୍ଧ |,Maritime war
ମାର୍କିସ୍ |,Marquis
ମାର୍କିସେଟ୍ |,Marquisate
ସାମରିକ ନିୟମ |,Martial law
ସାମରିକ ଦ aces ଡ଼ |,Martial races
ଶହୀଦ |,Martyr
ହତ୍ୟାକାଣ୍ଡ |,Massacre
ମନିଭର୍ ର ମାସ |,Mass of manoeuvre
ମାଷ୍ଟର-ଆଟ୍-ବାହୁ,Master-at-arms
ସମାରୋହର ଗୁରୁ,Master of ceremonies
ଘରର ଗୁରୁ,Master of Household
ଘୋଡା ଗୁରୁ,Master of the Horse
ରୋଲ୍ସର ମାଷ୍ଟର |,Master of the Rolls
ମ୍ୟାଚ୍,Match
ମ୍ୟାଚ୍,Match
ମ୍ୟାଚ୍ ଲକ୍,Matchlock
ମାଟ୍ରିମୋନିଆଲ୍ ମିଳିତତା |,Matrimonial alliance
ଭୂମଧ୍ୟସାଗରୀୟ ଶକ୍ତି |,Mediterranian powers
ମେନସେଭିକ୍ |,Menshevik
ଦୟାଳୁ ସେନା |,Mercenary army
ଦୟାଳୁ ସ soldier ନିକ |,Mercenary soldier
ବ୍ୟବସାୟୀ,Merchantman
ମଧ୍ୟ ଯୁଗ,Middle ages
ମଧ୍ୟ ପୂର୍ବ,Middle East
ମଧ୍ୟମ ପାସ୍ |,Middle passage
ମଧ୍ୟମ ପଥ,Middle path
ମଧ୍ୟମ ମାର୍ଗ (= ମଧ୍ୟମ ପାଠ୍ୟକ୍ରମ),Middle way (=middle course)
ପ୍ରବାସୀ,Migrant
ସ୍ଥାନାନ୍ତରଣ,Migration
ସ୍ଥାନାନ୍ତରଣ,Migration
ସ୍ଥାନାନ୍ତରଣ,Migration
ମିଲିଟାରିଜିମ୍ |,Militarism
ମିଲିଟାରିଜିମ୍ |,Militarism
ମିଲିଟାରିଜିମ୍ |,Militarism
ମିଲିଟାରିଜିମ୍ |,Militarism
ମିଲିଟାରିଷ୍ଟ,Militarist
ମିଲିଟାରିଷ୍ଟ,Militarist
ସାମରିକକରଣ,Militarization
ସାମରିକକରଣ,Militarization
ସାମରିକକରଣ,Militarization
ସାମରିକ କ tact ଶଳ (= କ tact ଶଳ),Military tactician (=tactician)
ସାମରିକ କ tact ଶଳ (= କ tact ଶଳ),Military tactician (=tactician)
ସାମରିକ କ ics ଶଳ (= କ act ଶଳ),Military tactics (=tactics)
ମିଲିସିଆ,Militia
ମିଲିସିଆ,Militia
ବିଭ୍ରାନ୍ତ |,Misrule
ନିଖୋଜ ଲିଙ୍କ୍ |,Missing link
ମିଶନ୍ |,Mission
ମିଶନ୍ |,Mission
ମିଶନ୍ |,Mission
ମିଶ୍ରିତ ଜାତି |,Mixed race
ଆଧୁନିକ ଇତିହାସ,modern history
ମୋଡସ୍ ବିବେଣ୍ଡି |,Modus vivendi
ମୋନାଚିଜିମ୍ |,Monachism
ରାଜତନ୍ତ୍ର |,Monarch
ରାଜତନ୍ତ୍ର |,Monarch
ରାଜତନ୍ତ୍ର |,Monarchism
ରାଜତନ୍ତ୍ର |,Monarchism
ରାଜତନ୍ତ୍ର,Monarchist
ରାଜତନ୍ତ୍ର,Monarchy
ମଠ,Monastery
ମଠ,Monastery
ମଠ,Monastery
ମୋନାଷ୍ଟିକ୍,Monasticism
ମୋନାଷ୍ଟିକ୍,Monasticism
ମାଙ୍କଡ,Monk
ମାତୃ ଦେଶ |,Mother country
ମାତୃଭୂମି,Motherland
ସଂସଦର ମାତା,Mother of Parliaments
ମାକ୍ରାକର୍ସ |,Muckrakers
ମମି,Mummy
ସଂଗ୍ରହାଳୟ,Museum
ମସ୍କେଟ୍ |,Musket
ମୁସ୍କିଟର୍ |,Musketeer
ମୁସ୍କେଟ୍ରି |,Musketry
ମୁସ୍କେଟ୍ରି |,Musketry
ମାଷ୍ଟର ମାଷ୍ଟର |,Muster master
ମାଷ୍ଟର-ରୋଲ୍ |,Muster-roll
ମାଷ୍ଟର-ରୋଲ୍ |,Muster-roll
ବିଦ୍ରୋହ,Mutiny
ବିଦ୍ରୋହ ଆଇନ,Mutiny Act
ରହସ୍ୟ ଜାହାଜ,Mystery ship
କାହାଣୀ,Narrative
ଜାତି,Nation
ଦେଶୀ,Native
ଦେଶୀ ରାଜ୍ୟ |,Native state
ପ୍ରାକୃତିକତା |,Naturalism
ପ୍ରାକୃତିକ ଅଧିକାର |,Natural rights
ନାଜି,Nazi
ନାଜି ବିପ୍ଳବ |,Nazi revolution
