Malayalam,Kannada
ഡൈനാമോ തത്വം,ಡೈನಮೋ ತತ್ವ
ചലനാത്മകം,ಚಲನಶೀಲ
മെക്കാനിക്കൽ ഇലക്ട്രിക്കൽ,ಯಾಂತ್ರಿಕ ವಿದ್ಯುತ್
"ഡൈനാമോമീറ്റർ, ഡൈനാമോമീറ്റർ, ഡൈനാമോമീറ്റർ","ಡೈನಮೋಮೀಟರ್, ಡೈನಮೋಮೀಟರ್, ಡೈನಮೋಮೀಟರ್"
ഡൈനാമോമീറ്റർ വാട്ട്മീറ്റർ,ಡೈನಮೋಮೀಟರ್ ವ್ಯಾಟ್ಮೀಟರ್
"ചലനാത്മകം, തെർമോഡൈനാമിക്","ಚಲನಶಾಸ್ತ್ರ, ಉಷ್ಣಬಲ"
ഡൈനാമോട്ടർ,ಡೈನಮೋಟರ್
ഡൈനിട്രോൺ,ಡೈನಿಟ್ರಾನ್
dinitron സ്വഭാവം,ಡೈನಿಟ್ರಾನ್ ಗುಣಲಕ್ಷಣ
ഡൈനിട്രോൺ ആന്ദോളനം,ಡೈನಿಟ್ರಾನ್ ಆಂದೋಲನ
ഭക്ഷണം കഴിക്കുക,ಊಟ ಮಾಡು
ദിനോഡ്,ಡೈನೋಡ್
ദിനോഡ് വോൾട്ടേജ്,ಡೈನೋಡ್ ವೋಲ್ಟೇಜ್
മെക്കാനിക്കൽ പവർ ആംപ്ലിഫയർ,ಯಾಂತ್ರಿಕ ಶಕ್ತಿ ಆಂಪ್ಲಿಫಯರ್
ഡിയോട്രോൺ,ಡಿಯೋಟ್ರಾನ್
ഇ-ടേൺ,ಇ-ತಿರುವು
ഒന്നിലധികം ഓവർസാച്ചുറേഷൻ,ಬಹು ಅತಿಯಾದ ಶುದ್ಧತ್ವ
ഇ-പാളി,ಇ-ಪದರ
അയണോസ്ഫിയർ ഇ-പാളി,ಅಯಾನುಗೋಳದ ಇ-ಪದರ
ഇ ബൾക്ക്,ಇ ಬೃಹತ್
ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
ഇലക്ട്രോണിക് ആയുധ ആക്സിലറേറ്റർ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಆಯುಧ ವೇಗವರ್ಧಕ
കാത് കുത്തൽ,ಕಿವಿ ಚುಚ್ಚಿಕೊಳ್ಳುವುದು
ചെവി കാവൽ,ಕಿವಿ ಕಾವಲು
ചെവി പ്ലേറ്റ്,ಕಿವಿ ತಟ್ಟೆ
ചെവി മഫ്,ಕಿವಿ ಮಫ್
കേൾവിക്കാരൻ,ಕೇಳುಗ
ചെവി ഇക്കിളി,ಕಿವಿ ಜುಮ್ಮೆನ್ನುವುದು
മുൻ സെറ്റിൽമെന്റ്,ಹಿಂದಿನ ವಸಾಹತು
മുൻകൂർ ആയുധം,ಮುಂಗಡ ಆಯುಧ
നേരത്തെ മുന്നറിയിപ്പ് റഡാർ,ಮುಂಚಿನ ಎಚ್ಚರಿಕೆ ರಾಡಾರ್
"ഇയർഫോണുകൾ, ഇയർഫോണുകൾ","ಇಯರ್‌ಫೋನ್‌ಗಳು, ಇಯರ್‌ಫೋನ್‌ಗಳು"
ഇയർഫോൺ കപ്ലർ,ಇಯರ್‌ಫೋನ್ ಸಂಯೋಜಕ
ഗ്രൗണ്ടഡ് ആന്റിന,ನೆಲದ ಆಂಟೆನಾ
ഗ്രൗണ്ട് കറന്റ്,ನೆಲದ ಪ್ರಸ್ತುತ
ഗ്രൗണ്ട് ലെവലിംഗ് ഡ്രൈവർ,ನೆಲಸಮಗೊಳಿಸುವ ಚಾಲಕ
ജിയോമാഗ്നറ്റിക് ഇൻഡക്റ്റർ,ಭೂಕಾಂತೀಯ ಇಂಡಕ್ಟರ್
"എർത്ത് ലൈറ്റ്, മണ്ഡലോക്","ಅರ್ಥ್ ಲೈಟ್, ಮ್ಯಾಂಡಲೋಕ್"
"മിനറൽ ഓയിൽ, പെട്രോളിയം","ಖನಿಜ ತೈಲ, ಪೆಟ್ರೋಲಿಯಂ"
"സ്കോളർ പെൻഡുലം, ഗ്രൗണ്ട് റേഡിയസ് പെൻഡുലം","ವಿದ್ವಾಂಸ ಲೋಲಕ, ನೆಲದ ತ್ರಿಜ್ಯದ ಲೋಲಕ"
കവലയുടെ ഗ്രൗണ്ട് പോയിന്റ്,ಛೇದನದ ನೆಲದ ಬಿಂದು
ഭൂമി നിരക്ക് യൂണിറ്റ്,ಭೂಮಿ ದರ ಘಟಕ
നിലത്തു വടി,ನೆಲದ ರಾಡ್
ഭൂമി ഉപഗ്രഹം,ಭೂಮಿಯ ಉಪಗ್ರಹ
ഭൂമിയുടെ തിളക്കം,ಭೂಮಿಯ ಹೊಳಪು
ഭൂമി കണക്ഷൻ സിസ്റ്റം,ಭೂಮಿಯ ಸಂಪರ್ಕ ವ್ಯವಸ್ಥೆ
ഗ്രൗണ്ട് വേവ്,ನೆಲದ ಅಲೆ
ഭൂതാർ,ಭೂತಾರ್
ഭൂമിയുടെ കോണീയ പ്രവേഗം,ಭೂಮಿಯ ಕೋನೀಯ ವೇಗ
ഭൂമി വക്രത,ಭೂಮಿಯ ವಕ್ರತೆ
ജിയോമാഗ്നറ്റ് സർക്കിൾ,ಭೂಕಾಂತ ವೃತ್ತ
ഭൂമിയുടെ നിരക്ക്,ಭೂಮಿಯ ದರ
ഭൂമിയുടെ ഭ്രമണ അക്ഷം,ಭೂಮಿಯ ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
ഭൂകമ്പ തീവ്രത,ಭೂಕಂಪದ ತೀವ್ರತೆ
കിഴക്ക്-പടിഞ്ഞാറ് അസമമിതി,ಪೂರ್ವ-ಪಶ್ಚಿಮ ಅಸಿಮ್ಮೆಟ್ರಿ
കിഴക്ക്-പടിഞ്ഞാറ് സ്വാധീനം,ಪೂರ್ವ-ಪಶ್ಚಿಮ ಪ್ರಭಾವ
ലളിതമായ നിയന്ത്രണങ്ങൾ,ಸರಳ ನಿಯಂತ್ರಣಗಳು
മിനുസമാർന്ന ചോർച്ച പ്രദേശം,ನಯವಾದ ಸೋರಿಕೆ ಪ್ರದೇಶ
തിളയ്ക്കുന്ന കൂളന്റ്,ಕುದಿಯುವ ಶೀತಕ
കരിങ്കല്ല്,ಎಬೊನೈಟ್
തിളനില,ಕುದಿಯುವ ಬಿಂದು
"തിളയ്ക്കുന്ന സ്ഥലം, എബുലിയോമീറ്റർ","ಕುದಿಯುವ ಬಿಂದು, ಎಬುಲಿಯೋಮೀಟರ್"
തിളനില,ಕುದಿಯುವ ಬಿಂದು
തിളയ്ക്കുന്ന പോയിന്റ് രീതി,ಕುದಿಯುವ ಬಿಂದು ವಿಧಾನ
തിളനില,ಕುದಿಯುವ ಬಿಂದು
തിളച്ചുമറിയുന്നു,ಕುದಿಯುವ
ആശ്ചര്യം,ಉದ್ಗಾರ
"കേന്ദ്രം, കേന്ദ്രാഭിമുഖം","ಕೇಂದ್ರ, ಕೇಂದ್ರಾಭಿಮುಖ"
മധ്യവൃത്തം,ಕೇಂದ್ರ ವೃತ್ತ
പ്രഭവകേന്ദ്രം ദ്വിധ്രുവം,ಅಧಿಕೇಂದ್ರ ದ್ವಿಧ್ರುವಿ
അപകേന്ദ്ര ദൂരം,ಕೇಂದ್ರಾಭಿಮುಖ ಅಂತರ
കേന്ദ്ര ഭ്രമണപഥം,ಕೇಂದ್ರ ಕಕ್ಷೆ
ഫോക്കൽ പോയിന്റ്,ಕೇಂದ್ರಬಿಂದು
അപകേന്ദ്ര ഭ്രമണ വേഗത,ಕೇಂದ್ರಾಪಗಾಮಿ ತಿರುಗುವಿಕೆಯ ವೇಗ
അപകേന്ദ്ര സിഗ്നൽ,ಕೇಂದ್ರಾಭಿಮುಖ ಸಂಕೇತ
"സെൻട്രൽ സ്റ്റേഷൻ, സെൻട്രൽ സ്റ്റേഷൻ","ಕೇಂದ್ರ ನಿಲ್ದಾಣ, ಕೇಂದ್ರ ನಿಲ್ದಾಣ"
ഉത്കേന്ദ്രത,ವಿಕೇಂದ್ರೀಯತೆ
എക്ലെസ്-ജോർദാൻ സർക്യൂട്ട്,ಎಕ್ಲೆಸ್-ಜೋರ್ಡಾನ್ ಸರ್ಕ್ಯೂಟ್
എക്ലിസ്-ജോർദാൻ മൾട്ടിവൈബ്രേറ്റർ,ಎಕ್ಲೆಸ್-ಜೋರ್ಡಾನ್ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
അച്ചൽ ഗ്രോട്ടിംഗ്,ಅಚೆಲ್ ಗ್ರೋಟಿಂಗ್
"ആഷ്‌ലെറ്റ് ഗ്രേറ്റിംഗ് എച്ചലോൺ, അഷെല്ലൻ","ಆಶ್ಲೆಟ್ ಗ್ರೇಟಿಂಗ್ ಎಚೆಲಾನ್, ಆಶೆಲ್ಲನ್"
ആഷ്ലാൻ ആന്റിന,ಆಶ್ಲಾನ್ ಆಂಟೆನಾ
ഘട്ടം പ്രതിധ്വനി,ಹೆಜ್ಜೆ ಪ್ರತಿಧ್ವನಿ
"എച്ചലോൺ പ്രഭാവം, എച്ചലോൺ പ്രഭാവം","ಎಚೆಲಾನ್ ಎಫೆಕ್ಟ್, ಎಚೆಲಾನ್ ಎಫೆಕ್ಟ್"
"എച്ചലോൺ ഗ്രേറ്റിംഗ്, എച്ചലോൺ ഗ്രേറ്റിംഗ്","ಎಚೆಲಾನ್ ಗ್ರೇಟಿಂಗ್, ಎಚೆಲಾನ್ ಗ್ರ್ಯಾಟಿಂಗ್"
ആഷ്ലാൻ ലെൻസ് ആന്റിന,ಆಶ್ಲಾನ್ ಲೆನ್ಸ್ ಆಂಟೆನಾ
ശ്രേണിപരമായ മൊണ്ടേജ്,"ಎಚೆಲಾನ್ ಮಾಂಟೇಜ್, ಅಶೋಲನ್ ಮಾಂಟೇಜ್"
പ്രതിധ്വനി,ಪ್ರತಿಧ್ವನಿ
എക്കോ ബോക്സ്,ಪ್ರತಿಧ್ವನಿ ಪೆಟ್ಟಿಗೆ
എക്കോ ബോക്സ് ആക്യുവേറ്റർ,ಎಕೋ ಬಾಕ್ಸ್ ಪ್ರಚೋದಕ
എക്കോ ന്യൂട്രലൈസേഷൻ,ಪ್ರತಿಧ್ವನಿ ತಟಸ್ಥಗೊಳಿಸುವಿಕೆ
"അനുരണന തീവ്രത അളക്കൽ, അനുരണന ആഴം അളക്കൽ","ಅನುರಣನದ ತೀವ್ರತೆಯ ಮಾಪನ, ಅನುರಣನ ಆಳ ಮಾಪನ"
അനുരണന സൂചിക,ಅನುರಣನ ಸೂಚ್ಯಂಕ
അനുരണന നില,ಅನುರಣನ ಮಟ್ಟ
പ്രതിധ്വനി നിർണയം,ಪ್ರತಿಧ್ವನಿ ನಿರ್ಣಯ
അനുരണന പൊരുത്തം,ಅನುರಣನ ಹೊಂದಾಣಿಕೆ
അനുരണന ശ്രേണി,ಅನುರಣನ ಶ್ರೇಣಿ
അനുരണനം ഓസ്മോസിസ്,ಅನುರಣನ ಆಸ್ಮೋಸಿಸ್
അനുരണന ഗുരുത്വാകർഷണ ഗേജ്,ಅನುರಣನ ಗುರುತ್ವ ಮಾಪಕ
"അനുരണന തീവ്രത അളക്കൽ, അനുരണന ആഴം അളക്കൽ","ಅನುರಣನದ ತೀವ್ರತೆಯ ಮಾಪನ, ಅನುರಣನ ಆಳ ಮಾಪನ"
അനുരണനം അളക്കുന്ന ഉപകരണം,ಅನುರಣನ ಮಾಪನ ಉಪಕರಣ
അനുരണന അളക്കൽ രീതി,ಅನುರಣನ ಮಾಪನ ವಿಧಾನ
അനുരണന അളവെടുപ്പ് റെക്കോർഡ്,ಅನುರಣನ ಮಾಪನ ದಾಖಲೆ
എക്കോഗ്രാഫ്,ಪ್ರತಿಧ್ವನಿ
എക്കോഗ്രാഫർ,ಪ್ರತಿಧ್ವನಿಕಾರ
എക്കോമീറ്റർ,ಎಕೋಮೀಟರ್
അനുമാനം,ಊಹೆ
രഹസ്യ ഘട്ടം,ರಹಸ್ಯ ಹಂತ
സ്വീകാര്യമായ ജോഡി നക്ഷത്രം,ಗ್ರಹಿಸುವ ಜೋಡಿ ನಕ್ಷತ್ರ
"ക്രാന്തിവൃത്തം, വിപ്ലവത്തിന്റെ വൃത്തം","ಕ್ರಾಂತಿವೃತ್ತ, ಕ್ರಾಂತಿಯ ವೃತ್ತ"
വിപ്ലവം സർക്കുലർ കോർഡിനേറ്റുകൾ,ಕ್ರಾಂತಿ ವೃತ್ತಾಕಾರದ ನಿರ್ದೇಶಾಂಕಗಳು
ഗ്രഹണ പരിധി,ಗ್ರಹಣ ಮಿತಿ
പ്ലാനറ്റ് ലോഞ്ചർ,ಗ್ರಹ ಲಾಂಚರ್
മിതവ്യയം,ಮಿತವ್ಯಯ
ഉപാപചയ സ്ഥിരമായ,ಚಯಾಪಚಯ ಸ್ಥಿರ
നിസ്സഹായ ശ്വാസനാളം,ಅಸಹಾಯಕ ಉಸಿರಾಟದ ಪ್ರದೇಶ
ചുഴി,ಸುಂಟರಗಾಳಿ
വേൾപൂൾ ചേംബർ,ವರ್ಲ್ಪೂಲ್ ಚೇಂಬರ್
വേൾപൂൾ ഗുണകം,ವರ್ಲ್ಪೂಲ್ ಗುಣಾಂಕ
ചുഴി,ಸುಂಟರಗಾಳಿ
ചുഴലിക്കാറ്റ് വ്യാപനം,ಸುಂಟರಗಾಳಿ ಪ್ರಸರಣ
വോർട്ടക്സ് ഡിഫ്യൂസിവിറ്റി,ಸುಳಿಯ ಡಿಫ್ಯೂಸಿವಿಟಿ
"വേൾപൂൾ ഫ്ലക്സ്, ചുഴലിക്കാറ്റ് ഫ്ലക്സ്","ವರ್ಲ್ಪೂಲ್ ಫ್ಲಕ್ಸ್, ವರ್ಲ್ಪೂಲ್ ಫ್ಲಕ್ಸ್"
ചുഴി-താപ-ചാലകത,ಸುಂಟರಗಾಳಿ-ಉಷ್ಣ-ವಾಹಕತೆ
ചുഴലിക്കാറ്റ് നഷ്ടം,ಸುಂಟರಗಾಳಿ ನಷ್ಟ
ചുഴലിക്കാറ്റ് വേഗത,ಸುಂಟರಗಾಳಿ ವೇಗ
ചുഴി-സാധാരണ-സമ്മർദ്ദം,ಸುಳಿ-ಸಾಮಾನ್ಯ-ಒತ್ತಡ
ചുഴലിക്കാറ്റ് സമ്മർദ്ദം,ವರ್ಲ್ಪೂಲ್ ಒತ್ತಡ
ചുഴിയുടെ വേഗത,ಸುಳಿಯ ವೇಗ
പിച്ച് വേഗത,ಗಾಯನ ವೇಗ
"വോർട്ടക്സ് വിസ്കോസിറ്റി, വോർട്ടക്സ് വികാസം","ಸುಳಿಯ ಸ್ನಿಗ್ಧತೆ, ಸುಳಿಯ ವಿಸ್ತರಣೆ"
വോർട്ടക്സ് ഷിയർ സമ്മർദ്ദം,ಸುಳಿಯ ಕತ್ತರಿ ಒತ್ತಡ
കോർ അക്കോസ്റ്റിക് സിദ്ധാന്തം,ಕೋರ್ ಅಕೌಸ್ಟಿಕ್ ಸಿದ್ಧಾಂತ
പ്രധാന നിയന്ത്രണങ്ങൾ,ಪ್ರಮುಖ ನಿರ್ಬಂಧಗಳು
കാതലായ വിഷാദം,ಕೋರ್ ಖಿನ್ನತೆ
എഡ്ജ് തെറ്റ്,ಅಂಚಿನ ದೋಷ
കണ്ണീർ സ്ഥാനചലനം,ಕಣ್ಣೀರಿನ ಸ್ಥಳಾಂತರ
കാതലായ പ്രഭാവം,ಪ್ರಮುಖ ಪರಿಣಾಮ
കോർ പ്രകാശം,ಕೋರ್ ಪ್ರಕಾಶ
കോർ ലംബർ സിര,ಕೋರ್ ಸೊಂಟದ ಅಭಿಧಮನಿ
ശൃംഖലയുടെ കാതൽ,ನೆಟ್ವರ್ಕ್ನ ತಿರುಳು
കോർ ടോൺ കോർ ടോൺ,ಕೋರ್ ಟೋನ್ ಕೋರ್ ಟೋನ್
എഡ്ജ് ലൈൻ,ಅಂಚಿನ ರೇಖೆ
സെറേറ്റഡ് ഷീറ്റ്,ದಾರದ ಹಾಳೆ
"കോർ ഗ്രൈൻഡിംഗ് മെഷീൻ, കോർ ഗ്രൈൻഡിംഗ് മെഷീൻ","ಕೋರ್ ಗ್ರೈಂಡಿಂಗ್ ಯಂತ್ರ, ಕೋರ್ ಗ್ರೈಂಡಿಂಗ್ ಯಂತ್ರ"
എഡിസൺ അക്യുമുലേറ്റർ,ಎಡಿಸನ್ ಸಂಚಯಕ
എഡിസൺ ബാറ്ററി,ಎಡಿಸನ್ ಬ್ಯಾಟರಿ
എഡിസൺ സെൽ,ಎಡಿಸನ್ ಕೋಶ
എഡിസൺ അക്യുമുലേറ്റർ ബാറ്ററി,ಎಡಿಸನ್ ಸಂಚಯಕ ಬ್ಯಾಟರಿ
തിരുത്തുക,ತಿದ್ದು
എഡിറ്റിംഗ്,ಸಂಪಾದನೆ
എഡിറ്റ് കീ,ಎಡಿಟ್ ಕೀ
സ്വാധീന മേഖല,ಪ್ರಭಾವದ ಗೋಳ
സ്വാധീനം,ಪ್ರಭಾವ
ഫലപ്രദമായ പ്രൊജക്ടർ,ಪರಿಣಾಮಕಾರಿ ಪ್ರೊಜೆಕ್ಟರ್
"ഫലപ്രദമായ, എക്സിക്യൂട്ടീവ്","ಪರಿಣಾಮಕಾರಿ, ಕಾರ್ಯನಿರ್ವಾಹಕ"
ഫലപ്രദമായ ശ്രവണ കേന്ദ്രം,ಪರಿಣಾಮಕಾರಿ ಆಲಿಸುವ ಕೇಂದ್ರ
"അർത്ഥവത്തായ വിലാസം, ഫലപ്രദമായ വിലാസം","ಅರ್ಥಪೂರ್ಣ ವಿಳಾಸ, ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ"
ഫലപ്രദമായ കോണീയ പ്രവേഗം,ಪರಿಣಾಮಕಾರಿ ಕೋನೀಯ ವೇಗ
ഫലപ്രദമായ ആന്റിന നീളം,ಪರಿಣಾಮಕಾರಿ ಆಂಟೆನಾ ಉದ್ದ
ഫലപ്രദമായ ആറ്റോമിക നമ്പർ,ಪರಿಣಾಮಕಾರಿ ಪರಮಾಣು ಸಂಖ್ಯೆ
ഫലപ്രദമായ ശരാശരി വേഗത,ಪರಿಣಾಮಕಾರಿ ಸರಾಸರಿ ವೇಗ
ബാൻഡിന്റെ ഫലപ്രദമായ വീതി,ಬ್ಯಾಂಡ್‌ನ ಪರಿಣಾಮಕಾರಿ ಅಗಲ
ഫലപ്രദമായ മാസ് ഫോഴ്സ് ഘടകം,ಪರಿಣಾಮಕಾರಿ ಸಮೂಹ ಶಕ್ತಿ ಘಟಕ
ഫലപ്രദമായ പരിമിതി,ಪರಿಣಾಮಕಾರಿ ಮಿತಿ
ഫലപ്രദമായ ഏകാഗ്രത,ಪರಿಣಾಮಕಾರಿ ಏಕಾಗ್ರತೆ
ഫലപ്രദമായ പ്രദേശം,ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ
ഫലപ്രദമായ കൈമാറ്റം,ಪರಿಣಾಮಕಾರಿ ವಿನಿಮಯ
ഫലപ്രദമായ സാന്ദ്രത,ಪರಿಣಾಮಕಾರಿ ಸಾಂದ್ರತೆ
ഫലപ്രദമായ വ്യാസം,ಪರಿಣಾಮಕಾರಿ ವ್ಯಾಸ
ഫലപ്രദമായ ഇലക്ട്രോൺ സ്കോർ,ಪರಿಣಾಮಕಾರಿ ಎಲೆಕ್ಟ್ರಾನ್ ಸ್ಕೋರ್
ഫലപ്രദമായ പിശക്,ಪರಿಣಾಮಕಾರಿ ದೋಷ
ഫലപ്രദമായ എജക്ഷൻ വേഗത,ಪರಿಣಾಮಕಾರಿ ಎಜೆಕ್ಷನ್ ವೇಗ
"ഫലപ്രദമായ ഫ്ലക്സ്, ഫലപ്രദമായ ഫ്ലക്സ്","ಎಫೆಕ್ಟಿವ್ ಫ್ಲಕ್ಸ್, ಎಫೆಕ್ಟಿವ್ ಫ್ಲಕ್ಸ್"
ഫലപ്രദമായ ശക്തി,ಪರಿಣಾಮಕಾರಿ ಶಕ್ತಿ
ഫലപ്രദമായ വിടവ് കപ്പാസിറ്റൻസ്,ಪರಿಣಾಮಕಾರಿ ಅಂತರ ಧಾರಣ
ഫലപ്രദമായ സംഭവം,ಪರಿಣಾಮಕಾರಿ ಘಟನೆ
ഫലപ്രദമായ നിക്ഷേപ കടന്നുകയറ്റം,ಪರಿಣಾಮಕಾರಿ ಹೂಡಿಕೆ ನುಗ್ಗುವಿಕೆ
ഫലപ്രദമായ ഇൻപുട്ട് പ്രതിരോധം,ಪರಿಣಾಮಕಾರಿ ಇನ್ಪುಟ್ ಪ್ರತಿರೋಧ
ഫലപ്രദമായ നിക്ഷേപ ഹോൾഡിംഗ്,ಪರಿಣಾಮಕಾರಿ ಹೂಡಿಕೆ ಹಿಡುವಳಿ
ആകർഷകമായ ഉച്ചഭാഷിണി,ಪ್ರಭಾವಶಾಲಿ ಧ್ವನಿವರ್ಧಕ
ഫലപ്രദമായ മാഗ്നെറ്റൺ നമ്പർ,ಪರಿಣಾಮಕಾರಿ ಮ್ಯಾಗ್ನೆಟನ್ ಸಂಖ್ಯೆ
ഫലപ്രദമായ പിണ്ഡം,ಪರಿಣಾಮಕಾರಿ ದ್ರವ್ಯರಾಶಿ
ഫലപ്രദമായ microlambert,ಪರಿಣಾಮಕಾರಿ ಮೈಕ್ರೋಲ್ಯಾಂಬರ್ಟ್
ഫലപ്രദമായ ഗുണകം,ಪರಿಣಾಮಕಾರಿ ಗುಣಾಂಕ
ഫലപ്രദമായ ന്യൂക്ലിയർ ചാർജ് ഫലപ്രദമായ ന്യൂക്ലിയർ ചാർജ്,ಪರಿಣಾಮಕಾರಿ ಪರಮಾಣು ಚಾರ್ಜ್ ಪರಿಣಾಮಕಾರಿ ಪರಮಾಣು ಚಾರ್ಜ್
ഫലപ്രദമായ സുഷിരം,ಪರಿಣಾಮಕಾರಿ ಸರಂಧ್ರತೆ
ഫലപ്രദമായ വികിരണം ശക്തി,ಪರಿಣಾಮಕಾರಿ ವಿಕಿರಣ ಶಕ್ತಿ
ഫലപ്രദമായ ആരം,ಪರಿಣಾಮಕಾರಿ ತ್ರಿಜ್ಯ
ഫലപ്രദമായ പരിസരം,ಪರಿಣಾಮಕಾರಿ ಆವರಣ
ഫലപ്രദമായ സങ്കീർണ്ണ സിദ്ധാന്തം,ಪರಿಣಾಮಕಾರಿ ಸಂಕೀರ್ಣ ಸಿದ್ಧಾಂತ
പരന്ന പേജ്,ವ್ಯಾಪಕ ಪುಟ
ഫലപ്രദമായ ചൂടാക്കൽ,ಪರಿಣಾಮಕಾರಿ ತಾಪನ
ഫലപ്രദമായ ചൂടാക്കൽ പരിധി,ಪರಿಣಾಮಕಾರಿ ತಾಪನ ಶ್ರೇಣಿ
"ഫലപ്രദമായ വോൾട്ടേജ്, പ്രവർത്തന വോൾട്ടേജ്","ಪರಿಣಾಮಕಾರಿ ವೋಲ್ಟೇಜ್, ವರ್ಕಿಂಗ್ ವೋಲ್ಟೇಜ್"
ഫലപ്രദമായ വോള്യം,ಪರಿಣಾಮಕಾರಿ ಪರಿಮಾಣ
ഫലപ്രദമായ തരംഗദൈർഘ്യം,ಪರಿಣಾಮಕಾರಿ ತರಂಗಾಂತರ
ഫലപ്രദമായ വീതി,ಪರಿಣಾಮಕಾರಿ ಅಗಲ
ബാധിച്ചു,ಪರಿಣಾಮ ಬೀರಿದೆ
കാര്യക്ഷമത,ದಕ್ಷತೆ
കാര്യക്ഷമത സൂചിക,ದಕ್ಷತೆ ಸೂಚ್ಯಂಕ
കാര്യക്ഷമത സൂചിക,ದಕ್ಷತೆ ಸೂಚ್ಯಂಕ
ധ്രുവീകരണ കാര്യക്ഷമത,ಧ್ರುವೀಕರಣ ದಕ್ಷತೆ
പ്രൊപ്പല്ലന്റ് കാര്യക്ഷമത,ಪ್ರೊಪೆಲ್ಲಂಟ್ ದಕ್ಷತೆ
"മലിനജലം, മലിനജലം","ಕೊಳಚೆ ಹೊಳೆ, ಹೊರಹರಿವು"
"ഒഴുക്ക്, ഒഴുക്ക്","ಹೊರಹರಿವು, ಹೊರಹರಿವು"
ആയാസ്,ಆಯಾಸ್
"അയാസ്-സൈഡ്, അയാസ്-ബുൾ","ಅಯಾಸ್-ಸೈಡ್, ಅಯಾಸ್-ಬುಲ್"
മലിനജലം,ಹೊರಹರಿವು
ഡിസ്ചാർജ് ഗേജ്,ಡಿಸ್ಚಾರ್ಜ್ ಗೇಜ್
ഡിസ്ചാർജ്,ವಿಸರ್ಜನೆ
ഈഗേഡുകൾ,ಈಗೇಡ್ಸ್
ഫീൽഡ് അയോൺ എമിറ്റർ മൈക്രോസ്കോപ്പ്,ಕ್ಷೇತ್ರ ಅಯಾನು ಹೊರಸೂಸುವ ಸೂಕ್ಷ್ಮದರ್ಶಕ
സ്വഭാവ ഘടകം,ವಿಶಿಷ್ಟ ಅಂಶ
"സ്വഭാവ ആവൃത്തി, ഈജൻ ആവൃത്തി","ವಿಶಿಷ್ಟ ಆವರ್ತನ, ಈಜೆನ್ ಆವರ್ತನ"
സ്വഭാവ സവിശേഷത,ವಿಶಿಷ್ಟ ಕಾರ್ಯ
സ്വഭാവ ആന്ദോളനങ്ങൾ,ವಿಶಿಷ್ಟ ಆಂದೋಲನಗಳು
"ഈജൻ ഘട്ടം, സ്വഭാവ ഘട്ടം","ಐಜೆನ್ ಹಂತ, ವಿಶಿಷ್ಟ ಹಂತ"
സ്വഭാവ കാലയളവ്,ವಿಶಿಷ್ಟ ಅವಧಿ
"ഈജൻ മൂല്യം, സ്വഭാവ മൂല്യം","ಐಜೆನ್ ಮೌಲ್ಯ, ವಿಶಿಷ್ಟ ಮೌಲ್ಯ"
സ്വഭാവ മൂല്യ സമവാക്യം,ವಿಶಿಷ್ಟ ಮೌಲ್ಯ ಸಮೀಕರಣ
സ്വഭാവ മൂല്യ സ്പെക്ട്രം,ವಿಶಿಷ್ಟ ಮೌಲ್ಯದ ಸ್ಪೆಕ್ಟ್ರಮ್
"ഈജൻ വെക്റ്റർ, സ്വഭാവസദിശ","ಐಜೆನ್ ವೆಕ್ಟರ್, ವಿಶಿಷ್ಟ ವೆಕ್ಟರ್"
സ്വഭാവ വെക്റ്റർ സമവാക്യം,ವಿಶಿಷ್ಟ ವೆಕ್ಟರ್ ಸಮೀಕರಣ
"ഈജൻ വിറയൽ, സ്വഭാവ വിറയൽ","ಐಜೆನ್ ನಡುಕ, ವಿಶಿಷ್ಟ ನಡುಕ"
ഒക്ടേവ് ഇംപൾസീവ് കോഡ്,ಆಕ್ಟೇವ್ ಇಂಪಲ್ಸಿವ್ ಕೋಡ್
ഒക്റ്റലൻസി ക്യാമറ,ಆಕ್ಟಲೆನ್ಸಿ ಕ್ಯಾಮೆರಾ
അഷ്ടഭുജം,ಅಷ್ಟಭುಜಾಕೃತಿ
ഐക്കണൽ സമവാക്യം,ಐಕಾನಲ್ ಸಮೀಕರಣ
ഐൻസ്റ്റീൻ ഗുണകം,ಐನ್ಸ್ಟೈನ್ ಗುಣಾಂಕ
ഐൻസ്റ്റീൻ പ്രഭാവം,ಐನ್ಸ್ಟೈನ್ ಪರಿಣಾಮ
ഐൻസ്റ്റീൻ ഫോട്ടോഇലക്ട്രിക് സമവാക്യം,ಐನ್ಸ್ಟೈನ್ ದ್ಯುತಿವಿದ್ಯುತ್ ಸಮೀಕರಣ
യൂസ്റ്റിനി സ്ഥാനചലനം,ಯುಸ್ಟಿನಿ ಸ್ಥಳಾಂತರ
