Kannada,English
ಲೆಕ್ಕಿಸಲಾಗದ ಸೆಟ್,denumerable set
ನಿರ್ಗಮಿಸುವ ಅಸ್ಥಿರ,departing variables
ಅವಲಂಬಿತ ಘಟನೆ,dependent event
ಅವಲಂಬಿತ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,dependent random variable
ಅವಲಂಬಿತ ವೇರಿಯಬಲ್,dependent variable
ಅವಲಂಬಿತ ವ್ಯತ್ಯಾಸ,dependent variate
ಖಿನ್ನತೆಯ ಕೋನ,depression angle
ವ್ಯುತ್ಪತ್ತಿ,derivation
ಉತ್ಪನ್ನ,derivative
ಪಡೆದ ಸರಣಿ,derived series
ಪಡೆದ ಸೆಟ್,derived set
ಅವರೋಹಣ,descending
ಅವರೋಹಣ ಕ್ರಮ,descending order
ಅವರೋಹಣ ಸರಣಿ,descending series
ವಿವರಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,descriptive geometry
ವಿವರಣಾತ್ಮಕ ಮಾದರಿ,descriptive model
ವಿವರಣಾತ್ಮಕ ಅಂಕಿಅಂಶಗಳು,descriptive statistics
ವಿನ್ಯಾಸ,design
ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ,design of experiment
ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್,desk calculator
ಪತ್ತೆ,detection
ನಿರ್ಣಾಯಕ,determinant
ನಿರ್ಣಾಯಕ ಶ್ರೇಣಿ,determinant rank
ನಿರ್ಧರಿಸಿ,determine
ನಿರ್ಣಾಯಕ ಮಾದರಿ,deterministic model
ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ,deterministic problem
ವಿಚಲನ,deviation
ವಿಚಲನ ಗುಣಾಂಕ,deviation coefficient
ಡಯಾಡಿಕ್ ವ್ಯವಸ್ಥೆ,diadic system
ಕರ್ಣೀಯ,diagonal
ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಕರ್ಣೀಕರಣ,diagonalization of a matrix
ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,diagonal matrix
ಕರ್ಣೀಯ ಹೋಲಿಕೆ,diagonal similarity
ರೇಖಾಚಿತ್ರ,diagram
ರೇಖಾಚಿತ್ರ ವಿಧಾನ,diagrammatic method
ರೇಖಾಚಿತ್ರ ಪ್ರಸ್ತುತಿ,diagrammatic presentation
ವ್ಯಾಸ,diameter
ಒಂದು ಸೆಟ್ನ ವ್ಯಾಸ,diameter of a set
ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ,diametrically opposite
ದಾಳ ಎಸೆಯುತ್ತಾರೆ,dice throw
ದ್ವಿಮುಖ ವರ್ಗೀಕರಣ,dichotomous classification
ಇಬ್ಭಾಗ,dichotomy
ನಿಘಂಟು ಆದೇಶ,dictionary order
ವ್ಯತ್ಯಾಸ ಕಲನಶಾಸ್ತ್ರ,difference calculus
ವ್ಯತ್ಯಾಸ ಸಮೀಕರಣ,difference equation
ವ್ಯತ್ಯಾಸ ಸೂತ್ರ,difference formula
ವ್ಯತ್ಯಾಸ ವಿಧಾನ,difference method
ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ,difference of sets
ಭಿನ್ನವಾಗಬಲ್ಲ,differentiable
ವಿಭಿನ್ನ ಕರ್ವ್,differentiable curve
ವಿಭಿನ್ನ ಕಾರ್ಯ,differentiable function
ಭೇದಾತ್ಮಕ,differential
ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ,differential calculus
ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ,differential coefficient
ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,differential equation
ಭೇದಾತ್ಮಕ ರೂಪ,differential form
ಭೇದಾತ್ಮಕ ಸೂತ್ರ,differential formula
ಭೇದಾತ್ಮಕ ಕಾರ್ಯ,differential function
ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,differential geometry
ಉನ್ನತ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ,differential of higher order
ಭೇದಾತ್ಮಕ ಅಂಶ,differential quotient
ಪ್ರತ್ಯೇಕಿಸಿ,differentiate
ವ್ಯತ್ಯಾಸ,differentiation
ವ್ಯತ್ಯಾಸ ಸೂತ್ರ,differentiation formula
ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ,differentiation of vector
ಪ್ರಸರಣ,diffusion
ಅಂಕಿ,digit
ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್,digital computer
ಡಿಜಿಟಲ್ ಡೇಟಾ,digital data
ಆಯಾಮ,dimension
ಆಯಾಮ,dimensionality
ಆಯಾಮವಿಲ್ಲದ,dimensionless
ಸಮೀಕರಣದ ಆಯಾಮ,dimension of an equation
ಡಯೋಫಾಂಟೈನ್ ಸಮೀಕರಣ,diophantine equation
ಅದ್ದು ಕೋನ,dip angle
ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು,dipolar coordinates
ದ್ವಿಧ್ರುವಿ,dipole
ಡಿಪಿರಮಿಡ್ (ಬೈಪಿರಮಿಡ್),dipyramid (bipyramid)
ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ,Dirac delta function
ನೇರ ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ,direct common tangent
ನಿರ್ದೇಶಿಸಿದ ಕೋನ,directed angle
ನಿರ್ದೇಶಿಸಿದ ಸಾಲು,directed line
ದಿಕ್ಕಿನ ಉತ್ಪನ್ನ,directional derivative
ನಿರ್ದೇಶನ ಕೊಸೈನ್,direction cosine
ಗರಿಷ್ಠ ದಿಕ್ಕು,direction of maxima
ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ,direction of projection
ದಿಕ್ಕಿನ ಅನುಪಾತ,direction ratio
ನಿರ್ದೇಶಕ ವಲಯ,director circle
ನಿರ್ದೇಶಕ ಗೋಳ,director sphere
ನೇರ ಉತ್ಪನ್ನ,direct product
ನೇರ ಪುರಾವೆ,direct proof
ನೇರ ಅನುಪಾತ,direct proportion
ಡೈರೆಕ್ಟ್ರಿಕ್ಸ್,directrix
ನೇರ ಮೊತ್ತ,direct sum
ಸಂಪರ್ಕ ಕಡಿತಗೊಂಡ ಸೆಟ್‌ಗಳು,disconncted sets
ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ,discontinuity
ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ,discontinuity of derivative
ಮೊದಲ ರೀತಿಯ ಸ್ಥಗಿತ,discontinuity of the first kind
ಎರಡನೇ ರೀತಿಯ ಸ್ಥಗಿತ,discontinuity of the second kind
ನಿರಂತರ ವಿತರಣೆ,discontinuous distribution
ನಿರಂತರ ಕಾರ್ಯ,discontinuous function
ನಿರಂತರ ವ್ಯತ್ಯಾಸ,discontinuous variate
ಪ್ರತ್ಯೇಕವಾದ,discrete
ಪ್ರತ್ಯೇಕ ವಿತರಣೆ,discrete distribution
ಪ್ರತ್ಯೇಕ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ,discrete probability distribution
ಡಿಸ್ಕ್ರೀಟ್ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,discrete random variable
ಪ್ರತ್ಯೇಕ ಮಾದರಿ ಜಾಗ,discrete sample space
ಪ್ರತ್ಯೇಕ ಸೆಟ್,discrete set
ಪ್ರತ್ಯೇಕ ಜಾಗ,discrete space
ಪ್ರತ್ಯೇಕ ಸ್ಥಳಶಾಸ್ತ್ರ,discrete topology
ಪ್ರತ್ಯೇಕ ವ್ಯತ್ಯಾಸ,discrete variate
ತಾರತಮ್ಯ,discriminant
ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ (=ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ),discriminatory analysis (=discriminant analysis)
ಭಿನ್ನಾಭಿಪ್ರಾಯ,disjoint
ಅಸಂಬದ್ಧ ಘಟನೆಗಳು,disjoint events
ಅಸಂಯೋಜಿತ ಸೆಟ್ಗಳು,disjoint sets
ಅವಿಭಕ್ತ ಒಕ್ಕೂಟ,disjoint union
ವಿಘಟನೆ,disjunction
ಪ್ರಸರಣ,dispersion
ಪ್ರಸರಣ ಚಾರ್ಟ್,dispersion chart
ಪ್ರಸರಣ ಸ್ಥಿರ,dispersion constant
ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ,dispersion diagram
ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (=ಕೋವೇರಿಯನ್ಸ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್),dispersion matrix (=covariance matrix)
ಸ್ಥಳಾಂತರ,displacement
ಪ್ರದರ್ಶನ,display
ಪ್ರದರ್ಶನ ಘಟಕ (=ಕನ್ಸೋಲ್),display unit (=consol)
ಭಿನ್ನವಾದ,dissimilar
ವಿಘಟಿಸುವ ಶಕ್ತಿಗಳು,dissipative forces
ದೂರ ಕಾರ್ಯ,distance function
ದೂರ ಮಾಡ್ಯುಲಸ್,distance modulus
ವಿತರಣೆ-ಮುಕ್ತ ವಿಧಾನ,distribution-free method
ವಿತರಣಾ ಕಾನೂನು,distributive law
ಬೇರೆಯಾಗುತ್ತವೆ,diverge
ಭಿನ್ನತೆ,divergence
ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ,divergence theorem
ಭಿನ್ನವಾದ,divergent
ವಿಭಿನ್ನ ಸರಣಿ,divergent series
ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ,divided difference
ವಿಭಜನೆ,divisibility
ಭಾಗಿಸಬಹುದಾದ,divisible
ವಿಭಾಗ,division
ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್,division algorithm
ವಿಭಾಗದ ಉಂಗುರ,division ring
ಡೋಡೆಕಾಗನ್,dodecagon
ದ್ವಾದಶಮುಖ,dodecahedron
ಡೊಮೇನ್,domain
ಕಾರ್ಯದ ಡೊಮೇನ್,domain of a function
ವ್ಯಾಖ್ಯಾನದ ಡೊಮೇನ್,domain of definition
ಅಸ್ತಿತ್ವದ ಡೊಮೇನ್,domain of existence
ಪ್ರಬಲ ತಂತ್ರ,dominant strategy
ಡಾಪ್ಲರ್ ಪರಿಣಾಮ,doppler effect
ಡಾಟ್ ಉತ್ಪನ್ನ,dot product
ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ,dotted curve
ಎರಡು ವ್ಯತ್ಯಾಸ,double differentiation
ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ,double exponential distribution
ಡಬಲ್ ಹೆಲಿಕ್ಸ್,double helix
ಡಬಲ್ ಅವಿಭಾಜ್ಯ,double integral
ಡಬಲ್ ಏಕೀಕರಣ,double integration
ಎರಡು ಮಿತಿ,double limit
ಎರಡು ಮಾದರಿ ಯೋಜನೆ,double sampling plan
ಎರಡು ಅನುಕ್ರಮ,double sequence
ಡಬಲ್ ಸರಣಿ,double series
ಡಬಲ್ ಪ್ರತ್ಯಯ ಸಂಕೇತ,double suffix notation
ಡಬಲ್ ಸಂಕಲನ,double summation
ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ,downward acceleration
ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ,downward displacement
ಕೆಳಮುಖ ಚಲನೆ,downward motion
ಕೆಳಮುಖ ವೇಗ,downward velocity
ಎಳೆಯಿರಿ,drag
ಡ್ರ್ಯಾಗ್ ಫೋರ್ಸ್,drag force
ದ್ವಂದ್ವ,dual
ಉಭಯ ಆಧಾರ,dual basis
ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ,dual inner product
ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ,dual linear programming problem
ಎರಡು ಕಾರ್ಯಾಚರಣೆ,dual operation
ಉಭಯ ಸಮಸ್ಯೆ,dual problem
ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ಅಲ್ಗಾರಿದಮ್,dual simplex algorithm
ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ತಂತ್ರ,dual simplex technique
ಡ್ಯುಯಲ್ ಸ್ಪೇಸ್,dual space
ಡ್ಯುಯಲ್ ವೇರಿಯಬಲ್,dual variable
ಡ್ಯುಯಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್,dual vector space
ನಕಲಿ ಸೂಚ್ಯಂಕ,dummy index
ನಕಲಿ ಚಂದಾದಾರಿಕೆ,dummy subscript
ನಕಲಿ ಪ್ರತ್ಯಯ,dummy suffix
ನಕಲಿ ವೇರಿಯಬಲ್,dummy variable
ನಕಲು ಪ್ರಕ್ರಿಯೆ,duplicator process
ಕ್ರಿಯಾತ್ಮಕ,dynamical
ಕ್ರಿಯಾತ್ಮಕ ವ್ಯವಸ್ಥೆ,dynamical system
ಡೈನಾಮಿಕ್ ಬೇಡಿಕೆ ಕಾರ್ಯ,dynamic demand function
ಕ್ರಿಯಾತ್ಮಕ ಮಾದರಿ,dynamic model
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,dynamic programming
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ವಿಧಾನ,dynamic programming approach
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ತಂತ್ರ,dynamic programming technique
ಡೈನಾಮಿಕ್ಸ್,dynamics
ಒಂದು ಕಣದ ಡೈನಾಮಿಕ್ಸ್,dynamics of a particle
ಕಟ್ಟುನಿಟ್ಟಾದ ದೇಹಗಳ ಡೈನಾಮಿಕ್ಸ್,dynamics of rigid bodies
ಭೂಮಿ,earth
ಭೂಕಂಪದ ತೀವ್ರತೆ,earthquake intensity
ವಿಕೇಂದ್ರೀಯತೆ,eccentricity
ಗ್ರಹಣ,eclipse
ಆರ್ಥಿಕ ಮುನ್ಸೂಚನೆ,econometric forecast
ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,econometrician
ಅರ್ಥಶಾಸ್ತ್ರ,econometrics
ಅರ್ಥಶಾಸ್ತ್ರ,economics
ಅಂಚು,edge
ಪೀನ ಗುಂಪಿನ ಅಂಚು,edge of a convex set
ದಕ್ಷತೆಯ ಅಂಶ,efficiency factor
ಐಜೆನ್ ಅಂಶ,eigen element
ಐಜೆನ್ ಕಾರ್ಯ,eigen function
ಈಜೆನ್ ಮೌಲ್ಯ,eigen value
ಐಜೆನ್ ಮೌಲ್ಯ ಸಮೀಕರಣ,eigen value equation
ಐಜೆನ್ ವೆಕ್ಟರ್,eigen vector
ಸ್ಥಿತಿಸ್ಥಾಪಕ,elastic
ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸ್ಥಿರ,elastic constant
ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸಮತೋಲನ,elastic equilibrium
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,elasticity
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಮೇಲ್ಮೈ,elasticity surface
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಂಪ್ಯೂಟರ್,electronic computer
ಅಂಶ,element
ಪ್ರಾಥಮಿಕ ಕಾಲಮ್ ಕಾರ್ಯಾಚರಣೆ,elementary column operation
ಪ್ರಾಥಮಿಕ ಘಟನೆ,elementary event
ಪ್ರಾಥಮಿಕ ಕಾರ್ಯ,elementary function
ಪ್ರಾಥಮಿಕ ಕಾರ್ಯಾಚರಣೆ,elementary operation
ಪ್ರಾಥಮಿಕ ಫಲಿತಾಂಶ,elementary outcome
ಪ್ರಾಥಮಿಕ ಸಂಭವನೀಯತೆಯ ಕಾನೂನು,elementary probability law
ಪ್ರಾಥಮಿಕ ಸಾಲಿನ ಕಾರ್ಯಾಚರಣೆ,elementary row operation
ತೊಡೆದುಹಾಕಲು,eliminate
ಹೊರಹಾಕುವ ವಿಧಾನ,elemination procedure
ದೀರ್ಘವೃತ್ತ,ellipse
ಅಂಡಾಕಾರದ,ellipsoid
ದೀರ್ಘವೃತ್ತಾಕಾರದ,ellipsoidal
ದೀರ್ಘವೃತ್ತಾಕಾರದ ಮೇಲ್ಮೈ,ellipsoidal surface
ಅಂಡಾಕಾರದ ದೇಹ,elliptical body
ಎಂಬೆಡಿಂಗ್,embedding
ಹೊರಸೂಸುವಿಕೆ,emission
ಪ್ರಾಯೋಗಿಕ ಡೇಟಾ,empirical data
ಪ್ರಾಯೋಗಿಕ ಸೂತ್ರ,empirical formula
ಪ್ರಾಯೋಗಿಕ ಸಂಭವನೀಯತೆ,empirical probability
ಪ್ರಾಯೋಗಿಕ ಸಂಬಂಧ,empirical relation
ಖಾಲಿ ಸೆಟ್,empty set
ಸುತ್ತುವರಿದಿದೆ,enclosed
ಎನ್ಕೋಡಿಂಗ್,encoding
ಎಂಡೋಮಾರ್ಫಿಸಮ್,endomorphism
ಅಂತಿಮ ಬಿಂದು,end point
ವರ್ಗ ಮಧ್ಯಂತರದ ಅಂತಿಮ ಬಿಂದು,end point of class interval
ಶಕ್ತಿ,energy
ಶಕ್ತಿಯ ಆವೇಗ ಘಟಕ,energy momentum component
ವೇರಿಯೇಬಲ್ ಅನ್ನು ನಮೂದಿಸಲಾಗುತ್ತಿದೆ,entering variable
ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್,enumerable set
ಎಣಿಕೆ,enumeration
ಸಮಾನ,equal
ಸಮಾನತೆ,equality
ಸಮಾನವಾಗಿ ಸಾಧ್ಯತೆ,equally likely
ಸಮಾನ ಸಂಭವನೀಯತೆಯ ಆಯ್ಕೆ ವಿಧಾನ (=epsem),equal probability selection method (=epsem)
ಸಮೀಕರಿಸು,equate
ಸಮೀಕರಣ,equation
ಮೊದಲ ಪದವಿಯ ಸಮೀಕರಣ,equation of first degree
ಎರಡನೇ ಪದವಿಯ ಸಮೀಕರಣ,equation of second degree
ಮೂರನೇ ಪದವಿಯ ಸಮೀಕರಣ,equation of third degree
ಸಮಭಾಜಕ,equator
ಸಮಾನ ನಿರಂತರ,equicontinuous
ಸಮಬಾಹು,equilateral
ಸಮತೋಲನ,equilibrium
ಶಕ್ತಿಗಳ ಸಮತೋಲನ,equilibrium of forces
ಸಮತೋಲನ ಬಿಂದು,equilibrium point
ಸಮಾನತೆ,equivalence
ಸಮಾನತೆಯ ವರ್ಗ,equivalence class
ಸಮಾನತೆಯ ಸಂಬಂಧ,equivalence relation
ಸಮಾನ,equivalent
ಸಮಾನ ಮ್ಯಾಟ್ರಿಕ್ಸ್,equivalent matrix
ಸಮಾನ ಸೆಟ್,equivalent set
ಎರ್ಗೋಡಿಸಿಟಿ,ergodicity
ದೋಷ,error
ದೋಷ ವಿಶ್ಲೇಷಣೆ,error analysis
ದೋಷ ಕೋಡ್,error code
ದೋಷ ಗುಣಾಂಕ,error coefficient
ಸರಾಸರಿ ಚೌಕದ ದೋಷ,error of mean square
ಮೊದಲ ರೀತಿಯ ದೋಷ,error of the first kind
ಎರಡನೇ ರೀತಿಯ ದೋಷ,error of the second kind
ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ಸಂಭವನೀಯತೆ,escape probability
ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ವೇಗ,escape velocity
E. ಸ್ಮಿತ್ ಅವರ ಆರ್ಥೋಗೋನಲೈಸೇಶನ್ ಪ್ರಕ್ರಿಯೆ,E. Schmidt's orthogonalization process
ಬರೆದ ವೃತ್ತ,escribed circle
ಅತ್ಯಗತ್ಯ,essential
ಮೂಲಭೂತವಾಗಿ ಅನನ್ಯ,essentially unique
ಅಂದಾಜು,estimate
ಅಂದಾಜು ವಿಧಾನ,estimation method
ಯೂಕ್ಲಿಡಿಯನ್ ನಿರ್ದೇಶಾಂಕ,Euclidean coordinate
ಯೂಕ್ಲಿಡಿಯನ್ ಡೊಮೇನ್,Euclidean domain
ಯೂಕ್ಲಿಡಿಯನ್ ಜ್ಯಾಮಿತಿ,Euclidean geometry
ಯೂಕ್ಲಿಡಿಯನ್ ಎನ್-ಸ್ಪೇಸ್,Euclidean n-space
ಯೂಕ್ಲಿಡಿಯನ್ ವಿಮಾನ,Euclidean plane
ಯೂಲರ್ ಪ್ರಮೇಯ,Euler's theorem
ಮೌಲ್ಯಮಾಪನ,evaluate
ಸಹ,even
ಸಹ ಕರ್ವ್,even curve
ಸಹ ಕಾರ್ಯ,even function
ಸಹ ಬಹು,even multiple
ಸಮ ಸಂಖ್ಯೆ,even number
ಸಮ ಬೆಸ ಸಮ್ಮಿತಿ,even odd symmetry
ಕ್ರಮಪಲ್ಲಟನೆ ಕೂಡ,even permutation
ಘಟನೆ,event
ಸಹ ಪದ,even term
ನಿಖರ,exact
ನಿಖರವಾದ ಚಿ-ಚದರ ಪರೀಕ್ಷೆ,exact chi-square test
ನಿಖರವಾದ ವ್ಯತ್ಯಾಸ,exact differential
ನಿಖರವಾದ ಸಮೀಕರಣ,exact equation
ಉದಾಹರಣೆ,example
ವಿನಿಮಯ,exchange
ಸಮಗ್ರ ಘಟನೆ,exhaustive event
ಅಸ್ತಿತ್ವದ ಮೂಲತತ್ವ,existence axiom
ಅಸ್ತಿತ್ವದ ಸಂಭವನೀಯತೆ (= ಪೂರ್ವ ಸಂಭವನೀಯತೆ),existence probability(= a priori probability)
ಅಸ್ತಿತ್ವದ ಪ್ರಮೇಯ,existence theorem
ಬಾಹ್ಯ ವೇರಿಯಬಲ್,exogenous variable
ವಿಸ್ತರಣೆ,expansion
ನಿರೀಕ್ಷೆಯ ಕಾರ್ಯ,expectation function
ನಿರೀಕ್ಷಿತ ಆವರ್ತನ,expected frequency
ನಿರೀಕ್ಷಿತ ಮೌಲ್ಯ,expected value
ಪ್ರಯೋಗ,experiment
ಪ್ರಾಯೋಗಿಕ ದೋಷ,experimental error
ವಿವರಣೆ,explanation
ಸ್ಪಷ್ಟ ಸಮೀಕರಣ,explicit equation
ಸ್ಪಷ್ಟ ರೂಪ,explicit form
ಸ್ಪಷ್ಟ ಕಾರ್ಯ,explicit function
ಸ್ಪಷ್ಟ ಪರಿಹಾರ,explicit solution
ಘಾತ,exponent
ಘಾತೀಯ ಕರ್ವ್,exponential curve
ಘಾತೀಯ ಸಾಂದ್ರತೆಯ ಕಾರ್ಯ,exponential density function
ಘಾತೀಯ ವಿತರಣೆ,exponential distribution
ಘಾತೀಯ ಸಮೀಕರಣ,exponential equation
ಘಾತೀಯ ಕಾರ್ಯ,exponential function
ಘಾತೀಯ ಬೆಳವಣಿಗೆ,exponential growth
ಘಾತೀಯ ಕಾನೂನು,exponential law
ಘಾತೀಯ ನಕ್ಷೆ,exponential map
ಘಾತೀಯ ಸರಣಿ,exponential series
ಅಭಿವ್ಯಕ್ತಿ,expression
ವಿಸ್ತೃತ ಮಧ್ಯಂತರ,extended interval
ನೈಜ ರೇಖೆಯನ್ನು ವಿಸ್ತರಿಸಲಾಗಿದೆ,extended real line
ವಿಸ್ತೃತ ನೈಜ ಸಂಖ್ಯೆ ವ್ಯವಸ್ಥೆ,extended real number system
ಮ್ಯಾಪಿಂಗ್ ವಿಸ್ತರಣೆ,extension of a mapping
ಬಾಹ್ಯ ಕೋನ,exterior angle
ಬಾಹ್ಯ ಪ್ರದೇಶ,exterior area
ಬಾಹ್ಯ ಬಿಂದು,exterior point
ಬಾಹ್ಯ,external
ಪ್ರವೃತ್ತಿ ಮೌಲ್ಯದ ಎಕ್ಸ್ಟ್ರಾಪೋಲೇಶನ್,extrapolation of trend value
ಹೊರತೆಗೆಯುವ ತಂತ್ರ,extrapolation technique
ವಿಪರೀತ ಮೌಲ್ಯ,extremal value
ವಿಪರೀತ,extreme
ತೀವ್ರ ಬಿಂದು,extreme point
ಪೀನ ಸೆಟ್ನ ತೀವ್ರ ಬಿಂದು,extreme point of convex set
ಒಂದು ಕಾರ್ಯದ ತೀವ್ರತೆ,extremum of a function
ವಿಪರೀತ ಆಸ್ತಿ,extremum property
ಮುಖ,face
ಮುಖ ಬೆಲೆ,face value
ಅಂಶ,factor
ಅಂಶ ವಿಶ್ಲೇಷಣೆ,factor analysis
ಅಪವರ್ತನೀಯ,factored
ಅಪವರ್ತನೀಯ,factorial
ಅಪವರ್ತನೀಯ ವಿನ್ಯಾಸ,factorial design
ಅಪವರ್ತನೀಕರಣ,factorization
ಫ್ಯಾಕ್ಟರೈಸ್,factorise
ನ್ಯಾಯೋಚಿತ ಆಟ,fair game
ತಪ್ಪು,FALSE
ಕುಟುಂಬ,family
ವಲಯಗಳ ಕುಟುಂಬ,family of circles
ಕುಟುಂಬ ವಕ್ರಾಕೃತಿಗಳು,family curves
ಕಾರ್ಯಗಳ ಕುಟುಂಬ,family of functions
ಸಾಲುಗಳ ಕುಟುಂಬ,family of lines
ನಕಲು,facsimile
ಎಫ್-ವಿತರಣೆ,F-distribution
ಕಾರ್ಯಸಾಧ್ಯ ಮೂಲ ಪರಿಹಾರ,feasible basic solution
ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ,feasible solution
ಮತ್ತೆ ಆಹಾರ,feed back
ಫರ್ಮಾಟ್ ತತ್ವ,Fermat principle
ಫೆರ್ಮಟ್ ಪ್ರಮೇಯ,Fermat's theorem
ಫೆರ್ಮಿ-ಡಿರಾಕ್ ಅಂಕಿಅಂಶಗಳು,Fermi-Dirac statistics
ಫಿಬೊನಾಕಿ ಸಂಖ್ಯೆ,Fibonacci number
ಫಿಬೊನಾಕಿ ಸರಣಿ,Fibonacci series
ಕ್ಷೇತ್ರ,field
ಅಂತಿಮ ವೇಗ,final velocity
ಸೀಮಿತ,finite
ಸೀಮಿತ ಆಧಾರ,finite basis
ಸೀಮಿತ ದಶಮಾಂಶ,finite decimal
ಸೀಮಿತ ವ್ಯತ್ಯಾಸ,finite difference
ಸೀಮಿತ ವ್ಯತ್ಯಾಸ ವಿಧಾನ,finite difference method
ಸೀಮಿತ ಆಯಾಮದ,finite dimensional
ಸೀಮಿತ ಆಯಾಮದ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್,finite dimensional vector space
ಸೀಮಿತ ಆಟ,finite game
ಸೀಮಿತ ರೇಖಾಗಣಿತ,finite geometry
ಸೀಮಿತ ಛೇದಕ,finite intersection
ಸೀಮಿತ ಅನೇಕ,finite many
ಸೀಮಿತ ಮಾರ್ಕೊವ್ ಸರಣಿ,finite Markov chain
ಸೀಮಿತತೆಯ ಪುರಾವೆ,finiteness proof
ಸೀಮಿತ ಸಂಖ್ಯೆ,finite number
ಸೀಮಿತ ಜನಸಂಖ್ಯೆ,finite population
ಸೀಮಿತ ಸಂಭವನೀಯತೆ,finite probability
ಸೀಮಿತ ಸರಣಿ,finite series
ಸೀಮಿತ ಸೆಟ್,finite set
ಸೀಮಿತ ವೇಗ,finite velocity
ಸೀಮಿತ ಪರಿಮಾಣ,finite volume
ಅಳವಡಿಸುವ,fitting
ವಕ್ರರೇಖೆಯ ಅಳವಡಿಕೆ,fitting of curve
ನೇರ ರೇಖೆಯ ಅಳವಡಿಕೆ,fitting of straight line
ಸ್ಥಿರ ಬಿಂದು ಪ್ರಮೇಯ,fixed point theorem
ಸ್ಥಿರ ಮಾದರಿ,fixed sample
ಹಾರಾಟದ ವೇಗ,flight velocity
ಫ್ಲೋಟಿಂಗ್ ಪಾಯಿಂಟ್ ಅಂಕಗಣಿತ,floating point arithmetic
ಫ್ಲೋಟಿಂಗ್ ಪಾಯಿಂಟ್ ಸಿಸ್ಟಮ್,floating point system
ಹರಿವಿನ ಚಾರ್ಟ್,flow chart
ಹರಿವಿನ ವೇಗ,flow velocity
ದ್ರವ ಡೈನಾಮಿಕ್ಸ್,fluid dynamics
ಫೋಕಲ್,focal
