Assamese,Odiya
ছবি প্ৰদৰ্শন কৰক,ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
নিষ্পত্তি,ନିଷ୍କାସନ
দূৰত্ব,ଦୂରତା
দূৰত্বৰ ফলন,ଦୂରତା କାର୍ଯ୍ୟ
বিকৃতি,ବିକୃତି
বিতৰণ কৰা হৈছে,ବଣ୍ଟିତ |
বিতৰণ কৰা তথ্য,ବଣ୍ଟିତ ତଥ୍ୟ |
বিতৰণ কৰা চাৰ্ভাৰ,ବଣ୍ଟିତ ସର୍ଭର |
বিতৰণ কৰা ব্যৱস্থা,ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |
বিতৰণমূলক,ବଣ୍ଟନକାରୀ
নথিপত্ৰ,ଡକ୍ୟୁମେଣ୍ଟ୍
নথিপত্ৰ উদ্ধাৰ কৰা হৈছে,ଡକ୍ୟୁମେଣ୍ଟ ପୁନରୁଦ୍ଧାର ହେଲା |
নথিপত্ৰ উইন্ডো,ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |
নথিপত্ৰ,ଡକ୍ୟୁମେଣ୍ଟେସନ୍
ডমেইন,ଡୋମେନ୍
ডমেইনৰ নাম,ଡୋମେନ୍ ନାମ
ডট মেট্ৰিক্স প্ৰিন্টাৰ,ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |
তললৈ,ତଳକୁ
ডাউন লিংক,ଡାଉନ୍ ଲିଙ୍କ୍ |
ডাউন লোডিং,ଡାଉନ୍ ଲୋଡିଙ୍ଗ୍ |
ডাউন টাইম,ଡାଉନ୍ ଟାଇମ୍ |
ড্ৰেগিং কৰা,ଡ୍ରାଗ୍
DRAM (ডাইনামিক ৰেম),DRAM (ଗତିଶୀଳ RAM)
ড্ৰিফ্ট,drift
ড্ৰাইভাৰ,ଡ୍ରାଇଭର |
টোপাল,ଡ୍ରପ୍
ড্ৰপ ডাউন তালিকা বাকচ,ତାଲିକା ବାକ୍ସ ଡ୍ରପ୍ କରନ୍ତୁ |
ড্ৰাম ড্ৰাইভ,ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |
ড্ৰাম প্ৰিন্টাৰ,ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |
ড্ৰাম ইউনিট,ଡ୍ରମ୍ ୟୁନିଟ୍ |
দ্বৈত,ଡୁଆଲ୍ |
দ্বৈত ঘনত্ব,ଦ୍ୱ ual ତ ଘନତା |
ডামি ঠিকনা,ଡମି ଠିକଣା
ভাণ্ডাৰ,ଡମ୍ପିଂ
ডুপ্লেক্স বৰ্তনী,ଡୁପ୍ଲେକ୍ସ ସର୍କିଟ |
ডুপ্লেক্সিং,ନକଲ
ডুপ্লিকেট কৰক,ନକଲ
ডিভিডি R/W,DVD R / W
DVD ROM,DVD ROM
গতিশীল নিৰ্দেশনা,ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ
গতিশীল স্মৃতিশক্তি,ଗତିଶୀଳ ସ୍ମୃତି
গতিশীলতা,ଗତିଶୀଳତା |
ইবিচিডিআইচি,EBCDIC |
ই-ব্যৱসায়,ଇ-ବ୍ୟବସାୟ |
প্ৰতিধ্বনি,ଇକୋ
ই-কমাৰ্চ,ଇ-ବାଣିଜ୍ୟ |
সম্পাদনা কৰক,ସମ୍ପାଦନ କରନ୍ତୁ |
সম্পাদক,ସମ୍ପାଦକ
শৈক্ষিক প্ৰযুক্তি,ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
ইইপি ৰম,EEP ରୋମ୍
ফলপ্ৰসূ ঠিকনা (ভাসমান ঠিকনা),ପ୍ରଭାବଶାଳୀ ଠିକଣା (ଭାସମାନ ଠିକଣା)
ফলপ্ৰসূ অপাৰেণ্ড ঠিকনা,ପ୍ରଭାବଶାଳୀ ଅପରେଣ୍ଡ୍ ଠିକଣା |
ফলপ্ৰসূ পদ্ধতি,ପ୍ରଭାବଶାଳୀ ପ୍ରଣାଳୀ |
ফলপ্ৰসূ UID (ব্যৱহাৰকাৰী চিনাক্তকৰণ),ପ୍ରଭାବଶାଳୀ UID (ବ୍ୟବହାରକାରୀ ପରିଚୟ)
ফলপ্ৰসূ সংক্ৰমণ অপাৰেণ্ড,ପ୍ରଭାବଶାଳୀ ଟ୍ରାନ୍ସମିସନ୍ ଅପରେଣ୍ଡ୍ |
আঠ-বিট বাইট,ଆଠ-ବିଟ୍ ବାଇଟ୍ |
ই-লাৰ্নিং,ଇ-ଶିକ୍ଷା
নিৰ্বাচন-algirthm,ନିର୍ବାଚନ-ଆଲଗିର୍ଥମ୍ |
বৈদ্যুতিক মেইলিং (ই-মেইল),ଇଲେକ୍ଟ୍ରିକ୍ ମେଲିଂ (ଇ-ମେଲ୍)
বৈদ্যুতিক প্ৰিন্টাৰ,ଇଲେକ୍ଟ୍ରିକ୍ ପ୍ରିଣ୍ଟର୍
বৈদ্যুতিক একাউণ্টিং মেচিন,ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |
ইলেক্ট্ৰনিক,ଇଲେକ୍ଟ୍ରୋନିକ୍ |
ইলেক্ট্ৰনিক ক্লিয়াৰেন্স চিষ্টেম (ECS),ଇଲେକ୍ଟ୍ରୋନିକ୍ କ୍ଲିୟରାନ୍ସ ସିଷ୍ଟମ୍ (ECS)
ইলেক্ট্ৰনিক ডাটা বিনিময় (EDI),ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଆଦାନ ପ୍ରଦାନ (EDI)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ইলেক্ট্ৰনিক ফাইলিং,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଫାଇଲ୍
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ସିଷ୍ଟମ୍ (EFTS)
ইলেক্ট্ৰনিক জাৰ্নেল,ବ electronic ଦ୍ୟୁତିକ ପତ୍ରିକା
ইলেক্ট্ৰনিক প্ৰকাশন,ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |
ইলেক্ট্ৰনিক চুইচ,ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |
উপাদান,ଉପାଦାନ
ই-মেইল,ଇ-ମେଲ୍ |
ই-মেইল ঠিকনা,ଈମୈଲ ଠିକଣା
এম্বেডেড চিস্টেম,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
এম্বেডিং,ଏମ୍ବେଡିଂ
এমিটাৰ কাপল লজিক (ECL),ନିର୍ଗତ ଦମ୍ପତି ତର୍କ (ECL)
খালী ষ্টেক,ଖାଲି ଷ୍ଟାକ |
খালী ষ্ট্ৰিং,ଖାଲି ଷ୍ଟ୍ରିଙ୍ଗ୍ |
অনুকৰণ,ଅନୁକରଣ
এনকেপচুলেচন,ଏନକାପସୁଲେସନ୍ |
encipher,ଏନକାଇଫର୍
এনকোড কৰক,ଏନକୋଡ୍
এনকোডাৰ,ଏନକୋଡର୍ |
এনক্ৰেপ্ট কৰা তথ্য,ସଂଗୁପ୍ତ ତଥ୍ୟ
নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা,ଏନକ୍ରିପ୍ଟିଂ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
এনক্ৰিপচন,ଏନକ୍ରିପସନ୍
ব্লকৰ শেষ,ବ୍ଲକର ଶେଷ
ফাইলৰ শেষ (EOF),ଫାଇଲର ଶେଷ (EOF)
শেষ ব্যৱহাৰকাৰী,ଶେଷ-ଉପଭୋକ୍ତା |
প্ৰৱেশ কৰা,ପ୍ରବେଶ କର |
এণ্টাৰ-কি,ଏଣ୍ଟର୍-କି
এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ,ଏଣ୍ଟରପ୍ରାଇଜ୍ ସର୍ଭର |
উদ্যোগ ব্যৱস্থা,ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |
সত্তা,ସଂସ୍ଥା
সত্তা-সম্পৰ্ক,ସଂସ୍ଥା-ସମ୍ପର୍କ |
প্ৰৱেশৰ সময়,ପ୍ରବେଶ ସମୟ
প্ৰৱেশ চলক,ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |
গণনাযোগ্য,ଅସଂଖ୍ୟ |
পৰিৱেশ,ପରିବେଶ
যুগ,ଯୁଗ
EPROM,EPROM
এপ্সিলন বন্ধ কৰা,ଏପସିଲନ୍ ବନ୍ଦ |
ইকুৱেলাইজাৰ,ସମାନତା
সঁজুলি,ଉପକରଣ
সমতুল্যতা শ্ৰেণী,ସମାନତା ଶ୍ରେଣୀ
সমতুল্যতা সম্পৰ্ক,ସମାନତା ସମ୍ପର୍କ
মচি পেলাওক,ଲିଭାନ୍ତୁ
ক&#39;ড সংশোধন কৰাত ত্ৰুটি,ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍
ভুল সংশোধন,ତ୍ରୁଟି ସଂଶୋଧନ
ভুল ধৰা পেলোৱা,ତ୍ରୁଟି ଚିହ୍ନଟ
ভুল নিয়ন্ত্ৰণ,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ
ভুল বাৰ্তা,ତ୍ରୁଟି ସନ୍ଦେଶ |
ভুলৰ হাৰ,ତ୍ରୁଟି ହାର
ত্ৰুটি পুনৰুদ্ধাৰ,ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର
ভুল ৰুটিন,ତ୍ରୁଟି ରୁଟିନ୍ |
পলায়ন চৰিত্ৰ,ପଳାୟନ ଚରିତ୍ର |
ইথাৰনেট,ଇଥରନେଟ୍ |
কাৰ্যক্ৰম,ଇଭେଣ୍ଟ
ইভেন্ট শৃংখল,ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |
ইভেন্ট নিয়ন্ত্ৰণ,ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |
ইভেন্ট কাউণ্টাৰ,ଇଭେଣ୍ଟ କାଉଣ୍ଟର
ব্যতিক্ৰম নিয়ন্ত্ৰণ,ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |
বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ,ଅଦଳବଦଳ ଡିସ୍କ ସଂରକ୍ଷଣ ସ୍ଥାନ |
বৰ্জন,ବହିଷ୍କାର
একচেটিয়া বা (XOR),ସ୍ୱତନ୍ତ୍ର କିମ୍ବା (XOR)
এক্সিকিউটেবল প্ৰগ্ৰেম,ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍
কাৰ্য্যবাহী বিবৃতি,କାର୍ଯ୍ୟନିର୍ବାହୀ ବିବୃତ୍ତି
বিস্তৃত অনুসন্ধান,ସମ୍ପୁର୍ଣ୍ଣ ସନ୍ଧାନ |
উপলব্ধ,ବିଦ୍ୟମାନ ଅଛି |
প্ৰস্থান,ପ୍ରସ୍ଥାନ
বিশেষজ্ঞ ব্যৱস্থা,ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |
অভিব্যক্তি,ଅଭିବ୍ୟକ୍ତି
সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA),ବିସ୍ତୃତ ଗ୍ରାଫିକ୍ ଆରେ (XGA)
বৰ্ধিত উদ্যোগ মানদণ্ড (EIS),ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS)
বৰ্ধিত মেচিন,ବିସ୍ତୃତ ଯନ୍ତ୍ର
বৰ্ধিত স্মৃতিশক্তি,ବିସ୍ତୃତ ସ୍ମୃତି
বৰ্ধিত নিখুঁততা,ବିସ୍ତୃତ ସଠିକତା |
বৰ্ধিত সজাই পৰাই তোলা,ବିସ୍ତୃତ ସର୍ଟିଂ
বাহ্যিক কল,ବାହ୍ୟ କଲ୍
বাহ্যিক ভুল,ବାହ୍ୟ ତ୍ରୁଟି |
বাহ্যিক কাৰ্য্য,ବାହ୍ୟ କାର୍ଯ୍ୟ
বাহ্যিক বাধা,ବାହ୍ୟ ବାଧା
বাহ্যিক স্মৃতিশক্তি,ବାହ୍ୟ ସ୍ମୃତି
বাহ্যিক স্মৃতিশক্তি,ବାହ୍ୟ ସ୍ମୃତି
বাহ্যিক মডেম,ବାହ୍ୟ ମୋଡେମ୍ |
বাহ্যিক উল্লেখ,ବାହ୍ୟ ସନ୍ଦର୍ଭ
বাহ্যিক অনুসন্ধান,ବାହ୍ୟ ସନ୍ଧାନ |
বাহ্যিক সংৰক্ষণ ডিভাইচ,ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ
নিষ্কাশন,ନିଷ୍କାସନ
বহিঃপ্ৰক্ষেপণ,ବହିଷ୍କାର
মুখ-আখৰ প্ৰিন্টাৰ,ଚେହେରା-ଅକ୍ଷର ପ୍ରିଣ୍ଟର୍ |
বিফল-নিৰাপদ কাৰ্য্য,ବିଫଳ-ନିରାପଦ କାର୍ଯ୍ୟ
বিফলতাৰ হাৰ,ବିଫଳତା ହାର
বিফলতা পুনৰুদ্ধাৰ,ବିଫଳତା ପୁନରୁଦ୍ଧାର
মিছা ক&#39;ড,ମିଥ୍ୟା କୋଡ୍
মিছা ভুল,ମିଥ୍ୟା ତ୍ରୁଟି |
ফেন-ইন,ପ୍ରଶଂସକ
ফেন-আউট,ପ୍ରଶଂସକ
fascimile I/O ডিভাইচ,ଆକର୍ଷଣୀୟ I / O ଉପକରଣ |
দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT),ଦ୍ରୁତ ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ (FFT)
মাৰাত্মক ভুল,ସାଂଘାତିକ ତ୍ରୁଟି |
ত্ৰুটি ধৰা পেলোৱা,ତ୍ରୁଟି ଚିହ୍ନଟ
দোষ নিদান,ତ୍ରୁଟି ନିଦାନ
দোষ সহনশীলতা,ଦୋଷ ସହନଶୀଳତା |
ফেক্স,ଫ୍ୟାକ୍ସ
ফেক্স বাৰ্তা,ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |
এফ ডি চি,FDC
বৈশিষ্ট্য ধৰা পেলোৱা,ବ feature ଶିଷ୍ଟ୍ୟ ଚିହ୍ନଟ
ফিড চক্ৰ,ଫିଡ୍ ଚକ୍ର |
মতামত,ମତାମତ
ফিডাৰ,ଫିଡର୍ |
লৈ অনা,ଆଣ |
fibonacci অনুসন্ধান,ଫାଇବୋନାକ୍ସି ସନ୍ଧାନ |
fibonacci ক্ৰম,ଫାଇବୋନାକ୍ସି କ୍ରମ |
fibonacci শৃংখলা,ଫାଇବୋନାକ୍ସି ସିରିଜ୍ |
ফাইবাৰ অপটিক্স,ଫାଇବର ଅପ୍ଟିକ୍ସ |
ফিডো নেট,ଫିଡୋ ନେଟ୍ |
ক্ষেত্ৰ,କ୍ଷେତ୍ର
পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ,ପଞ୍ଚମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟରଗୁଡିକ |
ফাইল,ଫାଇଲ୍ |
ফাইল অভিগম পদ্ধতি,ଫାଇଲ୍ ପ୍ରବେଶ ପଦ୍ଧତି |
ফাইল আবণ্টন টেবুল,ଫାଇଲ୍ ଆବଣ୍ଟନ ସାରଣୀ |
ফাইল সংকোচন,ଫାଇଲ୍ ସଙ୍କୋଚନ |
ফাইল কপি কৰা,ଫାଇଲ୍ କପି
ফাইল বিন্যাস,ଫାଇଲ୍ ଲେଆଉଟ୍ |
ফাইল মাৰ্জ কৰক,ଫାଇଲ୍ ମିଶ୍ରଣ |
ফাইল পুনৰুদ্ধাৰ,ଫାଇଲ୍ ପୁନରୁଦ୍ଧାର
নথিপত্ৰ সংৰক্ষণ,ଫାଇଲ୍ ଷ୍ଟୋରେଜ୍ |
নথিপত্ৰ গঠন,ଫାଇଲ୍ ଗଠନ
নথিপত্ৰপ্ৰণালী,ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
ফাইল স্থানান্তৰ,ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର |
নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP),ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (FTP)
ফিল্টাৰ,ଫିଲ୍ଟର୍
চূড়ান্ত অৱস্থা,ଅନ୍ତିମ ଅବସ୍ଥା |
সন্ধান কৰা,ଖୋଜ |
সসীম অৱস্থাৰ যন্ত্ৰ,ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |
জুইৰ দেৱাল,ଅଗ୍ନି କାନ୍ଥ
ফাৰ্মৱেৰ,ଫର୍ମୱେୟାର |
প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক,ପ୍ରଥମେ ସେବା କର |
প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ,ପ୍ରଥମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
প্ৰথম ইন প্ৰথম আউট (FIFO),ପ୍ରଥମରେ ପ୍ରଥମ (FIFO)
প্ৰথম ক্ৰমৰ যুক্তি,ପ୍ରଥମ କ୍ରମ ତର୍କ |
প্ৰথম ক্ৰমৰ তত্ত্ব,ପ୍ରଥମ କ୍ରମ ସିଦ୍ଧାନ୍ତ |
স্থিৰ বিভাজন,ସ୍ଥିର ବିଭାଜନ
পতাকা,ପତାକା
নমনীয় ডিষ্ক,ନମନୀୟ ଡିସ୍କ |
ফ্লপি ডিস্ক,ଫ୍ଲପି ଡିସ୍କ |
ফ্লপি ডিষ্ক ড্ৰাইভ (Fdd),ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ (Fdd)
ফ্ল&#39; চাৰ্ট,ଫ୍ଲୋ ଚାର୍ଟ
নিয়ন্ত্ৰণৰ প্ৰবাহ,ନିୟନ୍ତ୍ରଣ ପ୍ରବାହ |
ফ্লাছ,ଫ୍ଲାଶ୍
ফোল্ডাৰ,ଫୋଲ୍ଡର
ফন্ট,ଫଣ୍ଟ
ফন্ট পৰিয়াল,ଫଣ୍ଟ ପରିବାର
বিদেশী চাবি,ବିଦେଶୀ ଚାବି |
প্ৰপত্ৰ,ଫର୍ମ
আনুষ্ঠানিক ভাষা,ଆନୁଷ୍ଠାନିକ ଭାଷା |
আনুষ্ঠানিক ব্যৱস্থা,ଆନୁଷ୍ଠାନିକ ବ୍ୟବସ୍ଥା |
ফৰ্মেট,ଫର୍ମାଟ୍
ফৰ্মেটিং,ଫର୍ମାଟିଂ
fortran,fortran
fortra প্ৰগ্ৰেমিং,fortran ପ୍ରୋଗ୍ରାମିଂ |
ফৰৱাৰ্ড স্লেছ,ଅଗ୍ରଗାମୀ ସ୍ଲାସ୍ |
চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ,ଚତୁର୍ଥ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
খণ্ড,ଖଣ୍ଡ
ফ্ৰেম,ଫ୍ରେମ୍
মুক্ত নেট,ମାଗଣା ଜାଲ
মুক্ত চফ্টৱেৰ ভেটি,ମାଗଣା ସଫ୍ଟୱେର୍ ଫାଉଣ୍ଡେସନ୍ |
বিনামূলীয়া সংৰক্ষণ,ମାଗଣା ସଂରକ୍ଷଣ
ফ্ৰীৱেৰ,ମାଗଣା |
আগশাৰীৰ,ସାମନା ପ। ଖ
ফ্ৰন্ট পেনেল,ଆଗ ପ୍ୟାନେଲ୍ |
অনুষ্ঠান,କାର୍ଯ୍ୟ
ফাংচন কি&#39;,ଫଙ୍କସନ୍ କୀ
ফাংচন ৰেফাৰেন্স,ଫଙ୍କସନ୍ ରେଫରେନ୍ସ
কাৰ্য্যকৰী নিৰ্ভৰশীলতা,କାର୍ଯ୍ୟକ୍ଷମ ନିର୍ଭରଶୀଳତା |
কাৰ্য্যকৰী পৰীক্ষণ,କାର୍ଯ୍ୟକ୍ଷମ ପରୀକ୍ଷଣ |
অস্পষ্ট যুক্তি,ଅସ୍ପଷ୍ଟ ତର୍କ
অস্পষ্ট ছেট,ଅସ୍ପଷ୍ଟ ସେଟ୍ |
লাভ কৰা,ଲାଭ
খেলা গছ,ଖେଳ ବୃକ୍ଷ
ফাঁক চৰিত্ৰ,ଫାଙ୍କ ବର୍ଣ୍ଣ
আৱৰ্জনা,ଅଳିଆ
জাবৰ সংগ্ৰহ,ଅଳିଆ ସଂଗ୍ରହ
জাবৰ সংগ্ৰহ,ଅଳିଆ ସଂଗ୍ରହ
জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO),ଅଳିଆ ଆବର୍ଜନା (GIGO)
গেট,ଫାଟକ
গেটৱে,ଗେଟୱେ
সাধাৰণ কাৰ্যসূচী,ସାଧାରଣ ପ୍ରୋଗ୍ରାମ୍
সাধাৰণ কাৰ্যসূচী,ସାଧାରଣ ପ୍ରୋଗ୍ରାମ୍
সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |
সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |
সাধাৰণ পঞ্জীয়ন,ସାଧାରଣ ରେଜିଷ୍ଟର |
সাধাৰণীকৰণ,ସାଧାରଣକରଣ
সাধাৰণীকৰণ,ସାଧାରଣକରଣ
সাধাৰণ উদ্দেশ্যৰ ভাষা,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ଭାଷା |
সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ଅପରେଟିଂ ସିସେମ୍ |
সাধাৰণ উদ্দেশ্যৰ পঞ্জীয়ন,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ରେଜିଷ୍ଟର |
সৃষ্টি কৰা ভুল,ସୃଷ୍ଟି ହୋଇଥିବା ତ୍ରୁଟି |
জেনেৰেটিং ফাংচন,କାର୍ଯ୍ୟ ସୃଷ୍ଟି
জেনেৰিক ক্লাছ,ଜେନେରିକ୍ କ୍ଲାସ୍ |
জেনেৰিক ফাংচন,ଜେନେରିକ୍ ଫଙ୍କସନ୍
জেনেৰিক নাম,ସାଧାରଣ ନାମ
gigo,ଜିଗୋ
সাৰ্বজনীন,ବିଶ୍ global ସ୍ତରୀୟ
গ্লোবেল ক&#39;ড,ଗ୍ଲୋବାଲ୍ କୋଡ୍
গ্লোবেল লক,ଗ୍ଲୋବାଲ୍ ଲକ୍ |
গ্লোবেল নেটৱৰ্ক,ଗ୍ଲୋବାଲ୍ ନେଟୱାର୍କ |
গ্লোবেল নেটৱৰ্ক,ଗ୍ଲୋବାଲ୍ ନେଟୱାର୍କ |
গ্লোবেল ব্যৱহাৰকাৰী,ବିଶ୍ global ବ୍ୟବହାରକାରୀ |
গ্লোবেল ভেৰিয়েবল,ଗ୍ଲୋବାଲ୍ ଭେରିଏବଲ୍ |
বিশ্বায়ন,ଜଗତୀକରଣ
gopher,ଗୋଫର୍
gopher ক্লায়েন্ট,ଗୋଫର୍ କ୍ଲାଏଣ୍ଟ |
gopher চাৰ্ভাৰ,ଗୋଫର୍ ସର୍ଭର |
gopher চাইট,ଗୋଫର୍ ସାଇଟ୍ |
gopher স্থান,ଗୋଫର୍ ସ୍ପେସ୍ |
graceful অৱক্ষয়,ଅନୁଗୁଳ ଅବନତି |
ব্যাকৰণ পৰীক্ষক,ବ୍ୟାକରଣ ଯାଞ୍ଚକାରୀ |
ব্যাকৰণ graceful প্ৰস্থান,ବ୍ୟାକରଣ ଅନୁଗୁଳ ପ୍ରସ୍ଥାନ
সৰ্বমুঠ,ସର୍ବ ମୋଟ
গ্ৰাফ,ଗ୍ରାଫ୍
গ্ৰাফ প্লটিং,ଗ୍ରାଫ୍ ପ୍ଲଟିଂ
গ্ৰাফিক চৰিত্ৰ,ଗ୍ରାଫିକ୍ ବର୍ଣ୍ଣ
গ্রাফিক নিয়ন্ত্রক,ଗ୍ରାଫିକ୍ ନିୟନ୍ତ୍ରକ |
গ্ৰাফিক ডাটা গঠন,ଗ୍ରାଫିକ୍ ଡାଟା ଗଠନ
গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম,ଗ୍ରାଫିକ୍ ପ୍ରଦର୍ଶନ ପ୍ରୋଗ୍ରାମ୍
গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন,ଗ୍ରାଫିକ୍ ପ୍ରଦର୍ଶନ ରେଜୋଲୁସନ
গ্ৰাফিক ভাষা,ଗ୍ରାଫିକ୍ ଭାଷା
গ্ৰাফিক ভাষা,ଗ୍ରାଫିକ୍ ଭାଷା
গ্ৰাফিক পেনেল,ଗ୍ରାଫିକ୍ ପ୍ୟାନେଲ୍ |
গ্ৰাফিকেল এনিমেচন,ଆଲେଖୀକ ଆନିମେସନ୍ |
চিত্ৰাঙ্কিত আন্তঃপৃষ্ঠ বিন্যাস (GIF),ଆଲେଖୀକ ଇଣ୍ଟରଫେସ୍ ଫର୍ମାଟ୍ (GIF)
চিত্ৰাঙ্কিত ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI),ଆଲେଖୀକ ବ୍ୟବହାରକାରୀ ଅନ୍ତରାପୃଷ୍ଠ (GUI)
গ্রাফিক্স,ଗ୍ରାଫିକ୍ସ
গ্ৰাফিক্স এপ্লিকেচন,ଗ୍ରାଫିକ୍ସ ପ୍ରୟୋଗ |
গ্ৰাফিক্স কাৰ্চাৰ,ଗ୍ରାଫିକ୍ସ କର୍ସର୍ |
গ্ৰাফিক্স মোড,ଗ୍ରାଫିକ୍ସ ମୋଡ୍ |
গ্ৰাফিক্স পেকেজ,ଗ୍ରାଫିକ୍ସ ପ୍ୟାକେଜ୍ |
গ্ৰাফিক্স চফ্টৱেৰ,ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ |
গ্ৰাফিক্স চফ্টৱেৰ,ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ |
গ্ৰাফিক্স চফ্টৱেৰ পেকেজ,ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ ପ୍ୟାକେଜ୍ |
ধূসৰ স্কেল,ଧୂସର ସ୍କେଲ
লোভী পদ্ধতি,ଲୋଭୀ ପଦ୍ଧତି |
grep,grep
গ্ৰিড,ଗ୍ରୀଡ୍
গ্ৰীড চাৰ্ট,ଗ୍ରୀଡ୍ ଚାର୍ଟ |
গ্ৰীড কম্পিউটিং,ଗ୍ରୀଡ୍ ଗଣନା
গ্ৰীড মডুলেচন,ଗ୍ରୀଡ୍ ମଡ୍ୟୁଲେସନ୍
মাটিৰ তৰংগ,ଭୂତଳ ତରଙ୍ଗ |
গোট,ଗୋଷ୍ଠୀ
গোটৰ ঠিকনা,ଗୋଷ୍ଠୀ ଠିକଣା
গ্ৰুপ ক&#39;ড,ଗୋଷ୍ଠୀ କୋଡ୍
গোটৰ যোগাযোগ,ଗୋଷ୍ଠୀ ଯୋଗାଯୋଗ |
গোটৰ যোগাযোগ,ଗୋଷ୍ଠୀ ଯୋଗାଯୋଗ |
গোট চিনাক্তকৰণ,ଗୋଷ୍ଠୀ ପରିଚୟ
গোটৰ নাম,ଗୋଷ୍ଠୀ ନାମ
গ্ৰুপৱেৰ,ଗୋଷ୍ଠୀ ସଫ୍ଟୱେର୍ |
বৃদ্ধি,ଅଭିବୃଦ୍ଧି |
