English,Bengali
Blind key board,অন্ধ কী বোর্ড
B-line (= index register),বি-লাইন (= সূচক রেজিস্টার)
Blinking,জ্বলজ্বল
Blip counting,ব্লিপ গণনা
Blip (= document mark),ব্লিপ (= ডকুমেন্ট চিহ্ন)
Bliss classification,আনন্দের শ্রেণিবিন্যাস
Block,ব্লক
Block body,ব্লক বডি
Block cancel character,ব্লক বাতিল চরিত্র
Block check,ব্লক চেক
Block check character,ব্লক চেক চরিত্র
Block check procedure,ব্লক চেক পদ্ধতি
Block control,ব্লক নিয়ন্ত্রণ
Block control header,ব্লক নিয়ন্ত্রণ শিরোনাম
Block control unit,ব্লক নিয়ন্ত্রণ ইউনিট
Block copy,ব্লক অনুলিপি
Block diagram,ব্লক ডায়াগ্রাম
Blocked file,অবরুদ্ধ ফাইল
Block error rate,ব্লক ত্রুটি হার
Blockette,ব্লকেট
Block gap (= inter block gap,ব্লক গ্যাপ (= ইন্টার ব্লক গ্যাপ
Block head,ব্লক হেড
Block header,ব্লক শিরোনাম
Block heading statement,ব্লক শিরোনাম বিবৃতি
"Block ignore character (= block cancel
 Character)","ব্লক চরিত্রটিকে উপেক্ষা করুন (= ব্লক বাতিল করুন
 চরিত্র)"
Blocking,ব্লকিং
Blocking factor,ব্লকিং ফ্যাক্টর
Blocking of records (= grouping of records),রেকর্ডগুলি অবরুদ্ধ করা (= রেকর্ডের গ্রুপিং)
Block length,ব্লক দৈর্ঘ্য
Block list,কালো তালিকা
Block movement,ব্লক চলাচল
Block multiplexer channel,ব্লক মাল্টিপ্লেক্সার চ্যানেল
Block multiplexer mode,ব্লক মাল্টিপ্লেক্সার মোড
Block parity system,ব্লক প্যারিটি সিস্টেম
Block prefix,ব্লক উপসর্গ
Block record,ব্লক রেকর্ড
Block separater,পৃথক পৃথক
Block separation,ব্লক বিচ্ছেদ
Block size,ব্লক আকার
Block sort,ব্লক বাছাই
Block structure,ব্লক কাঠামো
Block structured language,কাঠামোগত ভাষা ব্লক
Block synchronisation,ব্লক সিঙ্ক্রোনাইজেশন
Block transfer,ব্লক স্থানান্তর
Block transfer function,ব্লক ট্রান্সফার ফাংশন
Blow,ব্লো
Blow back,পিছনে ফুঁকুন
Blowing,ফুঁকছে
Blue ribbon program,ব্লু রিবন প্রোগ্রাম
Bold face,সাহসী মুখ
Book,বই
Book message,বুক বার্তা
Boolean complementation,বুলিয়ান পরিপূরক
Boolean connective,বুলিয়ান সংযোজক
Boolean data type,বুলিয়ান ডেটা টাইপ
Boolean function,বুলিয়ান ফাংশন
Boolean operation,বুলিয়ান অপারেশন
Boolean operation table,বুলিয়ান অপারেশন টেবিল
Boolean operator,বুলিয়ান অপারেটর
Bootleg program,বুটলেগ প্রোগ্রাম
Boot strap loader,বুট স্ট্র্যাপ লোডার
Boot strap memory,বুট স্ট্র্যাপ মেমরি
Boot strapping,বুট স্ট্র্যাপিং
Boot strapping analog computer,বুট স্ট্র্যাপিং অ্যানালগ কম্পিউটার
Boot strapping language processor,বুট স্ট্র্যাপিং ভাষা প্রসেসর
Borrow,ধার
Borrow digit,Orrow ণ অঙ্ক
Bothway communication,উভয় পথ যোগাযোগ
Bothway operation,উভয় পথ অপারেশন
Bottom-up method (= reduction method),নীচে-আপ পদ্ধতি (= হ্রাস পদ্ধতি)
Bouncing,বাউন্সিং
Bound,আবদ্ধ
Boundary,সীমানা
Boundary alignment,সীমানা প্রান্তিককরণ
Boundary test,সীমানা পরীক্ষা
Bounding busy hour,ব্যস্ত সময় বাউন্ডিং
Bounds register,সীমানা রেজিস্টার
Branch,শাখা
Branch and bound method,শাখা এবং আবদ্ধ পদ্ধতি
Branch cable,শাখা কেবল
Branching,শাখা
Branching network,ব্রাঞ্চিং নেটওয়ার্ক
Branch instruction,শাখা নির্দেশ
Branch point,শাখা পয়েন্ট
Branch processing,শাখা প্রক্রিয়াজাতকরণ
Branch table,শাখা টেবিল
Break,বিরতি
Break key,বিরতি কী
Break point,ব্রেক পয়েন্ট
Break point halt,ব্রেক পয়েন্ট হাল্ট
Break point instruction,ব্রেক পয়েন্ট নির্দেশনা
Break point switch,ব্রেক পয়েন্ট সুইচ
Break sequence,বিরতি ক্রম
Bridged tap,ব্রিজড ট্যাপ
Bridgeware,ব্রিজওয়্যার
Bridging,ব্রিজিং
Brightness ratio,উজ্জ্বলতা অনুপাত
Broad band,ব্রড ব্যান্ড
Broadcast mode,সম্প্রচার মোড
Broadcast satellite,সম্প্রচার স্যাটেলাইট
Brussels classification system,ব্রাসেলস শ্রেণিবদ্ধকরণ সিস্টেম
Brute-force approach,ব্রুট-ফোর্স পদ্ধতির
B-tree,বি ট্রি
Bubble memory,বুদ্বুদ স্মৃতি
Bubble sort,বুদ্বুদ বাছাই
Bucket,বালতি
Buffer,বাফার
Buffer channel,বাফার চ্যানেল
Buffered amplifier,বাফার পরিবর্ধক
Buffered computer,বাফার কম্পিউটার
Buffered device,বাফার ডিভাইস
Buffered input,বাফার ইনপুট
Buffered message,বাফার বার্তা
Buffering,বাফারিং
Buffer I/O device,বাফার আই/ও ডিভাইস
Buffer management,বাফার পরিচালনা
Buffer output,বাফার আউটপুট
Buffer pad character,বাফার প্যাড চরিত্র
Buffer pool,বাফার পুল
Buffer pooling,বাফার পুলিং
Buffer register,বাফার রেজিস্টার
Buffer storage,বাফার স্টোরেজ
Buffer store,বাফার স্টোর
Bug,বাগ
Buggy,বগি
Built-in function,অন্তর্নির্মিত ফাংশন
Built-in procedure,অন্তর্নির্মিত পদ্ধতি
Burst mode,বিস্ফোরিত মোড
Burst transmission,ফেটে ট্রান্সমিশন
Bus,বাস
Bus bar,বাস বার
Bus controller,বাস নিয়ামক
Bus driver,বাস চালক
Bus extender,বাস এক্সটেন্ডার
Business data processing,ব্যবসায়ের ডেটা প্রসেসিং
Business information system,ব্যবসায় তথ্য সিস্টেম
Business machine,ব্যবসায়িক মেশিন
Business machine clocking,ব্যবসায়িক মেশিন ক্লকিং
Business planning language,ব্যবসায়িক পরিকল্পনার ভাষা
Business service,ব্যবসা সেবা
Bussback,বাসব্যাক
Bus termination,বাসের সমাপ্তি
Bus ware,বাস ওয়্যার
Bus wire,বাস তারের
Busy hour,ব্যস্ত ঘন্টা
Busy signal,ব্যস্ত সংকেত
Busy tone,ব্যস্ত সুর
Bypass procedure,বাইপাস পদ্ধতি
Byproduct,উপজাত
Byte,বাইট
Byte manipulation,বাইট ম্যানিপুলেশন
Byte mode,বাইট মোড
Byte multiplexer channel,বাইট মাল্টিপ্লেক্সার চ্যানেল
Byte multiplexer mode,বাইট মাল্টিপ্লেক্সার মোড
Byte multiplexing,বাইট মাল্টিপ্লেক্সিং
Cable,কেবল
Cable casting,কেবল কাস্টিং
Cable television service,কেবল টেলিভিশন পরিষেবা
Cable vault,কেবল ভল্ট
Cache,ক্যাশে
Cache-cache memory,ক্যাশে-ক্যাশে স্মৃতি
Calculation,গণনা
Calculation punch,গণনা পাঞ্চ
Calculator,ক্যালকুলেটর
Calculator chip,ক্যালকুলেটর চিপ
Calculator with algebraic logic,বীজগণিত যুক্তিযুক্ত ক্যালকুলেটর
Calculator with arithmetic logic,গাণিতিক যুক্তি সহ ক্যালকুলেটর
Calculator without programmability,প্রোগ্রামযোগ্যতা ছাড়াই ক্যালকুলেটর
Calculator with programmability,প্রোগ্রামযোগ্যতা সহ ক্যালকুলেটর
Calculus of variations,বিভিন্নতার ক্যালকুলাস
Call,কল
Call by reference,রেফারেন্স দ্বারা কল
Call by value,মান দ্বারা কল
Call directing code,পরিচালনা কোড কল করুন
Call establishment,কল স্থাপন
Call forwarding,ফরওয়ার্ডিং কল করুন
Calligraphic plotter,ক্যালিগ্রাফিক প্লট্টার
Calling,কলিং
Calling argument,কলিং যুক্তি
Calling program,কলিং প্রোগ্রাম
Calling sequence,কলিং সিকোয়েন্স
Calling subprogram,কলিং সাবপ্রগ্রাম
Call number,কল সংখ্যা
Call processor,কল প্রসেসর
Call progress signal,অগ্রগতি সংকেত কল
Call store,কল স্টোর
Call waiting,অপেক্ষা করছে
Cancel,বাতিল
Cancel character,চরিত্র বাতিল করুন
Cancel key,কী বাতিল করুন
Canned paragraph,ক্যানড অনুচ্ছেদ
Canned software,ক্যানড সফটওয়্যার
Canonic generation,ক্যানোনিক জেনারেশন
Capacitor storage,ক্যাপাসিটার স্টোরেজ
Capacity,ক্ষমতা
Capstan,ক্যাপস্তান
Capture,ক্যাপচার
Card,কার্ড
Card cage,কার্ড খাঁচা
Card chassis,কার্ড চ্যাসিস
Card checking,কার্ড চেকিং
Card code,কার্ড কোড
Card column,কার্ড কলাম
Card cycle,কার্ড চক্র
Card deck,কার্ড ডেক
Card error checking,কার্ড ত্রুটি পরীক্ষা করা
Card field,কার্ড ক্ষেত্র
Card file,কার্ড ফাইল
Card form,কার্ড ফর্ম
Card format,কার্ড ফর্ম্যাট
Card hopper,কার্ড হপার
Card image,কার্ড চিত্র
Card input,কার্ড ইনপুট
Card jam,কার্ড জ্যাম
Card loader,কার্ড লোডার
Card pack,কার্ড প্যাক
Card path,কার্ড পাথ
Card programmed calculator,কার্ড প্রোগ্রামড ক্যালকুলেটর
Card programmed computer,কার্ড প্রোগ্রামড কম্পিউটার
Card punch,কার্ড পাঞ্চ
Card punching technique,কার্ড পাঞ্চিং কৌশল
Card reader,কার্ড পাঠক
Card reproducer,কার্ড প্রজননকারী
Card row,কার্ড সারি
Card set,কার্ড সেট
Card sorter,কার্ড সোর্টার
Card stacker,কার্ড স্ট্যাকার
Card storage,কার্ড স্টোরেজ
Card-to-disk utility,কার্ড-টু-ডিস্ক ইউটিলিটি
Card-to-magnetic tape conversion,কার্ড-টু-ম্যাগনেটিক টেপ রূপান্তর
Card-to-print program,কার্ড-টু-প্রিন্ট প্রোগ্রাম
Card to tape converter,টেপ রূপান্তরকারী কার্ড
Card track,কার্ড ট্র্যাক
Card verifying,কার্ড যাচাই করা
Caret,ক্যারেট
Carousel,কারাউসেল
Carriage,বহন
Carriage control character,গাড়ী নিয়ন্ত্রণ চরিত্র
Carriage control tape,ক্যারেজ কন্ট্রোল টেপ
Carriage return,গাড়ি ফেরত
Carriage return character,ক্যারেজ রিটার্ন চরিত্র
Carrier,ক্যারিয়ার
Carrier hole,ক্যারিয়ার হোল
Carrier load,ক্যারিয়ার লোড
Carrier return character,ক্যারিয়ার রিটার্ন চরিত্র
Carrier's carrier,ক্যারিয়ারের ক্যারিয়ার
Carrier signal,ক্যারিয়ার সিগন্যাল
Carrier system,ক্যারিয়ার সিস্টেম
Carrier-to-noise ratio,ক্যারিয়ার-থেকে-শব্দ অনুপাত
Carrier wave,ক্যারিয়ার তরঙ্গ
Carry,বহন
Carry complete signal,সম্পূর্ণ সংকেত বহন করুন
Carry completion sensing,সমাপ্তি সংবেদনশীল
Carry digit,ডিজিট বহন করুন
Carry flag,পতাকা বহন করুন
Carry time,সময় বহন
Cartridge,কার্তুজ
Cartridge disk,কার্টরিজ ডিস্ক
Cascade connection,ক্যাসকেড সংযোগ
Cascade control,ক্যাসকেড নিয়ন্ত্রণ
Cascaded merging,ক্যাসকেড মার্জ
Cascade merge,ক্যাসকেড মার্জ
Cashlike document,নগদ জাতীয় দলিল
Cashlike tender (= cashlike document),নগদ জাতীয় টেন্ডার (= নগদ লাইক ডকুমেন্ট)
Cassette,ক্যাসেট
Casting out nines,নাইনস কাস্টিং
Cata language (=object language),ক্যাটা ভাষা (= অবজেক্ট ভাষা)
Catalogue,ক্যাটালগ
Catalogued data set,ক্যাটালোজড ডেটা সেট
Catalogue directory,ক্যাটালগ ডিরেক্টরি
Catalogued procedure,ক্যাটালোজড পদ্ধতি
Catastrophic error,বিপর্যয়কর ত্রুটি
Catena,ক্যাটেনা
Catenate,ক্যাটেনেট
Cathode ray storage,ক্যাথোড রে স্টোরেজ
Cathode ray tube,ক্যাথোড রশ্মি নল
Cathode ray tube display,ক্যাথোড রে টিউব প্রদর্শন
Cell,সেল
Cellular mobile telephone network,সেলুলার মোবাইল টেলিফোন নেটওয়ার্ক
Cellular ratio,সেলুলার অনুপাত
Cellular splitting,সেলুলার বিভাজন
Centering,কেন্দ্রিক
Center line,কেন্দ্র লাইন
Central control unit,কেন্দ্রীয় নিয়ন্ত্রণ ইউনিট
Centralised automatic message accounting,কেন্দ্রীয় স্বয়ংক্রিয় বার্তা অ্যাকাউন্টিং
Centralised data processing,কেন্দ্রীভূত ডেটা প্রসেসিং
Centralised network,কেন্দ্রীভূত নেটওয়ার্ক
Central memory,কেন্দ্রীয় স্মৃতি
Central office,কেন্দ্রীয় কার্যালয়
Central office code,কেন্দ্রীয় অফিস কোড
Central office work order,কেন্দ্রীয় অফিস কাজের আদেশ
Central processing unit,কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট
Central processing unit loop,কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট লুপ
Central processor,কেন্দ্রীয় প্রসেসর
Central scanning loop,সেন্ট্রাল স্ক্যানিং লুপ
Central station (= control station),কেন্দ্রীয় স্টেশন (= নিয়ন্ত্রণ স্টেশন)
Central office work order,কেন্দ্রীয় অফিস কাজের আদেশ
Certified tape,প্রত্যয়িত টেপ
Chad,চাদ
Chadless tape,চ্যাডলেস টেপ
Chain,চেইন
Chain additions program,চেইন সংযোজন প্রোগ্রাম
Chain code,চেইন কোড
Chained file,শৃঙ্খলিত ফাইল
Chained list,শৃঙ্খলিত তালিকা
Chained record,শৃঙ্খলিত রেকর্ড
Chaining,চেইনিং
Chaining overflow,ওভারফ্লো শৃঙ্খলা
Chaining search,চেইন অনুসন্ধান
Chain link,চেইন লিঙ্ক
Chain maintenance program,চেইন রক্ষণাবেক্ষণ প্রোগ্রাম
Chain printer,চেইন প্রিন্টার
Change character,চরিত্র পরিবর্তন করুন
Change dump,ডাম্প পরিবর্তন করুন
Change file,ফাইল পরিবর্তন করুন
Change record,রেকর্ড পরিবর্তন
Change sign,সাইন পরিবর্তন করুন
Change tape,টেপ পরিবর্তন করুন
Channel,চ্যানেল
Channel adapter,চ্যানেল অ্যাডাপ্টার
Channel address word,চ্যানেল ঠিকানা শব্দ
Channel-attached,চ্যানেল-সংযুক্ত
Channel-attached station,চ্যানেল-সংযুক্ত স্টেশন
Channel bank,চ্যানেল ব্যাংক
Channel busy tone,চ্যানেল ব্যস্ত সুর
Channel capacity,চ্যানেল ক্ষমতা
Channel command,চ্যানেল কমান্ড
Channel command word,চ্যানেল কমান্ড শব্দ
Channel controller,চ্যানেল নিয়ামক
Channel control word,চ্যানেল নিয়ন্ত্রণ শব্দ
Channel data,চ্যানেল ডেটা
Channel end,চ্যানেল শেষ
Channel error,চ্যানেল ত্রুটি
Channel latency,চ্যানেল বিলম্ব
Channel mask,চ্যানেল মাস্ক
Channel overload,চ্যানেল ওভারলোড
Channel printer,চ্যানেল প্রিন্টার
Channel program,চ্যানেল প্রোগ্রাম
Channel program translation,চ্যানেল প্রোগ্রাম অনুবাদ
Channel queue,চ্যানেল সারি
Channel reliability,চ্যানেল নির্ভরযোগ্যতা
Channel service unit,চ্যানেল পরিষেবা ইউনিট
Channel set,চ্যানেল সেট
Channel status word,চ্যানেলের স্থিতি শব্দ
Channel synchronizer,চ্যানেল সিঙ্ক্রোনাইজার
Channel-to-channel adapter,চ্যানেল থেকে চ্যানেল অ্যাডাপ্টার
Character,চরিত্র
Character addressing,চরিত্র ঠিকানা
Character arrangement,চরিত্রের ব্যবস্থা
Character assembly,চরিত্র সমাবেশ
Character-at-a-time printer,চরিত্র-এ-টাইম প্রিন্টার
Character blink,চরিত্র ঝলক
Character boundary,চরিত্রের সীমানা
Character cell,চরিত্র সেল
Character check,চরিত্র চেক
Character code,চরিত্র কোড
Character configruration,চরিত্র কনফিগারেশন
Character crowding,চরিত্রের ভিড়
Character data type,চরিত্রের ডেটা টাইপ
Character-deletion-character,চরিত্র-বিনোদন-চরিত্র
Character delimiter,চরিত্র ডিলিমিটার
Character density,চরিত্রের ঘনত্ব
Character device control,চরিত্র ডিভাইস নিয়ন্ত্রণ
Character display device,চরিত্র প্রদর্শন ডিভাইস
Character display terminal,চরিত্র প্রদর্শন টার্মিনাল
Character edge,চরিত্র প্রান্ত
Character element,চরিত্র উপাদান
Character emitter,চরিত্র ইমিটার
Character error rate,চরিত্র ত্রুটি হার
Character expression,চরিত্রের প্রকাশ
Character fill,চরিত্র পূরণ
Character format memory,চরিত্রের ফর্ম্যাট মেমরি
Character generator,চরিত্র জেনারেটর
Character information rate,চরিত্রের তথ্য হার
Character instruction,চরিত্র নির্দেশনা
Characteristic,বৈশিষ্ট্য
Characteristic distortion,বৈশিষ্ট্যযুক্ত বিকৃতি
Characteristic impedence,বৈশিষ্ট্যযুক্ত প্রতিবন্ধকতা
Character key,চরিত্র কী
Character mean entropy,চরিত্র মানে এনট্রপি
Character mean information content =character mean entropy),চরিত্রের অর্থ তথ্য সামগ্রী = চরিত্রের অর্থ এনট্রপি)
Character oriented,চরিত্রমুখী
Character outline,চরিত্রের রূপরেখা
Character position,চরিত্রের অবস্থান
Character printer,চরিত্র প্রিন্টার
Character reader,চরিত্র পাঠক
Character recognition,চরিত্র স্বীকৃতি
Character relation,চরিত্রের সম্পর্ক
Character row,চরিত্র সারি
Character set,অক্ষর সেট
Character size,চরিত্রের আকার
Character skew,চরিত্র skew
Character string,চরিত্রের স্ট্রিং
Character string constant,চরিত্রের স্ট্রিং ধ্রুবক
Character stroke,চরিত্র স্ট্রোক
Character style,চরিত্র শৈলী
Character subset,চরিত্র উপসেট
Character tape,চরিত্র টেপ
Chart,চার্ট
Chart making,চার্ট তৈরি
Chart reader,চার্ট পাঠক
Chassis,চ্যাসিস
Chassis assembly,চ্যাসিস অ্যাসেম্বলি
Chebyshev approximation,চেবিশেভ আনুমানিক
Check bit,বিট চেক করুন
Check bus,বাস চেক করুন
Check card,কার্ড পরীক্ষা করো
Check character,চরিত্র পরীক্ষা করুন
Check code,কোড পরীক্ষা করুন
Check condition,শর্ত পরীক্ষা করুন
Check diagnostic,ডায়াগনস্টিক পরীক্ষা করুন
Check digit,অংকের চেক
Check indicator,সূচক পরীক্ষা করুন
Check indicator instruction,সূচক নির্দেশ পরীক্ষা করুন
Checking program,কর্মসূচি পরীক্ষা করা হচ্ছে
Checking technique,চেক কৌশল
Check key,পরীক্ষামূলক চাবি
Check number (= check digit),নম্বর চেক করুন (= ডিজিট পরীক্ষা করুন)
Check out (=debug),দেখুন (= ডিবাগ)
Check out routine,রুটিন দেখুন
Check point,চেক পয়েন্ট
Check point data set,পয়েন্ট ডেটা সেট চেক করুন
Check point dump,চেক পয়েন্ট ডাম্প
Check point record,চেক পয়েন্ট রেকর্ড
Check point restart,চেক পয়েন্ট পুনরায় চালু করুন
Check point routine,পয়েন্ট রুটিন চেক করুন
Check point sorting,চেক পয়েন্ট বাছাই
Check problem,সমস্যা পরীক্ষা করুন
Check register,নিবন্ধন করুন
Check reset key,রিসেট কী পরীক্ষা করুন
Check routine,রুটিন পরীক্ষা করুন
Check row,সারি পরীক্ষা করুন
Check solution,সমাধান পরীক্ষা করুন
Check sum,যোগফল পরীক্ষা করুন
Check total,মোট পরীক্ষা করুন
Check word,শব্দ পরীক্ষা করুন
Child segment,শিশু বিভাগ
Chinese binary (column binary),চাইনিজ বাইনারি (কলাম বাইনারি)
Chip,চিপ
Chip carrier,চিপ ক্যারিয়ার
Chip microprocessor,চিপ মাইক্রোপ্রসেসর
Chip process,চিপ প্রক্রিয়া
Chip register architecture,চিপ রেজিস্টার আর্কিটেকচার
Chip select,চিপ নির্বাচন করুন
Choice device,পছন্দ ডিভাইস
Cipher,গোপনীয় কোড
Cipher text (= enciphered data),সাইফার পাঠ্য (= এনসিফারড ডেটা)
Circuit,সার্কিট
Circuit board,সার্কিট বোর্ড
Circuit breaker,সার্কিট ব্রেকার
Circuit card,সার্কিট কার্ড
Circuit grade,সার্কিট গ্রেড
Circuit load,সার্কিট লোড
Circuit order,সার্কিট অর্ডার
Circuit reliability,সার্কিট নির্ভরযোগ্যতা
Circuit switch,সার্কিট সুইচ
Circuit-switched connection,সার্কিট-স্যুইচড সংযোগ
Circuit switching,সার্কিট বদল
Circuit switching unit,সার্কিট স্যুইচিং ইউনিট
Circuit unit assembly,সার্কিট ইউনিট সমাবেশ
Circular buffering,বৃত্তাকার বাফারিং
Circular list,বিজ্ঞপ্তি তালিকা
Circular shift,বিজ্ঞপ্তি শিফট
Circulating register,সার্কুলেটিং রেজিস্টার
Circulating storage,সঞ্চালন স্টোরেজ
Citation,উদ্ধৃতি
Cladding,ক্ল্যাডিং
Class,ক্লাস
Class 5 office,ক্লাস 5 অফিস
Class condition,শ্রেণি শর্ত
Classification,শ্রেণিবদ্ধকরণ
Cleaning operation,পরিষ্কার অপারেশন
Clear,স্পষ্ট
Clear area,পরিষ্কার অঞ্চল
Clear band (=clear area,সাফ ব্যান্ড (= পরিষ্কার অঞ্চল
Clear channel,চ্যানেল সাফ করুন
Clear data,উপাত্ত মুছে ফেল
Clear display,পরিষ্কার প্রদর্শন
Clear memory (= clear storage),পরিষ্কার মেমরি (= সাফ স্টোরেজ)
Clear session,সাফ সেশন
Clear storage,সাফ স্টোরেজ
Clipping,ক্লিপিং
Clock,ঘড়ি
Clock circuit,ঘড়ি সার্কিট
Clock counter,ঘড়ি কাউন্টার
Clock frequency,ঘড়ির ফ্রিকোয়েন্সি
Clocking,ক্লকিং
Clock interrupt,ঘড়ির বাধা
Clock pulse,ঘড়ির পালস
Clock rate,ঘড়ি হার
Clock register (= timer),ক্লক রেজিস্টার (= টাইমার)
Clock signal,ঘড়ি সংকেত
Clock simulation,ঘড়ি সিমুলেশন
Clock time,ঘড়ির সময়
Clock track,ঘড়ি ট্র্যাক
Close classification,শ্রেণিবদ্ধকরণ বন্ধ
Closed array,বন্ধ অ্যারে
Closed file,বন্ধ ফাইল
Closed loop,বদ্ধ চক্র
Closed loop (control) system,বন্ধ লুপ (নিয়ন্ত্রণ) সিস্টেম
Closed routine,বন্ধ রুটিন
Closed shop operation,বন্ধ দোকান অপারেশন
Closed subroutine,বন্ধ সাব্রুটাইন
Closed-user group,ক্লোজড-ব্যবহারকারী গ্রুপ
Closely coupled,ঘনিষ্ঠভাবে মিলিত
Closing a terminal,একটি টার্মিনাল বন্ধ
Closing of a file,একটি ফাইল বন্ধ
Cluster,ক্লাস্টার
Cluster analysis,ক্লাস্টার বিশ্লেষণ
Cluster controller,ক্লাস্টার নিয়ামক
Cluster controller node,ক্লাস্টার কন্ট্রোলার নোড
Cluster control unit,ক্লাস্টার নিয়ন্ত্রণ ইউনিট
Clustered file,ক্লাস্টার্ড ফাইল
Clustering algorithm,ক্লাস্টারিং অ্যালগরিদম
Coalesce,সমবেত হত্তয়া
Coated card,প্রলিপ্ত কার্ড
Coaxial cable,কোক্সিয়াল কেবল
COBOL,কোবোল
Cobol character,কোবোল চরিত্র
Cobol programming,কোবোল প্রোগ্রামিং
CODASYL,কোডাসিল
Code,কোড
Code area,কোড অঞ্চল
Code chain,কোড চেইন
Code check,কোড চেক
Coded arithmetic data,কোডেড গাণিতিক ডেটা
Coded character set,কোডেড চরিত্র সেট
Coded converter,কোডেড রূপান্তরকারী
Coded decimal notation,কোডেড দশমিক স্বরলিপি
Code dependent system,কোড নির্ভর সিস্টেম
Coded graphics,কোডেড গ্রাফিক্স
Coded image space,কোডেড ইমেজ স্পেস
Code directing character,কোড ডিরেক্টিং চরিত্র
Coded program,কোডড প্রোগ্রাম
Coded representation,কোডেড উপস্থাপনা
Coded stop,কোডেড স্টপ
Code element,কোড উপাদান
Code extension character,কোড এক্সটেনশন চরিত্র
Code frame,কোড ফ্রেম
Code hole,কোড হোল
Code-independent data communication,কোড-স্বতন্ত্র ডেটা যোগাযোগ
Code-independent system,কোড-স্বতন্ত্র সিস্টেম
"Code-insensitive system (= code-in- dependent
 System)","কোড-সংবেদনশীল সিস্টেম (= কোড-ইন- নির্ভরশীল
 পদ্ধতি)"
Code key,কোড কী
Code level,কোড স্তর
Code line,কোড লাইন
Code line index,কোড লাইন সূচক
Code point translator,কোড পয়েন্ট অনুবাদক
Code position,কোড অবস্থান
Coder,কোডার
Code-sensitive system (=code-dependent system),কোড-সংবেদনশীল সিস্টেম (= কোড-নির্ভর সিস্টেম)
Code set,কোড সেট
Code- transparent data communication,কোড- স্বচ্ছ ডেটা যোগাযোগ
"Code-transparent system (= code dependent
 System)","কোড-স্বচ্ছ সিস্টেম (= কোড নির্ভর
 পদ্ধতি)"
Code value,কোড মান
Code word,কোড শব্দ
Coding,কোডিং
Coding check,কোডিং চেক
Coding form,কোডিং ফর্ম
Coding scheme,কোডিং স্কিম
Coding sheet,কোডিং শীট
Coefficient unit,সহগ ইউনিট
Coherent modulation system,সুসংগত মড্যুলেশন সিস্টেম
Coherent phase shift keying,সুসংগত ফেজ শিফট কীিং
Coincidence circuit (= AND element),কাকতালীয় সার্কিট (= এবং উপাদান)
Coincidence element (= AND element),কাকতালীয় উপাদান (= এবং উপাদান)
Coincidence error,কাকতালীয় ত্রুটি
Coincidence gate (AND element,কাকতালিক গেট (এবং উপাদান)
Coincident-current selection,কাকতালীয়-বর্তমান নির্বাচন
Cold fault,ঠান্ডা দোষ
Cold start (=start),ঠান্ডা শুরু (= শুরু)
Collate,কোলেট
Collating sequence,কোলেটিং সিকোয়েন্স
Collating sorting,কোলেটিং বাছাই
Collator,কোলেটর
Collision,সংঘর্ষ
Column,কলাম
Column binary,কলাম বাইনারি
Column move,কলাম সরানো
Combination,সংমিশ্রণ
"Combinational
 Circuit","সংমিশ্রণমূলক
 সার্কিট"
"Combinational 
 Logic","সংমিশ্রণমূলক
 যুক্তি"
"Combinational
 Logic element","সংমিশ্রণমূলক
 যুক্তি উপাদান"
Combination hub,সংমিশ্রণ হাব
Combinatorial network,সংমিশ্রণ নেটওয়ার্ক
"Combinatorial
 Circuit","সংমিশ্রণ
 সার্কিট"
"Combined
 Distribution
 Frame","সম্মিলিত
 বিতরণ
 ফ্রেম"
Combined head,সম্মিলিত মাথা
Combined read/write head,সম্মিলিত পড়ুন/লিখুন মাথা
Combined station,সম্মিলিত স্টেশন
Combiner,কম্বাইনার
Command,কমান্ড
"Command and 
 Control system","কমান্ড এবং
 নিয়ন্ত্রণ ব্যবস্থা"
Command chain,কমান্ড চেইন
Command control program,কমান্ড নিয়ন্ত্রণ প্রোগ্রাম
Command double word,কমান্ড ডাবল ওয়ার্ড
Command function,কমান্ড ফাংশন
Command interpreter,কমান্ড দোভাষী
Command language,কমান্ড ভাষা
Command list,কমান্ড তালিকা
Command name,কমান্ড নাম
Command pointer,কমান্ড পয়েন্টার
"Command
 Processing","কমান্ড
 প্রক্রিয়াজাতকরণ"
Command processor,কমান্ড প্রসেসর
Command retry,কমান্ড পুনরায় চেষ্টা করুন
Command statement,কমান্ড বিবৃতি
Command system,কমান্ড সিস্টেম
Comment,মন্তব্য
Comment field,মন্তব্য ক্ষেত্র
Comment statement,মন্তব্য বিবৃতি
Commercial application,বাণিজ্যিক আবেদন
Commercial character,বাণিজ্যিক চরিত্র
Commercial instruction set,বাণিজ্যিক নির্দেশাবলী সেট
Common area,সাধারণ এলাকা
Common block,সাধারণ ব্লক
Common business-oriented (COBOL),সাধারণ ব্যবসায়-ভিত্তিক (সিওবিএল)
Common carrier,সার্বজনীন বাহক
Common carrier bureau,সাধারণ ক্যারিয়ার ব্যুরো
Common command language,সাধারণ কমান্ড ভাষা
Common communication adapter,সাধারণ যোগাযোগ অ্যাডাপ্টার
Common control,সাধারণ নিয়ন্ত্রণ
Common control switching arrangement,সাধারণ নিয়ন্ত্রণ স্যুইচিং ব্যবস্থা
Common control system,সাধারণ নিয়ন্ত্রণ ব্যবস্থা
Common error,সাধারণ ত্রুটি
