Malayalam,Marathi
അനുയോജ്യത,सुसंगतता
അനുഗുണമായ,सुसंगत
കംപൈലർ,कंपाईलर
പൂരകൻ,पूरक
പരസ്പര ബന്ധപ്പെടേണ്ട ട്രാൻസിസ്റ്റർ,पूरक ट्रान्झिस्टर
സങ്കീർണ്ണമായ വേവ്,कॉम्प्लेक्स वेव्ह
ഘടകം,घटक
സംയോജിത,संमिश्र
സംയോജിത സർക്യൂട്ട്,संमिश्र सर्किट
സംയോജിത ഡിജിറ്റൽ,संमिश्र डिजिटल
സംയോജിത റേഡിയോ ഫ്രീക്വൻസി സിഗ്നൽ,संमिश्र रेडिओ फ्रिक्वेन्सी सिग्नल
സംയോജിത സിഗ്നൽ,संमिश्र सिग्नल
സംയോജിത വീഡിയോ,संमिश्र व्हिडिओ
സംയോജിത വീഡിയോ സിഗ്നൽ,संमिश्र व्हिडिओ सिग्नल
രചന,रचना
കംപ്രസ്സുചെയ്ത ഡാറ്റ,संकुचित डेटा
കംപ്രസ്സുചെയ്ത ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ,संकुचित डिजिटलाइज्ड व्हिडिओ
കംപ്രസ്സുചെയ്ത വീഡിയോ,संकुचित व्हिडिओ
കംപ്രഷൻ,कम्प्रेशन
കംപ്രഷൻ ആർട്ടിഫാക്റ്റ്,कॉम्प्रेशन आर्टिफॅक्ट
കംപ്രഷൻ അപകടം,कॉम्प्रेशन धोका
കംപ്രഷൻ രീതി,कॉम्प्रेशन तंत्र
കംപ്രർ,कंप्रेसर
കണക്കുകൂട്ടുക,गणना
കന്വൂട്ടര്,संगणक
കമ്പ്യൂട്ടർ ആസ്ഥാനമായുള്ള മൾട്ടിമീഡിയ,संगणक आधारित मल्टीमीडिया
കമ്പ്യൂട്ടർ പ്രോഗ്രാമിംഗ്,संगणक प्रोग्रामिंग
കമ്പ്യൂട്ടർ സാങ്കേതികവിദ്യ,संगणक तंत्रज्ञान
കോൺകീവ് ലെൻസ്,अवतल लेन्स
കോൺകീവ് മിറർ,अवतल आरसा
ഒളിച്ചുഴ ലഭിക്കല്,लपवून ठेवणे
ഏകാഗ്രത,एकाग्र
ഏകാഗത,एकाग्रता
ഏകാഗത ലെൻസ്,कॉन्सेन्ट्रिक लेन्स
കണ്ടൻസർ മൈക്രോഫോൺ,कंडेन्सर मायक्रोफोन
സന്തുലിതാവസ്ഥയുടെ അവസ്ഥ,समतोल स्थिती
ആവർത്തനം,वाहक
ചണംകരണം,वाहक चालू
ചാരന്വിറ്റി,वाहकता
മേല്നോട്ടക്കാരി,कंडक्टर
കോൺഫിഗറേഷൻ,कॉन्फिगरेशन
കൂട്ടുകെട്ട്,कनेक्शन
കണക്റ്റിവിറ്റി,कनेक्टिव्हिटी
കണക്റ്റർ,कनेक्टर
സ്ഥിരത,सुसंगतता
സ്ഥിരമായി,सातत्याने
കൺസോൾ,कन्सोल
സ്ഥിരമായ,स्थिर
സ്ഥിരമായ വ്യാപ്തി,सतत मोठेपणा
മൈക്രോഫോൺ ബന്ധപ്പെടുക,मायक्रोफोनशी संपर्क साधा
കണ്ടെയ്നർ ഫോർമാറ്റ്,कंटेनर स्वरूप
മലിനമാക്കല്,दूषित
സന്തുഷ്ടമായ,सामग्री
തുടർച്ചനാൽ,संमिश्र
തുടർച്ച,सातत्य
തുടർച്ച ബൂത്ത്,सातत्य बूथ
തുടർച്ച നോബ്,सातत्य नॉब
ഇടതടവില്ലാതെ,सतत
തുടർച്ചയായ ആർക്ക്,सतत कंस
തുടർച്ചയായ തരംഗം,सतत लाट
കോണ്ടൂർ ലൈൻ,समोच्च ओळ
കോണ്ടൂർ പ്ലാൻ,समोच्च योजना
ഉടന്വടി,करार
സങ്കോചനം,आकुंचन
ദൃശ്യതീവ്രത അനുപാതം,कॉन्ट्रास्ट गुणोत्तर
നിയന്ത്രണ സർക്യൂട്ട്,नियंत्रण सर्किट
ഇലക്ട്രോഡ് നിയന്ത്രിക്കുക,इलेक्ट्रोड नियंत्रित करा
ഉപകരണങ്ങൾ നിയന്ത്രിക്കുക,नियंत्रण उपकरणे
നിയന്ത്രണ ഗ്രിഡ്,नियंत्रण ग्रीड
നിയന്ത്രണ രേഖ,नियंत्रण ओळ
നിയന്ത്രണ പാനൽ,नियंत्रण पॅनेल
നിയന്ത്രണ മുറി,नियंत्रण कक्ष
നിയന്ത്രണ പട്ടിക,नियंत्रण सारणी
നിയന്ത്രണ ഗോപുരം,नियंत्रण टॉवर
കണ്ട്രോളർ,नियंत्रक
ഒത്തുപണി,अभिसरण
മൊത്തത്തിലുള്ള ലെൻസ്,कन्व्हर्जंट लेन्स
കവർത്തനമാർഗ്ഗം,कन्व्हर्टर
കൺവെക്സ് ലെൻസ്,बहिर्गोल लेन्स
സാരമക്ഷമമായ,कन्व्होल्यूशन
പരിമിതി കോഡ് ചെയ്തു,कन्व्होल्यूशन कोड
പരിണാമപരമായ പരസ്പരബന്ധം,कॉन्व्होल्यूशनल इंटरलीव्ह
പരിണാമപരമായ സംക്രമണ,कॉन्व्होल्यूशनल इंटरलीव्हिंग
കുക്കി,कुकी
കുക്കിതാവ്,कुकीयर
കോപാസസ്സർ,कॉप्रोसेसर
ചരട്,दोरखंड
കൊറോണ,कोरोना
കൊറോണ ഡിസ്ചാർജ്,कोरोना डिस्चार्ज
പരസ്പരബന്ധം,परस्परसंबंध
കോസിൻ ഘടകം,कोसाइन घटक
കോസിൻ തരംഗം,कोसाइन वेव्ह
കോസ്മിക് ശബ്ദം,वैश्विक आवाज
കൗണ്ടര്,काउंटर
എതിർ ഘടികാരദിശയിൽ,घड्याळाच्या दिशेने काउंटर
കപ്ലർ,कपलर
കപ്ലിംഗ്,जोड्या
കപ്ലിംഗ് കണ്ടൻസർ,कपलिंग कंडेन्सर
കപ്ലിംഗ് നെറ്റ്വർക്ക്,कपलिंग नेटवर्क
Conpling പ്രതിരോധം,कपलिंग प्रतिकार
കോവാലന്റ് ബോണ്ട്,सहसंयोजक बंध
കവറേജ്,कव्हरेज
തകര്ച്ച,आपटी
ഗുരുതരമായ ബാൻഡ്,गंभीर बँड
ഗുരുതരമായ അവസ്ഥ,चिंताजनक स्थिती
ഗുരുതരമായ കപ്ലിംഗ്,गंभीर जोड्या
ഗുരുതരമായ ആവൃത്തി,गंभीर वारंवारता
ഗുരുതരമായ പാരാമീറ്റർ,गंभीर मापदंड
മുതല ക്ലിപ്പ്,मगर क्लिप
ക്രോസ് മങ്ങൽ,क्रॉस फिकट
ക്രോസ് മോഡുലേഷൻ,क्रॉस मॉड्यूलेशन
ക്രോസ് ടോക്ക്,क्रॉस टॉक
ക്രോസ്ഫേഡ്,क्रॉसफेड
ക്രിപ്റ്റോഗ്രഫി,क्रिप्टोग्राफी
സ്ഫടികം,क्रिस्टल
ക്രിസ്റ്റൽ ഫിൽട്ടർ,क्रिस्टल फिल्टर
ശീതം,क्यू
ക്യൂ മാർക്ക്,क्यू मार्क्स
ഉപകരണം ക്യൂപ്പിംഗ് ഉപകരണം,क्यूइंग डिव्हाइस
നിലവിലെ ഡ്രെയിൻ,चालू नाले
നിലവിലെ മീറ്റർ,चालू मीटर
നിലവിലെ ട്രാൻസ്ഫോർമർ,वर्तमान ट्रान्सफॉर्मर
കഴ്സർ,कर्सर
വളവ്,वक्र
ആവൃത്തി മുറിക്കുക,वारंवारता कट करा
മുറിവ്,कटर
സൈബർ കഫേ,सायबर कॅफे
സൈബർ സുരക്ഷ,सायबर सुरक्षा
സൈബർ സ്ഥലം,सायबर स्पेस
ആവൃത്തി,चक्र
ചാക്രിക,चक्रीय
D.C. ഘടകം,डी.सी. घटक
D.C. പ്ലേറ്റ് വൈദ്യുതി,डी.सी. प्लेट पॉवर
D.C. പുനസ്ഥാപിക്കൽ,डी.सी. जीर्णोद्धार
ഡാംപ്പർ ഡയോഡ്,डॅम्पर डायोड
നനഞ്ഞ,ओलसर
ഇരുണ്ട,गडद
ഡാറ്റ,डेटा
ഡാറ്റ ബ്രോഡ്കാസ്റ്റിംഗ്,डेटा प्रसारण
ഡാറ്റ കംപ്രഷൻ,डेटा कॉम्प्रेशन
ഡാറ്റ ഡ്രില്ലിംഗ്,डेटा ड्रिलिंग
ഡാറ്റ എൻക്രിപ്ഷൻ,डेटा कूटबद्धीकरण
ഡാറ്റ ഫയൽ,डेटा फाइल
ഡാറ്റ കൈകാര്യം ചെയ്യൽ,डेटा हाताळणी
ഡാറ്റ ഖനനം,डेटा खाण
ഡാറ്റ പ്രോസസ്സിംഗ്,डेटा प्रक्रिया
ഡാറ്റ പ്രോസസ്സ്,डेटा प्रोसेसर
ഡാറ്റ കുറച്ച ബിറ്റ് സിസ്റ്റം,डेटा कमी बिट सिस्टम
ഡാറ്റ സേവനം,डेटा सेवा
ഡാറ്റ ഷീറ്റ്,माहिती पत्रक
ഡാറ്റ സംഭരണം,डेटा संचयन
ഡാറ്റ സ്ട്രീം,डेटा प्रवाह
ഡാറ്റ പരിവർത്തനം,डेटा परिवर्तन
ഡാറ്റ ട്രാൻസ്മിഷൻ,डेटा ट्रान्समिशन
ഡാറ്റാബേസ്,डेटाबेस
അപകീർത്തികരമായ,डेटाकास्टिंग
ഡാറ്റാഗ്രാം,डेटाग्राम
ഡിബി മീറ്റർ,डीबी मीटर
ചത്ത വായു,मृत हवा
ഡെഡ് ഷോർട്ട് സർക്യൂട്ട്,मृत शॉर्ट सर्किट
ചത്ത സ്ഥലം,मृत जागा
ഡെഡ്ലോക്ക്,डेडलॉक
ഡീബഗ് പ്രോഗ്രാം,डीबग प्रोग्राम
ഡീബഗ്ഗിംഗ്,डीबगिंग
ശബ്ദത്തിന്റെ ക്ഷയം,आवाजाचा क्षय
ഡെസിബെൽ (ഡിബി),डेसिबल (डीबी)
ദശാംശ,दशांश
ദശാംശ കോഡ്,दशांश कोड
ദശാംശ അക്ക,दशांश अंक
അനുശാസിക്കുന്നു,उलगडा
അചഞ്ചര്,डीकोडर
ഡീകോഡിംഗ്,डीकोडिंग
ഡിജിറ്റൽ ട്രാൻസ്മിഷനിൽ ഡീകോഡ് ചെയ്യുന്നു,डिजिटल ट्रान्समिशनमध्ये डीकोडिंग
വികൃതമായ,विघटन
തളർത്തുക,डीकोपलिंग
സർക്യൂട്ട് ഉപേക്ഷിക്കുന്നു,डिकॉपलिंग सर्किट
നെറ്റ്വർക്ക് തീരുമാനിക്കുക,डिकॉपलिंग नेटवर्क
ഡീക്രിപ്ഷൻ,डिक्रिप्शन
സമർപ്പിതരേഖ,समर्पित ओळ
ഡി-എംബഡിംഗ്,डी-एम्बेडिंग
ഡി-is ന്നൽ,डी-जोर
കുറ്റം,डीफॉल्ट
ഗുണനിലവാരത്തിൽ തകരാറ്,गुणवत्तेत दोष
കുറവുള്ള,सदोष
വികലമായ യൂണിറ്റ്,सदोष युनिट
നിര്വചനം,व्याख्या
വ്യതിചലനം,विक्षेप
അവശമനം,विकृती
വഞ്ചന,डीफ्रॅगमेंटेशन
ഡി-ഗെയ്സിംഗ് കോയിൽ,डी-गॉसिंग कॉइल
ഡിഗ്രി,पदवी
ഡി-ഇന്റർലീവ്,डी-इंटरलीव्हर
കാലതാമസം,विलंब ओळ
കാലതാമസം,विलंब वेळ
ഫ്രെയിം മെമ്മറി വൈകി,विलंब फ्रेम मेमरी
സ്കാനിംഗ് വൈകി,विलंब स्कॅनिंग
സമന്വയ സിഗ്നൽ വൈകി,विलंब सिंक्रोनाइझेशन सिग्नल
പസവം,वितरण
ഡെലിവറി സംവിധാനം,वितरण प्रणाली
പൊളിക്കുക,डिमोड्युलेशन
ഡിമോഡലേറ്റർ കാർഡ്,डेमोड्युलेटर कार्ड
ലംതിപ്റ്റൻ,डेमल्टिप्लेक्सर
ഫീൽഡിന്റെ ആഴം,फील्डची खोली
അവരോഹണം,उतरत्या
ഡിസൈൻ സവിശേഷത,डिझाइन तपशील
ഡെസ്ക്ടോപ്പ്,डेस्कटॉप
ഡിറ്റക്ടർ .ട്ട്പുട്ട്,डिटेक्टर आउटपुट
വതിചലനം,विचलन
ഉപായം,साधन
ഉപകരണ ഡ്രൈവർ,डिव्हाइस ड्राइव्हर
ഡയഗ്നോസ്റ്റിക്സ്,डायग्नोस्टिक्स
രേഖാലേഖം,आकृती
ഡയലോഗ് ട്രാക്ക്,संवाद ट्रॅक
വ്യാജ മോഡ്,व्यासाचा मोड
ഡയമണ്ട് സ്റ്റൈലസ്,डायमंड स्टाईलस
ഡയഫ്രം,डायाफ्राम
ഡയഫ്രാഗ്മാറ്റിക് ആഗിര്ബർ,डायाफ्रामॅटिक शोषक
ഡിക്കോട്ടിക് ലിസണിംഗ്,डायकोटिक ऐकणे
ഡീലക്റ്റിക്,डायलेक्ट्रिक
ഡീലക്ട്രിക് ബ്രേക്ക്- താഴേക്ക്,डायलेक्ट्रिक ब्रेक- डाउन
ഡീലക്ട്രിക് നഷ്ടം,डायलेक्ट्रिक तोटा
വ്യത്യാസ ആവൃത്തി,फरक वारंवारता
വ്യത്യാസ ആവൃത്തിയുടെ വികസനം (DFD),फरक वारंवारता विकृती (डीएफडी)
വ്യത്യാസ സ്വരം,फरक टोन
ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ,विभेदक एम्पलीफायर
ഡിഫ്രാക്ഷൻ,विवर्तन
ഡിഫ്യൂസർ,डिफ्यूझर
അക്കം,अंक
ഡിജിറ്റൽ,डिजिटल
ഡിജിറ്റൽ ആർട്ടിഫാക്റ്റ്,डिजिटल कलाकृती
ഡിജിറ്റൽ ഓഡിയോ,डिजिटल ऑडिओ
ഡിജിറ്റൽ ഓഡിയോ ഫിൽട്ടർ,डिजिटल ऑडिओ फिल्टर
ഡിജിറ്റൽ ഓഡിയോ വർക്ക് സ്റ്റേഷൻ,डिजिटल ऑडिओ वर्क स्टेशन
ഡിജിറ്റൽ ക്യാമറ,डिजिटल कॅमेरा
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,डिजिटल संगणक
ഡിജിറ്റൽ ഡാറ്റ,डिजिटल डेटा
ഡിജിറ്റൽ എഡിറ്റിംഗ്,डिजिटल संपादन
ഡിജിറ്റൽ എക്സൈറ്റർ,डिजिटल एक्झिटर
ഡിജിറ്റൽ ഫിൽട്ടർ,डिजिटल फिल्टर
ഡിജിറ്റൽ ഫ്രെയിം സമന്വയം,डिजिटल फ्रेम सिंक्रोनाइझर
ഡിജിറ്റൽ പൈതൃകം,डिजिटल वारसा
ഡിജിറ്റൽ ഇമേജ്,डिजिटल प्रतिमा
ഡിജിറ്റൽ ലൈബ്രറി,डिजिटल लायब्ररी
ഡിജിറ്റൽ മീറ്റർ,डिजिटल मीटर
ഡിജിറ്റൽ മോഡുലേഷൻ,डिजिटल मॉड्यूलेशन
ഡിജിറ്റൽ മൾട്ടിഫ്ക്സ്,डिजिटल मल्टिप्लेक्स
ഡിജിറ്റൽ നെറ്റ്വർക്ക്,डिजिटल नेटवर्क
ഡിജിറ്റൽ .ട്ട്പുട്ട്,डिजिटल आउटपुट
ഡിജിറ്റൽ പ്ലേബാക്ക്,डिजिटल प्लेबॅक
ഡിജിറ്റൽ റേഡിയോ മൊണ്ടാലിലേക്ക് (ഡിആർഎം),डिजिटल रेडिओ मोंडिएल (डीआरएम)
ഡിജിറ്റൽ റെക്കോർഡിംഗ്,डिजिटल रेकॉर्डिंग
ഡിജിറ്റൽ വിപ്ലവം,डिजिटल क्रांती
ഡിജിറ്റൽ സിഗ്നൽ,डिजिटल सिग्नल
ഡിജിറ്റൽ സിഗ്നൽ പ്രോസസ്സിംഗ് (DSP),डिजिटल सिग्नल प्रक्रिया (डीएसपी)
ഡിജിറ്റൽ ഒപ്പ്,डिजिटल स्वाक्षरी
ഡിജിറ്റൽ സാങ്കേതികവിദ്യ,डिजिटल तंत्रज्ञान
അനലോഗ് കൺവെർട്ടറിലേക്കുള്ള ഡിജിറ്റൽ,डिजिटल टू एनालॉग कन्व्हर्टर
ഡിജിറ്റൽ വീഡിയോ,डिजिटल व्हिडिओ
ഡിജിറ്റൽ വോൾട്ട്മീറ്റർ,डिजिटल व्होल्टमीटर
ഡിജിറ്റലൈസേഷൻ,डिजिटलायझेशन
ഡിജിറ്റൈസേഷൻ,डिजिटलायझेशन
ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ,डिजिटलाइज्ड व्हिडिओ
ഡിജിറ്റൈസർ,डिजिटायझर
മങ്ങിന്,अंधुक
പരിമാണം,परिमाण
മയക്കുമരുന്ന്,डिमर
ഡയോഡ്,डायोड
മുക്കുക,बुडविणे
ഡി മെൽക്സർ,डिप्लेक्सर
ഡിപ്ലോൾ ആന്റിന,द्विध्रुवीय अँटेना
നേരിട്ടുള്ള പ്രക്ഷേപണം,थेट प्रसारण
നേരിട്ടുള്ള കറന്റ് (ഡി സി),थेट करंट (डी सी)
നേരിട്ടുള്ള പിക്ക് അപ്പ്,डायरेक्ट पिक अप
നേരിട്ടുള്ള വായന ഉപകരണം,थेट वाचन साधन
നേരിട്ടുള്ള റെക്കോർഡിംഗ്,थेट रेकॉर्डिंग
ദിശാസൂചന ആന്റിന,दिशात्मक ten न्टीना
ദിശാസൂചന കപ്ലർ,दिशात्मक कपलर
ദിശാസൂചന മൈക്രോഫോൺ,दिशात्मक मायक्रोफोन
നിര്ദേശം,निर्देश
മേല്വിലാസപ്പട്ടിക,निर्देशिका
പ്രവർത്തനരഹിതമാക്കുക,अक्षम करा
ഡിസ്ക് ആന്റിന,डिस्क अँटेना
ഡിസ്ക് അടിസ്ഥാനമാക്കിയുള്ള സംഭരണം,डिस्क आधारित स्टोरेज
അപവാദം,वेगळा
ചകം,डिस्क
ഡിസ്ക് ഡ്രൈവ്,डिस्क ड्राइव्ह
ഡിസ്ക് ക്വാട്ട,डिस्क कोटा
അകെച്ചെറ്റ്,डिस्केट
സ്ഥാനഭാവം,विस्थापन
പതിക്കല്,फैलाव
സ്ഥാനമാറ്റാം,विस्थापन
പദര്ശനം,प्रदर्शन
ഡിസ്പ്ലേ യൂണിറ്റ് (കൺസോൾ),प्रदर्शन युनिट (कन्सोल)
ഭിന്നിപ്പ്,अपव्यय
വൈരാഗ്യം,असंतोष
വാറ്റിയെടുത്ത വെള്ളം,डिस्टिल्ड वॉटर
വളച്ചൊടിക്കൽ,विकृती
വിതരണ,वितरण
വിതരണം ആംപ്ലിഫയർ,वितरण एम्पलीफायर
ഡിവിഷൻ,विभागणी
ഭിചതീരം,विभाजक
രേഖ,दस्तऐवज
ഡോൾബി ഡിജിറ്റൽ,डॉल्बी डिजिटल
ഡൊമെയ്ൻ,डोमेन
ഡൊമെയ്ൻ കണ്ട്രോളർ,डोमेन नियंत्रक
ഡോപ്ലർ ഇഫക്റ്റ്,डॉपलर प्रभाव
ഡബിൾ പോൾ (ഡിയോൾ),डबल पोल (द्विध्रुवीय)
ഇരട്ട പോൾ സിംഗിൾ ത്രോ സ്വിച്ച്,डबल पोल सिंगल थ्रो स्विच
ഇരട്ട സൈഡ് ഡിസ്ക്,डबल साइड डिस्क
ഇരട്ട,दुहेरी
താഴേക്ക് വരുന്ന തരംഗം,खाली येणारी लाट
താഴേക്ക് അരുവി,खाली प्रवाह
ഡൗൺലിങ്ക്,डाउनलिंक
ഡൗൺലോഡ്,डाउनलोड करा
ഡൗൺലോഡുചെയ്യുന്നു,डाउनलोड करीत आहे
ഡ്രോയിംഗ്,रेखांकन
ഡ്രില്ലിംഗ് ബിറ്റ്,ड्रिलिंग बिट
ഡ്രില്ലിംഗ് മെഷീൻ,ड्रिलिंग मशीन
ഓടിക്കുക,चालवा
ചെണ്ട,ड्रम
ഡ്രൈ ബൾബ് താപനില,कोरडे बल्ब तापमान
വരണ്ട സെൽ,कोरडे सेल
ഡ്രൈ സോൾഡർ,कोरडे सोल्डर
ഡ്യുവൽ ചാനൽ മോഡ്,ड्युअल चॅनेल मोड
ഡബ്ബിംഗ്,डबिंग
ദുരുപയോഗം,डड
ഉപേക്ഷിക്കുക,डंप
ഡ്യുപ്ലെക്സ്,दुहेरी
കാലയളവ്,कालावधी
പൊടി,धूळ
പൊടി ബഗ്,धूळ बग
പൊടി തെളിവ്,धूळ पुरावा
ദുണ്രന്മാര്,डस्टर
ചലനാത്മക,डायनॅमिक
ഡൈനാമിക് ബിറ്റ് വിഹിതം,डायनॅमिक बिट वाटप
ഡൈനാമിക് ഇന്റർമോഡുലേഷൻ വക്രീകരണം (മങ്ങിയത്),डायनॅमिक इंटरमोडुलेशन विकृती (डीआयएम)
ഡൈനാമിക് ക്വാണ്ടൈസേഷൻ,डायनॅमिक क्वांटिझेशन
ഡൈനാമിക് റേഞ്ച്,डायनॅमिक श्रेणी
ഡൈനാമിക് റേഞ്ച് നിയന്ത്രണം,डायनॅमिक श्रेणी नियंत्रण
ഡൈനാമോ,डायनामो
ഇയർ ഫോൺ,कान फोन
ഭൂമി,पृथ्वी
എർത്ത് ബൾബ്,पृथ्वी बल्ज
ഭൂമി ചെറുത്തുനിൽപ്പ്,पृथ्वी प्रतिकार
എർത്ത് വടി,पृथ्वी रॉड
എർത്ത് ഉപഗ്രഹം,पृथ्वी उपग्रह
ഭൂമി സ്റ്റേഷൻ,पृथ्वी स्टेशन
എർത്ത് ടെർമിനൽ,पृथ्वी टर्मिनल
പൊയ്ക്കുന്നത്,अर्थिंग
പതിധനി,प्रतिध्वनी
എക്കോ ചേംബർ,इको चेंबर
എഡ്ഡി കറന്റ്,एडी करंट
എഡ്ഡി നിലവിലെ നഷ്ടം,एडी चालू तोटा
എഗ്രിവൈസ് മീറ്റർ,एजवाइज मीटर
എഡിറ്റിംഗ്,संपादन
ഫലപ്രദമായ ആന്റിന ഉയരം,प्रभावी अँटेना उंची
ഫലപ്രദമായ ആന്റിന നീളം,प्रभावी अँटेना लांबी
ഫലപ്രദമായ വോൾട്ടേജ്,प्रभावी व्होल्टेज
കാര്യക്ഷമത,कार्यक्षमता
ഇലാസ്തികത,लवचिकता
വൈദ്യുത ഡിസ്ചാർജ്,इलेक्ट्रिक डिस्चार्ज
വൈദ്യുത മണ്ഡലം,विद्युत क्षेत्र
ഇലക്ട്രിക് ഫ്ലാഷ്,इलेक्ट्रिक फ्लॅश
വൈദ്യുത ഹീറ്റർ,विद्युत उष्मक
വൈദ്യുത മീറ്റർ,इलेक्ट्रिक मीटर
വൈദ്യുത മോട്ടോർ,विद्युत मोटर
വൈദ്യുതാഘാതം,विजेचा धक्का
വൈദ്യുത തീപ്പൊരി,इलेक्ट्रिक स्पार्क
വൈദ്യുത ഉപകരണം,विद्युत उपकरण
വൈദ്യുത ശബ്ദം,विद्युत आवाज
വൈദ്യുത കൊടുങ്കാറ്റ്,विद्युत वादळ
വൈദ്യുത പ്രവർത്തിപ്പിക്കുന്ന സംഗീതോപകരണം,इलेक्ट्रिकली ऑपरेट केलेले संगीत वाद्य
വൈദ്യുതി,वीज
വൈദ്യുതി വിതരണം,वीजपुरवठा
ഇലക്ട്രോഡൈനാമിക്,इलेक्ट्रोडायनामिक
ഇലക്ട്രോലൈറ്റിക് കപ്പാസിറ്റർ,इलेक्ट्रोलाइटिक कॅपेसिटर
വൈദ്യുതകാഗ്നെറ്റിക്,इलेक्ट्रोमॅग्नेटिक
വൈദ്യുതകാന്തിക അസ്വസ്ഥത,इलेक्ट्रोमॅग्नेटिक त्रास
വൈദ്യുതകാന്തിക ഇടപെടൽ,इलेक्ट्रोमॅग्नेटिक इंटरफेरेन्स
ഇലക്ട്രോമാഗ്നറ്റിക് സ്പെക്ട്രം,इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम
ഇലക്ട്രോമാഗ്നെറ്റിക് തരംഗം,इलेक्ट्रोमॅग्नेटिक वेव्ह
ഇലക്ട്രോമാഗ്നെറ്റിക് വേവ് പ്രചരണം,इलेक्ट्रोमॅग्नेटिक वेव्ह प्रसार
ഇലക്ട്രോൺ ഒന്നിലധികം ഫോട്ടോടോബ്,इलेक्ट्रॉन एकाधिक फोटोट्यूब
ഇലക്ട്രോണിക് കാൽക്കുലേറ്റർ,इलेक्ट्रॉनिक कॅल्क्युलेटर
ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ് (EDP),इलेक्ट्रॉनिक डेटा प्रक्रिया (ईडीपी)
ഇലക്ട്രോണിക് മെയിൽ (ഇ-മെയിൽ),इलेक्ट्रॉनिक मेल (ई-मेल)
ഇലക്ട്രോണിക് സ്വിച്ചിംഗ് സിസ്റ്റം,इलेक्ट्रॉनिक स्विचिंग सिस्टम
ഇലക്ട്രോണിക്സ്,इलेक्ट्रॉनिक्स
ഇലക്ട്രോപ്പിൾ,इलेक्ट्रोप्लेटिंग
ഇലക്ട്രോസ്റ്റാറ്റിക്,इलेक्ट्रोस्टेटिक
ഉയരത്തിലുമുള്ള,उत्थान
ഉൾച്ചേർത്ത,एम्बेड केलेले
എംബഡ്ഡ് ഓഡിയോ,एम्बेड केलेले ऑडिओ
എംബഡഡ് സിസ്റ്റം,एम्बेडेड प्रणाली
മുദ,प्रतीक
വളർന്നുവരുന്ന ട്രെൻഡുകൾ,उदयोन्मुख ट्रेंड
കിടം,उत्सर्जन
പുറപ്പെടുവിക്കുക,एमिटर
ഇമിറ്റർ ഫോളോവർ,एमिटर अनुयायी
ഇമിറ്റർ ടെർമിനൽ,एमिटर टर्मिनल
എമിറ്റർ-ബേസ്-ജംഗ്ഷൻ,एमिटर-बेस-जंक्शन
കഴിവുണ്ടാക്കുക,सक्षम करा
വയർ,Enamelled वायर
എസിഷർ,एन्किफर
വേലിക്കെട്ട്,संलग्न
എൻകോഡ്,एन्कोड
എൻകോഡർ,एन्कोडर
എൻകോഡിംഗ്,एन्कोडिंग
എൻക്രിപ്ഷൻ,कूटबद्धीकरण
അവസാനം അടയാളപ്പെടുത്തുക,शेवटचा चिन्ह
അന്തിമ ഉപയോക്താവ്,अंतिम वापरकर्ता
ഊര്ജം,ऊर्जा
Energy ർജ്ജ വിതരണക്കാരൻ,उर्जा विखुरलेले
ഊർജ്ജ വിതരണം,उर्जा वितरण
നിര്പ്പണശേഷിയാക്കല്,अंमलबजावणी
യന്തം,इंजिन
എഞ്ചിനിയര്,अभियंता
എഞ്ചിനീയറിംഗ്,अभियांत्रिकी
എഞ്ചിനീയറിംഗ് സ്റ്റോർ,अभियांत्रिकी स्टोअर
കൊത്തുപണി,खोदकाम
മെച്ചപ്പെടുത്തുക,वाढविण्यासाठी
മേള,एकत्रित
കീ നൽകുക,की प्रविष्ट करा
എന്റർപ്രൈസ് വാസ്തുവിദ്യ,एंटरप्राइझ आर्किटेक्चर
എന്തയോൺ,एन्थॅल्पी
എൻട്രോപ്പി,एन्ट्रोपी
എൻട്രോപ്പി കോഡിംഗ്,एन्ट्रोपी कोडिंग
എൻട്രോപ്പി ആവർത്തനം,एन्ट्रोपी रिडंडंसी
തുല്യമാണ്,समतुल्य
സമതയൽ,समानता
സമവാക്രം,इक्वेलायझर
സജ്ജീകരണം,उपकरणे
ഉപകരണങ്ങൾ,उपकरणे कव्हर
തുലതയുള്ള,समतुल्य
തുടച്ചുമാറ്റുക,मिटवा
മധുരം മായ്ക്കുക,डोके मिटवा
മദ്ധാള,इरोशन
തെറ്റായി,अनियमित
പിശക്,त्रुटी
പിശക് കോഡിംഗ്,त्रुटी नियंत्रण कोडिंग
തെറ്റ് തിരുത്തൽ,त्रुटी सुधारणे
പിശക് കണ്ടെത്തൽ,त्रुटी शोध
പിശക് കൈകാര്യം ചെയ്യുന്നു,त्रुटी हाताळणी
പിശക് പ്രോബബിലിറ്റി,त्रुटी संभाव्यता
ഇഥർനെറ്റ്,इथरनेट
ഇഥർനെറ്റ് കേബിൾ,इथरनेट केबल
യൂജെനിക്സ്,युजेनिक्स
ഒഴിപ്പിക്കുക,खाली करा
