Assamese,Bengali
১.ডিনেচাৰেচন ২.গুণন,1. বিকৃতকরণ 2. গুণ
ডেনুডেচন,বর্জন
1. জমা (মাটি) 2. জমা (অৰ্থনীতি),1. জমা (মাটি) 2. জমা (অর্থনীতি)
জমা,আমানত
১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস,1. অবচয় 2. অবচয়
ডিচেলাইনেচন,বিশুদ্ধকরণ
১/ পানী শুকুৱাই লোৱা ২/ পানীলগা,1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন
1. ডিজাইন 2. ডিজাইন,1. ডিজাইন 2. ডিজাইন
শুকান,শুষ্ক
কাৰ্ণেল আঁতৰোৱা,কার্নেল অপসারণ
ডি-ইণ্টাৰকেলেচন,de-intercalation
সংযোজন,সংযোজন
১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন,1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন
বল্লাৰ বা কুন্দন কাটিব পৰা,বল্লার বা কুন্দন কাটিং
নিৰ্ণায়ক,নির্ধারক
বিমুদ্ৰাকৰণ,অবমূল্যায়ন
ডি-ভেজিটেট,উদ্ভিজ্জ
বিচ্যুতি,বিচ্যুতি
দুণ্ডণ,দ্বিগুণ
নিদান,রোগ নির্ণয়
ভিন্ন পৰিপক্কতা,বিভিন্ন পরিপক্কতা
bifurcation,বিভাজন
1. দ্বিবিষাক্ত (বীজ),1. ডাইকোটাইলেডন 2. ডাইকোটাইলেডন (বীজ)
পিঠিৰ ৰোগ,পিঠের রোগ
১.প্ৰসাৰণ ২.প্ৰসাৰণ,1. ডিফিউশন 2. ডিফিউশন
হজম ক্ষমতা,হজম ক্ষমতা
ডাইহাইব্ৰিড,ডাইহাইব্রিড
১.বান্ধ ২.নলা ৩.পৰিয়াল,1. বাঁধ 2. ড্রেন 3. পরিবার
সামান্য,সামান্য
১.একপত্নী ২.একপত্নী,1. একগামী 2. একগামী
ডিপ্লয়ড,ডিপ্লয়েড
১.দ্বিগুণী ২.দ্বিগুণী,1. ডিপ্লয়েড 2. ডিপ্লয়েড
ডাইপোল,ডাইপোল
১.নিষ্কাশন ২.কলি আঁতৰোৱা,1. নিষ্কাশন 2. কুঁড়ি অপসারণ
১.হালোৱা হাল বাই ২.ঘূৰোৱা,1. লাঙ্গল চাষ 2. স্পিনিং
ৰেহাই,ছাড়
বীজাণুনাশক,জীবাণুমুক্তকরণ
১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা,1. বিচ্ছুরণ 2. বিক্ষিপ্তকরণ
1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স,1. বিক্ষিপ্তকরণ 2. ভিন্নতা
বৈচিত্ৰ্যতা,বৈচিত্রতা
বৈচিত্ৰময় কৃষি,বৈচিত্র্যময় কৃষি
dna পদক্ষেপ,ডিএনএ পদক্ষেপ
ডি এন এ ৰিচিভাৰ,ডিএনএ রিসিভার
ডক ভাড়া,ডক ভাড়া
কাৰ্যকৰী,কার্যকর
নিদ্ৰাহীনতা,সুপ্ততা
১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা,1. পরিমাণ 2. ডোজ 3. ডোজ
ডাবল চিগম&#39;ইড বক্ৰ,ডবল সিগমায়েড বক্ররেখা
1. gust 2. টানিব পৰা,1. দমকা 2. প্রসারিত
1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট,1. নিষ্কাশন ড্রেন 2. বর্জ্য
নিষ্কাশন,নিষ্কাশন
ট্ৰেকচন,আকর্ষণ
1. ঔষধ দিয়া 2. তিয়াই পেলোৱা,1. ওষুধ দিন 2. ভিজিয়ে দিন
প্ৰসাধন সামগ্ৰী (বীজ),প্রসাধনী (বীজ)
1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ,1. auger 2. অগভীর ফল্ট 3. ড্রিল 4. auger
১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল,1. গর্ত 2. ড্রিল 3. ড্রিল
১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া,1. ড্রিলিং 2. একটি ড্রিল দিয়ে বপন করা 3. একটি ড্রিল দিয়ে ঢালা
ড্ৰিপ জলসিঞ্চন,ড্রিপ সেচ
শুকান খেতি কৰা,শুকনো চাষ
১.ধূলি ২.বুকনি,1.ধুলো 2.বুকনি
১.ডাষ্টাৰ ২.বিকিৰণকাৰী,1. ডাস্টার 2. বিক্ষিপ্তকারী
ছটিয়াই দিয়া,ছিটানো
১.বামন ২.ৱামন,1. বামন 2. বামন
বামন পিৰামিড,বামন পিরামিড
বামিণী ভৱন,ভামিনী ভবন
পৰিৱেশ বিজ্ঞান,বাস্তুশাস্ত্র
অৰ্থনীতি,অর্থনীতি
অৰ্থনৈতিক দক্ষতা,অর্থনৈতিক দক্ষতা
পৰিস্থিতিগত ধৰণ,পরিস্থিতিগত প্রকার
অতিৰিক্ত স্তৰযুক্ত,অতিরিক্ত স্তরিত
কোমল,নরম
soil বিজ্ঞান,মৃত্তিকা বিজ্ঞান
1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা,1. ব্রিজিং 2. এজিং 3. স্ট্র্যান্ড ক্লোজার
খাদ্যৰ অংশ,খাদ্য অংশ
চাহিদাৰ স্থিতিস্থাপকতা,চাহিদার স্থিতিস্থাপকতা
উৎপাদন স্থিতিস্থাপকতা,উত্পাদন স্থিতিস্থাপকতা
ইলেক্ট্ৰ&#39;লাইছিছ,তড়িৎ বিশ্লেষণ
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,ইলেক্ট্রোফোরেসিস
বাষ্পীভৱন,বাষ্পীভবন
১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ,1. শিরশ্ছেদ 2. বন্দী 3. শিরশ্ছেদ 4. জীবাণুমুক্ত
১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী,1. উইয়ার বান্দি 2. স্ট্রবান্ডি
ভ্ৰূণ,ভ্রূণ
১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান,1. ভ্রূণবিদ্যা 2. পদার্থবিদ্যা
1. প্ৰস্থান 2. প্ৰস্থান,1. প্রস্থান 2. প্রস্থান
ইমালচাইফায়াৰ,ইমালসিফায়ার
অন্তৰ্জাতীয়,অন্তঃসত্ত্বা
ইন্ট্ৰা-পইণ্ট ডিভিজন,আন্তঃবিন্দু বিভাগ
অন্তঃপৰজীৱী,অন্তঃপরজীবী
এণ্ডোস্পাৰ্ম,এন্ডোস্পার্ম
উদ্যোগ,এন্টারপ্রাইজ
পতংগবিজ্ঞান,কীটতত্ত্ব
পৰিৱেশ,পরিবেশ
১.এনজাইম ২.এনজাইম,1. এনজাইম 2. এনজাইম
ক্লাষ্টাৰ গ্ৰাফটিং,ক্লাস্টার গ্রাফটিং
১.এপিফাইট ২.এপিফাইট,1. এপিফাইট 2. এপিফাইট
ন্যায়,ইক্যুইটি
নিৰ্মূলকৰণ,নির্মূল
প্ৰয়োজনীয় পুষ্টিকৰ উপাদান,অত্যাবশ্যক পুষ্টি
1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন,1. পরিমাপ 2. জাম্প 3. মূল্যায়ন
সূক্ষ্মতা,সূক্ষ্মতা
সুজাননিক,সুজনিক
মূল্যায়ন,মূল্যায়ন
ভাপ গেজ,বাষ্প গেজ
বাষ্পীভৱন,বাষ্পীভবন
চিৰন্তন বিপ্লৱ,চিরন্তন বিপ্লব
১.চিৰসেউজ ২.চিৰসেউজ,1. চিরসবুজ 2. চিরসবুজ
বিকাশ,উন্নয়ন
কাটি পেলোৱা,বিছিন্ন করা
পৰীক্ষয় (উৰ্বৰতা),পরিক্ষয় (উর্বরতা)
শোষণ,শোষণ
১.অন্বেষণ ২.অন্বেষণ,1. অন্বেষণ 2. অন্বেষণ
১.এক্সট্ৰুচন ২.নিগমন,1. এক্সট্রুশন 2. নির্গমন
নয়ন,আই
1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ,1. ফ্যাক্টর 2. কম্পোনেন্ট 3. ফ্যাক্টর 4. রিসোর্স
কাৰক উৎপাদনশীলতা,ফ্যাক্টর উত্পাদনশীলতা
ট্ৰেডছমেনৰ ৰেহাই,ব্যবসায়ীদের ডিসকাউন্ট
ফেক্টৰিয়েল ব্লক ডিজাইন,ফ্যাক্টরিয়াল ব্লক ডিজাইন
বিকল্প,বিকল্প
১.পট্টি ২.পালিহাৰ,1. পট্টি 2. পালিহার
গোটেই অংশ,স্থূল
ক্ষেত্ৰ মূল্যায়ন,ক্ষেত্রের মূল্যায়ন
ফাৰ্ম বাজেট,খামার বাজেট
কৃষি ব্যৱসায়,কৃষি ব্যবসা
ক্ষেত্ৰ পৰিকল্পনা,ক্ষেত্রের পরিকল্পনা
১.কৃষক ২.কৃষক,1. কৃষক 2. কৃষক
১.কৃষি ২.খেতি কৰা,1. কৃষি 2. কৃষিকাজ
সংঘৰ্ষ,সংঘর্ষ
একাধিক প্ৰজনন,একাধিক প্রজনন
কিম্বন,গাঁজন
উৰ্বৰতা,উর্বরতা
সাৰ,সার
সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা,সার ব্যবহারের দক্ষতা
আঁহযুক্ত,তন্তুযুক্ত
১.পাম ২.এলেকা ৩.অৱস্থান,1. খামার 2. এলাকা 3. অবস্থান
মাটিৰ পানী ধৰি ৰখা,মাটির জল ধরে রাখা
ক্ষেত্ৰ প্ৰদৰ্শন,ক্ষেত্র প্রদর্শন
1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা,1. ইমোবিলাইজেশন 2. ফিক্সেশন 3. ফিক্সেশন
1. প্লাৱন 2. গৰ্ভধাৰণ,1. প্লাবন 2. গর্ভধারণ
ফ্ল&#39; ডায়াগ্ৰাম,প্রবাহ চিত্র
খাদ্য মূল্য,খাদ্য মূল্য
পশুখাদ্য,পশুখাদ্য
পুৰ্বানুমান,পূর্বাভাস
অৰণ্য,বন। জংগল
বনানীকৰণ,বনায়ন
১.তাদপৰ্ণ ২.ফৰ্ম,1. তাদপার্ন 2. ফর্ম
হিম প্ৰতিৰোধী,হিম প্রতিরোধী
১.পালা ২.ব্লাইট,1. পাল 2. ব্লাইট
1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন,1. হিমায়িত 2. হিমায়িত
অনুষ্ঠান,ফাংশন
১/ ফলৰ পতন ২.ফলৰ পতন,1. ফল পতন 2. ফল পতন
ফল হৈ পৰে,ফল হত্তয়া
1. ধূমপান 2. ধূমপান,1. ফিউমিগেশন 2. ফিউমিগেশন
ভেঁকুৰনাশক,ছত্রাকনাশক
এন্টিফাংগেল,অ্যান্টিফাঙ্গাল
ভেঁকুৰ,ছত্রাক
১.খুদ ২.সীতা,1. খুদ 2. সীতা
1. সংযোজন 2. সংযোজন,1. ফিউশন 2. ফিউশন
কপাহী উল,সুতি পশম
লোমশ,লোমশ
১/ গছৰ ঘা ২.পিতিকা,1. গাছের আলসার 2. পিটিকা
1. গেমেট 2. গেমেট,1. গ্যামেট 2. গেমেট
১.বাৰী ২.বাগিচা,1. বাগান 2. বাগান
১.পান্সাল ২.হাইড্ৰমিটাৰ,1. পানসাল 2. হাইড্রোমিটার
জিন সংগ্ৰহ,জিন সংগ্রহ
জিন টেগন,জিন ট্যাগন
বংশাৱলী,বংশতালিকা
জিন মেপ,জিন মানচিত্র
জেনেটিক্স,জেনেটিক্স
১/ জিনম ২.সাংগেনে,1. জিনোম 2. সংগেন
সঞ্জিনী সংগ্ৰহ,সঞ্জিনী কালেকশন
জিনমিক্স,জিনোমিক্স
জিন প্ৰকাৰ,জিনোটাইপ
১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ,1. জিনের গঠন 2. জিনের ধরন
বংশ,লিনেজ
১. প্ৰজাতি ২. বংশ,1. বংশ 2. বংশ
১.বীজাণু ২.বীজাণু,1. জীবাণু 2. জীবাণু
বীজাণুনাশক,জীবাণু নাশক
অংকুৰণ,অঙ্কুরোদগম
১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম,1. জার্মপ্লাজম 2. জার্মপ্লাজম
জিবেৰেলিক এচিড,জিবেরেলিক অ্যাসিড
গোটাওক,কুড়ানো
তুষ,টুশ
১/ গ্লুটেন ২,1. গ্লুটেন 2. পেটুক
গ্লাইকোলাইছিছ,গ্লাইকোলাইসিস
বঢ়িয়া,চমৎকার
সোণালী বিপ্লৱ,সোনালী বিপ্লব
1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস,1. শ্রেণীবিভাগ 2. শ্রেণীবিভাগ 3. স্তরবিন্যাস
1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ,1. কলমযুক্ত উদ্ভিদ 2. পেনম্ব্রাল উদ্ভিদ
কলম অসামঞ্জস্যপূৰ্ণ,কলম অসামঞ্জস্যপূর্ণ
গ্ৰানা,গ্রানা
গ্ৰেনুলেচন,দানাদার
সেউজীয়া গোবৰ,সবুজ সার
সেউজ বিপ্লৱ,সবুজ বিপ্লব
বৃদ্ধি আৰু বিকাশ,বৃদ্ধি এবং উন্নয়ন
১/ আঁঠুৰ ৰোগ,1. মাড়ির রোগ
বিষমযৌন,বিষমকামী
1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ,1. প্রকৃতি 2. প্রকৃতি 3. রূপগুণ 4. চেহারা
১.অলা ২.কৰকাপাট ৩.কৰ্কা,1. ওলা 2. কারকাপাত 3. কারকা
ৰোমিলৱাচ,রোমিলওয়াচ
চেলাইন চিষ্ট,লবণাক্ত সিস্ট
harrow,হ্যারো
১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক,1. ফসল কাটার সূচক 2. ফসল কাটার সূচক
১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন,1. ফসল কাটা 2. কাটা ফসল 3. সমাপ্ত ফসল 4. ফলন
১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা,1. প্লাকিং 2. ফসল তোলা 3. প্লাকিং
১/ কণী পৰা ২) কণী বল,1. ডিম পাড়া 2. ডিম ফোর্স
শুকান ঘাঁহ,শুষ্ক ঘাস
শুকান খাদ্য,শুকনো ফিড
গঞ্জি,গেঞ্জি
কুঁৱলী,কুয়াশা
কুঁৱলীময়,ঝাপসা
১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা,1. বালি 2. সিত্তা 3. মুন্ডক 4. শীর্ষ 5. মাথা 6. সিরা
খাঁজৰ শেষ,খাঁজ শেষ
শীৰ্ষ ছাঁটনি,শীর্ষ ছাঁটাই
বেৰা,বেড়া
জিম্মাত ৰখা,হেফাজত
কুণ্ডলিনী,কুন্ডলিনী
হেমাটাইট,হেমাটাইট
১.বনৌষধি ২.বনৌষধি,1. ভেষজ 2. ভেষজ
১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়,1.বোটানিক্যাল কালেকশন 2.বোটানিক্যাল মিউজিয়াম
ঘাঁহনিনাশক,হার্বিসাইড
বংশগততা,বংশগতি
বংশগততা,বংশগতি
উভলিংগী,উভকামী
হেটেৰ&#39;ক্ৰ&#39;মেটিক,heterochromatic
হেটেৰ&#39;ফাৰ্টিলাইজেচন,heterofertilization
১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ,1. হাইব্রিডোজ 2. হেটেরোসিস
লিংগক্ৰম&#39;জম,সেক্সক্রোমোজোম
লালন-পালন কৰা,লালনপালন
হেক্সাডেচিমেল,হেক্সাডেসিমেল
ঠাণ্ডা নিদ্ৰা,ঠান্ডা সুপ্ততা
উচ্চ ঘনত্বৰ ৰোপণ কৰা,উচ্চ ঘনত্ব রোপণ
১.পিণ্ডলক ২.পাহাৰ (ধান),1. পিন্ডলক 2. পাহাড় (ধান)
হিষ্টোগ্ৰাম,হিস্টোগ্রাম
হাই টেক উদ্যান শস্য,উচ্চ প্রযুক্তির উদ্যানপালন
১.দৈ ২.মৌচাক,1. দই 2. মৌচাক
1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা,1. আগাছা 2. আগাছা
ধৰি ৰখা,ধারণ
ব্যক্তিগত পাম,ব্যক্তিগত খামার
হোমিঅ&#39;ষ্টেছিছ,হোমিওস্টেসিস
গৃহভূমি,স্বদেশ
সমতা,একজাতীয়তা
1. সমজাতীয় 2. সমজাতীয়,1. সমজাতীয় 2. সমজাতীয়
সহানুভূতিশীল,সহানুভূতিশীল
সমযোজী,সমজাতীয়
১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ,1. খুরিকা 2. খাদ্য পাত্র 3. হ্যাপার
১.স্তৰ ২.দিগন্ত,1. স্তর 2. দিগন্ত
উদ্যান শস্য,উদ্যান ফসল
১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য,1. হর্টিকালচার 2. হর্টিকালচার 3. হর্টিকালচার 4. হর্টিকালচার
