Punjabi,Gujarati
ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,બોન્ડનો સામનો કરવો
ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ,સલામતીનું પરિબળ
ਗਿਰਾਵਟ,પડવું
ਫੇਸੀਆ,ફેસિયા
ਫੇਸੀਆ ਬੋਰਡ,ફેસિયા બોર્ડ
ਨੁਕਸ,દોષ
ਖੇਤ ਦੀ ਨਮੀ,ક્ષેત્રની ભેજ
ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ,અંતિમ ભેજ સમકક્ષ
ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ),ફિલેટ (મોર્ટારનું)
ਫਾਈਨਲ,અંતિમ
ਅੰਤਮ ਮਾਪ,અંતિમ માપન
ਅੰਤਿਮ ਭੁਗਤਾਨq,અંતિમ ચુકવણીq
ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ,અંતિમ પૂર્વ તણાવ
ਅੰਤਮ ਤਣਾਅ,અંતિમ તાણ
ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ,નાણાકીય શક્યતા
ਵਧੀਆ ਕੁੱਲ,ફાઇન એકંદર
ਫਿਸਰਡ ਚੱਟਾਨ,ફિસર્ડ ખડક
ਝੰਡਾ ਪੱਥਰ,ધ્વજ પથ્થર
ਫਲੇਮਿਸ਼ ਬਾਂਡ,ફ્લેમિશ બોન્ડ
ਫਲੈਸ਼ਿੰਗ,ફ્લેશિંગ
ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ,ચમકદાર પ્રવાહ
ਫਲੈਟ ਛੱਤ,સપાટ છત
ਫਲੇਚੇ,ફ્લેચે
ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ,ફ્લેમિશ ગાર્ડન વોલ બોન્ડ
Flint,ચકમક
Flint ਕੰਧ,ફ્લિન્ટ દિવાલ
ਫਲੋਟਿੰਗ ਮੰਜ਼ਿਲ,ફ્લોટિંગ ફ્લોર
ਫਲੋਕੂਲੇਸ਼ਨ,ફ્લોક્યુલેશન
ਫਲੋਕੂਲੇਸ਼ਨ ਸੀਮਾ,ફ્લોક્યુલેશન મર્યાદા
ਫਲੋਕੂਲੇਸ਼ਨ ਅਨੁਪਾਤ,ફ્લોક્યુલેશન રેશિયો
ਫਲੋਕੂਲਸ,ફ્લોક્યુલ્સ
ਮੰਜ਼ਿਲ,ફ્લોર
ਮੰਜ਼ਿਲ ਸੀਲ,ફ્લોર સીલ
ਪ੍ਰਵਾਹ,પ્રવાહ
ਉਤਰਾਅ-ਚੜ੍ਹਾਅ,વધઘટ
ਫੁੱਟਿੰਗ,ફૂટિંગ
ਬੁਨਿਆਦ,ફાઉન્ડેશન
ਫਰੀ ਫਾਲ ਬੈਰੋ ਟਾਪਿੰਗ ਮਿਕਸਰ,ફ્રી ફોલ બેરો ટોપિંગ મિક્સર
ਫਰੀ ਫਾਲ ਮਿਕਸਰ (ਡਰੱਮ ਦੀ ਕਿਸਮ),ફ્રી ફોલ મિક્સર (ડ્રમ પ્રકાર)
ਮੁਫ਼ਤ ਪੱਥਰ,મફત પથ્થર
ਫਰੈੱਸਟ,ફ્રેશેટ
ਰਗੜ ਢੇਰ,ઘર્ષણ ખૂંટો
ਡੱਡੂ,દેડકા
ਗੇਬਲ,ગેબલ
ਗੈਬਲੇਟ,ગેબલેટ
Gambrel ਛੱਤ,ગેમ્બ્રેલ છત
ਗੇਜ,ગેજ
ਗੇਜਿੰਗ ਸੈਕਸ਼ਨ,માપન વિભાગ
ਗੇਜਿੰਗ ਸਟੇਸ਼ਨ,ગેજિંગ સ્ટેશન
ਆਮ ਟਿਕਾਣਾ ਯੋਜਨਾ,સામાન્ય સ્થાન યોજના
ਆਮ ਹਵਾਦਾਰੀ,સામાન્ય વેન્ટિલેશન
G ਹੋਰੀਜ਼ਨ ਜਾਂ ਗਲੇ ਹੋਰੀਜ਼ਨ,G ક્ષિતિજ અથવા gley ક્ષિતિજ
ਤੱਕ ਗਲੇਸ਼ੀਅਲ,સુધી હિમનદી
ਗਨੀਸ,જીનીસ
ਮਾਲ ਵਿਹੜਾ,માલ યાર્ડ
ਗਰੇਡੀਐਂਟ ਪ੍ਰਤੀਰੋਧ,ઢાળ પ્રતિકાર
ਗ੍ਰੇਨਾਈਟ,ગ્રેનાઈટ
ਦਾਣੇਦਾਰ ਬਣਤਰ,દાણાદાર માળખું
ਗ੍ਰੇਨੂਲੇਸ਼ਨ,દાણાદાર
ਗ੍ਰੈਨਿਊਲ,ગ્રાન્યુલ
ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਪਾਣੀ ਮੁਕਤ ਪਾਣੀ,ગુરુત્વાકર્ષણ મુક્ત પાણી
ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਯਾਰਡ,ગુરુત્વાકર્ષણ યાર્ડ
ਮਹਾਨ ਮਿੱਟੀ ਸਮੂਹ,ગ્રેટ માટી જૂથ
ਗ੍ਰਿਲੇਜ ਬੁਨਿਆਦ,ગ્રિલેજ ફાઉન્ડેશન
ਜ਼ਮੀਨੀ ਹੱਥ ਮੋਲਡਿੰਗ,ગ્રાઉન્ડ હેન્ડ મોલ્ડિંગ
ਸਮੂਹਬੱਧ ਡੌਕ,જૂથબદ્ધ ડોક
ਗਰੁੱਪ ਹਾਊਸਿੰਗ,ગ્રુપ હાઉસિંગ
ਮਹਿਮਾਨ ਕਮਰਾ,અતિથિ ખંડ
ਗਟਰ,ગટર
ਗਟਰ ਚੁੱਕਣ ਵਾਲਾ,ગટર ધારક
ਗਟਰ ਚੈੱਕ,ગટર ચેક
ਹੈਮਰ ਡਰੈਸਿੰਗ,હેમર ડ્રેસિંગ
ਬੰਦਰਗਾਹ,હાર્બર
ਪਨਾਹ ਦੀ ਬੰਦਰਗਾਹ,આશ્રય બંદર
ਹਾਰਡ ਪੈਨ,સખત તપેલી
ਸਿਰਲੇਖ,હેડર
ਹੈਡਰ ਬਾਂਡ,હેડર બોન્ડ
ਹੈਡਰ ਕੋਰਸ,હેડર કોર્સ
ਮੁੱਖ ਗੇਟ ਬਣਤਰ,હેડ ગેટ સ્ટ્રક્ચર
ਨਹਿਰ ਦਾ ਮੁਖੀ,કેનાલના વડા
ਹੈੱਡ ਰੈਗੂਲੇਟਰ,હેડ રેગ્યુલેટર
ਹੈਰਿੰਗ ਹੱਡੀ ਬੰਧਨ,હેરિંગ બોન બોન્ડ
ਦਿਲਦਾਰ,હાર્ટીંગ
ਗਿੱਲਾ ਕਰਨ ਦੀ ਗਰਮੀ,ભીનાશની ગરમી
ਉੱਚ ਐਲੂਮਿਨਾ ਸੀਮਿੰਟ,ઉચ્ચ એલ્યુમિના સિમેન્ટ
ਕਮਰ,હિપ
ਹਿੱਪ ਕੈਪਿੰਗ,હિપ કેપિંગ
ਛੁਪੇ ਸਿਰੇ,હિપ્ડ એન્ડ
ਹੁੱਡ,હૂડ
ਹੁੱਡ ਮੋਲਡਿੰਗ,હૂડ મોલ્ડિંગ
ਹੁੱਕ ਦਾ ਕਾਨੂੰਨ,હૂકનો કાયદો
ਹੂਪ ਲੋਹਾ,હૂપ આયર્ન
ਹੋਰੀਜ਼ਨ,ક્ષિતિજ
ਨਮੀ,ભેજીકરણ
"ਨਮੀ, ਪੂਰਨ","ભેજ, સંપૂર્ણ"
"ਨਮੀ, ਰਿਸ਼ਤੇਦਾਰ","ભેજ, સંબંધિત"
ਹੰਪ ਵਿਹੜਾ,હમ્પ યાર્ડ
ਹਾਈਡ੍ਰੌਲਿਕ ਦਬਾਅ,હાઇડ્રોલિક દબાણ
ਹਾਈਡ੍ਰੇਸ਼ਨ,હાઇડ્રેશન
ਹਾਈਡ੍ਰੌਲਿਸਿਸ,હાઇડ્રોલિસિસ
ਹਾਈਡਰੋਲਾਈਟਿਕ ਐਸਿਡਿਟੀ,હાઇડ્રોલિટીક એસિડિટી
ਹਾਈਡ੍ਰੋਮੋਰਫਿਕ ਮਿੱਟੀ,હાઇડ્રોમોર્ફિક માટી
ਹਾਈਡ੍ਰੋਫਿਲਿਕ ਕੋਲਾਇਡ,હાઇડ્રોફિલિક કોલોઇડ
ਹਾਈਡ੍ਰੋਫੋਬਿਕ ਕੋਲਾਇਡ,હાઇડ્રોફોબિક કોલોઇડ
ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ ਦਬਾਅ ਅਨੁਪਾਤ,હાઇડ્રોસ્ટેટિક દબાણ ગુણોત્તર
ਹਾਈਗਰੋਸਕੈਪਟਿਕ ਗੁਣਾਂਕ,હાઇગ્રોસ્કેપ્ટિક ગુણાંક
ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ,હાઇગ્રોસ્કોપિક ભેજ
ਹਾਈਡ੍ਰੋਸਕੋਪੀਸੀਟੀ,હાઇડ્રોસ્કોપીસીટી
ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ,હાઇગ્રોસ્કોપિક ભેજ
ਹਾਈਪਰਬਰਿਕ ਚੈਂਬਰ,હાયપરબેરિક ચેમ્બર
ਹਾਈਪਰਸਟੈਟਿਕ ਫਰੇਮ,હાઇપરસ્ટેટિક ફ્રેમ
ਹਾਈਪਸੋਮੀਟਰ,હાઇપ્સોમીટર
ਪ੍ਰਕਾਸ਼,રોશની
ਇਮਬਿਬੇਸ਼ਨ ਨਮੀ,એમ્બિબેશન ભેજ
ਅਸ਼ੁੱਧ ਮਿੱਟੀ,અપરિપક્વ માટી
ਜਬਤ ਡੌਕ,જપ્ત કરાયેલ ડોક
ਜ਼ਮੀਨੀ ਮਾਲੀਏ ਵਿੱਚ ਵਾਧਾ,જમીનની આવકમાં વધારો
ਸੁਤੰਤਰ ਪਾੜ,સ્વતંત્ર પાલખ
ਇੰਡਿਊਰੇਟਿਡ,ઈન્ડ્યુરેટેડ
ਸ਼ੁਰੂਆਤੀ ਪ੍ਰੀਸਟਰੈਸ,પ્રારંભિક prestress
ਸ਼ੁਰੂਆਤੀ ਤਣਾਅ,પ્રારંભિક તણાવ
ਅੰਦਰੂਨੀ ਜਲ ਮਾਰਗ ਬੰਦਰਗਾਹ,આંતરદેશીય જળમાર્ગ બંદર
ਇੰਸੂਲੇਟਿੰਗ ਬੋਰਡ,ઇન્સ્યુલેટીંગ બોર્ડ
ਵਿਚਕਾਰਲਾ ਪੋਰਟ,મધ્યવર્તી બંદર
ਅੰਦਰੂਨੀ ਰਗੜ,આંતરિક ઘર્ષણ
ਇੰਟਰਾਜ਼ੋਨਲ ਮਿੱਟੀ,ઇન્ટ્રાઝોનલ માટી
ਆਇਨ,આયન
ਆਇਨ ਐਕਸਚੇਂਜ,આયન વિનિમય
ਲੋਹੇ ਦਾ ਪੈਨ,લોખંડની તપેલી
ਸਿੰਜਾਈ ਵਾਲੀ ਜ਼ਮੀਨ,સિંચાઈવાળી જમીન
ਸਿੰਚਾਈ,સિંચાઈ
ਸਿੰਚਾਈ ਸੈੱਸ,સિંચાઈ ઉપકર
ਜਾਮ,જાંબ
ਜੌਗਲ,જોગલ
ਜੌਗਲ ਪਿੰਨ,જોગલ પિન
ਜੂਲ,જૌલ
ਜੰਪਰ,જમ્પર
ਕਿਲੋਗ੍ਰਾਮ,કિલોગ્રામ
ਕਿਲੋਗ੍ਰਾਮ ਬਲ,કિલોગ્રામ બળ
ਕਿਲੋਗ੍ਰਾਮ ਫੋਰਸ ਮੀਟਰ,કિલોગ્રામ ફોર્સ મીટર
ਕਿਲੋਵਾਟ ਘੰਟਾ,કિલોવોટ કલાક
ਰਾਜਾ ਬੰਦ,રાજા બંધ
ਰਸੋਈ,રસોડું
ਲੇਸਡ ਕਾਲਮ,લેસ્ડ કૉલમ
ਪਛੜ ਰਿਹਾ ਹੈ,લેગીંગ
ਲਮੇਲਾ ਜੜ੍ਹ,લેમેલા મૂળ
ਲੈਮਿਨਰ ਵਹਾਅ,લેમિનર પ્રવાહ
ਲੈਂਪ ਮੋਰੀ,દીવો છિદ્ર
ਜ਼ਮੀਨ ਦਾ ਵਾਧਾ,જમીન સંવર્ધન
ਲੈਂਡ ਸਲਾਈਡਿੰਗ,લેન્ડ સ્લાઇડિંગ
ਲੈਟਰਾਈਟ,લેટેરાઇટ
ਲੈਟਰਾਈਟ ਮਿੱਟੀ,લેટેરાઇટ માટી
ਵੱਡੀ ਗਿਣਤੀ ਦਾ ਕਾਨੂੰਨ,મોટી સંખ્યાનો કાયદો
ਖਾਕਾ ਯੋਜਨਾ,લેઆઉટ યોજના
ਲੇਜ਼ਰ,ખાતાવહી
ਚੂਨਾ ਪੈਨ,ચૂનો પાન
ਲਿੰਟਲ,લિંટેલ
ਤਰਲ ਸੀਮਾ,પ્રવાહી મર્યાદા
ਲਾਈਵ ਲੋਡ,લાઈવ લોડ
ਲੋਮ,લોમ
ਸਥਾਨਕ ਨਿਕਾਸ ਹਵਾਦਾਰੀ,સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન
ਲੋਕੋ ਵਿਹੜਾ,લોકો યાર્ડ
ਲੋਸ,લોસ
ਘੱਟ ਪਲਾਸਟਿਕ ਸੀਮਾ,ઓછી પ્લાસ્ટિક મર્યાદા
ਘੱਟ ਗਰਮੀ ਸੀਮਿੰਟ,ઓછી ગરમી સિમેન્ટ
ਮਸ਼ੀਨ ਮੋਲਡਿੰਗ,મશીન મોલ્ડિંગ
ਮੈਕਰੋਸਟ੍ਰਕਚਰ,મેક્રોસ્ટ્રક્ચર
ਮੁੱਖ ਹੈੱਡ ਰੈਗੂਲੇਟਰ,મુખ્ય હેડ રેગ્યુલેટર
ਮੁੱਖ ਪੋਰਟ,મુખ્ય બંદર
ਮੇਕਅਪ ਏਅਰ,મેકઅપ એર
ਮਾਨਸਾਰਡ,મૅનસાર્ડ
ਮਾਰਸ਼ਲਿੰਗ ਯਾਰਡ,માર્શલિંગ યાર્ડ
ਚਿਣਾਈ,ચણતર
ਪਰਿਪੱਕ ਤਾਪਮਾਨ,પરિપક્વતા તાપમાન
ਮੇਜ਼ਾਨਾਈਨ ਮੰਜ਼ਿਲ,મેઝેનાઇન ફ્લોર
ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ,યાંત્રિક વિશ્લેષણ
ਮਕੈਨੀਕਲ ਹਵਾਦਾਰੀ,યાંત્રિક વેન્ટિલેશન
ਮੈਟ੍ਰਿਕ ਸਿਸਟਮ,મેટ્રિક સિસ્ટમ
ਮਾਈਕਰੋਸਟ੍ਰਕਚਰ,માઇક્રોસ્ટ્રક્ચર
ਮਿਲਿ ਬਰਾਬਰ,મિલી સમકક્ષ
ਮਿਲੀ ਬਰਾਬਰ ਪ੍ਰਤੀ ਲੀਟਰ,મિલી સમકક્ષ પ્રતિ લિટર
ਖਣਿਜ,ખનિજ
ਖਣਿਜ ਮਿੱਟੀ,ખનિજ માટી
ਮਾਮੂਲੀ ਪੋਰਟ,નાના બંદર
Mitred ਬੰਦ,Mitred બંધ
ਮੋਬਾਈਲ ਮਿੱਟੀ ਕੋਲਾਇਡ,મોબાઇલ સોઇલ કોલોઇડ
ਨਮੀ ਸਮੱਗਰੀ,ભેજનું પ્રમાણ
ਨਮੀ ਗਰੇਡੀਐਂਟ,ભેજ ઢાળ
ਮੋਨੋਲਿਥ,મોનોલિથ
ਮੋਨੋਰੇਲ,મોનોરેલ
ਨੈਸ਼ਨਲ ਹਾਰਬਰ ਕੌਂਸਲ,નેશનલ હાર્બર કાઉન્સિલ
ਕੁਦਰਤੀ ਬਿਸਤਰਾ,કુદરતી પથારી
ਕੁਦਰਤੀ ਮੁਕੰਮਲ,કુદરતી પૂર્ણાહુતિ
ਕੁਦਰਤੀ ਬੰਦਰਗਾਹ,કુદરતી બંદર
ਕੁਦਰਤੀ ਹਵਾਦਾਰੀ,કુદરતી વેન્ટિલેશન
ਨੇਵਲ ਬੰਦਰਗਾਹ,નેવલ બંદર
ਨਿਊਟਨ,ન્યુટન
ਗੈਰ ਇਕਸਾਰ ਵਹਾਅ,બિન-સમાન પ્રવાહ
ਪਾਣੀ ਦੀ ਦਰ &#39;ਤੇ ਕਬਜ਼ਾ ਕਰਦਾ ਹੈ,પાણીનો દર રોકે છે
ਤੇਲ ਰੰਗਤ,ઓઇલ પેઇન્ટ
ਤੇਲ ਖੂਹ ਸੀਮਿੰਟ,તેલનો કૂવો સિમેન્ટ
ਚੈਨਲ ਦਾ ਪ੍ਰਵਾਹ ਖੋਲ੍ਹੋ,ચેનલ ફ્લો ખોલો
ਸਰਵੋਤਮ ਨਮੀ,મહત્તમ ભેજ
ਜੈਵਿਕ ਮਿੱਟੀ,ઓર્ગેનિક માટી
ਸਥਿਤੀ,ઓરિએન્ટેશન
ਆਰਥੋਗੋਨਲ,ઓર્થોગોનલ
ਓਰਟਸਟਾਈਨ,ઓર્ટસ્ટેઇન
ਬਾਹਰੀ ਸੰਕੇਤ,બાહ્ય સંકેત
ਆਕਸੀਕਰਨ,ઓક્સિડેશન
ਪੈਂਟਰੀ,પેન્ટ્રી
ਪੈਰਾਪੇਟ,પેરાપેટ
ਪੈਰਾਪੇਟ ਕੰਧ,પેરાપેટ દિવાલ
ਮਾਪੇ ਸਮੱਗਰੀ,પિતૃ સામગ્રી
ਪੇਬਲ ਕਾਸਟ ਪਲਾਸਟਰ,પેબલ કાસ્ટ પ્લાસ્ટર
ਪੈਡਲਫਰ,પેડલફર
ਪੈਡੋਕਲ,પેડોકલ
ਪੀਡੋਜਨੇਸਿਸ,પેડોજેનેસિસ
ਪੈਡੌਲੋਜੀ,પેડોલોજી
ਪੀਡੋਸਫੀਅਰ,પીડોસ્ફિયર
ਪੈਨੇਟ੍ਰੋਮੀਟਰ,પેનેટ્રોમીટર
ਪੈਂਟ ਛੱਤ,પેન્ટ છત
ਪੈਪਟਾਈਜ਼ਿੰਗ ਏਜੰਟ,પેપ્ટાઇઝિંગ એજન્ટ
ਵਿਸ਼ਲੇਸ਼ਣ ਦੀ ਮਿਆਦ,વિશ્લેષણનો સમયગાળો
ਪਰਪੇਂਡ,પેપેન્ડ
ਸ਼ੋਸ਼ਣ,શોષણ
ਪੀਅਰ,પિયર
ਪਿਲਾਸਟਰ,પિલાસ્ટર
ਪਿੱਚ,પીચ
ਟੋਏ ਵਾਲੀ ਛੱਤ,ખાડાવાળી છત
ਸਾਦਾ ਕੰਕਰੀਟ,સાદો કોંક્રિટ
ਪਲੇਨ ਕੋਣ,પ્લેન કોણ
ਸਾਦਾ ਵਿਹੜਾ,સાદો યાર્ડ
ਪਲੈਨਸੋਲ,પ્લાન્સોલ
ਪਲਾਸਟਿਕ ਇਕਸਾਰਤਾ,પ્લાસ્ટિક સુસંગતતા
ਪਲਾਸਟਿਕਤਾ,પ્લાસ્ટીસીટી
ਪਲਾਸਟਿਕਤਾ ਸੂਚਕਾਂਕ,પ્લાસ્ટિસિટી ઇન્ડેક્સ
ਪਲਾਸਟਿਕ ਸੀਮਾ,પ્લાસ્ટિસિટી મર્યાદા
ਪਲਾਸਟਿਕ ਸੀਮਾ,પ્લાસ્ટિસિટી શ્રેણી
ਪਲੇਟੀ ਬਣਤਰ,પ્લેટી માળખું
ਪਲਿੰਥ,પ્લિન્થ
ਹਲ ਮਿੱਟੀ,ખેડાણની માટી
Plum ਪੱਥਰ,આલુ પથ્થર
ਪੋਡਜ਼ੋਲ,પોડઝોલ
ਇਸ਼ਾਰਾ,નિર્દેશ
ਬਹੁਭੁਜ ਕੰਧ,બહુકોણીય દિવાલ
ਪੋਰ ਸਪੇਸ,છિદ્ર જગ્યા
ਪੋਰਟ,બંદર
ਸਕਾਰਾਤਮਕ ਹਵਾਦਾਰੀ,હકારાત્મક વેન્ટિલેશન
ਪ੍ਰੈਰੀ ਮਿੱਟੀ,પ્રેરી માટી
ਸ਼ੁੱਧਤਾ,ચોકસાઇ
ਪ੍ਰਾਇਮਰੀ ਕਣ,પ્રાથમિક કણ
ਪ੍ਰਿਜ਼ਮੈਟਿਕ ਬਣਤਰ,પ્રિઝમેટિક માળખું
ਲਾਭਕਾਰੀ ਕੰਮ,ઉત્પાદક કાર્ય
ਪ੍ਰੋਜੈਕਟ ਜਾਇਜ਼ਤਾ,પ્રોજેક્ટનું સમર્થન
ਸੁਰੱਖਿਆ ਦਾ ਕੰਮ,રક્ષણાત્મક કાર્ય
ਸੂਡੋ-ਮਾਈਸੀਲੀਅਮ,સ્યુડો-માયસેલિયમ
ਛੱਪੜ,ખાબોચિયું
ਪੁੱਗਿੰਗ,પગીંગ
ਪਿਊਮਿਸ,પ્યુમિસ
ਪੰਚ,પંચોન
ਕਠਪੁਤਲੀ,કઠપૂતળી
ਪੁਟਲੌਗ,પુટલોગ
ਪੁਟਲੌਗ ਸਕੈਫੋਲਡ,પુટલોગ સ્કેફોલ્ડ
ਮਾਤਰਾ ਸਰਵੇਖਣ,જથ્થો સર્વેયર
ਖੱਡ ਦਾ ਰਸ,ખાણનો રસ
ਕਵੇ,ક્વે
ਰਾਣੀ ਬੰਦ,રાણી બંધ
ਕੋਇਨ,ક્વોઈન
ਬੇੜਾ ਬੁਨਿਆਦ,રાફ્ટ ફાઉન્ડેશન
ਰੇਕਰ,રેકર
ਰੈਕਿੰਗ,રેકિંગ
ਰੈਕਿੰਗ ਬਾਂਡ,રેકિંગ બોન્ડ
ਰੈਕਿੰਗ ਫਲੈਸ਼ਿੰਗ,Raking ફ્લેશિંગ
ਤੇਜ਼ੀ ਨਾਲ ਵੱਖ-ਵੱਖ ਵਹਾਅ,ઝડપથી બદલાતો પ્રવાહ
ਰਿਕਵਰੀਯੋਗ ਭੁਗਤਾਨ,વસૂલપાત્ર ચુકવણી
ਲਾਲ ਧਰਤੀ,લાલ પૃથ્વી
ਲਾਲ ਦੋਮਟ,લાલ લોમ
ਰੈਗੂਲੇਟਰ,રેગ્યુલેટર
ਰੈਗੂਰ ਜਾਂ ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ,રેગુર અથવા કાળી કપાસની માટી
ਮੁੜ ਅਦਾਇਗੀ ਦਾ ਇਕਰਾਰਨਾਮਾ,ચુકવણી કરાર
ਬਕਾਇਆ ਸੰਕੁਚਨ,શેષ સંકોચન
ਬਕਾਇਆ ਮਿੱਟੀ,શેષ માટી
ਪ੍ਰਗਟ,ઉઘાડી
ਪਿੰਨ ਪ੍ਰਗਟ ਕਰੋ,પીન જણાવો
ਟਾਈ ਪ੍ਰਗਟ ਕਰੋ,ટાઈ જાહેર કરો
ਰਿਜ,રિજ
ਰਿਜ ਕੈਪਿੰਗ,રિજ કેપિંગ
ਨਦੀ,નદી
ਸੜਕ ਦੀ ਸਥਿਤੀ,રોડ સ્ટેડ
ਮੋਟਾ ਪਲਾਸਟਰ,રફ પ્લાસ્ટર
ਮਲਬਾ,રોડાં
ਮਲਬੇ ਦੀ ਚਿਣਾਈ,રોડાં ચણતર
ਮਲਬੇ ਦੀ ਕੰਧ,રોડાંની દિવાલ
ਚੱਲ ਰਿਹਾ ਮਾਪ,ચાલી રહેલ માપન
ਸੁਰੱਖਿਅਤ ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ,સલામત બેરિંગ ક્ષમતા
ਲੂਣ ਗਲੇਜ਼,મીઠું ગ્લેઝ
ਨਮੂਨਾ ਦਾ ਆਕਾਰ,નમૂનાનું કદ
ਨਮੂਨਾ ਵੰਡ,નમૂના વિતરણ
ਨਮੂਨਾ ਲੈਣ ਵਿੱਚ ਗੜਬੜ,સેમ્પલિંગ ભૂલ
ਰੇਤ,રેતી
ਰੇਤ ਮੁਕੰਮਲ,રેતી પૂર્ણાહુતિ
ਰੇਤ ਹੱਥ ਮੋਲਡਿੰਗ,રેતી હાથ મોલ્ડિંગ
ਸੈਂਡਿੰਗ,સેન્ડિંગ
ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ,સંતૃપ્ત માટી
ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ ਦਾ ਪੇਸਟ,સંતૃપ્ત માટી પેસ્ટ
ਸੰਤ੍ਰਿਪਤ ਐਬਸਟਰੈਕਟ,સંતૃપ્તિ અર્ક
ਸੰਤ੍ਰਿਪਤ ਪ੍ਰਤੀਸ਼ਤਤਾ,સંતૃપ્તિ ટકાવારી
ਸਾਸਰ ਗੁੰਬਦ,રકાબી ગુંબજ
ਸਕੈਫੋਲਡ,પાલખ
ਸ਼ਿਸਟ,શિસ્ટ
ਸਮੁੰਦਰੀ ਬੰਦਰਗਾਹ,સમુદ્ર બંદર
ਗੁਪਤ ਗਟਰ,ગુપ્ત ગટર
ਦੂਜਾ,બીજું
ਸੈਡੀਮੈਂਟੇਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ,સેડિમેન્ટેશન વિશ્લેષણ
ਅਰਧ-ਨਕਲੀ ਬੰਦਰਗਾਹ,અર્ધ-કૃત્રિમ બંદર
ਸੈਮੀ ਟਾਈਡਲ ਡੌਕ,અર્ધ ભરતી ડોક
ਬਜ਼ੁਰਗ,સેનાઇલ
ਸ਼ੈਲ,શેલ
ਸ਼ੀਟ ਦੇ ਢੇਰ,શીટનો ખૂંટો
ਸੁੰਗੜਨ ਦੀ ਸੀਮਾ,સંકોચન મર્યાદા
ਸ਼ਟਰਿੰਗ,શટરીંગ
ਸਿਏਲੀਟਿਕ ਮਿੱਟੀ,સિઆલિટિક માટી
ਸੀਰੋਜ਼ਮ,સિરોઝેમ
ਸਿਲ,સીલ
ਗਾਦ,કાંપ
ਸਿੰਗਲ ਫਲੇਮਿਸ਼ ਲਹੂ,સિંગલ ફ્લેમિશ લોહી
ਸਿੰਗਲ ਦਾਣੇਦਾਰ ਬਣਤਰ,એક દાણાદાર માળખું
ਪਿੰਜਰ ਮਿੱਟੀ,હાડપિંજરની માટી
ਸਕਰਟਿੰਗ,સ્કર્ટિંગ
ਸਲੀਪਰ ਕੰਧ,સ્લીપર દિવાલ
ਸਾਈਡ ਗਟਰ,બાજુની ગટર
ਸਲਾਈਡ ਨਿਯਮ,સ્લાઇડ નિયમ
ਸਲਿਪ ਡੌਕ,સ્લિપ ડોક
Smoniza,સ્મોનીઝા
ਭਿੱਜਣਾ,પલાળીને
ਮਿੱਟੀ ਦੀ ਸਾਂਝ,માટીનું જોડાણ
ਮਿੱਟੀ ਦੀ ਸ਼੍ਰੇਣੀ,માટી વર્ગ
ਮਿੱਟੀ ਕੰਪਲੈਕਸ,માટી સંકુલ
ਮਿੱਟੀ ਦੀ ਇਕਸਾਰਤਾ,જમીનની સુસંગતતા
ਮਿੱਟੀ ਪਰਿਵਾਰ,માટી કુટુંબ
ਮਿੱਟੀ ਫਰੇਮ ਦਾ ਕੰਮ,માટી ફ્રેમ વર્ક
ਮਿੱਟੀ ਦੀ ਨਮੀ,જમીનની ભેજ
ਮਿੱਟੀ ਦੀ ਨਮੀ ਦਾ ਵਾਧਾ,જમીનમાં ભેજનું સંવર્ધન
ਮਿੱਟੀ ਦੀ ਨਮੀ ਦੀ ਘਾਟ,જમીનમાં ભેજની ઉણપ
ਮਿੱਟੀ ਰੂਪ ਵਿਗਿਆਨ,માટી મોર્ફોલોજી
ਮਿੱਟੀ ਦਾ ਕਣ,માટીનો કણ
ਮਿੱਟੀ ਦਾ ਪੜਾਅ,માટીનો તબક્કો
ਮਿੱਟੀ ਪਰੋਫਾਇਲ,માટી પ્રોફાઇલ
ਮਿੱਟੀ ਪ੍ਰਤੀਕਰਮ,માટીની પ્રતિક્રિયા
ਮਿੱਟੀ ਵੱਖ ਕਰਦੀ ਹੈ,માટી અલગ પડે છે
ਮਿੱਟੀ ਦੀ ਲੜੀ,માટી શ્રેણી
