Odiya,English
ବିଭାଜନ କୋଣ |,Angle of diffraction
ଧନୁ କୋଣ,Angle of dip
ଭିନ୍ନତା କୋଣ |,Angle of divergence
ଉଚ୍ଚତା କୋଣ,Angle of elevation
ପ୍ରସ୍ଥାନ କୋଣ,Angle of emergence
କ୍ଷେତ୍ର କୋଣ,Angle of field
ଘର୍ଷଣ କୋଣ |,Angle of friction
ଘଟଣାର କୋଣ,Angle of incidence
ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ କୋଣ |,Angle of internal friction
ଛକ କୋଣ,Angle of intersection
ପଛ କୋଣ,Angle of lag
ଅଗ୍ରଣୀ କୋଣ,Angle of lead
ludwig-angle,Angle of Ludwig (= angle of Louis)
ସର୍ବନିମ୍ନ ବିଘ୍ନ କୋଣ |,Angle of minimum deviation
ope ୁଲା କୋଣ |,Angle of pitch
ପୋଲାରାଇଜେସନ୍ କୋଣ |,Angle of polarization
ଘଟଣାର ମୁଖ୍ୟ କୋଣ |,Angle of principal incidence
ଆଜିମ୍ୟୁଥ୍ କୋଣ |,Angle of principle azimuth
ପ୍ରିଜିମ୍ କୋଣ,Angle of prism
ପ୍ରୋଜେକ୍ଟର କୋଣ,Angle of projection
ପ୍ରତିଫଳନ କୋଣ,Angle of reflection
ପ୍ରତିଫଳନ କୋଣ,Angle of refraction
ଘର୍ଷଣ କୋଣ |,Angle of repose
କେଶ କୋଣ,Angle of shear
ସର୍ପଟାଇନ୍ କୋଣ |,Angle of slip
କ୍ରାଇମ୍ କୋଣ |,Angle of torsion
ସଂପୂର୍ଣ୍ଣ ପୋଲାରାଇଜେସନ୍ କୋଣ |,Angle of total polarisation
ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |,Angle of total reflection
ଘୂର୍ଣ୍ଣନ କୋଣ,Angle of twist
ଉପାୟ,Angle of view
କୋଣ ଭିନ୍ନତା |,Angle straggling
କୋଣ ଅନୁସରଣ,Angle tracking
ଆଙ୍ଗଲ୍ ଲୁପ୍,Angle trap
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,Angstrom unit
କୋଣାର୍କ |,Angular
କୋଣାର୍କ ତ୍ୱରଣ |,Angular acceleration
କୋଣାର୍କ ଆପେଚର |,Angular aperture
କୋଣ ଅନୁକୋଣ,Angular deflection
କୋଣାର୍କ ବିକୃତି |,Angular deformation
କୋଣାର୍କ ବ୍ୟାସ |,Angular diameter
କୋଣାର୍କ ବିକୃତି |,Angular dispersion
କୋଣାର୍କ ବିସ୍ଥାପନ |,Angular displacement
କୋଣାର୍କ ଦୂରତା |,Angular distance
କୋଣାର୍କ ବଣ୍ଟନ |,Angular distribution
ବିକିରଣର କୋଣାର୍କ ବଣ୍ଟନ |,Angular distribution of radiation
କୋଣାର୍କ ଭୁଲ୍ |,Angular error
କୋଣ ଅନୁକୋଣ,Angular frequency
କୋଣାର୍କ ଅସମ୍ପୂର୍ଣ୍ଣତା |,Angular imperfection
କୋଣ ଅନୁକୋଣ,Angular impulse
କୋଣାର୍କ ବୃଦ୍ଧି,Angular magnification
କୋଣାର୍କ ଗତି |,Angular momentum
କୋଣାର୍କ ବେଗ,Angular motion
କୋଣାର୍କ ନ୍ୟୁଟ୍ରନ୍ ଫ୍ଲକ୍ସ |,Angular neutron flux
କୋଣାର୍କ ଅବସ୍ଥାନ |,Angular position
କୋଣ ଅନୁକୋଣ,Angular resolving power
କୋଣାର୍କ ବ୍ୟବଧାନ |,Angular spacing
କୋଣାର୍କ ଗତି |,Angular speed
କୋଣାର୍କ ବେଗ |,Angular velocity
ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |,Angular vernier
"ବିବାଦୀୟ, ଅଣ-ହରମାନିକ୍ |",Anharmonic
ଅଣ-ଟ୍ରାନଜିଟିଭ୍ କପଲିଂ |,Anharmonic coupling
ଅଣ-ସଂରକ୍ଷଣ ପ୍ରଭାବ |,Anharmonic effect
ଅଣ-ଟ୍ରାନଜିଟିଭ୍ ଓସିଲେଟର |,Anharmonic oscillator
ବଜ୍ରପାତ ଅନୁପାତ |,Anharmonic ratio
ପୁନରାବୃତ୍ତି ନଥିବା ତ୍ୱରାନ୍ୱିତ ଶକ୍ତି |,Anharmonic restoring force
ବିରୋଧୀ ପୋଷ୍ଟ |,Anharmonic term
ଅଣ-ପ୍ରତିରୋଧ କମ୍ପନ |,Anharmonic vibration
ଅଣ-ସ୍ୱଚ୍ଛ ତରଙ୍ଗ ଫର୍ମ |,Anharmonic wave form
ଅସଙ୍ଗତି,Anharmonicity
ଅସଙ୍ଗତି ସ୍ଥିର |,Anharmonicity constant
ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |,Anhysteresis
ଅଳସୁଆ |,Anhysteretic
ଆୟନ,Anion
tor ଣଦାତା,Anionic
ଅସୀମିତ କଣିକା |,Anisodimensional particle
ଆଇସୋଟ୍ରୋପିକ୍ |,Anisotropic
ଆଇସୋଟ୍ରୋପିକ୍ ଅବଶୋଷଣ ଆରାମ |,Anisotropic absorption allowance
ଆଇସୋଟ୍ରୋପିକ୍ ବାର୍ |,Anisotropic beam
ଆଇସୋଟ୍ରୋପିକ୍ କଣ୍ଡକ୍ଟିଭିଟି |,Anisotropic conductivity
ଏକପାଖିଆ ଡାଇଲେକ୍ଟ୍ରିକ୍ ମାଧ୍ୟମ |,Anisotropic dielectric medium
ଆଇସୋଟ୍ରୋପିକ୍ ଡାଇଲେକ୍ଟ୍ରିକ୍ କ୍ଷେତ୍ର |,Anisotropic dielectric sphere
ଆଇସୋଟ୍ରୋପିକ୍ ବିସ୍ତାର |,Anisotropic diffusion
ଆଇସୋଟ୍ରୋପିକ୍ ପଦାର୍ଥ |,Anisotropic material
ଆଇସୋଟ୍ରୋପିକ୍ ମାଧ୍ୟମ |,Anisotropic medium
ଆଇସୋଟ୍ରୋପିକ୍ ଗତି ବଣ୍ଟନ |,Anisotropic momentum distribution
ଆଇସୋଟ୍ରୋପିକ୍ ଉତ୍ତାପ ସଂଶୋଧନ |,Anisotropic temperature correction
ଆଇସୋଟ୍ରୋପିକ୍ ଉତ୍ତାପ କୋଏଫିସିଏଣ୍ଟ୍ |,Anisotropic temperature factor
ଆଇସୋଟ୍ରୋପିକ୍ ତାପଜ ଗତି |,Anisotropic thermal motion
ଆଇସୋଟ୍ରୋପିକ୍ |,Anisotropical
ଆଇସୋଟ୍ରୋପିଜିମ୍ |,Anisotropy
ଆଇସୋଟ୍ରୋପିଜିମ୍ ସ୍ଥିର |,Anisotropy constant
ଆଇସୋଟ୍ରୋପିଜିମ୍ ଶକ୍ତି |,Anisotropy energy
isotropism coefficient,Anisotropy factor
isotropism ଉଚ୍ଚାରଣ |,Anisotropy fluctuation
ଆଣ୍ଟି ଲୁହ ଯ ound ଗିକ |,Anit-drumming compounds
ବିଶ୍ world ପ୍ରତି,Anit-world
ଗତିଶୀଳତା |,Ankylosis (=akchylosis)
ବିଲୋପ,Annihilation
ବିସର୍ଜନ ଶକ୍ତି |,Annihilation energy
ବହୁ ବିଲୁପ୍ତ ହେବା |,Annihilation of matter
ବିଲୁପ୍ତ-ଫୋଟନ୍ |,Annihilation photon
ବିଲୁପ୍ତ ବିକିରଣ |,Annihilation radiation
ବିଲୋପ ପଦ୍ଧତି,Annihilation technique
"ଦୁ sorry ଖିତ, ବିରକ୍ତ",Annoyance
ବାର୍ଷିକ ବିଚ୍ୟୁତି |,Annual aberration
ବାର୍ଷିକ ଉତ୍ତାପ ତରଙ୍ଗ |,Annual heat wave
ବାର୍ଷିକ ଭିନ୍ନତା |,Annual variation
ବାର୍ଷିକ ଚୁମ୍ବକୀୟ ସ୍ପେକ୍ଟ୍ରୋଗ୍ରାଫର୍ |,Annular magnetic spectrograph
ବର୍ଣ୍ଣନାକାରୀ,Annunciator
anode,Anode
ଆନାଡ-ସକ୍ରିୟ ପଦାର୍ଥ |,Anode active material
anode କୋଣ |,Anode angle=target angle
ଆନାଡ ବ୍ୟାଟେରୀ |,Anode battery
ଆନାଡ୍ ଟର୍ନ୍ |,Anode bend
ଆନାଡ ଟର୍ନ ସଂଶୋଧନ |,Anode bend rectification
anode ବ୍ରିଜ୍,Anode bridge
anode cap,Anode cap
anode ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ,Anode characteristic
ଆନାଡ ସର୍କିଟ |,Anode circuit
anode clamp,Anode clamp
ଆନାଡାଇନ୍ କନଭର୍ଟର |,Anode converter
ଆନାଡ କୁଲିଂ କ୍ଷମତା |,Anode cooling capacity
ଆନାଡ କ୍ଷୟ |,Anode corrosion
ଆନାଡ ଡାର୍କ ଜୋନ୍ |,Anode dark space
ଆନାଡ ଉତ୍ତାପ ହ୍ରାସ |,Anode dissipation
anode ସମ୍ଭାବନା |,Anode drop
anode ପ୍ରଭାବ,Anode effect
anode ଦକ୍ଷତା |,Anode efficiency
anode wing,Anode fin
ଟ୍ରେଲିଂ ଆନାଡ |,Anode follower
ଆନାଡ ଆଲୋକ,Anode glow
anode hum,Anode hum
anode ଇନପୁଟ୍ ଶକ୍ତି |,Anode input power
ଆନାଡ୍ କିଙ୍ଗ୍ |,Anode keying=plate keying
ଆନାଡ ସୀସା ତାର |,Anode leading wire
anode ରେଖା |,Anode line
anode modulation,Anode modulation
anode ସମ୍ଭାବ୍ୟ ରୂପାନ୍ତରକାରୀ |,Anode potentiometer
ଆନାଡ ପ୍ରୋଟେକ୍ଟର କ୍ୟାପ୍ |,Anode protecting cap (=anode shield)
ଆନାଡ୍ ବିମ୍ |,Anode ray
ଆନାଡ୍ ସାଇଡ୍ କ୍ୟାପ୍ |,Anode side cap
ଆନାଡ୍ ଗ୍ରେଡିଏଣ୍ଟ୍ କଣ୍ଡକ୍ଟିଭିଟି |,Anode slope conductance
ଆନାଡାଇଜିଂ ବ୍ଲିଚ୍ |,Anode sputtering
anode stem |,Anode stem
anode strip,Anode strip
ଆନାଡ୍ ବେସ୍ |,Anode support
anode ନିଷ୍କାସନ |,Anode tap
ଆନାଡାଇଜେସନ୍ |,Anodize
ଅସଙ୍ଗତ,Anomalous
ଅସଙ୍ଗତ ଅବଶୋଷଣ |,Anomalous absorption
ଅସଙ୍ଗତ ଇଲେକ୍ଟ୍ରନ୍ ମୁହୂର୍ତ୍ତ |,Anomalous delctron moment
ଅସଙ୍ଗତ ବିସ୍ତାର |,Anomalous diffusion
ଅସଙ୍ଗତ ବିଘ୍ନ |,Anomalous dispersion
ଅସଙ୍ଗତ ଇଲାସ୍ଟିସିଟି |,Anomalous elasticity
ଅସଙ୍ଗତ ଉତ୍ତାପ କ୍ଷମତା |,Anomalous heat capacity
ଅସଙ୍ଗତ ସଂକ୍ରମଣ,Anomalous propagation
ଅସଙ୍ଗତ ରେଡିଓ ପ୍ରସାରଣ |,Anomalous radio propagation
ଅସଙ୍ଗତ ଛିନ୍ନଛତ୍ରକାରୀ |,Anomalous scatterer
ସୁସଙ୍ଗତ ବିଛାଇବା |,Anomalous scattering
ଅସଙ୍ଗତ ତାପମାତ୍ରା |,Anomalous temperature
ଅସଙ୍ଗତ ଶବ୍ଦ |,Anomalous term
ଅସଙ୍ଗତ ସୀମା,Anomalous threshold
ଅସଙ୍ଗତ ସଂକ୍ରମଣ,Anomalous transmission
ଅସଙ୍ଗତ ଜିମାନ୍ ପ୍ରଭାବ |,Anomalous Zeeman effect
"ଅସଙ୍ଗତି, କୋଣାର୍କ |",Anomaly
ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |,Anoptic system
annotron,Anotron
ପରୀକ୍ଷା ପ୍ରଭାବ,Answer print
ଆଣ୍ଟେନା |,Antenna
ଆଣ୍ଟେନା ଆରେ |,Antenna array
ଆଣ୍ଟେନା ଆଟେନୁଏଟର୍ |,Antenna attenuator
ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |,Antenna booster
ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନ ସୁଇଚ୍ |,Antenna change over switch
ଆଣ୍ଟେନା ସର୍କିଟ ବ୍ରେକର |,Antenna circuit breaker
ଆଣ୍ଟେନା କୋଇଲ୍ |,Antenna coil
ଆଣ୍ଟେନା ଡ୍ରାଇଭର |,Antenna conductor
ଆଣ୍ଟେନା ସ୍ଥିର |,Antenna constants
ଆଣ୍ଟେନା ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |,Antenna control board
ଆଣ୍ଟେନା କପ୍ଲର୍ |,Antenna coupler
ଆଣ୍ଟେନା ଅପ୍ରାସଙ୍ଗିକ ସଙ୍କେତ |,Antenna cross talk
ଆଣ୍ଟେନା ଏନକ୍ଲୋଜର |,Antenna cross-section
ଆଣ୍ଟେନା ଷ୍ଟ୍ରିମ୍ |,Antenna current
ଆଣ୍ଟେନା ଡମ୍ପିଂ |,Antenna decrement
ଆଣ୍ଟେନା ଚାବୁକ |,Antenna detector
ଆଣ୍ଟେନା ଡ୍ରାଇଭର |,Antenna drive
ଆଣ୍ଟେନା ପ୍ରଭାବ,Antenna effect
ଆଣ୍ଟେନା ଦକ୍ଷତା |,Antenna efficiency
ଆଣ୍ଟେନା ଅପଗ୍ରେଡର୍ |,Antenna elevation pawl
ଆଣ୍ଟେନା ଉତ୍ତେଜନା |,Antenna excitation
"ଆଣ୍ଟେନା ଇନପୁଟ୍, ଆଣ୍ଟେନା ଫିଡ୍ |",Antenna feed
ଆଣ୍ଟେନା ଇନପୁଟ୍ ପ୍ରତିରୋଧ |,Antenna feed impedance
ଆଣ୍ଟେନା କ୍ଷେତ୍ର ଲାଭ |,Antenna field gain
ଆଣ୍ଟେନା ଲାଭ |,Antenna gain
ଆଣ୍ଟେନା-ଗ୍ରାଉଣ୍ଡ ସୁଇଚ୍ |,Antenna grounding switch
ଭୂମି ସ୍ତରରୁ ଆଣ୍ଟେନାର ହାରାହାରି ଉଚ୍ଚତା |,Antenna height above average terrain
ଆଣ୍ଟେନା ପ୍ରତିରୋଧ,Antenna impedance
ଆଣ୍ଟେନା ଇନ୍ଦୁକାନ୍ସ |,Antenna inductance
ଆଣ୍ଟେନା ଚାଳକ,Antenna lead
ଆଣ୍ଟେନା ଇନସୁଲେଟର,Antenna lead-in insulator
ଆଣ୍ଟେନା ଲେନ୍ସ |,Antenna lens
ଆଣ୍ଟେନା ଲୋଡ୍ |,Antenna loading
ଆଣ୍ଟେନା ଲୋଡ୍ କୋଇଲ୍ |,Antenna loading coil
ଆଣ୍ଟେନା କ୍ଷତି |,Antenna loss=aerial loss
ଆଣ୍ଟେନା ଧାରକ |,Antenna mount
ଆଣ୍ଟେନା ଶବ୍ଦ |,Antenna noise
ଆଣ୍ଟେନା ବିକିରଣ ଚିତ୍ର |,Antenna pattern
ଆଣ୍ଟେନା ଶକ୍ତି |,Antenna power
ଆଣ୍ଟେନା ଶକ୍ତି ବୃଦ୍ଧି |,Antenna power gain
ଆଣ୍ଟେନା ବିକିରଣ ପ୍ରତିରୋଧ |,Antenna radiation resistance
ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା,Antenna reactance
ଆଣ୍ଟେନା ପଲି |,Antenna reel
ଆଣ୍ଟେନା ରିଲେ |,Antenna relay
ଆଣ୍ଟେନା ପ୍ରତିରୋଧ,Antenna resistance
ଆଣ୍ଟେନା ରିଜୋନାଣ୍ଟ ଫ୍ରିକ୍ୱେନ୍ସି |,Antenna resonant frequency
ଆଣ୍ଟେନା ପରିସର କ୍ୟାପେସିଟର |,Antenna series capacitor
ଆଣ୍ଟେନା ମିନିଟ୍ରାଇଜେସନ୍ କ୍ୟାପେସିଟର୍ |,Antenna shortenning condenser
ହିଙ୍ଗେଡ୍ ଆଣ୍ଟେନା |,Antenna strand
"ବିମ୍ ଦିଗ ଆଡଜଷ୍ଟମେଣ୍ଟ୍, ବିମ୍ ସୁଇଚ୍ |",Antenna switching
ଆଣ୍ଟେନା ସ୍ତମ୍ଭ,Antenna tower
ଆଣ୍ଟେନା ଟ୍ରାନ୍ସଫର୍ମର |,Antenna transformer
ଆଣ୍ଟେନା ଟ୍ୟୁନର୍ କୋଇଲ୍ |,Antenna tuning coil
ଆଣ୍ଟେନା ଦଣ୍ଡ,Antenna yard
ଆମ୍ପ୍ଲିଫାୟର୍ ସହିତ ଆଣ୍ଟେନା |,Antennafier
ଟ୍ରାନ୍ସମିଟର ଆଣ୍ଟେନା |,Antennamitter
ଆଣ୍ଟେନାକୁ ରୂପାନ୍ତର କରିବା |,Antennaverter
ପ୍ରତି ଟଙ୍କା ପଠାଇବା ବାକ୍ସରେ |,Anti TR boxes
ସମାନତା କପି କରନ୍ତୁ |,Anti-equi inclination
"ଆଣ୍ଟିଲାମଡା କଣିକା, ଆଣ୍ଟିଲାମଡା କଣିକା |",Anti-lambda particle
ଆଣ୍ଟି-ଲେପ୍ଟନ୍ |,Anti-lepton
ପାରାଲେକ୍ସିକ୍ |,Anti-parallax
ପ୍ରତି ଗୁଳିରେ ଦୋଷ |,Anti-schottky defect
ବିସ୍ଫୋରକ ବିରୋଧୀ ମୂଲ୍ୟ |,Anti-value
ଆଣ୍ଟିବେରିଆନ୍,Antibaryan
ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |,Antibinding property
କାଉଣ୍ଟର ବଣ୍ଡ |,Antibonding
କମ୍ କ୍ୟାପିଟାନ୍ସ ସୁଇଚ୍ |,Anticapacitance switch
ଆଣ୍ଟିକାଥୋଡ୍ |,Anticathode
ଅଣ-ପିଗମେଣ୍ଟାରୀ ସର୍କିଟ୍ |,Anticlutter circuit
ଭୟ ସମୟ ନିୟନ୍ତ୍ରଣ |,Anticlutter gain control=sensitivity time control
ଆଣ୍ଟିକୋହେରର୍ |,Anticoherer
ପ୍ରତି-ଅନୁପାତ,Anticoincidence
ସମାନ୍ତରାଳ ସର୍କିଟ |,Anticoincidence circuit
କାଉଣ୍ଟର-କାଲକୁଲେଟର,Anticoincidence counter
ପ୍ରଭାବ ଆଲର୍ଟ ରାଡାର |,Anticollision radar
ଆଣ୍ଟି ଆଟେନୁଏସନ୍ ଆଣ୍ଟେନା |,Antifading antenna
ଓଲଟା ଶକ୍ତି |,Antiferroelectricity
ଆଣ୍ଟିଫେରୋମାଗ୍ନେଟ୍ |,Antiferromagnet
ଡାଇମାଗ୍ନେଟିକ୍ |,Antiferromagnetic
ଓଲଟା ଚୁମ୍ବକୀୟ ଚରଣ |,Antiferromagnetic phase
ହୀରା ଚୁମ୍ବକୀୟ ଅବସ୍ଥା |,Antiferromagnetic state
ଡାଇମାଗ୍ନେଟିକ୍ ଗଠନ |,Antiferromagnetic structure
ହୀରା ଚୁମ୍ବକୀୟ ପରିବର୍ତ୍ତନ |,Antiferromagnetic transition
ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |,Antiferromagnetics
"ଆଣ୍ଟିଫେରୋମାଗ୍ନେଟିଜିମ୍, ଆଣ୍ଟିଫେରୋମାଗ୍ନେଟିଜିମ୍ |",Antiferromagnetism
ପ୍ରତିକୂଳ କାରକ |,Antifoggant
ମାଧ୍ୟାକର୍ଷଣ ବିରୋଧୀ |,Antigravity
ଗ୍ୟାରେଣ୍ଟି ଆବରଣ |,Antihalation backing
ହ୍ରାସ ଉପକରଣ,Antihunt device
ପ୍ରତିରୋଧ ପ୍ରତିରୋଧକ |,Antijamming
ଡାଇମାଗ୍ନେଟିକ୍ |,Antimagnetic
ଆଣ୍ଟିମାଟର୍ |,Antimatter
ଆଣ୍ଟିମିକ୍ରୋଫୋନିକ୍ |,Antimicrophonic
ଆଣ୍ଟି ମିସାଇଲ୍,Antimissile
"ଆଣ୍ଟିମୋରଫ୍, ପ୍ରାକୃତିକ |",Antimorph
ଆଣ୍ଟିନ୍ୟୁଟ୍ରିନୋସ୍ |,Antineutrino
ଆଣ୍ଟିନାଟ୍ରନ୍ |,Antineutron
ପଲସିଂ,Antinode
କୋଳାହଳ ମାଇକ୍ରୋଫୋନ୍ |,Antinoise microphone
ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |,Antinucleon
ଆଣ୍ଟିପାରାଲେଲ୍ |,Antiparallel
ଆଣ୍ଟିପାରାଲାଲ୍ ସ୍ପିନ୍ |,Antiparallel spin
ଆଣ୍ଟିପାର୍ଟିକଲ୍ |,Antiparticle
ସମାଧାନ କ୍ଷେତ୍ର,Antiphase region
ବିପରୀତ ବିକଳାଙ୍ଗ |,Antiplane strain
ଆଣ୍ଟି ପ୍ଲଗବଲ୍ ରିଲେ |,Antiplugging relay
ପୋଲାରାଇଟି କୋଇଲ୍ ପ୍ରତି |,Antipolarising winding
ପ୍ରତି ପ୍ରୋଟନ୍,Antiproton
ଆଣ୍ଟି-ପ୍ରତିଫଳିତ,Antireflection
ପ୍ରତିବାଦ,Antiresonance
ଆଣ୍ଟିରେସୋନାଣ୍ଟ |,Antiresonant
ଆଣ୍ଟିରେସୋନାଣ୍ଟ ସର୍କିଟ |,Antiresonant circuit
ପ୍ରତିକ୍ରିୟାଶୀଳ ଶକ୍ତି |,Antiresultant force
କ୍ଷେପଣାସ୍ତ୍ର ବିରୋଧୀ ବ୍ୟବସ୍ଥା |,Antis
ଆଣ୍ଟି-ନାର୍କୋଟିକ୍ ସର୍କିଟ୍ |,Antisidetone circuit
ଆଣ୍ଟିଷ୍ଟାଟିକ୍ (ଟ୍ରାନଜିଟିଭ୍),Antistatic (agent)
ଷ୍ଟାଟିକ୍ ଆଣ୍ଟେନା |,Antistatic antenna
ଆଣ୍ଟି-ଫ୍ରିକେସନ୍ ଓସିଲେଟର |,Antistiction oscillator
ପ୍ରତି-ସଂରଚନା ମେଳ ଖାଉ ନାହିଁ |,Antistructure disorder
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |,Antisymmetric
ଆଇସୋମେଟ୍ରିକ୍ ଓଜନ,Antisymmetric loading
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ ବିଛାଇବା |,Antisymmetric scattering
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ ଯୋଡି |,Antisymmetrical pair
ଆଇସୋମେଟ୍ରିକ୍ ତରଙ୍ଗ କାର୍ଯ୍ୟ |,Antisymmetrical wave function
ଆଣ୍ଟିସାଇମେଟ୍ରି |,Antisymmetry
ଆଣ୍ଟି-କମ୍ପ୍ରେସନ୍ କୁଶନ |,Antivibration mat
ଆଣ୍ଟି-କମ୍ପନ ମିକା |,Antivibration mica
ପୁନରାବୃତ୍ତି ନଥିବା ସନ୍ତୁଳନ |,Aperiodic balance
ପୁନରାବୃତ୍ତି ନଥିବା ସର୍କିଟ |,Aperiodic circuit
ବାରମ୍ବାର ବିଶୃଙ୍ଖଳା |,Aperiodic disturbances
ବାରମ୍ବାର ଗତି,Aperiodic motion
ପୁନରାବୃତ୍ତି ନହେବା |,Aperiodical damping
ବାରମ୍ବାର ପେଣ୍ଡୁଲମ୍ |,Aperiodical pendulum
ଆନାକ୍ରୋନିଜିମ୍ |,Aperiodicity
ପୁନରାବୃତ୍ତି ନଥିବା ଆଣ୍ଟେନା |,Aperioic antenna
କବାଟ ମିଟର |,Apertometer
ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |,Apertural disc
କବାଟ ପ୍ରଭାବ,Apertural effect
ଦ୍ୱାରକ,Aperture
"ଆପେଚର କୋଣ, ବିମ୍ କୋଣ |",Aperture angle
dwarka ଆଲୋକୀକରଣ |,Aperture illumination
କବାଟ ଲେନ୍ସ |,Aperture lens
କବାଟ ମାସ୍କ |,Aperture mask
ଲେନ୍ସ ଆପେଚର |,Aperture of a lens
ଦର୍ପଣ ଦ୍ୱାର |,Aperture of mirror
କବାଟ ପ୍ଲେଟ୍ |,Aperture plate
ଆପେଚର ଅନୁପାତ |,Aperture ratio
କବାଟ ସୀମା,Aperture stop
"ଶୀର୍ଷ, ଶିଖର, ଆଗ",Apex
ବିମ୍ କୋଣ |,Apex angle
ଶୀର୍ଷ ସ୍ଥାନ,Apex condition
ଶିଖର ଦୂରତା |,Apex distance
ଆଲାକ୍ରିଟି |,Aphakia
"ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |",Aphelion
ଓଲଟା ଲେନ୍ସ |,Aplanat
ଅଣ-ଦୁ hetic ଖଦାୟକ |,Aplanatic
ଅବିସ୍ମରଣୀୟ ଧ୍ୟାନ |,Aplanatic focus
ଓଲଟା ଲେନ୍ସ |,Aplanatic lens
ଅଣ-ବିଭେଦ ବିନ୍ଦୁ |,Aplanatic point
କ୍ଷେତ୍ରର ଅଣ-ବିଭେଦ ବିନ୍ଦୁ |,Aplanatic points of a sphere
ଅଣ-ରୁଟିନ୍ ପୃଷ୍ଠା |,Aplanatic surface
ଅକ୍ଷମତା |,Aplanatism
ଦର୍ପଣ ଅବରାଟେସନ୍ |,Aplanatism of the mirror
ଆପୋକ୍ରୋମାଟ୍ |,Apochromat
"ହାଇପରକ୍ରୋମାଟିକ୍ ଲେନ୍ସ, ଆପୋକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |",Apochromatic lens
ସୁପରକ୍ରୋମାଟିକ୍ ଶରୀର |,Apochromatic system
ହାଇପରକ୍ରୋମାଟିଟି,Apochromatism
ଆପୋଜି ଦୂରତା |,Apogee distance
ଆପୋଜି ରକେଟ୍ |,Apogee rocket
"ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |",Apogeee
ଆପୋଲାର୍ |,Apolar
ଅଣପୋଲାର୍ ଆଡସର୍ପସନ୍ |,Apolar adsorption
ପାରାପୋଲାରିଟି |,Apolarity
ପ୍ରେରିତ,Apostilb
ଉପକରଣ,Apparatus
ଉପକରଣ ତ୍ରୁଟି,Apparatus error
ଭର୍ଚୁଆଲ୍,Apparent
ଭର୍ଚୁଆଲ୍ ଉଚ୍ଚତା |,Apparent altitude
ଭର୍ଚୁଆଲ୍ ବାର୍ଷିକ ଗତି |,Apparent annual motion
ଭର୍ଚୁଆଲ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,Apparent coefficient
ଭର୍ଚୁଆଲ୍ ରଙ୍ଗ |,Apparent colour
ଭର୍ଚୁଆଲ୍ ଅଧା ତରଙ୍ଗ ସମ୍ଭାବନା |,Apparent half wave potential
ଭର୍ଚୁଆଲ୍ ପ୍ରତିରୋଧ,Apparent resistance
ଭର୍ଚୁଆଲ୍ ପ୍ରତିରୋଧକତା |,Apparent ressitivity
ଭର୍ଚୁଆଲ୍ ସ ar ର ଦିନ |,Apparent solar day
ଭର୍ଚୁଆଲ୍ ସ ar ର ସମୟ |,Apparent solar time
ଭର୍ଚୁଆଲ୍ ସ୍ପେକ୍ଟ୍ରମ୍ |,Apparent spectra
ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |,Apparent sun
ଭିଜୁଆଲ୍ ସମୟ |,Apparent time
ଭର୍ଚୁଆଲ୍ ୱାଟ |,Apparent watt
ଭର୍ଚୁଆଲ୍ ଲୋଡ୍ |,Apparent weitht
ଭିଜୁଆଲ୍ ଜୋନ୍ |,Apparent zone
"ଉଦୀୟମାନ ସମ୍ଭାବନା, ଉଦୀୟମାନ ସମ୍ଭାବନା |",Appearance potential
ଏପିଲ୍ ଡକ୍ଟ୍ |,Apple tube
ଆପଲ୍ଗେଟ୍ ଚିତ୍ର |,Applegate diagram
ଉପକରଣ,Appliance
ପ୍ରୟୋଗତା |,Applicability
ପ୍ରୟୋଗ ଯାନ୍ତ୍ରୀକ |,Applied mechanics
ପ୍ରଯୁଜ୍ୟ ପରିସର |,Applilcability range
ପ୍ରୟୋଗ ସମ୍ଭାବନା |,Appliled potential
ଯୋଗୀ ସର୍କିଟ |,Applique circuit
