Marathi,Hindi
दशांश अपूर्णांक,दशमलव भिन्न
दशांश अंकन,दशमलव संकेतन पद्‌धति
दशांश क्रमांक प्रणाली,दशमलव अंकन पद्‌धति
दशांश चिन्ह,दशमलव बिंदु
दशांश स्केल,दशमलव मापक्रम
दशांश प्रणाली,दशमलव पद्‌धति
डेसिमीटर,डेसीमीटर
उलगडणे,कूटवाचन
निर्णय मॉडेल,निर्णय निदर्श
निर्णय सिद्धांत,निर्णय सिद्‌धांत
निर्णय व्हेरिएबल,निर्णय चर
डिकोडर,"कूटवाचक, विकोडक"
डीकोडिंग,"कूटवाचन, विकोडन"
विघटनशील संच,वियोज्य समुच्चय
कमी होत आहे,ह्रासमान
कमी होणारे कार्य,ह्रासमान फलन
Dedekind च्या कट,डेडेकिन्ड-कट
डेडेकिंडचे प्रमेय,डेडेकिन्ड-प्रमेय
तर्क,निगमन करना
वजावटी पद्धत,निगमनिक रीति
सदोष,सदोष
परिभाषित समीकरण,परिभाषी समीकरण
निश्चित अविभाज्य,निश्चित समाकल
निश्चित मॅट्रिक्स,निश्चित मैट्रिक्स
व्याख्या," परिभाषा , स्पष्टता , निश्चय"
विकृत वक्र,विरूपण वक्र
विकृत पृष्ठभाग,विकृत पृष्ठ
अध:पतन,"अपभ्रष्टता, अपह्रास"
वाहतूक समस्यांमध्ये अधोगती,परिवहन समस्याओं में अपभ्रष्टता
पदवी," डिग्री, अंश , घात , कोटि , मात्रा, परिमाण , अंशांक"
विभेदक समीकरणाची डिग्री,अवकल समीकरण का घात
स्वातंत्र्याची डिग्री,"स्वतंत्रता की कोटि, स्वातंत्र्य कोटि"
बहुपदीची पदवी,बहुपद का घात
हटवलेले अतिपरिचित क्षेत्र,निष्कासित प्रतिवेश
डेल्टा फंक्शन,डेल्टा फलन
मागणी आणि उपयुक्तता वक्र,मांग और उपयोगिता वक्र
मागणी समीकरण,मांग समीकरण
मागणी कार्य,मांग फलन
लोकसंख्याशास्त्रीय अभ्यास,जनसांख्यिकीय अध्ययन
लोकसंख्या,जनसांख्यिकी
डी मोइव्रेचे प्रमेय,द-मॉयवर प्रमेय
प्रात्यक्षिक," निरूपण करना , प्रमाण देना , निदर्शन करना"
प्रात्यक्षिक," निरूपण , प्रमाण , निदर्शन, प्रदर्शन"
प्रात्यक्षिक भूमिती,निरूपणात्मक ज्यामिति
भाजक,हर
दाट संच,सघन समुच्चय
घनता," घनत्व , सघनता"
संख्यात्मक संच,प्रगणनीय समुच्चय
निर्गमन चल,अपगामी अचर
अवलंबून घटना,आश्रित घटना
अवलंबित यादृच्छिक चल,आश्रित यादृच्छिक चर
अवलंबून व्हेरिएबल,परतंत्र चर
अवलंबून भिन्नता,परतंत्र विचर
उदासीनता कोन,अवनमन कोण
व्युत्पत्ती," व्युत्पत्ति, व्युत्पन्न , अवकलन"
व्युत्पन्न," व्युत्पन्न , अवकलज"
व्युत्पन्न मालिका,व्युत्पन्न श्रेणी
व्युत्पन्न संच,व्युत्पन्न समुच्चय
उतरत्या,"अवरोही, अवरोहण"
उतरत्या क्रमाने,अवरोही क्रम
उतरत्या मालिका,अवरोही श्रेणी
वर्णनात्मक भूमिती,प्रक्षेपात्मक ज्यामिति
वर्णनात्मक मॉडेल,वर्णनात्मक निदर्श
वर्णनात्मक आकडेवारी,वर्णनात्मक सांख्यिकी
डिझाइन,"अभिकल्प, डिजाइन, अभिकल्पना (सं.), अभिकल्पना करना, डिजाइन करना (क्रि.)"
प्रयोगाची रचना,प्रयोग की अभिकल्पना
डेस्क कॅल्क्युलेटर,डेस्क परिकलित्र
शोध,"पहचान, संसूचन"
निर्धारक," सारणिक, डिटर्मिनेंट , निर्धारक"
निर्धारक रँक,सारणिक कोटि
ठरवणे,निर्धारित करना
निर्धारक मॉडेल,निर्धारणात्मक निदर्श
निर्धारक समस्या,निर्धारणात्मक समस्या
विचलन,विचलन
विचलन गुणांक,विचलन गुणांक
डायडिक प्रणाली,द्वि-आधारी प्रणाली
कर्ण,"विकर्ण कर्ण,"
मॅट्रिक्सचे विकर्णीकरण,आव्यूह-विकर्णन
कर्ण मॅट्रिक्स,"विकर्ण मैट्रिक्स, विकर्ण आव्यूह"
कर्ण समानता,विकर्णी समानता
आकृती,आरेख
रेखाचित्र पद्धत,आरेखी विधि
रेखाचित्रात्मक सादरीकरण,आरेखी प्रस्तुतिकरण
व्यास,व्यास
संचाचा व्यास,समुच्चय-व्यास
diametrically विरुद्ध,व्यासतः सम्मुख
फासे फेकणे,"पाशकक्षेप, पासा फेंकना"
द्विभाजक वर्गीकरण,द्विधा वर्गीकरण
द्विविभाजन," द्विभाजन , अर्धक"
शब्दकोश क्रम,कोशक्रम
फरक कॅल्क्युलस,अंतर कलन
फरक समीकरण,अंतर समीकरण
फरक सूत्र,अंतर सूत्र
फरक पद्धत,अंतर विधि
संचांचा फरक,समुच्चयों का अंतर
वेगळे करण्यायोग्य,अवकलनीय
भिन्नता वक्र,अवकलनीय वक्र
भिन्न कार्य,अवकलनीय फलन
भिन्नता," विभेदक, भेददर्शी , अवकल , अंतरात्रयी, अंतरात्मक , विभेदी"
विभेदक कॅल्क्युलस,अवकल गणित
विभेदक गुणांक,अवकल गुणांक
विभेदक समीकरण,अवकल समीकरण
विभेदक फॉर्म,अवकल समघात
विभेदक सूत्र,अवकल सूत्र
विभेदक कार्य,अवकल फलन
विभेदक भूमिती,अवकल ज्यामिति
उच्च ऑर्डरचा फरक,उच्चतर कोटि का अवकल
विभेदक भागफल,अवकल खंड
वेगळे करणे,अवकलन करना
भिन्नता,"विभेदन, अवकलन"
भिन्नता सूत्र,अवकलन सूत्र
वेक्टर भेद,सदिश का अवकलन
प्रसार,"विसरण, विसार"
अंक,"अंक, व्यास का द्वादशांश, अंगुलि"
डिजिटल संगणक,अंकीय अभिकलित्र
डिजिटल डेटा,अंकीय दत्त
परिमाण," विस्तार, लंबाई-चौड़ाई, विमा , घात"
आयाम,विमीयता
आकारहीन,"विमाहीन, अविम"
समीकरणाचे परिमाण,समीकरण विमा
डायफॅन्टाइन समीकरण,डायोफैन्टस का समीकरण
बुडविणे कोन,नति कोण
द्विध्रुवीय समन्वय,द्वियुग्मध्रुवी निर्देशांक
द्विध्रुव,द्विध्रुव
dipyramid (bipyramid),द्विपिरामिड
डायरॅक डेल्टा फंक्शन,डिरैक डेल्टा फलन
थेट सामान्य स्पर्शिका,उभयनिष्ठ अनुस्पर्श रेखा
निर्देशित कोन,दिष्ट कोण
निर्देशित ओळ,दिष्ट रेखा
दिशात्मक व्युत्पन्न,दिक्-अवकलज
दिशा कोसाइन,"दिक्कोज्या, दिक्-कोसाइन"
मॅक्सिमाची दिशा,उच्चिष्ठ की दिशा
प्रक्षेपणाची दिशा,प्रक्षेपण दिशा
दिशा गुणोत्तर,दिक्-अनुपात
संचालक मंडळ,नियामक वृत्त
दिग्दर्शक क्षेत्र,नियामक गोला
थेट उत्पादन,अनुलोम गुणनफल
थेट पुरावा," प्रत्यक्ष प्रमाण , प्रत्यक्ष उपपत्ति"
थेट प्रमाण,अनुक्रमानुपात
डायरेक्टिक्स,नियता
थेट बेरीज,अनुलोम योगफल
डिस्कनेक्ट केलेले संच,असंबद्‌ध समुच्चय
अखंडता," असांतत्य , असातत्य , भंग"
डेरिव्हेटिव्हचे खंडन,अवकलज का असांतत्य
पहिल्या प्रकारची अखंडता,प्रथम प्रकार का असांतत्य
दुस-या प्रकारची अखंडता,द्वितीय प्रकार का असांतत्य
अखंड वितरण,असंतत वितरण
अखंड कार्य,असंतत फलन
अखंड भिन्नता,असंतत विचर
स्वतंत्र,विविक्त
स्वतंत्र वितरण,असंतत बंटन
स्वतंत्र संभाव्यता वितरण,असंतत प्रायिकता बंटन
स्वतंत्र यादृच्छिक चल,असंतत यादृच्छिक चर
स्वतंत्र नमुना जागा,असंतत प्रतिदर्श समष्टि
स्वतंत्र संच,विविक्त समुच्चय
स्वतंत्र जागा,विविक्त समष्टि
स्वतंत्र टोपोलॉजी,विविक्त संस्थिति
भिन्न भिन्नता,असंतत विचर
भेदभाव करणारा,विविक्तकर
भेदभावपूर्ण विश्लेषण (=भेदभाव विश्लेषण),विविक्तकर विश्लेषण
तोडणे,असंयुक्त
विसंगत घटना,असंयुक्त घटना
विभक्त संच,असंयुक्त समुच्चय
युनियन तोडणे,असंयुक्त सम्मिलन
वियोग," वियोजन , तर्क-संगत योग"
फैलाव," परिक्षेपण , प्रकीर्णन"
फैलाव चार्ट,परिक्षेपण संचित्र
फैलाव स्थिर,परिक्षेपणांक
फैलाव आकृती,परिक्षेपण-आरेख
फैलाव मॅट्रिक्स (=सहप्रसरण मॅट्रिक्स),परिक्षेपण-मैट्रिक्स
विस्थापन,विस्थापन
प्रदर्शन,प्रदर्श
डिस्प्ले युनिट (=कन्सोल),कन्सोल
भिन्न,"असमरूप, असमान"
विघटनशील शक्ती,क्षयकारी बल
अंतर कार्य,दूरी-फलन
अंतर मॉड्यूलस,दूरी-मापांक
वितरण-मुक्त पद्धत,बंटन-निरपेक्ष
वितरण कायदा,"वितरण-नियम, बंटननियम"
वळवणे,"अपसारित करना, अपसारित होना"
विचलन," अपसरण, अपसारिता , डाइवर्जेन्स"
भिन्नता प्रमेय,अपसरण प्रमेय
भिन्न,अपसारी
भिन्न मालिका,अपसारी श्रेणी
विभाजित फरक,विभाजित अंतर
विभाज्यता,"भाज्यता, विभाज्यता"
विभाज्य,"भाज्य, विभाज्य"
विभागणी," भाग, प्रभाग , विभाजन"
विभाजन अल्गोरिदम,विभाजन-कलन विधि
विभागणी रिंग,विभाजन-वलय
डोडेकॅगॉन,द्वादशभुज
dodecahedron,द्वादशफलक
डोमेन," प्रक्षेत्र , डोमेन, प्रांत , प्रदेश"
फंक्शनचे डोमेन,फलन का प्रांत
व्याख्या डोमेन,परिभाषा-प्रांत
अस्तित्वाचे क्षेत्र,अस्तित्व-प्रांत
प्रबळ धोरण,अभिभावी युक्ति
डॉपलर प्रभाव,डॉप्लर प्रभाव
डॉट उत्पादन,"बिन्दु-गुणनफल, अदिशगुणनफल"
ठिपके असलेला वक्र,बिन्दुकित वक्र
दुहेरी फरक,द्विशः अवकलन
दुहेरी घातांकीय वितरण,द्विक चरघातांकीय बंटन
दुहेरी हेलिक्स,द्विकुंडली
दुहेरी अविभाज्य,द्विशः समाकल
दुहेरी एकत्रीकरण,द्विशः समाकलन
दुहेरी मर्यादा,द्विक सीमा
दुहेरी नमुना योजना,द्विशः प्रतिचयन आयोजन
दुहेरी क्रम,द्विक अनुक्रम
दुहेरी मालिका,द्विक श्रेणी
दुहेरी प्रत्यय नोटेशन,द्वि-अनुलग्नी संकेतन
दुहेरी बेरीज,द्विक संकलन
अधोगामी प्रवेग,अधोमुखी त्वरण
खालच्या दिशेने विस्थापन,अधोमुखी विस्थापन
खालची गती,अधोमुखी गति
खालचा वेग,अधोमुखी वेग
ड्रॅग,कर्षण
ड्रॅग फोर्स,कर्षण-बल
दुहेरी,"द्वैती द्वैती,"
दुहेरी आधार,द्वैत आधार
दुहेरी आतील उत्पादन,द्वैत आंतरिक गुणनफल
दुहेरी रेखीय प्रोग्रामिंग समस्या,द्वैती रैखिक प्रोग्रामन समस्या
दुहेरी ऑपरेशन," द्वि प्रचालन , द्वैती संक्रिया"
दुहेरी समस्या,द्वैत समस्या
ड्युअल सिम्प्लेक्स अल्गोरिदम,द्वैत एकल कलन-विधि
ड्युअल सिम्प्लेक्स तंत्र,द्वैत एकल प्रविधि
दुहेरी जागा,द्वैत समष्टि
दुहेरी व्हेरिएबल,द्वैत चर
दुहेरी वेक्टर जागा,द्वैत सदिश समष्टि
डमी निर्देशांक,मूक सूचकांक
डमी सबस्क्रिप्ट,मूक पादांक
डमी प्रत्यय,मूक अनुबंध
डमी व्हेरिएबल,मूक चर
डुप्लिकेट प्रक्रिया,अनुलिपि-प्रक्रम
गतिमान,गतिकीय
गतिशील प्रणाली,गतिकीय तंत्र
डायनॅमिक मागणी कार्य,गतिक मांग फलन
डायनॅमिक मॉडेल,गत्यात्मक निदर्श
डायनॅमिक प्रोग्रामिंग,गत्यात्मक प्रोग्रामन
डायनॅमिक प्रोग्रामिंग दृष्टीकोन,गतिशील प्रोग्रामन उपगमन
डायनॅमिक प्रोग्रामिंग तंत्र,गतिशील प्रोग्रामन प्रविधि
गतिशीलता,"गतिविज्ञान, गतिकी"
कणाची गतिशीलता,कण-गतिकी
कठोर शरीराची गतिशीलता,दृढ़ पिंड गतिकी
पृथ्वी," भू, पृथ्वी, भूमि , मत्तिृ का, मदृा , भू संपर्कित करना, भूसंपर्क करना (क्रि.)"
भूकंपाची तीव्रता,भूकंप तीव्रता
विलक्षणता,उत्केंद्रता
ग्रहण,ग्रहण
अर्थमितीय अंदाज,अर्थमितीय पूर्वानुमान
अर्थशास्त्री,अर्थमितिज्ञ
अर्थमिति,अर्थमिति
अर्थशास्त्र,अर्थशास्त्र
धार,"कोर, किनारा, अश्रि"
बहिर्वक्र संचाची किनार,अवमुख समुच्चय कोर
कार्यक्षमता घटक,दक्षतांक
eigen घटक,अभिलक्षणिक अवयव
eigen फंक्शन,अभिलक्षणिक फलन
eigen मूल्य,"आइगेन मान, अभिलक्षणिक मान"
eigen मूल्य समीकरण,अभिलक्षणिक मान समीकरण
इजेन वेक्टर,"आइगेन वेक्टर, अभिलक्षणिक सदिश"
लवचिक,प्रत्यास्थ
लवचिक स्थिरांक,प्रत्यास्थतांक
लवचिक समतोल,प्रत्यास्थ साम्यावस्था
लवचिकता,प्रत्यास्थता
लवचिकता पृष्ठभाग,प्रत्यास्थता-पृष्ठ
इलेक्ट्रॉनिक संगणक,"इलेक्ट्रॉनिक अभिकलित्र, इलेक्ट्रॉनिक कम्प्यूटर"
घटक," तत्व , अल्पांश , अवयव"
प्राथमिक स्तंभ ऑपरेशन,प्रारंभिक स्तंभ संक्रिया
प्राथमिक घटना,प्रारंभिक घटना
प्राथमिक कार्य,प्रारंभिक फलन
प्राथमिक ऑपरेशन,प्रारंभिक संक्रिया
प्राथमिक परिणाम,प्रारंभिक परिणाम
प्राथमिक संभाव्यता कायदा,प्रारंभिक प्रायिकता नियम
प्राथमिक पंक्ती ऑपरेशन,प्रारंभिक पंक्ति संक्रिया
दूर करणे,"विलुप्त करना, विलोपन करना,"
निर्मूलन प्रक्रिया,निराकरण प्रक्रिया
लंबवर्तुळ,"दीर्घवृत्त, इलिप्स"
लंबवर्तुळाकार,दीर्घवृत्तज
लंबवर्तुळाकार,दीर्घवृत्तजीय
लंबवर्तुळाकार पृष्ठभाग,दीर्घवृत्तजीय पृष्ठ
लंबवर्तुळाकार शरीर,दीर्घवृत्ताकार पिंड
एम्बेडिंग,अंतःस्थापन
उत्सर्जन,उत्सर्जन
अनुभवजन्य डेटा,आनुभविक न्यास
प्रायोगिक सूत्र,मूलानुपाती सूत्र
अनुभवजन्य संभाव्यता,आनुभविक प्रायिकता
अनुभवजन्य संबंध,आऩुभविक संबंध
रिकामा संच,रिक्त समुच्चय
बंद,परिबद्‌ध
एन्कोडिंग,"कूटलेखन, कोडन"
एंडोमॉर्फिझम,अंतराकारिता
शेवटचा बिंदू,अंत्य बिंदु
वर्ग मध्यांतराचा शेवटचा बिंदू,वर्गांतराल के अंत्य बिंदु
ऊर्जा,ऊर्जा
ऊर्जा गती घटक,ऊर्जा-संवेग घटक
व्हेरिएबल प्रविष्ट करणे,प्रवेशी चर
असंख्य संच,गणनीय समुच्चय
गणना,"गणन, गिनना"
समान,"समान, बराबर, सम, तुल्य"
समानता,"समता, समिका"
तितकीच शक्यता,समप्रायिक
समान संभाव्यता निवड पद्धत (=epsem),सम प्रायिकता वरण विधि
समानता,समान करना
समीकरण," समीकरण , समीकार"
प्रथम पदवीचे समीकरण,एकघात समीकरण
द्वितीय पदवीचे समीकरण,द्विघात समीकरण
थर्ड डिग्रीचे समीकरण,त्रिघात समीकरण
विषुववृत्त,"विषुवत वृत्त भूमध्यरेखा, इक्वेटर, मध्यरेखा"
समसमान,समसंतत
समभुज,समबाहु
समतोल,"साम्यावस्था, साम्य, संतुलन"
शक्तींचा समतोल,बल-संतुलन
समतोल बिंदू,संतुलन बिंदु
समतुल्यता,तुल्यता
समतुल्य वर्ग,तुल्यता-वर्ग
समतुल्य संबंध,तुल्यता-संबंध
समतुल्य,"तुल्य, तुल्यमान (वि.),तुल्यांक (सं.)"
समतुल्य मॅट्रिक्स,तुल्य मैट्रिक्स
समतुल्य संच,तुल्य समुच्चय
कामुकता,अभ्यतिप्रायता
त्रुटी,"त्रुटि, भूल, गलती, अशुद्‌धि"
त्रुटी विश्लेषण,त्रुटि-विश्लेषण
त्रुटी कोड,त्रुटि कोड
त्रुटी गुणांक,त्रुटि गुणांक
सरासरी वर्गाची त्रुटी,वर्ग माध्य त्रुटि
पहिल्या प्रकारची त्रुटी,प्रथम प्रकार की त्रुटि
दुसऱ्या प्रकारची त्रुटी,द्वितीय प्रकार की त्रुटि
सुटण्याची शक्यता,पलायन-प्रायिकता
सुटलेला वेग,पलायन वेग
ई. श्मिटची ऑर्थोगोनालायझेशन प्रक्रिया,ई. श्मिट लांबिकीकरण प्रक्रम
वर्णित मंडळ,बहिर्वृत्त
आवश्यक,"सारभूत, अनिवार्य"
मूलत: अद्वितीय,वस्तुतः अद्वितीय
अंदाज,"आकलन करना, आकलित करना (क्रि.), आकलन (सं.)"
अंदाज पद्धत,आकलन विधि
युक्लिडियन समन्वय,यूक्लिडीय निर्देशांक
युक्लिडियन डोमेन,यूक्लिडीय डोमेन
युक्लिडियन भूमिती,यूक्लिडीय ज्यामिति
युक्लिडियन एन-स्पेस,यूक्लिडीय n-समष्टि
युक्लिडियन विमान,यूक्लिडीय समतल
युलरचे प्रमेय,ऑयलर प्रमेय
मूल्यांकन करा,"मान निकालना, मूल्यांकन करना"
अगदी,सम
अगदी वक्र,सम वक्र
सम कार्य,सम फलन
अगदी एकाधिक,सम अपवर्त्य
सम संख्या,सम संख्या
सम विषम सममिती,सम-विषम सममिति
अगदी क्रमपरिवर्तन,सम क्रमचय
कार्यक्रम,"घटना, अनुवृत्त"
सम मुदत,समपद
अचूक,"यथातथ, यथार्थ, बिल्कुल ठीक"
अचूक ची-स्क्वेअर चाचणी,यथातथ काई-वर्ग परिक्षण
अचूक फरक,यथातथ अवकल
अचूक समीकरण,यथातथ समीकरण
उदाहरण,उदाहरण
देवाणघेवाण,विनिमय
संपूर्ण कार्यक्रम,निश्शेष घटना
अस्तित्व स्वयंसिद्ध,अस्तित्व अभिगृहीत
अस्तित्व संभाव्यता (= एक प्राथमिक संभाव्यता),अस्तित्व प्रायिकता
अस्तित्व प्रमेय,अस्तित्व प्रमेय
एक्सोजेनस व्हेरिएबल,बाह्य चर
विस्तार,"प्रसार, प्रसरण"
अपेक्षा कार्य,प्रत्याशा फलन
अपेक्षित वारंवारता,प्रत्याशित बारंबारता
अपेक्षित मूल्य,प्रत्याशित मान
प्रयोग,प्रयोग
प्रायोगिक त्रुटी,"प्रायोगिक भूल, प्रायोगिक त्रुटि"
स्पष्टीकरण,"व्याख्या, स्पष्टीकरण"
स्पष्ट समीकरण,स्पष्ट समीकरण
स्पष्ट फॉर्म,स्पष्ट रूप
स्पष्ट कार्य,स्पष्ट फलन
स्पष्ट उपाय,स्पष्ट हल
घातांक,घातांक
घातांक वक्र,चरघातांकी वक्र
घातांकीय घनता कार्य,चरघातांकी प्रायिकता फलन
घातांकीय वितरण,चरघातांकी बंटन
घातांक समीकरण,चरघातांकी समीकरण
घातांकीय कार्य,चरघातांकी फलन
घातांक वाढ,"एक्सपोनेन्टी वृद्‌धि, चरघातांकी वृद्‌धि"
घातांक कायदा,चरघातांकी नियम
घातांक नकाशा,चरघातांकी प्रतिचित्र
घातांक मालिका,"एक्सपोनेन्टी श्रेणी, चरघातांकी श्रेणी"
अभिव्यक्ती," निष्पीडन , व्यंजक , मुखाकृति, भावकृति"
विस्तारित मध्यांतर,विस्तरित अंतराल
विस्तारित वास्तविक ओळ,वर्धित वास्तविक रेखा
विस्तारित वास्तविक संख्या प्रणाली,विस्तरित वास्तविक संख्या निकाय
मॅपिंगचा विस्तार,प्रतिचित्रण विस्तार
बाह्य कोन,बहिष्कोण
बाह्य क्षेत्र,बाह्य क्षेत्र
बाह्य बिंदू,बाह्य बिंदु
बाह्य,बाह्य
ट्रेंड व्हॅल्यूचे एक्स्ट्रापोलेशन,उपनति मान का बहिर्वेशन
एक्सट्रापोलेशन तंत्र,बहिर्वेशन तकनीक
अत्यंत मूल्य,चरम मान
अत्यंत," अत्यंत , अंत , चरम, पराकाष्ठा"
अत्यंत बिंदू,चरम बिंदु
उत्तल संचाचा अत्यंत बिंदू,अवमुख समुच्चय का चरम बिंदु
फंक्शनचे टोक,फलन का चरम मान
टोकाची मालमत्ता,चरम गुणधर्म
चेहरा," फलक, पार्श्व , अंताग्र"
दर्शनी मूल्य,अंकित मूल्य
घटक," घटक, उपादान, कारक , खंड,"
घटक विश्लेषण,उपादान विश्लेषण
घटक,खंडित
तथ्यात्मक,क्रमगुणित
फॅक्टोरियल डिझाइन,बहु-उपादानी अभिकल्पना
फॅक्टरीकरण,गुणनखंडन
फॅक्टराइज,गुणनखंड करना
न्याय्य खेळ,न्याय्य खेल
असत्य,"आभासी, मिथ्या, कूट"
कुटुंब," कुटुंब, परिवार , कुल, फैमिली"
मंडळांचे कुटुंब,वृत्त-कुल
कौटुंबिक वक्र,वक्र-कुल
कार्यांचे कुटुंब,फलन-परिवार
ओळींचे कुटुंब,रेखा-कुल
प्रतिकृती,प्रतिकृति
F-वितरण,F-बंटन
व्यवहार्य मूलभूत उपाय,सुसंगत आधारी हल
व्यवहार्य उपाय,सुसंगत हल
परत फीड करा,"पुनर्भरण, पुनर्निवेश"
फर्मेट तत्त्व,फ़र्मा का नियम
फर्मेटचे प्रमेय,फ़र्मा का प्रमेय
फर्मी-डिरॅक आकडेवारी,फर्मी-डिरैक-सांख्यिकी
फिबोनाची संख्या,फिबोनाशी-संख्या
फिबोनाची मालिका,फिबोनाशी श्रेणी
फील्ड," क्षेत्र , क्षेत्रक , खेत , फील्ड"
अंतिम वेग,अंतिम वेग
मर्यादित," परिमित , सांत"
मर्यादित आधार,परिमित आधार
मर्यादित दशांश,परिमित दशमलव
मर्यादित फरक,परिमित अंतर
मर्यादित फरक पद्धत,परिमित अंतर विधि
मर्यादित आयामी,परिमितविमीय
मर्यादित मितीय वेक्टर जागा,परिमितविमीय सदिश
मर्यादित खेळ,परिमित खेल
मर्यादित भूमिती,परिमित ज्यामिति
मर्यादित छेदनबिंदू,परिमित सर्वनिष्ठ
मर्यादित अनेक,परिमितानेक
मर्यादित मार्कोव्ह साखळी,परिमित मार्कोव शृंखला
मर्यादितपणाचा पुरावा,परिमितता उपपत्ति
मर्यादित संख्या,परिमित संख्या
मर्यादित लोकसंख्या,परिमित समष्टि
मर्यादित संभाव्यता,परिमित प्रायिकता
मर्यादित मालिका,सांत श्रेणी
मर्यादित संच,परिमित समुच्चय
मर्यादित वेग,परिमित वेग
मर्यादित खंड,परिमित आयतन
फिटिंग,"मिलाना, समंजन"
वक्र फिटिंग,वक्र समंजन
सरळ रेषेचे फिटिंग,सरल रेखा समंजन
स्थिर बिंदू प्रमेय,नियत बिंदु प्रमेय
निश्चित नमुना,नियत प्रतिदर्श
उड्डाणाचा वेग,उड़ान वेग
फ्लोटिंग पॉइंट अंकगणित,चल बिंदु परिकलन
फ्लोटिंग पॉइंट सिस्टम,"चल बिंदु प्रणाली, चलबिंदु पद्‌धति"
प्रवाह चार्ट,प्रवाह-संचित्र
प्रवाह वेग,प्रवाह-वेग
द्रव गतिशीलता,तरल-गतिकी
फोकल," नाभीय , संनाभि , फोकसी"
फोकल जीवा,नाभीय जीवा
फोकल अंतर,नाभीय दूरी
केंद्रस्थ लांबी,नाभीय लंबाई
लक्ष केंद्रित," नाभि , फोकस , उद्‌गम"
पाऊल," पद, पाद , फुट"
लंबाचा पाय,लंबपाद
गुरुत्वाकर्षण शक्ती,गुरुत्व-बल
अंदाज,पूर्वानुमान
सुत्र,सूत्र
तयार करणे,सूत्रण
सूत्रीकरण," संरूपण , संरूप , सूत्रण"
पुढे फरक,अग्रांतर
फॉरवर्ड इंटरपोलेशन,अग्र अंतर्वेशन
गणिताचा पाया,गणित का मूलाधार
फोरियरचे विश्लेषण,फूरिये-विश्लेषण
फोरियरची मालिका,फूरिये श्रेणी
फोरियरचे परिवर्तन,फूरिये रूपांतर
अपूर्णांक,भिन्न
अंशात्मक समन्वय,भिन्नात्मक निर्देशांक
अपूर्णांक संख्या,भिन्नात्मक संख्या
फ्रॅक्शनल प्रोग्रामिंग,भिन्नात्मक क्रमादेशन
मुक्त मार्ग,मुक्त पथ
मुक्त वेक्टर,"मुक्त सदिश, मुक्त वेक्टर"
वारंवारता," आवत्तिृ , बारंबारता"
वारंवारता स्तंभ,बारंबारता स्तंभ
वारंवारता वक्र,"बारंबारता वक्र, आवत्तिृ वक्र"
वारंवारता वितरण,बारंबारता-बंटन
वारंवारता हिस्टोग्राम,बारंबारता आयतचित्र
घटनेची वारंवारता,घटना-बारंबारता
वारंवारता बहुभुज,बारंबारता-बहुभुज
वारंवारता सारणी,बारंबारता-सारणी
फ्रस्टम,छिन्नक
एक पिरॅमिड च्या frustum,पिरामिड का छिन्नक
गोलाची कुंठित,गोले का छिन्नक
पूर्ण विस्तार,पूर्ण प्रसार
कार्य," प्रकार्य , फलन, फंक्शन , अभिलक्षक (समूह)"
कार्यात्मक विश्लेषण,फलन विश्लेषण
मूलभूत,"मूल, मौलिक"
मूलभूत प्रमेय,मूल प्रमेय
बीजगणिताचे मूलभूत प्रमेय,बीजगणित का मूल प्रमेय
आकाशगंगा,"गैलेक्सी, आकाश-गंगा"
गॅलोइस फील्ड,गाल्वा क्षेत्र
गॅलोईस गट,गाल्वा समूह
जुगाराचा नाश,जुआरी का वित्तनाश
खेळ आणि हलवा,खेल और चाल
संधीचा खेळ,संयोग का खेल
फासे चा खेळ,"पाशक क्रीड़ा, पासे का खेल"
खेळ सिद्धांत,खेल सिद्‌धांत
परिपूर्ण आठवणीसह खेळ,पूर्ण स्मरण वाले खेल
खेळ मूल्य,खेल मान
गॅमा फंक्शन,गामा-फलन
गॉस-आर्गंड विमान,गाउस-आरगाँ समतल
गॉसियन वक्र,गाउस-वक्र
गौसियन निर्मूलन,गाउसीय निराकरण
गॉसियन विमान,गाउस-समतल
गॉस-जॉर्डन कपात,गाउस-जोरदाँ समानयन
सामान्य केस,व्यापक स्थिति
सामान्य अभिसरण प्रमेय,व्यापक अभिसरण प्रमेय
सामान्य समीकरण,व्यापक समीकरण
सामान्य घटक,व्यापक उपादान
सामान्य फॉर्म,"सामान्य रूप, व्यापक रूप"
सामान्य सूत्र,सामान्य सूत्र
सामान्य खेळ,व्यापक खेल
सामान्य अनुमान,सामान्य अनुमान
सामान्य अविभाज्य,व्यापक समाकल
सामान्यीकरण,व्यापकीकरण
सामान्यीकृत सहयोगी कायदा,व्यापकीकृत साहचर्य नियम
सामान्यीकृत सातत्य गृहीतक,व्यापकीकृत सांतत्यक परिकल्पना
सामान्यीकृत बहिर्वक्र कार्य,व्यापकीकृत अवमुख फलन
सामान्यीकृत समन्वय,व्यापकीकृत निर्देशांक
सामान्यीकृत eigen मूल्य समस्या,व्यापकीकृत आइगन मान समस्या
सामान्य अभिसरण प्रमेय,व्यापक अभिसरण प्रमेय
सामान्य समीकरण,व्यापक समीकरण
सामान्य घटक,व्यापक उपादान
सामान्य फॉर्म,"सामान्य रूप, व्यापक रूप"
सामान्य सूत्र,सामान्य सूत्र
सामान्य खेळ,व्यापक खेल
सामान्य अनुमान,सामान्य अनुमान
सामान्य अविभाज्य,व्यापक समाकल
