Tamil,Malayalam
இருவகை,ദ്വിമുഖം
அகராதி ஒழுங்கு,നിഘണ്ടു ക്രമം
வேறுபாடு கணக்கீடு,വ്യത്യാസം കണക്കുകൂട്ടൽ
வேறுபாடு சமன்பாடு,വ്യത്യാസ സമവാക്യം
வேறுபாடு சூத்திரம்,വ്യത്യാസം ഫോർമുല
வேறுபாடு முறை,വ്യത്യാസം രീതി
தொகுப்புகளின் வேறுபாடு,സെറ്റുകളുടെ വ്യത്യാസം
வேறுபடுத்தக்கூடியது,വ്യത്യസ്തമായ
வேறுபட்ட வளைவு,വ്യത്യസ്തമായ വക്രം
வேறுபட்ட செயல்பாடு,വ്യത്യസ്തമായ പ്രവർത്തനം
வித்தியாசமான,വ്യത്യസ്തമായ
வேறுபட்ட கணக்கீடு,ഡിഫറൻഷ്യൽ കാൽക്കുലസ്
வேறுபட்ட குணகம்,ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്
வகையீட்டு சமன்பாடு,ഡിഫറൻഷ്യൽ സമവാക്യം
வேறுபட்ட வடிவம்,ഡിഫറൻഷ്യൽ ഫോം
வேறுபட்ட சூத்திரம்,ഡിഫറൻഷ്യൽ ഫോർമുല
வேறுபட்ட செயல்பாடு,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
வேறுபட்ட வடிவியல்,ഡിഫറൻഷ്യൽ ജ്യാമിതി
உயர் வரிசையின் வேறுபாடு,ഉയർന്ന ക്രമത്തിന്റെ വ്യത്യാസം
வேறுபட்ட அளவு,ഡിഫറൻഷ്യൽ ഘടകം
வேறுபடுத்தி,വേർതിരിക്കുക
வேறுபாடு,വ്യത്യാസം
வேறுபாடு சூத்திரம்,ഡിഫറൻഷ്യേഷൻ ഫോർമുല
திசையன் வேறுபாடு,വെക്റ്ററിന്റെ വ്യത്യാസം
பரவல்,വ്യാപനം
இலக்கம்,അക്കം
டிஜிட்டல் கணினி,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
டிஜிட்டல் தரவு,ഡിജിറ്റൽ ഡാറ്റ
பரிமாணம்,മാനം
பரிமாணம்,മാനം
பரிமாணமற்ற,അളവില്ലാത്ത
ஒரு சமன்பாட்டின் பரிமாணம்,ഒരു സമവാക്യത്തിന്റെ അളവ്
diophantine சமன்பாடு,diophantine സമവാക്യം
சாய்வு கோணம்,മുക്കി കോൺ
இருமுனை ஆயத்தொகுப்புகள்,ഡിപോളാർ കോർഡിനേറ്റുകൾ
இருமுனை,ദ്വിധ്രുവം
இருபிரமிட் (பைபிரமிட்),ഡിപിരമിഡ് (ബൈപിരമിഡ്)
டைராக் டெல்டா செயல்பாடு,ഡിറാക് ഡെൽറ്റ ഫംഗ്‌ഷൻ
நேரடி பொதுவான தொடுகோடு,നേരിട്ടുള്ള പൊതു ടാൻജെന്റ്
இயக்கிய கோணம்,സംവിധാനം ആംഗിൾ
இயக்கிய வரி,സംവിധാനം ചെയ്ത ലൈൻ
திசை வழித்தோன்றல்,ദിശാസൂചന ഡെറിവേറ്റീവ്
திசை கொசைன்,ദിശ കോസൈൻ
அதிகபட்ச திசை,മാക്സിമയുടെ ദിശ
திட்ட திசை,പ്രൊജക്ഷന്റെ ദിശ
திசை விகிதம்,ദിശ അനുപാതം
இயக்குனர் வட்டம்,ഡയറക്ടർ സർക്കിൾ
இயக்குனர் கோளம்,ഡയറക്ടർ മണ്ഡലം
நேரடி தயாரிப்பு,നേരിട്ടുള്ള ഉൽപ്പന്നം
நேரடி ஆதாரம்,നേരിട്ടുള്ള തെളിവ്
நேரடி விகிதம்,നേരിട്ടുള്ള അനുപാതം
டைரக்ட்ரிக்ஸ்,ഡയറക്‌ട്രിക്സ്
நேரடித் தொகை,നേരിട്ടുള്ള തുക
துண்டிக்கப்பட்ட தொகுப்புகள்,വിച്ഛേദിച്ച സെറ്റുകൾ
தொடர்ச்சியின்மை,നിർത്തലാക്കൽ
வழித்தோன்றலின் தொடர்ச்சியின்மை,ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ
முதல் வகையான இடைநிறுத்தம்,ആദ്യ തരത്തിലുള്ള നിർത്തലാക്കൽ
இரண்டாவது வகையான தொடர்ச்சியின்மை,രണ്ടാമത്തെ തരത്തിലുള്ള നിർത്തലാക്കൽ
இடைவிடாத விநியோகம்,തുടർച്ചയായ വിതരണം
இடைவிடாத செயல்பாடு,തുടർച്ചയായ പ്രവർത്തനം
இடைவிடாத மாறுபாடு,തുടർച്ചയായ വേരിയേറ്റ്
தனித்தனி,വ്യതിരിക്തമായ
தனித்துவமான விநியோகம்,വ്യതിരിക്തമായ വിതരണം
தனித்துவமான நிகழ்தகவு பரவல்,ഡിസ്ക്രീറ്റ് പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ
தனித்த சீரற்ற மாறி,ഡിസ്ക്രീറ്റ് റാൻഡം വേരിയബിൾ
தனித்த மாதிரி இடம்,വ്യതിരിക്ത സാമ്പിൾ സ്ഥലം
தனித்துவமான தொகுப்பு,വ്യതിരിക്തമായ സെറ്റ്
தனி இடம்,വ്യതിരിക്ത സ്ഥലം
தனித்த இடவியல்,വ്യതിരിക്ത ടോപ്പോളജി
தனித்த மாறுபாடு,വ്യതിരിക്തമായ വ്യതിയാനം
பாரபட்சமான,വിവേചനം
பாகுபாடு பகுப்பாய்வு (=பாகுபாடு பகுப்பாய்வு),വിവേചനപരമായ വിശകലനം (=വിവേചന വിശകലനം)
பிரித்தல்,വേർപിരിയുക
மாறுபட்ட நிகழ்வுகள்,പരസ്പരവിരുദ്ധമായ സംഭവങ്ങൾ
பிரிக்கப்பட்ட தொகுப்புகள்,വിഭജന സെറ്റുകൾ
ஒன்றிணைந்த தொழிற்சங்கம்,അവ്യക്തമായ യൂണിയൻ
பிரித்தல்,വിച്ഛേദനം
சிதறல்,വിസരണം
சிதறல் விளக்கப்படம்,ഡിസ്പേർഷൻ ചാർട്ട്
சிதறல் மாறிலி,വിസരണം സ്ഥിരമായ
சிதறல் வரைபடம்,ഡിസ്പർഷൻ ഡയഗ്രം
சிதறல் அணி (=கோவேரியன்ஸ் மேட்ரிக்ஸ்),ഡിസ്പർഷൻ മാട്രിക്സ് (=കോവേരിയൻസ് മാട്രിക്സ്)
இடப்பெயர்ச்சி,സ്ഥാനമാറ്റാം
காட்சி,ഡിസ്പ്ലേ
காட்சி அலகு (=கன்சோல்),ഡിസ്പ്ലേ യൂണിറ്റ് (=കൺസോൾ)
ஒற்றுமையற்ற,സമാനതകളില്ലാത്ത
சிதறடிக்கும் சக்திகள்,വിഘടിപ്പിക്കുന്ന ശക്തികൾ
தூர செயல்பாடு,ദൂരം പ്രവർത്തനം
தூர மாடுலஸ்,ദൂരം മോഡുലസ്
விநியோகம் இல்லாத முறை,വിതരണ രഹിത രീതി
விநியோக சட்டம்,വിതരണ നിയമം
வேறுபடுகின்றன,വ്യതിചലിക്കുക
வேறுபாடு,വ്യതിചലനം
வேறுபாடு தேற்றம்,വ്യതിചലന സിദ്ധാന്തം
மாறுபட்ட,വ്യത്യസ്തമായ
மாறுபட்ட தொடர்,വ്യത്യസ്‌ത പരമ്പര
பிரிக்கப்பட்ட வேறுபாடு,വിഭജിച്ച വ്യത്യാസം
வகுக்கும் தன்மை,വിഭജനം
வகுபடக்கூடியது,ഹരിക്കാവുന്ന
பிரிவு,ഡിവിഷൻ
பிரிவு அல்காரிதம்,ഡിവിഷൻ അൽഗോരിതം
பிரிவு வளையம்,ഡിവിഷൻ റിംഗ്
dodecagon,ഡോഡെകഗൺ
பன்னிருமுகி,ഡോഡെകാഹെഡ്രോൺ
களம்,ഡൊമെയ്ൻ
ஒரு செயல்பாட்டின் களம்,ഒരു ഫംഗ്ഷന്റെ ഡൊമെയ്ൻ
வரையறையின் களம்,നിർവചനത്തിന്റെ ഡൊമെയ്ൻ
இருப்பு களம்,അസ്തിത്വത്തിന്റെ ഡൊമെയ്ൻ
மேலாதிக்க மூலோபாயம்,പ്രബലമായ തന്ത്രം
டாப்ளர் விளைவு,ഡോപ്ലർ പ്രഭാവം
டாட் தயாரிப்பு,ഡോട്ട് ഉൽപ്പന്നം
புள்ளியிடப்பட்ட வளைவு,കുത്തുകളുള്ള വക്രം
இரட்டை வேறுபாடு,ഇരട്ട വ്യത്യാസം
இரட்டை அதிவேக விநியோகம்,ഇരട്ട എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ
இரட்டை சுருள்,ഇരട്ട ഹെലിക്സ്
இரட்டை ஒருங்கிணைந்த,ഇരട്ട ഇന്റഗ്രൽ
இரட்டை ஒருங்கிணைப்பு,ഇരട്ട സംയോജനം
இரட்டை வரம்பு,ഇരട്ട പരിധി
இரட்டை மாதிரி திட்டம்,ഇരട്ട സാമ്പിൾ പ്ലാൻ
இரட்டை வரிசை,ഇരട്ട ക്രമം
இரட்டை தொடர்,ഇരട്ട പരമ്പര
இரட்டை பின்னொட்டு குறியீடு,ഇരട്ട പ്രത്യയ നൊട്ടേഷൻ
இரட்டை கூட்டுத்தொகை,ഇരട്ട സംഗ്രഹം
கீழ்நோக்கிய முடுக்கம்,താഴേക്കുള്ള ത്വരണം
கீழ்நோக்கிய இடப்பெயர்ச்சி,താഴേക്കുള്ള സ്ഥാനചലനം
கீழ்நோக்கிய இயக்கம்,താഴേക്കുള്ള ചലനം
கீழ்நோக்கிய வேகம்,താഴേക്കുള്ള വേഗത
இழுத்து,വലിച്ചിടുക
இழுவிசை,ഡ്രാഗ് ഫോഴ്സ്
இரட்டை,ഇരട്ട
இரட்டை அடிப்படையில்,ഇരട്ട അടിസ്ഥാനം
இரட்டை உள் தயாரிப்பு,ഇരട്ട ആന്തരിക ഉൽപ്പന്നം
இரட்டை நேரியல் நிரலாக்க சிக்கல்,ഡ്യുവൽ ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം
இரட்டை செயல்பாடு,ഇരട്ട പ്രവർത്തനം
இரட்டை பிரச்சனை,ഇരട്ട പ്രശ്നം
இரட்டை சிம்ப்ளக்ஸ் அல்காரிதம்,ഡ്യുവൽ സിംപ്ലക്സ് അൽഗോരിതം
இரட்டை எளிய நுட்பம்,ഡ്യുവൽ സിംപ്ലക്സ് ടെക്നിക്
இரட்டை இடம்,ഡ്യുവൽ സ്പേസ്
இரட்டை மாறி,ഡ്യുവൽ വേരിയബിൾ
இரட்டை திசையன் இடம்,ഡ്യുവൽ വെക്റ്റർ സ്പേസ്
போலி குறியீடு,ഡമ്മി സൂചിക
போலி சந்தா,ഡമ്മി സബ്സ്ക്രിപ്റ്റ്
போலி பின்னொட்டு,ഡമ്മി പ്രത്യയം
போலி மாறி,ഡമ്മി വേരിയബിൾ
நகல் செயல்முறை,ഡ്യൂപ്ലിക്കേറ്റർ പ്രക്രിയ
மாறும்,ചലനാത്മകം
இயக்க அமைப்பு,ചലനാത്മക സംവിധാനം
மாறும் தேவை செயல்பாடு,ഡൈനാമിക് ഡിമാൻഡ് ഫംഗ്ഷൻ
டைனமிக் மாதிரி,ഡൈനാമിക് മോഡൽ
மாறும் நிரலாக்க,ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
மாறும் நிரலாக்க அணுகுமுறை,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം
டைனமிக் நிரலாக்க நுட்பம்,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്
இயக்கவியல்,ചലനാത്മകത
ஒரு துகள் இயக்கவியல்,ഒരു കണത്തിന്റെ ചലനാത്മകത
திடமான உடல்களின் இயக்கவியல்,ദൃഢമായ ശരീരങ്ങളുടെ ചലനാത്മകത
பூமி,ഭൂമി
பூகம்பத்தின் தீவிரம்,ഭൂകമ്പ തീവ്രത
விசித்திரத்தன்மை,ഉത്കേന്ദ്രത
கிரகணம்,ഗ്രഹണം
பொருளாதார கணிப்பு,ഇക്കണോമെട്രിക് പ്രവചനം
பொருளாதார நிபுணர்,സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ
பொருளாதார அளவியல்,ഇക്കണോമെട്രിക്സ്
பொருளாதாரம்,സാമ്പത്തികശാസ്ത്രം
விளிம்பு,അറ്റം
ஒரு குவிந்த தொகுப்பின் விளிம்பு,ഒരു കുത്തനെയുള്ള സെറ്റിന്റെ അറ്റം
செயல்திறன் காரணி,കാര്യക്ഷമത ഘടകം
ஈஜென் உறுப்பு,ഈജൻ മൂലകം
ஈஜென் செயல்பாடு,ഈജൻ പ്രവർത്തനം
ஈஜென் மதிப்பு,ഈജൻ മൂല്യം
ஈஜென் மதிப்பு சமன்பாடு,ഈജൻ മൂല്യ സമവാക്യം
ஈஜென் திசையன்,ഈജൻ വെക്റ്റർ
மீள்,ഇലാസ്റ്റിക്
மீள் மாறிலி,ഇലാസ്റ്റിക് സ്ഥിരാങ്കം
மீள் சமநிலை,ഇലാസ്റ്റിക് സന്തുലിതാവസ്ഥ
நெகிழ்ச்சி,ഇലാസ്തികത
நெகிழ்ச்சி மேற்பரப்பு,ഇലാസ്തികത ഉപരിതലം
மின்னணு கணினி,ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ
உறுப்பு,ഘടകം
அடிப்படை நிரல் செயல்பாடு,പ്രാഥമിക നിര പ്രവർത്തനം
ஆரம்ப நிகழ்வு,പ്രാഥമിക സംഭവം
அடிப்படை செயல்பாடு,പ്രാഥമിക പ്രവർത്തനം
அடிப்படை செயல்பாடு,പ്രാഥമിക പ്രവർത്തനം
அடிப்படை முடிவு,പ്രാഥമിക ഫലം
அடிப்படை நிகழ்தகவு சட்டம்,പ്രാഥമിക സാധ്യത നിയമം
அடிப்படை வரிசை செயல்பாடு,പ്രാഥമിക വരി പ്രവർത്തനം
ஒழிக்க,ഇല്ലാതെയാക്കുവാൻ
நீக்குதல் செயல்முறை,ഒഴിവാക്കൽ നടപടിക്രമം
நீள்வட்டம்,ദീർഘവൃത്തം
நீள்வட்டம்,ദീർഘവൃത്താകൃതിയിലുള്ള
நீள்வட்டம்,ദീർഘവൃത്താകൃതിയിലുള്ള
நீள்வட்ட மேற்பரப்பு,ദീർഘവൃത്താകൃതിയിലുള്ള ഉപരിതലം
நீள்வட்ட உடல்,ദീർഘവൃത്താകൃതിയിലുള്ള ശരീരം
உட்பொதித்தல்,ഉൾച്ചേർക്കൽ
உமிழ்வு,ഉദ്വമനം
அனுபவ தரவு,അനുഭവപരമായ ഡാറ്റ
அனுபவ சூத்திரம்,അനുഭവ സൂത്രവാക്യം
அனுபவ நிகழ்தகவு,അനുഭവപരമായ സംഭാവ്യത
அனுபவ உறவு,അനുഭവപരമായ ബന്ധം
வெற்று தொகுப்பு,ശൂന്യമായ സെറ്റ്
மூடப்பட்டது,അടച്ചിരിക്കുന്നു
குறியாக்கம்,എൻകോഡിംഗ്
எண்டோமார்பிசம்,എൻഡോമോർഫിസം
இறுதி புள்ளி,അവസാന പോയിന്റ്
வகுப்பு இடைவெளியின் இறுதிப் புள்ளி,ക്ലാസ് ഇടവേളയുടെ അവസാന പോയിന്റ്
ஆற்றல்,ഊർജ്ജം
ஆற்றல் வேக கூறு,ഊർജ്ജ ആക്കം ഘടകം
மாறி நுழைகிறது,വേരിയബിളിലേക്ക് പ്രവേശിക്കുന്നു
எண்ணற்ற தொகுப்பு,എണ്ണാവുന്ന കൂട്ടം
கணக்கீடு,എണ്ണൽ
சமமான,തുല്യമായ
சமத்துவம்,സമത്വം
சமமாக வாய்ப்பு,തുല്യ സാധ്യത
சம நிகழ்தகவு தேர்வு முறை (=epsem),തുല്യ സാധ്യത തിരഞ്ഞെടുക്കൽ രീതി (=epsem)
சமன்,തുല്യമാക്കുക
சமன்பாடு,സമവാക്യം
முதல் பட்டத்தின் சமன்பாடு,ഒന്നാം ഡിഗ്രിയുടെ സമവാക്യം
இரண்டாம் பட்டத்தின் சமன்பாடு,രണ്ടാം ഡിഗ്രിയുടെ സമവാക്യം
மூன்றாம் பட்டத்தின் சமன்பாடு,മൂന്നാം ഡിഗ്രിയുടെ സമവാക്യം
பூமத்திய ரேகை,ഭൂമധ്യരേഖ
சமமான,സമതുലിതമായ
சமபக்க,സമഭുജം
சமநிலை,സന്തുലിതാവസ്ഥ
சக்திகளின் சமநிலை,ശക്തികളുടെ സന്തുലിതാവസ്ഥ
சமநிலை புள்ளி,സന്തുലിത പോയിന്റ്
சமத்துவம்,തുല്യത
சமநிலை வகுப்பு,തുല്യതാ ക്ലാസ്
சமமான உறவு,തുല്യതാ ബന്ധം
இணையான,തത്തുല്യമായ
சமமான அணி,തുല്യ മാട്രിക്സ്
சமமான தொகுப்பு,തുല്യമായ സെറ്റ്
எர்கோடிசிட்டி,എർഗോഡിസിറ്റി
பிழை,പിശക്
பிழை பகுப்பாய்வு,പിശക് വിശകലനം
பிழை குறியீடு,പിശക് കോഡ്
பிழை குணகம்,പിശക് ഗുണകം
சராசரி சதுரத்தின் பிழை,ശരാശരി ചതുരത്തിന്റെ പിശക്
முதல் வகை பிழை,ആദ്യ തരത്തിലുള്ള പിശക്
இரண்டாவது வகையான பிழை,രണ്ടാമത്തെ തരത്തിലുള്ള പിശക്
தப்பிக்கும் நிகழ்தகவு,രക്ഷപ്പെടാനുള്ള സാധ്യത
தப்பிக்கும் வேகம்,രക്ഷപ്പെടൽ വേഗത
E. ஷ்மிட்டின் ஆர்த்தோகனலைசேஷன் செயல்முறை,ഇ. ഷ്മിഡിന്റെ ഓർത്തോഗണലൈസേഷൻ പ്രക്രിയ
குறிப்பிடப்பட்ட வட்டம்,എഴുതിയിരിക്കുന്ന വൃത്തം
அத்தியாவசியமான,അത്യാവശ്യമാണ്
அடிப்படையில் தனித்துவமானது,അടിസ്ഥാനപരമായി അതുല്യമായ
மதிப்பீடு,കണക്കാക്കുക
மதிப்பீட்டு முறை,കണക്കാക്കൽ രീതി
யூக்ளிடியன் ஒருங்கிணைப்பு,യൂക്ലിഡിയൻ കോർഡിനേറ്റ്
யூக்ளிடியன் களம்,യൂക്ലിഡിയൻ ഡൊമെയ്ൻ
யூக்ளிடியன் வடிவியல்,യൂക്ലിഡിയൻ ജ്യാമിതി
யூக்ளிடியன் n-வெளி,യൂക്ലിഡിയൻ എൻ-സ്പെയ്സ്
யூக்ளிடியன் விமானம்,യൂക്ലിഡിയൻ വിമാനം
ஆய்லரின் தேற்றம்,യൂലറുടെ സിദ്ധാന്തം
மதிப்பீடு,വിലയിരുത്തുക
கூட,പോലും
கூட வளைவு,വക്രം പോലും
கூட செயல்பாடு,പ്രവർത്തനം പോലും
கூட பல,ഒന്നിലധികം പോലും
இரட்டைப்படை எண்,ഇരട്ട സംഖ്യ
ஒற்றைப்படை சமச்சீர்,ഇരട്ട സമമിതി
வரிசைமாற்றம் கூட,ക്രമമാറ്റം പോലും
நிகழ்வு,സംഭവം
கூட கால,കാലാവധി പോലും
சரியான,കൃത്യമായ
சரியான சி-சதுர சோதனை,കൃത്യമായ ചി-സ്ക്വയർ ടെസ്റ്റ്
சரியான வேறுபாடு,കൃത്യമായ വ്യത്യാസം
சரியான சமன்பாடு,കൃത്യമായ സമവാക്യം
உதாரணமாக,ഉദാഹരണം
பரிமாற்றம்,കൈമാറ്റം
முழுமையான நிகழ்வு,സമഗ്രമായ സംഭവം
இருப்பு கோட்பாடு,അസ്തിത്വ സിദ്ധാന്തം
இருப்பு நிகழ்தகவு (= ஒரு முதன்மை நிகழ்தகவு),അസ്തിത്വ സാധ്യത (= ഒരു മുൻകൂർ സാധ്യത)
இருப்பு தேற்றம்,അസ്തിത്വ സിദ്ധാന്തം
வெளிப்புற மாறி,എക്സോജനസ് വേരിയബിൾ
விரிவாக்கம்,വികാസം
எதிர்பார்ப்பு செயல்பாடு,പ്രതീക്ഷയുടെ പ്രവർത്തനം
எதிர்பார்க்கப்படும் அதிர்வெண்,പ്രതീക്ഷിക്കുന്ന ആവൃത്തി
எதிர்பார்க்கப்படும் மதிப்பு,പ്രതീക്ഷിച്ച മൂല്യം
பரிசோதனை,പരീക്ഷണം
சோதனை பிழை,പരീക്ഷണ പിശക്
விளக்கம்,വിശദീകരണം
வெளிப்படையான சமன்பாடு,വ്യക്തമായ സമവാക്യം
வெளிப்படையான வடிவம்,വ്യക്തമായ രൂപം
வெளிப்படையான செயல்பாடு,വ്യക്തമായ പ്രവർത്തനം
வெளிப்படையான தீர்வு,വ്യക്തമായ പരിഹാരം
அடுக்கு,ഘാതം
அதிவேக வளைவு,എക്‌സ്‌പോണൻഷ്യൽ കർവ്
அதிவேக அடர்த்தி செயல்பாடு,എക്‌സ്‌പോണൻഷ്യൽ ഡെൻസിറ്റി ഫംഗ്‌ഷൻ
அதிவேக விநியோகம்,എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ
அதிவேக சமன்பாடு,എക്‌സ്‌പോണൻഷ്യൽ സമവാക്യം
அதிவேக செயல்பாடு,എക്‌സ്‌പോണൻഷ്യൽ ഫംഗ്‌ഷൻ
அதிவேகமான வளர்ச்சி,എക്‌സ്‌പോണൻഷ്യൽ വളർച്ച
அதிவேக சட்டம்,എക്‌സ്‌പോണൻഷ്യൽ നിയമം
அதிவேக வரைபடம்,എക്‌സ്‌പോണൻഷ്യൽ മാപ്പ്
அதிவேக தொடர்,എക്‌സ്‌പോണൻഷ്യൽ സീരീസ്
வெளிப்பாடு,ആവിഷ്കാരം
நீட்டிக்கப்பட்ட இடைவெளி,നീട്ടിയ ഇടവേള
நீட்டிக்கப்பட்ட உண்மையான வரி,വിപുലീകരിച്ച യഥാർത്ഥ ലൈൻ
நீட்டிக்கப்பட்ட உண்மையான எண் அமைப்பு,വിപുലീകരിച്ച റിയൽ നമ്പർ സിസ്റ്റം
மேப்பிங்கின் நீட்டிப்பு,ഒരു മാപ്പിംഗിന്റെ വിപുലീകരണം
வெளிப்புற கோணம்,ബാഹ്യ കോൺ
வெளிப்புற பகுதி,ബാഹ്യ പ്രദേശം
வெளிப்புற புள்ளி,ബാഹ്യ പോയിന്റ്
வெளிப்புற,ബാഹ്യമായ
போக்கு மதிப்பின் விரிவாக்கம்,ട്രെൻഡ് മൂല്യത്തിന്റെ എക്സ്ട്രാപോളേഷൻ
எக்ஸ்ட்ராபோலேஷன் நுட்பம்,എക്സ്ട്രാപോളേഷൻ ടെക്നിക്
தீவிர மதிப்பு,അങ്ങേയറ്റത്തെ മൂല്യം
தீவிர,അങ്ങേയറ്റം
தீவிர புள்ளி,അങ്ങേയറ്റത്തെ പോയിന്റ്
குவிந்த தொகுப்பின் தீவிர புள்ளி,കോൺവെക്സ് സെറ്റിന്റെ അങ്ങേയറ്റത്തെ പോയിന്റ്
ஒரு செயல்பாட்டின் உச்சம்,ഒരു ഫംഗ്‌ഷന്റെ തീവ്രത
தீவிர சொத்து,അങ്ങേയറ്റത്തെ സ്വത്ത്
முகம்,മുഖം
முக மதிப்பு,മുഖവില
காரணி,ഘടകം
காரணி பகுப்பாய்வு,ഘടകം വിശകലനം
காரணியாக்கப்பட்டது,ഘടകം
காரணியான,ഘടകാംശം
காரணி வடிவமைப்பு,ഫാക്‌ടീരിയൽ ഡിസൈൻ
காரணியாக்கம்,ഘടകവൽക്കരണം
காரணியாக்கு,ഫാക്ടറിവൽക്കരിക്കുക
நியாயமான விளையாட்டு,ന്യായമായ ഗെയിം
பொய்,തെറ്റായ
குடும்பம்,കുടുംബം
வட்டங்களின் குடும்பம்,സർക്കിളുകളുടെ കുടുംബം
குடும்ப வளைவுகள்,കുടുംബ വക്രങ്ങൾ
செயல்பாடுகளின் குடும்பம்,പ്രവർത്തനങ്ങളുടെ കുടുംബം
வரிகளின் குடும்பம்,വരികളുടെ കുടുംബം
முகநூல்,മുഖചിത്രം
எஃப்-விநியோகம்,എഫ്-വിതരണം
சாத்தியமான அடிப்படை தீர்வு,സാധ്യമായ അടിസ്ഥാന പരിഹാരം
சாத்தியமான தீர்வு,സാധ്യമായ പരിഹാരം
பின்னூட்டம்,തിരികെ നൽകൂ
ஃபெர்மாட் கொள்கை,ഫെർമാറ്റ് തത്വം
ஃபெர்மட்டின் தேற்றம்,ഫെർമാറ്റിന്റെ സിദ്ധാന്തം
ஃபெர்மி-டிராக் புள்ளிவிவரங்கள்,ഫെർമി-ഡിറക് സ്ഥിതിവിവരക്കണക്കുകൾ
ஃபைபோனச்சி எண்,ഫിബൊനാച്ചി നമ്പർ
ஃபைபோனச்சி தொடர்,ഫിബൊനാച്ചി പരമ്പര
களம்,വയൽ
இறுதி வேகம்,അന്തിമ വേഗത
வரையறுக்கப்பட்ட,പരിമിതമായ
வரையறுக்கப்பட்ட அடிப்படை,പരിമിതമായ അടിസ്ഥാനം
வரையறுக்கப்பட்ட தசம,പരിമിത ദശാംശം
வரையறுக்கப்பட்ட வேறுபாடு,പരിമിതമായ വ്യത്യാസം
வரையறுக்கப்பட்ட வேறுபாடு முறை,പരിമിതമായ വ്യത്യാസ രീതി
வரையறுக்கப்பட்ட பரிமாணம்,പരിമിതമായ മാനം
வரையறுக்கப்பட்ட பரிமாண திசையன் இடம்,പരിമിതമായ ഡൈമൻഷണൽ വെക്റ്റർ സ്പേസ്
வரையறுக்கப்பட்ட விளையாட்டு,പരിമിതമായ ഗെയിം
வரையறுக்கப்பட்ட வடிவியல்,പരിമിതമായ ജ്യാമിതി
வரையறுக்கப்பட்ட குறுக்குவெட்டு,പരിമിതമായ കവല
வரையறுக்கப்பட்ட பல,പരിമിതമായ പലതും
வரையறுக்கப்பட்ட மார்கோவ் சங்கிலி,പരിമിതമായ മാർക്കോവ് ശൃംഖല
finiteness ஆதாரம்,പരിമിതി തെളിവ്
வரையறுக்கப்பட்ட எண்,പരിമിത സംഖ്യ
வரையறுக்கப்பட்ட மக்கள் தொகை,പരിമിതമായ ജനസംഖ്യ
வரையறுக்கப்பட்ட நிகழ்தகவு,പരിമിതമായ സംഭാവ്യത
வரையறுக்கப்பட்ட தொடர்,പരിമിത പരമ്പര
வரையறுக்கப்பட்ட தொகுப்பு,പരിമിതമായ സെറ്റ്
வரையறுக்கப்பட்ட வேகம்,പരിമിതമായ വേഗത
வரையறுக்கப்பட்ட அளவு,പരിമിതമായ വോളിയം
பொருத்தி,ഫിറ്റിംഗ്
வளைவு பொருத்துதல்,വക്രം ഫിറ്റിംഗ്
நேர்கோட்டின் பொருத்துதல்,നേർരേഖയുടെ ഫിറ്റിംഗ്
நிலையான புள்ளி தேற்றம்,നിശ്ചിത പോയിന്റ് സിദ്ധാന്തം
நிலையான மாதிரி,നിശ്ചിത മാതൃക
விமான வேகம்,ഫ്ലൈറ്റ് വേഗത
மிதக்கும் புள்ளி எண்கணிதம்,ഫ്ലോട്ടിംഗ് പോയിന്റ് കണക്ക്
மிதக்கும் புள்ளி அமைப்பு,ഫ്ലോട്ടിംഗ് പോയിന്റ് സിസ്റ്റം
ஓட்ட விளக்கப்படம்,ഫ്ലോ ചാർട്ട്
ஓட்டம் வேகம்,ഒഴുക്ക് വേഗത
திரவ இயக்கவியல்,ദ്രാവക ചലനാത്മകത
குவிய,ഫോക്കൽ
குவிய நாண்,ഫോക്കൽ കോർഡ്
குவிய தூரம்,ഫോക്കൽ ദൂരം
குவியத்தூரம்,ഫോക്കൽ ദൂരം
கவனம்,ശ്രദ്ധ കേന്ദ്രീകരിക്കുക
கால்,കാൽ
செங்குத்தாக அடி,ലംബമായ കാൽ
புவியீர்ப்பு விசை,ഗുരുത്വാകർഷണബലം
முன்னறிவிப்பு,പ്രവചനം
சூத்திரம்,ഫോർമുല
முறைப்படுத்து,രൂപപ്പെടുത്തുക
உருவாக்கம்,രൂപപ്പെടുത്തൽ
முன்னோக்கி வேறுபாடு,മുന്നോട്ടുള്ള വ്യത്യാസം
