Kannada,English
ಗ್ನೀಸ್,Gneiss
ಸರಕುಗಳ ಅಂಗಳ,Goods yard
ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ,Gradient resistance
ಗ್ರಾನೈಟ್,Granite
ಹರಳಿನ ರಚನೆ,Granular structure
ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್,Granulation
ಗ್ರ್ಯಾನ್ಯೂಲ್,Granule
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು,Gravitational water free water
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ,Gravitational yard
ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು,Great soil group
ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ,Grillage foundation
ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್,Ground hand moulding
ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್,Grouped dock
ಗುಂಪು ವಸತಿ,Group housing
ಅತಿಥಿ ಕೊಠಡಿ,Guest room
ಗಟಾರ,Gutter
ಗಟಾರ ಹೊರುವವನು,Gutter bearer
ಗಟರ್ ಚೆಕ್,Gutter check
ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್,Hammer dressing
ಬಂದರು,Harbour
ಆಶ್ರಯ ಬಂದರು,Harbour of refuge
ಹಾರ್ಡ್ ಪ್ಯಾನ್,Hard pan
ಶಿರೋಲೇಖ,Header
ಹೆಡರ್ ಬಾಂಡ್,Header bond
ಹೆಡರ್ ಕೋರ್ಸ್,Header course
ಹೆಡ್ ಗೇಟ್ ರಚನೆ,Head gate structure
ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ,Head of canal
ಮುಖ್ಯ ನಿಯಂತ್ರಕ,Head regulator
ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ,Herring bone bond
ಹಾರ್ಟಿಂಗ್,Hearting
ತೇವಗೊಳಿಸುವ ಶಾಖ,Heat of wetting
ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್,High alumina cement
ಹಿಪ್,Hip
ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್,Hip capping
ಹಿಪ್ಡ್ ಎಂಡ್,Hipped end
ಹುಡ್,Hood
ಹುಡ್ ಮೋಲ್ಡಿಂಗ್,Hood moulding
ಹುಕ್ ಕಾನೂನು,Hook's law
ಹೂಪ್ ಕಬ್ಬಿಣ,Hoop iron
ಹಾರಿಜಾನ್,Horizon
ಆರ್ದ್ರತೆ,Humidification
"ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ","Humidity, absolute"
"ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ","Humidity, relative"
ಹಂಪ್ ಯಾರ್ಡ್,Hump yard
ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ,Hydraulic pressure
ಜಲಸಂಚಯನ,Hydration
ಜಲವಿಚ್ಛೇದನ,Hydrolysis
ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ,Hydrolytic acidity
ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು,Hydromorphic soil
ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್,Hydrophilic colloid
ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್,Hydrophobic colloid
ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ,Hydrostatic pressure ratio
ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ,Hygroscaptic coefficient
ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ,Hygroscopic moisture
ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ,Hydroscopicity
ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ,Hygroscopic moisture
ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್,Hyperbaric chamber
ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್,Hyperstatic frame
ಹೈಪ್ಸೋಮೀಟರ್,Hypsometer
ಇಲ್ಯುಮಿನೇಷನ್,Illumination
ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ,Imbibation moisture
ಬಲಿಯದ ಮಣ್ಣು,Immature soil
ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್,Impounded dock
ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ,Increment of land revenue
ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್,Independent scaffold
ಇಂಡರೇಟೆಡ್,Indurated
ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್,Initial prestress
ಆರಂಭಿಕ ಒತ್ತಡ,Initial tension
ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು,Inland waterway port
ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್,Insulating board
ಮಧ್ಯಂತರ ಬಂದರು,Intermediate port
ಆಂತರಿಕ ಘರ್ಷಣೆ,Internal friction
ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು,Intrazonal soil
ಅಯಾನು,Ion
ಅಯಾನು ವಿನಿಮಯ,Ion exchange
ಕಬ್ಬಿಣದ ಪ್ಯಾನ್,Iron pan
ನೀರಾವರಿ ಭೂಮಿ,Irrigated land
ನೀರಾವರಿ,Irrigation
ನೀರಾವರಿ ಸೆಸ್,Irrigation cess
ಜಾಂಬ್,Jamb
ಜೋಗಲ್,Joggle
ಜೋಗಲ್ ಪಿನ್,Joggle pin
ಜೂಲ್,Joule
ಜಂಪರ್,Jumper
ಕಿಲೋಗ್ರಾಂ,Kilogram
ಕಿಲೋಗ್ರಾಂ ಬಲ,Kilogram force
ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್,Kilogram force meter
ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ,Kilowatt hour
ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ,King closure
ಅಡಿಗೆ,Kitchen
ಲೇಸ್ಡ್ ಕಾಲಮ್,Laced column
ಹಿಂದುಳಿದಿದೆ,Lagging
ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್,Lamella root
ಲ್ಯಾಮಿನಾರ್ ಹರಿವು,Laminar flow
ದೀಪದ ರಂಧ್ರ,Lamp hole
ಭೂಮಿ ಸಂಚಯ,Land accretion
ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್,Land sliding
ಲ್ಯಾಟರೈಟ್,Laterite
ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು,Laterite soil
ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು,Law of large numbers
ಲೇಔಟ್ ಯೋಜನೆ,Layout plan
ಖಾತಾ ಪುಸ್ತಕ,Ledger
ಸುಣ್ಣದ ಪ್ಯಾನ್,Lime pan
ಲಿಂಟೆಲ್,Lintel
ದ್ರವ ಮಿತಿ,Liquid limit
ಲೈವ್ ಲೋಡ್,Live load
ಲೋಮ್,Loam
ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ,Local exhaust ventilation
ಲೋಕೋ ಅಂಗಳ,Loco yard
ಲೋಸ್,Loess
ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ,Lower plastic limit
ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್,Low heat cement
ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್,Machine moulding
ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್,Macrostructure
ಮುಖ್ಯ ನಿಯಂತ್ರಕ,Main head regulator
ಮುಖ್ಯ ಬಂದರು,Main port
ಮೇಕಪ್ ಗಾಳಿ,Makeup air
ಮನ್ಸಾರ್ಡ್,Mansard
ಮಾರ್ಷಲಿಂಗ್ ಯಾರ್ಡ್,Marshalling yard
ಕಲ್ಲುಗಾರಿಕೆ,Masonry
ಪಕ್ವವಾಗುತ್ತಿರುವ ತಾಪಮಾನ,Maturing temperature
ಮೆಜ್ಜನೈನ್ ಮಹಡಿ,Mezzanine floor
ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ,Mechanical analysis
ಯಾಂತ್ರಿಕ ವಾತಾಯನ,Mechanical ventilation
ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ,Metric system
ಸೂಕ್ಷ್ಮ ರಚನೆ,Microstructure
ಮಿಲಿ ಸಮಾನ,Milli equivalent
ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿ ಸಮಾನ,Milli equivalent per litre
ಖನಿಜ,Mineral
ಖನಿಜ ಮಣ್ಣು,Mineral soil
ಚಿಕ್ಕ ಬಂದರು,Minor port
ಮಿಟ್ರೆಡ್ ಮುಚ್ಚುವಿಕೆ,Mitred closure
ಮೊಬೈಲ್ ಮಣ್ಣಿನ ಕೊಲೊಯ್ಡ್,Mobile soil colloid
ತೇವಾಂಶ,Moisture content
ತೇವಾಂಶ ಗ್ರೇಡಿಯಂಟ್,Moisture gradient
ಏಕಶಿಲೆ,Monolith
ಮೊನೊರೈಲ್,Monorail
ರಾಷ್ಟ್ರೀಯ ಬಂದರು ಮಂಡಳಿ,National harbour council
ನೈಸರ್ಗಿಕ ಹಾಸಿಗೆ,Natural bed
ನೈಸರ್ಗಿಕ ಮುಕ್ತಾಯ,Natural finish
ನೈಸರ್ಗಿಕ ಬಂದರು,Natural harbour
ನೈಸರ್ಗಿಕ ವಾತಾಯನ,Natural ventilation
ನೌಕಾ ಬಂದರು,Naval harbour
ನ್ಯೂಟನ್,Newton
ಏಕರೂಪವಲ್ಲದ ಹರಿವು,Non uniform flow
ನೀರಿನ ದರವನ್ನು ಆಕ್ರಮಿಸುತ್ತದೆ,Occupies water rate
ಎಣ್ಣೆ ಬಣ್ಣ,Oil paint
ತೈಲ ಬಾವಿ ಸಿಮೆಂಟ್,Oil well cement
ಚಾನಲ್ ಹರಿವನ್ನು ತೆರೆಯಿರಿ,Open channel flow
ಆಪ್ಟಿಮಮ್ ಆರ್ದ್ರತೆ,Optimum moisture
ಸಾವಯವ ಮಣ್ಣು,Organic soil
ದೃಷ್ಟಿಕೋನ,Orientation
ಆರ್ಥೋಗೋನಲ್,Orthogonal
ಒರ್ಟ್ಸ್ಟೈನ್,Ortstein
ಬಾಹ್ಯ ಸಂಕೇತ,Outer signal
ಆಕ್ಸಿಡೀಕರಣ,Oxidation
ಪ್ಯಾಂಟ್ರಿ,Pantry
ಪ್ಯಾರಪೆಟ್,Parapet
ಪ್ಯಾರಪೆಟ್ ಗೋಡೆ,Parapet wall
ಮೂಲ ವಸ್ತು,Parent material
ಬೆಣಚುಕಲ್ಲು ಎರಕಹೊಯ್ದ ಪ್ಲಾಸ್ಟರ್,Pebble cast plaster
ಪೆಡಲ್ಫರ್,Pedalfer
ಪೆಡೋಕಲ್,Pedocal
ಪೆಡೋಜೆನೆಸಿಸ್,Pedogenesis
ಪೆಡೋಲಜಿ,Pedology
ಪೀಡೋಸ್ಪಿಯರ್,Pedosphere
ಪೆನೆಟ್ರೋಮೀಟರ್,Penetrometer
ಪೆಂಟ್ ಛಾವಣಿ,Pent roof
ಪೆಪ್ಟೈಸಿಂಗ್ ಏಜೆಂಟ್,Peptizing agent
ವಿಶ್ಲೇಷಣೆಯ ಅವಧಿ,Period of analysis
ಪರ್ಪೆಂಡ್,Perpend
ಪರ್ಸರ್ಪ್ಶನ್,Persorption
ಪಿಯರ್,Pier
ಪಿಲಾಸ್ಟರ್,Pilaster
ಪಿಚ್,Pitch
ಪಿಚ್ ಛಾವಣಿ,Pitched roof
ಸರಳ ಕಾಂಕ್ರೀಟ್,Plain concrete
ಪ್ಲೇನ್ ಕೋನ,Plane angle
ಬಯಲು ಅಂಗಳ,Plain yard
ಪ್ಲಾನ್ಸೋಲ್,Plansol
ಪ್ಲಾಸ್ಟಿಕ್ ಸ್ಥಿರತೆ,Plastic consistency
ಪ್ಲಾಸ್ಟಿಟಿ,Plasticity
ಪ್ಲಾಸ್ಟಿಟಿ ಸೂಚ್ಯಂಕ,Plasticity index
ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಮಿತಿ,Plasticity limit
ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಶ್ರೇಣಿ,Plasticity range
ಪ್ಲಾಟಿ ರಚನೆ,Platy structure
ಸ್ತಂಭ,Plinth
ನೇಗಿಲು ಮಣ್ಣು,Plough soil
ಪ್ಲಮ್ ಕಲ್ಲು,Plum stone
ಪೊಡ್ಜೋಲ್,Podzole
ಸೂಚಿಸುತ್ತಿದೆ,Pointing
ಬಹುಭುಜಾಕೃತಿಯ ಗೋಡೆ,Polygonal wall
ರಂಧ್ರದ ಜಾಗ,Pore space
ಬಂದರು,Port
ಧನಾತ್ಮಕ ವಾತಾಯನ,Positive ventilation
ಹುಲ್ಲುಗಾವಲು ಮಣ್ಣು,Prairie soil
ನಿಖರತೆ,Precision
ಪ್ರಾಥಮಿಕ ಕಣ,Primary particle
ಪ್ರಿಸ್ಮಾಟಿಕ್ ರಚನೆ,Prismatic structure
ಉತ್ಪಾದಕ ಕೆಲಸ,Productive work
ಯೋಜನೆಯ ಸಮರ್ಥನೆ,Project justification
ರಕ್ಷಣಾತ್ಮಕ ಕೆಲಸ,Protective work
ಸ್ಯೂಡೋ-ಮೈಸಿಲಿಯಮ್,Pseudo-mycelium
ಕೊಚ್ಚೆಗುಂಡಿ,Puddle
ಪಗ್ಗಿಂಗ್,Pugging
ಪ್ಯೂಮಿಸ್,Pumice
ಪಂಚೆಯಾನ್,Puncheon
ಬೊಂಬೆ,Puppet
ಪುಟ್ಲಾಗ್,Putlog
ಪುಟ್ಲಾಗ್ ಸ್ಕ್ಯಾಫೋಲ್ಡ್,Putlog scaffold
ಪ್ರಮಾಣ ಸರ್ವೇಯರ್,Quantity surveyor
ಕ್ವಾರಿ ಸಾಪ್,Quarry sap
ಕ್ವೇ,Quay
ರಾಣಿ ಮುಚ್ಚುವಿಕೆ,Queen closure
ಕ್ವೊಯಿನ್,Quoin
ರಾಫ್ಟ್ ಅಡಿಪಾಯ,Raft foundation
ರೇಕರ್,Raker
ರೇಕಿಂಗ್,Raking
ರಾಕಿಂಗ್ ಬಾಂಡ್,Raking bond
ಮಿನುಗುವ ರೇಕಿಂಗ್,Raking flashing
ವೇಗವಾಗಿ ಬದಲಾಗುತ್ತಿರುವ ಹರಿವು,Rapidly varying flow
ಮರುಪಾವತಿಸಬಹುದಾದ ಪಾವತಿ,Recoverable payment
ಕೆಂಪು ಭೂಮಿ,Red earth
ಕೆಂಪು ಲೋಮ್,Red loam
ನಿಯಂತ್ರಕ,Regulator
ರೆಗರ್ ಅಥವಾ ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು,Regur or black cotton soil
ಮರುಪಾವತಿ ಒಪ್ಪಂದ,Repayment contract
ಉಳಿದ ಕುಗ್ಗುವಿಕೆ,Residual shrinkage
ಉಳಿಕೆ ಮಣ್ಣು,Residual soil
ಬಹಿರಂಗಪಡಿಸಿ,Reveal
ಪಿನ್ ಅನ್ನು ಬಹಿರಂಗಪಡಿಸಿ,Reveal pin
ರಿವೀಲ್ ಟೈ,Reveal tie
ರಿಡ್ಜ್,Ridge
ರಿಡ್ಜ್ ಕ್ಯಾಪಿಂಗ್,Ridge capping
ನದಿ,River
ರೋಡ್ ಸ್ಟೇಡ್,Road stead
ಒರಟು ಪ್ಲಾಸ್ಟರ್,Rough plaster
ಅವಶೇಷಗಳು,Rubble
ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು,Rubble masonry
ಅವಶೇಷಗಳ ಗೋಡೆ,Rubble walling
ಚಾಲನೆಯಲ್ಲಿರುವ ಮಾಪನ,Running measurement
ಸುರಕ್ಷಿತ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,Safe bearing capacity
ಉಪ್ಪು ಮೆರುಗು,Salt glaze
ಮಾದರಿ ಅಳತೆ,Sample size
ಮಾದರಿ ವಿತರಣೆ,Sampling distribution
ಮಾದರಿ ದೋಷ,Sampling error
ಮರಳು,Sand
ಮರಳು ಮುಕ್ತಾಯ,Sand finish
ಮರಳು ಕೈ ಮೋಲ್ಡಿಂಗ್,Sand hand moulding
ಮರಳುಗಾರಿಕೆ,Sanding
ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣು,Saturated soil
ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣಿನ ಪೇಸ್ಟ್,Saturated soil paste
ಶುದ್ಧತ್ವ ಸಾರ,Saturation extract
ಶುದ್ಧತ್ವ ಶೇಕಡಾವಾರು,Saturation percentage
ಸಾಸರ್ ಗುಮ್ಮಟ,Saucer dome
ಸ್ಕ್ಯಾಫೋಲ್ಡ್,Scaffold
ಸ್ಕಿಸ್ಟ್,Schist
ಸಮುದ್ರ ಬಂದರು,Sea port
ರಹಸ್ಯ ಗಟಾರ,Secret gutter
ಎರಡನೇ,Second
ಸೆಡಿಮೆಂಟೇಶನ್ ವಿಶ್ಲೇಷಣೆ,Sedimentation analysis
ಅರೆ ಕೃತಕ ಬಂದರು,Semi-artificial harbour
ಸೆಮಿ ಟೈಡಲ್ ಡಾಕ್,Semi tidal dock
ವಯಸ್ಸಾದ,Senile
ಶೇಲ್,Shale
ಹಾಳೆಯ ರಾಶಿ,Sheet pile
ಕುಗ್ಗುವಿಕೆ ಮಿತಿ,Shrinkage limit
ಶಟರಿಂಗ್,Shuttering
ಸಿಯಾಲಿಟಿಕ್ ಮಣ್ಣು,Siallitic soil
ಸಿರೋಜೆಮ್,Sierozem
ಸಿಲ್,Sill
ಹೂಳು,Silt
ಏಕ ಮಾಂಸದ ರಕ್ತ,Single flemish blood
ಏಕ ಹರಳಿನ ರಚನೆ,Single grained structure
ಅಸ್ಥಿಪಂಜರದ ಮಣ್ಣು,Skeletal soil
ಸ್ಕರ್ಟಿಂಗ್,Skirting
ಸ್ಲೀಪರ್ ಗೋಡೆ,Sleeper wall
ಸೈಡ್ ಗಟರ್,Side gutter
ಸ್ಲೈಡ್ ನಿಯಮ,Slide rule
ಸ್ಲಿಪ್ ಡಾಕ್,Slip dock
ಸ್ಮೋನಿಜಾ,Smoniza
ನೆನೆಯುವುದು,Soaking
ಮಣ್ಣಿನ ಸಂಘ,Soil association
ಮಣ್ಣಿನ ವರ್ಗ,Soil class
ಮಣ್ಣಿನ ಸಂಕೀರ್ಣ,Soil complex
ಮಣ್ಣಿನ ಸ್ಥಿರತೆ,Soil consistency
ಮಣ್ಣಿನ ಕುಟುಂಬ,Soil family
ಮಣ್ಣಿನ ಚೌಕಟ್ಟಿನ ಕೆಲಸ,Soil frame work
ಮಣ್ಣಿನ ತೇವಾಂಶ,Soil moisture
ಮಣ್ಣಿನ ತೇವಾಂಶ ಸಂಗ್ರಹಣೆ,Soil moisture accretion
ಮಣ್ಣಿನ ತೇವಾಂಶದ ಕೊರತೆ,Soil moisture deficit
ಮಣ್ಣಿನ ರೂಪವಿಜ್ಞಾನ,Soil morphology
ಮಣ್ಣಿನ ಕಣ,Soil particle
ಮಣ್ಣಿನ ಹಂತ,Soil phase
ಮಣ್ಣಿನ ಪ್ರೊಫೈಲ್,Soil profile
ಮಣ್ಣಿನ ಪ್ರತಿಕ್ರಿಯೆ,Soil reaction
ಮಣ್ಣು ಬೇರ್ಪಡುತ್ತದೆ,Soil separates
ಮಣ್ಣಿನ ಸರಣಿ,Soil series
ಮಣ್ಣಿನ ಪರಿಹಾರ,Soil solution
ಮಣ್ಣಿನ ರಚನೆ,Soil structure
ಮಣ್ಣಿನ ರಚನೆ,Soil texture
ಮಣ್ಣಿನ ಪ್ರಕಾರ,Soil type
ಸೋಲಮ್,Solum
ಸೋರ್ಪ್ಶನ್,Sorption
ಸ್ಪ್ಯಾಲ್ಸ್,Spalls
ನಿರ್ದಿಷ್ಟ ಅಯಾನು ಪರಿಣಾಮ,Specific ion effect
ಚೌಕಾಕಾರದ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು,Squared coursed rubble masonry
ಸ್ಕ್ವೇರ್ಡ್ ರೆಗ್ಯುಲರ್ ಕೋರ್ಸ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು,Squared regular coursed rubble masonry
ಸ್ಥಿರ ಹರಿವು,Steady flow
ಮಿನುಗುತ್ತಾ ಹೆಜ್ಜೆ ಹಾಕಿದೆ,Stepped flashing
ಜಿಗುಟುತನ,Stickiness
ಅಂಟಿಕೊಳ್ಳುವ ಬಿಂದು,Sticking point
ಕಲ್ಲು,Stone
ಸ್ಲೋಪ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್,Slop hand moulding
ಸ್ಟ್ರಾಪ್ ಹಿಂಜ್,Strap hinge
ಒಣಹುಲ್ಲಿನ ಹಲಗೆ,Straw board
ಸ್ಟ್ರೀಮ್,Stream
ಒತ್ತಡ,Stress
ಸ್ಟ್ರೆಚರ್,Stretcher
ಸ್ಟ್ರೆಚರ್ ಬಾಂಡ್,Stretcher bond
ಸ್ಟ್ರೆಚರ್ ಕೋರ್ಸ್,Stretcher course
ಸ್ಟ್ರಿಂಗ್,String
ಸ್ಟ್ರಿಂಗ್ ಕೋರ್ಸ್,String course
ರಚನಾತ್ಮಕ ಅಂಶ,Structure factor
ರಚನೆ ಸೂಚ್ಯಂಕ,Structure index
ಗಾರೆ,Stucco
ಸ್ಟಡ್,Stud
ಸ್ಟೈಲೋಬೇಟ್,Stylobate
ಉಪ ಮಣ್ಣು,Sub soil
ಉಪ ರಚನೆ,Sub structure
ಸಂಕಲನ ಕರ್ವ್,Summation curve
ಸೂರ್ಯ ಮೈಕಾ,Sun mica
ಸೂಪರ್ ರಚನೆ,Super structure
ಸರ್ವೇಯರ್,Surveyor
ಎಸ್-ಮೌಲ್ಯ,S-value
ತೋರಣ,Swag
ಸ್ವಾನ್ ಕುತ್ತಿಗೆ,Swan neck
ಗುಡಾರ,Tabernacle
ಟೇಬಲ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್,Table hand moulding
ಟ್ಯಾಂಕಿಂಗ್,Tanking
ಟೆಂಪಿಯೆಟ್ಟೊ,Tempietto
ಟೆಂಪರಿಂಗ್,Tempering
ಟೆಂಪ್ಲೇಟ್,Template
ಟೆಂಪ್ಲೇಟ್,Template
ಟೆಪಿಡೇರಿಯಮ್,Tepidarium
ಟೆರಾಕೋಟಾ,Terracotta
ಟೆರ್ರಾ ರೋಸಾ,Terra rosa
ಟೆರಾಝೋ,Terrazzo
ಟೆಟ್ರಾ ಶೈಲಿ,Tetra style
ಮಿತಿ ಮಿತಿ ಮೌಲ್ಯ,Threshold limit value
ಗಂಟಲು,Throat
ಕಲ್ಲಿನ ಮೂಲಕ,Through stone
ಉಬ್ಬರವಿಳಿತದ ಜಲಾನಯನ ಪ್ರದೇಶ,Tidal basin
ಟೈ ಬಾರ್,Tie bar
ಕಿರಣವನ್ನು ಕಟ್ಟಿಕೊಳ್ಳಿ,Tie beam
ಕಟ್ಟಿದ ಸಲಾಕೆ,Tie rod
ಟಿರ್ಸ್,Tirs
ಸಹಿಷ್ಣುತೆ,Tolerance
ಹಲ್ಲುಜ್ಜುವುದು,Toothing
ಮೇಲಿನ ಮಣ್ಣು ಅಥವಾ ಮೇಲ್ಮೈ ಮಣ್ಣು,Top soil or surface soil
ಒಟ್ಟು ಸರಂಧ್ರತೆ,Total porosity
ಟ್ರೇಸರಿ,Tracery
ರೈಲು ಪ್ರತಿರೋಧ,Train resistance
ಟ್ರಾನ್ಸೆಪ್ಟ್,Transept
ಪರಿವರ್ತನೆಯ ಮಣ್ಣು,Transitional soil
ಟ್ರಾನ್ಸಮ್,Transom
ಸಾರಿಗೆ ಮಣ್ಣು,Transport soil
ಉಪನದಿ,Tributary
ಟ್ರಿಫೊರಿಯಮ್,Triforium
ಟ್ರೈಗ್ಲಿಫ್,Triglyph
ಮೊಟಕುಗೊಳಿಸಿದ ಮಣ್ಣು,Truncated soil
ಪ್ರಕ್ಷುಬ್ಧ ಹರಿವು,Turbulent flow
ತಿರುಗು ಗೋಪುರ,Turret
ಟೈಂಪರ್ ಸಂಖ್ಯೆ,Tympar num
ಅಂತಿಮ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,Ultimate bearing capacity
ಅಂತಿಮ ಪಿಎಚ್,Ultimate ph
ಅನಿರ್ದಿಷ್ಟ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು,Uncoursed random rubble masonry
ಕೋರ್ಸೆಡ್ ಸ್ಕ್ವೇರ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು,Uncoursed squared rubble masonry
ಅಂಡರ್ಕ್ರಾಫ್ಟ್,Undercroft
ತುಂಬದ ಸರಂಧ್ರತೆ,Unfilled porosity
ಏಕರೂಪದ ಹರಿವು,Uniform flow
ಯೂನಿಟ್ ಫ್ರೇಮ್ ಮಾದರಿ ಸ್ಕ್ಯಾಫೋಲ್ಡ್,Unit frame type scaffold
ಅನುತ್ಪಾದಕ ಕೆಲಸ,Unproductive work
ಅಪರ್ಯಾಪ್ತ ಮಣ್ಣು,Unsaturated soil
ಅಸ್ಥಿರ ಹರಿವು,Unsteady flow
ಮೇಲಿನ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ,Upper plastic limit
ಕಣಿವೆ ಗಟಾರ,Valley gutter
ವಾಲ್ಟ್,Vault
ವೆಟೇರಿಯಮ್,Vetarium
ವಾತಾಯನ,Ventilation
ವೆಂಟಿಲೇಟರ್,Ventilator
ವೆರಾಮದಾಹ್,Veramdah
ವೆಸ್ಟಿಬುಲ್,Vestibule
ವಿಲ್ಲಾ,Villa
