English,Assamese
Regur or black cotton soil,ৰেগুৰ বা ক’লা কপাহী মাটি
Repayment contract,ৰিপেমেণ্ট চুক্তি
Residual shrinkage,অৱশিষ্ট সংকোচন
Residual soil,অৱশিষ্ট মাটি
Reveal,প্ৰকাশ কৰা
Reveal pin,পিন প্ৰকাশ কৰক
Reveal tie,টাই প্ৰকাশ কৰক
Ridge,ৰিজ
Ridge capping,ৰিজ কেপিং
River,নদী
Road stead,ৰোড ষ্টেড
Rough plaster,ৰুক্ষ প্লাষ্টাৰ
Rubble,ধ্বংসাৱশেষ
Rubble masonry,ধ্বংসাৱশেষৰ শিলৰ কাম
Rubble walling,ধ্বংসাৱশেষৰ দেৱাল
Running measurement,চলি থকা জোখ-মাখ
Safe bearing capacity,নিৰাপদ বহন ক্ষমতা
Salt glaze,নিমখৰ গ্লেজ
Sample size,নমুনাৰ আকাৰ
Sampling distribution,নমুনা বিতৰণ
Sampling error,নমুনা সংগ্ৰহৰ ভুল
Sand,বালি
Sand finish,বালিৰ ফিনিচিং
Sand hand moulding,বালিৰ হাতৰ মল্ডিং
Sanding,ছেণ্ডিং
Saturated soil,সংপৃক্ত মাটি
Saturated soil paste,সংপৃক্ত মাটিৰ পেষ্ট
Saturation extract,চেচুৰেচন এক্সট্ৰেক্ট
Saturation percentage,চেচুৰেচন শতাংশ
Saucer dome,চচৰ গম্বুজ
Scaffold,মৰাপাট
Schist,শ্বিষ্ট
Sea port,সাগৰীয় বন্দৰ
Secret gutter,গোপন নালা
Second,দ্বিতীয়
Sedimentation analysis,পলস বিশ্লেষণ
Semi-artificial harbour,অৰ্ধকৃত্ৰিম বন্দৰ
Semi tidal dock,অৰ্ধ জোৱাৰ-ভাটাৰ ডক
Senile,চেনিল
Shale,শ্বেল
Sheet pile,শ্বীটৰ স্তূপ
Shrinkage limit,সংকোচনৰ সীমা
Shuttering,শ্বাটাৰিং
Siallitic soil,চিয়ালিটিক মাটি
Sierozem,ছিয়েৰ’জেম
Sill,চিল
Silt,পলি
Single flemish blood,একক ফ্লেমিছ তেজ
Single grained structure,একক দানাযুক্ত গঠন
Skeletal soil,কংকালৰ মাটি
Skirting,স্কাৰ্টিং
Sleeper wall,স্লিপাৰ ৱাল
Side gutter,কাষৰ নালা
Slide rule,স্লাইড নিয়ম
Slip dock,স্লিপ ডক
Smoniza,স্মোনিজা
Soaking,তিয়াই থোৱা
Soil association,মাটিৰ সংঘ
Soil class,মাটিৰ শ্ৰেণী
Soil complex,মাটিৰ জটিলতা
Soil consistency,মাটিৰ স্থায়িত্ব
Soil family,মাটি পৰিয়াল
Soil frame work,মাটিৰ ফ্ৰেমৰ কাম
Soil moisture,মাটিৰ আৰ্দ্ৰতা
Soil moisture accretion,মাটিৰ আৰ্দ্ৰতা বৃদ্ধি
Soil moisture deficit,মাটিৰ আৰ্দ্ৰতাৰ ঘাটি
Soil morphology,মাটিৰ আকৃতিবিজ্ঞান
Soil particle,মাটিৰ কণা
Soil phase,মাটিৰ পৰ্যায়
Soil profile,মাটিৰ প্ৰফাইল
Soil reaction,মাটিৰ বিক্ৰিয়া
Soil separates,মাটি পৃথক হয়
Soil series,মাটিৰ শৃংখলা
Soil solution,মাটিৰ দ্ৰৱ
Soil structure,মাটিৰ গঠন
Soil texture,মাটিৰ টেক্সচাৰ
Soil type,মাটিৰ প্ৰকাৰ
Solum,ছলুম
Sorption,শোষণ
Spalls,Spalls
Specific ion effect,নিৰ্দিষ্ট আয়ন প্ৰভাৱ
Squared coursed rubble masonry,বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম
Squared regular coursed rubble masonry,বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম
Steady flow,স্থিৰ প্ৰবাহ
Stepped flashing,ফিচফিচাই ষ্টেপ কৰিলে
Stickiness,আঠাযুক্ততা
Sticking point,ষ্টিক পইণ্ট
Stone,শিল
Slop hand moulding,স্লপ হেণ্ড মল্ডিং
Strap hinge,ষ্ট্ৰেপ হিঞ্জ
Straw board,ষ্ট্ৰ’ বৰ্ড
Stream,নিজৰা
Stress,চাপ
Stretcher,ষ্ট্ৰেচাৰ
Stretcher bond,ষ্ট্ৰেচাৰ বণ্ড
Stretcher course,ষ্ট্ৰেচাৰ কোৰ্চ
String,তাঁৰ
String course,ষ্ট্ৰিং কোৰ্চ
Structure factor,গঠন কাৰক
Structure index,গঠন সূচকাংক
Stucco,ষ্টুকো
Stud,ষ্টড
Stylobate,ষ্টাইলবেট
Sub soil,উপ মাটি
Sub structure,উপ গঠন
Summation curve,যোগফল বক্ৰ
Sun mica,সূৰ্য্যৰ মাইকা
Super structure,চুপাৰ ষ্ট্ৰাকচাৰ
Surveyor,জৰীপকাৰী
S-value,S-মান
Swag,লুট
Swan neck,হাঁসৰ ডিঙি
Tabernacle,তম্বু
Table hand moulding,টেবুল হেণ্ড মল্ডিং
Tanking,টেংকিং
Tempietto,টেম্পিয়েট্টো
Tempering,টেম্পাৰিং
Template,টেমপ্লেট
Template,টেমপ্লেট
Tepidarium,টেপিডাৰিয়াম
Terracotta,টেৰাকোটা
Terra rosa,টেৰা ৰোজা
Terrazzo,টেৰাজো
Tetra style,টেট্ৰা ষ্টাইল
Threshold limit value,থ্ৰেছহ&#39;ল্ড সীমা মান
Throat,নেলু
Through stone,শিলৰ মাজেৰে
Tidal basin,জোৱাৰ-ভাটাৰ অৱবাহিকা
Tie bar,টাই বাৰ
Tie beam,টাই বিম
Tie rod,টাই ৰড
Tirs,তিৰছ
Tolerance,সহনশীলতা
Toothing,দাঁত ওলোৱা
Top soil or surface soil,ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি
Total porosity,মুঠ ছিদ্ৰতা
Tracery,ট্ৰেচাৰী
Train resistance,ট্ৰেইন ৰেজিষ্টেন্স
Transept,ট্ৰেন্সেপ্ট
Transitional soil,সংক্ৰমণকালীন মাটি
Transom,ট্ৰেন্সম
Transport soil,পৰিবহণ মাটি
Tributary,ট্ৰিবিউটাৰী
Triforium,ট্ৰাইফ’ৰিয়াম
Triglyph,ট্ৰিগ্লিফ
Truncated soil,ছেদ কৰা মাটি
Turbulent flow,অশান্ত প্ৰবাহ
Turret,টাৰেট
Tympar num,টিম্পাৰ num
Ultimate bearing capacity,চূড়ান্ত বহন ক্ষমতা
Ultimate ph,চূড়ান্ত ph
Uncoursed random rubble masonry,আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম
Uncoursed squared rubble masonry,আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম
Undercroft,আণ্ডাৰক্ৰফ্ট
Unfilled porosity,ভৰোৱা নোহোৱা ছিদ্ৰতা
Uniform flow,একেধৰণৰ প্ৰবাহ
Unit frame type scaffold,ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট
Unproductive work,অনুত্পাদনশীল কাম
Unsaturated soil,অসংপৃক্ত মাটি
Unsteady flow,অস্থিৰ প্ৰবাহ
Upper plastic limit,প্লাষ্টিকৰ ওপৰৰ সীমা
Valley gutter,উপত্যকাৰ নালা
Vault,ভল্ট
Vetarium,ভেটেৰিয়াম
Ventilation,বায়ু চলাচল কৰা
Ventilator,ভেন্টিলেটৰ
Veramdah,ভেৰামদহ
Vestibule,ভেষ্টিবুল
Villa,ভিলা
