Kannada,Telugu
ಕಿರೀಟ (ಸಸ್ಯ),క్రౌన్ (మొక్క)
ತುಂಡು,ముక్క
ಪಟ್ಟು,క్రస్ట్
ಪಡಗಳ್ಳ,క్రిప్టోమ్
ಕಲ್ (ಹಣ್ಣುಗಳು),మెడ (పండ్లు)
ಕಸ,కుల్మ్
ತಳಿ,సాగు
ಕೃಷಿ,సాగు
ಕೃಷಿ,సాగు
ಸಂಸ್ಕೃತಿ,సంస్కృతి
ನಿರಾಸಕ್ತಿ,క్యూరింగ్
ಕನ್ನಡಿ,కర్లింగ్
ಕರೆನ್ಸಿ,కరెన్సీ
ಹೊರಚರ್ಮ,క్యూటికల్
ಕತ್ತರಿಸುವುದು,కట్టింగ్
ಸಿಸ್ಟ್,తిత్తి
ಸೈಟೋಕ್ರೋಮ್,సైటోక్రోమ్
ಸೈಟೊಗಮಿ,సైటోగామి
ಸೈಟೊಜೆನಿಸ್,సైటోజెనిసిస్
ಸೈಟೊಜೆನೆಟಿಕ್ಸ್,సైటోజెనెటిక్స్
ಸೈಟೊಕಿನಿಸ್,సైటోకినిసిస్
ಸೈದ್ಧಾಂತಿಕ ವಿಜ್ಞಾನ,సైటోలజీ
ಸೈಟೊಲಿಸಿಸ್,సైటోలిసిస్
ಸೈಟೊಮಿಯರ್,సైటోమీర్
ಸೈಟೋಪ್ಲಾಸಂ,సైటోప్లాజమ్
ಎಲೆಕೋಸು,క్యాబేజీ
ಕಳ್ಳಿ,కాక్టస్
ಕ್ಯಾಲೆರುಲಾ,కలేన్ద్యులా
ಕ್ಯಾನರಿ ಹುಲ್ಲು (ಫಲಾರಿಸ್),ఫలారిస్
ಚಾಚು,Canna
ಗಾಡಿ,కాపారిస్
ದೊಣ್ಣೆ ಮೆಣಸಿನ ಕಾಯಿ,క్యాప్సికం
ಹಳ್ಳಿಯ,కారాంబోలా
ಗಡ,కారాపా
ಏಲಕ್ಕಿ,ఏలకులు
ಕುರಚನೆ,కార్నేషన్
ಗಡಿ,కారెట్
ಗೋಡಂಬಿ ಕಾಯಿ,జీడి పప్పు
ಕಸ,కాసియా
ಕಾಸ್ಟಾರಿ,కాస్టర్
ಹೂಕೋಸು,కాలీఫ్లవర్
ಕೋಲಾಹಲ,సెలెరీ
ಚಕ್ಷಾಕ್,ఛాంపాక్
ಚೆನೊಪೋಡಿಯಂ,చెనోపోడియం
ಚೆರ್ರಿ ಟೊಮೆಟೊ,చెర్రీ టమొూటా
ಚೆರ್ರಿ,చెర్రీ
"ಕಡಲೆ, ಗ್ರಾಂ","చిక్పా, గ్రామ్"
ಚಿಲ್ಲರೆ,మిరపకాయలు
ಚೀನಾ ಟರ್ಪಂಟೈನ್ ಮರ,చైనా టర్పెంటైన్ చెట్టు
ಚೌ ಚೌ,చౌ చౌ
ಕ್ರೈಸಾಂಥೆಮಮ್,క్రిసాన్తిమం
"ಚುಫಾ, ಭೂಮಿಯ ಬಾದಾಮಿ","చుఫా, ఎర్త్ బాదం"
ನಾಚಿಕೆಗೇಡಿನ,సికోరీ
ದಾಲ್ಚಿನ್ನಿ,దాల్చిన చెక్క
ಸಿಟ್ರಾನ್,సిట్రాన్
ಸಿಟ್ರೊನೆಲ್ಲಾ ಹುಲ್ಲು,సిట్రోనెల్లా గడ్డి
ಜಾಸ್ಮಿನ್,క్లైంబింగ్ జాస్మిన్
ಲವಂಗ,లవంగం
ಚೂರು ಹುರುಳಿ,క్లస్టర్ బీన్
ಕೋಕಾ,కోకో
ತೆಂಗಿನ ಕಾಯಿ,కొబ్బరి
ಕಾಫಿ,కాఫీ
ಕೊಲಿಯಸ್,కోలియస్
ಕೊಲೊಕಾಸಿಯಾ,కోలోకాసియా
"ಕೊಲೊಸಿಂತ್, ಕಹಿ ಸೇಬು","కోలోసిన్త్, చేదు ఆపిల్"
ಸಾಮಾನ್ಯ ಪರ್ಸ್ಲೇನ್,సాధారణ పర్స్లేన్
ಕೊತ್ತದ,కొత్తిమీర
ಹತ್ತಿ,పత్తి
ಹಸುರು,కౌపీయా
ಘನ,క్యూబ్బ్
ಸೌತೆಕಾಯಿ,దోసకాయ
ಕಸಾಯಿಟಿಗಳು,కుకుర్బిట్స్
ಜೀರಿಗೆ,జీలకర్ర
ಕರಿ ಎಲೆ,కరివేపాకు ఆకు
ಸೀತಾಫಲ,సీతాఫలం
ಕ್ಯಾಪ್ಸುಲ್ ಕೊಳೆತ,క్యాప్సూల్ బోరర్
ಕ್ಯಾಟರ್ಪಣಿ,గొంగళి పురుగు
ಸಿಟ್ರಸ್ ಸೈಲಾ,సిట్రస్ సైలా
ಕ್ರಿಕೆಟ,క్రికెట్
ಕಾಗೆ,కాకి
ಕತ್ತರಿಸಿದ ಹುಳು,కట్ పురుగు
ಡೈರಿ,పాల
ಹೈನುಗಾರಿಕೆ,పాల
ಅಣೆಕಟ್ಟು,ఆనకట్ట
ಹದಿಮಾರದ,రోజు-తటస్థ
ಹೂಬಿಡುವ ದಿನಗಳ ನಂತರ,పుష్పించే రోజుల తరువాత
ಪೂರ್ಣ ಹೂವಿನ ನಂತರ ದಿನಗಳ ನಂತರ,పూర్తి బ్లూమ్ తర్వాత రోజులు
ಸ ೦ ಗೀತ,డెబ్లోసింగ్
ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,డీకాల్సిఫికేషన్
ಕುಶಲ,డికాంట్
ಕೊಳೆ,క్షయం
ಪತನಶೀಲ,ఆకురాల్చే
ದಶಮಾನ,దశాంశం
ಕೊರತೆ,లోపం
ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್ (ಮಣ್ಣು),మట్టి
ವಿಲೋಮೀಕರಣ,డెఫ్లోరేషన్
ವಿರೂಪಗೊಳಿಸುವಿಕೆ,డీఫోలియేషన్
ಅರಣ್ಯ ಪರೀಕ್ಷೆ,అటవీ నిర్మూలన
ಅವನತಿ,క్షీణత
ಅವನತಿ,క్షీణత
ಪದವಿ ದಿನಗಳು,డిగ్రీ రోజులు
ಪದ,డిగ్రీ
ಬಿರಡೆ,డీహిస్సెన్స్
ಕಂಠಪಾಯೀಯ,డెహల్లింగ్
ಕಂಠಪಾಯ,డెహస్కింగ్
ನಿರ್ಜಲೀಕರಣ,నిర్జలీకరణం
ನಿರ್ಜಲೀಕರಣಕಾರ,డీహైడ్రేటర్
ಬೇಡಿಕೆ,డిమాండ్
ಅನುಗ್ರಹಿಸುವ,డీనాటరేషన్
ಕೈಬಿಡುವುದು,తిరస్కరణ
ಠೇವಣಿ,డిపాజిట్
ಶೇಖರಣೆ,నిక్షేపణ
ಸವಕಳಿ ಡಸಲೀಕರಣ,తరుగుదల డీసాలినైజేషన్
ನಿರ್ದಯತೆ,డీసికేషన్
ವಿನ್ಯಾಸ,రూపకల్పన
ಸೊಬಗು,డెస్సికేటర్
ಹಣೆ ಹಾಕುವುದು,డెస్టొనింగ్
ಹದಗೆಟ್ಟ,డెస్కరింగ్
ಒಂದು ಬಗೆಯ ಉಳ್ಳ,డెసినాప్సిస్
ಬಂಧಿಸು,డిటాసెల్
ಬಂಧಿಸುವ,డిటాసెలింగ్
ನಿರ್ಣಾಯಕ,నిర్ణయాధికారి
ಅಪಮೌಲ್ಯೀಕರಣ,విలువ తగ్గింపు
ವಾಗ್ದಾನ,డివెగెటేషన్
ವಿಚಲನ,విచలనం
ಭಗ್ನಾವಸ್ಥೆ,డైడ్
ರೋಗನರಣೆ,రోగ నిర్ధారణ
ದ್ವಂದ್ವ,డైకోగామి
ದ್ವಂದ್ವಾರ್ಥತೆ,డైకోటోమి
ಡೈಕೋಟೈಲೆಡಾನ್ (ಬೀಜ),విత్తనం
ಡೈ ಬ್ಯಾಕ್ (ರೋಗ),డై బ్యాక్ (వ్యాధి)
ಪ್ರಸರಣ,విస్తరణ
ಜೀರ್ಣವಾಗುವಿಕೆ,డైజెస్టిబిలిటీ
ಹಿಂಸಾತ್ಮಕ,డైహైబ్రిడ్
ಡೈಕ್ (ಡೈಕ್),ఒక రకానికి చెందిన వ్యక్తి
ತನೂಸಿಗೊಳಿಸು,పలుచన
ದೈವಭಕ್ತ,డైయోసియస్
ಪದಗಳ,డిప్లాయిడ్
ಪದಗಳ,డిప్లాయిడ్
ರಾಜಗೀತೆ,డిప్లొనెమా
ಮೊಂಡುತನ,విడదీయడం
ಪಳಗಾಗಿಸುವುದು,డిస్కింగ్
ರಿಯಾಯಿತಿ,డిస్కౌంట్
ಸೋಂಕುಗಳೆತ,క్రిమిసంహారక
ಪ್ರಸರಣ,చెదరగొట్టడం
ಪ್ರಸಾರ,వ్యాప్తి
ವೈವಿಧ್ಯೀಕರಣ,వైవిధ్యీకరణ
ವೈವಿಧ್ಯಮಯ ಕೃಷಿ,వైవిధ్యభరితమైన వ్యవసాయం
ಡಿಎನ್‌ಎ,DNA నిచ్చెన
ಡಿಎನ್‌ಎ ಗ್ರಾಹಕ,DNA రిసెప్టర్
ಗಲಾಟೆ,డాకేజ్
ಪ್ರಬಲ,ఆధిపత్యం
ಸುಸ್ತಾಗುವಿಕೆ,నిద్రాణస్థితి
ಪ್ರಮಾಣ,మోతాదు
ಡಬಲ್ ಸಿಗ್ಮೋಯಿಡ್ ಕರ್ವ್,డబుల్ సిగ్మోయిడ్ కర్వ్
ಕರಡು (ಕರಡು),ముసాయిదా (ముసాయిదా)
ಹರಿಸುತ್ತವೆ,హరించడం
ಚರಂಡ,పారుదల
ಸೆರೆ,డ్రా
ತೇವಗೊಳಿಸುವಿಕೆ,డ్రించింగ్
ಡ್ರೆಸ್ಸಿಂಗ್ (ಬೀಜ),డ్రెస్సింగ్ (విత్తనం)
ಡ್ರಿಲ್ (ಎನ್.),డ్రిల్ (ఎన్.)
ಕೊರೆಯುವ (ಎಜಿ. ಎಂಜಿನ್),డ్రిల్లింగ్ (ఎగ్. ఇంజిగ్)
ಕೊರೆಯುವಿಕೆ (ಕೃಷಿ ವಿಜ್ಞಾನ),వ్యవసాయ శాస్త్రం
ಹನಿ ನೀರಾವರಿ,బిందు సేద్యం
ಒಣಭೂಮಿ ಕೃಷಿ,డ్రైలాండ్ వ్యవసాయం
ಧೂಳು,దుమ్ము
ಡಸ್ಟರ್,డస్టర్
ಧೂಳು,దుమ్ము
ಕುಬ್ಜ,మరగుజ్జు
ಕುಬ್ಜ ಪಿರಮಿಡ್,మరగుజ్జు పిరమిడ్
ಕುಬ್ಜ,మరగుజ్జు
ಜಿಗಿಯದ,డైసీ
ದಿನಾಂಕಗಳು,తేదీలు
ಹಗಲಿನ ಮಲ್ಲಿಗೆ,రోజు జాస్మిన్
ಸಬ್ಬರ್,మెంతులు
ದನಾಣ ಹುಲ್ಲು,దిననాథ్ గడ్డి
ಗಡೀಪಾರು,డాడర్
"ಡೂಬ್ ಹುಲ್ಲು, ಬರ್ಮುಡಾ ಹುಲ್ಲು","డూబ్ గడ్డి, బెర్ముడా గడ్డి"
ಜಿಗಿ,డ్రూస్
ಒಣ ಶುಂಠಿ,పొడి అల్లం
ಜೀರುಂಡೆ,బీటిల్‌ను డీఫోలైట్ చేస్తుంది
ಡ್ರೋನ್,డ్రోన్
ಬಾತುಕೋಳಿ,బాతు
ಪರಿಸರ ವಿಜ್ಞಾನ,ఎకాలజీ
ಅರ್ಥಮಾಪಕ,ఎకోనొమెట్రిక్స్
ಆರ್ಥಿಕತೆ,ఆర్థిక సామర్థ్యం
ಜೀವರ ರೂಪ,ఎకోటైప్
ಮೇಲ್ನೋಟದ,ఎక్టోట్రోఫిక్
ಎದೆಗುಂದಿದ,ఎడాఫిక్
ಹದುದೋಲನಶಾಸ್ತ್ರ,ఎడాఫాలజీ
ಅಂಚು,అంచు
ಖಾದ್ಯ ಭಾಗ,తినదగిన భాగం
ಬೇಡಿಕೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,డిమాండ్ యొక్క స్థితిస్థాపకత
ಉತ್ಪಾದನೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,ఉత్పత్తి యొక్క స్థితిస్థాపకత
ವಿದ್ಯುದ್ವಿಚ್ysisೇದನ,విద్యుద్విశ్లేషణ
ವಿದ್ಯುನ್ಮವತೆ,ఎలెక్ట్రోఫోరేసిస్
ಎಲುಮೆ,ఎలివియేషన్
ಇಂಗಲ,ఎమాస్క్యులేటర్
ಕಳೆಯುವುದು,ఎంబాంకింగ్
ಭ್ರೂಣ,పిండం
ಭ್ರೂಣಶಾಸ್ತ್ರ,పిండశాస్త్రం
ಹೊರಹೊಮ್ಮುವಿಕೆ,ఆవిర్భావం
ಎಮಲ್ ಆಗಿಸುವಿಕೆ,ఎమల్సిఫైయర్
ಅಂತರ್ವರ್ಧಕ,ఎండోజెనస్
ಎಂಡೋಮಿತಾಪರಿ,ఎండోమిటోసిస్
ಎಂಡೋಪರಾಸೈಟ್,ఎండోపరాసైట్
ಎಂಡೋಸ್ಪರೆ,ఎండోస్పెర్మ్
ಉದ್ಯಮ,ఎంటర్ప్రైజ్
ಕೀಟಶಾಸ್ತ್ರ,కీటకాలజీ
ವಾತಾವರಣ,పర్యావరణం
ಕಿಣ್ವ,ఎంజైమ్
ಮಹಾಕಾವ್ಯ ಕಸಿ ಮಾಡುವಿಕೆ,ఎపికోటిల్ అంటుకట్టుట
ವಿಪತ್ತಿನ,ఎపిఫైట్
ಸಮಾನತೆ,ఈక్విటీ
ನಿರ್ಮೂಲನೆ,నిర్మూలన
ಅಗತ್ಯ ಪೋಷಕಾಂಶಗಳು,అవసరమైన పోషకాలు
ಅಂದಾಜು,అంచనా
ವಿವರ್ಣೀಕರಣ,ఎటిలేషన్
ಸುಳ್ಳೆ,యూజెనిక్
ಮೌಲ್ಯಮಾಪನ,మూల్యాంకనం
ಆವಿಯಾಗುವಿಕೆ,ఆవిరిపోటు
ಕಂದವ್ಯ-ಹರಡುವಿಕೆ,ఇవాపో-ట్రాన్స్పిరేషన్
ನಿತ್ಯಹರಿದ್ವರ್ಣ ಕ್ರಾಂತಿ,ఎవర్‌గ్రీన్ విప్లవం
ನಿತ್ಯಹರಿದ್ವರ್ಣದ,సతత హరిత
ವಿಕಸನ,పరిణామం
ಅಚ್ಚಿಕೆ,ఎక్సైజ్
ಬಳಲಿಕೆ (ಫಲವತ್ತತೆ),అలసట
ಶೋಷಣೆ,దోపిడీ
ಪರಿಶೋಧನೆ,అన్వేషణ
ಹೊರಹಾಕುವುದು,ఎక్స్‌ట్రషన్
ಕಣ್ಣು (ಸಕ್ಕರೆಕೇನ್/ಆಲೂಗಡ್ಡೆ),కళ్ళు
ಖಾದ್ಯ ಪೈನ್,తినదగిన పైన్
"ಆನೆ ಕಾಲು, ಯಾಮ್","ఏనుగు పాదం, యమ"
ನೀಲಗಿರುವ,యూకలిప్టస్
ಎರೆಹುಳು,వానపాము
ಕೀಟಶಾಸ್ತ್ರಜ್ಞ,కీటక శాస్త్రవేత్త
ಪರಿಸರವಾದಿ,పర్యావరణవేత్త
ಅಂಶ,కారకం
ಅಂಶ ಉತ್ಪಾದಕತೆ,కారకాల ఉత్పాదకత
ಅಂಶ,కారకం
ಅಪವರ್ತನೀಯ ಬ್ಲಾಕ್ ವಿನ್ಯಾಸ,కారకమైన బ్లాక్ డిజైన్
ಬೋಧನಕಾರಿ,ఫ్యాకల్టీ
ಪಾಳುಕಾಯಿ,ఫాలో
ಕುಟುಂಬ,కుటుంబం
ಕೃಷಿ ಮೌಲ್ಯಮಾಪನ,వ్యవసాయ మదింపు
ಕೃಷಿ ಬಜೆಟ್,వ్యవసాయ బడ్జెట్
ಕೃಷಿ ವ್ಯಾಪಾರ,వ్యవసాయ వ్యాపారం
ಕೃಷಿ ಯೋಜನೆ,వ్యవసాయ ప్రణాళిక
ರೈತ,రైతు
ಕೃಷಿ,వ్యవసాయం
ಸ ೦ ಭವಿಸೆ,ఫాసియేషన్
ಫಲೀಕರಣ,మలం
ಹುದುಗುವುದು,కిణ్వ ప్రక్రియ
ಫಲವತ್ತತೆ,సంతానోత్పత్తి
ಗೊಬ್ಬರ,ఎరువులు
ರಸಗೊಬ್ಬರ ಬಳಕೆಯ ದಕ್ಷತೆ,ఎరువుల వినియోగ సామర్థ్యం
ನಾರಿನ,ఫైబరస్
ಹೊಲತು,ఫీల్డ్
ಕ್ಷೇತ್ರ ಸಾಮರ್ಥ್ಯ,క్షేత్ర సామర్థ్యం
ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ,క్షేత్ర ప్రదర్శన
ಸ್ಥಿರೀಕರಣ,స్థిరీకరణ
ಪ್ರವಾಹ,వరదలు
ನಿರ್ವಹಣಾ ಚಿತ್ರ,ప్రవాహ రేఖ చిత్రం
ಆಹಾರ ಮೌಲ್ಯ,ఆహార విలువ
ಮೇವು (ಮೇವು),మేట
ಮುನ್ಸೂಚನೆ,అంచనా
ಅರಣ್ಯ,అటవీ
ಅರಣ್ಯೀಕರಣ,అటవీప్రాంతం
ಚೂರು,ఫ్రాండ్
ಫ್ರಾಸ್ಟ್ ರೆಸಿರೆಂಟ್,ఫ్రాస్ట్ రెసిస్టెంట్
ಮುನಗಳ,ఫ్రాస్ట్
ಹೆಪ್ಪುಗಟ್ಟಿದ (ಹಣ್ಣು ಮತ್ತು ತರಕಾರಿ),స్తంభింపచేసిన (పండు & కూరగాయలు)
ಜಡನಾಗಿಸುವಿಕೆ,ఫలితం
ಹಣ್ಣಿನ ಹನಿ,ఫ్రూట్ డ్రాప్
ಹಣ್ಣು-ಸೆಟ್ (ಹಣ್ಣಿನ ಸೆಟ್ಟಿಂಗ್),పండు-సెట్ (పండ్ల అమరిక)
ಹೊಗಳಿಕೆ,ధూమపానం
ಶಿಲೀಂಧ್ರನಾಶಕ,శిలీంద్ర సంహారిణి
ಶಿಲೀಂಧ್ರ ರೋಗದ,శిలీంధ్ర
ಶಿಲೀಂಧ್ರ,ఫంగస్
ಗಡಿ,ఫ్యూరో
ಸಮ್ಮಿಳನ,ఫ్యూజన్
ಗುಟ್ಟು,ఫజ్
ಅಸ್ಪಷ್ಟ,మసక
"ಫೆನ್ನೆಲ್, ಅನೈಸ್","ఫెన్నెల్, సోంపు"
ಮೆಂತ್ಯದ,FENUGREEK
ಅಂಜೂರ,అత్తి
ಬೆರಳು ರಾಗಿ,ఫింగర్ మిల్లెట్
ಬೆಂಕಿ ಜ್ವಾಲೆಯ ಬುಷ್,ఫైర్-ఫ్లేమ్ బుష్
ಅರಣ್ಯದ ಜ್ವಾಲೆ,అటవీ జ్వాల
ಫ್ರೆಂಚ್ ಹುರುಳಿ,ఫ్రెంచ్ బీన్
ಅಲ್ಪಬೆಲೆಯ,ఫ్లీ
ನರಿ,ఫాక్స్
ಹಣ್ಣು ನೊಣ,ఫ్రూట్ ఫ్లై
ಗಾಲ್ (ಹಾರ್ಟ್),పిత్తాశయం
ಗಮೀಟು,గామేట్
ತೋಟ,తోట
ಗೇಜ್ (ನೀರು),గేజ్ (నీరు)
ಜೀನ್ ಬ್ಯಾಂಕ್,జీన్ బ్యాంక్
ಜೀನ್ ಟ್ಯಾಗಿಂಗ್,జన్యు ట్యాగింగ్
ವಂಶದ ಶಾಸ್ತ್ರ,జన్యుశాస్త్రం
ಆನುವಂಶಿಕ ನಕ್ಷೆ,జన్యు పటం
ಆನುವಂಶಿಕ,జన్యుశాస్త్రం
ಜಿನೋಮ್,జన్యువు
ಜೀನಾಮಿಕ್ ಗ್ರಂಥಾಲಯ,జెనోమిక్ లైబ్రరీ
ಜೀನೊಮಿಕ್ಸ್,జెనోమిక్స్
ಜೀನೋಟೈ,జన్యురూపం
ಜೀನೋಟೈ,జన్యురూపం
ಕುಲ,జాతి
ಕುಲ,జాతి
ಸೂಕ್ಷ್ಮಾಣು,జెర్మ్
ರೋಗಾಣು,జెర్మిసైడ్
ಮೊಳಕೆ,అంకురోత్పత్తి
ನೆಲಮಾಳಿಗೆ,జెర్మ్ప్లాజమ్
ಗಿಬ್ಬರ್ಸೆಲ್ ಆಮ್ಲ,గిబ్బెరెల్లిక్ ఆమ్లం
ಗಿಲು,జిన్నింగ్
ಹಲ್ಲು,గ్లూమ్
ಅಂಟಂಟಾದ,గ్లూటినస్
ಗ್ಲೈಕೋಲಿಸಂ,గ్లైకోలిసిస్
ಗ್ನಿಸ್,గ్నిస్
ಸುವರ್ಣ ಕ್ರಾಂತಿ,గోల్డెన్ రివల్యూషన్
ಶ್ರೇಣಗೀತೆ,గ్రేడింగ్
ಕಸಿಮಾಡಿದ ಸಸ್ಯ,అంటు వేసిన మొక్క
ನಾಟಿ-ಸಂಯೋಜನೀಯ,అంటుకట్టుట-అపజయం
ಗಾರ್ಟರಿ,గ్రన్నా
ಹರಳಾಗುವಿಕೆ,గ్రాన్యులేషన్
ಹಸಿರು ಗೊಬ್ಬರ,ఆకుపచ్చ ఎరువు
ಹಸಿರು ಕ್ರಾಂತಿ,హరిత విప్లవం
ಬೆಳವಣಿಗೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ,పెరుగుదల మరియు అభివృద్ధి
ಗುರು ರಾಶಿ,గుమ్మోసిస్
ವೇಷಭೂಷಣವಾದ,గైనోడియోసియస్
ಗೋಲು ಕಾಯಿ,పిత్తాశయ గింజ
ಬೆಳ್ಳುಳ್ಳಿ,వెల్లుల్లి
ಕಸ,గెర్బెరా
ಗೆರ್ಕಿನ್,గెర్కిన్
ಶುಂಠಿ,అల్లం
ಹೊಳಪು,గ్లాడియోలస్
ಮೇಕೆ ಕಳೆ (ಅಗರಟಮ್),మేక కలుపు (అగెరాటమ్)
ದ್ರಾಕ್ಷಿಹಣ್ಣು,ద్రాక్షపండు
ದ್ರಾಕ್ಷಿ,ద్రాక్ష
ಹಸಿರು ಗ್ರಾಂ,ఆకుపచ్చ గ్రామ్
ದಹನ,గ్రెవియా
ನೆಲಗಡಲೆ,వేరుశనగ
ಸೀಬೆಹಣ್ಣು,గువా
ಗಿನಿಯಾ ಹುಲ್ಲು,గినియా గడ్డి
ಗಾಲ್ ಮಿಡ್ಜ್,పిత్తాశయ మిడ్జ్
ಹುಲ್ಲು ಹಾಪರ್,గడ్డి హాప్పర్
ಗುಂಡಿ ದೋಷ,గుండీ బగ్
ಅಭ್ಯಾಸ,అలవాటు
ಆಲಿಕಲ್ಲು,వడగళ్ళు
ಕೂದಲು,హెయిరీ వెచ్
ಮೆರುಗು,హలోఫైట్
ಕುಣಿಸು,హారో
ಕೊಯ್ಲಿಗೆ ಸೂಚಿಸುವ ಸೂಚ್ಯಂಕ,హార్వెస్ట్ ఇండెక్స్
ಕೊಯ್ದು,హార్వెస్ట్
ಕೊಯ್ಲು,హార్వెస్టింగ్
ಮೊಲ,హాచ్
ಹುಳು,హే
ಹುಲಿಗೆ,హేలేజ్
ಹುಲ್ಲುಗಾವಲು,హేస్టాక్
ಮಬ್ಬು,పొగమంచు
ಮಸುಕಾದ,మబ్బుగా
ತಲೆ (ಕೃಷಿ),తల (అగ్రో)
ತಲೆ (ಚಾನಲ್),తల (ఛానెల్ యొక్క)
ಹಿಂದಿರುಗುವುದು,వెనుకకు వెళుతుంది
ತುತ್ತೂರಿ,హెడ్జ్
ಹೆಡ್ಜಿಂಗ್,హెడ్జింగ్
ಹೆಲಿಕ್ಸ್,హెలిక్స్
ರಕ್ತನಾಳ,హెమటైట్
ಸಸ್ಯ,హెర్బ్
ಗಿಡದಂತಿ,హెర్బేరియం
ಸಸ್ಯನಾಶಕ,హెర్బిసైడ్
ಅನರ್ಹತೆ,వంశపారంపర్యత
ಪತ್ನಣೀಯತೆ,మతవిశ్వాశాల
ಹರ್ಮ್ರೋಡೈಟ್,హెర్మాఫ్రోడైట్
ಭಿನ್ನ ವಾಚ್,హెటెరోక్రోమటిక్
ಭಿನ್ನಾಭಿಪ್ರಾಯ,హెటెరోఫెర్టిలైజేషన్
ಭಿನ್ನತೆ,హెటెరోసిస్
ಭಿನ್ನಾಭಿಪ್ರಾಯ,హెటెరోసోమ్
ಭಿನ್ನತೆ,హెటెరోట్రోఫ్
ರಕ್ತಸಂಬಂಧಿ,హెక్సాప్లాయిడ్
ಹೈಬರ್ನೇಟ್ ಮಾಡು,హైబర్నేట్
ಹೆಚ್ಚಿನ ಸಾಂದ್ರತೆಯ ನೆಡುವಿಕೆ,అధిక సాంద్రతగల నాటడం
ಬೆಟ್ಟದ,కొండ (బియ్యం)
ಹಂದಿಯ ಕುರಿತ,హిస్టోగ్రాం
ಚೈತನ್ಯದ ತೋಟಗಾರಿಕೆ,హిటెక్ హార్టికల్చర్
ಜೇನುಗೂಡು,అందులో నివశించే తేనెటీగలు
ಹಂದಿಯ,హూయింగ్
ಹಿಡಿದು,పట్టుకొని
ತೋಟ,హోమ్ ఫామ్
ಹೋಮಿಯೋಸ್ಟಾಸಿಸ್,హోమియోస్టాసిస్
ಗೃಹ ಹೋಳು,హోమ్‌స్టెడ్
ಏಕರೂಪತೆ,సజాతీయత
ಏಕರೂಪದ,సజాతీయ
ಮಾಮೋಲಿಕಸ್,హోమోలోగస్
ಅಖಂಡ,హోమోజైగోట్
ಕುಳಿ,హాప్పర్
ದಿಗಂತಿ,హోరిజోన్
ತೋಟಗಾರಿಕಾ ಬೆಳೆಗಳು,ఉద్యాన పంటలు
ತೋಟಗಾರಿಕೆ,హార్టికల్చర్
ಹೊರ್ಟಿ-ಸಿಲ್ವಿ ಗ್ರಾಮೀಣ ಕೃಷಿ,హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్
ಅತಿಥೆಯ,హోస్ట్
ಬಿಸಿನೀರಿನ ಚಿಕಿತ್ಸೆ,వేడి నీటి చికిత్స
ಹಲ್,హల్
ಆರ್ದ್ರತೆ,తేమ
ಸಜ್ಜು,హ్యూమస్
ಹೊಟ್ಟು,హస్క్
ಹಸ್ಕರ್,హస్కర్
ಹೊಳಪುಳ್ಳ,హస్కింగ్
ಸಂಕರಜದ,హైబ్రిడ్
ಸಂಕರಜತೆ,హైబ్రిడైజేషన్
ಜಲಸಂಚಯ,ఆర్ద్రీకరణ
ಜಲವಿಜ್ಞಾನ,హైడ్రాలజీ
ಜಲವಿಚ್ysisೇದನೆ,జలవిశ్లేషణ
ಜಲಮಾಪಕ,హైడ్రోమీటర్
ಜಲಪಕ್ಷದ,హైడ్రోఫిలస్
ಜಲಸಂಪರ್ಕ,హైడ్రోపోనిక్స్
ಜಲಾವರಣ,హైడ్రోస్పియర్
ಜಲಸಮತಿ,జలవిద్యుత్
ಅತ್ಯಲ್ಪ,హైపర్‌పారాసైట్
ಒಂದು ದೊಡ್ಡ ಕಣ್ಣು,హైపర్‌ప్లాసియా
ಜರಡಿ,హైఫా
ಬಲಿಷ್ಠಿ,హైపోకోటైల్
ಕಲ್ಪನಾಶಕ್ತಿ,పరికల్పన
ಗರ್ಭಕಂಠ (ನೀರು),గర్భసంచి
ಹಜೆಲ್ ಕಾಯಿ,హాజెల్ గింజ
ಸೆಣಬಿನ,జనపనార
ಕೋಳಿ,హెన్‌బేన్
ಗೋರಂಟಿ,హెన్నా
ದಾಸವಾಳಿ,మందార
ಹಾಪ್,హాప్
ಕುದುರೆ ಗ್ರಾಂ,ఉలవలు
ಕುದುರೆ ಕಣ್ಣಿನ ಹುಳಿ,గుర్రం-కంటి-బీన్
ಜೇನು ನೊಣ,తేనెటీగ
ಕುಳಿ,హాప్పర్
ತೋಟಗಾರಿಕೆ,హార్టికల్చర్
ಜಲವಿಜ್ಞಾನಿ,హైడ్రాలజిస్ట్
ಸಿತು ಕಸಿ ಮಾಡುವಲ್ಲಿ,సిటు అంటుకట్టుటలో
ವಿಂಟ್ರೊದಲ್ಲಿ,విట్రోలో
ವಿವೋದಲ್ಲಿ,వివో లో
ತಗ್ಗಿಸದ,విచక్షణారహితం
ಕೀಟ,పురుగు
