Marathi,Telugu
एपिफाइट,ఎపిఫైట్
इक्विटी,ఈక్విటీ
निर्मूलन,నిర్మూలన
आवश्यक पोषक घटक,అవసరమైన పోషకాలు
अंदाज,అంచనా
Etiolation,ఎటిలేషన్
युजेनिक,యూజెనిక్
मूल्यांकन,మూల్యాంకనం
बाष्पीभवन,ఆవిరిపోటు
बाष्पीभवन,ఇవాపో-ట్రాన్స్పిరేషన్
सदाहरित क्रांती,ఎవర్‌గ్రీన్ విప్లవం
सदाहरित,సతత హరిత
उत्क्रांती,పరిణామం
अबकारी,ఎక్సైజ్
थकवा (प्रजननक्षमता),అలసట
शोषण,దోపిడీ
अन्वेषण,అన్వేషణ
एक्सट्र्यूजन,ఎక్స్‌ట్రషన్
डोळा (सुगेरकेन/बटाटा),కళ్ళు
खाद्यतेल पाइन,తినదగిన పైన్
"हत्ती पाय, याम","ఏనుగు పాదం, యమ"
निलगिरी,యూకలిప్టస్
गांडूळ,వానపాము
कीटकशास्त्रज्ञ,కీటక శాస్త్రవేత్త
पर्यावरणवादी,పర్యావరణవేత్త
घटक,కారకం
घटक उत्पादकता,కారకాల ఉత్పాదకత
फॅक्टरेज,కారకం
फॅक्टोरियल ब्लॉक डिझाइन,కారకమైన బ్లాక్ డిజైన్
शिक्षक,ఫ్యాకల్టీ
पडझड,ఫాలో
कुटुंब,కుటుంబం
शेती मूल्यांकन,వ్యవసాయ మదింపు
शेती बजेट,వ్యవసాయ బడ్జెట్
शेती व्यवसाय,వ్యవసాయ వ్యాపారం
शेती नियोजन,వ్యవసాయ ప్రణాళిక
शेतकरी,రైతు
शेती,వ్యవసాయం
Fasciaction,ఫాసియేషన్
Fecundation,మలం
किण्वन,కిణ్వ ప్రక్రియ
सुपीकता,సంతానోత్పత్తి
खत,ఎరువులు
खताची कार्यक्षमता वापरा,ఎరువుల వినియోగ సామర్థ్యం
तंतुमय,ఫైబరస్
फील्ड,ఫీల్డ్
फील्ड क्षमता,క్షేత్ర సామర్థ్యం
फील्ड प्रात्यक्षिक,క్షేత్ర ప్రదర్శన
निर्धारण,స్థిరీకరణ
पूर,వరదలు
प्रवाह चित्र,ప్రవాహ రేఖ చిత్రం
अन्न मूल्य,ఆహార విలువ
चारा (चारा),మేట
अंदाज,అంచనా
वन,అటవీ
वनीकरण,అటవీప్రాంతం
फ्रॉन्ड,ఫ్రాండ్
फ्रॉस्ट प्रतिरोधक,ఫ్రాస్ట్ రెసిస్టెంట్
दंव,ఫ్రాస్ట్
गोठलेले (फळ आणि भाजी),స్తంభింపచేసిన (పండు & కూరగాయలు)
फ्रुकिफिकेशन,ఫలితం
फळ थेंब,ఫ్రూట్ డ్రాప్
फळ-सेट (फळांची सेटिंग),పండు-సెట్ (పండ్ల అమరిక)
धूर,ధూమపానం
बुरशीनाशक,శిలీంద్ర సంహారిణి
बुरशीवादी,శిలీంధ్ర
बुरशीचे,ఫంగస్
Furo,ఫ్యూరో
फ्यूजन,ఫ్యూజన్
अस्पष्ट,ఫజ్
अस्पष्ट,మసక
"एका जातीची बडीशेप, बडीशेप","ఫెన్నెల్, సోంపు"
मेथी,FENUGREEK
अंजीर,అత్తి
बोटा बाजरी,ఫింగర్ మిల్లెట్
अग्निशामक बुश,ఫైర్-ఫ్లేమ్ బుష్
जंगलाची ज्योत,అటవీ జ్వాల
फ्रेंच बीन,ఫ్రెంచ్ బీన్
पिसू,ఫ్లీ
कोल्हा,ఫాక్స్
फळ माशी,ఫ్రూట్ ఫ్లై
पित्त (हॉर्ट),పిత్తాశయం
गेमेट,గామేట్
बाग,తోట
गेज (पाणी),గేజ్ (నీరు)
जीन बँक,జీన్ బ్యాంక్
जीन टॅगिंग,జన్యు ట్యాగింగ్
जीनोलॉजी,జన్యుశాస్త్రం
अनुवांशिक नकाशा,జన్యు పటం
अनुवांशिक,జన్యుశాస్త్రం
जीनोम,జన్యువు
जीनोमिक लायब्ररी,జెనోమిక్ లైబ్రరీ
जीनोमिक्स,జెనోమిక్స్
जीनोटाइप,జన్యురూపం
जीनोटाइप,జన్యురూపం
वंश,జాతి
वंश,జాతి
अंकुर,జెర్మ్
जंतुनाशक,జెర్మిసైడ్
उगवण,అంకురోత్పత్తి
जर्मप्लाझम,జెర్మ్ప్లాజమ్
गिब्बरेलिक acid सिड,గిబ్బెరెల్లిక్ ఆమ్లం
जिनिंग,జిన్నింగ్
ग्लूम,గ్లూమ్
ग्लूटीनस,గ్లూటినస్
ग्लायकोलिसिस,గ్లైకోలిసిస్
Gneiss,గ్నిస్
सुवर्ण क्रांती,గోల్డెన్ రివల్యూషన్
ग्रेडिंग,గ్రేడింగ్
कलम केलेला वनस्पती,అంటు వేసిన మొక్క
कलम-विसंगत,అంటుకట్టుట-అపజయం
ग्रॅना,గ్రన్నా
ग्रॅन्युलेशन,గ్రాన్యులేషన్
ग्रीन खत,ఆకుపచ్చ ఎరువు
हरित क्रांती,హరిత విప్లవం
वाढ आणि विकास,పెరుగుదల మరియు అభివృద్ధి
गमोसिस,గుమ్మోసిస్
गायनोडिओसियस,గైనోడియోసియస్
पित्त नट,పిత్తాశయ గింజ
लसूण,వెల్లుల్లి
गर्बेरा,గెర్బెరా
Gherkin,గెర్కిన్
आले,అల్లం
ग्लॅडिओलस,గ్లాడియోలస్
बकरी तण (एजराटम),మేక కలుపు (అగెరాటమ్)
द्राक्षफळ,ద్రాక్షపండు
द्राक्षे,ద్రాక్ష
हिरवा हरभरा,ఆకుపచ్చ గ్రామ్
ग्रेव्हिया,గ్రెవియా
शेंगदाणे,వేరుశనగ
पेरू,గువా
गिनिया गवत,గినియా గడ్డి
पित्त मिज,పిత్తాశయ మిడ్జ్
गवत हॉपर,గడ్డి హాప్పర్
Gondhy बग,గుండీ బగ్
सवय,అలవాటు
गारा,వడగళ్ళు
केशरचना,హెయిరీ వెచ్
हॅलोफाइट,హలోఫైట్
हॅरो,హారో
कापणी निर्देशांक,హార్వెస్ట్ ఇండెక్స్
कापणी,హార్వెస్ట్
कापणी,హార్వెస్టింగ్
हॅच,హాచ్
गवत,హే
गवत,హేలేజ్
गवत,హేస్టాక్
धुके,పొగమంచు
हेझी,మబ్బుగా
प्रमुख (कृषी),తల (అగ్రో)
प्रमुख (चॅनेलचे),తల (ఛానెల్ యొక్క)
मागे जात आहे,వెనుకకు వెళుతుంది
हेज,హెడ్జ్
हेजिंग,హెడ్జింగ్
हेलिक्स,హెలిక్స్
हेमॅटाइट,హెమటైట్
औषधी वनस्पती,హెర్బ్
हर्बेरियम,హెర్బేరియం
औषधी वनस्पती,హెర్బిసైడ్
आनुवंशिकता,వంశపారంపర్యత
आत्मीयता,మతవిశ్వాశాల
हर्माफ्रोडाइट,హెర్మాఫ్రోడైట్
हेटरोक्रोमॅटिक,హెటెరోక్రోమటిక్
हेटरोफर्टिलायझेशन,హెటెరోఫెర్టిలైజేషన్
हेटरोसिस,హెటెరోసిస్
हेटरोसोम,హెటెరోసోమ్
हेटरोट्रोफ,హెటెరోట్రోఫ్
हेक्साप्लोइड,హెక్సాప్లాయిడ్
हायबरनेट,హైబర్నేట్
उच्च घनतेची लागवड,అధిక సాంద్రతగల నాటడం
हिल (तांदूळ),కొండ (బియ్యం)
हिस्टोग्राम,హిస్టోగ్రాం
हिटेक फलोत्पादन,హిటెక్ హార్టికల్చర్
पोळे,అందులో నివశించే తేనెటీగలు
होईंग,హూయింగ్
होल्डिंग,పట్టుకొని
होम फार्म,హోమ్ ఫామ్
होमिओस्टॅसिस,హోమియోస్టాసిస్
होमस्टीड,హోమ్‌స్టెడ్
एकसंधपणा,సజాతీయత
एकसंध,సజాతీయ
होमोलोगस,హోమోలోగస్
होमोझीगोटे,హోమోజైగోట్
हॉपर,హాప్పర్
होरायझन,హోరిజోన్
बागायती पिके,ఉద్యాన పంటలు
बागायती,హార్టికల్చర్
हॉर्टी-सिल्वी खेडूत शेती,హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్
होस्ट,హోస్ట్
गरम पाण्याचे उपचार,వేడి నీటి చికిత్స
हुल,హల్
आर्द्रता,తేమ
बुरशी,హ్యూమస్
भुंगा,హస్క్
हस्कर,హస్కర్
हस्किंग,హస్కింగ్
संकरित,హైబ్రిడ్
संकरीत,హైబ్రిడైజేషన్
हायड्रेशन,ఆర్ద్రీకరణ
हायड्रोलॉजी,హైడ్రాలజీ
हायड्रोलिसिस,జలవిశ్లేషణ
हायड्रोमीटर,హైడ్రోమీటర్
हायड्रोफिलस,హైడ్రోఫిలస్
हायड्रोपोनिक्स,హైడ్రోపోనిక్స్
हायड्रोस्फीअर,హైడ్రోస్పియర్
हायड्रोस्कोपीसीटी,జలవిద్యుత్
हायपरपॅरासाइट,హైపర్‌పారాసైట్
हायपरप्लासिया,హైపర్‌ప్లాసియా
हायफा,హైఫా
हायपोकोटाइल,హైపోకోటైల్
हायपोथेसिस,పరికల్పన
हिस्टेरिसिस (पाणी),గర్భసంచి
हेझेल नट,హాజెల్ గింజ
भांग,జనపనార
हेनबेन,హెన్‌బేన్
मेंदी,హెన్నా
हिबिस्कस,మందార
हॉप,హాప్
घोडा हरभरा,ఉలవలు
घोडा-डोळा-बीन,గుర్రం-కంటి-బీన్
मधमाशी,తేనెటీగ
हॉपर,హాప్పర్
बागायती,హార్టికల్చర్
हायड्रोलॉजिस्ट,హైడ్రాలజిస్ట్
सिटू ग्राफ्टिंग मध्ये,సిటు అంటుకట్టుటలో
ग्लासमध्ये,విట్రోలో
व्हिव्हो मध्ये,వివో లో
अंदाधुंदी,విచక్షణారహితం
कीटक,పురుగు
कीटक कीटक,పురుగుల తెగులు
कीटक,పురుగు
कीटकनाशक,పురుగుమందు
कीटकनाशक,పురుగుమందు
इन्सोलेशन,ఇన్సోలేషన్
अघुलनशील,కరగని
इन्स्टार (कीटक),నాడులు
इन्सुलेटर,ఇన్సులేటర్
एकात्मिक रोग व्यवस्थापन,ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్
एकात्मिक पोषक व्यवस्थापन,ఇంటిగ్రేటెడ్ పోషక నిర్వహణ
एकात्मिक कीटक व्यवस्थापन,ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్
तीव्रता,తీవ్రత
गहन,ఇంటెన్సివ్
इंटरपॉप,ఇంటర్‌క్రాప్
परस्परसंवाद (परस्परसंवाद),(పరస్పర కల్చే
व्याज,వడ్డీ
इंटर्नोड,ఇంటర్నోడ్
इंटरफेस (सेल विभाग),కణ విభజన
इंटरपोलेशन,ఇంటర్‌పోలేషన్
आंतर-वृद्ध,ఇంటర్-స్టెరైల్
यादी,జాబితా
उलटा,విలోమం
Incocre,Insucre
आयन,అయాన్
इरिडिएशन,వికిరణం
सिंचन,నీటిపారుదల
आयएसओ les लेल्स,ISO యుగ్మ వికల్పాలు
आयएसओ उत्पादन वक्र,ISO ఉత్పత్తి వక్రత
आयसोबार,ఐసోబార్
Isogamy,ఐసోగామి
अलगाव अंतर,ఐసోలేషన్ దూరం
आयसोप्लॉइड,ఐసోప్లాయిడ్
आयसोक्वांट,ఐసోక్వాంట్
समस्थानिक,ఐసోటోప్
भारतीय बर्च,ఇండియన్ బిర్చ్
भारतीय निळा पाइन,ఇండియన్ బ్లూ పైన్
भारतीय चेरी,భారతీయ చెర్రీ
भारतीय जुनिपर,భారతీయ జునిపెర్
भारतीय किनो वृक्ष,భారతీయ కినో చెట్టు
भारतीय लॉरल ट्री,భారతీయ లారల్ చెట్టు
भारतीय वेडा,భారతీయ పిచ్చి
भारतीय मॅडलर,ఇండియన్ మాడ్లర్
भारतीय पोडो फिलम,ఇండియన్ పోడో ఫైలం
इंडिगो,ఇండిగో
इटालियन बाजरी,ఇటాలియన్ మిల్లెట్
आयव्हरी ट्री,ఐవరీ ట్రీ
आयव्ही गॉर्ड/लिटल लबाडी,ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ
गूळ,బెల్లం
जपोनिका तांदूळ,జపోనికా రైస్
जॅसिड,జాసిద్
जावानिका तांदूळ,జవానికా రైస్
जेलिंग,జెల్లింగ్
झूम शेती,H ుమ్ సాగు
जंपिंग जीन,జంపింగ్ జన్యువు
जंक डीएनए,జంక్ DNA
किशोर टप्पा,బాల్య దశ
जकारांडा,జాకరంద
फणस,జాక్‌ఫ్రూట్
जामुन,జామున్
चमेली,జాస్మిన్
जट्टी खट्टी,జట్టి ఖట్టి
जॅट्रोफा,జాట్రోఫా
Jute,జనపనార
जॅसिड्स,జాసిడ్స్
काओलिन,కయోలిన్
Kaolinite,KAOLINITE
Kaolinite,KAOLINITE
कॅरीन्चीमा,కారింగైమా
Karyodesma,కారియోడెస్మా
Karyogamy,కార్యోగామి
कॅरोग्राम (इडिओग्राम),కర్ణభ్యాసనము
Karyokinesis,కారియోకినిసిస్
कॅरोलॉजी,కార్యాలజీ
कॅरोलिसिस,కారియోలిసిస్
कॅरियन,కారియన్
कॅरिओटाइप,కార్యోటైప్
केल्प (एकपेशीय वनस्पती),అల్గ
केल्विन सायकल,కెల్విన్ సైకిల్
केराटिन,కెరాటిన్
कर्नल,కెర్నల్
खैरा रोग,ఖైరా వ్యాధి
खरीफ,ఖరీఫ్
विनोद,తమాషా
किनेटोचोर,కైనెటోచోర్
किचन गार्डन,వంటగది తోట
क्लेनफिल्टर सिंड्रोम,క్లీన్ఫిల్టర్ సిండ్రోమ్
क्लेनो फ्रॅगमेंट,Klenow భాగం
नॉचिंग,ముడి
कोचचे पोस्ट्युलेट,కోచ్ యొక్క పోస్టులేట్
कोप्पेनचे वर्गीकरण (हवामान),కొరిమి
क्रेब्स सायकल,క్రెబ్స్ చక్రం
कुर्टोसिस,కుర్టోసిస్
केव्हीके (कृषी विगीयन केंद्र),KVK
कडम,కడమ్
काळे,కాలే
कॅन्स गवत,కాన్స్ గడ్డి
कारोंडा,కరోండా
"मूत्रपिंड बीन, राजमाह","కిడ్నీ బీన్, రాజ్మా"
किविफ्रीट,కివిఫ్రియుట్
नोल खोल,నోల్ ఖోల్
कोडाम्पुली,కోడాంపులి
कोडो बाजरी,కోడో మిల్లెట్
कोकम बटर ट्री (मॅंगोस्टीन),కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్)
खाप्रा बीटल,ఖాప్రా బీటిల్
एल.डी. 50 (प्राणघातक डोस 50),L.D.50 (ప్రాణాంతక మోతాదు 50)
लॅब टू लँड,ల్యాబ్ టు ల్యాండ్
लेबल,లేబుల్
श्रम,శ్రమ
लाख ऑपेरॉन मॉडेल,లాక్ ఒపెరాన్ మోడల్
स्तनपान,చనుబాలివ్వడం
दुग्धशर्करा,క్షీరసమూరం
दुग्धशर्करा,లాక్టోస్
लॅगिंग स्ट्रँड,లాగింగ్ స్ట్రాండ్
लॅम्बडा क्लोनिंग वेक्टर,లాంబ్డా క్లోనింగ్ వెక్టర్
लॅमिनेर एअर प्रवाह,లామినార్ గాలి ప్రవాహం
दिवा ब्रश गुणसूत्र,దీపం బ్రష్ క్రోమోజోమ్
जमीन,భూమి
जमीन क्षमता वर्गीकरण,భూమి సామర్థ్య వర్గీకరణ
जमीन क्षमता नकाशा,భూమి సామర్థ్య పటం
जमीन अधोगती,భూమి క్షీణత
जमीन समकक्ष प्रमाण,భూమి సమాన నిష్పత్తి
जमीन समतल,ల్యాండ్ లెవలింగ్
जमीन पुनर्प्राप्ती,భూమి పునరుద్ధరణ
लँडस्केपींग,ల్యాండ్ స్కేపింగ్
जमीन योग्यता,భూమి అనుకూలత
जमीन वापर नमुना,భూ వినియోగ విధానం
लॅन्जरहन्स पेशी,లాంగర్‌హాన్స్ కణాలు
लॅप्स रेट,లోపం రేటు
अळ्या,లార్వా
विलंब,జాప్యం
सुप्त,గుప్త
सुप्त संक्रमण,గుప్త సంక్రమణ
बाजूकडील,పార్శ్వ
नंतरच्या माती,లాటరైట్ నేలలు
लेटेक्स,రబ్బరు పాలు
लॅथिरिझम,లాథరిజం
लॅटिन स्क्वेअर डिझाइन (एलएसडी),లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి)
जाळी,లాటిస్
तडजोडीच्या फायद्याचा कायदा,కంపన ప్రయోజనం యొక్క చట్టం
निरंतर परतावा कायदा,స్థిరమైన రాబడి యొక్క చట్టం
क्षीण परतावा कायदा,రాబడిని తగ్గించే చట్టం
वाढत्या रीटन्सचा कायदा,పెరుగుతున్న చట్టం
मर्यादित घटकांचा कायदा,కారకాలు పరిమితం చేసే చట్టం
किमान कायदा,కనీస చట్టం
प्रतिस्थापनाचा कायदा,ప్రత్యామ్నాయ చట్టం
चल प्रमाणात कायदा,వేరియబుల్ నిష్పత్తుల చట్టం
थर,పొర
लेआउट,లేఅవుట్
लीचेट,లీచేట్
लीचिंग कार्यक्षमता,లీచింగ్ సామర్థ్యం
लीचिंग आवश्यकता,లీచింగ్ అవసరం
अग्रगण्य स्ट्रँड,ప్రముఖ స్ట్రాండ్
पानांचे क्षेत्र कालावधी,ఆకు ప్రాంతం వ్యవధి
लीफ एरिया इंडेक्स,ఆకు ప్రాంత సూచిక
लीफ एरिया रेशो,ఆకు ప్రాంత నిష్పత్తి
लीफ खाण कामगार,ఆకు మైనర్
लीफ टेस्टिंग,ఆకు పరీక్ష
पान,ఆకు
पत्रक,కరపత్రం
लीज,లీజు
शेंगा,చిక్కుళ్ళు
लीसा - (कमी उर्जा इनपुट टिकाऊ शेती),లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం)
लेन्टिसेल,లెంటిసెల్
लेन्टो केशिका बिंदू,లెంటో క్యాపిల్లరీ పాయింట్
लेपटोनमा,లెప్టోనెమా
लेप्टोस्पायरोसिस,లెప్టోస్పిరోసిస్
लेरो-मॉर्फिक,లెరో-మార్ఫిక్
घाव,గాయం
प्राणघातक उत्परिवर्तन,ప్రాణాంతక మ్యుటేషన్
ल्युकोप्लास्ट,ల్యూకోప్లాస్ట్
स्तरीय टेरेस,స్థాయి టెర్రేస్
लेव्हलर (लेव्हलर),లెవెలర్
समतल (जमीन),స్థాయి స్థాయికిట
ले शेती,లే వ్యవసాయం
लिबिगचा किमान कायदा,లైబిగ్ యొక్క కనీస చట్టం
बंधन,లిగేషన్
हलकी भरपाई बिंदू,తేలికపాటి పరిహారం పాయింట్
हलकी संपृक्तता तीव्रता,కాంతి సంతృప్త తీవ్రత
प्रकाश ट्रान्समिशन रेशो,కాంతి ప్రసార నిష్పత్తి
हलका सापळा,లైట్ ట్రాప్
मर्यादा,పరిమితి
मर्यादा,పరిమితి
मर्यादित घटक,పరిమితం చేసే కారకం
लिमोनाइट,లిమోనైట్
ओळ,లైన్
रेखीय प्रतिसाद,సరళ ప్రతిస్పందన
दुवा,అనుసంధానం
दुवा गट,అనుసంధాన సమూహం
लिंकर,లింకర్
लिंट इंडेक्स,లింట్ ఇండెక్స్
लाइन्टर्स,Linters
लिपिड,లిపిడ్
लिपोलिसिस,లిపోలిసిస్
लिक्विडेशन,లిక్విడేషన్
लिस्टर,లిస్టర్
लिस्टर,లిస్టర్
सूची,జాబితా
लिथोस्फीयर,లిథోస్పియర్
कचरा,లిట్టర్
लाइव्ह मल्च,లైవ్ మల్చెస్
लिव्हरवॉर्ट,లివర్‌వోర్ట్
पशुधन,పశువులు
स्थानिक नियंत्रण,స్థానిక నియంత్రణ
लोकस,లోకస్
टोळ,మిడుత
लॉजिंग (पीक निवास),బస (పంట బస)
Lodicule,లోడిక్యూల్
लोस,Wheess
लॉगरथिमिक ट्रान्सफॉर्मेशन,లోగార్తిమిక్ పరివర్తన
लांब -दिवस वनस्पती,లాంగ్ - డే మొక్క
लाँग वेव्ह रेडिएशन,లాంగ్ వేవ్ రేడియేషన్
लूप,లూప్
लोपिंग,లాపింగ్
लाकूड,కలప
लक्स,లక్స్
लक्झरी वापर (पोषक),లగ్జరీ వినియోగం (పోషకం)
लक्झरी जीन्स,లగ్జరీ జన్యువులు
लाइकोपीन,లైకోపీన్
लिम्फ,శోషరస
लायसिमीटर,లైసిమీటర్
सेलचे लिसिस,సెల్ యొక్క లైసిస్
लायझोनी,లైసోజెని
लायसोसोम,లైసోజోమ్
लायझोझाइम,లైసోజైమ్
लाख वृक्ष,లాక్ ట్రీ
लाख,లక్ష
"बाईची बोट, भेंडी","లేడీ ఫింగర్, ఓక్రా"
लँड कॅलट्रॉप्स,భూమి కాల్‌ట్రోప్‌లు
लँटाना,లాంటానా
लॅथिरस,లాథైరస్
लीक,లీక్
गवती चहा,నిమ్మ గడ్డి
लिंबू,నిమ్మకాయ
मसूर,కాయధాన్యం
लेक्वोरिस,లెక్వోరిస్
कोशिंबिरीसाठी वापरण्यात येणारा एक पाला व त्याचे झाड,పాలకూర
कमळ,లిల్లీ
चुना,సున్నం
अलसी,లిన్సీడ్
लिची,లిట్చి
लहान बाजरी,సామలు
लांब खरबूज,పొడవైన పుచ్చకాయ
लांब मिरपूड,పొడవైన మిరియాలు
Loquat,లోక్వాట్
कमळ,లోటస్
Lurcerne,లార్సెర్న్
लाख कीटक,లాక్ క్రిమి
लेडी बर्ड बीटल,లేడీ బర్డ్ బీటిల్
लीफ खाण कामगार,ఆకు మైనర్
लीफ रोलर,ఆకు రోలర్
लीफ वेबर,ఆకు వెబ్బర్
टोळ,మిడుత
मॅक्रो इव्होल्यूशन,స్థూల పరిణామం
मॅक्रोक्लीमेट,మాక్రోక్లైమేట్
मॅक्रोमोलिक्यूल,స్థూల కణాలు
मॅक्रोमेशन,స్థూల
मॅक्रोन्यूट्रिएंट,మాక్రోన్యూట్రియంట్
मॅक्रोपोरेस,మాక్రోపోర్స్
मॅगगॉट,మాగ్గోట్
मॅग्मा,మాగ్మా
मॅग्नेशिया,మెగ్నీషియా
मॅग्नेशियम,మెగ్నీషియం
चुंबकीय स्टिरर,మాగ్నెటిక్ స్టిరర్
परिमाण,పరిమాణం
महुआ केक,మహువా కేక్
देखभालकर्ता ओळ,మెయింటెనర్ లైన్
देखभाल,నిర్వహణ
मका शेलर,మొక్కజొన్న షెల్లర్
नर निर्जंतुकीकरण,మగ శుభ్రత
विकृती,వైకల్యం
विकृती,ప్రాణాంతకత
कुपोषण,పోషకాహార లోపం
गैरवर्तन,దుర్వినియోగం
माल्टिंग,మాల్టింగ్
व्यवस्थापक,మాంగర్
खारफुटी,మడ అడవులు
मॅनोमीटर,మనోమీటర్
मॅनोमीटर,మనోమీటర్
मॅन्टिसा (लॉगरिदमचा),మాంటిస్సా (లోగారిథం యొక్క)
खत,ఎరువు
खनिज,ఎరువు
सीमान्त,ఉపాంత
सीमान्त खर्च,ఉపాంత వ్యయం
सीमान्त जमीन,ఉపాంత భూమి
सीमान्त उत्पादन,ఉపాంత ఉత్పత్తి
सीमान्त परतावा,ఉపాంత రాబడి
सागरी,మెరైన్
मार्कर (अनुवांशिक),గుర్తు
बाजार,సంత
विक्रेता,విక్రయించదగినది
विक्रेता अधिशेष,విక్రయించదగిన మిగులు
विपणन अधिशेष,మార్కెట్ మిగులు
विपणन,మార్కెటింగ్
मार्श,మార్ష్
मोठा प्रवाह,ద్రవ్యరాశి ప్రవాహం
वस्तुमान निवड,సామూహిక ఎంపిక
मास-स्पेक्ट्रोमीटर,మాస్-స్పెక్ట్రోమీటర్
मास्ट,మాస్ట్
मातृ वारसा,తల్లి వారసత్వం
वीण,సంభోగం
मॅट्रिक क्षमता,మెట్రిక్ సంభావ్యత
परिपक्वता,పరిపక్వత
परिपक्वता (पीक),పరిపక్వత (పంట)
जास्तीत जास्त उपलब्ध पाणी,గరిష్టంగా అందుబాటులో ఉన్న నీరు
जास्तीत जास्त पीक,గరిష్ట పంట
जास्तीत जास्त अवशेष मर्यादा,గరిష్ట అవశేష పరిమితి
जास्तीत जास्त टिकाऊ उत्पन्न,గరిష్ట స్థిరమైన దిగుబడి
जास्तीत जास्त थर्मामीटर,గరిష్ట థర్మామీటర్
जास्तीत जास्त पाणी धारण करण्याची क्षमता,గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం
कुरण बाग,మేడో ఆర్చర్డింగ్
मीली,మీలీ
म्हणजे विचलन,సగటు విచలనం
म्हणजे जीवन (अणु),సగటు జీవితం (అణు)
म्हणजे समुद्राची पातळी,సముద్ర మట్టం సగటు
सरासरी चौकोन,చదరపు అర్థం
उपाय,కొలత
मोजमाप,కొలత
यांत्रिक,యాంత్రిక
यांत्रिक विश्लेषण (माती),యాంత్రిక విశ్లేషణ
यांत्रिक प्रतिबिंब,యాంత్రిక ఇంపెడెన్స్
यांत्रिकी शेती,యాంత్రిక వ్యవసాయం
मध्यम,మధ్యస్థ
औषधी वनस्पती,Plant షధ మొక్క
भूमध्य हवामान,మధ్యధరా వాతావరణం
मेगागॅमेटोजेनेसिस,మెగాగామెటోజెనిసిస్
मेगास्पोरंगिया,మెగాస్పోరంగియా
मेगासपोर (मॅक्रोस्पोर),మహశితుడు
मेगास्पोरोजेनेसिस,మెగాస్పోరోజెనిసిస్
मेयोसिस,మియోసిస్
मधुर माती,మెలో నేల
डीएनए वितळविणे,DNA యొక్క ద్రవీభవన
पडदा फिल्टर,మెంబ్రేన్ ఫిల్టర్
मेंडेलियन वारसा,మెండెలియన్ వారసత్వం
मेंडेलिझम,మెండెలిజం
मेंडेलचा वारसा कायदा,మెండెల్ యొక్క వారసత్వ చట్టం
व्यापारी,సరుకుల
बुध,మెర్క్యురీ
मेरिस्टेम,మెరిస్టెమ్
मेसोक्लीमेट,మెసోక్లిమేట్
मेसोडर्म,మీసోడెర్మ్
मेसोफिल,మెసోఫిల్
मेसोफाइट,మెసోఫైట్
मेसो-पोर्स,మీసో-పోర్స్
मेसोस्फीअर,మెసోస్పియర్
मेसेंजर आरएनए (एम-आरएनए),దూత
चयापचय,జీవక్రియ
चयापचय,జీవక్రియలు
धातू धरण,మెటల్ డ్యామ్
मेटामॉर्फिक खडक,మెటామార్ఫిక్ రాళ్ళు
मेटामॉर्फोसिस,మెటామార్ఫోసిస్
मेटाफेस,మెటాఫేస్
मेटास्ट्रस,మెటాస్ట్రస్
मेटाक्सेनिया,మెటాక్సేనియా
हवामानशास्त्र,వాతావరణ శాస్త్రం
मेथेमोग्लोबिनेमिया,మెథెమోగ్లోబినేమియా
पद्धत प्रात्यक्षिक,పద్ధతి ప్రదర్శన
मीका,మైకా
मायक्रो बेसिन,మైక్రో బేసిన్
सूक्ष्म प्राणी,మైక్రో జంతుజాలం
सूक्ष्मजंतू,సూక్ష్మజీవి
मायक्रोबियल बायोमास कार्बन,సూక్ష్మజీవుల బయోమాస్ కార్బన్
मायक्रोबियल डीग्रेडेशन,సూక్ష్మజీవుల క్షీణత
सूक्ष्मजीव कीटकनाशक,సూక్ష్మజీవుల పురుగుమందు
मायक्रोबायोलॉजी,మైక్రోబయాలజీ
मायक्रोबायोटिक,సూక్ష్మజీవి
मायक्रोक्लीमेट,మైక్రోక్లైమేట్
मायक्रोइन्वायरनमेंट,సూక్ష్మ పర్యావరణం
मायक्रोफ्लोरा,మైక్రోఫ్లోరా
मायक्रोगामेटोजेनेसिस,మైక్రోగామెటోజెనిసిస్
सूक्ष्मकरण,మైక్రోర్రిగేషన్
मायक्रोमेटोरोलॉजी,మైక్రోమెటొరాలజీ
मायक्रोन्यूट्रिएंट,మైక్రోన్యూట్రియంట్
मायक्रोप्लॉट,మైక్రోప్లాట్
मायक्रोपोर,మైక్రోపోర్
मायक्रोपाईल,మైక్రోపైల్
मायक्रोस्कोपी,మైక్రోస్కోపీ
मायक्रोस्पोरॅंगियम,మైక్రోస్పోరింగియం
मायक्रोस्पोर संस्कृती,మైక్రోస్పోర్ సంస్కృతి
मायक्रोस्पोर मदर सेल,మైక్రోస్పోర్ మదర్ సెల్
मायक्रोस्पोर,మైక్రోస్పోర్
मायक्रोटोम,మైక్రోటోమ్
