Kannada,Assamese
ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು,শুকান ৰবৰৰ শিলৰ কাম
ಡಚ್ ಬಾಂಡ್,ডাচ বণ্ড
ಕುಬ್ಜ ಗೋಡೆ,বামন দেৱাল
ವಸತಿ ಘಟಕ,বাসস্থানৰ ইউনিট
ಈವ್,ইভ
ಈವ್ಸ್ ಗಟರ್,ইভছ নালা
ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ,অৰ্থনৈতিক সম্ভাৱনীয়তা
ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,বহিঃগতিশীল মাটি
ಸುಳಿ,এডি
ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ,ফলপ্ৰসূ আকাৰ
ಪುಷ್ಪಮಯ,ফুলৰ ফুলনি
ಹೊರಹರಿವು,এফ্লুৱেণ্ট
ಎತ್ತರ,উচ্চতা
ಎಲುವಿಯೇಶನ್,এলুভিয়েচন
ಎಲುವಿಯಮ್,এলুভিয়াম
ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,এণ্ডোডাইনামৰ্ফিক মাটি
ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ,অভিযান্ত্ৰিক সম্ভাৱনীয়তা
ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್,ইংৰাজী বণ্ড
ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್,ইংৰাজী বাগিচাৰ দেৱালৰ বণ্ড
"EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;","ইপিএম (প্ৰতি মিলিয়নৰ সমতুল্য),&quot;"
ಸಮಾನ ತೂಕ,সমতুল্য ওজন
ಉದಾ,Erg
ವಿನಿಮಯ ಮಾಡಬಹುದಾದ,বিনিময়যোগ্য
ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ,বিনিময়যোগ্য এচিডিটি
ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP),বিনিময়যোগ্য ছডিয়াম শতাংশ (ESP)
ಇ.ಎಸ್.ಪಿ.,ই এছ পি.
ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ,বিনিময় এচিডিটি
ವಿನಿಮಯ ಸಂಕೀರ್ಣ,এক্সচেঞ্জ কমপ্লেক্স
ನಿಷ್ಕಾಸ,নিষ্কাশন
ಬಹಿರಂಗ ಮುಕ್ತಾಯ,উন্মুক্ত ফিনিচিং
ಕಣ್ಣು,নয়ন
ಕಣ್ಣು ಹುಬ್ಬು,চকুৰ ভ্ৰূ
ಎದುರಿಸುತ್ತಿದೆ,মুখামুখি
ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ,বন্ধনৰ সন্মুখীন হোৱা
ಸುರಕ್ಷತೆಯ ಅಂಶ,সুৰক্ষাৰ কাৰক
ಪತನ,পৰি যোৱা
ಫೇಶಿಯಾ,ফেচিয়া
ಫೇಶಿಯಾ ಬೋರ್ಡ್,ফেচিয়া বৰ্ড
ದೋಷ,দোষ
ಕ್ಷೇತ್ರ ತೇವಾಂಶ,পথাৰ আৰ্দ্ৰতা
ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ,চূড়ান্ত আৰ্দ্ৰতাৰ সমতুল্য
ಫಿಲೆಟ್ (ಗಾರೆ),ফিলেট (মৰ্টাৰৰ)
ಅಂತಿಮ,চূড়ান্ত
ಅಂತಿಮ ಮಾಪನ,চূড়ান্ত জোখ-মাখ
ಅಂತಿಮ ಪಾವತಿq,চূড়ান্ত পেমেণ্টq
ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ,চূড়ান্ত প্ৰি ষ্ট্ৰেছ
ಅಂತಿಮ ಒತ್ತಡ,চূড়ান্ত উত্তেজনা
ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ,আৰ্থিক সম্ভাৱনীয়তা
ಉತ್ತಮವಾದ ಒಟ್ಟು,মিহি গোটা পদাৰ্থ
ಬಿರುಕುಗೊಂಡ ಬಂಡೆ,ছিন্নভিন্ন শিল
ಧ್ವಜದ ಕಲ್ಲು,পতাকা শিল
ಫ್ಲೆಮಿಶ್ ಬಂಧ,ফ্লেমিছ বন্ধন
ಮಿನುಗುತ್ತಿದೆ,ফিচফিচাই থকা
ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್,ঝলমলীয়া ধাৰা
ಫ್ಲಾಟ್ ಛಾವಣಿ,সমতল চাল
ಫ್ಲೆಚೆ,ফ্লেচে
ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್,ফ্লেমিছ বাগিচাৰ দেৱালৰ বন্ধন
ಫ್ಲಿಂಟ್,ফ্লিন্ট
ಫ್ಲಿಂಟ್ ಗೋಡೆ,ফ্লিণ্টৰ দেৱাল
ತೇಲುವ ಮಹಡಿ,ভাসমান মজিয়া
ಫ್ಲೋಕ್ಯುಲೇಷನ್,ফ্লকুলেচন
ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ,ফ্লকুলেচন সীমা
ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ,ফ্লকুলেচন অনুপাত
ಫ್ಲೋಕಲ್ಸ್,ফ্লকুলেছ
ಮಹಡಿ,মজিয়া
ಮಹಡಿ ಮುದ್ರೆ,মজিয়াৰ ছীল
ಹರಿವು,বৈ অহা
ಏರಿಳಿತ,উঠা-নমা
ಕಾಲಿಡುವುದು,ফুটিং
ಅಡಿಪಾಯ,ভেঁটি
ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್,ফ্ৰী ফ&#39;ল বেৰ&#39; টপিং মিক্সাৰ
ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ),ফ্ৰী ফ&#39;ল মিক্সাৰ (ড্ৰাম টাইপ)
ಉಚಿತ ಕಲ್ಲು,মুক্ত শিল
ಫ್ರೆಶ್ಸೆಟ್,ফ্ৰেছেট
ಘರ್ಷಣೆ ರಾಶಿ,ঘৰ্ষণৰ স্তূপ
ಕಪ್ಪೆ,ভেকুলী
ಗೇಬಲ್,গেবল
ಗ್ಯಾಬ್ಲೆಟ್,গেবলেট
ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ,গাম্ব্ৰেলৰ চাল
ಗೇಜ್,জোখ লোৱা
ಅಳತೆ ವಿಭಾಗ,গেজিং অংশ
ಮಾಪಕ ನಿಲ್ದಾಣ,গেজিং ষ্টেচন
ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ,সাধাৰণ স্থান পৰিকল্পনা
ಸಾಮಾನ್ಯ ವಾತಾಯನ,সাধাৰণ বায়ু চলাচল
ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್,G দিগন্ত বা গ্লে দিগন্ত
ತನಕ ಗ್ಲೇಶಿಯಲ್,হিমবাহৰ টিল
ಗ್ನೀಸ್,গ্নেইছ
ಸರಕುಗಳ ಅಂಗಳ,সামগ্ৰীৰ চোতাল
ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ,গ্ৰেডিয়েণ্ট ৰেজিষ্টেন্স
ಗ್ರಾನೈಟ್,গ্ৰেনাইট
ಹರಳಿನ ರಚನೆ,দানাদাৰ গঠন
ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್,গ্ৰেনুলেচন
ಗ್ರ್ಯಾನ್ಯೂಲ್,গ্ৰেনুল
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು,মহাকৰ্ষণীয় পানীমুক্ত পানী
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ,মহাকৰ্ষণীয় চোতাল
ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು,মহান মাটিৰ গোট
ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ,গ্ৰীলেজ ফাউণ্ডেচন
ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್,গ্ৰাউণ্ড হেণ্ড মল্ডিং
ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್,গ্ৰুপ কৰা ডক
ಗುಂಪು ವಸತಿ,গ্ৰুপ হাউছিং
ಅತಿಥಿ ಕೊಠಡಿ,অতিথিশালা
ಗಟಾರ,নালা
ಗಟಾರ ಹೊರುವವನು,নালা বাহক
ಗಟರ್ ಚೆಕ್,নালা পৰীক্ষা
ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್,হাতুৰীৰে ড্ৰেছিং
ಬಂದರು,বন্দৰ
ಆಶ್ರಯ ಬಂದರು,আশ্ৰয়ৰ বন্দৰ
ಹಾರ್ಡ್ ಪ್ಯಾನ್,কঠিন কেৰাহী
ಶಿರೋಲೇಖ,হেডাৰ
ಹೆಡರ್ ಬಾಂಡ್,হেডাৰ বণ্ড
ಹೆಡರ್ ಕೋರ್ಸ್,হেডাৰ পাঠ্যক্ৰম
ಹೆಡ್ ಗೇಟ್ ರಚನೆ,হেড গেটৰ গঠন
ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ,খালৰ মূৰ
ಮುಖ್ಯ ನಿಯಂತ್ರಕ,হেড ৰেগুলেটৰ
ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ,হেৰিং হাড়ৰ বন্ধন
ಹಾರ್ಟಿಂಗ್,হৃদয়স্পৰ্শী
ತೇವಗೊಳಿಸುವ ಶಾಖ,তিয়াই থোৱাৰ তাপ
ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್,উচ্চ এলুমিনা চিমেণ্ট
ಹಿಪ್,কঁকাল
ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್,হিপ কেপিং
ಹಿಪ್ಡ್ ಎಂಡ್,হিপড এণ্ড
ಹುಡ್,ডকাইত
ಹುಡ್ ಮೋಲ್ಡಿಂಗ್,হুড মল্ডিং
ಹುಕ್ ಕಾನೂನು,হুক’ৰ আইন
ಹೂಪ್ ಕಬ್ಬಿಣ,হুপ লোহা
ಹಾರಿಜಾನ್,দিগন্ত
ಆರ್ದ್ರತೆ,আৰ্দ্ৰকৰণ
"ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ","আৰ্দ্ৰতা, নিৰপেক্ষ"
"ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ","আৰ্দ্ৰতা, আপেক্ষিক"
ಹಂಪ್ ಯಾರ್ಡ್,হাম্প চোতাল
ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ,হাইড্ৰলিক চাপ
ಜಲಸಂಚಯನ,জলসিঞ্চন
ಜಲವಿಚ್ಛೇದನ,হাইড্ৰ’লাইছিছ
ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ,হাইড্ৰ’লাইটিক এচিডিটি
ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು,জলৰূপী মাটি
ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್,হাইড্ৰফিলিক কলয়ড
ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್,হাইড্ৰ’ফ’বিক কলয়ড
ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ,হাইড্ৰ’ষ্টেটিক চাপৰ অনুপাত
ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ,হাইগ্ৰ’স্কেপ্টিক সহগ
ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ,হাইগ্ৰস্কোপিক আৰ্দ্ৰতা
ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ,হাইড্ৰস্কোপিচিটি
ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ,হাইগ্ৰস্কোপিক আৰ্দ্ৰতা
ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್,হাইপাৰবেৰিক চেম্বাৰ
ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್,হাইপাৰষ্টেটিক ফ্ৰেম
ಹೈಪ್ಸೋಮೀಟರ್,হাইপছ’মিটাৰ
ಇಲ್ಯುಮಿನೇಷನ್,আলোকসজ্জা
ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ,ইম্বিবেচন আৰ্দ্ৰতা
ಬಲಿಯದ ಮಣ್ಣು,অপৰিপক্ক মাটি
ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್,জব্দ কৰা ডক
ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ,ভূমিৰ ৰাজহ বৃদ্ধি
ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್,স্বতন্ত্ৰ মৰাপাট
ಇಂಡರೇಟೆಡ್,কঠিন
ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್,প্ৰাৰম্ভিক প্ৰিষ্ট্ৰেছ
ಆರಂಭಿಕ ಒತ್ತಡ,প্ৰাৰম্ভিক উত্তেজনা
ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು,অভ্যন্তৰীণ জলপথ বন্দৰ
ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್,ইনচুলেটিং বৰ্ড
ಮಧ್ಯಂತರ ಬಂದರು,মধ্যৱৰ্তী বন্দৰ
ಆಂತರಿಕ ಘರ್ಷಣೆ,আভ্যন্তৰীণ ঘৰ্ষণ
ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು,ইন্ট্ৰাজ’নেল মাটি
ಅಯಾನು,আয়ন
ಅಯಾನು ವಿನಿಮಯ,আয়ন বিনিময়
ಕಬ್ಬಿಣದ ಪ್ಯಾನ್,লোহাৰ কেৰাহী
ನೀರಾವರಿ ಭೂಮಿ,জলসিঞ্চিত মাটি
ನೀರಾವರಿ,জলসিঞ্চন
ನೀರಾವರಿ ಸೆಸ್,জলসিঞ্চনৰ চেছ
ಜಾಂಬ್,জাম্ব
ಜೋಗಲ್,জগল কৰক
ಜೋಗಲ್ ಪಿನ್,জগল পিন
ಜೂಲ್,জৌলে
ಜಂಪರ್,জাম্পাৰ
ಕಿಲೋಗ್ರಾಂ,কিলোগ্ৰাম
ಕಿಲೋಗ್ರಾಂ ಬಲ,কিলোগ্ৰাম বল
ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್,কিলোগ্ৰাম বল মিটাৰ
ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ,কিলোৱাট ঘন্টা
ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ,ৰজা বন্ধ
ಅಡಿಗೆ,পাকঘৰ
ಲೇಸ್ಡ್ ಕಾಲಮ್,লেচযুক্ত স্তম্ভ
ಹಿಂದುಳಿದಿದೆ,পিছ পৰি থকা
ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್,লেমেলা শিপা
ಲ್ಯಾಮಿನಾರ್ ಹರಿವು,লেমিনাৰ প্ৰবাহ
ದೀಪದ ರಂಧ್ರ,লেম্পৰ ফুটা
ಭೂಮಿ ಸಂಚಯ,ভূমি বৃদ্ধি
ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್,ভূমি পিছলি যোৱা
ಲ್ಯಾಟರೈಟ್,লেটাৰাইট
ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು,লেটাৰাইট মাটি
ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು,বৃহৎ সংখ্যকৰ নিয়ম
ಲೇಔಟ್ ಯೋಜನೆ,বিন্যাস পৰিকল্পনা
ಖಾತಾ ಪುಸ್ತಕ,লেজাৰ
ಸುಣ್ಣದ ಪ್ಯಾನ್,চূণৰ কেৰাহী
ಲಿಂಟೆಲ್,লিণ্টেল
ದ್ರವ ಮಿತಿ,তৰল সীমা
ಲೈವ್ ಲೋಡ್,লাইভ লোড
ಲೋಮ್,লোম
ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ,স্থানীয় এক্সজেষ্ট ভেণ্টিলেচন
ಲೋಕೋ ಅಂಗಳ,লোকো চোতাল
ಲೋಸ್,ল&#39;ছ
ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ,প্লাষ্টিকৰ সীমা কম কৰা
ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್,কম তাপত চিমেণ্ট
ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್,মেচিন মল্ডিং
ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್,বৃহৎ গঠন
ಮುಖ್ಯ ನಿಯಂತ್ರಕ,মূল মূৰ নিয়ন্ত্ৰক
ಮುಖ್ಯ ಬಂದರು,মূল বন্দৰ
ಮೇಕಪ್ ಗಾಳಿ,মেকআপ এয়াৰ
ಮನ್ಸಾರ್ಡ್,মানচাৰ্ড
ಮಾರ್ಷಲಿಂಗ್ ಯಾರ್ಡ್,মাৰ্শ্বেলিং গজ
ಕಲ್ಲುಗಾರಿಕೆ,শিলৰ কাম
ಪಕ್ವವಾಗುತ್ತಿರುವ ತಾಪಮಾನ,পৰিপক্ক উষ্ণতা
ಮೆಜ್ಜನೈನ್ ಮಹಡಿ,মেজেনিন মজিয়া
ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ,যান্ত্ৰিক বিশ্লেষণ
ಯಾಂತ್ರಿಕ ವಾತಾಯನ,যান্ত্ৰিক বায়ু চলাচল
ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ,মেট্ৰিক ব্যৱস্থা
ಸೂಕ್ಷ್ಮ ರಚನೆ,অণুগাঁথনি
ಮಿಲಿ ಸಮಾನ,মিলি সমতুল্য
ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿ ಸಮಾನ,প্ৰতি লিটাৰত মিলি সমতুল্য
ಖನಿಜ,খনিজ পদাৰ্থ
ಖನಿಜ ಮಣ್ಣು,খনিজ মাটি
ಚಿಕ್ಕ ಬಂದರು,সৰু বন্দৰ
ಮಿಟ್ರೆಡ್ ಮುಚ್ಚುವಿಕೆ,মাইট্ৰেড বন্ধ
ಮೊಬೈಲ್ ಮಣ್ಣಿನ ಕೊಲೊಯ್ಡ್,চলন্ত মাটিৰ কলয়ড
ತೇವಾಂಶ,আৰ্দ্ৰতা
ತೇವಾಂಶ ಗ್ರೇಡಿಯಂಟ್,আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট
ಏಕಶಿಲೆ,মনোলিথ
ಮೊನೊರೈಲ್,মনোৰেল
ರಾಷ್ಟ್ರೀಯ ಬಂದರು ಮಂಡಳಿ,ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ
ನೈಸರ್ಗಿಕ ಹಾಸಿಗೆ,প্ৰাকৃতিক বিচনা
ನೈಸರ್ಗಿಕ ಮುಕ್ತಾಯ,প্ৰাকৃতিক ফিনিচিং
ನೈಸರ್ಗಿಕ ಬಂದರು,প্ৰাকৃতিক বন্দৰ
ನೈಸರ್ಗಿಕ ವಾತಾಯನ,প্ৰাকৃতিক বায়ু চলাচল
ನೌಕಾ ಬಂದರು,নৌসেনাৰ বন্দৰ
ನ್ಯೂಟನ್,নিউটন
ಏಕರೂಪವಲ್ಲದ ಹರಿವು,নন ইউনিফৰ্ম প্ৰবাহ
ನೀರಿನ ದರವನ್ನು ಆಕ್ರಮಿಸುತ್ತದೆ,পানীৰ হাৰ দখল কৰে
ಎಣ್ಣೆ ಬಣ್ಣ,তেলৰ ৰং
ತೈಲ ಬಾವಿ ಸಿಮೆಂಟ್,তেলৰ কুঁৱাৰ চিমেণ্ট
ಚಾನಲ್ ಹರಿವನ್ನು ತೆರೆಯಿರಿ,মুকলি চেনেলৰ প্ৰবাহ
ಆಪ್ಟಿಮಮ್ ಆರ್ದ್ರತೆ,অনুকূল আৰ্দ্ৰতা
ಸಾವಯವ ಮಣ್ಣು,জৈৱিক মাটি
ದೃಷ್ಟಿಕೋನ,অভিবিন্যাস
ಆರ್ಥೋಗೋನಲ್,অৰ্থোগনেল
ಒರ್ಟ್ಸ್ಟೈನ್,অৰ্টষ্টেইন
ಬಾಹ್ಯ ಸಂಕೇತ,বাহিৰৰ সংকেত
ಆಕ್ಸಿಡೀಕರಣ,অক্সিডেচন
ಪ್ಯಾಂಟ್ರಿ,পেণ্ট্ৰি
ಪ್ಯಾರಪೆಟ್,পেৰাপেট
ಪ್ಯಾರಪೆಟ್ ಗೋಡೆ,পেৰাপেটৰ দেৱাল
ಮೂಲ ವಸ್ತು,অভিভাৱকৰ সামগ্ৰী
ಬೆಣಚುಕಲ್ಲು ಎರಕಹೊಯ್ದ ಪ್ಲಾಸ್ಟರ್,শিলগুটি ঢালাই প্লাষ্টাৰ
ಪೆಡಲ್ಫರ್,পেডালফাৰ
ಪೆಡೋಕಲ್,পেড&#39;কেল
ಪೆಡೋಜೆನೆಸಿಸ್,পেড’জেনেছিছ
ಪೆಡೋಲಜಿ,পেড’লজি
ಪೀಡೋಸ್ಪಿಯರ್,পেড’স্ফিয়াৰ
ಪೆನೆಟ್ರೋಮೀಟರ್,পেনেট্ৰ’মিটাৰ
ಪೆಂಟ್ ಛಾವಣಿ,পেণ্ট ছাদ
ಪೆಪ್ಟೈಸಿಂಗ್ ಏಜೆಂಟ್,পেপটাইজিং এজেণ্ট
ವಿಶ್ಲೇಷಣೆಯ ಅವಧಿ,বিশ্লেষণৰ সময়ছোৱা
ಪರ್ಪೆಂಡ್,পাৰ্পেণ্ড
ಪರ್ಸರ್ಪ್ಶನ್,পাৰ্চৰ্পচন
ಪಿಯರ್,ঘাট
ಪಿಲಾಸ್ಟರ್,পিলাষ্টাৰ
ಪಿಚ್,চূড়া
ಪಿಚ್ ಛಾವಣಿ,পিচড ছাদ
ಸರಳ ಕಾಂಕ್ರೀಟ್,সাধাৰণ কংক্ৰিট
ಪ್ಲೇನ್ ಕೋನ,সমতল কোণ
ಬಯಲು ಅಂಗಳ,সাধাৰণ চোতাল
ಪ್ಲಾನ್ಸೋಲ್,প্লেনছল
ಪ್ಲಾಸ್ಟಿಕ್ ಸ್ಥಿರತೆ,প্লাষ্টিকৰ স্থায়িত্ব
ಪ್ಲಾಸ್ಟಿಟಿ,প্লাষ্টিচিটি
ಪ್ಲಾಸ್ಟಿಟಿ ಸೂಚ್ಯಂಕ,প্লাষ্টিচিটি সূচকাংক
ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಮಿತಿ,প্লাষ্টিচিটিৰ সীমা
ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಶ್ರೇಣಿ,প্লাষ্টিচিটিৰ পৰিসৰ
ಪ್ಲಾಟಿ ರಚನೆ,প্লেটি গঠন
ಸ್ತಂಭ,প্লিন্থ
ನೇಗಿಲು ಮಣ್ಣು,হাল বোৱা মাটি
ಪ್ಲಮ್ ಕಲ್ಲು,প্লামৰ শিল
ಪೊಡ್ಜೋಲ್,পডজোলে
ಸೂಚಿಸುತ್ತಿದೆ,আঙুলিয়াই দি
ಬಹುಭುಜಾಕೃತಿಯ ಗೋಡೆ,বহুভুজীয়া বেৰ
ರಂಧ್ರದ ಜಾಗ,ছিদ্ৰৰ স্থান
ಬಂದರು,বন্দৰ
ಧನಾತ್ಮಕ ವಾತಾಯನ,পজিটিভ ভেন্টিলেচন
ಹುಲ್ಲುಗಾವಲು ಮಣ್ಣು,প্ৰেয়ৰী মাটি
ನಿಖರತೆ,নিখুঁততা
ಪ್ರಾಥಮಿಕ ಕಣ,প্ৰাথমিক কণা
ಪ್ರಿಸ್ಮಾಟಿಕ್ ರಚನೆ,প্ৰিজমেটিক গঠন
ಉತ್ಪಾದಕ ಕೆಲಸ,উৎপাদনশীল কাম
ಯೋಜನೆಯ ಸಮರ್ಥನೆ,প্ৰকল্পৰ ন্যায্যতা
ರಕ್ಷಣಾತ್ಮಕ ಕೆಲಸ,সুৰক্ষামূলক কাম
ಸ್ಯೂಡೋ-ಮೈಸಿಲಿಯಮ್,ছ্যুড’-মাইচেলিয়াম
ಕೊಚ್ಚೆಗುಂಡಿ,পুখুৰী
ಪಗ್ಗಿಂಗ್,পাগিং
ಪ್ಯೂಮಿಸ್,পিউমিচ
ಪಂಚೆಯಾನ್,পাঞ্চিয়ন
ಬೊಂಬೆ,পুতলা
ಪುಟ್ಲಾಗ್,পুটলগ
ಪುಟ್ಲಾಗ್ ಸ್ಕ್ಯಾಫೋಲ್ಡ್,পুটলগ মৰাপাট
ಪ್ರಮಾಣ ಸರ್ವೇಯರ್,পৰিমাণ জৰীপকাৰী
ಕ್ವಾರಿ ಸಾಪ್,শিলৰ ৰস
ಕ್ವೇ,ঘাট
ರಾಣಿ ಮುಚ್ಚುವಿಕೆ,কুইন বন্ধ
ಕ್ವೊಯಿನ್,কুইইন
ರಾಫ್ಟ್ ಅಡಿಪಾಯ,ৰাফ্ট ফাউণ্ডেচন
ರೇಕರ್,ৰেকাৰ
ರೇಕಿಂಗ್,ৰেকিং
ರಾಕಿಂಗ್ ಬಾಂಡ್,ৰেকিং বণ্ড
ಮಿನುಗುವ ರೇಕಿಂಗ್,ৰেকিং ফ্লেছিং
ವೇಗವಾಗಿ ಬದಲಾಗುತ್ತಿರುವ ಹರಿವು,দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ
ಮರುಪಾವತಿಸಬಹುದಾದ ಪಾವತಿ,আদায়যোগ্য পেমেণ্ট
ಕೆಂಪು ಭೂಮಿ,ৰঙা মাটি
ಕೆಂಪು ಲೋಮ್,ৰঙা লোম
ನಿಯಂತ್ರಕ,নিয়ন্ত্ৰক
ರೆಗರ್ ಅಥವಾ ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು,ৰেগুৰ বা ক’লা কপাহী মাটি
ಮರುಪಾವತಿ ಒಪ್ಪಂದ,ৰিপেমেণ্ট চুক্তি
ಉಳಿದ ಕುಗ್ಗುವಿಕೆ,অৱশিষ্ট সংকোচন
ಉಳಿಕೆ ಮಣ್ಣು,অৱশিষ্ট মাটি
ಬಹಿರಂಗಪಡಿಸಿ,প্ৰকাশ কৰা
ಪಿನ್ ಅನ್ನು ಬಹಿರಂಗಪಡಿಸಿ,পিন প্ৰকাশ কৰক
ರಿವೀಲ್ ಟೈ,টাই প্ৰকাশ কৰক
ರಿಡ್ಜ್,ৰিজ
ರಿಡ್ಜ್ ಕ್ಯಾಪಿಂಗ್,ৰিজ কেপিং
ನದಿ,নদী
ರೋಡ್ ಸ್ಟೇಡ್,ৰোড ষ্টেড
ಒರಟು ಪ್ಲಾಸ್ಟರ್,ৰুক্ষ প্লাষ্টাৰ
ಅವಶೇಷಗಳು,ধ্বংসাৱশেষ
ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು,ধ্বংসাৱশেষৰ শিলৰ কাম
ಅವಶೇಷಗಳ ಗೋಡೆ,ধ্বংসাৱশেষৰ দেৱাল
ಚಾಲನೆಯಲ್ಲಿರುವ ಮಾಪನ,চলি থকা জোখ-মাখ
